Timestep,C7,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,CBL,IMUL_M,R5HD
113,0.0427295,0,0,0,0.0501122,0,0,0,0,0,0.0430864,0,0.0277089,0.0358565,0,0,0.0138835,0,0,0.0388979,0.0432317,0.0335889,0.0303797,0.0168377,0.0412219,0.0304322,0.0329238,0.0366191,0.0422346,0.0319713,0.0349803,0.03773,0.0237447,0.0281836,0.0129896,0.0455008,0,0.019841,0.0282271,0.0310413,0.0490358,0.0449178,0,0,0.046046,0,0,0.0269164,0.0515241,0.0477195,0.0212748,0.022046,0.0359064,0.039486,0.0437329,0.0629262,0.0534575,0.0360749,0.0613782,0.0425048,0.0472543,0.0696585,0.0195796,0.0441927,0.0318871,0.024159,0.0571681,0.0580135,0,0,0,0,0,0,0
114,0.0427528,0,0,0,0.0500807,0,0,0,0,0,0.0430628,0,0.0277326,0.0360771,0,0,0.013733,0,0,0.0387698,0.0432507,0.03365,0.0302968,0.0168411,0.041124,0.0305592,0.0331449,0.0365553,0.0421422,0.0320198,0.0348671,0.0377767,0.0236933,0.0281571,0.013051,0.0455975,0,0.0198144,0.0283808,0.0310028,0.049094,0.0449365,0,0,0.0462031,0,0,0.0269144,0.0516077,0.047688,0.0213063,0.0219557,0.0358322,0.0395595,0.0435749,0.0628024,0.0534481,0.0359892,0.061439,0.0425299,0.0473362,0.0697059,0.0195185,0.044324,0.0318747,0.0241683,0.0572234,0.0580778,0,0,0,0,0,0,0
115,0.0427353,0,0,0,0.0500984,0,0,0,0,0,0.0431376,0,0.0277947,0.036427,0,0,0.013494,0,0,0.038739,0.0432693,0.0338094,0.0301911,0.016885,0.0410147,0.030521,0.0334402,0.0366488,0.042003,0.0320183,0.0347964,0.0377773,0.0236867,0.0280272,0.0130147,0.0457317,0,0.0199218,0.0285577,0.0310255,0.0490957,0.0449509,0,0,0.046278,0,0,0.0269793,0.0516814,0.0477352,0.0213387,0.0218753,0.0357041,0.0396973,0.0434845,0.0628034,0.053478,0.0359025,0.0614003,0.0424752,0.0473314,0.0697659,0.0194177,0.0443852,0.0319912,0.0241403,0.0573337,0.0580569,0,0,0,0,0,0,0
116,0.042794,0,0,0,0.050067,0,0,0,0,0,0.0429408,0,0.0278999,0.0365013,0,0,0.0133786,0,0,0.0386353,0.0432185,0.0339387,0.0301523,0.0168541,0.0410032,0.0304485,0.0339373,0.0368438,0.0419911,0.0320916,0.0347448,0.0377758,0.0238569,0.0279894,0.0131746,0.0459119,0,0.0198919,0.0286856,0.0310089,0.0490376,0.0449612,0,0,0.0463986,0,0,0.027203,0.051794,0.0476285,0.0212627,0.0217989,0.0356587,0.0398385,0.0433312,0.0627472,0.0534231,0.0358116,0.0613282,0.0424524,0.0473009,0.0698657,0.0192924,0.0442654,0.0321064,0.0241157,0.0574002,0.05814,0,0,0,0,0,0,0
117,0.042835,0,0,0,0.0500607,0,0,0,0,0,0.0426043,0,0.0280976,0.0366263,0,0,0.0133259,0,0,0.0385029,0.0431909,0.034008,0.0301683,0.0168632,0.0410086,0.030401,0.0342496,0.0371804,0.0419781,0.0321998,0.0347987,0.0377233,0.024065,0.0280033,0.0134198,0.0460575,0,0.0198112,0.0287665,0.0309802,0.0489725,0.0449915,0,0,0.0465002,0,0,0.0275113,0.0518569,0.0474847,0.0212019,0.0217243,0.0356346,0.0399741,0.0432015,0.0626627,0.0533577,0.0356811,0.0613073,0.0424278,0.0472666,0.0699064,0.019229,0.044181,0.0322042,0.0241024,0.0574316,0.0581718,0,0,0,0,0,0,0
118,0.0431341,0,0,0,0.0497947,0,0,0,0,0,0.042398,0,0.0282054,0.0366278,0,0,0.0130611,0,0,0.0385634,0.0432318,0.0338188,0.0299153,0.0168195,0.0412658,0.0305493,0.0341838,0.036842,0.0420294,0.0325791,0.0349212,0.03769,0.024052,0.028354,0.0136734,0.046103,0,0.0196438,0.0284361,0.0307104,0.0488656,0.0450642,0,0,0.0467133,0,0,0.0280597,0.0520201,0.0471931,0.0208885,0.0216803,0.0358646,0.0401224,0.0427313,0.0622395,0.0531538,0.0353578,0.061594,0.0426177,0.047539,0.0701371,0.0190145,0.0440489,0.0321025,0.0241225,0.0571267,0.0584128,0,0,0,0,0,0,0
119,0.0432164,0,0,0,0.0498026,0,0,0,0,0,0.0425389,0,0.0282975,0.0367665,0,0,0.0129953,0,0,0.0385275,0.0433196,0.0338018,0.029901,0.0169193,0.0413614,0.0304872,0.0338774,0.0366707,0.0419302,0.0327311,0.0348207,0.0376313,0.0238452,0.0283731,0.0138251,0.0462024,0,0.0196135,0.0284704,0.0305994,0.0488753,0.0451233,0,0,0.0466496,0,0,0.0280473,0.0520112,0.0470455,0.0208424,0.021623,0.0358808,0.0403918,0.0427316,0.0621745,0.0531642,0.0352845,0.0616315,0.0425676,0.0475514,0.0701683,0.0189964,0.043921,0.0321245,0.0240885,0.057098,0.0584508,0,0,0,0,0,0,0
120,0.043041,0,0,0,0.0500664,0,0,0,0,0,0.0425971,0,0.0283893,0.0367952,0,0,0.013159,0,0,0.0383795,0.0434129,0.0339839,0.0301366,0.0170515,0.0412413,0.0302262,0.0335367,0.0367731,0.0417479,0.032516,0.0345341,0.0376041,0.0236055,0.0280609,0.0138586,0.0464,0,0.0197164,0.02885,0.0307946,0.0489452,0.0451455,0,0,0.0464111,0,0,0.0274217,0.0519028,0.0471374,0.0210783,0.0215894,0.0356551,0.0406647,0.0431555,0.0624305,0.0533716,0.0354314,0.0613652,0.0422739,0.0472232,0.0699565,0.0190633,0.0438335,0.0321735,0.0239872,0.0573533,0.0583068,0,0,0,0,0,0,0
121,0.0433612,0,0,0,0.0497163,0,0,0,0,0,0.0420862,0,0.0284123,0.036565,0,0,0.0129512,0,0,0.0386063,0.0433886,0.0339072,0.0298006,0.0169456,0.0414564,0.0303603,0.0337292,0.0365413,0.0418468,0.0328376,0.0345459,0.0375451,0.0238543,0.0284119,0.0140765,0.0464466,0,0.0196271,0.0284729,0.0305513,0.048833,0.0451871,0,0,0.0464942,0,0,0.0275934,0.0521352,0.0469518,0.020758,0.0216337,0.0359199,0.0409064,0.0427092,0.0619919,0.053178,0.0352671,0.0616109,0.0424961,0.0475126,0.0701968,0.0188009,0.0436682,0.0318683,0.0240077,0.0569632,0.0586512,0,0,0,0,0,0,0
122,0.0434042,0,0,0,0.0496926,0,0,0,0,0,0.0418938,0,0.0284638,0.0364606,0,0,0.0129523,0,0,0.0386784,0.0434158,0.0339828,0.0298265,0.01698,0.0414572,0.0302945,0.0338231,0.0366269,0.0417585,0.0328328,0.0344469,0.0374694,0.0239406,0.0283818,0.0141861,0.0465822,0,0.0196691,0.0285102,0.0305307,0.0488223,0.0451935,0,0,0.046372,0,0,0.0276345,0.0521773,0.0468816,0.0207256,0.0216293,0.035947,0.0411437,0.0426492,0.0619492,0.0531957,0.0352696,0.0615744,0.0424633,0.0475482,0.070189,0.0187054,0.0436241,0.0318997,0.0239446,0.0569068,0.0587112,0,0,0,0,0,0,0
123,0.0434811,0,0,0,0.0496195,0,0,0,0,0,0.0417807,0,0.0284908,0.0364376,0,0,0.0129639,0,0,0.0387031,0.0435178,0.0339702,0.0297859,0.0171505,0.0415001,0.0302145,0.0334604,0.037528,0.041701,0.0328669,0.0344272,0.037483,0.0241238,0.0283171,0.0144472,0.0467283,0,0.0196857,0.0285608,0.0304919,0.0488766,0.0451849,0,0,0.0462578,0,0,0.0275109,0.0520844,0.0468259,0.0207037,0.0215743,0.0359399,0.041296,0.0425603,0.0619146,0.0532037,0.0351832,0.0615432,0.0424185,0.0475239,0.0701934,0.0185939,0.0435749,0.0318753,0.0239149,0.0568432,0.0588247,0,0,0,0,0,0,0
124,0.0435916,0,0,0,0.0495147,0,0,0,0,0,0.0417144,0,0.0285232,0.0364784,0,0,0.0130026,0,0,0.0385941,0.0435748,0.0339935,0.0295544,0.0172732,0.0415473,0.0301234,0.0336768,0.0392606,0.0416548,0.032951,0.0344925,0.037555,0.0239063,0.028206,0.0148334,0.0468036,0,0.0195887,0.0285832,0.0304298,0.0489221,0.0452079,0,0,0.0461644,0,0,0.0273295,0.0520009,0.0467651,0.0206661,0.0215311,0.0358856,0.041414,0.0425569,0.0618961,0.0531783,0.0350161,0.0615064,0.0423665,0.0475088,0.0701721,0.0185424,0.0435075,0.0318254,0.0239285,0.0567774,0.0589358,0,0,0,0,0,0,0
125,0.0441673,0,0,0,0.0494304,0,0,0,0,0,0.0442048,0,0.0279009,0,0,0,0.0128795,0,0,0.0386522,0.0420304,0.0379143,0.0349017,0.0148415,0.0407281,0.0303116,0.0333684,0,0.0439495,0.0304522,0.0310115,0.0340631,0.021028,0.0280303,0.0122174,0.0468556,0,0.0195734,0.0294774,0.0310838,0.0491779,0.0450545,0,0,0.0459556,0,0,0.0269877,0.0546249,0.0472364,0.0193439,0.0229636,0.0338649,0.0410214,0.0429676,0.0613251,0.0538023,0.0368918,0.0610086,0.0420271,0.0470141,0.0693539,0.017635,0.0437007,0.0317646,0.0239015,0.0573366,0.0578478,0,0,0,0,0,0,0
126,0.0436296,0,0,0,0.0495275,0,0,0,0,0,0.0421125,0,0.0285625,0.0364964,0,0,0.0129245,0,0,0.0382595,0.0435142,0.0342054,0.0301048,0.0170129,0.0413714,0.0299283,0.0340906,0.0375695,0.0416374,0.032772,0.0342745,0.0375911,0.0233059,0.0280362,0.0144894,0.0469479,0,0.0195361,0.0288593,0.0304774,0.0490233,0.0452931,0,0,0.0459237,0,0,0.0269151,0.0520039,0.0466478,0.0207108,0.0215326,0.0355535,0.0415719,0.0427666,0.0620556,0.0534808,0.0351027,0.0612909,0.0421877,0.0473447,0.0698304,0.0185192,0.0434664,0.0317949,0.0238974,0.05683,0.058822,0,0,0,0,0,0,0
127,0.0436048,0,0,0,0.0495843,0,0,0,0,0,0.0422821,0,0.0285677,0.0366519,0,0,0.0128527,0,0,0.0379797,0.0434446,0.0342348,0.030241,0.0168797,0.0414097,0.0297351,0.0337169,0.0368317,0.0415684,0.0326214,0.0342046,0.0376264,0.023202,0.0279145,0.0143526,0.0470536,0,0.0194621,0.0289302,0.0305264,0.0490317,0.0453239,0,0,0.0458419,0,0,0.0267959,0.0519527,0.0466496,0.020683,0.0215095,0.0354989,0.0415221,0.0428565,0.0621612,0.0539625,0.0351662,0.0612477,0.0421169,0.0472273,0.0697751,0.0185501,0.0436026,0.0318457,0.0239249,0.0568156,0.0587296,0,0,0,0,0,0,0
128,0.0438568,0,0,0,0.0492822,0,0,0,0,0,0.0420123,0,0.0285632,0.0365721,0,0,0.0126073,0,0,0.038065,0.0433799,0.033992,0.0299612,0.016766,0.0416349,0.0298502,0.0332264,0.0365669,0.0416194,0.0328442,0.0342706,0.0376402,0.0234119,0.0282414,0.0145846,0.0470473,0,0.0193592,0.0285646,0.0302972,0.0490032,0.0453965,0,0,0.0460372,0,0,0.0271502,0.0520121,0.0464831,0.02044,0.0214656,0.0356806,0.0414718,0.0424506,0.0618782,0.0539314,0.0350073,0.0615008,0.0423115,0.0475072,0.0700168,0.0184844,0.0435778,0.0316794,0.0240224,0.0564723,0.0590326,0,0,0,0,0,0,0
129,0.043843,0,0,0,0.049263,0,0,0,0,0,0.0419185,0,0.0285721,0.0363182,0,0,0.0125001,0,0,0.038165,0.0433408,0.0340007,0.0298444,0.0167627,0.0416545,0.0298347,0.0331989,0.0367202,0.0415802,0.0327406,0.0342329,0.0376304,0.0234074,0.0282641,0.0146616,0.0470747,0,0.0194359,0.0285593,0.030282,0.0490261,0.045485,0,0,0.0462255,0,0,0.0272025,0.0520076,0.0464792,0.0205177,0.0214358,0.035676,0.0413911,0.0424062,0.0618714,0.0537777,0.0349775,0.0614416,0.0422822,0.0475652,0.0700701,0.0184794,0.043581,0.0317044,0.0239917,0.0564685,0.0591297,0,0,0,0,0,0,0
130,0.0435912,0,0,0,0.0495144,0,0,0,0,0,0.0420436,0,0.0285359,0.036327,0,0,0.012526,0,0,0.03828,0.0433314,0.0342584,0.0300024,0.016739,0.0414241,0.0296454,0.0334588,0.0370137,0.0414599,0.0324175,0.0341537,0.0375975,0.0231992,0.02795,0.0146285,0.0472129,0,0.0197555,0.0289174,0.0305125,0.0491527,0.045516,0,0,0.0462756,0,0,0.0267868,0.0519328,0.0466763,0.0207702,0.0214058,0.0354153,0.0412671,0.0427786,0.0622127,0.0535955,0.0351403,0.0610722,0.0420212,0.0472504,0.0699038,0.0185686,0.0437021,0.0318099,0.0239217,0.0567902,0.0589761,0,0,0,0,0,0,0
131,0.0438321,0,0,0,0.0492049,0,0,0,0,0,0.0418053,0,0.0284825,0.0363404,0,0,0.0123112,0,0,0.0385525,0.0432814,0.0340929,0.0295797,0.0165684,0.04151,0.0298076,0.0333249,0.0368322,0.0415243,0.0326144,0.034292,0.0376526,0.0234046,0.0282652,0.014824,0.0472936,0,0.019723,0.02861,0.0302915,0.0491712,0.0455556,0,0,0.0465823,0,0,0.0269067,0.0521258,0.0465145,0.020441,0.0214252,0.0355668,0.0410401,0.0424261,0.0619172,0.0532632,0.0350087,0.0612726,0.0422397,0.0474606,0.0701387,0.0184911,0.0436543,0.031554,0.0240538,0.0564975,0.0592764,0,0,0,0,0,0,0
132,0.0443279,0,0,0,0.0481059,0,0,0,0,0,0.0418524,0,0.0285471,0.0365985,0,0,0.0124306,0,0,0.00828124,0.0434903,0.0341083,0.0300033,0.0167018,0.0409423,0.0304433,0.0334684,0.0367502,0.0414808,0.0326856,0.0343326,0.0377125,0.0233525,0.0281395,0.0147601,0.0458901,0,0,0.0289457,0.0304002,0.0494612,0.0471096,0,0,0.0464663,0,0,0.0266909,0.0520598,0.0464112,0.0200041,0.021292,0.0345984,0.0410782,0.0422748,0.0618177,0.0530593,0.0348266,0.061327,0.0422491,0.0474556,0.0702088,0.018363,0.0439262,0.0316698,0.0239603,0.0557222,0.0598547,0,0,0,0,0,0,0
133,0.043772,0,0,0,0.0491611,0,0,0,0,0,0.0415361,0,0.0286158,0.0365003,0,0,0.0123349,0,0,0.0383533,0.0433452,0.0340322,0.0294624,0.0166195,0.0412931,0.0297659,0.0332973,0.0367454,0.0414697,0.0326004,0.0343821,0.0376964,0.023453,0.0282354,0.0150536,0.0474199,0,0.0195602,0.0286769,0.0302883,0.0492627,0.0456323,0,0,0.0468564,0,0,0.0269254,0.0522043,0.046493,0.0204718,0.0214335,0.0353493,0.040532,0.0423419,0.0618554,0.0532667,0.0350045,0.0612418,0.0422522,0.0474334,0.0700641,0.018456,0.0436157,0.0315222,0.0240398,0.0564212,0.0594662,0,0,0,0,0,0,0
134,0.0437903,0,0,0,0.0491073,0,0,0,0,0,0.0413106,0,0.0286678,0.0365477,0,0,0.0123798,0,0,0.0382575,0.0434053,0.0340266,0.029348,0.0166526,0.0412694,0.0296582,0.0332416,0.036707,0.0414559,0.0325889,0.0344213,0.0377275,0.0234591,0.0282389,0.0151521,0.0474691,0,0.0194948,0.0286402,0.030278,0.0492827,0.0456174,0,0,0.0470607,0,0,0.0270183,0.052199,0.0464362,0.0204379,0.0214325,0.0352975,0.0404095,0.0423501,0.0617899,0.0532144,0.0350352,0.0612097,0.0422244,0.0474354,0.0700045,0.0184361,0.0437921,0.0315569,0.0240647,0.0563667,0.0595917,0,0,0,0,0,0,0
135,0.0438141,0,0,0,0.0490253,0,0,0,0,0,0.0411939,0,0.028665,0.0366255,0,0,0.0123498,0,0,0.038223,0.0434662,0.0339961,0.0292475,0.0166308,0.0412452,0.0295677,0.0331107,0.0366729,0.0414293,0.0325666,0.034429,0.0378142,0.0234414,0.0282231,0.015183,0.0475932,0,0.0194889,0.0286197,0.0302848,0.049357,0.0455984,0,0,0.0472808,0,0,0.0269829,0.0522161,0.0464184,0.0203777,0.0214488,0.0352157,0.0402846,0.0423628,0.0617702,0.0531846,0.035073,0.0611758,0.0422101,0.0474296,0.0700249,0.0184444,0.0440825,0.0315738,0.0241188,0.0563303,0.0596605,0,0,0,0,0,0,0
136,0.043787,0,0,0,0.0489652,0,0,0,0,0,0.0411929,0,0.0286219,0.0366521,0,0,0.0122875,0,0,0.0382143,0.0434971,0.0340493,0.0292173,0.0166225,0.0411948,0.0294195,0.0330498,0.0366549,0.0414556,0.032573,0.0343945,0.037905,0.0234143,0.0281653,0.0151608,0.0476287,0,0.0195006,0.0285903,0.0302854,0.0494059,0.0456078,0,0,0.0474661,0,0,0.0270679,0.0522453,0.046376,0.0203547,0.0214762,0.0351185,0.0401029,0.0423845,0.0617576,0.0531846,0.0351404,0.0611414,0.0421899,0.0474082,0.0700185,0.0184447,0.044366,0.0316239,0.0241102,0.0561619,0.0597007,0,0,0,0,0,0,0
137,0.0437747,0,0,0,0.0489292,0,0,0,0,0,0.0412131,0,0.0285934,0.0366603,0,0,0.0123082,0,0,0.0382346,0.0434644,0.0340919,0.0292761,0.0166502,0.0411175,0.0292726,0.0330922,0.0366662,0.0415312,0.0326116,0.0344045,0.037906,0.0234728,0.0281494,0.0151282,0.0476732,0,0.0194995,0.0285878,0.0302639,0.0493911,0.0456345,0,0,0.0476118,0,0,0.0272753,0.0522702,0.0463047,0.020385,0.0215145,0.0350286,0.0399004,0.0424121,0.0617359,0.0531822,0.0352107,0.0610942,0.0421807,0.0473692,0.0699529,0.0183941,0.0445775,0.0317422,0.0240942,0.0559276,0.0597929,0,0,0,0,0,0,0
138,0.0436047,0,0,0,0.0491193,0,0,0,0,0,0.0412769,0,0.0286356,0.0366786,0,0,0.0124802,0,0,0.0380952,0.0434446,0.0341764,0.0296029,0.0167458,0.0408535,0.0289878,0.0332511,0.0368138,0.0414725,0.0323904,0.0343488,0.0378669,0.0235153,0.0279714,0.015078,0.0477943,0,0.0195733,0.0288525,0.0304228,0.0494622,0.045626,0,0,0.0476337,0,0,0.0272413,0.0521788,0.0464271,0.0206065,0.0215654,0.0347231,0.0397553,0.0428068,0.0620082,0.0533443,0.0353813,0.0607737,0.0419663,0.0470994,0.0696378,0.0184267,0.0448227,0.0320209,0.0240315,0.056161,0.059725,0,0,0,0,0,0,0
139,0.0438753,0,0,0,0.0488008,0,0,0,0,0,0.0409765,0,0.0286664,0.0365696,0,0,0.0122545,0,0,0.0382438,0.0434678,0.0338616,0.0294735,0.0166914,0.0408916,0.0289323,0.0330529,0.0366278,0.0415819,0.0325965,0.0343931,0.0378313,0.0240363,0.0283558,0.015324,0.0477589,0,0.0194705,0.0284962,0.0301753,0.0494297,0.0457054,0,0,0.0479795,0,0,0.0275605,0.0522614,0.0462032,0.0203289,0.0216086,0.034797,0.0395988,0.0425452,0.06176,0.0531666,0.0352667,0.0609744,0.042149,0.0473284,0.0697619,0.0183764,0.0447893,0.0319396,0.0241044,0.0558429,0.0600863,0,0,0,0,0,0,0
140,0.0438684,0,0,0,0.0488916,0,0,0,0,0,0.0423465,0,0.0292127,0.0368852,0,0,0.0123979,0,0,0.0383688,0.0457352,0.0347209,0.0287341,0.0171341,0.0383695,0.0289454,0.0337633,0.0367986,0.042983,0.0342287,0.0336559,0.0369456,0.0232015,0.0284417,0.0140063,0.0472844,0,0.0195265,0.0281899,0.0303807,0,0.0459092,0,0,0.0481927,0,0,0.0277087,0.0498727,0.0493857,0.0245527,0.021822,0.0322774,0.0408385,0.0425888,0.0645067,0.0561262,0.0353466,0.0585246,0.0401453,0.0450612,0.0671396,0.019724,0.044149,0.0321189,0.0240903,0.0566499,0.0595272,0,0,0,0,0,0,0
141,0.0441406,0,0,0,0.0485564,0,0,0,0,0,0.0440149,0,0.0304775,0.0364319,0,0,0.0120148,0,0,0.038078,0.0436585,0.033755,0.0299325,0.0163541,0.0413404,0.0284218,0.033338,0.0370845,0.0413396,0.0321613,0.0339094,0.0377418,0.022822,0.0272997,0.011944,0.0479533,0,0.0196779,0.0340322,0.0346444,0.0491818,0.0455217,0,0,0.0488105,0,0,0.0278561,0.0522638,0.05052,0.0196236,0.0218323,0.0349368,0.0390995,0.0435803,0.0625178,0.0536993,0.0358505,0.0582304,0.0399823,0.0439529,0.06674,0.0216271,0.0450905,0.031784,0.024134,0.055328,0.0606048,0,0,0,0,0,0,0
142,0.0442132,0,0,0,0.0484545,0,0,0,0,0,0.0439948,0,0.0305532,0.0364167,0,0,0.0121114,0,0,0.0379902,0.0436375,0.0337116,0.030033,0.0163638,0.0412671,0.0280969,0.0333047,0.0370325,0.0413781,0.0322217,0.034039,0.0377203,0.0228542,0.0273169,0.0119446,0.0480472,0,0.0196211,0.0338651,0.0344798,0.0491874,0.0455459,0,0,0.0489539,0,0,0.0277268,0.0522503,0.0502547,0.0196214,0.0218054,0.0348624,0.0390716,0.043508,0.0625643,0.0537465,0.0358106,0.058269,0.0400423,0.0440409,0.066775,0.021357,0.04521,0.0317547,0.0241186,0.0551253,0.0607187,0,0,0,0,0,0,0
143,0.044284,0,0,0,0.0483521,0,0,0,0,0,0.0438994,0,0.0306447,0.0363921,0,0,0.0121596,0,0,0.037904,0.0435919,0.0337044,0.0299425,0.016396,0.041202,0.0277605,0.0332308,0.0372106,0.0413887,0.0322924,0.0342519,0.0376413,0.0228677,0.0272671,0.0120246,0.0481052,0,0.0195543,0.0337401,0.0343435,0.0492225,0.0456122,0,0,0.0490554,0,0,0.0276811,0.0522301,0.050024,0.0195923,0.0217878,0.0347855,0.0390774,0.0434914,0.0625397,0.053718,0.0358027,0.058316,0.0400974,0.0441618,0.0668944,0.0212607,0.0452585,0.0317179,0.024112,0.0548976,0.0608335,0,0,0,0,0,0,0
144,0.044347,0,0,0,0.0482589,0,0,0,0,0,0.0437289,0,0.0306661,0.0363433,0,0,0.0120767,0,0,0.0378214,0.043558,0.0337082,0.0298082,0.0164393,0.0411189,0.0273901,0.0332124,0.0376237,0.0413449,0.0322227,0.0343896,0.0376212,0.0228578,0.027215,0.0121893,0.0481476,0,0.0194934,0.0335705,0.0341865,0.0492462,0.0457194,0,0,0.0491035,0,0,0.0276996,0.0521881,0.0497935,0.0195499,0.0217647,0.0347004,0.0391244,0.0434697,0.0624854,0.0536698,0.0357828,0.0583892,0.0401355,0.0442421,0.066999,0.0210725,0.0452678,0.0316882,0.0241239,0.0546015,0.0609649,0,0,0,0,0,0,0
145,0.0444443,0,0,0,0.0481746,0,0,0,0,0,0.0436212,0,0.0305883,0.0363418,0,0,0.0119158,0,0,0.0377793,0.0435303,0.0337036,0.0296311,0.0164664,0.0410316,0.0269459,0.0332319,0.0378179,0.041291,0.0319773,0.034362,0.0376422,0.0228266,0.0271198,0.0122294,0.0481156,0,0.019452,0.0333202,0.033957,0.0492185,0.0458361,0,0,0.0491614,0,0,0.0277589,0.0521532,0.0495466,0.0195462,0.0217305,0.0345939,0.0392103,0.0434371,0.0623899,0.0536371,0.035746,0.0584818,0.0401801,0.0443312,0.0671086,0.0207977,0.0453004,0.0316687,0.0241351,0.0542315,0.06107,0,0,0,0,0,0,0
146,0.0445517,0,0,0,0.0480887,0,0,0,0,0,0.0435908,0,0.0304783,0.0363431,0,0,0.0118962,0,0,0.0377977,0.0435435,0.0336869,0.0295853,0.0165404,0.0409259,0.026489,0.033261,0.0379063,0.0413063,0.031834,0.0342003,0.037617,0.0229023,0.0270416,0.0122098,0.0481425,0,0.0194332,0.0330412,0.0337064,0.049201,0.0459423,0,0,0.0492236,0,0,0.027904,0.0521132,0.0493074,0.0195067,0.0217039,0.0344864,0.0393224,0.0433864,0.0623462,0.0535907,0.0356999,0.0585458,0.0402633,0.0444241,0.0672855,0.0206405,0.0453462,0.0316525,0.0241415,0.0539729,0.0611316,0,0,0,0,0,0,0
147,0.044648,0,0,0,0.0479985,0,0,0,0,0,0.043317,0,0.0304871,0.0363536,0,0,0.0119899,0,0,0.0378248,0.0435472,0.0337043,0.0296675,0.0165333,0.0408254,0.0260971,0.033229,0.0379469,0.0413741,0.0317861,0.0339791,0.0375225,0.0231219,0.0271135,0.0125265,0.048262,0,0.0194169,0.0327413,0.0334448,0.0492231,0.0460219,0,0,0.0492795,0,0,0.0280362,0.052082,0.048962,0.019434,0.0216798,0.0343461,0.0394082,0.0432879,0.062336,0.053625,0.0356387,0.0585801,0.0403281,0.04451,0.0674625,0.0203689,0.0454163,0.0316302,0.0241291,0.0537255,0.0611939,0,0,0,0,0,0,0
148,0.0447231,0,0,0,0.0479233,0,0,0,0,0,0.0431473,0,0.0304981,0.0363457,0,0,0.0120774,0,0,0.0378268,0.0435084,0.0336762,0.0296852,0.0164455,0.0407686,0.0257146,0.0332128,0.0378391,0.0413977,0.0317712,0.0339667,0.0375253,0.0229933,0.0271112,0.0127281,0.0483981,0,0.0194055,0.032383,0.0331231,0.0492284,0.0461206,0,0,0.0492758,0,0,0.0281133,0.05206,0.0485643,0.0193915,0.0216488,0.0342379,0.0394872,0.0432329,0.0623514,0.0536675,0.0355981,0.0586673,0.0403946,0.0446721,0.0675068,0.0201651,0.0453355,0.031631,0.0241592,0.053421,0.0612505,0,0,0,0,0,0,0
149,0.0448029,0,0,0,0.047871,0,0,0,0,0,0.0430667,0,0.0304975,0.0363139,0,0,0.0120756,0,0,0.0378615,0.0434797,0.0335806,0.0298174,0.0163354,0.040751,0.0252887,0.033132,0.0375179,0.0414206,0.0317501,0.0341148,0.0376021,0.0228065,0.0270706,0.0127626,0.0484575,0,0.0194215,0.0320008,0.0327965,0.0492441,0.0462477,0,0,0.0492426,0,0,0.0281718,0.0520132,0.0481819,0.0193786,0.0216073,0.0341723,0.0395824,0.0431975,0.0623985,0.0537087,0.0355614,0.0587745,0.0404533,0.044899,0.067683,0.0199517,0.0452385,0.0316346,0.0241959,0.0530589,0.0613296,0,0,0,0,0,0,0
150,0.0449091,0,0,0,0.0477851,0,0,0,0,0,0.0428675,0,0.0305352,0.0363965,0,0,0.0120195,0,0,0.0378383,0.0434743,0.0335036,0.0298124,0.0162828,0.0407212,0.0249023,0.0330062,0.037403,0.0414056,0.0317386,0.0342997,0.0376398,0.0226957,0.0270647,0.0128776,0.0484278,0,0.0193837,0.0315649,0.0324091,0.0492417,0.0463415,0,0,0.0492235,0,0,0.0281757,0.0519692,0.0476873,0.0193382,0.0215828,0.0340926,0.0396797,0.0431933,0.0623569,0.0537452,0.0355448,0.0588773,0.0405371,0.0451344,0.0679455,0.0196087,0.0452018,0.0316271,0.0242181,0.0527354,0.0613947,0,0,0,0,0,0,0
151,0.0450372,0,0,0,0.0476222,0,0,0,0,0,0.0426917,0,0.0305906,0.0364534,0,0,0.011996,0,0,0.0375508,0.043464,0.0335392,0.0297904,0.0162731,0.0406534,0.0245827,0.0329714,0.037395,0.041397,0.0317471,0.0343254,0.0376729,0.0226721,0.0270939,0.0130135,0.0484933,0,0.0191475,0.0311261,0.0320589,0.0492449,0.0464115,0,0,0.0492018,0,0,0.028102,0.0519245,0.0471848,0.0192201,0.0215521,0.0340065,0.0397901,0.0432067,0.062326,0.0537511,0.0355095,0.0590135,0.0406268,0.0453146,0.068152,0.0192341,0.045177,0.0316291,0.0242226,0.0524397,0.0614768,0,0,0,0,0,0,0
