Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,LASI,,RASI
202,0.0493097,0,0,0,0,0.0414154,0,0,0,0,0,0,0.0283012,0,0.0291189,0,0,0.0183668,0,0,0.029629,0.0326513,0.0294383,0.0196333,0.0162779,0.0365917,0.0461742,0.0316573,0.0380048,0.0350459,0.0309834,0.034997,0.0405944,0.022751,0.0250258,0.030233,0.040365,0.0152185,0.0300352,0,0.0212827,0.0361884,0,0,0.0146035,0,0,0.0258265,0.0607103,0.0567507,0.0232047,0.0251553,0.0421516,0.0338312,0.0390719,0.0654884,0.0565919,0.0281888,0.0607162,0.042529,0.0449737,0.0736443,0.0539357,0.0473584,0.0213087,0.0185109,0.0490028,0.0759891,0,0,0,0,0.0398167,0,0.0267937
203,0.0492291,0,0,0,0,0.0414975,0,0,0,0,0,0,0.0279607,0,0.0291647,0,0,0.0183565,0,0,0.0295998,0.03296,0.0294818,0.0195754,0.0163088,0.0360938,0.0460527,0.031977,0.0382176,0.0348918,0.0306859,0.0350218,0.0406409,0.0227835,0.0251185,0.0307453,0.0404231,0.0151768,0.0294612,0,0.0209671,0.0361709,0,0,0.0145107,0,0,0.025807,0.0610007,0.0568417,0.0232516,0.0249371,0.042081,0.0338318,0.038661,0.0651311,0.0564966,0.0280847,0.060585,0.0423882,0.0447896,0.0736071,0.0550978,0.0474912,0.0211508,0.0184479,0.0491649,0.0758757,0,0,0,0,0.0397476,0,0.0272576
204,0.0491722,0,0,0,0,0.0416436,0,0,0,0,0,0,0.0274074,0,0.0292313,0,0,0.018326,0,0,0.0295717,0.0332641,0.029189,0.0197259,0.0163218,0.036053,0.0458854,0.0322809,0.0384287,0.0346857,0.0301368,0.0350514,0.0406685,0.0228108,0.0251672,0.0315908,0.0404967,0.015197,0.029166,0,0.0205748,0.0361785,0,0,0.014368,0,0,0.0258616,0.06155,0.0566906,0.0233434,0.0246029,0.0419802,0.0337981,0.0382372,0.0649562,0.0564959,0.0280798,0.0601417,0.0421578,0.0445933,0.0735364,0.0557348,0.047441,0.0210018,0.0185792,0.049362,0.0757453,0,0,0,0,0.0396232,0,0.0284922
205,0.0491175,0,0,0,0,0.041806,0,0,0,0,0,0,0.0271397,0,0.0292073,0,0,0.018318,0,0,0.0295916,0.0336471,0.0291089,0.0197391,0.016212,0.0365155,0.0457052,0.0325056,0.0386503,0.0346416,0.029783,0.0350367,0.0406408,0.0228398,0.0252308,0.0323626,0.0405262,0.0152887,0.0289349,0,0.0202506,0.0362486,0,0,0.01424,0,0,0.0259585,0.061913,0.0564761,0.0234046,0.0241338,0.0418997,0.0338825,0.038136,0.064627,0.0564715,0.0281391,0.0597777,0.0418342,0.0443515,0.0733417,0.0561466,0.0473979,0.0208165,0.0186164,0.0495635,0.075582,0,0,0,0,0.0394794,0,0.0287537
206,0.0490163,0,0,0,0,0.0419542,0,0,0,0,0,0,0.0268711,0,0.0292216,0,0,0.0183223,0,0,0.0295872,0.0339802,0.0293542,0.0197208,0.0160353,0.0371587,0.0454828,0.0326543,0.0393144,0.0346616,0.0301499,0.0349504,0.0405709,0.0227636,0.0252708,0.0331605,0.0405596,0.0153784,0.0286004,0,0.0200294,0.0365404,0,0,0.01414,0,0,0.0260718,0.0618061,0.0564449,0.0233843,0.0236099,0.0418566,0.0340237,0.0381183,0.0642953,0.0564429,0.0282592,0.0594228,0.041464,0.0439543,0.0729578,0.056652,0.0474497,0.0205388,0.0185296,0.0497868,0.0753708,0,0,0,0,0.0393672,0,0.0283813
207,0.0487865,0,0,0,0,0.04207,0,0,0,0,0,0,0.026355,0,0.0293795,0,0,0.0183024,0,0,0.0295475,0.034311,0.0296893,0.0197668,0.0159607,0.0375965,0.0454424,0.0329106,0.0404234,0.0346362,0.0315507,0.0348674,0.0404956,0.0226203,0.025222,0.0341235,0.0406225,0.0154268,0.0281881,0,0.0199783,0.0366384,0,0,0.0139299,0,0,0.0260268,0.0615874,0.0565914,0.0232247,0.0230803,0.0417751,0.0339401,0.038516,0.0645298,0.0563267,0.0283533,0.0590784,0.0411122,0.0434808,0.0724587,0.0574278,0.0474937,0.02043,0.0184324,0.0499351,0.0751203,0,0,0,0,0.039344,0,0.028128
208,0.0486232,0,0,0,0,0.0421883,0,0,0,0,0,0,0.0261002,0,0.0294553,0,0,0.0182665,0,0,0.0294903,0.0347938,0.0297918,0.0197917,0.0160557,0.0377733,0.0454832,0.0335315,0.0401951,0.0343673,0.03236,0.0348676,0.0406272,0.0226328,0.0251865,0.0345493,0.0406697,0.0154562,0.0278407,0,0.0198649,0.0364629,0,0,0.013719,0,0,0.0258215,0.0617141,0.0567556,0.0233127,0.0225338,0.0416913,0.0338346,0.0384984,0.065343,0.0561947,0.0285282,0.0588567,0.0406359,0.0432125,0.0721019,0.0582896,0.0475414,0.0202654,0.0182281,0.0500323,0.0748111,0,0,0,0,0.0392763,0,0.0280451
209,0.0484153,0,0,0,0,0.0423839,0,0,0,0,0,0,0.0259665,0,0.0294858,0,0,0.0182347,0,0,0.0294495,0.0352906,0.0298999,0.0198087,0.0160813,0.0378311,0.0455149,0.0341179,0.0401241,0.0341107,0.0328808,0.0348422,0.0407819,0.0226965,0.0252307,0.0349834,0.0406997,0.0155137,0.0276246,0,0.0197128,0.0361641,0,0,0.0136788,0,0,0.0257888,0.0619199,0.0568422,0.0235302,0.0219092,0.0416665,0.0338895,0.0385083,0.065626,0.056149,0.0288139,0.0586112,0.0401656,0.0429072,0.0718869,0.0591447,0.0476693,0.020027,0.018136,0.050143,0.0746482,0,0,0,0,0.0392406,0,0.0281214
210,0.0481554,0,0,0,0,0.0426281,0,0,0,0,0,0,0.0259123,0,0.0294902,0,0,0.0181734,0,0,0.029399,0.035758,0.0301253,0.0197544,0.0160661,0.0378365,0.0454866,0.0342601,0.0403817,0.033954,0.0331345,0.0347623,0.0407104,0.0226929,0.0252914,0.0354892,0.0407247,0.015607,0.0275323,0,0.0196569,0.0361124,0,0,0.013695,0,0,0.0257962,0.0620931,0.0570791,0.0235782,0.0212052,0.0417137,0.033969,0.0387984,0.0657458,0.0561876,0.0291146,0.0585329,0.0400049,0.0425,0.0716794,0.0601031,0.0478578,0.0197993,0.0180981,0.0502919,0.0746571,0,0,0,0,0.0390964,0,0.0283173
211,0.0479618,0,0,0,0,0.0428558,0,0,0,0,0,0,0.0258058,0,0.0294354,0,0,0.0179941,0,0,0.0292619,0.0363134,0.0302865,0.0197791,0.0160793,0.0378433,0.0453011,0.0339249,0.0406407,0.0339216,0.0331415,0.03474,0.0406385,0.0226566,0.0253199,0.0359489,0.0407952,0.0157047,0.027587,0,0.0196112,0.0361841,0,0,0.0137054,0,0,0.0257414,0.062309,0.0571952,0.0235275,0.0203768,0.0418163,0.0337753,0.0391506,0.0659736,0.0562114,0.0295745,0.0584394,0.0400398,0.0421052,0.0715303,0.060954,0.048033,0.0197195,0.0179868,0.0504921,0.0745814,0,0,0,0,0.038865,0,0.0286447
212,0.0478198,0,0,0,0,0.0430344,0,0,0,0,0,0,0.0255911,0,0.0293397,0,0,0.017798,0,0,0.0291138,0.0369737,0.0303675,0.0196924,0.0160382,0.0379376,0.0451136,0.0338543,0.0408277,0.0339153,0.0332032,0.03481,0.0406644,0.0226148,0.0253109,0.0364585,0.0409046,0.0158066,0.027776,0,0.0195854,0.0363284,0,0,0.0137448,0,0,0.0256508,0.0627158,0.0569611,0.023516,0.019491,0.0421291,0.033568,0.0395428,0.0663242,0.0563174,0.0305912,0.0583856,0.0399886,0.0420375,0.0713068,0.0614938,0.0483017,0.0196365,0.017828,0.0507675,0.0744867,0,0,0,0,0.0387509,0,0.0289809
213,0.0476704,0,0,0,0,0.0432185,0,0,0,0,0,0,0.0253366,0,0.0293005,0,0,0.0176639,0,0,0.0290076,0.0376087,0.0304373,0.0195756,0.0159365,0.0379563,0.044986,0.0341555,0.041089,0.0338693,0.0333691,0.0348249,0.0407739,0.0225024,0.0252417,0.0370681,0.0409972,0.0159012,0.0278501,0,0.0195919,0.0362581,0,0,0.0138082,0,0,0.0256516,0.0630746,0.0566038,0.0234627,0.0186479,0.0426025,0.0334733,0.0397185,0.0667475,0.0564743,0.0314338,0.058676,0.0400172,0.0421479,0.0712089,0.062008,0.0485716,0.0194939,0.017709,0.0510783,0.0743458,0,0,0,0,0.0387697,0,0.0292886
214,0.0474865,0,0,0,0,0.0434264,0,0,0,0,0,0,0.0251747,0,0.0290816,0,0,0.017523,0,0,0.0289099,0.0382317,0.030579,0.0193597,0.0158495,0.0379528,0.0447896,0.0346094,0.0412773,0.0338039,0.033574,0.0347901,0.0408753,0.022426,0.0251985,0.0375612,0.041094,0.0159772,0.0278839,0,0.019606,0.0362162,0,0,0.0138332,0,0,0.0256755,0.0632883,0.056122,0.0233065,0.0176287,0.0427722,0.033422,0.0395488,0.0670128,0.0565725,0.0320164,0.0589283,0.0402578,0.0422725,0.0713773,0.0621373,0.0486684,0.0194389,0.0176211,0.0513231,0.0742281,0,0,0,0,0.0391363,0,0.0296198
215,0.0472938,0,0,0,0,0.0436523,0,0,0,0,0,0,0.0251322,0,0.0286883,0,0,0.0173604,0,0,0.0287789,0.0387367,0.0308142,0.0189649,0.015758,0.0380611,0.0446557,0.0349211,0.0415012,0.0337885,0.0337231,0.034687,0.0408879,0.02244,0.0251236,0.0379654,0.0411725,0.0160156,0.0277115,0,0.0198257,0.0361958,0,0,0.0137757,0,0,0.0255774,0.0633117,0.0555827,0.0230452,0.0166783,0.0421593,0.0333312,0.04029,0.06705,0.0566455,0.032706,0.0592009,0.0404114,0.0422801,0.071418,0.0614321,0.0487839,0.0194981,0.0175141,0.0514391,0.0741962,0,0,0,0,0.0394682,0,0.0302645
216,0.0471013,0,0,0,0,0.0438767,0,0,0,0,0,0,0.0250466,0,0.0285336,0,0,0.0172152,0,0,0.0286425,0.0392667,0.0308618,0.0185586,0.0156668,0.0381245,0.0445203,0.0351599,0.0416759,0.0337658,0.0338378,0.0346021,0.0408856,0.0224116,0.025078,0.038374,0.0412426,0.0160791,0.0275235,0,0.0205704,0.0361325,0,0,0.0136668,0,0,0.0254611,0.0632452,0.0550318,0.0228776,0.015898,0.0418004,0.033255,0.0405274,0.0676002,0.05669,0.0335779,0.0592484,0.0402467,0.042239,0.0711716,0.0598481,0.0489676,0.0195067,0.0176608,0.0515723,0.0741326,0,0,0,0,0.0394946,0,0.0311096
217,0.0469166,0,0,0,0,0.044105,0,0,0,0,0,0,0.0248868,0,0.0285029,0,0,0.0171324,0,0,0.0284871,0.0399718,0.0309756,0.0182574,0.0156094,0.0381325,0.0442561,0.0355225,0.0419402,0.0337287,0.0339833,0.0345607,0.0408794,0.0222848,0.0250846,0.0388792,0.0413842,0.0161044,0.0273237,0,0.0216798,0.0361191,0,0,0.0136756,0,0,0.0254663,0.0633285,0.0543648,0.0226783,0.0152672,0.0415681,0.0331761,0.0406943,0.0679831,0.0566754,0.0343525,0.0593277,0.0400832,0.042052,0.070681,0.0575244,0.0491078,0.0194695,0.0175833,0.0517584,0.0739308,0,0,0,0,0.039308,0,0.0317893
218,0.0467473,0,0,0,0,0.0443633,0,0,0,0,0,0,0.0248338,0,0.0284813,0,0,0.0170989,0,0,0.0285336,0.0407179,0.0310979,0.0179497,0.0154598,0.0381286,0.0439091,0.035924,0.0422233,0.0337785,0.0342349,0.0344772,0.040862,0.0221765,0.0251047,0.0392706,0.0416073,0.0163182,0.0267087,0,0.0228311,0.0360551,0,0,0.0137546,0,0,0.0255216,0.0633626,0.0533401,0.022348,0.0146547,0.0412827,0.0330612,0.0409491,0.0680768,0.056401,0.0350407,0.0594478,0.0399158,0.0416594,0.0701175,0.0542979,0.0492905,0.019044,0.0175846,0.0519635,0.0735908,0,0,0,0,0.0392435,0,0.0325408
219,0.0465802,0,0,0,0,0.0446197,0,0,0,0,0,0,0.0247504,0,0.0284305,0,0,0.0168991,0,0,0.0284933,0.0416192,0.0313217,0.017566,0.0153594,0.0381404,0.0436191,0.0362792,0.0424468,0.0337748,0.0344985,0.0343491,0.0409736,0.0220851,0.025157,0.0397415,0.0417958,0.0165178,0.0267737,0,0.0240661,0.0360184,0,0,0.0137683,0,0,0.0255999,0.0633425,0.0518938,0.0219955,0.0139324,0.04107,0.0329657,0.0411573,0.0680513,0.0558423,0.0356938,0.0591914,0.0396382,0.0413546,0.0696988,0.0498078,0.0494964,0.0191012,0.0176439,0.052182,0.0732545,0,0,0,0,0.0388966,0,0.0334878
220,0.046327,0,0,0,0,0.0448793,0,0,0,0,0,0,0.0246001,0,0.0283751,0,0,0.0166317,0,0,0.0283202,0.0426681,0.031507,0.017414,0.0152796,0.0380602,0.0432279,0.0366834,0.0427735,0.0337364,0.0348104,0.0343301,0.0410816,0.021981,0.0252114,0.040287,0.0420104,0.0166399,0.0283428,0,0.0254813,0.0360303,0,0,0.0137182,0,0,0.0256466,0.0632827,0.0504717,0.0215877,0.0132347,0.0408547,0.0327234,0.041229,0.0678977,0.0554054,0.0361969,0.0589869,0.0396466,0.0412684,0.0694693,0.0437344,0.0498107,0.0191419,0.0176849,0.0524992,0.073283,0,0,0,0,0.0383363,0,0.0345033
221,0.0460934,0,0,0,0,0.0450846,0,0,0,0,0,0,0.0244179,0,0.0282801,0,0,0.0163474,0,0,0.0281078,0.0438459,0.0316111,0.0175554,0.015288,0.0380112,0.042821,0.0372491,0.043058,0.0336779,0.0351897,0.0344088,0.0410661,0.0219721,0.0252703,0.0408717,0.0423484,0.0167484,0.0309329,0,0.0267753,0.0359024,0,0,0.0137598,0,0,0.0256564,0.0633496,0.0491534,0.0209649,0.0129919,0.0406408,0.0324482,0.0412826,0.0674257,0.054985,0.0367308,0.0589355,0.0397874,0.0413131,0.0691856,0.0369954,0.0502072,0.0189282,0.0175932,0.0528527,0.0731751,0,0,0,0,0.0379052,0,0.035703
222,0.045961,0,0,0,0,0.0453517,0,0,0,0,0,0,0.0241189,0,0.0281873,0,0,0.0161358,0,0,0.0279558,0.0451347,0.0317657,0.0174557,0.015178,0.0377412,0.0423029,0.0379133,0.0433584,0.0338336,0.0355518,0.0343166,0.0409579,0.0219087,0.0253013,0.0415325,0.0426566,0.0169297,0.0334087,0,0.0272942,0.035747,0,0,0.0139412,0,0,0.0256846,0.0629434,0.0483259,0.0205276,0.0132048,0.0401615,0.0323233,0.0412223,0.0669093,0.0544584,0.0369666,0.0591343,0.0401049,0.0419749,0.0687222,0.0308718,0.0504698,0.0188741,0.0171636,0.0533187,0.0729155,0,0,0,0,0.0373262,0,0.037023
223,0.0459781,0,0,0,0,0.0456601,0,0,0,0,0,0,0.0238391,0,0.0280805,0,0,0.0159542,0,0,0.0277541,0.0463715,0.0319428,0.0173108,0.0149416,0.037522,0.0415886,0.0386324,0.0437025,0.034109,0.035869,0.0341077,0.0410484,0.0216833,0.0253036,0.0421915,0.0430002,0.0170098,0.0354978,0,0.0267704,0.0357428,0,0,0.0141441,0,0,0.0257112,0.0626012,0.048357,0.0201318,0.0135217,0.0396412,0.0322572,0.0410445,0.0664018,0.0539945,0.0370185,0.0594021,0.0402573,0.0426523,0.0683168,0.0252321,0.0506618,0.0190934,0.0167454,0.0536408,0.0725303,0,0,0,0,0.0367227,0,0.0381931
224,0.0461298,0,0,0,0,0.0459338,0,0,0,0,0,0,0.02365,0,0.0280284,0,0,0.0157572,0,0,0.0275006,0.0475433,0.0322209,0.0171707,0.01482,0.0374308,0.0407962,0.0387755,0.0440137,0.0342435,0.036061,0.0340085,0.0411251,0.0214438,0.0252697,0.0428082,0.0433625,0.0169603,0.0377467,0,0.0264215,0.0358593,0,0,0.0142286,0,0,0.0256735,0.0622097,0.0488435,0.0196883,0.0137478,0.0391976,0.0322391,0.0409507,0.0659017,0.0533954,0.0370093,0.0593887,0.0402378,0.0429761,0.0679542,0.0200606,0.050773,0.0191581,0.016712,0.0538633,0.0722396,0,0,0,0,0.0362568,0,0.0391693
225,0.0460445,0,0,0,0,0.0461973,0,0,0,0,0,0,0.023179,0,0.0281312,0,0,0.0155358,0,0,0.0272939,0.0487368,0.0324849,0.0168862,0.014728,0.0374872,0.0400868,0.0390336,0.0441392,0.0344058,0.0363201,0.0339363,0.0410227,0.0212651,0.0252199,0.0436462,0.0436686,0.0170555,0.0398447,0,0.0273694,0.0359975,0,0,0.0141894,0,0,0.0256908,0.061645,0.0487638,0.0191497,0.0140996,0.0388091,0.0322528,0.0409662,0.0653476,0.0525042,0.0370395,0.0592139,0.0400813,0.0429702,0.0673163,0.0155017,0.0509122,0.0189909,0.016365,0.0540392,0.0720739,0,0,0,0,0.0357751,0,0.0401794
226,0.045963,0,0,0,0,0.0464506,0,0,0,0,0,0,0.0215102,0,0.0284527,0,0,0.0154271,0,0,0.0272264,0.0504757,0.0339297,0,0.0137051,0.0368179,0.0401185,0.0401142,0.045652,0.034981,0.0354306,0.0331346,0.0400196,0.0205136,0.0248427,0.0474798,0.0436512,0.0171225,0.0410388,0,0.0286714,0.035754,0,0,0.0141676,0,0,0.0256524,0.0609063,0.0483014,0.0178462,0.0150549,0.0366453,0.0320947,0.0411994,0.0647726,0.051459,0.0372557,0.0594075,0.0400611,0.0429348,0.0664816,0.0117567,0.0511007,0.0187555,0.0160206,0.0545654,0.0713467,0,0,0,0,0.0355552,0,0.0407028
227,0.0448391,0,0,0,0,0.0469421,0,0,0,0,0,0,0.021246,0,0.0285869,0,0,0.015349,0,0,0.0271645,0.0517308,0.0341708,0,0.0133199,0.0373305,0.0392237,0.0404346,0.0461706,0.0354335,0.0358441,0.0327661,0.0397799,0.0200711,0.0248668,0.0483487,0.0436787,0.0171251,0.0417813,0,0.0290034,0.0365438,0,0,0.0139115,0,0,0.0205788,0.0600227,0.047881,0.0171244,0.0164652,0.0362964,0.0312832,0.0414132,0.0643076,0.0506141,0.0378874,0.059639,0.0403115,0.0430367,0.0661283,0.00868703,0.0512528,0.0219926,0,0.0547928,0.0705267,0,0,0,0,0.0349269,0,0.0410838
228,0.0453026,0,0,0,0,0.0468187,0,0,0,0,0,0,0.0211833,0,0.0284545,0,0,0.0150832,0,0,0.0268615,0.052847,0.0342849,0,0.0131296,0.0372091,0.0385593,0.0408543,0.0464115,0.0358229,0.0363082,0.032624,0.0398529,0.0198446,0.0249,0.0489342,0.0445018,0.0172046,0.0424265,0,0.0288809,0.0364492,0,0,0.0132459,0,0,0.0249984,0.0594071,0.0473369,0.0166463,0.018122,0.0359089,0.032249,0.0416469,0.0636132,0.049897,0.0388998,0.0597846,0.0410261,0.043295,0.065999,0.006495,0.0509526,0.0179628,0.0151635,0.0547681,0.0706912,0,0,0,0,0.0342783,0,0.0420767
229,0.0447935,0,0,0,0,0.0469316,0,0,0,0,0,0,0.0220835,0,0.0281493,0,0,0.0148681,0,0,0.0265624,0.053295,0.033328,0.0157994,0.013573,0.0382992,0.0370798,0.0404991,0.0455713,0.0361454,0.0378709,0.032994,0.0405807,0.0199989,0.0252145,0.0466383,0.0455024,0.0173039,0.043001,0,0.0292958,0.0371798,0,0,0.0131058,0,0,0.0249826,0.0589836,0.04672,0.0169421,0.0196138,0.0374259,0.0324917,0.0417252,0.0626789,0.0493741,0.0400772,0.0600154,0.0418443,0.0437494,0.0658921,0.00562375,0.0509411,0.0174953,0.014615,0.0545734,0.070909,0,0,0,0,0.0336596,0,0.0437325
230,0.0445366,0,0,0,0,0.0470322,0,0,0,0,0,0,0.022392,0,0.028105,0,0,0.014788,0,0,0.0265284,0.054471,0.0334994,0.0158225,0.0133094,0.0388549,0.0362914,0.0407112,0.0459052,0.0366767,0.0383507,0.0326676,0.0405299,0.019795,0.0251757,0.0465173,0.046058,0.0174724,0.043368,0,0.0298082,0.0374194,0,0,0.0129866,0,0,0.025154,0.0584005,0.0463745,0.0165042,0.0205867,0.0373652,0.0325017,0.0419761,0.0617422,0.048791,0.0408938,0.0603192,0.0425094,0.0442687,0.0662418,0.00573275,0.0511183,0.0167444,0.0144681,0.0548077,0.0708639,0,0,0,0,0.0337875,0,0.0449456
231,0.0442565,0,0,0,0,0.0471295,0,0,0,0,0,0,0.0226689,0,0.0281148,0,0,0.0147538,0,0,0.0265205,0.0556227,0.0336179,0.015578,0.0130717,0.0391959,0.0356563,0.0407852,0.0463621,0.0371806,0.0386739,0.0325295,0.0404126,0.0197168,0.0252974,0.0463604,0.046443,0.017576,0.0433419,0,0.0301726,0.0376438,0,0,0.0128875,0,0,0.0253664,0.0579853,0.0465129,0.0161793,0.0213242,0.0371786,0.0324381,0.0426424,0.0606641,0.0482904,0.0414765,0.0604774,0.0428117,0.0446102,0.0663973,0.00633491,0.0512912,0.0159121,0.0141498,0.0550563,0.0706026,0,0,0,0,0.0333172,0,0.0457542
232,0.0442289,0,0,0,0,0.0474356,0,0,0,0,0,0,0.0210445,0,0.0280876,0,0,0.0146915,0,0,0.0267236,0.0576581,0.0353719,0,0.0122821,0.0370437,0.0360472,0.0425647,0.0487615,0.0370129,0.036116,0.0322745,0.0396434,0.0196363,0.0248286,0.051937,0.045903,0.0174799,0.0433094,0,0.0306408,0.0375012,0,0,0.0125219,0,0,0.0253315,0.0582209,0.0472514,0.0147776,0.0221973,0.0336638,0.0328932,0.0436589,0.059749,0.0483648,0.0422589,0.0606424,0.0427873,0.0446316,0.0658233,0.00708623,0.0510278,0.0155188,0.0130844,0.0563785,0.0693969,0,0,0,0,0.0297378,0,0.0456412
233,0.0441165,0,0,0,0,0.0480042,0,0,0,0,0,0,0.0197012,0,0.0278346,0,0,0.0147846,0,0,0.0268969,0.0599599,0.0373946,0,0.0123148,0.0346938,0.0362511,0.0457722,0.0516199,0.0357341,0.0325395,0.0329229,0.0396933,0.0205406,0.0245405,0.0604847,0.0451751,0.0173397,0.0432307,0,0.0314987,0.0379187,0,0,0.0113099,0,0,0.0250693,0.0601729,0.0488764,0.0152781,0.0238085,0.0299139,0.0344251,0.0447065,0.0594519,0.0496193,0.0442598,0.060053,0.0422928,0.0440632,0.064954,0.00778345,0.0499795,0.0148761,0.0119452,0.0583429,0.0680867,0,0,0,0,0.0496108,0,0.0456745
234,0.0438743,0,0,0,0,0.0482646,0,0,0,0,0,0,0.019675,0,0.0276033,0,0,0.0148541,0,0,0.0270191,0.0615156,0.0385787,0,0.0122388,0.0347936,0.0362083,0.0471536,0.0529357,0.0353333,0.0313116,0.0333288,0.0397904,0.0210602,0.0245889,0.0634766,0.0450252,0.0173894,0.0427511,0,0.0316873,0.0382642,0,0,0.0106654,0,0,0.0249255,0.0610325,0.0495057,0.0161272,0.0247837,0.0284453,0.034925,0.0449564,0.0592532,0.0500319,0.0449961,0.0597899,0.0422895,0.0440813,0.0649704,0.00820858,0.0496666,0.0142923,0.0115871,0.0592823,0.0674018,0,0,0,0,0.0625092,0,0.04606
235,0.0435769,0,0,0,0,0.0482913,0,0,0,0,0,0,0.0194711,0,0.0273644,0,0,0.0150613,0,0,0.0270994,0.0617934,0.0387297,0,0.0120092,0.0351155,0.0360686,0.0471551,0.0530091,0.035604,0.0314884,0.0334559,0.0397006,0.0212294,0.0247965,0.0624155,0.0451057,0.0175419,0.0412688,0,0.0314943,0.038432,0,0,0.0101193,0,0,0.0248739,0.0608941,0.0489325,0.0162628,0.0253466,0.0282739,0.0346891,0.0446577,0.0587852,0.0501126,0.0447594,0.0596576,0.0425684,0.0440921,0.0656161,0.00819756,0.0498108,0.0133679,0.0117578,0.0594744,0.0671198,0,0,0,0,0.0624675,0,0.046383
236,0.043216,0,0,0,0,0.0483536,0,0,0,0,0,0,0.0196582,0,0.0275118,0,0,0.0151663,0,0,0.0271804,0.0616106,0.0385793,0,0.0118592,0.0353288,0.035831,0.0469467,0.0528699,0.0359674,0.0319204,0.0336242,0.0396001,0.0213686,0.0251453,0.0607927,0.0452276,0.0176798,0.0398055,0,0.0314747,0.0385675,0,0,0.0098756,0,0,0.0249641,0.0604819,0.0480435,0.016278,0.0259368,0.0284031,0.0343986,0.0445987,0.0581631,0.0501858,0.0443797,0.0595447,0.0428502,0.0442622,0.066432,0.00838047,0.0500932,0.0127612,0.0111731,0.0595559,0.0669866,0,0,0,0,0.0605937,0,0.0467435
237,0.0428695,0,0,0,0,0.0488478,0,0,0,0,0,0,0.0204549,0,0.0280109,0,0,0.0153032,0,0,0.0272901,0.0624675,0.0388687,0,0.0111875,0.0340094,0.0357472,0.0470234,0.0525995,0.037329,0.0335924,0.0331375,0.0389466,0.0209507,0.0255824,0.0570606,0.0448484,0.0177427,0.0364591,0,0.0318969,0.0392594,0,0,0.00909206,0,0,0.0251495,0.058332,0.0512497,0.0185021,0.0270459,0.0268981,0.0356712,0.0439901,0.0599897,0.0539198,0.0439823,0.0562592,0.0409779,0.0419361,0.0634879,0.0106022,0.0494949,0.012037,0.010362,0.0607637,0.0664551,0,0,0,0,0.0595691,0,0
238,0.0423976,0,0,0,0,0.0485717,0,0,0,0,0,0,0.0204836,0,0.0276921,0,0,0.0151621,0,0,0.027235,0.0615887,0.0389241,0,0.0117382,0.0358356,0.0353043,0.0470144,0.0527008,0.0366808,0.0324413,0.0340169,0.0396404,0.0220071,0.0259403,0.0580489,0.0455941,0.0179207,0.0373068,0,0.0320804,0.0391959,0,0,0.00947196,0,0,0.0254383,0.0600438,0.0475828,0.0157316,0.0279723,0.0285736,0.0340242,0.0443555,0.0567805,0.0503227,0.0441609,0.0596261,0.0435732,0.0449029,0.0667927,0.00919224,0.0507323,0.0115725,0.00999542,0.0595762,0.0666244,0,0,0,0,0.0603355,0,0.0478426
239,0.0421121,0,0,0,0,0.0486039,0,0,0,0,0,0,0.0212166,0,0.0279968,0,0,0.0153148,0,0,0.0271327,0.0618006,0.0392454,0,0.0119302,0.0363199,0.0348974,0.0468906,0.0525196,0.0369227,0.0327716,0.0344379,0.0397921,0.0225492,0.0264345,0.0566201,0.0458979,0.0180927,0.0366542,0,0.0330212,0.0394108,0,0,0.00926777,0,0,0.0258153,0.0597541,0.0489481,0.0154909,0.0291883,0.0286585,0.0338659,0.0446889,0.0562058,0.050241,0.0440778,0.0594503,0.0436052,0.0448631,0.0666942,0.00999859,0.051224,0.0109655,0.00999662,0.0592729,0.0664769,0,0,0,0,0.0603447,0,0.0482007
240,0.0418207,0,0,0,0,0.0487127,0,0,0,0,0,0,0.0221554,0,0.0283268,0,0,0.0153447,0,0,0.0270943,0.0618799,0.0396287,0,0.0121686,0.0366991,0.0344628,0.0469415,0.0523999,0.0371045,0.0330269,0.0348699,0.039985,0.0230822,0.0269459,0.0549557,0.0462634,0.0182363,0.0414293,0,0.0376443,0.0398383,0,0,0.00930643,0,0,0.0261238,0.0591441,0.0546853,0.0155146,0.0301791,0.0284793,0.0337697,0.0448178,0.0559131,0.0499559,0.0442561,0.0580489,0.0429139,0.042645,0.064223,0.014535,0.0518559,0.0102374,0.00981024,0.0588887,0.0662689,0,0,0,0,0.0603684,0,0.0483615
