Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,LASI,,RASI
318,0.0576825,0,0,0,0,0.0347003,0,0,0,0,0,0,0.0171291,0,0.0300857,0,0,0.0191652,0,0,0.0340573,0.0479195,0.0420844,0,0.0127594,0.0388126,0.0485688,0.0413906,0.0473215,0.0343032,0.0255523,0.0309929,0.0366985,0.0197242,0.0227547,0.0573504,0.0356358,0.0194693,0.0489302,0,0.0295276,0.0510502,0,0,0.0179299,0,0,0.0232021,0.0561104,0.0482804,0.0318077,0.0190156,0.0425834,0.0546572,0,0.074543,0,0.0506989,0.0607704,0.0444721,0.0472326,0.0673105,0.0181291,0.0337114,0.00995647,0.00633496,0.0386964,0.0716997,0,0,0,0,0.0627918,0,0.0403798
319,0.0569684,0,0,0,0,0.0347767,0,0,0,0,0,0,0.0166847,0,0.0299969,0,0,0.0193317,0,0,0.0341734,0.047019,0.0413433,0,0.012945,0.0398547,0.050149,0.040897,0.0471109,0.0341382,0.0258931,0.0312024,0.0370489,0.0194052,0.0226275,0.0578635,0.0351941,0.0193001,0.0486156,0,0.0286339,0.0509935,0,0,0.0180138,0,0,0.0231723,0.057046,0.047215,0.0289508,0.019035,0.0429291,0.0551727,0,0.0709928,0.054974,0.0481844,0.0641859,0.0478688,0.049867,0.0697504,0.0168215,0.0331607,0.00985881,0.00625066,0.0382534,0.0731595,0,0,0,0,0.0644473,0,0.0373903
320,0.0567477,0,0,0,0,0.0349539,0,0,0,0,0,0,0.0186267,0,0.0331172,0,0,0.0186738,0,0,0.0342069,0.0490715,0.0414796,0,0.0134867,0.041169,0.051132,0.0428804,0.0498009,0.0342516,0.0248184,0.0302786,0.0371641,0.0176214,0.0198627,0.0510121,0.0356865,0.0194824,0.0448229,0,0.0270346,0.0503087,0,0,0.0188725,0,0,0.0229329,0.0567388,0.0479878,0.0282805,0.0208516,0.0432018,0.055168,0,0.0691058,0.0536646,0.0472988,0.0656658,0.0509494,0.0515487,0.0699757,0.0124148,0.03229,0.00958501,0.00583571,0.0383603,0.0733672,0,0,0,0,0.0641312,0,0.0375114
321,0.0565275,0,0,0,0,0.0350747,0,0,0,0,0,0,0.0183669,0,0.0332026,0,0,0.0187813,0,0,0.0342036,0.0491148,0.0416351,0,0.0134128,0.0412475,0.0511621,0.0429287,0.0502043,0.0343824,0.0247239,0.0300362,0.0371847,0.0173946,0.0195468,0.0518776,0.03559,0.0193847,0.0454855,0,0.0270619,0.0503384,0,0,0.0189515,0,0,0.0229479,0.0569165,0.0480066,0.028531,0.0205856,0.0436735,0.0556299,0,0.0695213,0.0538132,0.0469459,0.0657975,0.0511397,0.0515723,0.0700448,0.0119237,0.0320847,0.00948313,0.00580407,0.0384337,0.0733893,0,0,0,0,0.0644812,0,0.0377598
322,0.0563075,0,0,0,0,0.0351582,0,0,0,0,0,0,0.0178917,0,0.0335635,0,0,0.018898,0,0,0.0342126,0.049159,0.0417374,0,0.0134522,0.0413779,0.0511048,0.0430123,0.0507695,0.034406,0.0247733,0.0298887,0.03717,0.0172631,0.0193924,0.0527862,0.0355281,0.0193169,0.0464099,0,0.0269428,0.0503917,0,0,0.0189769,0,0,0.0229214,0.0571207,0.0479873,0.0286802,0.0204148,0.0440245,0.0560212,0,0.0697381,0.0539401,0.046644,0.0658579,0.0509254,0.0509751,0.0699509,0.0111359,0.0319539,0.00938983,0.00582327,0.0385698,0.0734649,0,0,0,0,0.0647403,0,0.0378632
323,0.0565139,0,0,0,0,0.0353781,0,0,0,0,0,0,0.0176366,0,0.0343604,0,0,0.0190242,0,0,0.0340096,0.0501315,0.0426149,0,0.0131085,0.0402785,0.049301,0.0437872,0.0519247,0.0347627,0.0244594,0.0292626,0.0365775,0.0165656,0.0190008,0.0540086,0.0354902,0.0195786,0.0481135,0,0.0272786,0.0507102,0,0,0.0188623,0,0,0.0227954,0.0566717,0.0487844,0.0314778,0.0188899,0.0444014,0.0563703,0,0.0736855,0,0.0486637,0.0627476,0.0482621,0.0485297,0.0676301,0.0098976,0.0319846,0.00913812,0.00590145,0.0393373,0.0720808,0,0,0,0,0.063331,0,0.0406282
324,0.0559193,0,0,0,0,0.0353277,0,0,0,0,0,0,0.017455,0,0.0339772,0,0,0.0190712,0,0,0.0342771,0.0492314,0.0416934,0,0.0134705,0.0414538,0.0507691,0.0434067,0.0511943,0.0343388,0.0249369,0.0296116,0.0369629,0.01663,0.0190261,0.0539092,0.0353591,0.0193097,0.0498154,0,0.0270792,0.0505246,0,0,0.0190539,0,0,0.0226743,0.057535,0.0480872,0.02875,0.0200574,0.0446241,0.0566555,0,0.0699809,0.0541535,0.0461133,0.0654849,0.0508113,0.0503751,0.0697715,0.00866947,0.0315782,0.00906003,0.00583842,0.0388953,0.0737067,0,0,0,0,0.065001,0,0.037823
325,0.0557137,0,0,0,0,0.0354599,0,0,0,0,0,0,0.0171109,0,0.0341407,0,0,0.0192967,0,0,0.0344023,0.0491583,0.0415943,0,0.0134586,0.0416108,0.0505621,0.0435281,0.0512942,0.0342928,0.024954,0.0294848,0.0369125,0.0163971,0.0188563,0.0544521,0.0353343,0.0192537,0.0518156,0,0.0276828,0.0506622,0,0,0.0191022,0,0,0.0226308,0.0578249,0.0482157,0.0285771,0.0199046,0.0449007,0.0568812,0,0.0704278,0.0541069,0.0457138,0.0651081,0.0507069,0.0503185,0.0701919,0.00746702,0.0313796,0.00893962,0.00579005,0.0390807,0.0737816,0,0,0,0,0.0651891,0,0.0374313
326,0.055458,0,0,0,0,0.0356188,0,0,0,0,0,0,0.0168781,0,0.0341914,0,0,0.0194215,0,0,0.0345144,0.0490639,0.0417413,0,0.0134795,0.0417509,0.0503767,0.0434536,0.0514078,0.0342957,0.0251218,0.0293691,0.0369739,0.0162303,0.018834,0.0548259,0.0352796,0.0192713,0.0535682,0,0.0283614,0.0507631,0,0,0.0192404,0,0,0.022634,0.0579036,0.0483196,0.028408,0.0197084,0.0451549,0.057087,0,0.0707404,0.0540938,0.045197,0.0645167,0.050421,0.0503652,0.0700065,0.00609741,0.0311846,0.00881035,0.00569905,0.0392537,0.0738721,0,0,0,0,0.065337,0,0.0369832
327,0.0551456,0,0,0,0,0.0358204,0,0,0,0,0,0,0.0166919,0,0.0343087,0,0,0.0195492,0,0,0.034548,0.049071,0.0418282,0,0.0135468,0.0419291,0.0501603,0.0430405,0.0516264,0.0341927,0.0253574,0.0293491,0.0371929,0.0161966,0.0187401,0.0551783,0.0351457,0.0192629,0.0557957,0,0.0290637,0.0508167,0,0,0.0194527,0,0,0.0227081,0.0579534,0.0482316,0.0280807,0.0197788,0.0453308,0.0572416,0,0.0706332,0.0540342,0.0445401,0.0639067,0.0500677,0.0501942,0.0694821,0.00474642,0.0309456,0.00868037,0.00559504,0.039421,0.0739854,0,0,0,0,0.0654252,0,0.0365767
328,0.054816,0,0,0,0,0.0360955,0,0,0,0,0,0,0.0161769,0,0.0336412,0,0,0.0198723,0,0,0.0344932,0.053149,0.0391136,0,0.0160425,0.0429584,0.0504182,0,0.0546963,0.0328541,0.0261667,0.0304669,0.0382333,0.0170347,0.018349,0.0531189,0.0349853,0.0193983,0.0574004,0,0.0296551,0.0508133,0,0,0.0195868,0,0,0.0229586,0.057235,0.0482064,0.0275756,0.0201838,0.0451107,0.0568288,0,0.0709935,0.0545286,0.0438677,0.0631343,0.0499292,0.0499062,0.0690181,0.00330877,0.0308823,0.00852588,0.00568558,0.0398254,0.0736204,0,0,0,0,0.0621207,0,0.0351289
329,0.0542129,0,0,0,0,0.0363985,0,0,0,0,0,0,0.0167568,0,0.0348558,0,0,0.0202194,0,0,0.0345645,0.049065,0.0415623,0,0.0131587,0.0432624,0.0501738,0.0422368,0.0508814,0.0341606,0.0269235,0.0293371,0.0369252,0.0160239,0.0188949,0.0540077,0.0347054,0.019354,0.0604756,0,0.0314272,0.0509858,0,0,0.0197383,0,0,0.0233062,0.0575102,0.0496481,0.0287046,0.0241956,0.04667,0.0569564,0.0475024,0.0665052,0.0521628,0.0416209,0.0633593,0.050347,0.049639,0.0684691,0.00443455,0.0307123,0.00856764,0.00544158,0.0390718,0.0748038,0,0,0,0,0.0664502,0,0.038682
330,0.0538586,0,0,0,0,0.0367365,0,0,0,0,0,0,0.0165931,0,0.0350107,0,0,0.0204706,0,0,0.0345844,0.0492113,0.0415999,0,0.0131472,0.043325,0.0498744,0.0424196,0.0510008,0.0342027,0.0271432,0.0293085,0.0369697,0.0160156,0.0188618,0.0543663,0.0346718,0.0192714,0.0610004,0,0.0313797,0.0509006,0,0,0.0199564,0,0,0.0235536,0.0574751,0.0495622,0.0282428,0.0247554,0.0466435,0.0570718,0.0469227,0.065907,0.0522308,0.0411782,0.0629508,0.0500781,0.0492485,0.0682672,0.00516946,0.0306633,0.00859129,0.00533112,0.0387429,0.0749183,0,0,0,0,0.0666742,0,0.0384969
331,0.0535617,0,0,0,0,0.0369989,0,0,0,0,0,0,0.0164813,0,0.0350831,0,0,0.020695,0,0,0.0345883,0.0493071,0.0416154,0,0.0131324,0.0434527,0.0494027,0.0425406,0.0512353,0.0341964,0.0272591,0.0293432,0.0371159,0.0160764,0.0189511,0.0546434,0.0345403,0.0191171,0.0602097,0,0.0308463,0.0507726,0,0,0.0200844,0,0,0.0236988,0.0575114,0.0498515,0.0278288,0.0250057,0.0467129,0.0570872,0.0465132,0.0655006,0.0523703,0.0407197,0.0625485,0.0495517,0.0487641,0.0681255,0.00523283,0.0307147,0.00861719,0.0052329,0.0389771,0.0750411,0,0,0,0,0.0669018,0,0.0381816
332,0.0533428,0,0,0,0,0.0371586,0,0,0,0,0,0,0.0164146,0,0.0351425,0,0,0.0209316,0,0,0.034597,0.0491794,0.0415882,0,0.0130978,0.0435364,0.0488736,0.0425713,0.0511729,0.0341639,0.0272188,0.0293691,0.0370845,0.0160581,0.01904,0.0547378,0.0342576,0.0189632,0.0585625,0,0.0301025,0.0506977,0,0,0.0201428,0,0,0.0237886,0.0577069,0.0503226,0.0275882,0.0247656,0.0468162,0.0570793,0.0461323,0.0654085,0.0525938,0.0401153,0.0621062,0.0486101,0.0483532,0.0681823,0.00416409,0.0308774,0.00863258,0.00513611,0.0395611,0.0751589,0,0,0,0,0.0670959,0,0.0378196
333,0.0531531,0,0,0,0,0.0373296,0,0,0,0,0,0,0.0160931,0,0.0336768,0,0,0.0208598,0,0,0.0347142,0.0532009,0.0384578,0,0.0156788,0.0444909,0.0489968,0,0.0539001,0.032835,0.0279566,0.0305657,0.0380847,0.0170653,0.0189176,0.0523504,0.0342502,0.0187434,0.0558914,0,0.0294414,0.0502063,0,0,0.0202545,0,0,0.0237581,0.0566454,0.0513813,0.0271338,0.0239217,0.0464006,0.0567053,0.0463481,0.0665074,0.0536365,0.0388813,0.0614293,0.0470651,0.0479413,0.0688481,0.00273002,0.0310443,0.00880763,0.00525942,0.0402442,0.074495,0,0,0,0,0.0637604,0,0.0366181
334,0.0528183,0,0,0,0,0.0375245,0,0,0,0,0,0,0.0163221,0,0.035166,0,0,0.0213407,0,0,0.0346804,0.0483605,0.0415076,0,0.0132012,0.0432814,0.0478528,0.0423751,0.0511437,0.0341901,0.0268355,0.0295554,0.0370884,0.0162821,0.0190326,0.0547603,0.0337299,0.0187524,0.0536355,0,0.0284022,0.0506487,0,0,0.019981,0,0,0.023921,0.0582922,0.0516633,0.0275979,0.0235247,0.047001,0.0570564,0.0457741,0.0658845,0.0534969,0.038831,0.0616386,0.0464329,0.0483006,0.069302,0.00328495,0.0310054,0.00886825,0.00499892,0.0399991,0.0744566,0,0,0,0,0.0671316,0,0.0372955
335,0.052571,0,0,0,0,0.0376925,0,0,0,0,0,0,0.0162091,0,0.0336265,0,0,0.0212541,0,0,0.0347847,0.0520673,0.0384537,0,0.0158361,0.0439298,0.0480901,0,0.054189,0.0329301,0.0276851,0.0306867,0.0379912,0.0173069,0.0188673,0.0524067,0.0337451,0.0186097,0.0500258,0,0.0274387,0.0502727,0,0,0.0201516,0,0,0.0238296,0.0574979,0.0526618,0.0273476,0.022532,0.0465819,0.056579,0.046175,0.0672947,0.0545209,0.0378384,0.0614425,0.045716,0.0481033,0.0694065,0.0074435,0.0310257,0.00901049,0.00518991,0.0406783,0.0737134,0,0,0,0,0.0638322,0,0.0363961
336,0.0520584,0,0,0,0,0.0378779,0,0,0,0,0,0,0.015371,0,0.030761,0,0,0.0222259,0,0,0.034768,0.0453342,0.0408212,0,0.0127263,0.0415919,0.0462013,0.0400905,0.0489469,0.0342511,0.0277372,0.0305361,0.0369489,0.0182354,0.0218118,0.0643104,0.0328728,0.0183535,0.0502199,0,0.0274088,0.0513474,0,0,0.0194285,0,0,0.0242143,0.0594031,0.0529086,0.0282894,0.0207984,0.0472559,0.0575147,0.0464434,0.0688293,0.0557678,0.0377953,0.0609542,0.0432584,0.0471119,0.0699775,0.00682457,0.0315083,0.0093133,0.00538584,0.0411089,0.0741984,0,0,0,0,0.0675224,0,0.0368624
337,0.0517415,0,0,0,0,0.038006,0,0,0,0,0,0,0.0154287,0,0.0309039,0,0,0.022354,0,0,0.0347742,0.0448698,0.0408301,0,0.0127258,0.0414018,0.0457899,0.0398518,0.0491163,0.034397,0.0272478,0.0304909,0.0370209,0.0182154,0.0218059,0.0644056,0.0327632,0.0183262,0.0451871,0,0.0263357,0.0513069,0,0,0.0196708,0,0,0.0244295,0.0597503,0.0541054,0.028499,0.0203972,0.0473451,0.0574196,0.0461584,0.0690361,0.056108,0.0374096,0.0613374,0.0432228,0.0473758,0.0711494,0.0127745,0.0314602,0.00942543,0.00528477,0.0414447,0.0745235,0,0,0,0,0.067355,0,0.0368549
338,0.0513242,0,0,0,0,0.0382528,0,0,0,0,0,0,0.0154555,0,0.0308817,0,0,0.0225051,0,0,0.0347824,0.0445583,0.0408743,0,0.0127303,0.0412348,0.0455354,0.0397957,0.0490382,0.034495,0.0266153,0.0305313,0.0368618,0.0183558,0.0218565,0.0644256,0.0326036,0.0183627,0.0397688,0,0.0251807,0.0512609,0,0,0.0199467,0,0,0.0247084,0.0599963,0.0546206,0.0286893,0.02016,0.0473461,0.057437,0.04579,0.0692462,0.0563993,0.0369737,0.061603,0.0431758,0.0473122,0.0720292,0.017943,0.0314374,0.00971097,0.00526782,0.0410325,0.0745796,0,0,0,0,0.0671548,0,0.0367878
339,0.0509035,0,0,0,0,0.0385337,0,0,0,0,0,0,0.0154776,0,0.0307619,0,0,0.0225692,0,0,0.0347634,0.0441874,0.0409385,0,0.012818,0.0410961,0.0452798,0.0397449,0.0490382,0.0345614,0.0262087,0.0306104,0.0366846,0.0183925,0.0217678,0.064461,0.0324531,0.0184467,0.0355594,0,0.0240504,0.0512246,0,0,0.0201485,0,0,0.0250054,0.0602479,0.0551303,0.0286589,0.0199207,0.0473556,0.0574891,0.045408,0.0694309,0.0567389,0.0365638,0.0617074,0.0429823,0.0472429,0.0724294,0.0231329,0.0313626,0.0101509,0.00536956,0.0408839,0.0744754,0,0,0,0,0.0670778,0,0.0366124
340,0.0504976,0,0,0,0,0.0388339,0,0,0,0,0,0,0.0154831,0,0.030673,0,0,0.0226032,0,0,0.0347486,0.0438145,0.0408311,0,0.0128413,0.0410253,0.0450231,0.0396662,0.0492293,0.0346311,0.0260189,0.0306718,0.0367678,0.0182492,0.021659,0.0644847,0.0323574,0.0184474,0.0331839,0,0.023013,0.0511605,0,0,0.0204386,0,0,0.0252886,0.0604286,0.0554955,0.0286372,0.0196661,0.0473529,0.057511,0.0450561,0.0695754,0.0570237,0.0361682,0.061731,0.0427087,0.0471976,0.0726408,0.0278943,0.0314131,0.0105071,0.00546628,0.0410542,0.0743516,0,0,0,0,0.0670266,0,0.0363842
341,0.0500345,0,0,0,0,0.0391719,0,0,0,0,0,0,0.0155471,0,0.0306934,0,0,0.0226065,0,0,0.0348102,0.0434727,0.0408938,0,0.0128387,0.0410023,0.0447891,0.0395916,0.0491498,0.0346607,0.0256086,0.0307002,0.0370407,0.0182743,0.0216966,0.0644051,0.0322812,0.0184738,0.0311334,0,0.0221018,0.051064,0,0,0.0208337,0,0,0.0255693,0.0605803,0.0559599,0.0286379,0.0194531,0.0473028,0.0574679,0.0446927,0.0698314,0.0572179,0.0356464,0.0617035,0.0424266,0.0470952,0.0728621,0.0321623,0.0315421,0.0108273,0.00550114,0.0411911,0.0742284,0,0,0,0,0.0669091,0,0.0362075
342,0.0495858,0,0,0,0,0.039506,0,0,0,0,0,0,0.0156405,0,0.0306149,0,0,0.0226638,0,0,0.0348903,0.0431616,0.0407804,0,0.0128245,0.0409966,0.0445835,0.0395886,0.0491396,0.0347535,0.0252373,0.0307277,0.03703,0.018442,0.0217897,0.0643135,0.0322013,0.0185071,0.029004,0,0.0215638,0.0509581,0,0,0.0211588,0,0,0.0259535,0.0607587,0.0564527,0.0286032,0.0192436,0.0472302,0.0573506,0.0443783,0.0699797,0.0574709,0.0351306,0.0616864,0.0422076,0.0469194,0.073,0.0360319,0.0315747,0.0111528,0.00538705,0.0412859,0.0741614,0,0,0,0,0.0668246,0,0.036003
343,0.0492261,0,0,0,0,0.0397913,0,0,0,0,0,0,0.015679,0,0.0304946,0,0,0.0226811,0,0,0.0350105,0.0429031,0.0405336,0,0.0128149,0.0410032,0.0443712,0.0396018,0.0492631,0.0348062,0.0249803,0.0307153,0.0369264,0.0183727,0.0218925,0.0642596,0.0321405,0.0185368,0.0272461,0,0.0211722,0.0508194,0,0,0.0213078,0,0,0.0262528,0.0608683,0.0567896,0.0285172,0.0190331,0.0471329,0.0571829,0.0441547,0.0700452,0.0577202,0.0346725,0.0617165,0.0420597,0.0467206,0.072743,0.0394311,0.0315586,0.0114466,0.00515659,0.0414232,0.0741572,0,0,0,0,0.0667438,0,0.0357274
344,0.0492602,0,0,0,0,0.0401957,0,0,0,0,0,0,0.0159733,0,0.0305932,0,0,0.0223744,0,0,0.0349675,0.0434215,0.0412279,0,0.012408,0.0397865,0.042592,0.0399574,0.0499274,0.0352562,0.0244117,0.0302581,0.0365148,0.0179259,0.0217767,0.0647953,0.0324019,0.0187091,0.0259283,0,0.0215309,0.0507468,0,0,0.0211921,0,0,0.0264175,0.0599321,0.0573737,0.0301836,0.0178001,0.0467298,0.057105,0.0461795,0.0747657,0,0.0362429,0.059217,0.0387013,0.044366,0.0704581,0.0389535,0.0316279,0.0119895,0.0051543,0.0420616,0.072746,0,0,0,0,0.0652716,0,0.0387178
345,0.0486544,0,0,0,0,0.0403592,0,0,0,0,0,0,0.0156998,0,0.0303368,0,0,0.022589,0,0,0.0351826,0.0425516,0.0401721,0,0.012743,0.0410026,0.0440265,0.0395631,0.0493812,0.0349304,0.0245421,0.0309482,0.0371861,0.0185874,0.0220259,0.0637208,0.0321014,0.0186168,0.0256325,0,0.0204597,0.0505549,0,0,0.0215038,0,0,0.0266131,0.0609935,0.0569965,0.0284781,0.0184105,0.0467853,0.0565933,0.0438219,0.0700278,0.0580041,0.0342236,0.0617333,0.0418164,0.0463204,0.0718229,0.045362,0.0313992,0.0123075,0.00533614,0.0415366,0.074253,0,0,0,0,0.0666657,0,0.0353719
346,0.0483221,0,0,0,0,0.0406093,0,0,0,0,0,0,0.0157106,0,0.0302411,0,0,0.0226957,0,0,0.035185,0.0423923,0.0398268,0,0.0127281,0.041057,0.0437613,0.039585,0.0493211,0.0349932,0.0243554,0.0310597,0.0371466,0.0188347,0.0220495,0.063358,0.0319906,0.0185928,0.025457,0,0.0202958,0.0505067,0,0,0.0216656,0,0,0.026898,0.0611301,0.0569254,0.0282066,0.0182134,0.046539,0.0560424,0.0437931,0.0699519,0.05794,0.0341329,0.0616143,0.0416858,0.0461523,0.071816,0.048107,0.0314689,0.0128301,0.00549452,0.0415575,0.0742613,0,0,0,0,0.0666941,0,0.0347837
347,0.0481507,0,0,0,0,0.0407768,0,0,0,0,0,0,0.0149961,0,0.0293819,0,0,0.0228104,0,0,0.03526,0.0463886,0.0372847,0,0.0151699,0.0417503,0.04408,0,0.052041,0.0334953,0.0244257,0.0319532,0.03791,0.0195299,0.021895,0.0597657,0.0319717,0.0186331,0.0256091,0,0.0203229,0.0501706,0,0,0.0218753,0,0,0.0272145,0.0603646,0.0570126,0.02758,0.0180777,0.0454657,0.0549606,0.0443781,0.0705071,0.0579713,0.0339536,0.061328,0.041613,0.0459123,0.0718186,0.0509371,0.0318239,0.0133648,0.00572923,0.041925,0.0736794,0,0,0,0,0.0631891,0,0.0334216
348,0.047755,0,0,0,0,0.0410381,0,0,0,0,0,0,0.0157813,0,0.0300334,0,0,0.0230007,0,0,0.0353845,0.0421477,0.0395812,0,0.0128495,0.0410595,0.0434828,0.0402055,0.0492233,0.0349266,0.0240935,0.0313485,0.0372883,0.0193157,0.0223201,0.0626877,0.0318914,0.018724,0.0253227,0,0.0206421,0.050382,0,0,0.0220226,0,0,0.0276993,0.0614567,0.0558329,0.0276406,0.0176911,0.045982,0.0548193,0.0434335,0.0700137,0.0578972,0.0341939,0.0609978,0.0411098,0.0456674,0.0712423,0.0494622,0.0319437,0.0140743,0.00591145,0.0419263,0.0740841,0,0,0,0,0.0666253,0,0.0339942
349,0.0474234,0,0,0,0,0.0413184,0,0,0,0,0,0,0.0157891,0,0.0299656,0,0,0.0230938,0,0,0.0354022,0.0422544,0.0393758,0,0.0129105,0.0410834,0.0433198,0.040825,0.0491266,0.0348872,0.024143,0.0314955,0.0372293,0.0195093,0.0225486,0.0622149,0.0318462,0.0187832,0.0251493,0,0.0213805,0.0502652,0,0,0.0222649,0,0,0.0280724,0.0615136,0.0549984,0.0271106,0.0175231,0.0455323,0.0542069,0.0426543,0.0696359,0.0580962,0.0343261,0.0605018,0.0405797,0.0454304,0.0705222,0.0464863,0.0319401,0.014827,0.00631764,0.042239,0.0739338,0,0,0,0,0.0666112,0,0.0336841
350,0.0471016,0,0,0,0,0.041646,0,0,0,0,0,0,0.0158917,0,0.0299387,0,0,0.0230846,0,0,0.0353551,0.0426168,0.0392353,0,0.0129291,0.0412228,0.0431,0.041114,0.0486784,0.0347827,0.0243389,0.0317257,0.037213,0.0196168,0.0228531,0.0613907,0.0317299,0.0188006,0.0241202,0,0.0217625,0.0500592,0,0,0.0224991,0,0,0.0284316,0.0613136,0.0549718,0.0262917,0.0172132,0.0449999,0.0535345,0.0423248,0.0691266,0.0580755,0.0346795,0.0603675,0.0405275,0.0450701,0.0702184,0.0410158,0.0318534,0.0156488,0.00678048,0.0424654,0.0738101,0,0,0,0,0.0664893,0,0.033222
351,0.0468482,0,0,0,0,0.041989,0,0,0,0,0,0,0.0161044,0,0.0300911,0,0,0.0231515,0,0,0.0353588,0.0430062,0.0392289,0,0.0128938,0.0414287,0.0427917,0.0411289,0.0484261,0.0346659,0.0245407,0.0319981,0.0376743,0.0199049,0.0231563,0.0604597,0.0315965,0.0187459,0.0242355,0,0.0215663,0.049777,0,0,0.0227196,0,0,0.0288443,0.0609948,0.054744,0.0255803,0.0167193,0.0445309,0.0528815,0.0425572,0.0691321,0.0581818,0.0353119,0.0607064,0.0409761,0.0455685,0.0703476,0.0355516,0.0318753,0.0165169,0.00722478,0.0426454,0.0737248,0,0,0,0,0.0664537,0,0.0329595
352,0.0467386,0,0,0,0,0.0423284,0,0,0,0,0,0,0.0161366,0,0.0301912,0,0,0.0231579,0,0,0.0353469,0.0434135,0.0391252,0,0.0128745,0.0415931,0.0424274,0.0411583,0.0483255,0.0345837,0.0247632,0.0323595,0.0380731,0.0201716,0.0234253,0.0597132,0.0314972,0.0187043,0.0246696,0,0.0217827,0.049503,0,0,0.0228819,0,0,0.0291676,0.0605924,0.0536263,0.024924,0.0165592,0.0440995,0.0523093,0.0429631,0.0692613,0.0582673,0.0359866,0.0607398,0.0410665,0.0458207,0.0695429,0.030957,0.0320347,0.0173606,0.00765313,0.0428503,0.0737243,0,0,0,0,0.0664419,0,0.0328784
353,0.0467796,0,0,0,0,0.0425636,0,0,0,0,0,0,0.0161661,0,0.0301627,0,0,0.0230311,0,0,0.0352973,0.0439579,0.0389476,0,0.0129138,0.0417491,0.0420804,0.0413716,0.0487063,0.0344632,0.0251318,0.0326485,0.0383413,0.020608,0.0236443,0.0593631,0.0315076,0.0187022,0.0242133,0,0.0229488,0.0492703,0,0,0.0229425,0,0,0.0295346,0.060035,0.0517685,0.0241238,0.0167569,0.0436851,0.051654,0.0432163,0.0692375,0.0578952,0.0364902,0.0601528,0.0403548,0.0449703,0.0679241,0.027114,0.0324563,0.0181245,0.00800643,0.0431475,0.0737324,0,0,0,0,0.0664798,0,0.0328779
354,0.0468195,0,0,0,0,0.0427201,0,0,0,0,0,0,0.0163821,0,0.030007,0,0,0.0229223,0,0,0.0353003,0.0447224,0.0388972,0,0.0129091,0.0419304,0.0417087,0.0416164,0.0489053,0.0343727,0.025495,0.0328577,0.0385552,0.0208621,0.0238913,0.0591543,0.031625,0.0187182,0.0240257,0,0.0239453,0.0491446,0,0,0.0229966,0,0,0.0297875,0.0593019,0.0504867,0.023335,0.0170091,0.0432247,0.0509471,0.043182,0.0688413,0.0570936,0.0367564,0.0592966,0.0392011,0.043669,0.0663404,0.0241436,0.0328099,0.0188365,0.00835948,0.0434035,0.0737432,0,0,0,0,0.0664648,0,0.0329399
355,0.04682,0,0,0,0,0.0427497,0,0,0,0,0,0,0.0166684,0,0.0297816,0,0,0.0227986,0,0,0.0353703,0.045548,0.0388333,0,0.0127244,0.0419814,0.04108,0.0418156,0.0489279,0.0344114,0.0257815,0.0330371,0.0387885,0.0209811,0.0241138,0.059062,0.0317741,0.0187993,0.0247817,0,0.0236378,0.0491247,0,0,0.0230774,0,0,0.0298737,0.0585971,0.0502777,0.0228653,0.0171265,0.0427293,0.0502424,0.0428656,0.0681098,0.056459,0.0370245,0.05868,0.0385588,0.0430544,0.0657017,0.0219252,0.0330682,0.0195226,0.00875168,0.0436199,0.0735747,0,0,0,0,0.0663682,0,0.0333808
356,0.0468036,0,0,0,0,0.0427475,0,0,0,0,0,0,0.016755,0,0.0296119,0,0,0.0226426,0,0,0.0354397,0.046228,0.0389263,0,0.0126272,0.0419756,0.0402248,0.0420174,0.0489901,0.0345057,0.0259103,0.0331542,0.0389999,0.0209879,0.0241886,0.0591407,0.0319699,0.0189198,0.0257621,0,0.0233256,0.0492493,0,0,0.0231867,0,0,0.0298859,0.0581795,0.0501943,0.0223405,0.0170382,0.0423257,0.0496367,0.0427775,0.0673728,0.0560028,0.0378048,0.0588014,0.038599,0.0434898,0.0661277,0.0207638,0.0330656,0.0201446,0.00916199,0.0438559,0.0732196,0,0,0,0,0.0661897,0,0.0341479
