Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHIA,RTHI,RTHII,x74,,x77
564,0.0319626,0,0,0,0,0.0540859,0,0,0,0,0,0,0.0370094,0,0.0315034,0,0,0,0.0212326,0,0,0.0436758,0.0475632,0.032531,0.0280447,0.01831,0.032124,0.0331014,0.0311927,0.033446,0.044545,0.0389032,0.0363476,0.0396993,0.0249569,0.0306482,0.0187473,0.0488697,0.0158824,0.0131431,0.0270211,0,0.0254936,0,0.0380542,0,0,0.00906796,0,0,0.023523,0.0466579,0.0414205,0.0264032,0.0190569,0.0263636,0.041548,0.0334213,0.058935,0.0399341,0.0448207,0.0681917,0.0166431,0.0457444,0.00836181,0.0101808,0.0618063,0.0566563,0,0,0,0.0618898,0.041938,0.0515274,0,0,0
565,0.0319051,0,0,0,0,0.0542181,0,0,0,0,0,0,0.0371206,0,0.0314087,0,0,0,0.0211921,0,0,0.0435226,0.047631,0.0325354,0.0280911,0.0183365,0.0323867,0.0333445,0.0310703,0.033389,0.0444731,0.038986,0.0363477,0.039781,0.024983,0.0307057,0.0186666,0.0489928,0.0148259,0.0130061,0.027028,0,0.0255338,0,0.0380179,0,0,0.00926234,0,0,0.0236255,0.0468305,0.0414261,0.0272903,0.0190751,0.0262629,0.0415218,0.0333672,0.0588949,0.0399817,0.0448633,0.0681774,0.0165824,0.0458241,0.0104604,0.0053414,0.0618956,0.0568365,0,0,0,0.0618193,0.0422532,0.0514421,0,0,0
566,0.0318611,0,0,0,0,0.0540317,0,0,0,0,0,0,0.0374063,0,0.0320901,0.0326258,0,0,0.0214103,0,0,0.0432764,0.0490379,0.0306016,0.0250638,0.0197593,0.0335327,0.033259,0.0317556,0.0310581,0.0435401,0.0407525,0.038365,0.0419851,0.0266169,0.0312502,0.0182321,0.0495772,0.0140993,0.0131013,0.0259076,0,0.0247904,0,0.0381943,0,0,0.00857435,0,0,0.0235776,0.045754,0.040923,0.0289959,0.0183791,0.027647,0.0413855,0.0323137,0.059456,0.0403973,0.0454671,0.0687451,0.0171848,0.0463789,0.0104588,0.00536076,0.0612051,0.0572659,0,0,0,0.0619288,0.0422047,0.0509611,0,0,0
567,0.0322315,0,0,0,0,0.0539561,0,0,0,0,0,0,0.0377728,0,0.0319707,0.0329407,0,0,0.0214809,0,0,0.0432493,0.0498442,0.0307335,0.0251812,0.0200175,0.0317729,0.0324284,0.0323988,0.0314761,0.0438377,0.0409937,0.0381849,0.0416664,0.0264452,0.031274,0.017849,0.050501,0.013378,0.0135543,0.0271476,0,0.0260897,0,0.038014,0,0,0.00693778,0,0,0.0232846,0.0447838,0.0436951,0.0323285,0.0190957,0.0269148,0.0412876,0.0340107,0.056417,0.0373549,0.0426581,0.0660177,0.0166428,0.0467355,0.00887354,0.0113587,0.0615285,0.0564519,0,0,0,0.0647029,0.0436535,0,0,0,0
568,0.0321646,0,0,0,0,0.0539961,0,0,0,0,0,0,0.0377607,0,0.0319649,0.0332342,0,0,0.0214669,0,0,0.0436603,0.0498383,0.0306633,0.0248315,0.0200578,0.0310859,0.0324292,0.0323565,0.031396,0.0438707,0.040988,0.0383369,0.0417973,0.0265721,0.0312656,0.0178641,0.0508185,0.0125104,0.0140371,0.0271906,0,0.0261431,0,0.0381961,0,0,0.00810161,0,0,0.0236977,0.0448878,0.0437508,0.0323884,0.0192683,0.0267073,0.041375,0.0340519,0.0564008,0.0373756,0.0426657,0.0660117,0.0165956,0.046681,0.0112354,0.00531207,0.0614984,0.0564428,0,0,0,0.0646455,0.0435991,0,0,0,0
569,0.0322909,0,0,0,0,0.0536998,0,0,0,0,0,0,0.0375458,0,0.0319651,0.0329581,0,0,0.0208819,0,0,0.0442399,0.0490503,0.0303277,0.024596,0.0198425,0.0317494,0.033332,0.0315484,0.0307454,0.0437113,0.0409065,0.0387583,0.0423454,0.0269397,0.0313568,0.0180607,0.0505807,0.01195,0.0150022,0.0264762,0,0.0248954,0,0.0382691,0,0,0.00824412,0,0,0.0239305,0.045955,0.0407582,0.0295524,0.0186342,0.0272369,0.0413236,0.0322772,0.0598668,0.0406597,0.0457132,0.0688642,0.0167895,0.0467898,0.0113031,0.00544502,0.0607615,0.0576247,0,0,0,0.0616755,0.0419502,0.0506824,0,0,0
570,0.033652,0,0,0,0,0.0529881,0,0,0,0,0,0,0.0375534,0,0.031856,0.0326625,0,0,0.0104776,0,0,0.0488648,0.0486951,0.0305932,0.0250579,0.0196532,0.0318965,0.0315668,0.0312525,0.0307216,0.0439168,0.0409271,0.0386808,0.0423172,0.0268267,0.0313079,0.0182021,0.0540688,0.0130678,0.0151505,0.0263832,0,0.0250184,0,0.0373198,0,0,0.0086299,0,0,0.0242428,0.0459126,0.0410642,0.0302604,0.0187607,0.0280384,0.0410865,0.0324471,0.0596819,0.040606,0.0455816,0.068801,0.0169251,0.0459866,0.0115921,0.00558509,0.0598041,0.057359,0,0,0,0.0618947,0.0422589,0.0509219,0,0,0
571,0.0340555,0,0,0,0,0.0527322,0,0,0,0,0,0,0.0376177,0,0.0318214,0.0328271,0,0,0.00972401,0,0,0.0494026,0.0483352,0.0305959,0.025004,0.0196334,0.031541,0.0315765,0.0311559,0.0306099,0.0440324,0.0411074,0.0386988,0.0424305,0.0268517,0.0313428,0.018253,0.0542692,0.0120015,0.016337,0.0265017,0,0.0250571,0,0.0373692,0,0,0.00678093,0,0,0.0242208,0.0459821,0.0410537,0.0302853,0.0189191,0.0277667,0.0413365,0.0325194,0.059808,0.0406513,0.0455962,0.0689461,0.0168518,0.0462894,0.00987844,0.0124189,0.0595517,0.0577396,0,0,0,0.0618099,0.0421984,0.0508704,0,0,0
572,0.0342346,0,0,0,0,0.052649,0,0,0,0,0,0,0.0375516,0,0.0317779,0.0331403,0,0,0.00964219,0,0,0.0494627,0.0482583,0.0303169,0.0237874,0.0196287,0.0309257,0.0317551,0.0311577,0.0305137,0.0437952,0.0409404,0.038872,0.042669,0.0270214,0.0314143,0.0183255,0.0546453,0.0107209,0.0175812,0.0266089,0,0.0251175,0,0.0375156,0,0,0.00685894,0,0,0.0242023,0.0462021,0.0411,0.0303061,0.0191359,0.0272614,0.0417528,0.0326292,0.0598665,0.0406626,0.0455642,0.0688862,0.016764,0.046331,0.0103186,0.0127047,0.0594803,0.0580605,0,0,0,0.0617292,0.042166,0.0509175,0,0,0
573,0.0344963,0,0,0,0,0.0525291,0,0,0,0,0,0,0.037594,0,0.0317128,0.0333819,0,0,0.00981403,0,0,0.0493646,0.0485166,0.0301341,0.0234153,0.0196388,0.0304391,0.0319501,0.0310625,0.0303643,0.0436921,0.0407768,0.0390584,0.0429087,0.0271978,0.031501,0.018292,0.0551247,0.00939592,0.0190464,0.0266203,0,0.0251551,0,0.0375163,0,0,0.00693637,0,0,0.0242185,0.0463084,0.0410925,0.0304154,0.0192024,0.0269053,0.0422022,0.0325328,0.0598819,0.0406495,0.0455555,0.0688379,0.0167453,0.0463759,0.0108527,0.013207,0.0593634,0.0584121,0,0,0,0.0616273,0.0421576,0.0509262,0,0,0
574,0.0349083,0,0,0,0,0.0523558,0,0,0,0,0,0,0.0376909,0,0.0316191,0.0335649,0,0,0.0101576,0,0,0.0492742,0.0487458,0.030004,0.0232358,0.0196893,0.0299745,0.0322076,0.030903,0.0301633,0.0436566,0.0404973,0.0392327,0.0431199,0.0273778,0.031608,0.0181956,0.0555317,0.008699,0.0201597,0.0266496,0,0.0251512,0,0.0374758,0,0,0.00712582,0,0,0.0241984,0.0464741,0.0410938,0.0306422,0.0191367,0.0265747,0.04271,0.0325388,0.0598475,0.0406767,0.0455485,0.0687582,0.0167065,0.0464471,0.0115133,0.013936,0.0591888,0.0588045,0,0,0,0.0615287,0.0423803,0.050903,0,0,0
575,0.0354301,0,0,0,0,0.0521377,0,0,0,0,0,0,0.0378509,0,0.0315264,0.0337731,0,0,0.0106342,0,0,0.0491446,0.0490721,0.0298288,0.0231048,0.0197625,0.0294373,0.0324871,0.0308052,0.0299643,0.0436447,0.0404836,0.0394143,0.0433263,0.0275343,0.0316912,0.0180241,0.0560172,0.00846807,0.0208098,0.0267745,0,0.0251787,0,0.0374429,0,0,0.00760827,0,0,0.0243154,0.0470847,0.0411497,0.0310016,0.0191529,0.0261433,0.0432407,0.0330863,0.0598503,0.0407433,0.0455511,0.0687496,0.0166093,0.046519,0.0123461,0.0148351,0.0590122,0.0592137,0,0,0,0.0614696,0.0429452,0.0508642,0,0,0
576,0.0359942,0,0,0,0,0.051833,0,0,0,0,0,0,0.0379892,0,0.0315106,0.0340244,0,0,0.0111739,0,0,0.0490494,0.0494607,0.0295936,0.0229739,0.0198576,0.0288013,0.0327703,0.0309199,0.0297691,0.0436288,0.0406052,0.0396001,0.0435438,0.0276954,0.0317832,0.0178443,0.056596,0.00852269,0.021102,0.0269598,0,0.0252116,0,0.0373494,0,0,0.00820902,0,0,0.0245609,0.0482355,0.0411034,0.0315555,0.0192977,0.0257183,0.0437729,0.0333256,0.0599182,0.040864,0.0455814,0.0688978,0.0164378,0.0465213,0.0133816,0.015981,0.0588226,0.0596601,0,0,0,0.061483,0.0432385,0.0508224,0,0,0
577,0.036654,0,0,0,0,0.0516225,0,0,0,0,0,0,0.0381433,0,0.0322816,0.0319707,0,0,0.0107812,0,0,0.0496242,0,0.030464,0.0230964,0.0214791,0.030014,0.0339662,0.0330811,0.029181,0.0449612,0.0432154,0.0400375,0.0438962,0.0278784,0.0319355,0.0189291,0.056836,0.00868146,0.021002,0.0262737,0,0.0249938,0,0.0366781,0,0,0.00876565,0,0,0.0251791,0.0447037,0.0421188,0.0336646,0.017762,0.0239957,0.0436066,0.0314665,0.0589568,0.0399151,0.0447948,0.0684988,0.0177243,0.0464763,0.0150281,0.0177062,0.0587482,0.0604118,0,0,0,0.0634643,0.0431513,0.0518291,0,0,0
578,0.0374022,0,0,0,0,0.050961,0,0,0,0,0,0,0.038331,0,0.03136,0.0347884,0,0,0.0122413,0,0,0.0494006,0.049306,0.0293973,0.0229222,0.0199573,0.0278789,0.0333853,0.0306079,0.0293851,0.0437524,0.0409925,0.0398314,0.0438151,0.0279223,0.032011,0.0174602,0.0580247,0.00928581,0.0212926,0.0266595,0,0.0253818,0,0.0372642,0,0,0.00914894,0,0,0.0255622,0.0467841,0.041199,0.0320998,0.0193612,0.0256412,0.0448757,0.0334284,0.059708,0.0407331,0.0454884,0.069106,0.0167117,0.0464325,0.0160811,0.0192265,0.0583318,0.0610717,0,0,0,0.0610749,0.0430755,0.0508661,0,0,0
579,0.0382891,0,0,0,0,0.0504616,0,0,0,0,0,0,0.0383044,0,0.0314488,0.0350881,0,0,0.0127063,0,0,0.0496179,0.0474532,0.0297646,0.0227108,0.0199546,0.0276184,0.0336818,0.0303492,0.0291903,0.0441876,0.0412942,0.0398253,0.0438433,0.0279049,0.0319714,0.0178454,0.0587963,0.00993081,0.021369,0.0267653,0,0.0253989,0,0.0372699,0,0,0.00936101,0,0,0.026172,0.047056,0.0412397,0.0325917,0.0193815,0.0256893,0.0453357,0.0333865,0.0595684,0.0407076,0.0454543,0.069003,0.0166426,0.0464827,0.0177643,0.0209602,0.0580544,0.0618934,0,0,0,0.0610497,0.0425849,0.0508872,0,0,0
580,0.0391351,0,0,0,0,0.0500939,0,0,0,0,0,0,0.0381124,0,0.0312393,0.0357219,0,0,0.0135398,0,0,0.0499404,0.0471303,0.0294868,0.0233343,0.020152,0.0252115,0.0331896,0.0308658,0.0293387,0.043443,0.04056,0.0399533,0.0440188,0.028008,0.0318019,0.0181295,0.0597089,0.0109369,0.0218652,0.0277014,0,0.0251478,0,0.037162,0,0,0.00906429,0,0,0.0267819,0.0466072,0.0402937,0.036449,0.0201067,0.0242284,0.0458384,0.0353969,0.0583989,0.0395602,0.0447654,0.0683434,0.0151257,0.0465538,0.0195512,0.0225301,0.0583695,0.0616435,0,0,0,0.0639573,0,0.0522651,0,0,0
581,0.0401098,0,0,0,0,0.0492887,0,0,0,0,0,0,0.0386227,0,0.0313673,0.0367977,0,0,0.013292,0,0,0.0503898,0.0480385,0.0293948,0.0228982,0.0201545,0.0268896,0.0341269,0.0298991,0.0287836,0.0442032,0.0416733,0.0402056,0.0443297,0.0282238,0.0321826,0.01758,0.0597332,0.0115039,0.0220565,0.0265798,0,0.0254383,0,0.0373863,0,0,0.00905756,0,0,0.0271419,0.0472938,0.0412133,0.0337338,0.0196043,0.0254567,0.0460054,0.0335086,0.0595555,0.0407744,0.0455039,0.0691071,0.0167042,0.0466636,0.021219,0.023643,0.057416,0.063339,0,0,0,0.061059,0.041243,0.0508924,0,0,0
582,0.0409972,0,0,0,0,0.0486501,0,0,0,0,0,0,0.0387279,0,0.031255,0.0365148,0,0,0.0133117,0,0,0.0507971,0.0482634,0.0294505,0.0228643,0.0200969,0.0267612,0.0342481,0.0292409,0.0287172,0.0443016,0.041652,0.0403065,0.0444651,0.0283061,0.0322753,0.0175848,0.0600255,0.0122101,0.0220086,0.0267952,0,0.0255748,0,0.0375153,0,0,0.00866804,0,0,0.0272744,0.0476189,0.0413065,0.0338521,0.0197534,0.025767,0.0462083,0.0334003,0.0596699,0.0408839,0.0455354,0.0693116,0.0166144,0.0469399,0.0228169,0.0242929,0.0569673,0.0641229,0,0,0,0.0608064,0.0420671,0.0508099,0,0,0
583,0.0418904,0,0,0,0,0.0479598,0,0,0,0,0,0,0.038778,0,0.0312381,0.0363173,0,0,0.0133633,0,0,0.05096,0.0481479,0.0295178,0.0228575,0.0200753,0.026788,0.0343286,0.0289012,0.0285974,0.0444331,0.0413142,0.0403589,0.0445334,0.0283726,0.0323108,0.0176336,0.0602564,0.0128361,0.0217646,0.0270142,0,0.0256091,0,0.0376438,0,0,0.00837232,0,0,0.0273269,0.0489164,0.0412759,0.0342345,0.0198164,0.0262821,0.0462126,0.0334209,0.0597421,0.0409378,0.0455963,0.0693348,0.0164343,0.0472906,0.0242802,0.0244341,0.0565705,0.0647179,0,0,0,0.0608685,0.0423094,0.050825,0,0,0
584,0.042787,0,0,0,0,0.0472627,0,0,0,0,0,0,0.0389036,0,0.0312349,0.0365244,0,0,0.0132929,0,0,0.0511765,0.0481889,0.029459,0.0230651,0.0200716,0.0271322,0.0344833,0.0287004,0.0285135,0.0444897,0.041269,0.0404936,0.0446315,0.0284638,0.0323303,0.0176328,0.0604636,0.0133746,0.0215683,0.0269784,0,0.0256067,0,0.0378508,0,0,0.00817732,0,0,0.0272364,0.048731,0.0412209,0.0343098,0.0198424,0.0270622,0.0460971,0.0335033,0.0597888,0.0409313,0.0456432,0.0692226,0.01648,0.0476921,0.0255609,0.023848,0.0561867,0.0651812,0,0,0,0.0608399,0.0420045,0.0508064,0,0,0
585,0.0431919,0,0,0,0,0.0469788,0,0,0,0,0,0,0.0390945,0,0.0312895,0.0367898,0,0,0.0142648,0,0,0.0508183,0.0483604,0.0294922,0.0233053,0.0200938,0.0272015,0.0359721,0.0282978,0.0284752,0.0446208,0.0414711,0.0405333,0.04472,0.0285294,0.0324211,0.0176828,0.0602308,0.015595,0.017552,0.0271118,0,0.0255449,0,0.0380404,0,0,0.00839749,0,0,0.0258536,0.0501031,0.0411468,0.034638,0.0198306,0.0269601,0.0465219,0.0335269,0.0598276,0.0409077,0.045688,0.068984,0.0163091,0.0477552,0.0266023,0.0214156,0.0561021,0.0655233,0,0,0,0.0609559,0.0418773,0.0508176,0,0,0
586,0.0437978,0,0,0,0,0.0463014,0,0,0,0,0,0,0.0392242,0,0.0312859,0.0369238,0,0,0.014139,0,0,0.0509227,0.0484935,0.0296202,0.023413,0.020122,0.0270863,0.0361534,0.0276995,0.0282879,0.044745,0.0416796,0.0405814,0.044779,0.0285965,0.0325474,0.0175786,0.0604394,0.0158074,0.0176094,0.0272457,0,0.0255188,0,0.0382824,0,0,0.00850582,0,0,0.0260655,0.0510587,0.0410778,0.0347931,0.0198456,0.0265607,0.0460805,0.0334762,0.059906,0.0409388,0.0457684,0.0688709,0.0161748,0.0482206,0.027375,0.0203803,0.0556447,0.0658292,0,0,0,0.0610034,0.0418993,0.0508032,0,0,0
587,0.044049,0,0,0,0,0.0462866,0,0,0,0,0,0,0.0399078,0,0.030353,0.0361763,0,0,0.0133726,0,0,0.0515165,0.0500163,0.0292349,0.0252473,0.0214659,0.0272136,0.0364828,0,0.0278436,0.0438213,0.0421071,0.0410748,0.0451447,0.0290131,0.0328837,0.0175844,0.0608039,0.0151982,0.0172935,0.0277122,0,0.0261798,0,0.0378311,0,0,0.00879325,0,0,0.0267438,0.0491304,0.041771,0.0359847,0.0188806,0.0243637,0.0450859,0.0328812,0.0592887,0.0401294,0.0450875,0.0684699,0.0164732,0.0488463,0.0282467,0.0194606,0.0558764,0.0654491,0,0,0,0.062503,0.0426549,0.0514461,0,0,0
588,0.0448995,0,0,0,0,0.045138,0,0,0,0,0,0,0.0396808,0,0.0307676,0.0362289,0,0,0.0126501,0,0,0.0517771,0.0498952,0.0290376,0.0244578,0.0212061,0.0273709,0.0355453,0,0.0275299,0.0443313,0.0424143,0.0412003,0.0452626,0.0292244,0.0332196,0.0174277,0.0613252,0.0150161,0.0204452,0.0269763,0,0.0253677,0,0.0386552,0,0,0.00966311,0,0,0.0263916,0.0497936,0.0412719,0.0351139,0.0192813,0.0252129,0.0450095,0.0329242,0.0600065,0.0408885,0.045743,0.0688315,0.0165966,0.048941,0.0284108,0.0182545,0.0547262,0.065845,0,0,0,0.0617368,0.042043,0.0510522,0,0,0
589,0.0454758,0,0,0,0,0.0449043,0,0,0,0,0,0,0.0394867,0,0.031785,0.0334123,0,0,0.0125237,0,0,0.0524059,0,0.0298529,0.0246831,0.0230527,0.0298693,0.0373876,0,0.0273217,0.0460221,0.0451115,0.0418248,0.0456688,0.0296108,0.0336431,0.0189741,0.0610134,0.0174413,0.0189772,0.0259021,0,0.0247081,0,0.0387071,0,0,0.0106152,0,0,0.0262499,0.0463793,0.0421495,0.0366275,0.017664,0.0240125,0.0444638,0.0309485,0.0593997,0.0402467,0.04531,0.0684221,0.0180055,0.0491201,0.0288269,0.0173468,0.0543733,0.0661527,0,0,0,0.063762,0.0418658,0.0519491,0,0,0
590,0.0450199,0,0,0,0,0.0448023,0,0,0,0,0,0,0.0395967,0,0.0318001,0.0334436,0,0,0.0138042,0,0,0.0526026,0,0.0299793,0.0250164,0.0231196,0.0301097,0.0389937,0,0.0275244,0.0461364,0.0452177,0.0418391,0.0456802,0.0296029,0.0337365,0.0189848,0.0606521,0.0239267,0.0180901,0.0258098,0,0.0246587,0,0.0394734,0,0,0.0113546,0,0,0.0259417,0.0467992,0.0421482,0.0365766,0.0174925,0.024215,0.0447398,0.0307492,0.0594195,0.0402144,0.0454038,0.0684413,0.0180471,0.0492024,0.0285924,0.0163727,0.0542263,0.0661886,0,0,0,0.0638141,0.0419386,0.051912,0,0,0
591,0.0457791,0,0,0,0,0.0438356,0,0,0,0,0,0,0.0394667,0,0.031852,0.0330866,0,0,0.00954252,0,0,0.0464106,0,0.0298376,0.0246653,0.02301,0.0299719,0.0343931,0,0.0275829,0.0461813,0.0455419,0.0419307,0.0457072,0.0297031,0.0339021,0.0188255,0.0617398,0,0.0252325,0.0254184,0,0.024302,0,0.0390096,0,0,0.011138,0,0,0.0263216,0.0473173,0.0419604,0.0363187,0.0174967,0.0240336,0.0443605,0.030669,0.0596616,0.0404869,0.0456684,0.068582,0.0182146,0.0488947,0.0275318,0.0177487,0.0531409,0.0665172,0,0,0,0.0636889,0.041927,0.0518745,0,0,0
592,0.0456845,0,0,0,0,0.0437209,0,0,0,0,0,0,0.0395553,0,0.0318453,0.0330753,0,0,0.00955421,0,0,0.0464819,0,0.0298946,0.0246596,0.0229952,0.0298391,0.0342395,0,0.0276881,0.0462005,0.0461758,0.041919,0.0456893,0.0296652,0.0338981,0.0187523,0.0620423,0,0.0252851,0.0256507,0,0.0242732,0,0.0390284,0,0,0.0113002,0,0,0.0261554,0.0475457,0.0418173,0.0360983,0.0175647,0.0229112,0.0443371,0.0307027,0.0596762,0.0405304,0.0456948,0.0686072,0.0180829,0.0489232,0.0266359,0.0181314,0.0528566,0.0676096,0,0,0,0.0636898,0.0419198,0.0519641,0,0,0
593,0.0454377,0,0,0,0,0.0437493,0,0,0,0,0,0,0.0401533,0,0.0306216,0.0358063,0,0,0.0104521,0,0,0.046512,0.0499243,0.0289726,0.0252557,0.0214361,0.0270959,0.0331828,0,0.0284345,0.0441278,0.0438119,0.0413533,0.0452497,0.0293081,0.033579,0.0168458,0.0628683,0,0.0255978,0.0275656,0,0.0253007,0,0.0394471,0,0,0.010993,0,0,0.0259934,0.0505663,0.0409503,0.0346008,0.0189073,0.0231665,0.044733,0.032734,0.0601687,0.0410668,0.0460963,0.0690067,0.0163647,0.0489466,0.0252881,0.0186086,0.0528683,0.0670512,0,0,0,0.0621109,0.042594,0.0511385,0,0,0
594,0.0456609,0,0,0,0,0.0433201,0,0,0,0,0,0,0.0411007,0,0.0306095,0.0351,0,0,0.0116969,0,0,0.0461834,0.0500951,0.0275183,0.0253654,0.021953,0.0260881,0.0322543,0,0.0286865,0.0434497,0.0441034,0.041606,0.045303,0.0296063,0.0341361,0.0143895,0.0636816,0,0.0267185,0.0316583,0,0.0262247,0,0.0397381,0,0,0.0112949,0,0,0.0259808,0.0480988,0.0427746,0.0368951,0.019437,0.022339,0.0447412,0.0345672,0.0589342,0.0398634,0.0446854,0.0667809,0.0155725,0.049301,0.0241488,0.0197432,0.0526081,0.0645428,0,0,0,0.0647898,0.0435988,0,0,0,0
595,0.0444589,0,0,0,0,0.0442601,0,0,0,0,0,0,0.040403,0,0.030549,0.0355464,0,0,0.0140962,0,0,0.0530315,0.0491863,0.0293584,0.0251062,0.0215053,0.0270346,0.0366919,0,0.0287157,0.0435593,0.0441993,0.0411915,0.0450383,0.0291304,0.0335092,0.0166788,0.062649,0.0195809,0.0149857,0.0273935,0,0.025417,0,0.0401302,0,0,0.0111873,0,0,0.02625,0.0496527,0.041063,0.03423,0.0187152,0.0231851,0.0448254,0.0337274,0.0600074,0.0408691,0.046042,0.0690216,0.0166833,0.0494181,0.0231621,0.0195672,0.0530086,0.0645384,0,0,0,0.06217,0.0431141,0.0511512,0,0,0
596,0.044202,0,0,0,0,0.044611,0,0,0,0,0,0,0.0403504,0,0.0306042,0.035547,0,0,0.0142665,0,0,0.0525969,0.0492771,0.029607,0.0250443,0.0215097,0.0272928,0.0375213,0,0.028892,0.0436722,0.044421,0.0410244,0.0448422,0.0289884,0.0334243,0.0167763,0.0621922,0.0166314,0.0155517,0.0269383,0,0.0255712,0,0.0397876,0,0,0.011308,0,0,0.0261813,0.049236,0.0417939,0.0342954,0.0186155,0.0232303,0.0451874,0.0333171,0.0595374,0.0403391,0.0455626,0.0686973,0.0170396,0.0492562,0.0221039,0.0198733,0.0532818,0.0643096,0,0,0,0.062499,0.0445117,0.0517089,0,0,0
597,0.0428366,0,0,0,0,0.0449141,0,0,0,0,0,0,0.0404415,0,0.0294338,0.0320576,0,0,0.0142875,0,0,0.0523003,0.0511409,0.0265441,0.0219347,0.0233588,0.0276448,0.0354861,0,0.0276769,0.0440808,0,0.0426209,0.0460101,0.0307353,0.0355416,0.0149932,0.0617223,0.0149809,0.0195417,0.0276929,0,0.0247322,0,0.0409907,0,0,0.0111298,0,0,0.0210569,0.0467515,0.041383,0.0362936,0.0183095,0.0239597,0.041864,0.0330908,0.0593422,0.0399849,0.0455292,0.0683374,0.0144871,0.0516508,0,0.0213717,0.0530844,0.0643671,0,0,0,0.0647084,0,0.0521821,0,0,0
598,0.0433607,0,0,0,0,0.0446409,0,0,0,0,0,0,0.0392901,0,0.0310796,0.0353173,0,0,0.0152657,0,0,0.0520807,0.0499565,0.029439,0.024845,0.0213061,0.0247871,0.0352086,0,0.0295466,0.0436845,0.0419055,0.0406886,0.0444037,0.0288272,0.0332715,0.0169024,0.0620107,0.0160414,0.0175451,0.0282732,0,0.0260983,0,0.0409275,0,0,0.0113656,0,0,0.0213426,0.0467926,0.0446822,0.0397544,0.0196485,0.0221389,0.0421175,0.0353754,0.0568648,0.0377184,0.0431487,0.0658898,0.013861,0.0519932,0,0.020962,0.0540284,0.0623506,0,0,0,0.0672183,0,0,0,0,0
599,0.042875,0,0,0,0,0.045073,0,0,0,0,0,0,0.0402628,0,0.0314076,0.0349137,0,0,0.0151098,0,0,0.0520638,0.0526258,0.0302223,0.0255013,0.0220454,0.0271573,0.0355584,0,0.0296873,0.0451704,0.042402,0.040388,0.0439278,0.0284165,0.0333275,0.0164057,0.0618556,0.0160364,0.0170575,0.0298375,0,0.0287488,0,0.0405272,0,0,0.0102418,0,0,0.0216365,0.0465998,0.0487612,0.0395082,0.019328,0.021673,0.0420108,0.0331402,0.0562251,0.0367255,0.0417206,0.0646538,0.0165032,0.0518509,0,0.0205297,0.0543896,0.0621434,0,0,0,0.0673513,0.128185,0.0572783,0,0,0
600,0.0430948,0,0,0,0,0.044962,0,0,0,0,0,0,0.0402071,0,0.0315833,0.0349203,0,0,0.0119852,0,0,0.0470094,0.052897,0.0302812,0.0254237,0.0219363,0.0270336,0.0333059,0,0.0298146,0.0453056,0.0427364,0.0402717,0.0436907,0.0283069,0.0333018,0.0162878,0.0617323,0,0.024303,0.0300928,0,0.0288932,0,0.0400141,0,0,0.0113918,0,0,0.0206385,0.0463652,0.0492747,0.0395904,0.0197601,0.0215457,0.0419818,0.033117,0.0563653,0.0368829,0.0417238,0.0645244,0.0166239,0.0516516,0,0.0201196,0.054446,0.061731,0,0,0,0.067409,0.138433,0.0574759,0,0,0
601,0.0423577,0,0,0,0,0.0454091,0,0,0,0,0,0,0.0403646,0,0.0314353,0.0350619,0,0,0.0144816,0,0,0.0513035,0.0529921,0.0305268,0.0256725,0.0219709,0.0269871,0.0350918,0,0.0298762,0.045224,0.0427022,0.0401718,0.0435799,0.0281851,0.0331976,0.0163612,0.0615145,0.0147368,0.0192322,0.030382,0,0.0292296,0,0.0405272,0,0,0.0114825,0,0,0.0208429,0.0462373,0.0495338,0.0395208,0.0198707,0.021588,0.0416299,0.0329367,0.0563105,0.0368097,0.0415961,0.0644349,0.0167191,0.0520838,0,0.0198242,0.0550281,0.0613017,0,0,0,0.0672463,0.140236,0.0572951,0,0,0
602,0.0419528,0,0,0,0,0.0457884,0,0,0,0,0,0,0.040443,0,0.0313805,0.0352577,0,0,0.0151369,0,0,0.0506714,0.0529266,0.0305981,0.0257287,0.0219644,0.0270693,0.0362383,0,0.0298985,0.0452948,0.0425031,0.0401616,0.0435723,0.0281872,0.0332874,0.0163037,0.0610363,0.017059,0.0156537,0.0302763,0,0.0292869,0,0.0407408,0,0,0.0117741,0,0,0.0208723,0.0466199,0.0496314,0.0392251,0.0201057,0.0216762,0.0414559,0.0330281,0.0563609,0.0369595,0.0416986,0.0644687,0.0168869,0.0523549,0,0.0193441,0.0555219,0.061072,0,0,0,0.0668648,0.142335,0.0571591,0,0,0
