Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHIA,RTHI,RTHII,x74,,x77
1626,0.0447454,0,0,0,0,0.0456694,0,0,0,0,0,0,0.0238706,0,0.0255275,0,0,0,0.0147366,0,0,0.0390092,0.0551201,0.0380589,0.0188199,0,0.054002,0.019277,0.0482319,0.0536047,0.0365919,0.031371,0.0688546,0,0.101947,0,0.0733144,0.0401773,0,0.018994,0.0260994,0,0.0239249,0.0524057,0.0494538,0,0,0.0279768,0,0,0.0323148,0.0404649,0.0449745,0.0181443,0.0202133,0.0449535,0.0531024,0.0349043,0.0608816,0.0432866,0.0477099,0.0688256,0.0165876,0.0318564,0.0302588,0.0188507,0.0470046,0.0621657,0,0,0,0.0639143,0.0416369,0.0490218,0,0,0
1627,0.0448995,0,0,0,0,0.0455693,0,0,0,0,0,0,0.0231283,0,0.0254496,0,0,0,0.0142678,0,0,0.0388758,0.0553429,0.0379927,0.0187219,0,0.0541501,0.0192409,0.0484424,0.0534653,0.0360756,0.0324956,0.0690837,0,0.101663,0,0.0713002,0.0399142,0,0.0192593,0.0260811,0,0.0240936,0.0522822,0.0496956,0,0,0.0281283,0,0,0.0323169,0.0406596,0.0453423,0.0179862,0.0204456,0.0449594,0.0531637,0.035138,0.0610317,0.0434309,0.0477871,0.068945,0.0165637,0.0318161,0.0302567,0.0187189,0.0477648,0.0621443,0,0,0,0.0638683,0.0417875,0.0489867,0,0,0
1628,0.0465828,0,0,0,0,0.0439084,0,0,0,0,0,0,0.0225709,0,0.0255112,0,0,0,0.014137,0,0,0.00986862,0.0556478,0.0377902,0.0190116,0,0.0545982,0.0194391,0.0488634,0.0533271,0.0359069,0.0336648,0.0690129,0,0.10121,0,0.0689436,0.0402759,0,0,0.0258802,0,0.0242127,0.0522381,0.0504003,0,0,0.0287751,0,0,0.0184594,0.040954,0.045777,0.0175413,0.0207159,0.045112,0.0527523,0.0352717,0.0609904,0.0435603,0.0478317,0.0691108,0.0166615,0.0324976,0,0.00902451,0.0466562,0.062454,0,0,0,0.0637369,0.0418688,0.0489122,0,0,0
1629,0.0459829,0,0,0,0,0.0441806,0,0,0,0,0,0,0.0220835,0,0.0254952,0,0,0,0.0144938,0,0,0.0100945,0.0557648,0.0374003,0.0185605,0,0.0540243,0.0193397,0.0491978,0.0527045,0.0355253,0.034855,0.0690937,0,0.100908,0,0.0664619,0.0402251,0,0,0.0259066,0,0.0244145,0.0522102,0.0506664,0,0,0.0281256,0,0,0.0321504,0.041378,0.0461953,0.017549,0.0210951,0.0447598,0.053907,0.0354913,0.0607126,0.0437263,0.0478814,0.0691228,0.0166372,0.0318736,0.0299412,0.0190137,0.0465783,0.0623272,0,0,0,0.0636442,0.0419943,0.0488605,0,0,0
1630,0.0461588,0,0,0,0,0.0440889,0,0,0,0,0,0,0.021877,0,0.0255147,0,0,0,0.0148508,0,0,0.0103179,0.0560149,0.0370086,0.0184218,0,0.0538741,0.01916,0.0494457,0.0521746,0.035492,0.0360004,0.069241,0,0.100428,0,0.0637562,0.0402582,0,0,0.0258052,0,0.0245521,0.0521011,0.0507867,0,0,0.0277663,0,0,0.0320199,0.0416867,0.0464363,0.0173889,0.0213812,0.0446619,0.0540735,0.0356689,0.0606427,0.0438577,0.0478983,0.0691094,0.0166373,0.0319161,0.0300033,0.0189992,0.0459641,0.0622024,0,0,0,0.063616,0.0420835,0.0488108,0,0,0
1631,0.0453411,0,0,0,0,0.0452431,0,0,0,0,0,0,0.0220617,0,0.0256037,0,0,0,0.0145292,0,0,0.0390016,0.0561287,0.036767,0.0182704,0,0.0537689,0.0184166,0.0497169,0.0519587,0.0354816,0.037127,0.0693179,0,0.10036,0,0.0610372,0.0398759,0,0.0188641,0.0257907,0,0.0247926,0.051857,0.0501706,0,0,0.0277231,0,0,0.0320762,0.0421211,0.0467988,0.0171862,0.0216402,0.0446624,0.0539334,0.0359193,0.0606938,0.043914,0.0478833,0.0691204,0.0165313,0.0318328,0.0298961,0.0189757,0.0473465,0.0616222,0,0,0,0.0634403,0.0423508,0.0487015,0,0,0
1632,0.0462558,0,0,0,0,0.0439887,0,0,0,0,0,0,0.0225401,0,0.0254025,0,0,0,0.014999,0,0,0.0104934,0.0562804,0.0363888,0.0181294,0,0.053694,0.0188671,0.050051,0.0513103,0.035362,0.0381821,0.0695672,0,0.100175,0,0.0583208,0.0400934,0,0,0.0258038,0,0.0248981,0.0515063,0.0509489,0,0,0.0276569,0,0,0.0319868,0.0426174,0.0473675,0.0169531,0.0218457,0.0446583,0.0546291,0.0360443,0.0609331,0.0440788,0.0480634,0.0692449,0.0165493,0.0319156,0.0295755,0.0189438,0.0464454,0.0618744,0,0,0,0.0633172,0.0426786,0.0485173,0,0,0
1633,0.0462392,0,0,0,0,0.0440605,0,0,0,0,0,0,0.0231421,0,0.0252181,0,0,0,0.0150851,0,0,0.0103828,0.0564317,0.0360625,0.0179446,0,0.0536492,0.0187864,0.0502777,0.0507009,0.0353549,0.0390501,0.0698204,0,0.100201,0,0.0554114,0.0400392,0,0,0.0257154,0,0.0249328,0.0512043,0.0510916,0,0,0.0278241,0,0,0.031613,0.0431041,0.0477497,0.0170133,0.0220351,0.0446645,0.0549575,0.0362355,0.0610736,0.0442184,0.048156,0.0691931,0.0166983,0.0319006,0.0293743,0.0190037,0.0458902,0.0617839,0,0,0,0.0632151,0.0427618,0.0485078,0,0,0
1634,0.0452925,0,0,0,0,0.045426,0,0,0,0,0,0,0.0236845,0,0.0252486,0,0,0,0.0146592,0,0,0.0388405,0.056409,0.0357435,0.0178219,0,0.053651,0.0180642,0.0504206,0.0499865,0.0354842,0.0397243,0.0698631,0,0.100309,0,0.0531408,0.0396317,0,0.0185293,0.0256862,0,0.0250748,0.0508323,0.0505943,0,0,0.0281354,0,0,0.0311175,0.0436214,0.0480727,0.0171144,0.0221951,0.0446316,0.054777,0.0365325,0.0613202,0.0443235,0.0481409,0.0691719,0.0166624,0.0317907,0.029152,0.0192812,0.0469444,0.0611901,0,0,0,0.0632836,0.0428307,0.0485172,0,0,0
1635,0.0453047,0,0,0,0,0.0455289,0,0,0,0,0,0,0.024734,0,0.0251378,0,0,0,0.0148263,0,0,0.0388638,0.0565958,0.0355389,0.0176617,0,0.0536844,0.0181337,0.0505294,0.0492947,0.0355775,0.0406291,0.0700749,0,0.100223,0,0.0503332,0.0393854,0,0.0186255,0.0256692,0,0.0251733,0.0504817,0.0508236,0,0,0.0285398,0,0,0.0310044,0.0439467,0.0484874,0.0169724,0.0222134,0.0446078,0.0548799,0.0367111,0.0618254,0.0444103,0.0481489,0.0692467,0.0166386,0.0317824,0.0290835,0.0194023,0.0474384,0.061023,0,0,0,0.0634935,0.0430103,0.0484943,0,0,0
1636,0.0452107,0,0,0,0,0.0456563,0,0,0,0,0,0,0.0260989,0,0.0250859,0,0,0,0.0149918,0,0,0.0389378,0.0567678,0.0353124,0.0175288,0,0.0535788,0.0181729,0.0505318,0.0483579,0.0357182,0.0413379,0.0703048,0,0.100566,0,0.0475434,0.0392432,0,0.0185848,0.0257467,0,0.0252682,0.0501867,0.0509565,0,0,0.028698,0,0,0.0307829,0.0441958,0.0489095,0.0166855,0.0222922,0.0445499,0.0549565,0.0369387,0.0619243,0.0445762,0.0481906,0.0692835,0.0166447,0.0318597,0.0288735,0.0194259,0.0472274,0.0607937,0,0,0,0.0635125,0.0432782,0.0484406,0,0,0
1637,0.045166,0,0,0,0,0.0457294,0,0,0,0,0,0,0.0276336,0,0.0250354,0,0,0,0.0150982,0,0,0.0389744,0.0568512,0.0347851,0.0173498,0,0.05343,0.0182539,0.0503699,0.0474948,0.0358979,0.0418242,0.0706345,0,0.100973,0,0.0450461,0.0391251,0,0.018568,0.0258113,0,0.0253225,0.0498695,0.0510469,0,0,0.0287651,0,0,0.0306394,0.0444949,0.0490821,0.0167033,0.0223862,0.0445537,0.0549551,0.0371197,0.061653,0.0447997,0.0482721,0.0692981,0.01664,0.0319047,0.0286643,0.0194764,0.0470893,0.0605778,0,0,0,0.063495,0.0435043,0.0484254,0,0,0
1638,0.0452427,0,0,0,0,0.0457457,0,0,0,0,0,0,0.0284132,0,0.0249661,0,0,0,0.0151781,0,0,0.0389964,0.0568022,0.0341115,0.0172043,0,0.0532985,0.0183717,0.0502126,0.0468511,0.0360898,0.0423241,0.0707029,0,0.101307,0,0.0432858,0.0389328,0,0.0185022,0.0257406,0,0.0254205,0.0494705,0.0510918,0,0,0.028841,0,0,0.0305235,0.0447674,0.0493172,0.0168165,0.0224247,0.0445659,0.0548764,0.037211,0.0617384,0.0449519,0.0483497,0.0693632,0.0165981,0.0319736,0.0284904,0.0195064,0.0472449,0.0604684,0,0,0,0.0635444,0.0437172,0.048334,0,0,0
1639,0.0456299,0,0,0,0,0.0457269,0,0,0,0,0,0,0,0,0.0256769,0,0,0,0.0152833,0,0,0.0389342,0.055087,0.0340025,0.0181507,0,0.0530163,0.0184624,0.0483458,0.0453176,0.0378479,0.0409979,0.0711417,0,0.100762,0,0.0476123,0.0389052,0,0.0184343,0.0255582,0,0.0255358,0.0489613,0.0509539,0,0,0.0287384,0,0,0.0304532,0.0448971,0.0496914,0.0167912,0.0224512,0.0438376,0.0540957,0.0373488,0.0622253,0.0451038,0.0484074,0.069468,0.0166782,0.0322821,0.0284251,0.0195119,0.0478168,0.0597294,0,0,0,0.0638614,0.0441934,0.0483815,0,0,0
1640,0.0454496,0,0,0,0,0.0456411,0,0,0,0,0,0,0.0297332,0,0.0248477,0,0,0,0.0154808,0,0,0.0388793,0.0563155,0.0335379,0.0170421,0,0.0529084,0.0187282,0.0500533,0.0468122,0.0366974,0.0429699,0.0702122,0,0.101825,0,0.0410991,0.0387379,0,0.018266,0.0260125,0,0.025678,0.0486982,0.0510663,0,0,0.028929,0,0,0.0305785,0.0451784,0.0496725,0.0170647,0.0225333,0.044508,0.0546134,0.0375177,0.0623318,0.0452251,0.0484298,0.0694385,0.0162982,0.0322609,0.0282149,0.0194791,0.0475289,0.0603285,0,0,0,0.0636897,0.0440612,0.0480466,0,0,0
1641,0.0465547,0,0,0,0,0.044416,0,0,0,0,0,0,0.0308935,0,0.0248314,0,0,0,0.0159936,0,0,0.0111514,0.0559293,0.0335801,0.0170524,0,0.0527495,0.019579,0.0499828,0.0451153,0.0369847,0.0431163,0.0696763,0,0.102101,0,0.0398385,0.0390786,0,0,0.0262789,0,0.0257658,0.0482761,0.0514835,0,0,0.0289033,0,0,0.0303779,0.0454994,0.0497567,0.0170255,0.0226467,0.0444727,0.0549271,0.0377694,0.062218,0.0453847,0.0484872,0.069482,0.0161611,0.0324453,0.0279463,0.0195896,0.0470576,0.0605842,0,0,0,0.0637108,0.0442193,0.0479589,0,0,0
1642,0.0473305,0,0,0,0,0.0443501,0,0,0,0,0,0,0.0366246,0,0.0238371,0,0,0,0.0159071,0,0,0.0110591,0.0577509,0.0332594,0.0192347,0,0.0522292,0.0197385,0.0522647,0,0.0377183,0.0423028,0.0683349,0,0.101253,0,0.0311374,0.0392256,0,0,0.0259662,0,0.0258419,0.0475456,0.051171,0,0,0.0285169,0,0,0.0301965,0.0456368,0.050193,0.0167342,0.022635,0.0431178,0.053805,0.03789,0.0624238,0.0455928,0.0485902,0.0695877,0.0164268,0.0329302,0.0280926,0.0197052,0.0476601,0.059369,0,0,0,0.0642217,0.0449375,0.0481818,0,0,0
1643,0.0469155,0,0,0,0,0.0443117,0,0,0,0,0,0,0.0337992,0,0.0246758,0,0,0,0.0160266,0,0,0.0111238,0.0552763,0.032304,0.0170427,0,0.0524457,0.0201672,0.049417,0.0436209,0.0374889,0.0431468,0.0691479,0,0.102464,0,0.037074,0.0390525,0,0,0.0261873,0,0.0259554,0.0478954,0.0512416,0,0,0.0286912,0,0,0.0302011,0.0458792,0.0501897,0.0171409,0.022663,0.0443116,0.0546774,0.037718,0.0627499,0.0455423,0.04861,0.0695762,0.0160652,0.0328079,0.0279063,0.0197448,0.0466413,0.0604411,0,0,0,0.0639085,0.0445694,0.0480103,0,0,0
1644,0.0471075,0,0,0,0,0.044195,0,0,0,0,0,0,0.0366223,0,0.0253327,0,0,0,0.0164792,0,0,0.0112897,0.0564446,0.0328455,0.0182082,0,0.0509345,0.0213461,0.0495422,0.0428172,0.0399565,0.0455099,0.0688588,0,0.102693,0,0.0344274,0.0386469,0,0,0.0239536,0,0.0262176,0,0.0509218,0,0,0.0287733,0,0,0.0299105,0.0436306,0.053182,0.0201781,0.022265,0.041861,0.0550803,0.0370205,0.0602134,0.043792,0.0465872,0.0671998,0.0182296,0.0329343,0.0276398,0.0197705,0.0473947,0.0597128,0,0,0,0.0658254,0.0442427,0.0508858,0,0,0
1645,0.0440867,0,0,0,0,0.0464118,0,0,0,0,0,0,0.0356996,0,0.0250523,0,0,0,0.0169057,0,0,0.0115317,0.0541438,0.0328972,0.0177613,0,0.0530495,0.0212283,0.0491783,0.0428558,0.0381964,0.0430406,0.0682465,0,0.103583,0,0.0368469,0.0376884,0,0,0.0257572,0,0.0261293,0.0476141,0.0532214,0,0,0.0247056,0,0,0.0279491,0.0462971,0.050736,0.0172533,0.0229168,0.0445258,0.0545269,0.0376851,0.0626813,0.0456973,0.0485683,0.0694801,0.0162321,0,0.0276877,0.0190472,0.0487624,0.0595307,0,0,0,0.0640336,0.044898,0.0485423,0,0,0
1646,0.0471734,0,0,0,0,0.0442381,0,0,0,0,0,0,0.0363966,0,0.0250159,0,0,0,0.0164743,0,0,0.0112468,0.0536193,0.0323666,0.0173246,0,0.0523858,0.0209361,0.0489067,0.0420285,0.0380114,0.042795,0.0682168,0,0.104108,0,0.0363446,0.0385855,0,0,0.0264261,0,0.0262401,0.047505,0.0509338,0,0,0.0285324,0,0,0.0294434,0.0465269,0.0507654,0.0173264,0.023055,0.0441208,0.0542259,0.0376987,0.0626222,0.0459663,0.0487441,0.0696067,0.0157869,0.0331628,0.0272828,0.0198358,0.0472436,0.0601288,0,0,0,0.0640259,0.0449378,0.048347,0,0,0
1647,0.0472747,0,0,0,0,0.0443151,0,0,0,0,0,0,0.0365823,0,0.0253068,0,0,0,0.0163808,0,0,0.0113542,0.0531261,0.0325195,0.0173428,0,0.0523383,0.0211374,0.0486416,0.0415599,0.0380471,0.0423264,0.0673939,0,0.104087,0,0.0364728,0.0386615,0,0,0.026767,0,0.0263309,0.0475551,0.0508833,0,0,0.0285551,0,0,0.0293123,0.0466422,0.0509671,0.0173695,0.023222,0.0440843,0.0540317,0.037703,0.0626816,0.0460959,0.0488051,0.0695656,0.0156229,0.033089,0.0272833,0.0196501,0.0468848,0.0600734,0,0,0,0.0640882,0.0449626,0.0484378,0,0,0
1648,0.0473234,0,0,0,0,0.0444336,0,0,0,0,0,0,0.036836,0,0.0257291,0,0,0,0.0163491,0,0,0.0113531,0.0526999,0.033152,0.0174134,0,0.0523104,0.0213212,0.0484905,0.0412412,0.0377619,0.0419904,0.0666536,0,0.104258,0,0.0367981,0.0387141,0,0,0.0270176,0,0.0265087,0.0476866,0.0508517,0,0,0.0284641,0,0,0.0292052,0.0467481,0.0511381,0.0174348,0.0233468,0.0440279,0.0538715,0.0377023,0.0630168,0.0461333,0.0487574,0.0694718,0.0154567,0.0331234,0.0271549,0.0194953,0.0464332,0.0601017,0,0,0,0.0642022,0.0449913,0.0482589,0,0,0
1649,0.0476147,0,0,0,0,0.0444621,0,0,0,0,0,0,0.0365355,0,0.0261809,0,0,0,0.0161078,0,0,0.0113361,0.0526302,0.0335219,0.0160194,0,0.0512618,0.0204802,0.0485324,0.0409329,0.0368626,0.041928,0.0657643,0,0.105095,0,0.0375727,0.0388951,0,0,0.0264413,0,0.026738,0.0489992,0.0511357,0,0,0.0284851,0,0,0.0289862,0.046187,0.0522937,0,0.0232188,0.0438356,0.0543265,0.037724,0.0625917,0.0458619,0.0482892,0.0687568,0.0160883,0.033166,0.0268933,0.0193191,0.0469721,0.0596818,0,0,0,0.0651939,0.0456987,0.0491858,0,0,0
1650,0.0475625,0,0,0,0,0.0444218,0,0,0,0,0,0,0.0361584,0,0.0262364,0,0,0,0.0163931,0,0,0.0116299,0.052376,0.0339051,0.0177368,0,0.0521767,0.0215906,0.0483271,0.0408343,0.0369612,0.0416832,0.0658146,0,0.105079,0,0.0378276,0.0385829,0,0,0.0271033,0,0.0268197,0.0481357,0.050691,0,0,0.0284386,0,0,0.0288098,0.0470582,0.0514212,0.0174073,0.0235474,0.0438699,0.0536428,0.0376888,0.0629794,0.0461634,0.0487,0.0692332,0.0151844,0.0332218,0.0268228,0.0192918,0.0469283,0.0601793,0,0,0,0.0637593,0.044988,0.0482468,0,0,0
1651,0.0477157,0,0,0,0,0.0443733,0,0,0,0,0,0,0.0357685,0,0.0261297,0,0,0,0.0163755,0,0,0.0116775,0.052409,0.0335954,0.0185591,0,0.0519221,0.0216972,0.0483772,0.0408392,0.036935,0.0415746,0.065963,0,0.104977,0,0.0379886,0.0385982,0,0,0.0271565,0,0.0270083,0.0482968,0.0506587,0,0,0.0282206,0,0,0.0288887,0.0473608,0.0515293,0.0172756,0.023708,0.0437252,0.0536352,0.0378779,0.0627732,0.0461719,0.0486251,0.069337,0.015007,0.0333565,0.0267513,0.0193479,0.0468667,0.0601806,0,0,0,0.0633459,0.0449749,0.0483758,0,0,0
1652,0.0477878,0,0,0,0,0.0443277,0,0,0,0,0,0,0.0356533,0,0.02614,0,0,0,0.0163249,0,0,0.0117804,0.0525346,0.0337692,0.0188587,0,0.0517828,0.0217545,0.0484379,0.0409363,0.0368909,0.0416865,0.0660448,0,0.105004,0,0.0380611,0.0387889,0,0,0.0272635,0,0.0271261,0.0484898,0.0506683,0,0,0.0280851,0,0,0.0288574,0.0476029,0.0515984,0.0173325,0.0237685,0.0436071,0.053661,0.0378699,0.0625706,0.0461684,0.0486338,0.0694628,0.0148301,0.0334445,0.0266297,0.0193898,0.0465206,0.0602504,0,0,0,0.0630792,0.0448104,0.0485182,0,0,0
1653,0.047811,0,0,0,0,0.0443238,0,0,0,0,0,0,0.0353928,0,0.026115,0,0,0,0.0162637,0,0,0.0118315,0.0527643,0.0337179,0.0187474,0,0.0517731,0.0218539,0.0484942,0.0412488,0.0368527,0.0419415,0.0661708,0,0.105032,0,0.038296,0.038999,0,0,0.0275461,0,0.0272158,0.0487758,0.0506888,0,0,0.0280994,0,0,0.0287961,0.0478021,0.0516985,0.0174241,0.0238476,0.0435006,0.0536482,0.037763,0.062669,0.0461032,0.048599,0.0694082,0.0146506,0.0334861,0.0264942,0.019344,0.0460815,0.0603189,0,0,0,0.0627234,0.0446196,0.0484059,0,0,0
1654,0.0478462,0,0,0,0,0.0442544,0,0,0,0,0,0,0.0351206,0,0.0262483,0,0,0,0.0161693,0,0,0.011811,0.0529989,0.0340642,0.0184954,0,0.0518423,0.0219699,0.0485749,0.0415694,0.0367011,0.0421541,0.0662321,0,0.105088,0,0.0384957,0.0389964,0,0,0.0278395,0,0.0272774,0.0489806,0.0507175,0,0,0.0281417,0,0,0.0289051,0.0479862,0.0516917,0.0174055,0.0238948,0.0434575,0.0536424,0.0375447,0.0625828,0.0460994,0.0485938,0.0692684,0.014372,0.0334914,0.0263721,0.0192462,0.0464716,0.0604154,0,0,0,0.0625945,0.0443482,0.0482623,0,0,0
1655,0.0479185,0,0,0,0,0.044269,0,0,0,0,0,0,0.0346698,0,0.0265359,0,0,0,0.0161531,0,0,0.0117905,0.0530881,0.0340901,0.0184397,0,0.0518857,0.0219138,0.0489242,0.0415599,0.0365132,0.0421058,0.0662643,0,0.105121,0,0.038467,0.0389152,0,0,0.0282116,0,0.0273376,0.0491148,0.050726,0,0,0.0281433,0,0,0.0288157,0.0481878,0.0516515,0.0172681,0.0238929,0.043327,0.0535714,0.0374063,0.0623,0.0461519,0.0485919,0.0692579,0.014044,0.033494,0.0262284,0.0191333,0.0467164,0.0603398,0,0,0,0.0624483,0.0441314,0.0481574,0,0,0
1656,0.0479959,0,0,0,0,0.0443053,0,0,0,0,0,0,0.0343024,0,0.0261696,0,0,0,0.0160333,0,0,0.0118162,0.0563131,0.0314213,0.0180278,0,0.0518632,0.0221964,0,0.0444769,0.0355128,0.0440542,0.0619449,0,0.107316,0,0.0366927,0.0389245,0,0,0.0275639,0,0.0267735,0.0494741,0.050649,0,0,0.0280328,0,0,0.0284864,0.0464741,0.0516009,0.0176112,0.0230938,0.0427628,0.0532362,0.0361944,0.0623642,0.0463451,0.048815,0.0695499,0.0143996,0.0335505,0.0261235,0.0190146,0.0466023,0.0601542,0,0,0,0.0631381,0.0441039,0.0480926,0,0,0
1657,0.0473499,0,0,0,0,0.0452974,0,0,0,0,0,0,0.0350847,0,0.0268628,0,0,0,0.0147804,0,0,0.0385782,0.0579579,0.0318288,0.0194049,0,0.0499503,0.0226644,0,0.0441943,0.0383588,0.0462887,0.0624741,0,0.106333,0,0.035063,0.037795,0,0.0183276,0.0258451,0,0.0271142,0,0.0502319,0,0,0.0280552,0,0,0.028292,0.043759,0.0548054,0.0209982,0.0225601,0.0396829,0.0536344,0.0353265,0.0599361,0.0445709,0.0467861,0.0671648,0.0162453,0.0333693,0.0258458,0.0188336,0.0477773,0.0591576,0,0,0,0.0648754,0.0434683,0.0509746,0,0,0
1658,0.0471749,0,0,0,0,0.0455234,0,0,0,0,0,0,0.0337476,0,0.0265773,0,0,0,0.0140409,0,0,0.0383759,0.053302,0.0318013,0.018302,0,0.0516944,0.0211181,0.049557,0.0418558,0.0373692,0.0422133,0.0678337,0,0.104172,0,0.0365251,0.038212,0,0.0183607,0.0288394,0,0.0273945,0.0498673,0.0506013,0,0,0.027924,0,0,0.0281222,0.0484984,0.0519432,0.0165108,0.0240024,0.0427011,0.0531174,0.0370035,0.0625582,0.0461694,0.0486493,0.0693904,0.0134795,0.0333703,0.0256722,0.0186295,0.0469863,0.059988,0,0,0,0.0615525,0.0435461,0.0480501,0,0,0
1659,0.0473233,0,0,0,0,0.0455725,0,0,0,0,0,0,0.0334819,0,0.026524,0,0,0,0.0137967,0,0,0.0383308,0.0532287,0.030332,0.0183122,0,0.0514746,0.0208799,0.0496135,0.0418471,0.0375057,0.0419387,0.0681125,0,0.103967,0,0.0358145,0.0383208,0,0.0183989,0.0290977,0,0.0274291,0.0500517,0.0507142,0,0,0.0277667,0,0,0.0281566,0.0486662,0.0518616,0.016378,0.0239543,0.0423661,0.052896,0.0368097,0.0625287,0.0461501,0.0485874,0.0694239,0.0131725,0.0334074,0.0255263,0.0184914,0.0470269,0.0599109,0,0,0,0.0613877,0.0432948,0.0480678,0,0,0
1660,0.0474977,0,0,0,0,0.0454647,0,0,0,0,0,0,0.032855,0,0.0265306,0,0,0,0.0134315,0,0,0.0383307,0.0530763,0.0291341,0.0183378,0,0.0512144,0.0206712,0.0497584,0.0419496,0.0372823,0.0415639,0.0682059,0,0.10388,0,0.0352763,0.0387059,0,0.0184529,0.0295214,0,0.0274068,0.0502451,0.0508474,0,0,0.0276686,0,0,0.0280885,0.0488616,0.0517089,0.0162666,0.0238686,0.0420365,0.0526529,0.0365645,0.062442,0.046162,0.0486237,0.0694634,0.0128655,0.0334989,0.0253641,0.01837,0.0469506,0.0597824,0,0,0,0.0612224,0.0430385,0.0480536,0,0,0
1661,0.0477193,0,0,0,0,0.0453806,0,0,0,0,0,0,0.0314796,0,0.0263693,0,0,0,0.0133119,0,0,0.0383324,0.0559465,0.0260614,0.0182155,0,0.0510038,0.0208291,0,0.0446342,0.0361852,0.043083,0.0631771,0,0.106349,0,0.0345185,0.0388568,0,0.0184696,0.0285829,0,0.0266737,0.050725,0.0507952,0,0,0.0276211,0,0,0.0277225,0.0472451,0.0515576,0.0166166,0.022813,0.0411968,0.052064,0.0352178,0.0623052,0.046266,0.0488976,0.0697194,0.0132358,0.0335065,0.0252219,0.0182484,0.0472778,0.0595605,0,0,0,0.0617329,0.043121,0.0480686,0,0,0
1662,0.0478938,0,0,0,0,0.0453988,0,0,0,0,0,0,0.0307421,0,0.0261831,0,0,0,0.0130556,0,0,0.0382892,0.0558693,0.0248989,0.0181683,0,0.050796,0.0206314,0,0.0445373,0.0361306,0.0430466,0.0633367,0,0.106279,0,0.0334663,0.0389188,0,0.0185364,0.0286468,0,0.0265417,0.0509311,0.0508803,0,0,0.0275911,0,0,0.027389,0.0473827,0.051737,0.0165809,0.022492,0.0408138,0.0517167,0.0348867,0.062107,0.0462788,0.0489461,0.069825,0.0134262,0.0335551,0.0251331,0.0181341,0.0473952,0.0595647,0,0,0,0.0613782,0.0429591,0.0480396,0,0,0
1663,0.0479874,0,0,0,0,0.045374,0,0,0,0,0,0,0.0293342,0,0.0266852,0,0,0,0.0126883,0,0,0.0382178,0.0524074,0.0267541,0.018063,0,0.0506783,0.0202535,0.0519189,0.0411387,0.0372741,0.0410562,0.0679586,0,0.103973,0,0.0349296,0.039342,0,0.0186198,0.0299792,0,0.0270454,0.0509242,0.0510557,0,0,0.0276013,0,0,0.0273016,0.0493687,0.0520015,0.0160295,0.0230429,0.0411148,0.0516564,0.0357271,0.0621334,0.046089,0.0487507,0.0696033,0.0130629,0.033728,0.0251169,0.0180959,0.0471971,0.0597864,0,0,0,0.0603989,0.0424833,0.0480291,0,0,0
1664,0.0484737,0,0,0,0,0.0452107,0,0,0,0,0,0,0.0272239,0,0.0327441,0,0,0,0.0121885,0,0,0.0380624,0.0511594,0,0.0199887,0,0.0507054,0.0203874,0.0504125,0.041345,0.0381427,0.0376775,0.0672627,0,0.102629,0,0.0381151,0.0397137,0,0.0187736,0.0300143,0,0.0269352,0.0516443,0.0508191,0,0,0.0273872,0,0,0.0272837,0.0491365,0.0521488,0.015883,0.022595,0.040035,0.0503623,0.0352887,0.0620283,0.0459404,0.0486534,0.0694848,0.0132545,0.0343407,0.0252785,0.018143,0.047231,0.0591132,0,0,0,0.060919,0.0424702,0.0482623,0,0,0
1665,0.0482555,0,0,0,0,0.0450128,0,0,0,0,0,0,0.0272777,0,0.026761,0,0,0,0.0119982,0,0,0.0379444,0.0520522,0.0259818,0.0180831,0,0.0501929,0.0205267,0.0513651,0.0404333,0.0367349,0.040794,0.0670128,0,0.104357,0,0.0361198,0.0395635,0,0.0186985,0.0302811,0,0.0268442,0.0511557,0.0508087,0,0,0.0274845,0,0,0.0274792,0.0495213,0.051744,0.0161295,0.0222434,0.0405343,0.050812,0.034955,0.0617971,0.0458309,0.0486851,0.0695522,0.0130198,0.034365,0.0252588,0.0181973,0.047273,0.0599233,0,0,0,0.0607264,0.0422097,0.0480233,0,0,0
