Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHII,RTHI,x74,
1415,0.0418428,0,0,0,0,0.0505044,0,0,0,0,0,0,0.017175,0,0.0330962,0,0,0,0.0150908,0,0,0.0346275,0.0569705,0,0.031889,0.00807643,0.0479437,0.0252396,0.0445199,0.0585363,0.0608261,0,0.0203235,0.028312,0,0.0220728,0.0457109,0.0480465,0,0.0185031,0,0,0.0287499,0,0.0472442,0,0,0.0507132,0,0,0,0.0503228,0.0418395,0.0207187,0.029557,0.0309056,0.044033,0.0584745,0.0371008,0.0537708,0,0.0403612,0.0595624,0,0.0482594,0.0401119,0.0971528,0.0599995,0.0564276,0,0,0,0.0562963,0.0384667,0,0
1416,0.0418061,0,0,0,0,0.0504307,0,0,0,0,0,0,0.0189831,0,0.0297936,0,0,0,0.0151135,0,0,0.0346946,0.0580921,0,0.0364604,0.0144698,0.0520485,0.0255354,0.0499889,0,0.052075,0,0.0188501,0.0291074,0.00642739,0.0220054,0.0413106,0.0478234,0,0.0185451,0,0,0.0199458,0.052408,0.0463642,0,0,0.0499806,0,0,0,0.0511437,0.0424337,0.0160384,0.025228,0.0310645,0.0413942,0,0.0393934,0.0698589,0,0,0,0.0308837,0.0489074,0.0396333,0.0968993,0.0591681,0.0567532,0,0,0,0.0463548,0.0433199,0,0
1417,0.0417447,0,0,0,0,0.0506717,0,0,0,0,0,0,0.0193796,0,0.0335619,0,0,0,0.0151443,0,0,0.0346048,0.0577086,0,0.0326187,0.0076203,0.0483762,0.024818,0.0453425,0.0594015,0.0607725,0,0.0203974,0.0283858,0.00791983,0.0215235,0.0443771,0.0477798,0,0.0184197,0,0,0.0313393,0,0.0468493,0,0,0.0505324,0,0,0,0.0453879,0.0557334,0.0220399,0.0247857,0.030158,0.0435484,0,0.0418697,0.0557813,0,0.04036,0.0597739,0.0261437,0.0483735,0.0396061,0.0967968,0.0601215,0.0564282,0,0,0,0.0568091,0.0454693,0,0
1418,0.0432648,0,0,0,0,0.0506554,0,0,0,0,0,0,0.027944,0,0,0,0,0,0.0150774,0,0,0.0342097,0.0658393,0,0.0387973,0.018112,0.0479404,0.0242365,0,0,0.0501841,0,0.0171313,0.0290268,0,0.0178225,0.0299175,0.0482437,0,0.0182168,0,0,0.0203173,0,0.0464037,0,0,0.0499225,0,0,0,0.043598,0.0291025,0.0284209,0.0282886,0.0230604,0.0414182,0,0.0326459,0.0628721,0,0,0,0,0.0491306,0.0392017,0.0965597,0.0614607,0.0526438,0,0,0,0.0523437,0.0392757,0,0
1419,0.0424813,0,0,0,0,0.0500194,0,0,0,0,0,0,0.0193804,0,0.0328393,0,0,0,0.0150618,0,0,0.0342975,0.0584842,0,0.0316843,0.0071998,0.0477852,0.024085,0.0462472,0.0587445,0.0582562,0,0.0217014,0.0289753,0,0.0218437,0.0456235,0.0480905,0,0.0182787,0,0,0.0271262,0,0.0456948,0,0,0.0588287,0,0,0,0.0442598,0.0506588,0.0236851,0.0259523,0.0284221,0.0448719,0,0.0387875,0.0625198,0,0.0474632,0,0.0282946,0.0500836,0,0.0789072,0.0596533,0.0575338,0,0,0,0.0520502,0.0433844,0,0
1420,0.0422481,0,0,0,0,0.0507914,0,0,0,0,0,0,0.0239818,0,0,0,0,0,0.0150919,0,0,0.0345431,0.0630574,0,0.0338255,0.00932505,0.0486327,0.0236535,0,0,0,0,0.0192289,0.0287561,0,0.0195066,0.0382385,0.0472984,0,0.0184068,0,0,0.0271085,0,0.0459639,0,0,0.0500223,0,0,0,0.0409731,0.051774,0.0253093,0.0250704,0.0248696,0.0420464,0,0.0371329,0.062736,0,0.0475375,0,0.029397,0.0488808,0.03902,0.0964093,0.0608099,0.0556144,0,0,0,0.0519786,0.0441848,0,0
1421,0.0417354,0,0,0,0,0.0509798,0,0,0,0,0,0,0.0209779,0,0,0,0,0,0.0151377,0,0,0.0344902,0.0588039,0,0.0294184,0.00692905,0.0474523,0.0223082,0,0.0559862,0,0.0353915,0.0232898,0.0307779,0.0143861,0.0177691,0.0488657,0.0474641,0,0.0183172,0,0,0.0294661,0,0.0463018,0,0,0.0501045,0,0,0,0.0423267,0.0541835,0.02424,0.0265647,0.026222,0.0431835,0,0.0379929,0.062427,0,0.0463947,0,0.0280734,0.048677,0.0388654,0.0963897,0.0605549,0.0569462,0,0,0,0.0510307,0.0438841,0,0
1422,0.0424882,0,0,0,0,0.0509772,0,0,0,0,0,0,0.0262353,0,0,0,0,0,0.0152425,0,0,0.0343077,0.0626364,0,0.0328658,0.0103062,0.0462876,0.0209129,0,0,0,0.0323953,0.0196832,0.0293166,0,0.0191965,0.0375876,0.0479421,0,0.0181874,0,0,0.0388659,0,0.0460983,0,0,0.0497144,0,0,0,0.0429051,0.0643945,0.0247489,0.0285179,0.0238811,0.0424339,0,0.0416846,0.0551181,0,0.0385708,0.0573749,0.0299752,0.0490772,0.0386868,0.0962288,0.0612777,0.0547201,0,0,0,0.0554479,0.0465022,0,0
1423,0.0419407,0,0,0,0,0.051008,0,0,0,0,0,0,0.0264085,0,0,0,0,0,0.0152169,0,0,0.0344548,0.0630857,0,0.0287756,0.0110939,0.0452364,0.0199315,0,0,0.0468546,0.0329679,0.0236319,0.0326789,0,0.017467,0.0363372,0.0477002,0,0.0182434,0,0,0.0401603,0,0.0462363,0,0,0.0497974,0,0,0,0.0430121,0.0648454,0.0241243,0.0283096,0.0253454,0.0435931,0,0.0415306,0.0552511,0,0.0384099,0.0574911,0.0304351,0.048711,0.0387879,0.0962145,0.0609001,0.0560058,0,0,0,0.0545682,0.0461913,0,0
1424,0.0411345,0,0,0,0,0.0509095,0,0,0,0,0,0,0.0222892,0,0,0,0,0,0.014973,0,0,0.0350129,0.0595339,0,0.0249991,0.0105558,0.0455065,0.0202026,0,0.0529483,0.0471199,0.0344551,0.0285383,0.0354181,0,0.0184669,0.046797,0.0466672,0,0.018552,0,0,0.0319073,0,0.0461835,0,0,0.0498745,0,0,0,0.0424855,0.0555322,0.0233968,0.0268017,0.0270857,0.0446786,0,0.0381089,0.0620582,0,0.0455803,0,0.0277619,0.0482219,0.0388921,0.0963622,0.0604886,0.058314,0,0,0,0.0497012,0.0434652,0,0
1425,0.0417324,0,0,0,0,0.0512792,0,0,0,0,0,0,0.0279924,0,0,0,0,0,0.0156051,0,0,0.0348615,0.0629611,0,0.02898,0.00953494,0.0427588,0.0188988,0,0,0.0431338,0.033569,0.0231283,0.0321092,0,0.0189514,0.0358471,0.0476886,0,0.0181929,0,0,0.0355013,0,0.046325,0,0,0.0504328,0,0,0,0.0424417,0.0381267,0.028469,0.0302083,0.0239282,0.0444955,0,0.0378101,0.0569617,0,0.0412574,0.0583625,0,0.0493832,0.039057,0.0955391,0.062709,0.0547883,0,0,0,0.0556147,0.0408894,0,0
1426,0.0417282,0,0,0,0,0.0509675,0,0,0,0,0,0,0.0245251,0,0,0,0,0,0.0150013,0,0,0.0349564,0.0601371,0,0.0302809,0.00619858,0.0446968,0.0192945,0,0,0.0524522,0.0350054,0.0230887,0.0303527,0,0.0235026,0.0445193,0.0474777,0,0.0186727,0,0,0,0,0.0453928,0,0,0.049274,0,0,0,0.0422845,0.0451366,0.0260094,0.0264681,0.0251105,0.0438937,0,0.0372551,0.0530432,0,0.0356208,0,0,0.0489003,0.0386374,0.0960863,0.0618493,0.0554429,0,0,0,0.0553054,0.0422522,0,0
1427,0.0420781,0,0,0,0,0.0510775,0,0,0,0,0,0,0.027753,0,0,0,0,0,0.0149688,0,0,0.0348424,0.0627969,0,0.0336703,0.0109051,0.0443064,0.0189046,0,0,0,0.0350711,0.0206982,0.0298123,0,0.0193795,0.035577,0.0476668,0,0.0185148,0,0,0,0,0.0451362,0,0,0.0491147,0,0,0,0.0431171,0.0490225,0.0266568,0.0282436,0.0243161,0.0437257,0,0.041741,0.0481957,0,0.0302222,0.0501816,0,0.0492266,0.038419,0.0959627,0.062016,0.0537698,0,0,0,0.0597678,0.045534,0,0
1428,0.041096,0,0,0,0,0.0511174,0,0,0,0,0,0,0.0252441,0,0,0,0,0,0.0148634,0,0,0.0349863,0.0638469,0,0.0281293,0.0181491,0.0443279,0.019466,0,0.0783329,0,0.03629,0.0282632,0.0356053,0,0.0150593,0.0367377,0.0468714,0,0.0185876,0,0,0.0356296,0,0.0452545,0,0,0.0494593,0,0,0,0.0423743,0.0414961,0.0261128,0.027622,0.0260038,0.045301,0,0.035817,0.0566829,0,0.0404026,0,0,0.0487091,0.038479,0.095952,0.0614469,0.0562218,0,0,0,0.0527568,0.0422779,0,0
1429,0.04165,0,0,0,0,0.0512105,0,0,0,0,0,0,0.0280404,0,0,0,0,0,0.0149064,0,0,0.0348554,0.0626907,0,0.0345602,0.011309,0.0453909,0.0197007,0,0,0,0.0336165,0.0220307,0.030638,0,0.0194675,0.0360793,0.0468738,0,0.0185544,0,0,0,0,0.0445228,0,0,0.049142,0,0,0,0.0426987,0.0408563,0.0262651,0.026109,0.0244288,0.0438558,0,0.0373872,0.0542402,0,0.0381437,0,0,0.0490291,0.0381415,0.0957721,0.062285,0.0542598,0,0,0,0.0559168,0.0435986,0,0
1430,0.0408738,0,0,0,0,0.0514428,0,0,0,0,0,0,0.0249249,0,0,0,0,0,0.0148535,0,0,0.0347442,0.0601303,0,0.0294736,0.00968995,0.0454778,0.0197968,0,0.054594,0,0.0351273,0.0259774,0.0326248,0,0.0188698,0.0438582,0.0467622,0,0.0184899,0,0,0.0434004,0,0.0446484,0,0,0.0495198,0,0,0,0.0422108,0.0479513,0.0273331,0.0298,0.0271631,0.0448403,0,0.0396068,0.0491145,0,0.0334529,0.0513906,0,0.0485748,0.0379725,0.0958241,0.0619669,0.0558482,0,0,0,0.0580623,0.0445338,0,0
1431,0.0413821,0,0,0,0,0.0514914,0,0,0,0,0,0,0.0302501,0,0,0,0,0,0.014876,0,0,0.0345064,0.0626403,0,0.034994,0.010671,0.0453979,0.0200964,0,0,0,0.0338796,0.0219969,0.0303922,0,0.0195533,0.0334654,0.0467294,0,0.0183836,0,0,0.0408939,0,0.0440467,0,0,0.0494763,0,0,0,0.0429961,0.046085,0.0275464,0.0303655,0.024854,0.0441509,0,0.0402475,0.0493373,0,0.0341819,0.0520958,0,0.0488678,0.0378521,0.095762,0.0627767,0.0539137,0,0,0,0.0589096,0.0456868,0,0
1432,0.0411854,0,0,0,0,0.0515531,0,0,0,0,0,0,0.0311644,0,0,0,0,0,0.0147984,0,0,0.0343138,0.062257,0,0.0352938,0.0105172,0.0453052,0.0204168,0,0,0,0.0335889,0.0221046,0.0304487,0,0.019758,0.0324183,0.0465809,0,0.0183093,0,0,0.0387756,0,0.0437313,0,0,0.0494743,0,0,0,0.0430477,0.0440012,0.0276751,0.0303131,0.0249335,0.0442942,0,0.0403417,0.0499288,0,0.0349937,0.0528547,0,0.0489478,0.0377054,0.0955581,0.0627905,0.0538164,0,0,0,0.0589868,0.0459602,0,0
1433,0.0406372,0,0,0,0,0.0518495,0,0,0,0,0,0,0.0306695,0,0,0,0,0,0.0149774,0,0,0.0341914,0.0598481,0,0.0314684,0.00494211,0.0430578,0.0201376,0,0,0.0522167,0.03486,0.0234917,0.0309757,0,0.0236036,0.0366164,0.0467274,0,0.0178208,0,0,0.0355323,0,0.0442092,0,0,0.0502976,0,0,0,0.0428181,0.0379881,0.0316531,0.0314014,0.0256545,0.0458666,0,0.0420825,0.0504347,0,0.0369393,0.0529882,0,0.0489807,0.0376384,0.0946167,0.0632948,0.0541775,0,0,0,0,0.0459712,0,0
1434,0.0400754,0,0,0,0,0.0516892,0,0,0,0,0,0,0.0302816,0,0,0,0,0,0.0145538,0,0,0.0342398,0.0574571,0,0.0301715,0.00575367,0.0445773,0.0211747,0.0424122,0,0.0396783,0.0328249,0.0259819,0.0339898,0,0.0217112,0.0358677,0.0459091,0,0.0183177,0,0,0.0299151,0,0.0436191,0,0,0.0496199,0,0,0,0.0442474,0.0374663,0.0260417,0.0283296,0.0272038,0.0456308,0,0.0370603,0.0562517,0,0.0414196,0,0,0.0485177,0.0371783,0.0947242,0.0620956,0.0565853,0,0,0,0.0541939,0.0436143,0,0
1435,0.0391813,0,0,0,0,0.0519861,0,0,0,0,0,0,0.0317119,0,0,0,0,0,0.0143994,0,0,0.0340356,0.055761,0,0.022953,0.0114073,0.0441159,0.0207812,0.0412422,0.0467266,0.0459075,0.0337531,0.0311246,0,0,0.0205742,0.0358986,0.0459919,0,0.018255,0,0,0.0361975,0,0.0441898,0,0,0.049543,0,0,0,0.0439099,0.0402709,0.0266579,0.0300379,0.0310933,0.0472399,0,0.040421,0.0512791,0,0.0362174,0.0546039,0,0.0480371,0.0373198,0.0938138,0.0613039,0.0587894,0,0,0,0.057346,0.0450662,0,0
1436,0.0391963,0,0,0,0,0.0518544,0,0,0,0,0,0,0.0330047,0,0,0,0,0,0.0141318,0,0,0.0339684,0.0557272,0,0.0266308,0.00689016,0.0439557,0.0214605,0.0395702,0.0482264,0,0.0338778,0.0285667,0,0,0.0220769,0.0358597,0.0460752,0,0.0182114,0,0,0.0289332,0,0.0431433,0,0,0.0286153,0,0,0,0.0441054,0.0343564,0.0268545,0.0311287,0.0289568,0.0449419,0,0.0390396,0.0557029,0,0,0.058289,0,0.0474968,0.00904903,0,0.0614602,0.0579246,0,0,0,0.0555839,0.0436025,0,0
1437,0.0386564,0,0,0,0,0.0528769,0,0,0,0,0,0,0.0414642,0,0,0,0,0,0.0139869,0,0,0.0340738,0.0605056,0,0.0330591,0.00977201,0.0449105,0.0213248,0,0,0,0.0334081,0.0234242,0,0,0.0184074,0.021372,0.045553,0,0.0183404,0,0,0.0338948,0,0.0434645,0,0,0.0239097,0,0,0.0425162,0.0429907,0.0389126,0.0276083,0.0300991,0.0265119,0.0417634,0,0.0402728,0.0510923,0,0.0370056,0.054871,0,0.0486284,0.0219376,0,0.0629509,0.0547319,0,0,0,0.0585445,0.0462924,0,0
1438,0.038852,0,0,0,0,0.0519551,0,0,0,0,0,0,0.0355574,0,0,0,0,0,0.0137714,0,0,0.034039,0.0555056,0,0.0266823,0.00676763,0.0437311,0.0220361,0.0398707,0.0482931,0,0.0339841,0.0285756,0,0,0.0226082,0.0326204,0.0459119,0,0.0183422,0,0,0.0285843,0,0.0424798,0,0,0.0302643,0,0,0,0.0443047,0.035985,0.0260456,0.0283122,0.0285274,0.045227,0,0.037088,0.0563108,0,0.0419037,0,0,0.0469907,0.0172153,0,0.0614948,0.0584119,0,0,0,0.0538342,0.0433785,0,0
1439,0.0380125,0,0,0,0,0.0530239,0,0,0,0,0,0,0.0387352,0,0,0,0,0,0.0135706,0,0,0.0339282,0.0580595,0,0.0346417,0.00398228,0.0446109,0.0220481,0.0433717,0,0,0.0342034,0.0215392,0.028811,0.0149128,0.0215582,0.0257025,0.046194,0,0.0183095,0,0,0.028962,0,0.0423397,0,0,0.0255309,0,0,0,0.0450866,0.0374646,0.026224,0.0290379,0.0257388,0.0436857,0,0.0378186,0.0555542,0,0.0413649,0,0,0.0491423,0,0,0.0629858,0.0551882,0,0,0,0.0548819,0.0444133,0,0
1440,0.0393978,0,0,0,0,0.0517698,0,0,0,0,0,0,0.038717,0,0,0,0,0,0.0133502,0,0,0.0336547,0.055604,0,0.0262552,0.00693852,0.0419221,0.0219849,0.0399078,0.047915,0,0.0349728,0.0278845,0,0,0.0227125,0.0281046,0.0472655,0,0.0182439,0,0,0.0345466,0,0.0412731,0,0,0.0498317,0,0,0,0.0449224,0.0388565,0.027249,0.0312073,0.0284548,0.0494419,0,0.0414825,0.0511212,0,0.0368745,0.0575144,0,0.0475458,0.0688981,0,0.0621529,0.0584707,0,0,0,0.0580423,0.0454133,0,0
1441,0.0367004,0,0,0,0,0.0537054,0,0,0,0,0,0,0.0386146,0,0,0,0,0,0.0132088,0,0,0.0338937,0.0543098,0,0.0268414,0.00735671,0.0438597,0.0213391,0.0394504,0.050234,0,0.0346639,0.0277424,0,0,0.0228871,0.028088,0.0465563,0,0.018355,0,0,0,0,0.0430462,0,0,0.0265578,0,0,0,0.0455633,0.051551,0.0249034,0.0255138,0.0307775,0.0455336,0,0.0433865,0.0478148,0,0.0276309,0.0513992,0,0.0484701,0,0,0.0632697,0.0577786,0,0,0,0.0589132,0.0469798,0,0
1442,0.0377758,0,0,0,0,0.0531247,0,0,0,0,0,0,0.0368521,0,0,0,0,0,0.0131057,0,0,0.03388,0.0582521,0,0.0308393,0.0100641,0.0437029,0.0221255,0,0.0538489,0,0.0354636,0.0256335,0.0309509,0,0.0212757,0.0287086,0.0468047,0,0.0183937,0,0,0.0259482,0,0.0413628,0,0,0.0284277,0,0,0,0.0434121,0.033097,0.0276441,0.0307902,0.0263394,0.0456185,0,0.0375982,0.05743,0,0,0.0432255,0,0.0465935,0.0163252,0,0.063727,0.0566555,0,0,0,0.0544495,0.0434417,0,0
1443,0.0371676,0,0,0,0,0.05349,0,0,0,0,0,0,0.0381608,0,0,0,0,0,0.0130306,0,0,0.0340893,0.0602722,0,0.0327732,0.00688196,0.0449661,0.0227507,0,0.0362391,0,0,0.0246132,0.0304379,0,0.0227495,0.02444,0.0462791,0,0.0184958,0,0,0,0,0.041066,0,0,0.0259245,0,0,0,0.0420997,0.0371462,0.0276747,0.0266312,0.02524,0.0445576,0,0.0335337,0.0587,0,0,0.00997259,0,0.0471719,0.00607894,0,0.0639242,0.0564538,0,0,0,0.0526441,0.0416577,0,0
1444,0.035635,0,0,0,0,0.0545165,0,0,0,0,0,0,0.0368434,0,0,0,0,0,0.0135405,0,0,0.0342325,0.0624396,0,0.0334853,0.00287818,0.0450763,0.0228485,0,0.0148938,0.0405634,0,0.0243171,0.0307003,0,0.0248131,0.0234363,0.0457433,0,0.0183882,0,0,0.0159842,0,0.0421879,0,0,0.0244828,0,0,0,0.0429757,0.0289461,0.0285737,0.0289998,0.0241592,0.0435573,0,0.0304282,0.0682494,0,0,0.0242391,0,0.049049,0,0,0.0649126,0.0555464,0,0,0,0.0485749,0.0394547,0,0
1445,0.0353898,0,0,0,0,0.0550208,0,0,0,0,0,0,0.0387415,0,0,0,0,0,0.0137916,0,0,0.0338611,0.0611204,0,0.0366151,0.00458216,0.0445346,0.0224362,0,0.0281445,0.0518149,0.0337606,0.0217709,0.0287308,0.0149883,0.0255131,0.0246047,0.0461665,0,0.0183897,0,0,0.01618,0,0.0416741,0,0,0.0237407,0,0,0.0392974,0.0444975,0.0297442,0.0288277,0.0297984,0.0225833,0.0446775,0,0.0315049,0.0681462,0,0,0.0239059,0,0.0468247,0.0208324,0,0.0657978,0.0544514,0,0,0,0.048943,0.0403896,0,0
1446,0.0358874,0,0,0,0,0.0551642,0,0,0,0,0,0,0.0375057,0,0,0,0,0,0.0135024,0,0,0.0338283,0.0631076,0,0.0398209,0.00608188,0.0456602,0.0220261,0,0.025731,0,0.0311383,0.0201457,0.027274,0,0.0245296,0.0235626,0.046359,0,0.0182061,0,0,0.0159763,0,0.0413354,0,0,0.0236317,0,0,0,0.0444994,0.0295592,0.028507,0.0299566,0.0219686,0.0429029,0,0.0315617,0.0683715,0,0,0.021913,0,0.0498598,0,0,0.0660969,0.0532699,0,0,0,0.0490989,0.0409533,0,0
1447,0.0339782,0,0,0,0,0.0572167,0,0,0,0,0,0,0.0367894,0,0,0,0,0,0.0136498,0,0,0.0342343,0.0632134,0,0.0394397,0.0063954,0.0468532,0.0212762,0,0.0229061,0,0.0296635,0.020116,0.0271928,0,0.0244273,0.0244865,0.0442171,0,0.018605,0,0,0.0159433,0,0.0435382,0,0,0.0219975,0,0,0,0.0442142,0.029496,0.0281738,0.0299464,0.0232264,0.0434154,0,0.0312392,0.0684046,0,0,0.0219502,0,0,0.0102501,0,0.0671895,0.0526205,0,0,0,0.0490755,0.0406554,0,0
1448,0.0333549,0,0,0,0,0.0574813,0,0,0,0,0,0,0.0387806,0,0,0,0,0,0.0139769,0,0,0.0340006,0.0628324,0,0.0365165,0.00681348,0.0458732,0.0212983,0,0.0235645,0,0.0302575,0.0222051,0,0,0.0236817,0.022156,0.0441678,0,0.0185335,0,0,0.0157321,0,0.0435598,0,0,0.0218435,0,0,0,0.0438886,0.0288427,0.0281596,0.0298223,0.0238623,0.0447907,0,0.0311504,0.0684324,0,0,0.020413,0,0,0.00996829,0,0.0672427,0.0535807,0,0,0,0.0487378,0.0405576,0,0
1449,0.0452655,0,0,0,0,0.050539,0,0,0,0,0,0,0.0409538,0,0,0,0,0,0.0135275,0,0,0.0331805,0.0600767,0,0.0363261,0.0112917,0.0436013,0.0196242,0,0.0257994,0,0.0267965,0.02503,0,0.0162924,0.0211973,0.0184658,0.0456494,0,0.0179702,0,0,0,0.0541045,0.0374118,0,0,0.049236,0,0,0,0.0478112,0.0293887,0.0199167,0.0292085,0.0244565,0.0469418,0,0.0370646,0.0676782,0,0,0,0,0.116017,0,0,0.0631169,0.0596871,0,0,0,0.0469743,0.0437257,0,0
1450,0.0459954,0,0,0,0,0.0506381,0,0,0,0,0,0,0.0451796,0,0,0,0,0,0.013785,0,0,0.0330723,0.0618111,0,0.0350876,0.010388,0.0391335,0.0198407,0,0.0242692,0,0.0292625,0.024396,0,0,0.0229099,0.0146465,0.0449836,0,0.0178863,0,0,0.027495,0,0.0375575,0,0,0.0525253,0,0,0,0.0438929,0.0356957,0.02949,0.0288938,0.0199599,0.0499349,0,0.0366313,0.0578964,0,0.0423712,0,0,0.119684,0,0,0.0655078,0.0589766,0,0,0,0.0539821,0.0448533,0,0
1451,0.0464139,0,0,0,0,0.0502313,0,0,0,0,0,0,0.0458683,0,0,0,0,0,0.0141534,0,0,0.0321706,0.0621727,0,0.0357289,0.0107764,0.0373261,0.0207381,0,0.0237903,0,0.0285641,0.0239117,0,0,0.0231587,0.0136344,0.0461676,0,0.0180968,0,0,0.0281126,0,0.036118,0,0,0.0441766,0,0,0,0.0446686,0.0366116,0.0306761,0.031001,0.0187388,0.0594417,0,0.0376062,0.0569064,0,0.058648,0,0,0.123746,0.0339722,0,0.0658234,0.0594927,0,0,0,0.0556949,0.0443516,0,0
1452,0.0334697,0,0,0,0,0.058885,0,0,0,0,0,0,0.046339,0,0,0,0,0,0.0140508,0,0,0.0331878,0.0643106,0,0.0365886,0.0100064,0.0471543,0.0197524,0,0.0221694,0,0.0317287,0.0202971,0,0.0136054,0.0219659,0.0131792,0.0434541,0,0.0183073,0,0,0.0387423,0,0.0432843,0,0,0.0175899,0,0,0,0.0432614,0.0461416,0.0277006,0.0322905,0.0268882,0.0374864,0,0.0399262,0.050063,0,0.0874215,0,0,0,0,0,0.0690687,0.05268,0,0,0,0.0586361,0.0463166,0,0
1453,0.0325189,0,0,0,0,0.0588679,0,0,0,0,0,0,0.0402706,0,0,0,0,0,0.0142091,0,0,0.0333793,0.0625134,0,0.0320982,0.0112451,0.0512574,0.0200461,0,0.0281818,0.0454735,0.027761,0.0260827,0,0.0160412,0.020552,0.018704,0.0430433,0,0.0186814,0,0,0.0249681,0.0480134,0.0427061,0,0,0.016779,0,0,0,0.0471688,0.0377833,0.0171946,0.0267811,0.0327837,0.0360149,0,0.0325041,0.0663889,0,0,0,0,0,0,0,0.0669769,0.0566674,0,0,0,0.0454106,0.0423313,0,0
1454,0.0504532,0,0,0,0,0.0492549,0,0,0,0,0,0,0.0422299,0,0,0,0,0,0.01429,0,0,0.0331758,0.0600824,0,0.034042,0.0126731,0.0418139,0.0184842,0,0.0266885,0,0.0253987,0.0264942,0,0,0.0232741,0.0172448,0.0434369,0,0.0185866,0,0,0.0269983,0.0568087,0.0386151,0,0,0.0669134,0,0,0.0544264,0.0476147,0.034285,0.0215499,0.0294713,0.0247555,0.0568745,0,0.0381946,0.059781,0,0.0530278,0,0,0.166758,0,0,0.0644131,0.0631905,0,0,0,0.0505486,0.045626,0,0
1455,0.0322944,0,0,0,0,0.0587457,0,0,0,0,0,0,0.0383931,0,0,0,0,0,0.0146003,0,0,0.0334969,0.0587891,0,0,0.0123683,0.0513916,0.0213089,0,0.025185,0.0487694,0.0232856,0.0228671,0,0,0.0210101,0.0221411,0.0423148,0,0.0191968,0,0,0,0.0495785,0.0419297,0,0,0.0162556,0,0,0,0.050607,0.0647249,0.0120061,0.0180919,0.0326098,0.0360091,0,0.0402283,0.049102,0,0.0220351,0.0488482,0,0,0,0,0.0673142,0.0563569,0,0,0,0.0537446,0.048074,0,0
1456,0.0314054,0,0,0,0,0.0591801,0,0,0,0,0,0,0.0409624,0,0,0,0,0,0.0144121,0,0,0.0328966,0.0627577,0,0,0.0135326,0.0531886,0.0218381,0,0.0200134,0,0.0247127,0.0190082,0,0,0.0238772,0.0211464,0.0436707,0,0.0189586,0,0,0.0230612,0.0554391,0.0410861,0,0,0.017091,0,0,0.0373842,0.0473169,0.0277381,0.0159807,0.0314707,0.0296878,0.0392024,0,0.0395259,0.0627135,0,0,0.0652536,0,0,0.0229155,0,0.0682086,0.0534992,0,0,0,0.0516283,0.0450345,0,0
1457,0.0306621,0,0,0,0,0.060032,0,0,0,0,0,0,0.0419449,0,0,0,0,0,0.0145924,0,0,0.0327602,0.0606667,0,0.0343089,0.0111357,0.0533458,0.0204912,0,0.0244098,0,0,0.0213682,0,0,0.02355,0.0174112,0.04373,0,0.0187871,0,0,0.0349195,0.054877,0.0418729,0,0,0.014153,0,0,0,0.0451591,0.0387573,0.0178738,0.0261798,0.0335267,0.0348577,0,0.037718,0.0606663,0,0,0.0623693,0,0,0,0,0.0678646,0.0550969,0,0,0,0.0513899,0.0448998,0,0
1458,0.0294711,0,0,0,0,0.0597508,0,0,0,0,0,0,0.0412512,0,0,0,0,0,0.0173866,0,0,0.00893302,0.0580079,0,0.036145,0.0120359,0.0523854,0.0213013,0,0.0242638,0,0,0.0210524,0,0,0.0233429,0.0176924,0.0426086,0,0,0,0,0,0.0526405,0.0418096,0,0,0.015509,0,0,0,0.0482337,0.0644315,0.0134057,0.0180488,0.0328295,0.0423584,0,0.0393616,0.0405071,0,0.0251859,0.050274,0,0,0.0105129,0,0.067392,0.0565462,0,0,0,0.0539468,0.0474781,0,0
1459,0.0303969,0,0,0,0,0.0603456,0,0,0,0,0,0,0.0411901,0,0,0,0,0,0.0147686,0,0,0.0322821,0.0607489,0,0.0350145,0.0129696,0.0543712,0.0204135,0,0.0233679,0,0.0227346,0.0223815,0,0,0.0235937,0.0197389,0.0439821,0,0.018864,0,0,0.0164641,0.0503921,0.0413797,0,0,0.0138627,0,0,0,0.0458265,0.0205916,0.017656,0.0341922,0.0333547,0.0353155,0,0.0370415,0,0,0,0.0750349,0,0,0,0,0.0686011,0.0551118,0,0,0,0.0457088,0.0417354,0,0
