Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHII,RTHI,x74,
1181,0.0437457,0,0,0,0,0.0462329,0,0,0,0,0,0,0.0368817,0,0.0252569,0.0281174,0,0,0.0183095,0,0,0.0549453,0.0511912,0.0409891,0.0198283,0.0110337,0.0467148,0.0251766,0.0364216,0.0478278,0.0438691,0.0259412,0.0283945,0.0304718,0.0172568,0.0191825,0.0353847,0.0396478,0.0308212,0.0137655,0.0175497,0,0.0331255,0.0484289,0.0495957,0,0,0.0666319,0,0,0,0.0448248,0.0482301,0.0247169,0.0259814,0.041944,0.0478861,0.0672826,0.0399551,0.064322,0.0448046,0.046428,0.0695721,0.0317487,0.0456599,0,0.0736698,0.0488523,0.0687316,0,0,0,0.0519165,0.0473836,0,0
1182,0.043688,0,0,0,0,0.0462657,0,0,0,0,0,0,0.0381727,0,0.0247048,0.0250467,0,0,0.0185757,0,0,0.0550919,0.0508134,0.0406813,0.0207373,0.010978,0.0462333,0.0252561,0.0360642,0.0474946,0.0435866,0.0262682,0.0281782,0.0306441,0.0167255,0.019057,0.0361498,0.0397052,0.0309959,0.0137613,0.0171889,0,0.0331949,0.0479642,0.0495285,0,0,0.0666406,0,0,0,0.0454843,0.048431,0.0247405,0.0263601,0.0418125,0.0478037,0.0673899,0.0406924,0.0641935,0.0447233,0.0463528,0.0693587,0.0319125,0.0456117,0,0.0737248,0.0488944,0.0684774,0,0,0,0.0522187,0.048001,0,0
1183,0.043688,0,0,0,0,0.0463033,0,0,0,0,0,0,0.0399079,0,0.0239465,0.0240156,0,0,0.0186615,0,0,0.0552707,0.0506893,0.0405478,0.0212968,0.0108319,0.0459371,0.0253123,0.0358249,0.0468817,0.043346,0.0268185,0.0280541,0.0309685,0.0162535,0.0189832,0.0376311,0.0397449,0.0311921,0.0137854,0.0168043,0,0.0333017,0.0476336,0.0494246,0,0,0.0665992,0,0,0,0.045858,0.0483945,0.0247793,0.0265847,0.0418471,0.0477271,0.0676327,0.041268,0.064087,0.0445694,0.0463676,0.0693367,0.032224,0.0455368,0,0.0737466,0.0488416,0.0683083,0,0,0,0.0524706,0.0486296,0,0
1184,0.0437281,0,0,0,0,0.0463819,0,0,0,0,0,0,0.0416319,0,0.0235451,0.0242513,0,0,0.0186442,0,0,0.0553804,0.0506808,0.0402591,0.021627,0.0107187,0.0457353,0.025332,0.0356909,0.046132,0.0431039,0.0275198,0.0278428,0.0311751,0.016143,0.0190596,0.0385959,0.0396857,0.0313214,0.0137539,0.0164118,0,0.0333778,0.0472897,0.0493421,0,0,0.0665814,0,0,0,0.0460669,0.0483549,0.0248228,0.0266977,0.0419995,0.0476925,0.0679829,0.0417519,0.064052,0.0443513,0.0463022,0.0689785,0.0326471,0.0454532,0,0.0737547,0.0487664,0.0681176,0,0,0,0.0526361,0.0492934,0,0
1185,0.0438174,0,0,0,0,0.0464578,0,0,0,0,0,0,0.0433966,0,0.0236462,0.0245474,0,0,0.0184698,0,0,0.0552262,0.051005,0.0398589,0.0227486,0.0111754,0.0460811,0.0256395,0.0360429,0.0459882,0.0427985,0.0279899,0.0275755,0.0312672,0.0162569,0.0192943,0.0367666,0.039633,0.0323213,0.012894,0.020998,0,0.0340789,0.0465561,0.048872,0,0,0.066038,0,0,0,0.0463468,0.0508988,0.0240473,0.028484,0.0421919,0.0473792,0.0672349,0.0428231,0.062685,0.0445497,0.044582,0.0666403,0.0411201,0.0448453,0,0.0745291,0.0486308,0.0680529,0,0,0,0.0526336,0.0501381,0,0
1186,0.0438636,0,0,0,0,0.0465384,0,0,0,0,0,0,0.0443261,0,0.0238228,0.0252537,0,0,0.018427,0,0,0.055305,0.0509191,0.0399221,0.0231707,0.0114123,0.0457738,0.0256018,0.035995,0.0455319,0.0425743,0.0286127,0.0275074,0.0312289,0.016822,0.0201544,0.0336248,0.039674,0.0324175,0.0129493,0.0191864,0,0.0332926,0.0462697,0.0487912,0,0,0.066087,0,0,0,0.0466078,0.0502032,0.0240573,0.0286589,0.042267,0.0471731,0.0675344,0.0431794,0.0630504,0.0448983,0.0451039,0.0675902,0.0411565,0.0449172,0,0.0745755,0.0485339,0.0677729,0,0,0,0.0528012,0.0505304,0,0
1187,0.0439399,0,0,0,0,0.0465944,0,0,0,0,0,0,0.0455143,0,0.024037,0.0262976,0,0,0.0184308,0,0,0.0553173,0.0509303,0.0396488,0.0233301,0.011613,0.0455333,0.025576,0.0358872,0.0449497,0.0423874,0.0293282,0.0276619,0.031385,0.0176296,0.021264,0.0295499,0.0396479,0.0325099,0.013005,0.0171242,0,0.0325417,0.0460537,0.0486762,0,0,0.0660899,0,0,0,0.04682,0.049527,0.0239571,0.0287673,0.0423615,0.0468375,0.0678784,0.043535,0.0634528,0.045182,0.045646,0.0680377,0.0413028,0.0449061,0,0.0745763,0.0484153,0.0675204,0,0,0,0.0529086,0.0509458,0,0
1188,0.0440399,0,0,0,0,0.046593,0,0,0,0,0,0,0.0468361,0,0.0240705,0.0269798,0,0,0.0183247,0,0,0.0552618,0.0508051,0.0387967,0.0237684,0.0116475,0.0451982,0.0256149,0.0357526,0.0444411,0.0421954,0.0299356,0.0279804,0.0316089,0.0181987,0.0222703,0.0259602,0.0397408,0.0325585,0.0130533,0.015222,0,0.0318724,0.0459845,0.0486129,0,0,0.0660713,0,0,0,0.0471843,0.0489241,0.0238487,0.0288861,0.0422879,0.046493,0.0681878,0.0440703,0.0638763,0.0454907,0.0461233,0.0686014,0.0414892,0.0448088,0,0.0745538,0.0482524,0.0672381,0,0,0,0.0530968,0.051403,0,0
1189,0.0441837,0,0,0,0,0.046549,0,0,0,0,0,0,0.0474751,0,0.0244839,0.0270255,0,0,0.0182269,0,0,0.0552434,0.0504393,0.0378327,0.0245325,0.0116158,0.0447734,0.0257,0.035598,0.043907,0.0419164,0.0304392,0.0283918,0.0317576,0.0184335,0.0230368,0.0232622,0.0398032,0.0326267,0.0131161,0.0133613,0,0.0312072,0.0461027,0.0485542,0,0,0.0659965,0,0,0,0.0477222,0.048403,0.0236852,0.0291514,0.0421253,0.0461507,0.0684519,0.0446988,0.0643335,0.0457717,0.0466221,0.0688102,0.0418542,0.0448767,0,0.0744861,0.0481195,0.0669142,0,0,0,0.0533989,0.0519078,0,0
1190,0.0443381,0,0,0,0,0.0464086,0,0,0,0,0,0,0.0479867,0,0.0254165,0.027273,0,0,0.0181613,0,0,0.0552592,0.0499577,0.037433,0.0250814,0.0118546,0.0444215,0.0257812,0.0354507,0.0432579,0.041574,0.0311283,0.0286221,0.0318077,0.0184681,0.0236004,0.0210636,0.0398748,0.032701,0.0131759,0.0118632,0,0.0306466,0.0463937,0.0484584,0,0,0.0659351,0,0,0,0.0482956,0.0480872,0.0234929,0.0293575,0.0420416,0.0458544,0.0688686,0.0452723,0.0647107,0.045982,0.047094,0.0691626,0.0425121,0.0451278,0,0.0744231,0.0479187,0.0666765,0,0,0,0.0536525,0.0524957,0,0
1191,0.0444767,0,0,0,0,0.0462418,0,0,0,0,0,0,0.0484748,0,0.0260776,0.0277556,0,0,0.0180746,0,0,0.0552685,0.049493,0.0372836,0.0253999,0.0122258,0.044205,0.0258839,0.0352752,0.042436,0.0413458,0.031817,0.0288302,0.0319937,0.0185447,0.0240249,0.0190103,0.039925,0.0327739,0.0131843,0.0118637,0,0.0306363,0.0459585,0.0483922,0,0,0.0659078,0,0,0,0.0488014,0.0482385,0.0232495,0.029422,0.0420501,0.0454734,0.0694203,0.0457753,0.0648519,0.0459962,0.0471539,0.069131,0.0431298,0.0453201,0,0.0744214,0.047707,0.0665674,0,0,0,0.0538234,0.0530658,0,0
1192,0.0446307,0,0,0,0,0.0461154,0,0,0,0,0,0,0.048574,0,0.026537,0.0283853,0,0,0.018079,0,0,0.0551729,0.0489338,0.0368083,0.0256857,0.012583,0.0440183,0.0259705,0.0350301,0.0417043,0.0412273,0.0323483,0.0291431,0.032352,0.0189081,0.0242935,0.0172827,0.0398087,0.032817,0.0132037,0.0119036,0,0.0305463,0.0455114,0.0483348,0,0,0.065894,0,0,0,0.0492755,0.0483541,0.0230496,0.029368,0.0420823,0.0450332,0.0699794,0.0463056,0.0649428,0.0460119,0.0471597,0.0691406,0.0437648,0.0454878,0,0.0744448,0.0474986,0.0664858,0,0,0,0.0540845,0.0535331,0,0
1193,0.0448106,0,0,0,0,0.0459991,0,0,0,0,0,0,0.0483597,0,0.026848,0.0291477,0,0,0.0180701,0,0,0.0550752,0.0483547,0.0363652,0.0259444,0.0129559,0.0438608,0.0260454,0.0348186,0.0411072,0.0411253,0.0326062,0.0295188,0.032759,0.0193756,0.024404,0.0159669,0.0397072,0.0328888,0.0132738,0.011911,0,0.0303625,0.0452124,0.0482535,0,0,0.0658959,0,0,0,0.0496963,0.0484598,0.0228354,0.0291484,0.0421712,0.0446219,0.0705201,0.046852,0.0650313,0.046072,0.0471333,0.0689977,0.0445135,0.0456317,0,0.0744864,0.0472537,0.0664906,0,0,0,0.0543404,0.0538148,0,0
1194,0.0449494,0,0,0,0,0.0458342,0,0,0,0,0,0,0.048016,0,0.0270341,0.0300139,0,0,0.0180641,0,0,0.055108,0.0477451,0.0361657,0.0260215,0.0133501,0.0438228,0.0261936,0.0346641,0.0406939,0.0410599,0.0326586,0.0298773,0.0330714,0.0197547,0.0245201,0.0150032,0.0396852,0.0330319,0.0133867,0.0119116,0,0.0301359,0.0449803,0.0481897,0,0,0.0659043,0,0,0,0.0499659,0.0485653,0.0226129,0.0288345,0.0423689,0.0442777,0.0710985,0.047202,0.0650438,0.0461127,0.0470409,0.0690469,0.0452995,0.0457808,0,0.0745261,0.0469558,0.0665461,0,0,0,0.0546535,0.0540818,0,0
1195,0.0450002,0,0,0,0,0.0456805,0,0,0,0,0,0,0.0474459,0,0.0274098,0.0306167,0,0,0.0181098,0,0,0.0551656,0.0472661,0.0360008,0.0261445,0.0137402,0.043836,0.0263805,0.0345134,0.040277,0.0409016,0.0324804,0.0302042,0.033255,0.0200419,0.0247277,0.0144246,0.0395424,0.0331181,0.0134408,0.0119604,0,0.0299139,0.0447059,0.0481993,0,0,0.0659269,0,0,0,0.0501691,0.0486557,0.0225025,0.0284859,0.0425754,0.0440351,0.0716942,0.0474897,0.0649736,0.0460267,0.0470086,0.0693283,0.0460701,0.0458421,0,0.0745484,0.0466748,0.0665524,0,0,0,0.0550878,0.0543352,0,0
1196,0.0449717,0,0,0,0,0.0455483,0,0,0,0,0,0,0.0466266,0,0.0278229,0.0311219,0,0,0.0181768,0,0,0.0551958,0.047069,0.0358315,0.0261973,0.0140951,0.0438953,0.0265916,0.0342657,0.0398884,0.0406753,0.0322511,0.0304738,0.033314,0.0202401,0.0249171,0.014169,0.039254,0.03316,0.0134609,0.0120671,0,0.0297366,0.0443899,0.0482559,0,0,0.0660065,0,0,0,0.0503247,0.0487517,0.0225639,0.0283306,0.0428181,0.0438803,0.0722829,0.0477283,0.0648177,0.0458299,0.0470025,0.0700338,0.0468146,0.0458582,0,0.074601,0.046431,0.066532,0,0,0,0.0555585,0.0544762,0,0
1197,0.0448672,0,0,0,0,0.0454601,0,0,0,0,0,0,0.04542,0,0.0280931,0.0314253,0,0,0.0182737,0,0,0.0552566,0.0470453,0.0359221,0.0262384,0.0143781,0.0440233,0.0268994,0.0338757,0.0395655,0.0405213,0.0319794,0.0306647,0.0337568,0.0204021,0.0250366,0.0142793,0.0388619,0.0332111,0.0135067,0.0122664,0,0.0295554,0.0441458,0.0482948,0,0,0.0661409,0,0,0,0.0503892,0.0488415,0.0227815,0.0282802,0.0430845,0.0438304,0.072872,0.0479393,0.0646798,0.0456646,0.0467916,0.0707788,0.0474412,0.0458987,0,0.0746714,0.0461933,0.0665428,0,0,0,0.0559955,0.0545762,0,0
1198,0.0448042,0,0,0,0,0.0453675,0,0,0,0,0,0,0.0441642,0,0.0283083,0.0313779,0,0,0.0183722,0,0,0.0554302,0.0466847,0.0359691,0.0264158,0.0145786,0.0441794,0.0272452,0.033527,0.0393568,0.0403899,0.0317035,0.0309034,0.0341074,0.0205827,0.0252454,0.0147332,0.0385325,0.0333035,0.0135617,0.012464,0,0.0292611,0.0438463,0.0483509,0,0,0.0662566,0,0,0,0.0504468,0.0486408,0.0228401,0.0283178,0.043467,0.0438883,0.0733562,0.0481789,0.064724,0.0457212,0.0466823,0.0701491,0.0475654,0.0460116,0,0.074687,0.0459531,0.0665112,0,0,0,0.0563946,0.0545791,0,0
1199,0.0446984,0,0,0,0,0.0453491,0,0,0,0,0,0,0.0431394,0,0.0286682,0.0311635,0,0,0.0185479,0,0,0.0556459,0.0462311,0.0360526,0.026693,0.0147149,0.0443708,0.027555,0.033247,0.0392077,0.0402238,0.0315245,0.0311523,0.0342641,0.0207267,0.025427,0.0152796,0.0381013,0.0333141,0.0135054,0.012618,0,0.0289853,0.0435345,0.0484177,0,0,0.0664067,0,0,0,0.050477,0.048426,0.0228999,0.0283495,0.0439164,0.0440199,0.0738274,0.0483987,0.0647368,0.0457694,0.0466749,0.0697814,0.0476058,0.0460639,0,0.0747153,0.0458154,0.0664828,0,0,0,0.056799,0.0545425,0,0
1200,0.0445195,0,0,0,0,0.0454027,0,0,0,0,0,0,0.0423499,0,0.0291588,0.0315537,0,0,0.0186442,0,0,0.0558016,0.045977,0.0360819,0.0266657,0.0148532,0.0447045,0.0278345,0.0329305,0.0389701,0.0400957,0.0314668,0.0312904,0.0342173,0.0207458,0.025548,0.0158042,0.0377918,0.0333133,0.0134947,0.0128036,0,0.0286989,0.0432712,0.0485128,0,0,0.0666189,0,0,0,0.050326,0.0482907,0.0228728,0.0282167,0.0444893,0.044128,0.074349,0.0484488,0.064671,0.0457626,0.0466546,0.069751,0.0477077,0.0460822,0,0.0748198,0.0457067,0.0665377,0,0,0,0.0571377,0.0544905,0,0
1201,0.0442941,0,0,0,0,0.0455173,0,0,0,0,0,0,0.0416485,0,0.0294909,0.0319718,0,0,0.0186695,0,0,0.055903,0.0455616,0.0360189,0.0266805,0.014933,0.0450237,0.0280717,0.0326659,0.0387497,0.0400308,0.0313513,0.0314109,0.0342092,0.02066,0.0257504,0.0163371,0.037398,0.033315,0.0135719,0.0129998,0,0.0283777,0.0430343,0.0486085,0,0,0.0669205,0,0,0,0.0502444,0.0482148,0.022826,0.0279578,0.0450505,0.0442239,0.0748553,0.0485388,0.064638,0.0457406,0.0466151,0.0697631,0.0476866,0.0460141,0,0.0749655,0.0456955,0.0665336,0,0,0,0.0574227,0.0544626,0,0
1202,0.0441355,0,0,0,0,0.045617,0,0,0,0,0,0,0.0408733,0,0.0297216,0.0322306,0,0,0.0187077,0,0,0.0560614,0.0449322,0.0359514,0.0268012,0.0149861,0.0452837,0.0282687,0.0325132,0.0386699,0.0399976,0.0316064,0.0315617,0.0343459,0.0204929,0.0259859,0.0169756,0.0370843,0.0332737,0.0135504,0.0132318,0,0.0280392,0.042772,0.0486965,0,0,0.0671706,0,0,0,0.0503742,0.0481665,0.0228002,0.0277448,0.0455432,0.0444052,0.0752808,0.0487785,0.0646091,0.04574,0.0466756,0.0699064,0.0474063,0.0460293,0,0.0751196,0.0457457,0.066517,0,0,0,0.0577529,0.0544037,0,0
1203,0.0440844,0,0,0,0,0.0457234,0,0,0,0,0,0,0.0403211,0,0.029968,0.0323063,0,0,0.0187869,0,0,0.0562166,0.0443119,0.0361723,0.026909,0.0150758,0.0455923,0.0283106,0.0324766,0.038598,0.0400118,0.0319973,0.0316196,0.0347128,0.0204218,0.0262213,0.0173952,0.0368367,0.0332674,0.0135297,0.0135151,0,0.0276973,0.0424993,0.0487447,0,0,0.0673263,0,0,0,0.0505105,0.0481671,0.022724,0.0275382,0.0459868,0.0445901,0.0756503,0.0491994,0.0646284,0.045791,0.0468008,0.0701227,0.0468844,0.0460145,0,0.0752439,0.0457805,0.0664937,0,0,0,0.0581421,0.0543738,0,0
1204,0.0440802,0,0,0,0,0.0458449,0,0,0,0,0,0,0.0400128,0,0.0303381,0.0325243,0,0,0.0187023,0,0,0.0561429,0.0438229,0.0356508,0.027007,0.0151242,0.0459775,0.0281916,0.0324601,0.0385192,0.0400427,0.0324185,0.0316567,0.0352022,0.0203638,0.0263913,0.0173062,0.0366263,0.0332703,0.013617,0.013807,0,0.0273863,0.0421685,0.0487762,0,0,0.0673516,0,0,0,0.0507193,0.0482751,0.0225244,0.0272736,0.0463084,0.044661,0.0759451,0.0496455,0.0647888,0.0458891,0.0469274,0.0702544,0.0462445,0.0460966,0,0.0753504,0.0457932,0.0664704,0,0,0,0.0587461,0.0543484,0,0
1205,0.044094,0,0,0,0,0.0460012,0,0,0,0,0,0,0.0399591,0,0.0308156,0.0328081,0,0,0.0186655,0,0,0.0560598,0.0433479,0.0352192,0.0270315,0.0153216,0.0463159,0.0280649,0.0325372,0.0384403,0.0399268,0.0329247,0.0317196,0.0354958,0.0204546,0.026683,0.0170696,0.0363961,0.0333081,0.0137084,0.0141362,0,0.027109,0.0418173,0.0488483,0,0,0.0673042,0,0,0,0.0510104,0.0484781,0.0222513,0.026892,0.0465378,0.0446521,0.0762789,0.0500942,0.0651384,0.0460184,0.0471274,0.0704688,0.0453539,0.0461746,0,0.0754029,0.0458113,0.0664468,0,0,0,0.0591138,0.0543735,0,0
1206,0.0441745,0,0,0,0,0.046022,0,0,0,0,0,0,0.0399568,0,0.0313207,0.0333428,0,0,0.0187159,0,0,0.0560539,0.0427577,0.0352152,0.0271457,0.015873,0.0464403,0.0277932,0.0327798,0.0383062,0.0396875,0.033315,0.0318753,0.0356752,0.0206743,0.0270257,0.0168865,0.0362554,0.0333911,0.0138221,0.0145831,0,0.026791,0.0415105,0.0489389,0,0,0.0672324,0,0,0,0.051412,0.0486688,0.0218742,0.0264271,0.0466034,0.0447044,0.0765193,0.0506626,0.0654192,0.0461234,0.0473834,0.0707325,0.0442757,0.0462601,0,0.075431,0.0458493,0.0664443,0,0,0,0.0594279,0.054373,0,0
1207,0.0443653,0,0,0,0,0.0459951,0,0,0,0,0,0,0.0399843,0,0.031611,0.0340032,0,0,0.0186518,0,0,0.0560094,0.0423852,0.0354508,0.0273279,0.0163731,0.0463153,0.0274287,0.0331452,0.0381858,0.0393896,0.0335689,0.0321327,0.0356958,0.0208936,0.0272884,0.0166935,0.036208,0.0334912,0.0139927,0.0152177,0,0.0264349,0.0412063,0.0490451,0,0,0.0671708,0,0,0,0.0519282,0.0487857,0.0215296,0.0258592,0.0466305,0.044748,0.076771,0.0512877,0.065436,0.0462631,0.0476089,0.0710635,0.0431584,0.0463213,0,0.0754587,0.0458721,0.0664939,0,0,0,0.0597602,0.0545379,0,0
1208,0.0445258,0,0,0,0,0.0459421,0,0,0,0,0,0,0.0399503,0,0.0318655,0.0343615,0,0,0.0185093,0,0,0.056007,0.0422336,0.035285,0.0274991,0.0166652,0.0461041,0.0270271,0.0334713,0.0380635,0.0392307,0.0338254,0.0323813,0.0356586,0.0209348,0.0274796,0.0164094,0.0362328,0.0336346,0.0140934,0.0160335,0,0.0261417,0.0408428,0.0491427,0,0,0.0670737,0,0,0,0.0524477,0.0488669,0.0212027,0.0254643,0.0466751,0.0447151,0.0770132,0.0518152,0.0653197,0.046407,0.0478766,0.0712814,0.0418849,0.0463699,0,0.0754766,0.0458781,0.066617,0,0,0,0.0600503,0.0550569,0,0
1209,0.0449512,0,0,0,0,0.0458647,0,0,0,0,0,0,0.0386363,0,0.0317826,0.0344178,0,0,0.0181303,0,0,0.0557186,0.0416875,0.0355411,0.0278589,0.0166246,0.0452041,0.0256757,0.033912,0.0384444,0.0386444,0.0332382,0.032525,0.0359156,0.0210881,0.0275168,0.0175852,0.0366772,0.0338272,0.014292,0.0164769,0,0.0256611,0.0392718,0.0493692,0,0,0.0668674,0,0,0,0.0541376,0.0467091,0.0214495,0.0250446,0.046115,0.0447292,0.0808084,0.0555154,0.0633914,0.0442821,0.0468337,0.0705238,0.0361793,0.0466076,0,0.0754589,0.046085,0.065997,0,0,0,0.0626632,0,0,0
1210,0.0447965,0,0,0,0,0.0457198,0,0,0,0,0,0,0.0393527,0,0.0321788,0.0350202,0,0,0.0180589,0,0,0.0556906,0.0420722,0.035478,0.0277365,0.0168978,0.0456715,0.0260362,0.0337243,0.0376702,0.0391941,0.0343557,0.0324354,0.0359648,0.0209443,0.027853,0.0166128,0.0365631,0.0338377,0.0143112,0.0181584,0,0.0259193,0.0401931,0.04939,0,0,0.0666709,0,0,0,0.0532392,0.048858,0.0206166,0.0246457,0.0466637,0.0447155,0.0771959,0.0523533,0.0653692,0.0466762,0.0483149,0.0718649,0.0389981,0.0465955,0,0.0754305,0.0457651,0.0668538,0,0,0,0.0602794,0.056079,0,0
1211,0.04512,0,0,0,0,0.0456368,0,0,0,0,0,0,0.0376313,0,0.0322356,0.0348568,0,0,0.0179097,0,0,0.0554036,0.0415546,0.0354059,0.0281409,0.0167381,0.0449037,0.0246533,0.0340846,0.0382509,0.038692,0.0334901,0.0326286,0.0362286,0.0210862,0.027756,0.0184182,0.0370717,0.0340761,0.0144947,0.0192216,0,0.025417,0.0387497,0.0496953,0,0,0.0665988,0,0,0,0.0547874,0.0464384,0.0208774,0.0240808,0.0459678,0.0448952,0.0807243,0.0557588,0.0634051,0.0444059,0.0473138,0.0710223,0.0330976,0.0466942,0,0.0754105,0.0460614,0.0661605,0,0,0,0.062616,0,0,0
1212,0.0449317,0,0,0,0,0.0454366,0,0,0,0,0,0,0.0380235,0,0.032702,0.0350434,0,0,0.017905,0,0,0.0555425,0.0420788,0.0351585,0.0279614,0.0171665,0.0457203,0.0249775,0.0339273,0.0383212,0.0391553,0.034384,0.0326349,0.0362693,0.0209487,0.027964,0.0178072,0.0369765,0.0342242,0.0145202,0.0206434,0,0.0255898,0.039858,0.0497488,0,0,0.0666043,0,0,0,0.053601,0.0483633,0.0200802,0.0240182,0.0464269,0.0449353,0.07676,0.0522554,0.0655773,0.0464966,0.0484819,0.0719149,0.0357605,0.0466523,0,0.0754662,0.0458727,0.0669095,0,0,0,0.0599135,0.054755,0,0
1213,0.0449703,0,0,0,0,0.0452681,0,0,0,0,0,0,0.0372817,0,0.0330806,0.035076,0,0,0.0179512,0,0,0.0555795,0.0421238,0.0350227,0.0279962,0.0174125,0.0459213,0.024446,0.0340574,0.0387841,0.0391228,0.0343739,0.0327458,0.0364807,0.0210551,0.0279871,0.0184562,0.0371657,0.0344269,0.0145917,0.021433,0,0.0254909,0.0396926,0.0498645,0,0,0.0666061,0,0,0,0.0535712,0.0482519,0.019823,0.023801,0.0462596,0.0450315,0.0762601,0.0516998,0.0654092,0.0462923,0.0482956,0.0718097,0.0343331,0.046776,0,0.0755082,0.0459051,0.066941,0,0,0,0.0596649,0.0542013,0,0
1214,0.0450215,0,0,0,0,0.0451822,0,0,0,0,0,0,0.0369758,0,0.0332139,0.0351167,0,0,0.0179783,0,0,0.0556055,0.0421011,0.0349406,0.0280055,0.0174227,0.0461723,0.0240269,0.0341035,0.0382548,0.039137,0.0342585,0.0327869,0.0365409,0.0211008,0.0280016,0.0186594,0.0373035,0.0346447,0.0146252,0.0216238,0,0.0254424,0.0394119,0.0499134,0,0,0.0665686,0,0,0,0.0535207,0.0482406,0.0195279,0.0235979,0.0461735,0.045124,0.0757417,0.0507677,0.0648562,0.0459104,0.0480576,0.0716338,0.0333173,0.0468726,0,0.0755409,0.0459752,0.0669368,0,0,0,0.0593642,0.0537387,0,0
1215,0.0450949,0,0,0,0,0.0451549,0,0,0,0,0,0,0.0368025,0,0.0331769,0.0349657,0,0,0.0179168,0,0,0.0555923,0.0420187,0.034919,0.0279803,0.0173944,0.0463396,0.0236952,0.0341499,0.0380695,0.0391457,0.0340255,0.0327776,0.0362709,0.0211435,0.0279843,0.0188267,0.0374812,0.0348728,0.0147162,0.0216501,0,0.0253698,0.0391451,0.0499435,0,0,0.0665538,0,0,0,0.0534417,0.0482973,0.0193344,0.0232888,0.0462368,0.0452417,0.0752195,0.0493516,0.0643089,0.0453472,0.0477217,0.0713772,0.0324041,0.046959,0,0.0755984,0.0461118,0.0668841,0,0,0,0.0592267,0.0532674,0,0
1216,0.0450433,0,0,0,0,0.0451422,0,0,0,0,0,0,0.0365479,0,0.033017,0.0348756,0,0,0.0177539,0,0,0.0554902,0.0418702,0.034896,0.0279039,0.0174533,0.0465291,0.0234091,0.0340979,0.0383765,0.0391773,0.0337662,0.0327822,0.035819,0.0211385,0.027916,0.0191355,0.0376269,0.0350488,0.014864,0.0213935,0,0.0250226,0.0389394,0.0499386,0,0,0.0665635,0,0,0,0.053332,0.0483398,0.0192297,0.0227435,0.0464479,0.0453878,0.0749204,0.0478966,0.0636688,0.0448101,0.047474,0.0711797,0.031925,0.0470678,0,0.0756716,0.0463046,0.066849,0,0,0,0.0591987,0.0528054,0,0
1217,0.0449384,0,0,0,0,0.0451116,0,0,0,0,0,0,0.036222,0,0.032841,0.035091,0,0,0.0177883,0,0,0.055511,0.0416416,0.034904,0.0280342,0.0174889,0.0466504,0.0233649,0.0340417,0.0386045,0.0391767,0.0334376,0.0327507,0.0360132,0.0210846,0.0277587,0.0194907,0.0376354,0.0351818,0.0149251,0.0210165,0,0.0244812,0.0385145,0.0498814,0,0,0.066593,0,0,0,0.0532957,0.0485361,0.0189791,0.0219785,0.0466292,0.0455729,0.0746895,0.0477997,0.0634954,0.0445124,0.0473814,0.0711932,0.0321415,0.0470907,0,0.0757454,0.0464884,0.0668502,0,0,0,0.0590927,0.052275,0,0
1218,0.0449745,0,0,0,0,0.0450528,0,0,0,0,0,0,0.0357616,0,0.0328813,0.0353914,0,0,0.0179284,0,0,0.0555606,0.0413607,0.0348493,0.0282553,0.0175202,0.0465638,0.0234182,0.0340134,0.0387679,0.0391329,0.0330417,0.032725,0.0362249,0.0210358,0.0276717,0.0199682,0.0376947,0.0352461,0.0149121,0.0206255,0,0.0239224,0.0381301,0.04984,0,0,0.0666704,0,0,0,0.0532936,0.0488071,0.0188415,0.0210728,0.0468337,0.0457404,0.0747381,0.0474215,0.0634951,0.0441626,0.0472933,0.0712416,0.0329931,0.0471516,0,0.0759014,0.0466326,0.0668893,0,0,0,0.0591613,0.0520519,0,0
1219,0.0453089,0,0,0,0,0.0450783,0,0,0,0,0,0,0.0344343,0,0.0327016,0.0355693,0,0,0.0177144,0,0,0.0554102,0.0405293,0.0348151,0.0286248,0.0171472,0.045871,0.0226788,0.03411,0.0394688,0.0386835,0.0317775,0.0327653,0.0363085,0.0212429,0.0275028,0.0215124,0.0381584,0.0353208,0.0149502,0.0199637,0,0.0227119,0.0365184,0.049916,0,0,0.0666409,0,0,0,0.0543331,0.0472805,0.0193241,0.0183812,0.0466116,0.0459561,0.0785862,0.0494541,0.0618448,0.0420595,0.0464264,0.0707013,0.031006,0.0472585,0,0.0759461,0.0469664,0.0662222,0,0,0,0.061411,0,0,0
