Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,RTHIA,x76,x80,,x75
31,0.0465017,0,0,0,0,0.0488634,0,0,0,0,0,0,0.0373547,0,0.0330114,0.0317331,0,0,0.0166733,0,0,0.0485076,0.0439179,0.0298168,0.0239657,0.0207922,0.0319844,0.0409427,0.0315396,0.03085,0.0389122,0.0382443,0.0411172,0.0450497,0.0289734,0.0324879,0.0210364,0.0572508,0.0192763,0.0143612,0.0355492,0,0.0221976,0.0499059,0.0421415,0,0,0.0120499,0,0,0.0247565,0.0458976,0.0383379,0.0208774,0.0138983,0.0305765,0.0489509,0.0427925,0.0520639,0.0342769,0.0602225,0.0394107,0.0466281,0.0681929,0.0118143,0.0507544,0.0223788,0.0179889,0.0596281,0.0646003,0,0,0,0,0,0,0,0,0
32,0.0464767,0,0,0,0,0.04893,0,0,0,0,0,0,0.0374159,0,0.0329941,0.0316763,0,0,0.0175618,0,0,0.0483072,0.0439575,0.029766,0.0240229,0.0209115,0.031864,0.0413588,0.0316667,0.0306603,0.0388424,0.0382253,0.0410883,0.044964,0.0290741,0.0324716,0.0209371,0.0572413,0.0200691,0.0133957,0.0357277,0,0.0222485,0.0500391,0.0421485,0,0,0.0120853,0,0,0.0248488,0.0458222,0.0384447,0.0199246,0.0139404,0.0305273,0.0488603,0.0427949,0.0520872,0.0342152,0.0602562,0.0397397,0.046655,0.0681535,0.0119171,0.0507762,0.0223975,0.0181738,0.0597821,0.0645469,0,0,0,0,0,0,0,0,0
33,0.0465229,0,0,0,0,0.0488453,0,0,0,0,0,0,0.038307,0,0.0326816,0.0311803,0,0,0.0188898,0,0,0.047773,0.0440426,0.0282868,0.0240203,0.0213297,0.0319034,0.0417731,0.0322842,0.0305389,0.0382241,0.0382576,0.041382,0.0450962,0.0294187,0.0327814,0.0193956,0.0574206,0.021586,0.0128198,0.0363735,0,0.0223248,0.0495224,0.0421548,0,0,0.0122888,0,0,0.024912,0.0457027,0.0386214,0.0201531,0.0142613,0.0306374,0.0485393,0.0429909,0.0518861,0.0339665,0.060643,0.0400745,0.0469364,0.0682794,0.0122288,0.0509691,0.0225495,0.0185771,0.0596731,0.0644554,0,0,0,0,0,0,0,0,0
34,0.0465072,0,0,0,0,0.0489521,0,0,0,0,0,0,0.0373912,0,0.032984,0.0317129,0,0,0.017516,0,0,0.0482848,0.0438763,0.0297719,0.0242519,0.0209096,0.0320467,0.0414011,0.0317352,0.0304421,0.0388481,0.0382323,0.0409843,0.0447847,0.0290564,0.0324623,0.0208923,0.0573036,0.0199057,0.0133652,0.0358923,0,0.0223463,0.0498689,0.0420922,0,0,0.0120921,0,0,0.0248106,0.0459032,0.0384135,0.0213602,0.0140136,0.0306901,0.0488303,0.0428148,0.051991,0.0342309,0.0603484,0.039797,0.0467896,0.0682673,0.0119521,0.0508062,0.022425,0.0182024,0.0597859,0.0646082,0,0,0,0,0,0,0,0,0
35,0.0467021,0,0,0,0,0.0486795,0,0,0,0,0,0,0.0374007,0,0.0330081,0.0317331,0,0,0.0142327,0,0,0.0488194,0.0437513,0.0299111,0.0242587,0.0209519,0.0320653,0.0397805,0.031709,0.0304619,0.0389388,0.0382335,0.0408796,0.0448386,0.0290041,0.0324241,0.0209437,0.0576356,0.0168824,0.0186028,0.0355839,0,0.0223179,0.0500603,0.0421784,0,0,0.0121786,0,0,0.0244844,0.0458753,0.0383624,0.0215172,0.0138911,0.0307576,0.0490174,0.0428759,0.0520948,0.0343507,0.0602767,0.0395605,0.0467132,0.0683169,0.0118197,0.0507275,0.0225309,0.0174111,0.059547,0.0646016,0,0,0,0,0,0,0,0,0
36,0.0467479,0,0,0,0,0.0486979,0,0,0,0,0,0,0.0374649,0,0.0330273,0.0316314,0,0,0.0142495,0,0,0.0488354,0.0437013,0.0298601,0.0241824,0.0210053,0.0319367,0.039776,0.0317612,0.0304607,0.038935,0.0382846,0.040858,0.0448499,0.028948,0.0324406,0.0208284,0.0576266,0.0169713,0.018602,0.035445,0,0.0223198,0.0503073,0.0421817,0,0,0.012184,0,0,0.0245175,0.0457494,0.0384653,0.0205388,0.0138613,0.0306897,0.0490793,0.0429716,0.0521775,0.034343,0.0602487,0.0396556,0.0466822,0.0683487,0.0118129,0.0507214,0.0225178,0.0174385,0.0596274,0.0645275,0,0,0,0,0,0,0,0,0
37,0.0466663,0,0,0,0,0.048982,0,0,0,0,0,0,0.0373848,0,0.0330368,0.0312191,0,0,0.0146181,0,0,0.0487443,0.0438959,0.0300241,0.0229846,0.0211392,0.0297077,0.0389314,0.0321445,0.0305574,0.0386675,0.0381843,0.0409077,0.0448544,0.0288646,0.0322498,0.0211159,0.0579051,0.0171903,0.0186357,0.0347391,0,0.0226164,0.0530125,0.0425603,0,0,0.0117009,0,0,0.0245284,0.0449381,0.0395756,0,0.0134148,0.029943,0.0499009,0.044638,0.053551,0.0345294,0.0595134,0.0390686,0.0459848,0.0678468,0.011841,0.0503773,0.0220912,0.0170735,0.0604328,0.0635774,0,0,0,0,0,0,0,0,0
38,0.0466894,0,0,0,0,0.0488131,0,0,0,0,0,0,0.0374694,0,0.0330987,0.0317904,0,0,0.0150626,0,0,0.0487793,0.043457,0.0298898,0.0239847,0.0209338,0.0320893,0.0403054,0.031701,0.0304312,0.0388435,0.0382893,0.0409939,0.0449234,0.0288751,0.0324229,0.020806,0.057484,0.0173202,0.0169768,0.035616,0,0.0223988,0.0501269,0.0421579,0,0,0.0121379,0,0,0.0246694,0.0459024,0.038371,0.0218161,0.0139146,0.0308479,0.0489223,0.0428975,0.0521594,0.0343966,0.0602737,0.0398386,0.0467985,0.068457,0.011788,0.0505151,0.0225839,0.0177143,0.0596738,0.0644856,0,0,0,0,0,0,0,0,0
39,0.0467341,0,0,0,0,0.048744,0,0,0,0,0,0,0.037301,0,0.0331612,0.0317504,0,0,0.0141897,0,0,0.0488733,0.0433388,0.0299008,0.0239548,0.020847,0.0321264,0.0399213,0.0317025,0.0303768,0.0388268,0.0383013,0.0410091,0.0449161,0.0289328,0.0324272,0.0210314,0.0576074,0.016652,0.0184917,0.0355249,0,0.0223618,0.0502013,0.0421637,0,0,0.0121654,0,0,0.0245552,0.045938,0.0382286,0.0216347,0.0138525,0.0309015,0.0489135,0.0429897,0.0522104,0.0344341,0.0602237,0.0397091,0.0468284,0.068449,0.011623,0.0504911,0.0226981,0.0174661,0.0596037,0.064495,0,0,0,0,0,0,0,0,0
40,0.0468376,0,0,0,0,0.0487829,0,0,0,0,0,0,0.0369013,0,0.033185,0.0311493,0,0,0.0144557,0,0,0.0486901,0.0434706,0.0296753,0.0244591,0.0211256,0.030805,0.0393903,0.0325414,0.0307614,0.038055,0.0377411,0.0410456,0.0449842,0.0289115,0.0322161,0.021461,0.0579459,0.017342,0.0185699,0.0369453,0,0.0218458,0.0511037,0.0420651,0,0,0.0121193,0,0,0.0245953,0.0453287,0.0371753,0.0233497,0.0117337,0.0298866,0.0489031,0,0.053782,0.0367886,0.0592666,0.0386135,0.0465391,0.0681384,0.012525,0.0506396,0.0228002,0.0175088,0.0600063,0.0636419,0,0,0,0,0,0,0,0,0
41,0.0467217,0,0,0,0,0.0487662,0,0,0,0,0,0,0.0374492,0,0.0331217,0.0316028,0,0,0.0144999,0,0,0.0487826,0.0431267,0.0300105,0.0240059,0.0209533,0.0321352,0.0402169,0.0317057,0.0303205,0.0387825,0.0382758,0.0409635,0.0449081,0.0286925,0.032247,0.0209126,0.0573768,0.0172664,0.0180672,0.0355659,0,0.0223631,0.0502635,0.0421076,0,0,0.0121442,0,0,0.0245953,0.0459158,0.0381834,0.0216979,0.0138271,0.030938,0.0488591,0.042766,0.0521498,0.0344087,0.0601825,0.0395197,0.0467921,0.0684839,0.0115931,0.0505847,0.0227286,0.0175303,0.0596173,0.0645287,0,0,0,0,0,0,0,0,0
42,0.0467238,0,0,0,0,0.048764,0,0,0,0,0,0,0.0374668,0,0.0330971,0.0317416,0,0,0.0143708,0,0,0.0488345,0.0429642,0.0301457,0.0241058,0.0209151,0.0321931,0.0403462,0.0316635,0.0302778,0.0387902,0.0382718,0.0411746,0.0448319,0.0286945,0.0321889,0.0209544,0.0573033,0.0170837,0.0182747,0.0356869,0,0.0224343,0.0501587,0.0420738,0,0,0.0121483,0,0,0.0245993,0.0459832,0.0382191,0.0223917,0.0138595,0.0309815,0.0488419,0.0425603,0.05211,0.0344179,0.0601946,0.03967,0.0468247,0.068452,0.0116798,0.0506137,0.0227687,0.0175057,0.0596057,0.0645617,0,0,0,0,0,0,0,0,0
43,0.046728,0,0,0,0,0.0487315,0,0,0,0,0,0,0.0373822,0,0.0331247,0.0317331,0,0,0.0142208,0,0,0.0488801,0.0428947,0.0301315,0.0240745,0.0209313,0.0322267,0.0403683,0.0316484,0.0302671,0.0388152,0.0382833,0.0412097,0.0448443,0.028786,0.0322394,0.0210583,0.0571477,0.0169135,0.0184712,0.0356663,0,0.022403,0.0501641,0.0420651,0,0,0.012133,0,0,0.0246076,0.0460267,0.0382215,0.022435,0.0138592,0.0310097,0.0487928,0.0425819,0.0521229,0.0343829,0.0602304,0.0396387,0.0468893,0.0684644,0.0116754,0.0504748,0.0227947,0.017477,0.0595627,0.0645644,0,0,0,0,0,0,0,0,0
44,0.0467092,0,0,0,0,0.0487171,0,0,0,0,0,0,0.037312,0,0.0331404,0.0317456,0,0,0.0142741,0,0,0.048901,0.0429009,0.0300011,0.0238171,0.0209345,0.0321736,0.0403254,0.0317168,0.0302088,0.0387707,0.0382726,0.0411226,0.0449101,0.0288817,0.0323076,0.0210659,0.0570978,0.0168797,0.0185013,0.0355155,0,0.0223614,0.0502234,0.0421151,0,0,0.012111,0,0,0.0246543,0.0459166,0.0382409,0.0217635,0.0137874,0.0310052,0.0487715,0.0425886,0.0521687,0.0343906,0.0602351,0.0396579,0.046873,0.0685222,0.0116043,0.0502374,0.0228321,0.017446,0.0595134,0.064521,0,0,0,0,0,0,0,0,0
45,0.0468143,0,0,0,0,0.0487571,0,0,0,0,0,0,0.0370621,0,0.0330761,0.0311954,0,0,0.014597,0,0,0.048804,0.0430865,0.0297165,0.0239623,0.0212161,0.0307464,0.0396522,0.0325803,0.030608,0.0379778,0.0376768,0.0411884,0.0450247,0.028985,0.0321125,0.0212467,0.0575261,0.0171861,0.0186201,0.0368113,0,0.0219003,0.0511646,0.0420762,0,0,0.0120653,0,0,0.0246683,0.0450749,0.0373425,0.0229286,0.0116969,0.0299344,0.0488473,0,0.0537493,0.036793,0.0593254,0.0386017,0.0465193,0.0682175,0.0124791,0.0504676,0.0228804,0.0174804,0.0599078,0.0636409,0,0,0,0,0,0,0,0,0
46,0.046632,0,0,0,0,0.0489725,0,0,0,0,0,0,0.0373713,0,0.0330799,0.0310435,0,0,0.0147251,0,0,0.0488195,0.0430548,0.0301495,0.0226297,0.0211855,0.0298211,0.0393179,0.0321381,0.0302903,0.0385694,0.0381589,0.0410587,0.0450177,0.0287969,0.0320884,0.0211018,0.0574889,0.0171995,0.0185308,0.0346764,0,0.022651,0.0531584,0.0425121,0,0,0.01163,0,0,0.0244939,0.0446419,0.0394589,0,0.0132988,0.0301152,0.0497751,0.0442742,0.0534621,0.0345438,0.0595425,0.0387167,0.0460382,0.068029,0.0116642,0.0503219,0.0223387,0.0170382,0.0602309,0.0636422,0,0,0,0,0,0,0,0,0
47,0.0468309,0,0,0,0,0.0487468,0,0,0,0,0,0,0.0369481,0,0.0331408,0.0310537,0,0,0.0145724,0,0,0.0487978,0.0429969,0.0297485,0.0240177,0.0212487,0.0307096,0.0396964,0.0325384,0.0306177,0.0380195,0.0377326,0.0413005,0.0451049,0.0288631,0.0321472,0.0213787,0.05756,0.0171484,0.0185431,0.0367439,0,0.0218939,0.0513381,0.0420214,0,0,0.0121777,0,0,0.0246477,0.0449232,0.0373606,0.0224124,0.0116457,0.0299093,0.0489002,0,0.0537399,0.0367515,0.0592957,0.0384907,0.0464636,0.0682678,0.0124556,0.0506409,0.0228783,0.0174963,0.0598036,0.0637307,0,0,0,0,0,0,0,0,0
48,0.0467502,0,0,0,0,0.0486999,0,0,0,0,0,0,0.0371318,0,0.0332011,0.0316256,0,0,0.0142437,0,0,0.0488596,0.0430741,0.0300027,0.0232653,0.0210199,0.031901,0.0402588,0.0317462,0.0302166,0.0386824,0.0382141,0.0413184,0.0449484,0.0288626,0.0323148,0.0212432,0.0571345,0.0167697,0.0184021,0.035328,0,0.0223783,0.0505167,0.0420928,0,0,0.0122774,0,0,0.0246977,0.0455384,0.0383929,0.0199251,0.0137581,0.0308184,0.048882,0.0426173,0.0522073,0.0344309,0.0601869,0.0394186,0.0467708,0.0684699,0.0116204,0.0504794,0.0227879,0.0174267,0.0593072,0.0645769,0,0,0,0,0,0,0,0,0
49,0.0467356,0,0,0,0,0.0486846,0,0,0,0,0,0,0.0372115,0,0.0331588,0.0316646,0,0,0.014315,0,0,0.0487726,0.0438225,0.0298034,0.0232253,0.0209972,0.0317881,0.0402429,0.0318225,0.030247,0.0385325,0.038184,0.0413967,0.0449689,0.0290159,0.0323596,0.0210782,0.0570928,0.0167552,0.0184574,0.0352117,0,0.0223721,0.05048,0.0421118,0,0,0.0123333,0,0,0.024836,0.045595,0.0383628,0.0199518,0.0137337,0.0307852,0.0488949,0.0425649,0.0522824,0.0345082,0.0601866,0.0394201,0.0467886,0.0684999,0.0115972,0.0504133,0.0227785,0.0174422,0.0591328,0.0645728,0,0,0,0,0,0,0,0,0
50,0.0468171,0,0,0,0,0.0486449,0,0,0,0,0,0,0.0386981,0,0.033557,0.0290888,0,0,0.014061,0,0,0.0489168,0,0.0285888,0.0236863,0.0227368,0.0328576,0.0409901,0.0342215,0.0298037,0.0384748,0.0402201,0.0421576,0.0454698,0.0295573,0.0330159,0.0190597,0.0568305,0.0165461,0.0184249,0.034027,0,0.0220574,0.0530201,0.0416258,0,0,0.0125435,0,0,0.0251078,0.0423645,0.0389893,0.0204441,0.0121577,0.0295665,0.0481693,0.0430203,0.0535299,0.0329904,0.0595894,0.0387728,0.0463575,0.0684153,0.0117849,0.0504293,0.02322,0.0176918,0.0591988,0.0645241,0,0,0,0,0,0,0,0,0
51,0.046819,0,0,0,0,0.0486038,0,0,0,0,0,0,0.038714,0,0.0335519,0.029108,0,0,0.0140755,0,0,0.048914,0,0.0286125,0.0238173,0.0227321,0.0328612,0.040999,0.0342056,0.0297549,0.0385173,0.0402528,0.0421513,0.0455259,0.0294869,0.0330264,0.0190992,0.0568245,0.0165418,0.0184073,0.0340181,0,0.0220618,0.0529957,0.0416304,0,0,0.0125001,0,0,0.0250111,0.0423277,0.0389826,0.0203931,0.0121524,0.0295622,0.0481497,0.0433398,0.0538423,0.032918,0.0596234,0.0387776,0.0464027,0.0684675,0.0117847,0.0504648,0.0232108,0.0176708,0.0592256,0.0645512,0,0,0,0,0,0,0,0,0
52,0.0466892,0,0,0,0,0.048589,0,0,0,0,0,0,0.0372116,0,0.0331819,0.0317486,0,0,0.0143044,0,0,0.0487919,0.0426182,0.0301272,0.0234777,0.0208988,0.0319051,0.0402727,0.0316613,0.0301053,0.0388788,0.0383744,0.0413206,0.0450057,0.0287946,0.0323305,0.021283,0.0570275,0.0167133,0.0184106,0.0351762,0,0.0223577,0.0506791,0.0421131,0,0,0.0123302,0,0,0.0247225,0.0454745,0.0384035,0.0198432,0.0136656,0.0307822,0.0488397,0.0430009,0.0527375,0.0343014,0.0602268,0.0393922,0.0468492,0.0685361,0.0116075,0.0501816,0.0228013,0.0174272,0.0591188,0.0646474,0,0,0,0,0,0,0,0,0
53,0.0467393,0,0,0,0,0.0486135,0,0,0,0,0,0,0.0368392,0,0.0331921,0.0312738,0,0,0.0145521,0,0,0.0487126,0.0426936,0.0299371,0.0239714,0.0210908,0.0306413,0.0396532,0.0324508,0.030535,0.0381198,0.0378538,0.0413845,0.0450137,0.0289212,0.0321276,0.0216556,0.0574806,0.0170581,0.0185101,0.0365889,0,0.0218431,0.0514086,0.0420201,0,0,0.0123969,0,0,0.024808,0.0452052,0.0374048,0.0223835,0.0115786,0.029821,0.0487494,0,0.0541713,0.0367011,0.0593218,0.0385856,0.0465749,0.068153,0.0124499,0.0502106,0.022956,0.0175451,0.0592987,0.0637454,0,0,0,0,0,0,0,0,0
54,0.0467322,0,0,0,0,0.0485988,0,0,0,0,0,0,0.036925,0,0.0331951,0.0312982,0,0,0.014594,0,0,0.0487174,0.0427021,0.0299409,0.0239734,0.021069,0.0305819,0.0396459,0.0324338,0.0305914,0.0380837,0.0379879,0.04138,0.0450326,0.0288673,0.0320759,0.0215405,0.0575011,0.0171057,0.0185355,0.036591,0,0.0218376,0.05143,0.0420321,0,0,0.0124171,0,0,0.0248315,0.045314,0.0374056,0.0224133,0.011571,0.0297791,0.0487894,0,0.0541438,0.0367212,0.0592929,0.038714,0.0465677,0.0681174,0.0124269,0.0504188,0.0229572,0.0175459,0.0592374,0.0637681,0,0,0,0,0,0,0,0,0
55,0.0466567,0,0,0,0,0.0485319,0,0,0,0,0,0,0.0372745,0,0.0332209,0.0319258,0,0,0.0143477,0,0,0.0488229,0.042461,0.0301794,0.0234532,0.0207819,0.0318316,0.0402343,0.0315798,0.0301964,0.0388754,0.0385554,0.041236,0.0450387,0.0286897,0.0322474,0.0211793,0.0570708,0.0168988,0.0184151,0.0352707,0,0.0223275,0.0506801,0.0421379,0,0,0.0124323,0,0,0.0247684,0.0458488,0.0384454,0.0199276,0.0136643,0.0306704,0.0488341,0.0429633,0.0525337,0.0343025,0.0602453,0.0395401,0.0468218,0.068481,0.0116681,0.0503994,0.0228365,0.0174685,0.058877,0.0646637,0,0,0,0,0,0,0,0,0
56,0.0466365,0,0,0,0,0.0485042,0,0,0,0,0,0,0.0372454,0,0.0331365,0.0319292,0,0,0.014347,0,0,0.0488199,0.042443,0.0302016,0.0234485,0.0207509,0.031798,0.0402342,0.0315752,0.0302363,0.0388902,0.0385054,0.0410782,0.0450115,0.0287387,0.0322352,0.0212661,0.0570383,0.017051,0.0183848,0.0354736,0,0.022321,0.0506549,0.0421536,0,0,0.0124298,0,0,0.0247728,0.0458351,0.0385264,0.0199158,0.0137276,0.0305851,0.0487994,0.0428804,0.0525166,0.034286,0.0602815,0.0394767,0.0468383,0.068492,0.011792,0.050414,0.0228292,0.017469,0.0587773,0.0646661,0,0,0,0,0,0,0,0,0
57,0.0466093,0,0,0,0,0.0484783,0,0,0,0,0,0,0.0372961,0,0.0331296,0.0318691,0,0,0.0143545,0,0,0.0488149,0.0424433,0.0301965,0.0235636,0.0207423,0.0317824,0.0401566,0.0315776,0.0302353,0.0388926,0.038509,0.0410006,0.0449678,0.0287861,0.032237,0.021232,0.0570397,0.0170244,0.0183798,0.0356257,0,0.0223064,0.0507001,0.0421731,0,0,0.012453,0,0,0.0247974,0.0458052,0.0385316,0.0198612,0.0137194,0.0305403,0.0488256,0.0429148,0.0525176,0.0342485,0.0603006,0.03947,0.0468791,0.068493,0.0118117,0.050457,0.0228396,0.0174829,0.0587239,0.064632,0,0,0,0,0,0,0,0,0
58,0.0465653,0,0,0,0,0.0484475,0,0,0,0,0,0,0.0372925,0,0.0331906,0.0318617,0,0,0.0143241,0,0,0.0488084,0.0424228,0.0301737,0.0237532,0.0207205,0.0317582,0.0400212,0.031562,0.030193,0.038947,0.0385066,0.0409463,0.0449979,0.0288185,0.0322457,0.0212257,0.0571582,0.0169698,0.0183761,0.0354372,0,0.0223498,0.0507708,0.0421835,0,0,0.0124702,0,0,0.0248163,0.0457925,0.038495,0.0198922,0.0136654,0.0305212,0.0488956,0.0429133,0.0525389,0.0342208,0.0603128,0.0394392,0.0468865,0.0685185,0.0118106,0.0505522,0.0228506,0.017492,0.0586823,0.0646284,0,0,0,0,0,0,0,0,0
59,0.0465533,0,0,0,0,0.0484186,0,0,0,0,0,0,0.037152,0,0.0332849,0.0320188,0,0,0.0142759,0,0,0.0488056,0.0423831,0.0301441,0.0236373,0.0206851,0.0317125,0.0399383,0.0315254,0.0302097,0.0389782,0.03848,0.0409542,0.0450124,0.0288586,0.0322657,0.0213604,0.0573451,0.0168921,0.0183812,0.0353976,0,0.0223582,0.0507581,0.0421741,0,0,0.0124906,0,0,0.0248218,0.0458071,0.0385121,0.019904,0.0136401,0.0304796,0.0488874,0.0429234,0.052528,0.0342278,0.060314,0.0395248,0.0468836,0.0685622,0.0117982,0.0505164,0.022844,0.0174786,0.0585942,0.0646441,0,0,0,0,0,0,0,0,0
60,0.0465281,0,0,0,0,0.0483985,0,0,0,0,0,0,0.0370837,0,0.0333449,0.0321942,0,0,0.014261,0,0,0.0488006,0.0423587,0.0301296,0.0232965,0.0206574,0.0316437,0.0398474,0.0315055,0.030395,0.0389757,0.0384276,0.0409788,0.0450645,0.0288938,0.0322363,0.0214366,0.0574153,0.0168486,0.0183866,0.0354753,0,0.0223672,0.0507167,0.0421609,0,0,0.0124982,0,0,0.0248275,0.0458221,0.0385334,0.0198823,0.0136417,0.0304054,0.0488919,0.0429849,0.0525267,0.0342269,0.0602967,0.0397985,0.0468668,0.0685057,0.0118169,0.0505295,0.0228147,0.0174992,0.0584555,0.0646865,0,0,0,0,0,0,0,0,0
61,0.0465184,0,0,0,0,0.0483185,0,0,0,0,0,0,0.0371773,0,0.033324,0.0321553,0,0,0.0142624,0,0,0.0487706,0.0423869,0.0300444,0.023321,0.0206732,0.0316,0.0397597,0.0315228,0.0306837,0.0389405,0.0384124,0.0409956,0.0451246,0.028839,0.0322588,0.0213225,0.0574225,0.016855,0.0183845,0.0356507,0,0.0223614,0.0507419,0.0421603,0,0,0.0124524,0,0,0.0247933,0.0457719,0.0385284,0.0199304,0.0136204,0.0303848,0.0488557,0.0430445,0.0525233,0.0341932,0.0603266,0.0399421,0.0468496,0.0684752,0.0117363,0.0506279,0.0227679,0.0175467,0.058402,0.0647365,0,0,0,0,0,0,0,0,0
62,0.0464248,0,0,0,0,0.04848,0,0,0,0,0,0,0.0371499,0,0.0332795,0.0315714,0,0,0.0146192,0,0,0.048667,0.0426863,0.0301667,0.0226654,0.0208293,0.0294095,0.0388056,0.0318954,0.0306484,0.0387208,0.038285,0.0409827,0.0451445,0.0286277,0.032101,0.0215446,0.0576884,0.0171986,0.0184059,0.0351552,0,0.0225767,0.0534035,0.0425157,0,0,0.0119769,0,0,0.0246872,0.0449576,0.0395985,0,0.0131311,0.0295957,0.0497057,0.0447325,0.0537961,0.0343689,0.0596596,0.0392617,0.04613,0.0679294,0.0117527,0.0504613,0.0222761,0.017168,0.0590538,0.0638891,0,0,0,0,0,0,0,0,0
63,0.046524,0,0,0,0,0.0481378,0,0,0,0,0,0,0.0372149,0,0.0332744,0.0320447,0,0,0.0143553,0,0,0.0487367,0.0424241,0.0300692,0.0238092,0.0206786,0.0316791,0.0396939,0.0314734,0.0303863,0.0389787,0.0384067,0.0409532,0.0451337,0.0285509,0.0322511,0.0213072,0.05729,0.0169008,0.0183607,0.0355194,0,0.0222663,0.0507937,0.0422154,0,0,0.0125289,0,0,0.0248313,0.0457719,0.0385386,0.0198639,0.0134928,0.0303782,0.0488795,0.0432012,0.0524567,0.0341502,0.0603278,0.0397663,0.0468432,0.0684607,0.0117307,0.0506894,0.0227047,0.0175561,0.0583888,0.0648049,0,0,0,0,0,0,0,0,0
64,0.0465887,0,0,0,0,0.0481209,0,0,0,0,0,0,0.0367183,0,0.0333049,0.0317121,0,0,0.0146513,0,0,0.0486662,0.0426265,0.029714,0.024129,0.0209308,0.0304062,0.039122,0.0322746,0.0307532,0.0381578,0.0377958,0.041053,0.0452547,0.0285451,0.0321532,0.0218107,0.0577382,0.0172449,0.0184718,0.0368098,0,0.021816,0.0514353,0.0421241,0,0,0.0125319,0,0,0.0248744,0.0452926,0.0374973,0.0230134,0.0112634,0.0293408,0.0488392,0,0.0539611,0.0365049,0.059411,0.0385881,0.0466259,0.0681131,0.0126532,0.0508437,0.0228072,0.0175811,0.0587913,0.0640183,0,0,0,0,0,0,0,0,0
65,0.0465047,0,0,0,0,0.0480436,0,0,0,0,0,0,0.0370195,0,0.0333364,0.0322655,0,0,0.0144509,0,0,0.0488134,0.0423472,0.0299278,0.0235111,0.0206784,0.0317146,0.0397476,0.0314087,0.0303052,0.0389309,0.0383249,0.0409395,0.0452246,0.0284414,0.0323681,0.0214864,0.0573671,0.0169658,0.0183908,0.0353585,0,0.0222692,0.0505299,0.0422402,0,0,0.0125711,0,0,0.0248176,0.0458905,0.038428,0.0212072,0.0135114,0.0303397,0.048736,0.043107,0.0523353,0.034048,0.0603418,0.0394378,0.0468725,0.0684675,0.0117076,0.0507592,0.022709,0.017552,0.0583199,0.0649764,0,0,0,0,0,0,0,0,0
66,0.0465051,0,0,0,0,0.0480099,0,0,0,0,0,0,0.0369905,0,0.0332621,0.0323438,0,0,0.0144661,0,0,0.0488095,0.0423746,0.0299773,0.023555,0.0206638,0.0315539,0.0396418,0.0313964,0.0302885,0.0389664,0.0382929,0.0409224,0.0452084,0.0284613,0.032369,0.0215027,0.0575097,0.0170276,0.0183865,0.0354047,0,0.0222544,0.0507265,0.0422828,0,0,0.0125518,0,0,0.0248278,0.0457858,0.038521,0.0203098,0.0134912,0.0302002,0.0485992,0.0431438,0.0523975,0.0339914,0.0603282,0.0395273,0.0467846,0.068453,0.011777,0.0506585,0.0226523,0.0175676,0.0583063,0.0649855,0,0,0,0,0,0,0,0,0
67,0.0464718,0,0,0,0,0.0479564,0,0,0,0,0,0,0.0370426,0,0.0331566,0.0324133,0,0,0.0144618,0,0,0.0487726,0.0423977,0.0299845,0.023553,0.0206807,0.0315118,0.0395931,0.0314198,0.0302637,0.0389928,0.0382605,0.0409461,0.0451537,0.0286713,0.0323401,0.0214482,0.057633,0.0170598,0.0183773,0.0354036,0,0.0222417,0.0508148,0.0423217,0,0,0.0125227,0,0,0.024874,0.0457767,0.0385977,0.0202711,0.0134825,0.0301679,0.0484247,0.0431462,0.0523784,0.033958,0.06032,0.0396389,0.0467828,0.0684573,0.0118657,0.0506057,0.0226783,0.0176247,0.0582914,0.0650188,0,0,0,0,0,0,0,0,0
68,0.0464682,0,0,0,0,0.0478724,0,0,0,0,0,0,0.0370314,0,0.033091,0.0325275,0,0,0.0144512,0,0,0.0487636,0.0423396,0.0299731,0.0235858,0.0206748,0.0316174,0.0395762,0.0313509,0.0302092,0.039018,0.038238,0.0409329,0.045171,0.028878,0.0323426,0.021454,0.0576716,0.0170783,0.0183414,0.0355873,0,0.0221931,0.0506524,0.0423052,0,0,0.0125719,0,0,0.0248826,0.0458803,0.0385294,0.021548,0.0135011,0.0302125,0.0482626,0.043019,0.0522806,0.0339424,0.0603815,0.0395414,0.0468387,0.0685301,0.011879,0.0506045,0.0227148,0.017683,0.058236,0.0650828,0,0,0,0,0,0,0,0,0
