Timestep,C7,CBL,CBR,CFR,CLAV,IMUL_B,L5FT,L5HD,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,REAR,RELB,RFIN,RFRM,RGTR,RILC,RPSI,RSHO,RTHIP,RTIB,RTIBP,RUPA,STRN,T10,x71,x72,x73,LTIBA,RKNE,RTHI,RBHD,RHEE,RTHII,,RFHD,IMUL_M,RTHIA,IMUR_B,IMUL_T,IMUR_M,CFL,LTHI,RWRB,RTOE,RTIBA,x74,RTIBI,LASI,RWRA,LANK,LHEE,LWRA
484,0.0411608,0,0,0,0.0490504,0,0.0358922,0,0,0,0.0175178,0,0,0.0479653,0.0429163,0.028139,0.0177154,0.0302067,0.0350781,0.0330811,0.0389243,0.0388523,0.0268864,0.0337532,0.0218192,0.0585365,0.0145783,0.0380481,0,0.0287086,0.0546912,0.0382705,0,0.0141085,0,0.0243564,0.0541607,0.0189037,0.029236,0.0422596,0.0401308,0.0609689,0.0681834,0.0489366,0.05616,0.0623742,0,0,0,0.0427407,0.0194699,0.0444345,0,0.0420095,0.052782,0,0,0,0,0,0,0,0,0.0270383,0.0220321,0.0112887,0.0410079,0,0.0466592,0.0440436,0.0235471,0.0326942,0.0342329,0.0190785
485,0.0415288,0,0,0,0.0487053,0,0.0360213,0,0,0,0.017659,0,0,0.0478428,0.04174,0.028224,0.0179478,0.0302249,0.0351196,0.0331873,0.038989,0.0388672,0.0268976,0.0337842,0.021553,0.0585749,0.0143991,0.0378371,0,0.0285884,0.0547456,0.0383217,0,0.0140712,0,0.0242396,0.0541764,0.0189852,0.0291462,0.0420459,0.0401194,0.0609533,0.0682136,0.0488283,0.0560655,0.062393,0,0,0,0.0427815,0.0193712,0.0443392,0,0.042088,0.0529058,0,0,0,0,0,0,0,0,0.0271741,0.0214466,0.0114484,0.0410296,0,0.0467169,0.0439629,0.0237938,0.0326818,0.0340534,0.0193318
486,0.0421547,0,0,0,0.0481214,0,0.0370877,0,0,0,0.0177932,0,0,0.0477374,0,0.0274998,0.0195044,0.0317965,0.0358938,0.0326734,0.0411676,0.0392268,0.0272635,0.0345321,0.0200425,0.0582323,0.014068,0.0366792,0,0.0278354,0.0574549,0.0381603,0,0.0144608,0,0.024163,0.0518441,0.0184587,0.0285704,0.041404,0.0381404,0.0608282,0.0676474,0.0488555,0.0556951,0.0625603,0,0,0,0.042916,0.018571,0.0424812,0,0.0435535,0.0513113,0,0,0,0,0,0,0,0,0.0287409,0.0210098,0.0117794,0.0409552,0,0.0464558,0.0424359,0.0241844,0.0328778,0.033253,0.0192527
487,0.0424206,0,0,0,0.0478191,0,0.0370702,0,0,0,0.0183483,0,0,0.0476336,0,0.027473,0.0191228,0.0316779,0.035592,0.0332298,0.0412664,0.0387429,0.0269284,0.0344269,0.0201442,0.0583339,0.0137037,0.0367238,0,0.0284272,0.0584326,0.0384832,0,0.0142996,0,0.0239544,0.0528808,0.0180598,0.0293287,0.0415846,0.0373127,0.0616111,0.0669671,0.0486872,0.0554847,0.0624413,0,0,0,0.0424584,0.0205347,0.0392024,0,0.0467614,0.0717486,0,0,0,0,0,0,0,0,0.0280639,0.0203554,0.0126236,0.0417638,0,0.0463824,0.0434973,0.0241012,0.03271,0.0337047,0.019443
488,0.0424257,0,0,0,0.0477771,0,0.036084,0,0,0,0.0187851,0,0,0.0475412,0.0405713,0.028356,0.0174115,0.0298556,0.0346469,0.0345527,0.0389827,0.0380899,0.026366,0.03366,0.0213219,0.0586639,0.0136155,0.0383737,0,0.0295216,0.0564692,0.0389792,0,0.0137981,0,0.0236714,0.0558178,0.0184291,0.0301784,0.0421594,0.0384805,0.0625766,0.0669932,0.048521,0.0555158,0.0621102,0,0,0,0.0420486,0.0229158,0.0385557,0,0.0478516,0.0854565,0,0,0,0,0,0,0,0,0.0262853,0.0196721,0.0128872,0.0426171,0,0.0466387,0.0458975,0.0237723,0.0323012,0.0344373,0.0196553
489,0.0426555,0,0,0,0.0475311,0,0.0359297,0,0,0,0.0187946,0,0,0.0475224,0.0402312,0.0279944,0.0173741,0.0298353,0.0348078,0.0347058,0.0387314,0.0380483,0.026311,0.0336713,0.0214457,0.0584915,0.0138283,0.0387724,0,0.0294739,0.0562087,0.0390201,0,0.0138778,0,0.0235129,0.0557459,0.0185651,0.0300999,0.0420275,0.0383333,0.0627692,0.0670818,0.0485431,0.0553126,0.0620439,0,0,0,0.042061,0.023068,0.0388661,0,0.0478561,0.08516,0,0,0,0,0,0,0,0,0.0263195,0.0194415,0.013143,0.0427955,0,0.0467758,0.0457885,0.0236787,0.032331,0.0344131,0.0193954
490,0.0428849,0,0,0,0.0472875,0,0.0359092,0,0,0,0.0188407,0,0,0.0475395,0.0394782,0.0275735,0.0174082,0.0298935,0.035031,0.0347046,0.0386304,0.0380356,0.0263198,0.0337534,0.0214269,0.05842,0.0140137,0.0388744,0,0.0293959,0.056008,0.0390606,0,0.0139933,0,0.0234622,0.0556751,0.0185963,0.0301777,0.0419245,0.0382801,0.0627226,0.0671155,0.0485818,0.0551014,0.0620479,0,0,0,0.042183,0.0229089,0.0390335,0,0.0476946,0.0830621,0,0,0,0,0,0,0,0,0.0263531,0.0191234,0.0130567,0.0427823,0,0.046778,0.0459732,0.023718,0.0324099,0.0343002,0.0190328
491,0.0430835,0,0,0,0.047043,0,0.0361468,0,0,0,0.0190479,0,0,0.0474397,0.0388144,0.0273642,0.0174546,0.0299499,0.0350219,0.0346967,0.038663,0.0381037,0.0263346,0.0338149,0.0209845,0.0583571,0.0141103,0.0390337,0,0.029372,0.0557202,0.0391537,0,0.0142102,0,0.023675,0.0558005,0.0185033,0.0304498,0.0419726,0.0383493,0.0627076,0.0671302,0.0486215,0.0548345,0.0620963,0,0,0,0.0422332,0.0228972,0.0388378,0,0.0476594,0.082486,0,0,0,0,0,0,0,0,0.0263655,0.0187276,0.012873,0.0427708,0,0.0467191,0.0466833,0.0241087,0.0324201,0.0339826,0.0189207
492,0.04382,0,0,0,0.0464841,0,0.0375064,0,0,0,0.0191091,0,0,0.0471675,0,0.0266964,0.0197592,0.0313294,0.0356693,0.0334232,0.0415233,0.0390014,0.0270484,0.0347674,0.0188883,0.0580376,0.0142568,0.037184,0,0.0281438,0.0598686,0.0387123,0,0.014812,0,0.023969,0.0507124,0.0201915,0.0280476,0.0408936,0.0402722,0.0570978,0.0653857,0.0490538,0.0545911,0.0617094,0,0,0,0.0426191,0.0192283,0.0462531,0,0.044889,0,0,0,0,0,0,0,0,0,0.0297022,0.0196651,0.0116897,0.0374888,0,0.0437539,0.0428851,0.0243036,0.0330912,0.0324317,0.0189246
493,0.043416,0,0,0,0.0464633,0,0.0369751,0,0,0,0.0191404,0,0,0.0470895,0.0397926,0.0274642,0.0171862,0.0308235,0.0355775,0.0339658,0.0389817,0.0385729,0.0266511,0.0342388,0.0193176,0.0577761,0.014648,0.0316709,0,0.0283854,0.0536072,0.0394761,0,0.0140892,0,0.0237031,0.0575524,0.0173125,0.0314405,0.0416066,0.0399648,0.0596148,0.0679998,0.0487527,0.054126,0.0628706,0,0,0,0.0424061,0.0208194,0.0434285,0,0.0448554,0,0,0,0,0.0618073,0,0,0,0,0.0262968,0.018926,0.013811,0.0406397,0,0.0459136,0.045472,0.0234472,0.0322423,0.032687,0.0186255
494,0.0429942,0,0,0,0.0462824,0,0.0379002,0,0,0,0.0191106,0,0,0.0472096,0,0.0267679,0.0185365,0.0328715,0.035885,0.0333353,0.0409849,0.0392356,0.0269604,0.0349296,0.0179383,0.0567874,0.0144725,0.0302008,0,0.027432,0.0555084,0.0402953,0,0.0121602,0,0.0175276,0.055119,0.0164691,0.0307975,0.0378827,0.038452,0.0590631,0.0678361,0.0503158,0.0537288,0.0625489,0,0,0,0.0423954,0.0197526,0.043136,0,0.0449058,0,0,0,0,0.0631241,0,0,0,0,0.0282526,0.0206469,0.0147352,0.0401611,0,0.045692,0.0430897,0,0.0325895,0.0319655,0.0175355
495,0.0436643,0,0,0,0.0462169,0,0.0366291,0,0,0,0.0191945,0,0,0.0468915,0.0408377,0.0277356,0.017162,0.0310144,0.0354833,0.0342194,0.0389662,0.0389939,0.0265997,0.0340703,0.0196343,0.0578186,0.0151242,0.0313738,0,0.0281196,0.0533125,0.0397139,0,0.0142006,0,0.0231601,0.0581746,0.0172645,0.0316971,0.0414333,0.0399341,0.0596601,0.0680717,0.0489557,0.0538261,0.062949,0,0,0,0.0423561,0.0207121,0.0434302,0,0.0446992,0,0,0,0,0.0616908,0,0,0,0,0.0263153,0.0184128,0.0138949,0.0407795,0,0.0460463,0.0452422,0.0230753,0.0324917,0.032796,0.0179234
496,0.0439059,0,0,0,0.0463605,0,0.0376126,0,0,0,0.019138,0,0,0.0467824,0.0392611,0.0265665,0.0180625,0.0302542,0.0353398,0.0348472,0.0411791,0.037911,0.0256022,0.0341943,0.0188788,0.0572856,0.0151831,0.0298563,0,0.0280964,0,0.0400923,0,0.0135592,0,0.0226562,0.0544515,0.0218,0.0296004,0.0424826,0.03925,0.0564625,0.0651842,0.0484548,0.0549208,0.0620421,0,0,0,0.0408257,0.0204942,0.0438668,0,0.0486332,0,0,0,0,0.0654263,0,0,0,0,0.0274924,0.0175745,0.0161405,0.0382268,0,0.0434371,0.0460868,0.0220524,0.0334552,0.0346319,0.0174062
497,0.0444165,0,0,0,0.0464065,0,0.0385632,0,0,0,0.0185237,0,0,0.0469446,0,0.030322,0.0177675,0.0304931,0.0364857,0.0377991,0.0408552,0.0356543,0.0241525,0.0347032,0.0173926,0.0563261,0.0151866,0.029318,0,0.0281886,0,0.0396141,0,0.0135774,0,0.0225225,0.0539769,0.0219083,0.0278708,0.0421285,0.03932,0.0553763,0.0642697,0.0482766,0.0558586,0.0613339,0,0,0,0.0379064,0.0208081,0.0443399,0,0.0498885,0,0,0,0,0.0663338,0,0,0,0,0.0287566,0.0174557,0.0167454,0.0373625,0,0.0425616,0,0.0216931,0.0329953,0.0364277,0.01669
498,0.044574,0,0,0,0.0463452,0,0.0379101,0,0,0,0.0190344,0,0,0.0465359,0,0.0305734,0.0173024,0.0286263,0.0356057,0.0382362,0.039846,0.0352491,0.0239097,0.0344099,0.017562,0.0567544,0.0158094,0.0299562,0,0.0275576,0,0.0399086,0,0.0134234,0,0.0225349,0.0534418,0.0245969,0.0264205,0.0422362,0.0419459,0.0538113,0.0634197,0.0484321,0.0563056,0.0602866,0,0,0,0.0377173,0.0226975,0,0,0.0487386,0,0,0,0,0.0694233,0,0,0,0,0.029342,0.0172506,0.0149186,0.0358757,0,0.0416364,0,0.0211385,0.0329907,0.0365683,0.0167488
499,0.044923,0,0,0,0.046047,0,0.0364318,0,0,0,0.018696,0,0,0.0466156,0.108778,0.029533,0.0170751,0.0306155,0.0360883,0.042753,0.042717,0.03016,0.020755,0.0340441,0.0226071,0.0566261,0.0160099,0.0293454,0,0.0276081,0,0.0393748,0,0.0140261,0,0.022659,0.051944,0.0269584,0.0281986,0.0411601,0.0415024,0.0527318,0.0625419,0.0487775,0.0559063,0.0601635,0,0,0,0.0320053,0.0227313,0,0,0.0502113,0,0,0,0,0.0702329,0,0,0,0,0.0283765,0.0176993,0.0151624,0.0349345,0,0.0407524,0,0.0211968,0.0372593,0.047726,0.0163552
500,0.044745,0,0,0,0.045864,0,0.0373316,0,0,0,0.0192684,0,0,0.045839,0.117341,0.0279345,0.0196848,0.0319178,0.0363572,0.0418746,0.0437915,0.0296551,0.0199594,0.0335892,0.0291699,0.0563421,0.0167335,0.0272904,0,0.0254718,0,0.039878,0,0.0140392,0,0.0225975,0.0520278,0.0259371,0.0299,0.0413293,0.040943,0.0545062,0.0646897,0.0485877,0.0554222,0.060901,0,0,0,0.0312711,0.022136,0,0,0.0478865,0,0,0,0,0.0693085,0,0,0,0,0.0294973,0.017439,0.0177574,0.0363519,0,0.043321,0,0.0203354,0.0324006,0.0503933,0.0160991
501,0.0447342,0,0,0,0.0458805,0,0.0404899,0,0,0,0.0192267,0,0,0.0457354,0.115696,0.0281636,0.0187988,0.0318736,0.0362939,0.0421082,0.0430465,0.0285798,0.0184364,0.0325434,0.0243925,0.0564044,0.017121,0.0281227,0,0.0260353,0,0.0399895,0,0.0140224,0,0.0225405,0.0519936,0.0257544,0.0298731,0.0413171,0.0411375,0.0538646,0.0641079,0.0486806,0.0555304,0.060878,0,0,0,0.0308411,0.0221725,0,0,0.0483502,0,0,0,0,0.0696595,0,0,0,0,0.0294467,0.0172687,0.0166489,0.0357621,0,0.0425001,0,0.0199061,0.0341974,0.0496385,0.0155466
502,0.04472,0,0,0,0.0458349,0,0.041698,0,0,0,0.0191889,0,0,0.0456252,0.114355,0.028358,0.0185561,0.0318729,0.0361242,0.0421146,0.042707,0.0281095,0.017719,0.0319646,0.0227973,0.0563831,0.0174763,0.0294073,0,0.0268163,0,0.0400901,0,0.0140116,0,0.0224484,0.0519923,0.0255836,0.029853,0.0412319,0.0413095,0.0530621,0.0633545,0.0487716,0.0555234,0.0608532,0,0,0,0.0306026,0.0222063,0,0,0.0490542,0,0,0,0,0.0702539,0,0,0,0,0.0293521,0.0170757,0.0156372,0.0350001,0,0.0414805,0,0.0195596,0.0348966,0.0495613,0.0150363
503,0.0446854,0,0,0,0.0457871,0,0.0414078,0,0,0,0.0192041,0,0,0.0454915,0.114463,0.0284756,0.0184035,0.0319123,0.0358542,0.042276,0.0427293,0.028006,0.0177148,0.0319155,0.0229288,0.0563086,0.0176694,0.0304475,0,0.0275206,0,0.0401868,0,0.0140303,0,0.0223561,0.0519221,0.0254484,0.0299025,0.0411266,0.0414571,0.052314,0.0626737,0.0488557,0.0554195,0.0608246,0,0,0,0.0303759,0.0222289,0,0,0.0497254,0,0,0,0,0.0706942,0,0,0,0,0.0292705,0.0168746,0.0150007,0.0343179,0,0.0406478,0,0.0191131,0.0349511,0.0495792,0.0148585
504,0.0444038,0,0,0,0.0461721,0,0.0386278,0,0,0,0.0186772,0,0,0.0459217,0.11453,0.0293022,0.0172824,0.0316121,0.0353726,0.0433837,0.0430827,0.0290426,0.0203211,0.0342826,0.0207033,0.056291,0.017359,0.0299782,0,0.0273365,0,0.0399561,0,0.0138314,0,0.0223972,0.0517951,0.0256638,0.0294994,0.0410134,0.0416153,0.0519232,0.0620766,0.0487763,0.0557885,0.0605362,0,0,0,0.030748,0.0224912,0,0,0.0504293,0,0,0,0,0.070889,0,0,0,0,0.0283719,0.0167483,0.0151614,0.0344464,0,0.0402522,0,0.0186429,0.0373957,0.0465527,0.0147116
505,0.0444547,0,0,0,0.0461006,0,0.0386015,0,0,0,0.0186536,0,0,0.0458129,0.114736,0.029514,0.0174571,0.0316713,0.035198,0.0431501,0.042884,0.0287988,0.0202254,0.0341914,0.0206755,0.056119,0.0174499,0.0296602,0,0.0271771,0,0.0400983,0,0.013994,0,0.0223351,0.051939,0.025377,0.0296084,0.0409922,0.041582,0.0518833,0.0621,0.0487678,0.0555423,0.0605222,0,0,0,0.0305616,0.0223354,0,0,0.0504571,0,0,0,0,0.0705987,0,0,0,0,0.02834,0.0165716,0.0153736,0.0343994,0,0.0401715,0,0.0182041,0.0374347,0.046443,0.0145678
506,0.0444448,0,0,0,0.0457892,0,0.0400429,0,0,0,0.0188142,0,0,0.0455297,0.114766,0.0286868,0.018842,0.0337396,0.035932,0.0418488,0.0433029,0.0282338,0.0183938,0.0326739,0.0225424,0.0555663,0.017827,0.0302259,0,0.0283351,0,0.040254,0,0.0142092,0,0.0222586,0.0529468,0.0222909,0.0313801,0.0406988,0.0391892,0.0530442,0.0628409,0.0487636,0.0548024,0.0615865,0,0,0,0.0301948,0.0199977,0.0427449,0,0.051544,0,0,0,0,0.067984,0,0,0,0,0.028944,0.0164155,0.0161067,0.0349829,0,0.04056,0,0.018212,0.0346753,0.0484772,0.0142146
507,0.0441007,0,0,0,0.0457915,0,0.0376922,0,0,0,0.0184258,0,0,0.0459629,0.116843,0.0306979,0.0153489,0.0345104,0.0360036,0.0415129,0.040651,0.0296625,0.0201103,0.033253,0.0213547,0.0557292,0.0176938,0.0311851,0,0.0270769,0.0593591,0.0398584,0,0.014804,0,0.022571,0.0573979,0.0170531,0.0336161,0.0395872,0.0398219,0.0562475,0.0652781,0.049417,0.0539848,0.0624394,0,0,0,0.0317423,0.0198248,0.0415031,0,0.0478268,0,0,0,0,0.0636408,0,0,0,0,0.0253004,0.0166409,0.0143131,0.0378956,0,0.0432121,0,0.0190356,0.0365299,0.0450182,0.0138486
508,0.0440612,0,0,0,0.0457977,0,0.037494,0,0,0,0.0185471,0,0,0.0458869,0.117041,0.0309455,0.0150114,0.034501,0.0359792,0.0412153,0.0404245,0.0296423,0.019815,0.0329942,0.0218054,0.0558299,0.0178599,0.0316393,0,0.0268991,0.0588953,0.0399005,0,0.0149593,0,0.0225492,0.0573648,0.0169092,0.0336467,0.0394766,0.0397088,0.0564013,0.0653135,0.0495978,0.0539755,0.0623173,0,0,0,0.031667,0.0193247,0.0412575,0,0.0477592,0,0,0,0,0.0637679,0,0,0,0,0.025231,0.0164344,0.0141642,0.0379709,0,0.0432542,0,0.0193526,0.0366715,0.0449772,0.013876
509,0.0439787,0,0,0,0.0457984,0,0.0373633,0,0,0,0.0185601,0,0,0.0458322,0.117119,0.0311043,0.0149532,0.0344951,0.0357881,0.0410584,0.0403743,0.0293119,0.0195538,0.0328689,0.0221081,0.0558432,0.0179765,0.0316664,0,0.0266805,0.0584907,0.0400415,0,0.0148364,0,0.0225215,0.0573237,0.0168063,0.0337399,0.0394019,0.0396566,0.0563916,0.0652728,0.0494823,0.0539627,0.0622389,0,0,0,0.0313453,0.018861,0.0411572,0,0.0478517,0,0,0,0,0.0640401,0,0,0,0,0.0252306,0.0163174,0.014362,0.0378554,0,0.0431989,0,0.018583,0.0367069,0.0449636,0.0138633
510,0.0439466,0,0,0,0.0457487,0,0.0373452,0,0,0,0.0185454,0,0,0.0457815,0.117235,0.0312496,0.0151428,0.0345011,0.0355498,0.0409772,0.0400902,0.0287267,0.0195914,0.0327264,0.0222041,0.0557962,0.0180121,0.0314965,0,0.0264017,0.0580174,0.0401478,0,0.0147095,0,0.0224604,0.0572557,0.0167469,0.0338041,0.0393912,0.039594,0.0562473,0.0652245,0.0494215,0.0539679,0.0622147,0,0,0,0.0310435,0.0183561,0.0410944,0,0.0480356,0,0,0,0,0.0643004,0,0,0,0,0.0251894,0.0161812,0.0145335,0.0376214,0,0.0433598,0,0.0179686,0.0366082,0.0450237,0.0138234
511,0.0439307,0,0,0,0.0457049,0,0.0372618,0,0,0,0.0185444,0,0,0.0457141,0.117223,0.0313803,0.0154919,0.0345125,0.0354696,0.040911,0.0398065,0.0283152,0.0195332,0.0325997,0.0222904,0.0556645,0.0180339,0.0312376,0,0.0260678,0.0574782,0.0401991,0,0.014677,0,0.0223483,0.0572403,0.0166581,0.0338787,0.039423,0.0394815,0.0560849,0.0652955,0.0494416,0.0539641,0.0622594,0,0,0,0.0308162,0.0178335,0.0410344,0,0.0482497,0,0,0,0,0.0645219,0,0,0,0,0.0251057,0.0159964,0.0146444,0.0372641,0,0.0436482,0,0.0176391,0.0366676,0.0451564,0.013659
512,0.0438973,0,0,0,0.0456529,0,0.0371101,0,0,0,0.0186015,0,0,0.0456811,0.117269,0.0315007,0.0157824,0.0344528,0.0354943,0.0408533,0.0396628,0.0282518,0.0191876,0.0325265,0.0224301,0.0554615,0.0179775,0.0308331,0,0.0256819,0.0568494,0.0402515,0,0.0146354,0,0.022254,0.0572291,0.016567,0.0340479,0.0393546,0.0392871,0.0559507,0.0652838,0.0494161,0.0539655,0.062302,0,0,0,0.0306506,0.0172696,0.0409356,0,0.0484665,0,0,0,0,0.0648113,0,0,0,0,0.0251089,0.0157797,0.0148011,0.0371684,0,0.0432008,0,0.0174061,0.0367687,0.045147,0.0135626
513,0.0438431,0,0,0,0.0456642,0,0.0370021,0,0,0,0.0186828,0,0,0.0457138,0.117456,0.0316322,0.0158486,0.0343615,0.0355177,0.04081,0.0395892,0.0284212,0.0188207,0.0325024,0.022613,0.0553271,0.0179082,0.0305094,0,0.0253318,0.056164,0.0403369,0,0.0145469,0,0.0222132,0.0572103,0.0164768,0.0342354,0.0393204,0.0390978,0.055868,0.0652432,0.0492749,0.054003,0.0622583,0,0,0,0.0304126,0.0166329,0.040863,0,0.0488004,0,0,0,0,0.0651795,0,0,0,0,0.0251259,0.0155813,0.0152065,0.0370355,0,0.0427889,0,0.0171249,0.0368418,0.0450736,0.013529
514,0.0439274,0,0,0,0.0454612,0,0.040192,0,0,0,0.0191583,0,0,0.045312,0.118011,0.0312534,0.0167055,0.034415,0.0355114,0.040374,0.0385248,0.0267711,0.0157956,0.0293113,0.0228827,0.0553546,0.0182149,0.0316401,0,0.0259075,0.0552785,0.0406215,0,0.0146352,0,0.0222315,0.0570782,0.0163355,0.0347034,0.039364,0.0388709,0.0555196,0.0653316,0.0492411,0.0537357,0.062302,0,0,0,0.0300117,0.0154713,0.0410891,0,0.0490091,0,0,0,0,0.0661609,0,0,0,0,0.0259486,0.0154324,0.0142995,0.036062,0,0.0422099,0,0.0168108,0.0354323,0.0484755,0.01384
515,0.0437848,0,0,0,0.0457265,0,0.0369216,0,0,0,0.0186942,0,0,0.0457474,0.11777,0.0318675,0.0160389,0.0341466,0.0354551,0.0407417,0.0394312,0.0279202,0.0190542,0.0323978,0.0229879,0.055155,0.0178364,0.0297226,0,0.0245924,0.0546692,0.0405494,0,0.0145045,0,0.0222541,0.0571001,0.0162683,0.034629,0.0395775,0.0386475,0.0556159,0.065304,0.0490415,0.0540426,0.0622306,0,0,0,0.0300662,0.0154104,0.0408813,0,0.0494919,0,0,0,0,0.0659332,0,0,0,0,0.024787,0.0151967,0.0159453,0.0365957,0,0.0424358,0,0.0168,0.0371327,0.045146,0.0138384
516,0.043819,0,0,0,0.0455806,0,0.039585,0,0,0,0.0191237,0,0,0.0454028,0.118002,0.0314862,0.0169282,0.0342557,0.03547,0.0402803,0.0386425,0.0265405,0.0162506,0.0296663,0.0228767,0.0551952,0.0180798,0.030307,0,0.0249085,0.0537127,0.0408242,0,0.014468,0,0.0221291,0.0570329,0.0161287,0.0351162,0.0396169,0.0382931,0.0553111,0.0654706,0.0490414,0.0537828,0.0622616,0,0,0,0.0297925,0.0144197,0.0410291,0,0.0496332,0,0,0,0,0.0667507,0,0,0,0,0.0253469,0.0151762,0.0153241,0.0357229,0,0.0419091,0,0.0166801,0.0358069,0.0482378,0.0141236
517,0.0437317,0,0,0,0.0456467,0,0.0391734,0,0,0,0.0191343,0,0,0.0454969,0.117961,0.0315563,0.0170022,0.0342634,0.0355622,0.0402621,0.0385655,0.0264274,0.0162265,0.0298746,0.0228675,0.0550364,0.018056,0.0291626,0,0.0242762,0.0529734,0.0409092,0,0.0142736,0,0.0220374,0.0570412,0.0159963,0.0353625,0.0396921,0.0380151,0.055207,0.0655512,0.0488823,0.0538874,0.0622609,0,0,0,0.0297093,0.0140448,0.0410296,0,0.0497977,0,0,0,0,0.0672525,0,0,0,0,0.0250346,0.0150732,0.0160145,0.0356548,0,0.0418075,0,0.0165346,0.0360274,0.0483664,0.0140406
518,0.0436774,0,0,0,0.0456533,0,0.0388848,0,0,0,0.0190851,0,0,0.0455778,0.118023,0.0316787,0.0172991,0.034267,0.0356944,0.0403795,0.0384627,0.0264007,0.0157418,0.0299718,0.023239,0.0549581,0.0180579,0.0282381,0,0.0237536,0.05222,0.040953,0,0.0141278,0,0.0219818,0.0570518,0.0158556,0.0355864,0.039714,0.0376912,0.0551649,0.0655343,0.0487839,0.0539584,0.062358,0,0,0,0.0296198,0.0137413,0.0410499,0,0.0500237,0,0,0,0,0.0677262,0,0,0,0,0.0247994,0.0149756,0.0168188,0.0355788,0,0.0417059,0,0.0163368,0.0360253,0.0487923,0.0139551
519,0.0435778,0,0,0,0.045843,0,0.0356361,0,0,0,0.0185868,0,0,0.0460359,0.117877,0.0322616,0.0166801,0.0340628,0.0357176,0.0412336,0.0393901,0.0277655,0.0186289,0.0331125,0.0231019,0.0548535,0.0175784,0.026814,0,0.0230581,0.0516463,0.0408558,0,0.0139874,0,0.0219986,0.0570653,0.0157969,0.035563,0.0398471,0.0373136,0.0551278,0.065472,0.0486152,0.0540264,0.0623728,0,0,0,0.0297666,0.0137033,0.040959,0,0.0503364,0,0,0,0,0.0679919,0,0,0,0,0.0234964,0.0147978,0.0184826,0.0357831,0,0.0416517,0,0.0161023,0.037708,0.0456423,0.0139093
520,0.0435337,0,0,0,0.0459056,0,0.0356143,0,0,0,0.0185128,0,0,0.0460802,0.117907,0.0324118,0.0166794,0.0340089,0.0357009,0.0414755,0.0394564,0.0277712,0.0186819,0.0331864,0.0233292,0.0549022,0.0174733,0.0262176,0,0.022952,0.0508613,0.0409177,0,0.0139709,0,0.0219919,0.0569974,0.0158511,0.0357344,0.0399397,0.0368786,0.0550293,0.0655792,0.0485273,0.0537679,0.0624325,0,0,0,0.029766,0.0134253,0.0409939,0,0.0505262,0,0,0,0,0.0684662,0,0,0,0,0.0232887,0.0147434,0.0193539,0.0355996,0,0.0413444,0,0.016185,0.037766,0.0457207,0.0139668
521,0.0435186,0,0,0,0.0459377,0,0.0355402,0,0,0,0.0183963,0,0,0.046176,0.117796,0.0324429,0.0164042,0.0340256,0.0357671,0.0415557,0.0396063,0.0277947,0.0188225,0.033297,0.023429,0.0548632,0.0174715,0.025738,0,0.0228422,0.0501985,0.0410117,0,0.013938,0,0.0220471,0.0569188,0.0158805,0.0359083,0.0400693,0.0364736,0.0548276,0.0656573,0.0485014,0.0539624,0.06253,0,0,0,0.0297774,0.0132446,0.0411357,0,0.0507001,0,0,0,0,0.0690159,0,0,0,0,0.0230673,0.0146839,0.0203841,0.035324,0,0.0410599,0,0.0165362,0.0378797,0.0458112,0.0139752
522,0.0435591,0,0,0,0.0459411,0,0.0353942,0,0,0,0.0183045,0,0,0.0462575,0.117776,0.0324842,0.0162608,0.0340777,0.0359415,0.0415386,0.0396567,0.0276788,0.0189751,0.0334752,0.0235664,0.0547563,0.017384,0.0256068,0,0.0227376,0.0495147,0.0410532,0,0.0139288,0,0.022056,0.0568562,0.0159176,0.0360382,0.0401697,0.0359886,0.0546687,0.0655983,0.0485764,0.054153,0.0626685,0,0,0,0.0297182,0.0132276,0.0414603,0,0.0511305,0,0,0,0,0.0696749,0,0,0,0,0.0228536,0.0147173,0.0213728,0.0351385,0,0.040926,0,0.0167161,0.038001,0.045822,0.0140171
523,0.0435823,0,0,0,0.0459802,0,0.0352804,0,0,0,0.0181882,0,0,0.0463193,0.117761,0.0325512,0.016273,0.0340813,0.036231,0.0414221,0.0396074,0.0276463,0.0190986,0.0336204,0.0236631,0.0547305,0.0172963,0.0250098,0,0.0227478,0.0489058,0.0410619,0,0.0139136,0,0.0220077,0.0568062,0.0160107,0.0361475,0.040241,0.0356104,0.0545892,0.065469,0.04864,0.0542091,0.062897,0,0,0,0.0297223,0.0133064,0.0420288,0,0.051828,0,0,0,0,0.0704353,0,0,0,0,0.0225878,0.0147794,0.0224479,0.0348422,0,0.0407733,0,0.0166298,0.0380837,0.045835,0.0140434
