Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x74,x73
75,0,0,0,0,0,0,0.0127657,0.00745152,0,0,0,0.00845477,0.0215755,0.0090887,0,0,0.0508542,0,0.0188848,0.0298737,0.0105741,0.0218104,0.0179302,0.00778891,0.00559071,0.021908,0.00782339,0.00489785,0.00907911,0.0499128,0.00552315,0.0043017,0.00547127,0.0344669,0.0151725,0.0413296,0.00874076,0.0105076,0.0164677,0.0150561,0.045845,0.0108574,0,0,0.0110911,0,0.0122264,0.00476166,0.0813363,0.0710862,0.0350706,0.0137242,0.0179015,0.00987039,0.0280885,0.0150705,0.0399322,0.0344874,0.0346992,0.0543848,0.0309734,0.0474841,0.0187364,0.00735472,0.00567073,0.00383478,0.00741829,0.012442,0,0,0,0,0
76,0,0,0,0,0,0,0.012127,0.00734839,0,0,0,0.00777268,0.0206871,0.00980127,0,0,0.043252,0,0.0188034,0.0248224,0.0103385,0.022414,0.0177197,0.00790725,0.00576712,0.0181442,0.0077218,0.00480506,0.00884,0.0499114,0.00545523,0.00370477,0.00568649,0.034423,0.0147054,0.03526,0.00905087,0.00841935,0.0174762,0.015101,0.0485134,0.0103536,0,0,0.0113354,0,0.0122602,0.00495424,0.0810353,0.0745863,0.0351776,0.0167195,0.0179625,0.00984966,0.0288829,0.0157585,0.0407327,0.0349173,0.0370349,0.0553836,0.032808,0.0500239,0.0180083,0.00769361,0.00569835,0.00383973,0.00741751,0.0120387,0,0,0,0,0
77,0,0,0,0,0,0,0.0133208,0.00779441,0,0,0,0.0068437,0.0228037,0.0102791,0,0,0.0614756,0,0.0191935,0.0367309,0.0100647,0.0230377,0.0176066,0.00823999,0.00599417,0.0267701,0.00767647,0.0046649,0.0087287,0.0499632,0.00541624,0.00324593,0.00572214,0.034234,0.0141286,0.0491527,0.00842525,0.0130602,0.0188463,0.0151185,0.051095,0.011424,0,0,0.0110819,0,0.0122836,0.00470719,0.0807559,0.0780619,0.0349363,0.021198,0.0182512,0.0102058,0.029218,0.0172254,0.0424917,0.0346771,0.0395076,0.0553432,0.034103,0.0530097,0.0171619,0.0074272,0.00542119,0.00376076,0.00762716,0.0129431,0,0,0,0,0
78,0,0,0,0,0,0,0.0121806,0.00744472,0,0,0,0.00636926,0.0210874,0.0107361,0,0,0.0463571,0,0.0188854,0.0268268,0.00988095,0.0236933,0.0175126,0.00834526,0.00604687,0.0193912,0.00751218,0.00443003,0.00853146,0.0499015,0.00545892,0.00301757,0.00580057,0.0341166,0.0140931,0.0371732,0.00907512,0.00908905,0.0189751,0.0150691,0.0517439,0.0104828,0,0,0.0112375,0,0.0122406,0.00475272,0.080728,0.0791721,0.0351388,0.0220654,0.0181448,0.00998897,0.0292257,0.0172741,0.042635,0.034696,0.0399466,0.0552698,0.0343222,0.0535663,0.0168295,0.00740265,0.00539926,0.00366604,0.00747856,0.0118876,0,0,0,0,0
79,0,0,0,0,0,0,0.0117931,0.00719306,0,0,0,0.00570646,0.0203193,0.011095,0,0,0.040842,0,0.0188756,0.0233763,0.00953804,0.0242291,0.0176148,0.00843892,0.00599679,0.0169613,0.00752541,0.00407511,0.00843436,0.0499762,0.00550347,0.00287208,0.00589177,0.0340331,0.013932,0.0327458,0.00914805,0.00796063,0.0183729,0.0150498,0.05134,0.0102849,0,0,0.0112346,0,0.0122277,0.00464911,0.0804997,0.078676,0.0352218,0.0218909,0.0179623,0.00982237,0.0286938,0.0174655,0.0426831,0.0341575,0.0396062,0.0549538,0.0339365,0.053277,0.0172565,0.00720084,0.00535641,0.00365929,0.0073495,0.011483,0,0,0,0,0
80,0,0,0,0,0,0,0.0127856,0.00742663,0,0,0,0.00533814,0.0215159,0.0117434,0,0,0.0506988,0,0.0189214,0.0297844,0.00908925,0.0248025,0.0177591,0.00869898,0.00613882,0.0214787,0.00758448,0.0039552,0.0084576,0.0500899,0.00566133,0.00288095,0.00596453,0.0340664,0.0143098,0.0403273,0.00867291,0.0105421,0.0175307,0.0151029,0.0498571,0.0112482,0,0,0.0110512,0,0.012265,0.00438967,0.0802779,0.0763489,0.0349681,0.0213761,0.0181793,0.0100359,0.0276012,0.0179619,0.0431446,0.0329831,0.0386542,0.0542108,0.0328994,0.0522519,0.018647,0.00691298,0.00524819,0.00365201,0.00744014,0.0124057,0,0,0,0,0
81,0,0,0,0,0,0,0.0122312,0.00724649,0,0,0,0.00325935,0.0206796,0.011981,0,0,0.0434566,0,0.0189362,0.0251482,0.00854752,0.0249287,0.0181086,0.00847516,0.00637969,0.0180815,0.00762796,0.00363732,0.00834955,0.0504357,0.00561561,0.00248862,0.00625905,0.0340957,0.0125881,0.0348275,0.00903203,0.0086687,0.0125306,0.0150778,0.0445901,0.010889,0,0,0.0110604,0,0.0122515,0.00441422,0.0807396,0.0696677,0.0354308,0.0145921,0.0183542,0.0099171,0.0263399,0.0156376,0.0407944,0.032956,0.0342272,0.053767,0.0302008,0.0466556,0.0181953,0.00722345,0.00514962,0.00359182,0.00737172,0.0118628,0,0,0,0,0
82,0,0,0,0,0,0,0.0118747,0.00700934,0,0,0,0.00228967,0.0199959,0.0124264,0,0,0.0394294,0,0.0190665,0.0226943,0.00799692,0.0250905,0.0184793,0.00832422,0.00599038,0.0161157,0.00777683,0.0035303,0.00837678,0.0507238,0.00574657,0.00246953,0.00659331,0.0341933,0.0124403,0.0315815,0.00923578,0.00766667,0.0114172,0.0150829,0.040548,0.0106392,0,0,0.0111374,0,0.0122466,0.00443029,0.0810438,0.0637433,0.0354941,0.0114328,0.0178991,0.00951542,0.0248561,0.0153774,0.0400875,0.0319858,0.0313183,0.052626,0.0278471,0.0428887,0.0199862,0.00721479,0.00513914,0.00350209,0.00720754,0.0116292,0,0,0,0,0
83,0,0,0,0,0,0,0.0119881,0.00690163,0,0,0,0.00198892,0.0200461,0.0128501,0,0,0.0414553,0,0.0191114,0.0240261,0.00752422,0.0252335,0.0188999,0.00813894,0.00553225,0.0167095,0.00790771,0.00348187,0.0084368,0.0509466,0.00586774,0.00269589,0.00694316,0.0342506,0.0126538,0.0329811,0.00921856,0.00806047,0.0136115,0.0150987,0.0374667,0.0106514,0,0,0.0109634,0,0.0122476,0.00421758,0.0813358,0.0588831,0.0354154,0.010135,0.017299,0.00909869,0.0233997,0.0157261,0.0403115,0.030723,0.0289182,0.0511611,0.0257597,0.0398625,0.0230917,0.00713958,0.00504129,0.00339145,0.00706297,0.0117714,0,0,0,0,0
84,0,0,0,0,0,0,0.0120886,0.00681287,0,0,0,0.00195299,0.0202055,0.0127809,0,0,0.0439803,0,0.0192611,0.0256095,0.00714734,0.0250422,0.019469,0.00801404,0.0051714,0.0175439,0.00796376,0.00353495,0.00832964,0.0512417,0.00599244,0.00353832,0.00742314,0.0341197,0.0115027,0.0347287,0.00919705,0.00873538,0.014579,0.0151421,0.0340044,0.010613,0,0,0.010872,0,0.0122808,0.00404532,0.0819339,0.0541759,0.0357869,0.00798306,0.0166769,0.00874741,0.0218924,0.0153614,0.0402449,0.0299121,0.0260201,0.0495488,0.0234543,0.0360432,0.0257669,0.00717847,0.00494909,0.00327268,0.00686548,0.0118362,0,0,0,0,0
85,0,0,0,0,0,0,0.0116898,0.0066055,0,0,0,0.00264629,0.019765,0.0127637,0,0,0.0414383,0,0.019214,0.0239181,0.00694279,0.0249337,0.019789,0.0081852,0.00482785,0.0160129,0.00783401,0.00360677,0.00822691,0.0512068,0.00630413,0.00425321,0.00769917,0.0341059,0.01215,0.032541,0.0093659,0.00790402,0.0182616,0.0151668,0.0350463,0.0100893,0,0,0.0108481,0,0.0123021,0.00406754,0.0820029,0.0546742,0.0357607,0.00895916,0.0161352,0.0083482,0.0204211,0.0168608,0.0419914,0.0282643,0.0258726,0.0489586,0.0235296,0.0360668,0.0307937,0.00738794,0.00498934,0.00320231,0.00658666,0.0115642,0,0,0,0,0
86,0,0,0,0,0,0,0.0120898,0.00671411,0,0,0,0.00369191,0.0201106,0.012953,0,0,0.0470193,0,0.0192913,0.0275678,0.00679733,0.0245518,0.020122,0.00850035,0.0048721,0.0183301,0.00762531,0.0039261,0.0081682,0.051066,0.00668518,0.0051865,0.00800661,0.0340415,0.0126624,0.0366662,0.00909145,0.00962136,0.0209158,0.015159,0.0368122,0.0102609,0,0,0.0105983,0,0.0122974,0.00404946,0.0817377,0.0579837,0.0358717,0.00933782,0.0160033,0.00825795,0.019285,0.0178759,0.0431922,0.0271029,0.0271141,0.0497285,0.0246213,0.0374411,0.0346397,0.00735964,0.00502667,0.00321005,0.00654755,0.0118458,0,0,0,0,0
87,0,0,0,0,0,0,0.011655,0.00646673,0,0,0,0.00508728,0.0197654,0.0129755,0,0,0.0444056,0,0.0193476,0.0258092,0.0067588,0.0237693,0.0208248,0.00872571,0.00509353,0.0169953,0.00762125,0.00480659,0.00809958,0.0512362,0.00706943,0.00664163,0.00852205,0.0337505,0.0120313,0.0345134,0.00938438,0.00852636,0.0221456,0.0151434,0.0369446,0.00966212,0,0,0.0107537,0,0.012304,0.00425909,0.081171,0.0618812,0.0358837,0.0086721,0.0158281,0.00788682,0.0191024,0.0177068,0.0430573,0.0270115,0.0286171,0.0514221,0.0256679,0.0386983,0.0342562,0.00726572,0.00521874,0.00330386,0.00634759,0.0113504,0,0,0,0,0
88,0,0,0,0,0,0,0.0115572,0.00638351,0,0,0,0.00746895,0.0198096,0.0126646,0,0,0.0457966,0,0.0194639,0.026696,0.0069782,0.0222682,0.021363,0.0090659,0.00593166,0.0177058,0.00774559,0.00617973,0.00798903,0.0514835,0.00784228,0.00841643,0.00907474,0.033544,0.0117111,0.0356081,0.00947388,0.00861535,0.0226113,0.0151439,0.0365855,0.00943211,0,0,0.0107693,0,0.0123079,0.00428129,0.0805988,0.0628572,0.0357634,0.00800704,0.0161836,0.00780177,0.0202635,0.0164289,0.0410966,0.0281526,0.028736,0.0526042,0.0261199,0.0386444,0.0308301,0.00705787,0.00534595,0.00341287,0.0063612,0.0110319,0,0,0,0,0
89,0,0,0,0,0,0,0.0113176,0.00622504,0,0,0,0.0100723,0.0194265,0.0116978,0,0,0.0435496,0,0.0195984,0.0252267,0.00755926,0.01997,0.0218171,0.00957944,0.00679689,0.0168315,0.00792157,0.00778441,0.00771968,0.0516693,0.00898201,0.0102926,0.00980911,0.0333424,0.0119906,0.0337869,0.00962431,0.00788736,0.0215296,0.0151024,0.036459,0.00923518,0,0,0.0107974,0,0.0122761,0.00415774,0.0803346,0.0612079,0.0356856,0.00833548,0.0164589,0.00780102,0.0223433,0.0145258,0.0384709,0.0302135,0.0278378,0.0527127,0.0259528,0.0373707,0.0249352,0.00683246,0.00550358,0.00356152,0.00639384,0.0105364,0,0,0,0,0
90,0,0,0,0,0,0,0.0122053,0.00654425,0,0,0,0.0130743,0.0205876,0.0103817,0,0,0.0558811,0,0.0198268,0.0332584,0.00832053,0.0171676,0.0221934,0.0105349,0.00757355,0.0226714,0.00805307,0.00979927,0.00736365,0.0516006,0.0107391,0.0130638,0.0106334,0.0327975,0.013089,0.0429818,0.00916037,0.0111051,0.0209074,0.0150574,0.0355617,0.00996404,0,0,0.0105612,0,0.0122444,0.0038494,0.0804121,0.0577974,0.035567,0.00971772,0.0168268,0.00818579,0.024057,0.013218,0.0366869,0.0318723,0.0270912,0.0521427,0.0255465,0.0356652,0.0221536,0.00645564,0.00551401,0.00362977,0.00666836,0.0111152,0,0,0,0,0
91,0,0,0,0,0,0,0.0114879,0.00620754,0,0,0,0.0171602,0.0193082,0.00839964,0,0,0.0452417,0,0.0198341,0.02661,0.00900792,0.0144806,0.0229164,0.0124164,0.00805175,0.0171992,0.00838947,0.0129552,0.0071226,0.0514362,0.0133915,0.0171081,0.0106267,0.0318478,0.0154824,0.0342432,0.00972121,0.00813293,0.0184461,0.0150407,0.031564,0.00930314,0,0,0.0108415,0,0.012214,0.00399804,0.0812053,0.0515216,0.0361211,0.00820607,0.0164659,0.0080548,0.0241965,0.0117366,0.0351558,0.0324567,0.0249518,0.0514692,0.0238825,0.0313915,0.0221115,0.00663739,0.00577243,0.0036519,0.00647018,0.0106323,0,0,0,0,0
92,0,0,0,0,0,0,0.0114845,0.0060715,0,0,0,0.0205581,0.0190901,0.00629542,0,0,0.0463571,0,0.0198505,0.0281341,0.00956196,0.0138376,0.023671,0.0155516,0.00821484,0.0174018,0.00894853,0.0165885,0.00750327,0.0509396,0.0164696,0.0214124,0.0106649,0.0308219,0.0187204,0.0349237,0.00966562,0.00884307,0.0159225,0.0150117,0.0272612,0.00914147,0,0,0.0108067,0,0.0121904,0.00393414,0.0820358,0.0457731,0.0366126,0.00592428,0.0158425,0.00788875,0.022781,0.0116457,0.0352554,0.0313442,0.0222469,0.0504916,0.0216525,0.026729,0.0223318,0.00655218,0.0058102,0.00366983,0.00625683,0.0108025,0,0,0,0,0
93,0,0,0,0,0,0,0.0111963,0.00586013,0,0,0,0.0228388,0.0190483,0.00578317,0,0,0.0478296,0,0.0199563,0.0294127,0.0101826,0.0174101,0.0243914,0.0198786,0.00812038,0.0179225,0.00995625,0.0208739,0.00883652,0.0499903,0.0199862,0.0261622,0.0106649,0.0295718,0.0214032,0.0359802,0.00968849,0.00913556,0.0123033,0.0149554,0.0222981,0.00874259,0,0,0.0106512,0,0.0121484,0.00382979,0.0833288,0.0393374,0.0373504,0.00429281,0.0151031,0.00762702,0.0208824,0.0119604,0.0355321,0.0302382,0.0189996,0.0488336,0.0186014,0.0218555,0.021003,0.00647587,0.00592075,0.0036863,0.00586569,0.0105489,0,0,0,0,0
94,0,0,0,0,0,0,0.010343,0.0054734,0,0,0,0.0236737,0.0192882,0.00844929,0,0,0.0488069,0,0.0200401,0.0298569,0.0105943,0.0239788,0.0248135,0.0246829,0.00738086,0.0188909,0.011319,0.0253152,0.0112464,0.0485186,0.0236145,0.0308716,0.0100682,0.0282167,0.0228256,0.0367918,0.00973972,0.00879373,0.00421517,0.0149343,0.0128474,0.00797527,0,0,0.0102083,0,0.012133,0.00361162,0.085626,0.0260354,0.0396642,0.0104869,0.0138145,0.00727593,0.018456,0.0113937,0.0341336,0.0311082,0.0153524,0.0456535,0.0130047,0.0148894,0.0171977,0.00626653,0.00596583,0.00369185,0.00511505,0.0094843,0,0,0,0,0
95,0,0,0,0,0,0,0.0101756,0.00520348,0,0,0,0.0236153,0.0210362,0.0118642,0,0,0.062878,0,0.0201903,0.038597,0.0107343,0.0297837,0.0248714,0.0290135,0.00578036,0.027086,0.0125249,0.0292757,0.0144497,0.0466447,0.0266481,0.0342675,0.00911007,0.0269658,0.0230359,0.0481778,0.00928564,0.012153,0.0110835,0.0149636,0.00792823,0.00797521,0,0,0.00936038,0,0.0121524,0.00314764,0.0884757,0.012104,0.0430377,0.0207556,0.0118797,0.00701747,0.0167161,0.0148536,0.0328719,0.0336035,0.0174616,0.0419785,0.00903637,0.0148676,0.018068,0.00566589,0.0057539,0.00358604,0.00423854,0.00864167,0,0,0,0,0
96,0,0,0,0,0,0,0.00915132,0.00407416,0,0,0,0.0260555,0.02103,0.0183156,0,0,0.0587429,0,0.0193582,0.0358715,0.02376,0.0411789,0.0218553,0.0451828,0.00727102,0.0277005,0.0296456,0.0518242,0.0368298,0.0521097,0.0340466,0.0370899,0.0142524,0.0176953,0.0569026,0.045871,0.00914943,0.0112586,0.0151219,0.0151077,0.00973056,0.00829006,0,0,0.00647899,0,0.0122431,0.002561,0.0861065,0.00995883,0.0417639,0.0237756,0.0102629,0.00585596,0.0179541,0.018401,0.0318321,0.0355242,0.0184469,0.0423213,0.00857775,0.0154921,0.0194684,0.00479654,0.00475416,0.00301458,0.0015067,0.00575937,0,0,0,0,0
97,0,0,0,0,0,0,0.00892709,0.00394607,0,0,0,0.0219166,0.019876,0.0176801,0,0,0.0537949,0,0.0196206,0.0323875,0.0115999,0.0401697,0.0250731,0.0356743,0.00361445,0.0235797,0.0151414,0.0357286,0.0219095,0.0421721,0.0293325,0.0350285,0.00639943,0.024504,0.0237409,0.0414781,0.00941139,0.0101769,0.0166607,0.0149346,0.0114072,0.00667349,0,0,0.00821752,0,0.0121485,0.00273047,0.0909787,0.0105595,0.04568,0.0243537,0.00950401,0.00653736,0.0170469,0.0157098,0.0307077,0.0361086,0.0187527,0.0403146,0.00859969,0.016632,0.0198732,0.00554791,0.00540724,0.00361102,0.00254371,0.00660692,0,0,0,0,0
98,0,0,0,0,0,0,0.00928723,0.00375084,0,0,0,0.011439,0.0216881,0.015316,0,0,0.0632729,0,0.0193071,0.0390307,0.023595,0.0339485,0.0221758,0.0421003,0.00784994,0.030894,0.0294719,0.0486156,0.0347902,0.0503468,0.0326361,0.0347925,0.0150482,0.0168407,0.0339559,0.0499097,0.0091054,0.0123558,0.016502,0.0150367,0.0104694,0.00856367,0,0,0.00587184,0,0.0122183,0.00246985,0.0867079,0.00973195,0.0425498,0.0241927,0.00921499,0.00647761,0.0188964,0.0177479,0.030435,0.0374611,0.0173867,0.0418184,0.00764948,0.0149382,0.0192161,0.00526608,0.00433843,0.00308125,0.00167014,0.0057615,0,0,0,0,0
99,0,0,0,0,0,0,0.0086743,0.00360636,0,0,0,0.00562617,0.0198349,0.013374,0,0,0.0471744,0,0.019124,0.0292423,0.0234304,0.028735,0.022225,0.0406537,0.00804526,0.0234461,0.0294713,0.0473481,0.033955,0.0498268,0.032364,0.0345796,0.0155487,0.0168678,0.0209712,0.0377072,0.00912908,0.00965402,0.0167633,0.0150653,0.011063,0.00830446,0,0,0.00600173,0,0.0122523,0.00255576,0.0865067,0.0104802,0.0429571,0.0243909,0.00896426,0.00651006,0.0192169,0.0185159,0.0305459,0.0378334,0.0170699,0.0418642,0.0071338,0.0150181,0.0192385,0.00549864,0.00428205,0.00309165,0.00236077,0.00545315,0,0,0,0,0
100,0,0,0,0,0,0,0.0071319,0.00277955,0,0,0,0.0139804,0.0272398,0.0276254,0,0,0.123852,0,0.025857,0.0810046,0.0132843,0.0586421,0.0248653,0.040776,0.0042065,0.0624963,0.0183646,0.0393537,0.0295757,0.0376748,0.0274573,0.0277962,0.00407809,0.0223249,0.0342776,0.0983639,0.0116675,0.0265998,0.0176139,0.0149429,0.0127464,0.00528871,0,0,0.00712972,0,0.0122289,0.00252892,0.0910662,0.0118775,0.0471489,0.0251353,0.00839685,0.00595775,0.0177624,0.0174052,0.0304319,0.0371836,0.0180503,0.0403458,0.0073808,0.01703,0.0201936,0.00521437,0.00469829,0.00358476,0.00185852,0.00476463,0,0,0,0,0
101,0,0,0,0,0,0,0.00993031,0.00354443,0,0,0,0.00547925,0.0211735,0.0110326,0,0,0.0557755,0,0.0190364,0.0349173,0.0219145,0.0206295,0.0220327,0.0386003,0.00807555,0.0285962,0.0294283,0.0447476,0.0327916,0.049004,0.0302261,0.0313226,0.0150395,0.0171913,0.00515238,0.0450849,0.00857833,0.0126259,0.0165732,0.0150534,0.0117056,0.00973761,0,0,0.0057151,0,0.0122458,0.00262465,0.0854853,0.0112264,0.0429095,0.0238147,0.0101176,0.00724112,0.0191266,0.0211529,0.0314813,0.0370988,0.0166371,0.0418149,0.00666221,0.0153183,0.0192358,0.00575244,0.003837,0.00293682,0.00302989,0.00655554,0,0,0,0,0
102,0,0,0,0,0,0,0.00907897,0.00363428,0,0,0,0.0103869,0.0200875,0.0109525,0,0,0.0442412,0,0.0188377,0.0277002,0.0207071,0.0207093,0.0215806,0.0381069,0.00827992,0.0233165,0.0297089,0.0442673,0.0330114,0.0488322,0.0286054,0.0283465,0.0143365,0.0174485,0.00737982,0.036094,0.009002,0.00954747,0.0165948,0.0150555,0.0117958,0.00917812,0,0,0.00594597,0,0.0122244,0.00274753,0.0848413,0.0116694,0.0427457,0.0236865,0.0103079,0.00731503,0.0191492,0.0220931,0.031676,0.0367937,0.0165549,0.0416749,0.00666716,0.0154386,0.0189442,0.00588723,0.003816,0.00286901,0.0032748,0.00593942,0,0,0,0,0
103,0,0,0,0,0,0,0.0097576,0.00333615,0,0,0,0.0167688,0.0225728,0.0320367,0,0,0.0674276,0,0.019505,0.0425094,0.0107519,0.0650174,0.0244037,0.0453649,0.00757863,0.0331399,0.021776,0.0430351,0.0330744,0.0338339,0.0305882,0.030377,0.00413538,0.0210904,0.042479,0.0534697,0.00846446,0.0145451,0.0173924,0.0149341,0.0127583,0.00821901,0,0,0.00596473,0,0.0121626,0.00210535,0.089486,0.0123844,0.0469001,0.0247035,0.00973381,0.00690369,0.0178502,0.0196998,0.0308081,0.036426,0.0178345,0.0399787,0.00726365,0.017229,0.0197904,0.00487863,0.00399334,0.00314759,0.00309522,0.00678669,0,0,0,0,0
104,0,0,0,0,0,0,0.00920852,0.00410952,0,0,0,0.0206217,0.0202728,0.0124649,0,0,0.0432419,0,0.0185506,0.0265493,0.0185006,0.0242846,0.0201724,0.0354058,0.00834009,0.0229097,0.0297097,0.0427549,0.0335347,0.0490065,0.0241342,0.0199478,0.0113431,0.0181332,0.020621,0.0351492,0.00876408,0.00887959,0.0165313,0.0150377,0.0113731,0.0091106,0,0,0.00596414,0,0.012207,0.00281849,0.0834393,0.0116218,0.0424952,0.0229724,0.010204,0.0073489,0.019605,0.0226715,0.0315431,0.0366635,0.0162035,0.04107,0.00666279,0.015126,0.0184456,0.00569317,0.00368981,0.00277576,0.00388817,0.00642179,0,0,0,0,0
105,0,0,0,0,0,0,0.0091468,0.00443623,0,0,0,0.0257184,0.0203828,0.0140559,0,0,0.0431985,0,0.0183948,0.0264463,0.0180428,0.0262033,0.0193831,0.0342942,0.00839828,0.0227526,0.0292189,0.0416129,0.0334979,0.0495762,0.0223764,0.0158855,0.0100339,0.0183485,0.0276385,0.0351146,0.00868332,0.00899812,0.0171225,0.0150512,0.0114779,0.00899768,0,0,0.00601009,0,0.0122242,0.00277994,0.0830548,0.0117904,0.0424667,0.0227942,0.00997161,0.00722977,0.0199467,0.0225003,0.0315128,0.0368648,0.0159691,0.0406545,0.00657826,0.0151269,0.018578,0.00546096,0.00370861,0.00274497,0.0042632,0.00662655,0,0,0,0,0
106,0,0,0,0,0,0,0.00980519,0.00405667,0,0,0,0.0243968,0.0225052,0.0336957,0,0,0.0637163,0,0.0188968,0.0398184,0.0102399,0.0696779,0.0230122,0.0527309,0.00792671,0.0309531,0.0240028,0.0468109,0.0348528,0.0315894,0.0361985,0.0378849,0.0054956,0.0200421,0.0556663,0.0506007,0.00822616,0.0140523,0.0193637,0.0150032,0.0133778,0.00856173,0,0,0.00597657,0,0.012226,0.00215737,0.0887591,0.0134538,0.0471862,0.0246027,0.00833314,0.00660671,0.0189765,0.0194352,0.0304094,0.0370603,0.0174702,0.039034,0.00707438,0.0174267,0.0206076,0.0042998,0.00392093,0.00296623,0.00405615,0.00746844,0,0,0,0,0
107,0,0,0,0,0,0,0.00920357,0.00431214,0,0,0,0.0259669,0.025405,0.0341925,0,0,0.0892345,0,0.0207212,0.0565834,0.0107847,0.0711214,0.0226136,0.0539933,0.00838814,0.0439167,0.0244626,0.047971,0.0351686,0.0310371,0.0371313,0.0390854,0.00528724,0.0197681,0.0579827,0.0707409,0.00933754,0.0181184,0.0196588,0.0149437,0.013635,0.00793578,0,0,0.0053049,0,0.0121743,0.00182738,0.0887399,0.0140159,0.0471214,0.0245636,0.008525,0.00670624,0.0193579,0.018918,0.0301989,0.0373871,0.0171999,0.038827,0.00691136,0.0176925,0.0209972,0.00431735,0.00402425,0.00285539,0.00388173,0.00675402,0,0,0,0,0
108,0,0,0,0,0,0,0.00873881,0.00406517,0,0,0,0.0263785,0.0205505,0.0346648,0,0,0.0456399,0,0.018598,0.0279648,0.011078,0.0722602,0.0224103,0.055057,0.00710914,0.0218514,0.0248607,0.049011,0.0354945,0.0306091,0.0375559,0.0397002,0.00528765,0.0196431,0.0589458,0.0364325,0.00878561,0.00913654,0.021198,0.015041,0.0155488,0.00766018,0,0,0.00647575,0,0.012251,0.00242729,0.0890388,0.0174176,0.0477488,0.0253634,0.00723698,0.00582713,0.0196466,0.0191868,0.0299217,0.0379635,0.0173957,0.0384678,0.0068638,0.0191318,0.0220387,0.00392922,0.00416529,0.00299211,0.00410947,0.00652442,0,0,0,0,0
109,0,0,0,0,0,0,0.00907236,0.00408767,0,0,0,0.0259462,0.0209259,0.0348928,0,0,0.0476603,0,0.0186222,0.0290807,0.0112209,0.0724925,0.0221566,0.0555674,0.00668452,0.0226932,0.025182,0.0495785,0.0356304,0.0303015,0.0371339,0.0395282,0.00547078,0.0194889,0.0583835,0.0381443,0.00866899,0.00943283,0.0218563,0.0150317,0.0162039,0.00792538,0,0,0.00641802,0,0.0122377,0.00247108,0.0891075,0.0190903,0.0477624,0.0254328,0.00686644,0.00570517,0.0199371,0.0189361,0.0295522,0.0383957,0.0171698,0.0384307,0.00662223,0.0196822,0.0223571,0.00361189,0.00423956,0.00301427,0.00385667,0.00678019,0,0,0,0,0
110,0,0,0,0,0,0,0.0100242,0.00405099,0,0,0,0.0248741,0.0219537,0.0350456,0,0,0.0569913,0,0.0187456,0.0353853,0.011216,0.0722907,0.0219618,0.0555386,0.00639233,0.0271017,0.0253683,0.049771,0.0355949,0.0301185,0.0366362,0.0388489,0.00561353,0.0193913,0.0566432,0.0455073,0.00824133,0.0121069,0.0228043,0.0150032,0.0168875,0.00871702,0,0,0.00634837,0,0.01222,0.00251035,0.0892485,0.0205124,0.0478378,0.025523,0.00665052,0.00570546,0.0201101,0.0188819,0.0292637,0.0387376,0.0171331,0.0384452,0.00647965,0.0202354,0.023055,0.0031907,0.00432238,0.00306994,0.00337638,0.00773452,0,0,0,0,0
111,0,0,0,0,0,0,0.00872872,0.00383659,0,0,0,0.0232418,0.0201112,0.03514,0,0,0.040949,0,0.0187078,0.0249625,0.0112853,0.0716528,0.0218081,0.0550746,0.00594702,0.019374,0.0254184,0.0496501,0.0353981,0.0300473,0.0361386,0.037862,0.00571831,0.0193398,0.0541418,0.0329425,0.00885997,0.0080786,0.0239524,0.0149919,0.01759,0.00752076,0,0,0.00665524,0,0.012219,0.00270528,0.0893891,0.0216306,0.0481782,0.0258652,0.00627964,0.00521114,0.0201995,0.0190963,0.029062,0.0389677,0.0172674,0.0384994,0.00647138,0.0207079,0.0242828,0.00319204,0.00456724,0.00317094,0.00293651,0.00677856,0,0,0,0,0
112,0,0,0,0,0,0,0.00952403,0.00385751,0,0,0,0.0212503,0.020591,0.0350191,0,0,0.0444499,0,0.0187459,0.0268232,0.0114292,0.0707349,0.021578,0.0541406,0.00568981,0.0211087,0.0252412,0.0491342,0.0348831,0.0302292,0.0354571,0.0366104,0.00570657,0.0193967,0.0512492,0.0357179,0.00856582,0.00937744,0.0249639,0.0149866,0.017916,0.00823689,0,0,0.00632735,0,0.012214,0.00254211,0.0892722,0.0222302,0.0485988,0.0260541,0.00606436,0.00529994,0.0201917,0.0193797,0.0291537,0.0390092,0.0173091,0.0384688,0.00647977,0.0209626,0.025539,0.00298002,0.00451012,0.00315688,0.00266702,0.00747926,0,0,0,0,0
