Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x74,x73
All Timesteps RMSE,0,0,0,0,0,0,0.0108106,0.00637298,0,0,0,0.0197154,0.0207608,0.0161711,0,0,0.0449301,0,0.0181445,0.0264596,0.0155684,0.0322272,0.0189044,0.0236929,0.00866918,0.0208978,0.0146767,0.0231834,0.0179122,0.0457485,0.0179752,0.0190423,0.00895145,0.0314215,0.0307011,0.0365592,0.00860937,0.00953315,0.0273392,0.015239,0.0241365,0.00966127,0,0,0.0101263,0,0.01229,0.00623135,0.083279,0.0348243,0.0452778,0.0177476,0.0110821,0.00641225,0.0203434,0.0200795,0.0410729,0.0323584,0.0210608,0.0357202,0.0184001,0.0248804,0.0317391,0.0049147,0.00631127,0.00554708,0.00608992,0.0100003,0,0,0,0,0
0,0,0,0,0,0,0,0.00929551,0.00356714,0,0,0,0.016359,0.0202193,0.0322227,0,0,0.03834,0,0.0181708,0.0217762,0.0141713,0.0594818,0.0199634,0.0472156,0.00721056,0.0121941,0.0248427,0.04556,0.032132,0.0313182,0.0316327,0.0311043,0.00403619,0.0215131,0.02817,0.0297626,0.00910242,0.00638136,0.0199776,0.0154659,0.0230662,0.00748641,0,0,0.00218928,0,0.0123713,0.00110181,0.0833924,0.0343707,0.0426164,0.0215414,0.00761059,0.00556982,0.0279018,0.0126377,0.0338641,0.0348368,0.0251564,0.0461921,0.0204608,0.0253161,0.016972,0.00271513,0.00366787,0.00268945,0.00294294,0.00767588,0,0,0,0,0
1,0,0,0,0,0,0,0.00935817,0.0038706,0,0,0,0.0159378,0.0204968,0.0315968,0,0,0.0419744,0,0.0182267,0.0239766,0.0144188,0.0593023,0.0202643,0.0458586,0.00762351,0.0152987,0.0247115,0.0440208,0.031665,0.0308493,0.0309519,0.0297835,0.00488839,0.0202414,0.0298801,0.0325243,0.00895391,0.00771849,0.0202248,0.015498,0.0230636,0.00722802,0,0,0.00252418,0,0.0124247,0.000964286,0.0836934,0.0340044,0.0427775,0.0214763,0.00724452,0.00453133,0.02781,0.0127209,0.0337221,0.0345971,0.0252137,0.0463042,0.0205401,0.0253617,0.0176067,0.0032318,0.00370539,0.00271483,0.00436296,0.00749668,0,0,0,0,0
2,0,0,0,0,0,0,0.00911332,0.00398206,0,0,0,0.0160409,0.0196636,0.0304458,0,0,0.0391724,0,0.0182892,0.0222219,0.0146493,0.0584916,0.0200584,0.0439091,0.00772697,0.0145059,0.0244402,0.0417879,0.0309118,0.0303804,0.0302498,0.0294241,0.00564466,0.0191488,0.0315871,0.0302158,0.00895734,0.00774689,0.0205789,0.0154963,0.0231674,0.00696473,0,0,0.00315291,0,0.012475,0.000949481,0.0837192,0.0339545,0.0429496,0.0219085,0.0068924,0.00423938,0.0279814,0.012693,0.0337929,0.0345432,0.0256185,0.0463117,0.0207147,0.0257641,0.0184751,0.00345721,0.00369661,0.00267257,0.00471871,0.00727072,0,0,0,0,0
3,0,0,0,0,0,0,0.0103228,0.00438596,0,0,0,0.0164955,0.0207852,0.0292775,0,0,0.0491017,0,0.0179961,0.0284405,0.014921,0.0575166,0.0197503,0.0417224,0.00834206,0.0192464,0.0241035,0.0392376,0.0299242,0.0297894,0.0291626,0.0292121,0.00642394,0.0181527,0.03352,0.0377844,0.00837823,0.0105011,0.0207923,0.0154416,0.0228632,0.00812833,0,0,0.00405177,0,0.0125057,0.000841656,0.0836562,0.0333245,0.0430811,0.02222,0.00698888,0.00482246,0.0282047,0.0123197,0.0337756,0.0351518,0.0258015,0.0461616,0.0207354,0.0259398,0.0192075,0.00345944,0.0035032,0.00252252,0.00489643,0.00824962,0,0,0,0,0
4,0,0,0,0,0,0,0.0104713,0.00445944,0,0,0,0.0173568,0.0214138,0.0280816,0,0,0.0513827,0,0.0179043,0.0299017,0.0153958,0.0564939,0.0194999,0.0398693,0.00878996,0.0205529,0.0238425,0.0367403,0.0289715,0.0290766,0.0282154,0.0288432,0.00727653,0.0171004,0.0357489,0.0396049,0.00836141,0.0105513,0.0207935,0.0154525,0.0224151,0.00827678,0,0,0.00406525,0,0.012525,0.000790339,0.0834951,0.0326074,0.0432972,0.0224385,0.00692889,0.0049317,0.0282664,0.0118244,0.0335545,0.0356441,0.0259,0.0460024,0.0207239,0.0260555,0.0197733,0.00355857,0.00343025,0.00250166,0.00469216,0.00839861,0,0,0,0,0
5,0,0,0,0,0,0,0.00914788,0.00417884,0,0,0,0.0182838,0.0197366,0.0264468,0,0,0.0375032,0,0.0182007,0.0211873,0.0158055,0.0550593,0.019176,0.0380449,0.00853323,0.0146147,0.0233964,0.0343447,0.0278642,0.0284669,0.0275555,0.0283064,0.00815509,0.0162393,0.0378984,0.0289984,0.00897001,0.0073291,0.0194166,0.0155378,0.0212689,0.00710349,0,0,0.00384798,0,0.0125283,0.000931775,0.0833463,0.0319932,0.0438567,0.0222503,0.00628477,0.00427546,0.0283892,0.0109963,0.0328587,0.0361147,0.0257012,0.0458668,0.0205784,0.0258168,0.0194153,0.00356026,0.00363189,0.00261256,0.0042838,0.00742478,0,0,0,0,0
6,0,0,0,0,0,0,0.00907736,0.00434447,0,0,0,0.0199188,0.0196195,0.0250419,0,0,0.0375283,0,0.0182886,0.0212612,0.016123,0.0544936,0.0190394,0.0365563,0.00875243,0.014818,0.0231128,0.0325676,0.0268617,0.028098,0.0272433,0.0280941,0.00888702,0.015462,0.0404759,0.0291266,0.0089651,0.00755417,0.0186731,0.0155722,0.0196165,0.00709031,0,0,0.0038553,0,0.0125573,0.000915725,0.0833351,0.0298694,0.0442448,0.0216241,0.00623095,0.00425884,0.0284775,0.00979311,0.0318192,0.0366262,0.0250242,0.0456458,0.0201861,0.0251022,0.0193312,0.00357687,0.0036633,0.00259847,0.00395931,0.00741321,0,0,0,0,0
7,0,0,0,0,0,0,0.00928424,0.00464425,0,0,0,0.0208674,0.0195323,0.0359987,0,0,0.0376785,0,0.0185257,0.0213997,0.0126408,0,0.0188645,0.0418763,0.00898095,0.0146976,0.0225685,0.0348185,0.0272206,0,0.0306721,0.028842,0.0181668,0.0070585,0.0460339,0.0294199,0.00900167,0.00753313,0.0188567,0.0154414,0.0176718,0.00717752,0,0,0.00456705,0,0.0125229,0.000997868,0.0837383,0.0272476,0.0453319,0.0223063,0.0053213,0.00430753,0.0286716,0.00841084,0.0316366,0.0374691,0.0243257,0.0445572,0.0192123,0.0243872,0.0205992,0.00355393,0.00367688,0.00266886,0.00414473,0.008038,0,0,0,0,0
8,0,0,0,0,0,0,0.00921044,0.00488338,0,0,0,0.0239958,0.019674,0.0282573,0,0,0.0371325,0,0.0186267,0.0210648,0.0126457,0.0612452,0.0186351,0.037748,0.00908647,0.0146123,0.0199641,0.029207,0.0238489,0,0.0300583,0.0285355,0.0181594,0.00883744,0.0459,0.0291478,0.00905433,0.00708257,0.0180569,0.0154063,0.0160228,0.00719471,0,0,0.00485093,0,0.0125062,0.00111087,0.0835783,0.0256705,0.0455719,0.0219916,0.00541917,0.00421094,0.0286475,0.00739703,0.0306883,0.0382049,0.0237522,0.0442889,0.0187299,0.023913,0.0206885,0.00321905,0.00367347,0.00269321,0.00402839,0.00797137,0,0,0,0,0
9,0,0,0,0,0,0,0.00985487,0.00515971,0,0,0,0.0268448,0.0207819,0.0210665,0,0,0.0446404,0,0.0183518,0.025864,0.0167726,0.0540453,0.0189574,0.033269,0.00961467,0.0182926,0.0214873,0.0287484,0.0233434,0.02817,0.0263842,0.0284872,0.00978393,0.0146353,0.04932,0.0349588,0.0086688,0.00933048,0.0170284,0.0154207,0.0152072,0.00800265,0,0,0.00461243,0,0.0125128,0.00105943,0.0832068,0.0244972,0.0451604,0.020565,0.0064433,0.00449286,0.0284555,0.00747919,0.0290142,0.0383252,0.0232037,0.0450515,0.0188378,0.0234039,0.0198728,0.00272792,0.00346748,0.00260783,0.00363101,0.00808852,0,0,0,0,0
10,0,0,0,0,0,0,0.0099654,0.0053251,0,0,0,0.0298512,0.0210925,0.0198005,0,0,0.0474931,0,0.0182556,0.0276902,0.0169885,0.0529554,0.0190234,0.0325561,0.0104057,0.0197774,0.0205,0.0279535,0.0219266,0.028789,0.0262138,0.0288992,0.00962153,0.0152013,0.0527854,0.0372436,0.00859617,0.00990627,0.0151639,0.0154602,0.0135162,0.00814617,0,0,0.00487697,0,0.0125168,0.00116408,0.0832928,0.0238197,0.0456748,0.0203251,0.00688963,0.00458894,0.0284536,0.00719491,0.0279177,0.0389516,0.0224614,0.044827,0.0182311,0.0227413,0.0188454,0.00275791,0.0035702,0.00258238,0.00360404,0.00816088,0,0,0,0,0
11,0,0,0,0,0,0,0.00944111,0.00519684,0,0,0,0.0330483,0.0204619,0.0176287,0,0,0.0429235,0,0.018307,0.0247241,0.0172025,0.0508996,0.0190596,0.031588,0.0105993,0.017882,0.0192347,0.0270093,0.0201267,0.0301579,0.0260509,0.0293702,0.00901695,0.0160251,0.055996,0.0339423,0.00882853,0.008561,0.0150295,0.0154767,0.0130598,0.00771726,0,0,0.00471969,0,0.0125293,0.00109276,0.0830235,0.0230947,0.0457838,0.0202694,0.00707732,0.00458342,0.02843,0.00739117,0.0276084,0.0390689,0.0222125,0.0447531,0.0179698,0.0225555,0.018888,0.00309623,0.00355356,0.00261757,0.00360885,0.00770572,0,0,0,0,0
12,0,0,0,0,0,0,0.00987356,0.0053884,0,0,0,0.0357249,0.0206416,0.0154533,0,0,0.0466334,0,0.0182597,0.0270658,0.0173005,0.0476753,0.0190289,0.0302503,0.0109349,0.0197723,0.0176859,0.0260776,0.0180939,0.0319263,0.0256449,0.029891,0.00823308,0.0173754,0.0580935,0.0370499,0.00856608,0.00978214,0.0148882,0.0154285,0.0128631,0.00821203,0,0,0.00450229,0,0.0124934,0.00112954,0.0827477,0.0227864,0.0458006,0.0201683,0.00751156,0.00496951,0.0283213,0.00776512,0.0276023,0.0388453,0.0220198,0.0447142,0.0177933,0.0224357,0.0189353,0.00305207,0.00355614,0.00271362,0.00391321,0.00813552,0,0,0,0,0
13,0,0,0,0,0,0,0.00965839,0.00556991,0,0,0,0.0372584,0.0204612,0.0134224,0,0,0.0448921,0,0.0183241,0.0258662,0.0173599,0.0428875,0.018996,0.0278727,0.0110262,0.0191096,0.0156949,0.0242958,0.0155038,0.033841,0.0239163,0.0298124,0.00759655,0.0192246,0.058108,0.0358658,0.00874188,0.0092385,0.0144297,0.0154042,0.0126593,0.00808747,0,0,0.00498028,0,0.0124839,0.00116696,0.082486,0.0226965,0.0458432,0.0201062,0.00771487,0.00515057,0.0281344,0.0081878,0.0275958,0.038493,0.0218376,0.0446442,0.017673,0.0223821,0.0187788,0.00308884,0.00364164,0.00275659,0.00422878,0.00803958,0,0,0,0,0
14,0,0,0,0,0,0,0.0105437,0.00602371,0,0,0,0.0377009,0.0216128,0.0119806,0,0,0.0535671,0,0.0185721,0.0316024,0.017531,0.0373817,0.0190124,0.0245594,0.0112886,0.0234699,0.013658,0.0217765,0.0126371,0.0357481,0.0214714,0.0284017,0.00696765,0.0212737,0.0560274,0.0427407,0.00842409,0.0116353,0.0139058,0.0153422,0.0124629,0.00898342,0,0,0.00517074,0,0.0124551,0.00110506,0.0822104,0.0226303,0.0457807,0.0200453,0.00813683,0.00562416,0.0278345,0.00868099,0.0275777,0.0383566,0.0216234,0.0444575,0.0173335,0.0223486,0.0184957,0.00312573,0.00357471,0.00279268,0.00458685,0.00891197,0,0,0,0,0
15,0,0,0,0,0,0,0.00902813,0.00584973,0,0,0,0.0362709,0.019655,0.0100678,0,0,0.0367865,0,0.0188668,0.0208889,0.0177013,0.0305588,0.0188474,0.0204296,0.0103987,0.0159351,0.0116956,0.0183497,0.00974317,0.0377723,0.0186355,0.0253517,0.00679952,0.0236682,0.0513797,0.0298881,0.00922577,0.00751542,0.0132826,0.0153301,0.0122806,0.0076807,0,0,0.00604482,0,0.012425,0.00151729,0.0818903,0.0229733,0.0458003,0.0199729,0.0073831,0.00503803,0.0276323,0.00951302,0.0276804,0.0380854,0.0214475,0.0442129,0.0170042,0.0224093,0.0181601,0.00341116,0.00383988,0.0028941,0.00471088,0.00774412,0,0,0,0,0
16,0,0,0,0,0,0,0.0093095,0.00605224,0,0,0,0.0341633,0.0199052,0.0092548,0,0,0.0398734,0,0.0188427,0.0228716,0.0180808,0.0239555,0.0187801,0.0162704,0.0102735,0.0173587,0.0102813,0.0152047,0.00768153,0.0398821,0.0158796,0.0218484,0.00717625,0.0257645,0.0458873,0.0324859,0.00906522,0.0081501,0.012837,0.0152645,0.0119848,0.00795488,0,0,0.00616586,0,0.012383,0.00161615,0.0816067,0.0228305,0.0457344,0.0197549,0.00760628,0.00525252,0.0273853,0.0103928,0.0277845,0.038034,0.0210955,0.0438913,0.0165915,0.0222319,0.018018,0.00366151,0.00376899,0.00292683,0.00477885,0.00801307,0,0,0,0,0
17,0,0,0,0,0,0,0.00910659,0.00613579,0,0,0,0.0291781,0.0196897,0.00922597,0,0,0.0391449,0,0.0188191,0.0223525,0.0185052,0.0165726,0.0186463,0.011297,0.0098727,0.0170293,0.00932462,0.012073,0.00682475,0.0413533,0.0124431,0.0171193,0.00723177,0.0286563,0.0369822,0.0320057,0.00912281,0.00767037,0.0123451,0.0152423,0.0116323,0.00776524,0,0,0.00649332,0,0.0123592,0.0018023,0.0813974,0.0227808,0.0458127,0.0196267,0.00723268,0.00537916,0.0270985,0.011099,0.0279043,0.0379677,0.0206853,0.0434074,0.0160325,0.022037,0.0178486,0.0040024,0.00377078,0.00294153,0.00482172,0.00790429,0,0,0,0,0
18,0,0,0,0,0,0,0.00915871,0.00632877,0,0,0,0.0233793,0.0197139,0.0097457,0,0,0.0394383,0,0.0187515,0.0223052,0.0189686,0.00997778,0.0186376,0.00774702,0.00966591,0.0171821,0.00892833,0.0104237,0.00760888,0.0427878,0.0100178,0.0129569,0.0080203,0.0317036,0.0275425,0.0321787,0.00911051,0.00815689,0.011822,0.0152555,0.0114292,0.00785448,0,0,0.00666832,0,0.0123645,0.0018966,0.0813312,0.0228888,0.0457503,0.0194113,0.00703155,0.00562833,0.0268205,0.0117004,0.027952,0.037788,0.0201935,0.0426994,0.0153972,0.0218482,0.0176699,0.00424609,0.0038483,0.00307919,0.0048669,0.00804907,0,0,0,0,0
19,0,0,0,0,0,0,0.00965974,0.00642078,0,0,0,0.016511,0.0203622,0.00947677,0,0,0.0436766,0,0.018546,0.0249239,0.0195357,0.00553383,0.0187767,0.00594869,0.00962556,0.0192797,0.00900499,0.0103293,0.00930255,0.0443906,0.00922647,0.0100998,0.00955739,0.0347796,0.0173422,0.0355653,0.00891505,0.00932259,0.0109054,0.015276,0.0114789,0.00834353,0,0,0.00685718,0,0.0123817,0.00189922,0.081277,0.0232046,0.0457381,0.0190801,0.00699205,0.00599639,0.0266389,0.0122301,0.0280924,0.0375007,0.0196531,0.0418715,0.014794,0.0216462,0.017047,0.00451121,0.00393501,0.00318431,0.00504883,0.00862542,0,0,0,0,0
20,0,0,0,0,0,0,0.00947332,0.00607369,0,0,0,0.00839763,0.0201117,0.00727518,0,0,0.0411715,0,0.0185708,0.0233165,0.0200417,0.00604722,0.018993,0.00490141,0.00927375,0.0186006,0.00921477,0.0109234,0.0111089,0.0459735,0.010434,0.00889594,0.0104861,0.0377257,0.00722417,0.0339768,0.00906466,0.00851835,0.0097792,0.0152944,0.0117041,0.00820298,0,0,0.00724188,0,0.0123939,0.00198111,0.0812494,0.0237491,0.0459617,0.0186186,0.00651205,0.00604622,0.0265901,0.0127753,0.0283449,0.037206,0.0189968,0.040951,0.0141738,0.0214235,0.01614,0.00485735,0.00414088,0.00326988,0.00530076,0.00866512,0,0,0,0,0
21,0,0,0,0,0,0,0.00960757,0.00613667,0,0,0,0.00673578,0.0200381,0.00470216,0,0,0.0413243,0,0.0185701,0.0234541,0.0202465,0.00769892,0.0193454,0.00535319,0.00937984,0.0189674,0.00932542,0.01138,0.0123482,0.0474868,0.0117854,0.00966765,0.0106399,0.0401463,0.00887064,0.0345268,0.00904567,0.00846302,0.00829649,0.0153281,0.0122715,0.00832099,0,0,0.00741336,0,0.0124098,0.00206024,0.0813905,0.0245325,0.0462843,0.0179684,0.00655474,0.00619582,0.0264541,0.0133216,0.0286064,0.0368345,0.0183253,0.0398794,0.0135056,0.0211142,0.0147807,0.00517363,0.0043613,0.00335909,0.0055569,0.0089681,0,0,0,0,0
22,0,0,0,0,0,0,0.00996481,0.0063766,0,0,0,0.00871602,0.020243,0.0039936,0,0,0.0436401,0,0.0185178,0.0249597,0.0200086,0.00793543,0.0198146,0.00662573,0.00977391,0.0201729,0.00926109,0.0112038,0.0129389,0.0484767,0.0121525,0.0104072,0.0102867,0.0410164,0.0130942,0.0365984,0.00888014,0.00913209,0.00678231,0.0153154,0.012893,0.00867727,0,0,0.00718098,0,0.0124074,0.00201537,0.0816215,0.0251706,0.0463759,0.0170962,0.00700042,0.0064606,0.0261529,0.0138559,0.0291074,0.0362863,0.0176518,0.0388208,0.0127274,0.0206437,0.0136227,0.005331,0.00439417,0.00339345,0.00570505,0.00943497,0,0,0,0,0
23,0,0,0,0,0,0,0.00965444,0.00650386,0,0,0,0.00774775,0.0199374,0.00297637,0,0,0.0409124,0,0.0185434,0.0232409,0.0193048,0.00726227,0.0201595,0.00701066,0.010438,0.019098,0.0090638,0.0105645,0.0124535,0.0484189,0.0114689,0.00978602,0.00987937,0.0408225,0.0131468,0.0344744,0.00901051,0.00851308,0.00549277,0.0154019,0.0141755,0.00855916,0,0,0.00787447,0,0.0124785,0.00238878,0.0819171,0.026197,0.0467291,0.0161417,0.00749351,0.00665202,0.0257941,0.0145718,0.0294487,0.0358695,0.0167441,0.0374161,0.0118554,0.0202984,0.0122267,0.00542037,0.00477202,0.00347915,0.00573799,0.00934917,0,0,0,0,0
24,0,0,0,0,0,0,0.00959799,0.00675862,0,0,0,0.00729758,0.0199983,0.00230848,0,0,0.0406122,0,0.0185037,0.0231761,0.0183062,0.00520856,0.0203217,0.00577009,0.0107586,0.0191395,0.00885176,0.00985587,0.011472,0.0475584,0.0101953,0.00854082,0.00975279,0.0400529,0.0114674,0.0342724,0.00901763,0.00851513,0.00452245,0.0153539,0.0152657,0.00873759,0,0,0.00761169,0,0.0124486,0.00236348,0.0819708,0.0271688,0.0468483,0.0152659,0.00739774,0.00699889,0.0252964,0.0148695,0.0303499,0.0350369,0.0160552,0.0359581,0.0112154,0.019965,0.0111759,0.00558025,0.00466935,0.00349064,0.00580399,0.00947384,0,0,0,0,0
25,0,0,0,0,0,0,0.00978968,0.00711398,0,0,0,0.0109428,0.0203438,0.00540551,0,0,0.0425958,0,0.0184093,0.024622,0.0177147,0.00515613,0.020309,0.00353405,0.0113966,0.0200324,0.00859287,0.00940391,0.0103394,0.0465636,0.00903301,0.00772231,0.00978738,0.0388332,0.0106617,0.0359151,0.00889713,0.00904704,0.00466827,0.0153293,0.0164683,0.00909467,0,0,0.00783534,0,0.0124254,0.00243002,0.0820331,0.0280974,0.0471311,0.0144148,0.00754848,0.0074177,0.0247669,0.015082,0.0313748,0.0341454,0.0153497,0.0343281,0.0108472,0.0195332,0.0102189,0.00567692,0.00469423,0.00351625,0.00594612,0.00978337,0,0,0,0,0
26,0,0,0,0,0,0,0.0101986,0.00745095,0,0,0,0.0157934,0.0209463,0.00850866,0,0,0.0471383,0,0.0182659,0.0276376,0.0179078,0.0100203,0.0201782,0.00317689,0.0120319,0.0220957,0.00807655,0.00930278,0.00874921,0.0454447,0.00876252,0.00814341,0.00988134,0.0374604,0.0136876,0.0394753,0.00865907,0.0101746,0.00622091,0.015297,0.0173091,0.00955159,0,0,0.00817764,0,0.0123988,0.00254715,0.0821531,0.028474,0.0474325,0.0137143,0.00759104,0.00778771,0.024215,0.0152515,0.0326934,0.0332421,0.0145492,0.0326023,0.0104666,0.0187859,0.0101037,0.00572869,0.00470187,0.00356515,0.0062316,0.0102148,0,0,0,0,0
27,0,0,0,0,0,0,0.0101666,0.00762952,0,0,0,0.017111,0.0209688,0.0108976,0,0,0.0473146,0,0.0181209,0.0276935,0.0187415,0.0143962,0.0198307,0.00509278,0.0124689,0.0223374,0.00723973,0.00915024,0.00733004,0.0444806,0.00908502,0.00884144,0.0098594,0.0363509,0.0145916,0.0396073,0.00862426,0.0102288,0.00646924,0.0152663,0.0181309,0.00960819,0,0,0.00863536,0,0.0123785,0.00268919,0.082223,0.0284655,0.0480491,0.0131088,0.00721049,0.00792954,0.0236932,0.0155048,0.0341113,0.0324421,0.0137652,0.0306728,0.0102294,0.0179296,0.0119764,0.00575275,0.00475151,0.00361186,0.00643444,0.0102817,0,0,0,0,0
28,0,0,0,0,0,0,0.00983583,0.00774401,0,0,0,0.016032,0.0206916,0.0128536,0,0,0.0440665,0,0.0180511,0.0255983,0.0196297,0.0177805,0.0195166,0.00705297,0.01288,0.0210189,0.00616184,0.00884427,0.00718321,0.0445862,0.00982025,0.00984068,0.0098924,0.0359196,0.0133494,0.0371245,0.00876004,0.00933482,0.00968633,0.0152384,0.0181896,0.00937317,0,0,0.00890811,0,0.0123429,0.00274238,0.0819724,0.0273341,0.0484751,0.0126157,0.00723351,0.00810589,0.0230984,0.0157693,0.0358762,0.0314199,0.0129159,0.0288801,0.0101397,0.0165912,0.0131583,0.00585498,0.00483635,0.0036093,0.00671517,0.0101146,0,0,0,0,0
29,0,0,0,0,0,0,0.0109837,0.00814527,0,0,0,0.0149893,0.0221461,0.013486,0,0,0.0557713,0,0.018077,0.0331526,0.0204318,0.0212065,0.0192878,0.00693344,0.0136107,0.0265902,0.00539708,0.0083701,0.00829713,0.0458698,0.0104098,0.0103917,0.0102633,0.0366435,0.0123231,0.0462877,0.00816805,0.0123217,0.0133063,0.0152083,0.0177912,0.0104504,0,0,0.00882865,0,0.0123161,0.00261575,0.0817263,0.0251269,0.0485301,0.011995,0.00798733,0.00861932,0.0222994,0.0161351,0.0377773,0.0302256,0.0121864,0.0268996,0.0103547,0.014997,0.014776,0.00563533,0.00479289,0.00352122,0.00701983,0.0112233,0,0,0,0,0
30,0,0,0,0,0,0,0.0106829,0.00820337,0,0,0,0.0139997,0.0227311,0.0134751,0,0,0.0579211,0,0.0179197,0.0342921,0.0211091,0.0250661,0.0189723,0.00518172,0.0142527,0.0278043,0.00551639,0.00787649,0.00936595,0.0471907,0.0110495,0.010158,0.0108831,0.0382782,0.00961604,0.0480328,0.00846386,0.0115648,0.014188,0.0151876,0.0173816,0.0102096,0,0,0.00882819,0,0.0122892,0.00254986,0.0816739,0.0226184,0.0487086,0.0108578,0.00873173,0.00887605,0.0212397,0.0166537,0.0397607,0.0289203,0.0116543,0.0246288,0.0110564,0.0135691,0.0176386,0.00576668,0.00475961,0.00351604,0.00720136,0.0110045,0,0,0,0,0
31,0,0,0,0,0,0,0.0100417,0.0079334,0,0,0,0.0145958,0.0208827,0.0147682,0,0,0.0426293,0,0.0179767,0.0246574,0.0211083,0.027765,0.0186358,0.00490927,0.0144451,0.0211762,0.00623139,0.00773946,0.0102778,0.048687,0.0118758,0.010654,0.0117531,0.0395292,0.0103984,0.0361263,0.00870069,0.00854998,0.0162657,0.0151891,0.0169692,0.00967438,0,0,0.00895172,0,0.0122848,0.00267783,0.0817776,0.0203439,0.0492164,0.00887064,0.00919345,0.00867596,0.0199584,0.0174625,0.0418355,0.0274686,0.0113523,0.0224846,0.0119385,0.0125285,0.0198709,0.00589002,0.00484724,0.00362579,0.00712404,0.010494,0,0,0,0,0
32,0,0,0,0,0,0,0.0105902,0.00817258,0,0,0,0.0156793,0.0213992,0.0154294,0,0,0.0461518,0,0.0178794,0.027251,0.0204546,0.0285407,0.0184079,0.00439964,0.0148252,0.0231142,0.00690489,0.00768366,0.0105289,0.0497796,0.0120939,0.0108895,0.0121852,0.0400925,0.0121413,0.0387824,0.00843086,0.00967893,0.0202662,0.0152055,0.0166669,0.0102281,0,0,0.00877402,0,0.0122981,0.00261018,0.0817632,0.0182318,0.0494413,0.00652699,0.0100673,0.0088016,0.018456,0.0182709,0.0440474,0.0262192,0.0118564,0.020351,0.0131079,0.012562,0.0217452,0.00574568,0.00482288,0.00357411,0.00713152,0.0109583,0,0,0,0,0
33,0,0,0,0,0,0,0.011046,0.00854028,0,0,0,0.0200126,0.0215966,0.016628,0,0,0.0443575,0,0.017685,0.0263391,0.0194813,0.026995,0.0175469,0.00349603,0.0165137,0.0235967,0.00670346,0.00866739,0.0112405,0.0512343,0.0119336,0.0122508,0.0126055,0.0396002,0.0201597,0.0376711,0.00837142,0.00951468,0.0204739,0.0152203,0.0235487,0.0108785,0,0,0.00855222,0,0.0123076,0.00248203,0.0823524,0.0304806,0.0521667,0.00804952,0.0117673,0.00910579,0.0138547,0.0231812,0.0476972,0.024329,0.0184155,0.0178646,0.0189942,0.0200004,0.0197148,0.0056996,0.00479531,0.00337904,0.0074946,0.0117463,0,0,0,0,0
34,0,0,0,0,0,0,0.0105856,0.00840638,0,0,0,0.0215644,0.021332,0.0152644,0,0,0.0423739,0,0.0179422,0.0249297,0.018469,0.0241374,0.0176804,0.00456686,0.0159304,0.0219819,0.00657112,0.0097861,0.0115927,0.0518506,0.0106424,0.0116851,0.0115178,0.0385146,0.0239366,0.0356902,0.00856944,0.00900966,0.0235771,0.0152099,0.0179386,0.0104499,0,0,0.00882601,0,0.0123087,0.00267423,0.0816917,0.0209075,0.0500737,0.00236112,0.0124509,0.00908776,0.0148192,0.0203034,0.0482942,0.024526,0.015083,0.0162745,0.0164417,0.0156494,0.0303349,0.00599153,0.00491984,0.00339988,0.00736679,0.0112314,0,0,0,0,0
35,0,0,0,0,0,0,0.0116275,0.00899098,0,0,0,0.0253081,0.022024,0.0149831,0,0,0.0447058,0,0.0177043,0.0264248,0.0181298,0.0215885,0.0166041,0.00697239,0.0166945,0.024468,0.00613604,0.0107465,0.0121357,0.0523403,0.0103325,0.0121817,0.0110999,0.0374695,0.0303859,0.0379537,0.0082982,0.00980645,0.0274925,0.0152406,0.0247529,0.0115688,0,0,0.00822598,0,0.0123383,0.00242007,0.081964,0.0323199,0.0527719,0.00969445,0.0132101,0.0092482,0.01044,0.0255778,0.053,0.0237669,0.0206395,0.0150177,0.0215399,0.021187,0.0326864,0.00581186,0.00464193,0.00344568,0.00788163,0.0124762,0,0,0,0,0
36,0,0,0,0,0,0,0.0115755,0.00911103,0,0,0,0.0271339,0.0218099,0.014052,0,0,0.041987,0,0.0175505,0.0247241,0.0180073,0.0194045,0.0160767,0.00775793,0.0160634,0.0238385,0.00594306,0.0111857,0.0121582,0.0521482,0.00981822,0.0116436,0.0104127,0.0365811,0.0330593,0.0359528,0.00832133,0.0091094,0.0332672,0.0153219,0.0257392,0.0115164,0,0,0.00820129,0,0.0123872,0.00244252,0.0815816,0.0312058,0.0528458,0.0111783,0.0131818,0.00902098,0.0100088,0.0267597,0.0554301,0.0245338,0.0211427,0.0139386,0.0224327,0.0211654,0.0386048,0.00558947,0.00461089,0.00342776,0.00821006,0.0124965,0,0,0,0,0
