Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,x73,STRN
All Timesteps RMSE,0,0,0,0,0,0,0.0206262,0.0158042,0,0,0,0.0356451,0.0216271,0.0243851,0.0244522,0,0,0.0100522,0,0.0183734,0.00531378,0.0385439,0.0289205,0.0187215,0.024927,0.00857601,0.0132561,0.0975608,0.0931956,0.071352,0.0849816,0.0179682,0.0165938,0.0139322,0.0173016,0.0384691,0.0108935,0.00932969,0.00492823,0.0366576,0.0133426,0.028587,0.0395063,0.0182896,0,0,0.0439154,0,0.0103585,0.0293565,0.0464677,0.0426324,0.00980446,0.048459,0.0208953,0.0177303,0.0798311,0.075465,0.0284574,0.0544263,0.0293775,0.0285074,0.0128452,0.0337033,0.0395141,0.0250532,0.0115575,0.014486,0.0191402,0,0,0,0,0.0128996
0,0,0,0,0,0,0,0.024038,0.0251951,0,0,0,0.0287537,0.0220544,0.0275184,0.0263958,0,0,0.0107001,0,0.0184004,0.00641404,0.037488,0.0346137,0.0207791,0.0278607,0.0110346,0.0180185,0.0862897,0.081831,0.0755019,0.0842839,0.0266249,0.0191868,0.0239621,0.00898905,0.0280894,0.0123755,0.00880875,0.00458817,0.0388648,0.0135567,0.0288299,0.04213,0.0193174,0,0,0.0465809,0,0.0102387,0.0320818,0.0469546,0.0350071,0.0123405,0.0571156,0.0137343,0.0219022,0.0796142,0.0775872,0.0290514,0.0523091,0.0334966,0.0250083,0.0118193,0.0288268,0.0317371,0.0281942,0.0120554,0.011928,0.0201164,0,0,0,0,0
1,0,0,0,0,0,0,0.0308355,0.0352111,0,0,0,0.0264835,0.0222339,0.0276523,0.0253687,0,0,0.0121406,0,0.0183644,0.00709433,0.0381066,0.0409755,0.0181104,0.0241869,0.00874726,0.0252417,0.0879574,0.0862697,0.0771894,0.0837201,0.0211776,0.0105755,0.0179691,0.00989613,0.0284156,0.0145989,0.00893867,0.00482879,0.0391913,0.0132107,0.0285487,0.0421065,0.0243324,0,0,0.0536831,0,0.00980259,0.0383102,0.0470651,0.0344404,0.0120118,0.056677,0.0146722,0.0329931,0.0793042,0.0770964,0.0287821,0.0528462,0.0332692,0.0250621,0.0118234,0.0288323,0.0322933,0.0377005,0.0137508,0.0130095,0.0241742,0,0,0,0,0
2,0,0,0,0,0,0,0.0303181,0.0349612,0,0,0,0.0264723,0.0221568,0.0275423,0.0249958,0,0,0.0124786,0,0.0183886,0.00740478,0.0387804,0.0437135,0.016808,0.0236752,0.00750175,0.0249251,0.0895255,0.0886656,0.0774488,0.0838188,0.0192379,0.00994788,0.0139833,0.0122812,0.0300799,0.0143772,0.00904491,0.00476264,0.039701,0.0132107,0.0289002,0.0421081,0.0238716,0,0,0.0534621,0,0.00986448,0.0380794,0.0470789,0.0346515,0.0117714,0.056824,0.0149959,0.0329737,0.0793754,0.0766556,0.0284861,0.0531375,0.0332649,0.0251314,0.0116009,0.028986,0.032852,0.0376933,0.0135964,0.0129582,0.0236189,0,0,0,0,0
3,0,0,0,0,0,0,0.0296217,0.0343656,0,0,0,0.0288656,0.0221026,0.0274132,0.0249601,0,0,0.0127114,0,0.0183914,0.00762029,0.0391086,0.0432966,0.0163728,0.023579,0.00665961,0.0245775,0.0913896,0.0896998,0.075673,0.0838761,0.0180794,0.0099087,0.0115866,0.014278,0.0312552,0.0142755,0.00902437,0.00481443,0.0401902,0.0132476,0.0291777,0.0419993,0.0231691,0,0,0.0529955,0,0.00994414,0.0375879,0.0470395,0.0348663,0.0115247,0.056845,0.0150909,0.0323733,0.0793906,0.0761964,0.0282555,0.0533982,0.0333328,0.0252097,0.0115246,0.0291487,0.0331106,0.0371496,0.0134067,0.0129207,0.022927,0,0,0,0,0
4,0,0,0,0,0,0,0.0287641,0.0334764,0,0,0,0.032275,0.022042,0.0274808,0.0250195,0,0,0.0129667,0,0.0183957,0.00779861,0.0392359,0.0414067,0.0160894,0.023567,0.00629118,0.0239983,0.0934572,0.0903569,0.072929,0.0840164,0.0168627,0.00971473,0.00983935,0.0160701,0.0328028,0.0142509,0.00899361,0.00485446,0.0406612,0.0132853,0.0295152,0.0416842,0.0223431,0,0,0.0523805,0,0.0100178,0.0370352,0.0470669,0.0350134,0.0112588,0.0569953,0.0154374,0.0313596,0.0794887,0.0757919,0.0279663,0.0537159,0.0334795,0.0252324,0.0115177,0.0293917,0.0334715,0.0363556,0.0132509,0.0128773,0.022084,0,0,0,0,0
5,0,0,0,0,0,0,0.0277797,0.0322734,0,0,0,0.0356882,0.0220153,0.0274586,0.0250738,0,0,0.0131868,0,0.0184159,0.00790351,0.039348,0.039025,0.0157285,0.0238471,0.0062258,0.0230641,0.0955172,0.0910382,0.0699072,0.0842759,0.0160576,0.0104709,0.00843098,0.0179231,0.0347654,0.0143129,0.00898154,0.00484427,0.0407575,0.0132626,0.0298247,0.0413461,0.0215685,0,0,0.051623,0,0.0100451,0.0363591,0.0471392,0.0349445,0.0109547,0.0570404,0.0160197,0.0300283,0.0795473,0.0753938,0.0278154,0.0540169,0.0334856,0.0252218,0.0114236,0.0295418,0.0338129,0.0353909,0.0130933,0.0127948,0.0211593,0,0,0,0,0
6,0,0,0,0,0,0,0.0269508,0.0309224,0,0,0,0.0393944,0.0219166,0.0273916,0.025214,0,0,0.0132302,0,0.0183157,0.00784198,0.0395608,0.0363933,0.0152628,0.0244191,0.00628482,0.0220537,0.0974801,0.091645,0.0670355,0.0847266,0.0159517,0.0122879,0.00738111,0.020016,0.0376562,0.0143071,0.00894945,0.00484723,0.0403441,0.0131778,0.0297502,0.0411463,0.0211265,0,0,0.0509779,0,0.0100162,0.0357671,0.0471647,0.0348235,0.010552,0.057092,0.0169586,0.0287005,0.0792094,0.0750314,0.0277385,0.0543723,0.0334771,0.025223,0.0113918,0.0295881,0.0336784,0.0345366,0.0130541,0.0127784,0.0204109,0,0,0,0,0
7,0,0,0,0,0,0,0.0263621,0.0298397,0,0,0,0.0432749,0.0218919,0.0279663,0.0249974,0,0,0.0130557,0,0.0182401,0.00763659,0.0399106,0.0340697,0.0149763,0.0249998,0.00474684,0.0213597,0.0992884,0.0923703,0.064344,0.0852346,0.0165526,0.0147877,0.00683732,0.0223186,0.0418033,0.0141779,0.00891874,0.00485001,0.0399627,0.0131748,0.0296751,0.041744,0.0208033,0,0,0.0503565,0,0.0100465,0.0351248,0.0472278,0.0347608,0.0109108,0.0572953,0.016374,0.0270878,0.078919,0.0747133,0.0276653,0.0545408,0.0334759,0.0251328,0.0114399,0.029633,0.0334956,0.0331994,0.0129716,0.0126924,0.0200708,0,0,0,0,0
8,0,0,0,0,0,0,0.0258024,0.0287025,0,0,0,0.0460406,0.0218369,0.0287749,0.0249857,0,0,0.0129415,0,0.0182047,0.00751114,0.0404832,0.0330188,0.0144164,0.0247957,0.00453033,0.0202823,0.101054,0.0931406,0.0619651,0.0859127,0.0172461,0.0170485,0.00735154,0.024283,0.0455173,0.0139785,0.00890419,0.0047827,0.0397186,0.0132141,0.0295177,0.0417471,0.0207384,0,0,0.0500358,0,0.0101093,0.0347394,0.047304,0.0349251,0.0110302,0.0574155,0.0171397,0.026074,0.0787964,0.074506,0.0275165,0.0546253,0.0333603,0.0249711,0.0115774,0.0295532,0.0334733,0.0326378,0.0129338,0.0126262,0.0196889,0,0,0,0,0
9,0,0,0,0,0,0,0.0254021,0.0277569,0,0,0,0.0475509,0.0218544,0.0293653,0.024962,0,0,0.012704,0,0.0183325,0.00739274,0.0411403,0.033857,0.014012,0.0238946,0.00461514,0.0194747,0.102585,0.0939062,0.0602928,0.0863954,0.0173767,0.0186591,0.00826999,0.0256446,0.0477072,0.0138265,0.00887494,0.00481121,0.0395881,0.0132457,0.0294104,0.0416399,0.0208289,0,0,0.0497601,0,0.0101537,0.0343943,0.0474782,0.0349777,0.0110814,0.0574367,0.0179292,0.0250735,0.0785844,0.0743394,0.0273446,0.0547275,0.0331619,0.0248677,0.0115563,0.0294733,0.0334716,0.0321324,0.012764,0.0125087,0.019522,0,0,0,0,0
10,0,0,0,0,0,0,0.0251364,0.0269122,0,0,0,0.0477647,0.0219176,0.0298579,0.0248021,0,0,0.0125284,0,0.0184071,0.00729967,0.041618,0.0350541,0.0138071,0.0230081,0.00478448,0.0188285,0.103536,0.0947699,0.0596832,0.0865388,0.0169091,0.0193516,0.00886711,0.0261389,0.0481557,0.0137308,0.0089662,0.00485252,0.0395772,0.0132616,0.0293292,0.0415483,0.0208665,0,0,0.0495291,0,0.0101768,0.0340724,0.0476958,0.0349151,0.0110311,0.0573309,0.0186183,0.0241129,0.0783061,0.0741398,0.0272722,0.054749,0.0328568,0.0247548,0.0112033,0.0292845,0.0333842,0.0314991,0.0125488,0.0123595,0.0194317,0,0,0,0,0
11,0,0,0,0,0,0,0.0248787,0.0262556,0,0,0,0.0470939,0.0219226,0.0300089,0.0246886,0,0,0.0124775,0,0.0183989,0.00722398,0.0416686,0.0356043,0.0137581,0.0225876,0.00497308,0.0183117,0.103566,0.0952189,0.0601387,0.0862844,0.0165233,0.0190525,0.0089014,0.0258363,0.0474987,0.0135814,0.00900928,0.00486561,0.0396847,0.0132549,0.0292013,0.0414992,0.020786,0,0,0.0493309,0,0.0101936,0.033826,0.0478582,0.0347951,0.0109476,0.0571492,0.0190441,0.0233437,0.0782706,0.0739493,0.0271913,0.0546961,0.0325767,0.0246373,0.0109336,0.0290049,0.0334805,0.0308802,0.0124602,0.0123118,0.019303,0,0,0,0,0
12,0,0,0,0,0,0,0.0245831,0.0255923,0,0,0,0.0467076,0.0219644,0.0294861,0.0247222,0,0,0.0125048,0,0.0183167,0.00718142,0.0413439,0.0344827,0.0137495,0.0228022,0.00515606,0.017848,0.102561,0.0949265,0.061495,0.0857359,0.0165477,0.0179525,0.00846,0.0250308,0.0467956,0.0135332,0.00904116,0.00487497,0.0397141,0.0132564,0.0289193,0.0415927,0.0206166,0,0,0.0491352,0,0.0102219,0.0335724,0.0478817,0.0345018,0.0108678,0.0569083,0.0191677,0.0227043,0.0782916,0.0738489,0.0271652,0.0546727,0.0322798,0.024537,0.0108428,0.0285567,0.0338857,0.0304472,0.0124567,0.0123321,0.019128,0,0,0,0,0
13,0,0,0,0,0,0,0.0243288,0.02493,0,0,0,0.047163,0.0220165,0.0287447,0.0248014,0,0,0.012495,0,0.0183368,0.00708631,0.0410465,0.0331818,0.0136838,0.0234766,0.00536202,0.0174685,0.100918,0.0943363,0.0633072,0.085187,0.0166809,0.0166514,0.00787293,0.0241508,0.0463601,0.0134617,0.00903701,0.00485808,0.0398771,0.0132631,0.0284386,0.0417757,0.02046,0,0,0.0489843,0,0.0102529,0.0333567,0.0478204,0.0341325,0.0108196,0.0566417,0.0191234,0.0221897,0.0784813,0.0738751,0.0270483,0.0546493,0.0319152,0.0243892,0.0107537,0.0280578,0.0344999,0.0300936,0.0124748,0.0123414,0.0189956,0,0,0,0,0
14,0,0,0,0,0,0,0.0241068,0.0242795,0,0,0,0.0471228,0.0220041,0.02871,0.0248828,0,0,0.0123923,0,0.0182808,0.00694689,0.0410965,0.0332891,0.0134849,0.0244904,0.00562521,0.0170629,0.0992136,0.0938133,0.0651358,0.0847473,0.0169231,0.0155036,0.0076112,0.0234248,0.0461895,0.0135672,0.0089886,0.00487804,0.0400034,0.0132671,0.0279814,0.0420025,0.0203644,0,0,0.0488522,0,0.0102804,0.0331817,0.0477536,0.0337689,0.0108465,0.0563437,0.0189514,0.02177,0.0787558,0.0739874,0.0269345,0.0545636,0.0314343,0.0242155,0.0105538,0.0275468,0.03521,0.0297617,0.0124751,0.0123209,0.0189135,0,0,0,0,0
15,0,0,0,0,0,0,0.0238842,0.0236665,0,0,0,0.0471942,0.0219697,0.0296842,0.0250168,0,0,0.0123084,0,0.0182333,0.00684145,0.041263,0.0342234,0.0132523,0.0258784,0.00591681,0.0166877,0.0978782,0.0934876,0.0667139,0.0843232,0.017434,0.0147751,0.00758773,0.0227601,0.0459928,0.0135351,0.00899235,0.00492962,0.0401158,0.013252,0.0276574,0.0422189,0.0202782,0,0,0.0487197,0,0.0102965,0.0330461,0.0477152,0.033381,0.0108899,0.0560284,0.0187655,0.0214656,0.0788544,0.0741318,0.0268844,0.0544158,0.0307592,0.024045,0.0102015,0.0269465,0.0361037,0.0296908,0.0124862,0.0123014,0.0188695,0,0,0,0,0
16,0,0,0,0,0,0,0.023616,0.0230563,0,0,0,0.0458874,0.021968,0.0304656,0.0252014,0,0,0.0122732,0,0.0182435,0.0067657,0.0411675,0.0343828,0.0130268,0.0275146,0.006255,0.0160543,0.09719,0.0934996,0.0675169,0.0838086,0.0179137,0.0146734,0.00730866,0.0220594,0.044511,0.0132827,0.00902377,0.00489826,0.0404904,0.0132346,0.0273125,0.0423397,0.0201709,0,0,0.0486121,0,0.0103244,0.0329521,0.047613,0.032816,0.0109514,0.0556202,0.018748,0.0212146,0.0788892,0.0741455,0.0266993,0.0542017,0.0299439,0.0238509,0.00974343,0.0263677,0.0371928,0.0296469,0.0124971,0.0123051,0.0187977,0,0,0,0,0
17,0,0,0,0,0,0,0.023316,0.022279,0,0,0,0.0430455,0.0219694,0.029922,0.0253717,0,0,0.0121895,0,0.0182501,0.00664247,0.0406836,0.0330264,0.0127547,0.0281491,0.00659808,0.0154039,0.0973091,0.0938349,0.0671014,0.0833547,0.0176673,0.0148087,0.0068576,0.0217944,0.0418912,0.013212,0.00899621,0.00486975,0.0407479,0.0132281,0.0267072,0.0423877,0.0200786,0,0,0.0484996,0,0.0103591,0.0328082,0.0473531,0.0319785,0.0108458,0.054996,0.0190845,0.0210609,0.0788006,0.0739795,0.0265828,0.0539454,0.0288909,0.0237046,0.00920356,0.0257558,0.038489,0.0296418,0.0124652,0.0122866,0.0186886,0,0,0,0,0
18,0,0,0,0,0,0,0.023041,0.0214582,0,0,0,0.0399579,0.0219416,0.0279648,0.0255433,0,0,0.01197,0,0.0182292,0.00648664,0.0399819,0.0310005,0.0125091,0.0268341,0.00704088,0.0148656,0.0981966,0.0943941,0.0658127,0.0831177,0.0164521,0.0147684,0.0067948,0.0223333,0.0391131,0.0132432,0.00897387,0.00490159,0.0409993,0.0132107,0.0258822,0.0422361,0.0200419,0,0,0.0483636,0,0.0103832,0.032591,0.0470741,0.031158,0.010564,0.0542627,0.0196536,0.0209793,0.0786756,0.0738755,0.0263915,0.0538209,0.027805,0.0235966,0.00879673,0.0254548,0.0398122,0.0295613,0.0124176,0.0122395,0.018548,0,0,0,0,0
19,0,0,0,0,0,0,0.0226528,0.0207145,0,0,0,0.0367898,0.0219482,0.025786,0.0257094,0,0,0.0118036,0,0.0182336,0.00640364,0.0393306,0.0293589,0.0124666,0.0245026,0.00748643,0.0143915,0.0994745,0.0952053,0.064424,0.0831019,0.0153194,0.0147699,0.00713418,0.0231713,0.03627,0.0131271,0.009009,0.00498569,0.040868,0.0131942,0.0248041,0.0418435,0.01988,0,0,0.0481499,0,0.0104133,0.0323715,0.0468948,0.0306306,0.0102796,0.0532914,0.0201753,0.0207974,0.0784753,0.0738567,0.0261771,0.0537779,0.0265974,0.0234999,0.00838933,0.0255358,0.0407071,0.029331,0.012363,0.0121953,0.0183577,0,0,0,0,0
20,0,0,0,0,0,0,0.022123,0.0200214,0,0,0,0.0345931,0.0220399,0.0245716,0.0257664,0,0,0.0116462,0,0.0183428,0.00632834,0.0389833,0.0281022,0.0126173,0.0229684,0.00781115,0.0138906,0.100514,0.0959886,0.06372,0.0831878,0.0151714,0.0151095,0.0075013,0.0235122,0.0341308,0.0128676,0.0090897,0.00508625,0.0397315,0.0131659,0.0234741,0.0412639,0.0195358,0,0,0.0478019,0,0.0104453,0.032121,0.0467282,0.0307662,0.0100301,0.0519418,0.020588,0.0204338,0.0782194,0.0738526,0.0259926,0.0538096,0.025239,0.0235041,0.00788792,0.0255514,0.0409121,0.0290065,0.0123057,0.012165,0.0180716,0,0,0,0,0
21,0,0,0,0,0,0,0.0215943,0.0192594,0,0,0,0.0332837,0.0220614,0.0240025,0.0258703,0,0,0.0114659,0,0.0183932,0.00619023,0.0389985,0.0270747,0.0128609,0.023004,0.00798681,0.0133857,0.100838,0.0962978,0.0638024,0.0832175,0.0159138,0.0156542,0.00782358,0.0232745,0.0331001,0.0126722,0.00909577,0.0051655,0.0378012,0.0131345,0.0221112,0.0406907,0.0191331,0,0,0.0473813,0,0.0104748,0.0318112,0.0465174,0.0311037,0.00969674,0.050158,0.0209036,0.0200386,0.0781677,0.0737634,0.0257228,0.0540377,0.023807,0.0235714,0.00739884,0.0254926,0.0408338,0.0286604,0.0122217,0.0120997,0.0177647,0,0,0,0,0
22,0,0,0,0,0,0,0.0211312,0.0184847,0,0,0,0.032341,0.0220301,0.0238186,0.0260597,0,0,0.0113229,0,0.01834,0.00608352,0.0392614,0.0261114,0.013212,0.0240457,0.00794106,0.0128566,0.100453,0.096065,0.0643386,0.0830877,0.0166511,0.0162195,0.00807911,0.0226428,0.032912,0.0124788,0.0090517,0.00521698,0.0358514,0.0130959,0.0211829,0.0402043,0.0187625,0,0,0.0468931,0,0.0104931,0.0314556,0.0463695,0.0321356,0.00932013,0.0478457,0.0208798,0.0194913,0.0783623,0.0738331,0.0255584,0.0540951,0.0223829,0.0237498,0.00685781,0.0256493,0.0404029,0.0283181,0.0121502,0.0120199,0.0175208,0,0,0,0,0
23,0,0,0,0,0,0,0.0207322,0.0177601,0,0,0,0.0311936,0.0219727,0.0234386,0.0263065,0,0,0.0112092,0,0.018226,0.00597441,0.0395124,0.0249077,0.0136122,0.0250452,0.00771154,0.0122888,0.0997964,0.0956998,0.065006,0.082769,0.0170232,0.0167982,0.00846552,0.0217868,0.0322531,0.0123514,0.00899029,0.00523027,0.0339184,0.0130555,0.0206374,0.0398804,0.0184234,0,0,0.0463232,0,0.0105085,0.031084,0.04623,0.0336868,0.00887765,0.045345,0.0205531,0.0189456,0.0785002,0.0742018,0.0254995,0.0539521,0.0210428,0.0240856,0.00633129,0.0260543,0.0396729,0.0279116,0.0120967,0.0119387,0.0173306,0,0,0,0,0
24,0,0,0,0,0,0,0.0203802,0.0171255,0,0,0,0.0296127,0.0220186,0.0225741,0.0267066,0,0,0.0111652,0,0.0182461,0.00589253,0.0394871,0.0233195,0.0140089,0.0256064,0.00746319,0.0117578,0.0993243,0.0956466,0.0655401,0.0823282,0.0171771,0.0173647,0.00895534,0.0209823,0.0308685,0.0122438,0.0090113,0.00525888,0.031838,0.0130201,0.0203311,0.0397033,0.0181296,0,0,0.0458028,0,0.010516,0.0307429,0.0459856,0.0356486,0.00836697,0.0429623,0.0199297,0.0183931,0.0785307,0.0747683,0.0256587,0.053782,0.0199783,0.024334,0.00604053,0.0266112,0.0387024,0.0274501,0.0120511,0.0118671,0.0170877,0,0,0,0,0
25,0,0,0,0,0,0,0.0200359,0.0165278,0,0,0,0.0280296,0.0220675,0.0213516,0.0271969,0,0,0.0110835,0,0.0182938,0.00581225,0.0391245,0.0214055,0.0143743,0.0257135,0.0073522,0.0112341,0.099196,0.0959357,0.0657505,0.0818689,0.0171009,0.0178238,0.00940418,0.0204045,0.0292956,0.0120922,0.00905965,0.00527543,0.0301132,0.0129974,0.0203052,0.039547,0.0178283,0,0,0.0453819,0,0.0105282,0.0304227,0.0456462,0.0378349,0.00782873,0.0407587,0.0192319,0.0179099,0.0787823,0.0754491,0.0259631,0.0536599,0.019254,0.0244352,0.00612671,0.027152,0.0383015,0.0271644,0.0120116,0.0118165,0.0167877,0,0,0,0,0
26,0,0,0,0,0,0,0.0196743,0.0159197,0,0,0,0.0268928,0.0220714,0.0202364,0.0276681,0,0,0.0110748,0,0.0182496,0.00576193,0.038694,0.0194734,0.0147517,0.0255846,0.00741717,0.0107655,0.0992827,0.0962783,0.0656678,0.0815421,0.0169833,0.0180022,0.00965679,0.0200414,0.0282411,0.0119205,0.00902671,0.00527525,0.0292998,0.0130007,0.0210891,0.0393325,0.0174671,0,0,0.0450924,0,0.0105512,0.0301448,0.0452821,0.0402238,0.00728255,0.0387194,0.0185818,0.0175358,0.0791358,0.0761158,0.0264462,0.0535268,0.0185998,0.0242274,0.00614049,0.0276407,0.0386286,0.026881,0.0119728,0.0118158,0.0164592,0,0,0,0,0
27,0,0,0,0,0,0,0.0189168,0.0146557,0,0,0,0.0266296,0.0221362,0.0194492,0.0281525,0,0,0.0113627,0,0.0181821,0.00582997,0.0384889,0.0177265,0.0150931,0.0255099,0.00757992,0.0102856,0.0993378,0.0964097,0.0654912,0.0813688,0.0170639,0.0179761,0.00973525,0.0197805,0.0279341,0.0120057,0.00898853,0.00535404,0.0297772,0.0130384,0.0226404,0.0390735,0.0167545,0,0,0.045036,0,0.0105753,0.0298892,0.0449736,0.0425476,0.00680978,0.0368461,0.0178749,0.0170671,0.0793194,0.0767165,0.0270498,0.0533305,0.0179046,0.0240121,0.00599827,0.0280232,0.037584,0.0264753,0.011951,0.0118354,0.0158135,0,0,0,0,0.0106645
28,0,0,0,0,0,0,0.0184012,0.0141805,0,0,0,0.0271077,0.0222268,0.0191205,0.0285663,0,0,0.0115281,0,0.0181584,0.00593304,0.0385106,0.0164935,0.0153636,0.0256291,0.00788142,0.00986451,0.0992261,0.096248,0.065394,0.0813113,0.0172725,0.0178329,0.00976563,0.0194928,0.0283377,0.0117765,0.00900567,0.00544862,0.0307196,0.013066,0.0246694,0.0388246,0.0162233,0,0,0.0451145,0,0.0106055,0.0298314,0.0447644,0.0441567,0.00627282,0.0352753,0.0174651,0.0166954,0.0793333,0.0772946,0.0276033,0.0530912,0.0173395,0.0239526,0.00583243,0.0283233,0.0362342,0.0262412,0.0119111,0.0118452,0.0152853,0,0,0,0,0.0103662
29,0,0,0,0,0,0,0.017887,0.0138951,0,0,0,0.0278686,0.0222649,0.0190615,0.0285839,0,0,0.0116336,0,0.0181472,0.0060285,0.0385079,0.0158546,0.015686,0.0259531,0.00830774,0.00947408,0.0990269,0.0959355,0.0654318,0.0813153,0.0175214,0.017682,0.00982715,0.0192114,0.0289929,0.0114622,0.00900725,0.00555896,0.0323829,0.0130843,0.0264993,0.038653,0.0157429,0,0,0.0453654,0,0.0106248,0.0299196,0.0446726,0.0451486,0.00574115,0.0342674,0.0172998,0.0163269,0.0792672,0.0777127,0.0281535,0.0529282,0.0170023,0.0241033,0.00570037,0.0284093,0.0358594,0.0260343,0.0118542,0.0118424,0.0147577,0,0,0,0,0.0102098
30,0,0,0,0,0,0,0.0174304,0.0137063,0,0,0,0.0286764,0.0222994,0.0191269,0.0284446,0,0,0.0118049,0,0.018195,0.00614143,0.0383314,0.0155431,0.0160018,0.0262645,0.00888427,0.00919121,0.0989472,0.0957472,0.0656132,0.0812776,0.017713,0.0175956,0.00982631,0.0189823,0.0297312,0.011312,0.00899501,0.0056118,0.0348017,0.0130952,0.0274861,0.038561,0.0153659,0,0,0.0457182,0,0.0106451,0.0300873,0.0447209,0.0459805,0.00516559,0.0335669,0.0174438,0.0160595,0.0792293,0.0779851,0.0286934,0.0529487,0.0168438,0.0243603,0.00561136,0.0280815,0.0383682,0.026003,0.0118238,0.0118611,0.0142772,0,0,0,0,0.0101214
31,0,0,0,0,0,0,0.0171219,0.0136252,0,0,0,0.0294716,0.0223008,0.0193091,0.0282751,0,0,0.0120475,0,0.0181941,0.00629127,0.0380577,0.0156566,0.0163354,0.0263896,0.00949098,0.00901263,0.0989567,0.0956746,0.0658014,0.0812582,0.0178444,0.0177576,0.00976966,0.0188752,0.0305382,0.0112484,0.00899347,0.00568258,0.0384643,0.0131291,0.0278404,0.0385034,0.0150933,0,0,0.0461718,0,0.0106809,0.0302728,0.0449141,0.0470712,0.00460166,0.0330799,0.0178445,0.0159675,0.0790726,0.0781187,0.0291095,0.0530835,0.0169079,0.0246567,0.00573233,0.0276541,0.0435379,0.0260536,0.0118416,0.0119035,0.0139367,0,0,0,0,0.010086
32,0,0,0,0,0,0,0.0170167,0.013592,0,0,0,0.0299946,0.0222782,0.0193967,0.028052,0,0,0.0121653,0,0.0181988,0.0063233,0.0378924,0.0158275,0.0166544,0.0263415,0.0100828,0.00891496,0.0991602,0.095759,0.0658957,0.0813182,0.017851,0.0183054,0.00993201,0.0187955,0.0311826,0.0112713,0.00898424,0.00567399,0.0422833,0.0131599,0.0282696,0.0382456,0.0149752,0,0,0.0465703,0,0.0107101,0.0304286,0.0452231,0.0479586,0.00404694,0.0329059,0.0183965,0.0159557,0.0789564,0.0780384,0.0291956,0.0532344,0.0171483,0.0249592,0.00594393,0.0274105,0.0492809,0.0261619,0.0118651,0.0119422,0.013781,0,0,0,0,0.0100857
33,0,0,0,0,0,0,0.0171089,0.013669,0,0,0,0.0300764,0.0222599,0.0193428,0.0278013,0,0,0.01226,0,0.0182084,0.00632787,0.0378469,0.0157939,0.0169343,0.0261429,0.01057,0.00890865,0.0995531,0.0959499,0.065878,0.0814285,0.0177982,0.0188773,0.0103298,0.0186747,0.0315366,0.0114175,0.0089734,0.00564571,0.0445953,0.0131685,0.028331,0.0379487,0.0150307,0,0,0.0468515,0,0.0107187,0.0305249,0.0455471,0.0483947,0.00353248,0.03266,0.0189774,0.0158868,0.0787923,0.077861,0.0290275,0.053328,0.0173098,0.0251721,0.00599524,0.0274891,0.0534315,0.0262914,0.0118767,0.0119462,0.013812,0,0,0,0,0.0101456
34,0,0,0,0,0,0,0.0173072,0.0138039,0,0,0,0.0300566,0.0222511,0.0194169,0.027587,0,0,0.0122748,0,0.0181804,0.00626799,0.0378659,0.0158647,0.0172404,0.0256924,0.0109688,0.00893563,0.100004,0.0960978,0.0658389,0.0816318,0.0177416,0.0191728,0.0107143,0.0185654,0.0317287,0.0115881,0.0089806,0.00559826,0.0447308,0.0131868,0.0279581,0.0374926,0.0151825,0,0,0.0470212,0,0.0107223,0.0305649,0.0457758,0.0482748,0.00305041,0.0321041,0.0193364,0.0156879,0.0786912,0.0777471,0.0286658,0.0534474,0.017397,0.0252856,0.00588986,0.0281241,0.0547788,0.0263066,0.0118974,0.0119537,0.014006,0,0,0,0,0.0102359
35,0,0,0,0,0,0,0.0174864,0.0138159,0,0,0,0.0303221,0.0222436,0.0195783,0.0273571,0,0,0.0121237,0,0.0181692,0.00623108,0.0379256,0.0160311,0.0176208,0.0253936,0.0113484,0.00907043,0.100303,0.096183,0.0657154,0.0819024,0.0175917,0.0193106,0.010905,0.0184401,0.0320699,0.0115674,0.00900715,0.00557013,0.0429769,0.0131983,0.0273424,0.0369399,0.0152524,0,0,0.0470352,0,0.0107168,0.0305026,0.0458342,0.0474463,0.00254346,0.0312356,0.0192807,0.0155129,0.0787789,0.0777167,0.0282911,0.0536138,0.017536,0.0252369,0.00564106,0.0292287,0.0536488,0.0261863,0.0118859,0.0119264,0.014237,0,0,0,0,0.0102783
