Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,x73,STRN
153,0,0,0,0,0,0,0.0153072,0.00982176,0,0,0,0.0353686,0.021713,0.0203176,0.0264418,0,0,0.00842219,0,0.018388,0.00467148,0.038143,0.0157233,0.0187664,0.0254061,0.0125799,0.00534089,0.100372,0.0955297,0.0660342,0.0823561,0.0172959,0.0185555,0.00920119,0.0180253,0.0369513,0.00777882,0.00949012,0.00542294,0.0248715,0.0135145,0.025831,0.0367272,0.0146773,0,0,0.0465617,0,0.0112485,0.0300111,0.0446272,0.0431432,0.000801266,0.0295644,0.0191211,0.015069,0.0793364,0.0777854,0.0290951,0.0551449,0.0148433,0.0242302,0.00400733,0.0251688,0.032635,0.0250319,0.0112359,0.0112493,0.0135197,0,0,0,0,0.00877037
154,0,0,0,0,0,0,0.015487,0.00997393,0,0,0,0.0366999,0.0217195,0.020696,0.0263247,0,0,0.0083912,0,0.0183846,0.00469457,0.0382926,0.0158835,0.019005,0.0251162,0.0127003,0.00540079,0.10068,0.095955,0.0659568,0.0826354,0.0170297,0.0183469,0.00918123,0.0180598,0.0384308,0.00792415,0.0094961,0.00540457,0.0238962,0.0135255,0.0256496,0.0368987,0.014881,0,0,0.0465295,0,0.011254,0.0300732,0.0447724,0.0424935,0.000609153,0.0292766,0.0189424,0.0151569,0.0792401,0.0776311,0.0292448,0.0553327,0.0148628,0.0241172,0.00407041,0.0252648,0.0314797,0.0252699,0.0112148,0.0112533,0.0137405,0,0,0,0,0.00891176
155,0,0,0,0,0,0,0.0156259,0.0100292,0,0,0,0.0379705,0.0217521,0.0209739,0.026243,0,0,0.00836425,0,0.0183752,0.0046416,0.038411,0.0160248,0.0192124,0.0247015,0.0128293,0.00549215,0.100976,0.0965468,0.065855,0.0828314,0.016761,0.0183982,0.00925081,0.0181241,0.039951,0.00796092,0.00950339,0.00535993,0.0233436,0.0135465,0.0255769,0.0371597,0.0150742,0,0,0.0465853,0,0.0112696,0.0301265,0.0450549,0.0422234,0.000922569,0.0290378,0.0189641,0.015305,0.0793063,0.0774506,0.0294531,0.0557061,0.014808,0.0239402,0.00412452,0.0251421,0.0306637,0.0254889,0.0110973,0.0113285,0.0140365,0,0,0,0,0.00906298
156,0,0,0,0,0,0,0.0158265,0.0100633,0,0,0,0.0392045,0.0217699,0.0211387,0.0261288,0,0,0.00835568,0,0.0183514,0.0045818,0.0384776,0.0159577,0.0193962,0.0243216,0.0128586,0.00567852,0.101205,0.0966438,0.0657298,0.0829666,0.0165281,0.0185763,0.00939305,0.0181857,0.0414849,0.00794606,0.00947687,0.00528343,0.0230933,0.0135517,0.0256069,0.0372362,0.0153528,0,0,0.0467012,0,0.0112765,0.0301981,0.0454267,0.0421497,0.00138086,0.0288146,0.0191495,0.0155022,0.0794739,0.0772391,0.0296105,0.0561651,0.0146633,0.0236729,0.00428052,0.0248266,0.0302059,0.0256093,0.0110522,0.0113932,0.0143009,0,0,0,0,0.00926641
157,0,0,0,0,0,0,0.0160585,0.0101435,0,0,0,0.0404725,0.0217698,0.0213048,0.025956,0,0,0.00829537,0,0.0183601,0.00455789,0.0384754,0.0157897,0.0195585,0.0240206,0.0127964,0.00585568,0.101422,0.0965091,0.0655951,0.0831137,0.0163642,0.0188051,0.00954958,0.0182496,0.0430587,0.00786022,0.00946433,0.00523161,0.0229615,0.0135265,0.0257673,0.03702,0.0156436,0,0,0.046911,0,0.0112514,0.0303758,0.0458372,0.0421762,0.00175121,0.028554,0.0193027,0.0156718,0.0796946,0.07706,0.0297445,0.0566148,0.0144195,0.0233298,0.00467359,0.024404,0.0300562,0.0257768,0.0110692,0.0113524,0.0145356,0,0,0,0,0.00955114
158,0,0,0,0,0,0,0.0162425,0.0101492,0,0,0,0.0416971,0.0217954,0.0214335,0.0257184,0,0,0.00833018,0,0.0183542,0.00456346,0.0384719,0.0156834,0.0197323,0.0238783,0.0126775,0.00601504,0.101668,0.0964344,0.0655449,0.083279,0.0162182,0.0189405,0.00960391,0.0182637,0.044559,0.00779335,0.00944411,0.00518342,0.0228942,0.0134306,0.0258172,0.036942,0.0158941,0,0,0.0470164,0,0.0111698,0.0304808,0.0461982,0.0422694,0.00215347,0.0282761,0.0194887,0.0157224,0.0799636,0.0768932,0.0301172,0.0570918,0.0141147,0.0229412,0.00510602,0.0239007,0.0301611,0.0258498,0.0109815,0.0113328,0.0147314,0,0,0,0,0.00982855
159,0,0,0,0,0,0,0.0163809,0.0101325,0,0,0,0.0427645,0.0218395,0.0214031,0.0255307,0,0,0.00846017,0,0.0183281,0.00458941,0.038531,0.016813,0.0199002,0.0239527,0.0124926,0.0061508,0.101849,0.0964445,0.0655134,0.0834648,0.0160488,0.0189568,0.0094665,0.0182413,0.0458681,0.0077733,0.00943598,0.0051819,0.0228519,0.0133919,0.025703,0.0369609,0.0161081,0,0,0.0470536,0,0.0111264,0.030485,0.0464095,0.0422944,0.00263777,0.0280251,0.0198115,0.0158572,0.0801986,0.076671,0.0306918,0.0576611,0.013794,0.022635,0.00549123,0.0233643,0.0304499,0.025993,0.0109526,0.0113056,0.0148177,0,0,0,0,0.0100945
160,0,0,0,0,0,0,0.0164669,0.0101115,0,0,0,0.0436611,0.0218675,0.021314,0.0253562,0,0,0.00858755,0,0.0183451,0.00464379,0.0385903,0.0200378,0.0200435,0.0241399,0.0123649,0.00623866,0.101965,0.0963846,0.0654707,0.0836551,0.0158944,0.0189703,0.00931964,0.0183262,0.0470088,0.00772338,0.00944002,0.00517743,0.0227372,0.0133564,0.025621,0.0369726,0.0162886,0,0,0.0469689,0,0.0110795,0.0303843,0.0464727,0.0423915,0.003179,0.0277553,0.0202811,0.0159793,0.0804025,0.0764208,0.0312061,0.0581859,0.0133294,0.0224418,0.00589618,0.0231243,0.0309162,0.0259608,0.0108286,0.0111838,0.0148342,0,0,0,0,0.0103005
161,0,0,0,0,0,0,0.0165042,0.0101498,0,0,0,0.0444625,0.0218946,0.0214001,0.0251691,0,0,0.0087019,0,0.0183843,0.00468976,0.0385663,0.0214608,0.0201716,0.0240896,0.0124139,0.00629716,0.102097,0.0962959,0.0654152,0.0838708,0.0157693,0.0190026,0.00931369,0.0184103,0.0479976,0.00767951,0.00944819,0.00519416,0.0226339,0.013362,0.0257135,0.0370802,0.0164217,0,0,0.0467607,0,0.0110822,0.0302233,0.0465144,0.0425401,0.00372237,0.0274193,0.0207478,0.0160426,0.0806064,0.0762138,0.0316456,0.0586153,0.0126766,0.022327,0.00628003,0.0231461,0.0313797,0.025902,0.0107829,0.0110823,0.0149024,0,0,0,0,0.0104618
162,0,0,0,0,0,0,0.0165554,0.0102368,0,0,0,0.0452195,0.0219088,0.021619,0.024968,0,0,0.00877497,0,0.0183928,0.00479042,0.0384889,0.0207746,0.0203167,0.0241061,0.0125159,0.0063765,0.102312,0.096252,0.0651942,0.0841257,0.0158178,0.0191757,0.00953005,0.0185845,0.0489938,0.00767454,0.00945203,0.00522113,0.022521,0.0133459,0.0255842,0.0372211,0.0165818,0,0,0.0466668,0,0.0110605,0.0301508,0.0466312,0.042851,0.00424638,0.0267985,0.0212442,0.0160613,0.080812,0.0760559,0.0319939,0.059019,0.0124673,0.0222694,0.00661639,0.0232904,0.0321523,0.0260045,0.0107552,0.011139,0.0150281,0,0,0,0,0.0106461
163,0,0,0,0,0,0,0.0166165,0.0102914,0,0,0,0.0460208,0.021907,0.0217077,0.024797,0,0,0.00874546,0,0.0184008,0.00482599,0.0383746,0.0187229,0.0204888,0.0241321,0.0123478,0.00642892,0.102605,0.0962646,0.064993,0.0843624,0.015793,0.019274,0.00971901,0.0186784,0.0500832,0.0077089,0.00945483,0.00521466,0.0224558,0.013342,0.0253782,0.0372942,0.0167052,0,0,0.0465499,0,0.0110626,0.0301309,0.0467943,0.0433948,0.00475242,0.0262894,0.0216906,0.0159823,0.08106,0.0759418,0.0321779,0.0594252,0.0124775,0.0222212,0.00677947,0.0235573,0.0331917,0.026041,0.0107679,0.0111999,0.0150953,0,0,0,0,0.0108187
164,0,0,0,0,0,0,0.0166478,0.0103305,0,0,0,0.0465162,0.0218673,0.0214952,0.0246558,0,0,0.00872317,0,0.0184061,0.004768,0.0382044,0.0217288,0.0206047,0.0241002,0.0122534,0.00652462,0.102805,0.0962683,0.0648784,0.0845181,0.015749,0.019373,0.00972646,0.0188588,0.0510413,0.00776547,0.00945143,0.00513397,0.022169,0.0133619,0.0255694,0.0373761,0.0168298,0,0,0.0465189,0,0.0111045,0.0301078,0.0469568,0.0446687,0.00518081,0.0259102,0.0221607,0.0158508,0.0814088,0.0758577,0.0321366,0.0597182,0.0125036,0.0221977,0.00697891,0.0242698,0.0338688,0.025987,0.0108838,0.0112948,0.0152003,0,0,0,0,0.0109853
165,0,0,0,0,0,0,0.0167198,0.0104147,0,0,0,0.0471164,0.0218449,0.0214972,0.0245348,0,0,0.00869308,0,0.0183896,0.0047314,0.0380092,0.0237991,0.0206906,0.0240458,0.0121328,0.00668681,0.102991,0.0963105,0.0648086,0.0846441,0.0156551,0.0194084,0.00963113,0.0190151,0.0517872,0.00782807,0.00944425,0.00507013,0.0218702,0.0133555,0.0260442,0.0373665,0.0169812,0,0,0.0466294,0,0.0111113,0.0301555,0.0470924,0.0463144,0.00550782,0.025744,0.0226154,0.0158043,0.0817898,0.0758449,0.0319637,0.0598779,0.0126805,0.0222892,0.00690696,0.0252324,0.0345851,0.0258977,0.0109831,0.0113457,0.0153083,0,0,0,0,0.0111857
166,0,0,0,0,0,0,0.0171336,0.011309,0,0,0,0.0478257,0.0217997,0.021944,0.0244269,0,0,0.0084027,0,0.018341,0.00465255,0.037861,0.0228001,0.0207862,0.0240305,0.0121165,0.00648098,0.103216,0.0964007,0.0646954,0.0847835,0.0155307,0.0193712,0.00965045,0.0190845,0.0524925,0.0076603,0.00943099,0.00502351,0.0225753,0.0133006,0.0262666,0.0373309,0.0174263,0,0,0.0465355,0,0.0110753,0.0301818,0.0471767,0.0475206,0.00587349,0.0256607,0.0230761,0.0158448,0.0821823,0.0758579,0.0318097,0.0600053,0.0130187,0.0223585,0.0067432,0.0259709,0.0361612,0.0258592,0.0109215,0.011311,0.0156423,0,0,0,0,0
167,0,0,0,0,0,0,0.0171691,0.0107577,0,0,0,0.0487525,0.0217787,0.0226826,0.0242804,0,0,0.00864236,0,0.0183658,0.00471262,0.0376739,0.0189542,0.0208338,0.0242564,0.0121024,0.00703439,0.103456,0.0965932,0.0645861,0.084917,0.0154124,0.0193093,0.00970668,0.0190648,0.0533494,0.00796583,0.00948165,0.00502089,0.0239179,0.013247,0.025755,0.0371388,0.0173726,0,0,0.0466379,0,0.0110234,0.0303078,0.0473288,0.0479908,0.00614777,0.0254899,0.0235168,0.0159939,0.0824802,0.0758046,0.0317015,0.060155,0.0131761,0.0223004,0.00671982,0.0263068,0.038536,0.0261588,0.0109607,0.0112906,0.0155076,0,0,0,0,0.0115704
168,0,0,0,0,0,0,0.017379,0.0107123,0,0,0,0.049295,0.0217557,0.0230545,0.0241169,0,0,0.0087327,0,0.0184148,0.00473305,0.0374313,0.0177258,0.0208657,0.0244693,0.0118407,0.00729314,0.103611,0.0967757,0.0645946,0.0850312,0.0151441,0.0190036,0.00952348,0.0189498,0.0539187,0.0080261,0.00951058,0.00492259,0.0251237,0.0132328,0.0254808,0.0369771,0.0176606,0,0,0.0465864,0,0.0110421,0.0302613,0.0474126,0.0486723,0.00629928,0.0254062,0.0238431,0.01603,0.0827079,0.0758942,0.0315383,0.0600495,0.0135368,0.0225538,0.00721128,0.0268781,0.0405601,0.0261826,0.0109731,0.0113307,0.0155827,0,0,0,0,0.0114447
169,0,0,0,0,0,0,0.0176711,0.0107605,0,0,0,0.0497054,0.0217254,0.0232535,0.0240139,0,0,0.00877705,0,0.0184151,0.00478747,0.0372052,0.0181179,0.0208602,0.0246366,0.011468,0.00752745,0.103726,0.0968685,0.064662,0.0850418,0.0149716,0.0188063,0.00945434,0.0189452,0.0544779,0.0080737,0.0094746,0.00487496,0.0261228,0.0132015,0.0252265,0.0367857,0.0180143,0,0,0.0465022,0,0.0110345,0.0302257,0.0474236,0.0494027,0.00639215,0.0255682,0.0242636,0.0161468,0.0828779,0.0761481,0.0313619,0.0597169,0.0141229,0.0232608,0.00724651,0.027743,0.042306,0.0262073,0.0110081,0.0113558,0.0158338,0,0,0,0,0.0116962
170,0,0,0,0,0,0,0.0180361,0.0109054,0,0,0,0.0501624,0.021688,0.0234608,0.02398,0,0,0.00899664,0,0.0183882,0.00494905,0.0369595,0.01868,0.0207761,0.0243869,0.011008,0.00785379,0.103692,0.096795,0.0647844,0.0848904,0.0147668,0.0187291,0.00948285,0.0190433,0.055115,0.00838023,0.00942895,0.00488721,0.0272827,0.0131729,0.0245451,0.0365493,0.0184037,0,0,0.0464377,0,0.01102,0.0302783,0.0474169,0.04953,0.00643281,0.0261478,0.0247717,0.0163831,0.0829934,0.0765642,0.0312322,0.0591941,0.0147917,0.0242723,0.00672567,0.0285167,0.0442754,0.0263081,0.0110558,0.0113756,0.0161529,0,0,0,0,0.0120154
171,0,0,0,0,0,0,0.0184282,0.0110321,0,0,0,0.0504671,0.0216367,0.023682,0.0239286,0,0,0.00924699,0,0.018368,0.00513572,0.0366794,0.0191431,0.0206861,0.0242199,0.0107359,0.00821477,0.103623,0.0967472,0.0649084,0.0848169,0.0145546,0.0186099,0.00953395,0.0191369,0.0554746,0.00867329,0.00938307,0.00495452,0.0283847,0.0131691,0.0238135,0.0363252,0.0187726,0,0,0.0462618,0,0.0110455,0.0302218,0.0473988,0.0492478,0.00648035,0.0272236,0.0253556,0.0165813,0.0830916,0.0771022,0.0310737,0.0584642,0.0156718,0.0255737,0.00648016,0.0293448,0.0460741,0.0263734,0.011094,0.0114142,0.0165559,0,0,0,0,0.0122752
172,0,0,0,0,0,0,0.0188909,0.0111415,0,0,0,0.0506006,0.0215995,0.0239715,0.0239004,0,0,0.00944318,0,0.0183516,0.00530006,0.0363935,0.019899,0.0205977,0.0242472,0.0106064,0.00865236,0.103605,0.0967626,0.0650052,0.0847913,0.0143378,0.018433,0.00952045,0.019173,0.0556475,0.00892112,0.00937237,0.00503768,0.0290762,0.013148,0.0232863,0.0360785,0.0191427,0,0,0.0459254,0,0.0110731,0.0300082,0.0473295,0.0486306,0.00658138,0.0285911,0.0259762,0.016633,0.0831845,0.0777266,0.0308815,0.0576105,0.0168788,0.0271068,0.00681365,0.0304608,0.0472601,0.0263615,0.0110766,0.0114538,0.0170038,0,0,0,0,0.0125191
173,0,0,0,0,0,0,0.0193345,0.0112617,0,0,0,0.0507224,0.0215955,0.0243123,0.0239073,0,0,0.00954166,0,0.0183335,0.00534925,0.0361538,0.0206265,0.0205346,0.0242648,0.0102615,0.00917281,0.103813,0.0968575,0.0651128,0.0847886,0.0143351,0.018313,0.00943622,0.0191752,0.0558342,0.00911981,0.00938805,0.00506873,0.0292451,0.0131133,0.0233293,0.0359307,0.0195101,0,0,0.0454909,0,0.0110865,0.029736,0.0471242,0.0477288,0.00681311,0.0302282,0.0265714,0.0166364,0.0832423,0.0783977,0.0307208,0.0566271,0.0185309,0.0288649,0.00765594,0.0319401,0.0471843,0.0261575,0.0110125,0.0114967,0.0174752,0,0,0,0,0.0127567
174,0,0,0,0,0,0,0.0199351,0.0122978,0,0,0,0.0512737,0.0215712,0.0246872,0.0239491,0,0,0.00924746,0,0.0182893,0.00520727,0.0360081,0.0213711,0.020531,0.0243308,0.00981137,0.00930348,0.103709,0.0971239,0.0651829,0.08482,0.0146435,0.0182797,0.00941958,0.0191355,0.0562208,0.00903687,0.00935576,0.00501747,0.0291986,0.0130259,0.0238912,0.035975,0.0201168,0,0,0.0451454,0,0.0110328,0.0296226,0.0468511,0.0469844,0.00716445,0.032541,0.0271216,0.0166683,0.0832024,0.0790038,0.0304048,0.055543,0.0207545,0.0306982,0.00900453,0.0336607,0.0457113,0.0258883,0.0110101,0.0116691,0.0180242,0,0,0,0,0
175,0,0,0,0,0,0,0.0203877,0.0125695,0,0,0,0.051988,0.0215262,0.0250949,0.0240363,0,0,0.00912395,0,0.0182882,0.00506251,0.0359222,0.0221548,0.0204884,0.0244457,0.00964574,0.00985857,0.103536,0.0975766,0.0652264,0.0847981,0.0148008,0.0181558,0.00954447,0.0191647,0.056887,0.00919916,0.00935055,0.00498519,0.0292802,0.012955,0.0247102,0.035993,0.0204726,0,0,0.0448203,0,0.010995,0.0295784,0.0466035,0.0466156,0.00745819,0.0354175,0.0278422,0.0167538,0.0830022,0.0794332,0.0301409,0.054553,0.0233346,0.0323317,0.010728,0.0352977,0.0432042,0.0257631,0.0110515,0.0116828,0.0186205,0,0,0,0,0
176,0,0,0,0,0,0,0.020838,0.0128237,0,0,0,0.0525592,0.0214815,0.0253034,0.0241891,0,0,0.00904251,0,0.0182885,0.00492702,0.0359745,0.0229241,0.0204045,0.0244977,0.00961308,0.0103461,0.10376,0.0975545,0.0652949,0.0847855,0.014634,0.0181089,0.00982147,0.0192698,0.0575153,0.00934047,0.0093637,0.00496579,0.0302232,0.0129133,0.0265715,0.0359957,0.0208495,0,0,0.0444403,0,0.0109827,0.0295583,0.046436,0.0466133,0.00769722,0.0392211,0.0285913,0.0168657,0.0825752,0.0796214,0.0298131,0.0537001,0.0264018,0.033567,0.0127174,0.0373574,0.0405541,0.0257467,0.0110762,0.0115693,0.0192004,0,0,0,0,0
177,0,0,0,0,0,0,0.0212724,0.0130674,0,0,0,0.0528871,0.0214481,0.0252365,0.0243859,0,0,0.00896751,0,0.0182896,0.00478453,0.0361493,0.0234764,0.0203177,0.0244572,0.00969955,0.0107503,0.104046,0.0975845,0.0654244,0.084698,0.0144023,0.0181509,0.00989748,0.0192811,0.058017,0.00939886,0.00936536,0.0049431,0.0326484,0.0128867,0.0293952,0.0359673,0.0212667,0,0,0.0440448,0,0.0109708,0.0294346,0.0463112,0.047307,0.00785197,0.0440285,0.0294021,0.0169534,0.08194,0.0794804,0.029265,0.0529209,0.0301373,0.034234,0.0144654,0.0402684,0.0388554,0.0257406,0.0110761,0.011535,0.0196203,0,0,0,0,0
178,0,0,0,0,0,0,0.0216501,0.0132764,0,0,0,0.053061,0.0214371,0.025258,0.0246332,0,0,0.00899827,0,0.0183099,0.00471928,0.0364295,0.023958,0.0202007,0.0243485,0.0100541,0.0111093,0.104344,0.0977246,0.0656606,0.0845198,0.014309,0.0182471,0.00987559,0.0192827,0.0583821,0.00949078,0.00938373,0.00493763,0.0360129,0.0128677,0.0325194,0.0358882,0.0217174,0,0,0.0436851,0,0.010968,0.0292616,0.0462521,0.0488143,0.00786859,0.0490782,0.0303029,0.0171481,0.0812793,0.079129,0.0285304,0.0522248,0.0340261,0.0343193,0.0156002,0.0435527,0.0385937,0.0257815,0.0110844,0.0115467,0.0200349,0,0,0,0,0
179,0,0,0,0,0,0,0.0219429,0.0134583,0,0,0,0.0535377,0.0214358,0.0252636,0.0249316,0,0,0.00906648,0,0.0183216,0.00472408,0.036693,0.0245172,0.0200194,0.0244025,0.0104641,0.0113542,0.104208,0.0978869,0.0659386,0.0842436,0.0144873,0.0184807,0.0098778,0.0192764,0.0589777,0.00957323,0.00937912,0.00497039,0.0398372,0.0128557,0.0355344,0.0357117,0.0220866,0,0,0.0434267,0,0.0109704,0.0291059,0.0463612,0.0505007,0.00781422,0.0538352,0.031155,0.0174049,0.080621,0.0786532,0.0276054,0.0514976,0.0376665,0.0339105,0.0163029,0.0467526,0.0399505,0.025864,0.0111189,0.0115558,0.0205046,0,0,0,0,0
180,0,0,0,0,0,0,0.0221316,0.0135992,0,0,0,0.0538807,0.0214431,0.0251095,0.0251858,0,0,0.00925151,0,0.0183161,0.00478347,0.0367734,0.0252405,0.0197792,0.024611,0.0105428,0.0115579,0.104022,0.0980093,0.0662477,0.0840493,0.0147004,0.0186499,0.0098932,0.0192818,0.0596492,0.00975544,0.00937993,0.00503152,0.0266559,0.0128415,0.0263741,0.0356108,0.0223375,0,0,0.0432853,0,0.010963,0.0289827,0.046409,0.045757,0.00786525,0.0534247,0.0317485,0.0175925,0.0801061,0.0794478,0.029022,0.0505842,0.0388749,0.0363227,0.0190785,0.0464598,0.0396523,0.0259513,0.0111415,0.0115822,0.0208416,0,0,0,0,0
181,0,0,0,0,0,0,0.0222902,0.0137452,0,0,0,0.0540194,0.0214759,0.0250057,0.0253931,0,0,0.00934562,0,0.0183182,0.00477244,0.0368154,0.0260853,0.0196558,0.0248708,0.0106443,0.0118108,0.103778,0.0980275,0.0663019,0.0839238,0.0147718,0.0188529,0.00993193,0.0192609,0.0600557,0.00987929,0.00934662,0.00501949,0.0216825,0.0128408,0.0242346,0.0356573,0.0224979,0,0,0.0431574,0,0.010969,0.0289277,0.0464566,0.047607,0.00802969,0.0529107,0.0322674,0.0177803,0.079595,0.0799663,0.0300866,0.04996,0.0398573,0.0386656,0.0226441,0.0469123,0.0438819,0.0260204,0.0111327,0.011595,0.0210298,0,0,0,0,0
182,0,0,0,0,0,0,0.0224126,0.0138722,0,0,0,0.0537442,0.0214834,0.0246789,0.0255494,0,0,0.00942609,0,0.018321,0.00478948,0.0368193,0.0268634,0.0196863,0.0249657,0.0107485,0.0121307,0.103426,0.0978973,0.0662478,0.0838324,0.0148381,0.0189203,0.00993814,0.01916,0.0598172,0.00998723,0.0093244,0.00498679,0.0222584,0.0128288,0.0260118,0.0357874,0.0225961,0,0,0.0430573,0,0.0109725,0.0289302,0.0464874,0.0515869,0.0082062,0.0525899,0.0325895,0.0178363,0.0791579,0.080088,0.0306658,0.0496851,0.0405814,0.0402638,0.0252924,0.0477598,0.0485805,0.026049,0.0111702,0.0116154,0.0211776,0,0,0,0,0
183,0,0,0,0,0,0,0.0224821,0.0139487,0,0,0,0.053037,0.021476,0.0240006,0.0256328,0,0,0.00947167,0,0.0183101,0.00478823,0.0368289,0.027434,0.0197981,0.0250592,0.0106465,0.0123824,0.10308,0.0976503,0.0662709,0.083796,0.0149776,0.0188372,0.00984781,0.0189817,0.0591022,0.0100399,0.00933387,0.00495614,0.0234818,0.0128865,0.0274265,0.0359493,0.0226405,0,0,0.0430449,0,0.0110383,0.0289587,0.0464424,0.0543367,0.00833214,0.0525542,0.0326858,0.0178027,0.0789108,0.0798605,0.0307191,0.0498264,0.040931,0.0407492,0.0263273,0.048496,0.0515364,0.0260539,0.0113105,0.0116764,0.0213232,0,0,0,0,0
184,0,0,0,0,0,0,0.0225491,0.014047,0,0,0,0.0520098,0.0214658,0.0230675,0.0256407,0,0,0.00949066,0,0.0183106,0.00479009,0.0368708,0.0276237,0.0198689,0.025212,0.0104981,0.0124566,0.103192,0.0974635,0.0664817,0.0837964,0.0150681,0.0186438,0.00973041,0.0187948,0.0582319,0.0100916,0.00937153,0.00489825,0.023885,0.0129894,0.0273714,0.0360501,0.0227007,0,0,0.0430646,0,0.0111402,0.0290309,0.0464071,0.0552828,0.00842651,0.0527982,0.0326603,0.0177129,0.0788418,0.0793426,0.0302378,0.0502991,0.0409821,0.040134,0.0257069,0.0491791,0.0522029,0.0260116,0.0114492,0.0117184,0.021525,0,0,0,0,0
185,0,0,0,0,0,0,0.0227004,0.0141899,0,0,0,0.0510579,0.0214241,0.0221623,0.0255978,0,0,0.00943709,0,0.0183163,0.00478381,0.0367371,0.027556,0.0199214,0.0248277,0.0103058,0.0125231,0.103246,0.0975284,0.0666649,0.0838663,0.0151407,0.0185807,0.00963996,0.0186534,0.0575105,0.0101104,0.00937163,0.00487444,0.0246809,0.013005,0.0266706,0.036103,0.0228053,0,0,0.0431051,0,0.0111652,0.0290144,0.046416,0.0541618,0.00851762,0.0530803,0.0326533,0.0176633,0.0789724,0.0786062,0.0292166,0.050972,0.0407687,0.0385893,0.0236819,0.0498445,0.0507043,0.0259963,0.0114857,0.011734,0.0217326,0,0,0,0,0
186,0,0,0,0,0,0,0.0228592,0.014347,0,0,0,0.0504207,0.0214331,0.0216811,0.0255068,0,0,0.0093586,0,0.0183378,0.00471586,0.0365595,0.0280022,0.0200798,0.0247632,0.0102344,0.0125523,0.103213,0.0976187,0.0667694,0.0839763,0.0150523,0.018438,0.00961103,0.0184732,0.0569096,0.0100541,0.00936726,0.0048663,0.0281969,0.0128664,0.0271329,0.0361363,0.0229542,0,0,0.0431347,0,0.0110073,0.0289344,0.0465061,0.0525821,0.00865183,0.0533927,0.0325839,0.017657,0.0793321,0.077771,0.02781,0.0517765,0.0403402,0.0365248,0.0209242,0.050609,0.0491992,0.0260023,0.0113376,0.0117652,0.0219907,0,0,0,0,0
187,0,0,0,0,0,0,0.0230228,0.0144987,0,0,0,0.0497765,0.0214442,0.0212465,0.0255078,0,0,0.00928133,0,0.0183621,0.00461822,0.0364418,0.028533,0.020276,0.0247995,0.0103277,0.0126081,0.103105,0.0977725,0.0669115,0.0840821,0.0148969,0.0182069,0.0095999,0.0182947,0.0563492,0.00995876,0.00936514,0.00483672,0.0338516,0.012639,0.0293035,0.0361168,0.0231285,0,0,0.0431623,0,0.0107254,0.0288757,0.0466197,0.0521216,0.00887294,0.0536903,0.0324759,0.0177855,0.0799384,0.0769453,0.0260456,0.0526573,0.039905,0.0346792,0.0186215,0.051327,0.0500697,0.0260886,0.011105,0.0118094,0.0223429,0,0,0,0,0
188,0,0,0,0,0,0,0.0231666,0.0145877,0,0,0,0.0486523,0.0213955,0.0205353,0.0255879,0,0,0.0092975,0,0.0183805,0.00455227,0.0363608,0.028752,0.0204958,0.0247402,0.0106366,0.0127014,0.102981,0.0976934,0.0670706,0.0841853,0.0149419,0.0179596,0.00969062,0.0180255,0.0555389,0.00994845,0.00939667,0.00479994,0.0388176,0.012642,0.0312572,0.0360515,0.0232787,0,0,0.0432262,0,0.0107169,0.0289268,0.0466542,0.0526992,0.00920735,0.0536962,0.0324357,0.0179201,0.0806082,0.0763617,0.0244526,0.0534066,0.039755,0.0338787,0.0177284,0.0519874,0.0527473,0.0259926,0.0111377,0.0117947,0.0226283,0,0,0,0,0
189,0,0,0,0,0,0,0.0232692,0.0146571,0,0,0,0.047022,0.0212963,0.0199319,0.0254006,0,0,0.00940404,0,0.0184201,0.00454496,0.0363053,0.0287722,0.0206998,0.0246267,0.01085,0.0128503,0.102868,0.0974312,0.0672488,0.084328,0.0149433,0.0176232,0.00976757,0.0177782,0.0544026,0.0100759,0.00949158,0.00481121,0.0419496,0.0128351,0.0314717,0.036027,0.0232904,0,0,0.0432167,0,0.0109295,0.0289698,0.0465978,0.054391,0.00959793,0.053056,0.0325579,0.0179316,0.0810928,0.0761168,0.0236722,0.053813,0.0397589,0.0342619,0.0178277,0.0521891,0.0547114,0.0258979,0.0113201,0.0117687,0.0226351,0,0,0,0,0
