Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LASI
73,0,0,0,0,0,0,0.0170044,0.00467484,0,0,0,0.00867817,0.019207,0.0114704,0,0,0.00953014,0,0.0187342,0.00519176,0.0378332,0.0160618,0.0162762,0.00614891,0.0156114,0.0109086,0.021491,0.0203437,0.018251,0.0386527,0.00213128,0.00287866,0.00617327,0.0237684,0.00936432,0.0102681,0.00910158,0.00243273,0.021126,0.0132342,0.0137859,0,0.020004,0,0,0.0251232,0,0.0108678,0.0186481,0.0425851,0.0248986,0.0134784,0.0363171,0.010962,0.0123284,0.0336809,0.0110215,0.0494888,0.0428243,0.00985133,0.0224397,0.00704286,0.0141571,0.0359177,0.0155257,0.00816262,0.00763271,0.00477344,0.0170888,0,0,0,0,0.0249803
74,0,0,0,0,0,0,0.0167218,0.00440247,0,0,0,0.00852745,0.0193637,0.0118515,0,0,0.00962082,0,0.0186735,0.00527305,0.0377317,0.0169341,0.0159599,0.00638966,0.0161995,0.0107751,0.021342,0.0204946,0.0177975,0.0385063,0.00208706,0.00258956,0.00614397,0.0239735,0.00911055,0.0104351,0.00915088,0.00248634,0.0205494,0.0132372,0.0133358,0,0.0197998,0,0,0.025214,0,0.0108632,0.0186656,0.0424829,0.0235444,0.0130196,0.0370654,0.0107847,0.0123976,0.0338623,0.0111452,0.0497217,0.0430681,0.00992155,0.0220863,0.00725919,0.0134097,0.0346657,0.0156144,0.00813665,0.00757459,0.00472621,0.016785,0,0,0,0,0.0247513
75,0,0,0,0,0,0,0.0165893,0.00414301,0,0,0,0.00833226,0.019297,0.0125901,0,0,0.00944844,0,0.0186266,0.00520793,0.0377051,0.0181836,0.0156221,0.00640862,0.0168332,0.0106552,0.0211333,0.020722,0.0175333,0.0383289,0.00206118,0.00244443,0.00650755,0.024032,0.00864748,0.0102278,0.00910522,0.00250423,0.0198632,0.0132441,0.0128712,0,0.0196933,0,0,0.0252303,0,0.0108672,0.0186946,0.0424145,0.0219943,0.012529,0.03779,0.0106922,0.0124868,0.0341089,0.0112577,0.049874,0.0433839,0.0100872,0.0218293,0.00748911,0.0126602,0.0332528,0.0157009,0.00813042,0.00752032,0.00456714,0.0166097,0,0,0,0,0.0245697
76,0,0,0,0,0,0,0.0165934,0.00386815,0,0,0,0.00810928,0.0192421,0.013272,0,0,0.00937815,0,0.0187161,0.00523968,0.0375659,0.0190822,0.0152714,0.00608342,0.0173838,0.01062,0.0209015,0.020487,0.0171933,0.0380294,0.00226177,0.00259949,0.00715873,0.0240005,0.00765118,0.00999308,0.00905378,0.0025127,0.0193355,0.0132467,0.0125263,0,0.0197571,0,0,0.0252362,0,0.0108677,0.0187319,0.0423321,0.0203651,0.0121307,0.03855,0.0107898,0.0125904,0.0343952,0.0113716,0.0500565,0.0437189,0.0103751,0.0216116,0.00773639,0.0120453,0.0317691,0.0157876,0.00815038,0.00751163,0.0043573,0.0166208,0,0,0,0,0.0244419
77,0,0,0,0,0,0,0.0166251,0.00361244,0,0,0,0.00770117,0.0192644,0.013341,0,0,0.00954709,0,0.01884,0.00547715,0.0373056,0.0191253,0.0149255,0.00555358,0.0178151,0.0106697,0.0207178,0.0199594,0.0168159,0.0375394,0.00206055,0.00251178,0.00725734,0.0237749,0.00662671,0.00991138,0.00901568,0.00257003,0.0188984,0.0132205,0.0121961,0,0.0198398,0,0,0.0251961,0,0.0108462,0.0187234,0.0421957,0.0187899,0.0117957,0.0392354,0.0110072,0.0126361,0.0346934,0.0114355,0.0502521,0.0440575,0.0107091,0.0213982,0.00798702,0.0113157,0.0303172,0.0157981,0.00813598,0.00748243,0.00415496,0.0166486,0,0,0,0,0.0244732
78,0,0,0,0,0,0,0.0165289,0.00339576,0,0,0,0.00691791,0.0192282,0.0128161,0,0,0.0096431,0,0.0187738,0.00557222,0.0369737,0.0185067,0.0146142,0.00493707,0.0180682,0.0105791,0.0205268,0.0192727,0.0164148,0.0369158,0.00131314,0.00212092,0.00727393,0.0235391,0.00571463,0.00970033,0.00900958,0.00252907,0.0184615,0.0131839,0.0117414,0,0.0197597,0,0,0.0250695,0,0.0108197,0.0186462,0.0420278,0.0177765,0.0115081,0.0397328,0.0112501,0.0125574,0.0349284,0.0114901,0.0504186,0.0443104,0.0109677,0.0211521,0.00823125,0.0106052,0.0290515,0.0157005,0.00813295,0.007464,0.00407879,0.0166077,0,0,0,0,0.0246623
79,0,0,0,0,0,0,0.0164254,0.00319244,0,0,0,0.00590213,0.0192442,0.0119324,0,0,0.00972749,0,0.0187307,0.00567426,0.0366967,0.0175327,0.0142589,0.00448206,0.0181534,0.0104641,0.0203564,0.0186764,0.0162303,0.0361744,0.000925149,0.00230029,0.00756043,0.0231561,0.00582409,0.00953336,0.00901665,0.00255096,0.0178684,0.0131787,0.0116082,0,0.0196487,0,0,0.024922,0,0.010822,0.0185517,0.0418396,0.0169575,0.0112986,0.0401993,0.0115113,0.0123719,0.0350657,0.0116302,0.0506416,0.0444878,0.0111074,0.0208834,0.00845239,0.0100929,0.0279913,0.0155488,0.00815888,0.00745872,0.00406368,0.0164834,0,0,0,0,0.0250836
80,0,0,0,0,0,0,0.016439,0.003441,0,0,0,0.00527493,0.0193048,0.0110219,0,0,0.0099925,0,0.0188123,0.00585366,0.036232,0.0164978,0.0135986,0.00409257,0.0173477,0.0106164,0.0201419,0.0179662,0.0156544,0.035308,0.0010281,0.0024757,0.00783408,0.0226939,0.00669007,0.0096796,0.00905501,0.00261262,0.0169685,0.0131675,0.0113769,0.0525757,0.0195989,0,0,0.0249057,0,0.0108271,0.0185784,0.0420259,0.0162618,0.0106438,0.0402403,0.0109893,0.0124844,0.0349371,0.0116682,0.0506299,0.0442861,0.0110754,0.0210747,0.00832796,0.00978262,0.0266513,0.0156683,0.00822051,0.0075218,0.00399852,0.0164341,0,0,0,0,0.0251269
81,0,0,0,0,0,0,0.0162472,0.00293894,0,0,0,0.00567765,0.0194922,0.0102407,0,0,0.0100769,0,0.0188925,0.00599674,0.0362431,0.0154302,0.0133159,0.00439266,0.0178481,0.0104522,0.0200606,0.0172795,0.0153142,0.0349239,0.00168911,0.00261843,0.00800415,0.0222606,0.00758411,0.00970782,0.00904963,0.00280066,0.0165446,0.0131559,0.0114257,0,0.0193798,0,0,0.0246164,0,0.0108102,0.018379,0.0416946,0.0155825,0.0108639,0.0411587,0.0117447,0.0118726,0.0351425,0.012194,0.0513486,0.0446403,0.0113745,0.020304,0.00891026,0.00961772,0.0260473,0.0150812,0.00812546,0.00748286,0.00418654,0.0162286,0,0,0,0,0.0259042
82,0,0,0,0,0,0,0.0161766,0.00306597,0,0,0,0.00728846,0.0193341,0.00971057,0,0,0.00988744,0,0.0187978,0.00590173,0.0358078,0.0149795,0.0126583,0.00479673,0.0170341,0.0104327,0.0197287,0.0166377,0.0149116,0.0341652,0.00260498,0.00273659,0.00779001,0.0217846,0.00827732,0.00964054,0.0090125,0.00275299,0.015866,0.0131198,0.0112753,0.0544445,0.0191269,0,0,0.024653,0,0.0107977,0.01842,0.0419947,0.0150149,0.0101252,0.0412716,0.0111542,0.0116819,0.034941,0.0122276,0.0513154,0.0444296,0.0115051,0.020316,0.00891676,0.00928377,0.0245406,0.0149763,0.00818777,0.00749861,0.00401874,0.0161367,0,0,0,0,0.0258582
83,0,0,0,0,0,0,0.0160325,0.00297744,0,0,0,0.00946433,0.0192517,0.00940669,0,0,0.00970404,0,0.0187311,0.00579756,0.0355903,0.0149262,0.0121782,0.00578402,0.0167179,0.0102555,0.0195203,0.0161414,0.0146753,0.0335786,0.00345559,0.00318649,0.00793615,0.0213079,0.00876422,0.00951885,0.00898656,0.0027362,0.0155349,0.0131153,0.0112705,0.0545624,0.0188827,0,0,0.0246283,0,0.0107965,0.0183743,0.041961,0.0145269,0.00986023,0.0418277,0.011093,0.011326,0.0349301,0.0124235,0.0515651,0.0445527,0.011875,0.01991,0.00929561,0.0090279,0.0236605,0.0146587,0.0082047,0.00745361,0.00410222,0.0160218,0,0,0,0,0.0262055
84,0,0,0,0,0,0,0.0158339,0.00286094,0,0,0,0.010428,0.0193273,0.00981796,0,0,0.00974186,0,0.0187203,0.00584444,0.0352994,0.0153021,0.0117666,0.00633401,0.0165269,0.0100895,0.0192772,0.015851,0.0144204,0.032979,0.00405167,0.0043528,0.00885212,0.0209224,0.0100056,0.00964974,0.00900735,0.00279621,0.0153752,0.0131202,0.0113302,0.0550837,0.0186113,0,0,0.0246513,0,0.0107939,0.0183742,0.0419176,0.0142319,0.00965058,0.0424531,0.0111907,0.0109649,0.0351008,0.0125937,0.0518369,0.0447045,0.0122817,0.0194943,0.0097035,0.00884924,0.0228853,0.0143626,0.00819641,0.00744549,0.00416754,0.01586,0,0,0,0,0.0265374
85,0,0,0,0,0,0,0.0156331,0.00279336,0,0,0,0.0108728,0.0194492,0.0104776,0,0,0.00983371,0,0.0187018,0.00591045,0.0349686,0.0159994,0.0114168,0.00711923,0.0163587,0.00989657,0.0190064,0.0156002,0.0139621,0.0323692,0.00496094,0.00584735,0.00992139,0.0206364,0.0115823,0.00988993,0.00905291,0.00289858,0.0153683,0.0131427,0.0115754,0.0552813,0.0183644,0,0,0.0246907,0,0.0108088,0.0184056,0.0418299,0.014129,0.00945362,0.0430887,0.0113199,0.0106789,0.0352857,0.0127803,0.0521285,0.0448787,0.0126721,0.0190822,0.0101008,0.00873356,0.0222581,0.0141414,0.00821282,0.00750934,0.00414609,0.0156183,0,0,0,0,0.0268451
86,0,0,0,0,0,0,0.015586,0.00275175,0,0,0,0.0129284,0.0193116,0.0114607,0,0,0.00949193,0,0.0186904,0.00569212,0.0346335,0.0167685,0.0111232,0.00821903,0.0162812,0.00967765,0.0186679,0.015226,0.0134953,0.0317215,0.00582326,0.00750652,0.0102736,0.0203147,0.0133029,0.00973495,0.00900108,0.00285901,0.0153644,0.0131407,0.0118889,0.0560026,0.0182652,0,0,0.0247129,0,0.0108112,0.0183833,0.0417453,0.014006,0.00936085,0.0436504,0.0115453,0.0104241,0.035321,0.0129902,0.0523988,0.0450462,0.0130112,0.0186938,0.0104158,0.00868792,0.0217825,0.0139907,0.00820266,0.00748741,0.00406637,0.0154689,0,0,0,0,0.0270929
87,0,0,0,0,0,0,0.0155308,0.00267314,0,0,0,0.0151759,0.0192069,0.0125226,0,0,0.00923492,0,0.0186913,0.00557241,0.034378,0.0174325,0.0108405,0.00943736,0.0162466,0.00948227,0.0182453,0.0145912,0.0129845,0.0312809,0.00653709,0.00842247,0.0106149,0.02002,0.0151954,0.00953204,0.00899064,0.00283438,0.0152466,0.0131394,0.0120116,0.0564476,0.018226,0,0,0.0247541,0,0.0108105,0.0183581,0.0416133,0.0138102,0.00928498,0.0441749,0.0118447,0.0102164,0.0353921,0.0131593,0.0526804,0.0451866,0.0132862,0.0182951,0.010747,0.00867691,0.0213957,0.0139196,0.00818779,0.00742278,0.00409016,0.0153332,0,0,0,0,0.0273972
88,0,0,0,0,0,0,0.0154379,0.00267761,0,0,0,0.0174877,0.0192335,0.0134581,0,0,0.00925989,0,0.0186893,0.00560128,0.0342934,0.0179586,0.0106182,0.010328,0.0161684,0.00937,0.017798,0.0143281,0.0123732,0.0311738,0.00691331,0.00960208,0.0109312,0.0199217,0.0175088,0.00945661,0.00904626,0.00286328,0.0152119,0.0131428,0.0120974,0.0566307,0.0182078,0,0,0.0248285,0,0.0108069,0.0183727,0.0414756,0.0138085,0.00921856,0.0447078,0.0120044,0.0101318,0.035479,0.0133471,0.0530459,0.045264,0.0135274,0.0179923,0.0110291,0.00867861,0.020922,0.013937,0.00822132,0.00742572,0.00419817,0.0152597,0,0,0,0,0.0275942
89,0,0,0,0,0,0,0.0154024,0.00281646,0,0,0,0.0198578,0.0193327,0.0142925,0,0,0.00939011,0,0.0186836,0.0056916,0.0343248,0.018157,0.0104002,0.010901,0.0160543,0.0093028,0.0173227,0.0140538,0.0115817,0.0312988,0.00708152,0.010752,0.0113207,0.0200156,0.0204922,0.00947295,0.00912033,0.0029338,0.0150859,0.013184,0.0123504,0.0567143,0.0182371,0,0,0.0250136,0,0.0108355,0.0185525,0.0413642,0.0140517,0.00917163,0.045163,0.0121029,0.0101916,0.0355849,0.0134794,0.0532828,0.0453707,0.013638,0.0177331,0.0112361,0.00865912,0.0203031,0.0140882,0.00820077,0.00741803,0.00429681,0.0152608,0,0,0,0,0.0277226
90,0,0,0,0,0,0,0.0156084,0.00299687,0,0,0,0.0223965,0.019175,0.0149964,0,0,0.00912531,0,0.018696,0.0055787,0.0344459,0.0184514,0.0101804,0.0110785,0.0158903,0.00926458,0.0168737,0.0134688,0.0105985,0.031456,0.00732005,0.0114797,0.0115356,0.0201977,0.0237744,0.00915066,0.00910627,0.00285846,0.0148936,0.0132204,0.0125983,0.0568576,0.0184749,0,0,0.025269,0,0.0108553,0.0188666,0.0412727,0.0142646,0.00916847,0.045559,0.0121833,0.0104161,0.0356626,0.0135115,0.0533673,0.0454887,0.0137867,0.0174544,0.0114543,0.00861763,0.0197862,0.0143765,0.0080786,0.00736413,0.00429099,0.0154214,0,0,0,0,0.0278182
91,0,0,0,0,0,0,0.0159299,0.00315178,0,0,0,0.0254268,0.0190537,0.015359,0,0,0.00899555,0,0.0187728,0.00556751,0.0346887,0.0186784,0.00996187,0.0111144,0.0156783,0.00934954,0.0165183,0.0127486,0.00988348,0.031683,0.00756128,0.0117248,0.0115066,0.0205472,0.027564,0.00888698,0.00910733,0.00280556,0.0148699,0.0131942,0.0127763,0.057072,0.0188463,0,0,0.0256677,0,0.0107869,0.0191125,0.041204,0.0144395,0.00920498,0.0459327,0.0122438,0.0107755,0.0357326,0.0135183,0.0533788,0.0455219,0.0140253,0.0171869,0.0116955,0.00853787,0.0195347,0.0147727,0.00783249,0.00721949,0.00430029,0.015695,0,0,0,0,0.0279155
92,0,0,0,0,0,0,0.0163123,0.00332441,0,0,0,0.0288449,0.0190047,0.0158291,0,0,0.00900156,0,0.0188787,0.00563526,0.0350698,0.0190201,0.00978126,0.0111316,0.0153967,0.00953147,0.0162775,0.0119201,0.00923921,0.0321861,0.0077045,0.0119778,0.0112666,0.021145,0.0319653,0.0087563,0.00912848,0.00279877,0.01491,0.0132358,0.012832,0.0570423,0.0192859,0,0,0.0258875,0,0.0107901,0.0191553,0.041146,0.0145562,0.00924335,0.0462229,0.012233,0.0111577,0.0357965,0.0134728,0.0534294,0.045522,0.0141621,0.0170026,0.0118785,0.00858922,0.0194461,0.0151412,0.00782988,0.00717081,0.00432396,0.0160147,0,0,0,0,0.0280104
93,0,0,0,0,0,0,0.0166607,0.00358156,0,0,0,0.0324417,0.0189192,0.017185,0,0,0.00898071,0,0.0188922,0.00559576,0.0355243,0.0200673,0.00968199,0.0111586,0.0150436,0.00965496,0.0162031,0.0108521,0.00862849,0.0329977,0.00773076,0.0125292,0.0109248,0.0219437,0.0368014,0.00863117,0.00915145,0.00275851,0.0147416,0.0132575,0.0129519,0.0566244,0.019735,0,0,0.0260743,0,0.0107882,0.0191712,0.0411468,0.0147523,0.00929306,0.0463911,0.0121654,0.0115829,0.0357375,0.0134359,0.0534869,0.0454542,0.0141613,0.0169324,0.0119099,0.00872275,0.0193614,0.0155426,0.00783865,0.00715845,0.00442283,0.0162847,0,0,0,0,0.0279854
94,0,0,0,0,0,0,0.0170637,0.00391432,0,0,0,0.0366831,0.0188729,0.0190708,0,0,0.00904059,0,0.0189552,0.00561084,0.0359977,0.021766,0.00962774,0.0115334,0.0146658,0.00983901,0.0163825,0.00977826,0.00834474,0.0338468,0.00795474,0.0134771,0.0104271,0.0228424,0.0420535,0.00866871,0.00918126,0.00278106,0.0144002,0.0132999,0.0129672,0.0560896,0.02024,0,0,0.0261961,0,0.0108216,0.0191987,0.0412265,0.0149324,0.00936372,0.0463932,0.0120965,0.0120313,0.0356469,0.0133677,0.0534992,0.0453034,0.0140407,0.0168997,0.0118727,0.00883273,0.0191918,0.0159225,0.00785439,0.00717696,0.00455968,0.0165799,0,0,0,0,0.0279196
95,0,0,0,0,0,0,0.0173713,0.00428746,0,0,0,0.0410475,0.0188275,0.0210932,0,0,0.00911228,0,0.0189485,0.00564018,0.0364585,0.0241436,0.00965511,0.0121989,0.0142643,0.00996865,0.0168935,0.00886298,0.00859252,0.0347486,0.00841859,0.0146788,0.0105205,0.0238828,0.0471019,0.00873573,0.00922195,0.00279026,0.0140993,0.0133287,0.0128476,0.0562285,0.0206446,0,0,0.0262548,0,0.0108429,0.0192304,0.0413742,0.0150664,0.00953823,0.046266,0.0120961,0.0123605,0.0354727,0.0132953,0.0534343,0.0450635,0.0138532,0.0169134,0.0117901,0.00882595,0.0190709,0.0162322,0.00782711,0.00714034,0.00474398,0.0168279,0,0,0,0,0.0276727
96,0,0,0,0,0,0,0.0175701,0.00475527,0,0,0,0.0447317,0.0188055,0.0227361,0,0,0.00925709,0,0.0188728,0.00571873,0.0369559,0.026096,0.00977803,0.012562,0.0137308,0.0100392,0.0177859,0.00846856,0.00922122,0.0356143,0.00892909,0.0156274,0.0107135,0.025004,0.0515101,0.00880959,0.00927404,0.00276593,0.0138161,0.0133443,0.0127759,0.0560109,0.0209587,0,0,0.0263326,0,0.0108464,0.0192616,0.0415456,0.0152471,0.00969489,0.0460589,0.0120819,0.0127024,0.0353013,0.0131576,0.0533063,0.0448301,0.013602,0.0169712,0.0117212,0.00889257,0.0188819,0.0165369,0.00784076,0.00710556,0.00500677,0.0170562,0,0,0,0,0.0267927
97,0,0,0,0,0,0,0.0179208,0.00526484,0,0,0,0.047677,0.0187807,0.0239399,0,0,0.00938525,0,0.0189132,0.00574898,0.0374869,0.02676,0.00996631,0.01279,0.0131203,0.010239,0.0189757,0.00850022,0.0099471,0.0364306,0.00932237,0.0159734,0.0109658,0.0260824,0.0550842,0.00890493,0.00929932,0.00276586,0.0134716,0.0133222,0.0127389,0.0554166,0.0213563,0,0,0.0264048,0,0.0108171,0.0192893,0.0416664,0.0154002,0.00981807,0.0458175,0.012169,0.0131162,0.035154,0.0129214,0.0530785,0.0445822,0.0133746,0.0170341,0.0116959,0.00894491,0.0187074,0.0167946,0.00778468,0.00701455,0.00526107,0.0173887,0,0,0,0,0.0251994
98,0,0,0,0,0,0,0.0183001,0.00577836,0,0,0,0.0501025,0.0186831,0.0245724,0,0,0.00937255,0,0.0188887,0.005586,0.0380155,0.0270127,0.0101875,0.0129088,0.0125122,0.0103976,0.0202984,0.00887672,0.0105117,0.0370959,0.00963408,0.0160095,0.011182,0.0271722,0.057553,0.00892284,0.0093266,0.00269337,0.0131855,0.0133529,0.0128092,0.0554298,0.0217521,0,0,0.0264289,0,0.0108378,0.0193304,0.041829,0.0155856,0.00999182,0.0456079,0.0124506,0.0134727,0.0350175,0.0127103,0.0528515,0.0443466,0.0132211,0.0170299,0.011638,0.00906685,0.0186206,0.0170077,0.00774772,0.00703327,0.00554251,0.0177586,0,0,0,0,0.0243833
99,0,0,0,0,0,0,0.0187099,0.00627018,0,0,0,0.0515522,0.0186549,0.0248393,0,0,0.00955571,0,0.0188571,0.00558072,0.0386585,0.0270601,0.0104239,0.0127125,0.0119929,0.0106422,0.0218686,0.00968658,0.010936,0.0376325,0.01026,0.0163984,0.0115781,0.0283252,0.0592515,0.00914463,0.00935928,0.0026703,0.0131119,0.0134106,0.0130697,0.0551967,0.0221886,0,0,0.0264975,0,0.010884,0.0194096,0.0419742,0.0159952,0.0101334,0.0455095,0.012833,0.0138277,0.0349545,0.0125633,0.0527037,0.04418,0.0130973,0.0170388,0.011553,0.00915838,0.0184826,0.0173243,0.00776737,0.00710238,0.00585051,0.0181595,0,0,0,0,0.024116
100,0,0,0,0,0,0,0.0193129,0.00676531,0,0,0,0.0517924,0.0187142,0.0248777,0,0,0.0098004,0,0.0189352,0.00564503,0.039074,0.026703,0.0100781,0.0136442,0.0114397,0.0110768,0.0232317,0.0105837,0.011178,0.0384836,0.0114451,0.0172457,0.0119496,0.0293715,0.0605895,0.00946983,0.00938734,0.00269473,0.0130164,0.0134126,0.0134548,0.0548455,0.0228293,0,0,0.0265955,0,0.0108851,0.0194988,0.0423847,0.0165447,0.0102359,0.0456324,0.0131989,0.0143277,0.0349088,0.0123987,0.0526783,0.0441243,0.0132313,0.0167758,0.0117697,0.00935107,0.0179821,0.0176693,0.00776756,0.00705881,0.00623767,0.018722,0,0,0,0,0.0244659
101,0,0,0,0,0,0,0.0199437,0.0072274,0,0,0,0.0521243,0.0187708,0.0255394,0,0,0.00997979,0,0.0190929,0.00564045,0.0395531,0.0271327,0.00994076,0.0152167,0.0109387,0.0115241,0.0241331,0.0113549,0.0112662,0.0394713,0.0128361,0.0187069,0.0123049,0.0304007,0.0618738,0.00984845,0.0094165,0.00272129,0.0131017,0.013365,0.0137479,0.0552273,0.0234741,0,0,0.0267834,0,0.0108401,0.0195939,0.0427243,0.0170527,0.0104064,0.0457029,0.013619,0.0148275,0.0348458,0.0122534,0.0526868,0.0440214,0.0135027,0.0165164,0.0120744,0.00936669,0.0179633,0.0180856,0.00776607,0.0070019,0.0065821,0.0193814,0,0,0,0,0.0246997
102,0,0,0,0,0,0,0.0204657,0.00766378,0,0,0,0.0527748,0.0186022,0.0274566,0,0,0.00997894,0,0.019011,0.00546982,0.0399724,0.0293702,0.00990405,0.0173546,0.0104791,0.0118346,0.0244881,0.0121707,0.0114937,0.040469,0.0143947,0.0199166,0.0133074,0.0312609,0.0627554,0.00999217,0.0094021,0.0025852,0.0138292,0.0133922,0.0143616,0.055393,0.0240542,0,0,0.0269325,0,0.0108642,0.0196954,0.0430102,0.0177628,0.0105358,0.0455987,0.0140231,0.0153535,0.0349899,0.0120476,0.0525502,0.0440521,0.013385,0.0161351,0.0121775,0.00897169,0.0180242,0.0185182,0.00778086,0.0070135,0.00694159,0.0199959,0,0,0,0,0.0248388
103,0,0,0,0,0,0,0.0210069,0.00815105,0,0,0,0.0531417,0.0184484,0.0298699,0,0,0.00997156,0,0.0190061,0.00527717,0.0401226,0.0326099,0.00984486,0.0190354,0.010006,0.01223,0.0245489,0.0129027,0.011908,0.0412115,0.0156117,0.0207126,0.0141906,0.0316792,0.0628167,0.0101242,0.00940276,0.00247645,0.0161348,0.0133871,0.0156766,0.0549494,0.0245977,0,0,0.0270806,0,0.0108561,0.01981,0.0432843,0.0189579,0.0105689,0.0449804,0.0144088,0.0159532,0.0354155,0.0115919,0.051951,0.0443349,0.0120978,0.0157944,0.0119723,0.00771155,0.0187232,0.0189629,0.00773036,0.00707485,0.00732503,0.0205613,0,0,0,0,0.0247372
104,0,0,0,0,0,0,0.0213476,0.00855575,0,0,0,0.0526681,0.0184209,0.031585,0,0,0.00995655,0,0.0190669,0.00519062,0.0398669,0.0350862,0.00972525,0.0197968,0.00964971,0.012511,0.0247308,0.0133779,0.0122363,0.0415098,0.0160897,0.0210825,0.0144703,0.0316447,0.0620492,0.0102435,0.00941038,0.00245079,0.01868,0.013354,0.017081,0.0540936,0.0249487,0,0,0.0271806,0,0.010813,0.0198473,0.0435103,0.0202371,0.0104677,0.0443817,0.0147675,0.0164238,0.0357183,0.0112448,0.0514384,0.0445726,0.0111555,0.0155908,0.012213,0.00697657,0.019894,0.0192986,0.00766211,0.00710977,0.0076542,0.0209004,0,0,0,0,0.0245796
105,0,0,0,0,0,0,0.0215018,0.00885025,0,0,0,0.0514071,0.0184463,0.0316593,0,0,0.00992227,0,0.0191397,0.00517806,0.0393596,0.0354621,0.0094948,0.0191935,0.00937621,0.0126043,0.0251152,0.0135529,0.012119,0.0412848,0.0155854,0.0205691,0.0141071,0.0312473,0.0607394,0.010294,0.0094129,0.00247729,0.0215609,0.0133243,0.0189301,0.0538509,0.025079,0,0,0.027171,0,0.0107874,0.019802,0.0436606,0.0218616,0.010353,0.0437726,0.0150775,0.0167321,0.0360724,0.0109313,0.0509349,0.0448295,0.0104465,0.0155023,0.0126468,0.00658978,0.0215057,0.0195092,0.00770095,0.00708407,0.00787968,0.0210363,0,0,0,0,0.0244427
106,0,0,0,0,0,0,0.0214752,0.00909606,0,0,0,0.0500037,0.0184013,0.0299799,0,0,0.00990819,0,0.0190683,0.00513191,0.0389025,0.0337009,0.00913138,0.0176178,0.00910259,0.0124898,0.0253536,0.0133173,0.0117485,0.0405752,0.0143664,0.0192557,0.0135565,0.030546,0.0592839,0.0101663,0.00940555,0.00248021,0.0247407,0.0133197,0.0211516,0.0541822,0.0250482,0,0,0.0271578,0,0.010788,0.019778,0.0437516,0.023858,0.0102579,0.0432188,0.0152959,0.016929,0.0364933,0.0106367,0.0504302,0.0451497,0.0100046,0.0155637,0.0134202,0.00675596,0.0234718,0.0196424,0.00776138,0.00702936,0.00810694,0.0210033,0,0,0,0,0.0243345
107,0,0,0,0,0,0,0.0214715,0.00933286,0,0,0,0.0484386,0.0184175,0.0278355,0,0,0.0100206,0,0.0190775,0.00519196,0.038749,0.0306105,0.00860679,0.0156314,0.00872323,0.0124363,0.0251991,0.0129925,0.0111458,0.0395052,0.0128211,0.0175,0.0129291,0.0295511,0.0575525,0.0101057,0.00940744,0.00248229,0.028541,0.0132809,0.0237015,0.0540403,0.0250725,0,0,0.0270355,0,0.0107634,0.0197074,0.0438535,0.0263869,0.0101523,0.0427219,0.0153454,0.0171242,0.0370092,0.0104378,0.0498939,0.0455954,0.0098467,0.0158555,0.0146611,0.00742268,0.0261846,0.0197329,0.00777087,0.0070429,0.00832917,0.0209735,0,0,0,0,0.0244207
108,0,0,0,0,0,0,0.0215073,0.00954284,0,0,0,0.0466263,0.0185083,0.0261193,0,0,0.0102344,0,0.0191718,0.0054299,0.0388116,0.0274637,0.00802163,0.0135104,0.00828697,0.0124975,0.0246649,0.0127635,0.0108473,0.0382948,0.0113214,0.0157905,0.0122432,0.0285097,0.0551609,0.0102425,0.00941385,0.00253037,0.0330308,0.013263,0.0268765,0.0543687,0.0251854,0,0,0.0269027,0,0.0107625,0.0196616,0.0439958,0.0295054,0.0101018,0.0422809,0.01526,0.0173818,0.0377178,0.0102311,0.0493063,0.0461599,0.010103,0.0165926,0.0164599,0.00853995,0.0295772,0.0198173,0.00773219,0.00704321,0.0085408,0.0210068,0,0,0,0,0.0246623
109,0,0,0,0,0,0,0.0215011,0.00981363,0,0,0,0.0446404,0.0185971,0.0251508,0,0,0.0104349,0,0.0191968,0.00562593,0.0387778,0.0257206,0.00754751,0.0114002,0.00790649,0.0124687,0.0238836,0.0126413,0.0108989,0.037279,0.0100601,0.0148084,0.0117197,0.0276968,0.0526858,0.0104378,0.0094306,0.00257583,0.0366478,0.013247,0.0293621,0.0545434,0.0253058,0,0,0.0269078,0,0.0107629,0.0196834,0.0440451,0.0318694,0.0100571,0.0420432,0.0151478,0.0177878,0.0382434,0.0100476,0.0489528,0.0466139,0.0109011,0.0172015,0.0181858,0.00990057,0.032548,0.0201075,0.00771771,0.00702562,0.00886891,0.0209945,0,0,0,0,0.0248886
