Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,RWRB,x73
140,0,0,0,0,0,0,0.0023969,0.00324906,0,0,0,0.00409978,0.0142048,0.00481437,0.00137273,0,0,0.033331,0,0.0228484,0.020321,0.0160056,0.0201871,0.0191,0.0170396,0.00591118,0.0175825,0.00981279,0.0119445,0.00679605,0.0353437,0.0117501,0.00788362,0.00622896,0.0370154,0.00500704,0.0279144,0.0115823,0.00702515,0.020985,0.0180777,0.0174904,0.00477972,0.00328293,0,0,0.0101424,0,0.0146702,0.00570492,0.0827533,0.0271714,0.051212,0.021068,0.00456569,0.00675196,0.0253153,0.0216845,0.028594,0.0336945,0.0149962,0.0317989,0.0080821,0.0220853,0.0251221,0.00777572,0.00871772,0.00278993,0.00104109,0,0,0,0.0063296,0
141,0,0,0,0,0,0,0.00220016,0.00313094,0,0,0,0.00589871,0.0141148,0.00528912,0.00146757,0,0,0.0332996,0,0.0228404,0.020262,0.0159925,0.0233093,0.0189075,0.0158667,0.00665826,0.0178132,0.00906389,0.0119015,0.00681237,0.0358587,0.0118914,0.00826771,0.0065475,0.0368424,0.00583652,0.0279399,0.0115755,0.0069368,0.019419,0.0180716,0.0180305,0.00414318,0.00323379,0,0,0.0100115,0,0.0146613,0.00562887,0.0827337,0.0276826,0.0515637,0.0204456,0.00447946,0.00709216,0.025094,0.0215739,0.0298124,0.0329258,0.0144085,0.0306364,0.00852958,0.0210993,0.0226541,0.0080202,0.00846467,0.00275964,0.00101221,0,0,0,0.00615649,0
142,0,0,0,0,0,0,0.00215719,0.00304645,0,0,0,0.0092171,0.0140449,0.00706344,0.00177745,0,0,0.0334298,0,0.0229285,0.0202817,0.0157554,0.0263424,0.0187801,0.016732,0.00737878,0.0180396,0.00822116,0.0111994,0.00622571,0.0369724,0.0130232,0.00869552,0.00677667,0.037486,0.00845366,0.0281077,0.0116215,0.0070029,0.0176953,0.0180769,0.0183859,0.00343413,0.00324228,0,0,0.00960813,0,0.0146497,0.00534934,0.0825752,0.0279604,0.0518967,0.0197022,0.00425811,0.00744648,0.0249237,0.0214975,0.0311712,0.0320218,0.0137108,0.0294126,0.00902698,0.0199506,0.019982,0.00825326,0.00847514,0.00274881,0.000984148,0,0,0,0.00595156,0
143,0,0,0,0,0,0,0.00209028,0.00300071,0,0,0,0.0127947,0.0139794,0.00953754,0.00215256,0,0,0.0333598,0,0.0229872,0.0202554,0.0155163,0.0291703,0.0187921,0.0188996,0.0080535,0.0181849,0.00780988,0.0105381,0.00571276,0.0381311,0.0145429,0.0094375,0.00699034,0.0384444,0.0113485,0.0281681,0.0116439,0.00703011,0.0163423,0.0180492,0.0186574,0.00276746,0.00319892,0,0,0.00923161,0,0.0146246,0.00515433,0.0823549,0.0277529,0.0521927,0.018855,0.00392923,0.00780125,0.0248671,0.0213622,0.0325746,0.0310995,0.0129609,0.0281421,0.00954379,0.0185768,0.0171857,0.00828663,0.00852978,0.00277314,0.000968949,0,0,0,0.00593054,0
144,0,0,0,0,0,0,0.00172937,0.00302797,0,0,0,0.0161836,0.0140019,0.0115808,0.00260868,0,0,0.032971,0,0.022961,0.0201215,0.0153676,0.0312748,0.0187414,0.0209053,0.00880542,0.0182713,0.00757347,0.0102109,0.00566767,0.0390583,0.015507,0.0100276,0.00730952,0.0392383,0.0136243,0.0279662,0.0116515,0.00692417,0.015642,0.0179846,0.0188284,0.00227355,0.00299743,0,0,0.00890354,0,0.0145785,0.00497859,0.0821572,0.0271436,0.0524598,0.0180239,0.0034688,0.00816244,0.0248877,0.021208,0.033929,0.0302451,0.0123545,0.026883,0.0101215,0.0172627,0.0148014,0.00850133,0.00832627,0.00285944,0.000982349,0,0,0,0.00578907,0
145,0,0,0,0,0,0,0.00148295,0.00290209,0,0,0,0.0181722,0.0139358,0.0125246,0.00314474,0,0,0.0329845,0,0.0229999,0.0200796,0.0152543,0.0318653,0.0186044,0.0217113,0.00931854,0.0184193,0.0071021,0.0100913,0.00598902,0.0397435,0.0154978,0.00998127,0.00761031,0.0396014,0.0145476,0.0280016,0.0116738,0.00703667,0.0155353,0.0179154,0.0185949,0.00224987,0.00274919,0,0,0.00857315,0,0.0145407,0.00482985,0.0820118,0.0256961,0.0527421,0.0171843,0.00315644,0.00839894,0.0248634,0.0210801,0.0354253,0.0294171,0.011966,0.0256698,0.0107814,0.0159609,0.0135996,0.00881331,0.00812515,0.00280127,0.000678715,0,0,0,0.00581121,0
146,0,0,0,0,0,0,0.00122907,0.00313324,0,0,0,0.0183066,0.0140075,0.0115579,0.0041142,0,0,0.0321648,0,0.0229347,0.019605,0.0152056,0.0304375,0.0184567,0.0200143,0.0101399,0.0184012,0.0066327,0.0100081,0.0061609,0.0405745,0.0142333,0.00938935,0.00775934,0.0391583,0.0149026,0.0275548,0.0116522,0.00701866,0.0143506,0.0179383,0.0152986,0.00272131,0.00248001,0,0,0.00785414,0,0.0145695,0.00457481,0.0818091,0.0200674,0.052809,0.0162568,0.00293111,0.00852202,0.025556,0.0208159,0.0371768,0.0288053,0.0107439,0.0257134,0.0109184,0.0128417,0.0148567,0.0089589,0.00785498,0.00307759,0.000713208,0,0,0,0.0056648,0
147,0,0,0,0,0,0,0.00121183,0.00311526,0,0,0,0.0200689,0.0139844,0.0111559,0.00500429,0,0,0.0316848,0,0.022973,0.0193018,0.0152118,0.0292074,0.0181272,0.0180647,0.0104588,0.0184473,0.0064363,0.0105604,0.00628966,0.0410066,0.0130108,0.0089329,0.00754709,0.0384658,0.017534,0.0273284,0.0116748,0.00707159,0.0192644,0.0179183,0.0142304,0.00359159,0.00226653,0,0,0.00740642,0,0.0145721,0.00437283,0.0815362,0.01644,0.0527194,0.0158953,0.00320128,0.00863059,0.0269075,0.0205245,0.0391774,0.0286011,0.011413,0.0270845,0.0129597,0.0122657,0.0155587,0.00897804,0.00749704,0.00312972,0.000602764,0,0,0,0.00547748,0
148,0,0,0,0,0,0,0.00130902,0.00320646,0,0,0,0.0222316,0.0139237,0.0113127,0.00573512,0,0,0.0311431,0,0.0229501,0.0190167,0.0152022,0.028222,0.017935,0.0170917,0.010882,0.0186023,0.00645059,0.0114209,0.00636407,0.0413808,0.0124548,0.00908925,0.00720019,0.0377377,0.0208235,0.0270879,0.0116823,0.00703678,0.0248291,0.017821,0.0244937,0.00424666,0.0022048,0,0,0.00750451,0,0.0144572,0.00429371,0.0813711,0.031769,0.0522366,0.016917,0.00369019,0.00874529,0.0287507,0.0203454,0.0414427,0.0290683,0.0162988,0.0307774,0.0190802,0.0197192,0.0222992,0.00901556,0.00750422,0.00324724,0.000646725,0,0,0,0.00532237,0
149,0,0,0,0,0,0,0.00120125,0.0031165,0,0,0,0.0243686,0.0139313,0.0121475,0.00640272,0,0,0.0304738,0,0.0229199,0.0186728,0.014998,0.0279093,0.0174209,0.0172594,0.0108269,0.0185856,0.00674368,0.0122234,0.00654225,0.0414909,0.0125928,0.00946149,0.00691263,0.0373644,0.0234179,0.0266371,0.0116925,0.00697068,0.0254909,0.0177438,0.0286682,0.00472875,0.00208214,0,0,0.0074678,0,0.0144075,0.00420562,0.0812369,0.0379437,0.0521514,0.0166161,0.0038964,0.00874146,0.028129,0.0204974,0.0434321,0.028433,0.0189711,0.0304923,0.0214589,0.0237739,0.0231508,0.00901801,0.0072986,0.00310155,0.000845905,0,0,0,0.00520837,0
150,0,0,0,0,0,0,0.00132315,0.00286367,0,0,0,0.0260895,0.0139007,0.013068,0.00709269,0,0,0.0301847,0,0.022935,0.0184472,0.0148269,0.027971,0.0169976,0.0180627,0.0101888,0.01872,0.00696931,0.0129367,0.00675629,0.0413929,0.0131119,0.0100151,0.00682417,0.0373186,0.0251012,0.0263972,0.0116967,0.00693402,0.0252474,0.0177341,0.031694,0.0052998,0.00211716,0,0,0.0073431,0,0.0144033,0.00407406,0.0810361,0.0424455,0.05216,0.0164811,0.00402333,0.00868941,0.0273455,0.0206182,0.0451916,0.0279551,0.0214562,0.0301293,0.023519,0.0275116,0.0226955,0.00895361,0.00712597,0.0028165,0.000950207,0,0,0,0.00512422,0
151,0,0,0,0,0,0,0.000706028,0.00187534,0,0,0,0.0264337,0.0140265,0.014526,0.00687322,0,0,0.0298786,0,0.0227945,0.0183069,0.0140809,0.0292633,0.0165479,0.0199243,0.00828737,0.0183024,0.00702866,0.0132944,0.00729462,0.041075,0.0141605,0.0104715,0.00714723,0.0379544,0.0244796,0.0257293,0.0116178,0.00686477,0.0232505,0.0177549,0.0229074,0.00568747,0.00150056,0,0,0.00767486,0,0.0144324,0.00419502,0.0809476,0.0271992,0.0536561,0.0109771,0.00352811,0.00866418,0.0183709,0.02211,0.0476777,0.0236685,0.0142613,0.0162495,0.017956,0.0141942,0.0305175,0.00904585,0.00698986,0.00184013,0.00138122,0,0,0,0.00522192,0
152,0,0,0,0,0,0,0.00105456,0.00246194,0,0,0,0.0269944,0.0140257,0.0148106,0.00740422,0,0,0.0291759,0,0.0227779,0.018013,0.0146419,0.0287394,0.016635,0.0207681,0.00909776,0.0186199,0.00729241,0.0138445,0.00755166,0.0406656,0.0144938,0.0113095,0.00720809,0.0377605,0.0257429,0.0254858,0.011619,0.00671657,0.0208236,0.0177669,0.0351656,0.00642253,0.0020365,0,0,0.00756233,0,0.0144492,0.00403996,0.0803727,0.0487012,0.0521115,0.0167138,0.00381231,0.00883611,0.0259196,0.0209225,0.0479079,0.0277654,0.0257129,0.0296547,0.0266842,0.033094,0.0207094,0.00905321,0.00671214,0.00240687,0.0011529,0,0,0,0.00518107,0
153,0,0,0,0,0,0,0.000750093,0.00225345,0,0,0,0.0270108,0.0140909,0.0153108,0.00717478,0,0,0.0289415,0,0.0228129,0.0178803,0.0144323,0.0289839,0.0166676,0.0221989,0.00864073,0.0184382,0.00750472,0.0142419,0.00828796,0.0402204,0.0151141,0.0118583,0.00729391,0.0379981,0.0253172,0.0251247,0.0116098,0.00667763,0.0190572,0.0177899,0.0360539,0.00673899,0.00190877,0,0,0.00783715,0,0.0144754,0.00417027,0.0801157,0.049873,0.0518781,0.0167204,0.00363496,0.00872428,0.0253773,0.0208456,0.0489966,0.027906,0.0268749,0.0294267,0.0275808,0.0345173,0.0174833,0.00910886,0.0066874,0.00225283,0.00122884,0,0,0,0.00504684,0
154,0,0,0,0,0,0,0.00143972,0.00131522,0,0,0,0.0263189,0.0142469,0.016254,0.00601794,0,0,0.0290616,0,0.0227945,0.0178332,0.0132166,0.0302197,0.0167013,0.0241596,0.00669982,0.017772,0.00753012,0.0145976,0.00942825,0.0398281,0.0161235,0.0120876,0.00738076,0.0386297,0.023451,0.0245487,0.0115733,0.00682995,0.039098,0.0177996,0.0284318,0.00660505,0.00173136,0,0,0.00852923,0,0.014519,0.00460358,0.0801365,0.0317367,0.0533124,0.0111862,0.00288561,0.00843835,0.0162602,0.0220967,0.0520122,0.0244532,0.0164421,0.0145084,0.0210621,0.0155901,0.044017,0.0091793,0.00681398,0.00154842,0.00228759,0,0,0,0.0050627,0
155,0,0,0,0,0,0,0.000506074,0.00202916,0,0,0,0.0267371,0.0142652,0.0163406,0.00650728,0,0,0.0282943,0,0.022729,0.0174466,0.0137217,0.0294762,0.0166464,0.0243749,0.00788033,0.0177999,0.00787407,0.0154448,0.0101202,0.0392791,0.0163928,0.0125752,0.00714509,0.0384498,0.0239378,0.0242077,0.0115715,0.00654962,0.0174903,0.017864,0.0372732,0.00718471,0.00180539,0,0,0.00848675,0,0.0145742,0.00467038,0.0798842,0.0504803,0.0512065,0.016889,0.0035321,0.00850455,0.0245164,0.0204177,0.0508817,0.0283658,0.027423,0.0290382,0.0285575,0.0350858,0.00761511,0.00920659,0.00676162,0.0021139,0.00172243,0,0,0,0.00499774,0
156,0,0,0,0,0,0,0.00196434,0.00129866,0,0,0,0.0265196,0.0144004,0.0178125,0.00527019,0,0,0.0283686,0,0.0225923,0.0174309,0.0122747,0.0309608,0.0166389,0.0262723,0.00621412,0.0170828,0.00758297,0.0158624,0.0111198,0.03915,0.0175549,0.0126841,0.00708677,0.0390276,0.0226569,0.0236057,0.0114866,0.00665299,0.0481922,0.0179776,0.0319904,0.00690823,0.00197415,0,0,0.00885492,0,0.0147067,0.00486005,0.0800296,0.031898,0.052494,0.0134408,0.00284529,0.00833534,0.0159735,0.0221874,0.0535788,0.0251113,0.0174845,0.0147986,0.0224847,0.0164755,0.0530177,0.00927071,0.0067966,0.00155624,0.00290524,0,0,0,0.00518037,0
157,0,0,0,0,0,0,0.00212139,0.00122162,0,0,0,0.0276669,0.0144127,0.0195843,0.00493548,0,0,0.0282392,0,0.0225249,0.0173219,0.0117918,0.0322234,0.0165035,0.028147,0.00586889,0.0168987,0.00738301,0.0165335,0.0120642,0.0388023,0.0185892,0.0129945,0.00681496,0.0392918,0.0224535,0.023331,0.011436,0.00657822,0.0523558,0.0179218,0.0328232,0.00696321,0.00196684,0,0,0.00976147,0,0.0146458,0.00506828,0.0801481,0.0311124,0.0520038,0.0152542,0.00278163,0.008363,0.0156807,0.0224228,0.053737,0.0250001,0.0181389,0.0149671,0.0228836,0.016901,0.0589016,0.0095225,0.00689141,0.00154445,0.00300682,0,0,0,0.00530226,0
158,0,0,0,0,0,0,0.00202367,0.00113885,0,0,0,0.0285987,0.0144404,0.02124,0.00461009,0,0,0.0279115,0,0.0225165,0.0171098,0.0114098,0.0334589,0.0162779,0.0300489,0.00535314,0.0167858,0.00736947,0.0171543,0.0130047,0.038551,0.0197197,0.0136364,0.006508,0.0393933,0.0226681,0.0230959,0.0114062,0.00650669,0.0555739,0.017939,0.0333815,0.00691932,0.0018585,0,0,0.0101026,0,0.0146786,0.00510331,0.0803434,0.0311619,0.0517047,0.0172003,0.00263104,0.0083147,0.0153381,0.0226608,0.0539462,0.0247977,0.0188238,0.014963,0.022932,0.0172571,0.0628096,0.00988077,0.00700026,0.00145554,0.00289866,0,0,0,0.00526086,0
159,0,0,0,0,0,0,0.00186401,0.00103596,0,0,0,0.0296061,0.0144404,0.0229753,0.00438621,0,0,0.0277569,0,0.0225156,0.0169979,0.0111195,0.0349722,0.0162341,0.0323161,0.00454621,0.0167866,0.00739848,0.018,0.0142779,0.0380818,0.0211195,0.0147113,0.00613403,0.0394332,0.0231877,0.0231016,0.0113927,0.00649088,0.0574357,0.0179749,0.0336804,0.00683868,0.00169893,0,0,0.0104356,0,0.0147138,0.00518274,0.0806235,0.031586,0.0514886,0.0188884,0.0024381,0.00817885,0.0150125,0.0229575,0.0543477,0.0247252,0.0194388,0.0149263,0.0229277,0.0175831,0.0647117,0.00985275,0.00718615,0.00124776,0.00261986,0,0,0,0.00531514,0
160,0,0,0,0,0,0,0.00174328,0.000969523,0,0,0,0.0305564,0.0144238,0.0245616,0.00429982,0,0,0.0275403,0,0.0224925,0.0168271,0.0108607,0.0365512,0.0162611,0.0348868,0.00366272,0.016799,0.00768784,0.0191449,0.0159515,0.03752,0.022772,0.0161961,0.00595123,0.0393753,0.0242357,0.0230904,0.0113626,0.00646245,0.0575984,0.0180041,0.033333,0.00674285,0.00161626,0,0,0.0108074,0,0.0147278,0.00533115,0.0808199,0.0317776,0.0513196,0.020195,0.00225094,0.00807943,0.0146903,0.0234086,0.0548029,0.0247258,0.0200316,0.0149754,0.0230041,0.0181857,0.0649206,0.00971947,0.00736041,0.00101672,0.00235516,0,0,0,0.00522592,0
161,0,0,0,0,0,0,0.00159624,0.000985444,0,0,0,0.0307983,0.0144279,0.0254131,0.00411132,0,0,0.0273036,0,0.0224674,0.0166852,0.0105511,0.0374017,0.0163236,0.0367556,0.0031767,0.0168484,0.00785824,0.0200768,0.0173152,0.0371747,0.0240156,0.0174779,0.00577596,0.0391017,0.024982,0.0231194,0.0113225,0.00639841,0.0562571,0.0180129,0.03267,0.00659402,0.00159006,0,0,0.0110629,0,0.0147245,0.00538987,0.0808623,0.0321501,0.0511871,0.0210703,0.00224738,0.00808464,0.0143762,0.0238393,0.0550322,0.0246504,0.0208302,0.0150889,0.0231999,0.0193714,0.0635249,0.00979527,0.00728925,0.000814351,0.00225184,0,0,0,0.00512392,0
162,0,0,0,0,0,0,0.00157369,0.000949669,0,0,0,0.0301865,0.0144154,0.0255428,0.00397587,0,0,0.0274112,0,0.0225274,0.0167473,0.0102726,0.0375883,0.0163694,0.0378634,0.00306032,0.0170464,0.00782408,0.0206866,0.0182307,0.0371167,0.0248074,0.0184278,0.00562362,0.0387378,0.0251535,0.0233527,0.0113319,0.00645775,0.0540628,0.0180346,0.0320288,0.00648432,0.0015933,0,0,0.0109841,0,0.0147314,0.00529513,0.0807443,0.032751,0.0512048,0.0216562,0.00248437,0.00811987,0.0140371,0.0242344,0.0551781,0.0244173,0.0218694,0.0151887,0.0236351,0.0207919,0.0610116,0.00986836,0.00714662,0.000648629,0.00208944,0,0,0,0.00501566,0
163,0,0,0,0,0,0,0.00343587,0.00177992,0,0,0,0.073433,0.0144449,0.0180736,0.00536046,0,0,0.0276099,0,0.0224929,0.016902,0.0304761,0.0191741,0.0142222,0.0405086,0.00580536,0.0167778,0.0183921,0.0448736,0.0267306,0.0462172,0.0398715,0.0534029,0.0227876,0.016215,0.0907082,0.0233985,0.0112565,0.00646755,0.0513336,0.0180179,0.0312868,0.00707282,0.00370903,0,0,0.0122774,0,0.0147482,0.00599753,0.0804671,0.0331876,0.0510924,0.0227241,0.0028047,0.00857294,0.0135718,0.0250492,0.0546256,0.0233368,0.0230972,0.0154869,0.0241437,0.0224382,0.0579429,0.0104226,0.00748818,0.00189315,0.00400677,0,0,0,0.00532059,0
164,0,0,0,0,0,0,0.00145062,0.00100629,0,0,0,0.032821,0.0145264,0.0282783,0.00430199,0,0,0.0271334,0,0.0223242,0.0166715,0.00996326,0.0403051,0.0164551,0.0413509,0.0037679,0.0172077,0.00826576,0.0225064,0.0206082,0.0369312,0.0273612,0.0208291,0.00554801,0.0382541,0.0294438,0.0234207,0.0111681,0.00641505,0.0486783,0.0180869,0.0309952,0.00663017,0.00169501,0,0,0.0110895,0,0.0147915,0.00537762,0.0803466,0.0331945,0.0514019,0.021927,0.00349207,0.00806112,0.0129159,0.0251532,0.0550353,0.0232466,0.0235679,0.0150524,0.0244658,0.0229902,0.0545917,0.00990812,0.00736703,0.000922966,0.00200371,0,0,0,0.00514844,0
165,0,0,0,0,0,0,0.00140857,0.00108144,0,0,0,0.0322187,0.0144811,0.0281788,0.00508275,0,0,0.0272025,0,0.0223758,0.0167314,0.0108976,0.0396397,0.0161161,0.0415384,0.00235003,0.0176621,0.00850178,0.0231463,0.0204458,0.0369486,0.0276517,0.0211427,0.00560455,0.0381869,0.029009,0.0238899,0.0112264,0.00637321,0.0126766,0.0181267,0.0365359,0.0076015,0.00198538,0,0,0.0107159,0,0.0148031,0.00514939,0.0798096,0.0477144,0.0499962,0.0239114,0.00291163,0.00794643,0.0198591,0.0234333,0.052116,0.0257504,0.0344329,0.029168,0.0317254,0.040521,0.0107172,0.00962208,0.0073409,0.00122456,0.0015185,0,0,0,0.00500727,0
166,0,0,0,0,0,0,0.0031068,0.00174155,0,0,0,0.0762449,0.0147387,0.0189531,0.00444219,0,0,0.0271492,0,0.0222464,0.0166842,0.0289703,0.0194621,0.014957,0.0383015,0.00722329,0.0166982,0.0174058,0.0418089,0.0268274,0.0478128,0.0375566,0.0507417,0.0210216,0.0161937,0.0938687,0.0232876,0.0112229,0.00625072,0.0413986,0.0181564,0.0310479,0.00842587,0.00369991,0,0,0.0124147,0,0.0148626,0.00612062,0.0806043,0.0370104,0.0522174,0.0257569,0.00425824,0.00842775,0.00925778,0.0288414,0.057248,0.0213768,0.026898,0.0176606,0.0261604,0.0250629,0.0455413,0.0101419,0.0077342,0.00216935,0.00388952,0,0,0,0.00533376,0
167,0,0,0,0,0,0,0.00095814,0.000979878,0,0,0,0.0301993,0.0146847,0.0263921,0.00511775,0,0,0.0265859,0,0.0223012,0.016311,0.0101306,0.0363704,0.0164286,0.0437657,0.0038885,0.0173841,0.00851703,0.023915,0.0217231,0.0375682,0.0302676,0.0240517,0.00821297,0.0384077,0.0288543,0.0233317,0.0112635,0.00605013,0.0109228,0.0181804,0.0347802,0.00799903,0.00188892,0,0,0.0112995,0,0.0148506,0.00545059,0.0797103,0.0438822,0.0513287,0.0288955,0.00317324,0.00780905,0.0140107,0.0260266,0.0566647,0.0243733,0.0370538,0.0337419,0.0348368,0.0402919,0.00707595,0.00958709,0.00754541,0.00147823,0.00186589,0,0,0,0.00506398,0
168,0,0,0,0,0,0,0.00182494,0.00105996,0,0,0,0.0769803,0.0147133,0.0197227,0.00462159,0,0,0.026813,0,0.0223508,0.0164301,0.0282777,0.0183694,0.0150145,0.0370482,0.00622766,0.0170995,0.0164392,0.0390594,0.0262774,0.0485144,0.0361,0.0494732,0.020323,0.0164918,0.0943058,0.0232573,0.0112587,0.00617582,0.0106983,0.0181679,0.0343831,0.00833171,0.00262063,0,0,0.012256,0,0.0148661,0.00584967,0.0801656,0.0433955,0.0509414,0.0282502,0.00241261,0.00802192,0.0129647,0.0270051,0.0559074,0.0222666,0.0363953,0.033494,0.0352121,0.0396997,0.00885361,0.00966737,0.00772425,0.00218712,0.00261746,0,0,0,0.0052681,0
169,0,0,0,0,0,0,0.00113154,0.000925959,0,0,0,0.0254836,0.0148237,0.0217505,0.00550772,0,0,0.0263786,0,0.0223022,0.0162529,0.00984013,0.0282248,0.0165785,0.0436027,0.00464497,0.0174299,0.00824997,0.0234336,0.0216632,0.0382014,0.032128,0.0258618,0.0114525,0.0388569,0.0253349,0.0230759,0.0112314,0.00605621,0.0104659,0.0181579,0.034306,0.0078695,0.0021973,0,0,0.0116161,0,0.0148508,0.00540869,0.0804878,0.0429293,0.0512028,0.0261267,0.00272978,0.00777594,0.012049,0.026942,0.0557698,0.0213488,0.0354178,0.032559,0.0351422,0.0384844,0.00920012,0.00953909,0.00741027,0.0021734,0.00185276,0,0,0,0.0050858,0
170,0,0,0,0,0,0,0.00130999,0.000938475,0,0,0,0.0242567,0.014779,0.0200099,0.00578866,0,0,0.0265323,0,0.0222812,0.0163379,0.00990801,0.0249884,0.0164202,0.0432205,0.00470355,0.017442,0.00819146,0.0230839,0.0208112,0.0379778,0.0324586,0.0262906,0.0123431,0.0389266,0.0270793,0.0230175,0.0112235,0.00606698,0.0116567,0.0181367,0.0335891,0.00816379,0.00226523,0,0,0.0119906,0,0.0148165,0.00558385,0.0809103,0.0420933,0.051206,0.0242107,0.00235835,0.00755392,0.0112228,0.0272533,0.0550709,0.0197653,0.0349415,0.0313461,0.0347775,0.0375289,0.0119844,0.00954733,0.00763399,0.00265821,0.00177291,0,0,0,0.00504615,0
171,0,0,0,0,0,0,0.00173019,0.000971361,0,0,0,0.077169,0.0148299,0.0196809,0.00427297,0,0,0.02694,0,0.0222011,0.0165667,0.026575,0.0193896,0.0155487,0.0353924,0.00646594,0.0168072,0.0153603,0.0363987,0.0259772,0.0491596,0.0338615,0.047317,0.0186794,0.0170838,0.0944395,0.0228535,0.0111993,0.0061042,0.0105051,0.0182155,0.0319451,0.00814253,0.00204189,0,0,0.0125441,0,0.0149172,0.00598728,0.0812881,0.0412846,0.0509609,0.0227232,0.0022176,0.00706071,0.0103996,0.0279923,0.0541333,0.0177739,0.034229,0.0296883,0.0338599,0.0363448,0.0135509,0.0094738,0.00779788,0,0.00269617,0,0,0,0.00525873,0
172,0,0,0,0,0,0,0.00185083,0.0011846,0,0,0,0.0771501,0.0148957,0.0197501,0.00408274,0,0,0.0270087,0,0.0221444,0.0166347,0.0256969,0.0195201,0.0158511,0.0346318,0.00686775,0.0165494,0.0151636,0.0355929,0.0256136,0.0495151,0.0329498,0.0462202,0.018026,0.0173365,0.0943896,0.0227034,0.0111633,0.00607076,0.0159408,0.0182242,0.02663,0.00807285,0.0019954,0,0,0.0128752,0,0.0149181,0.00616489,0.08218,0.0354494,0.051251,0.0199798,0.00209581,0.0068708,0.0076862,0.0294924,0.0541395,0.0156028,0.0309685,0.0238894,0.0304373,0.031656,0.0201794,0.00970103,0.00799187,0,0.00287581,0,0,0,0.00540347,0
173,0,0,0,0,0,0,0.00193003,0.00129884,0,0,0,0.077405,0.0149155,0.0198262,0.00411123,0,0,0.0271954,0,0.0221428,0.0167669,0.0249324,0.0196504,0.0161771,0.0340633,0.00744083,0.0163911,0.0150653,0.0349629,0.0253967,0.0498056,0.0321381,0.0453246,0.0175773,0.0176406,0.0944212,0.0227088,0.011172,0.00606923,0.0238382,0.0182139,0.026992,0.00801825,0.00193826,0,0,0.0129273,0,0.0149166,0.00616781,0.0831907,0.0354937,0.051378,0.0175718,0.00209608,0.00681849,0.00583498,0.0308113,0.053857,0.0141523,0.028885,0.0197001,0.0290091,0.0289364,0.0269108,0.00969726,0.00796951,0,0.00287888,0,0,0,0.00561101,0
174,0,0,0,0,0,0,0.00180896,0.00130941,0,0,0,0.077707,0.0149131,0.020072,0.00426086,0,0,0.0274586,0,0.0221843,0.0168557,0.0244885,0.0198888,0.0163369,0.0336146,0.00742918,0.0163894,0.0151033,0.034642,0.0253211,0.0499359,0.0316175,0.044833,0.0173508,0.0179022,0.0946892,0.0228404,0.0112064,0.00611719,0.0240088,0.0181844,0.0276646,0.0080264,0.00176769,0,0,0.0131083,0,0.0149025,0.00620257,0.0837922,0.0367154,0.05128,0.0162504,0.00169657,0.00682234,0.00602212,0.0307418,0.0527651,0.0137537,0.029182,0.0188706,0.0289255,0.0294435,0.0273576,0.00960607,0.00803083,0,0.00272873,0,0,0,0.00554264,0
175,0,0,0,0,0,0,0.00151577,0.00133413,0,0,0,0.0772975,0.0149609,0.0200641,0.00440664,0,0,0.0274558,0,0.0221152,0.0168682,0.0238375,0.0200006,0.0164843,0.0327177,0.00733066,0.0163979,0.0151106,0.033868,0.0249836,0.0500728,0.0307546,0.0439145,0.016872,0.0181168,0.0942149,0.0228612,0.0111713,0.00605338,0.0249733,0.0181895,0.0280321,0.00800456,0.00153575,0,0,0.0132772,0,0.0149084,0.00628699,0.0843717,0.0369378,0.0511408,0.0150996,0.00126425,0.0068399,0.00640413,0.0305212,0.0514812,0.0135724,0.0294283,0.0183217,0.0287826,0.0298658,0.0286586,0.00966674,0.00798063,0,0.00262997,0,0,0,0.00545074,0
176,0,0,0,0,0,0,0.00131847,0.00124561,0,0,0,0.0766882,0.0149922,0.0200204,0.00450095,0,0,0.0276354,0,0.0220886,0.0169909,0.0231116,0.0201579,0.0166374,0.0318556,0.00724286,0.0165251,0.015132,0.0329211,0.0244367,0.0501628,0.0298406,0.042892,0.0163526,0.0183046,0.0934608,0.0230383,0.0111263,0.00613642,0.0265023,0.0182675,0.027766,0.00783933,0.00131748,0,0,0.0128678,0,0.0150189,0.00607253,0.0849807,0.0361174,0.0509608,0.0142212,0.000980887,0.00683306,0.00701873,0.0301052,0.049969,0.0136315,0.029391,0.0183205,0.0285013,0.0300888,0.0306297,0.00955213,0.00776488,0,0.00239363,0,0,0,0.00543966,0
