Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,RWRB,x73
252,0,0,0,0,0,0,0.00458134,0.00273076,0,0,0,0.00794783,0.0133967,0.00562751,0.00166233,0,0,0.0358476,0,0.0235999,0.0213833,0.0152494,0.0213921,0.0212567,0.0196201,0.00146528,0.0186047,0.0079186,0.0126753,0.00841081,0.0359501,0.0130913,0.00932816,0.00444585,0.0360112,0.0126982,0.0292077,0.0118008,0.00821058,0.0142835,0.0186087,0.0195829,0.00512272,0.00354469,0,0,0.0104201,0,0.0152031,0.00623741,0.0818056,0.0280634,0.0513183,0.0196196,0.0101196,0.0068126,0.0235435,0.0230673,0.0301281,0.0313234,0.0149224,0.0297693,0.00987118,0.0215046,0.0109121,0.00762262,0.00758538,0,0.00354129,0,0,0,0.00623302,0
253,0,0,0,0,0,0,0.00375052,0.00269254,0,0,0,0.00791234,0.0136133,0.00627314,0.00101072,0,0,0.0349539,0,0.0237302,0.0209806,0.0154428,0.0244149,0.0211896,0.0180144,0.00203235,0.0187493,0.0070938,0.0114788,0.00703956,0.037041,0.013158,0.00953563,0.00474336,0.0359816,0.0106342,0.0286794,0.0118257,0.00812899,0.0137477,0,0.0202638,0.00424392,0.00323894,0,0,0.0233544,0,0.0015286,0.0202673,0.0815927,0.0285951,0.051473,0.0187651,0.00945209,0.00340677,0.0234448,0.0233128,0.0313105,0.0304325,0.0146333,0.0284828,0.0107427,0.0209447,0.00807105,0.0131458,0.0174573,0,0.00273099,0,0,0,0.0216191,0
254,0,0,0,0,0,0,0.00335961,0.00263013,0,0,0,0.0115446,0.0135702,0.00890866,0.000607254,0,0,0.0349466,0,0.0237174,0.0209618,0.0154886,0.028394,0.0210753,0.0194246,0.00249587,0.018895,0.00618143,0.0100793,0.00570757,0.0381627,0.0146741,0.0103427,0.00509818,0.0370016,0.0122597,0.0286952,0.011876,0.00793829,0.0137303,0,0.020253,0.00370021,0.00302625,0,0,0.0233638,0,0.00152669,0.0202555,0.0812134,0.0281808,0.0516133,0.0178319,0.00927361,0.0033033,0.0233515,0.0233245,0.0327308,0.0295064,0.0142133,0.0271351,0.0114996,0.0198978,0.00587453,0.0131366,0.0174103,0,0.0024838,0,0,0,0.0215272,0
255,0,0,0,0,0,0,0.00322281,0.00265787,0,0,0,0.0161118,0.0134733,0.011946,0.000588719,0,0,0.035201,0,0.0235124,0.0210871,0.0154653,0.0318735,0.0209151,0.0218174,0.0032551,0.0187246,0.00533406,0.00905846,0.0049332,0.0392325,0.0161766,0.0112346,0.00599045,0.0382363,0.0152044,0.028782,0.0118129,0.00783278,0.0131189,0.018633,0.02055,0.0030758,0.00285622,0,0,0.00921368,0,0.0153052,0.00551053,0.0809624,0.0282535,0.0519295,0.0168975,0.00857713,0.00796148,0.0231903,0.0232431,0.0341823,0.0286913,0.014083,0.0256469,0.0125274,0.0190276,0.0054485,0.00820905,0.00710333,0,0.00256777,0,0,0,0.00622949,0
256,0,0,0,0,0,0,0.00255649,0.00259821,0,0,0,0.0183612,0.0135032,0.0133855,0.000873005,0,0,0.0347916,0,0.0235357,0.0209288,0.0152896,0.0333762,0.0207411,0.0228169,0.00426248,0.0189968,0.00474201,0.00857016,0.00483878,0.0402175,0.0165176,0.0114094,0.00695733,0.0389674,0.0162031,0.0284356,0.0118406,0.00775971,0.0143799,0,0.0208057,0.0024377,0.00215685,0,0,0.0228103,0,0.00163368,0.0192337,0.0808295,0.0274637,0.0522637,0.0158309,0.00738836,0.00305129,0.0229631,0.0231352,0.0357299,0.0276737,0.0141167,0.0240987,0.013541,0.0182075,0.00709581,0.0129918,0.013918,0,0.00227915,0,0,0,0.0172038,0
257,0,0,0,0,0,0,0.00274288,0.0026771,0,0,0,0.0181499,0.0136712,0.0130119,0.00152748,0,0,0.034428,0,0.0237522,0.0208069,0.01492,0.0323396,0.0205901,0.0215,0.0053517,0.0186151,0.00459977,0.00829834,0.00518572,0.0411429,0.0155119,0.0108517,0.00742575,0.0389492,0.0152713,0.0281058,0.0118992,0.0076683,0.0141704,0.0188439,0.0186218,0.00192519,0.002016,0,0,0.010102,0,0.0155851,0.00629991,0.0808184,0.0234943,0.0524603,0.0147421,0.00593448,0.00852187,0.0232606,0.0228826,0.0376123,0.0265739,0.0138846,0.0233606,0.0137235,0.0161712,0.00948658,0.00895339,0.00725342,0,0.00202995,0,0,0,0.00624801,0
258,0,0,0,0,0,0,0.00251719,0.00284365,0,0,0,0.0192645,0.0138091,0.0124359,0.00239767,0,0,0.0339021,0,0.0238172,0.020515,0.0147508,0.0303635,0.0203168,0.0195031,0.00632338,0.0186239,0.0048107,0.00896449,0.00581917,0.0416299,0.0140804,0.0104095,0.00713278,0.0383227,0.016783,0.0278483,0.0119067,0.00735699,0.0155197,0.0188272,0.0157031,0.00218508,0.00179968,0,0,0.00995214,0,0.0155627,0.00622781,0.0806927,0.0199202,0.0523767,0.0143691,0.00454874,0.00868433,0.0249821,0.0222372,0.0398739,0.02644,0.0146811,0.0253592,0.0143664,0.0158354,0.00871196,0.00920461,0.00722283,0,0.00181366,0,0,0,0.00618267,0
259,0,0,0,0,0,0,0.00219363,0.00228602,0,0,0,0.0215071,0.0138716,0.0125852,0.00278566,0,0,0.0335147,0,0.0235976,0.0201124,0.0142947,0.0288541,0.0197705,0.0180979,0.00579792,0.0183491,0.0053617,0.0103417,0.0065553,0.0417756,0.0130084,0.00990002,0.00638096,0.0376528,0.0194004,0.0274207,0.0117964,0.00704677,0.0204097,0.0187799,0.0214146,0,0.00105617,0,0,0.00987925,0,0.0155046,0.00613304,0.0813331,0.0250417,0.0532642,0.0122466,0.0047481,0.00850971,0.0205833,0.0233957,0.0422061,0.0239732,0.0161163,0.018992,0.0166601,0.0172894,0.0169996,0.00925784,0.00725975,0,0.00228475,0,0,0,0.00615046,0
260,0,0,0,0,0,0,0.00144301,0.00240383,0,0,0,0.0236434,0.0139689,0.0123846,0.00367354,0,0,0.0326134,0,0.0234188,0.0194364,0.0140243,0.0268574,0.0192004,0.0163813,0.00569625,0.0183339,0.00593685,0.0112971,0.00641924,0.0419928,0.0120438,0.00989885,0.00589922,0.0366443,0.0235911,0.0269175,0.0117538,0.00661459,0.0227321,0.018789,0.0221361,0,0.000524301,0,0,0.0100096,0,0.0155192,0.00621858,0.0812027,0.0255473,0.0533064,0.0105311,0.00404049,0.00871312,0.0191193,0.0235718,0.0445288,0.0229423,0.0167709,0.0173814,0.0177373,0.0175567,0.0206598,0.00944542,0.00731257,0,0.0021283,0,0,0,0.00625332,0
261,0,0,0,0,0,0,0.00119902,0.00240307,0,0,0,0.0259551,0.0140776,0.0127117,0.0044066,0,0,0.0316065,0,0.0232885,0.0190144,0.0136444,0.0257076,0.0185906,0.0155731,0.00554539,0.0183074,0.00621355,0.0115862,0.00595474,0.0421474,0.0116328,0.0102911,0.00582868,0.0360829,0.0269322,0.0262728,0.0117097,0.00648732,0.0257994,0.0188682,0.0232671,0,0.000713317,0,0,0.0103017,0,0.015632,0.00650976,0.0809255,0.0265951,0.0532922,0.00893979,0.00398105,0.00940155,0.0176324,0.0237596,0.0466369,0.0222444,0.0175234,0.015904,0.0189371,0.018141,0.0253736,0.0098985,0.00737562,0,0.00419251,0,0,0,0.00660514,0
262,0,0,0,0,0,0,0.00121123,0.0022487,0,0,0,0.0270222,0.0143301,0.0131226,0.00483424,0,0,0.0302976,0,0.0230969,0.0184873,0.013299,0.0246757,0.018236,0.0153427,0.00524526,0.0176725,0.00618524,0.0113008,0.00547103,0.0423335,0.0115236,0.0110931,0.0059152,0.0358123,0.0292455,0.025354,0.0116399,0.00642035,0.0280638,0.0189594,0.0247086,0,0.00180138,0,0,0.00953792,0,0.0157986,0.00613038,0.0806693,0.028913,0.0530478,0.00824773,0.00375299,0.010547,0.0162988,0.0238566,0.048596,0.0218713,0.018245,0.0147036,0.0202223,0.0187199,0.0315005,0.0103599,0.00707698,0.00596057,0.00560937,0,0,0,0.00666759,0
263,0,0,0,0,0,0,0.000712529,0.00296896,0,0,0,0.0278339,0.0144811,0.0131542,0.00560485,0,0,0.0290462,0,0.0229715,0.0179162,0.01395,0.0233453,0.0180979,0.0154955,0.00609092,0.0177773,0.00593617,0.0108764,0.00521451,0.0420914,0.0115189,0.0122265,0.00599,0.0353742,0.0310553,0.0248966,0.0116422,0.00600017,0.018501,0.0188551,0.0358657,0,0.00196608,0,0,0.0100808,0,0.0156516,0.00632282,0.0798232,0.0517306,0.0511085,0.0142884,0.00390384,0.0107089,0.0237349,0.0220809,0.0490516,0.02559,0.0277166,0.0281624,0.0263509,0.0362405,0.0150261,0.0108178,0.00722092,0.00576103,0.00566766,0,0,0,0.00655928,0
264,0,0,0,0,0,0,0.000938787,0.0026022,0,0,0,0.0274291,0.0144341,0.013288,0.00542979,0,0,0.029253,0,0.0230297,0.0179797,0.0139701,0.023064,0.017885,0.016453,0.00551075,0.0175149,0.00562989,0.010607,0.00529244,0.0418467,0.0117667,0.0127113,0.00631008,0.0355231,0.0303009,0.0247716,0.0116252,0.00604104,0.0176381,0.0188448,0.0364422,0,0.00146577,0,0,0.0102204,0,0.0156143,0.00634744,0.0797212,0.0525203,0.0510289,0.014571,0.00446629,0.010228,0.0230431,0.0220237,0.0501576,0.0257258,0.0283003,0.0277286,0.0270598,0.0371774,0.0132963,0.0105598,0.00720058,0.00499167,0.00379074,0,0,0,0.00642628,0
265,0,0,0,0,0,0,0.00270516,0.00136527,0,0,0,0.0254679,0.0145869,0.0139404,0.0042919,0,0,0.029435,0,0.0229562,0.0180296,0.0131993,0.0241715,0.0175546,0.0181518,0.0038947,0.0166843,0.00531211,0.0105635,0.00579683,0.0415508,0.0123952,0.0123089,0.00686911,0.0360599,0.0272326,0.0241614,0.0115357,0.00613242,0.0390416,0.018861,0.0279179,0,0.00222372,0,0,0.0106461,0,0.0156174,0.00663085,0.0800821,0.0320059,0.0527439,0.00966535,0.00387667,0.00968279,0.0140895,0.0240037,0.0529002,0.022711,0.0194704,0.012869,0.0226429,0.0201971,0.0446101,0.0104015,0.00744618,0.00392251,0.00361772,0,0,0,0.00642642,0
266,0,0,0,0,0,0,0.00164246,0.00195574,0,0,0,0.0257905,0.0145244,0.0136169,0.00486307,0,0,0.0293283,0,0.0230507,0.0179519,0.0138225,0.0230934,0.0172983,0.0180647,0.0048651,0.0169658,0.0052199,0.011213,0.00600278,0.0412359,0.0124546,0.0127076,0.00694865,0.0356732,0.0279597,0.0242146,0.011538,0.00603412,0.0163511,0.0188907,0.0359076,0,0.00163421,0,0,0.0104393,0,0.0156156,0.00649522,0.0794332,0.0504496,0.0508765,0.0152892,0.00438977,0.00968086,0.0214804,0.0222787,0.0519775,0.025995,0.028427,0.0270245,0.0267695,0.0370823,0.00923753,0.0102691,0.00745201,0.00382362,0.00324109,0,0,0,0.00627502,0
267,0,0,0,0,0,0,0.00312226,0.00104865,0,0,0,0.0243952,0.014799,0.0143738,0.00387472,0,0,0.0291354,0,0.0228188,0.0178531,0.0125582,0.0240819,0.0170542,0.0189723,0.00449773,0.0163103,0.00505558,0.0113954,0.00641267,0.0412964,0.0127941,0.0118409,0.00685065,0.0362572,0.0254429,0.0234441,0.0114274,0.00598176,0.0474424,0.0188591,0.0299668,0,0.00278886,0,0,0.010774,0,0.0155653,0.00656741,0.0797589,0.0305603,0.0522489,0.0124601,0.00300479,0.00944979,0.0132687,0.0242916,0.0542745,0.0232553,0.0206348,0.0128106,0.0237186,0.0211865,0.0532558,0.0103611,0.00767961,0.00316864,0.00418209,0,0,0,0.00615563,0
268,0,0,0,0,0,0,0.0030666,0.000765153,0,0,0,0.0237234,0.0147926,0.0145109,0.00373074,0,0,0.0295135,0,0.0228136,0.018127,0.0120822,0.0238612,0.0168287,0.0189322,0.00478414,0.0163029,0.00507715,0.0114335,0.00622211,0.0414819,0.0124773,0.0110795,0.00609301,0.0364096,0.0240865,0.0235612,0.0113992,0.00619387,0.0513316,0.0188515,0.0309958,0,0.00271715,0,0,0.010756,0,0.0155708,0.00642579,0.079738,0.0298603,0.0519065,0.0146548,0.00304259,0.0094099,0.0130022,0.0243983,0.0545671,0.023382,0.021248,0.0130765,0.0241235,0.0211719,0.0585227,0.0103391,0.00766386,0.00298078,0.00432017,0,0,0,0.00607065,0
269,0,0,0,0,0,0,0.00296851,0.000777403,0,0,0,0.023211,0.0149078,0.0149118,0.00364865,0,0,0.0290668,0,0.0226922,0.0182183,0.0117584,0.0239252,0.0166153,0.0192154,0.00505875,0.0161924,0.00511757,0.0118662,0.00606836,0.0415316,0.0123838,0.0103926,0.00518612,0.0364197,0.0225847,0.0233123,0.0113576,0.00605123,0.0543592,0.018886,0.0318761,0,0.00275043,0,0,0.0111451,0,0.0156205,0.00656417,0.0797917,0.0305666,0.0516333,0.0169095,0.00316612,0.00951292,0.0128429,0.0245182,0.0549009,0.023445,0.021727,0.0133238,0.0243014,0.021209,0.062187,0.0106397,0.00776573,0.00291644,0.00483379,0,0,0,0.0062141,0
270,0,0,0,0,0,0,0.00290035,0.000735979,0,0,0,0.0225948,0.0149257,0.0154473,0.00357121,0,0,0.0290298,0,0.0226752,0.0182546,0.01157,0.0241018,0.0164412,0.0197131,0.00509216,0.01611,0.0051274,0.0120576,0.0060811,0.0413313,0.0127271,0.00978416,0.00518803,0.0362784,0.0211547,0.0233176,0.0113102,0.00604584,0.0560407,0.0189468,0.0328286,0,0.00257436,0,0,0.0115231,0,0.0157071,0.00673824,0.0799789,0.0320821,0.0515277,0.0189303,0.00333665,0.00946246,0.0127988,0.0246935,0.0554066,0.0237407,0.0221869,0.0136104,0.0243241,0.0215634,0.063833,0.0106909,0.00786048,0.00281807,0.00465442,0,0,0,0.00638514,0
271,0,0,0,0,0,0,0.00304504,0.000655623,0,0,0,0.0221072,0.0149152,0.015931,0.00356962,0,0,0.0291288,0,0.0227106,0.018146,0.0113957,0.024309,0.0162641,0.0203054,0.00477194,0.0159484,0.00514152,0.0120333,0.00630792,0.0409082,0.0130063,0.00964215,0.00525127,0.0360777,0.0198621,0.0233443,0.0112756,0.00603299,0.0561646,0.0189787,0.0336166,0,0.00252649,0,0,0.0116525,0,0.0157725,0.00684732,0.080284,0.034305,0.0515764,0.0211469,0.00343453,0.00931492,0.0124918,0.0251971,0.0562483,0.0242601,0.0231442,0.01421,0.0247373,0.0220501,0.0636495,0.0104574,0.00803021,0.00265646,0.00502708,0,0,0,0.00644698,0
272,0,0,0,0,0,0,0.0062694,0.0018366,0,0,0,0.0659376,0.0150907,0.0195601,0.0055406,0,0,0.028852,0,0.0225607,0.0180443,0.0294542,0.0143618,0.0137276,0.0376944,0.00697971,0.0147503,0.0198728,0.0436934,0.0224655,0.0420745,0.0397407,0.0529007,0.0247536,0.0226953,0.0809959,0.0226831,0.011197,0.00592746,0.0550499,0.019027,0.0348901,0,0.00603534,0,0,0.0124745,0,0.0158855,0.007344,0.080818,0.0384886,0.0528539,0.0259887,0.00398114,0.00885431,0.0114189,0.0273559,0.0585709,0.0251281,0.0251173,0.0163607,0.025356,0.0229363,0.061874,0.0103071,0.00837277,0.00340369,0.00667467,0,0,0,0.00670264,0
273,0,0,0,0,0,0,0.00589591,0.00308901,0,0,0,0.0207657,0.0150068,0.0153309,0.00331202,0,0,0.0285671,0,0.0225934,0.0178078,0.0111531,0.023304,0.0164184,0.0206882,0.00547592,0.01411,0.00554146,0.0127823,0.00688554,0.0400159,0.0130839,0.00978523,0.00580559,0.0354905,0.0181344,0.0224694,0.0112411,0.00586069,0.0525457,0.0189959,0.0351818,0,0.00422608,0,0,0.0114874,0,0.0158164,0.00667067,0.0808134,0.0412867,0.0533775,0.0301725,0.00473672,0.00688837,0.0105368,0.0306811,0.0621488,0.026697,0.0273201,0.018643,0.0257804,0.0240462,0.0587122,0.0092101,0.00818731,0.00160461,0.00562574,0,0,0,0.0063722,0
