Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,RASI
141,0,0,0,0,0,0,0.0247468,0.00733362,0,0,0,0.0421827,0.0132624,0.0252321,0,0,0.0119883,0,0.0218115,0.00787074,0.0421432,0.0273211,0.00970203,0.00892729,0.00846516,0.0152583,0.0271784,0.0205347,0.0153558,0.0391535,0.00837329,0.0119763,0.0116209,0.030436,0.0473335,0.00957762,0.011981,0.00313549,0.0252459,0.0145655,0.0113302,0.0284374,0,0,0.0318409,0,0.0115856,0.0215134,0.043535,0.0143292,0.00806425,0.0405596,0.0206282,0.023602,0.0391493,0.0180872,0.0596535,0.0499124,0.0131534,0.0183098,0.0103945,0.0105883,0.0280449,0.0266227,0.00713478,0.00812384,0.00949822,0.0233243,0,0,0,0,0
142,0,0,0,0,0,0,0.0243192,0.00720228,0,0,0,0.0403826,0.0133309,0.0244522,0,0,0.0116602,0,0.0217764,0.00780439,0.0416638,0.0267398,0.00939207,0.00927674,0.00818098,0.0151845,0.0256328,0.0199554,0.0152082,0.0389766,0.00813683,0.0117492,0.0113179,0.030308,0.0455938,0.00974418,0.0119652,0.00314509,0.0268923,0.0145112,0.0117771,0.0281104,0,0,0.0316917,0,0.0115683,0.0214077,0.0431461,0.014698,0.00786665,0.0407517,0.0200944,0.0238783,0.0393385,0.018321,0.0600893,0.0501094,0.0135763,0.0174108,0.0111161,0.0109869,0.0301286,0.0267261,0.00722361,0.00819973,0.00977734,0.022922,0,0,0,0,0
143,0,0,0,0,0,0,0.0240639,0.00723352,0,0,0,0.0387196,0.0133628,0.0233318,0,0,0.0114997,0,0.0217432,0.00769797,0.0410389,0.0275104,0.00915399,0.0100391,0.00848011,0.0152175,0.0241361,0.0187968,0.0147367,0.039891,0.00942463,0.0131926,0.0116258,0.0312429,0.0449751,0.009772,0.0119578,0.0031866,0.0285732,0.014433,0.012174,0.0279138,0,0,0.0316697,0,0.0115435,0.0213565,0.0427344,0.0154045,0.00766723,0.0405704,0.0203674,0.024341,0.0395722,0.0184043,0.0604058,0.0502803,0.0140789,0.0165454,0.0119122,0.0117876,0.0323666,0.0270243,0.00735799,0.00823707,0.0101694,0.0225976,0,0,0,0,0
144,0,0,0,0,0,0,0.0241187,0.00743361,0,0,0,0.0382672,0.0133244,0.0228275,0,0,0.011443,0,0.0217726,0.00765997,0.0405031,0.0291967,0.00902016,0.0106022,0.00902218,0.0153508,0.0232242,0.0175765,0.0144289,0.0413578,0.0115239,0.015182,0.0123012,0.0326958,0.0456255,0.0096027,0.0119595,0.00316443,0.0300148,0.0143565,0.0126322,0.0279244,0,0,0.0317155,0,0.0115135,0.0213934,0.0425217,0.0164552,0.00750648,0.0399769,0.0210763,0.0248211,0.0396202,0.0183381,0.06058,0.0502011,0.0144661,0.0156445,0.0128383,0.0127859,0.0345412,0.0273451,0.00744487,0.00826221,0.0105423,0.0224403,0,0,0,0,0
145,0,0,0,0,0,0,0.0241579,0.00766002,0,0,0,0.0382881,0.0133032,0.0229253,0,0,0.0113763,0,0.0217999,0.00760867,0.0402323,0.030868,0.00905384,0.0109198,0.00947317,0.0154657,0.0231403,0.0166202,0.0142739,0.042825,0.0133287,0.0167664,0.0129471,0.0340261,0.0462406,0.0093486,0.0119654,0.00313969,0.0309933,0.0143017,0.0131198,0.0278804,0,0,0.0316737,0,0.0114851,0.0214675,0.0424947,0.0177942,0.00735778,0.0388481,0.0216768,0.02508,0.0393783,0.0181253,0.0606065,0.0498846,0.014765,0.014661,0.0137392,0.0140059,0.0363805,0.0275326,0.0075175,0.00832429,0.0107959,0.0223244,0,0,0,0,0
146,0,0,0,0,0,0,0.0238974,0.00772257,0,0,0,0.0381708,0.0133445,0.0231184,0,0,0.0112516,0,0.021782,0.00753882,0.0402025,0.0320592,0.00915838,0.0102406,0.00978844,0.0154695,0.0232718,0.0158881,0.0141115,0.0436933,0.0141201,0.018,0.0134431,0.0348189,0.0459524,0.00926799,0.0119465,0.0031266,0.0316698,0.0142639,0.0136379,0.0275882,0,0,0.0315389,0,0.011468,0.0214499,0.0424983,0.0196203,0.00715986,0.0373241,0.0220453,0.0251159,0.0388989,0.01795,0.0607159,0.0494515,0.0151215,0.0136534,0.0146499,0.0154965,0.0379593,0.0275344,0.00759936,0.00839759,0.0108599,0.0221105,0,0,0,0,0
147,0,0,0,0,0,0,0.023428,0.00764765,0,0,0,0.037752,0.0133913,0.0229968,0,0,0.0110815,0,0.0217073,0.00751056,0.0402865,0.032649,0.00918972,0.00862285,0.00997515,0.015461,0.0227618,0.0151931,0.0138668,0.0437855,0.0142603,0.0192645,0.0137388,0.0350709,0.0449401,0.00933282,0.0119149,0.00310133,0.0322518,0.0142256,0.0142792,0.0271318,0,0,0.0314191,0,0.0114521,0.021292,0.0424835,0.0223706,0.00687629,0.0356782,0.0222507,0.0250622,0.0382381,0.0180405,0.0611382,0.0490249,0.0156959,0.0126508,0.0155632,0.0174262,0.0392845,0.0274513,0.00766173,0.00840649,0.0108081,0.0217,0,0,0,0,0
148,0,0,0,0,0,0,0.0229671,0.00749805,0,0,0,0.037125,0.0134675,0.0225473,0,0,0.0109357,0,0.0216222,0.00745984,0.0403013,0.032731,0.00910183,0.00685347,0.0100329,0.0154072,0.0213796,0.0144886,0.0134266,0.0434045,0.0141928,0.0200674,0.0137449,0.0348949,0.0435415,0.00936048,0.0118738,0.00311778,0.0326541,0.0141927,0.0153704,0.0266448,0,0,0.0312751,0,0.0114361,0.021107,0.0424325,0.0260969,0.00646324,0.0342334,0.0222344,0.0249885,0.0374185,0.0183881,0.0618766,0.048627,0.0165534,0.0116089,0.0164556,0.0197508,0.0401707,0.0273056,0.00766573,0.00836485,0.0107422,0.0211822,0,0,0,0,0
149,0,0,0,0,0,0,0.0224978,0.00726819,0,0,0,0.036577,0.0136646,0.0222697,0,0,0.0107212,0,0.0215551,0.00727595,0.0400835,0.0322345,0.00901078,0.00587806,0.00991986,0.0153601,0.019724,0.013674,0.0127483,0.0427879,0.0140484,0.020189,0.0139314,0.0342843,0.0427521,0.00941089,0.0118342,0.00319397,0.0327552,0.0141886,0.0169203,0.0261464,0,0,0.0310557,0,0.0114233,0.0210351,0.0422675,0.0302875,0.00592563,0.032746,0.0217826,0.0248401,0.0366588,0.0190136,0.0628503,0.0483032,0.0175945,0.0105792,0.0172537,0.022129,0.0409165,0.0271787,0.00761693,0.00838313,0.0106368,0.0206196,0,0,0,0,0
150,0,0,0,0,0,0,0.0220886,0.00688929,0,0,0,0.0363879,0.0139512,0.0220198,0,0,0.0103684,0,0.0215639,0.00700775,0.039588,0.0314822,0.00898497,0.00613596,0.00964629,0.0153449,0.0187065,0.0130059,0.0122045,0.0421814,0.0137336,0.0197469,0.0138959,0.0335424,0.0423137,0.00942178,0.0117825,0.0031725,0.0322467,0.014219,0.0185521,0.0257596,0,0,0.030857,0,0.0114346,0.021095,0.0419817,0.0345729,0.00531945,0.0311734,0.0209726,0.0246295,0.0359517,0.0199333,0.0639521,0.0480579,0.0187108,0.00962364,0.0179755,0.0244034,0.0418659,0.0270801,0.00760547,0.00841483,0.01044,0.0201256,0,0,0,0,0
151,0,0,0,0,0,0,0.0216947,0.00640783,0,0,0,0.0366007,0.0141748,0.0215067,0,0,0.0100957,0,0.0215035,0.00687995,0.0390775,0.0301993,0.00905263,0.00665506,0.00930854,0.0152454,0.0185838,0.0126035,0.0119558,0.0419295,0.0132168,0.0189264,0.0134522,0.0330699,0.0422916,0.00944789,0.01172,0.00302463,0.0317049,0.0142561,0.0200732,0.0253911,0,0,0.0306168,0,0.0114525,0.0210403,0.0416693,0.0386727,0.00473971,0.0297,0.0200289,0.0243379,0.0351788,0.0210366,0.0651321,0.0479413,0.0196887,0.00890898,0.0182867,0.0264916,0.0429785,0.0268308,0.00755866,0.00838549,0.0102701,0.0196578,0,0,0,0,0
152,0,0,0,0,0,0,0.021361,0.00591072,0,0,0,0.0371568,0.0140787,0.021141,0,0,0.0101977,0,0.0213417,0.00704816,0.0389547,0.0287789,0.0092332,0.00686194,0.00898988,0.0151046,0.0189178,0.0124402,0.0119911,0.0420552,0.0128168,0.0184407,0.0130724,0.0326809,0.0428184,0.00957148,0.0116363,0.00291859,0.0313396,0.0142863,0.0212885,0.0249957,0,0,0.0303904,0,0.0114574,0.0209329,0.0414529,0.0422463,0.00418772,0.0283417,0.0191479,0.0239629,0.0344648,0.022168,0.0662895,0.047952,0.0204055,0.00847908,0.0184056,0.0282508,0.0433668,0.0265135,0.00751732,0.00838176,0.0100993,0.019298,0,0,0,0,0
153,0,0,0,0,0,0,0.0209967,0.00555501,0,0,0,0.0375931,0.0140854,0.0210344,0,0,0.0102053,0,0.0212238,0.00706618,0.0393407,0.0274214,0.00939945,0.00680778,0.00884437,0.0149233,0.0191799,0.0123362,0.0121082,0.0424423,0.012852,0.0187607,0.0130125,0.0324478,0.0434552,0.00962378,0.0115735,0.00290664,0.0314757,0.0143251,0.0222398,0.0245239,0,0,0.0302095,0,0.0114578,0.0208429,0.041369,0.0447992,0.00366634,0.0268412,0.018464,0.0235472,0.0341155,0.0232803,0.0672627,0.0480642,0.0209099,0.0082373,0.0185234,0.0297281,0.0429076,0.0261637,0.00745388,0.00842834,0.010069,0.0189469,0,0,0,0,0
154,0,0,0,0,0,0,0.0205801,0.00533886,0,0,0,0.0376512,0.0141954,0.0208373,0,0,0.00998789,0,0.0211527,0.00697007,0.0399429,0.0264389,0.00951469,0.00681557,0.00884875,0.0146894,0.019155,0.0122537,0.0122019,0.0429411,0.0134484,0.0197319,0.0132981,0.0324541,0.0438698,0.00953257,0.0115229,0.00295213,0.0316619,0.0143797,0.0231498,0.0239562,0,0,0.0301146,0,0.0114784,0.0207611,0.0413697,0.0464704,0.00320595,0.025233,0.0181115,0.0230719,0.0339397,0.0242103,0.0680411,0.0482939,0.0211847,0.00819796,0.0185047,0.0309168,0.0431302,0.0258108,0.00743263,0.00846918,0.0101266,0.0185688,0,0,0,0,0
155,0,0,0,0,0,0,0.020109,0.00526262,0,0,0,0.0370026,0.0143239,0.0204182,0,0,0.00979278,0,0.0210626,0.00686317,0.0402771,0.0256449,0.00974712,0.0071756,0.00908562,0.0144324,0.0189694,0.0122053,0.0125012,0.0434685,0.0142874,0.0206729,0.0135927,0.0326664,0.0437602,0.00939544,0.0114676,0.00299463,0.0326758,0.0144593,0.0241239,0.0233946,0,0,0.0300424,0,0.0115176,0.0206403,0.0413438,0.0474255,0.00287255,0.0237969,0.0180687,0.0225676,0.0338204,0.0248926,0.0686171,0.0485296,0.0213563,0.0083884,0.0182943,0.03162,0.0448276,0.0254529,0.00735911,0.00844844,0.0102135,0.0181425,0,0,0,0,0
156,0,0,0,0,0,0,0.019728,0.0052326,0,0,0,0.0363607,0.0143762,0.020266,0,0,0.00968416,0,0.021037,0.00682499,0.0400995,0.0251667,0.0101131,0.0077252,0.00951035,0.0142808,0.0186887,0.0121608,0.0126912,0.0438394,0.0151865,0.0214117,0.0137314,0.0328817,0.04371,0.00920443,0.0114404,0.00297073,0.0344667,0.0145342,0.0249264,0.0229341,0,0,0.0300791,0,0.0115622,0.0205847,0.0413298,0.0481749,0.00272164,0.022598,0.01829,0.0220514,0.0336647,0.0253703,0.0688871,0.0486317,0.0213538,0.00878302,0.0180031,0.0316859,0.0485376,0.0251434,0.00727119,0.00845661,0.0101656,0.0177512,0,0,0,0,0
157,0,0,0,0,0,0,0.0194549,0.00524307,0,0,0,0.0363402,0.0144144,0.0203729,0,0,0.00958202,0,0.0210537,0.00681957,0.03965,0.0248562,0.0105582,0.00842459,0.0100142,0.0142602,0.0184261,0.0120699,0.0126315,0.044084,0.0156705,0.02226,0.0138682,0.0328826,0.0436089,0.00915719,0.0114235,0.00297425,0.0370274,0.014584,0.0250615,0.0225805,0,0,0.0301588,0,0.0115842,0.0205701,0.0413729,0.0491528,0.00286716,0.0216661,0.0186449,0.021588,0.0335011,0.0255272,0.0688742,0.0486171,0.0213614,0.00930739,0.0177873,0.0314737,0.0525775,0.0248804,0.00719858,0.00848192,0.0100929,0.0174585,0,0,0,0,0
158,0,0,0,0,0,0,0.0193745,0.00526966,0,0,0,0.0372394,0.0144674,0.0202774,0,0,0.00946785,0,0.0210867,0.00680637,0.0391584,0.024118,0.0109261,0.00917558,0.0104483,0.0143318,0.0182727,0.0119433,0.0125895,0.044217,0.0159472,0.0229582,0.0138789,0.0326722,0.0435071,0.00915659,0.0114168,0.00299864,0.0398338,0.0146341,0.0252455,0.0223959,0,0,0.0302969,0,0.0116071,0.0205702,0.0415121,0.0502686,0.00317634,0.0210528,0.0190942,0.0212275,0.0334844,0.0255981,0.0687269,0.0486132,0.0215751,0.00974573,0.0176189,0.0313092,0.0561322,0.024674,0.00715419,0.00854036,0.00997293,0.0173086,0,0,0,0,0
159,0,0,0,0,0,0,0.0193942,0.00531482,0,0,0,0.0373965,0.0144639,0.0202317,0,0,0.00935507,0,0.0210534,0.00674501,0.0387142,0.0231008,0.0111552,0.00970385,0.0107904,0.0143156,0.0181545,0.0119146,0.0128937,0.0443506,0.0159831,0.0230621,0.0137934,0.0323315,0.0436401,0.00913784,0.0114107,0.00298114,0.0418619,0.0146806,0.0257173,0.0223337,0,0,0.0304432,0,0.0116316,0.0205722,0.0416436,0.0512672,0.00354598,0.0206798,0.0194622,0.0209423,0.0334857,0.0255818,0.0685644,0.0486164,0.0218669,0.0100529,0.0173962,0.0313729,0.058938,0.024528,0.00713771,0.00852856,0.0097419,0.0173176,0,0,0,0,0
160,0,0,0,0,0,0,0.0195323,0.00540294,0,0,0,0.0377729,0.0144615,0.0203665,0,0,0.0092484,0,0.0210936,0.00661411,0.0383127,0.0223276,0.0113315,0.0101003,0.0110264,0.0142782,0.0180508,0.0119484,0.0131886,0.0444347,0.0158435,0.0227343,0.0138617,0.0317908,0.0439616,0.00910557,0.0113988,0.00301858,0.0424389,0.0147091,0.0259062,0.0224033,0,0,0.0306105,0,0.0116537,0.0206563,0.0417655,0.0515684,0.00390542,0.0203498,0.0196082,0.0207326,0.0333566,0.0255433,0.0684725,0.0484736,0.0221566,0.0102214,0.0172862,0.0317351,0.0599967,0.0244338,0.00715289,0.00849274,0.00936206,0.0175023,0,0,0,0,0
161,0,0,0,0,0,0,0.0196963,0.00551872,0,0,0,0.038241,0.0144216,0.0205434,0,0,0.00916307,0,0.0211094,0.00648673,0.0379702,0.0218189,0.0115079,0.0104189,0.0111833,0.0141854,0.0180181,0.0120371,0.0133499,0.0444934,0.015519,0.0224629,0.0138108,0.0310729,0.0445304,0.00902296,0.011398,0.00305693,0.0416346,0.0147341,0.0258373,0.0225037,0,0,0.0306945,0,0.0116624,0.0206445,0.0418713,0.0511924,0.00421105,0.0198318,0.0194938,0.0205214,0.0330414,0.0255174,0.0683758,0.0481882,0.0224187,0.0102765,0.0172816,0.0323583,0.0591872,0.0243172,0.00710109,0.00842979,0.00892591,0.0177923,0,0,0,0,0
162,0,0,0,0,0,0,0.0198543,0.00561473,0,0,0,0.0385166,0.0143555,0.0208253,0,0,0.00910591,0,0.0210434,0.00637124,0.0376786,0.0215233,0.011701,0.0106852,0.0113102,0.0140254,0.0181966,0.0122034,0.0136296,0.0446661,0.0152746,0.0224641,0.013765,0.0304472,0.0452819,0.00886139,0.0113929,0.0030879,0.0398825,0.0147322,0.0255937,0.0225725,0,0,0.0307692,0,0.0116507,0.0206572,0.0419499,0.0501612,0.00442091,0.0192101,0.0191873,0.0203354,0.0325085,0.0255324,0.0683182,0.0477576,0.0227362,0.0101724,0.0173918,0.0330834,0.0570522,0.0242189,0.00698867,0.00835907,0.00863586,0.0181146,0,0,0,0,0
163,0,0,0,0,0,0,0.0200348,0.00564062,0,0,0,0.0387823,0.0143431,0.0213417,0,0,0.00901387,0,0.0210141,0.00626295,0.0374615,0.0214751,0.0119271,0.0110214,0.0115071,0.013913,0.0184429,0.0124128,0.013989,0.044916,0.0152426,0.0228117,0.0136582,0.0298321,0.0463408,0.0087244,0.0113917,0.00297933,0.0378474,0.0146957,0.0252885,0.0226476,0,0,0.030774,0,0.0116228,0.0206212,0.0420159,0.04865,0.00453638,0.0186169,0.0187054,0.0201877,0.0320017,0.025675,0.0681164,0.0472324,0.0229937,0.0099262,0.0175826,0.0335292,0.0544226,0.0242065,0.00690835,0.00822042,0.0084454,0.0184309,0,0,0,0,0
164,0,0,0,0,0,0,0.0203403,0.00559071,0,0,0,0.0395224,0.0143528,0.0218663,0,0,0.00884373,0,0.0210125,0.00609322,0.0373669,0.0214571,0.0121671,0.0115443,0.0117592,0.0139052,0.0187621,0.0126599,0.0143754,0.0452796,0.0151285,0.0230009,0.0135107,0.0293259,0.0475805,0.00869302,0.0113909,0.00291151,0.0358821,0.0146747,0.0250669,0.0228372,0,0,0.030821,0,0.0116108,0.0206097,0.0421185,0.0470649,0.00459942,0.0180814,0.018254,0.0201183,0.031403,0.0257604,0.067846,0.0466419,0.0230545,0.00965073,0.0178004,0.0335134,0.051662,0.0242688,0.00691681,0.00815741,0.00828516,0.0188291,0,0,0,0,0
165,0,0,0,0,0,0,0.0207225,0.0055121,0,0,0,0.040913,0.0143884,0.0226771,0,0,0.00863252,0,0.0209856,0.00587355,0.0373661,0.021726,0.0124258,0.0121471,0.0119932,0.013941,0.0190571,0.0128445,0.0147672,0.0456063,0.0150537,0.0233254,0.0134977,0.0288139,0.0491703,0.00854767,0.0113872,0.00287229,0.0341712,0.0146794,0.0249443,0.0230891,0,0,0.0308798,0,0.0116096,0.0207125,0.0423116,0.0455697,0.00462398,0.0176456,0.0179476,0.0201338,0.0305716,0.025706,0.0674334,0.0459393,0.0228711,0.00940478,0.0180298,0.032922,0.0489468,0.0243421,0.00691609,0.00814173,0.00819141,0.0193075,0,0,0,0,0
166,0,0,0,0,0,0,0.0210914,0.00548369,0,0,0,0.0426639,0.0144935,0.0236341,0,0,0.00834092,0,0.0209693,0.00558854,0.0373778,0.022243,0.0126837,0.012655,0.0121858,0.0139278,0.0192769,0.0129963,0.0152131,0.0458361,0.0152666,0.0235282,0.0138267,0.0282655,0.0511297,0.00817946,0.0113791,0.00279212,0.0327852,0.0146876,0.0247867,0.0233503,0,0,0.0309873,0,0.0116009,0.0208501,0.0426611,0.0442715,0.0046464,0.017241,0.0178463,0.0202011,0.029987,0.0255486,0.0669086,0.0451693,0.0224865,0.00918623,0.0181878,0.031904,0.0464611,0.0244412,0.0069007,0.00814206,0.00823267,0.0198538,0,0,0,0,0
167,0,0,0,0,0,0,0.0213833,0.00551799,0,0,0,0.0442519,0.0147217,0.0243309,0,0,0.00794109,0,0.0209713,0.00524112,0.0373749,0.022703,0.0128266,0.0129627,0.0122954,0.0138342,0.0194744,0.0131312,0.0154918,0.0459914,0.0153445,0.0236247,0.0138499,0.0277439,0.0532987,0.00766739,0.011364,0.00270324,0.0316327,0.0146702,0.0245884,0.0235794,0,0,0.031185,0,0.0115701,0.0209637,0.0430673,0.0432394,0.00465046,0.016828,0.0179496,0.0202719,0.029356,0.0253463,0.0664291,0.0443931,0.0221193,0.00899401,0.0183945,0.0307681,0.04437,0.0245856,0.00689812,0.0081675,0.00838486,0.0203301,0,0,0,0,0
168,0,0,0,0,0,0,0.0216583,0.00556429,0,0,0,0.0459017,0.0148643,0.0251647,0,0,0.00772481,0,0.0209223,0.00501355,0.0373305,0.0226228,0.0128766,0.0132231,0.0122604,0.0137237,0.019611,0.013323,0.0157968,0.0461742,0.0152959,0.0239126,0.0139005,0.0274483,0.0552339,0.00737245,0.0113157,0.00270169,0.0308547,0.0146606,0.0243658,0.0238129,0,0,0.0313643,0,0.0115574,0.0211005,0.0434861,0.0425922,0.00464305,0.0165284,0.0182453,0.0203612,0.0286493,0.0250999,0.0658532,0.0436616,0.0218025,0.00886532,0.0186676,0.0296765,0.0429444,0.024718,0.00693329,0.00818385,0.00856331,0.0207379,0,0,0,0,0
169,0,0,0,0,0,0,0.0219613,0.00563099,0,0,0,0.0474576,0.0148554,0.0257222,0,0,0.00774117,0,0.0208882,0.00496369,0.0371893,0.022436,0.0129846,0.0135131,0.0121653,0.0136528,0.0196668,0.0135258,0.016121,0.0463517,0.0153945,0.024175,0.0140673,0.0271912,0.0570818,0.00728867,0.0112862,0.00270099,0.0306027,0.0146524,0.0240991,0.0240885,0,0,0.0314993,0,0.0115526,0.021213,0.0439398,0.0422918,0.00464849,0.016288,0.0186718,0.0204256,0.0278805,0.024816,0.0651943,0.0429545,0.0214904,0.00882616,0.0190196,0.0286943,0.0424032,0.0248348,0.00694984,0.00817803,0.00870425,0.02114,0,0,0,0,0
170,0,0,0,0,0,0,0.0222211,0.005701,0,0,0,0.0486813,0.0148028,0.0258317,0,0,0.00782082,0,0.0208452,0.00497918,0.0369143,0.0221532,0.0132429,0.013847,0.0121128,0.0136419,0.0198155,0.0138468,0.0165026,0.0465838,0.0155754,0.0242651,0.0141679,0.0270126,0.0586408,0.0071343,0.0112721,0.0027117,0.0307398,0.0146435,0.0238498,0.0243413,0,0,0.0315229,0,0.0115415,0.0212248,0.044432,0.0424598,0.00470959,0.0160447,0.0190968,0.0204035,0.0274219,0.0245512,0.0646188,0.0423803,0.0212853,0.00883332,0.0195427,0.0279341,0.0425639,0.0248075,0.00694745,0.00818427,0.0088418,0.0214646,0,0,0,0,0
171,0,0,0,0,0,0,0.0227756,0.00592954,0,0,0,0.0501406,0.0149026,0.0262085,0,0,0.00766146,0,0.0208807,0.00477004,0.0374375,0.0223481,0.0140663,0.0142515,0.0123947,0.0136517,0.0206683,0.0144891,0.0171692,0.0468788,0.0153795,0.0241907,0.0142979,0.0265614,0.0602909,0.00685105,0.0112809,0.00262721,0.0314284,0.0146499,0.0241742,0.0249394,0,0,0.0316208,0,0.01154,0.0213252,0.0437464,0.0436707,0.005955,0.0167156,0.0199674,0.0205249,0.0277521,0.0247084,0.0647084,0.042628,0.0211897,0.00858968,0.0199744,0.0276425,0.0435209,0.0249754,0.0069631,0.0082012,0.00915752,0.0221525,0,0,0,0,0
172,0,0,0,0,0,0,0.0227612,0.0059149,0,0,0,0.0517497,0.0150534,0.0261293,0,0,0.00756783,0,0.020821,0.00474112,0.0374519,0.0221466,0.0143377,0.0143606,0.0124935,0.0136337,0.021019,0.0147114,0.017399,0.0470665,0.0151584,0.024211,0.0144351,0.0264468,0.0618196,0.00682596,0.0112372,0.00258617,0.0314496,0.0146874,0.0245923,0.0249446,0,0,0.0316885,0,0.0115646,0.0213275,0.0438494,0.0451307,0.00621032,0.0166369,0.0203229,0.0203813,0.0274293,0.024441,0.0641581,0.0420659,0.0212364,0.0085238,0.0203435,0.0277538,0.0445475,0.0249478,0.00697468,0.00824331,0.00919434,0.0221851,0,0,0,0,0
173,0,0,0,0,0,0,0.0227443,0.00597074,0,0,0,0.0525519,0.0151581,0.0262194,0,0,0.00751776,0,0.0207636,0.00476421,0.037562,0.0219525,0.0145052,0.0144324,0.0124819,0.013602,0.0211901,0.0148764,0.0176792,0.0473132,0.014995,0.0244209,0.0147342,0.0264583,0.0636111,0.00680678,0.0112059,0.00256585,0.0313725,0.0147299,0.0254306,0.0249509,0,0,0.0317871,0,0.0115996,0.0213881,0.043991,0.0469343,0.00644238,0.0165045,0.0206764,0.0203144,0.0270937,0.0241618,0.0636008,0.0416347,0.0212706,0.00842799,0.0206451,0.0282202,0.0457492,0.0249066,0.00699595,0.00825039,0.00921695,0.0221851,0,0,0,0,0
174,0,0,0,0,0,0,0.0227907,0.00606361,0,0,0,0.0535137,0.0152635,0.0266504,0,0,0.0074549,0,0.0207096,0.00474408,0.0376294,0.0219516,0.0146716,0.0145049,0.0124094,0.0135559,0.0213111,0.015048,0.0178419,0.0475644,0.0149647,0.02477,0.0148832,0.0264746,0.0653533,0.00673617,0.0111764,0.00262507,0.0313354,0.0147494,0.0263063,0.0250215,0,0,0.0318748,0,0.0116131,0.0214386,0.0441834,0.0489193,0.00668485,0.0163386,0.0210404,0.0203105,0.0268778,0.0238921,0.0630398,0.0413427,0.0215111,0.00845311,0.020824,0.0290657,0.0470003,0.0248325,0.00700693,0.00824151,0.00924555,0.0222661,0,0,0,0,0
175,0,0,0,0,0,0,0.0229548,0.00618324,0,0,0,0.0543699,0.0153382,0.0272282,0,0,0.00735927,0,0.0206588,0.0046979,0.0375378,0.0220602,0.0147887,0.0145849,0.0122766,0.0134901,0.0213057,0.0152788,0.0180735,0.0478071,0.0149338,0.0251663,0.014906,0.0265729,0.0669014,0.00661974,0.0111435,0.00275953,0.0315585,0.0147597,0.0271186,0.0252378,0,0,0.0319708,0,0.0116181,0.0214794,0.0443607,0.0511183,0.00690386,0.0162422,0.0214144,0.0203851,0.0267997,0.0236203,0.0624883,0.0411436,0.021847,0.00863191,0.0208653,0.0301841,0.048493,0.0249089,0.00701476,0.00814179,0.00928572,0.0224803,0,0,0,0,0
176,0,0,0,0,0,0,0.0232499,0.00637835,0,0,0,0.0553669,0.0153965,0.0275572,0,0,0.00725668,0,0.0206187,0.00463116,0.0373593,0.0221619,0.014845,0.0146278,0.0120091,0.0134143,0.0212834,0.0154281,0.0182391,0.0479632,0.015063,0.0254421,0.0149362,0.0266382,0.0681056,0.00654747,0.0111104,0.00267833,0.0319335,0.0147722,0.0278825,0.0255685,0,0,0.0321194,0,0.0116309,0.0215184,0.044469,0.0533988,0.00712913,0.0163993,0.021844,0.0205556,0.0268116,0.023301,0.0619541,0.0410563,0.0221834,0.00900717,0.0206608,0.0315402,0.0505021,0.0251177,0.00702781,0.00808406,0.00933683,0.0228244,0,0,0,0,0
177,0,0,0,0,0,0,0.023661,0.00666097,0,0,0,0.0562133,0.0154444,0.0277548,0,0,0.00708677,0,0.0205996,0.00452074,0.0371604,0.0222,0.0148514,0.0146775,0.0116137,0.013359,0.0211079,0.0154927,0.0183498,0.0480187,0.015104,0.0254741,0.0149901,0.0266391,0.0691713,0.00654009,0.0110817,0.00279096,0.0325028,0.014799,0.0284387,0.0259952,0,0,0.0323474,0,0.0116588,0.0216753,0.0445203,0.0554323,0.00738325,0.0168801,0.0223581,0.0208559,0.0270367,0.0229384,0.06147,0.0411919,0.0224268,0.00964731,0.0201486,0.0329486,0.0527148,0.0253219,0.00704682,0.00807542,0.009439,0.023256,0,0,0,0,0
178,0,0,0,0,0,0,0.0241173,0.00694693,0,0,0,0.0567385,0.0154871,0.0278649,0,0,0.00690408,0,0.0206018,0.00437191,0.0369516,0.022114,0.0148131,0.014781,0.0111869,0.0133852,0.0210265,0.0154688,0.0183739,0.0479837,0.0151535,0.0254511,0.0150502,0.0265591,0.0700613,0.00634743,0.0110613,0.00274701,0.0332899,0.0147937,0.0288044,0.0264738,0,0,0.0326583,0,0.0116629,0.0218855,0.0445395,0.0568077,0.00766685,0.0177064,0.0229394,0.0212162,0.0275188,0.0225665,0.0610656,0.0416382,0.0225273,0.0107125,0.0192531,0.034191,0.0551606,0.025624,0.0070477,0.00810578,0.00957595,0.0237339,0,0,0,0,0
