Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA,
39,0.0211776,0,0,0,0,0.0393135,0,0,0,0,0,0,0.0212932,0,0.0204316,0,0,0,0.0150902,0,0,0.0247513,0.0762642,0.0180543,0.0212742,0.00883583,0.0300453,0.0404262,0.0798617,0.050573,0.0987804,0.0134039,0.0135405,0.0244769,0.0276932,0.0297157,0.0152004,0.0194903,0.0448253,0,0.016161,0.0547388,0.0328737,0,0,0.0264117,0,0,0.0490622,0.0590176,0.0301923,0.0266575,0.0156218,0.0459861,0.0447475,0.0423907,0.0725869,0.0672971,0.0257168,0.0618216,0.03593,0.0483875,0.0814836,0.0168747,0.0138796,0.0262034,0,0.0181976,0.0288563,0,0
40,0.0211929,0,0,0,0,0.0395212,0,0,0,0,0,0,0.0213131,0,0.02041,0,0,0,0.0152712,0,0,0.0248146,0.0761271,0.0179706,0.0210841,0.00892502,0.0302306,0.0404505,0.0799274,0.0505715,0.0988945,0.0133528,0.013395,0.0244667,0.0276833,0.029594,0.0150809,0.0195409,0.0443569,0,0.0161878,0.0547209,0.0330208,0,0,0.0265255,0,0,0.0491455,0.0590364,0.0302984,0.0265726,0.0154798,0.0460603,0.0453465,0.0424861,0.0725735,0.0672733,0.0256835,0.0618162,0.0359544,0.0484976,0.0814222,0.0166799,0.0140031,0.0262291,0,0.0183647,0.0287536,0,0
41,0.0211813,0,0,0,0,0.0397249,0,0,0,0,0,0,0.0213285,0,0.0204435,0,0,0,0.0153926,0,0,0.0248804,0.0759779,0.0178813,0.0209175,0.00903798,0.0304437,0.0404618,0.0799943,0.0505611,0.0989752,0.013267,0.0132957,0.0244671,0.0276593,0.0295893,0.0149996,0.0196979,0.0440271,0,0.0161841,0.0546699,0.0331445,0,0,0.0267204,0,0,0.0491261,0.059003,0.0303603,0.026518,0.0153083,0.0461203,0.0460008,0.0424908,0.072599,0.0672521,0.0256303,0.0617955,0.0359558,0.0484633,0.0813521,0.0165377,0.0141443,0.0261942,0,0.0184145,0.0287078,0,0
42,0.0214971,0,0,0,0,0.0398887,0,0,0,0,0,0,0.0250593,0,0.0201881,0.0666943,0,0,0.0154478,0,0,0.0248881,0.0771334,0.0169952,0.0145769,0.0103813,0.0346285,0.0411545,0.0824141,0.0483075,0.0986443,0.0132009,0.0124568,0.0240123,0.0275815,0.0231407,0.0154004,0.0198184,0.0396145,0,0.0161954,0.0641021,0.0326736,0,0,0.0256468,0,0,0.0485943,0.0573628,0.0301687,0.0248249,0.0145922,0.0463274,0.0439702,0.0419224,0.0722616,0.0661732,0.0224436,0.0629668,0.0369476,0.0496771,0.0822421,0.0154036,0.013348,0.0258865,0,0.0179516,0.0294122,0,0
43,0.0214162,0,0,0,0,0.0399236,0,0,0,0,0,0,0.0249922,0,0.0201567,0.066678,0,0,0.0153888,0,0,0.0248625,0.0770031,0.0169062,0.0143573,0.0104508,0.0348429,0.0411427,0.0825261,0.0482788,0.0987135,0.0130544,0.0124908,0.0239922,0.0275528,0.0232655,0.0154725,0.0198118,0.0393819,0,0.0161056,0.064079,0.0326779,0,0,0.0258279,0,0,0.0486228,0.0572598,0.0302442,0.0248317,0.0144879,0.0463947,0.0442153,0.0419555,0.0722755,0.0661284,0.0223623,0.0629711,0.0369341,0.0497392,0.0822311,0.0153489,0.013526,0.0259177,0,0.0179369,0.0295231,0,0
44,0.0213159,0,0,0,0,0.0399037,0,0,0,0,0,0,0.0248795,0,0.0201027,0.066688,0,0,0.0152914,0,0,0.0247992,0.0769135,0.0168146,0.0141705,0.010383,0.0350169,0.0410721,0.082603,0.0482209,0.0987469,0.0129876,0.0124745,0.0239794,0.0275176,0.0233859,0.0156088,0.0199029,0.0392962,0,0.0160525,0.0641089,0.0326973,0,0,0.0259812,0,0,0.0486305,0.0571512,0.0303425,0.0247372,0.0143649,0.0464715,0.0443555,0.0421607,0.0723736,0.0660744,0.0222878,0.0629435,0.0368859,0.0498251,0.082211,0.0152516,0.0136309,0.0259248,0,0.0181863,0.0296697,0,0
45,0.0211919,0,0,0,0,0.0398701,0,0,0,0,0,0,0.0249266,0,0.0202652,0.0667218,0,0,0.0151721,0,0,0.0247359,0.0768725,0.0168352,0.0140633,0.0103021,0.0350785,0.0410185,0.0826306,0.0481799,0.0986953,0.0129249,0.0122865,0.0239712,0.0274825,0.0234205,0.0157082,0.0199436,0.0393075,0,0.0160345,0.0641145,0.0327088,0,0,0.026066,0,0,0.0485128,0.0570487,0.030485,0.0246285,0.0142633,0.0464553,0.0443973,0.042353,0.0724614,0.0660319,0.0221959,0.0629509,0.0368406,0.0498408,0.082182,0.0151795,0.0135277,0.0258785,0,0.018038,0.0298384,0,0
46,0.0210877,0,0,0,0,0.0398424,0,0,0,0,0,0,0.0249459,0,0.0204204,0.0667853,0,0,0.0150571,0,0,0.0247045,0.0769039,0.0168555,0.014024,0.0102636,0.0350646,0.0409708,0.082571,0.0481201,0.0985934,0.0128731,0.0120568,0.0240074,0.0274784,0.023425,0.0157879,0.0199954,0.0393243,0,0.0159327,0.064173,0.0326827,0,0,0.0260591,0,0,0.0484749,0.0569796,0.0305508,0.024561,0.0141868,0.0463879,0.0443134,0.0422973,0.072426,0.0660055,0.0221361,0.0629962,0.03681,0.049809,0.0821322,0.0151443,0.0132323,0.0258519,0,0.0178201,0.03002,0,0
47,0.0210092,0,0,0,0,0.0398321,0,0,0,0,0,0,0.0249551,0,0.0204545,0.0668219,0,0,0.0149293,0,0,0.0247043,0.0769664,0.0168743,0.0140489,0.010237,0.0350246,0.0409582,0.0824695,0.0480822,0.0985141,0.0128655,0.0120226,0.0240599,0.0274879,0.0233922,0.0158727,0.02003,0.0394426,0,0.0158359,0.0642103,0.0325973,0,0,0.0259766,0,0,0.0485487,0.0568856,0.0305977,0.0245298,0.0140741,0.046304,0.0440877,0.0424085,0.0719863,0.065992,0.0221196,0.06299,0.0367709,0.049738,0.0820567,0.015113,0.0131126,0.0258664,0,0.0179128,0.0302123,0,0
48,0.020919,0,0,0,0,0.0397656,0,0,0,0,0,0,0.0249978,0,0.0204458,0.0668353,0,0,0.0147858,0,0,0.0247048,0.0770375,0.0168872,0.0141213,0.0102141,0.0349633,0.0409948,0.0823534,0.0480917,0.0984707,0.0129039,0.0120665,0.024108,0.0275235,0.0233201,0.0159973,0.0200499,0.0396822,0,0.0157274,0.0642511,0.0324555,0,0,0.0258846,0,0,0.0486674,0.0567887,0.0306854,0.0245071,0.0139416,0.0462313,0.0437484,0.0424429,0.071371,0.0659957,0.0220948,0.0628916,0.0367379,0.0496287,0.081982,0.0150912,0.0132398,0.0259205,0,0.0183976,0.0303985,0,0
49,0.0207995,0,0,0,0,0.0397496,0,0,0,0,0,0,0.0250617,0,0.0204095,0.0669107,0,0,0.0147078,0,0,0.024713,0.0770804,0.0169034,0.0141739,0.010181,0.0348766,0.0411356,0.0822479,0.0481144,0.098441,0.0129339,0.0121068,0.0241425,0.0275586,0.0231928,0.0161793,0.0201004,0.039683,0,0.0157161,0.0641992,0.032327,0,0,0.025765,0,0,0.0487736,0.0568118,0.0308426,0.0243967,0.013849,0.0461553,0.0433791,0.0422553,0.071823,0.06599,0.0220863,0.062825,0.0367131,0.0496202,0.0819401,0.0150535,0.0132632,0.0259853,0,0.0189034,0.0305686,0,0
50,0.0207478,0,0,0,0,0.0398162,0,0,0,0,0,0,0.0251506,0,0.0203527,0.067022,0,0,0.0146978,0,0,0.0247069,0.0770846,0.0169114,0.0142263,0.0101504,0.0347521,0.0413517,0.082159,0.0481112,0.0984252,0.0129482,0.0121421,0.0241665,0.0275498,0.0230136,0.0163832,0.0201385,0.0396348,0,0.0158026,0.0641506,0.0322036,0,0,0.0256692,0,0,0.0487777,0.0568306,0.0310098,0.0243489,0.013827,0.0460798,0.0431009,0.0421966,0.0721723,0.0659843,0.0220967,0.062759,0.0367009,0.0495915,0.0819034,0.015021,0.0131854,0.0260133,0,0.0185949,0.0307085,0,0
51,0.0208111,0,0,0,0,0.039945,0,0,0,0,0,0,0.0252853,0,0.0202847,0.0670538,0,0,0.0147612,0,0,0.024683,0.0770874,0.0169254,0.0142797,0.0101066,0.03463,0.0416433,0.0820945,0.0481038,0.0984344,0.0129507,0.0122168,0.0242383,0.0275645,0.0228022,0.0166027,0.0201254,0.0396034,0,0.0158381,0.0640392,0.0320819,0,0,0.0256955,0,0,0.0487594,0.0568215,0.0311673,0.0243639,0.0138138,0.0460594,0.0428405,0.0422448,0.0721851,0.0659718,0.0221176,0.0626788,0.0366456,0.0495754,0.0818691,0.0150021,0.0130887,0.0260225,0,0.0182816,0.0307913,0,0
52,0.020951,0,0,0,0,0.0400688,0,0,0,0,0,0,0.0254876,0,0.0202167,0.0670931,0,0,0.0149281,0,0,0.0247105,0.0770886,0.0169549,0.0143283,0.0100589,0.0345295,0.0419308,0.0820352,0.0480707,0.0984888,0.0129786,0.012324,0.0243758,0.0275956,0.0225264,0.0168682,0.0201727,0.0395667,0,0.0158247,0.0639274,0.0319668,0,0,0.0257417,0,0,0.0487485,0.0567856,0.0312683,0.0243622,0.0137853,0.0460839,0.0426244,0.0423465,0.0721708,0.0659689,0.0221149,0.062645,0.036571,0.0495331,0.0818183,0.0149895,0.0130137,0.0260195,0,0.0182558,0.0307792,0,0
53,0.0210823,0,0,0,0,0.0401702,0,0,0,0,0,0,0.0257197,0,0.0201576,0.0671469,0,0,0.0151587,0,0,0.0247727,0.0770836,0.0170317,0.014335,0.010022,0.034491,0.0421702,0.0819682,0.0480611,0.0984983,0.013037,0.0124704,0.0244697,0.0276621,0.0222076,0.0171465,0.0202594,0.0395688,0,0.0157988,0.0639082,0.0318072,0,0,0.0257526,0,0,0.0488049,0.056769,0.0313041,0.0244088,0.0137437,0.0461896,0.0424621,0.0423342,0.0722694,0.0659937,0.0221096,0.0626409,0.0365089,0.0494041,0.0817789,0.0150013,0.0132934,0.0260335,0,0.018537,0.0307437,0,0
54,0.0211497,0,0,0,0,0.0403037,0,0,0,0,0,0,0.0259974,0,0.0200489,0.0671405,0,0,0.0153374,0,0,0.0248328,0.0770693,0.0171542,0.0142883,0.00997906,0.034486,0.0423728,0.0819088,0.0481265,0.098553,0.0131771,0.0126373,0.0245961,0.0277689,0.0218828,0.0173123,0.020354,0.0395194,0,0.0158326,0.0639097,0.0316308,0,0,0.0258194,0,0,0.048942,0.0567386,0.0313319,0.0244295,0.0136913,0.0463131,0.0423982,0.0423499,0.0724087,0.0660642,0.0221553,0.0626578,0.0364885,0.0493039,0.0817208,0.0150354,0.014014,0.026087,0,0.0187815,0.0307196,0,0
55,0.0211746,0,0,0,0,0.0404134,0,0,0,0,0,0,0.0263998,0,0.0198712,0.0671509,0,0,0.0155264,0,0,0.0248887,0.0770258,0.0172852,0.0142424,0.00995529,0.0344691,0.042531,0.0818436,0.0482588,0.0986966,0.0134019,0.0128978,0.024789,0.0278916,0.0214085,0.0174668,0.0204734,0.0393944,0,0.015863,0.0639281,0.0314794,0,0,0.0258422,0,0,0.0491382,0.0567119,0.0313396,0.0244141,0.0136781,0.0464233,0.0424382,0.0425296,0.0724679,0.0661574,0.0222397,0.0626147,0.0364599,0.0492201,0.0816864,0.015073,0.0135642,0.0261662,0,0.0189431,0.030739,0,0
56,0.0206044,0,0,0,0,0.0404781,0,0,0,0,0,0,0.0266237,0,0.0198245,0.0666671,0,0,0.0161964,0,0,0.0250668,0.0769318,0.0174747,0.0134169,0.00962951,0.0347393,0.0436855,0.0813913,0.0484858,0.0986586,0.01374,0.0135369,0.0250276,0.0280104,0.0211781,0.0180027,0.0208648,0.0424152,0,0.0158592,0.0634227,0.0309685,0,0,0.0260682,0,0,0.0492207,0.0579417,0.0297369,0.0219071,0.01331,0.0457638,0.0427718,0.0414671,0.0712367,0.0649654,0.0210738,0.0640647,0,0.05058,0.0828413,0.0149166,0.0132939,0.0262188,0,0.0187302,0.0314237,0,0
57,0.0207056,0,0,0,0,0.0406995,0,0,0,0,0,0,0.0270909,0,0.0196617,0.0665892,0,0,0.0164815,0,0,0.0250732,0.0768539,0.017581,0.0132987,0.00971501,0.0347363,0.0437246,0.0813111,0.0487168,0.0987867,0.0138888,0.0141888,0.0252591,0.0281674,0.0204635,0.0181107,0.0209068,0.042757,0,0.0158027,0.0633945,0.0309175,0,0,0.0262355,0,0,0.0491625,0.0578769,0.0296989,0.0218977,0.0130807,0.0458762,0.0429713,0.0413475,0.071319,0.0650808,0.0210851,0.0640072,0,0.0505482,0.0827927,0.0151396,0.0132679,0.0262418,0,0.0187144,0.0312966,0,0
58,0.0216551,0,0,0,0,0.0400582,0,0,0,0,0,0,0.0279343,0,0.0195379,0.0671073,0,0,0.0161775,0,0,0.0248758,0.0770151,0.0176466,0.0143345,0.00994007,0.0341261,0.042747,0.0815463,0.048647,0.0989142,0.0141039,0.0145949,0.0254134,0.0283029,0.0190974,0.017786,0.0207261,0.0393606,0,0.0161739,0.0638692,0.0308943,0,0,0.0277166,0,0,0.049432,0.0565533,0.0311031,0.0246711,0.0137423,0.0467128,0.0432438,0.0422736,0.0726445,0.066415,0.0223957,0.0624358,0.0363446,0.0491032,0.0816193,0.015289,0,0.0262353,0,0.0185237,0.0307413,0,0
59,0.021764,0,0,0,0,0.0410743,0,0,0,0,0,0,0.0282119,0,0.0194319,0.0669339,0,0,0.0164725,0,0,0.0249554,0.0768665,0.0177933,0.0140387,0.0101435,0.0344722,0.0423591,0.0817259,0.0487881,0.0992383,0.0142509,0.0147853,0.0255997,0.0284278,0.0186413,0.0176804,0.0208026,0.0392166,0,0.0162994,0.0639153,0.0312771,0,0,0.0266376,0,0,0.0491594,0.0564084,0.0308024,0.0247152,0.0138284,0.0468968,0.0434502,0.0422936,0.0727038,0.0665662,0.0225104,0.0623936,0.0363749,0.049077,0.0815632,0.0153784,0.0138792,0.0262845,0,0.0197222,0.0298786,0,0
60,0.0217962,0,0,0,0,0.0412057,0,0,0,0,0,0,0.0248877,0,0.0195249,0,0,0,0.0164679,0,0,0.0248752,0.0755478,0.0184829,0.0198954,0.00893123,0.030612,0.0414066,0.0795687,0.0512606,0.0998461,0.0142407,0.0155661,0.0262395,0.0286747,0.024042,0.0169867,0.0205275,0.0425526,0,0.0165005,0.0548832,0.0317002,0,0,0.0282636,0,0,0.0498428,0.0577361,0.0305887,0.0262088,0.0144481,0.0469598,0.0458059,0.0430904,0.0731696,0.0677121,0.0254959,0.0612034,0.0354924,0.0479841,0.0806888,0.0159969,0.016489,0.0266638,0,0.0203011,0.0286909,0,0
61,0.0222382,0,0,0,0,0.0413316,0,0,0,0,0,0,0.0288163,0,0.0195024,0.0669094,0,0,0.0166275,0,0,0.0249142,0.076737,0.0179944,0.0139369,0.0102282,0.0344814,0.0418472,0.0818655,0.0488577,0.0993327,0.0145269,0.0150985,0.0259375,0.0286408,0.0180072,0.0173774,0.0205611,0.0385148,0,0.0166656,0.0641178,0.0311972,0,0,0.0271201,0,0,0.0494804,0.0561555,0.0297435,0.0249891,0.0140697,0.047218,0.0434047,0.0423349,0.0729329,0.0670495,0.0229084,0.062272,0.0366049,0.0491285,0.0816687,0.0155432,0.0153871,0.0263936,0,0.0202911,0.0289547,0,0
62,0.0223517,0,0,0,0,0.0413684,0,0,0,0,0,0,0.0289232,0,0.0196783,0.0670062,0,0,0.0166303,0,0,0.0249837,0.0767342,0.0180824,0.0139115,0.010129,0.0343261,0.0415356,0.0818342,0.0489437,0.0993566,0.0146551,0.0153446,0.0260756,0.0287915,0.0179561,0.0171658,0.0207131,0.0377566,0,0.0169974,0.0641714,0.0312305,0,0,0.0269177,0,0,0.0495156,0.0559992,0.0290274,0.025215,0.0141544,0.0473863,0.0432603,0.0423711,0.0730883,0.0674345,0.0232252,0.0622278,0.0368875,0.0490038,0.0816957,0.0156916,0.0144993,0.0263684,0,0.0203056,0.0286006,0,0
63,0.0224748,0,0,0,0,0.0414029,0,0,0,0,0,0,0.0288297,0,0.0198585,0.0670125,0,0,0.016586,0,0,0.0250306,0.0767489,0.0181462,0.0138064,0.00994187,0.0342177,0.0412053,0.081736,0.0490375,0.099333,0.0147926,0.0156157,0.026201,0.0288842,0.0181307,0.0169379,0.0207844,0.0367216,0,0.0174218,0.0642363,0.0313606,0,0,0.0267312,0,0,0.0493556,0.0558981,0.0282806,0.0253729,0.0141976,0.0475529,0.0434087,0.0424291,0.0732321,0.0679061,0.02357,0.0621072,0.0371619,0.048778,0.0816799,0.0159322,0.0148656,0.0262492,0,0.0205804,0.0282678,0,0
64,0.0225782,0,0,0,0,0.041331,0,0,0,0,0,0,0.0286843,0,0.0200325,0.0670686,0,0,0.0166201,0,0,0.0250005,0.0767789,0.0182068,0.0136666,0.00960368,0.0340296,0.0409469,0.0816007,0.0490696,0.0992364,0.0149556,0.0158268,0.0262974,0.0289196,0.0185802,0.0166639,0.0206353,0.0353943,0,0.0177717,0.0643037,0.0315519,0,0,0.026372,0,0,0.0492953,0.0558984,0.0275097,0.025453,0.0141759,0.0476897,0.0433767,0.0424507,0.0733905,0.0683688,0.0239069,0.0619767,0.0373209,0.0485683,0.0816813,0.0163688,0.0133018,0.0262193,0,0.0206789,0.0280072,0,0
65,0.0226609,0,0,0,0,0.0412337,0,0,0,0,0,0,0.0283429,0,0.0201471,0.0671824,0,0,0.0166231,0,0,0.0249742,0.0768017,0.0182886,0.0135727,0.00922559,0.0339104,0.0407255,0.0815068,0.0491402,0.0991458,0.0150311,0.0157572,0.0263802,0.0289511,0.0192647,0.0162916,0.0203448,0.0339394,0,0.0179481,0.0643384,0.0316769,0,0,0.0262229,0,0,0.0492464,0.0559804,0.0269145,0.0254959,0.0141077,0.0478126,0.0431671,0.0422871,0.0734768,0.068736,0.0242013,0.0619379,0.0375116,0.0483914,0.0816714,0.0170774,0.0124834,0.0262018,0,0.0205996,0.0277795,0,0
66,0.0227004,0,0,0,0,0.0412226,0,0,0,0,0,0,0.0277665,0,0.0201795,0.0672628,0,0,0.0166452,0,0,0.025008,0.076798,0.0183602,0.0135428,0.00894669,0.0338227,0.0405375,0.0814486,0.0492037,0.0991022,0.0149756,0.0152714,0.0264564,0.0289738,0.0201791,0.0159913,0.0202958,0.0326532,0,0.0182199,0.0643607,0.0317126,0,0,0.0261894,0,0,0.0491564,0.0560757,0.0267136,0.025559,0.0139534,0.0479181,0.0430152,0.0420781,0.0735559,0.0690079,0.0244031,0.0619464,0.0378579,0.0482878,0.0816314,0.0178546,0.0122692,0.026167,0,0.0204572,0.0275735,0,0
67,0.0227319,0,0,0,0,0.0411929,0,0,0,0,0,0,0.0270886,0,0.0201798,0.0672774,0,0,0.0167789,0,0,0.0251036,0.0767544,0.0183782,0.0135514,0.00877107,0.0337808,0.0404593,0.0815839,0.0492821,0.0991051,0.0147702,0.014896,0.0264962,0.0290023,0.0211592,0.0157377,0.0204396,0.0315353,0,0.0186531,0.0642962,0.0316667,0,0,0.026258,0,0,0.0491034,0.0561898,0.0268751,0.0255472,0.0138054,0.0479446,0.0428999,0.0419059,0.0736385,0.0691792,0.0245199,0.0618814,0.0381925,0.0481251,0.0815259,0.0186369,0.012342,0.0261419,0,0.0202906,0.0274259,0,0
68,0.0227804,0,0,0,0,0.0411875,0,0,0,0,0,0,0.0264538,0,0.0201887,0.067181,0,0,0.0170131,0,0,0.0252043,0.0766623,0.0183714,0.013527,0.00871626,0.0338411,0.0404898,0.081899,0.0494188,0.0991526,0.0146523,0.014659,0.02654,0.0290168,0.0221723,0.015571,0.0205463,0.0306428,0,0.0188607,0.0642344,0.0316072,0,0,0.0264295,0,0,0.0490522,0.0563295,0.027215,0.0254358,0.0135844,0.047894,0.0428161,0.0418059,0.0736814,0.0692666,0.0245298,0.0617669,0.0383761,0.0480279,0.0813282,0.0193134,0.0128774,0.0260827,0,0.0201202,0.0273112,0,0
69,0.0228399,0,0,0,0,0.0412886,0,0,0,0,0,0,0.0258946,0,0.0201913,0.0670083,0,0,0.0173334,0,0,0.0252966,0.0765012,0.0183173,0.0134162,0.00856883,0.0339966,0.0406199,0.0822997,0.0496175,0.0993018,0.0145589,0.0143468,0.0265076,0.0289276,0.0229766,0.0154883,0.0206057,0.0299677,0,0.0189052,0.0642056,0.0315557,0,0,0.0266348,0,0,0.0490289,0.0565167,0.0275411,0.025253,0.0132263,0.0478035,0.0428936,0.0417999,0.0738029,0.0692835,0.0245399,0.0615558,0.0384394,0.0478841,0.0810917,0.0198314,0.0134474,0.0260376,0,0.0199178,0.0272165,0,0
70,0.0228627,0,0,0,0,0.0413736,0,0,0,0,0,0,0.0255389,0,0.02022,0.0667833,0,0,0.0177308,0,0,0.0253573,0.0763849,0.0182493,0.0134352,0.00838267,0.0340898,0.0409143,0.082523,0.0496078,0.099436,0.0144272,0.0141575,0.0264704,0.0288447,0.0236848,0.0154985,0.0206934,0.0294968,0,0.0189412,0.0641496,0.0315133,0,0,0.0265643,0,0,0.0491422,0.0566989,0.027792,0.0251399,0.0128105,0.0477176,0.0431159,0.0419247,0.0739009,0.0692947,0.0245372,0.0613006,0.0383877,0.0476269,0.0808225,0.020191,0.0120647,0.0260486,0,0.0195458,0.027194,0,0
71,0.0229007,0,0,0,0,0.0414851,0,0,0,0,0,0,0.0252631,0,0.0202229,0.0665774,0,0,0.0180377,0,0,0.02537,0.0763186,0.0181999,0.0134326,0.0082177,0.0342215,0.041326,0.0826379,0.049466,0.0995389,0.0142773,0.0140747,0.0264471,0.0288066,0.0241634,0.015688,0.0208005,0.0291759,0,0.0190066,0.0641159,0.0314441,0,0,0.0265345,0,0,0.0491636,0.0568006,0.0279346,0.02508,0.0125257,0.0477438,0.0432436,0.0419841,0.0740034,0.0693584,0.0245923,0.0610646,0.0382696,0.0474158,0.0805751,0.0204106,0.0111992,0.0260364,0,0.0194753,0.0272335,0,0
72,0.0229641,0,0,0,0,0.0415074,0,0,0,0,0,0,0.0251508,0,0.0201812,0.066468,0,0,0.0182731,0,0,0.0253958,0.0762711,0.0181519,0.0133788,0.00800428,0.0343921,0.0417416,0.0826757,0.0493376,0.0996139,0.0141909,0.0140504,0.0264601,0.028809,0.0243368,0.0159856,0.0209259,0.0289512,0,0.0190254,0.0641288,0.0313923,0,0,0.0265806,0,0,0.0490676,0.0567937,0.0279872,0.0251058,0.0124329,0.0479096,0.0432378,0.041999,0.0740385,0.0694549,0.0246818,0.0609015,0.0382467,0.0472872,0.0804086,0.0205526,0.0110257,0.0259695,0,0.0196849,0.0272959,0,0
73,0.0229986,0,0,0,0,0.0414127,0,0,0,0,0,0,0.0251365,0,0.0201329,0.066358,0,0,0.0184419,0,0,0.0254182,0.0762734,0.0181179,0.0134101,0.00793612,0.034531,0.0421777,0.082644,0.0491834,0.099521,0.0142167,0.0141589,0.0264597,0.0288486,0.0244172,0.0163357,0.0210577,0.0288404,0,0.0190863,0.0641717,0.0313414,0,0,0.0266173,0,0,0.048891,0.0567032,0.0279701,0.0252513,0.0124653,0.048156,0.043152,0.0419902,0.074077,0.0695323,0.0247349,0.0608404,0.0382478,0.047242,0.0803338,0.0206771,0.0110757,0.0258651,0,0.0197661,0.0273763,0,0
74,0.0229934,0,0,0,0,0.041322,0,0,0,0,0,0,0.0252106,0,0.0201009,0.0662247,0,0,0.0185421,0,0,0.0254368,0.0762936,0.0181108,0.0135222,0.00806296,0.0346227,0.0426247,0.0825092,0.0489439,0.0993612,0.0142973,0.0143141,0.0265215,0.0289127,0.0243696,0.0167185,0.0212083,0.0287363,0,0.0191116,0.0641825,0.0313131,0,0,0.0265703,0,0,0.0487333,0.0565716,0.027906,0.0255082,0.0125546,0.0484294,0.0430148,0.042032,0.0741523,0.0695608,0.0247213,0.0608885,0.0382385,0.0472377,0.0803417,0.0207641,0.0109376,0.025777,0,0.0197889,0.0274907,0,0
75,0.023006,0,0,0,0,0.0412966,0,0,0,0,0,0,0.0254492,0,0.0200861,0.0662638,0,0,0.018548,0,0,0.0254606,0.0762234,0.0180269,0.0135327,0.00789055,0.0347103,0.0430268,0.0827348,0.0488377,0.0993492,0.0142648,0.0143124,0.0265137,0.0288428,0.0238967,0.0170656,0.0213809,0.028757,0,0.0190962,0.0641433,0.0313109,0,0,0.0264867,0,0,0.0486847,0.0564514,0.0278248,0.0257406,0.0126091,0.048703,0.0427276,0.0420609,0.0742306,0.0695334,0.0246382,0.0609616,0.0382313,0.0472432,0.0804072,0.0208031,0.0107842,0.0257422,0,0.0198226,0.0276413,0,0
76,0.0230323,0,0,0,0,0.0413471,0,0,0,0,0,0,0.0256971,0,0.0200714,0.0664416,0,0,0.0185418,0,0,0.0254587,0.0761242,0.0179227,0.0134638,0.00774475,0.0348358,0.0433781,0.0829296,0.0486706,0.0993097,0.0142618,0.0143069,0.026451,0.0287431,0.0233464,0.0173293,0.0215529,0.028777,0,0.0190929,0.0641619,0.0313158,0,0,0.0263887,0,0,0.0487295,0.0563763,0.0277665,0.025928,0.0126443,0.0489409,0.0424614,0.0420603,0.0742366,0.0694624,0.0245104,0.0610231,0.0382377,0.0471392,0.0804988,0.0207836,0.0107376,0.0257563,0,0.0200613,0.027839,0,0
77,0.025253,0,0,0,0,0.0416757,0,0,0,0,0,0,0.0261898,0,0.019633,0.066551,0,0,0.016844,0,0,0.0249324,0.0763652,0.0176878,0.0160306,0.00876028,0.0338211,0.040109,0.0838192,0.0486033,0.100093,0.0139124,0.0139467,0.026414,0.0287613,0.0223737,0.0159695,0.0208982,0.0367316,0,0.0169046,0.0679761,0.0328585,0,0,0.0260084,0,0,0.0487326,0.0483115,0.0341375,0.0349869,0.0144692,0.0521514,0.0418177,0,0,0.0730565,0.0255128,0.0550195,0.0356884,0.0409294,0.0749187,0.0188841,0.0105884,0.0257805,0,0.0211778,0.0252926,0,0
78,0.023154,0,0,0,0,0.0415308,0,0,0,0,0,0,0.0260791,0,0.0201126,0.0666676,0,0,0.0185852,0,0,0.0254051,0.0759883,0.0176758,0.0134927,0.00774137,0.0349956,0.0440264,0.0831492,0.0477971,0.0991255,0.0141641,0.0140696,0.0262685,0.0285689,0.0226055,0.0177708,0.0218252,0.0286885,0,0.0192321,0.0641909,0.0312943,0,0,0.0262182,0,0,0.0488001,0.0563072,0.027707,0.0261592,0.0127481,0.0491127,0.0421373,0.042313,0.0745509,0.0692656,0.0243338,0.0610142,0.0382814,0.0471469,0.0805908,0.0207377,0.0106357,0.0257498,0,0.0198559,0.0279216,0,0
79,0.0232334,0,0,0,0,0.0414278,0,0,0,0,0,0,0.0261993,0,0.0201657,0.0666247,0,0,0.0186097,0,0,0.0253751,0.0760481,0.0175951,0.013539,0.00774312,0.0350301,0.0442504,0.0833017,0.0475005,0.0990173,0.0140904,0.0139215,0.0261883,0.0284976,0.0223084,0.0179321,0.0219391,0.0285884,0,0.0193272,0.0642696,0.0312823,0,0,0.0261834,0,0,0.048683,0.0562924,0.0277118,0.0262206,0.0128131,0.0491443,0.0419983,0.0423878,0.0750773,0.0691439,0.0242801,0.0609957,0.0383727,0.0472948,0.0806024,0.0208125,0.010681,0.0257093,0,0.0196051,0.0279523,0,0
