Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTIBI,RTHI,
1777,0.0229104,0,0,0,0,0.0498315,0,0,0,0,0,0,0.0282384,0,0.0220724,0.0695312,0,0,0.0288605,0,0,0.0428527,0.0705756,0.013566,0.00857234,0.0251727,0.0426344,0.0428592,0.0843812,0,0.0286346,0.0136236,0.0120432,0.0203242,0.0188759,0.0156741,0.0106308,0.0273208,0.0262125,0.0199612,0,0.0208326,0.0650091,0.0283355,0,0,0.0243679,0,0,0.0500457,0.0655008,0.0530681,0.0258315,0.00902446,0.0540207,0.0408825,0.124007,0.0534026,0.018935,0.0528675,0.0285088,0.0683271,0.0540836,0.0165415,0.0215537,0.0210024,0.0279322,0.0296196,0.0393014,0.0433489,0
1778,0.0229469,0,0,0,0,0.0498135,0,0,0,0,0,0,0.0283212,0,0.0219198,0.0693723,0,0,0.0288725,0,0,0.042981,0.0707037,0.0136342,0.00847749,0.0252336,0.0427134,0.0427234,0.084482,0,0.0287986,0.0135161,0.0120558,0.0202977,0.0189114,0.0155849,0.0104788,0.0273009,0.0261008,0.019822,0,0.0205341,0.0652514,0.0283602,0,0,0.0243363,0,0,0.0500483,0.0655171,0.0527193,0.0260782,0.00882492,0.0540711,0.040952,0.123967,0.0531556,0.0190521,0.0527352,0.0284559,0.0682384,0.051853,0.0163636,0.0216184,0.0210161,0.0279281,0.0295659,0.0391848,0.0430994,0
1779,0.0229975,0,0,0,0,0.0497749,0,0,0,0,0,0,0.0283731,0,0.021759,0.0692091,0,0,0.028834,0,0,0.0429446,0.0708042,0.013751,0.00841945,0.0252495,0.0427491,0.0425478,0.0845897,0,0.028977,0.0134534,0.0120866,0.0202721,0.0189512,0.0155181,0.0103092,0.0273461,0.0262264,0.0199271,0,0.0203887,0.0654711,0.0283971,0,0,0.0242834,0,0,0.0500735,0.0654941,0.0523292,0.0263286,0.00863289,0.0540995,0.0409609,0.123934,0.0529017,0.0191859,0.0526651,0.0284797,0.0682165,0.049129,0.0159775,0.0217565,0.0210171,0.0279002,0.0294751,0.0391152,0.0428482,0
1780,0.0230788,0,0,0,0,0.0497505,0,0,0,0,0,0,0.028365,0,0.0214824,0.0690951,0,0,0.0287838,0,0,0.0429421,0.0709746,0.0138456,0.00838595,0.025225,0.0427539,0.0423203,0.0847021,0,0.0291455,0.0135262,0.0120199,0.0202607,0.0189792,0.0154933,0.0101484,0.0273817,0.0261094,0.0203746,0,0.0200184,0.0656907,0.0284711,0,0,0.0242331,0,0,0.0500754,0.0654316,0.05171,0.0265923,0.00846829,0.0541161,0.0409776,0.123939,0.0526902,0.0193262,0.0527224,0.0285716,0.0683111,0.0462763,0.0157947,0.0218567,0.0210246,0.0278646,0.0293469,0.0391288,0.0426368,0
1781,0.0231959,0,0,0,0,0.0497475,0,0,0,0,0,0,0.0281072,0,0.0211941,0.0690327,0,0,0.0286518,0,0,0.0428188,0.0710593,0.0139924,0.00835076,0.0253254,0.04268,0.042067,0.0848693,0,0.0293396,0.0136459,0.011956,0.0202739,0.0189645,0.0157343,0.0100439,0.0272873,0.0260141,0.0211248,0,0.0194351,0.0658618,0.0285816,0,0,0.0242031,0,0,0.0500714,0.065288,0.0509847,0.0268752,0.00835104,0.0541066,0.040998,0.124004,0.0524608,0.019449,0.0528908,0.028762,0.0684711,0.0434553,0.0157857,0.0219434,0.0210226,0.0278667,0.0291798,0.0391762,0.0424851,0
1782,0.0229083,0,0,0,0,0.0496768,0,0,0,0,0,0,0.0260045,0,0,0.0689258,0,0,0.0287011,0,0,0.0426758,0.0716546,0.0149229,0.00852104,0.0259203,0.042208,0.0420569,0.0842892,0,0.0288439,0.0124336,0.0109312,0.0215831,0.0190972,0.0178242,0.00992393,0.0271502,0.0261363,0.0220346,0,0.0187064,0.0660814,0.0285233,0,0,0.0244465,0,0,0.0501971,0.0649873,0.0503929,0.0273087,0.00839456,0.0542125,0.0414695,0.124039,0.0522382,0.0194912,0.0531424,0.0290486,0.0686082,0.0410871,0.0158548,0.0219847,0.0210805,0.0277476,0.0292695,0.0392281,0.0422517,0
1783,0.0234704,0,0,0,0,0.0496945,0,0,0,0,0,0,0.0278555,0,0.0209274,0.0688173,0,0,0.0284608,0,0,0.0426468,0.0712721,0.0143008,0.00835378,0.0254208,0.0426799,0.0415084,0.0853994,0,0.0298627,0.0136705,0.0121484,0.0202926,0.0190408,0.0159667,0.00959206,0.027163,0.0258669,0.023104,0,0.0179133,0.0661536,0.0289064,0,0,0.0242212,0,0,0.0500934,0.0648715,0.049754,0.027525,0.00847934,0.0541867,0.0411617,0.124111,0.0520908,0.0195909,0.0533804,0.0294302,0.0686782,0.0382496,0.0156383,0.0220857,0.0210432,0.0279296,0.0287301,0.039201,0.0421481,0
1784,0.0236729,0,0,0,0,0.0497031,0,0,0,0,0,0,0.0282549,0,0.0206053,0.0686304,0,0,0.0282875,0,0,0.0425174,0.071421,0.0143584,0.00854061,0.0252527,0.0427642,0.041157,0.0856161,0,0.0301445,0.0135945,0.0118878,0.0203226,0.0192237,0.0155013,0.00943252,0.0270765,0.0258714,0.023891,0,0.0169812,0.0662886,0.029117,0,0,0.0242264,0,0,0.0501121,0.064525,0.0491529,0.0280202,0.0086008,0.0543276,0.0413095,0.124049,0.0520641,0.0195461,0.0538017,0.029896,0.0688607,0.0359112,0.0156146,0.0222036,0.0210276,0.0280247,0.0284173,0.0393335,0.0420631,0
1785,0.0239174,0,0,0,0,0.049704,0,0,0,0,0,0,0.0283019,0,0.0203194,0.0685648,0,0,0.0279882,0,0,0.0421655,0.071555,0.0145188,0.00868118,0.0252024,0.0427468,0.0407438,0.0857771,0,0.0304818,0.0135147,0.0116751,0.0203865,0.0193306,0.0154554,0.00923911,0.0269282,0.0261789,0.0245,0,0.0159471,0.0662824,0.0293594,0,0,0.0243277,0,0,0.0501717,0.0639913,0.0485628,0.0283474,0.008687,0.0544572,0.0414856,0.123918,0.0521851,0.0194153,0.0543528,0.0303331,0.0691363,0.0336945,0.0155821,0.022331,0.0209596,0.0281902,0.0280412,0.0396401,0.0420509,0
1786,0.0241558,0,0,0,0,0.0496676,0,0,0,0,0,0,0.0284334,0,0.0200164,0.0685012,0,0,0.0276945,0,0,0.0420606,0.0716678,0.0146935,0.00866106,0.0251468,0.0428753,0.0402441,0.0859484,0,0.030891,0.013404,0.0117381,0.0204867,0.0194831,0.0155354,0.00903629,0.026996,0.0260398,0.0249962,0,0.0148946,0.0663056,0.0296504,0,0,0.0244459,0,0,0.0501862,0.0634485,0.0478588,0.0285967,0.00881081,0.0546638,0.0417159,0.12375,0.0522942,0.0191885,0.0547884,0.0306741,0.0693909,0.0315223,0.0155394,0.0223918,0.0209584,0.0283277,0.0276386,0.0399345,0.0420695,0
1787,0.0244233,0,0,0,0,0.0496198,0,0,0,0,0,0,0.0287006,0,0.0197332,0.0684744,0,0,0.0273665,0,0,0.0420866,0.0718017,0.0149264,0.0086619,0.0251426,0.0430203,0.0397195,0.0860864,0,0.0313514,0.0132276,0.0117967,0.0205961,0.01965,0.0155651,0.00874113,0.026955,0.0255354,0.0254752,0,0.0139253,0.0662902,0.0299892,0,0,0.0245383,0,0,0.0501954,0.0628337,0.0466661,0.0288683,0.00894629,0.0548577,0.0420375,0.123582,0.0523875,0.0187596,0.0550877,0.0309255,0.0695178,0.0294052,0.0155316,0.0224666,0.0210395,0.0284552,0.0271905,0.0400655,0.0420264,0
1788,0.0246686,0,0,0,0,0.0495492,0,0,0,0,0,0,0.0290054,0,0.0195271,0.0684284,0,0,0.0269458,0,0,0.0418634,0.0719397,0.0151745,0.00863329,0.025186,0.043285,0.0391987,0.0862151,0,0.0318198,0.0130399,0.011811,0.020719,0.0198046,0.0156538,0.00850839,0.0268628,0.0252832,0.026435,0,0.0132514,0.0662621,0.0303759,0,0,0.0246287,0,0,0.0502133,0.0622079,0.0451664,0.0291717,0.00911784,0.055041,0.0424015,0.123486,0.0522735,0.0181649,0.0552244,0.0311259,0.0694931,0.0272749,0.0155249,0.0225284,0.0211176,0.0285504,0.0267582,0.0400786,0.0419624,0
1789,0.0248693,0,0,0,0,0.0494306,0,0,0,0,0,0,0.029367,0,0.0192871,0.0684078,0,0,0.0265291,0,0,0.0417944,0.0720541,0.0154109,0.00863678,0.0252233,0.0435431,0.0386312,0.0863557,0,0.0322653,0.0130551,0.0118053,0.0208506,0.0200054,0.0157464,0.00828302,0.0268359,0.0248396,0.0278518,0,0.0126757,0.0662125,0.0307912,0,0,0.0247181,0,0,0.0502639,0.0615128,0.043522,0.0294729,0.00917818,0.0553009,0.0428367,0.123447,0.0521326,0.0179691,0.0554002,0.0313892,0.0697578,0.0251486,0.0155317,0.0226114,0.0211845,0.0286299,0.0263864,0.0402656,0.041909,0
1790,0.0249955,0,0,0,0,0.0492771,0,0,0,0,0,0,0.0296692,0,0.0189947,0.0684205,0,0,0.0260895,0,0,0.0416835,0.0720837,0.0156237,0.00863157,0.0253431,0.0438093,0.0380744,0.0865582,0,0.0326627,0.0129935,0.0118252,0.0209661,0.0202235,0.0157863,0.0080825,0.0267958,0.0245032,0.029429,0,0.0121748,0.0662134,0.0312066,0,0,0.024794,0,0,0.0503211,0.0607997,0.0422759,0.0298223,0.00918476,0.0557002,0.0433464,0.123429,0.0519118,0.0181089,0.0558473,0.0317297,0.0705778,0.0231027,0.0155465,0.0226894,0.021249,0.0286733,0.0261373,0.0409472,0.0417733,0
1791,0.0251002,0,0,0,0,0.0491188,0,0,0,0,0,0,0.0300034,0,0.0186915,0.0685193,0,0,0.0256401,0,0,0.0414045,0.072018,0.0157361,0.00865229,0.0255143,0.043997,0.0375849,0.0868192,0,0.033051,0.0128119,0.0119261,0.0211073,0.0204507,0.0152823,0.00794774,0.0266618,0.0244783,0.0309414,0,0.0119152,0.0662667,0.0316135,0,0,0.024912,0,0,0.0503892,0.0601198,0.0414785,0.0302356,0.00922414,0.0561314,0.0439491,0.12341,0.0515474,0.0183514,0.0565111,0.0322787,0.0715717,0.021292,0.0156659,0.0227237,0.0213288,0.028632,0.0259526,0.0418341,0.0415401,0
1792,0.0251885,0,0,0,0,0.048973,0,0,0,0,0,0,0.030381,0,0.0184528,0.0686262,0,0,0.0252062,0,0,0.0409821,0.0718877,0.0158539,0.00869631,0.0257503,0.0441024,0.0372028,0.0871009,0,0.0334263,0.0127493,0.0121262,0.0212902,0.0206315,0.0145439,0.00788042,0.0263268,0.0246752,0.032154,0,0.0118764,0.0663403,0.0319779,0,0,0.02512,0,0,0.0504776,0.059587,0.0408118,0.030612,0.00923746,0.0564965,0.0446299,0.123434,0.0511697,0.0185644,0.0569938,0.0329488,0.0721617,0.0199607,0.0157919,0.0226862,0.0214199,0.0285439,0.0257745,0.0423938,0.0412762,0
1793,0.0252447,0,0,0,0,0.0488004,0,0,0,0,0,0,0.0308733,0,0.0182293,0.0684046,0,0,0.0249044,0,0,0.0408643,0.0717673,0.0159721,0.00873,0.0260062,0.0442613,0.0369221,0.0874152,0,0.0337625,0.0128117,0.0123536,0.0214981,0.0207819,0.0140564,0.00787857,0.0260081,0.0243263,0.0331714,0,0.0119698,0.0664129,0.0323147,0,0,0.0253181,0,0,0.0506078,0.0593123,0.040204,0.0308293,0.00929321,0.0567649,0.0453909,0.123432,0.0509201,0.0187175,0.0571797,0.0334544,0.0723163,0.0190106,0.0158491,0.022686,0.0214817,0.0284034,0.0256235,0.0425459,0.0410121,0
1794,0.0252925,0,0,0,0,0.0486779,0,0,0,0,0,0,0.0313959,0,0.018006,0.0681366,0,0,0.0246709,0,0,0.0408667,0.0716743,0.0160526,0.00874816,0.0262534,0.0444337,0.0367952,0.0876991,0,0.0340467,0.0128489,0.0126183,0.0217389,0.0209349,0.013671,0.00791017,0.0257145,0.023806,0.0340031,0,0.0120414,0.066456,0.0326028,0,0,0.0254488,0,0,0.0506933,0.0592363,0.0396617,0.0308626,0.00932414,0.0568573,0.0461986,0.123412,0.0507174,0.0188024,0.0571635,0.0336642,0.0723792,0.0183382,0.0160436,0.0226592,0.0215254,0.0282929,0.0254671,0.0425486,0.0409207,0
1795,0.0253719,0,0,0,0,0.048663,0,0,0,0,0,0,0.0319651,0,0.0178003,0.067998,0,0,0.0245314,0,0,0.0407043,0.0715811,0.0161138,0.00873603,0.0265073,0.0445469,0.0368302,0.0879429,0,0.0341937,0.0129103,0.0129204,0.0220163,0.0211059,0.0131797,0.00797671,0.0255087,0.0240231,0.0346466,0,0.0121772,0.0664554,0.0328069,0,0,0.0255332,0,0,0.0507669,0.0592241,0.0392924,0.0308548,0.00929197,0.0568382,0.0469692,0.12344,0.0505284,0.0188717,0.0571347,0.0337714,0.0724605,0.0178266,0.0162934,0.0226778,0.0216544,0.0282917,0.0253072,0.0425369,0.0409533,0
1796,0.0254863,0,0,0,0,0.0486679,0,0,0,0,0,0,0.0326076,0,0.0176145,0.0679336,0,0,0.0244971,0,0,0.0405586,0.0715203,0.0161712,0.0087453,0.0268384,0.0445511,0.0370039,0.0881369,0,0.0341911,0.0130751,0.0132526,0.0223356,0.0212783,0.0126307,0.00811551,0.0252693,0.0242116,0.034995,0,0.012383,0.0664276,0.0329544,0,0,0.0255749,0,0,0.0508224,0.0592288,0.0390486,0.0308513,0.00914404,0.0567516,0.0476333,0.123521,0.0504348,0.0189502,0.0571673,0.0338828,0.0725917,0.0175024,0.0164446,0.022671,0.0218591,0.0283416,0.0251967,0.0425723,0.041097,0
1797,0.0255833,0,0,0,0,0.0486449,0,0,0,0,0,0,0.0332224,0,0.0174355,0.0678812,0,0,0.0245479,0,0,0.0405101,0.0715419,0.0161992,0.00879697,0.0272007,0.0444294,0.0372934,0.0882718,0,0.0341208,0.0131376,0.0134815,0.0226611,0.0214343,0.0121358,0.00831776,0.0249825,0.024217,0.0352231,0,0.0125732,0.0663543,0.0330485,0,0,0.0255755,0,0,0.0508433,0.0592267,0.0387998,0.0308076,0.00893194,0.056655,0.0481895,0.123647,0.0504147,0.0190104,0.0572465,0.0340426,0.0727401,0.0173216,0.0165791,0.0226832,0.0220042,0.0283401,0.0251653,0.042657,0.0414593,0
1798,0.0256515,0,0,0,0,0.048603,0,0,0,0,0,0,0.0338557,0,0.0172578,0.0678421,0,0,0.0246188,0,0,0.0404539,0.0716149,0.0162214,0.00889987,0.0274764,0.0442534,0.0376911,0.0883287,0,0.0340778,0.0129836,0.0136625,0.0229215,0.0215429,0.0116818,0.00856301,0.0246211,0.0241833,0.0354286,0,0.0126663,0.0662661,0.0330687,0,0,0.0256016,0,0,0.0508603,0.0592157,0.0385416,0.0307521,0.00872578,0.0566348,0.0485657,0.123744,0.0504226,0.0189563,0.0573501,0.0342337,0.0728595,0.0171898,0.0167609,0.0227687,0.0220541,0.0282312,0.0251794,0.0427315,0.0418158,0
1799,0.0256755,0,0,0,0,0.0485135,0,0,0,0,0,0,0.0349502,0,0.0164418,0.0678063,0,0,0.0246489,0,0,0.0404521,0.0717239,0.017229,0.00902916,0.0276833,0.0440999,0.0381271,0.0883757,0,0.0339509,0.0129802,0.0139321,0.0226518,0.0212964,0.0105175,0.00883393,0.0244324,0.0242011,0.0355157,0,0.0127614,0.0662149,0.0330718,0,0,0.0256143,0,0,0.0509067,0.0591733,0.0383948,0.0308037,0.00852145,0.0567245,0.0488055,0.123842,0.0504568,0.0188469,0.0574598,0.0344184,0.0729444,0.0171888,0.0168325,0.0229147,0.0220616,0.028126,0.0252109,0.0427943,0.0420401,0
1800,0.0256215,0,0,0,0,0.0484697,0,0,0,0,0,0,0.0373201,0,0.0144359,0.0679004,0,0,0.0247213,0,0,0.0404104,0.071832,0.0208965,0.00919929,0.0277608,0.0439868,0.0385821,0.0884806,0,0.0338273,0.0136175,0.0144923,0.0211519,0.0202859,0.00825729,0.00903991,0.0241308,0.0242408,0.0353868,0,0.0128974,0.0661031,0.0330486,0,0,0.0255206,0,0,0.0509429,0.0591674,0.0382254,0.0308371,0.00834775,0.0568973,0.0489796,0.123918,0.0505466,0.0187773,0.0574789,0.0345089,0.0730213,0.0173255,0.0168414,0.023019,0.0220876,0.0281006,0.0252919,0.0428555,0.0422512,0
1801,0.0255369,0,0,0,0,0.0483795,0,0,0,0,0,0,0.0398674,0,0.0130988,0.0680307,0,0,0.0246727,0,0,0.0403047,0.0718662,0.0245843,0.00933127,0.0278064,0.0439304,0.0389672,0.0885624,0,0.033845,0.0141737,0.0152642,0.0197117,0.0193483,0.00770488,0.00926717,0.023996,0.0243289,0.0350499,0,0.0130611,0.0660221,0.0330242,0,0,0.0254962,0,0,0.0509456,0.0591915,0.0380536,0.030909,0.00827388,0.0571641,0.0490948,0.123991,0.0506041,0.0187342,0.057568,0.0345718,0.0730761,0.0175057,0.0168077,0.0230568,0.022078,0.0281047,0.0254225,0.0429035,0.0424044,0
1802,0.0254072,0,0,0,0,0.0484654,0,0,0,0,0,0,0.0345735,0,0.0146132,0.0681491,0,0,0.0242419,0,0,0.0404956,0.071695,0.0185509,0.00941923,0.0245606,0.043569,0.0394846,0.089877,0,0.0334519,0.0126644,0.0156966,0.0247194,0.0238941,0.0109405,0.00978836,0.0232473,0.0245511,0.0329391,0,0.0129382,0.0662148,0.0328747,0,0,0.025257,0,0,0.0511898,0.0594968,0.0380993,0.0311118,0.00825598,0.0571008,0.0493012,0.123941,0.0501742,0.0188312,0.0579882,0.0344216,0.073602,0.0186911,0.0167576,0.0224816,0.0224461,0.0282878,0.0255041,0.0433687,0.0421532,0
1803,0.0253021,0,0,0,0,0.0483866,0,0,0,0,0,0,0.0350394,0,0.0143344,0.0682737,0,0,0.024149,0,0,0.04051,0.0716074,0.0191257,0.00951864,0.0239878,0.0435511,0.0397351,0.0903385,0,0.0336452,0.0126412,0.0158701,0.0249108,0.0241734,0.0107101,0.00990288,0.0229278,0.0243355,0.0324544,0,0.0130886,0.0661481,0.0328923,0,0,0.025249,0,0,0.0512195,0.0594923,0.0379027,0.0312132,0.00834748,0.0573894,0.0493543,0.123983,0.05019,0.0186228,0.0580855,0.0347163,0.0736923,0.0190941,0.0166331,0.0225039,0.0224421,0.0282862,0.0256088,0.0434068,0.0420961,0
1804,0.0251359,0,0,0,0,0.0481822,0,0,0,0,0,0,0.0351163,0,0.0142961,0.068351,0,0,0.0240793,0,0,0.0405553,0.0715555,0.0194779,0.00958219,0.0238109,0.0435566,0.0399507,0.090761,0,0.0337953,0.0127877,0.0158334,0.0248512,0.024188,0.0106171,0.0100184,0.0226217,0.0240434,0.0319193,0,0.0132427,0.0661138,0.0329091,0,0,0.025238,0,0,0.051221,0.0594688,0.0376996,0.0313306,0.00838704,0.0576454,0.0494346,0.123991,0.0503631,0.0185165,0.0580956,0.0349948,0.0737687,0.0195811,0.0165431,0.0225367,0.0224745,0.0282081,0.025754,0.0434949,0.0421025,0
1805,0.0249385,0,0,0,0,0.0478415,0,0,0,0,0,0,0.0349663,0,0.0144491,0.0683976,0,0,0.0241273,0,0,0.0405363,0.0715349,0.0195297,0.00960556,0.0240311,0.0435923,0.0401405,0.091001,0,0.0339837,0.0129496,0.0157744,0.0246929,0.0239165,0.0106113,0.0100949,0.022431,0.0238688,0.0313728,0,0.0134167,0.0660747,0.032903,0,0,0.0252554,0,0,0.0512227,0.0594203,0.0375772,0.0314006,0.00846698,0.0578598,0.0495262,0.12401,0.050623,0.0185014,0.0580862,0.0352625,0.0738002,0.0200501,0.0165055,0.0225903,0.0225312,0.0281009,0.0259311,0.0435643,0.0421012,0
1806,0.024751,0,0,0,0,0.047683,0,0,0,0,0,0,0.0346533,0,0.0147292,0.0684611,0,0,0.0241981,0,0,0.040435,0.0715366,0.0193046,0.00957402,0.0246391,0.043643,0.0402923,0.0908278,0,0.0345456,0.0130586,0.0155424,0.0242683,0.0234574,0.0107224,0.0101175,0.0222163,0.0237905,0.0309959,0,0.0135519,0.0659968,0.0328907,0,0,0.0252641,0,0,0.0511925,0.0593832,0.0374426,0.0313445,0.00848632,0.0580409,0.049579,0.123998,0.0507557,0.0185129,0.0580996,0.0354878,0.0738206,0.0204446,0.0164281,0.0227061,0.0225699,0.0280672,0.0261238,0.0435837,0.0421794,0
1807,0.0246517,0,0,0,0,0.0474156,0,0,0,0,0,0,0.0405963,0,0.0132188,0.0685485,0,0,0.0245683,0,0,0.0400984,0.0717177,0.0260262,0.00950236,0.0282073,0.0440371,0.0402259,0.0895654,0,0.035966,0.0146649,0.0154679,0.0186362,0.0184264,0.0075701,0.00981199,0.0226025,0.0235482,0.0314419,0,0.0138769,0.065671,0.0330207,0,0,0.0255222,0,0,0.0509476,0.0591509,0.0372587,0.0309761,0.00858831,0.0584885,0.0494379,0.12409,0.0510473,0.0184395,0.0579965,0.0358888,0.0735584,0.02018,0.0164234,0.0234669,0.0222608,0.028049,0.0263951,0.0433092,0.0423873,0
1808,0.024567,0,0,0,0,0.0473448,0,0,0,0,0,0,0.0381839,0,0.0142842,0.0684781,0,0,0.0246086,0,0,0.0400382,0.0717313,0.0225971,0.0093178,0.0284321,0.0440417,0.0403916,0.0895885,0,0.0363587,0.0139074,0.0146894,0.0200519,0.0191842,0.00734414,0.00983048,0.0223873,0.0235333,0.0308316,0,0.0139686,0.0656842,0.0330658,0,0,0.0255232,0,0,0.0509809,0.0590792,0.0372113,0.0308272,0.0086674,0.0585178,0.0494345,0.124055,0.0512616,0.0183484,0.0580495,0.0360311,0.0735644,0.0207401,0.016435,0.023529,0.0223133,0.0280917,0.0265684,0.0432553,0.0424905,0
1809,0.0245304,0,0,0,0,0.0473017,0,0,0,0,0,0,0.0358625,0,0.0162126,0.0683208,0,0,0.0246114,0,0,0.0399721,0.0717606,0.0187155,0.00904624,0.0286766,0.0440593,0.0405986,0.0894797,0,0.0364812,0.0130779,0.0139149,0.0219058,0.0202244,0.00924817,0.00992332,0.0222069,0.0234504,0.030228,0,0.0140983,0.0657039,0.0331069,0,0,0.0254997,0,0,0.0509546,0.0590214,0.0372476,0.0306936,0.00885257,0.0585048,0.04942,0.124012,0.0515722,0.018207,0.0579887,0.0361594,0.0734943,0.021307,0.0164324,0.0235061,0.0223008,0.0277172,0.0266727,0.043178,0.0426155,0
1810,0.0245196,0,0,0,0,0.0472731,0,0,0,0,0,0,0.034827,0,0.0172423,0.0681231,0,0,0.0246724,0,0,0.0399474,0.0717942,0.017016,0.00870652,0.0288879,0.0441239,0.0408019,0.0892996,0,0.0364625,0.0126202,0.0137063,0.0228802,0.0206594,0.0107913,0.0100752,0.0220243,0.0233716,0.0295828,0,0.0142657,0.0656545,0.0331061,0,0,0.0254455,0,0,0.0509338,0.0590471,0.0373673,0.0304403,0.00856973,0.0584695,0.0493524,0.124016,0.0518209,0.0181777,0.0579277,0.0362448,0.0733851,0.0220301,0.016469,0.0235111,0.0222799,0.0277136,0.026757,0.0430828,0.0427645,0
1811,0.0245951,0,0,0,0,0.0472488,0,0,0,0,0,0,0.0342843,0,0.0173086,0.0679777,0,0,0.0247344,0,0,0.0399257,0.0718283,0.0168551,0.00834858,0.028929,0.0442261,0.0409992,0.0891217,0,0.0364179,0.0123761,0.0137978,0.0229931,0.0206021,0.0111078,0.0102161,0.021832,0.0233558,0.0289544,0,0.014412,0.0656126,0.0331129,0,0,0.0253446,0,0,0.0509807,0.0590526,0.0374825,0.0301608,0.00836023,0.0584432,0.049236,0.124011,0.0520087,0.0182,0.0578572,0.0362822,0.0733241,0.0227532,0.0164317,0.0236743,0.0223041,0.0280244,0.0267972,0.0430114,0.0430253,0
1812,0.0246972,0,0,0,0,0.0473116,0,0,0,0,0,0,0.0335309,0,0.0174294,0.0679563,0,0,0.0248132,0,0,0.039801,0.0718515,0.0167319,0.00801892,0.0289322,0.0441837,0.04133,0.0889391,0,0.0363561,0.0121665,0.0138135,0.0229739,0.0204971,0.0113944,0.0102538,0.0213889,0.023414,0.0283104,0,0.0145094,0.0655305,0.0330907,0,0,0.0252038,0,0,0.0510016,0.0589956,0.0376306,0.0298875,0.00827196,0.058291,0.0490788,0.123992,0.052113,0.0182035,0.0577772,0.0363021,0.0733222,0.0234389,0.0162902,0.023773,0.0223534,0.0277048,0.0267807,0.0430059,0.043297,0
1813,0.0245125,0,0,0,0,0.0472538,0,0,0,0,0,0,0.030733,0,0,0.0677412,0,0,0.0248752,0,0,0.0397743,0.0721025,0.016257,0.00829687,0.0295396,0.0439563,0.0417584,0.0880552,0,0.0357038,0.0108341,0.012784,0.0241761,0.0208326,0.014093,0.010485,0.0211894,0.0234277,0.0275994,0,0.0146665,0.0656199,0.032987,0,0,0.025218,0,0,0.0510824,0.0588345,0.0377597,0.0298758,0.0082317,0.0583199,0.0492445,0.12402,0.05225,0.0181416,0.0576565,0.0363301,0.073306,0.0243366,0.0162065,0.0238054,0.0223938,0.0273521,0.0270247,0.0430041,0.0433784,0
1814,0.0250415,0,0,0,0,0.0472152,0,0,0,0,0,0,0.0323309,0,0.0177841,0.0677991,0,0,0.0247437,0,0,0.0397219,0.0718578,0.0163743,0.00735335,0.0288056,0.0443048,0.0417551,0.0886522,0,0.0362757,0.0118333,0.0134915,0.0227701,0.0202582,0.0123237,0.0105761,0.0209957,0.023299,0.0272363,0,0.0148105,0.0655058,0.033165,0,0,0.0249937,0,0,0.0509739,0.0587804,0.0378333,0.0295252,0.00806851,0.0582096,0.0487713,0.124113,0.0524272,0.0181886,0.0574688,0.036301,0.0731937,0.0248758,0.0162748,0.0238096,0.0222899,0.0273513,0.026773,0.0428904,0.0435049,0
1815,0.0252296,0,0,0,0,0.0472073,0,0,0,0,0,0,0.0322325,0,0.0178088,0.0677595,0,0,0.0247346,0,0,0.0397116,0.0717857,0.0161456,0.00700782,0.0284731,0.0444359,0.0419771,0.0886678,0,0.0363664,0.0116651,0.0131847,0.0226827,0.0201836,0.0124112,0.0106991,0.0208364,0.023356,0.0267034,0,0.0148905,0.0655242,0.0332332,0,0,0.0248309,0,0,0.0509134,0.0586887,0.0378509,0.0293499,0.00799491,0.0581855,0.048735,0.124186,0.0525879,0.0181992,0.0574839,0.0363091,0.0731455,0.0255421,0.0164039,0.0237475,0.0223249,0.0273484,0.0267881,0.0428244,0.0436104,0
1816,0.0254356,0,0,0,0,0.0472055,0,0,0,0,0,0,0.0319298,0,0.0179598,0.06781,0,0,0.0247261,0,0,0.0396554,0.0716302,0.0159409,0.00671089,0.0283198,0.0445896,0.0421925,0.0886478,0,0.0365397,0.0115872,0.0129493,0.0225768,0.020087,0.0126148,0.0108459,0.0206595,0.023484,0.0262164,0,0.014876,0.0656068,0.0333235,0,0,0.0247169,0,0,0.0509088,0.0585729,0.0378337,0.0291236,0.00793604,0.0581557,0.0486921,0.124289,0.0526924,0.0182301,0.0576985,0.0363525,0.0731224,0.0261356,0.0163818,0.0237333,0.0223942,0.0273056,0.026835,0.0427871,0.0438385,0
