Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,,RTIBA
462,0.0215749,0,0,0,0,0.0477692,0,0,0,0,0,0,0.0258864,0,0.0242178,0.0684323,0,0,0.0291483,0,0,0.0451578,0.0766494,0.0195812,0.00795215,0.00952335,0.040281,0.043455,0.0756703,0.0458743,0.0951154,0.0118644,0.0122755,0.0273542,0.0279306,0.0225972,0.00928657,0.0366912,0.0236432,0.0257932,0,0.0199218,0.0658172,0.0310061,0,0,0.0248445,0,0,0.0494724,0.0569495,0.0551778,0.0242142,0.018337,0.0585119,0.0413904,0,0,0.0764799,0.0238533,0.0521884,0.0372689,0.0671599,0.0709481,0.0148746,0.0240623,0.0202514,0.0250487,0.0331855,0,0.0287025
463,0.0216409,0,0,0,0,0.0477637,0,0,0,0,0,0,0.025795,0,0.0242465,0.0685639,0,0,0.0291024,0,0,0.0451695,0.0766337,0.0195969,0.00797937,0.00966886,0.0402521,0.0432614,0.075601,0.0458255,0.0949158,0.0119612,0.0122639,0.0273414,0.0279018,0.022186,0.0091867,0.0367867,0.0236721,0.0237049,0,0.0194759,0.0656768,0.0310378,0,0,0.0248009,0,0,0.0494799,0.056991,0.0543872,0.024071,0.0192718,0.058517,0.041311,0,0,0.0766004,0.0238477,0.0523251,0.0373192,0.0672961,0.0657909,0.0147532,0.024108,0.0202681,0.0250764,0.0330591,0,0.0292475
464,0.0217559,0,0,0,0,0.0477235,0,0,0,0,0,0,0.0259662,0,0.0242744,0.0686437,0,0,0.0290338,0,0,0.0451509,0.076641,0.0195024,0.00804381,0.00982334,0.0403501,0.0430383,0.0755373,0.0457904,0.0947131,0.0120324,0.0123544,0.0272947,0.0279183,0.0217593,0.00907513,0.0368917,0.0237151,0.0219696,0,0.0190217,0.0655819,0.031073,0,0,0.0248078,0,0,0.0495059,0.0570734,0.0536173,0.0239709,0.0197815,0.0585164,0.0412057,0,0,0.0766276,0.0238412,0.0523752,0.0373583,0.0674017,0.060252,0.0146847,0.0240446,0.0201776,0.0251135,0.0329241,0,0.0296443
465,0.0218895,0,0,0,0,0.0477011,0,0,0,0,0,0,0.0262311,0,0.024389,0.0686477,0,0,0.0289696,0,0,0.0451326,0.0766819,0.0195538,0.00809756,0.00989171,0.0403953,0.0428316,0.0754825,0.0457075,0.0947203,0.0120976,0.0124153,0.0272384,0.0279834,0.0212394,0.00897533,0.0369812,0.0237699,0.0208385,0,0.0185085,0.0655321,0.0311268,0,0,0.0247251,0,0,0.0494762,0.0572021,0.0528347,0.0239217,0.0199269,0.0585299,0.0410768,0,0,0.0764997,0.0238063,0.0523296,0.0373846,0.0673414,0.0545309,0.0145662,0.0241499,0.0201667,0.0251216,0.0327801,0,0.0299738
466,0.0220429,0,0,0,0,0.0477137,0,0,0,0,0,0,0.0267221,0,0.0244915,0.0686438,0,0,0.0289302,0,0,0.0451461,0.0767338,0.0196656,0.00814207,0.00987284,0.0404638,0.0426935,0.0754248,0.045532,0.0946838,0.0121561,0.0123737,0.0273374,0.0280749,0.0205817,0.00889538,0.0370612,0.023841,0.0205916,0,0.0180492,0.0655993,0.0311804,0,0,0.0246208,0,0,0.0494428,0.0573992,0.0521787,0.0239066,0.0198641,0.0585703,0.0409511,0,0,0.0763026,0.0237711,0.0522572,0.0373316,0.0673066,0.0488352,0.0144016,0.0241871,0.0201843,0.0251277,0.0326642,0,0.030257
467,0.0222143,0,0,0,0,0.0477214,0,0,0,0,0,0,0.0271178,0,0.0245604,0.0684992,0,0,0.0289259,0,0,0.045146,0.076775,0.019727,0.00811243,0.0099507,0.0404382,0.0425726,0.0753799,0.0453453,0.0946122,0.0122269,0.0122701,0.0274413,0.0281068,0.0200426,0.00880543,0.0371085,0.0238783,0.0213519,0,0.0176106,0.0657802,0.0312057,0,0,0.0246161,0,0,0.0494064,0.0576483,0.0516374,0.023895,0.0195992,0.0586122,0.0408186,0,0,0.0760763,0.0237913,0.0521747,0.0372657,0.0673954,0.0431251,0.0143471,0.024098,0.0201713,0.0251495,0.0325772,0,0.0304842
468,0.0223565,0,0,0,0,0.0477366,0,0,0,0,0,0,0.0271881,0,0.0246832,0.0682928,0,0,0.0289663,0,0,0.0451491,0.0767996,0.0197578,0.00798587,0.0101146,0.040549,0.0424711,0.0753441,0.0454033,0.0945487,0.0122931,0.0123027,0.0275092,0.0280619,0.0198304,0.00873124,0.0371768,0.0238952,0.0231255,0,0.0171545,0.0660053,0.0312291,0,0,0.0245608,0,0,0.0493548,0.0579492,0.0510928,0.023898,0.0191448,0.05866,0.040674,0,0,0.0758307,0.0238707,0.0520588,0.0372018,0.0674471,0.0375365,0.0142827,0.0241198,0.0201515,0.0251832,0.0325173,0,0.0306505
469,0.0226418,0,0,0,0,0.0477883,0,0,0,0,0,0,0.0295157,0,0,0.0696374,0,0,0.0289698,0,0,0.045175,0.0769749,0.0164979,0.00895977,0.0126642,0.0409322,0.0423996,0.0730419,0,0.0977697,0.0102693,0.00868735,0.0268686,0.0260904,0.0134901,0.00870304,0.0372994,0.0239298,0.02554,0,0.0169041,0.0656016,0.0313174,0,0,0.0244335,0,0,0.0493359,0.0586384,0.0507137,0.0233982,0.018389,0.0586978,0.040366,0,0,0.07568,0.0241325,0.0517107,0.0369477,0.0672599,0.0327095,0.0141767,0.0241361,0.020144,0.0252606,0.032308,0,0.0304842
470,0.0226004,0,0,0,0,0.0478297,0,0,0,0,0,0,0.0278446,0,0.0247662,0.0679576,0,0,0.0290078,0,0,0.0452305,0.0769109,0.0198754,0.00788865,0.0100487,0.0404509,0.0423435,0.0752082,0.0453716,0.0943761,0.0124878,0.0124333,0.0276184,0.028202,0.0189089,0.00870526,0.0374033,0.0239438,0.0284207,0,0.0162952,0.0665076,0.0312576,0,0,0.0244285,0,0,0.0494125,0.0584564,0.0498989,0.0239453,0.0177792,0.0587588,0.0403445,0,0,0.0755589,0.0243206,0.0519005,0.0371719,0.0674963,0.0280873,0.0142501,0.0241706,0.0201629,0.0252133,0.032354,0,0.0308118
471,0.0227546,0,0,0,0,0.0478936,0,0,0,0,0,0,0.0281565,0,0.0247834,0.0679354,0,0,0.0289928,0,0,0.0452582,0.0769613,0.0199124,0.00804713,0.00992222,0.0404896,0.0422651,0.0751302,0.0451537,0.0943905,0.0125152,0.0124199,0.0276344,0.0282708,0.0188333,0.00867557,0.0374505,0.0239304,0.0311915,0,0.0160556,0.0667698,0.0312847,0,0,0.0243385,0,0,0.0493899,0.0586693,0.0493328,0.0243175,0.017039,0.0587978,0.0401468,0,0,0.0755087,0.0246799,0.0518537,0.0371851,0.0676425,0.024242,0.0142666,0.0242557,0.0200752,0.0252544,0.0322258,0,0.0308421
472,0.0229091,0,0,0,0,0.0479682,0,0,0,0,0,0,0.0283942,0,0.0248431,0.067824,0,0,0.0289441,0,0,0.0452547,0.0770156,0.0199904,0.00815136,0.00984032,0.04044,0.0421412,0.0750815,0.0450491,0.0943822,0.0125559,0.0124321,0.0276631,0.0283396,0.018627,0.00865364,0.0374819,0.0239124,0.0337409,0,0.0156366,0.0670907,0.0313075,0,0,0.0242314,0,0,0.0493646,0.0588071,0.0487121,0.0247727,0.0162907,0.0588822,0.0399419,0,0,0.0756474,0.0250847,0.0519151,0.037262,0.0678672,0.0211068,0.014244,0.0243161,0.0199766,0.0252568,0.0321212,0,0.0309553
473,0.0230754,0,0,0,0,0.0480012,0,0,0,0,0,0,0.0285488,0,0.0249448,0.0676441,0,0,0.0288828,0,0,0.0452453,0.0770991,0.0200773,0.00824163,0.00973147,0.0402496,0.0419441,0.0749844,0.0450515,0.094355,0.0126459,0.0124912,0.0276833,0.0284123,0.0182074,0.00864097,0.0375566,0.0238889,0.0361084,0,0.0150247,0.0674777,0.0313312,0,0,0.0240782,0,0,0.0493088,0.0588581,0.0479776,0.0252546,0.0155298,0.0590538,0.0397242,0,0,0.0759338,0.0255308,0.052062,0.0374087,0.0681564,0.018909,0.0141923,0.0243713,0.0199596,0.0252524,0.032015,0,0.0310707
474,0.0232557,0,0,0,0,0.0480433,0,0,0,0,0,0,0.0285643,0,0.0250159,0.0674792,0,0,0.0288407,0,0,0.045253,0.0771134,0.0201393,0.00830501,0.00958113,0.040185,0.0417981,0.0748972,0.0451092,0.0943611,0.0126875,0.0125201,0.0277513,0.0284665,0.0180643,0.00860553,0.0376345,0.023932,0.0385265,0,0.0145132,0.0679316,0.0313752,0,0,0.0238881,0,0,0.0492758,0.0589065,0.0471933,0.0257371,0.0147487,0.0592468,0.0395097,0,0,0.0763109,0.0259898,0.0522251,0.0375724,0.0684889,0.01742,0.0141609,0.0243805,0.0198843,0.0253021,0.0318873,0,0.0311905
475,0.0234522,0,0,0,0,0.048117,0,0,0,0,0,0,0.0285517,0,0.0250598,0.0673683,0,0,0.0288112,0,0,0.0452628,0.0770841,0.0201922,0.00841016,0.00928578,0.0401774,0.0416657,0.0748267,0.0451406,0.0943747,0.0126738,0.0125045,0.0277751,0.0284625,0.0182153,0.00856445,0.0377022,0.0239506,0.0404999,0,0.0141396,0.0683984,0.0314677,0,0,0.0236193,0,0,0.0492844,0.0588507,0.0464038,0.0263742,0.0139942,0.0594601,0.0392996,0,0,0.0767702,0.0264757,0.0523725,0.0377622,0.0688211,0.0165698,0.0140401,0.0245401,0.0198532,0.0253643,0.0317377,0,0.0313868
476,0.023653,0,0,0,0,0.048187,0,0,0,0,0,0,0.0285113,0,0.02517,0.0672244,0,0,0.0287644,0,0,0.0452472,0.0770379,0.0202493,0.00850975,0.00899503,0.0400482,0.0415111,0.0747512,0.0451775,0.0944029,0.012692,0.0125259,0.0277217,0.0284422,0.0182732,0.00853157,0.0377418,0.0239149,0.0420562,0,0.0138189,0.0689058,0.0315503,0,0,0.0234593,0,0,0.0492977,0.0586984,0.0456082,0.0270843,0.0132326,0.0596939,0.0390772,0,0,0.0772635,0.0269442,0.0525277,0.0379701,0.0691765,0.0162062,0.0139573,0.0247017,0.0198703,0.0254419,0.0316055,0,0.0315869
477,0.0238372,0,0,0,0,0.0482485,0,0,0,0,0,0,0.0285543,0,0.0253369,0.0671005,0,0,0.0286799,0,0,0.0452516,0.0770948,0.0203181,0.00862059,0.00880689,0.0400254,0.0413506,0.0746355,0.0451794,0.0943606,0.0127193,0.0125607,0.0275776,0.0284499,0.0183458,0.00848916,0.0378192,0.0239058,0.0433355,0,0.0135585,0.0693923,0.0316217,0,0,0.0233338,0,0,0.0492922,0.0584662,0.0448004,0.0278425,0.0125536,0.0599296,0.038858,0,0,0.0777544,0.0273908,0.0527089,0.0381439,0.0696061,0.0161681,0.013838,0.0247612,0.0199015,0.0254885,0.0314956,0,0.0317294
478,0.02402,0,0,0,0,0.0482811,0,0,0,0,0,0,0.0286538,0,0.02539,0.066965,0,0,0.0285903,0,0,0.0452898,0.077167,0.0202513,0.00871882,0.00865817,0.0401184,0.0411912,0.074524,0.0451478,0.09428,0.0127729,0.0126037,0.0273703,0.0285386,0.0183219,0.00843993,0.0379055,0.023891,0.0445451,0,0.0133777,0.0698285,0.0316246,0,0,0.0232724,0,0,0.049243,0.0582407,0.0441125,0.0284905,0.0119992,0.0601748,0.0386799,0,0,0.0781911,0.0278238,0.0529259,0.0383577,0.0700218,0.016415,0.0138095,0.0248401,0.0199553,0.0255239,0.0313953,0,0.0318706
479,0.0242038,0,0,0,0,0.0482999,0,0,0,0,0,0,0.0288272,0,0.0253863,0.0668421,0,0,0.0285225,0,0,0.0453059,0.077219,0.0202759,0.00880868,0.00863624,0.040232,0.0410326,0.0743995,0.0451348,0.0942393,0.0128321,0.0126137,0.0275458,0.0285514,0.0181662,0.00839614,0.0379746,0.0238788,0.0457215,0,0.0132351,0.0702364,0.0315454,0,0,0.0231749,0,0,0.0492312,0.0580411,0.0436013,0.0290318,0.0115644,0.0603897,0.0384981,0,0,0.078558,0.0282235,0.0531731,0.0386106,0.070433,0.0168304,0.0138044,0.0248316,0.0198637,0.0254997,0.0312716,0,0.031989
480,0.024354,0,0,0,0,0.0483524,0,0,0,0,0,0,0.0291044,0,0.0254264,0.0667879,0,0,0.0284563,0,0,0.045282,0.0772659,0.0204159,0.00891356,0.00851837,0.0403235,0.0408798,0.0742817,0.0450777,0.0941718,0.0129094,0.0126858,0.0276691,0.0286056,0.0178832,0.00835006,0.0380304,0.0238748,0.0468037,0,0.0131271,0.0706094,0.0316003,0,0,0.0229982,0,0,0.049225,0.0578902,0.0430619,0.0294877,0.0112028,0.0605735,0.0383223,0,0,0.0788301,0.0285773,0.053407,0.0388623,0.0708191,0.0172568,0.0137437,0.0250175,0.0198041,0.0255281,0.0311401,0,0.0320484
481,0.0244959,0,0,0,0,0.0484114,0,0,0,0,0,0,0.0292881,0,0.0254663,0.0667533,0,0,0.0283708,0,0,0.0452613,0.0773294,0.0205419,0.00903225,0.00828756,0.0404226,0.0407179,0.0741347,0.0450101,0.0940983,0.0130434,0.0128073,0.0276345,0.0286179,0.0176514,0.00832277,0.038094,0.023899,0.047727,0,0.0130716,0.0709131,0.0316898,0,0,0.0228476,0,0,0.0492277,0.0577796,0.0424375,0.0298285,0.0109878,0.0607575,0.0381172,0,0,0.079017,0.0288869,0.0535911,0.0391252,0.0711633,0.0175918,0.0137567,0.0252518,0.019792,0.0255834,0.0310271,0,0.0320615
482,0.0246166,0,0,0,0,0.0484487,0,0,0,0,0,0,0.0295845,0,0.0254358,0.0667262,0,0,0.0282877,0,0,0.0452569,0.0773787,0.0206386,0.00914556,0.00803109,0.0404692,0.040566,0.0739874,0.0450027,0.0940132,0.0131816,0.0129846,0.0276244,0.0286928,0.0172566,0.00827917,0.0381311,0.0238999,0.0484365,0,0.0129961,0.0711015,0.0317733,0,0,0.0227228,0,0,0.049243,0.0577678,0.0419619,0.0300709,0.0109074,0.0609179,0.0379027,0,0,0.0790534,0.0291195,0.0537296,0.0393316,0.0714059,0.0178787,0.0137687,0.0254382,0.0197924,0.0256361,0.0309538,0,0.0320472
483,0.0247213,0,0,0,0,0.048524,0,0,0,0,0,0,0.0300313,0,0.0253348,0.0666724,0,0,0.0282134,0,0,0.0452426,0.0773723,0.0205998,0.00918926,0.00789547,0.040485,0.0404319,0.0738528,0.0450533,0.0939524,0.0133123,0.0130908,0.0276779,0.0288493,0.0168432,0.00823117,0.0381162,0.023851,0.0489433,0,0.0129247,0.0712223,0.0318239,0,0,0.0226333,0,0,0.0492439,0.0578962,0.0416436,0.0302165,0.0108602,0.061055,0.0377082,0,0,0.0790001,0.0292716,0.053824,0.0394748,0.0715251,0.0180065,0.0137812,0.0255312,0.0197742,0.0256308,0.030952,0,0.032014
484,0.0248053,0,0,0,0,0.0486385,0,0,0,0,0,0,0.0304736,0,0.025199,0.0666623,0,0,0.0281454,0,0,0.0452318,0.0773186,0.0205473,0.0091928,0.00788958,0.0404619,0.0403192,0.0737488,0.0450394,0.0939791,0.0134354,0.0131792,0.0278434,0.0289553,0.0163776,0.00819665,0.0381131,0.0237923,0.0489465,0,0.0129635,0.0712889,0.0318302,0,0,0.0225668,0,0,0.0492497,0.0581437,0.0414006,0.0301833,0.0108007,0.0611587,0.0375544,0,0,0.0788372,0.0293256,0.053894,0.0395176,0.07151,0.0178848,0.0138302,0.0256372,0.0197435,0.0255737,0.0309699,0,0.03199
485,0.0248756,0,0,0,0,0.0487667,0,0,0,0,0,0,0.0307667,0,0.0250548,0.0667042,0,0,0.0280996,0,0,0.0452428,0.0772515,0.0205995,0.00920067,0.00789866,0.040395,0.0401785,0.0736802,0.0450697,0.0940435,0.0135549,0.0133006,0.0279391,0.0290362,0.0158351,0.00821131,0.0381746,0.0237549,0.0485131,0,0.0130762,0.0712143,0.0318578,0,0,0.0224966,0,0,0.0492811,0.0584865,0.0413609,0.0299599,0.0106892,0.0612325,0.0374807,0,0,0.0785765,0.0292571,0.053912,0.0395524,0.0713509,0.0175494,0.0139243,0.0258305,0.0197513,0.0255018,0.0309462,0,0.0320231
486,0.0249301,0,0,0,0,0.0488811,0,0,0,0,0,0,0.0308762,0,0.0248231,0.066805,0,0,0.0280605,0,0,0.0452656,0.0771875,0.0207367,0.00924423,0.00791397,0.0403997,0.0400079,0.0736323,0.0451641,0.0941145,0.0136887,0.0135384,0.0280176,0.0291826,0.0153244,0.00823011,0.0382605,0.0237681,0.0476625,0,0.0131652,0.0709833,0.0319316,0,0,0.022418,0,0,0.0493154,0.0588976,0.0416371,0.0297203,0.0105918,0.0612601,0.0374999,0,0,0.0782474,0.0290382,0.0538997,0.039519,0.0712426,0.0170675,0.0140263,0.0258811,0.019701,0.0254889,0.0308838,0,0.0321307
487,0.0249648,0,0,0,0,0.0489608,0,0,0,0,0,0,0.0312618,0,0.0246719,0.0668142,0,0,0.0280176,0,0,0.0452513,0.0769904,0.0209062,0.00919736,0.00775904,0.0402936,0.0397906,0.0736221,0.04521,0.0942174,0.0137666,0.0137988,0.0281873,0.0293124,0.0147742,0.00816902,0.0383379,0.0238147,0.0463275,0,0.0132014,0.0707209,0.0320265,0,0,0.0224396,0,0,0.0493879,0.0593026,0.0419355,0.0293693,0.0107262,0.061264,0.0376582,0,0,0.0778074,0.0286242,0.0539105,0.0395029,0.0711728,0.0164656,0.0141635,0.025907,0.0196829,0.0255377,0.0308212,0,0.0322645
488,0.0234641,0,0,0,0,0.0487228,0,0,0,0,0,0,0.0320346,0,0,0.0685523,0,0,0.0289149,0,0,0.0455615,0.075842,0.0174406,0.00842466,0.0105469,0.0412151,0.0419802,0.0702066,0,0.0982615,0.0118379,0.0106,0.0274506,0.0269369,0.0108504,0.00921423,0.0383476,0.0239924,0.0508088,0,0.0106739,0.0712913,0.0309653,0,0,0.0231429,0,0,0.0497528,0,0.0421904,0.0284224,0.0112033,0.0596855,0.0389244,0,0,0.0746805,0.0261939,0.0548447,0.0402105,0.0720365,0.0207546,0.014598,0.025871,0.0198466,0.0247695,0.0323067,0,0.0344138
489,0.0251158,0,0,0,0,0.0491045,0,0,0,0,0,0,0.0316141,0,0.0244402,0.0672218,0,0,0.0279244,0,0,0.0451587,0.0763694,0.0209543,0.00946685,0.00741101,0.0399371,0.0393124,0.0736666,0.0453035,0.0945821,0.0139747,0.0140075,0.0282146,0.0295083,0.014522,0.00789761,0.0384603,0.0238447,0.0428056,0,0.0133405,0.0698673,0.0323409,0,0,0.0227419,0,0,0.0496207,0.0601333,0.0429927,0.0284432,0.0115072,0.061102,0.0382924,0,0,0.0768261,0.0271817,0.0538693,0.0394212,0.0708102,0.0157755,0.0144976,0.0258993,0.019727,0.0257525,0.030607,0,0.032564
490,0.0252405,0,0,0,0,0.049233,0,0,0,0,0,0,0.0316422,0,0.024194,0.0674397,0,0,0.0278586,0,0,0.0451253,0.0760863,0.0211003,0.00961212,0.00704422,0.0400225,0.0389746,0.0737092,0.0455145,0.0946998,0.0141192,0.0141912,0.0281829,0.0297141,0.0143794,0.00766847,0.038365,0.0236628,0.0403224,0,0.0134381,0.0695531,0.0325327,0,0,0.0230405,0,0,0.0498038,0.060482,0.0428951,0.028085,0.0119777,0.0611088,0.0386874,0,0,0.0764193,0.0263757,0.0537001,0.039145,0.0704571,0.0158863,0.0146716,0.0258233,0.0197477,0.0259197,0.0304535,0,0.03258
491,0.0253602,0,0,0,0,0.0494784,0,0,0,0,0,0,0.0318085,0,0.0240054,0.0677713,0,0,0.0277763,0,0,0.0451002,0.0758452,0.0212251,0.00986909,0.00687574,0.0399831,0.0385434,0.0737647,0.0456796,0.094819,0.0140673,0.0142865,0.0283822,0.0297597,0.0139933,0.00745983,0.0383623,0.0235442,0.0379614,0,0.0132794,0.0692602,0.0327604,0,0,0.0233056,0,0,0.0499004,0.0607662,0.0419435,0.0278719,0.0124016,0.0610796,0.0391355,0,0,0.0762452,0.0256472,0.0534111,0.0387349,0.0699538,0.0164733,0.0147715,0.0258861,0.0197801,0.026147,0.0301864,0,0.0325568
492,0.0254706,0,0,0,0,0.0497197,0,0,0,0,0,0,0.0319858,0,0.0238363,0.0680435,0,0,0.0276595,0,0,0.0450872,0.0756622,0.0212824,0.0101267,0.00668866,0.0399279,0.0380423,0.0738516,0.0456663,0.0948538,0.0140072,0.0143728,0.0283318,0.0297929,0.013501,0.00724692,0.0384666,0.0234936,0.0356274,0,0.0130345,0.0690137,0.0330005,0,0,0.0235455,0,0,0.050036,0.0609667,0.0409498,0.0276869,0.0127527,0.0610794,0.0395086,0,0,0.0761905,0.024952,0.0531406,0.0383946,0.0694519,0.0176738,0.0149557,0.0260226,0.0198244,0.0264007,0.0298694,0,0.0325742
493,0.0255592,0,0,0,0,0.0499446,0,0,0,0,0,0,0.0321163,0,0.0235756,0.068333,0,0,0.0275059,0,0,0.045046,0.0755068,0.0214385,0.0104485,0.0064677,0.0399472,0.0375091,0.073901,0.0455194,0.0948143,0.0140381,0.0144411,0.0282995,0.0298286,0.0129977,0.00708736,0.0385724,0.0234399,0.0334473,0,0.0130279,0.0687522,0.0332371,0,0,0.0237345,0,0,0.0501786,0.0611028,0.0404841,0.0275974,0.0130102,0.0610923,0.0398026,0,0,0.0761644,0.0242661,0.0529913,0.0382197,0.0691221,0.0193133,0.0152365,0.0261901,0.0198942,0.026655,0.0295169,0,0.032707
494,0.0256546,0,0,0,0,0.0501373,0,0,0,0,0,0,0.0322546,0,0.0233299,0.068711,0,0,0.0273478,0,0,0.0450034,0.0753371,0.0215897,0.0108694,0.00622191,0.0399937,0.0369703,0.0739229,0.0453175,0.094701,0.0141029,0.0145028,0.0282897,0.0298927,0.0124033,0.00693723,0.0386327,0.0233517,0.0317261,0,0.0132168,0.0684838,0.0334424,0,0,0.0238809,0,0,0.0502955,0.0611466,0.0403135,0.0275833,0.0132717,0.0610791,0.0399975,0,0,0.0761168,0.023623,0.0529098,0.0381808,0.0689822,0.0209124,0.0155293,0.026362,0.0199549,0.0268457,0.0291204,0,0.0328661
495,0.025773,0,0,0,0,0.0502981,0,0,0,0,0,0,0.03254,0,0.0230928,0.0689434,0,0,0.0272168,0,0,0.0449492,0.0752031,0.021729,0.011184,0.00603168,0.0398709,0.0364306,0.0739309,0.0451397,0.0945814,0.0141105,0.0145223,0.0283483,0.0299399,0.0118379,0.00676525,0.0386506,0.0232436,0.0303895,0,0.0129998,0.0683237,0.0336022,0,0,0.0239838,0,0,0.0504324,0.0610906,0.0396869,0.0277606,0.0135316,0.0611551,0.0400709,0,0,0.0760996,0.0230962,0.0527992,0.0381132,0.068875,0.0222267,0.0157722,0.026503,0.0199485,0.0270658,0.0287238,0,0.0328754
496,0.0259028,0,0,0,0,0.0504083,0,0,0,0,0,0,0.0328801,0,0.0227975,0.0690834,0,0,0.0271206,0,0,0.0448622,0.0750766,0.0219211,0.0114701,0.00580159,0.0397239,0.0358999,0.0738532,0.0450397,0.0945015,0.0140772,0.0145006,0.0284122,0.0299668,0.0117519,0.00662574,0.0386655,0.0231487,0.0296204,0,0.0123155,0.0682777,0.0337225,0,0,0.0240649,0,0,0.0505211,0.0610028,0.0385351,0.0280667,0.0137057,0.0613316,0.040112,0,0,0.0760796,0.0226583,0.0526704,0.0379468,0.0686883,0.0229148,0.0159847,0.0267526,0.0199247,0.0272951,0.0283743,0,0.0326517
497,0.0259673,0,0,0,0,0.0504532,0,0,0,0,0,0,0.0328796,0,0.0224701,0.0691086,0,0,0.026995,0,0,0.0447371,0.0749248,0.0221174,0.0117794,0.00551878,0.039646,0.0353956,0.0737088,0.0451179,0.0945335,0.014125,0.0145755,0.0284117,0.0300992,0.0117327,0.00644977,0.0386451,0.0230272,0.0293821,0,0.0113537,0.0683927,0.0338074,0,0,0.0240799,0,0,0.0505665,0.0609779,0.0374465,0.0284522,0.0135499,0.0615694,0.0401659,0,0,0.0759707,0.0221878,0.0525227,0.0378047,0.0684446,0.0230761,0.016119,0.0269494,0.0199126,0.0274931,0.0280916,0,0.0323121
498,0.0259784,0,0,0,0,0.0503649,0,0,0,0,0,0,0.0326489,0,0.0222163,0.0689489,0,0,0.0268117,0,0,0.0446566,0.0747175,0.0224257,0.0120543,0.0050805,0.0396653,0.034933,0.0735845,0.045406,0.0947298,0.0142004,0.0147244,0.0285331,0.0302862,0.0118869,0.00621598,0.0386525,0.0229653,0.0295101,0,0.0107444,0.0686652,0.0338224,0,0,0.0240802,0,0,0.0506268,0.0609605,0.0368537,0.0288183,0.0129741,0.0618062,0.040236,0,0,0.0757557,0.0216453,0.0524261,0.0377049,0.0682352,0.0229814,0.0162482,0.0271112,0.0199181,0.0276214,0.0278803,0,0.0320883
499,0.025939,0,0,0,0,0.0501521,0,0,0,0,0,0,0.032161,0,0.0219872,0.0686522,0,0,0.0266677,0,0,0.0445476,0.0744685,0.022765,0.0121862,0.00447601,0.0397074,0.0345671,0.0735211,0.0457692,0.0950493,0.0143147,0.0148587,0.0287099,0.0304822,0.0124254,0.00601293,0.0386595,0.0229346,0.0295148,0,0.0107367,0.0689892,0.0337342,0,0,0.0240977,0,0,0.0507032,0.0608952,0.0369934,0.0290756,0.0126296,0.0619844,0.0402882,0,0,0.0754515,0.0211398,0.052564,0.0376279,0.0681887,0.023104,0.0163743,0.0272536,0.0199332,0.0275586,0.0277396,0,0.0322742
500,0.0258265,0,0,0,0,0.0499,0,0,0,0,0,0,0.0313611,0,0.0217358,0.0685531,0,0,0.0268885,0,0,0.0444671,0.0742491,0.023033,0.0124127,0.0038627,0.0394878,0.0343996,0.0735543,0.0461345,0.0954583,0.0144016,0.0149725,0.0286701,0.0306643,0.0135201,0.00578259,0.0385441,0.022943,0.0293231,0,0.0111634,0.0690823,0.0336274,0,0,0.0242023,0,0,0.0507849,0.0607216,0.0377695,0.0291257,0.0125152,0.0617484,0.040421,0,0,0.075164,0.0207895,0.0527261,0.0375383,0.0681628,0.023394,0.0163976,0.0273402,0.0199665,0.0273108,0.0275792,0,0.0327929
501,0.0256537,0,0,0,0,0.0497457,0,0,0,0,0,0,0.0304391,0,0.0213803,0.0681728,0,0,0.0268632,0,0,0.044465,0.0740279,0.0232657,0.0120565,0.00345164,0.0395861,0.0342703,0.0735911,0.0466634,0.0959551,0.0143781,0.0151339,0.0287039,0.030811,0.0149931,0.00572879,0.0386213,0.0228578,0.0284806,0,0.012003,0.0692213,0.0334257,0,0,0.024257,0,0,0.0508099,0.0606653,0.0388892,0.0290112,0.0127181,0.0614415,0.0405972,0,0,0.0747953,0.0204549,0.0527261,0.0373683,0.0680257,0.0245049,0.016583,0.027581,0.0199336,0.0270638,0.0276999,0,0.0332896
502,0.0262688,0,0,0,0,0.0498434,0,0,0,0,0,0,0.035112,0,0.0200529,0.069003,0,0,0.0268218,0,0,0.0443453,0.0723508,0.02287,0.0121788,0.0059116,0.0404653,0.0337981,0.0721018,0,0.100936,0.0114491,0.0110781,0.0260801,0.027689,0.0104805,0.00559998,0.0386045,0.0227893,0.0278976,0,0.0128352,0.0684342,0.0337819,0,0,0.0239574,0,0,0.050639,0.0611137,0.0398521,0.0281102,0.0132609,0.0607484,0.0400522,0,0,0.074239,0.0203852,0.0524793,0.0370506,0.0678372,0.0253829,0.0164808,0.0277752,0.0199159,0.0273068,0.02724,0,0.0335853
