Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,,RTIBA
1834,0.0381796,0,0,0,0,0.0450049,0,0,0,0,0,0,0.0278339,0,0.0195498,0.0627504,0,0,0.0216214,0,0,0.0419685,0.0732704,0.0182918,0.00439442,0,0.0411899,0.0186815,0.0817184,0,0.125046,0.0144964,0.0139483,0.0303257,0.0327821,0.0197,0.0153445,0.0375672,0.02602,0.0326679,0,0.0137946,0.0700534,0.0495187,0,0,0.026285,0,0,0.0453005,0.0577079,0.0389534,0.0276427,0.0124891,0.0516832,0.0560252,0,0,0.069435,0.0182655,0.0572979,0.0429023,0.0744856,0.0195479,0.0182862,0.0103458,0.0227337,0.0325732,0.0325201,0,0.0357496
1835,0.0381823,0,0,0,0,0.0452262,0,0,0,0,0,0,0.0278369,0,0.0195546,0.06291,0,0,0.0215226,0,0,0.0420459,0.0732304,0.0182574,0.00442354,0,0.0411957,0.0188238,0.0817364,0,0.124923,0.014504,0.013824,0.0302726,0.0327658,0.0196328,0.015038,0.0375574,0.0259684,0.0322152,0,0.0138406,0.0699042,0.049464,0,0,0.0262366,0,0,0.0453387,0.0577566,0.0391062,0.0276323,0.0127112,0.0517622,0.056065,0,0,0.0695008,0.0182282,0.0572699,0.0428986,0.0744357,0.0199968,0.0183521,0.0103099,0.0228643,0.0328901,0.0325306,0,0.0357417
1836,0.0382104,0,0,0,0,0.0454325,0,0,0,0,0,0,0.0279005,0,0.0195541,0.06314,0,0,0.0213094,0,0,0.0421302,0.0732178,0.0182562,0.00451512,0,0.0411986,0.0188676,0.081719,0,0.124809,0.0145195,0.0137315,0.0302576,0.0327563,0.0195366,0.0146997,0.0376925,0.0259327,0.0318484,0,0.0138825,0.0699089,0.0494263,0,0,0.0261543,0,0,0.045422,0.0578209,0.0392638,0.027691,0.0128428,0.0518626,0.0561704,0,0,0.0695512,0.0181972,0.0572425,0.0429388,0.0743839,0.0204223,0.0184375,0.0101907,0.0227918,0.0331721,0.0325801,0,0.0357188
1837,0.0386846,0,0,0,0,0.0460032,0,0,0,0,0,0,0.0278625,0,0.019606,0.0636183,0,0,0.0104004,0,0,0.024039,0.0731031,0.0182664,0.00494404,0,0.0414307,0.0212668,0.0816386,0,0.124717,0.0145371,0.0136352,0.0302042,0.0327019,0.0195853,0.0101176,0,0.0159214,0.0315478,0,0.0141407,0.069478,0.0489474,0,0,0.0262896,0,0,0.0455897,0.0577226,0.039676,0.0282565,0.0125175,0.0528678,0.0562596,0,0,0.069783,0.0185127,0.0568411,0.0425195,0.0740119,0.0208038,0.0185677,0.0101643,0.0226777,0.0337962,0.0324966,0,0.0353357
1838,0.0387298,0,0,0,0,0.0461772,0,0,0,0,0,0,0.0279739,0,0.0196064,0.0636965,0,0,0.0103004,0,0,0.0240542,0.0731357,0.0183116,0.00501712,0,0.041454,0.0213099,0.0816233,0,0.12458,0.0146634,0.0135739,0.0301649,0.0327051,0.0194357,0.0100754,0,0.0159697,0.0315567,0,0.0141944,0.0694107,0.0489818,0,0,0.0262516,0,0,0.0456685,0.057798,0.0397673,0.0283237,0.0113392,0.0530122,0.0560916,0,0,0.0698114,0.0184607,0.0567822,0.042383,0.0738801,0.0208106,0.0186052,0.0102026,0.0228801,0.0340901,0.0325898,0,0.0353189
1839,0.0387418,0,0,0,0,0.0463553,0,0,0,0,0,0,0.0283182,0,0.0195476,0.063744,0,0,0.0103119,0,0,0.0239659,0.0732023,0.0183577,0.00525298,0,0.0415195,0.0213749,0.0815459,0,0.124406,0.0147603,0.0135956,0.0302112,0.032782,0.0190092,0.00992248,0,0.0159588,0.0314144,0,0.0142276,0.0693942,0.0488826,0,0,0.0263959,0,0,0.0456674,0.0578511,0.0398825,0.0284056,0.0109131,0.0532555,0.0557804,0,0,0.0697869,0.0184178,0.0567569,0.0423983,0.0737787,0.020962,0.0186611,0.0102259,0.0230062,0.0344017,0.032714,0,0.0352143
1840,0.0365517,0,0,0,0,0.0458056,0,0,0,0,0,0,0.0297024,0,0,0.0638461,0,0,0.0104824,0,0,0.0239994,0,0.0177523,0.014285,0,0.0387795,0.0220655,0.0768664,0,0.12494,0.0164789,0.0146438,0.0300735,0.0318857,0.0154997,0.00944859,0,0.0160597,0.0263756,0,0,0.069679,0.0487589,0,0,0.0271211,0,0,0.0459072,0.0563364,0.038946,0.0308356,0.012197,0.0542572,0.0576918,0,0,0.0702405,0.0182116,0.0569045,0.0428679,0.0741919,0.0253934,0.0201591,0.0100932,0.0230149,0.0339728,0.0342367,0,0.03482
1841,0.0364936,0,0,0,0,0.0458971,0,0,0,0,0,0,0.032954,0,0.0209944,0.0640711,0,0,0.0103773,0,0,0.0239778,0,0.0184847,0.0127915,0,0.0392811,0.0222546,0.0774618,0,0.124429,0.0168179,0.0146431,0.0294607,0.0325761,0.0129055,0.00915769,0,0.0161038,0.0291583,0,0.0144167,0.0694714,0.0485667,0,0,0.0271315,0,0,0.0459108,0.0570951,0.04034,0.0298089,0.0136899,0.0537702,0.0569343,0,0,0.0698349,0.0177654,0.0569327,0.0426874,0.0740184,0.0236924,0.0198899,0.0099996,0.0228331,0.0341111,0.0340325,0,0.0348172
1842,0.0362982,0,0,0,0,0.0460074,0,0,0,0,0,0,0.0339323,0,0.0206438,0.064196,0,0,0.0104067,0,0,0.0239631,0,0.0186066,0.0127532,0,0.0392796,0.02237,0.0774881,0,0.12431,0.0169048,0.0147415,0.0295521,0.0328205,0.011732,0.0090302,0,0.016128,0.0292531,0,0.0142857,0.0694267,0.0484865,0,0,0.0271798,0,0,0.046043,0.0573477,0.0404559,0.0296674,0.0142541,0.0537178,0.0564162,0,0,0.0697335,0.0176246,0.0569835,0.0427777,0.0739742,0.0237175,0.0197029,0.00978423,0.0230929,0.0342408,0.0340873,0,0.0348114
1843,0.0362013,0,0,0,0,0.0460746,0,0,0,0,0,0,0.0342314,0,0.0205846,0.0642571,0,0,0.010731,0,0,0.0239765,0,0.0186941,0.0127142,0,0.0392568,0.0225242,0.077537,0,0.124257,0.0168893,0.014859,0.0296186,0.0328586,0.011364,0.00886951,0,0.0161819,0.0292159,0,0.0142531,0.0693245,0.0483564,0,0,0.0271733,0,0,0.0460833,0.0575102,0.0406341,0.0296272,0.0143039,0.0536114,0.0558679,0,0,0.0696559,0.0175992,0.0570008,0.0427779,0.0739833,0.0238252,0.0195466,0.00974718,0.0233268,0.0343252,0.0341344,0,0.0347858
1844,0.0361114,0,0,0,0,0.0461862,0,0,0,0,0,0,0.0344621,0,0.0205704,0.0642646,0,0,0.0106874,0,0,0.0240071,0,0.0187994,0.0127332,0,0.0392294,0.0227841,0.0775418,0,0.124236,0.016888,0.0149047,0.0296916,0.0328977,0.0110767,0.00852099,0,0.0162236,0.0291002,0,0.0143136,0.0692433,0.0482031,0,0,0.0272333,0,0,0.0460112,0.0576724,0.0408313,0.0295628,0.0143143,0.0535769,0.0553663,0,0,0.0695973,0.0176042,0.0570033,0.0426794,0.0739123,0.0240391,0.0192198,0.00974351,0.0233791,0.0345065,0.0341457,0,0.0347675
1845,0.0360623,0,0,0,0,0.0462481,0,0,0,0,0,0,0.0346304,0,0.0205595,0.0642996,0,0,0.0107111,0,0,0.0240285,0,0.0189457,0.0127364,0,0.0391962,0.0231408,0.077511,0,0.124232,0.0169567,0.0149141,0.0297733,0.0329218,0.0108462,0.00810278,0,0.0162471,0.0289947,0,0.0144044,0.0692134,0.0480304,0,0,0.0272162,0,0,0.0459103,0.0578177,0.0409995,0.0294203,0.014442,0.0535488,0.0548947,0,0,0.0695495,0.0176129,0.0570094,0.0425571,0.0737865,0.0242546,0.0188523,0.00969394,0.0233502,0.0346426,0.0341038,0,0.0347542
1846,0.0360424,0,0,0,0,0.0463223,0,0,0,0,0,0,0.0347862,0,0.0205474,0.0643765,0,0,0.0107172,0,0,0.0240047,0,0.0190918,0.0127366,0,0.039164,0.0235547,0.0774561,0,0.124241,0.017012,0.0149423,0.029847,0.0329225,0.0105967,0.00771897,0,0.0162324,0.0289779,0,0.0144895,0.0692354,0.0479128,0,0,0.0270938,0,0,0.0458571,0.0579209,0.0410913,0.0292612,0.0145712,0.0535518,0.0544906,0,0,0.069503,0.0176294,0.0568528,0.0424582,0.0736602,0.0245225,0.0184733,0.00946591,0.0232911,0.0346553,0.03408,0,0.0346711
1847,0.0360578,0,0,0,0,0.0463321,0,0,0,0,0,0,0.034959,0,0.020554,0.0644915,0,0,0.0107842,0,0,0.0239691,0,0.0192494,0.0127411,0,0.0391319,0.0240466,0.0774143,0,0.124251,0.0170095,0.0149676,0.0299492,0.0329563,0.0103748,0.00751697,0,0.0162182,0.0290911,0,0.0145137,0.06925,0.0478776,0,0,0.0269325,0,0,0.0458734,0.057957,0.0411493,0.0291266,0.0146206,0.0535491,0.0541785,0,0,0.0694647,0.0176582,0.0567418,0.0423774,0.0735714,0.0246219,0.018118,0.00932261,0.0233187,0.0345675,0.0341318,0,0.0345545
1848,0.0360962,0,0,0,0,0.0462812,0,0,0,0,0,0,0.0351427,0,0.0205525,0.0645241,0,0,0.0107865,0,0,0.0239861,0,0.0194758,0.0127744,0,0.0390784,0.024551,0.0773462,0,0.124289,0.0169755,0.0150427,0.0300596,0.0330438,0.0101497,0.00733097,0,0.0161738,0.0292248,0,0.0144706,0.0691211,0.0479277,0,0,0.0267642,0,0,0.0458957,0.0579908,0.0412003,0.0290862,0.0146106,0.0535702,0.0539683,0,0,0.0694647,0.0177204,0.0566882,0.0423112,0.0734736,0.0245646,0.0177551,0.00932213,0.0233502,0.034396,0.0342354,0,0.0343818
1849,0.0361269,0,0,0,0,0.0462141,0,0,0,0,0,0,0.0354563,0,0.0205543,0.0645409,0,0,0.0106882,0,0,0.0240158,0,0.0196857,0.0128298,0,0.0390594,0.0249183,0.0772502,0,0.124344,0.0170002,0.0151316,0.0302086,0.0331369,0.00989229,0.00723875,0,0.0160994,0.0293704,0,0.0144395,0.0690105,0.0480368,0,0,0.0265938,0,0,0.0458568,0.0580582,0.0411713,0.0290953,0.0145256,0.0536648,0.053856,0,0,0.0694922,0.0177992,0.0566419,0.0422318,0.0733395,0.0244922,0.0173861,0.00936063,0.0232377,0.0342195,0.0344016,0,0.0342054
1850,0.0361205,0,0,0,0,0.0461412,0,0,0,0,0,0,0.0358655,0,0.0205477,0.0645716,0,0,0.0105396,0,0,0.0240443,0,0.0198707,0.0129079,0,0.0391031,0.0251063,0.0771544,0,0.124422,0.0170634,0.0152429,0.0303514,0.0332252,0.00958669,0.00719496,0,0.0160497,0.0294551,0,0.0144313,0.0689358,0.0481545,0,0,0.0264322,0,0,0.0457772,0.0581546,0.0411539,0.0291121,0.014433,0.0538208,0.053843,0,0,0.0695269,0.0178903,0.0565813,0.0421311,0.0732646,0.0244891,0.0170528,0.00930699,0.0229864,0.0341288,0.0345637,0,0.0340765
1851,0.0360835,0,0,0,0,0.0460021,0,0,0,0,0,0,0.0361568,0,0.0204741,0.0645523,0,0,0.0104452,0,0,0.0240726,0,0.0199852,0.012851,0,0.0391373,0.0253594,0.0771524,0,0.124531,0.0170661,0.015324,0.0304955,0.0333262,0.00930569,0.00706525,0,0.016063,0.0293624,0,0.0143826,0.0690491,0.0482796,0,0,0.0263076,0,0,0.0457855,0.0582402,0.0412521,0.0289802,0.0143825,0.0537604,0.053914,0,0,0.0695406,0.0179108,0.0565338,0.0420815,0.0732657,0.0245316,0.0167656,0.00917872,0.0231265,0.0340496,0.0346199,0,0.0340569
1852,0.0360993,0,0,0,0,0.0459168,0,0,0,0,0,0,0.0363419,0,0.0203853,0.0645141,0,0,0.0103677,0,0,0.0240691,0,0.020086,0.0128034,0,0.0391343,0.0255932,0.0771523,0,0.12463,0.0170487,0.015363,0.0305972,0.0334085,0.00918085,0.00689553,0,0.0160837,0.0292679,0,0.0144102,0.0690922,0.0484153,0,0,0.026188,0,0,0.045792,0.0583376,0.0413827,0.0288901,0.014341,0.0537072,0.0541422,0,0,0.0695624,0.017905,0.0564633,0.0420089,0.0731802,0.024702,0.0167025,0.00914241,0.0232886,0.0339661,0.0346245,0,0.0340346
1853,0.0362004,0,0,0,0,0.0458822,0,0,0,0,0,0,0.0364579,0,0.0202988,0.0643777,0,0,0.0103272,0,0,0.0240392,0,0.0201709,0.0127705,0,0.0391145,0.0257781,0.0771367,0,0.12473,0.0170254,0.0153591,0.0306701,0.0334534,0.00919111,0.00670191,0,0.0161183,0.0290992,0,0.0145522,0.0690642,0.0485202,0,0,0.0261196,0,0,0.0457671,0.0584384,0.0414956,0.0288232,0.0143201,0.0537004,0.0545054,0,0,0.0695957,0.0179047,0.0563584,0.0418856,0.0730659,0.0249461,0.0167638,0.00923246,0.0233661,0.033853,0.0346158,0,0.033963
1854,0.0363695,0,0,0,0,0.0458612,0,0,0,0,0,0,0.036468,0,0.0202198,0.0643763,0,0,0.0103605,0,0,0.0240399,0,0.0202202,0.0127013,0,0.0391125,0.0259719,0.0771574,0,0.124842,0.0170224,0.0153297,0.0307336,0.0334981,0.00915931,0.00651685,0,0.0161756,0.0288098,0,0.0147014,0.0690577,0.0486146,0,0,0.0260614,0,0,0.0456935,0.0585156,0.0416124,0.0287717,0.0143121,0.0537222,0.0549836,0,0,0.0696479,0.0179183,0.0562334,0.041741,0.0729485,0.0251538,0.0168597,0.0092866,0.0233466,0.0337205,0.0346023,0,0.0338724
1855,0.0365799,0,0,0,0,0.0458923,0,0,0,0,0,0,0.0364496,0,0.0201503,0.0645098,0,0,0.0104287,0,0,0.024101,0,0.0202592,0.0125878,0,0.0391508,0.0262112,0.0771997,0,0.124931,0.0169968,0.0152505,0.0307892,0.0335182,0.00916033,0.00635838,0,0.0162532,0.0285578,0,0.0147871,0.0690496,0.0487247,0,0,0.0260212,0,0,0.0456623,0.0585429,0.0417233,0.0287496,0.0142967,0.0537457,0.0554856,0,0,0.0697049,0.0179725,0.056105,0.0416133,0.0728282,0.025397,0.0168856,0.00931941,0.0233388,0.0336936,0.0346246,0,0.0337744
1856,0.0368406,0,0,0,0,0.0459324,0,0,0,0,0,0,0.0363943,0,0.0200765,0.0645344,0,0,0.0104967,0,0,0.0241537,0,0.0203484,0.0124955,0,0.0392018,0.0264852,0.0771666,0,0.125067,0.0169596,0.0151975,0.0308736,0.0334952,0.00932196,0.00627252,0,0.016308,0.0283844,0,0.0148422,0.0689749,0.048835,0,0,0.0259651,0,0,0.0456178,0.0585457,0.0418232,0.0287077,0.0142922,0.0537554,0.0559727,0,0,0.0697745,0.0180568,0.0559828,0.0415071,0.0727296,0.0256865,0.0170558,0.00935772,0.023361,0.0336743,0.0346887,0,0.0336653
1857,0.0371269,0,0,0,0,0.0459561,0,0,0,0,0,0,0.0364378,0,0.019978,0.0644196,0,0,0.0105814,0,0,0.0241851,0,0.0204539,0.0124797,0,0.0392421,0.0267027,0.0770574,0,0.12519,0.0169755,0.0151968,0.0309219,0.0334835,0.00958862,0.00622829,0,0.0163269,0.0282056,0,0.0148727,0.0688427,0.0489396,0,0,0.0258274,0,0,0.0454998,0.0585491,0.041915,0.0286545,0.0143159,0.053774,0.0564669,0,0,0.0698934,0.0181854,0.0558943,0.0414374,0.0726606,0.0259297,0.017415,0.00925502,0.0233883,0.0336751,0.0347667,0,0.0335792
1858,0.0373812,0,0,0,0,0.0459809,0,0,0,0,0,0,0.0366096,0,0.0198663,0.0642647,0,0,0.0106546,0,0,0.0242144,0,0.0205757,0.0124898,0,0.0392858,0.0268212,0.0769202,0,0.125319,0.0170582,0.0152203,0.0309617,0.033524,0.00985387,0.00622254,0,0.0163619,0.0279058,0,0.0149049,0.0687043,0.0490588,0,0,0.0256671,0,0,0.0453479,0.058522,0.0419894,0.028612,0.0143541,0.0538052,0.056942,0,0,0.0700692,0.0183469,0.0558115,0.0413985,0.0726161,0.0261425,0.0177843,0.00918884,0.0232999,0.0336943,0.0348513,0,0.0335098
1859,0.0376035,0,0,0,0,0.0460151,0,0,0,0,0,0,0.0366539,0,0.0198556,0.064392,0,0,0.0106919,0,0,0.0242648,0,0.0206458,0.0124416,0,0.0393782,0.026876,0.0768264,0,0.125495,0.017174,0.0153615,0.0310754,0.0336119,0.00974393,0.00624794,0,0.0164245,0.027584,0,0.0149329,0.0686304,0.0492044,0,0,0.025607,0,0,0.0452214,0.0584876,0.0420456,0.0286988,0.014386,0.0538917,0.0573641,0,0,0.070271,0.0185487,0.0557246,0.041384,0.0726164,0.026379,0.0179779,0.00930611,0.0230978,0.0337501,0.0349296,0,0.0334468
1860,0.0377066,0,0,0,0,0.0461192,0,0,0,0,0,0,0.0365082,0,0.0198159,0.0643242,0,0,0.0105614,0,0,0.0242861,0,0.0206722,0.0123678,0,0.0394583,0.0269462,0.0767231,0,0.125673,0.0172092,0.0154665,0.0311795,0.0336357,0.00980295,0.00626074,0,0.0164264,0.0271908,0,0.0150403,0.0686471,0.0494129,0,0,0.025899,0,0,0.0450913,0.0585092,0.0421303,0.0288521,0.0143929,0.0540103,0.0578153,0,0,0.0704899,0.0187323,0.0556735,0.0413962,0.072677,0.026743,0.0177487,0.0100987,0.0227447,0.0339227,0.0349346,0,0.0334205
1861,0.0378678,0,0,0,0,0.0461216,0,0,0,0,0,0,0.0357763,0,0.0200735,0.0642351,0,0,0.010414,0,0,0.0242898,0,0.0206666,0.012335,0,0.0395445,0.0269901,0.0766762,0,0.125837,0.0172199,0.0155539,0.0311742,0.0334296,0.0107144,0.00631937,0,0.0163395,0.0266693,0,0.0151902,0.0686476,0.0495855,0,0,0.0257912,0,0,0.0450151,0.0584791,0.0421693,0.0288494,0.0144692,0.0541102,0.0581332,0,0,0.0707241,0.0189477,0.0556462,0.0414315,0.072738,0.0270863,0.0177753,0.00997186,0.0228667,0.0340565,0.0349756,0,0.0333956
1862,0.0372252,0,0,0,0,0.0483015,0,0,0,0,0,0,0.0324165,0,0,0.064452,0,0,0.00866915,0,0,0.0244969,0,0.0196278,0.0136421,0,0.0398717,0.0277112,0.076175,0,0.126274,0.0169805,0.0156781,0.031929,0.0329096,0.0132272,0.00889531,0,0.0149535,0.0262542,0,0.0156128,0.0680985,0.049584,0,0,0.0246821,0,0,0.04436,0.0580342,0.0425343,0.0295502,0.0148135,0.0557133,0.0578058,0,0,0.0712163,0.0196553,0.0551381,0.0410386,0.0723941,0.0274791,0.0167913,0.00979842,0.022552,0,0.0341485,0,0.0329235
1863,0.0383389,0,0,0,0,0.0458964,0,0,0,0,0,0,0.0356921,0,0.0202639,0.0642947,0,0,0.0103878,0,0,0.0242697,0,0.0208332,0.0123084,0,0.0395569,0.0268538,0.0766713,0,0.125876,0.0172915,0.0154588,0.0312163,0.0334204,0.0102815,0.00653163,0,0.0163033,0.0261775,0,0.0154415,0.0686419,0.0497812,0,0,0.0255108,0,0,0.0448442,0.0584421,0.0421295,0.0285911,0.0146685,0.0540751,0.0587011,0,0,0.0710585,0.0193016,0.055605,0.0415757,0.0728731,0.0274123,0.0177918,0.00965505,0.0230451,0.03399,0.0351334,0,0.0334768
1864,0.0385307,0,0,0,0,0.0457568,0,0,0,0,0,0,0.0364483,0,0.0199834,0.0642731,0,0,0.0105061,0,0,0.0243694,0,0.0210186,0.0122993,0,0.0395216,0.0267708,0.0766145,0,0.125819,0.0173581,0.0154111,0.0312854,0.0337008,0.00896325,0.00642724,0,0.0163931,0.0260389,0,0.0154704,0.0686081,0.0498721,0,0,0.0254234,0,0,0.0447992,0.0584621,0.0420293,0.0285285,0.0147763,0.0539722,0.0590632,0,0,0.0711256,0.0193875,0.0556406,0.0416495,0.0727912,0.0274075,0.0177089,0.00964057,0.0230401,0.0340121,0.0351675,0,0.0335895
1865,0.0387282,0,0,0,0,0.0456831,0,0,0,0,0,0,0.0367543,0,0.0198949,0.0641442,0,0,0.0105458,0,0,0.0244494,0,0.0211218,0.0123216,0,0.0395273,0.0266039,0.0765348,0,0.125824,0.0175226,0.0154815,0.0313309,0.0338113,0.00853844,0.00641196,0,0.0164219,0.0258969,0,0.0155243,0.0685911,0.049973,0,0,0.0253306,0,0,0.0447836,0.0584633,0.0419086,0.0284645,0.0148723,0.0539117,0.0593677,0,0,0.0711529,0.0194396,0.0556394,0.0416513,0.0727922,0.0274276,0.0176026,0.00968804,0.0230108,0.0341624,0.0351072,0,0.0336362
1866,0.0389386,0,0,0,0,0.0456779,0,0,0,0,0,0,0.037018,0,0.0197775,0.0641207,0,0,0.010603,0,0,0.0244779,0,0.0210757,0.0122831,0,0.0395881,0.0263578,0.0765091,0,0.125855,0.0176769,0.0155607,0.0313752,0.0338179,0.00836768,0.00644051,0,0.0164039,0.0258344,0,0.0155593,0.0686586,0.0500722,0,0,0.0252659,0,0,0.0447683,0.0584967,0.041753,0.0283459,0.0149106,0.0538466,0.0596081,0,0,0.0711645,0.0194568,0.0556503,0.041685,0.0728991,0.0273477,0.0175205,0.00973968,0.0229931,0.0342755,0.0350196,0,0.0337017
1867,0.0391547,0,0,0,0,0.0456826,0,0,0,0,0,0,0.0373398,0,0.0196921,0.0641399,0,0,0.0106758,0,0,0.024466,0,0.021066,0.0122249,0,0.0396667,0.0260604,0.0764875,0,0.125955,0.0178355,0.0156699,0.0314117,0.0337765,0.00820473,0.0065705,0,0.0163413,0.0257394,0,0.0155901,0.0686779,0.050205,0,0,0.0252107,0,0,0.0447624,0.0585994,0.0416026,0.0282857,0.0149035,0.0537624,0.0599076,0,0,0.071181,0.0194612,0.0556825,0.0416721,0.07302,0.0273666,0.0175008,0.00974164,0.0229804,0.0343245,0.0349511,0,0.0338532
1868,0.0393194,0,0,0,0,0.0456463,0,0,0,0,0,0,0.0376583,0,0.0196331,0.0641346,0,0,0.0107297,0,0,0.0244939,0,0.0210399,0.0121947,0,0.0397246,0.0258065,0.0765031,0,0.125954,0.0178711,0.0157565,0.0314149,0.0337432,0.00792673,0.00675632,0,0.0162695,0.0257243,0,0.015619,0.0686323,0.0503388,0,0,0.025196,0,0,0.0447729,0.0587643,0.0414455,0.0282454,0.0148764,0.0536823,0.060256,0,0,0.0711843,0.0194548,0.0557384,0.0416962,0.0731049,0.0273879,0.0175689,0.00969638,0.023013,0.0342608,0.0348938,0,0.0340036
1869,0.039404,0,0,0,0,0.0455861,0,0,0,0,0,0,0.0378253,0,0.0195856,0.064296,0,0,0.0106266,0,0,0.0244486,0,0.0209864,0.012293,0,0.0396788,0.0256779,0.0765678,0,0.125855,0.0178866,0.0158746,0.0314064,0.0337477,0.0074527,0.00688407,0,0.0161553,0.0259641,0,0.0155908,0.0685032,0.050438,0,0,0.0254215,0,0,0.0447561,0.0589704,0.0412773,0.0281628,0.0149138,0.053581,0.0606622,0,0,0.0711498,0.0194708,0.0557665,0.0417683,0.0731577,0.0270252,0.0177166,0.00990396,0.0229341,0.0341892,0.034826,0,0.0341032
1870,0.0394762,0,0,0,0,0.0455197,0,0,0,0,0,0,0.0378449,0,0.0195897,0.0643753,0,0,0.010696,0,0,0.0244486,0,0.0209363,0.0123605,0,0.0396564,0.0255581,0.0766904,0,0.125697,0.0178541,0.0160175,0.0313406,0.0336975,0.00723547,0.00696716,0,0.0160868,0.026362,0,0.0155037,0.068314,0.0505227,0,0,0.0255973,0,0,0.0447221,0.0592482,0.041108,0.0280829,0.0148438,0.0535056,0.0609541,0,0,0.0710629,0.0194652,0.0557463,0.0418577,0.0732175,0.0266421,0.0182093,0.00996677,0.0230354,0.0342066,0.0347846,0,0.034162
1871,0.039498,0,0,0,0,0.0453755,0,0,0,0,0,0,0.0376363,0,0.0195826,0.0642831,0,0,0.0108413,0,0,0.0244498,0,0.0208283,0.0122632,0,0.0395997,0.0256782,0.0769679,0,0.125634,0.0178013,0.0161413,0.0312536,0.0335925,0.00738742,0.00700103,0,0.0160499,0.0265906,0,0.0154482,0.0683236,0.0505852,0,0,0.0256788,0,0,0.0446688,0.0596078,0.0409706,0.0279298,0.0142841,0.0531952,0.0612186,0,0,0.070902,0.0193904,0.0557455,0.0418085,0.0732476,0.0262825,0.0189135,0.00989679,0.0231146,0.034108,0.0346839,0,0.0342184
1872,0.0395503,0,0,0,0,0.0452167,0,0,0,0,0,0,0.036596,0,0.0197766,0.0641579,0,0,0.0109236,0,0,0.0244638,0,0.0206155,0.011684,0,0.0396561,0.0258852,0.077384,0,0.125779,0.017615,0.0161444,0.0310294,0.0331159,0.0084397,0.00699351,0,0.0160689,0.0269711,0,0.0152964,0.0684728,0.0506743,0,0,0.0256985,0,0,0.0446216,0.060117,0.0408745,0.027584,0.0132196,0.052791,0.0614287,0,0,0.0706615,0.0192741,0.0557613,0.0417967,0.0732389,0.0257084,0.0196185,0.00971706,0.0231762,0.0339411,0.0345281,0,0.034389
1873,0.0414103,0,0,0,0,0.0458054,0,0,0,0,0,0,0.0324917,0,0.0181032,0.0640704,0,0,0.0107123,0,0,0.0245353,0.0732547,0.0203169,0.00509836,0,0.0420984,0.0253328,0.0816663,0,0.125303,0.0155927,0.0154388,0.0316761,0.0332795,0.0136508,0.00732911,0,0.0159782,0.0281664,0,0.0151382,0.0685011,0.0508607,0,0,0.0254721,0,0,0.0443779,0.0613846,0.040653,0.0261735,0.0121842,0.0525021,0.0596541,0,0,0.070268,0.0199029,0.0556064,0.0416334,0.0730609,0.0240616,0.0189957,0.00967761,0.0227915,0.0346594,0.0332479,0,0.0344261
1874,0.0413724,0,0,0,0,0.045745,0,0,0,0,0,0,0.0323313,0,0.0181089,0.0640667,0,0,0.0107999,0,0,0.0246206,0.0732649,0.0202578,0.00501037,0,0.0421785,0.0254928,0.0818008,0,0.125243,0.0155714,0.0154394,0.0315293,0.0332027,0.0136143,0.00737316,0,0.0159868,0.0273766,0,0.0150926,0.068476,0.0508821,0,0,0.0255997,0,0,0.0443565,0.0615879,0.04052,0.0261356,0.0127343,0.0524702,0.0597499,0,0,0.0702089,0.0199185,0.0556649,0.0417356,0.0730309,0.0247763,0.0195129,0.00976517,0.0226189,0.0345843,0.0331434,0,0.0344342
1875,0.0413401,0,0,0,0,0.0457371,0,0,0,0,0,0,0.0320724,0,0.0181425,0.0641416,0,0,0.0109252,0,0,0.0246782,0.0732256,0.0201905,0.0049822,0,0.0422594,0.0255695,0.0818634,0,0.125101,0.0155944,0.0154969,0.0314064,0.0331147,0.0136458,0.00745546,0,0.0159507,0.0264012,0,0.0150152,0.0685676,0.050897,0,0,0.0256981,0,0,0.0443013,0.0616288,0.040435,0.0262256,0.0131775,0.0525495,0.0598483,0,0,0.0702894,0.0199305,0.0557992,0.0419051,0.0731627,0.0258491,0.0199135,0.0096112,0.0229121,0.0345081,0.0331207,0,0.0345728
1876,0.0413596,0,0,0,0,0.0457809,0,0,0,0,0,0,0.0317746,0,0.0181708,0.0642367,0,0,0.0110766,0,0,0.0246951,0.0731465,0.0201009,0.00496212,0,0.0423358,0.0255525,0.0819273,0,0.124981,0.0155374,0.0156036,0.0312877,0.0329971,0.0138548,0.00755075,0,0.0158781,0.0254438,0,0.0150032,0.0686946,0.0509167,0,0,0.0257515,0,0,0.0442085,0.0615556,0.040421,0.0263386,0.0135844,0.0526908,0.0599383,0,0,0.0704507,0.0199155,0.0559388,0.042105,0.0735447,0.0269275,0.0201217,0.00952271,0.0230759,0.0345457,0.0331519,0,0.034811
