Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI
382,0.0214047,0,0,0,0,0.0490646,0,0,0,0,0,0,0.0230821,0,0.0211405,0.068864,0,0,0.0275513,0,0,0.0451982,0.0675149,0.0190098,0.00630576,0.0201394,0.0385174,0.0406795,0.0464379,0.056708,0.0386099,0.0124598,0.0108301,0.0262666,0.0281675,0.0247381,0.0131021,0.0360783,0.0245643,0.0213907,0,0.0136533,0.0599376,0.0264759,0,0,0.0164129,0,0,0.0484878,0.0613893,0.0377935,0.0194735,0.0109949,0.051609,0.0316243,0.0847241,0.0793084,0.0331769,0.0597893,0.0363451,0.0453179,0.0761295,0.0356941,0.01548,0.0222757,0.0188802,0.0277557,0.0344663,0.0493947
383,0.0215779,0,0,0,0,0.0490874,0,0,0,0,0,0,0.0232256,0,0.0210516,0.0689874,0,0,0.0274377,0,0,0.0453051,0.06753,0.0189924,0.00642077,0.0202711,0.0384281,0.0405426,0.04636,0.0567232,0.0387274,0.0126977,0.010885,0.026333,0.0282045,0.0244754,0.0130048,0.0362103,0.0244372,0.0223677,0,0.0134306,0.0600322,0.026533,0,0,0.0163143,0,0,0.048451,0.0612085,0.0371857,0.0199902,0.0109228,0.0517344,0.0314256,0.0847406,0.079188,0.0331877,0.0600164,0.0365754,0.0455871,0.0765175,0.0336554,0.015515,0.0223104,0.0188503,0.0277829,0.0343634,0.0495432
384,0.0217406,0,0,0,0,0.0490947,0,0,0,0,0,0,0.0233739,0,0.0210794,0.0690789,0,0,0.0272765,0,0,0.0453821,0.0675635,0.0189946,0.00651681,0.0203654,0.038347,0.0403848,0.0462912,0.0567995,0.0389022,0.0128593,0.010877,0.0263661,0.0282462,0.0242629,0.0129003,0.0364005,0.0244077,0.0234147,0,0.0132405,0.0601295,0.0266216,0,0,0.0162492,0,0,0.0483169,0.0610608,0.0366133,0.0205122,0.0108759,0.051833,0.0312462,0.0846551,0.0790534,0.0331915,0.0602407,0.0367933,0.0458353,0.0769098,0.0316687,0.0154327,0.0226251,0.0193239,0.0278544,0.0342508,0.0496813
385,0.0218955,0,0,0,0,0.0490781,0,0,0,0,0,0,0.0234592,0,0.0210967,0.069108,0,0,0.0270968,0,0,0.0454153,0.067611,0.0190329,0.00663028,0.0204278,0.0382869,0.0402197,0.0462745,0.0568724,0.0390978,0.0128921,0.0109987,0.0264045,0.0282868,0.0240704,0.0127195,0.036694,0.0245037,0.0244387,0,0.0130468,0.0602366,0.0266988,0,0,0.0161978,0,0,0.0481906,0.060934,0.036044,0.0210305,0.01088,0.0519174,0.031086,0.0845738,0.078899,0.0331727,0.0604164,0.0369522,0.0460055,0.0772124,0.0295923,0.0152776,0.0226787,0.0194192,0.0279326,0.0341447,0.0494753
386,0.0220086,0,0,0,0,0.0490447,0,0,0,0,0,0,0.0234352,0,0.021078,0.069121,0,0,0.0269597,0,0,0.04544,0.0676633,0.0190888,0.0067341,0.0204974,0.0382446,0.0400324,0.0462821,0.0569158,0.0392819,0.0128407,0.0110132,0.0264182,0.0283054,0.0239942,0.0125573,0.0370251,0.024616,0.0254023,0,0.0128813,0.0603915,0.0267557,0,0,0.0161761,0,0,0.0480608,0.0608035,0.0355333,0.0214954,0.0108676,0.0519932,0.0310112,0.0844873,0.0787341,0.0331315,0.06054,0.0370882,0.0462195,0.0774713,0.027671,0.0151645,0.0224338,0.0192188,0.0280045,0.0340551,0.0492566
387,0.0221181,0,0,0,0,0.0490407,0,0,0,0,0,0,0.0233889,0,0.0210407,0.069246,0,0,0.0268537,0,0,0.045414,0.0676939,0.0190829,0.00686361,0.0205785,0.0382178,0.0398966,0.0462589,0.0569656,0.0394625,0.0128158,0.010937,0.0264185,0.0283272,0.0239736,0.0124724,0.0370814,0.0246244,0.0262811,0,0.0127458,0.0605994,0.0268345,0,0,0.0161412,0,0,0.0479403,0.0607554,0.0350792,0.0219219,0.0108207,0.0520996,0.0310049,0.0843414,0.0785911,0.0331035,0.0606442,0.0372278,0.0463694,0.0777523,0.0259939,0.0150872,0.0220782,0.0189023,0.0280364,0.0339828,0.049316
388,0.0222033,0,0,0,0,0.0490643,0,0,0,0,0,0,0.0234527,0,0.0210291,0.0694088,0,0,0.0267442,0,0,0.0452911,0.0676921,0.0190343,0.00696253,0.0206465,0.0382526,0.0399195,0.0462488,0.0570113,0.0396539,0.0128077,0.0109941,0.0264283,0.0283612,0.0238914,0.0123839,0.0362859,0.0242529,0.0271934,0,0.0126098,0.0608335,0.0269507,0,0,0.0161288,0,0,0.0479221,0.0607135,0.0346926,0.0223339,0.0107988,0.0522383,0.0310176,0.0841389,0.0784428,0.0330798,0.0607708,0.0373461,0.0464719,0.0780187,0.0245455,0.015008,0.0218607,0.0186628,0.0281177,0.0339111,0.0493228
389,0.0222662,0,0,0,0,0.0490863,0,0,0,0,0,0,0.0234882,0,0.0210133,0.0691386,0,0,0.0266759,0,0,0.045135,0.0676824,0.0190179,0.00696985,0.0207133,0.0383125,0.0400632,0.0462811,0.0570589,0.0397917,0.0127846,0.0110767,0.0264516,0.0283883,0.0238188,0.012358,0.0347131,0.0235147,0.0281758,0,0.0124156,0.0609899,0.0270538,0,0,0.0161301,0,0,0.0480506,0.0606603,0.0342892,0.0227445,0.0107965,0.0523598,0.0310166,0.083926,0.0782829,0.0330622,0.0608894,0.0374495,0.0465911,0.0782233,0.0233161,0.0149676,0.0218635,0.0185387,0.028203,0.0338293,0.0491696
390,0.0223077,0,0,0,0,0.0490853,0,0,0,0,0,0,0.0235239,0,0.0209555,0.0689229,0,0,0.026711,0,0,0.0450339,0.0676819,0.0190276,0.00699772,0.0208107,0.0384404,0.0402589,0.0463138,0.057122,0.0399194,0.0127552,0.0110921,0.0264929,0.0284236,0.0237251,0.0124263,0.0331315,0.0227743,0.0292693,0,0.0123193,0.0611471,0.0270903,0,0,0.0161383,0,0,0.0480729,0.0605798,0.033971,0.0231388,0.0108178,0.0525046,0.0309908,0.0838332,0.0781611,0.0330489,0.0609736,0.0375276,0.0466815,0.0784433,0.0221293,0.0150678,0.0221074,0.0185771,0.0282526,0.0337654,0.0489813
391,0.0223192,0,0,0,0,0.0491008,0,0,0,0,0,0,0.0235526,0,0.0208903,0.0688178,0,0,0.0267854,0,0,0.0448542,0.0676865,0.0190542,0.00704432,0.0209112,0.038588,0.0404521,0.0463145,0.0572013,0.0399668,0.0127614,0.0110724,0.0265346,0.0284488,0.0236196,0.0125742,0.0320944,0.02238,0.0299511,0,0.0122242,0.0613072,0.0271223,0,0,0.0161238,0,0,0.0480179,0.0605191,0.0337961,0.0234732,0.0107956,0.0526763,0.0310723,0.0837716,0.0780507,0.0330645,0.0610534,0.0375582,0.046764,0.0786489,0.0211413,0.0150639,0.0224067,0.0187719,0.0283093,0.033751,0.0491083
392,0.0223121,0,0,0,0,0.0491089,0,0,0,0,0,0,0.0236401,0,0.0208209,0.0686921,0,0,0.0268052,0,0,0.0447028,0.067678,0.0189963,0.00704802,0.0209531,0.038672,0.0405848,0.0463337,0.0572954,0.039992,0.0127603,0.0111702,0.0265923,0.0284592,0.023499,0.0127444,0.0316672,0.022231,0.0306839,0,0.0121904,0.0614833,0.0271775,0,0,0.0161096,0,0,0.0480562,0.0604586,0.033693,0.023728,0.0107613,0.0528363,0.0311704,0.0836897,0.0779505,0.0330687,0.0610924,0.0375655,0.046812,0.078796,0.0203147,0.0149598,0.0224775,0.0188838,0.0283552,0.0337711,0.049273
393,0.0222905,0,0,0,0,0.0491678,0,0,0,0,0,0,0.0237442,0,0.0207418,0.0685403,0,0,0.0267708,0,0,0.0447146,0.0676837,0.0189089,0.0069912,0.0209348,0.0387703,0.0406539,0.0463498,0.0573419,0.0400609,0.0127058,0.0113591,0.026646,0.0284728,0.0233259,0.0128784,0.0316683,0.0221323,0.0314546,0,0.0121921,0.0616533,0.0272287,0,0,0.0161731,0,0,0.048071,0.0604111,0.0335271,0.0238866,0.0107271,0.0529306,0.031229,0.0836355,0.0778549,0.0330862,0.0610771,0.0375778,0.0468375,0.078875,0.019584,0.0148878,0.0223778,0.0189169,0.0284014,0.0337815,0.049284
394,0.022256,0,0,0,0,0.0492643,0,0,0,0,0,0,0.0238387,0,0.0206687,0.0683894,0,0,0.0267177,0,0,0.0447578,0.0677166,0.0188648,0.00694646,0.0209045,0.0388672,0.0406609,0.0463388,0.0573822,0.0400549,0.0126783,0.0114301,0.0266776,0.0284724,0.0231299,0.0128953,0.0318553,0.0220051,0.0320867,0,0.0121383,0.0618452,0.0272633,0,0,0.0163245,0,0,0.0480449,0.0603729,0.0334067,0.0240057,0.0107222,0.052949,0.0312846,0.0835392,0.0777747,0.0331261,0.0610688,0.0376468,0.046911,0.0789537,0.0190192,0.0148486,0.0222827,0.0188839,0.0285143,0.0337717,0.0492653
395,0.0222297,0,0,0,0,0.0493935,0,0,0,0,0,0,0.023972,0,0.020611,0.0682472,0,0,0.0266368,0,0,0.0447295,0.0677826,0.0187989,0.00686347,0.0209002,0.0389347,0.0406195,0.0463048,0.0574066,0.0400195,0.0126919,0.011384,0.0266925,0.0284603,0.0229126,0.0129186,0.0321539,0.0219776,0.0328005,0,0.0120155,0.062064,0.0272904,0,0,0.0165182,0,0,0.047989,0.0603134,0.0332135,0.0240974,0.0106951,0.0529085,0.0313583,0.0834137,0.0777373,0.0331913,0.0610928,0.0377429,0.0469503,0.0790346,0.0185414,0.0148993,0.0222102,0.0188367,0.0286323,0.0337092,0.0493171
396,0.0222341,0,0,0,0,0.0495521,0,0,0,0,0,0,0.0241727,0,0.0205444,0.0680702,0,0,0.0264937,0,0,0.0446324,0.0678615,0.0186976,0.00675033,0.0209218,0.0389852,0.0405539,0.0462741,0.0574221,0.0399952,0.0126802,0.0114098,0.0267158,0.0284489,0.0227165,0.0128977,0.0324636,0.0220066,0.0334498,0,0.0119066,0.0622839,0.0272964,0,0,0.0167132,0,0,0.0479576,0.0602167,0.0329191,0.0241425,0.0107117,0.0528207,0.0314467,0.0833344,0.0777319,0.0333068,0.0610292,0.0378274,0.0470085,0.079133,0.0181067,0.0151118,0.0221602,0.0187424,0.0287811,0.0336172,0.0493466
397,0.0222359,0,0,0,0,0.0497201,0,0,0,0,0,0,0.0243891,0,0.0204947,0.0678931,0,0,0.0262771,0,0,0.0444654,0.0679577,0.0186376,0.00662146,0.0209579,0.0390063,0.0404685,0.0462393,0.0574093,0.039994,0.0126907,0.0114377,0.0267237,0.0284322,0.0225344,0.0128368,0.0326285,0.0220131,0.0337485,0,0.0118192,0.0625475,0.0273194,0,0,0.0168773,0,0,0.0480486,0.0600565,0.0325218,0.0241919,0.0107773,0.0526929,0.0315541,0.0832559,0.0777805,0.0334344,0.0609254,0.0379207,0.0470522,0.0792094,0.0177991,0.0153973,0.0220969,0.0185152,0.0289536,0.0334526,0.0493998
398,0.0222595,0,0,0,0,0.0498699,0,0,0,0,0,0,0.0246544,0,0.0205067,0.0676646,0,0,0.0259569,0,0,0.0442605,0.0680704,0.0185797,0.00646473,0.0209924,0.0389782,0.0403457,0.0461947,0.0573682,0.0400177,0.0126928,0.0116,0.026733,0.0284236,0.0221879,0.0128113,0.0326852,0.022011,0.0337546,0,0.0117972,0.0628218,0.027383,0,0,0.0170236,0,0,0.0480928,0.0598449,0.0319299,0.0242746,0.0108441,0.0525432,0.0316728,0.0831791,0.0779033,0.0336283,0.0608708,0.0379753,0.0469929,0.07924,0.017724,0.0157075,0.0222259,0.0185504,0.0291657,0.033229,0.0494409
399,0.0222559,0,0,0,0,0.049996,0,0,0,0,0,0,0.0249071,0,0.0205284,0.0674648,0,0,0.0255478,0,0,0.0443048,0.068215,0.0185379,0.00630266,0.02099,0.0389257,0.0402538,0.046086,0.0573143,0.0399952,0.0127614,0.0117307,0.0267304,0.0283985,0.021794,0.0127358,0.0328513,0.0216895,0.0335573,0,0.0119802,0.0630894,0.0274501,0,0,0.0171338,0,0,0.0480047,0.0595948,0.0312443,0.0243329,0.010967,0.0523705,0.0317808,0.0832093,0.0780739,0.0338492,0.0608702,0.0380834,0.046953,0.0792417,0.0179081,0.0161261,0.0224905,0.0186274,0.0293291,0.0329762,0.049473
400,0.0221921,0,0,0,0,0.0501075,0,0,0,0,0,0,0.025104,0,0.0205558,0.0673781,0,0,0.0251111,0,0,0.0447457,0.0683769,0.0185429,0.00609051,0.0209435,0.03887,0.0402381,0.0459263,0.0572695,0.0399307,0.0128227,0.0117884,0.0267043,0.0283724,0.0214589,0.0124156,0.0333783,0.0207708,0.033347,0,0.0123697,0.0633,0.0275196,0,0,0.0172339,0,0,0.0479512,0.0592677,0.0304131,0.0242953,0.0111028,0.0521908,0.0319386,0.0833739,0.078294,0.0340561,0.0608584,0.0382988,0.0469204,0.0792235,0.0180051,0.01653,0.0228432,0.0185747,0.0294652,0.0327209,0.0495448
401,0.0221176,0,0,0,0,0.050239,0,0,0,0,0,0,0.0252659,0,0.0205534,0.0674007,0,0,0.0246278,0,0,0.0449471,0.0685243,0.0185449,0.00585504,0.0209076,0.0387564,0.0401458,0.0458147,0.0572058,0.0398754,0.0127945,0.0117445,0.0266792,0.028357,0.0212742,0.0121679,0.0340484,0.0204355,0.0332116,0,0.0127139,0.0634984,0.0275893,0,0,0.0173743,0,0,0.048046,0.0588749,0.0295035,0.0242563,0.0112527,0.0520163,0.0321514,0.0836157,0.0785346,0.0342387,0.0608307,0.0384302,0.0468555,0.0792071,0.017785,0.016893,0.0232229,0.018485,0.0296259,0.0324829,0.0495936
402,0.0220233,0,0,0,0,0.0503265,0,0,0,0,0,0,0.0253125,0,0.0205455,0.067522,0,0,0.0240631,0,0,0.044861,0.0686701,0.0185463,0.00561273,0.020935,0.0386089,0.0399876,0.0457218,0.0571197,0.0398777,0.0127316,0.0115558,0.0266253,0.0283187,0.0212005,0.0121313,0.0345665,0.0205228,0.0334549,0,0.012894,0.0637403,0.0276222,0,0,0.0175067,0,0,0.04811,0.0584873,0.0285448,0.0242657,0.0115056,0.0518387,0.0324002,0.0837637,0.0786928,0.0343477,0.0608084,0.0383544,0.0468198,0.0792744,0.0173842,0.0172645,0.0236045,0.0184442,0.0297651,0.0322841,0.0496824
403,0.0218965,0,0,0,0,0.0504126,0,0,0,0,0,0,0.0252317,0,0.020518,0.0674944,0,0,0.0234415,0,0,0.0446449,0.0688117,0.0185,0.00536931,0.0208266,0.0383811,0.039821,0.0456251,0.0570317,0.039945,0.012651,0.0111702,0.0265387,0.0282729,0.0212769,0.0122226,0.0349772,0.0206974,0.0341004,0,0.0129354,0.0639672,0.0275971,0,0,0.0176417,0,0,0.0481053,0.0580805,0.0276107,0.0243006,0.0117657,0.0516355,0.0327642,0.0838236,0.0787402,0.0343473,0.0608566,0.0381228,0.0468718,0.0794652,0.016777,0.0176607,0.0239404,0.0184349,0.0298804,0.0321236,0.0498496
404,0.0217382,0,0,0,0,0.0504915,0,0,0,0,0,0,0.0251215,0,0.0204888,0.0673874,0,0,0.0227594,0,0,0.0444309,0.06893,0.0184603,0.00523551,0.0206843,0.0380996,0.0396415,0.0455826,0.0570216,0.0400733,0.0125202,0.0109261,0.0264727,0.0282204,0.0214287,0.0122772,0.0353265,0.0207845,0.0348992,0,0.0129811,0.064166,0.027546,0,0,0.0177773,0,0,0.048024,0.057648,0.0267826,0.0243632,0.0119515,0.0514219,0.0331628,0.0837542,0.0786202,0.0341795,0.0609923,0.0379141,0.0470959,0.0797309,0.0161085,0.0180533,0.0242711,0.0183648,0.0299796,0.0319808,0.050093
405,0.0215546,0,0,0,0,0.0505212,0,0,0,0,0,0,0.0249433,0,0.0204655,0.0672168,0,0,0.022013,0,0,0.0443261,0.0690752,0.0184511,0.00517625,0.0205156,0.0378523,0.0394201,0.0455859,0.0570702,0.0402721,0.0123361,0.0108014,0.0264547,0.0281816,0.0216426,0.0123618,0.0356871,0.0207926,0.0356531,0,0.0131274,0.0644049,0.0274575,0,0,0.0178535,0,0,0.0479207,0.0572045,0.0261715,0.024415,0.0120694,0.0511915,0.0336224,0.0834926,0.0783736,0.0338971,0.0611658,0.0378545,0.0472848,0.079934,0.0155507,0.018441,0.0246822,0.01817,0.0300626,0.0318648,0.0501549
406,0.0214151,0,0,0,0,0.0505519,0,0,0,0,0,0,0.0246933,0,0.0203832,0.0670453,0,0,0.0213073,0,0,0.0442734,0.0692582,0.018441,0.0052225,0.020298,0.0376109,0.0392716,0.0457142,0.0572097,0.0405098,0.0121382,0.010675,0.0264302,0.028158,0.0219472,0.0125363,0.0360774,0.0207505,0.0363484,0,0.0132541,0.0646868,0.0272847,0,0,0.0179947,0,0,0.0478748,0.0567967,0.0259061,0.0244499,0.0120649,0.0508861,0.0340809,0.0830431,0.0781729,0.0336071,0.061226,0.0379048,0.0473659,0.0800101,0.0151323,0.0188965,0.0252236,0.0179946,0.0301299,0.0317645,0.0500884
407,0.0213157,0,0,0,0,0.0506015,0,0,0,0,0,0,0.024457,0,0.0202311,0.066925,0,0,0.0207095,0,0,0.0441604,0.0694584,0.018443,0.00535211,0.0200686,0.0374026,0.0392541,0.0458648,0.0574387,0.0407666,0.0120048,0.0105051,0.0264068,0.0281173,0.0222331,0.0128473,0.0363422,0.020661,0.0367759,0,0.0134092,0.064925,0.0270669,0,0,0.0181619,0,0,0.0479831,0.0566192,0.0259488,0.0243839,0.0120696,0.0505069,0.0346138,0.0831547,0.0780368,0.0334672,0.0612388,0.0379357,0.0473593,0.0800766,0.0149005,0.0194045,0.0259199,0.0178787,0.0301367,0.0316552,0.0499946
408,0.0212484,0,0,0,0,0.0507037,0,0,0,0,0,0,0.0243103,0,0.0200632,0.0667774,0,0,0.0202654,0,0,0.0440006,0.0696599,0.0184372,0.00554577,0.0198154,0.0373048,0.0393397,0.0460382,0.057696,0.0409956,0.0119346,0.0103779,0.0264115,0.0280121,0.022436,0.0133187,0.0365147,0.0205937,0.0372328,0,0.0135635,0.0651583,0.0268108,0,0,0.0182653,0,0,0.0481123,0.0565536,0.0261295,0.0242145,0.0121492,0.050089,0.0350947,0.0832124,0.0779235,0.0333858,0.0611658,0.0379462,0.0472672,0.0801709,0.0146989,0.0199154,0.0264303,0.0177249,0.030148,0.0315105,0.0498334
409,0.0211413,0,0,0,0,0.0508849,0,0,0,0,0,0,0.0241724,0,0.0198644,0.0666128,0,0,0.0200262,0,0,0.0439185,0.0698708,0.0184544,0.0057682,0.0195819,0.0372336,0.0395613,0.0462131,0.0579251,0.0411579,0.0116958,0.0103748,0.0264544,0.0278982,0.0225949,0.0139118,0.0366034,0.0205296,0.0376763,0,0.0136979,0.0654316,0.0265645,0,0,0.0184289,0,0,0.0480912,0.0564691,0.0262551,0.0239975,0.0122257,0.0496385,0.0356095,0.0831389,0.0777966,0.0333656,0.061043,0.0378544,0.0471761,0.0801487,0.0145227,0.0203333,0.0268949,0.0180839,0.0301967,0.0313333,0.0497475
410,0.021138,0,0,0,0,0.0510601,0,0,0,0,0,0,0.0240979,0,0.019631,0.0664511,0,0,0.0198604,0,0,0.0437806,0.070088,0.0184964,0.00598854,0.0193689,0.0371626,0.0398663,0.0463483,0.058139,0.0412286,0.0113782,0.0104483,0.0265258,0.0277741,0.0226309,0.0143863,0.0363966,0.0203776,0.0380989,0,0.0138418,0.0657403,0.0263272,0,0,0.0184297,0,0,0.0479964,0.0563211,0.0262323,0.0238167,0.0123331,0.0492364,0.0362719,0.0830871,0.0776976,0.0333717,0.0609003,0.0376841,0.0471494,0.0800185,0.0143529,0.0208053,0.0269556,0.0181216,0.0304497,0.0311831,0.049903
411,0.0212056,0,0,0,0,0.0511617,0,0,0,0,0,0,0.0240938,0,0.0194276,0.0662243,0,0,0.0197275,0,0,0.0435979,0.0702991,0.0185056,0.00624219,0.0191615,0.0370207,0.0401958,0.0464301,0.0583473,0.0412201,0.0109877,0.0105402,0.0265949,0.0276418,0.0225996,0.0147186,0.0358422,0.0200674,0.0384543,0,0.014007,0.0660002,0.0261145,0,0,0.0183978,0,0,0.0478371,0.0561307,0.0260923,0.0237231,0.0124945,0.048897,0.0368118,0.0831828,0.0776813,0.0334422,0.0607625,0.0376366,0.0470705,0.079903,0.0142256,0.0211719,0.0266316,0.0178687,0.0307002,0.0311024,0.0501534
412,0.0207281,0,0,0,0,0.0509073,0,0,0,0,0,0,0.0241064,0,0.0193867,0.065661,0,0,0.0202685,0,0,0.0437197,0.0704341,0.018452,0.00612804,0.0187818,0.0373319,0.0413836,0.0463968,0.0583371,0.0408376,0.0106824,0.0104747,0.0265666,0.0274022,0.0225825,0.0150415,0.0351749,0.0196957,0.0428244,0,0.0149412,0.0656365,0.0254587,0,0,0.0184914,0,0,0.0476276,0.0568308,0.0244549,0.0210953,0.0117487,0.0480194,0.0372253,0.0823347,0.0765356,0.032247,0.0619748,0,0.0479536,0.080624,0.0134368,0.0212593,0.0264747,0.0182116,0.0303955,0.0319071,0.0491927
413,0.0206491,0,0,0,0,0.0508966,0,0,0,0,0,0,0.0243401,0,0.019327,0.0658173,0,0,0.0201157,0,0,0.0435482,0.0705516,0.0184664,0.00632443,0.0187057,0.037324,0.0415749,0.0462955,0.0584556,0.0408272,0.0105185,0.0104527,0.02662,0.0272826,0.022291,0.0151614,0.0344115,0.0190065,0.0432819,0,0.0150516,0.0660235,0.0253782,0,0,0.0183443,0,0,0.0472662,0.0565061,0.0242729,0.021026,0.0116649,0.0479678,0.0374729,0.0824423,0.0766261,0.0323677,0.0619982,0,0.0479325,0.0806625,0.0135239,0.0212474,0.0260029,0.0184475,0.0305229,0.0319734,0.049203
414,0.0205681,0,0,0,0,0.0508883,0,0,0,0,0,0,0.0246808,0,0.0193013,0.0659202,0,0,0.0198691,0,0,0.043384,0.0706714,0.0184465,0.00638227,0.0186719,0.0372544,0.0415879,0.0460532,0.0584661,0.0407282,0.0103221,0.0103576,0.0266527,0.0271921,0.021755,0.0152664,0.0335688,0.0184321,0.0433272,0,0.015324,0.0662718,0.0253616,0,0,0.0179577,0,0,0.0469491,0.0562241,0.024102,0.0212217,0.0118065,0.0479837,0.0377045,0.0824583,0.0766431,0.0324217,0.0620773,0,0.0479699,0.0807259,0.0135001,0.0212533,0.0251979,0.0184049,0.0307135,0.032043,0.0492859
415,0.0204624,0,0,0,0,0.0508182,0,0,0,0,0,0,0.0251937,0,0.0193344,0.0658913,0,0,0.0195552,0,0,0.0431776,0.0708218,0.0182926,0.00627366,0.0187476,0.0370354,0.0416083,0.0456536,0.0584124,0.0405178,0.0101339,0.0102548,0.0266413,0.0270981,0.0209249,0.0152352,0.0328121,0.0182222,0.0432358,0,0.0156356,0.0664796,0.0254187,0,0,0.0177116,0,0,0.0465676,0.0560308,0.0240542,0.0213113,0.011993,0.047971,0.0379057,0.0824694,0.0765873,0.0324012,0.0621386,0,0.0480054,0.08079,0.0134467,0.0212187,0.0241561,0.0184295,0.0308851,0.0321096,0.0493553
416,0.0203421,0,0,0,0,0.0507371,0,0,0,0,0,0,0.0259538,0,0.0193464,0.0658719,0,0,0.0192194,0,0,0.0429263,0.0710568,0.0180546,0.0060921,0.0189056,0.0368492,0.041572,0.0451328,0.0582757,0.0403383,0.0100339,0.0101767,0.0266004,0.0269641,0.0198724,0.0151052,0.0319092,0.0179012,0.0430909,0,0.0159664,0.0666323,0.0255121,0,0,0.0173899,0,0,0.0461566,0.0558932,0.0241229,0.0212544,0.0122275,0.0479637,0.0380564,0.0824209,0.076462,0.0323835,0.0621215,0,0.0480796,0.0808622,0.0133756,0.0210186,0.023242,0.0187138,0.0310515,0.0322075,0.0493793
417,0.0201974,0,0,0,0,0.0506904,0,0,0,0,0,0,0.0268033,0,0.0193222,0.0658249,0,0,0.0188879,0,0,0.0428112,0.0712539,0.017919,0.00588767,0.0190483,0.0366951,0.0415526,0.0445895,0.0580767,0.0401782,0.00999143,0.010146,0.0265358,0.0268214,0.0187675,0.014766,0.0312238,0.0175677,0.0429478,0,0.0162263,0.0667085,0.0256193,0,0,0.0171023,0,0,0.0459214,0.0556894,0.0241856,0.0211427,0.0124526,0.0478631,0.0381959,0.0823952,0.0762962,0.0323384,0.0621132,0,0.0481663,0.0809258,0.0132608,0.0207966,0.0223354,0.0189866,0.0312076,0.03232,0.0494123
418,0.0200586,0,0,0,0,0.0506364,0,0,0,0,0,0,0.0275931,0,0.0192836,0.0657328,0,0,0.018554,0,0,0.0426714,0.0714012,0.0180337,0.00553217,0.0191327,0.0365635,0.0414703,0.0441183,0.0578012,0.0400162,0.0100181,0.0101344,0.0264394,0.0266942,0.0176751,0.0144249,0.0304315,0.017309,0.0427833,0,0.0164276,0.0667385,0.025723,0,0,0.0168898,0,0,0.0458505,0.0554132,0.0242293,0.0210635,0.012646,0.0476947,0.0383726,0.0823499,0.0761168,0.0322691,0.0621593,0,0.0482107,0.0810314,0.0131032,0.0206412,0.0214858,0.0192245,0.0313639,0.0324244,0.0495963
419,0.019955,0,0,0,0,0.0505198,0,0,0,0,0,0,0.0283404,0,0.019213,0.0656375,0,0,0.0181862,0,0,0.0422208,0.0715697,0.0182217,0.00503961,0.0190371,0.0364172,0.0412875,0.0437361,0.057505,0.0398841,0.0101424,0.0101153,0.0263113,0.0265878,0.0165968,0.0142396,0.0289402,0.0171593,0.0426721,0,0.0165954,0.0667529,0.0258429,0,0,0.0166574,0,0,0.0457923,0.0553465,0.0243016,0.0209953,0.0128073,0.0475555,0.038581,0.0823711,0.0759237,0.0321548,0.0622177,0,0.0482137,0.0811161,0.0129841,0.0205139,0.0206812,0.0195114,0.0315739,0.0324732,0.0496838
420,0.0198762,0,0,0,0,0.0504105,0,0,0,0,0,0,0.0290238,0,0.0190717,0.0655932,0,0,0.017823,0,0,0.0419416,0.0717873,0.0181392,0.00493244,0.0189399,0.0362173,0.0411268,0.0434491,0.0572903,0.0397699,0.0103324,0.0101804,0.026229,0.0265831,0.0156929,0.0139886,0.0274324,0.0166198,0.0426479,0,0.0167524,0.0666897,0.0259828,0,0,0.0164222,0,0,0.045652,0.0555445,0.0243885,0.0209175,0.0129279,0.0473667,0.0387624,0.0823756,0.0757796,0.0320644,0.0622591,0,0.0481799,0.0811348,0.0129281,0.0202848,0.0198138,0.0199786,0.0317541,0.0324325,0.0497236
421,0.0208731,0,0,0,0,0.0508525,0,0,0,0,0,0,0.0299337,0,0.0189491,0.0658236,0,0,0.0161407,0,0,0.041493,0.0722352,0.0183044,0.00593425,0.0192697,0.0348536,0.039102,0.043341,0.057422,0.0403988,0.0106578,0.0103922,0.0263495,0.0268464,0.0145523,0.0140045,0.0261736,0.0154561,0.0508983,0,0.01465,0.0691495,0.0272097,0,0,0.0162383,0,0,0.0451865,0.0500758,0.0286918,0.0262249,0.00947935,0.0484457,0.0385613,0,0.0798066,0.0342672,0.0575596,0,0.0431937,0.0763801,0.0192425,0.0200067,0.0186124,0.0202567,0.0326989,0.0306385,0.0539021
