Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI
134,0.0228003,0,0,0,0,0.0499992,0,0,0,0,0,0,0.0324333,0,0.0192682,0.0693205,0,0,0.0207893,0,0,0.0263028,0.0641529,0.0220466,0.00421732,0.0208311,0.0346089,0.0295656,0,0.0611233,0.0438017,0.013732,0.0109062,0.0288695,0.0319759,0.0126031,0.0160891,0,0.0205232,0.0287746,0,0.0140934,0.0631127,0.0323083,0,0,0.0196798,0,0,0.0461006,0.061461,0.0301549,0.0246945,0.0071774,0.0541146,0.0431132,0.0823381,0.0758749,0.0312536,0.0616166,0.0386133,0.0471728,0.0789404,0.0223145,0.0231699,0.0178387,0.0187147,0.0318372,0.025874,0.0480412
135,0.0228298,0,0,0,0,0.049957,0,0,0,0,0,0,0.0323927,0,0.0192554,0.0693349,0,0,0.0208063,0,0,0.0263894,0.0640479,0.0220446,0.00427766,0.0207712,0.0346652,0.0294297,0,0.0611864,0.04386,0.0135176,0.010612,0.0288776,0.0320032,0.0128017,0.0159654,0,0.0205121,0.0285599,0,0.0140932,0.0631282,0.0325116,0,0,0.0198634,0,0,0.0460582,0.0615017,0.030079,0.0248271,0.00725665,0.054078,0.0434618,0.082256,0.0757562,0.031135,0.061678,0.0385451,0.0470789,0.07904,0.0225294,0.0232186,0.017624,0.0185436,0.0316264,0.0259078,0.0481644
136,0.0228844,0,0,0,0,0.0498927,0,0,0,0,0,0,0.0322089,0,0.0191861,0.0693022,0,0,0.0208274,0,0,0.0261801,0.0639853,0.0219847,0.00433254,0.0207806,0.0347549,0.0293865,0,0.0613913,0.043875,0.0134349,0.010572,0.028871,0.0320172,0.0130342,0.0159318,0,0.0205279,0.0286638,0,0.0140907,0.0631305,0.0327184,0,0,0.020066,0,0,0.0459972,0.0616074,0.0300233,0.0248961,0.00725957,0.0540379,0.0437963,0.0822342,0.075665,0.0310302,0.0616938,0.0384801,0.0472432,0.0791155,0.0224227,0.023279,0.0173672,0.0184119,0.0315354,0.0259365,0.0483269
137,0.0229483,0,0,0,0,0.0497989,0,0,0,0,0,0,0.0318022,0,0.019064,0.0692242,0,0,0.0209204,0,0,0.0260258,0.0639086,0.0218559,0.00435334,0.020831,0.034895,0.0293984,0,0.0615707,0.0438368,0.013327,0.0106673,0.0288687,0.0319799,0.0132582,0.0158531,0,0.0205834,0.0289551,0,0.0140071,0.0631426,0.032892,0,0,0.0203056,0,0,0.0459699,0.0617175,0.0300212,0.0249389,0.00720468,0.0540078,0.0441215,0.08225,0.0756049,0.030935,0.0617011,0.0384139,0.0474312,0.0791425,0.0220906,0.0233098,0.0173224,0.0185857,0.0314574,0.025956,0.048338
138,0.022967,0,0,0,0,0.0497103,0,0,0,0,0,0,0.0315704,0,0.0189612,0.0691851,0,0,0.0210818,0,0,0.025962,0.0638557,0.0216811,0.00435927,0.0208541,0.0351072,0.0294445,0,0.0616964,0.0437826,0.0131388,0.0107634,0.0288565,0.0319082,0.0133949,0.0156468,0,0.0206359,0.0293441,0,0.0139184,0.063203,0.0329954,0,0,0.0205586,0,0,0.0459972,0.0617271,0.0302451,0.0249555,0.00715568,0.0540185,0.0444305,0.0822158,0.0755281,0.0308697,0.0616982,0.0383778,0.047502,0.0791413,0.0216647,0.0233426,0.0173035,0.0186538,0.0313411,0.0260194,0.0482087
139,0.0229096,0,0,0,0,0.049539,0,0,0,0,0,0,0.0314868,0,0.0189005,0.0690703,0,0,0.0212846,0,0,0.025957,0.0638571,0.0215475,0.00438517,0.0207916,0.0353019,0.0295228,0,0.0618173,0.043673,0.0129412,0.0104956,0.0288558,0.031858,0.0135073,0.0154117,0,0.020701,0.0298277,0,0.0138456,0.0633118,0.0330254,0,0,0.0208076,0,0,0.0460415,0.0616649,0.0305777,0.0249392,0.0071467,0.054033,0.0446456,0.0822057,0.0753967,0.0308884,0.061669,0.038355,0.0474618,0.0791532,0.0212083,0.0234182,0.0173165,0.0186223,0.0312092,0.0261548,0.0480854
140,0.0217093,0,0,0,0,0.0489955,0,0,0,0,0,0,0.0221225,0,0.0210165,0.0671621,0,0,0.0219755,0,0,0.0261239,0.0659937,0.0249843,0.00800445,0.0202797,0.0352567,0.0300825,0.051155,0.0590387,0.0422229,0.013804,0.0133398,0.0297683,0.0315072,0.0272663,0.0152042,0,0.0207911,0.0301693,0,0.0137128,0.0643463,0.0326688,0,0,0.0217204,0,0,0.0464118,0.0613848,0.0306782,0.0259785,0.00739763,0.0546525,0.0459453,0.0820735,0.0752939,0.030924,0.0616871,0.0383877,0.0475175,0.0792956,0.0209029,0.0240393,0.0172331,0.0186988,0.030566,0.0274196,0.0478794
141,0.0208939,0,0,0,0,0.0485098,0,0,0,0,0,0,0.0221081,0,0.0211203,0.0668486,0,0,0.0231955,0,0,0.0264896,0.066031,0.024817,0.0076292,0.0201769,0.0359225,0.0311609,0.0508765,0.0588968,0.0418074,0.013551,0.013168,0.0296042,0.0312799,0.0272968,0.0151825,0,0.0209197,0.027979,0,0.01504,0.06354,0.0321809,0,0,0.0221302,0,0,0.0465268,0.0634619,0.0270611,0.0236173,0.00941414,0.0539102,0.0461637,0.0793983,0.0726446,0.0294505,0.0642154,0.0397667,0,0.0823786,0.0220969,0.024166,0.0173289,0.0187417,0.0298683,0.0285361,0.0465828
142,0.0215857,0,0,0,0,0.0486925,0,0,0,0,0,0,0.0224018,0,0.0210436,0.0672334,0,0,0.0225189,0,0,0.0261892,0.0660826,0.0247456,0.00816216,0.0204784,0.0354793,0.0304902,0.0508328,0.059221,0.042053,0.0135432,0.0133099,0.0296932,0.0313527,0.0269466,0.0147096,0,0.0209963,0.031344,0,0.013722,0.0644548,0.0326748,0,0,0.0220652,0,0,0.0464876,0.0613097,0.0308194,0.0260967,0.0073886,0.0545697,0.0458864,0.0820124,0.0750209,0.030824,0.0616292,0.0381527,0.0478071,0.0793274,0.0195662,0.0240566,0.017449,0.0186961,0.0303059,0.0277123,0.0485247
143,0.0215873,0,0,0,0,0.0486265,0,0,0,0,0,0,0.0226573,0,0.0209103,0.0672138,0,0,0.0227553,0,0,0.0262948,0.066136,0.0244331,0.00824767,0.0205367,0.0355874,0.0307087,0.0506839,0.0592834,0.0418959,0.0134658,0.013195,0.0297038,0.0312748,0.0265078,0.0143023,0,0.0210849,0.0321727,0,0.0135636,0.0644608,0.0326624,0,0,0.0222077,0,0,0.0465495,0.0612331,0.0308309,0.0262369,0.00730628,0.0545891,0.0458424,0.0821292,0.0749992,0.0307668,0.0616088,0.0380616,0.0479368,0.0793588,0.0188356,0.0241552,0.0176089,0.0186856,0.0302684,0.0277889,0.0486598
144,0.0216327,0,0,0,0,0.048547,0,0,0,0,0,0,0.0228735,0,0.020838,0.067037,0,0,0.0230089,0,0,0.0264121,0.0661383,0.0241632,0.00836686,0.0205571,0.0356354,0.0309027,0.0505443,0.0594053,0.0417121,0.0133718,0.0128953,0.029705,0.0312162,0.0262125,0.0140501,0,0.0211533,0.0329217,0,0.0134808,0.0644711,0.0326348,0,0,0.0223174,0,0,0.0465854,0.06112,0.0307359,0.0264559,0.00738713,0.054599,0.0457826,0.0821767,0.0749483,0.0306961,0.0616567,0.0380377,0.0479438,0.0794515,0.0181413,0.0240972,0.0177366,0.0186415,0.0301831,0.0277974,0.0485877
145,0.0216731,0,0,0,0,0.0484355,0,0,0,0,0,0,0.0230804,0,0.0207524,0.0669074,0,0,0.023212,0,0,0.0263466,0.0661045,0.0239167,0.00848562,0.0206279,0.0356756,0.0310206,0.0504459,0.0595087,0.0415785,0.0132757,0.0127657,0.0296292,0.0311462,0.0258301,0.0140045,0,0.0211648,0.0335295,0,0.0133811,0.0644911,0.0325897,0,0,0.0223838,0,0,0.0465846,0.0610121,0.0305692,0.0266886,0.00753274,0.0546145,0.0456856,0.0821665,0.074867,0.0306203,0.0617443,0.0380457,0.0479905,0.0795322,0.0174377,0.0239905,0.0177747,0.0184769,0.0300618,0.0278164,0.0485537
146,0.0216438,0,0,0,0,0.0483525,0,0,0,0,0,0,0.0232641,0,0.020668,0.0670925,0,0,0.0233182,0,0,0.0262026,0.0660032,0.0236861,0.00861535,0.0207646,0.0357708,0.0310661,0.0503187,0.0596476,0.0415177,0.0132061,0.0128296,0.0295298,0.0310229,0.0254323,0.0137711,0,0.0211874,0.0340412,0,0.0132417,0.0645898,0.0325206,0,0,0.0223808,0,0,0.0465485,0.0609538,0.0302359,0.0268931,0.00773792,0.0546423,0.0455535,0.0821007,0.074757,0.0305102,0.0618245,0.0379531,0.047806,0.0796659,0.0167783,0.0238539,0.0177689,0.0182237,0.0298976,0.0279099,0.0487503
147,0.0215488,0,0,0,0,0.0482365,0,0,0,0,0,0,0.0231982,0,0.0206087,0.0670235,0,0,0.0234141,0,0,0.026202,0.0659209,0.0235078,0.00873662,0.0208308,0.0357885,0.0310941,0.0502984,0.0597964,0.0413652,0.0131028,0.0128197,0.0294395,0.0309089,0.0252291,0.0133564,0,0.0212609,0.0346211,0,0.0131832,0.0647029,0.0324349,0,0,0.022372,0,0,0.0465716,0.0609004,0.0299627,0.0271271,0.00789534,0.0545625,0.0453948,0.0821104,0.0746994,0.0304071,0.0618821,0.0378668,0.0477566,0.0797562,0.0160958,0.0237309,0.0179265,0.0182276,0.0296616,0.0280267,0.0491112
148,0.021421,0,0,0,0,0.0480854,0,0,0,0,0,0,0.0230009,0,0.0205505,0.0670021,0,0,0.0235046,0,0,0.0262307,0.0658446,0.0232466,0.0088649,0.0208593,0.0358311,0.0310981,0.0502773,0.0599497,0.0412065,0.0128615,0.0124743,0.0294104,0.0309019,0.0253186,0.0129294,0,0.0213478,0.0353444,0,0.0131563,0.0649452,0.0323436,0,0,0.0223979,0,0,0.0466009,0.0608878,0.0299172,0.0274029,0.00803539,0.0545228,0.045184,0.0821015,0.0745994,0.0303265,0.0619883,0.0377898,0.0479137,0.0798573,0.0154016,0.0236281,0.0180933,0.0182159,0.0294926,0.0281678,0.0491487
149,0.0212707,0,0,0,0,0.0479681,0,0,0,0,0,0,0.0228354,0,0.0204317,0.0670588,0,0,0.0236149,0,0,0.0262853,0.0657301,0.0229898,0.00895911,0.0209252,0.03591,0.0311284,0.0502672,0.0600912,0.041132,0.012733,0.0122219,0.0293822,0.0308913,0.0254567,0.0128814,0,0.0214054,0.0361508,0,0.0130827,0.0651999,0.0322816,0,0,0.0224486,0,0,0.0465993,0.0609275,0.0300957,0.0276183,0.00818666,0.0545031,0.0450936,0.0819712,0.0744348,0.030267,0.0621367,0.0376554,0.0480353,0.0799911,0.0147517,0.0236769,0.0182047,0.018167,0.029419,0.028316,0.0491643
150,0.021103,0,0,0,0,0.0478223,0,0,0,0,0,0,0.0226998,0,0.0203837,0.0669919,0,0,0.0237434,0,0,0.0263373,0.0656025,0.0228038,0.00903142,0.0209725,0.0360436,0.0312022,0.050388,0.0602893,0.0411068,0.0127447,0.0120563,0.0293508,0.0308191,0.0256361,0.01255,0,0.0215231,0.0369411,0,0.0130214,0.065361,0.032251,0,0,0.0225143,0,0,0.0466062,0.0610256,0.0303009,0.0277138,0.00830163,0.0544923,0.0450667,0.0818219,0.0742172,0.030208,0.0622849,0.0376031,0.0482488,0.0801565,0.014166,0.0236573,0.0182371,0.0180279,0.0293456,0.0284845,0.0493126
151,0.0209387,0,0,0,0,0.0476838,0,0,0,0,0,0,0.0225669,0,0.0203897,0.0666068,0,0,0.0239094,0,0,0.0264106,0.0654612,0.0226905,0.00905666,0.0209804,0.0362666,0.0313178,0.0505351,0.0605453,0.0411267,0.0126386,0.012142,0.029332,0.0307424,0.0258333,0.0121807,0,0.0215965,0.0377087,0,0.0128519,0.0653396,0.0322138,0,0,0.0225571,0,0,0.0466365,0.0611809,0.0303902,0.0276508,0.00824779,0.0544489,0.0450196,0.0816842,0.0739589,0.0300356,0.0624693,0.0375563,0.0483921,0.0803169,0.0136361,0.0234591,0.018444,0.0181206,0.0291393,0.0286559,0.0493239
152,0.0208231,0,0,0,0,0.0475747,0,0,0,0,0,0,0.0224048,0,0.0203778,0.0663971,0,0,0.0240765,0,0,0.0263346,0.0653264,0.022605,0.00911408,0.0209772,0.0364239,0.0314559,0.0506888,0.0608067,0.0411234,0.0124177,0.0123174,0.0292902,0.030677,0.0259988,0.0118869,0,0.0215765,0.0385688,0,0.0125883,0.0653642,0.0321742,0,0,0.0225919,0,0,0.0467073,0.0612681,0.0302555,0.0276851,0.00806873,0.0544169,0.0449629,0.0815623,0.0737923,0.0299493,0.0625394,0.0374755,0.0483081,0.080331,0.0129757,0.0234367,0.0186633,0.0181917,0.0289258,0.0287948,0.0493789
153,0.0207341,0,0,0,0,0.0474879,0,0,0,0,0,0,0.0222853,0,0.0203401,0.0664885,0,0,0.024298,0,0,0.0263466,0.0651893,0.022511,0.00920504,0.0210096,0.0365372,0.0316087,0.0508002,0.0610077,0.0411138,0.0121577,0.0122272,0.0292771,0.0306412,0.0261867,0.0117899,0,0.0215743,0.039476,0,0.0123314,0.0654267,0.0321157,0,0,0.0226644,0,0,0.0467709,0.0613342,0.0302718,0.0277226,0.00784666,0.0544153,0.0449038,0.0815341,0.0736679,0.0299533,0.0624554,0.0374777,0.0483287,0.0803028,0.0123285,0.0235959,0.0188225,0.0182511,0.0288026,0.028944,0.0493095
154,0.0206484,0,0,0,0,0.0474709,0,0,0,0,0,0,0.022095,0,0.0202139,0.06682,0,0,0.0245417,0,0,0.0264378,0.0650569,0.022363,0.00931701,0.0211394,0.036684,0.0318114,0.0508111,0.0611505,0.0411645,0.011964,0.0119728,0.029347,0.0306558,0.0263728,0.0119262,0,0.0216402,0.0403085,0,0.0120407,0.0655176,0.0320414,0,0,0.0228132,0,0,0.046832,0.0614578,0.0304654,0.0277188,0.00762053,0.0544626,0.0448484,0.081528,0.0735478,0.029978,0.0624008,0.0375356,0.0483882,0.0803293,0.0118232,0.023729,0.0189417,0.0181871,0.0286558,0.0291073,0.0490747
155,0.0205838,0,0,0,0,0.0474576,0,0,0,0,0,0,0.0220283,0,0.0201761,0.0667866,0,0,0.0248007,0,0,0.0265223,0.0649348,0.0223022,0.00931344,0.0212489,0.0367534,0.0320729,0.0508779,0.0613353,0.0411892,0.0118778,0.0119101,0.0293938,0.0306281,0.0264186,0.0119061,0,0.0216959,0.0409277,0,0.0118208,0.0654939,0.0319799,0,0,0.0229518,0,0,0.0469319,0.0616178,0.0308886,0.0277391,0.00742572,0.0544339,0.0448498,0.0815385,0.0734378,0.0300088,0.0623986,0.037519,0.0484224,0.0803529,0.0114901,0.0238087,0.0190911,0.0180808,0.0285594,0.0292577,0.0489532
156,0.0205364,0,0,0,0,0.047415,0,0,0,0,0,0,0.0220727,0,0.0201438,0.0664252,0,0,0.025074,0,0,0.0267607,0.0648333,0.0222419,0.00924726,0.0213049,0.0367408,0.0323225,0.050954,0.0615597,0.041142,0.0118145,0.0119601,0.0294183,0.0306013,0.0264768,0.0116591,0,0.0217744,0.0413034,0,0.0116365,0.0653452,0.0319417,0,0,0.0230408,0,0,0.0470407,0.0617613,0.0313762,0.0278205,0.00728303,0.0543182,0.044815,0.0815569,0.073343,0.0299973,0.0624211,0.0375156,0.0484114,0.0803566,0.0112658,0.0238578,0.0192563,0.017934,0.0285219,0.0293789,0.0488419
157,0.0205176,0,0,0,0,0.0473776,0,0,0,0,0,0,0.0220353,0,0.0201021,0.0663192,0,0,0.0252766,0,0,0.0269817,0.0647397,0.0221991,0.00939108,0.0213654,0.0367056,0.0325004,0.0511043,0.0617286,0.0411533,0.0116591,0.0118437,0.0294778,0.0306682,0.0266212,0.0113494,0,0.0218283,0.041738,0,0.011498,0.0652026,0.0319447,0,0,0.0230746,0,0,0.0471394,0.0618558,0.0312549,0.0279404,0.00712407,0.0542313,0.0446614,0.0812742,0.0732965,0.0299286,0.0624084,0.0375234,0.0483207,0.0803449,0.0109364,0.0238447,0.0194231,0.0178427,0.0285096,0.0294558,0.0489086
158,0.0216819,0,0,0,0,0.0478018,0,0,0,0,0,0,0.0219062,0,0.0201059,0.0658767,0,0,0.0239321,0,0,0.026432,0.0649811,0.0225082,0.010835,0.0218088,0.035779,0.0312576,0.051474,0.0622105,0.0418075,0.0118593,0.0121217,0.0297592,0.0309179,0.0266861,0.0109476,0,0.0216812,0.048599,0,0.0110648,0.0675127,0.032796,0,0,0.0227435,0,0,0.0470864,0.0578549,0.0350111,0.0322049,0.00764401,0.0554264,0.0441623,0,0.0766197,0.0310797,0.0579028,0.0349006,0.0436153,0.0758507,0.0127955,0.0235047,0.0195715,0.0177688,0.0290961,0.0279957,0.0535713
159,0.0229824,0,0,0,0,0.0481718,0,0,0,0,0,0,0.0266363,0,0,0.0674122,0,0,0.0233045,0,0,0.0260282,0.0626383,0.0177895,0.0083716,0.0236631,0.0359952,0.0306061,0,0.0649658,0.0426361,0.0100262,0.0104186,0.0304272,0.0306938,0.0170354,0.0106935,0,0.021589,0.0476916,0,0,0.0669467,0.0333966,0,0,0.0218779,0,0,0.0467726,0.0577251,0.0346515,0.031988,0.00778231,0.0551127,0.0426594,0,0.0769341,0.0310671,0.0576138,0.0347923,0.0433935,0.0755631,0.0133349,0.0226873,0.0198376,0.0176178,0.0295739,0.0268658,0.0543487
160,0.0205279,0,0,0,0,0.0472124,0,0,0,0,0,0,0.0221355,0,0.0197814,0.0666791,0,0,0.0256533,0,0,0.0268051,0.0645675,0.0220928,0.00963093,0.021658,0.0366221,0.0327875,0.0512225,0.0620041,0.0412815,0.0116201,0.0119676,0.0297223,0.0307194,0.0259864,0.0108599,0,0.0218102,0.0430617,0,0.011293,0.0651574,0.0318417,0,0,0.0228166,0,0,0.0472612,0.0619243,0.0309517,0.0282857,0.00709017,0.0540908,0.0438886,0.0788569,0.0731325,0.0294592,0.062315,0.0373987,0.0483096,0.0804113,0.0102289,0.0233424,0.0199471,0.0177819,0.0278591,0.0297557,0.0497362
161,0.0204291,0,0,0,0,0.0471249,0,0,0,0,0,0,0.0222659,0,0.0195622,0.0667945,0,0,0.025759,0,0,0.0269368,0.0645132,0.0219629,0.00962621,0.0217433,0.0366046,0.0328899,0.0512475,0.062074,0.0412732,0.0115558,0.0120891,0.0297788,0.0307375,0.0256456,0.0109412,0,0.0218985,0.0426083,0,0.0115308,0.0650287,0.0317857,0,0,0.0227324,0,0,0.0472797,0.0621342,0.0311331,0.0283353,0.00737685,0.0540292,0.043596,0.0815372,0.0729101,0.029365,0.0625619,0.0374597,0.048579,0.0807306,0.0103411,0.0233002,0.0200888,0.0177597,0.0276329,0.0299758,0.0495016
162,0.0203248,0,0,0,0,0.0470102,0,0,0,0,0,0,0.0225829,0,0.0194046,0.0668265,0,0,0.0257489,0,0,0.0270092,0.0644181,0.0218739,0.00965284,0.021837,0.0366456,0.0329752,0.0512344,0.0621633,0.0413157,0.0115136,0.0123479,0.0298092,0.0307642,0.0251102,0.0105006,0,0.0220439,0.0424474,0,0.011695,0.0650414,0.0317514,0,0,0.0226948,0,0,0.0472709,0.062272,0.0316087,0.0284049,0.00744872,0.0540352,0.0434138,0.0829598,0.0726978,0.0292393,0.0627788,0.0375225,0.0487671,0.0809834,0.010461,0.0233132,0.0201176,0.0176306,0.0275472,0.030199,0.0494381
163,0.020241,0,0,0,0,0.0469456,0,0,0,0,0,0,0.0228364,0,0.0192324,0.0670185,0,0,0.0257094,0,0,0.0270715,0.0643574,0.0217784,0.00967164,0.0219577,0.0366858,0.033032,0.0511069,0.0622159,0.0413801,0.0115671,0.0124715,0.029856,0.030797,0.0246706,0.0101371,0,0.0220854,0.0423344,0,0.011702,0.0651517,0.0317907,0,0,0.0227158,0,0,0.0473103,0.0622701,0.0315002,0.0285471,0.00758156,0.05408,0.0432742,0.0830178,0.0725691,0.0291105,0.0628796,0.0375221,0.0489424,0.0811055,0.0104604,0.0231381,0.0202986,0.0177011,0.0274783,0.0303616,0.0494924
164,0.0202046,0,0,0,0,0.0469017,0,0,0,0,0,0,0.0230556,0,0.0191755,0.0669477,0,0,0.0257116,0,0,0.0271721,0.0643133,0.0217222,0.00963525,0.0220116,0.0366851,0.0330717,0.0510791,0.0622996,0.041383,0.0116035,0.0124028,0.0298913,0.030813,0.0243411,0.00989949,0,0.0220921,0.0420663,0,0.0117053,0.0652074,0.0318855,0,0,0.0228059,0,0,0.0473797,0.0622231,0.0314607,0.0287147,0.00785972,0.0540917,0.0431973,0.0827282,0.0724585,0.0290059,0.0629747,0.0375177,0.0490934,0.0812313,0.0105799,0.022945,0.0204591,0.017799,0.0273909,0.0304689,0.0495061
165,0.0201969,0,0,0,0,0.0469059,0,0,0,0,0,0,0.0232005,0,0.0190258,0.066839,0,0,0.0257642,0,0,0.0272781,0.06428,0.0216653,0.00960344,0.0220852,0.0367271,0.0331141,0.0511447,0.0624352,0.04139,0.0116627,0.0123507,0.0299716,0.0308189,0.0241042,0.00968402,0,0.0220753,0.0418311,0,0.0118053,0.0652787,0.0319964,0,0,0.0229575,0,0,0.0474579,0.0621468,0.0314971,0.0288361,0.00795792,0.0540954,0.0432946,0.0825695,0.0723563,0.0289831,0.0630892,0.0375314,0.0491834,0.0813456,0.0107258,0.0227375,0.0206083,0.0178595,0.0273148,0.0305126,0.0495365
166,0.0202108,0,0,0,0,0.0469193,0,0,0,0,0,0,0.0233046,0,0.01876,0.0668955,0,0,0.0258033,0,0,0.0272963,0.0642683,0.0215528,0.00953955,0.0221994,0.0368088,0.0331623,0.0511197,0.0625479,0.0414276,0.0117171,0.0123274,0.0300911,0.0308675,0.023859,0.00943933,0,0.022162,0.0415964,0,0.0119418,0.0653886,0.0320906,0,0,0.0232013,0,0,0.0475901,0.0620603,0.031453,0.0289044,0.00785986,0.0541324,0.0432819,0.0825116,0.0722643,0.0290026,0.0631707,0.037552,0.0492,0.0814407,0.0107822,0.0227612,0.0207605,0.0177828,0.0272866,0.0305428,0.0495347
167,0.0202508,0,0,0,0,0.0469241,0,0,0,0,0,0,0.0235406,0,0.0186005,0.0668789,0,0,0.0259683,0,0,0.0274436,0.0642705,0.02149,0.0094557,0.0223289,0.0368531,0.0331838,0.0510217,0.0626513,0.0414706,0.0117147,0.0122782,0.0301769,0.0309179,0.0235553,0.00906855,0,0.0222254,0.04139,0,0.0120431,0.0654687,0.0321352,0,0,0.0233699,0,0,0.0476884,0.0620476,0.0308218,0.0289496,0.00775712,0.0541606,0.0432372,0.0824862,0.0722423,0.0290157,0.0631252,0.0375538,0.0490903,0.0813984,0.0107083,0.0228036,0.0209354,0.0176887,0.0272351,0.0305756,0.0494828
168,0.0202404,0,0,0,0,0.0469001,0,0,0,0,0,0,0.0238463,0,0.0185463,0.066946,0,0,0.026405,0,0,0.0276093,0.0642741,0.021519,0.00946578,0.0224546,0.0368565,0.033154,0.0508756,0.0627406,0.041493,0.0116236,0.0122884,0.0302451,0.0309447,0.0231444,0.00832035,0,0.0222903,0.0413259,0,0.012136,0.0655463,0.0321069,0,0,0.0234987,0,0,0.0478,0.0620496,0.030487,0.0289276,0.007737,0.0541001,0.0431775,0.0825207,0.0722309,0.0290128,0.0630949,0.0375764,0.0490439,0.0813768,0.0106394,0.0226548,0.0211809,0.0176191,0.0271713,0.0306415,0.0494064
169,0.0201846,0,0,0,0,0.0468784,0,0,0,0,0,0,0.0240576,0,0.0184515,0.0670576,0,0,0.0270998,0,0,0.0277302,0.064298,0.0215655,0.00960228,0.0225477,0.0368432,0.0330874,0.050928,0.0627843,0.0414753,0.0115418,0.0123996,0.0303256,0.0309753,0.0228031,0.00759522,0,0.0224274,0.0414767,0,0.0121784,0.065584,0.0320447,0,0,0.0236303,0,0,0.0479503,0.0620287,0.0304328,0.0288642,0.00775045,0.053972,0.0430797,0.0825655,0.0721902,0.0290459,0.063114,0.0376454,0.0490788,0.0814037,0.0105852,0.0225567,0.0214849,0.0175814,0.0271763,0.0307314,0.0493683
170,0.0201532,0,0,0,0,0.0468482,0,0,0,0,0,0,0.024109,0,0.0183003,0.0669134,0,0,0.0274526,0,0,0.0277454,0.0643325,0.0215866,0.00973226,0.0225617,0.0367832,0.0331288,0.0510752,0.0627761,0.0414182,0.0114677,0.0125161,0.0303843,0.0310058,0.0226181,0.00743562,0,0.0224948,0.0418748,0,0.0121578,0.0654747,0.0319842,0,0,0.0237317,0,0,0.0481041,0.0620054,0.0303669,0.0288217,0.00785609,0.0538259,0.0430215,0.0826035,0.0721362,0.0291041,0.0631314,0.0376988,0.0490795,0.0814397,0.0104664,0.0223377,0.0218089,0.0175423,0.0272804,0.0308068,0.0493884
171,0.020156,0,0,0,0,0.046907,0,0,0,0,0,0,0.0241163,0,0.0181197,0.0668654,0,0,0.0275949,0,0,0.0277595,0.0644065,0.0215593,0.00969872,0.0226309,0.0367197,0.033238,0.0509925,0.0628054,0.0414633,0.0115052,0.0125594,0.0304573,0.0310429,0.0224693,0.00735732,0,0.0225254,0.0422805,0,0.012144,0.0654805,0.0319392,0,0,0.0237438,0,0,0.0481884,0.0619752,0.0302831,0.0287558,0.00785592,0.0536943,0.0429611,0.0826074,0.0720592,0.0291083,0.0631379,0.0377191,0.0491158,0.0814748,0.0102421,0.0221822,0.022125,0.0174606,0.0271633,0.0308483,0.0494604
172,0.0201767,0,0,0,0,0.0469575,0,0,0,0,0,0,0.0242099,0,0.0180081,0.0670019,0,0,0.0275858,0,0,0.0279166,0.064488,0.0214878,0.00971007,0.0227377,0.0366952,0.0332671,0.0507868,0.0628976,0.0415884,0.0115831,0.0125666,0.0305451,0.0310699,0.0222861,0.00713472,0,0.0225822,0.0426312,0,0.0121743,0.0657052,0.0319243,0,0,0.0237737,0,0,0.0483066,0.0619429,0.0302174,0.0287085,0.00789232,0.0535894,0.0429277,0.0825428,0.0719807,0.0290837,0.0631628,0.0377028,0.0491306,0.0814958,0.00994319,0.022106,0.0224603,0.0173475,0.0270442,0.0308449,0.0494836
173,0.0202031,0,0,0,0,0.0469745,0,0,0,0,0,0,0.02441,0,0.0179654,0.0672193,0,0,0.0274815,0,0,0.0281194,0.0645721,0.0215189,0.00979536,0.0228273,0.0366758,0.0332165,0.0507235,0.0629761,0.0417219,0.0117037,0.0126195,0.0306202,0.0310942,0.0220547,0.00700112,0,0.0226923,0.0430317,0,0.0122673,0.0660453,0.0319237,0,0,0.0238422,0,0,0.0484029,0.0619208,0.0302804,0.0286961,0.00795541,0.0535008,0.0428012,0.0824675,0.0718909,0.0290296,0.0632166,0.0376826,0.049167,0.0815501,0.00966274,0.0221344,0.0228355,0.0172557,0.0269911,0.0308028,0.0494198
174,0.0202282,0,0,0,0,0.0469453,0,0,0,0,0,0,0.0245254,0,0.0179162,0.0670973,0,0,0.0273648,0,0,0.0280938,0.0646826,0.0219858,0.00993702,0.0228686,0.0366013,0.0331591,0.0508357,0.0630036,0.0418151,0.0118243,0.0127023,0.0306925,0.0311686,0.0218744,0.00708337,0,0.0227548,0.0436202,0,0.0123206,0.0660595,0.0319184,0,0,0.023945,0,0,0.0484492,0.0618661,0.0302681,0.0286974,0.00799305,0.0533677,0.042626,0.0823697,0.0718249,0.0289702,0.0632582,0.0376666,0.0492154,0.0816477,0.00935596,0.0220774,0.0232176,0.0171989,0.0269474,0.0307484,0.0493248
