Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,
1785,0.0268957,0,0,0,0,0.0461488,0,0,0,0,0,0,0.0190377,0,0.0184798,0,0,0,0.0191336,0,0,0.0257228,0.0731287,0.0225471,0.0229613,0.0152356,0.033826,0.0317013,0.0544626,0.05678,0.0287644,0.0122181,0.0175362,0.0300082,0.0294594,0.0319362,0.010703,0,0.020795,0.0336201,0,0.014493,0.0564276,0.0363999,0,0,0.0249177,0,0,0.0498499,0.0514147,0.0364946,0.03484,0.0105006,0.0588247,0.0383151,0,0,0.0771805,0.0270559,0.0539111,0.0361028,0.04006,0.0719618,0.0186728,0.0123675,0.0281655,0.0213844,0.0251082,0.0237476,0
1786,0.0269185,0,0,0,0,0.0460494,0,0,0,0,0,0,0.01889,0,0.0185844,0,0,0,0.019124,0,0,0.0257377,0.0731584,0.0224748,0.0228192,0.0151252,0.0338895,0.031703,0.054407,0.0568538,0.0287405,0.0117522,0.0173873,0.0299612,0.0294529,0.0322879,0.010635,0,0.0208898,0.033636,0,0.0145348,0.0563892,0.036438,0,0,0.0249583,0,0,0.0498848,0.0514025,0.0365775,0.0346676,0.01057,0.0587581,0.0385252,0,0,0.077242,0.0270098,0.0539397,0.0361389,0.0401947,0.0719291,0.0186408,0.0123044,0.0276656,0.020979,0.0250421,0.0237397,0
1787,0.0269628,0,0,0,0,0.0459382,0,0,0,0,0,0,0.0187188,0,0.0187045,0,0,0,0.0191196,0,0,0.025755,0.0731466,0.0224066,0.0227014,0.0149889,0.0339491,0.0316734,0.0544154,0.0569243,0.0287389,0.0118414,0.0171544,0.029794,0.0293797,0.0325879,0.0105619,0,0.0209336,0.0336593,0,0.0146165,0.0563922,0.0364578,0,0,0.0249718,0,0,0.0498362,0.0513747,0.0366777,0.0345076,0.0106632,0.0587073,0.0387252,0,0,0.0772598,0.0269928,0.0541007,0.0361999,0.0400456,0.0719404,0.0186043,0.0121721,0.0273142,0.0209644,0.0249963,0.0237047,0
1788,0.026992,0,0,0,0,0.0456049,0,0,0,0,0,0,0.0185251,0,0.0187989,0,0,0,0.0191391,0,0,0.0258304,0.0731601,0.0223057,0.0226245,0.0148731,0.0339714,0.0316669,0.0543167,0.0569621,0.0287067,0.0115692,0.0169861,0.0296805,0.0293179,0.0328909,0.010485,0,0.0208614,0.033758,0,0.0145575,0.0564571,0.0364718,0,0,0.0250232,0,0,0.0498037,0.0513394,0.0366072,0.0343659,0.0107361,0.0586397,0.0389491,0,0,0.0772444,0.026985,0.0543903,0.0360123,0.0397022,0.0719747,0.0185138,0.0118696,0.0272122,0.0212521,0.0249794,0.0236634,0
1789,0.0269868,0,0,0,0,0.0450301,0,0,0,0,0,0,0.0183523,0,0.0188135,0,0,0,0.0191045,0,0,0.0259327,0.0731736,0.0222059,0.0225055,0.0149113,0.033978,0.0316618,0.0540984,0.0570116,0.0286936,0.0115103,0.0168546,0.0296269,0.0292888,0.0331737,0.0104455,0,0.0207375,0.0339769,0,0.0144728,0.056561,0.0364826,0,0,0.0251576,0,0,0.0497978,0.0513109,0.0365506,0.0342245,0.0107425,0.0585352,0.0392766,0,0,0.0772183,0.0269555,0.0545065,0.0358726,0.0397656,0.0720374,0.0183405,0.0120128,0.0270831,0.0213899,0.0250424,0.0236245,0
1790,0.0270136,0,0,0,0,0.0447903,0,0,0,0,0,0,0.0181558,0,0.0187402,0,0,0,0.0190881,0,0,0.0259555,0.0731594,0.0221102,0.0223404,0.0149607,0.0340438,0.0315911,0.0540327,0.0570868,0.028718,0.0116799,0.0167462,0.0296002,0.0292599,0.0334645,0.0104598,0,0.0208422,0.0342892,0,0.014415,0.0566833,0.0364941,0,0,0.0252813,0,0,0.0498138,0.0512613,0.0365558,0.0341014,0.0107162,0.0584872,0.0395908,0,0,0.0772165,0.0269193,0.0544129,0.0358253,0.0401524,0.072075,0.0181779,0.0121503,0.0268253,0.0212933,0.025066,0.023599,0
1791,0.0270678,0,0,0,0,0.0447836,0,0,0,0,0,0,0.0180009,0,0.0187802,0,0,0,0.0190666,0,0,0.0259604,0.073144,0.0220671,0.0222337,0.0149715,0.0340918,0.0315106,0.0543337,0.0571277,0.0287672,0.011605,0.0168339,0.0296044,0.0292471,0.0338194,0.010538,0,0.0208963,0.0345999,0,0.0144258,0.0568265,0.0365464,0,0,0.0253592,0,0,0.0498052,0.0512033,0.0365799,0.0340713,0.0107105,0.0584389,0.0398484,0,0,0.0772239,0.0268806,0.054456,0.0357946,0.0403065,0.0721128,0.0180991,0.0120472,0.0264799,0.0210831,0.0250746,0.0235989,0
1792,0.0270962,0,0,0,0,0.0447764,0,0,0,0,0,0,0.0178661,0,0.0188745,0,0,0,0.0189835,0,0,0.0259883,0.0731654,0.0220634,0.0221957,0.0149525,0.0340953,0.031466,0.0547237,0.0571531,0.0288169,0.0111205,0.0171127,0.029667,0.0292687,0.0342278,0.01063,0,0.0209429,0.0348002,0,0.0144334,0.0569377,0.0366227,0,0,0.0254309,0,0,0.0497624,0.0511886,0.0366103,0.0341109,0.0106209,0.0583909,0.0400619,0,0,0.0772265,0.0268456,0.0543498,0.0356527,0.0402436,0.0721999,0.0180619,0.0117438,0.0263302,0.0212435,0.0250089,0.0236158,0
1793,0.0271175,0,0,0,0,0.0447295,0,0,0,0,0,0,0.017669,0,0.0188916,0,0,0,0.0188981,0,0,0.0259818,0.0731885,0.0221409,0.0221636,0.0149429,0.034079,0.031429,0.0548254,0.057194,0.0288655,0.0108961,0.017063,0.0297572,0.029338,0.0344309,0.0106268,0,0.0209887,0.0350175,0,0.0143789,0.0569533,0.0366873,0,0,0.0256031,0,0,0.0497375,0.0511782,0.036541,0.0341302,0.0104907,0.0583367,0.0402393,0,0,0.0772415,0.0268338,0.0542995,0.0354402,0.0399897,0.0722715,0.0180071,0.011972,0.0262051,0.021334,0.0249188,0.0236351,0
1794,0.0271523,0,0,0,0,0.0446656,0,0,0,0,0,0,0.017635,0,0.0188951,0,0,0,0.0187851,0,0,0.0259243,0.0731836,0.0222152,0.0221099,0.0150344,0.0340886,0.0314007,0.0548847,0.057253,0.0289308,0.0113989,0.0170959,0.0297587,0.0293429,0.0343775,0.0106401,0,0.0209894,0.0353264,0,0.0143048,0.0569334,0.0367566,0,0,0.025728,0,0,0.0497305,0.0511322,0.0364074,0.0341268,0.0104393,0.0582828,0.0403778,0,0,0.0772634,0.0268466,0.0542924,0.0353388,0.0399122,0.0722993,0.0178751,0.0121791,0.0261032,0.0213813,0.024875,0.0236604,0
1795,0.0271942,0,0,0,0,0.0445658,0,0,0,0,0,0,0.0176722,0,0.0189266,0,0,0,0.0186673,0,0,0.0258487,0.0731788,0.0222735,0.0220534,0.0151148,0.0341324,0.0313827,0.0549581,0.0572702,0.0289863,0.0117108,0.0173162,0.0297542,0.0293435,0.0342829,0.0107537,0,0.0209877,0.0356745,0,0.0142736,0.0569929,0.03682,0,0,0.0257758,0,0,0.0496826,0.0510989,0.0363576,0.0341309,0.0104353,0.0582805,0.0405346,0,0,0.077283,0.0268632,0.0543215,0.035283,0.0399314,0.0723201,0.0177379,0.0121684,0.025949,0.0213904,0.0247967,0.0236752,0
1796,0.0279896,0,0,0,0,0.044572,0,0,0,0,0,0,0.0209217,0,0,0,0,0,0.0183049,0,0,0.0257908,0.0738901,0.0181137,0.0255565,0.0180706,0.0355001,0.0310335,0,0.0609788,0.0313474,0.00776889,0.0129677,0.0292941,0.0280747,0.0244295,0.0108468,0,0.0209093,0.0355972,0,0.0144667,0.0554104,0.0371493,0,0,0.0257608,0,0,0.0495145,0.0519158,0.0364012,0.0336855,0.010253,0.0583221,0.040278,0,0,0.0770037,0.0265565,0.0543288,0.0351159,0.039857,0.0722613,0.0176871,0.0120495,0.0254463,0.0212147,0.0249756,0.0229762,0
1797,0.0272917,0,0,0,0,0.0445063,0,0,0,0,0,0,0.0176668,0,0.0190733,0,0,0,0.0184039,0,0,0.0259006,0.0733041,0.0222333,0.0221897,0.0148037,0.0341775,0.0315353,0.0550233,0.0572225,0.0289228,0.0108313,0.017226,0.0298854,0.029453,0.0343421,0.0110431,0,0.0211306,0.0360966,0,0.0142839,0.0572765,0.0368807,0,0,0.026115,0,0,0.0495645,0.0511709,0.0363194,0.034291,0.010556,0.0583824,0.0408948,0,0,0.0772228,0.0269186,0.0545251,0.0352997,0.0399341,0.0724393,0.0174989,0.0121968,0.0247689,0.0209447,0.024646,0.0237008,0
1798,0.0273509,0,0,0,0,0.0444769,0,0,0,0,0,0,0.0177333,0,0.0191507,0,0,0,0.0183635,0,0,0.0259519,0.0733783,0.022232,0.0223249,0.0147941,0.0341889,0.0316684,0.0550327,0.0571822,0.0289106,0.0108349,0.0171098,0.0299147,0.029455,0.0343611,0.0111647,0,0.0211727,0.0363089,0,0.0142686,0.0572993,0.0368593,0,0,0.0262508,0,0,0.0495042,0.0511827,0.0362714,0.0342919,0.0105749,0.05841,0.0410537,0,0,0.0772101,0.0269046,0.0544335,0.0352744,0.0399458,0.0724257,0.0174172,0.0122635,0.024319,0.0207154,0.024575,0.0237491,0
1799,0.0274357,0,0,0,0,0.0444134,0,0,0,0,0,0,0.017738,0,0.01923,0,0,0,0.0183711,0,0,0.0259905,0.0734191,0.0222559,0.022311,0.0148197,0.034243,0.0317861,0.0549768,0.0571077,0.0288838,0.0110539,0.017054,0.0298835,0.0293914,0.0342831,0.0112782,0,0.0211979,0.0365742,0,0.0142567,0.0572776,0.036856,0,0,0.0263376,0,0,0.0493677,0.051133,0.0362477,0.0342445,0.0105759,0.0584374,0.0411798,0,0,0.0771865,0.0269241,0.054419,0.0351837,0.0399515,0.0724151,0.017342,0.0122713,0.0242542,0.0209971,0.0245556,0.0237455,0
1800,0.0275358,0,0,0,0,0.0443554,0,0,0,0,0,0,0.0177751,0,0.0193505,0,0,0,0.0183859,0,0,0.0260202,0.0734389,0.0222776,0.0222774,0.0147969,0.0343076,0.0318794,0.0549186,0.0570396,0.0288733,0.0110736,0.0170859,0.0298233,0.0293461,0.0341373,0.0114075,0,0.0211947,0.0367534,0,0.0141994,0.0572493,0.0368589,0,0,0.0263939,0,0,0.0492838,0.0510539,0.0362935,0.0341767,0.0105715,0.058469,0.0413101,0,0,0.0771554,0.0269523,0.0545337,0.0351753,0.0399422,0.0724204,0.0173777,0.0121992,0.0240191,0.0212046,0.0245438,0.0237157,0
1801,0.0276503,0,0,0,0,0.0443475,0,0,0,0,0,0,0.0177543,0,0.0195527,0,0,0,0.0183796,0,0,0.0260837,0.0734609,0.0222935,0.0222097,0.0147323,0.0343798,0.0319463,0.0548798,0.0571155,0.0288968,0.0111676,0.0169339,0.0297681,0.0293334,0.0342279,0.0115007,0,0.0212044,0.0369532,0,0.014155,0.0572683,0.0368667,0,0,0.0264424,0,0,0.0492592,0.0509523,0.0362758,0.0341136,0.0105704,0.0585022,0.0414878,0,0,0.0771451,0.0269799,0.0545843,0.0351565,0.0399211,0.0724365,0.0173498,0.0121466,0.023561,0.0211832,0.024629,0.0237053,0
1802,0.0277578,0,0,0,0,0.04435,0,0,0,0,0,0,0.017587,0,0.0197377,0,0,0,0.0184044,0,0,0.0261461,0.0735026,0.0222925,0.022144,0.0146337,0.0344591,0.0319881,0.0548534,0.0572996,0.0288956,0.0111423,0.0168,0.0296779,0.0292859,0.0345664,0.0115838,0,0.021282,0.037176,0,0.0141877,0.0573127,0.0368743,0,0,0.0264902,0,0,0.0492159,0.0508398,0.0362879,0.0340961,0.0105652,0.0585237,0.0417253,0,0,0.0771237,0.0270014,0.0545767,0.035079,0.0399441,0.0724764,0.0172165,0.0121027,0.0231101,0.0210279,0.0246401,0.0237163,0
1803,0.0278434,0,0,0,0,0.0443795,0,0,0,0,0,0,0.0174435,0,0.0199444,0,0,0,0.0183711,0,0,0.0261763,0.0735545,0.0222512,0.0220456,0.0145375,0.0345142,0.0320131,0.0548591,0.0573353,0.0289253,0.0110733,0.016496,0.0295639,0.0292118,0.0350676,0.0114675,0,0.0213703,0.0373501,0,0.0141893,0.0572787,0.0368811,0,0,0.0265318,0,0,0.0491789,0.0507198,0.0362971,0.0340805,0.0105854,0.0585207,0.0419681,0,0,0.0770894,0.0269897,0.0545912,0.0350291,0.0399642,0.072518,0.0170474,0.0121151,0.0227571,0.020975,0.0246489,0.0237167,0
1804,0.0279346,0,0,0,0,0.0443561,0,0,0,0,0,0,0.0172581,0,0.0201637,0,0,0,0.0183332,0,0,0.0261806,0.0736035,0.0221813,0.0219612,0.0144706,0.0345571,0.0319786,0.0548972,0.0573092,0.0289082,0.010975,0.0159828,0.0294562,0.0291332,0.0357233,0.0113795,0,0.0214415,0.0374905,0,0.0141034,0.0572354,0.0369095,0,0,0.026559,0,0,0.0491357,0.0505877,0.0362345,0.0340822,0.0106058,0.0585286,0.0422248,0,0,0.0770789,0.0269619,0.0546095,0.0350158,0.0399705,0.0725507,0.0169435,0.012191,0.0224532,0.0211131,0.0246775,0.0236896,0
1805,0.02803,0,0,0,0,0.0442959,0,0,0,0,0,0,0.0169668,0,0.0203526,0,0,0,0.0182937,0,0,0.0261702,0.0736234,0.0220889,0.0218941,0.0144017,0.0346403,0.031903,0.0549063,0.0572704,0.0289089,0.0107961,0.0155009,0.0293574,0.0290953,0.0364956,0.0113671,0,0.0215245,0.0376169,0,0.014061,0.0572683,0.0369378,0,0,0.0265397,0,0,0.0491343,0.0504525,0.0361666,0.0340627,0.010593,0.0585369,0.0424945,0,0,0.077081,0.026949,0.0545555,0.035005,0.0400204,0.0726127,0.0169104,0.0122346,0.0221287,0.0211663,0.0247082,0.0236429,0
1806,0.0281054,0,0,0,0,0.0442417,0,0,0,0,0,0,0.0166189,0,0.0205508,0,0,0,0.018221,0,0,0.0261963,0.0736541,0.0220134,0.0218444,0.0143597,0.0347302,0.0318351,0.054863,0.0572654,0.0288335,0.010374,0.0152386,0.0292851,0.0290709,0.0372903,0.0113688,0,0.0216917,0.037824,0,0.0140359,0.0574415,0.0369426,0,0,0.0265123,0,0,0.0491492,0.0503355,0.036095,0.0340419,0.0105297,0.0585304,0.042722,0,0,0.0770852,0.0269405,0.0544687,0.0349303,0.0400726,0.0726592,0.0167647,0.0123486,0.021842,0.0211355,0.024728,0.023643,0
1807,0.0282063,0,0,0,0,0.0441809,0,0,0,0,0,0,0.0164294,0,0.020785,0,0,0,0.0181339,0,0,0.0262422,0.0736617,0.021987,0.0217898,0.0144059,0.0348111,0.0317568,0.054948,0.0573331,0.0287952,0.0104444,0.0152062,0.0292404,0.0289646,0.0379082,0.0113091,0,0.0216784,0.0381047,0,0.0140041,0.0576221,0.0369898,0,0,0.0264818,0,0,0.049182,0.0502238,0.036033,0.0340524,0.0104738,0.0585154,0.0429086,0,0,0.0770963,0.0269206,0.0544754,0.0348233,0.0401068,0.0726622,0.0166298,0.0123908,0.0216327,0.0211342,0.0247148,0.0236516,0
1808,0.0283493,0,0,0,0,0.0441195,0,0,0,0,0,0,0.0163744,0,0.020991,0,0,0,0.0180568,0,0,0.026297,0.0736599,0.0219909,0.0217159,0.0143639,0.0348957,0.0316775,0.0551376,0.0573263,0.0287803,0.0105755,0.0152195,0.0292118,0.0289152,0.038436,0.0112454,0,0.0216661,0.0382384,0,0.0139297,0.0576984,0.0370628,0,0,0.0264232,0,0,0.0491589,0.0501056,0.0359918,0.0340743,0.0103342,0.0585216,0.0430415,0,0,0.0771096,0.0269088,0.0545807,0.0348887,0.0401315,0.0727217,0.0166712,0.0123178,0.0214588,0.0211856,0.0246968,0.0236535,0
1809,0.0284918,0,0,0,0,0.0440389,0,0,0,0,0,0,0.0163356,0,0.0211486,0,0,0,0.0180132,0,0,0.0263445,0.0736794,0.0220209,0.0216667,0.0142268,0.0349353,0.0316141,0.0552859,0.057236,0.0287769,0.0103303,0.0152698,0.0292396,0.0289802,0.0388786,0.0111917,0,0.0216893,0.0383993,0,0.0138416,0.0577698,0.0371064,0,0,0.0263942,0,0,0.0491322,0.0499916,0.0359633,0.0341132,0.0102874,0.0585683,0.0431896,0,0,0.0771159,0.0268989,0.0547338,0.0349418,0.040199,0.0727877,0.0166952,0.0122558,0.0212794,0.0211891,0.0247456,0.0236434,0
1810,0.0286119,0,0,0,0,0.0440094,0,0,0,0,0,0,0.0162921,0,0.0212687,0,0,0,0.0180128,0,0,0.02638,0.0737245,0.0220331,0.0215939,0.0141336,0.0349171,0.0316053,0.0554115,0.0571484,0.0287267,0.0101135,0.0152908,0.02931,0.0290919,0.0391863,0.0111425,0,0.0216865,0.0386257,0,0.0137803,0.0577443,0.0370975,0,0,0.0263493,0,0,0.0490351,0.0498813,0.0359243,0.0341403,0.0103358,0.0585812,0.0433262,0,0,0.0771411,0.0269068,0.0547406,0.0349614,0.0402931,0.0728685,0.0166404,0.0122815,0.0210725,0.0211017,0.024774,0.0236403,0
1811,0.0287489,0,0,0,0,0.0440167,0,0,0,0,0,0,0.0162834,0,0.0213902,0,0,0,0.018042,0,0,0.0264054,0.0737374,0.0220369,0.0216185,0.0140813,0.0348136,0.0316745,0.0554928,0.0571766,0.0286841,0.0102176,0.0152378,0.029389,0.029184,0.0394326,0.0111638,0,0.0217326,0.038887,0,0.0137417,0.057838,0.0370663,0,0,0.026307,0,0,0.0489417,0.0497878,0.0359166,0.0342113,0.0103384,0.0585073,0.0434715,0,0,0.0771591,0.0269249,0.0547589,0.0349633,0.0403367,0.0729389,0.0165972,0.0123345,0.0207753,0.0209524,0.0247365,0.0235897,0
1812,0.0289033,0,0,0,0,0.0440062,0,0,0,0,0,0,0.0162206,0,0.0215272,0,0,0,0.018083,0,0,0.0264221,0.0737264,0.0220829,0.0216606,0.013956,0.0348007,0.0317437,0.0554067,0.0571998,0.0287194,0.0102544,0.0151931,0.0294036,0.0291735,0.0397739,0.0110968,0,0.0218314,0.039146,0,0.0136996,0.057974,0.0370155,0,0,0.026272,0,0,0.0489222,0.0497317,0.0359244,0.0342931,0.0103501,0.0584794,0.0436331,0,0,0.0771463,0.0269571,0.0547888,0.0349535,0.0403627,0.0730058,0.0165693,0.0123894,0.0204442,0.0207661,0.024675,0.0235381,0
1813,0.0290245,0,0,0,0,0.0440445,0,0,0,0,0,0,0.0161068,0,0.0216554,0,0,0,0.0181569,0,0,0.0264655,0.0737249,0.0221049,0.0217021,0.0137749,0.0348502,0.0318617,0.0553342,0.057212,0.0287115,0.00998085,0.0151271,0.0293575,0.0291235,0.0401419,0.0110778,0,0.0219343,0.0394202,0,0.0136709,0.0580885,0.037002,0,0,0.0263883,0,0,0.0490074,0.049754,0.0359268,0.0343848,0.0102982,0.0584587,0.043817,0,0,0.0771399,0.0270055,0.0547826,0.0349426,0.0403465,0.073067,0.0165256,0.0123824,0.0204071,0.0210462,0.0246763,0.0234951,0
1814,0.0291442,0,0,0,0,0.0440673,0,0,0,0,0,0,0.0161262,0,0.0218496,0,0,0,0.0181936,0,0,0.0264825,0.0737452,0.022082,0.0217222,0.0138343,0.034888,0.0320047,0.0553903,0.0571867,0.028682,0.00981957,0.0150456,0.0293262,0.0291024,0.0405111,0.011174,0,0.022084,0.0397494,0,0.0136033,0.0581493,0.0369726,0,0,0.0264846,0,0,0.048963,0.0497454,0.035902,0.0344579,0.0102036,0.0584254,0.044006,0,0,0.0771534,0.0270641,0.0547658,0.0349437,0.0403688,0.0730756,0.0165013,0.0124177,0.0202684,0.0211915,0.0246755,0.0234919,0
1815,0.0289831,0,0,0,0,0.0447936,0,0,0,0,0,0,0.0162258,0,0.0220873,0,0,0,0.0215221,0,0,0.0403583,0.0738207,0.0221096,0.0217691,0.0138414,0.0346641,0.0332656,0.0554918,0.0570989,0.0286729,0.0100492,0.0150392,0.0293105,0.0290758,0.0406348,0.00794216,0.0239252,0.0203679,0.0401198,0,0.013495,0.0583735,0.0367105,0,0,0.0265888,0,0,0.0489267,0.0498357,0.035853,0.0342239,0.00998179,0.0579939,0.0437277,0,0,0.0770779,0.0270025,0.0548702,0.0350815,0.0405144,0.0731758,0.0164469,0.0128359,0.0200343,0.0211488,0.0254666,0.0234041,0
1816,0.0293488,0,0,0,0,0.0440697,0,0,0,0,0,0,0.0161864,0,0.0222333,0,0,0,0.0182212,0,0,0.02662,0.0737904,0.0221675,0.021692,0.0137511,0.0349913,0.0322055,0.0556902,0.0571439,0.0286407,0.0101912,0.0150604,0.0292832,0.0290556,0.0409083,0.0111965,0,0.0225061,0.0402993,0,0.0135795,0.058377,0.0370274,0,0,0.026701,0,0,0.0488454,0.0497659,0.0359929,0.0344222,0.0100669,0.0584053,0.0443212,0,0,0.0771559,0.0271759,0.0546474,0.0349035,0.0404128,0.0730414,0.0163887,0.0124417,0.019821,0.0212911,0.0247905,0.0234651,0
1817,0.0294525,0,0,0,0,0.0440919,0,0,0,0,0,0,0.0161858,0,0.0223812,0,0,0,0.0183294,0,0,0.0266656,0.0738212,0.022191,0.0217104,0.0136102,0.0350186,0.0322991,0.0557766,0.0570964,0.0285769,0.0102574,0.0149883,0.0292262,0.0290695,0.0411589,0.0111957,0,0.0224208,0.0405178,0,0.0135754,0.0584779,0.037028,0,0,0.0269024,0,0,0.0489192,0.0497053,0.0360456,0.0344238,0.0101025,0.0583738,0.0444775,0,0,0.077172,0.0272532,0.0546587,0.0348656,0.040458,0.0730567,0.0163549,0.0123542,0.0195637,0.0213348,0.024823,0.0234848,0
1818,0.0295233,0,0,0,0,0.0440396,0,0,0,0,0,0,0.0162467,0,0.0225862,0,0,0,0.018386,0,0,0.0266959,0.0738779,0.0221631,0.0217428,0.0135693,0.0350547,0.0324222,0.0558359,0.0570329,0.0284984,0.0102781,0.014789,0.0291747,0.0291088,0.0415683,0.0112112,0,0.0224197,0.0407654,0,0.0135325,0.0585181,0.0370376,0,0,0.0270279,0,0,0.0488722,0.049618,0.0361718,0.0344081,0.0101382,0.0583549,0.0445626,0,0,0.077173,0.0273381,0.0548439,0.0348297,0.0404644,0.0731104,0.0163837,0.0123073,0.019376,0.0213323,0.0248152,0.0235525,0
1819,0.0295676,0,0,0,0,0.0439615,0,0,0,0,0,0,0.0163247,0,0.0227471,0,0,0,0.0184482,0,0,0.0267455,0.0739531,0.0221436,0.0216645,0.0135683,0.0350841,0.0325756,0.0559042,0.0569464,0.0283512,0.0102427,0.0146228,0.029186,0.0291072,0.0420346,0.0112192,0,0.0225097,0.0409194,0,0.0135082,0.0584795,0.0370239,0,0,0.0271223,0,0,0.0487533,0.0495864,0.036354,0.0343742,0.0100736,0.0583225,0.0445794,0,0,0.0771701,0.0273977,0.0549067,0.0347703,0.0404587,0.0731292,0.0164268,0.0122871,0.0191737,0.0213026,0.0248233,0.02363,0
1820,0.0295828,0,0,0,0,0.043911,0,0,0,0,0,0,0.0163769,0,0.0228815,0,0,0,0.0184949,0,0,0.0267719,0.0739935,0.0221574,0.0216469,0.0135267,0.0351001,0.0327059,0.0560267,0.0568814,0.0281791,0.0103209,0.0146251,0.02923,0.0290985,0.042413,0.0112637,0,0.0225703,0.0409364,0,0.0135588,0.0584385,0.0369717,0,0,0.0271385,0,0,0.0486548,0.0496302,0.0365367,0.0342995,0.0101221,0.0582881,0.0445984,0,0,0.0771835,0.0274467,0.0548619,0.0346956,0.0404516,0.0731022,0.0163803,0.01221,0.0190317,0.0212578,0.0247502,0.0237338,0
1821,0.0295293,0,0,0,0,0.0438594,0,0,0,0,0,0,0.0164539,0,0.0230294,0,0,0,0.0185691,0,0,0.0267734,0.0740027,0.0221856,0.0216185,0.0134567,0.0350855,0.0328605,0.0560806,0.0567343,0.0280448,0.0104252,0.0146883,0.0292176,0.0290679,0.0426181,0.0112336,0,0.0224651,0.0408191,0,0.0136128,0.0583753,0.0369282,0,0,0.0271129,0,0,0.0485682,0.0497203,0.0367845,0.0341467,0.0102334,0.0582188,0.0445468,0,0,0.077231,0.0275284,0.0547986,0.0346591,0.0404325,0.0730461,0.0163919,0.0120792,0.0187976,0.0210913,0.0246636,0.0238717,0
1822,0.0294457,0,0,0,0,0.0438059,0,0,0,0,0,0,0.0164611,0,0.0231712,0,0,0,0.0186871,0,0,0.0267351,0.0740141,0.0222315,0.0215999,0.0133217,0.0350675,0.0330517,0.0561124,0.0562839,0.0279141,0.010365,0.0144849,0.0291849,0.0290305,0.0427365,0.011208,0,0.0224306,0.0405511,0,0.0136868,0.0582487,0.0368951,0,0,0.0271246,0,0,0.0485399,0.0498608,0.0370917,0.033935,0.0102913,0.0581681,0.0444213,0,0,0.0772805,0.0276012,0.0547829,0.0346289,0.0403719,0.0729787,0.0164553,0.012029,0.0185568,0.0210084,0.024576,0.0240364,0
1823,0.0290852,0,0,0,0,0.0444668,0,0,0,0,0,0,0.0164812,0,0.0233043,0,0,0,0.0219645,0,0,0.0404986,0.0740592,0.0222856,0.0216742,0.0132082,0.0348213,0.034504,0.0561471,0.0555913,0.0277761,0.0102644,0.0143728,0.0291206,0.0289607,0.0426427,0.00788408,0.0231969,0.0203683,0.0402495,0,0.013707,0.058155,0.0365486,0,0,0.0271284,0,0,0.04848,0.0501617,0.0373182,0.0334384,0.010368,0.0577338,0.0438456,0,0,0.0772783,0.0275903,0.054857,0.0346797,0.0404288,0.0729348,0.0165329,0.0124066,0.0184311,0.0210017,0.0251952,0.0241781,0
1824,0.0299053,0,0,0,0,0.0437,0,0,0,0,0,0,0.0169703,0,0,0,0,0,0.0186457,0,0,0.0269137,0.075113,0.0177399,0.0249962,0.0165324,0.0366809,0.0330034,0,0.0597332,0.0300842,0.00676964,0.00954138,0.0289921,0.0277716,0.032072,0.0110965,0,0.0228121,0.0394896,0,0.0140561,0.0558256,0.0370178,0,0,0.0269452,0,0,0.0482573,0.0512485,0.0379579,0.0326597,0.0104659,0.0584905,0.0438353,0,0,0.0771857,0.0273595,0.0545195,0.0343536,0.040156,0.072485,0.0166036,0.0119637,0.0182196,0.0209398,0.024624,0.024002,0
1825,0.0288045,0,0,0,0,0.0442044,0,0,0,0,0,0,0.0164965,0,0.0234609,0,0,0,0.0220466,0,0,0.0405709,0.074152,0.0225672,0.021623,0.0130591,0.0349151,0.0349843,0.0560646,0.055953,0.0274159,0.0106084,0.0140937,0.0290506,0.0289108,0.0428237,0.00794727,0.0233489,0.0209627,0.0389526,0,0.0140867,0.057648,0.0363065,0,0,0.0270451,0,0,0.0483753,0.0506792,0.0381589,0.032751,0.010999,0.0577052,0.0440002,0,0,0.0775374,0.027731,0.054573,0.0344158,0.0402417,0.072514,0.0168321,0.0123871,0.017953,0.0209314,0.0250977,0.0247587,0
1826,0.0293915,0,0,0,0,0.0440696,0,0,0,0,0,0,0.0170447,0,0,0,0,0,0.021861,0,0,0.0406412,0.0751318,0.0180538,0.0252116,0.016379,0.0360806,0.0347255,0,0.0596429,0.0297917,0.00713418,0.00933792,0.0288132,0.0276217,0.0319738,0.0079868,0.0235717,0.0207341,0.0377773,0,0.0144393,0.055471,0.0364946,0,0,0.0269064,0,0,0.0482646,0.0517207,0.0384835,0.0317976,0.0112175,0.0577246,0.0438061,0,0,0.0774278,0.0275742,0.0543164,0.0340136,0.0399466,0.0721185,0.0170291,0.0123198,0.0177355,0.0207769,0.025229,0.0244578,0
