Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA
39,0.0224043,0,0,0,0,0.0418163,0,0,0,0,0,0,0.0246259,0,0.0227343,0.0681072,0,0,0.0217694,0,0,0.0402228,0.0705765,0.0208181,0.00460828,0.0203103,0.0337271,0.0187178,0.0470164,0.0549469,0.0374052,0.0140687,0.0169585,0.0272905,0.0278372,0.0229748,0.0156963,0.0220756,0.042442,0,0.00950034,0.0633126,0.0404243,0,0,0.0246258,0,0,0.0479293,0.0619927,0.0311787,0.00962434,0.00578483,0.0416626,0.0479354,0.0414498,0.075303,0.0706698,0.0254613,0.0648113,0.0396385,0.0504127,0.0813437,0.011294,0.0178645,0.00809494,0.0245655,0.0247851,0.0305886,0.0329633
40,0.0229896,0,0,0,0,0.0409086,0,0,0,0,0,0,0.0246158,0,0.0226022,0.0681679,0,0,0.00732158,0,0,0.0232121,0.0703461,0.0213928,0.00408501,0.020288,0.0339514,0.0214215,0.0471208,0.0549374,0.0371564,0.0140248,0.0168343,0.0270042,0.0276255,0.0235459,0.0132129,0.0173978,0.041838,0,0.00928709,0.0629304,0.0409232,0,0,0.0248255,0,0,0.0479404,0.0621636,0.0320573,0.00958432,0.0055562,0.0423282,0.0482887,0.0416078,0.0755129,0.0709672,0.0253865,0.0643937,0.0393819,0.0499466,0.0807655,0.011555,0.0175674,0.00783363,0.0247041,0.0237437,0.0308629,0
41,0.0222767,0,0,0,0,0.0415752,0,0,0,0,0,0,0.025682,0,0.0221296,0.0681172,0,0,0.0218149,0,0,0.0399979,0.0704234,0.0230466,0.00413111,0.0203699,0.0338452,0.0184404,0.046921,0.0547837,0.0371904,0.0140487,0.0164075,0.026094,0.027023,0.0238676,0.0161307,0.0226433,0.0413742,0,0.00912328,0.0629528,0.0408568,0,0,0.0245651,0,0,0.0478109,0.0626189,0.0323762,0.00861128,0.00585009,0.0416953,0.0483274,0.0412074,0.0752185,0.0710039,0.0253423,0.0644548,0.0395591,0.0499993,0.0806597,0.0117567,0.0177854,0.00762446,0.0246269,0.0244769,0.0308893,0.0335351
42,0.022206,0,0,0,0,0.0415032,0,0,0,0,0,0,0.0267445,0,0.0216978,0.0681839,0,0,0.0218664,0,0,0.0399572,0.0703835,0.0245363,0.00395966,0.0203964,0.033862,0.0185618,0.0468039,0.0546162,0.037099,0.014051,0.0161345,0.0252025,0.026443,0.024371,0.0164573,0.0227881,0.0408755,0,0.0091438,0.062812,0.0409783,0,0,0.024472,0,0,0.0477869,0.0628409,0.0328334,0.00820659,0.00597531,0.0416716,0.0484658,0.0411786,0.0752337,0.0711223,0.0253311,0.0643192,0.0394698,0.0498731,0.080354,0.0120473,0.0178518,0.00766142,0.0247823,0.0243774,0.0310002,0.0336396
43,0.0221814,0,0,0,0,0.041377,0,0,0,0,0,0,0.0278545,0,0.0213804,0.0682154,0,0,0.0218713,0,0,0.0400604,0.0703779,0.0258267,0.00382483,0.0204097,0.0339027,0.0184999,0.0466977,0.0544494,0.0369393,0.0140463,0.0160189,0.0244276,0.0259377,0.0248089,0.016637,0.0227678,0.0402996,0,0.00918074,0.0627217,0.0411189,0,0,0.0243856,0,0,0.0477259,0.0630189,0.0332357,0.0078918,0.00613851,0.0416432,0.0485901,0.0410299,0.0752261,0.0712289,0.0253316,0.0641954,0.0393621,0.0496443,0.080118,0.0123186,0.0178226,0.00762548,0.0248815,0.0243486,0.0311455,0.0338356
44,0.0221729,0,0,0,0,0.0412565,0,0,0,0,0,0,0.0289612,0,0.0210901,0.0681929,0,0,0.0218686,0,0,0.0401793,0.0704003,0.0270073,0.00373492,0.0204135,0.0339084,0.0183589,0.046598,0.0542806,0.0367635,0.0140383,0.0160248,0.0237144,0.0254899,0.0253169,0.0168596,0.0227724,0.0398093,0,0.00916445,0.0625623,0.041259,0,0,0.0242859,0,0,0.0476477,0.0631549,0.0335581,0.00767753,0.00630466,0.0416211,0.0486918,0.0408415,0.0751546,0.0712402,0.0253892,0.0641129,0.0392521,0.0494802,0.0799442,0.0126581,0.0178165,0.00761182,0.0248548,0.0243315,0.031281,0.0340661
45,0.0221474,0,0,0,0,0.041151,0,0,0,0,0,0,0.03008,0,0.020842,0.0682291,0,0,0.0218383,0,0,0.04024,0.0704155,0.0283063,0.00367493,0.0203811,0.0338991,0.018194,0.0465437,0.0541518,0.0366515,0.0140358,0.0160694,0.0231377,0.0250706,0.0257857,0.0171213,0.0228497,0.0394172,0,0.00917876,0.0624595,0.0414211,0,0,0.0241514,0,0,0.0475901,0.0632745,0.0338198,0.00752859,0.00647403,0.0416201,0.0487702,0.0407158,0.0751097,0.0712015,0.0254973,0.0640328,0.0391737,0.0494279,0.0798381,0.0130989,0.0177629,0.00761558,0.024804,0.0242271,0.0314558,0.0342884
46,0.0221225,0,0,0,0,0.0410389,0,0,0,0,0,0,0.0310225,0,0.0206707,0.0683142,0,0,0.021791,0,0,0.0402611,0.0704386,0.0293586,0.00367196,0.0204606,0.0338712,0.0179793,0.0465033,0.0540799,0.0365353,0.0140767,0.0162052,0.022647,0.024732,0.0262764,0.0174009,0.0229197,0.0391487,0,0.00925406,0.0624387,0.0415831,0,0,0.0240046,0,0,0.0475242,0.06335,0.0339553,0.0074515,0.00666598,0.0416214,0.0488273,0.0406037,0.075097,0.0714714,0.025596,0.0640124,0.0391411,0.0494615,0.0798251,0.0134678,0.0176634,0.00764393,0.0247594,0.0240597,0.0316457,0.0344707
47,0.0221172,0,0,0,0,0.0409179,0,0,0,0,0,0,0.0317236,0,0.020566,0.0683941,0,0,0.0217492,0,0,0.0403215,0.0704243,0.0300567,0.00369773,0.0205507,0.0338361,0.017744,0.0465009,0.0540539,0.036424,0.0141124,0.0163404,0.0222902,0.024504,0.0267152,0.0177074,0.0229287,0.0388396,0,0.0093919,0.0624032,0.0417602,0,0,0.0238517,0,0,0.0474542,0.0634196,0.0340773,0.00739757,0.00688364,0.0416111,0.0489017,0.0404517,0.0750775,0.0716598,0.0256736,0.0640754,0.0391436,0.0495727,0.0798982,0.0138898,0.0175356,0.00767547,0.0247334,0.0238806,0.0318125,0.0346275
48,0.0221205,0,0,0,0,0.040818,0,0,0,0,0,0,0.0321327,0,0.0204961,0.0684443,0,0,0.0217023,0,0,0.0403771,0.0703681,0.0305206,0.0037067,0.020618,0.0337837,0.017543,0.0465361,0.0540488,0.0363398,0.014123,0.0163954,0.0220846,0.0244029,0.0269672,0.0179907,0.0228985,0.038336,0,0.00959115,0.062195,0.0419344,0,0,0.0237256,0,0,0.0474261,0.0634799,0.034232,0.00732268,0.00714791,0.0415962,0.049021,0.0403702,0.0750256,0.0717144,0.0256987,0.0641528,0.0391608,0.0496841,0.0800129,0.0145557,0.0173857,0.00768543,0.024733,0.0237498,0.0319535,0.0347639
49,0.0219849,0,0,0,0,0.0409727,0,0,0,0,0,0,0.0265067,0,0.0231375,0.0686127,0,0,0.0207127,0,0,0.0408176,0.0699405,0.0234753,0.00428625,0.0189548,0.0337452,0.0176377,0.0466149,0.0541068,0.036286,0.0144805,0.0164601,0.0275723,0.0290394,0.022368,0.0180905,0.0233906,0.0357306,0,0.00985792,0.0621568,0.0416218,0,0,0.0238914,0,0,0.0473777,0.0637467,0.0348333,0.00676336,0.00663859,0.0408693,0.0491217,0.0398035,0.0745342,0.0717204,0.0260198,0.0643578,0.0388181,0.0500144,0.0803922,0.0172284,0.0171597,0.0075238,0.0248154,0.0238312,0.031793,0.0343691
50,0.0219905,0,0,0,0,0.0408732,0,0,0,0,0,0,0.0263906,0,0.0231585,0.0686682,0,0,0.0206786,0,0,0.0408031,0.0698285,0.0235358,0.00421434,0.0189331,0.0337386,0.0174809,0.0467197,0.0541377,0.0362816,0.014502,0.0164001,0.0276792,0.0290793,0.022439,0.0183183,0.0232673,0.0349911,0,0.010019,0.0618843,0.0417451,0,0,0.0238731,0,0,0.0473574,0.0637491,0.0349816,0.00665992,0.00693786,0.0409553,0.0492606,0.0398757,0.0745843,0.0716919,0.0256974,0.064343,0.0388949,0.0500143,0.0803615,0.017993,0.01716,0.00751813,0.0248265,0.0238339,0.031945,0.0344182
51,0.0219839,0,0,0,0,0.0407969,0,0,0,0,0,0,0.0262979,0,0.0232143,0.0687263,0,0,0.0206365,0,0,0.0407967,0.0697093,0.023527,0.00414178,0.0189672,0.0337069,0.0173361,0.0467993,0.0541905,0.0363069,0.0144548,0.0162991,0.0277563,0.0290201,0.0224654,0.0185099,0.0231616,0.0341819,0,0.0103128,0.0616223,0.041876,0,0,0.0238438,0,0,0.0473392,0.0637519,0.0351613,0.00666162,0.00725459,0.0410509,0.049382,0.0399092,0.0746869,0.0716256,0.0251805,0.0643081,0.0389675,0.0499333,0.0803335,0.0187491,0.0171477,0.00755735,0.0247389,0.0238543,0.0320585,0.0344596
52,0.0220836,0,0,0,0,0.0405566,0,0,0,0,0,0,0.030955,0,0.0206863,0.0686118,0,0,0.0213755,0,0,0.0404735,0.0699864,0.0297697,0.00359435,0.020551,0.0336843,0.0169596,0.0468514,0.0541691,0.0363951,0.0141823,0.0162552,0.0228674,0.024893,0.0266681,0.0188367,0.022526,0.034625,0,0.010634,0.0612478,0.0423394,0,0,0.0236223,0,0,0.0473728,0.0635601,0.0349165,0.00703562,0.00812439,0.0417295,0.0495089,0.0403473,0.075152,0.0714656,0.0249243,0.0642012,0.0393337,0.0496992,0.0801722,0.0180266,0.0172614,0.00771642,0.0245706,0.0238758,0.0324113,0.034981
53,0.0220378,0,0,0,0,0.0405566,0,0,0,0,0,0,0.0303707,0,0.0207964,0.0686935,0,0,0.0212911,0,0,0.0405272,0.069953,0.0291453,0.00363644,0.0205742,0.0336772,0.0168509,0.0469297,0.0542644,0.0364623,0.0141777,0.0162549,0.0232052,0.0251368,0.026458,0.0190778,0.022464,0.0337722,0,0.0109068,0.0611408,0.0423972,0,0,0.0236362,0,0,0.0473813,0.0635553,0.0349556,0.00693898,0.00829923,0.0417539,0.0495528,0.0404646,0.0752666,0.0713612,0.0249931,0.0642111,0.0394183,0.0497304,0.0801782,0.0189061,0.0172852,0.0077337,0.0246622,0.0240225,0.0324773,0.0350161
54,0.0220059,0,0,0,0,0.0405574,0,0,0,0,0,0,0.0298417,0,0.0208849,0.0687254,0,0,0.0212071,0,0,0.0405167,0.0699353,0.0286093,0.00368284,0.0205502,0.0336345,0.0167333,0.0469952,0.0543496,0.0365506,0.0141969,0.0162919,0.0235022,0.0253554,0.0262865,0.0192914,0.0224155,0.0330119,0,0.0110467,0.0610199,0.042441,0,0,0.0236212,0,0,0.0473691,0.0635493,0.0349352,0.00690822,0.00843328,0.0417879,0.04957,0.0405305,0.0753908,0.0712599,0.0249405,0.0642449,0.0395454,0.0498356,0.0801928,0.0197226,0.0173018,0.00773776,0.0246522,0.0241507,0.0325038,0.035031
55,0.0219891,0,0,0,0,0.0405681,0,0,0,0,0,0,0.0294291,0,0.0209487,0.0687838,0,0,0.0210932,0,0,0.0405749,0.0699302,0.0283761,0.00372511,0.0205573,0.0335745,0.0165645,0.0470447,0.0543909,0.0366023,0.0142826,0.0163315,0.0237308,0.0254964,0.0261431,0.0194691,0.0223057,0.0323979,0,0.01118,0.0609332,0.0424543,0,0,0.0235763,0,0,0.0473638,0.0635283,0.0348919,0.00689071,0.00852386,0.0418211,0.0495726,0.0406578,0.0754616,0.0711453,0.02483,0.0642797,0.0396831,0.0499075,0.0802675,0.0203455,0.0172848,0.00774529,0.0245402,0.0242846,0.0324998,0.0350706
56,0.02198,0,0,0,0,0.0405798,0,0,0,0,0,0,0.0291132,0,0.0209927,0.0688569,0,0,0.0209877,0,0,0.0406246,0.0699022,0.028149,0.00377502,0.0205517,0.0335259,0.0164005,0.0470618,0.0544238,0.0366215,0.0144096,0.016353,0.0239381,0.0256388,0.0259888,0.0196664,0.0222529,0.0320264,0,0.0113283,0.0608769,0.0424683,0,0,0.0235211,0,0,0.0473785,0.0635191,0.0347679,0.00687564,0.00855847,0.0418123,0.0495355,0.0407071,0.0755681,0.0710415,0.0247441,0.0643246,0.0397741,0.0499801,0.08033,0.0207675,0.0172469,0.0077875,0.0246284,0.0243904,0.0324881,0.0351412
57,0.0220016,0,0,0,0,0.0405965,0,0,0,0,0,0,0.0287767,0,0.021012,0.0689479,0,0,0.0208891,0,0,0.0406804,0.0698878,0.0277605,0.00387505,0.0206384,0.0334848,0.0162628,0.0470246,0.0544555,0.0366475,0.0144619,0.0163654,0.024161,0.0258575,0.025824,0.0198733,0.0222718,0.0318354,0,0.011456,0.0608,0.0424801,0,0,0.0234312,0,0,0.0473866,0.0635334,0.034624,0.00690131,0.00856617,0.0418148,0.0494943,0.0407414,0.0756669,0.0709428,0.0246791,0.0643763,0.0398798,0.0500509,0.0804066,0.0209906,0.017182,0.00781969,0.0246921,0.0244318,0.0324819,0.0352172
58,0.0220338,0,0,0,0,0.0405909,0,0,0,0,0,0,0.0285052,0,0.021089,0.0690131,0,0,0.020755,0,0,0.0407162,0.069873,0.0273387,0.00397671,0.0206841,0.0334527,0.0161301,0.0470004,0.0544768,0.0366932,0.0144592,0.0163381,0.0243973,0.0260765,0.0255987,0.0200664,0.0220039,0.0317765,0,0.0114941,0.0607224,0.0425295,0,0,0.0233252,0,0,0.0473975,0.0635372,0.0344731,0.00694035,0.00853246,0.0418028,0.0494598,0.040831,0.0757093,0.0708388,0.0246462,0.0644202,0.0399979,0.0501617,0.0805257,0.0209283,0.0171027,0.00782864,0.0246924,0.024433,0.0324687,0.0351399
59,0.0220582,0,0,0,0,0.0406214,0,0,0,0,0,0,0.0283185,0,0.0212114,0.0690852,0,0,0.0206202,0,0,0.0406905,0.0698694,0.0271853,0.00405744,0.020769,0.0334324,0.0160225,0.046999,0.0545187,0.0367731,0.0144899,0.0163251,0.024553,0.0261798,0.0255479,0.0202725,0.0219656,0.0319333,0,0.0114169,0.0607319,0.0425893,0,0,0.0232485,0,0,0.0474076,0.0635194,0.0343451,0.00701666,0.00843196,0.0417637,0.0494134,0.0408879,0.0757597,0.0707485,0.0246397,0.0644438,0.0401029,0.0501895,0.0808242,0.0206213,0.0170214,0.00784043,0.0246966,0.0244331,0.032432,0.0351256
60,0.022084,0,0,0,0,0.0406492,0,0,0,0,0,0,0.0282146,0,0.0212731,0.069115,0,0,0.0205055,0,0,0.0406398,0.0698719,0.0272455,0.0041302,0.0208344,0.0334288,0.0159479,0.0469982,0.054552,0.0368754,0.0145556,0.016344,0.0246299,0.0262144,0.0255814,0.0205276,0.0222256,0.0323475,0,0.0113316,0.0607837,0.0426385,0,0,0.0231778,0,0,0.0474169,0.0634777,0.0342192,0.00708609,0.00827124,0.0417354,0.0493564,0.040945,0.0757702,0.0706801,0.0246308,0.0644603,0.0401789,0.050187,0.081288,0.0201546,0.0169878,0.00786621,0.0247221,0.0244786,0.0323902,0.0352578
61,0.02212,0,0,0,0,0.0406644,0,0,0,0,0,0,0.0282129,0,0.0212734,0.0690952,0,0,0.020453,0,0,0.0406488,0.069885,0.0274402,0.0042328,0.0209029,0.0334274,0.0159328,0.046987,0.0545695,0.036996,0.0146282,0.0163869,0.02462,0.0261995,0.0256618,0.0208452,0.0222436,0.0327763,0,0.0112078,0.0608268,0.0427072,0,0,0.023096,0,0,0.0474128,0.0635117,0.0340137,0.00715688,0.00803188,0.0417602,0.0492801,0.0410292,0.0757257,0.070589,0.0246254,0.0644968,0.0402291,0.0502414,0.0812358,0.019667,0.0170078,0.00788499,0.0247248,0.0244758,0.0323804,0.0353167
62,0.0221666,0,0,0,0,0.0406991,0,0,0,0,0,0,0.0282531,0,0.0212808,0.0690558,0,0,0.0203595,0,0,0.0407484,0.0699198,0.0276687,0.004338,0.0209472,0.0334361,0.0159344,0.0470203,0.0545927,0.0371282,0.0146922,0.0164283,0.0245897,0.0261819,0.0257767,0.021032,0.0219614,0.0332831,0,0.0110748,0.0609292,0.0427953,0,0,0.0230188,0,0,0.0474497,0.0635996,0.0337842,0.00725972,0.00777108,0.0418832,0.0491891,0.0410955,0.0757215,0.0705028,0.0246097,0.0645532,0.040259,0.0503054,0.0810635,0.0189936,0.0169688,0.00793416,0.0247229,0.024466,0.0323713,0.0352011
63,0.0222281,0,0,0,0,0.0407748,0,0,0,0,0,0,0.0283434,0,0.0213015,0.0690299,0,0,0.0202551,0,0,0.0408331,0.0699533,0.028026,0.00443553,0.0210495,0.0334506,0.0159117,0.047061,0.0545918,0.0372596,0.0147035,0.0164823,0.0245674,0.0261628,0.0258677,0.021006,0.0217044,0.0339428,0,0.010942,0.0610002,0.0428659,0,0,0.0229675,0,0,0.0475614,0.0636313,0.0335779,0.00742512,0.00749673,0.0419656,0.0491148,0.0412007,0.0757183,0.0704315,0.0246046,0.0645815,0.040267,0.0502907,0.0812594,0.0182189,0.0168527,0.00798737,0.0247479,0.0244563,0.0323258,0.0350678
64,0.0222924,0,0,0,0,0.04086,0,0,0,0,0,0,0.0285236,0,0.0212691,0.06902,0,0,0.0202281,0,0,0.0408654,0.0699978,0.0285411,0.00450763,0.0211169,0.0334373,0.0158832,0.0471123,0.0545804,0.0374147,0.014694,0.0165413,0.0244904,0.0260973,0.0259896,0.0209065,0.0216169,0.0346706,0,0.0108134,0.0610898,0.042906,0,0,0.0228892,0,0,0.0475914,0.063597,0.0333789,0.0076283,0.00723426,0.0419938,0.049059,0.0412284,0.0756842,0.0703784,0.0246114,0.0645814,0.0402898,0.050298,0.0814773,0.0174752,0.0168093,0.00797486,0.0247414,0.0244754,0.0322522,0.0350163
65,0.0234239,0,0,0,0,0.0411013,0,0,0,0,0,0,0.0334459,0,0,0.0704988,0,0,0.0201279,0,0,0.0408595,0.0688803,0.0272397,0.00617655,0.0209552,0.033725,0.0154232,0,0.0567653,0.0375169,0.0116074,0.0121548,0.0244336,0.0255834,0.0151576,0.0211271,0.0215866,0.0350533,0,0.0106404,0.060482,0.0429505,0,0,0.0222206,0,0,0.0474575,0.063677,0.0335455,0.0072956,0.00692253,0.0412845,0.0478491,0.041384,0.0757032,0.0700918,0.0240123,0.0646358,0.0403664,0.0502877,0.0814791,0.0172229,0.0162566,0.00798738,0.024513,0.024711,0.0312249,0.0350901
66,0.0224305,0,0,0,0,0.0410091,0,0,0,0,0,0,0.0287319,0,0.0211972,0.0688354,0,0,0.0200035,0,0,0.0409243,0.070038,0.0287001,0.00453124,0.0211694,0.0335619,0.0158914,0.0472635,0.0546861,0.0374847,0.0146509,0.0165661,0.0243824,0.0260581,0.0264023,0.0206587,0.0216277,0.0360048,0,0.0103921,0.0613484,0.0429032,0,0,0.0226033,0,0,0.0477216,0.0635517,0.0330727,0.00802741,0.00692586,0.0421497,0.0487991,0.0408399,0.0755854,0.0702872,0.0244763,0.0647086,0.040455,0.0503938,0.0815205,0.0161813,0.0166679,0.0082094,0.0244795,0.0244398,0.0321163,0.0351381
67,0.0224423,0,0,0,0,0.0409882,0,0,0,0,0,0,0.0290667,0,0.0211614,0.0689161,0,0,0.02014,0,0,0.0409407,0.07008,0.0290961,0.00482505,0.021209,0.0334138,0.0160519,0.0471846,0.0546806,0.037606,0.014698,0.016574,0.0242099,0.0259181,0.0265387,0.0205407,0.0216034,0.0363001,0,0.0104051,0.0614822,0.0428831,0,0,0.0226366,0,0,0.0478069,0.0634717,0.0327196,0.00834825,0.00668411,0.0420781,0.0487865,0.0410567,0.075543,0.0702652,0.0245082,0.0647599,0.0403815,0.0505143,0.0813421,0.0158237,0.01663,0.00815251,0.0245851,0.0243486,0.0320719,0.0350122
68,0.0224805,0,0,0,0,0.0410189,0,0,0,0,0,0,0.0291996,0,0.0211463,0.0689112,0,0,0.0201875,0,0,0.0409679,0.07006,0.029334,0.00490695,0.021271,0.0333746,0.0161567,0.0471752,0.0546927,0.0376774,0.0147291,0.0165739,0.024137,0.0258435,0.0266626,0.0205024,0.0216061,0.0366484,0,0.0103079,0.0615589,0.0429195,0,0,0.0225079,0,0,0.0478417,0.0634609,0.0324734,0.00859992,0.00662478,0.042114,0.0486716,0.0411373,0.0754547,0.0702244,0.024522,0.0648354,0.0403968,0.0505967,0.0813611,0.0154814,0.016552,0.00807678,0.0246793,0.0242782,0.0320352,0.0350897
69,0.0225296,0,0,0,0,0.0410589,0,0,0,0,0,0,0.0293605,0,0.0211275,0.0688612,0,0,0.0201753,0,0,0.040944,0.0700432,0.0297237,0.00499085,0.0213524,0.0333255,0.0162201,0.0471945,0.0547074,0.03774,0.0147128,0.0165695,0.0240648,0.0258052,0.0268144,0.0205478,0.0217542,0.0370467,0,0.0102353,0.0616424,0.0429755,0,0,0.0224096,0,0,0.0478194,0.0634384,0.0323211,0.00887347,0.00656922,0.0421538,0.0485795,0.0410989,0.0753537,0.0701882,0.0245223,0.0648674,0.0404587,0.0506774,0.0815898,0.0150032,0.0164701,0.00798323,0.0247178,0.0242308,0.03201,0.035265
70,0.0225957,0,0,0,0,0.0410781,0,0,0,0,0,0,0.0296139,0,0.0210755,0.0688324,0,0,0.0201068,0,0,0.0408623,0.070047,0.0302962,0.00510884,0.0213823,0.0332773,0.0162131,0.0472297,0.0547187,0.0378084,0.014689,0.0165614,0.0239317,0.0257812,0.0270322,0.0206185,0.021893,0.0374844,0,0.0101563,0.0617728,0.0430087,0,0,0.0223397,0,0,0.0477708,0.0634508,0.0322144,0.00911225,0.00647082,0.0421624,0.048471,0.0410879,0.0752901,0.0701652,0.0245292,0.0649058,0.0405269,0.0507175,0.0818483,0.0146119,0.0163609,0.00793192,0.0247056,0.0242216,0.0320164,0.0353786
71,0.0226567,0,0,0,0,0.0410847,0,0,0,0,0,0,0.0299111,0,0.0210333,0.0688129,0,0,0.0200425,0,0,0.040731,0.0700441,0.0305122,0.00520237,0.0214697,0.0332286,0.0162125,0.0472535,0.0547139,0.0378248,0.0146316,0.016544,0.023818,0.0257357,0.0272519,0.0207118,0.0219389,0.0378248,0,0.0101188,0.0619104,0.0430614,0,0,0.0222819,0,0,0.0477362,0.0634845,0.0320098,0.00931861,0.00637719,0.0421767,0.0483767,0.0410662,0.0752601,0.0701433,0.0245448,0.0649518,0.0405545,0.0508017,0.0817469,0.0142258,0.0162088,0.00792726,0.0247235,0.024219,0.0320161,0.0353733
72,0.0226972,0,0,0,0,0.0411241,0,0,0,0,0,0,0.0303065,0,0.0209744,0.0687901,0,0,0.0200054,0,0,0.0405837,0.0700276,0.0308102,0.00527506,0.0215356,0.0331711,0.0162237,0.0472801,0.0547004,0.0378234,0.014594,0.0165468,0.0236763,0.0256177,0.0274542,0.0208012,0.0219304,0.0380762,0,0.0100385,0.0619888,0.043124,0,0,0.0222252,0,0,0.0477508,0.063517,0.0318201,0.00950007,0.00633396,0.042214,0.0482783,0.0409959,0.0751976,0.0701495,0.0243269,0.0649987,0.0405563,0.0508315,0.0816559,0.0139013,0.0160771,0.00794525,0.0247519,0.0241514,0.0320009,0.0353044
73,0.0227296,0,0,0,0,0.0411311,0,0,0,0,0,0,0.0307952,0,0.0209106,0.0687625,0,0,0.020017,0,0,0.0404466,0.0700069,0.031305,0.00534431,0.021559,0.0331069,0.0162481,0.0473315,0.0547031,0.0378019,0.0146252,0.0165565,0.0234425,0.0254391,0.0277175,0.020814,0.0219374,0.0382933,0,0.0100185,0.0620235,0.0431911,0,0,0.0221706,0,0,0.0477578,0.0635726,0.0318534,0.00962895,0.00628473,0.0422289,0.0481742,0.0409067,0.0750955,0.0701677,0.0237866,0.0650443,0.0405576,0.050865,0.0816836,0.0136737,0.0159045,0.0079563,0.0247374,0.0240248,0.0319863,0.0352132
74,0.0225738,0,0,0,0,0.0413427,0,0,0,0,0,0,0.025984,0,0.0235775,0.0689224,0,0,0.019106,0,0,0.0407674,0.0696535,0.0249553,0.0059307,0.0199693,0.0330536,0.0166927,0.047473,0.054775,0.0377363,0.0150563,0.0166963,0.0285481,0.029683,0.0229954,0.0205754,0.0226425,0.0362386,0,0.00986184,0.0622733,0.0427861,0,0,0.0223595,0,0,0.0476552,0.0638958,0.0323954,0.00928617,0.00537238,0.041435,0.0480547,0.0402883,0.0745308,0.0702332,0.0242536,0.0653063,0.0402036,0.0512867,0.0821594,0.0154794,0.0156537,0.00782355,0.024799,0.0239613,0.031673,0.0345804
75,0.0226376,0,0,0,0,0.0413308,0,0,0,0,0,0,0.0260726,0,0.0235753,0.0689235,0,0,0.019125,0,0,0.0407519,0.0696461,0.0250682,0.00603954,0.0199603,0.0330027,0.0166764,0.04743,0.0547832,0.0377939,0.0150692,0.0167483,0.0286482,0.0297519,0.0230041,0.0205379,0.022629,0.0363976,0,0.00987211,0.0623807,0.0427872,0,0,0.0223266,0,0,0.0476208,0.0639079,0.0323004,0.00945629,0.00539113,0.0414175,0.0479618,0.0402271,0.0745109,0.0701504,0.0247402,0.0653308,0.0402631,0.0513289,0.0823432,0.0152849,0.0155344,0.00782817,0.0246728,0.0240155,0.0316938,0.034511
76,0.0226756,0,0,0,0,0.0413153,0,0,0,0,0,0,0.026178,0,0.0235506,0.0689201,0,0,0.019106,0,0,0.0407849,0.0696281,0.025161,0.00608498,0.0199598,0.0329616,0.016659,0.0473911,0.0547743,0.0378043,0.0150523,0.0167718,0.0287828,0.0297947,0.0230062,0.0205102,0.022553,0.0365182,0,0.00980277,0.0624344,0.0427916,0,0,0.0222979,0,0,0.0476249,0.0639288,0.0321662,0.00959384,0.00540342,0.0414038,0.0478953,0.0401775,0.0744923,0.0701388,0.024786,0.0653557,0.040268,0.0513544,0.0825341,0.0151396,0.015413,0.00785344,0.0246123,0.0240358,0.0317048,0.0344504
77,0.0226879,0,0,0,0,0.0412803,0,0,0,0,0,0,0.0262213,0,0.023536,0.0688778,0,0,0.0190342,0,0,0.040838,0.0696102,0.0252058,0.00611626,0.0199306,0.0329196,0.0167013,0.0473661,0.0547633,0.0377938,0.015061,0.0167895,0.0287981,0.0298327,0.0230207,0.0204656,0.0224506,0.0366156,0,0.0097753,0.0624909,0.0427939,0,0,0.0222801,0,0,0.0476334,0.0639606,0.0320897,0.00967298,0.00537661,0.041407,0.0478483,0.040104,0.0744431,0.0701624,0.0245212,0.0654009,0.0402693,0.051349,0.0824364,0.0150655,0.0153108,0.00788798,0.0246441,0.0240181,0.0317039,0.0343754
78,0.0227235,0,0,0,0,0.0412425,0,0,0,0,0,0,0.0262429,0,0.0235355,0.0688419,0,0,0.0189739,0,0,0.0409363,0.0696634,0.0252215,0.00615818,0.0198721,0.0328779,0.0167486,0.0473536,0.0547756,0.0378036,0.0150801,0.0168128,0.0287146,0.0298528,0.0230868,0.0204274,0.0223248,0.0367129,0,0.00978788,0.062613,0.0428226,0,0,0.0222699,0,0,0.0476494,0.0639443,0.0320033,0.00978362,0.00538232,0.041423,0.0478159,0.0401111,0.0743681,0.0701246,0.0248275,0.0654186,0.0402701,0.0513557,0.0823726,0.0149459,0.0152017,0.00800605,0.0246972,0.0240171,0.0316775,0.0342645
