Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI,RTHIA
341,0,0.0356978,0,0,0,0,0.0431285,0,0,0,0,0,0,0.0209449,0,0.0235747,0.0674657,0,0,0.0135774,0,0,0.023334,0.0628623,0.026752,0.00695019,0.0148955,0.0410737,0.0293319,0.0337345,0.0513377,0.063958,0.0373288,0.013769,0.0156012,0.0326025,0.0339706,0.0443308,0.0135024,0,0.0199273,0.0205351,0,0.0167692,0.068752,0.0368413,0,0,0.0161647,0,0,0.0499525,0.0509776,0.0395763,0.0313931,0.0181883,0.0573711,0.0404219,0.0705187,0.0229657,0.0513072,0.0347725,0.0362154,0.0685829,0.0321666,0.0173243,0.0282977,0.02093,0.0246465,0.0206583,0,0
342,0,0.0359083,0,0,0,0,0.0431533,0,0,0,0,0,0,0.0210781,0,0.023825,0.0674297,0,0,0.0134364,0,0,0.0233236,0.0632825,0.0268592,0.00690995,0.0149094,0.0410069,0.0291264,0.0333749,0.0511565,0.0638066,0.0372203,0.0138828,0.0156451,0.0326319,0.0340472,0.0452378,0.0135158,0,0.0198726,0.0221038,0,0.0165272,0.0692458,0.0369796,0,0,0.0161188,0,0,0.0498962,0.0507148,0.0393144,0.0315155,0.0176377,0.0568628,0.0403743,0.0704041,0.0230648,0.0512212,0.0347121,0.0361959,0.0687389,0.0299127,0.0172472,0.0282615,0.0209661,0.0247416,0.020492,0,0
343,0,0.036118,0,0,0,0,0.0431801,0,0,0,0,0,0,0.0211747,0,0.0240747,0.0673474,0,0,0.0132847,0,0,0.0232665,0.0637053,0.0270862,0.00686431,0.014991,0.0410061,0.028968,0.0330727,0.0510092,0.0636855,0.0371501,0.0140314,0.0156853,0.032807,0.0341615,0.0460525,0.0135882,0,0.0198668,0.0236851,0,0.0162509,0.0697216,0.037133,0,0,0.0161087,0,0,0.0498465,0.0504321,0.039035,0.0316097,0.0171256,0.056381,0.0403366,0.0702444,0.0231868,0.0511535,0.034531,0.036186,0.0689034,0.0278196,0.017122,0.0282269,0.0209945,0.0248082,0.0203506,0,0
344,0,0.0363141,0,0,0,0,0.0432224,0,0,0,0,0,0,0.0212451,0,0.0241857,0.067267,0,0,0.0131401,0,0,0.0232712,0.0641136,0.027235,0.00685541,0.0151356,0.0410767,0.0288748,0.0329329,0.0508688,0.0635247,0.037098,0.0141958,0.0157751,0.0330278,0.0343037,0.0467177,0.0136583,0,0.0198739,0.0253993,0,0.0160609,0.0701943,0.0372817,0,0,0.0161213,0,0,0.0498202,0.0501551,0.0388329,0.0316682,0.0165329,0.0559707,0.0403149,0.0700746,0.0233621,0.0510683,0.0343888,0.036166,0.0690386,0.0258659,0.0169735,0.0282059,0.0210112,0.0248534,0.0202122,0,0
345,0,0.0365074,0,0,0,0,0.0432742,0,0,0,0,0,0,0.0214192,0,0.0242783,0.0672286,0,0,0.0129989,0,0,0.0232827,0.0644678,0.0273042,0.00685675,0.0151691,0.041185,0.0288333,0.0327925,0.0507211,0.0633909,0.0370945,0.0143318,0.015837,0.0331131,0.0344184,0.0473717,0.0137171,0,0.0198728,0.0271452,0,0.0159343,0.0706576,0.0374293,0,0,0.0161046,0,0,0.0497704,0.049899,0.0386745,0.0316954,0.0160112,0.0556257,0.040296,0.0699391,0.0235932,0.0509771,0.0342725,0.036158,0.0691479,0.0241026,0.0168917,0.0281769,0.0210308,0.0248213,0.0200892,0,0
346,0,0.0366656,0,0,0,0,0.0432942,0,0,0,0,0,0,0.021532,0,0.0243,0.0672276,0,0,0.0128821,0,0,0.0232702,0.0647708,0.0272298,0.00688114,0.0153227,0.041372,0.0288335,0.0325617,0.0505415,0.0632008,0.0371017,0.0143997,0.0160953,0.0331882,0.0345102,0.0477649,0.013746,0,0.0197863,0.0288341,0,0.0158077,0.071079,0.0375668,0,0,0.0160698,0,0,0.0497397,0.0496585,0.0385136,0.0317048,0.0155541,0.0553155,0.0402637,0.069804,0.0238141,0.050897,0.0341292,0.0361373,0.0692614,0.0225597,0.0168397,0.0281693,0.021053,0.0247717,0.0199808,0,0
347,0,0.0367955,0,0,0,0,0.043325,0,0,0,0,0,0,0.0215239,0,0.0243344,0.0672356,0,0,0.0127648,0,0,0.0232466,0.0650473,0.027245,0.00692666,0.0153173,0.0416577,0.0287978,0.0323382,0.0504797,0.0629538,0.0370502,0.014394,0.0165095,0.0331984,0.034558,0.0476762,0.0137605,0,0.0197067,0.030532,0,0.0156298,0.0714396,0.037701,0,0,0.0159934,0,0,0.0496978,0.0494091,0.0383051,0.0317108,0.0150978,0.0550552,0.040209,0.0697063,0.024035,0.050815,0.0340235,0.0360633,0.069325,0.0211546,0.016815,0.0281634,0.0210674,0.0248264,0.0198647,0,0
348,0,0.0369258,0,0,0,0,0.0433693,0,0,0,0,0,0,0.0214462,0,0.024374,0.0672841,0,0,0.0126261,0,0,0.023218,0.0653736,0.0271382,0.00695078,0.0152145,0.0419001,0.0287629,0.0322369,0.0504248,0.0626108,0.0369398,0.0143372,0.0164313,0.0331863,0.034491,0.0473624,0.0137689,0,0.0196267,0.032133,0,0.0154951,0.0718256,0.0378336,0,0,0.0159143,0,0,0.0496778,0.0491339,0.0379495,0.0317896,0.0145721,0.0548036,0.0401315,0.0696038,0.0242608,0.0507382,0.0339038,0.0360482,0.0694032,0.0199382,0.0167897,0.0282687,0.0211095,0.0248803,0.0197293,0,0
349,0,0.0370616,0,0,0,0,0.043394,0,0,0,0,0,0,0.0213423,0,0.0244086,0.0673382,0,0,0.0125128,0,0,0.0232099,0.0657458,0.027036,0.00700112,0.015154,0.0421379,0.0287272,0.0322052,0.0503873,0.0622224,0.0367644,0.0142289,0.016225,0.0331238,0.0343339,0.0470273,0.0137546,0,0.0195237,0.0335887,0,0.0154904,0.0721887,0.0379531,0,0,0.0158446,0,0,0.0497255,0.0488815,0.0376725,0.0318991,0.0140663,0.0545952,0.0400595,0.0694618,0.0244684,0.0506905,0.0337728,0.0361015,0.0695241,0.0189788,0.0167811,0.028483,0.0211982,0.0249597,0.0196268,0,0
350,0,0.0371737,0,0,0,0,0.0434031,0,0,0,0,0,0,0.0211513,0,0.0244333,0.0674074,0,0,0.0124052,0,0,0.023218,0.0661135,0.0268078,0.00707044,0.0151489,0.0423543,0.0286835,0.0320623,0.0502762,0.0618302,0.0365785,0.0139912,0.0159768,0.0329911,0.0340649,0.0463002,0.0137603,0,0.0194184,0.0349737,0,0.0155043,0.0725011,0.0380487,0,0,0.0157697,0,0,0.0497287,0.0486774,0.0374897,0.0319505,0.013586,0.0544058,0.0400108,0.0693717,0.024671,0.0506707,0.0335858,0.0361718,0.0696338,0.0182343,0.0168035,0.0286063,0.0212525,0.0250239,0.0195451,0,0
351,0,0.0372414,0,0,0,0,0.0434165,0,0,0,0,0,0,0.0209547,0,0.0243189,0.0674961,0,0,0.012275,0,0,0.0232388,0.0664649,0.0264046,0.00710277,0.0151169,0.0425646,0.0285705,0.0318177,0.0500317,0.0614474,0.0363396,0.0136511,0.0157417,0.0327424,0.0336983,0.0452007,0.0138041,0,0.019321,0.0362607,0,0.0155055,0.0726394,0.0381293,0,0,0.0156663,0,0,0.0496825,0.0485138,0.0373278,0.0319415,0.0131291,0.0542625,0.0399732,0.0693351,0.0248606,0.0506578,0.0333748,0.0362073,0.0697183,0.0177159,0.0168795,0.0286759,0.0213082,0.0250494,0.0194587,0,0
352,0,0.0373051,0,0,0,0,0.0434332,0,0,0,0,0,0,0.0207383,0,0.0240416,0.0676378,0,0,0.0121168,0,0,0.0232409,0.0667883,0.025747,0.00714723,0.015152,0.0427036,0.0284699,0.0315587,0.0496921,0.0611031,0.0360864,0.0132673,0.0154829,0.0324027,0.0332544,0.043875,0.0138739,0,0.0192496,0.0374474,0,0.0155083,0.0727725,0.0382131,0,0,0.0155723,0,0,0.0496716,0.048421,0.0370715,0.0318848,0.0127509,0.0540985,0.0399402,0.0692637,0.0250889,0.0506491,0.033234,0.0361931,0.0698054,0.0173638,0.0169469,0.0287935,0.0213703,0.0251045,0.019371,0,0
353,0,0.0373599,0,0,0,0,0.0434411,0,0,0,0,0,0,0.020538,0,0.0237411,0.0677736,0,0,0.0119775,0,0,0.0232647,0.0671133,0.0253346,0.0072284,0.0151946,0.0428196,0.0283933,0.0314041,0.0493752,0.0606252,0.0358021,0.0128707,0.01516,0.0320603,0.0328625,0.0421928,0.013931,0,0.0191941,0.038599,0,0.0155251,0.0728418,0.0382798,0,0,0.0155396,0,0,0.0496827,0.0483558,0.0369376,0.0318049,0.0124337,0.05395,0.0399316,0.06918,0.0253199,0.0506378,0.0331734,0.0362049,0.0698859,0.0172051,0.0169552,0.0289363,0.0214343,0.0251499,0.0193027,0,0
354,0,0.0374223,0,0,0,0,0.0434314,0,0,0,0,0,0,0.0204716,0,0.023463,0.0679684,0,0,0.0118749,0,0,0.0232753,0.0673992,0.0248558,0.0073028,0.0150811,0.0429302,0.028346,0.0312172,0.0490233,0.0600532,0.0354934,0.0123661,0.0148195,0.0316571,0.0324354,0.0399328,0.0139577,0,0.0192065,0.0396279,0,0.0155531,0.0728531,0.0383489,0,0,0.0155406,0,0,0.0497186,0.0482986,0.0369562,0.0316956,0.0121792,0.0538425,0.0399457,0.0690664,0.0255056,0.0506491,0.0331451,0.0362799,0.0699677,0.0171888,0.0169467,0.0289913,0.021423,0.0251593,0.0192445,0,0
355,0,0.0374688,0,0,0,0,0.0434228,0,0,0,0,0,0,0.0206778,0,0.0231166,0.0681666,0,0,0.0117969,0,0,0.0232826,0.067702,0.0241721,0.0073539,0.0150098,0.0430221,0.0283045,0.0309587,0.0485608,0.0594511,0.035155,0.0119184,0.0144247,0.0312218,0.0316945,0.0373485,0.013952,0,0.0192037,0.0405553,0,0.0155493,0.0728103,0.0383966,0,0,0.0155492,0,0,0.0497468,0.0482795,0.0368625,0.0315984,0.0118687,0.0537898,0.0399747,0.0689751,0.0256844,0.0506432,0.0330951,0.0363514,0.0700367,0.0171892,0.016956,0.0290049,0.0214002,0.0251552,0.019197,0,0
356,0,0.0374757,0,0,0,0,0.0434133,0,0,0,0,0,0,0.0210491,0,0.0226128,0.0683366,0,0,0.0117548,0,0,0.0232337,0.0680289,0.0234547,0.00740687,0.015021,0.0431081,0.0282639,0.0307516,0.0480143,0.0588081,0.0347264,0.0114905,0.0139927,0.0307692,0.0310236,0.0347725,0.013942,0,0.0190969,0.0414292,0,0.0155257,0.0727003,0.0384251,0,0,0.0155857,0,0,0.049776,0.048278,0.0366968,0.0315092,0.0115785,0.0537948,0.0400206,0.0689049,0.0258499,0.0506544,0.0330232,0.0364202,0.0701043,0.0172221,0.0169591,0.02908,0.0214334,0.0251449,0.0191704,0,0
357,0,0.0374647,0,0,0,0,0.0433928,0,0,0,0,0,0,0.0216939,0,0.021997,0.0685716,0,0,0.0117221,0,0,0.0231383,0.0683622,0.0227354,0.00743963,0.0149066,0.0432175,0.0281978,0.0305413,0.0474118,0.0581432,0.0343057,0.0111128,0.0136661,0.0302409,0.0304038,0.031965,0.013928,0,0.0189762,0.0421969,0,0.015537,0.0725659,0.0384431,0,0,0.0156494,0,0,0.0498086,0.0482988,0.0365704,0.0314063,0.0113761,0.0538515,0.0400803,0.0688307,0.0259694,0.0507072,0.0329373,0.0364529,0.070178,0.0173509,0.0169423,0.0291805,0.0214538,0.0251506,0.0191433,0,0
358,0,0.0374601,0,0,0,0,0.0434105,0,0,0,0,0,0,0.0226429,0,0.0213349,0.0688551,0,0,0.0117,0,0,0.0230811,0.0687043,0.0220702,0.00746242,0.0148181,0.0433194,0.0281591,0.0303071,0.0467123,0.0574505,0.0340255,0.0108022,0.013452,0.0296575,0.0297622,0.0289812,0.0138967,0,0.0189678,0.0427689,0,0.015602,0.0723997,0.0384549,0,0,0.0157364,0,0,0.0498636,0.0483344,0.0364927,0.0313323,0.0112052,0.0539865,0.0401449,0.0687631,0.0260856,0.0507562,0.0329476,0.0364856,0.0702481,0.0175302,0.016915,0.0293748,0.0215229,0.0251888,0.0190788,0,0
359,0,0.0371476,0,0,0,0,0.0434094,0,0,0,0,0,0,0.0244464,0,0,0.0717293,0,0,0.0119554,0,0,0.0231224,0.0664475,0.0167869,0.00628076,0.0196359,0.0439024,0.0287202,0.0327797,0,0.0598402,0.034001,0.00912064,0.00974487,0.0285759,0.0273333,0.0203139,0.0139038,0,0.0190522,0.0419929,0,0.0156643,0.0679074,0.0381794,0,0,0.0158484,0,0,0.0499051,0,0.0320752,0.0270942,0,0.0535641,0.0401977,0.0655992,0.0254445,0.0539481,0.0345641,0.0396663,0.0734561,0.0162573,0.0168763,0.0294639,0.0215686,0.0250833,0.0194027,0,0
360,0,0.0374863,0,0,0,0,0.0435005,0,0,0,0,0,0,0.0249693,0,0.0201259,0.0693522,0,0,0.0117617,0,0,0.0230816,0.0693451,0.0208167,0.00756702,0.0148664,0.0435662,0.0281106,0.0298603,0.0451297,0.0559375,0.0336233,0.0101303,0.0130034,0.0285995,0.0283095,0.0234415,0.0138098,0,0.0189512,0.0438135,0,0.0157003,0.0718196,0.0384488,0,0,0.0159621,0,0,0.0499001,0.0486157,0.0361968,0.0310308,0.0107323,0.0543307,0.0403057,0.0685435,0.0262082,0.0509972,0.0331958,0.0367675,0.0705306,0.0178512,0.0169416,0.0294405,0.0215854,0.0253003,0.0189708,0,0
361,0,0.0374031,0,0,0,0,0.0435158,0,0,0,0,0,0,0.0262945,0,0.0193679,0.0695829,0,0,0.011768,0,0,0.0231061,0.0698192,0.0202788,0.00761177,0.0148185,0.0435199,0.0281228,0.0296054,0.0441825,0.0550609,0.0334979,0.00989981,0.0128774,0.0280043,0.0278187,0.0207405,0.0138029,0,0.0189405,0.0442166,0,0.0157313,0.0715076,0.0383514,0,0,0.0161715,0,0,0.049832,0.0486664,0.0362728,0.0311263,0.0105556,0.0545857,0.0405681,0.0685516,0.0263351,0.0510114,0.0333008,0.0368079,0.0705919,0.0180782,0.0170435,0.0294343,0.0216014,0.0253153,0.018943,0,0
362,0,0.0373193,0,0,0,0,0.0435518,0,0,0,0,0,0,0.027599,0,0.0187224,0.0698127,0,0,0.0118188,0,0,0.0231539,0.0702404,0.0198643,0.00770531,0.0149066,0.0435405,0.0282,0.0293952,0.0431749,0.0542844,0.0334693,0.00970451,0.0127696,0.027476,0.0272352,0.0184697,0.0137854,0,0.0189556,0.0445937,0,0.0157227,0.0711071,0.0382603,0,0,0.016345,0,0,0.0498592,0.048861,0.0362552,0.0310878,0.0103917,0.0548357,0.0407692,0.0685032,0.026483,0.0510245,0.0334153,0.0368677,0.0706945,0.0182476,0.0171,0.0295161,0.0216191,0.0252905,0.0189442,0,0
363,0,0.0372582,0,0,0,0,0.0435857,0,0,0,0,0,0,0.0286416,0,0.0183148,0.0700787,0,0,0.0118892,0,0,0.0231943,0.0706514,0.0195606,0.0077884,0.0152138,0.0435302,0.0282981,0.0291495,0.0420926,0.0535683,0.0334598,0.00961149,0.0127066,0.0269708,0.026704,0.0166879,0.0137569,0,0.0189806,0.0450979,0,0.0157501,0.0706722,0.0381628,0,0,0.0165092,0,0,0.0499696,0.0490935,0.0362774,0.0310074,0.0102314,0.0550741,0.0409563,0.0684185,0.0266163,0.0509659,0.0335182,0.0369483,0.0707853,0.018416,0.017109,0.0295951,0.0216349,0.0252602,0.0189611,0,0
364,0,0.0371691,0,0,0,0,0.0436034,0,0,0,0,0,0,0.0297712,0,0.0178912,0.0702633,0,0,0.0119707,0,0,0.0232071,0.0710365,0.0192152,0.00784837,0.0155129,0.0434569,0.0283789,0.0288369,0.0410495,0.0528789,0.0336513,0.00958674,0.012666,0.0264385,0.0262203,0.0151394,0.013736,0,0.0189988,0.0455256,0,0.0158584,0.0702082,0.0380424,0,0,0.0166846,0,0,0.0501133,0.0493223,0.0364127,0.0309557,0.010086,0.0553065,0.0411338,0.0682995,0.0267194,0.0510699,0.0335987,0.0369938,0.070864,0.0186409,0.0170847,0.0297336,0.0217115,0.025223,0.0190009,0,0
365,0,0.0370283,0,0,0,0,0.0436216,0,0,0,0,0,0,0.0309373,0,0.0174499,0.0704113,0,0,0.0120445,0,0,0.0232311,0.0713928,0.0189791,0.00793742,0.0158498,0.0433654,0.0284349,0.0285594,0.0400424,0.0522245,0.0338908,0.00968665,0.0126765,0.0259419,0.0258729,0.0140017,0.0137136,0,0.0189996,0.0459301,0,0.0159557,0.0697609,0.0379059,0,0,0.016832,0,0,0.0501394,0.0495277,0.036503,0.0309461,0.00996791,0.055532,0.0413176,0.0681771,0.0268108,0.0512584,0.0336342,0.0370652,0.0709063,0.0188737,0.0170687,0.0297919,0.0217691,0.0252023,0.0190481,0,0
366,0,0.0368245,0,0,0,0,0.0436668,0,0,0,0,0,0,0.0321108,0,0.0170526,0.0705219,0,0,0.0121063,0,0,0.023274,0.071728,0.0188707,0.00805715,0.0161598,0.0432581,0.0284725,0.0282941,0.0390307,0.051651,0.034137,0.00991569,0.0129636,0.0254819,0.0254662,0.0131761,0.0136717,0,0.0189828,0.0463349,0,0.0160079,0.0693272,0.0377372,0,0,0.0169951,0,0,0.0501931,0.0497127,0.036556,0.0309571,0.00986288,0.0557505,0.0415123,0.0680522,0.0268704,0.0513938,0.0336569,0.0371619,0.0709476,0.0190931,0.017087,0.029802,0.021745,0.0251897,0.0190842,0,0
367,0,0.0366211,0,0,0,0,0.0437405,0,0,0,0,0,0,0.0327714,0,0.0167488,0.0707186,0,0,0.0121438,0,0,0.0233071,0.0720009,0.0187782,0.00817699,0.0165756,0.0431338,0.028484,0.0280941,0.0380237,0.0511936,0.034434,0.0101827,0.0132872,0.0250639,0.0251321,0.0121158,0.0136716,0,0.0189657,0.0467165,0,0.016032,0.0688848,0.037577,0,0,0.0171472,0,0,0.0502893,0.0499028,0.0365931,0.0309741,0.00975143,0.0559559,0.0416958,0.0679567,0.0269103,0.0514841,0.0336886,0.0372864,0.0709946,0.0193013,0.0171356,0.0298676,0.0217557,0.0251867,0.0191206,0,0
368,0,0.0364342,0,0,0,0,0.0438054,0,0,0,0,0,0,0.0333219,0,0.0166289,0.0709398,0,0,0.0122026,0,0,0.0233322,0.0722398,0.0187823,0.008291,0.0171375,0.0429821,0.0284542,0.0279281,0.0370577,0.0508419,0.0347742,0.0104653,0.0137055,0.0247457,0.0249318,0.0110169,0.0136443,0,0.0190616,0.0470231,0,0.0160107,0.0684212,0.0373984,0,0,0.0173017,0,0,0.0503989,0.0500959,0.0365902,0.0310046,0.00966156,0.0561331,0.0418682,0.0678711,0.0269391,0.0515924,0.0337391,0.0373644,0.0710178,0.0195099,0.017236,0.0299631,0.0217846,0.0251598,0.0191617,0,0
369,0,0.0362864,0,0,0,0,0.0438791,0,0,0,0,0,0,0.0338924,0,0.0166456,0.071162,0,0,0.0122885,0,0,0.0233533,0.0724354,0.0189033,0.00838314,0.0177161,0.0428152,0.028417,0.0277598,0.036186,0.0505736,0.0350695,0.010739,0.0139874,0.024557,0.0248217,0.0102399,0.0136315,0,0.0191346,0.0472656,0,0.0159573,0.0679677,0.0372304,0,0,0.0174119,0,0,0.0504623,0.0502609,0.0365461,0.0310429,0.00960552,0.056269,0.0420482,0.0677807,0.0269617,0.0517165,0.0337835,0.0374185,0.0710146,0.0196783,0.0173623,0.0300509,0.0218346,0.02516,0.0191828,0,0
370,0,0.0361825,0,0,0,0,0.0439542,0,0,0,0,0,0,0.0345744,0,0.0166122,0.0713693,0,0,0.012355,0,0,0.0233619,0.0725623,0.0192258,0.00844141,0.0182289,0.0426457,0.0283629,0.0275796,0.0354028,0.0504087,0.035363,0.0110104,0.0141668,0.0242633,0.024615,0.00987945,0.0136022,0,0.0191449,0.0474816,0,0.0159258,0.0675426,0.0370837,0,0,0.0175139,0,0,0.0505188,0.0503923,0.036581,0.0310777,0.00958949,0.0563484,0.0422237,0.0676743,0.0269617,0.0518123,0.0338235,0.0374586,0.070995,0.0198779,0.0174667,0.0302023,0.0218876,0.0251842,0.0192052,0,0
371,0,0.0359139,0,0,0,0,0.0441922,0,0,0,0,0,0,0.0343338,0,0.0150939,0.0717471,0,0,0.0122658,0,0,0.0239353,0.0724598,0.0208053,0.00753568,0.0169592,0.0418715,0.028951,0.0269838,0.0341157,0.0504324,0.0366475,0.0127309,0.0159911,0.0252151,0.0265004,0.0102578,0.014058,0,0.0181932,0.0421895,0,0.0148366,0.067099,0.036615,0,0,0.0176405,0,0,0.0510885,0.0512432,0.0374805,0.0305988,0.00744333,0.0554733,0.0425583,0.0677752,0.0277551,0.0525049,0.0321085,0.0386323,0.0722194,0.0171338,0.017757,0.0292538,0.0227074,0.0253711,0.0193302,0,0
372,0,0.0358276,0,0,0,0,0.0443373,0,0,0,0,0,0,0.0360639,0,0.0146467,0.0720727,0,0,0.0123048,0,0,0.0242525,0.072105,0.0231151,0.00709851,0.0162793,0.0414435,0.0290558,0.0264762,0.033548,0.0509208,0.0379624,0.0136534,0.0165507,0.026026,0.0280801,0.00945554,0.0142141,0,0.0177121,0.0422411,0,0.014963,0.0668888,0.0364503,0,0,0.0177601,0,0,0.0513579,0.0512488,0.0375696,0.0305859,0.00739202,0.0550913,0.0427399,0.0677186,0.0276613,0.0524921,0.0320783,0.0386583,0.0721654,0.0171709,0.0178807,0.0290268,0.0227335,0.0254749,0.019281,0,0
373,0,0.0356791,0,0,0,0,0.0445344,0,0,0,0,0,0,0.0376707,0,0.014433,0.0723268,0,0,0.0123596,0,0,0.0245,0.0717106,0.0253262,0.00674222,0.0161814,0.0411105,0.0291742,0.0262481,0.0333686,0.0515979,0.0392214,0.0146805,0.0171451,0.0268198,0.0294709,0.00948033,0.0143436,0,0.0174208,0.0423145,0,0.0150883,0.0667203,0.0362663,0,0,0.0178111,0,0,0.0515334,0.0512272,0.0377266,0.0305476,0.00737478,0.0547236,0.0428759,0.0676768,0.0275486,0.0525375,0.0320358,0.0386447,0.072112,0.017219,0.0179694,0.0287895,0.0227903,0.0256122,0.0192201,0,0
374,0,0.0355255,0,0,0,0,0.0447356,0,0,0,0,0,0,0.0389538,0,0.014436,0.0725347,0,0,0.0124503,0,0,0.0246966,0.0713524,0.0272188,0.00648347,0.0163615,0.0409815,0.029296,0.0261897,0.0334653,0.0521676,0.0402091,0.0156553,0.0177663,0.0274371,0.0305741,0.00994753,0.014424,0,0.0172178,0.0422989,0,0.0150858,0.066617,0.0361257,0,0,0.0178548,0,0,0.0516869,0.0511989,0.0378141,0.0304883,0.00738343,0.0544066,0.0429861,0.0676506,0.0274601,0.0525664,0.0319547,0.0385935,0.0720396,0.0172876,0.0180422,0.0286042,0.0227945,0.0257509,0.0191732,0,0
375,0,0.0354539,0,0,0,0,0.0448885,0,0,0,0,0,0,0.039881,0,0.0145153,0.0726764,0,0,0.0125775,0,0,0.0248354,0.0711033,0.0284635,0.0063412,0.0165748,0.0410658,0.02938,0.0261853,0.0336968,0.0524422,0.0407826,0.0163858,0.0184086,0.0278822,0.0312664,0.0103575,0.0144563,0,0.01708,0.0423362,0,0.0150348,0.0665635,0.0360199,0,0,0.0178987,0,0,0.0517576,0.0511754,0.037813,0.0303939,0.00737364,0.0541667,0.0430836,0.0676392,0.0274111,0.0525396,0.0318599,0.0385757,0.0719515,0.0174222,0.0181228,0.0285341,0.0227752,0.0258714,0.0191386,0,0
376,0,0.0360438,0,0,0,0,0.0452291,0,0,0,0,0,0,0.0420175,0,0,0.0734084,0,0,0.0123015,0,0,0.0247556,0.0696825,0.0296854,0.00538441,0.0164402,0.0415639,0.0291073,0.0271381,0,0.0535149,0.0401963,0.0147473,0.0166402,0.02823,0.0314005,0.00920963,0.014668,0,0.0170842,0.0426411,0,0.0148868,0.0659902,0.0362143,0,0,0.0177643,0,0,0.051711,0.0508779,0.0379252,0.0302786,0.00742326,0.0538313,0.0428139,0.0673461,0.0268193,0.0524004,0.031944,0.0384312,0.0716248,0.0171473,0.0177754,0.0287323,0.0225163,0.0262786,0.0186824,0,0
377,0,0.0354541,0,0,0,0,0.0451249,0,0,0,0,0,0,0.0394252,0,0.0144057,0.0727364,0,0,0.0128165,0,0,0.024876,0.071107,0.0280694,0.00641671,0.0165959,0.0417437,0.0293303,0.0263153,0.0341191,0.0521157,0.0403353,0.0165054,0.0187236,0.0282182,0.0312079,0.0106208,0.0143338,0,0.0173454,0.0426389,0,0.0149656,0.0665357,0.0358551,0,0,0.0179983,0,0,0.0518055,0.0511515,0.0377453,0.0300438,0.00743863,0.0539073,0.0431636,0.067578,0.0274405,0.052276,0.0316039,0.0384571,0.071726,0.0176986,0.0182725,0.0287868,0.0228825,0.0260421,0.0189762,0,0
