Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI,RTHIA
1553,0,0.0276141,0,0,0,0,0.0483182,0,0,0,0,0,0,0.028845,0,0.019909,0.0708677,0,0,0.0222403,0,0,0.0266677,0.0690778,0.0173778,0.00441978,0.0200671,0.0398659,0.0338267,0,0.0434831,0.0538659,0.0331146,0.0110255,0.0119391,0.0275156,0.0275757,0.0159482,0.0126573,0,0.0234604,0.0238522,0,0.0152325,0.0609072,0.0294244,0,0,0.0210668,0,0,0.0526544,0.0560326,0.0377673,0.0219947,0.0105752,0.0526394,0.0437178,0.0662097,0.0241062,0.0572536,0.0345848,0.0429967,0.0746394,0.0300051,0.0220785,0.0323441,0.0195536,0.0274432,0.0293179,0.0406693,0.0726899
1554,0,0.0277234,0,0,0,0,0.048484,0,0,0,0,0,0,0.0285273,0,0.0199665,0.0706093,0,0,0.0221029,0,0,0.0266148,0.0693059,0.0174448,0.00410256,0.020094,0.0397795,0.0336458,0,0.0435751,0.0539013,0.0333572,0.0108113,0.0117193,0.0274852,0.0275283,0.0162554,0.0126472,0,0.0233217,0.025565,0,0.0149542,0.0611212,0.0294918,0,0,0.0210827,0,0,0.0526247,0.055426,0.0365445,0.0224006,0.0102698,0.0525014,0.0437196,0.0661504,0.0241609,0.0572841,0.0345066,0.0430642,0.0749005,0.0274248,0.0223304,0.0322924,0.0194501,0.0276666,0.0292673,0.0408345,0.0727761
1555,0,0.0277849,0,0,0,0,0.0486413,0,0,0,0,0,0,0.0282401,0,0.0200231,0.0702644,0,0,0.0218533,0,0,0.0265285,0.0695244,0.017526,0.00375625,0.0202455,0.0396701,0.0333894,0,0.0437325,0.0539786,0.0336272,0.0106097,0.0114586,0.0274638,0.0275062,0.0165938,0.0126255,0,0.0231731,0.0273017,0,0.014731,0.0612302,0.0295901,0,0,0.0210726,0,0,0.0526105,0.0547502,0.0349714,0.0228294,0.00990702,0.0523791,0.0437112,0.066206,0.0242437,0.0572749,0.0344366,0.0430511,0.075053,0.0248263,0.0224722,0.03231,0.0193555,0.0279634,0.0292621,0.0410525,0.0727806
1556,0,0.0277622,0,0,0,0,0.0487871,0,0,0,0,0,0,0.0280148,0,0.0201344,0.0700339,0,0,0.0215038,0,0,0.0264433,0.0696522,0.0175617,0.00346999,0.019972,0.0395554,0.0330016,0,0.0440098,0.0541508,0.0338894,0.0103887,0.0113135,0.0274009,0.0273948,0.0168693,0.0124826,0,0.0230553,0.0288721,0,0.0145447,0.061841,0.0297365,0,0,0.0210394,0,0,0.0525687,0.0540438,0.0333167,0.0232966,0.00975014,0.0523575,0.0436837,0.0663649,0.0244662,0.0573078,0.0344321,0.0430921,0.075392,0.0226909,0.0225546,0.0323143,0.0192481,0.0282223,0.0292171,0.0411026,0.0727439
1557,0,0.0276231,0,0,0,0,0.0488748,0,0,0,0,0,0,0.0277558,0,0.0201802,0.0699141,0,0,0.0210143,0,0,0.0263553,0.0697159,0.0176073,0.00321598,0.0197546,0.0394446,0.0325203,0,0.0442816,0.054392,0.0341817,0.0101356,0.0113057,0.0273418,0.0273338,0.0171128,0.0123698,0,0.022999,0.0300664,0,0.0144603,0.0625335,0.029876,0,0,0.0209582,0,0,0.0525252,0.0534059,0.0319792,0.0238246,0.00993169,0.0524353,0.0436473,0.0665363,0.0247441,0.057504,0.0345831,0.0433792,0.0757784,0.0208303,0.022606,0.03236,0.0192372,0.0284959,0.0292051,0.0408864,0.0726278
1558,0,0.0274069,0,0,0,0,0.0488991,0,0,0,0,0,0,0.0274558,0,0.0201261,0.0698418,0,0,0.0203864,0,0,0.0262412,0.0697325,0.0177056,0.00298072,0.0197289,0.039333,0.0319547,0,0.0445925,0.0546847,0.0345269,0.00992978,0.0112835,0.027403,0.0273225,0.017386,0.0122932,0,0.0228035,0.0311395,0,0.0144197,0.0631838,0.0299487,0,0,0.0208745,0,0,0.0525361,0.0529294,0.0311976,0.0243382,0.0102809,0.0525053,0.0436411,0.0666237,0.0249281,0.0578747,0.0349165,0.0437504,0.0763153,0.0195089,0.022592,0.032485,0.019287,0.0286306,0.0292515,0.0405605,0.072396
1559,0,0.0271792,0,0,0,0,0.0488971,0,0,0,0,0,0,0.0272049,0,0.0199944,0.0697081,0,0,0.0197703,0,0,0.0261546,0.0697319,0.017855,0.00284064,0.0197608,0.0392561,0.0314617,0,0.0449405,0.0550167,0.0348605,0.00979185,0.0112224,0.0275189,0.02731,0.0176813,0.0123127,0,0.0225976,0.0322813,0,0.0144512,0.06369,0.0299609,0,0,0.020835,0,0,0.0525299,0.0526205,0.0308821,0.0246717,0.0105028,0.0524342,0.0436769,0.0665424,0.0249017,0.0582796,0.0352893,0.0440852,0.0766334,0.018534,0.022711,0.0325394,0.0192451,0.0286767,0.0293198,0.04032,0.0721291
1560,0,0.0270027,0,0,0,0,0.0488826,0,0,0,0,0,0,0.0269499,0,0.0198078,0.0695122,0,0,0.0193743,0,0,0.0261078,0.0697468,0.0179955,0.00279106,0.0197662,0.0392495,0.0311607,0,0.0452645,0.0553741,0.0351423,0.0096277,0.0111668,0.0276356,0.0272989,0.0179485,0.0123419,0,0.0224634,0.0334641,0,0.0145218,0.0639838,0.0299237,0,0,0.020891,0,0,0.0524608,0.0524684,0.0309198,0.0248163,0.0105854,0.0522126,0.0437657,0.0662831,0.0246889,0.0585507,0.0354861,0.0442435,0.0768509,0.0176803,0.0228788,0.0325887,0.019222,0.0287727,0.0293973,0.0402672,0.0719214
1561,0,0.0269053,0,0,0,0,0.0489448,0,0,0,0,0,0,0.0267453,0,0.0196329,0.0692646,0,0,0.0192997,0,0,0.0261022,0.0697681,0.0181107,0.00270782,0.0197503,0.0392979,0.0310803,0,0.0456258,0.0556803,0.0353838,0.00946595,0.0111471,0.0277353,0.0273321,0.0181413,0.0122906,0,0.02237,0.0345358,0,0.0145797,0.064073,0.0298434,0,0,0.0210719,0,0,0.0524896,0.0523977,0.0311594,0.0248222,0.0106231,0.0519019,0.0438993,0.065909,0.0243901,0.058624,0.0353721,0.0442789,0.0769187,0.0168047,0.0230603,0.0327242,0.0192773,0.0288698,0.0294332,0.0403612,0.0717558
1562,0,0.0269094,0,0,0,0,0.049149,0,0,0,0,0,0,0.0265057,0,0.0194841,0.0690532,0,0,0.0195343,0,0,0.026155,0.0697788,0.0182288,0.00266941,0.0197755,0.0393656,0.0312198,0,0.0460039,0.0559577,0.0355658,0.0093677,0.0112051,0.0278439,0.0274123,0.0181457,0.0120385,0,0.022389,0.0354946,0,0.0146143,0.0640008,0.0297256,0,0,0.0212953,0,0,0.0524803,0.0523078,0.0314006,0.0247646,0.0106159,0.0515447,0.0440746,0.0655562,0.0241561,0.0585197,0.0350502,0.0442151,0.0769369,0.0159839,0.0231358,0.0328549,0.0193643,0.02888,0.0294298,0.0406095,0.0716459
1563,0,0.0269784,0,0,0,0,0.0494543,0,0,0,0,0,0,0.0265514,0,0.0193306,0.0688659,0,0,0.0200259,0,0,0.026267,0.0697528,0.0183409,0.00265456,0.0198914,0.039467,0.0314938,0,0.0461829,0.0562298,0.0357089,0.00928244,0.0112849,0.0280031,0.0274665,0.0180312,0.0121003,0,0.022416,0.0363401,0,0.0146945,0.0639302,0.0296038,0,0,0.0214495,0,0,0.0524551,0.0522015,0.0315415,0.0247123,0.0105445,0.0512762,0.0441899,0.0653286,0.0240982,0.0583805,0.0347341,0.0441713,0.0768971,0.0152617,0.023206,0.0330092,0.0193822,0.028942,0.029426,0.0409202,0.0716933
1564,0,0.0270528,0,0,0,0,0.0496793,0,0,0,0,0,0,0.0268128,0,0.0192245,0.0686249,0,0,0.0206325,0,0,0.0264039,0.0696905,0.018408,0.00265952,0.0200328,0.0395806,0.0318858,0,0.0462657,0.0564932,0.0358002,0.00916823,0.0112867,0.0280807,0.0275212,0.0179236,0.012174,0,0.0224954,0.0369989,0,0.0148092,0.0638368,0.0294944,0,0,0.0215514,0,0,0.052529,0.0520752,0.0315721,0.0247233,0.0104211,0.0511441,0.0442223,0.065289,0.0242428,0.0582545,0.0345663,0.0440854,0.0768688,0.0147087,0.0233002,0.033206,0.0193422,0.0290634,0.0294859,0.0412333,0.0718747
1565,0,0.02713,0,0,0,0,0.0497589,0,0,0,0,0,0,0.0269783,0,0.0191705,0.0683769,0,0,0.021221,0,0,0.0265282,0.0695981,0.0184537,0.00267365,0.020144,0.0396636,0.0322955,0,0.0463573,0.0567349,0.035871,0.00902648,0.0113135,0.0280521,0.0275026,0.0177429,0.0121152,0,0.0225292,0.0374681,0,0.0149424,0.063832,0.029397,0,0,0.0215643,0,0,0.0526004,0.0519201,0.0315398,0.0248001,0.0103346,0.0511796,0.0441446,0.0654132,0.0244092,0.0582223,0.034548,0.0440247,0.0768925,0.0143532,0.0233625,0.0332796,0.0191882,0.0291199,0.0296198,0.0415513,0.0721048
1566,0,0.0272074,0,0,0,0,0.0497889,0,0,0,0,0,0,0.0272212,0,0.0191743,0.0681709,0,0,0.0216748,0,0,0.0266828,0.0694678,0.0184835,0.00269292,0.0202878,0.0397066,0.0326553,0,0.0464755,0.0570055,0.0359748,0.0091043,0.0113165,0.0280089,0.0273547,0.0175118,0.0120041,0,0.0226145,0.0377968,0,0.015091,0.0641355,0.0293215,0,0,0.0215082,0,0,0.0525863,0.0517281,0.0314923,0.024912,0.010271,0.0513491,0.0440707,0.0655668,0.0246064,0.0582186,0.0345854,0.0440063,0.0768965,0.0141429,0.0233234,0.033318,0.0190863,0.0291201,0.0297926,0.0418281,0.0723425
1567,0,0.0272468,0,0,0,0,0.0498198,0,0,0,0,0,0,0.0274617,0,0.0191803,0.0681405,0,0,0.0219541,0,0,0.0268227,0.0692952,0.0185145,0.0027659,0.0203854,0.0397598,0.032945,0,0.0466053,0.0572963,0.0361437,0.00910817,0.0112409,0.0279608,0.0272064,0.0172088,0.0120069,0,0.0227246,0.0379498,0,0.0152597,0.0647202,0.0292693,0,0,0.0214132,0,0,0.0525406,0.0515655,0.0314327,0.0250864,0.0102568,0.0516221,0.0440178,0.0656332,0.0248749,0.0581945,0.0345762,0.0439668,0.0769235,0.0139343,0.0232795,0.0334975,0.0190473,0.0292118,0.030004,0.0421077,0.0724371
1568,0,0.0272733,0,0,0,0,0.049807,0,0,0,0,0,0,0.0275979,0,0.0191751,0.0682094,0,0,0.022118,0,0,0.0268448,0.0691113,0.0185298,0.00286984,0.0204771,0.0398413,0.033169,0,0.0467329,0.0575626,0.0363863,0.00905176,0.0110618,0.027894,0.0270922,0.0168916,0.0120766,0,0.0226642,0.038125,0,0.015426,0.0650491,0.0292197,0,0,0.0213094,0,0,0.0524519,0.0514152,0.0314162,0.0252473,0.010266,0.0519062,0.0439588,0.065608,0.0250935,0.0581838,0.0345726,0.0439661,0.0769386,0.0137327,0.0233902,0.0335642,0.0189599,0.0293866,0.0301686,0.0422352,0.0724132
1569,0,0.0272864,0,0,0,0,0.0497954,0,0,0,0,0,0,0.0277759,0,0.0191501,0.0682061,0,0,0.0221988,0,0,0.0268906,0.0689437,0.0185409,0.002969,0.0206892,0.0399546,0.0333792,0,0.0467668,0.0577882,0.0366538,0.00902927,0.0109088,0.027841,0.0270029,0.0166072,0.0121092,0,0.0226095,0.0383853,0,0.0156055,0.0651373,0.0291831,0,0,0.0212001,0,0,0.0524022,0.0513267,0.0314238,0.0253576,0.0102553,0.0521507,0.0439348,0.0655245,0.0249196,0.0582238,0.0345766,0.0439907,0.076955,0.0135977,0.023336,0.0337004,0.01885,0.0294331,0.0302814,0.0422204,0.0723785
1570,0,0.027286,0,0,0,0,0.0497629,0,0,0,0,0,0,0.0281418,0,0.0191399,0.0681704,0,0,0.0222306,0,0,0.0269311,0.0687846,0.0185403,0.00302158,0.0209585,0.0400474,0.0335711,0,0.0467866,0.0580103,0.0369085,0.00922333,0.0108572,0.027803,0.0269079,0.0162649,0.0119962,0,0.0226113,0.0386586,0,0.0157885,0.065184,0.029154,0,0,0.0210886,0,0,0.0524619,0.051274,0.0314688,0.0254072,0.0102588,0.0523077,0.0439388,0.0654252,0.0247654,0.0583151,0.0345669,0.0439921,0.0770034,0.0135334,0.0229699,0.033998,0.0187795,0.0293832,0.0303625,0.0422078,0.072409
1571,0,0.0272774,0,0,0,0,0.04973,0,0,0,0,0,0,0.0284684,0,0.0191538,0.0681268,0,0,0.0222412,0,0,0.0269629,0.0686505,0.0185278,0.00310118,0.0211799,0.0401561,0.0337322,0,0.0467265,0.0582715,0.0371433,0.00916714,0.0108324,0.0278019,0.0268627,0.0160235,0.0117757,0,0.0226718,0.038826,0,0.0159122,0.0652451,0.0291273,0,0,0.020982,0,0,0.0524787,0.0512166,0.0315822,0.0253796,0.0102689,0.052386,0.0438961,0.0653477,0.0247131,0.0583816,0.0345563,0.0440189,0.0771219,0.0135027,0.0230772,0.0341808,0.0187428,0.0293657,0.0303941,0.0421967,0.0724392
1572,0,0.027267,0,0,0,0,0.0497581,0,0,0,0,0,0,0.0286946,0,0.0191603,0.0680999,0,0,0.022225,0,0,0.0270481,0.0685607,0.018504,0.00324484,0.0211991,0.0402558,0.0337942,0,0.0467002,0.0584789,0.0373821,0.00870625,0.0108619,0.0278935,0.0268908,0.0159601,0.0119753,0,0.0227511,0.0388379,0,0.0159947,0.0652368,0.0290749,0,0,0.0208866,0,0,0.0524076,0.0511455,0.031689,0.0253213,0.0102515,0.0524025,0.043886,0.0653039,0.0247299,0.0583987,0.0345539,0.0440205,0.0772548,0.0135494,0.0232703,0.0343796,0.0187297,0.0293619,0.0304162,0.0422256,0.0724302
1573,0,0.0272305,0,0,0,0,0.0498,0,0,0,0,0,0,0.0288503,0,0.0191888,0.0680556,0,0,0.0221895,0,0,0.0270683,0.0684683,0.0185402,0.00335297,0.0210794,0.0403273,0.0337976,0,0.0467955,0.0586777,0.0375863,0.00856077,0.0109182,0.0279048,0.0268541,0.0159059,0.0121302,0,0.0227773,0.0386349,0,0.0160842,0.065209,0.0290107,0,0,0.0207823,0,0,0.0523675,0.0510651,0.031787,0.0252089,0.0102132,0.0523347,0.0438365,0.0652814,0.0248047,0.0583734,0.0346393,0.0439888,0.0772469,0.0135348,0.0234484,0.0346424,0.0186789,0.0293486,0.0304108,0.0422736,0.0724313
1574,0,0.027112,0,0,0,0,0.0498357,0,0,0,0,0,0,0.0288452,0,0.0192092,0.0680178,0,0,0.0221167,0,0,0.0269647,0.0684643,0.0185734,0.00344983,0.0210162,0.0403341,0.0338032,0,0.0471071,0.0587951,0.0376922,0.00828323,0.0109272,0.0279192,0.0268873,0.015967,0.0122205,0,0.0225348,0.0383539,0,0.0161342,0.0651736,0.0289029,0,0,0.0206929,0,0,0.0523854,0.0509915,0.0318592,0.0250814,0.010163,0.0522325,0.0438526,0.0652618,0.0248966,0.0583072,0.0348087,0.0439521,0.0771117,0.0136001,0.0234995,0.0349486,0.018598,0.0293363,0.0303928,0.0421728,0.0724774
1575,0,0.0269248,0,0,0,0,0.049908,0,0,0,0,0,0,0.0287829,0,0.0192099,0.0679795,0,0,0.0219894,0,0,0.0267839,0.0685181,0.0186394,0.00349376,0.0212319,0.0403126,0.0338079,0,0.0475015,0.0587799,0.0377309,0.008177,0.0109646,0.0279437,0.0269369,0.0160427,0.0123345,0,0.0222216,0.0379398,0,0.0161275,0.0651414,0.0287263,0,0,0.0205868,0,0,0.0523165,0.0509523,0.0319014,0.0249041,0.0100756,0.0521153,0.0439015,0.0652352,0.0250062,0.0582756,0.0347953,0.0439781,0.0770299,0.0138448,0.0234976,0.0350698,0.0185058,0.0293282,0.0303592,0.0420695,0.0724687
1576,0,0.0267585,0,0,0,0,0.0499528,0,0,0,0,0,0,0.0287782,0,0.0191776,0.0679618,0,0,0.0218243,0,0,0.0267256,0.0685468,0.0187166,0.00347686,0.0214906,0.0403082,0.0337528,0,0.0473327,0.0587538,0.0377311,0.00816616,0.0110204,0.0279606,0.0269836,0.0160532,0.0124416,0,0.0218867,0.0375618,0,0.0161259,0.0650729,0.0285406,0,0,0.0204296,0,0,0.0522208,0.0509179,0.0319264,0.0246786,0.00998183,0.0520042,0.0438581,0.0652011,0.0251053,0.0583145,0.0347999,0.0440004,0.0770079,0.0141134,0.0236709,0.0352195,0.0185065,0.0293428,0.0302856,0.0422054,0.0724815
1577,0,0.0266136,0,0,0,0,0.0500202,0,0,0,0,0,0,0.0287659,0,0.0191973,0.067985,0,0,0.0216156,0,0,0.026715,0.0685724,0.0187814,0.00349295,0.0212538,0.0402818,0.0336461,0,0.0472459,0.0587791,0.0376976,0.00811105,0.0110232,0.0279361,0.0269899,0.0161257,0.0125245,0,0.0217257,0.0371887,0,0.0161325,0.0650175,0.028378,0,0,0.020238,0,0,0.0521492,0.0509012,0.0319747,0.0244374,0.00990568,0.051842,0.0437895,0.0651847,0.0251252,0.0584015,0.0348393,0.0439721,0.0770316,0.0143717,0.0239719,0.0354391,0.0184904,0.0293632,0.030123,0.042274,0.0726262
1578,0,0.0264259,0,0,0,0,0.0500502,0,0,0,0,0,0,0.0286646,0,0.0192497,0.0680376,0,0,0.0213554,0,0,0.0266437,0.0687,0.0188584,0.00357816,0.0212138,0.0401907,0.0335259,0,0.0474148,0.0587246,0.0376166,0.00808987,0.011025,0.0279673,0.0270533,0.0163128,0.0125177,0,0.0216884,0.0368325,0,0.0161002,0.0650958,0.0282184,0,0,0.0200584,0,0,0.0521274,0.0508746,0.0319826,0.0241842,0.00985416,0.0516583,0.0437828,0.0651753,0.0250499,0.0584714,0.0349077,0.0438728,0.0770506,0.0145708,0.0242014,0.0357068,0.0183948,0.0294175,0.0299115,0.0422221,0.0727052
1579,0,0.0262809,0,0,0,0,0.0500502,0,0,0,0,0,0,0.0285636,0,0.0193318,0.0680957,0,0,0.0210331,0,0,0.0264848,0.0688458,0.0189016,0.00363631,0.0208643,0.0400999,0.0333727,0,0.047895,0.0586549,0.0375457,0.00815165,0.0110796,0.0279332,0.0270392,0.0165131,0.0125459,0,0.0214053,0.0366873,0,0.0160412,0.0652291,0.0281224,0,0,0.0198752,0,0,0.052102,0.0508347,0.03194,0.0239008,0.00983909,0.0514806,0.0437392,0.0651736,0.024942,0.0584519,0.0350357,0.0438327,0.0770398,0.0146209,0.0244497,0.0358751,0.0182671,0.0295217,0.0296809,0.0423508,0.0725295
1580,0,0.0261917,0,0,0,0,0.0501007,0,0,0,0,0,0,0.0285155,0,0.0193837,0.0681644,0,0,0.0206589,0,0,0.0263347,0.0689843,0.0189689,0.00362918,0.0208506,0.0400095,0.0331778,0,0.0479619,0.0585988,0.0374775,0.00846886,0.0112267,0.0279,0.0270145,0.0166792,0.0126596,0,0.0210883,0.0367997,0,0.0160073,0.0653848,0.0280831,0,0,0.019673,0,0,0.0520638,0.0507623,0.0318844,0.0236336,0.00988761,0.0512523,0.0437271,0.0651813,0.0248085,0.0583952,0.0352021,0.0438828,0.0770505,0.0145854,0.024691,0.0360033,0.0181513,0.0296385,0.0294656,0.0425977,0.0722463
1581,0,0.0260982,0,0,0,0,0.0501188,0,0,0,0,0,0,0.0284256,0,0.0194691,0.0682234,0,0,0.020262,0,0,0.0261854,0.0690585,0.0190351,0.00357217,0.0206559,0.0399243,0.0329873,0,0.0478869,0.0585437,0.037473,0.00893246,0.0111995,0.0278487,0.0269635,0.016822,0.0126274,0,0.0208896,0.0365563,0,0.0159173,0.0655297,0.0280866,0,0,0.0194528,0,0,0.0520173,0.0507376,0.0318476,0.0233505,0.00995555,0.0509767,0.0437512,0.0651962,0.0246724,0.0584126,0.0351951,0.0439664,0.0771053,0.0146494,0.0249286,0.0361228,0.0180762,0.0297753,0.0292779,0.0424187,0.0724755
1582,0,0.0259502,0,0,0,0,0.0501095,0,0,0,0,0,0,0.0280576,0,0.0195305,0.068234,0,0,0.0198737,0,0,0.0259918,0.0691902,0.0191261,0.00361175,0.0206306,0.0397936,0.0328224,0,0.0481204,0.0584137,0.0374695,0.00917329,0.0111097,0.0278345,0.0269762,0.0171437,0.0124163,0,0.0206989,0.036468,0,0.0158483,0.065679,0.0280711,0,0,0.019285,0,0,0.05193,0.0506808,0.0317774,0.0231263,0.0100683,0.0507011,0.043764,0.0652325,0.0245339,0.0584442,0.0352402,0.0440357,0.0771542,0.0146478,0.0251878,0.0361899,0.0180004,0.0298643,0.0291308,0.042199,0.072613
1583,0,0.0258039,0,0,0,0,0.0500969,0,0,0,0,0,0,0.0276935,0,0.0195274,0.0683009,0,0,0.0195118,0,0,0.0258604,0.0692659,0.0190944,0.00361163,0.0200717,0.0396872,0.0326305,0,0.0481802,0.0583253,0.0375069,0.00876042,0.0109325,0.0278383,0.0269607,0.0174868,0.0126749,0,0.0204528,0.0364433,0,0.0158004,0.0657543,0.028016,0,0,0.019175,0,0,0.0518783,0.0506629,0.0316701,0.0228777,0.0101855,0.0504509,0.0438231,0.0652843,0.0245227,0.0585487,0.0351291,0.0441056,0.0772438,0.0147153,0.0252986,0.0362009,0.0179344,0.0300047,0.0290225,0.0422261,0.0725453
1584,0,0.0256849,0,0,0,0,0.0501492,0,0,0,0,0,0,0.0274796,0,0.0194209,0.0683454,0,0,0.0191278,0,0,0.0258506,0.0692889,0.0190756,0.00352126,0.0197818,0.0396369,0.0324735,0,0.0478563,0.0583165,0.0376198,0.00851476,0.011043,0.0278473,0.026947,0.0176703,0.013077,0,0.0203093,0.0365491,0,0.0157676,0.0656776,0.0279741,0,0,0.0191345,0,0,0.0518648,0.0506381,0.0315985,0.022643,0.0102927,0.0502299,0.043981,0.065311,0.0244812,0.0587398,0.0350717,0.044147,0.0773175,0.0148426,0.0252986,0.0362817,0.0178332,0.0301649,0.0288639,0.0422574,0.0724831
1585,0,0.0255856,0,0,0,0,0.0501775,0,0,0,0,0,0,0.0273911,0,0.0194393,0.0683223,0,0,0.0187878,0,0,0.025793,0.0693355,0.0191364,0.00354012,0.0199871,0.0396295,0.0324197,0,0.0476412,0.0583075,0.03778,0.0086603,0.0111279,0.0279005,0.0269898,0.0179119,0.0133937,0,0.0201623,0.0366076,0,0.0157021,0.0654564,0.0279482,0,0,0.0191707,0,0,0.0518564,0.0505509,0.0315048,0.022459,0.0103782,0.0500386,0.0441649,0.0653029,0.024337,0.0589355,0.0350911,0.0441964,0.0773815,0.0148542,0.0252474,0.0364486,0.01781,0.0303122,0.0286843,0.0420425,0.072501
1586,0,0.0254902,0,0,0,0,0.0502062,0,0,0,0,0,0,0.027453,0,0.0195778,0.0682981,0,0,0.0185022,0,0,0.0256648,0.069415,0.0192359,0.00356557,0.0205941,0.0396438,0.0324126,0,0.0476794,0.0582558,0.0378939,0.00923328,0.0111675,0.0279636,0.0270766,0.0182401,0.0136824,0,0.0199439,0.0365158,0,0.0156414,0.0654331,0.0279427,0,0,0.0192489,0,0,0.0518595,0.0504388,0.0314386,0.0223354,0.010421,0.0499214,0.0443482,0.0652963,0.0242441,0.0588183,0.0351846,0.0441851,0.0774568,0.0148307,0.0253198,0.036629,0.0178279,0.0304391,0.0285525,0.0418351,0.0724946
1587,0,0.0254131,0,0,0,0,0.050259,0,0,0,0,0,0,0.0273074,0,0.019756,0.0682805,0,0,0.0182607,0,0,0.0255303,0.0694804,0.0192877,0.00349502,0.020839,0.0396753,0.0324057,0,0.0478483,0.0581146,0.0379855,0.00915569,0.0110814,0.0279979,0.0272,0.0186417,0.0139821,0,0.0196855,0.0364549,0,0.015573,0.0654744,0.0279476,0,0,0.0193319,0,0,0.0518785,0.0503489,0.0313884,0.0222676,0.010448,0.0498732,0.0445118,0.0653156,0.0242536,0.0587139,0.0354058,0.0441217,0.0774624,0.0149196,0.0254552,0.0368095,0.0178385,0.0305039,0.0284933,0.0419067,0.0724892
1588,0,0.0253379,0,0,0,0,0.050265,0,0,0,0,0,0,0.026946,0,0.0198278,0.0683428,0,0,0.018055,0,0,0.0254987,0.0694967,0.0192947,0.00352238,0.0204272,0.0397505,0.0324155,0,0.0482031,0.0576968,0.0381045,0.00804643,0.0110478,0.0280422,0.0273152,0.0191054,0.0143079,0,0.0195189,0.0363037,0,0.0154914,0.0655779,0.0279563,0,0,0.019381,0,0,0.0518941,0.0503228,0.0313111,0.0221486,0.0104441,0.0498317,0.0446934,0.065367,0.024255,0.0587572,0.0354661,0.0442065,0.0774845,0.0150604,0.0255493,0.037015,0.0178455,0.030639,0.028477,0.0419879,0.0724863
1589,0,0.0252961,0,0,0,0,0.0503194,0,0,0,0,0,0,0.026801,0,0.0198546,0.0684277,0,0,0.0178809,0,0,0.0255199,0.0694352,0.0193029,0.00356877,0.0197729,0.0398454,0.0324879,0,0.0482698,0.057961,0.0382888,0.00810973,0.0109213,0.0279646,0.0272271,0.0192645,0.0145866,0,0.0194383,0.0360579,0,0.015479,0.0656572,0.0279843,0,0,0.0193923,0,0,0.0519253,0.0503218,0.0313029,0.0219886,0.0104064,0.04978,0.0448294,0.0654274,0.0242608,0.0589294,0.0353389,0.0444069,0.0775275,0.0152663,0.0258104,0.0371966,0.0177557,0.0307842,0.0284417,0.041905,0.0725226
1590,0,0.0252029,0,0,0,0,0.0503726,0,0,0,0,0,0,0.0268187,0,0.0199337,0.0684527,0,0,0.0177771,0,0,0.0254525,0.0694894,0.0192683,0.00369105,0.0193249,0.0398909,0.0326243,0,0.0479984,0.0603523,0.0383769,0.00857105,0.0109132,0.0278417,0.0270461,0.0194184,0.0147254,0,0.0193385,0.0357874,0,0.0154806,0.0656387,0.028,0,0,0.0194485,0,0,0.0520349,0.0503278,0.0313292,0.021858,0.0103426,0.0497835,0.0449539,0.0654447,0.0242951,0.0591044,0.0353095,0.0445761,0.07754,0.0154604,0.0260914,0.0375168,0.0177463,0.03073,0.0284539,0.0419291,0.0725557
1591,0,0.0251124,0,0,0,0,0.0503743,0,0,0,0,0,0,0.0267694,0,0.0199784,0.0684214,0,0,0.0177437,0,0,0.0254259,0.069606,0.0191808,0.00375752,0.0191797,0.039903,0.0327383,0,0.0481935,0.0621383,0.038365,0.00872583,0.0109104,0.0278044,0.027,0.0193793,0.0148233,0,0.0192875,0.0354547,0,0.0154983,0.0655754,0.0279934,0,0,0.0195269,0,0,0.0521601,0.0503286,0.0313451,0.0217758,0.0102823,0.0497962,0.0450832,0.065438,0.0244058,0.0589739,0.0353453,0.0444601,0.0775728,0.0156659,0.0262979,0.0378105,0.0177616,0.0306786,0.0285166,0.0419163,0.0725739
1592,0,0.0255388,0,0,0,0,0.0505643,0,0,0,0,0,0,0.0268938,0,0.0193616,0.0686815,0,0,0.0174998,0,0,0.0254133,0.0687602,0.0191421,0.00347043,0.019592,0.0401012,0.0326172,0,0.0489676,0.048149,0.0388751,0.00790047,0.0105722,0.0280249,0.0272871,0.0187779,0.0150752,0,0.0192038,0.03534,0,0.015592,0.0656934,0.0282767,0,0,0.0192107,0,0,0.052095,0.0503298,0.0314987,0.0213828,0.0102211,0.0494925,0.0448221,0.0654748,0.0246297,0.0587685,0.035307,0.0442434,0.0774922,0.0156845,0.0262624,0.0379926,0.0178152,0.0309166,0.0281741,0.0419494,0.0727012
