Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,
439,0.0303361,0,0,0,0,0.0480875,0,0,0,0,0,0,0.0269957,0,0.0220868,0.0698582,0,0,0.0252555,0,0,0.0459846,0.0712942,0.0211163,0.00997661,0.00732387,0.0350998,0.0356394,0.0294101,0.0427839,0.0457963,0.0207748,0.0101108,0.0111874,0.0281344,0.0293629,0.0193281,0.00812173,0.0444439,0.0264067,0.0272995,0,0.0136331,0.0658559,0.0316443,0,0,0.0148003,0,0,0.0479184,0.0593415,0.0380456,0.0259543,0.00883706,0.0570871,0.0291375,0.0452561,0.070596,0.0604219,0.0178961,0.0557981,0.0330915,0.0411988,0.0719961,0.0271115,0.0168491,0.0333765,0.019384,0.0260372,0.0263474,0
440,0.0304051,0,0,0,0,0.0482539,0,0,0,0,0,0,0.0269949,0,0.021692,0.069917,0,0,0.0250698,0,0,0.0459207,0.0711307,0.0212286,0.0101309,0.00698636,0.0349519,0.0353711,0.0295088,0.0429188,0.0458405,0.020707,0.0101451,0.0111928,0.0278598,0.0294392,0.0191745,0.00804512,0.0444472,0.0263528,0.0267825,0,0.0131864,0.0658748,0.0318065,0,0,0.0147184,0,0,0.047968,0.0592937,0.0371965,0.0261949,0.00898288,0.0571755,0.0293956,0.0452067,0.0704212,0.0600956,0.0175213,0.0554828,0.0324881,0.0409216,0.0716472,0.0278012,0.0169157,0.033402,0.0194546,0.0262437,0.0259943,0
441,0.0303695,0,0,0,0,0.0484121,0,0,0,0,0,0,0.026843,0,0.0213925,0.0698215,0,0,0.0248118,0,0,0.0458325,0.0709264,0.0213032,0.0102188,0.00668924,0.0348786,0.0350554,0.029784,0.0431303,0.0459892,0.0208378,0.0101635,0.0111881,0.0275992,0.0295439,0.0193871,0.0080102,0.044416,0.0262848,0.0268983,0,0.0123754,0.0660961,0.0320001,0,0,0.0146309,0,0,0.0479635,0.0592667,0.0362302,0.026617,0.00894858,0.0574008,0.0296748,0.0450927,0.0702219,0.059709,0.0171997,0.0553584,0.0318873,0.0408825,0.0713696,0.0276131,0.0170282,0.0334877,0.0195551,0.026468,0.0256698,0
442,0.0302662,0,0,0,0,0.0484428,0,0,0,0,0,0,0.0266098,0,0.021069,0.0696126,0,0,0.0244775,0,0,0.0457512,0.0706607,0.0215202,0.0102099,0.00636858,0.0348981,0.0347282,0.0301894,0.0434681,0.0462352,0.0210509,0.0101659,0.0111789,0.027798,0.0296981,0.0198774,0.00799207,0.0444136,0.0261721,0.0273741,0,0.01162,0.0664669,0.03222,0,0,0.0145879,0,0,0.0479652,0.0592673,0.0358173,0.0270987,0.00894001,0.0577598,0.0299532,0.0447952,0.0698694,0.0593723,0.0170071,0.0555018,0.0316021,0.0410091,0.0713031,0.0269784,0.0171111,0.0335338,0.0195736,0.0265688,0.0253662,0
443,0.0301385,0,0,0,0,0.0482919,0,0,0,0,0,0,0.025916,0,0.0207489,0.0693462,0,0,0.0241759,0,0,0.0456629,0.0703743,0.0218837,0.0101294,0.00607733,0.0350406,0.0345202,0.030648,0.0439395,0.0465616,0.0212828,0.0102781,0.0112183,0.0278296,0.0299242,0.0209079,0.00800586,0.0444231,0.026038,0.0279085,0,0.0113532,0.0668573,0.0323731,0,0,0.0146252,0,0,0.0480726,0.0592616,0.0362837,0.0275856,0.00925451,0.0581275,0.0302287,0.0443825,0.0693877,0.0592398,0.0168826,0.0558257,0.0317648,0.0411858,0.0714527,0.0262949,0.01721,0.0336541,0.0194942,0.0264333,0.0250678,0
444,0.0299758,0,0,0,0,0.0480066,0,0,0,0,0,0,0.0249662,0,0.0204073,0.0691003,0,0,0.0240641,0,0,0.0455881,0.0701205,0.0225189,0.0100304,0.00589847,0.0352724,0.0344985,0.0310451,0.0445632,0.0469699,0.0215197,0.0104059,0.0113139,0.0278501,0.0301314,0.0222565,0.00805861,0.0444601,0.0259102,0.0281365,0,0.011749,0.0671264,0.0323943,0,0,0.0145054,0,0,0.048188,0.0592439,0.0372657,0.0279692,0.0098361,0.0583238,0.0305285,0.0438514,0.0686074,0.0592791,0.0167553,0.056046,0.0322363,0.0412577,0.071543,0.0261258,0.0174379,0.0340153,0.0197572,0.026155,0.0248098,0
445,0.0297946,0,0,0,0,0.0477348,0,0,0,0,0,0,0.0238579,0,0.0200678,0.0689966,0,0,0.0242055,0,0,0.045576,0.0698817,0.0232521,0.00994507,0.00592712,0.0355435,0.0346427,0.031404,0.0453,0.0474375,0.0217294,0.0104427,0.0114233,0.0279462,0.0302577,0.0240358,0.0081181,0.0445063,0.0258215,0.0276402,0,0.0123549,0.0672257,0.0323575,0,0,0.0144258,0,0,0.0483298,0.0592565,0.0383173,0.0281502,0.0103452,0.0582681,0.0309131,0.0434464,0.068246,0.0592772,0.0167092,0.0560526,0.0327285,0.0410727,0.0714639,0.0269016,0.0175922,0.03432,0.0200308,0.0258557,0.0245939,0
446,0.0296576,0,0,0,0,0.0475869,0,0,0,0,0,0,0.0224604,0,0.0197573,0.0689664,0,0,0.0245624,0,0,0.0456053,0.0696283,0.0240924,0.00983857,0.00613002,0.035663,0.0348575,0.0317387,0.0460697,0.0479476,0.0219128,0.010418,0.0115937,0.0278162,0.0303459,0.0262976,0.00808275,0.0444834,0.0257402,0.0266834,0,0.0130609,0.0672055,0.032357,0,0,0.0144501,0,0,0.0484956,0.0593252,0.0391127,0.0281379,0.0107176,0.0579967,0.0313931,0.0431721,0.0682276,0.0591569,0.0167612,0.0558031,0.0329977,0.0406892,0.0711967,0.0282981,0.0176014,0.0345331,0.0201888,0.0256984,0.0245081,0
447,0.0295906,0,0,0,0,0.0476121,0,0,0,0,0,0,0.0209619,0,0.0194181,0.0688713,0,0,0.0249702,0,0,0.0456211,0.0693177,0.0249476,0.00967271,0.0064028,0.0355511,0.0351009,0.0321591,0.046882,0.0484904,0.0220795,0.0104294,0.0119046,0.0274881,0.0304257,0.0288405,0.00795703,0.0444257,0.0256381,0.0258561,0,0.0134719,0.0671791,0.0323897,0,0,0.0144961,0,0,0.0486079,0.0594042,0.0393985,0.0281388,0.0110217,0.0576787,0.031865,0.0429373,0.0680605,0.0590246,0.0168074,0.0553598,0.0329176,0.0401215,0.0708238,0.0295251,0.0176219,0.0347588,0.0204549,0.0256901,0.0245163,0
448,0.0295429,0,0,0,0,0.047689,0,0,0,0,0,0,0.0196217,0,0.0191243,0.0686979,0,0,0.0253354,0,0,0.0456061,0.0689286,0.0258898,0.00947836,0.00673651,0.0353567,0.0353578,0.0327225,0.0477357,0.0491058,0.0223012,0.0104287,0.0122584,0.0273674,0.0304936,0.0315121,0.0077438,0.0443706,0.0255602,0.0255374,0,0.0136662,0.0672242,0.0324153,0,0,0.0145722,0,0,0.0487092,0.059443,0.0395712,0.028247,0.0113212,0.0574234,0.0323133,0.042618,0.0676603,0.0588818,0.0168132,0.0549724,0.0326321,0.0397952,0.0706431,0.0300607,0.017644,0.034951,0.0206879,0.0256953,0.0245348,0
449,0.0295104,0,0,0,0,0.0477076,0,0,0,0,0,0,0.0185761,0,0.0189242,0.0684364,0,0,0.0256136,0,0,0.0455772,0.0684951,0.0268146,0.00930562,0.0071254,0.0352033,0.0355657,0.0333694,0.0485422,0.0498383,0.0225761,0.0104239,0.0125708,0.0274301,0.0305966,0.0342146,0.00752441,0.0443466,0.0255248,0.0257355,0,0.0137434,0.0673512,0.0324138,0,0,0.0147728,0,0,0.0488065,0.059384,0.0395959,0.0285925,0.0113319,0.057257,0.0327651,0.0424586,0.0674184,0.0587976,0.0167088,0.0547669,0.0323373,0.0397852,0.0707032,0.0296933,0.0176434,0.0348617,0.0206658,0.0256897,0.0245113,0
450,0.0294956,0,0,0,0,0.0476713,0,0,0,0,0,0,0.0177014,0,0.0189445,0.0681596,0,0,0.0258161,0,0,0.0455852,0.0679826,0.0275071,0.00914842,0.00754653,0.0350463,0.0356996,0.0340087,0.0493382,0.0506633,0.0229514,0.0105283,0.0128998,0.0274831,0.0308157,0.0369853,0.00727963,0.0443876,0.0255416,0.0263673,0,0.0136786,0.0675471,0.0324536,0,0,0.0149972,0,0,0.0488847,0.0592644,0.0395377,0.02906,0.0108873,0.0572196,0.0332487,0.0422818,0.067485,0.0588206,0.0164403,0.0547438,0.0322071,0.0398294,0.0707914,0.0285602,0.0176119,0.0346143,0.0205208,0.0256946,0.0244368,0
451,0.0295396,0,0,0,0,0.047638,0,0,0,0,0,0,0.0171368,0,0.0190654,0.0678426,0,0,0.025935,0,0,0.0455684,0.0674041,0.0280213,0.00895797,0.00810506,0.0349999,0.0357815,0.0345806,0.0500498,0.0515629,0.0234295,0.0107035,0.0132973,0.027533,0.0311963,0.0396031,0.00709791,0.044374,0.0255023,0.0267184,0,0.0136686,0.0677959,0.0325358,0,0,0.0152462,0,0,0.048925,0.0591038,0.0393952,0.0295808,0.0106894,0.057307,0.0337326,0.0421346,0.0675087,0.058917,0.0161481,0.0548872,0.0322462,0.0400858,0.0710097,0.027622,0.0176694,0.034362,0.0204235,0.025785,0.0242442,0
452,0.0296442,0,0,0,0,0.0477376,0,0,0,0,0,0,0.0170849,0,0.0193211,0.067412,0,0,0.026005,0,0,0.0455016,0.0667506,0.028398,0.00866869,0.00865981,0.0351485,0.0357489,0.0351638,0.0507444,0.0525692,0.0240475,0.0109711,0.013735,0.0277339,0.0317195,0.042524,0.00699786,0.0443271,0.0254993,0.0269186,0,0.0134905,0.0681956,0.032659,0,0,0.0152741,0,0,0.0490309,0.0590366,0.0391719,0.0301913,0.0107909,0.0574185,0.0341893,0.0418118,0.0674462,0.0590697,0.0160293,0.0551054,0.0323532,0.0403601,0.0713973,0.0269106,0.0179761,0.0344904,0.0206118,0.0259401,0.0239557,0
