Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,
1469,0.0253677,0,0,0,0,0.0487288,0,0,0,0,0,0,0.0189873,0,0.024787,0.0666413,0,0,0.0240883,0,0,0.0278367,0.0727724,0.0224808,0.0070621,0.0116246,0.0430185,0.0379174,0.0357448,0.049206,0.0506488,0.0234745,0.00912036,0.0117685,0.0307799,0.0309838,0.0404729,0.0125135,0,0.0226098,0.0167364,0,0.0173889,0.0687606,0.0324789,0,0,0.0242465,0,0,0.0503596,0.0544595,0.042847,0.0277968,0.0107041,0.056621,0.0456156,0,0.072087,0.0621392,0.0141203,0.0526904,0.0312059,0.0386027,0.0697657,0.0458088,0.0241369,0.0314137,0.0180643,0.0263446,0.0275337,0
1470,0.024595,0,0,0,0,0.0484923,0,0,0,0,0,0,0.0192817,0,0.0247644,0.0669549,0,0,0.0248473,0,0,0.0281393,0.0727116,0.0221114,0.00717025,0.0115824,0.0425966,0.0388978,0.0353195,0.0486418,0.0504037,0.023617,0.00909722,0.011621,0.0306811,0.0308264,0.0392118,0.0129348,0,0.0227226,0.0170743,0,0.0170958,0.0673128,0.031936,0,0,0.0242836,0,0,0.0503472,0.0556489,0.0430944,0.0246753,0.0105548,0.0549148,0.0457278,0.040987,0.0694814,0.0630296,0.016399,0.0534483,0.0316786,0.0391599,0.069993,0.0470723,0.0242385,0.0314987,0.0179609,0.0258778,0.0284079,0
1471,0.024613,0,0,0,0,0.0485619,0,0,0,0,0,0,0.0193687,0,0.0247921,0.06701,0,0,0.0245551,0,0,0.0280562,0.0725762,0.0220761,0.00726547,0.0115864,0.0425509,0.0388752,0.0353376,0.0485899,0.0503714,0.0236384,0.00917417,0.0116676,0.0307258,0.0308166,0.0390435,0.0128066,0,0.0227322,0.0169133,0,0.0170869,0.0674935,0.0319328,0,0,0.0242854,0,0,0.0503145,0.0555797,0.042934,0.0249129,0.0108056,0.0551301,0.045685,0.0404062,0.069369,0.0631867,0.0166198,0.0534364,0.0315978,0.03917,0.0700488,0.0469498,0.0241473,0.0315232,0.0178529,0.0258802,0.0283247,0
1472,0.024659,0,0,0,0,0.0486311,0,0,0,0,0,0,0.0194385,0,0.0247915,0.0670605,0,0,0.0243435,0,0,0.0279342,0.0724861,0.0220469,0.00736957,0.0115921,0.042502,0.0388124,0.0353257,0.0486251,0.0503566,0.0236149,0.00929358,0.0117581,0.0307485,0.0308151,0.0389406,0.0126423,0,0.0226454,0.01679,0,0.0171158,0.0676282,0.0319303,0,0,0.0242185,0,0,0.0502566,0.0555463,0.042994,0.0251226,0.0111064,0.055276,0.0456937,0.0403917,0.0692413,0.063323,0.0169718,0.0534747,0.0315208,0.0392944,0.070195,0.0469735,0.0240105,0.031599,0.0177644,0.0259198,0.0282512,0
1473,0.024682,0,0,0,0,0.0487303,0,0,0,0,0,0,0.0194588,0,0.0248092,0.0670769,0,0,0.0241968,0,0,0.0277669,0.072448,0.0220541,0.00743595,0.0115897,0.0424277,0.0388141,0.035315,0.0487295,0.0503892,0.0234948,0.00945341,0.0117598,0.0307669,0.0308188,0.0389525,0.0125396,0,0.0225752,0.0166897,0,0.0171673,0.0677302,0.0319102,0,0,0.0241594,0,0,0.0502136,0.0555155,0.0430966,0.0252684,0.0113136,0.0553165,0.0456766,0.0403762,0.0691864,0.0634193,0.0172666,0.0535608,0.0314644,0.0394641,0.0703244,0.0471829,0.0239609,0.0317478,0.0177601,0.0259959,0.0281988,0
1474,0.0246858,0,0,0,0,0.0488591,0,0,0,0,0,0,0.0194544,0,0.0248203,0.0671148,0,0,0.0241364,0,0,0.0277219,0.0724366,0.0220631,0.00751617,0.0115918,0.0423318,0.0389383,0.0352686,0.0488624,0.0504308,0.0233358,0.00954736,0.0118854,0.0307697,0.0307903,0.0390006,0.0125386,0,0.0225102,0.0165154,0,0.0171882,0.0677614,0.0318482,0,0,0.0241555,0,0,0.0501887,0.0555014,0.0432092,0.0253183,0.0113859,0.0552555,0.0457101,0.0401697,0.0691619,0.0634791,0.0171277,0.0536522,0.0314203,0.0395763,0.0703591,0.0476058,0.0239902,0.031841,0.0177227,0.0261153,0.0281439,0
1475,0.0246728,0,0,0,0,0.0489551,0,0,0,0,0,0,0.0194909,0,0.0248277,0.0671837,0,0,0.0241751,0,0,0.0276844,0.0723892,0.0220485,0.00763869,0.0116263,0.0422523,0.0391058,0.035246,0.0488864,0.0504677,0.0231625,0.00956102,0.0119424,0.0307694,0.0307562,0.0390918,0.012597,0,0.0224777,0.0163672,0,0.0172172,0.0677437,0.0317667,0,0,0.0241872,0,0,0.0501559,0.055539,0.0433084,0.0253358,0.0114015,0.055171,0.0458196,0.0400749,0.0691149,0.0634736,0.0170109,0.0536577,0.0313408,0.0396208,0.070373,0.0482575,0.0240725,0.0319668,0.0176814,0.0262022,0.0281121,0
1476,0.0246399,0,0,0,0,0.049015,0,0,0,0,0,0,0.0196111,0,0.0248535,0.0672311,0,0,0.0242756,0,0,0.0277466,0.0723938,0.0220172,0.00772289,0.0116469,0.0421726,0.0392497,0.0352373,0.0488656,0.0505514,0.0229976,0.00956935,0.0117735,0.0307876,0.0307716,0.0393133,0.0127115,0,0.022471,0.0162854,0,0.0172504,0.0677264,0.0316935,0,0,0.024293,0,0,0.0501365,0.055588,0.0433591,0.0253423,0.0114005,0.0550677,0.0458814,0.0399876,0.0691306,0.0634605,0.0169584,0.0535994,0.0312491,0.0395684,0.070374,0.048977,0.0242535,0.0320399,0.0176274,0.0262685,0.0281118,0
1477,0.024639,0,0,0,0,0.0490166,0,0,0,0,0,0,0.0196584,0,0.0248758,0.0671577,0,0,0.0244312,0,0,0.0277603,0.072428,0.022016,0.00774384,0.0116417,0.0420964,0.0393821,0.0351808,0.0488933,0.0506202,0.0228736,0.00950115,0.0117008,0.0308102,0.0308037,0.0395235,0.0128835,0,0.0223874,0.0162082,0,0.0173736,0.0677543,0.0316272,0,0,0.0243864,0,0,0.0501274,0.0555958,0.0434626,0.0252845,0.011497,0.0549492,0.0460357,0.0402031,0.0692206,0.0635211,0.0169912,0.0535605,0.0311077,0.0394804,0.0702728,0.04954,0.0244338,0.032064,0.0174797,0.0262994,0.0281017,0
1478,0.024654,0,0,0,0,0.0490058,0,0,0,0,0,0,0.019707,0,0.024904,0.0671009,0,0,0.0245807,0,0,0.0277352,0.0724405,0.021998,0.00779883,0.0116054,0.0420643,0.0394959,0.035132,0.0489926,0.0505162,0.0228014,0.00930479,0.0116952,0.0308534,0.0308167,0.039606,0.0130374,0,0.0223151,0.0161143,0,0.0174867,0.0677841,0.0315938,0,0,0.0244338,0,0,0.0501223,0.0556299,0.0436142,0.025223,0.0116074,0.0548492,0.0462602,0.0403404,0.0693424,0.0635858,0.0169926,0.0534828,0.0310086,0.0394626,0.0701774,0.0499803,0.0244542,0.0320086,0.0172228,0.0263194,0.0280793,0
1479,0.0246216,0,0,0,0,0.0489981,0,0,0,0,0,0,0.0197463,0,0.0248657,0.0671069,0,0,0.0247392,0,0,0.0277366,0.0724416,0.0219678,0.00786624,0.0115104,0.0420688,0.0396718,0.035124,0.0488487,0.0504616,0.0227561,0.00914646,0.011646,0.0308976,0.0308482,0.039485,0.0130635,0,0.0223785,0.0161859,0,0.017563,0.0678529,0.0315822,0,0,0.0244613,0,0,0.0500903,0.0557706,0.0437779,0.0251769,0.0116481,0.0547397,0.0464461,0.0402162,0.0693787,0.0635933,0.0167911,0.0534127,0.0309925,0.0394179,0.0701471,0.0503689,0.0243873,0.0321632,0.0172763,0.0262699,0.0280914,0
1480,0.0242668,0,0,0,0,0.0491665,0,0,0,0,0,0,0.0198627,0,0.0249203,0.0670467,0,0,0.0267339,0,0,0.00674649,0.0726049,0.0219525,0.00790425,0.0112985,0.0416532,0.0391405,0.0351558,0.0486179,0.0503261,0.0226293,0.00910277,0.0116264,0.0309587,0.0308465,0.0393296,0.0148484,0,0,0.016227,0,0.017476,0.0681895,0.0317811,0,0,0.0242501,0,0,0.0499559,0.0561652,0.0437972,0.0251132,0.0118597,0.0540699,0.0465004,0.0397868,0.0691204,0.0634603,0.0165132,0.0535841,0.0312336,0.0394551,0.0702565,0.0505935,0.0245954,0.0324043,0.0173118,0.0263844,0.0281578,0
1481,0.0245104,0,0,0,0,0.0489313,0,0,0,0,0,0,0.0198626,0,0.0248643,0.0671024,0,0,0.0248478,0,0,0.0277606,0.0724523,0.0219439,0.00802422,0.0113872,0.0419909,0.0398111,0.0353283,0.0486167,0.0504137,0.0227553,0.00922228,0.0115582,0.0310253,0.0308484,0.0394037,0.0128663,0,0.0224688,0.0160687,0,0.0175833,0.0680103,0.0315559,0,0,0.0245968,0,0,0.0501758,0.0560874,0.0440022,0.0250442,0.0115076,0.0544739,0.0467887,0.0399186,0.0693299,0.0635341,0.0167371,0.0533008,0.0310627,0.039205,0.070022,0.0507735,0.0245917,0.0327829,0.017425,0.0264745,0.0281877,0
1482,0.0244408,0,0,0,0,0.048784,0,0,0,0,0,0,0.019933,0,0.0249217,0.0670193,0,0,0.0247863,0,0,0.027785,0.0724302,0.0219412,0.00812064,0.0113549,0.0420304,0.039761,0.0353982,0.0486441,0.0503653,0.0228026,0.00969001,0.0113933,0.0310215,0.0308433,0.0393447,0.0127201,0,0.022475,0.0160036,0,0.0176357,0.0680407,0.0315298,0,0,0.024678,0,0,0.0503534,0.0562241,0.0440859,0.024899,0.0114414,0.0543936,0.0471798,0.0398606,0.0692794,0.0635102,0.0169809,0.0531427,0.0309999,0.0391111,0.0698782,0.0509101,0.0245814,0.033181,0.0174176,0.0266596,0.0282722,0
1483,0.0243509,0,0,0,0,0.0485665,0,0,0,0,0,0,0.0199562,0,0.0249527,0.0669317,0,0,0.0247809,0,0,0.0277545,0.0724193,0.0219147,0.00816362,0.0113059,0.0420004,0.0397252,0.0353933,0.0487059,0.0504032,0.0227731,0.00983117,0.0113907,0.0310052,0.0308648,0.0391943,0.0126354,0,0.0224685,0.0159738,0,0.0177568,0.0680263,0.0315717,0,0,0.0248408,0,0,0.0505739,0.0563299,0.0442324,0.0247842,0.011399,0.054299,0.0475949,0.0398696,0.0692659,0.0635008,0.0172185,0.0530174,0.0308948,0.0389992,0.0697847,0.050964,0.0245333,0.033518,0.0174312,0.0267044,0.0283829,0
1484,0.0242637,0,0,0,0,0.0483305,0,0,0,0,0,0,0.0198449,0,0.0249333,0.0668665,0,0,0.0248349,0,0,0.02776,0.0724372,0.0219433,0.00811108,0.0112493,0.041958,0.0396735,0.0354051,0.0487162,0.0505472,0.0228005,0.00954479,0.0115656,0.031049,0.0309194,0.0390496,0.0126399,0,0.0224532,0.0159675,0,0.0178484,0.0680349,0.0316341,0,0,0.0250874,0,0,0.0507792,0.0563616,0.0443046,0.0246967,0.0113163,0.0542477,0.0481404,0.0400289,0.0693124,0.0635095,0.0174994,0.052913,0.0307409,0.0389331,0.0697313,0.0507806,0.024713,0.0337377,0.0174115,0.0267304,0.0285357,0
1485,0.024199,0,0,0,0,0.0480605,0,0,0,0,0,0,0.0198576,0,0.0249207,0.066867,0,0,0.0249575,0,0,0.0277786,0.0724628,0.0219597,0.00813324,0.0112448,0.0419228,0.0396359,0.0353705,0.0486813,0.0505999,0.0228831,0.0095909,0.0116354,0.0310668,0.0309477,0.0389056,0.0126392,0,0.0224357,0.0159543,0,0.0179087,0.0680188,0.0316855,0,0,0.025379,0,0,0.0509437,0.0563743,0.044421,0.0245231,0.0111697,0.0542334,0.0488996,0.0401466,0.0693449,0.063535,0.0173956,0.0528497,0.0305641,0.0388587,0.0696958,0.050449,0.0250923,0.0338087,0.0173284,0.0267514,0.0287268,0
1486,0.0241653,0,0,0,0,0.0477273,0,0,0,0,0,0,0.0198781,0,0.0249098,0.0668663,0,0,0.0251087,0,0,0.0277416,0.0725139,0.0219488,0.00824473,0.0112704,0.0418722,0.0395934,0.0353168,0.0486137,0.0504136,0.0228554,0.0098225,0.0115548,0.0310792,0.0309288,0.0387245,0.0125827,0,0.0224305,0.0160067,0,0.0178684,0.0680525,0.0316867,0,0,0.0256925,0,0,0.0511379,0.0563756,0.0443999,0.0243865,0.010978,0.0542228,0.0498572,0.0402908,0.0693709,0.0635528,0.0173478,0.0528052,0.0304541,0.038809,0.0697009,0.0500834,0.0255367,0.0339289,0.0172445,0.0267084,0.0288833,0
1487,0.0241119,0,0,0,0,0.0473319,0,0,0,0,0,0,0.0199639,0,0.0249128,0.066805,0,0,0.0252036,0,0,0.0277164,0.0726323,0.0218948,0.00827053,0.0111885,0.0418114,0.0394976,0.0352402,0.0485481,0.0502123,0.0226926,0.00974549,0.0115435,0.0311267,0.0309702,0.0385551,0.0124654,0,0.0224271,0.0160457,0,0.0178448,0.0680833,0.031581,0,0,0.0260941,0,0,0.0514522,0.056337,0.0443495,0.0245776,0.0107723,0.0542518,0.0508403,0.0402706,0.0693843,0.0636307,0.0174288,0.0527387,0.0303083,0.0387604,0.0696595,0.0496603,0.0259134,0.0341299,0.0171928,0.0265189,0.0290559,0
1488,0.0247172,0,0,0,0,0.0470379,0,0,0,0,0,0,0.0198199,0,0.0250073,0.0666188,0,0,0.0242847,0,0,0.0273511,0.0727432,0.0221436,0.0083674,0.0110077,0.0420275,0.0385524,0.0356599,0.0489607,0.0501552,0.0224017,0.00978003,0.0117937,0.031314,0.0311611,0.0395811,0.0117394,0,0.0223363,0.0155847,0,0.0181225,0.0695602,0.0319595,0,0,0.0264997,0,0,0.0517187,0.055066,0.0439025,0.0282838,0.0108408,0.0560554,0.0513233,0,0.0716995,0.0631636,0.0151324,0.0521146,0.029803,0.0381687,0.0694327,0.0478129,0.0262072,0.0343589,0.0172373,0.0269263,0.0283935,0
1489,0.0245507,0,0,0,0,0.0463593,0,0,0,0,0,0,0.0198912,0,0.0250675,0.0666567,0,0,0.0242384,0,0,0.0273331,0.0728314,0.0221191,0.00852848,0.0108989,0.041869,0.0386019,0.0356165,0.0489849,0.0500049,0.0223589,0.00989652,0.0118379,0.031341,0.0311736,0.0396186,0.0117234,0,0.0223455,0.0156761,0,0.0181268,0.0696343,0.0318341,0,0,0.0270797,0,0,0.0519978,0.0551199,0.0437987,0.0284774,0.0106546,0.0558853,0.0516929,0,0.07162,0.0633098,0.0153382,0.0520514,0.0297595,0.0381307,0.0693687,0.047393,0.0264672,0.0344429,0.017284,0.0268174,0.0284854,0
1490,0.0244003,0,0,0,0,0.0460818,0,0,0,0,0,0,0.019947,0,0.0251248,0.0667301,0,0,0.0241444,0,0,0.0272917,0.0728825,0.0220879,0.00873315,0.0109664,0.0417941,0.0386704,0.0355636,0.0489992,0.0500542,0.0222657,0.00985276,0.0118594,0.0313854,0.0311992,0.0397749,0.0118269,0,0.0223214,0.0157656,0,0.0181209,0.0697062,0.0318013,0,0,0.0274907,0,0,0.0522278,0.0551179,0.043636,0.028382,0.010524,0.0556995,0.0519016,0,0.0715438,0.0634524,0.0155129,0.0519723,0.0297682,0.038091,0.0693356,0.0470209,0.0265008,0.03437,0.0172522,0.0267221,0.0285111,0
1491,0.0237923,0,0,0,0,0.0457981,0,0,0,0,0,0,0.0200515,0,0.0250944,0.0667364,0,0,0.0247108,0,0,0.0274591,0.0728702,0.0219591,0.00904716,0.0111499,0.0417663,0.0391737,0.0352356,0.0488977,0.0501633,0.0221656,0.00994093,0.0118964,0.0313658,0.0312046,0.0397204,0.0122266,0,0.0223565,0.0160745,0,0.0178887,0.0692443,0.0314969,0,0,0.0277482,0,0,0.0523901,0.0557417,0.0416949,0.0268491,0.012989,0.0546703,0.0522939,0,0.0710243,0.0626828,0.0145734,0.0533579,0,0.0391189,0.0703621,0.0423196,0.0267106,0.0342766,0.0171231,0.0262706,0.0290827,0
1492,0.0236833,0,0,0,0,0.0457803,0,0,0,0,0,0,0.0200939,0,0.0251182,0.0666445,0,0,0.0246625,0,0,0.027359,0.0729244,0.0220176,0.00924675,0.0114673,0.0418138,0.039053,0.035285,0.0489298,0.0502147,0.0221127,0.0107003,0.0120433,0.0313448,0.0312286,0.0397495,0.0123537,0,0.0222524,0.0161157,0,0.0178568,0.0693729,0.0315518,0,0,0.0278729,0,0,0.0524282,0.0557005,0.0416341,0.0268602,0.0128954,0.0545932,0.0524385,0,0.0709848,0.0628377,0.0147348,0.0533329,0,0.0391133,0.0703394,0.0423012,0.0267805,0.0342037,0.0170774,0.026161,0.0290725,0
1493,0.0236274,0,0,0,0,0.0457758,0,0,0,0,0,0,0.0200372,0,0.0251337,0.0665672,0,0,0.0246139,0,0,0.0272862,0.0729273,0.0220557,0.00947241,0.0112246,0.0418462,0.0389465,0.0354268,0.049042,0.0502606,0.0221278,0.010979,0.0120865,0.0313258,0.0311804,0.0397383,0.0124275,0,0.0221583,0.016117,0,0.0178351,0.069454,0.0316489,0,0,0.0279727,0,0,0.0524572,0.0556917,0.0415653,0.0268681,0.0128498,0.0545156,0.052518,0,0.07094,0.0630094,0.0148965,0.053339,0,0.0391328,0.0703624,0.0422917,0.0267899,0.0341613,0.0170869,0.0261039,0.0289992,0
1494,0.0235777,0,0,0,0,0.0457547,0,0,0,0,0,0,0.0200701,0,0.0251581,0.0665443,0,0,0.0245812,0,0,0.0272529,0.0729409,0.0220771,0.00961011,0.0110486,0.0418924,0.0389598,0.0355273,0.0490862,0.0503127,0.0222226,0.0109843,0.012162,0.0313777,0.0311817,0.0397697,0.0124231,0,0.0221441,0.0161147,0,0.017819,0.0695192,0.0317927,0,0,0.0281971,0,0,0.0525892,0.0556608,0.0415065,0.0268207,0.0128598,0.0544541,0.0524901,0,0.0709121,0.0631715,0.0150781,0.0533639,0,0.0391598,0.0704094,0.0423044,0.0268185,0.0339862,0.0171873,0.0260398,0.0288536,0
1495,0.0241959,0,0,0,0,0.0450474,0,0,0,0,0,0,0.0202236,0,0.0253192,0.0665647,0,0,0.0234321,0,0,0.0269049,0.0732448,0.0221388,0.00944325,0.0108165,0.0415354,0.0380084,0.0356201,0.0490505,0.0501305,0.0221365,0.0112006,0.012241,0.0314408,0.0312236,0.0397394,0.0122486,0,0.0220967,0.0158198,0,0.0180383,0.0703026,0.0307624,0,0,0.0273877,0,0,0.0384302,0.0550232,0.0434135,0.0285966,0.010423,0.0553013,0.0529235,0,0.0714382,0.0642841,0.0163463,0.0518587,0.0292392,0.0379883,0.0692719,0.0464189,0.0264235,0,0.0220292,0.02575,0.0289367,0
1496,0.0241914,0,0,0,0,0.0449673,0,0,0,0,0,0,0.0202291,0,0.0253418,0.0666526,0,0,0.0234213,0,0,0.0269139,0.0732488,0.0221144,0.00951346,0.0108877,0.0415842,0.0379513,0.035598,0.0490942,0.0501408,0.0221187,0.0112414,0.0121973,0.0314471,0.0312179,0.0396961,0.0122635,0,0.0221601,0.0158377,0,0.0180216,0.0703408,0.0308058,0,0,0.0274255,0,0,0.0383776,0.0549674,0.0434039,0.0285689,0.0106163,0.0553049,0.0529528,0,0.0715655,0.0645262,0.0164977,0.0518173,0.0290285,0.037907,0.0692102,0.0461293,0.0265138,0,0.0220602,0.025701,0.0288676,0
1497,0.0241963,0,0,0,0,0.0449442,0,0,0,0,0,0,0.0202056,0,0.0253686,0.0666656,0,0,0.023442,0,0,0.0269699,0.0732619,0.0220928,0.00950733,0.0108707,0.0416091,0.0379085,0.035528,0.0491269,0.0501947,0.0220551,0.0110827,0.0121859,0.0314292,0.0312335,0.0396307,0.0123518,0,0.0221942,0.0157573,0,0.018065,0.070397,0.0308085,0,0,0.0274263,0,0,0.038322,0.0550271,0.0433451,0.0285395,0.0104947,0.0552507,0.0529285,0,0.0714949,0.0646975,0.0166646,0.0518234,0.0293559,0.0379668,0.069269,0.0466155,0.0265603,0,0.0220493,0.0255639,0.0288257,0
1498,0.0242167,0,0,0,0,0.0449382,0,0,0,0,0,0,0.0201698,0,0.025369,0.0666421,0,0,0.0234869,0,0,0.0269802,0.0732594,0.0220592,0.00951616,0.0108131,0.0416043,0.0378894,0.0353095,0.0491169,0.0502004,0.0220227,0.0106767,0.0122461,0.0314275,0.0312371,0.0395026,0.0124089,0,0.022135,0.0156641,0,0.0181223,0.0703714,0.0308111,0,0,0.0273878,0,0,0.0383525,0.0550494,0.0433007,0.0285107,0.0104049,0.0551585,0.0528568,0,0.0714069,0.0647186,0.0167458,0.0518307,0.0295285,0.0379878,0.0692747,0.0470407,0.0265141,0,0.0220269,0.025444,0.0288206,0
1499,0.0240377,0,0,0,0,0.0458108,0,0,0,0,0,0,0.0201886,0,0.0253008,0.0664189,0,0,0.0240688,0,0,0.0270893,0.0730605,0.0220244,0.00954871,0.0110436,0.0421328,0.038153,0.0353722,0.049243,0.0505084,0.0223095,0.0108463,0.0122221,0.0315075,0.0312748,0.0394534,0.0121638,0,0.0221329,0.0155602,0,0.0182221,0.0703784,0.0322494,0,0,0.0280467,0,0,0.0526433,0.0548552,0.0433215,0.0282431,0.0103683,0.0552143,0.0522863,0,0.0715038,0.0646791,0.0167683,0.051737,0.0293918,0.03792,0.0691739,0.0473963,0.0267589,0.034095,0.0172517,0.0259571,0.0280922,0
1500,0.0240547,0,0,0,0,0.045756,0,0,0,0,0,0,0.0202261,0,0.0253143,0.0664212,0,0,0.0240577,0,0,0.0272128,0.0730385,0.0219686,0.00956648,0.0110885,0.0420837,0.0380086,0.0353605,0.0492047,0.0505829,0.0223047,0.0110332,0.0121479,0.0314923,0.031243,0.0393091,0.0121087,0,0.022163,0.0155689,0,0.0182385,0.0704185,0.0321992,0,0,0.0278881,0,0,0.0526613,0.0548413,0.0432836,0.028208,0.0104244,0.0551407,0.0523003,0,0.0715243,0.0646279,0.0167518,0.0516902,0.0293848,0.0378847,0.0691351,0.0475149,0.0267283,0.0341692,0.0171082,0.0258429,0.0280729,0
1501,0.0240434,0,0,0,0,0.0456902,0,0,0,0,0,0,0.020134,0,0.0252681,0.0664699,0,0,0.0241196,0,0,0.0270064,0.0730245,0.0219774,0.00956797,0.0111047,0.0420261,0.0380176,0.0353419,0.0491723,0.0506652,0.0223251,0.0109937,0.0121298,0.0314227,0.0311783,0.0392129,0.0120514,0,0.0221796,0.0155902,0,0.018244,0.0704679,0.0322123,0,0,0.0278649,0,0,0.0525693,0.0548509,0.0433286,0.0281618,0.0104705,0.0550894,0.0521887,0,0.0715253,0.0645571,0.0166915,0.051685,0.0294841,0.03787,0.0691661,0.0477147,0.0266808,0.0340342,0.0172363,0.0257997,0.028033,0
1502,0.0240453,0,0,0,0,0.0456343,0,0,0,0,0,0,0.0201195,0,0.0252022,0.0665036,0,0,0.0241129,0,0,0.0270599,0.072987,0.0219724,0.00954996,0.0111246,0.0419942,0.0379698,0.0353064,0.0491158,0.0507291,0.0223125,0.0108833,0.0120548,0.0313742,0.0311285,0.0390909,0.0121598,0,0.0222356,0.0155959,0,0.0182758,0.070463,0.0322438,0,0,0.0278751,0,0,0.0525167,0.0548921,0.0434107,0.0281161,0.0105022,0.0550464,0.0521007,0,0.0715514,0.0644416,0.0166018,0.0517001,0.0295359,0.0378804,0.0692199,0.0479651,0.0268185,0.0339748,0.0172897,0.0257968,0.0280188,0
1503,0.0233862,0,0,0,0,0.0453501,0,0,0,0,0,0,0.0204815,0,0.0251466,0.0669188,0,0,0.0251665,0,0,0.0272588,0.0729036,0.0216228,0.00951467,0.0112781,0.041558,0.0389626,0.0348425,0.0485895,0.0503608,0.0225165,0.0106821,0.0117316,0.0312505,0.0309798,0.0379925,0.012823,0,0.022271,0.01618,0,0.017969,0.0687734,0.031796,0,0,0.0280209,0,0,0.0525172,0.0562226,0.0437591,0.0247822,0.0106616,0.0530084,0.0522931,0.0394472,0.0692787,0.0648409,0.0188846,0.0523166,0.0301118,0.0385245,0.069469,0.0491168,0.0271496,0.0340594,0.0172125,0.0251731,0.0287786,0
1504,0.0234348,0,0,0,0,0.0453732,0,0,0,0,0,0,0.0205093,0,0.0250529,0.0669487,0,0,0.0251736,0,0,0.0273218,0.072856,0.0215168,0.00943937,0.0113866,0.0415576,0.0388821,0.0348258,0.0484749,0.0502636,0.0224208,0.0106274,0.0116276,0.0313109,0.0309957,0.0376017,0.0129254,0,0.0222259,0.016252,0,0.0180183,0.0687629,0.0318601,0,0,0.0280754,0,0,0.0525211,0.0562288,0.0438817,0.024747,0.0107087,0.0530106,0.0523314,0.0395622,0.0692626,0.0647826,0.0187854,0.0523576,0.0301809,0.0385492,0.0694381,0.0493471,0.0272204,0.0338852,0.0170699,0.025102,0.0286746,0
1505,0.0234926,0,0,0,0,0.0454519,0,0,0,0,0,0,0.0204988,0,0.0249891,0.0670516,0,0,0.0252188,0,0,0.0272608,0.072831,0.021466,0.0094048,0.0114718,0.0414783,0.0388418,0.0347524,0.0483963,0.0501953,0.0223576,0.0106275,0.0116851,0.0313421,0.0309688,0.0372141,0.0128865,0,0.022227,0.0162622,0,0.0180801,0.0687197,0.0319442,0,0,0.028176,0,0,0.052576,0.0562127,0.0439721,0.024556,0.0107547,0.0529875,0.0522538,0.0395785,0.0693177,0.0647497,0.0187195,0.0524237,0.030195,0.0385601,0.0694512,0.0496084,0.027076,0.0335628,0.0170023,0.0250177,0.0285563,0
1506,0.022405,0,0,0,0,0.0440053,0,0,0,0,0,0,0.0190084,0,0,0.0697796,0,0,0.0264376,0,0,0.0276729,0.0719179,0.0167778,0.013064,0.0149914,0.0418951,0.0403458,0.0376604,0,0.0530344,0.0221487,0.00697356,0.00848629,0.031492,0.0296172,0.0309379,0.0139814,0,0.0224509,0.0173943,0,0.0167019,0.0664038,0.0297295,0,0,0.0282433,0,0,0.0386303,0,0.0426938,0.0216362,0,0.0507855,0.0533562,0.0380761,0.0668726,0.0630202,0.0189877,0.0540686,0.0323265,0.039939,0.0704804,0.0458821,0.0267105,0,0.0221989,0.0230239,0.0306741,0
1507,0.0238709,0,0,0,0,0.0450464,0,0,0,0,0,0,0.0205496,0,0.0248818,0.0668632,0,0,0.0253675,0,0,0.0272401,0.0726479,0.0213759,0.00939832,0.0117242,0.0418965,0.0383401,0.0347996,0.0484361,0.0502422,0.0224316,0.0105751,0.0120703,0.0312988,0.0309742,0.0364309,0.0125972,0,0.0222829,0.0160153,0,0.0181562,0.0686929,0.0318516,0,0,0.0274559,0,0,0.0519908,0.0561274,0.0440451,0.0241556,0.0108367,0.0530569,0.0525311,0.0395869,0.0694015,0.0647257,0.0186042,0.052409,0.0301559,0.0385922,0.0694198,0.050396,0.0269563,0.033541,0.0172247,0.0249128,0.0286538,0
1508,0.0239705,0,0,0,0,0.0449801,0,0,0,0,0,0,0.0206623,0,0.0248599,0.0668208,0,0,0.0254355,0,0,0.0272607,0.0726231,0.0212781,0.00926173,0.0116841,0.0418783,0.0382068,0.0348176,0.0482405,0.0504432,0.0224423,0.0102885,0.0122242,0.0313138,0.0309751,0.0360863,0.0126626,0,0.0222779,0.0159752,0,0.0181604,0.0686572,0.0318855,0,0,0.0272476,0,0,0.0519897,0.0561008,0.0441151,0.0240255,0.0108681,0.0530773,0.0526141,0.0396096,0.0694118,0.0647111,0.0185468,0.0524423,0.0302025,0.0386109,0.0694113,0.050771,0.0269218,0.0337404,0.0171448,0.0248558,0.0286404,0
