Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI,RTHIA
257,0.0242427,0,0,0,0,0.0479111,0,0,0,0,0,0,0.0288583,0,0.0214672,0.07116,0,0,0.0143003,0,0,0.0355025,0.0711231,0.0220706,0.00920011,0.0178313,0.0311293,0.0349074,0.0445908,0.0542802,0.0360178,0.0132826,0.0156552,0.0280136,0.0294187,0.0196724,0.0165474,0.00881371,0.0167244,0.0348282,0,0.0162029,0.0643844,0.031138,0,0,0.0200149,0,0,0.0386401,0.0578151,0.0246294,0.0237036,0.0158052,0.0474983,0.0398324,0.0732233,0.0298886,0.0638251,0.0396037,0.0499582,0.0827245,0.0152851,0.0155475,0,0.0259189,0.0281578,0.0262117,0.0460131,0.0775233
258,0.0242453,0,0,0,0,0.0479395,0,0,0,0,0,0,0.028874,0,0.0214801,0.0711728,0,0,0.0142831,0,0,0.0355781,0.0711165,0.0220773,0.00920667,0.0178653,0.0311509,0.0349198,0.0445718,0.0543156,0.0360077,0.0132743,0.0156594,0.0280392,0.0294398,0.0196548,0.0165668,0.00900943,0.0166171,0.0348198,0,0.0162214,0.0643853,0.0311267,0,0,0.0200103,0,0,0.0386296,0.057833,0.0246843,0.0236919,0.0158013,0.0474993,0.0398868,0.0732208,0.0298881,0.0638508,0.0395567,0.0499685,0.0827257,0.0152995,0.0155427,0,0.0258877,0.0281513,0.0262278,0.0460277,0.077565
259,0.0241897,0,0,0,0,0.0479845,0,0,0,0,0,0,0.0288921,0,0.0214664,0.0711879,0,0,0.014339,0,0,0.0354746,0.0711228,0.022093,0.00922395,0.017887,0.031182,0.0349947,0.0445414,0.054308,0.0359755,0.0132743,0.0156018,0.0280338,0.0294646,0.0196105,0.0165695,0.00892557,0.0166622,0.0348195,0,0.0162248,0.064402,0.0311315,0,0,0.020016,0,0,0.0385872,0.0578574,0.0246872,0.0236663,0.0157995,0.0474965,0.0399859,0.0732231,0.0298928,0.0638251,0.0395386,0.0499855,0.0827206,0.0153285,0.015538,0,0.0258788,0.0281857,0.0262308,0.0460743,0.0775594
260,0.025062,0,0,0,0,0.0483757,0,0,0,0,0,0,0.0324407,0,0,0.0725872,0,0,0.0142601,0,0,0.0352674,0.0701434,0.0203363,0.00985889,0.0174567,0.0311016,0.0346646,0,0.0555988,0.035544,0.0111384,0.0126576,0.028305,0.0293349,0.0124628,0.0169288,0.00857722,0.0163679,0.0350154,0,0.0161861,0.0636329,0.0317878,0,0,0.0196281,0,0,0.0385216,0.05766,0.0247177,0.0232587,0.0154413,0.0471038,0.0390298,0.0729775,0.0294159,0.0638863,0.0397228,0.0500184,0.082712,0.0151685,0.015465,0,0.0252936,0.0287254,0.0253448,0.0463679,0.0776916
261,0.0241537,0,0,0,0,0.0480759,0,0,0,0,0,0,0.0289596,0,0.0214043,0.0711239,0,0,0.0143498,0,0,0.0352413,0.0711299,0.0220755,0.00917451,0.0178869,0.031316,0.0350558,0.0445686,0.054267,0.0358928,0.0132498,0.0155326,0.0279565,0.0294243,0.0195671,0.0166433,0.00853235,0.0168368,0.0349924,0,0.0160749,0.0643742,0.0311566,0,0,0.0198996,0,0,0.0386653,0.0578077,0.0247045,0.0235997,0.015614,0.0475513,0.0400126,0.0732328,0.0298537,0.0638444,0.0396701,0.0499862,0.082713,0.015216,0.0155463,0,0.0258649,0.0282197,0.026256,0.0460382,0.0775963
262,0.0240441,0,0,0,0,0.0488043,0,0,0,0,0,0,0.0290101,0,0.0213407,0.0711209,0,0,0.014149,0,0,0.0353661,0.0711142,0.0221407,0.00916421,0.0179218,0.0312532,0.0354556,0.0445497,0.0542963,0.0359681,0.0132762,0.0156196,0.027915,0.0294262,0.0195481,0.0169094,0.00847948,0.0167548,0.0348639,0,0.0161887,0.0645015,0.0314183,0,0,0.0229981,0,0,0.0442876,0.0578002,0.0246831,0.0235747,0.0158581,0.0473731,0.0405491,0.073199,0.0298471,0.0638324,0.03962,0.0499453,0.0827329,0.0152722,0.0158172,0.00727158,0.025549,0.0286857,0.0259563,0.0460893,0.0775847
263,0.0249188,0,0,0,0,0.0483779,0,0,0,0,0,0,0.0324805,0,0,0.0725605,0,0,0.0142258,0,0,0.0353697,0.070157,0.0202741,0.00984758,0.0174251,0.0311723,0.0346904,0,0.055544,0.0354801,0.0111679,0.0127497,0.0282817,0.0293673,0.0123819,0.0170229,0.00848888,0.0164511,0.0349775,0,0.0161822,0.0636331,0.031781,0,0,0.0196173,0,0,0.0386813,0.0575967,0.0246647,0.023251,0.0154949,0.0471681,0.0389939,0.0729839,0.0294414,0.0639065,0.0397165,0.0499834,0.0827685,0.0151967,0.0154784,0,0.0254494,0.0287097,0.0254505,0.0463912,0.0777378
264,0.023931,0,0,0,0,0.0487978,0,0,0,0,0,0,0.0289837,0,0.021363,0.0711339,0,0,0.0141483,0,0,0.0354409,0.0711193,0.0220447,0.00915207,0.0179829,0.031303,0.0354314,0.044551,0.0543276,0.0359015,0.0132724,0.015668,0.0279606,0.0294713,0.0195255,0.0169309,0.0084856,0.0168375,0.0348325,0,0.0161874,0.0644991,0.0314507,0,0,0.0231109,0,0,0.0443016,0.057641,0.0245763,0.0235799,0.0159038,0.0474307,0.0404248,0.0731999,0.0298732,0.0638369,0.0395751,0.0499433,0.0827447,0.0153313,0.0158411,0.00735843,0.0258237,0.0287013,0.0259862,0.0460871,0.0776359
265,0.0239075,0,0,0,0,0.0488021,0,0,0,0,0,0,0.0289782,0,0.0213807,0.0711186,0,0,0.0141638,0,0,0.0355172,0.0711077,0.0220363,0.00915505,0.0180087,0.0313224,0.0354713,0.0445754,0.0543457,0.0358819,0.0132366,0.0156863,0.0279944,0.0294629,0.0194955,0.0169436,0.0084918,0.0169271,0.0348204,0,0.0162348,0.0644865,0.0314411,0,0,0.0229258,0,0,0.0443824,0.0575657,0.0246377,0.0235619,0.0159169,0.0474477,0.0404255,0.0732033,0.0298849,0.0638559,0.039567,0.0499949,0.0827523,0.0153559,0.0158952,0.00715946,0.0258881,0.0286967,0.026052,0.0460944,0.0776661
266,0.0238935,0,0,0,0,0.0488007,0,0,0,0,0,0,0.028993,0,0.0213766,0.0711323,0,0,0.0141707,0,0,0.035527,0.0711217,0.0220261,0.00914947,0.0180179,0.0313507,0.0355348,0.0445913,0.0543456,0.0358537,0.0132247,0.0156826,0.0279755,0.0294474,0.0194734,0.0169569,0.00847911,0.0169595,0.0348212,0,0.0162494,0.064481,0.0314101,0,0,0.0228178,0,0,0.0444714,0.0575244,0.0246415,0.0235605,0.0159121,0.0474702,0.0403362,0.0732151,0.0299082,0.063852,0.0395371,0.0499936,0.0827554,0.0153719,0.0159839,0.00704292,0.0259341,0.028676,0.0261387,0.0460907,0.0776664
267,0.0238757,0,0,0,0,0.0487646,0,0,0,0,0,0,0.029,0,0.0213627,0.0711716,0,0,0.0141337,0,0,0.0354163,0.0711437,0.0220042,0.0091387,0.0180298,0.0313771,0.035555,0.0446029,0.0543374,0.0358204,0.0132515,0.01565,0.0279495,0.0294338,0.0194795,0.016965,0.00841397,0.0169758,0.0348015,0,0.0162615,0.0644544,0.0313658,0,0,0.0227613,0,0,0.0445857,0.057459,0.0246579,0.0235378,0.0159048,0.0474829,0.0401651,0.0732322,0.0299252,0.0638398,0.0395461,0.0499718,0.0827418,0.0153584,0.0160643,0.0069514,0.0259736,0.0286351,0.0261965,0.0460698,0.0776526
268,0.023834,0,0,0,0,0.0487518,0,0,0,0,0,0,0.0289906,0,0.0213423,0.0711836,0,0,0.0140705,0,0,0.0353069,0.071145,0.0220137,0.00914106,0.018029,0.0313976,0.0355223,0.0446266,0.0543559,0.0358088,0.0132382,0.0155867,0.0279682,0.0294148,0.0194903,0.0169936,0.00834921,0.0170088,0.0347511,0,0.016253,0.0644257,0.0313441,0,0,0.022696,0,0,0.0445576,0.0574156,0.0246843,0.0235188,0.0158922,0.0475081,0.040182,0.0732443,0.0299238,0.0638201,0.039577,0.049977,0.0827375,0.0153823,0.0160442,0.0068766,0.0259552,0.0286373,0.0262296,0.0460478,0.0776532
269,0.0239324,0,0,0,0,0.0489718,0,0,0,0,0,0,0.0292598,0,0.021192,0.0712088,0,0,0.0138631,0,0,0.0356956,0.0711251,0.0222697,0.00917637,0.0182125,0.0312713,0.0352917,0.0449039,0.0544722,0.0358713,0.0131191,0.0155279,0.0276787,0.0291233,0.0194444,0.0171044,0.00817678,0.0168291,0.0350355,0,0.016129,0.0646254,0.0313439,0,0,0.0226908,0,0,0.0447477,0.057266,0.0249616,0.023589,0.0160157,0.0473265,0.0401917,0.0731293,0.0297258,0.0637432,0.0396448,0.0498856,0.0826253,0.0151404,0.0157955,0.0068487,0.0256446,0.0288632,0.026134,0.0461818,0.0777294
270,0.0237294,0,0,0,0,0.0488047,0,0,0,0,0,0,0.0289759,0,0.0213899,0.071185,0,0,0.01409,0,0,0.0354905,0.0710955,0.0220226,0.00910426,0.0180396,0.0314133,0.0353689,0.0446811,0.054381,0.0358477,0.0132154,0.0156635,0.0279964,0.029434,0.0195009,0.0170739,0.00842289,0.01696,0.0347632,0,0.0162341,0.0644736,0.0313387,0,0,0.0226098,0,0,0.0445032,0.0574427,0.0246294,0.023493,0.0158437,0.0475217,0.0404171,0.0732296,0.0299319,0.0637886,0.0395792,0.0499798,0.0827176,0.0153889,0.0160594,0.00686301,0.0259722,0.0286919,0.0262893,0.0460217,0.0776422
271,0.0236821,0,0,0,0,0.0488282,0,0,0,0,0,0,0.0289523,0,0.021406,0.0711717,0,0,0.0140244,0,0,0.0353167,0.0710671,0.0220085,0.00909601,0.0180489,0.0313956,0.0354065,0.0447016,0.0543683,0.0358309,0.0132227,0.0156626,0.0279932,0.0294388,0.0195373,0.0171113,0.0084011,0.0168758,0.0347677,0,0.0162151,0.0644621,0.0313049,0,0,0.0225966,0,0,0.0444076,0.0574265,0.0245875,0.0234863,0.0158436,0.0475257,0.0403622,0.0732549,0.0299365,0.0638058,0.0395681,0.0499894,0.0826785,0.0153735,0.0161356,0.00700354,0.0261559,0.0286887,0.0263528,0.0459906,0.0776426
272,0.023644,0,0,0,0,0.0488453,0,0,0,0,0,0,0.028923,0,0.0214312,0.0711646,0,0,0.0139613,0,0,0.0352369,0.0710659,0.0220144,0.00911704,0.0180528,0.0313688,0.0354221,0.0447229,0.0543583,0.0358384,0.01322,0.0156288,0.0279593,0.0294364,0.0195852,0.017166,0.00834605,0.0169089,0.0347767,0,0.0162185,0.0644435,0.0312712,0,0,0.0226064,0,0,0.0442181,0.0574085,0.0245551,0.0234977,0.0158314,0.0475189,0.0403258,0.0732721,0.0299369,0.0638218,0.0395682,0.0499747,0.0826553,0.0153524,0.0162377,0.00749655,0.0265493,0.028685,0.0263984,0.0459739,0.0776348
273,0.0236153,0,0,0,0,0.0488581,0,0,0,0,0,0,0.0288831,0,0.0214489,0.0711589,0,0,0.0139218,0,0,0.0352511,0.0710251,0.0220693,0.00911659,0.0180227,0.031373,0.0354198,0.0447186,0.0543562,0.035898,0.0132061,0.0155808,0.027971,0.0294317,0.0196638,0.0172034,0.00828195,0.0169928,0.0347523,0,0.0162182,0.0644587,0.0312579,0,0,0.0226123,0,0,0.0441555,0.0573969,0.0245049,0.0235097,0.0158207,0.0475203,0.040335,0.0732838,0.0299558,0.0638319,0.0395952,0.0499743,0.0826504,0.0153493,0.016248,0.00767296,0.0267169,0.0286969,0.0264171,0.0459722,0.0776425
274,0.0235623,0,0,0,0,0.0488606,0,0,0,0,0,0,0.0288411,0,0.0214582,0.0711693,0,0,0.0139145,0,0,0.0352832,0.0709929,0.022069,0.0090974,0.0179783,0.0313753,0.0354234,0.04472,0.0543898,0.0359298,0.0131968,0.0155833,0.0279777,0.0294328,0.0196928,0.0172195,0.00827331,0.0170301,0.0347429,0,0.0161834,0.0644615,0.0312656,0,0,0.0225783,0,0,0.0441825,0.0573631,0.0244437,0.0235319,0.0158195,0.0475385,0.0403154,0.0732981,0.0299723,0.0638415,0.0395692,0.050007,0.0826487,0.0153621,0.0162928,0.00759034,0.0267064,0.0287298,0.0264187,0.045939,0.0776166
275,0.0235234,0,0,0,0,0.0488877,0,0,0,0,0,0,0.0287861,0,0.02145,0.0711821,0,0,0.0138994,0,0,0.0352896,0.0709808,0.0220404,0.00907964,0.0179916,0.0313769,0.0354479,0.0447262,0.0544001,0.0359424,0.0131996,0.0155707,0.0279394,0.0294198,0.0197297,0.0172594,0.00828388,0.0170156,0.0347801,0,0.0161929,0.0644779,0.031267,0,0,0.0225589,0,0,0.0442038,0.057335,0.0245143,0.0235481,0.0158184,0.0475592,0.0403085,0.0732891,0.0299548,0.0638545,0.0395767,0.0500038,0.0826636,0.0153996,0.0163067,0.00751475,0.0266789,0.0287527,0.0264516,0.0459691,0.0775735
276,0.0235005,0,0,0,0,0.0489151,0,0,0,0,0,0,0.0287731,0,0.0214832,0.0711872,0,0,0.0138835,0,0,0.0352937,0.0709653,0.0220244,0.00907362,0.0180056,0.0313597,0.0354549,0.0447635,0.0543892,0.0359416,0.0131765,0.0156038,0.0279395,0.0294035,0.0197208,0.0173045,0.00829527,0.0170188,0.0347818,0,0.0161941,0.0644872,0.031266,0,0,0.0225387,0,0,0.0442085,0.0573222,0.0245548,0.0235272,0.0158268,0.0475702,0.0403092,0.0732719,0.0299369,0.0638349,0.0396057,0.0500136,0.0826835,0.0153918,0.0163252,0.00746238,0.0266259,0.0287707,0.0265003,0.0459785,0.0775585
277,0.0234812,0,0,0,0,0.0489559,0,0,0,0,0,0,0.0287578,0,0.0214839,0.0711693,0,0,0.0138685,0,0,0.0353029,0.070955,0.02204,0.00906719,0.0180058,0.0313639,0.0355,0.0447964,0.0544046,0.0359607,0.0131467,0.0155531,0.0279689,0.029386,0.0197542,0.0173373,0.00828735,0.0170195,0.0347916,0,0.0162046,0.0644973,0.0312659,0,0,0.0225612,0,0,0.0442572,0.0573046,0.0245655,0.0235268,0.0158561,0.0475721,0.0402761,0.0732527,0.0299105,0.0638176,0.0396119,0.0500108,0.0826876,0.0153749,0.0163307,0.00747226,0.0267562,0.0288073,0.0265338,0.045936,0.0775842
278,0.023445,0,0,0,0,0.0489628,0,0,0,0,0,0,0.0287331,0,0.0214839,0.0711577,0,0,0.0138683,0,0,0.0353039,0.0709695,0.0220304,0.00904985,0.0180165,0.031376,0.0355062,0.0448236,0.0544399,0.0359835,0.0131315,0.0154679,0.0279705,0.0293866,0.0197903,0.0173344,0.00830169,0.0170132,0.0347967,0,0.0162281,0.0644984,0.0312933,0,0,0.0226065,0,0,0.0443748,0.057297,0.0245677,0.0235508,0.0158784,0.0475742,0.0402377,0.0732487,0.0299138,0.0638386,0.0396082,0.0500232,0.082688,0.0153963,0.0163178,0.00745894,0.0271135,0.0288282,0.02656,0.045933,0.0775983
279,0.023415,0,0,0,0,0.0489673,0,0,0,0,0,0,0.0287356,0,0.0214731,0.0711642,0,0,0.0138642,0,0,0.0353214,0.0709791,0.0220007,0.00903683,0.01801,0.0313805,0.0354651,0.04485,0.0544776,0.0359903,0.0131453,0.015499,0.0279442,0.029382,0.0197958,0.0173661,0.00833035,0.0169829,0.0347838,0,0.0162536,0.0645292,0.031322,0,0,0.0226417,0,0,0.0444396,0.0573101,0.0245497,0.0235469,0.0158795,0.0475699,0.0402667,0.0732469,0.0299264,0.0638333,0.03963,0.0500225,0.0826885,0.0153727,0.0162264,0.00721158,0.0270875,0.0288511,0.0265739,0.0459651,0.0776244
280,0.0235705,0,0,0,0,0.0491503,0,0,0,0,0,0,0.028954,0,0.0212252,0.0711105,0,0,0.0136392,0,0,0.0355664,0.0710028,0.0221951,0.00901275,0.018238,0.0312928,0.0353438,0.0450666,0.0545705,0.0360897,0.0131146,0.0154653,0.0276199,0.0290759,0.0198299,0.0175167,0.00813855,0.0167725,0.0351073,0,0.0161998,0.0647544,0.0313056,0,0,0.0227759,0,0,0.0447517,0.0571317,0.0248168,0.023609,0.0159717,0.0473457,0.04017,0.0731836,0.0297238,0.0637748,0.0397124,0.0499099,0.0825515,0.0150898,0.015858,0.00693675,0.0265011,0.0290336,0.0264679,0.0461028,0.0776765
281,0.0242759,0,0,0,0,0.0492868,0,0,0,0,0,0,0.0321995,0,0,0.0725809,0,0,0.0138396,0,0,0.0352818,0.0699865,0.0200973,0.00956925,0.0175466,0.03132,0.0350707,0,0.055774,0.0356511,0.0109937,0.0126136,0.0283751,0.0293327,0.0126249,0.0177105,0.00839935,0.0166069,0.0348674,0,0.016246,0.063648,0.0320187,0,0,0.0223253,0,0,0.0444096,0.0571654,0.0245741,0.0231523,0.0154877,0.0472251,0.0392559,0.0730392,0.0294811,0.0639836,0.039762,0.050116,0.0827471,0.0153225,0.0161343,0.00680397,0.026211,0.0293681,0.0256501,0.0462188,0.0776667
282,0.0234714,0,0,0,0,0.0490746,0,0,0,0,0,0,0.0287455,0,0.0214116,0.0711073,0,0,0.0137782,0,0,0.0353273,0.0709936,0.0219875,0.00890474,0.0180487,0.0314767,0.0354113,0.0449489,0.0545101,0.0360261,0.0130678,0.0155092,0.0278576,0.0292938,0.0198114,0.0174207,0.00819912,0.0169944,0.0349953,0,0.016127,0.0644722,0.0314229,0,0,0.0227388,0,0,0.0446097,0.057236,0.0246907,0.0235374,0.015723,0.0476057,0.0401709,0.0732147,0.0297989,0.063897,0.039672,0.0500267,0.0827259,0.0152641,0.0160461,0.00671145,0.0265876,0.0289971,0.0264741,0.0459946,0.077599
283,0.0234353,0,0,0,0,0.0489844,0,0,0,0,0,0,0.0287091,0,0.0214655,0.0711821,0,0,0.0138549,0,0,0.0351923,0.0710303,0.0219576,0.00895578,0.0180776,0.0314224,0.0354627,0.0448491,0.0545018,0.0360531,0.0130861,0.0155307,0.0279087,0.029373,0.0198018,0.0173375,0.00809061,0.0171302,0.0347232,0,0.016277,0.064483,0.0314322,0,0,0.0228231,0,0,0.0445787,0.0572784,0.0246087,0.0235943,0.0158945,0.0475735,0.0403128,0.0732112,0.0298428,0.0638521,0.0396196,0.0500262,0.0827558,0.0153957,0.0159699,0.00668476,0.0266943,0.0289471,0.0264827,0.04598,0.0776006
284,0.0234335,0,0,0,0,0.0489724,0,0,0,0,0,0,0.0287127,0,0.0214363,0.0711718,0,0,0.0138707,0,0,0.0351441,0.0710576,0.0219492,0.00896528,0.0181208,0.0314262,0.0354505,0.0448386,0.0545278,0.0360525,0.0130725,0.0154548,0.027924,0.0293465,0.0197981,0.0173195,0.00802416,0.0171724,0.0347452,0,0.0162859,0.0644683,0.0314548,0,0,0.0228708,0,0,0.0445605,0.0572502,0.0245787,0.0236089,0.0158821,0.0475539,0.0403365,0.0732102,0.0298176,0.0638184,0.0396398,0.050014,0.0827432,0.0153871,0.015931,0.00668287,0.0266963,0.028942,0.0264554,0.0459562,0.0775817
285,0.0234328,0,0,0,0,0.0489913,0,0,0,0,0,0,0.0287333,0,0.0213865,0.0711631,0,0,0.0138743,0,0,0.0351217,0.0710618,0.021945,0.00896093,0.0180932,0.0314267,0.0354654,0.0448251,0.0545364,0.0360566,0.0130493,0.0154348,0.0279499,0.0293194,0.0197618,0.0173188,0.00799221,0.0171946,0.03479,0,0.0162764,0.0644605,0.0314672,0,0,0.0229043,0,0,0.0445579,0.0572487,0.0245691,0.0236101,0.0158769,0.0475206,0.0403528,0.0732069,0.029809,0.0638203,0.0395995,0.0499891,0.0827502,0.0153997,0.0159506,0.00669425,0.0267133,0.0289498,0.0264484,0.0459545,0.0775502
286,0.0234481,0,0,0,0,0.0489916,0,0,0,0,0,0,0.0287197,0,0.0213811,0.0711699,0,0,0.0138847,0,0,0.0351288,0.0710718,0.0218989,0.00893912,0.0180407,0.0314096,0.0354762,0.0448121,0.0545202,0.036061,0.0130307,0.0155318,0.0279069,0.0293055,0.0197193,0.0173271,0.00797668,0.017212,0.0348057,0,0.0162809,0.0644851,0.0314776,0,0,0.0229251,0,0,0.0445398,0.0572477,0.0245967,0.0235976,0.0158831,0.0475069,0.0403594,0.0731945,0.029792,0.063839,0.0395912,0.0499817,0.0827791,0.0153873,0.0159627,0.00671971,0.0267559,0.0289475,0.026462,0.0459738,0.0775366
287,0.0234714,0,0,0,0,0.048973,0,0,0,0,0,0,0.0286961,0,0.0214448,0.0711993,0,0,0.013906,0,0,0.0351428,0.0710969,0.0218331,0.00892796,0.0180275,0.0314018,0.0355019,0.0448034,0.0545147,0.0360536,0.0130203,0.0155427,0.0278812,0.0292969,0.019697,0.0173281,0.00798678,0.0172138,0.0347649,0,0.0162862,0.0645098,0.031499,0,0,0.0229459,0,0,0.0444863,0.0572277,0.0246101,0.0235931,0.0158767,0.0475035,0.0403601,0.0731802,0.0297602,0.0638441,0.0396373,0.0499742,0.0827554,0.0153557,0.0159374,0.00673951,0.0267596,0.0289347,0.0264382,0.0459835,0.0775308
288,0.0234751,0,0,0,0,0.0489395,0,0,0,0,0,0,0.0287017,0,0.0214392,0.0711967,0,0,0.0139217,0,0,0.0351439,0.071132,0.0217962,0.00893527,0.0180354,0.0313972,0.0354788,0.0447802,0.0545031,0.0360495,0.0130043,0.0154819,0.0278613,0.0292723,0.0196963,0.0173432,0.00798742,0.0171901,0.0347727,0,0.0163053,0.0645023,0.0315001,0,0,0.0229976,0,0,0.044447,0.0572053,0.0246128,0.0235927,0.0158631,0.04747,0.0403313,0.0731672,0.0297441,0.0638406,0.039644,0.049957,0.0827146,0.0153329,0.0159116,0.00675611,0.026741,0.0289186,0.0264184,0.0460011,0.0774704
289,0.0234754,0,0,0,0,0.0489168,0,0,0,0,0,0,0.0286976,0,0.0214586,0.0711986,0,0,0.0139319,0,0,0.0351206,0.0711457,0.0217698,0.00896025,0.0180323,0.0313859,0.0354454,0.044752,0.0544864,0.0360416,0.0129828,0.0154833,0.0278447,0.0292543,0.019664,0.0173525,0.00797517,0.017173,0.034816,0,0.0163055,0.0644843,0.0315103,0,0,0.0230227,0,0,0.0444463,0.0572243,0.0246397,0.0235802,0.0158829,0.0474302,0.0403307,0.0731578,0.029726,0.0638404,0.0396073,0.0499602,0.0827077,0.0153422,0.015889,0.00679757,0.0268193,0.028884,0.0263805,0.0460095,0.077414
290,0.0234723,0,0,0,0,0.0489159,0,0,0,0,0,0,0.0287032,0,0.0214136,0.0711745,0,0,0.013935,0,0,0.035108,0.0711583,0.0217535,0.0089758,0.0180492,0.031386,0.0354443,0.0447126,0.0544738,0.0360272,0.0130054,0.0154171,0.0278107,0.0292267,0.0196464,0.017355,0.00795072,0.0171641,0.0348362,0,0.016316,0.0644822,0.031519,0,0,0.0230457,0,0,0.0444318,0.0572454,0.0246735,0.0235739,0.0158889,0.0473893,0.0403561,0.0731467,0.0297099,0.063817,0.0396134,0.0499535,0.0827215,0.0153235,0.0159025,0.00681119,0.0268522,0.0288963,0.0263446,0.0459963,0.0773871
291,0.0234891,0,0,0,0,0.0489187,0,0,0,0,0,0,0.028724,0,0.0214036,0.0711657,0,0,0.0139358,0,0,0.0350952,0.0711642,0.0217488,0.00897496,0.0180717,0.031382,0.0353864,0.0446816,0.0544846,0.0360257,0.0129999,0.0154024,0.0278006,0.0292214,0.0196196,0.0173434,0.00794415,0.0171492,0.0348582,0,0.0163184,0.064482,0.0315443,0,0,0.0230683,0,0,0.0444324,0.0572821,0.0246497,0.0235617,0.0158807,0.0473409,0.0403546,0.0731431,0.0297081,0.0638162,0.0396283,0.0499461,0.0827193,0.0153244,0.0159361,0.00678703,0.0269127,0.0289144,0.026334,0.0459706,0.0774108
292,0.0234976,0,0,0,0,0.0488955,0,0,0,0,0,0,0.0287494,0,0.0214463,0.0711524,0,0,0.0139329,0,0,0.0350964,0.0711811,0.021727,0.00898516,0.0181351,0.0313735,0.0352301,0.0446738,0.0544975,0.0360174,0.0130139,0.0154913,0.0278219,0.0292371,0.0195741,0.0173361,0.00793921,0.0171404,0.0348693,0,0.0163162,0.0645038,0.0315579,0,0,0.0230892,0,0,0.0444193,0.0573101,0.024564,0.0235588,0.0158652,0.0473154,0.0403346,0.0731312,0.0296915,0.0638265,0.0396323,0.0499471,0.0827258,0.0153027,0.0158958,0.00675623,0.0269061,0.0289173,0.0263002,0.0459263,0.0774488
293,0.0235131,0,0,0,0,0.0488639,0,0,0,0,0,0,0.0287971,0,0.021472,0.0711497,0,0,0.0139309,0,0,0.0350927,0.0711838,0.0217247,0.00901415,0.0180989,0.0313596,0.0351278,0.0446613,0.0544903,0.0359924,0.0130078,0.015547,0.0278372,0.0292356,0.0195115,0.0173393,0.00793325,0.0171209,0.0348888,0,0.0162911,0.0645356,0.0315678,0,0,0.0230907,0,0,0.0443731,0.0573713,0.0244626,0.023564,0.0158411,0.0473001,0.0402848,0.0731156,0.029694,0.063836,0.039643,0.0499851,0.0827257,0.0152853,0.0157929,0.00677863,0.0269082,0.0289214,0.026256,0.045916,0.0774641
294,0.0235368,0,0,0,0,0.0488643,0,0,0,0,0,0,0.0288347,0,0.0214596,0.0711564,0,0,0.013923,0,0,0.0350916,0.0711954,0.0217394,0.00902819,0.0180141,0.0313485,0.0350968,0.0446342,0.0544903,0.0359725,0.0129954,0.0155605,0.027829,0.0292332,0.0194639,0.017341,0.00793096,0.0170898,0.0348691,0,0.0163205,0.0645432,0.0315645,0,0,0.023086,0,0,0.0443491,0.0575237,0.0245486,0.0235597,0.0158181,0.0472672,0.0402477,0.0731028,0.029693,0.0638537,0.0396607,0.0499919,0.0827294,0.01528,0.0158138,0.00690293,0.0271227,0.0288837,0.0262205,0.0459413,0.077464
295,0.0235636,0,0,0,0,0.0488687,0,0,0,0,0,0,0.0288559,0,0.0214226,0.0711534,0,0,0.0138986,0,0,0.0350917,0.0712152,0.0217925,0.00904313,0.0179521,0.0313196,0.0351033,0.0446093,0.0544988,0.0359628,0.0130108,0.0155697,0.0278147,0.029217,0.0194457,0.0173461,0.00793288,0.0170288,0.0348884,0,0.01635,0.0645483,0.0315486,0,0,0.0230781,0,0,0.04436,0.0577247,0.024594,0.023562,0.0158014,0.0472155,0.0402372,0.0731043,0.0296675,0.0638555,0.0397329,0.0499577,0.0827232,0.015265,0.0159031,0.00695493,0.0271541,0.0288499,0.0261517,0.0459607,0.0774547
296,0.0235891,0,0,0,0,0.0488403,0,0,0,0,0,0,0.0288589,0,0.0214501,0.0711672,0,0,0.0138949,0,0,0.0350933,0.071224,0.0218719,0.00907408,0.0179817,0.0312786,0.035112,0.0445682,0.0544899,0.0359629,0.0130235,0.0155327,0.0278299,0.0292281,0.0194269,0.0173504,0.00794656,0.0169719,0.0348711,0,0.0163565,0.0645168,0.0315396,0,0,0.0230589,0,0,0.0443718,0.0576862,0.0245789,0.0235527,0.0158348,0.0471817,0.0402311,0.0730753,0.0296412,0.0638629,0.0397598,0.049951,0.0827537,0.0152889,0.0159909,0.00692891,0.0270377,0.0288313,0.0260686,0.0459383,0.0774857
