Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI,RTHIA
All Timesteps RMSE,0.0244486,0,0,0,0,0.0483894,0,0,0,0,0,0,0.0273517,0,0.0205264,0.069975,0,0,0.0183424,0,0,0.0370692,0.0701563,0.0210773,0.00763242,0.0189191,0.0351893,0.0352884,0.0461773,0.0559613,0.0374097,0.0120024,0.014294,0.0268168,0.0277669,0.0210512,0.0136333,0.0240185,0.021112,0.0401146,0,0.0152901,0.0632868,0.0306172,0,0,0.024769,0,0,0.0466587,0.0570956,0.0302352,0.0247621,0.0140741,0.0508547,0.0423105,0.0747075,0.0303381,0.060908,0.0368498,0.0470602,0.0795518,0.0197422,0.0163462,0.017752,0.0241938,0.0279705,0.0278218,0.0472361,0.0788371
0,0.0272656,0,0,0,0,0.0479858,0,0,0,0,0,0,0.0255297,0,0.0193209,0.069596,0,0,0.0212074,0,0,0.0397234,0.0681933,0.0194889,0.00855808,0.0205192,0.0388508,0.0335542,0.0478115,0.0587877,0.0402032,0.0116132,0.0137115,0.0258784,0.0270479,0.0207991,0.00833601,0.0321785,0.0234128,0.0510994,0,0.0131249,0.0647699,0.0346344,0,0,0.0295359,0,0,0.0498772,0.0501236,0.0369018,0.0341254,0.0147619,0.0580925,0.0504409,0.0767607,0.0306164,0.0557316,0.0329743,0.0421639,0.0747911,0.023245,0.0152463,0.0206993,0.0238681,0.028218,0.0255301,0,0
1,0.0271671,0,0,0,0,0.0479458,0,0,0,0,0,0,0.0254501,0,0.0193768,0.06965,0,0,0.0214229,0,0,0.0396575,0.068205,0.0194804,0.00856882,0.0205096,0.0387737,0.0335274,0.0478417,0.0588101,0.0401511,0.0116336,0.0137087,0.0258606,0.0270518,0.020869,0.00829067,0.0320866,0.0234902,0.0509791,0,0.0130706,0.0647844,0.0345829,0,0,0.0299084,0,0,0.0499048,0.0501557,0.0369033,0.0341355,0.0147607,0.0580152,0.050329,0.0767287,0.0305622,0.0557637,0.0329965,0.0422034,0.074863,0.0231197,0.0150162,0.0206169,0.0237494,0.0281095,0.0256622,0,0
2,0.0282382,0,0,0,0,0.0481752,0,0,0,0,0,0,0.030394,0,0,0.0713361,0,0,0.0212227,0,0,0.0395489,0.0666348,0.0174207,0.00737111,0.0212128,0.0390713,0.0329048,0,0.0611687,0.0403629,0.00907672,0.0102971,0.0265191,0.0270032,0.0135915,0.00853679,0.0321556,0.0234105,0.0505665,0,0.0132197,0.0638512,0.0349612,0,0,0.0294405,0,0,0.0496713,0.0500401,0.0368814,0.0337832,0.0146337,0.057725,0.0492381,0.0764668,0.0301239,0.0557721,0.0330248,0.0422461,0.0748225,0.0224934,0.0142627,0.0206926,0.0235464,0.0285079,0.024765,0,0
3,0.0270399,0,0,0,0,0.048027,0,0,0,0,0,0,0.025341,0,0.0194042,0.0696586,0,0,0.021448,0,0,0.0397175,0.0681845,0.0194762,0.00849278,0.0204669,0.0387693,0.0334835,0.0479555,0.0588067,0.0401609,0.0116374,0.0137117,0.025881,0.0270789,0.0210832,0.00825789,0.0322353,0.0235198,0.0508694,0,0.0130607,0.0648923,0.0343895,0,0,0.0299915,0,0,0.0499461,0.0500804,0.0368985,0.0341276,0.0147923,0.0579302,0.0502177,0.0767042,0.0305914,0.055736,0.0330935,0.0422305,0.0748397,0.0228898,0.0148594,0.0207006,0.0237317,0.0280001,0.0258128,0,0
4,0.0269782,0,0,0,0,0.0472578,0,0,0,0,0,0,0.0252752,0,0.0194155,0.0696445,0,0,0.0142471,0,0,0.0227982,0.0681207,0.0194311,0.00854301,0.0204587,0.0389393,0.0329585,0.0479918,0.0588249,0.0401638,0.0116007,0.0136013,0.0258976,0.0271016,0.0212518,0.0128325,0,0.0224781,0.0507775,0,0.013075,0.0647972,0.0350662,0,0,0.0298925,0,0,0.0498516,0.0499775,0.0369326,0.034341,0.0149377,0.0581739,0.0503655,0.0767559,0.0306665,0.0556605,0.0330291,0.0421488,0.0748003,0.0228614,0.0146099,0.0206783,0.0237436,0.0273154,0.0257849,0,0
5,0.0269498,0,0,0,0,0.0480825,0,0,0,0,0,0,0.0253422,0,0.0194268,0.0695222,0,0,0.0218303,0,0,0.0397159,0.0681351,0.0194102,0.00838854,0.0204857,0.03888,0.033531,0.0479962,0.0588598,0.0402428,0.0115841,0.0134225,0.0258727,0.027112,0.0213003,0.00804148,0.0319576,0.0235593,0.0508005,0,0.012991,0.0649234,0.034202,0,0,0.0301643,0,0,0.0499889,0.0499954,0.0368398,0.0341995,0.0149293,0.0578368,0.0503106,0.0767355,0.0306524,0.0557468,0.0331117,0.0422529,0.0748876,0.0228862,0.0150154,0.020746,0.0237649,0.0279979,0.0258886,0,0
6,0.0269211,0,0,0,0,0.0481051,0,0,0,0,0,0,0.0252912,0,0.0194448,0.0694875,0,0,0.02149,0,0,0.0397914,0.0681066,0.0194015,0.00833819,0.0204698,0.0390086,0.0334304,0.0480342,0.0588602,0.0402621,0.0115527,0.013372,0.0258614,0.0271356,0.0213858,0.00814857,0.0322744,0.023511,0.0508122,0,0.0129986,0.0649636,0.0341261,0,0,0.0302839,0,0,0.0500722,0.0499491,0.0368437,0.0342662,0.0150241,0.0578501,0.0503698,0.0767611,0.0306949,0.05578,0.0330768,0.0422611,0.0748794,0.0228948,0.0151837,0.0207521,0.0237617,0.0280049,0.0259119,0,0
7,0.026878,0,0,0,0,0.0481397,0,0,0,0,0,0,0.0253133,0,0.01946,0.0694696,0,0,0.0215447,0,0,0.0396826,0.0680877,0.0193908,0.00825442,0.0204789,0.0391169,0.0333951,0.0480488,0.0588855,0.0402405,0.0115522,0.0134143,0.0258751,0.027143,0.0214088,0.00810651,0.0321093,0.023717,0.050793,0,0.0129888,0.0650411,0.0340649,0,0,0.0304554,0,0,0.0501632,0.0499004,0.0368424,0.0342655,0.0151112,0.057826,0.0503843,0.0767668,0.0307359,0.0558199,0.033046,0.0422723,0.0748792,0.0228612,0.0153273,0.0207286,0.0237791,0.028043,0.0259425,0,0
8,0.0268359,0,0,0,0,0.0481675,0,0,0,0,0,0,0.0253605,0,0.0194597,0.069437,0,0,0.0216046,0,0,0.0394822,0.068075,0.0193745,0.00819384,0.0205054,0.0391934,0.0333673,0.0480433,0.0589306,0.0401967,0.0115447,0.0134874,0.0259123,0.0271609,0.0213772,0.00807701,0.0318536,0.0240333,0.0508074,0,0.0129976,0.0651364,0.0340326,0,0,0.0306123,0,0,0.0502318,0.0498532,0.0368112,0.0342383,0.0151863,0.0577866,0.0503756,0.0767614,0.0307693,0.0558539,0.0330377,0.042284,0.0749034,0.0228139,0.0154453,0.0207509,0.0238406,0.0280746,0.0259815,0,0
9,0.02682,0,0,0,0,0.048215,0,0,0,0,0,0,0.025393,0,0.0194635,0.0694329,0,0,0.0215382,0,0,0.0395872,0.0680731,0.0195608,0.0081588,0.0205412,0.0392663,0.0333042,0.0480415,0.0589447,0.040196,0.0115351,0.0135439,0.0259666,0.0272005,0.0213016,0.0081304,0.031864,0.0238074,0.0508359,0,0.013002,0.0651649,0.0339897,0,0,0.0307288,0,0,0.0502638,0.049808,0.0368156,0.0342329,0.0152339,0.0577405,0.0503847,0.0767653,0.0307903,0.0558565,0.0330486,0.0422984,0.0749286,0.0227457,0.0155448,0.0207631,0.0239178,0.0281414,0.0260351,0,0
10,0.0267941,0,0,0,0,0.0482478,0,0,0,0,0,0,0.025363,0,0.0194818,0.0694356,0,0,0.0215094,0,0,0.0394295,0.0681003,0.0199163,0.0081525,0.0206002,0.0392968,0.0333079,0.0480293,0.0589011,0.0401829,0.0115176,0.0135382,0.0259991,0.0272307,0.0212044,0.00820954,0.0315093,0.0238178,0.0507981,0,0.0130293,0.065168,0.0339484,0,0,0.0308067,0,0,0.0502983,0.0497731,0.0368089,0.0342382,0.015253,0.0576823,0.0503509,0.0767581,0.0307911,0.0558487,0.033057,0.042292,0.0749617,0.0227077,0.0156275,0.0207552,0.023896,0.0282126,0.0260843,0,0
11,0.0267901,0,0,0,0,0.048239,0,0,0,0,0,0,0.0253138,0,0.0194712,0.0694466,0,0,0.0214825,0,0,0.0394592,0.0681166,0.019904,0.00813637,0.0206281,0.039324,0.0333579,0.0480109,0.058922,0.0401424,0.0114604,0.0135106,0.0259955,0.0272376,0.0211665,0.00827243,0.0314504,0.0238032,0.0507851,0,0.0130554,0.0652189,0.0339059,0,0,0.0308699,0,0,0.0503026,0.0497537,0.036808,0.0342448,0.0152894,0.0576384,0.0502249,0.0767336,0.0307948,0.0558313,0.0330803,0.0422667,0.0749925,0.0226773,0.0157403,0.0207086,0.023845,0.0282812,0.0261233,0,0
12,0.0268273,0,0,0,0,0.0482304,0,0,0,0,0,0,0.0252968,0,0.0194442,0.0694452,0,0,0.0214437,0,0,0.0397491,0.0681046,0.0195533,0.00809049,0.0206043,0.0394039,0.0334103,0.0479805,0.0589158,0.0401058,0.0113865,0.0134548,0.0259576,0.027206,0.021188,0.0083136,0.03178,0.0236195,0.050827,0,0.0131019,0.065313,0.0338571,0,0,0.0308669,0,0,0.0503801,0.0497151,0.0368031,0.0342397,0.0153433,0.0576273,0.0500846,0.0767268,0.0308049,0.0558213,0.0330935,0.0422349,0.0749735,0.0226569,0.0158163,0.0206753,0.023908,0.0283385,0.0261461,0,0
13,0.0268142,0,0,0,0,0.0474598,0,0,0,0,0,0,0.0252051,0,0.019442,0.0694215,0,0,0.0148379,0,0,0.0231322,0.0680805,0.0193544,0.00813387,0.020567,0.0396124,0.0327693,0.047933,0.0588632,0.0400231,0.0112979,0.0133436,0.0259246,0.0271526,0.0212658,0.0132335,0,0.0230302,0.0507593,0,0.0132146,0.0652511,0.0345736,0,0,0.0306745,0,0,0.0503435,0.0496016,0.0368757,0.0343869,0.0154253,0.057884,0.0500925,0.0767783,0.0308585,0.0557114,0.0330681,0.0420911,0.0748603,0.0226347,0.0155531,0.0206275,0.0239753,0.027698,0.0261037,0,0
14,0.0268657,0,0,0,0,0.0482425,0,0,0,0,0,0,0.0251752,0,0.0194533,0.0693212,0,0,0.0219561,0,0,0.039636,0.0681507,0.0192785,0.00796227,0.0205594,0.0395173,0.0337213,0.047864,0.0587984,0.0400195,0.0112565,0.0132609,0.0258821,0.0271101,0.0212642,0.00818719,0.0312989,0.0238213,0.0506567,0,0.013237,0.0652812,0.0337983,0,0,0.0308076,0,0,0.0505132,0.0495523,0.0368218,0.0342267,0.0153382,0.0576081,0.0498741,0.0767527,0.0308131,0.0557301,0.0332417,0.042124,0.0748689,0.0225635,0.0159171,0.0205963,0.0237208,0.0283785,0.0262329,0,0
15,0.0268782,0,0,0,0,0.0482536,0,0,0,0,0,0,0.0251611,0,0.0194298,0.0693134,0,0,0.021664,0,0,0.0399618,0.0681894,0.0192029,0.00793547,0.0204891,0.0395361,0.0337719,0.0478254,0.0587499,0.0399508,0.0112105,0.0131849,0.0258565,0.0270715,0.0212822,0.00837998,0.0319288,0.0235883,0.0504956,0,0.0133237,0.0652432,0.0337591,0,0,0.0307002,0,0,0.0505147,0.0494601,0.0368516,0.0342828,0.0152918,0.0576862,0.0498022,0.0767578,0.0308318,0.0556494,0.0332954,0.0420336,0.0748356,0.0224069,0.0159733,0.0204063,0.0230663,0.0283592,0.0262967,0,0
16,0.0268545,0,0,0,0,0.0482553,0,0,0,0,0,0,0.0252378,0,0.0194267,0.0693582,0,0,0.0216315,0,0,0.0401493,0.0682325,0.0191578,0.00791349,0.0204074,0.0395662,0.0338661,0.0477643,0.0586886,0.0398695,0.0111449,0.0131073,0.0258487,0.0270309,0.0212634,0.00841626,0.0322044,0.0235154,0.0503642,0,0.0134132,0.0652448,0.0337464,0,0,0.0306735,0,0,0.05048,0.0493981,0.0368766,0.0342988,0.0152439,0.0577483,0.0496376,0.0767483,0.0308509,0.0556108,0.0333461,0.0419334,0.074803,0.0222811,0.0160295,0.0203538,0.0229705,0.0283354,0.0263797,0,0
17,0.0279488,0,0,0,0,0.0484662,0,0,0,0,0,0,0.0301966,0,0,0.0710247,0,0,0.0213881,0,0,0.0400732,0.0667161,0.0170947,0.00676464,0.021178,0.0399456,0.0333124,0,0.0609678,0.0400017,0.00850529,0.00974247,0.0264932,0.026923,0.0140893,0.00859979,0.0323106,0.0234,0.0498657,0,0.0136429,0.0643552,0.0342795,0,0,0.0301498,0,0,0.0501077,0.0492736,0.0368906,0.033945,0.0150435,0.0575781,0.0484748,0.0765081,0.0304647,0.0555824,0.0333052,0.0419072,0.0747525,0.0217337,0.0153914,0.0205387,0.0232242,0.0287967,0.0254931,0,0
18,0.0267684,0,0,0,0,0.0482731,0,0,0,0,0,0,0.0254818,0,0.0194168,0.069406,0,0,0.021762,0,0,0.0402113,0.0683125,0.0192376,0.00785084,0.02029,0.0396629,0.0339145,0.0475585,0.0585706,0.0397065,0.010946,0.0130443,0.0257994,0.0270264,0.0210999,0.00844406,0.0323047,0.0236068,0.0501886,0,0.0134757,0.0654371,0.0337555,0,0,0.0306922,0,0,0.0501934,0.0493496,0.0369268,0.0341893,0.0151229,0.0577777,0.0493693,0.0767424,0.0309026,0.0555087,0.033277,0.0418816,0.0747837,0.0220931,0.0160802,0.0205975,0.0235425,0.0282969,0.026508,0,0
19,0.0267515,0,0,0,0,0.0483087,0,0,0,0,0,0,0.0255111,0,0.019383,0.0693728,0,0,0.0218491,0,0,0.0400426,0.0683561,0.0191657,0.00783982,0.0202755,0.0396565,0.0338668,0.0474509,0.0585636,0.039692,0.0109487,0.0129641,0.0257686,0.0270133,0.0210158,0.00846711,0.0320761,0.0238394,0.0501188,0,0.013502,0.0654928,0.033758,0,0,0.0306833,0,0,0.0501423,0.0493144,0.0369477,0.0341468,0.0151064,0.0577316,0.0492985,0.0767364,0.0309256,0.0554934,0.0332597,0.0418612,0.0747668,0.0219863,0.0161573,0.02059,0.0234842,0.0282866,0.0265181,0,0
20,0.026752,0,0,0,0,0.0483237,0,0,0,0,0,0,0.0254453,0,0.0193947,0.0693002,0,0,0.0219866,0,0,0.039664,0.0684105,0.0192767,0.00783519,0.0202951,0.0396152,0.0338246,0.0473458,0.0585885,0.0396776,0.0109635,0.0128045,0.025739,0.0269751,0.0210253,0.00848041,0.0316354,0.0243914,0.0500835,0,0.0135689,0.0654533,0.0337779,0,0,0.0307013,0,0,0.050158,0.0492817,0.0369838,0.0341369,0.0150206,0.0576442,0.0492456,0.0767448,0.030929,0.0554814,0.0333435,0.0417871,0.0747132,0.0219644,0.0162555,0.0205809,0.0234183,0.0282662,0.0265053,0,0
21,0.0267679,0,0,0,0,0.0483361,0,0,0,0,0,0,0.0254598,0,0.0194298,0.0692175,0,0,0.0220981,0,0,0.0396305,0.0684632,0.0192893,0.00780006,0.0203277,0.0396043,0.0337438,0.047238,0.0585752,0.0396756,0.0108925,0.0127603,0.0257161,0.0269307,0.0210673,0.00850139,0.0316134,0.024546,0.0500518,0,0.0136087,0.0654116,0.0337729,0,0,0.0307335,0,0,0.0501921,0.0492549,0.0370229,0.0341216,0.0149397,0.0575683,0.0491932,0.0767492,0.0308984,0.0554466,0.0333429,0.0417319,0.0746664,0.0219585,0.0163235,0.0205957,0.0233947,0.0282541,0.0264962,0,0
22,0.0267769,0,0,0,0,0.0483717,0,0,0,0,0,0,0.0255065,0,0.019452,0.0692159,0,0,0.022124,0,0,0.0400155,0.0684852,0.0191155,0.00776289,0.020328,0.0396614,0.0336076,0.0470983,0.0585885,0.0396933,0.0107143,0.0127901,0.0257009,0.026889,0.0210524,0.00852222,0.0319968,0.0240998,0.0500478,0,0.013641,0.0654917,0.0337323,0,0,0.0308074,0,0,0.0502761,0.0492338,0.0370557,0.0340834,0.0148905,0.057538,0.049071,0.0767787,0.0308931,0.0554011,0.0332822,0.0416616,0.0746095,0.0219801,0.0163737,0.0206462,0.0233364,0.0282454,0.0265087,0,0
23,0.0267664,0,0,0,0,0.0483817,0,0,0,0,0,0,0.0255316,0,0.0194298,0.069203,0,0,0.0221715,0,0,0.0403778,0.0684946,0.0188285,0.00771781,0.0203087,0.0396621,0.0334584,0.0470441,0.0585943,0.0396777,0.0105653,0.012772,0.0256635,0.0268622,0.0210529,0.00851676,0.0324583,0.0237684,0.0500711,0,0.0136513,0.0655334,0.033709,0,0,0.0308729,0,0,0.0503987,0.0492183,0.0370549,0.0340369,0.0148502,0.0575191,0.0489207,0.0768043,0.0309053,0.0553188,0.0332382,0.0415967,0.0745725,0.0219699,0.0163298,0.020727,0.0232772,0.0282537,0.0265358,0,0
24,0.026712,0,0,0,0,0.0483794,0,0,0,0,0,0,0.0255855,0,0.0194182,0.0691899,0,0,0.022251,0,0,0.0404409,0.0685101,0.0187207,0.0076709,0.0202775,0.0396192,0.0333118,0.0470396,0.058563,0.0396688,0.0105214,0.0126905,0.0256305,0.0268479,0.0210207,0.00845557,0.032543,0.0238062,0.0500951,0,0.0136575,0.0655183,0.033679,0,0,0.030909,0,0,0.0504289,0.0492156,0.0370804,0.033967,0.014807,0.0574804,0.0487749,0.0768039,0.0309262,0.0552397,0.0332264,0.0415673,0.0745453,0.021941,0.0163545,0.0208104,0.0231883,0.0282567,0.0265824,0,0
25,0.0265199,0,0,0,0,0.0475973,0,0,0,0,0,0,0.0256024,0,0.0194465,0.0692265,0,0,0.0161223,0,0,0.0236264,0.0685362,0.0187207,0.00774223,0.0201988,0.0396543,0.0323602,0.0469829,0.0584893,0.0396113,0.0105035,0.0126242,0.0255931,0.0268068,0.0210111,0.0134036,0,0.0235977,0.0500966,0,0.0136793,0.0654005,0.0343913,0,0,0.030718,0,0,0.0502381,0.0491924,0.0371744,0.0340176,0.0147939,0.057632,0.0486428,0.0768124,0.0309659,0.0551894,0.0331542,0.0415459,0.0744894,0.0219091,0.0161352,0.0208794,0.0231027,0.0275796,0.0265575,0,0
26,0.0265942,0,0,0,0,0.0484486,0,0,0,0,0,0,0.0256481,0,0.0194831,0.0691769,0,0,0.0227036,0,0,0.0402115,0.0686204,0.0187441,0.0076394,0.0201499,0.0394614,0.0331204,0.046919,0.0584504,0.0396189,0.0104899,0.0126516,0.0255385,0.0267833,0.0209637,0.00813111,0.0321503,0.0242227,0.0500651,0,0.0136687,0.0654623,0.0335269,0,0,0.0309199,0,0,0.0502648,0.0492047,0.0371901,0.0338329,0.0146862,0.0573254,0.0483976,0.076798,0.0309274,0.0552236,0.0332682,0.041592,0.0745155,0.0219293,0.0164828,0.0210746,0.0230973,0.0283087,0.0266995,0,0
27,0.0265783,0,0,0,0,0.0484934,0,0,0,0,0,0,0.0256212,0,0.0194737,0.0692113,0,0,0.0224856,0,0,0.0404927,0.0686791,0.0187228,0.00766098,0.0200786,0.0394244,0.0329032,0.0468784,0.0584027,0.0395864,0.0104346,0.0127336,0.0255214,0.0267923,0.0209767,0.00818662,0.0327432,0.0240631,0.0499644,0,0.0137056,0.0655,0.0334677,0,0,0.0309722,0,0,0.0503204,0.0492031,0.0373024,0.0338221,0.0146797,0.057288,0.0481984,0.0768154,0.0309384,0.0552045,0.0332637,0.0415388,0.0744737,0.0219695,0.0164558,0.0212145,0.0230987,0.0283723,0.0267324,0,0
28,0.0265565,0,0,0,0,0.0485346,0,0,0,0,0,0,0.0256129,0,0.0194816,0.0692578,0,0,0.022444,0,0,0.040646,0.0687267,0.0186967,0.00767089,0.0200177,0.0393734,0.0327185,0.0468521,0.0583785,0.0395682,0.0104006,0.0128377,0.0255084,0.0268146,0.0209738,0.00821494,0.0330457,0.0239853,0.049938,0,0.0136952,0.0654817,0.0334271,0,0,0.0310074,0,0,0.0503132,0.0492114,0.0373418,0.0337746,0.0146692,0.0571992,0.0480235,0.07679,0.0309037,0.0551985,0.0332074,0.0415193,0.0744632,0.0219001,0.0165149,0.0213612,0.0230932,0.0284265,0.026804,0,0
29,0.0265102,0,0,0,0,0.0485757,0,0,0,0,0,0,0.0256349,0,0.0194938,0.0693232,0,0,0.0223961,0,0,0.0406366,0.0687561,0.0186722,0.00767899,0.0199927,0.0393208,0.0325316,0.0468365,0.0583299,0.039549,0.0104076,0.0128436,0.0255376,0.0268086,0.0209036,0.00826234,0.0331208,0.0240088,0.0499809,0,0.0137265,0.0655418,0.0334465,0,0,0.0309909,0,0,0.0503089,0.0492068,0.0373368,0.0337077,0.0146323,0.0570971,0.0479007,0.0767746,0.0308921,0.0551727,0.0332274,0.0415077,0.0744579,0.0217873,0.0165844,0.0214823,0.0230407,0.0284787,0.0268903,0,0
30,0.0262907,0,0,0,0,0.0477828,0,0,0,0,0,0,0.0256141,0,0.0194883,0.0694211,0,0,0.0161101,0,0,0.0236455,0.068782,0.0186552,0.00776296,0.0199677,0.0393527,0.0314694,0.0468032,0.0582106,0.0394922,0.0103927,0.012692,0.0255868,0.0267684,0.020826,0.0132636,0,0.0234368,0.0500869,0,0.013762,0.0654822,0.0342872,0,0,0.0307678,0,0,0.0502297,0.0491788,0.0373712,0.033735,0.0145957,0.0571546,0.0477944,0.07677,0.0309248,0.0550952,0.0331453,0.0414741,0.0744051,0.0218122,0.0162829,0.0215532,0.0229319,0.0277856,0.0269026,0,0
31,0.0262171,0,0,0,0,0.0477862,0,0,0,0,0,0,0.0256527,0,0.0194643,0.069461,0,0,0.0159618,0,0,0.0236386,0.0688145,0.0186213,0.00775914,0.0199329,0.0392855,0.0312115,0.0467606,0.058149,0.039466,0.0103744,0.0126028,0.0255978,0.0267565,0.0207885,0.0132756,0,0.0233147,0.0501543,0,0.0137726,0.0654992,0.034341,0,0,0.0307476,0,0,0.0502835,0.0491708,0.037368,0.0336921,0.0145157,0.0570231,0.0476521,0.0767414,0.0308961,0.0550912,0.0331101,0.0414712,0.0743739,0.021866,0.0162412,0.0216058,0.0228302,0.027751,0.0270083,0,0
32,0.0274001,0,0,0,0,0.0487904,0,0,0,0,0,0,0.0303452,0,0,0.0709559,0,0,0.0221729,0,0,0.0400071,0.067298,0.0165139,0.00657141,0.0208055,0.0395252,0.0313148,0,0.0603361,0.0396129,0.00787208,0.00922318,0.0262153,0.0266366,0.0140389,0.00845422,0.032493,0.0240685,0.0500242,0,0.0137827,0.0646422,0.0341378,0,0,0.0302576,0,0,0.0500976,0.0491265,0.0373422,0.0331099,0.0140441,0.0564869,0.0464388,0.0764726,0.0303599,0.0552095,0.0332261,0.0415339,0.074369,0.0216111,0.0160936,0.0217186,0.0223223,0.028852,0.0263326,0,0
33,0.0241469,0,0,0,0,0.0480135,0,0,0,0,0,0,0.0257003,0,0.0194679,0.0688159,0,0,0.0234502,0,0,0.04103,0.068854,0.0180478,0.00529396,0.0191643,0.0402942,0.0353284,0.0461554,0.0573506,0.0384131,0.0100591,0.0123439,0.0251995,0.0263418,0.0207189,0.00863602,0.0331392,0.0244086,0.0432814,0,0.014207,0.0622281,0.0317787,0,0,0.0311984,0,0,0.0504823,0.0565555,0.0311305,0.0248795,0.0134851,0.0534768,0.0479025,0.0727254,0.0283632,0.0611654,0.036998,0.0474966,0.0798608,0.0153105,0.0170875,0.0216207,0.0221191,0.026898,0.0300636,0.047128,0.074944
34,0.0240664,0,0,0,0,0.0480115,0,0,0,0,0,0,0.0258255,0,0.019454,0.0687758,0,0,0.0232707,0,0,0.0410883,0.0689007,0.0179469,0.00524161,0.0191231,0.0402113,0.0351191,0.0461283,0.0573254,0.0383668,0.0100393,0.0124264,0.0251791,0.0263221,0.0204972,0.00859823,0.0333789,0.0243282,0.0433638,0,0.0141622,0.0622767,0.0318363,0,0,0.0312435,0,0,0.0503979,0.0565082,0.0311718,0.0248075,0.0134008,0.0533257,0.0477554,0.0726877,0.0283176,0.061146,0.0369583,0.0475043,0.0798544,0.015323,0.0170851,0.0217185,0.0223754,0.0268062,0.030166,0.047183,0.0746019
35,0.0239374,0,0,0,0,0.0479892,0,0,0,0,0,0,0.0258904,0,0.0194034,0.0687864,0,0,0.0230867,0,0,0.040962,0.0689491,0.0178757,0.00517319,0.0190503,0.0401224,0.0349559,0.046083,0.0573177,0.0382823,0.00998567,0.0123313,0.0251696,0.0263001,0.020483,0.00856844,0.0333537,0.024361,0.0430657,0,0.0142429,0.0622079,0.0318855,0,0,0.0312511,0,0,0.0503685,0.0566689,0.0311488,0.0246092,0.0134477,0.0531555,0.0476493,0.0726137,0.0283315,0.0612329,0.0369119,0.0475967,0.0799317,0.0151309,0.0170354,0.021891,0.0225751,0.0266639,0.0303138,0.0471308,0.075702
36,0.0237861,0,0,0,0,0.0479533,0,0,0,0,0,0,0.0259063,0,0.0193398,0.0688768,0,0,0.0229541,0,0,0.0408542,0.0689691,0.0178623,0.00509403,0.0189614,0.0400301,0.0347774,0.0460298,0.0572811,0.0381937,0.0099413,0.0122447,0.0251828,0.0262765,0.0205357,0.00862695,0.0333334,0.0243483,0.0423133,0,0.0145115,0.0620452,0.0318923,0,0,0.0312503,0,0,0.0503636,0.0570505,0.0310593,0.0243078,0.0137342,0.0529791,0.0475236,0.0724855,0.0283996,0.0614328,0.036868,0.047783,0.0801071,0.0147961,0.0170111,0.0220391,0.0225587,0.0265155,0.0304984,0.0468842,0.0783693
37,0.0249007,0,0,0,0,0.0482863,0,0,0,0,0,0,0.0262034,0,0.0193242,0.0690727,0,0,0.0220687,0,0,0.0404967,0.0691431,0.0180396,0.00638841,0.0193817,0.0391776,0.032497,0.0461664,0.0576633,0.0388873,0.0100809,0.0124384,0.025372,0.0264884,0.0201444,0.00856336,0.0335165,0.0240653,0.0479229,0,0.0135955,0.0641597,0.0329388,0,0,0.0309408,0,0,0.0502437,0.0522862,0.0355756,0.0291814,0.0111214,0.0543885,0.0469544,0.0758561,0.0302713,0.057299,0.0344887,0.0435214,0.0759942,0.018585,0.0167726,0.0221027,0.022404,0.0272625,0.0290407,0.0505824,0
38,0.0246349,0,0,0,0,0.0474938,0,0,0,0,0,0,0.0262006,0,0.019307,0.0691862,0,0,0.0157395,0,0,0.023683,0.0691973,0.0179548,0.00648706,0.0192494,0.0390803,0.031136,0.0461269,0.0575729,0.0387274,0.0100047,0.0124065,0.0253689,0.0264595,0.0201082,0.0136332,0,0.0230652,0.0487916,0,0.0132656,0.064023,0.0337268,0,0,0.030808,0,0,0.0501403,0.0521793,0.035844,0.029197,0.0107,0.0544415,0.0467164,0.0759093,0.0302879,0.0571935,0.0345474,0.0434238,0.075843,0.0190594,0.0164466,0.0221288,0.0223807,0.0265663,0.0290561,0.0505442,0
39,0.024553,0,0,0,0,0.0474902,0,0,0,0,0,0,0.0262558,0,0.0192399,0.069152,0,0,0.0155567,0,0,0.0236089,0.0692629,0.0179395,0.00652562,0.019201,0.038926,0.0309066,0.0460797,0.0575287,0.0386823,0.00998437,0.0123179,0.0253834,0.0264539,0.0199794,0.0135903,0,0.0228963,0.0489995,0,0.0132751,0.064093,0.0337175,0,0,0.0307802,0,0,0.0501626,0.0521772,0.0358782,0.0291725,0.010688,0.0543364,0.0464842,0.0758177,0.0302347,0.0571689,0.0345761,0.0438092,0.075812,0.019217,0.0164731,0.0222323,0.0223658,0.0265576,0.029161,0.0505102,0
