Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI,
1692,0.0333731,0,0,0,0,0.0405354,0,0,0,0,0,0,0.0260244,0,0.0191695,0.0771472,0,0,0.0119558,0,0,0.0245527,0.0715968,0.017246,0.00915562,0.0127689,0.0290674,0.0276995,0.0306516,0.0440482,0.0505657,0.0309133,0.00935751,0.0111688,0.0265295,0.0274901,0.0205597,0.0106059,0,0.0183907,0.0594821,0,0.0151519,0.0662215,0.0381357,0,0,0.0224252,0,0,0.047738,0.0510334,0.0441716,0.028304,0.0158015,0.0478109,0.0446187,0.02883,0.0576078,0.0270807,0.0523985,0.0256514,0.0392979,0.0729965,0.0306675,0.0144958,0.0243996,0.0240615,0.0230191,0.0205568,0,0
1693,0.0337043,0,0,0,0,0.0404924,0,0,0,0,0,0,0.0258315,0,0.0191628,0.077333,0,0,0.0119995,0,0,0.0245149,0.0715671,0.0172766,0.00902039,0.0126361,0.0290172,0.027819,0.0305905,0.0441832,0.0504733,0.0306765,0.00966467,0.0112686,0.0265925,0.0275083,0.0208881,0.0105453,0,0.0184314,0.0583181,0,0.0149757,0.0659122,0.0382255,0,0,0.0224491,0,0,0.0476642,0.0510216,0.0444017,0.0280249,0.0154285,0.0480128,0.0446156,0.028523,0.0579147,0.0267809,0.0522409,0.0259069,0.0388687,0.0727398,0.0301105,0.0143981,0.0242128,0.0239397,0.023183,0.0202649,0,0
1694,0.0340268,0,0,0,0,0.0403935,0,0,0,0,0,0,0.0255947,0,0.0192396,0.0776081,0,0,0.0121073,0,0,0.0244262,0.0715295,0.0173549,0.00884047,0.0124734,0.0290631,0.0279089,0.0305334,0.0443647,0.0503894,0.0304388,0.00984674,0.0112845,0.0266855,0.02749,0.0213089,0.0105086,0,0.0184671,0.0569475,0,0.0147091,0.0656086,0.0383436,0,0,0.0224923,0,0,0.0475752,0.0509746,0.044288,0.0277322,0.0150635,0.0481999,0.0446372,0.0282034,0.0582926,0.0265466,0.0516888,0.0262051,0.0384422,0.0724395,0.0293544,0.014334,0.0239765,0.0238433,0.0232784,0.0199943,0,0
1695,0.0343309,0,0,0,0,0.0402711,0,0,0,0,0,0,0.0253321,0,0.0194018,0.077817,0,0,0.0121852,0,0,0.0243559,0.0715115,0.0174948,0.00864306,0.0123144,0.0291442,0.0279711,0.0304799,0.044614,0.0502913,0.0301482,0.00975039,0.0112271,0.0267639,0.0274964,0.021828,0.0104795,0,0.0185183,0.0554506,0,0.0143767,0.0653524,0.0385007,0,0,0.0225331,0,0,0.047482,0.0508779,0.0438939,0.0274469,0.0147255,0.0483592,0.0447315,0.0279225,0.0587658,0.0263577,0.0511609,0.0265346,0.0379952,0.0720954,0.0285687,0.0142165,0.0236925,0.0238041,0.0233581,0.0197581,0,0
1696,0.03461,0,0,0,0,0.0401056,0,0,0,0,0,0,0.025044,0,0.0196121,0.0780306,0,0,0.0121907,0,0,0.0243041,0.071514,0.0176616,0.0084693,0.0119947,0.0292337,0.0278774,0.0304302,0.0447917,0.0502182,0.0299362,0.00966133,0.0113035,0.0268168,0.0275611,0.0222977,0.0104513,0,0.0185498,0.053935,0,0.0141569,0.0650907,0.038724,0,0,0.0225608,0,0,0.0474289,0.0507977,0.0434138,0.027146,0.0144493,0.0485575,0.0448438,0.0276303,0.0593244,0.0261503,0.0505894,0.0269827,0.0375138,0.0717488,0.0277758,0.0140118,0.0235097,0.0237482,0.0237909,0.0195612,0,0
1697,0.0348486,0,0,0,0,0.0398515,0,0,0,0,0,0,0.0247327,0,0.0198226,0.0783476,0,0,0.0120299,0,0,0.02423,0.0715164,0.0177918,0.00836169,0.0116083,0.0293287,0.0276078,0.030407,0.0448837,0.0501607,0.0299216,0.00960206,0.0112578,0.0268424,0.0276208,0.0228609,0.010462,0,0.0185145,0.0523851,0,0.0138667,0.0649134,0.0390073,0,0,0.0226048,0,0,0.0473676,0.0507645,0.042583,0.0268663,0.0142632,0.0487998,0.0449586,0.0274453,0.0599028,0.0259636,0.0501103,0.0275671,0.0370642,0.0714199,0.0268088,0.0138589,0.0234704,0.023695,0.0243778,0.0194281,0,0
1698,0.0350059,0,0,0,0,0.0393846,0,0,0,0,0,0,0.0231335,0,0.0196885,0.0785794,0,0,0.0124623,0,0,0.0234906,0.0718455,0.0184419,0.00913198,0.010987,0.029464,0.0264717,0.0293557,0.0438643,0.0495025,0.0297208,0.0102891,0.012261,0.0270042,0.0279589,0.0262461,0.00970871,0,0.019298,0.0597866,0,0.0139012,0.0651459,0.0399525,0,0,0.0225497,0,0,0.0471929,0.0490958,0.0394606,0.0277844,0.01577,0.0502856,0.0452273,0.0249493,0.0595095,0.0236252,0.0492148,0.0314865,0.0351425,0.0696207,0.034294,0.013488,0.0243739,0.0225323,0.0238373,0.0193398,0,0
1699,0.0349366,0,0,0,0,0.0389778,0,0,0,0,0,0,0.0225992,0,0.0197712,0.0788925,0,0,0.0120788,0,0,0.0234619,0.0718008,0.0185245,0.00912254,0.0108003,0.0295185,0.0260647,0.0293369,0.044206,0.0495067,0.0297646,0.0101405,0.0122258,0.0269853,0.028058,0.0272495,0.00998153,0,0.0190477,0.0580578,0,0.0136415,0.0651289,0.0401831,0,0,0.0225949,0,0,0.0471417,0.0490928,0.0390332,0.0275814,0.0163028,0.0504603,0.0453596,0.0252686,0.0598778,0.0237181,0.0492505,0.0323047,0.0350423,0.0697023,0.0328527,0.0133935,0.0243353,0.0224498,0.0233941,0.0194623,0,0
1700,0.0347602,0,0,0,0,0.0384349,0,0,0,0,0,0,0.0220362,0,0.0198417,0.0789708,0,0,0.0117505,0,0,0.0234395,0.0717892,0.0187019,0.00912285,0.0107091,0.0296523,0.0256553,0.0294265,0.0445468,0.0496758,0.0299439,0.00991839,0.0121834,0.0269922,0.0281041,0.0284485,0.0103646,0,0.0188118,0.0562762,0,0.0138525,0.0652044,0.0403457,0,0,0.0226981,0,0,0.0470928,0.0490803,0.0391611,0.0274205,0.0169641,0.0504994,0.0454884,0.0256006,0.0599703,0.0237628,0.0492994,0.0331253,0.0350279,0.0698018,0.0314985,0.0132843,0.0243887,0.0224534,0.0231695,0.0197785,0,0
1701,0.034512,0,0,0,0,0.0378983,0,0,0,0,0,0,0.0214448,0,0.0198886,0.0788319,0,0,0.0114388,0,0,0.0233958,0.0718118,0.0190227,0.00907659,0.0106894,0.0298685,0.0254313,0.0295063,0.0448021,0.0499668,0.03018,0.00966571,0.0121873,0.0270667,0.0281262,0.0294773,0.0107165,0,0.0186096,0.0546622,0,0.0143164,0.0652589,0.0404172,0,0,0.0228286,0,0,0.0470276,0.0490478,0.0396684,0.0271867,0.0173618,0.0503424,0.0456852,0.0257204,0.0599076,0.023823,0.0493183,0.0339058,0.0349904,0.0698101,0.0303878,0.0131505,0.0244513,0.0224533,0.0228614,0.0202364,0,0
1702,0.0342525,0,0,0,0,0.0374483,0,0,0,0,0,0,0.0210179,0,0.0198481,0.078538,0,0,0.0112377,0,0,0.0233762,0.0718633,0.0191555,0.00895669,0.0106125,0.0300783,0.0255154,0.0294781,0.0449725,0.0501612,0.0303654,0.00952726,0.012154,0.0271584,0.0281794,0.0302131,0.0109347,0,0.0184935,0.0533,0,0.014871,0.0652931,0.0404251,0,0,0.0230276,0,0,0.0470211,0.0490218,0.0402402,0.026903,0.0174568,0.0500842,0.0458351,0.0256131,0.059791,0.0239716,0.049245,0.0344675,0.0348185,0.0696486,0.0294993,0.0129841,0.0244767,0.0225118,0.0223804,0.0207289,0,0
1703,0.0340358,0,0,0,0,0.0371804,0,0,0,0,0,0,0.020787,0,0.0197406,0.0781717,0,0,0.0111998,0,0,0.0234114,0.0719376,0.0190432,0.00884491,0.0104899,0.0302614,0.0259001,0.0293229,0.0450101,0.050232,0.0303185,0.00950579,0.0120426,0.0271652,0.0282131,0.0306934,0.0110047,0,0.0184865,0.0522807,0,0.0153496,0.0652783,0.0403979,0,0,0.0231861,0,0,0.0470314,0.049021,0.0406638,0.0266571,0.0174294,0.0498385,0.0459839,0.0253992,0.0596408,0.0240649,0.0490198,0.0346936,0.0345242,0.0693945,0.0287883,0.0127094,0.0244251,0.0225016,0.0218537,0.0211184,0,0
1704,0.0339411,0,0,0,0,0.0371015,0,0,0,0,0,0,0.0207728,0,0.0196129,0.0778401,0,0,0.0112865,0,0,0.0234623,0.0720146,0.0187991,0.00876787,0.0104097,0.0303974,0.0264703,0.029142,0.0449318,0.0502364,0.0299577,0.00981827,0.0118467,0.0270951,0.0281903,0.030762,0.0109515,0,0.018559,0.051637,0,0.0156498,0.0652614,0.0403381,0,0,0.0233117,0,0,0.0469756,0.0490215,0.0409119,0.0265193,0.0173467,0.0496828,0.04608,0.0251796,0.0594963,0.0241331,0.0487141,0.0346695,0.0341647,0.0691149,0.0283318,0.0123857,0.0243091,0.0224585,0.0212925,0.0213049,0,0
1705,0.0339568,0,0,0,0,0.0371461,0,0,0,0,0,0,0.0209328,0,0.0195633,0.0776515,0,0,0.0114568,0,0,0.0234748,0.0721172,0.0186563,0.00874813,0.0103731,0.0304127,0.0271671,0.0289549,0.0447899,0.0501899,0.0295668,0.0100102,0.0118344,0.0270546,0.0281462,0.0303236,0.0108769,0,0.0186618,0.0511895,0,0.0157224,0.0652351,0.0402481,0,0,0.0234448,0,0,0.0468646,0.0489954,0.0410072,0.0265298,0.0171734,0.0496454,0.0461413,0.0249587,0.0594058,0.0241393,0.0484347,0.0345029,0.033866,0.0687957,0.0280493,0.0121429,0.0241302,0.0224247,0.0206369,0.0213248,0,0
1706,0.0340931,0,0,0,0,0.0371396,0,0,0,0,0,0,0.0213023,0,0.0195284,0.0776256,0,0,0.0116449,0,0,0.0234271,0.0721239,0.0182778,0.00882318,0.0104026,0.0304415,0.0278692,0.0287851,0.0445853,0.0501104,0.0291558,0.0100287,0.0119109,0.0269861,0.0280301,0.0296291,0.0108381,0,0.0187281,0.0507914,0,0.0156085,0.0652689,0.0401789,0,0,0.0235614,0,0,0.0468067,0.0489931,0.0409684,0.0266091,0.0170454,0.0497663,0.0460558,0.0247377,0.0594062,0.0241644,0.0482765,0.0343243,0.0337371,0.068538,0.0278178,0.0119502,0.0240147,0.0223852,0.0203037,0.0212967,0,0
1707,0.0342859,0,0,0,0,0.03706,0,0,0,0,0,0,0.0217608,0,0.0195208,0.0778049,0,0,0.0117668,0,0,0.0233736,0.0720309,0.0179372,0.00897444,0.010542,0.0304644,0.0285201,0.0285883,0.0443763,0.0497807,0.0287839,0.00987605,0.0120339,0.026902,0.027835,0.0287155,0.0108327,0,0.018788,0.0503991,0,0.0155134,0.0652263,0.0401499,0,0,0.0236025,0,0,0.0467582,0.0490056,0.0409152,0.0267854,0.0170631,0.0500051,0.0458929,0.0245579,0.0594581,0.0241444,0.0483105,0.0342922,0.0337567,0.0684749,0.027542,0.0117797,0.0239722,0.0223931,0.0202361,0.0212664,0,0
1708,0.0340043,0,0,0,0,0.0371241,0,0,0,0,0,0,0.0223968,0,0.0196584,0.0782428,0,0,0.0234471,0,0,0.0387034,0.0720507,0.0176379,0.00898352,0.010567,0.0296211,0.0314021,0.0282763,0.0440513,0.0492055,0.0284892,0.00979896,0.0120748,0.0267485,0.0275805,0.0275177,0.0100605,0.0262619,0.0180762,0.0502818,0,0.0153555,0.065301,0.0395817,0,0,0.0236875,0,0,0.0436008,0.0492669,0.0407258,0.0264851,0.0172876,0.0494718,0.0454897,0.0246713,0.0594855,0.024157,0.0485589,0.0345325,0.034023,0.0687108,0.0274328,0.0143756,0.0225043,0,0.0208117,0.0214273,0,0
1709,0.0340233,0,0,0,0,0.0375142,0,0,0,0,0,0,0.0227336,0,0.0196699,0.0782498,0,0,0.023064,0,0,0.0387374,0.0718545,0.01742,0.00907433,0.01075,0.0299483,0.0318139,0.0282068,0.0438449,0.0494181,0.0284349,0.00977111,0.0120145,0.0266022,0.0273917,0.0268251,0.00969686,0.0264867,0.0180255,0.0497995,0,0.0155166,0.0650945,0.0402724,0,0,0.0236563,0,0,0.0466461,0.0492645,0.0407395,0.0267731,0.0174558,0.0498868,0.0451019,0.0245256,0.0595688,0.023956,0.0486092,0.0346405,0.0341035,0.0687679,0.0269964,0.0122533,0.0236675,0.0222298,0.0211993,0.0209081,0,0
1710,0.0342958,0,0,0,0,0.0373676,0,0,0,0,0,0,0.0230012,0,0.0197615,0.0783625,0,0,0.0229878,0,0,0.038603,0.0717892,0.0173431,0.00926399,0.0108798,0.0300263,0.0323464,0.0280919,0.0435816,0.0495333,0.028334,0.0098693,0.0119565,0.0264237,0.0272537,0.026276,0.00966572,0.026177,0.0178501,0.0494157,0,0.0156181,0.064855,0.0403824,0,0,0.0235961,0,0,0.046613,0.0493586,0.0407509,0.0270147,0.0176463,0.0501374,0.0450335,0.0244111,0.0596441,0.0237757,0.0487362,0.0348208,0.0341901,0.0688269,0.0266509,0.0124271,0.0236445,0.0221471,0.0212953,0.0207616,0,0
1711,0.0345427,0,0,0,0,0.0372122,0,0,0,0,0,0,0.0232059,0,0.0198694,0.0785208,0,0,0.0229382,0,0,0.0385268,0.0717652,0.0173623,0.00946383,0.0108978,0.0301047,0.0328632,0.0279868,0.043436,0.0495662,0.0283419,0.0099174,0.011952,0.0263077,0.0271579,0.0257746,0.00963453,0.0259559,0.0177713,0.0491469,0,0.0156578,0.0645851,0.0404985,0,0,0.0237407,0,0,0.046556,0.0494627,0.0407682,0.0272144,0.017747,0.0503279,0.0449838,0.0243454,0.0596869,0.0236179,0.0488649,0.0349531,0.0342876,0.068882,0.0264076,0.012385,0.0235263,0.0221349,0.0213865,0.020563,0,0
1712,0.0347273,0,0,0,0,0.0371117,0,0,0,0,0,0,0.0233822,0,0.0198885,0.078606,0,0,0.0228732,0,0,0.038483,0.0717418,0.0172308,0.0096442,0.0109531,0.0301926,0.033318,0.0279552,0.0433654,0.049531,0.0284389,0.00991387,0.0119158,0.0262469,0.0270932,0.0254503,0.00964956,0.0258477,0.0177491,0.0491232,0,0.015646,0.064347,0.0406321,0,0,0.0239477,0,0,0.0464741,0.0495471,0.0407943,0.0273588,0.0177583,0.0504641,0.0450285,0.0243553,0.059669,0.0235204,0.0489564,0.035013,0.0343935,0.068962,0.0263056,0.0122126,0.0234017,0.0221687,0.0214153,0.0203496,0,0
1713,0.0348849,0,0,0,0,0.0370592,0,0,0,0,0,0,0.0234975,0,0.0198669,0.078602,0,0,0.022818,0,0,0.0384581,0.0717363,0.0172317,0.00981406,0.0110633,0.0303337,0.0336446,0.0280914,0.0433266,0.0493911,0.0286017,0.00995983,0.0119057,0.0262025,0.0270811,0.0251617,0.00964238,0.0257986,0.0178231,0.0494764,0,0.0156138,0.0641944,0.0407769,0,0,0.0242365,0,0,0.0464293,0.0496114,0.0408406,0.0274536,0.0177032,0.0505739,0.0452358,0.0244067,0.0595914,0.0234754,0.0490298,0.0349843,0.0345057,0.0690549,0.0263876,0.011922,0.0232796,0.0222929,0.021472,0.0202072,0,0
1714,0.0350186,0,0,0,0,0.0370647,0,0,0,0,0,0,0.0236762,0,0.0198151,0.0785584,0,0,0.0227886,0,0,0.0384488,0.071729,0.0170612,0.00997731,0.0112075,0.0305005,0.0338617,0.0283206,0.0433221,0.0492476,0.02885,0.00987105,0.0120003,0.0261981,0.0271052,0.0248856,0.00965811,0.0258343,0.0180543,0.0501101,0,0.0155563,0.0641226,0.0409109,0,0,0.0245154,0,0,0.0464037,0.0496733,0.0408743,0.0275056,0.0175563,0.0506583,0.0454865,0.0243465,0.059469,0.0234778,0.0490758,0.0349017,0.0346087,0.0691628,0.0266237,0.0115745,0.0231793,0.022411,0.0215931,0.0201696,0,0
1715,0.0350927,0,0,0,0,0.0371058,0,0,0,0,0,0,0.0239328,0,0.0198596,0.0785047,0,0,0.0228196,0,0,0.0384751,0.0717562,0.0169868,0.0101396,0.0114041,0.0306254,0.0339539,0.028337,0.043329,0.0492857,0.0290758,0.00975362,0.0122108,0.0261486,0.0271162,0.0245392,0.00966374,0.0259138,0.0182336,0.0509323,0,0.0154491,0.0641051,0.0410063,0,0,0.0247213,0,0,0.0464,0.049759,0.0408921,0.027521,0.0173231,0.0507282,0.0456824,0.0242716,0.0593388,0.0235043,0.0491417,0.0347542,0.0347028,0.0692035,0.0269863,0.0113221,0.0231097,0.0224336,0.021763,0.020187,0,0
1716,0.0351009,0,0,0,0,0.0371639,0,0,0,0,0,0,0.0242923,0,0.019952,0.0784858,0,0,0.0228866,0,0,0.0385304,0.0717318,0.0170035,0.0102823,0.0115415,0.0306873,0.0339273,0.0284309,0.0431996,0.0493024,0.0292497,0.00986347,0.0124055,0.0260871,0.0270984,0.0239669,0.0096819,0.02603,0.0183148,0.0518462,0,0.0153494,0.0640912,0.0410669,0,0,0.0248164,0,0,0.0463742,0.0498903,0.0409757,0.0275347,0.0171053,0.0508017,0.0458499,0.0243244,0.0592217,0.0236398,0.0492012,0.0345843,0.0347762,0.0692597,0.0275458,0.0112354,0.023054,0.0223673,0.0219245,0.0202032,0,0
1717,0.035053,0,0,0,0,0.0372264,0,0,0,0,0,0,0.0246039,0,0.0199123,0.0784827,0,0,0.0229693,0,0,0.038618,0.0716759,0.0169366,0.0104117,0.0116264,0.0306887,0.0338334,0.0285773,0.0430264,0.0492091,0.029353,0.0100616,0.012564,0.0260105,0.0270544,0.0233724,0.00972916,0.0262037,0.0183888,0.0527786,0,0.0152812,0.0640967,0.0411172,0,0,0.024865,0,0,0.0463369,0.0500303,0.0411005,0.0275924,0.0169233,0.0508611,0.0460076,0.0243431,0.0591248,0.0239335,0.0492653,0.0344082,0.0348954,0.0693575,0.0282463,0.0113068,0.0230163,0.0222902,0.0220386,0.0202002,0,0
1718,0.035035,0,0,0,0,0.0372425,0,0,0,0,0,0,0.0248845,0,0.0199655,0.0784679,0,0,0.0230814,0,0,0.038718,0.0716127,0.0169009,0.0105323,0.0117429,0.0306519,0.0337508,0.02871,0.0429141,0.0490293,0.0293615,0.0102004,0.0125808,0.0259022,0.0269797,0.0228824,0.0097986,0.0263852,0.0184211,0.0536706,0,0.0152126,0.0641398,0.0411942,0,0,0.0249472,0,0,0.0463128,0.0501412,0.0411326,0.0276813,0.0167783,0.050871,0.0460714,0.0242914,0.0590768,0.0242337,0.0493608,0.0342046,0.0350036,0.0694386,0.0289035,0.0113917,0.0229915,0.0222741,0.0220929,0.0202285,0,0
1719,0.0350788,0,0,0,0,0.0372249,0,0,0,0,0,0,0.0250531,0,0.0201477,0.078416,0,0,0.0231663,0,0,0.0387983,0.0715449,0.017001,0.0106723,0.0118898,0.0306463,0.0337113,0.028827,0.0427513,0.048992,0.0293444,0.0102119,0.0124609,0.025731,0.0268744,0.0225848,0.00985443,0.0265573,0.0184621,0.0542911,0,0.0151405,0.0641232,0.0412482,0,0,0.0249868,0,0,0.0463015,0.0502764,0.0411294,0.0277309,0.0166676,0.0508609,0.0460885,0.0242421,0.0590831,0.0241825,0.0493956,0.0341367,0.0351174,0.0695511,0.0293681,0.0113812,0.0229545,0.0223385,0.0223451,0.0202946,0,0
1720,0.035184,0,0,0,0,0.037172,0,0,0,0,0,0,0.0249869,0,0.0203707,0.0783514,0,0,0.0232355,0,0,0.0388521,0.0715015,0.0171457,0.0107996,0.0119888,0.0307092,0.0336934,0.0289346,0.0426491,0.0491572,0.0293462,0.0101516,0.0122575,0.0255877,0.0267461,0.0226289,0.00990935,0.0267076,0.0185592,0.0547408,0,0.0150493,0.0641231,0.0412569,0,0,0.0249702,0,0,0.0463257,0.0504156,0.0410816,0.0278243,0.0166128,0.0508946,0.0461236,0.0242681,0.0590931,0.0240731,0.0494107,0.034088,0.0352126,0.0696832,0.0297034,0.0111974,0.0228685,0.0224592,0.0229406,0.0204203,0,0
1721,0.0352531,0,0,0,0,0.0371667,0,0,0,0,0,0,0.0247031,0,0.0204804,0.0782974,0,0,0.0232941,0,0,0.038872,0.0714479,0.0169538,0.0109153,0.0120086,0.0307653,0.03375,0.0290309,0.0426311,0.049249,0.029417,0.00999101,0.0120194,0.0254125,0.0266414,0.0230201,0.00993662,0.0268216,0.0186746,0.0551165,0,0.0149777,0.0641198,0.0412458,0,0,0.0249457,0,0,0.0463076,0.0504943,0.0410715,0.0279581,0.0165829,0.0509431,0.0462234,0.0243707,0.0590997,0.0239624,0.0494437,0.0339935,0.0353108,0.0697654,0.0300037,0.0109901,0.0227146,0.0224205,0.0231135,0.0205292,0,0
1722,0.0352313,0,0,0,0,0.0371984,0,0,0,0,0,0,0.0242697,0,0.0205651,0.0782467,0,0,0.023305,0,0,0.0388814,0.0713764,0.0167631,0.0110207,0.0119774,0.0308754,0.0338356,0.0291224,0.0427039,0.049257,0.029497,0.0098132,0.0117804,0.0252808,0.0265942,0.0236873,0.00988104,0.0269039,0.0187821,0.0553862,0,0.0149074,0.0640955,0.0412529,0,0,0.0248508,0,0,0.0462318,0.0505163,0.0411723,0.0280733,0.0166534,0.0510023,0.046423,0.0245051,0.0591176,0.0239061,0.0495167,0.0338818,0.0353964,0.0698328,0.0302453,0.010831,0.0225366,0.0222844,0.0234572,0.0205961,0,0
1723,0.0351762,0,0,0,0,0.0372638,0,0,0,0,0,0,0.0238123,0,0.0207792,0.0782067,0,0,0.0233597,0,0,0.0388955,0.0713432,0.0167142,0.011085,0.0118863,0.0310209,0.0340016,0.0291164,0.0428693,0.0492269,0.02955,0.00965013,0.0116048,0.0250673,0.026605,0.0244534,0.00981743,0.0269453,0.0187951,0.0555568,0,0.0148413,0.0641326,0.0412716,0,0,0.0247586,0,0,0.0461619,0.0505181,0.0412992,0.028192,0.0167364,0.0510851,0.0466296,0.024562,0.0591269,0.0239236,0.049597,0.0337904,0.0355018,0.0699066,0.030423,0.0108036,0.0223829,0.0221207,0.0234118,0.020619,0,0
1724,0.0351301,0,0,0,0,0.0373044,0,0,0,0,0,0,0.0233603,0,0.020937,0.0781112,0,0,0.023405,0,0,0.0388437,0.0713016,0.0167734,0.0111008,0.0118122,0.0311971,0.0341609,0.0290566,0.0431223,0.0492334,0.0295799,0.00957697,0.0115184,0.0250194,0.0266195,0.0251711,0.00974287,0.0269478,0.0188106,0.0556407,0,0.0147743,0.0642211,0.0412948,0,0,0.0247114,0,0,0.0461543,0.0505299,0.041427,0.0283055,0.0168037,0.0511911,0.0468203,0.0245552,0.0591322,0.0239885,0.0496818,0.0336848,0.0355957,0.0700138,0.0305732,0.0107929,0.022252,0.0220275,0.0235398,0.0206504,0,0
1725,0.0350434,0,0,0,0,0.0373504,0,0,0,0,0,0,0.0229655,0,0.0209965,0.0780567,0,0,0.0234333,0,0,0.0388129,0.0712208,0.0168573,0.0111183,0.0118394,0.0313771,0.0343336,0.0289843,0.0434221,0.049292,0.0296113,0.009612,0.0114651,0.0250887,0.0266301,0.0258401,0.00969077,0.0269556,0.0188455,0.0556294,0,0.014693,0.0643077,0.0413023,0,0,0.0246676,0,0,0.0461702,0.050544,0.0415308,0.0283687,0.0168527,0.0512826,0.0469838,0.0246219,0.0591705,0.0237142,0.0497607,0.0335691,0.0356862,0.070124,0.0306797,0.0107768,0.0221323,0.0220131,0.0232957,0.0207321,0,0
1726,0.0349461,0,0,0,0,0.0373902,0,0,0,0,0,0,0.0226929,0,0.0210112,0.0779941,0,0,0.0234495,0,0,0.0388128,0.071121,0.0169588,0.011161,0.0118855,0.0315795,0.0344629,0.0289673,0.0436796,0.0493552,0.0295937,0.00966694,0.0114867,0.025189,0.0266374,0.0263015,0.00960368,0.026998,0.0188914,0.0557223,0,0.014656,0.0643618,0.0412822,0,0,0.0245945,0,0,0.0461576,0.0505711,0.0416499,0.0283948,0.0168827,0.0513845,0.0471138,0.0247957,0.0591993,0.0235115,0.0498123,0.0334963,0.0357447,0.0701608,0.0308286,0.0107066,0.0220466,0.022032,0.0232758,0.0208543,0,0
1727,0.0348178,0,0,0,0,0.0374557,0,0,0,0,0,0,0.0226154,0,0.0212042,0.0779806,0,0,0.0234583,0,0,0.0388377,0.0710384,0.0171503,0.0112223,0.0119078,0.0317653,0.0345213,0.0289794,0.043888,0.049388,0.0296285,0.00968841,0.0115581,0.0251661,0.0266637,0.0264678,0.00951841,0.0270398,0.0189012,0.0558457,0,0.0146123,0.0643516,0.0412297,0,0,0.0244602,0,0,0.0461218,0.0506093,0.0417412,0.0283769,0.0168989,0.0514827,0.0472035,0.0248733,0.0592426,0.0234442,0.0498452,0.0334522,0.0357594,0.0701427,0.0309467,0.0106619,0.0219841,0.0219862,0.0234974,0.020969,0,0
1728,0.0346785,0,0,0,0,0.0375152,0,0,0,0,0,0,0.0226397,0,0.0212823,0.0780247,0,0,0.0234836,0,0,0.0388747,0.0710029,0.0172932,0.01133,0.0119947,0.0318871,0.0345754,0.0289807,0.0439917,0.049367,0.0296754,0.00977324,0.0116943,0.0251682,0.0267417,0.0264287,0.00943734,0.0270466,0.0188975,0.0560295,0,0.0145893,0.0643021,0.0411784,0,0,0.0243528,0,0,0.0461133,0.0506773,0.0418023,0.0283494,0.0168864,0.0515636,0.0471913,0.0248857,0.0593001,0.0234239,0.049874,0.0334163,0.0357642,0.0701474,0.0310976,0.0106755,0.0219208,0.0218928,0.0237545,0.0210889,0,0
1729,0.0345404,0,0,0,0,0.0375886,0,0,0,0,0,0,0.0227025,0,0.0211924,0.07813,0,0,0.023608,0,0,0.038902,0.0710147,0.0173876,0.0114628,0.0121266,0.0319085,0.0346472,0.0290568,0.0439251,0.0493168,0.0296987,0.00984407,0.011843,0.0252368,0.0268224,0.0262609,0.00938719,0.027046,0.0190194,0.0562252,0,0.0145443,0.0642278,0.0411311,0,0,0.0242538,0,0,0.0461271,0.0507636,0.0418514,0.0282868,0.0168799,0.0515944,0.0471175,0.0249198,0.0593405,0.0234382,0.0498917,0.0333615,0.0357955,0.0701624,0.0312974,0.0107151,0.0218563,0.021807,0.0240012,0.0211891,0,0
1730,0.0344231,0,0,0,0,0.0376304,0,0,0,0,0,0,0.0229122,0,0.0211161,0.0782252,0,0,0.0237141,0,0,0.0389245,0.0710456,0.0174889,0.0115935,0.0122121,0.0318973,0.0346461,0.0292522,0.043856,0.0492651,0.0297012,0.00983945,0.0119838,0.0253157,0.0268657,0.025879,0.00935357,0.0271296,0.0191702,0.0563698,0,0.0144913,0.0641297,0.0410728,0,0,0.0241309,0,0,0.0461632,0.05088,0.0418871,0.0282114,0.0169062,0.0516492,0.0470027,0.0249422,0.0593783,0.0235082,0.0499048,0.0333465,0.0358366,0.0701947,0.0314367,0.0108467,0.0219118,0.0217823,0.0241723,0.0212736,0,0
