Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,RTHIA,RWRB,L5FT,LTOE,
89,0.034791,0,0,0,0,0.0406508,0,0,0,0,0,0,0,0,0.0696883,0,0,0.0194377,0,0,0.040337,0.0704116,0.0195817,0.00360414,0.0179496,0.0383896,0.031817,0.046603,0.0528022,0.0330202,0.0090537,0.0117703,0.0286125,0.0281131,0.0135046,0.0302441,0.0221208,0.039759,0,0.0177205,0.0652711,0.0372032,0,0,0.0204048,0,0,0.0443944,0.0504736,0.0421448,0.0284117,0.0155062,0.0522328,0.0402887,0.0319448,0.0569922,0.0194,0.0518411,0.0272816,0.0388851,0.0704026,0.0168515,0.013633,0.0232255,0.0223087,0.0219922,0.0585872,0.0196123,0.0218161,0.024201,0
90,0.034674,0,0,0,0,0.0405976,0,0,0,0,0,0,0,0,0.069876,0,0,0.0194872,0,0,0.0403005,0.0703761,0.0199798,0.00356606,0.0180379,0.038363,0.0317093,0.0466238,0.0528487,0.0330574,0.0093597,0.0118381,0.0288037,0.0282334,0.013534,0.0302261,0.0221479,0.0387359,0,0.0176861,0.0649972,0.037068,0,0,0.0201912,0,0,0.0443952,0.050665,0.0422377,0.0281994,0.0154748,0.0523309,0.0401367,0.0317934,0.0573218,0.0194171,0.0519342,0.0273013,0.0389586,0.0703801,0.0171254,0.0138369,0.0232361,0.0222473,0.0221088,0.0586746,0.019501,0.0220495,0.0237103,0
91,0.0345271,0,0,0,0,0.0405364,0,0,0,0,0,0,0,0,0.0700191,0,0,0.0195043,0,0,0.0403105,0.0703382,0.0203053,0.00359215,0.0181001,0.0383786,0.0315666,0.0466406,0.0527081,0.0331262,0.00945359,0.0119061,0.0289498,0.0283473,0.0135451,0.0302488,0.0222131,0.037737,0,0.0176385,0.0647329,0.0369089,0,0,0.0201214,0,0,0.0444102,0.0509145,0.0423254,0.0279785,0.0154518,0.0524558,0.0399369,0.0316136,0.057648,0.0194906,0.0520008,0.0272883,0.0390348,0.0703712,0.0175561,0.0140136,0.0231766,0.0221186,0.022293,0.0587145,0.0194483,0.0223871,0.0231975,0
92,0.0343603,0,0,0,0,0.0404712,0,0,0,0,0,0,0,0,0.0698644,0,0,0.01944,0,0,0.0403897,0.0702804,0.0203733,0.00372954,0.018144,0.0384526,0.0314222,0.0466409,0.0526596,0.0329906,0.00931932,0.0120366,0.0290696,0.028435,0.0135614,0.0303575,0.0223039,0.0364933,0,0.0175671,0.0644724,0.0367409,0,0,0.0201023,0,0,0.0444101,0.0512299,0.0426165,0.0277327,0.0154338,0.0526157,0.0397637,0.0314343,0.05796,0.0196181,0.05211,0.0272562,0.0390928,0.0703743,0.018164,0.0142496,0.0230721,0.0220591,0.0225277,0.0587667,0.0194116,0.0227511,0.0227919,0
93,0.0341686,0,0,0,0,0.0404559,0,0,0,0,0,0,0,0,0.0693893,0,0,0.0194305,0,0,0.0404308,0.0702211,0.0204673,0.00390889,0.018331,0.0385178,0.0313305,0.0466114,0.052651,0.0326823,0.00912186,0.0121545,0.0291731,0.0284779,0.0135506,0.0304102,0.0223641,0.0350899,0,0.017524,0.0642014,0.0365803,0,0,0.0200091,0,0,0.0444393,0.0515957,0.0429389,0.0274843,0.0154387,0.0527771,0.0396258,0.0312453,0.0582811,0.019782,0.0522366,0.027152,0.0390998,0.0703435,0.018973,0.0143996,0.0230438,0.0220408,0.0227741,0.0587929,0.0194609,0.0229567,0.0224151,0
94,0.0339635,0,0,0,0,0.0404784,0,0,0,0,0,0,0,0,0.0692103,0,0,0.0194488,0,0,0.0404784,0.0701567,0.020444,0.00403486,0.0184732,0.0385594,0.0312508,0.0465526,0.052746,0.0323802,0.00928036,0.0122225,0.0292624,0.0285426,0.0135451,0.0305031,0.0224216,0.0337192,0,0.0174552,0.0639948,0.0364487,0,0,0.0199138,0,0,0.044474,0.0519993,0.0431729,0.0272559,0.0154293,0.0529238,0.0394733,0.0310405,0.0586462,0.0200332,0.0523135,0.0270345,0.0391172,0.0702584,0.020038,0.0144551,0.0230358,0.0219904,0.022964,0.0588259,0.0194685,0.0231933,0.0220306,0
95,0.0337777,0,0,0,0,0.0404996,0,0,0,0,0,0,0,0,0.0692463,0,0,0.0194723,0,0,0.0405548,0.0700812,0.0204677,0.00414387,0.0185922,0.0386119,0.0312261,0.0464965,0.0528246,0.0321411,0.00957175,0.0122983,0.0293427,0.0285764,0.0134924,0.0306348,0.022512,0.0322488,0,0.0174539,0.0638592,0.036369,0,0,0.0198072,0,0,0.0445099,0.0523746,0.04348,0.0270435,0.0154055,0.0531072,0.0393906,0.0306844,0.0590484,0.0203347,0.0523182,0.0268534,0.0390563,0.0701222,0.0214295,0.0144639,0.023055,0.021905,0.0231192,0.0588179,0.0193883,0.0234766,0.021683,0
96,0.0336148,0,0,0,0,0.0405037,0,0,0,0,0,0,0,0,0.0693129,0,0,0.0194936,0,0,0.0405984,0.0699835,0.0203613,0.00424482,0.0187112,0.0386815,0.0313496,0.046408,0.0526763,0.0318992,0.00975163,0.0123809,0.0294114,0.0285913,0.0134486,0.0306768,0.0225556,0.0306065,0,0.0175067,0.063707,0.0363049,0,0,0.0197538,0,0,0.0445306,0.0527767,0.0438576,0.026775,0.0153297,0.0532208,0.0393246,0.0303115,0.0594574,0.0206462,0.05227,0.0266595,0.0388631,0.0698952,0.0230188,0.0144275,0.0230931,0.0218362,0.0232777,0.0588013,0.019306,0.0238863,0.0213054,0
97,0.03348,0,0,0,0,0.0405039,0,0,0,0,0,0,0,0,0.069269,0,0,0.0195009,0,0,0.0406277,0.0699168,0.0203544,0.00436365,0.0188065,0.038808,0.0315922,0.0462302,0.0524353,0.0315782,0.00967434,0.0125556,0.0294848,0.0286278,0.013405,0.0306286,0.0225189,0.0289656,0,0.0175682,0.0635409,0.0362063,0,0,0.0197497,0,0,0.0445123,0.0532285,0.0442796,0.0264558,0.0151548,0.0533074,0.0392837,0.0300632,0.0598587,0.0209816,0.0521665,0.0266097,0.0386093,0.0696092,0.0247911,0.0144011,0.0231505,0.0217838,0.0234598,0.0588375,0.019267,0.0242857,0.0208112,0
98,0.0333642,0,0,0,0,0.0404823,0,0,0,0,0,0,0,0,0.0691479,0,0,0.019523,0,0,0.0406464,0.0698691,0.0204186,0.00451678,0.0187446,0.0389904,0.0319406,0.0461762,0.0523445,0.0313583,0.00971606,0.0128106,0.0295874,0.0286582,0.0133468,0.0305283,0.0224843,0.0274463,0,0.0176671,0.0633697,0.0360843,0,0,0.0197846,0,0,0.0444898,0.0537216,0.0446715,0.0260862,0.014947,0.0533878,0.0392508,0.0298582,0.060262,0.0214198,0.0519614,0.0264898,0.0383019,0.0692824,0.026637,0.0143901,0.0231496,0.0217032,0.0237088,0.058914,0.0191168,0.0246321,0.0203019,0
99,0.0332424,0,0,0,0,0.0404445,0,0,0,0,0,0,0,0,0.069016,0,0,0.0195463,0,0,0.040649,0.0698768,0.0204915,0.00465577,0.0188447,0.0391627,0.0324413,0.0461782,0.0523511,0.0311717,0.00992555,0.0130217,0.0296771,0.0287268,0.0132954,0.0304112,0.0224621,0.0260271,0,0.0178242,0.0632174,0.0359391,0,0,0.0198093,0,0,0.0444431,0.0542083,0.0450915,0.0257062,0.0147276,0.0534826,0.039198,0.0295828,0.060653,0.0218479,0.0517444,0.0262911,0.0380162,0.0688764,0.0287135,0.0144244,0.023056,0.0215607,0.024002,0.058944,0.0187515,0.0250018,0.0198667,0
100,0.0330957,0,0,0,0,0.0404019,0,0,0,0,0,0,0,0,0.0689209,0,0,0.019585,0,0,0.0406276,0.0698645,0.0205934,0.00482782,0.0190847,0.0393077,0.0329988,0.0462241,0.0521987,0.0309951,0.0103016,0.0131388,0.0297326,0.028806,0.0132006,0.0302314,0.0224013,0.0246326,0,0.0181234,0.0630121,0.0357966,0,0,0.0198041,0,0,0.0444345,0.0546975,0.0457277,0.0253009,0.0144784,0.0535996,0.0390881,0.0293373,0.0609975,0.0221615,0.0515628,0.0261164,0.0377508,0.0684343,0.0312603,0.0144557,0.023063,0.0213987,0.0242878,0.0589121,0.0186905,0.0254002,0.0194174,0
101,0.0329241,0,0,0,0,0.0403857,0,0,0,0,0,0,0,0,0.0689087,0,0,0.0195686,0,0,0.0406119,0.0698219,0.0206272,0.00499945,0.019096,0.0393668,0.0335819,0.0462284,0.0521283,0.0308972,0.0105601,0.0133111,0.0297415,0.0288059,0.0131192,0.0300498,0.0223968,0.0233531,0,0.0185014,0.0628415,0.0356605,0,0,0.0197936,0,0,0.0444778,0.0552569,0.0462789,0.0248833,0.0142249,0.0536696,0.039,0.029219,0.0613302,0.0224306,0.0514221,0.0260018,0.0374772,0.0680932,0.0339783,0.0144643,0.0231269,0.0213313,0.0245837,0.0589955,0.0189298,0.0257245,0.0189645,0
102,0.0327404,0,0,0,0,0.0403428,0,0,0,0,0,0,0,0,0.068781,0,0,0.0196097,0,0,0.0406049,0.0697725,0.0205359,0.00516722,0.0190903,0.0394989,0.0342089,0.0461708,0.0519374,0.0308636,0.0106026,0.0134897,0.029744,0.0287351,0.0130942,0.0298385,0.0224145,0.0220787,0,0.0188358,0.0626673,0.0355292,0,0,0.019699,0,0,0.0444972,0.0558611,0.0467606,0.0244773,0.0139594,0.0537851,0.0388331,0.0291696,0.0616218,0.0227466,0.0512165,0.0258942,0.0371515,0.067751,0.0364326,0.0145593,0.0231814,0.0212125,0.0249171,0.0590748,0.0190234,0.0261057,0.0185501,0
103,0.0325007,0,0,0,0,0.0403074,0,0,0,0,0,0,0,0,0.068668,0,0,0.01963,0,0,0.0406095,0.0697699,0.0205808,0.00532132,0.0192244,0.0396197,0.0348594,0.046086,0.0516717,0.0308253,0.010468,0.0136269,0.029798,0.0287066,0.0130512,0.0296098,0.0224103,0.0208003,0,0.0192405,0.0624862,0.0353513,0,0,0.0195419,0,0,0.0445093,0.0565054,0.0473515,0.0241263,0.0137368,0.0539168,0.0385995,0.0291706,0.0618577,0.0230469,0.0510082,0.0257712,0.0368156,0.0674178,0.0389343,0.0146376,0.0231556,0.0210158,0.0252602,0.0591581,0.0190139,0.0264884,0.0180793,0
104,0.0322432,0,0,0,0,0.0403021,0,0,0,0,0,0,0,0,0.0685751,0,0,0.0196341,0,0,0.0406403,0.0698233,0.0207608,0.00545194,0.0192442,0.039725,0.0354643,0.0459295,0.0516331,0.0307666,0.0104216,0.013724,0.0298042,0.0287192,0.0129924,0.0293931,0.0223864,0.0195621,0,0.0197205,0.062332,0.0351444,0,0,0.0193196,0,0,0.0445335,0.057137,0.0480856,0.0238234,0.0135393,0.0540618,0.0383842,0.0291112,0.0620347,0.0233126,0.0508254,0.0256559,0.0365109,0.0671457,0.041685,0.0147079,0.0230395,0.020901,0.0255813,0.0591546,0.018928,0.0267387,0.0177306,0
105,0.0320447,0,0,0,0,0.040271,0,0,0,0,0,0,0,0,0.0684563,0,0,0.0196327,0,0,0.0406909,0.0698655,0.0208191,0.00559571,0.0191848,0.0398502,0.036018,0.0457764,0.0517074,0.0306516,0.0105971,0.013862,0.0297644,0.0287375,0.0128832,0.0291776,0.0223902,0.0184722,0,0.0202776,0.0622269,0.034934,0,0,0.0191017,0,0,0.0445681,0.0577278,0.048829,0.0235358,0.0133481,0.0542065,0.0382035,0.0289578,0.0621961,0.0236008,0.0506382,0.0255666,0.0362319,0.066901,0.044423,0.0148245,0.0229285,0.0208698,0.025877,0.0591983,0.0186592,0.0269946,0.0174068,0
106,0.032897,0,0,0,0,0.040313,0,0,0,0,0,0,0,0,0.0700039,0,0,0.0194964,0,0,0.040637,0.0681443,0.0175684,0.00702672,0.0207234,0.0406475,0.0360532,0,0.0545405,0.0317357,0.00994082,0.0115808,0.0282968,0.0274246,0.0129633,0.0290245,0.0223015,0.0177188,0,0.0210283,0.0609526,0.0353074,0,0,0.0188932,0,0,0.044412,0.0582559,0.0497061,0.0223995,0.0129657,0.054045,0.0372239,0.0294427,0.0621632,0.0234763,0.0502333,0.0254024,0.035732,0.0664273,0.0463973,0.0154043,0.0229209,0.0211456,0.0256195,0.0594485,0.0181382,0.0339195,0.0102519,0
107,0.0317461,0,0,0,0,0.0401894,0,0,0,0,0,0,0,0,0.0681413,0,0,0.0196827,0,0,0.0407021,0.0698345,0.0204469,0.00592995,0.01924,0.0401612,0.0368518,0.0456175,0.0517286,0.0304081,0.0112243,0.0144173,0.0297349,0.0287552,0.0126783,0.0287363,0.0224265,0.0171013,0,0.0216805,0.061986,0.0345329,0,0,0.0186693,0,0,0.0445506,0.0588198,0.0500196,0.0229751,0.0131013,0.0545154,0.0378488,0.0287288,0.0626017,0.0241759,0.0503346,0.0255424,0.0358143,0.0665598,0.04929,0.0150234,0.0228093,0.0207018,0.0263928,0.0592611,0.0180722,0.0279835,0.0162448,0
108,0.0316384,0,0,0,0,0.0401878,0,0,0,0,0,0,0,0,0.0681322,0,0,0.0196569,0,0,0.0407562,0.069892,0.0204869,0.0060007,0.0195368,0.0401005,0.0371137,0.0455229,0.05165,0.0302519,0.0114284,0.0148238,0.0297686,0.0287582,0.0125934,0.0285646,0.0223481,0.0170397,0,0.0225352,0.0618771,0.0343925,0,0,0.0185226,0,0,0.0445917,0.0592582,0.0505265,0.0228743,0.0130472,0.0546437,0.0376658,0.0287259,0.06284,0.0244262,0.0503282,0.0256305,0.0358245,0.0666468,0.0517014,0.015007,0.0227971,0.0206317,0.0265722,0.0592466,0.018191,0.028335,0.0158246,0
109,0.0315611,0,0,0,0,0.0402047,0,0,0,0,0,0,0,0,0.0681121,0,0,0.0195602,0,0,0.0407706,0.06995,0.0206034,0.00608925,0.0198066,0.0401005,0.0372552,0.0455324,0.0515965,0.0300174,0.0114724,0.0151784,0.0298747,0.0287764,0.0125579,0.0284,0.0222212,0.0172026,0,0.0230839,0.0618023,0.0343063,0,0,0.0182623,0,0,0.0446394,0.0596297,0.0509813,0.0228223,0.0130092,0.0548146,0.0374321,0.0284383,0.0630302,0.0246927,0.0503971,0.0256602,0.0359512,0.0668307,0.0536537,0.0151367,0.0227331,0.020575,0.026695,0.0592109,0.018023,0.0287291,0.0153679,0
110,0.0314961,0,0,0,0,0.0402041,0,0,0,0,0,0,0,0,0.0680911,0,0,0.0193912,0,0,0.0408034,0.0699706,0.0204581,0.00620779,0.0198368,0.0401662,0.0372188,0.0454569,0.0515417,0.029862,0.0115342,0.0155306,0.0299626,0.0287955,0.0125019,0.0283379,0.0220245,0.0173037,0,0.0233205,0.0617565,0.0342664,0,0,0.017988,0,0,0.0447047,0.0599327,0.0514801,0.0228299,0.0130598,0.0550061,0.0371825,0.0281959,0.0631939,0.0249619,0.05051,0.0255618,0.0360968,0.0670016,0.05479,0.0153262,0.0226972,0.0205372,0.0267934,0.0592327,0.0180852,0.0292073,0.0148276,0
111,0.0314291,0,0,0,0,0.0402388,0,0,0,0,0,0,0,0,0.0681378,0,0,0.0192112,0,0,0.0408371,0.0699887,0.0205309,0.00629868,0.019901,0.0401721,0.0370439,0.0453124,0.0515067,0.0298304,0.0116966,0.0157717,0.0300154,0.0287996,0.0124921,0.0282367,0.0218238,0.0173053,0,0.0234237,0.0617557,0.0342468,0,0,0.0176675,0,0,0.0447927,0.0601345,0.051776,0.0228994,0.0132462,0.055181,0.0370003,0.0280273,0.0633509,0.0251835,0.0506655,0.0254319,0.0363035,0.0671736,0.0555378,0.0155713,0.022658,0.020598,0.0268612,0.0592368,0.0180613,0.029621,0.0143502,0
112,0.0313565,0,0,0,0,0.0403212,0,0,0,0,0,0,0,0,0.0682019,0,0,0.0190124,0,0,0.0408943,0.0700157,0.0208305,0.006372,0.020016,0.0401701,0.0368163,0.0451228,0.0516124,0.0297951,0.0118471,0.0159129,0.0300281,0.0288525,0.0125339,0.0281338,0.0215632,0.0173449,0,0.0234796,0.0617666,0.0342535,0,0,0.0173469,0,0,0.0448902,0.0602743,0.0519446,0.0229877,0.0134754,0.0553821,0.0368263,0.027987,0.0634794,0.025355,0.0508009,0.0253546,0.0365182,0.0673487,0.0560322,0.0158131,0.0227061,0.0206798,0.0268871,0.0592199,0.0179838,0.0298539,0.0139995,0
113,0.0312771,0,0,0,0,0.0404048,0,0,0,0,0,0,0,0,0.0682557,0,0,0.0187737,0,0,0.0409607,0.0700156,0.0208507,0.00647273,0.0201278,0.0401627,0.0365839,0.0449632,0.0516215,0.0298021,0.0119222,0.0159531,0.0300209,0.0287908,0.0126013,0.0279706,0.0212201,0.017337,0,0.0234854,0.0617544,0.034275,0,0,0.0170517,0,0,0.0450334,0.0604216,0.0520679,0.0230739,0.0137184,0.0555676,0.0366628,0.0280253,0.0635688,0.0255076,0.0508778,0.0253483,0.036699,0.0675131,0.0567797,0.01597,0.0228689,0.0207198,0.0268829,0.0591789,0.0179242,0.0300954,0.0137159,0
114,0.0311988,0,0,0,0,0.0405099,0,0,0,0,0,0,0,0,0.0683112,0,0,0.018518,0,0,0.0409843,0.0699785,0.0207444,0.00654487,0.0202509,0.0401759,0.036347,0.0447235,0.0515976,0.0298288,0.0119581,0.0159988,0.0300003,0.0287043,0.0125883,0.0277893,0.0209728,0.0173375,0,0.0234039,0.0617197,0.0342993,0,0,0.0167953,0,0,0.0451794,0.0605434,0.0522286,0.0231588,0.0139741,0.0557353,0.0365378,0.0280505,0.0636168,0.0256409,0.0509655,0.0253508,0.0368682,0.0676607,0.0579445,0.0159395,0.0230559,0.0207467,0.0268468,0.0591627,0.0179033,0.0303352,0.013456,0
115,0.0311364,0,0,0,0,0.0406292,0,0,0,0,0,0,0,0,0.0683859,0,0,0.0182968,0,0,0.0409925,0.0699159,0.0206626,0.00660304,0.0203662,0.0401988,0.0361333,0.0445328,0.0516028,0.0298331,0.0119253,0.0161102,0.0299871,0.0286497,0.0125569,0.0275998,0.0206707,0.0175887,0,0.0232573,0.0616738,0.0343381,0,0,0.0166049,0,0,0.0452601,0.0605913,0.0524143,0.0232597,0.0142223,0.0559076,0.0364451,0.0279651,0.0636241,0.025615,0.0511124,0.02543,0.0370491,0.067812,0.0592542,0.0157925,0.0232518,0.0208129,0.0267793,0.0591549,0.0179274,0.0305272,0.013185,0
116,0.0310689,0,0,0,0,0.0408036,0,0,0,0,0,0,0,0,0.0684947,0,0,0.0181026,0,0,0.0410213,0.0698564,0.0206702,0.00668148,0.020524,0.0402301,0.035967,0.0444844,0.0517031,0.0298386,0.0119225,0.0162961,0.0300431,0.0287511,0.012544,0.0273582,0.0203211,0.0180823,0,0.0234104,0.0616489,0.0343591,0,0,0.0164233,0,0,0.0453182,0.0606093,0.0526968,0.023354,0.0144423,0.0560931,0.0363328,0.0279213,0.063558,0.0254572,0.0512344,0.0256318,0.0371555,0.0679035,0.0604778,0.0155796,0.0233854,0.0208794,0.0266974,0.0591184,0.0179867,0.030702,0.0129923,0
117,0.0309944,0,0,0,0,0.0409892,0,0,0,0,0,0,0,0,0.068638,0,0,0.0179069,0,0,0.0410867,0.0697944,0.0206731,0.00676059,0.0206726,0.0402661,0.035823,0.0444419,0.0517538,0.0298355,0.0119386,0.0165655,0.0301412,0.0288424,0.012511,0.0269995,0.0199636,0.018656,0,0.0235612,0.0615468,0.0343503,0,0,0.0162098,0,0,0.0452873,0.0606332,0.0530413,0.0234222,0.0146663,0.056268,0.036181,0.0281576,0.0633589,0.0252177,0.0513261,0.0258433,0.0372185,0.0679584,0.0619216,0.0153305,0.0233156,0.0209699,0.0266232,0.0590923,0.0181231,0.030935,0.012839,0
118,0.0319218,0,0,0,0,0.041346,0,0,0,0,0,0,0,0,0.0704044,0,0,0.0175715,0,0,0.0410419,0.0680866,0.0183528,0.00795334,0.022763,0.0409498,0.0353961,0,0.0542655,0.0309175,0.0113143,0.0149089,0.0288969,0.0274234,0.0127123,0.0266407,0.0195279,0.0190688,0,0.0237129,0.0603806,0.0349285,0,0,0.015947,0,0,0.0451043,0.0604942,0.0536095,0.0225804,0.0145817,0.056057,0.0350554,0.0290592,0.0628561,0.0243237,0.0511342,0.025873,0.0370047,0.0677329,0.0633591,0.0155086,0.0231749,0.0215462,0.0260209,0.05945,0.0179999,0.0364248,0.0094469,0
119,0.0308626,0,0,0,0,0.0414009,0,0,0,0,0,0,0,0,0.0690218,0,0,0.0177659,0,0,0.0409544,0.0696441,0.0205064,0.00692583,0.0210821,0.0403106,0.0356269,0.0444421,0.0517895,0.0297925,0.0124258,0.0171121,0.0302596,0.0288763,0.012498,0.0263659,0.0194933,0.0200583,0,0.0234456,0.0612245,0.034343,0,0,0.0158096,0,0,0.0452733,0.0606569,0.0538255,0.023559,0.0151366,0.0566438,0.0358293,0.028592,0.0625556,0.0242343,0.0513978,0.026225,0.0372907,0.0679674,0.0655656,0.0149017,0.0229101,0.0213535,0.0264333,0.0591341,0.0180851,0.0314747,0.0123761,0
120,0.0307979,0,0,0,0,0.0416109,0,0,0,0,0,0,0,0,0.0692761,0,0,0.0177712,0,0,0.0406538,0.0695646,0.0202466,0.00714655,0.0211963,0.0402905,0.0354999,0.0443722,0.0518423,0.0297914,0.012429,0.0173396,0.0302731,0.0289445,0.0126188,0.0260828,0.019488,0.0210118,0,0.0233978,0.0610865,0.0343552,0,0,0.0155487,0,0,0.0453445,0.0605959,0.0541253,0.0236887,0.0152798,0.0568649,0.0356073,0.028885,0.0620817,0.0236405,0.0514512,0.026492,0.037418,0.0680154,0.0672303,0.0148445,0.0230649,0.0217328,0.0263037,0.0592065,0.0180779,0.0316452,0.0121751,0
121,0.0306952,0,0,0,0,0.04182,0,0,0,0,0,0,0,0,0.0695506,0,0,0.0177504,0,0,0.0405161,0.069497,0.0202963,0.00742972,0.0213499,0.0402359,0.0353402,0.0442721,0.0518564,0.0297906,0.0124445,0.0175334,0.0303185,0.0290066,0.0126056,0.025714,0.0191173,0.0219304,0,0.0232275,0.0608995,0.0343733,0,0,0.0152821,0,0,0.0454564,0.0604908,0.0543808,0.0238466,0.0154695,0.0570593,0.035413,0.0293191,0.0616077,0.0229095,0.0516392,0.0268175,0.0376349,0.0681523,0.0687956,0.0148709,0.0234417,0.0220087,0.0261335,0.0592742,0.0180768,0.0318001,0.0120465,0
122,0.0305812,0,0,0,0,0.0420662,0,0,0,0,0,0,0,0,0.0698318,0,0,0.0176904,0,0,0.0405158,0.0694213,0.0201876,0.00768517,0.0215038,0.0401496,0.0351494,0.0441634,0.0518827,0.0298182,0.0123881,0.017661,0.0303646,0.029061,0.0124836,0.0251597,0.018389,0.022843,0,0.0231635,0.0606857,0.0344272,0,0,0.015061,0,0,0.0455937,0.0603536,0.0546317,0.0240384,0.0156978,0.0572732,0.0351858,0.0297599,0.0611982,0.0222635,0.0518941,0.0271949,0.0378693,0.068316,0.0700388,0.0149645,0.0239754,0.0222099,0.025897,0.0594417,0.0181532,0.0320473,0.0119191,0
123,0.0304958,0,0,0,0,0.0424087,0,0,0,0,0,0,0,0,0.0701352,0,0,0.0176068,0,0,0.040443,0.0693565,0.0201815,0.00792933,0.0216896,0.0400385,0.0349392,0.0440637,0.0519193,0.0298643,0.0123973,0.0178411,0.030388,0.0291288,0.0123406,0.0247261,0.0179096,0.0235163,0,0.0229783,0.0605291,0.0345137,0,0,0.0149014,0,0,0.0457536,0.060155,0.05461,0.0243233,0.0160519,0.0575314,0.0348639,0.0300652,0.0608896,0.0217271,0.052207,0.0276116,0.0381994,0.0685799,0.0708597,0.0151068,0.0246461,0.0223952,0.0256079,0.0597118,0.01827,0.0322201,0.0116602,0
124,0.0300771,0,0,0,0,0.0427432,0,0,0,0,0,0,0,0,0.070797,0,0,0.017769,0,0,0.0404981,0.0691831,0.0197905,0.00830327,0.0218266,0.0399652,0.0352799,0.0438182,0.0518932,0.0297522,0.0124151,0.0180031,0.0304089,0.029106,0.0122211,0.024876,0.0178618,0.021027,0,0.0224045,0.0596246,0.0342939,0,0,0.0148283,0,0,0.0459312,0.0604742,0.0522668,0.0232921,0.0188499,0.0572275,0.0346413,0.0303416,0.0597498,0.0202253,0.0544621,0,0.0401241,0.0704913,0.0672291,0.0151499,0.025179,0.0225115,0.0256587,0.0595812,0.0182379,0.032425,0.0113102,0
125,0.030033,0,0,0,0,0.0431585,0,0,0,0,0,0,0,0,0.0711034,0,0,0.0177959,0,0,0.040527,0.0691024,0.019645,0.00847515,0.0220887,0.0398771,0.035159,0.0436557,0.0518616,0.0297592,0.0125995,0.0182073,0.0305458,0.0291738,0.012195,0.0257806,0.0179475,0.0208792,0,0.022028,0.0595198,0.0342882,0,0,0.0148073,0,0,0.0460537,0.0602383,0.051767,0.0236225,0.0193351,0.057435,0.0342899,0.0305613,0.059711,0.0199262,0.054787,0,0.0404548,0.0708305,0.0669182,0.0152451,0.0256624,0.0229144,0.0253888,0.0598416,0.0179978,0.0327705,0.0109282,0
126,0.0299886,0,0,0,0,0.0435853,0,0,0,0,0,0,0,0,0.0713435,0,0,0.0178855,0,0,0.0407638,0.0690611,0.0196603,0.00859624,0.0224854,0.0397726,0.0350825,0.0434752,0.0517985,0.0297748,0.0128661,0.0184892,0.0306816,0.0293183,0.0120757,0.0271159,0.0181439,0.0203341,0,0.0215979,0.0594961,0.0342334,0,0,0.0148648,0,0,0.0461724,0.0599544,0.0510386,0.0240048,0.0198006,0.0576073,0.0339643,0.0307075,0.0597606,0.0197783,0.0551156,0,0.040795,0.0711724,0.0657392,0.0154172,0.0262488,0.0233035,0.025121,0.0601114,0.0177943,0.0331946,0.0105669,0
127,0.0299897,0,0,0,0,0.0440249,0,0,0,0,0,0,0,0,0.0715448,0,0,0.0179612,0,0,0.0409975,0.0690012,0.0197176,0.00872795,0.0225355,0.0396992,0.0350078,0.0434123,0.0518322,0.0298321,0.0129318,0.0187277,0.030726,0.0293311,0.012026,0.0283819,0.0184197,0.0193855,0,0.0211912,0.0594396,0.0341678,0,0,0.0148757,0,0,0.0462498,0.0596417,0.050199,0.0243742,0.0201844,0.0577439,0.0335987,0.0307871,0.0598861,0.0197232,0.0554263,0,0.0410823,0.0714774,0.0635803,0.0154895,0.026844,0.0237427,0.0248168,0.0604116,0.0179113,0.0334952,0.0103674,0
128,0.0309738,0,0,0,0,0.044668,0,0,0,0,0,0,0,0,0.0710088,0,0,0.0174738,0,0,0.0411554,0.0688936,0.0201181,0.00899006,0.0227119,0.0396632,0.0336371,0.0439321,0.0521503,0.0299588,0.0129992,0.0191221,0.0309146,0.0295056,0.0120944,0.0297122,0.018329,0.0200901,0,0.0211636,0.0614061,0.0348627,0,0,0.0147785,0,0,0.0462318,0.0567302,0.0506816,0.0282933,0.0185177,0.059569,0.0329229,0,0.0605867,0.0183462,0.0536621,0.0298843,0.0395629,0.070258,0.0636877,0.0157265,0.0271828,0.02473,0.0235071,0.0631167,0.0179943,0.0333697,0.0104773,0
