Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LANK,LWRA,RTHI
40,0,0.0247405,0,0,0,0,0.0534968,0,0,0,0,0,0,0.061533,0,0.0687641,0,0,0.0142992,0,0,0.024633,0.071388,0.0214501,0.00768023,0.0186069,0.0387329,0.0229511,0.0845103,0.04106,0.0974455,0.0188267,0.0202005,0.0305474,0.0312264,0.0211933,0.0137122,0.0187146,0.0266141,0,0.014231,0.058152,0.0426294,0,0,0.0163956,0,0,0.044367,0.0620347,0.038022,0.013079,0.00990033,0.0492467,0.0432976,0.0809718,0.0687027,0.0229598,0.0589842,0.0353355,0.044653,0.0757899,0.0278225,0.017319,0.0111364,0.0222896,0.0412183,0.0330949,0.0133011,0,0
41,0,0.0247792,0,0,0,0,0.0534728,0,0,0,0,0,0,0.0614696,0,0.0687902,0,0,0.0145956,0,0,0.0244914,0.0712986,0.0214205,0.00779639,0.0184958,0.0386439,0.0230771,0.0844649,0.0410026,0.0975102,0.0191322,0.0202298,0.0305151,0.0311655,0.0211546,0.0134538,0.0187259,0.0268157,0,0.0141687,0.0581886,0.0425835,0,0,0.0163948,0,0,0.0443741,0.0619501,0.0380501,0.0131378,0.00962912,0.0492931,0.0431582,0.0809644,0.0686191,0.023004,0.0589392,0.0352852,0.0446582,0.0757747,0.0274134,0.0171001,0.011312,0.0220934,0.0411786,0.0330245,0.013273,0,0
42,0,0.0238569,0,0,0,0,0.0531357,0,0,0,0,0,0,0.061281,0,0.0681743,0,0,0.0155599,0,0,0.024732,0.0713884,0.0215437,0.00738724,0.0181197,0.0391872,0.0242025,0.0841306,0.0407451,0.0972689,0.0190934,0.0202653,0.0304502,0.0310841,0.0209707,0.0125306,0.01893,0.0240035,0,0.0154064,0.0578133,0.0422342,0,0,0.0164557,0,0,0.0444653,0.0637613,0.0342433,0.01109,0.0103884,0.0488389,0.0432756,0.0786049,0.0660677,0.021705,0.0614739,0.0367971,0,0.0788439,0.0290488,0.0172188,0.0114078,0.0220815,0.0406549,0.0336642,0.0134839,0,0
43,0,0.0248538,0,0,0,0,0.0534356,0,0,0,0,0,0,0.0610869,0,0.0687253,0,0,0.0150989,0,0,0.0247497,0.0711075,0.0213782,0.00799937,0.0181859,0.0385969,0.0233308,0.0843799,0.0411868,0.0976131,0.0191103,0.0201878,0.0304995,0.0311524,0.0207839,0.0128844,0.018838,0.0269768,0,0.0139813,0.0579961,0.0425351,0,0,0.0162831,0,0,0.0444785,0.0619599,0.0382043,0.0132028,0.00979119,0.0494714,0.0428575,0.0808676,0.0685298,0.023099,0.0589227,0.0352319,0.0447142,0.075786,0.027192,0.017144,0.0115457,0.0220779,0.0411242,0.0329497,0.0132442,0,0
44,0,0.0249203,0,0,0,0,0.0533829,0,0,0,0,0,0,0.060797,0,0.0687615,0,0,0.0153287,0,0,0.0249877,0.0710028,0.0212568,0.00810487,0.0180469,0.0385988,0.0234041,0.0843432,0.0415579,0.0974671,0.0193978,0.0202033,0.0305115,0.0311161,0.0203848,0.0126684,0.0189048,0.0271575,0,0.0138438,0.0579589,0.0425674,0,0,0.0162639,0,0,0.0445201,0.0619482,0.0382652,0.0132366,0.00981072,0.0495626,0.0427171,0.0807801,0.0685266,0.023231,0.0588659,0.0352178,0.0446004,0.0757255,0.0272633,0.0171717,0.0114702,0.0221066,0.0411205,0.0329119,0.013243,0,0
45,0,0.024706,0,0,0,0,0.0546808,0,0,0,0,0,0,0.060573,0,0.0688206,0,0,0.0185019,0,0,0.0446185,0.0708522,0.0211582,0.00819205,0.0178839,0.0386382,0.0228095,0.0843308,0.0417728,0.0973173,0.01942,0.020382,0.030537,0.0310542,0.0201046,0.0146462,0.0289406,0.0271375,0,0.0137664,0.0579319,0.0412775,0,0,0.0159906,0,0,0.0443922,0.0618863,0.0383135,0.0133366,0.00977626,0.0497018,0.0428152,0.0809015,0.0685372,0.0233649,0.0588601,0.035186,0.0445549,0.0757599,0.0270897,0.0174086,0.0114631,0.0219833,0.0423594,0.0322472,0.0131948,0.0463752,0
46,0,0.0247306,0,0,0,0,0.0547652,0,0,0,0,0,0,0.0603145,0,0.0688392,0,0,0.0183355,0,0,0.0447922,0.0707425,0.0211197,0.008321,0.0177315,0.0386406,0.0227247,0.0843374,0.0418781,0.0973732,0.019275,0.0205608,0.0305611,0.0309853,0.0198701,0.0146519,0.0291581,0.0272539,0,0.0136741,0.0578894,0.0411896,0,0,0.0158835,0,0,0.0443976,0.0618555,0.0382782,0.0133735,0.00975191,0.0498018,0.0427481,0.0811285,0.0685636,0.0234674,0.0588647,0.0351917,0.0445741,0.075835,0.027046,0.0174463,0.0116108,0.0219311,0.0423468,0.032156,0.0131272,0.0468901,0
47,0,0.0247693,0,0,0,0,0.0548683,0,0,0,0,0,0,0.0599955,0,0.0687459,0,0,0.0182923,0,0,0.0450291,0.0706663,0.0210867,0.00849683,0.017598,0.0386419,0.0224711,0.0843643,0.0419648,0.0978102,0.0192169,0.0206101,0.0305578,0.0310195,0.0196093,0.0146187,0.0288563,0.0274086,0,0.0136215,0.0578227,0.0411292,0,0,0.0157983,0,0,0.0444171,0.0618077,0.038259,0.013347,0.00976342,0.0499016,0.0426998,0.0812686,0.0686223,0.0235525,0.0589222,0.0352378,0.0445607,0.0758052,0.0270734,0.0175763,0.0115988,0.0219286,0.0423904,0.0320305,0.0130114,0.0469573,0
48,0,0.0248125,0,0,0,0,0.05472,0,0,0,0,0,0,0.0596949,0,0.0687296,0,0,0.0187209,0,0,0.0513721,0.0705991,0.0210064,0.00863025,0.0174666,0.0385013,0.0221445,0.0843868,0.0421277,0.0978765,0.0192116,0.0205555,0.0305577,0.0310602,0.0193693,0.0168825,0,0.0274344,0,0.0135955,0.0577883,0.0416496,0,0,0.0157524,0,0,0.0443172,0.0617405,0.0382552,0.0132803,0.00975169,0.0498707,0.0424684,0.0811051,0.0686951,0.0236016,0.0589465,0.0352514,0.0445664,0.0758059,0.0266711,0.017703,0.0114347,0.0219154,0.0422777,0.0319371,0.0129095,0.0314355,0
49,0,0.0248638,0,0,0,0,0.0551084,0,0,0,0,0,0,0.0593682,0,0.0685922,0,0,0.018314,0,0,0.0454167,0.0704968,0.0209374,0.00862119,0.0173658,0.0384813,0.0219532,0.0844752,0.0423066,0.0981489,0.0194549,0.0204603,0.030547,0.0310668,0.0191742,0.0146231,0.0285267,0.0275375,0,0.0135109,0.0578424,0.0409196,0,0,0.0159799,0,0,0.0443136,0.0616424,0.0382136,0.0131462,0.00979943,0.0498133,0.0427777,0.0808813,0.068774,0.0236748,0.0589662,0.0352553,0.0446165,0.075823,0.0263487,0.0178547,0.0114041,0.0217926,0.0426346,0.0315688,0.0128086,0.0467129,0
50,0,0.024954,0,0,0,0,0.0551478,0,0,0,0,0,0,0.0590865,0,0.0685669,0,0,0.0180647,0,0,0.0456273,0.0703833,0.0209005,0.00865124,0.0171677,0.0384261,0.0214838,0.0845312,0.0424629,0.0982769,0.0197445,0.0203652,0.0305231,0.0310607,0.0190022,0.0147765,0.0283339,0.0276704,0,0.0133649,0.0578874,0.0408796,0,0,0.0161318,0,0,0.0443229,0.061533,0.0381181,0.0130441,0.00985825,0.0497955,0.0427962,0.0808377,0.0688952,0.0238135,0.0589448,0.0352443,0.0446281,0.0758648,0.0263533,0.0177839,0.011368,0.0217333,0.04264,0.0313452,0.012756,0.0473575,0
51,0,0.0250048,0,0,0,0,0.0552349,0,0,0,0,0,0,0.0588149,0,0.0684916,0,0,0.0179738,0,0,0.0457581,0.0702819,0.0209081,0.00874094,0.0169091,0.0383539,0.0211705,0.0846125,0.0426295,0.0985728,0.0197426,0.0203475,0.0305612,0.0311212,0.0187604,0.014914,0.028267,0.0278082,0,0.0132079,0.0579069,0.0407817,0,0,0.0161761,0,0,0.0443438,0.0614268,0.0379695,0.0129852,0.00988646,0.0497691,0.0427871,0.0809673,0.0690486,0.0239809,0.0589409,0.0352695,0.0446429,0.0759484,0.0264064,0.0176902,0.011321,0.021673,0.0426631,0.0311152,0.01274,0.0475798,0
52,0,0.0250424,0,0,0,0,0.0553013,0,0,0,0,0,0,0.0585018,0,0.0683967,0,0,0.0178888,0,0,0.0459162,0.0701756,0.02092,0.00884526,0.0166437,0.0382595,0.0209086,0.0846901,0.0427899,0.0988323,0.0195237,0.0204494,0.0306203,0.0311207,0.0184796,0.0150035,0.0282711,0.0278347,0,0.0131526,0.0579312,0.0406602,0,0,0.0163049,0,0,0.0443172,0.0613248,0.0378296,0.013022,0.00995653,0.0497654,0.0426492,0.0810899,0.0692196,0.0241258,0.0589748,0.0352871,0.0448089,0.076052,0.0260329,0.0178605,0.0113061,0.0216247,0.0425632,0.0308832,0.0127579,0.0478294,0
53,0,0.0255614,0,0,0,0,0.0553452,0,0,0,0,0,0,0.0636716,0,0.0693791,0,0,0.0178837,0,0,0.0460304,0.06854,0.01927,0.00779476,0.0163395,0.0385809,0.0207179,0.0833762,0,0.102031,0.0169364,0.0168611,0.0289944,0.0294006,0.0267092,0.015086,0.0282661,0.0275294,0,0.0133589,0.0572771,0.0405069,0,0,0.0162022,0,0,0.0442173,0.0611943,0.0380168,0.0126475,0.00991222,0.049347,0.042105,0.0814342,0.0693399,0.0240128,0.0588671,0.0351527,0.0448292,0.076001,0.0263807,0.0177026,0.0114014,0.0215693,0.0425026,0.0300762,0,0.0480055,0
54,0,0.0251188,0,0,0,0,0.05521,0,0,0,0,0,0,0.057783,0,0.068064,0,0,0.0178634,0,0,0.0460251,0.0700602,0.0209419,0.0090632,0.0161518,0.0381402,0.0204323,0.0848672,0.043342,0.099243,0.0194759,0.0203959,0.0306387,0.0310611,0.0178227,0.0150387,0.0282627,0.0280754,0,0.0131758,0.057967,0.0404561,0,0,0.0164521,0,0,0.0443671,0.0609829,0.0376025,0.0131002,0.00994808,0.0498978,0.0424816,0.0812721,0.0695804,0.0243895,0.0590586,0.0354351,0.045048,0.0762545,0.0256602,0.0178374,0.0114855,0.0217079,0.0422512,0.0303905,0.0127543,0.0483177,0
55,0,0.0247773,0,0,0,0,0.0536787,0,0,0,0,0,0,0.057298,0,0.0677027,0,0,0.018219,0,0,0,0.0700898,0.0208834,0.00898586,0.0161076,0.0379297,0.0205487,0.0850526,0.0437333,0.0994706,0.0194434,0.0202886,0.0306481,0.031061,0.017359,0.013122,0.0379033,0.0281519,0,0.0129461,0.0583791,0.0415991,0,0,0.0166017,0,0,0.0445202,0.0609921,0.0372396,0.0123446,0.00999988,0.0491514,0.0423498,0.0809453,0.0695552,0.0241924,0.0594778,0.035771,0.0453482,0.076581,0.0253241,0.017662,0.0115832,0.0217485,0.0407184,0.0308559,0.0127446,0.0380069,0
56,0,0.0251579,0,0,0,0,0.0550321,0,0,0,0,0,0,0.0566203,0,0.0681307,0,0,0.0180463,0,0,0.0461793,0.0699718,0.020855,0.00916021,0.015835,0.0380384,0.0202819,0.0850009,0.0439261,0.0994789,0.0193232,0.0201586,0.0306478,0.0310408,0.0166754,0.0149276,0.0283322,0.0282018,0,0.0130306,0.0579904,0.0402469,0,0,0.0165292,0,0,0.044619,0.0606076,0.0373442,0.013156,0.010271,0.0500582,0.0422007,0.0811631,0.0698647,0.0244834,0.0591801,0.0354318,0.0451037,0.0764081,0.0251216,0.0176655,0.0115926,0.0216063,0.0419476,0.0298797,0.0127999,0.0486008,0
57,0,0.0247735,0,0,0,0,0.0535058,0,0,0,0,0,0,0.0564836,0,0.0679897,0,0,0.0186219,0,0,0,0.0699644,0.0208558,0.00902209,0.0156958,0.0377842,0.0205972,0.0851582,0.0440627,0.0998533,0.0192195,0.0199863,0.0306635,0.0311299,0.0165812,0.0130999,0.0379759,0.0283937,0,0.012889,0.058451,0.0413992,0,0,0.0165834,0,0,0.0447162,0.0606019,0.0369426,0.0124281,0.0103114,0.0493131,0.0419446,0.0808346,0.069804,0.0242272,0.0595166,0.0357337,0.0453654,0.0767562,0.0249195,0.0175665,0.0117089,0.0215515,0.0402942,0.0302682,0.0127274,0.0382631,0
58,0,0.0251997,0,0,0,0,0.0548825,0,0,0,0,0,0,0.0559835,0,0.0682458,0,0,0.0183823,0,0,0.0464766,0.0698202,0.020923,0.00918968,0.0152494,0.0379088,0.0202692,0.0850685,0.0441567,0.0998799,0.0191367,0.0198624,0.0307081,0.0310821,0.0160064,0.014856,0.0282014,0.0284645,0,0.0130047,0.0581231,0.0399792,0,0,0.0165267,0,0,0.0446646,0.0602,0.0371021,0.0132942,0.0105725,0.0503138,0.0417685,0.0811805,0.0701457,0.0245241,0.0592272,0.0353992,0.0450337,0.0765801,0.0247279,0.0175577,0.0117574,0.0215891,0.0414514,0.0292526,0.0128262,0.0489257,0
59,0,0.0251722,0,0,0,0,0.0547326,0,0,0,0,0,0,0.0556763,0,0.0679849,0,0,0.0185722,0,0,0.0464541,0.0697444,0.0210057,0.00920838,0.0148898,0.0378838,0.0202809,0.0850662,0.0442524,0.100059,0.0190583,0.0198079,0.0307206,0.031054,0.0156808,0.0150276,0.0281812,0.0286866,0,0.0129329,0.0582662,0.0397873,0,0,0.0165503,0,0,0.044604,0.0600254,0.0369676,0.0134119,0.0107279,0.0504107,0.0415302,0.0812273,0.0703007,0.0245513,0.0592704,0.0354261,0.0450461,0.0766137,0.0246997,0.0174331,0.011868,0.0216752,0.0411905,0.028993,0.0129264,0.0490801,0
60,0,0.0251252,0,0,0,0,0.0544507,0,0,0,0,0,0,0.0553612,0,0.0680727,0,0,0.018714,0,0,0.0464186,0.0696844,0.0209453,0.00919842,0.0145827,0.0379141,0.0202416,0.0851091,0.0443404,0.100224,0.0189441,0.0196524,0.0306953,0.0309895,0.0152989,0.0151167,0.0285862,0.0288489,0,0.0128435,0.0583044,0.039676,0,0,0.0165669,0,0,0.0446845,0.05986,0.0369101,0.0134925,0.010883,0.0504643,0.0412521,0.0812601,0.0704157,0.0245727,0.0593078,0.035459,0.0450932,0.0766163,0.0249669,0.0172631,0.0120555,0.021423,0.0410088,0.0287925,0.0130223,0.0494635,0
61,0,0.0250489,0,0,0,0,0.0540506,0,0,0,0,0,0,0.0550026,0,0.0681539,0,0,0.0187962,0,0,0.0464345,0.0696038,0.0208956,0.00912844,0.0142926,0.0379033,0.0202152,0.0850523,0.0444248,0.100279,0.0187871,0.0193473,0.0306753,0.0309331,0.0148508,0.0150978,0.0298101,0.0288554,0,0.012819,0.0583988,0.0396191,0,0,0.0165908,0,0,0.0447134,0.0597028,0.0368772,0.0134942,0.0110193,0.0504048,0.0410068,0.0812184,0.0705442,0.0246205,0.0593403,0.0354196,0.0451169,0.076699,0.0248849,0.0171417,0.0122122,0.0212535,0.0408782,0.0286462,0.0130656,0.0503754,0
62,0,0.0249186,0,0,0,0,0.0536,0,0,0,0,0,0,0.0546633,0,0.0681689,0,0,0.018795,0,0,0.0464204,0.0695793,0.0209011,0.00908522,0.0139837,0.0378732,0.0201578,0.084961,0.0445082,0.100343,0.0186363,0.0190851,0.0306552,0.0309217,0.0143731,0.0151549,0.0294917,0.0287657,0,0.0128425,0.0585336,0.0396816,0,0,0.0165006,0,0,0.0446226,0.0595969,0.0367911,0.0135035,0.0111164,0.0503318,0.0407209,0.0811599,0.0707066,0.0246919,0.0594011,0.0353575,0.0451132,0.0767756,0.0244143,0.0171326,0.011845,0.0213253,0.0406849,0.0285815,0.013103,0.0500501,0
63,0,0.0246104,0,0,0,0,0.0517409,0,0,0,0,0,0,0.0545528,0,0.0680073,0,0,0.0180905,0,0,0.0251036,0.0696035,0.0209376,0.00901607,0.0136736,0.0377351,0.0204276,0.0848968,0.0446008,0.100425,0.0185462,0.0189733,0.0306036,0.0308977,0.0141282,0.0147148,0.0159477,0.0287954,0,0.0127872,0.0587202,0.0413715,0,0,0.0164381,0,0,0.0445458,0.0596414,0.0366105,0.0132085,0.0111193,0.049959,0.0401144,0.0810543,0.0707844,0.0246962,0.0595788,0.035463,0.0452794,0.0769466,0.0241809,0.0168911,0.0115985,0.0214802,0.0390094,0.0291272,0.0131117,0,0
64,0,0.0243178,0,0,0,0,0.0517262,0,0,0,0,0,0,0.0545044,0,0.0679698,0,0,0.0185994,0,0,0.0260315,0.0696314,0.0209771,0.00899499,0.0135573,0.0376511,0.0203737,0.0847438,0.0446288,0.100436,0.0185126,0.0188859,0.0305689,0.0308969,0.0139441,0.0169481,0.014306,0.0290014,0,0.0127323,0.0587652,0.0413871,0,0,0.016284,0,0,0.0443978,0.0596514,0.0364955,0.0130966,0.0111612,0.0498393,0.0399536,0.0810506,0.0708812,0.0247782,0.0596301,0.0355077,0.0453348,0.0770602,0.0241867,0.0169706,0.0114711,0.0215079,0.0390031,0.0289816,0.0131261,0,0
65,0,0.0241434,0,0,0,0,0.0516747,0,0,0,0,0,0,0.054569,0,0.0679955,0,0,0.0194838,0,0,0.0289893,0.069652,0.0210145,0.00891824,0.0135282,0.0375435,0.0204998,0.0846159,0.0446418,0.100432,0.0184904,0.0187769,0.0305554,0.0309017,0.0138616,0.0183037,0.0184107,0.0291223,0,0.0126757,0.0588097,0.0414587,0,0,0.0162357,0,0,0.0442372,0.0596513,0.0363879,0.0130755,0.0112196,0.0498238,0.039833,0.0809862,0.0710103,0.0248802,0.0596106,0.0355055,0.0452951,0.077149,0.0242245,0.0170198,0.0112721,0.0213769,0.0388466,0.0288407,0.0131705,0,0
66,0,0.0238863,0,0,0,0,0.0507956,0,0,0,0,0,0,0.0547382,0,0.0679318,0,0,0.0176258,0,0,0,0.0696885,0.0210662,0.00875751,0.013664,0.0372697,0.0209689,0.0845566,0.0447061,0.100452,0.0184328,0.0186917,0.0305841,0.0309176,0.0139801,0.0180324,0.00917127,0.0291774,0,0.0126055,0.0589733,0.0422415,0,0,0.0161304,0,0,0.0441264,0.0597681,0.0361939,0.0127614,0.0111981,0.0494647,0.039608,0.0807561,0.0710386,0.0248589,0.0597035,0.035622,0.0454183,0.0772594,0.0239161,0.0170388,0.0112293,0.0211066,0.0378448,0.0290938,0.0132191,0,0
67,0,0.0237638,0,0,0,0,0.050734,0,0,0,0,0,0,0.0548841,0,0.0679901,0,0,0.0176863,0,0,0,0.0697486,0.0212067,0.0088367,0.014005,0.037122,0.0211151,0.0844018,0.0446969,0.100408,0.0184409,0.018667,0.0307697,0.03107,0.0140914,0.0177003,0.0080952,0.0293172,0,0.0125495,0.0589339,0.0421783,0,0,0.0161454,0,0,0.0441806,0.0598095,0.0361213,0.0128114,0.0111761,0.0495249,0.039456,0.0807026,0.0710824,0.0248913,0.0597028,0.0356281,0.0454775,0.07727,0.0237162,0.0169125,0.0114699,0.0210426,0.0375589,0.0290278,0.0132165,0,0
68,0,0.0236302,0,0,0,0,0.050718,0,0,0,0,0,0,0.055051,0,0.0680267,0,0,0.0177692,0,0,0,0.069821,0.0213408,0.00904069,0.0145725,0.0370198,0.0212288,0.084284,0.044581,0.100284,0.0186071,0.0187117,0.0310448,0.0313656,0.014185,0.0177993,0.0084954,0.0295142,0,0.0125249,0.0588804,0.0421052,0,0,0.016244,0,0,0.0442543,0.0598323,0.0360954,0.0129165,0.0110817,0.0496174,0.0392903,0.0806424,0.0710931,0.0248748,0.0597045,0.0356414,0.0455118,0.0772558,0.0236752,0.0168837,0.0117142,0.0210644,0.0373252,0.0289874,0.013097,0,0
69,0,0.0235242,0,0,0,0,0.0507487,0,0,0,0,0,0,0.0551677,0,0.0680539,0,0,0.0178321,0,0,0,0.069812,0.0214429,0.00911718,0.0148391,0.0370108,0.0213602,0.0842184,0.0445713,0.100036,0.0186718,0.0187129,0.0311654,0.0314824,0.0142412,0.0180306,0.009087,0.0297126,0,0.0125576,0.0588946,0.0420571,0,0,0.0162785,0,0,0.0442679,0.0598418,0.0360568,0.0130149,0.0109638,0.0496818,0.0392443,0.0805568,0.0710727,0.0248335,0.0596888,0.03563,0.0455091,0.0772281,0.0233237,0.017034,0.0116878,0.0212512,0.0372928,0.0289614,0.0130818,0,0
70,0,0.0234487,0,0,0,0,0.050768,0,0,0,0,0,0,0.0550255,0,0.0680996,0,0,0.0178988,0,0,0,0.069789,0.0215159,0.00912849,0.0148306,0.037056,0.0215139,0.0841979,0.0448375,0.0999096,0.0186557,0.0186882,0.0311856,0.0315096,0.0139749,0.0181158,0.00921895,0.0300102,0,0.0125689,0.0589597,0.0420273,0,0,0.0162827,0,0,0.0443554,0.0598484,0.0360476,0.0131287,0.0109148,0.0497347,0.0392387,0.0805341,0.0709997,0.0247704,0.0596452,0.0356026,0.0455136,0.0771904,0.0230605,0.0170863,0.0115922,0.0213051,0.0372959,0.0289626,0.0132089,0,0
71,0,0.0235852,0,0,0,0,0.0515425,0,0,0,0,0,0,0.0544571,0,0.06817,0,0,0.0199361,0,0,0.0285712,0.0698392,0.0215307,0.009411,0.0146456,0.0372139,0.0212353,0.0841705,0.0454321,0.100628,0.0186944,0.0187683,0.0312637,0.0315745,0.0132082,0.0182659,0.0176675,0.0302819,0,0.0126563,0.0588511,0.0411424,0,0,0.0165089,0,0,0.0445412,0.0597344,0.0361692,0.0136701,0.0109451,0.0502294,0.0393555,0.0806352,0.0709885,0.0248309,0.0594887,0.0354107,0.0453781,0.0770328,0.0227729,0.0169797,0.0118233,0.0210803,0.0378804,0.0286373,0.0133266,0,0
72,0,0.0233784,0,0,0,0,0.0507886,0,0,0,0,0,0,0.0539978,0,0.0679691,0,0,0.0182312,0,0,0,0.0699101,0.0214353,0.00942046,0.0145077,0.0370639,0.0219772,0.0842641,0.0457454,0.100979,0.0185887,0.0187353,0.0312982,0.0316634,0.012566,0.0181148,0.00912137,0.0306138,0,0.0125855,0.0591197,0.0419222,0,0,0.0166821,0,0,0.0446118,0.0597789,0.0360062,0.0135149,0.0108011,0.0498556,0.0392005,0.080496,0.0708457,0.0247097,0.0595985,0.0355541,0.0454734,0.0771904,0.0227278,0.0167422,0.011928,0.020982,0.0369375,0.0289888,0.0134347,0,0
73,0,0.0234098,0,0,0,0,0.0509102,0,0,0,0,0,0,0.0535443,0,0.0679159,0,0,0.0184543,0,0,0,0.0699123,0.0213791,0.00950527,0.0143537,0.037057,0.0222723,0.0842354,0.0456891,0.101049,0.0183497,0.0186511,0.0313128,0.031693,0.0120325,0.0182889,0.00932826,0.0308383,0,0.0125828,0.0591341,0.0418046,0,0,0.0168253,0,0,0.04468,0.0597462,0.035914,0.0137096,0.0107833,0.049914,0.0390888,0.0806144,0.0708186,0.024751,0.0595503,0.0355509,0.0454633,0.077207,0.0224758,0.0165164,0.0119056,0.020954,0.0368331,0.0289561,0.0135217,0,0
74,0,0.0222168,0,0,0,0,0.0500413,0,0,0,0,0,0,0.0535212,0,0.0676789,0,0,0.0203517,0,0,0,0.0702778,0.0215194,0.00931193,0.0139471,0.0376964,0.0243256,0.0839185,0.045533,0.101547,0.0183917,0.0185602,0.0312791,0.0316494,0.012053,0.0162994,0.0206947,0.0300917,0,0.0124643,0.058282,0.0418018,0,0,0.017012,0,0,0.0448741,0.0619198,0.0356228,0.0111856,0.00754563,0.0491989,0.0392203,0.0782841,0.0707891,0.0253557,0.0607969,0.0365551,0.046712,0.0779866,0.0235465,0.0166246,0.0119174,0.0210039,0.0356586,0.0302807,0.0138155,0.0223059,0.0452425
75,0,0.0220824,0,0,0,0,0.0500905,0,0,0,0,0,0,0.0531336,0,0.067534,0,0,0.023155,0,0,0,0.0704362,0.0216403,0.00955428,0.0138323,0.0375808,0.0246715,0.0837809,0.0458244,0.102807,0.0185353,0.0185762,0.0313722,0.0317355,0.0115863,0.0129441,0,0.03023,0,0.012531,0.0584279,0.041364,0,0,0.0172367,0,0,0.0450187,0.0619946,0.0355322,0.0113155,0.00750786,0.049111,0.0392958,0.0783,0.0707132,0.0252589,0.0608377,0.0366826,0.0468453,0.0780516,0.0231982,0.0166112,0.0119103,0.0210438,0.0356453,0.0303362,0.0138996,0.00881549,0.0449901
76,0,0.0236424,0,0,0,0,0.0508729,0,0,0,0,0,0,0.0497891,0,0.0677492,0,0,0.0203374,0,0,0,0.0696245,0.0211075,0.00870972,0,0.037318,0.0235407,0.0845957,0.0464557,0.0985132,0.0184739,0.0191292,0.0312206,0.0310648,0.00786131,0.01533,0,0.0311575,0,0.0128637,0.0600659,0.0413119,0,0,0.0167825,0,0,0.0447773,0.0597029,0.0358037,0.0139013,0.0108691,0.049582,0.0384268,0.0809431,0.070757,0.024779,0.0593491,0.0355134,0.0454558,0.0770459,0.0215583,0.0162292,0.0120646,0.0210281,0.036521,0.028788,0.0137542,0,0
77,0,0.0237049,0,0,0,0,0.0506485,0,0,0,0,0,0,0.0527989,0,0.0684817,0,0,0.0238477,0,0,0,0.0660644,0.018269,0.00346489,0.0229467,0.0399417,0.0260326,0.084591,0.0536515,0,0.0153683,0.0151443,0.0276883,0.0265036,0.0143164,0.0132952,0,0.0296182,0,0.0130684,0.0598697,0.0406921,0,0,0.0160103,0,0,0.0444457,0.0613203,0.0362937,0.00950546,0.00757574,0.0472243,0.0368575,0.0791652,0.0708667,0.0252295,0.0601099,0.0359477,0.0461327,0.0772906,0.0240023,0.0154518,0.0125223,0.0207505,0.0360015,0.0285185,0.0131622,0.00872895,0.0463916
78,0,0.023801,0,0,0,0,0.0507651,0,0,0,0,0,0,0.052431,0,0.0687715,0,0,0.0215921,0,0,0,0.0661614,0.0182777,0.00365655,0.022937,0.0398831,0.0261659,0.0844607,0.053856,0,0.0153533,0.0151391,0.0277587,0.0265992,0.0138908,0.0170523,0.0215592,0.0293735,0,0.0131815,0.0596157,0.0408398,0,0,0.0159178,0,0,0.0444582,0.061296,0.0364596,0.00989938,0.00752213,0.0474077,0.0366542,0.0792816,0.0707645,0.0250954,0.0600171,0.0359215,0.0460272,0.077236,0.0239983,0.0156483,0.0128785,0.0204362,0.0361231,0.0284272,0.0132094,0.0224091,0.0465128
79,0,0.0241444,0,0,0,0,0.0515413,0,0,0,0,0,0,0.049011,0,0.0687268,0,0,0.0213009,0,0,0,0.0645314,0.0212942,0.00125792,0.0185968,0.0400848,0.0257672,0.0885507,0.0495233,0.0723759,0.0157173,0.0175577,0.0321307,0.0318268,0.00763904,0.0189823,0.0106507,0.0301455,0,0.0131078,0.0600291,0.0401321,0,0,0.0158093,0,0,0.0444727,0.0617965,0.0364013,0.00932065,0.0074305,0.0475524,0.0364264,0.0792039,0.0707621,0.025658,0.0597715,0.0360008,0.0458152,0.0772684,0.022368,0.0156991,0.013093,0.0202175,0.0368938,0.0279461,0.0123482,0,0.0462956
80,0,0.0257991,0,0,0,0,0.0511996,0,0,0,0,0,0,0.0523158,0,0.0715706,0,0,0.0223053,0,0,0,0.0587796,0.019419,0.00828232,0,0.0427389,0.0267915,0.0895172,0,0.0810347,0.0132679,0.0153813,0.0300738,0.0289787,0.0145332,0.0173363,0.0209686,0.030013,0,0.013523,0.0595615,0.0406806,0,0,0.0148412,0,0,0.0440162,0.0619478,0.0372299,0.00686918,0.00712879,0.0457253,0.0342475,0.0798757,0.0706792,0.0254993,0.0591348,0.0354244,0.0451639,0.0767528,0.0226694,0.0151299,0.0135143,0.0199563,0.0367417,0.0263938,0.0104883,0.0224201,0.0474777
