Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,RTIBA,RWRA
698,0.0219628,0,0,0,0,0.0485694,0,0,0,0,0,0,0.034457,0,0.0197162,0.073667,0,0,0.0137863,0,0,0.0359665,0.0724842,0.0206362,0.0115878,0.0167923,0.0240987,0.035849,0.0391396,0.0522488,0.0352724,0.0135313,0.0142456,0.027077,0.0295466,0.0110257,0.0149622,0.00722446,0.018548,0.03437,0,0.0156746,0.0673032,0.0321372,0,0,0.0163277,0,0,0.0435112,0.0599721,0.0251527,0.0239052,0.0152154,0.0408777,0.0360669,0.0436916,0.0761468,0.0712983,0.0288331,0.0649137,0.050978,0.0837027,0.0155669,0.0163067,0.0227823,0.0280947,0.0269945,0.0415806,0.00654535
699,0.0220032,0,0,0,0,0.0484762,0,0,0,0,0,0,0.0343501,0,0.0196607,0.0735939,0,0,0.0137791,0,0,0.0358864,0.0725369,0.02056,0.0114936,0.0168394,0.024198,0.0358359,0.0390764,0.05225,0.0353467,0.0136163,0.0143374,0.027101,0.0295804,0.0111002,0.0150201,0.00720106,0.0185854,0.0343807,0,0.015742,0.0673267,0.032034,0,0,0.0165193,0,0,0.0432168,0.0599638,0.0251048,0.0238469,0.0150933,0.0408365,0.0361948,0.043654,0.076063,0.071357,0.0288197,0.0648984,0.0509546,0.0836478,0.0155672,0.0159002,0.0227922,0.0280288,0.0270596,0.0416057,0.00651428
700,0.0220453,0,0,0,0,0.0485579,0,0,0,0,0,0,0.0343644,0,0.0195993,0.0735842,0,0,0.0136226,0,0,0.0358635,0.0725625,0.0206236,0.0114969,0.0168961,0.0243735,0.0358565,0.0390944,0.0522724,0.0353477,0.0136421,0.014334,0.0270277,0.0295168,0.0111482,0.0150598,0.00710696,0.0185222,0.0344601,0,0.0157376,0.0673935,0.0320255,0,0,0.016364,0,0,0.0431886,0.0599074,0.0251534,0.023856,0.0151195,0.0407528,0.0360783,0.0436973,0.0760607,0.071338,0.0287437,0.0649217,0.0508798,0.0836298,0.0154826,0.0163418,0.0226443,0.0280719,0.0270098,0.0416096,0.00658618
701,0.0219766,0,0,0,0,0.0485381,0,0,0,0,0,0,0.0343838,0,0.0197321,0.0736779,0,0,0.0136606,0,0,0.0357147,0.0725568,0.0205337,0.0115134,0.0167651,0.0247413,0.0358787,0.0390904,0.0522591,0.0352738,0.0135596,0.0142327,0.0271239,0.0295625,0.0110034,0.0149202,0.00716111,0.0185877,0.0342899,0,0.0157207,0.0672948,0.0321457,0,0,0.0161367,0,0,0.043213,0.0599717,0.0251308,0.0238697,0.0151054,0.040856,0.0360596,0.043686,0.0760976,0.0713344,0.0287373,0.0650437,0.0508499,0.0837158,0.0156003,0.0167276,0.0226666,0.0280534,0.0269627,0.041555,0.00656795
702,0.0219597,0,0,0,0,0.0484932,0,0,0,0,0,0,0.0343409,0,0.0197129,0.0736594,0,0,0.0137172,0,0,0.0356575,0.072597,0.0204529,0.0114809,0.0167911,0.0248113,0.0358649,0.0390705,0.0522496,0.0352682,0.013549,0.0142302,0.0271603,0.0295463,0.0110005,0.0149193,0.00714269,0.0186285,0.0342918,0,0.0157953,0.0672861,0.0321529,0,0,0.0161059,0,0,0.0431307,0.0599844,0.0251265,0.0238405,0.0150269,0.0408687,0.0361082,0.043669,0.0760446,0.0713634,0.0287263,0.0650628,0.0509133,0.0837161,0.0156036,0.0164136,0.0226885,0.0280263,0.0269914,0.0415807,0.00655652
703,0.022014,0,0,0,0,0.0484489,0,0,0,0,0,0,0.03438,0,0.0196736,0.073664,0,0,0.0136962,0,0,0.0356636,0.0725792,0.0204747,0.011454,0.0168336,0.0245045,0.0357246,0.0391363,0.0522728,0.0352436,0.0134814,0.0141777,0.0270973,0.0294898,0.0109517,0.0148935,0.00710138,0.0185981,0.0343397,0,0.0157132,0.0672616,0.0320971,0,0,0.0163568,0,0,0.0428378,0.0599805,0.0251529,0.0238055,0.0150519,0.0408672,0.0362857,0.0437057,0.0760093,0.0713207,0.0286747,0.0650277,0.0509503,0.0837202,0.0155795,0.0156131,0.0226563,0.0280292,0.0269659,0.0416158,0.0063591
704,0.0220868,0,0,0,0,0.0484847,0,0,0,0,0,0,0.0343925,0,0.0195608,0.0736193,0,0,0.0136049,0,0,0.0357322,0.072608,0.020544,0.0114454,0.0169321,0.024381,0.0356812,0.0391727,0.0522973,0.0352724,0.0135062,0.0141885,0.0269946,0.0294269,0.0110196,0.0149448,0.00700241,0.0185289,0.0344694,0,0.0156509,0.0673325,0.032029,0,0,0.0165919,0,0,0.0427176,0.0599166,0.0251868,0.0237757,0.0150707,0.0407875,0.0363702,0.0437574,0.0760382,0.0712732,0.0286018,0.0650309,0.0509494,0.0836753,0.0154818,0.0153637,0.0225742,0.0280682,0.0269745,0.041645,0.00634968
705,0.0220453,0,0,0,0,0.0484438,0,0,0,0,0,0,0.0343393,0,0.019632,0.0736495,0,0,0.013747,0,0,0.0357538,0.0726359,0.0204213,0.0114285,0.0168538,0.0244242,0.0357372,0.0391252,0.0522924,0.0352762,0.0135058,0.0141868,0.0270744,0.0295071,0.0109674,0.0149403,0.00721348,0.0184867,0.0343073,0,0.0156879,0.0672601,0.032094,0,0,0.0166107,0,0,0.0426698,0.0599409,0.0251335,0.0237424,0.0150034,0.0408691,0.0364349,0.0437264,0.0759393,0.0713306,0.028685,0.0649658,0.0510126,0.0837131,0.0155946,0.0155222,0.0226803,0.0280196,0.0270052,0.0416169,0.00637611
706,0.0220543,0,0,0,0,0.0484452,0,0,0,0,0,0,0.0343243,0,0.0195895,0.0736348,0,0,0.0137686,0,0,0.0359199,0.0726798,0.0204052,0.0114268,0.0169058,0.0244699,0.0357745,0.0391143,0.0522908,0.0353057,0.0135218,0.0142109,0.0270501,0.0294692,0.0110037,0.0150206,0.00741362,0.0182622,0.0343125,0,0.0157767,0.0672978,0.0320975,0,0,0.0166743,0,0,0.0427549,0.0598703,0.0252006,0.0237598,0.014972,0.040791,0.0364419,0.0437351,0.0758316,0.0713902,0.0286648,0.0648975,0.0509612,0.0836793,0.0155738,0.0154959,0.022643,0.0280248,0.0269921,0.0416449,0.00643346
707,0.0220055,0,0,0,0,0.0484086,0,0,0,0,0,0,0.034355,0,0.0197333,0.0737184,0,0,0.0137917,0,0,0.0357791,0.072656,0.0203306,0.0114189,0.0168503,0.0243771,0.0357661,0.0391287,0.0522991,0.0352411,0.0134033,0.0140978,0.0271162,0.0294841,0.0108686,0.0149353,0.0075453,0.018182,0.0341043,0,0.0157548,0.067175,0.0321717,0,0,0.0167207,0,0,0.0428875,0.0599332,0.0251649,0.0237573,0.0150153,0.040862,0.0365115,0.0437011,0.0758935,0.0713545,0.0286876,0.0649258,0.0509766,0.0837445,0.0157213,0.0154668,0.0227197,0.0280222,0.0269543,0.0415861,0.00637606
708,0.0220416,0,0,0,0,0.0484559,0,0,0,0,0,0,0.034384,0,0.0196666,0.073685,0,0,0.013701,0,0,0.0358275,0.0726623,0.0203765,0.0114254,0.0169141,0.0243022,0.0357248,0.039169,0.0523263,0.0352451,0.0133912,0.014077,0.0270202,0.0294136,0.0109039,0.0149581,0.00749229,0.0181087,0.0341431,0,0.0157418,0.0672164,0.0321535,0,0,0.0167994,0,0,0.0429715,0.059905,0.0252113,0.0237607,0.0150671,0.0408086,0.0364739,0.0437296,0.0760127,0.0712806,0.0286164,0.0649288,0.0509852,0.0836927,0.0156693,0.0154056,0.0226551,0.0280787,0.0269478,0.0415944,0.00639765
709,0.0220134,0,0,0,0,0.0484626,0,0,0,0,0,0,0.0343479,0,0.0196765,0.073661,0,0,0.0137289,0,0,0.0358546,0.0726767,0.0203326,0.0114227,0.0168843,0.0242192,0.035728,0.039152,0.0523212,0.0352388,0.0133915,0.0140591,0.0270508,0.0294262,0.0108888,0.0149441,0.00753328,0.0181182,0.0340979,0,0.0158077,0.0672161,0.032129,0,0,0.0167921,0,0,0.0429523,0.0599149,0.0251741,0.0237228,0.0150394,0.0408174,0.0364714,0.0437145,0.0760424,0.0712965,0.0286221,0.0649745,0.0510144,0.0836776,0.0156987,0.0154402,0.0226488,0.0280827,0.0269937,0.0416057,0.00642974
710,0.0219974,0,0,0,0,0.0485767,0,0,0,0,0,0,0.0344297,0,0.0196855,0.0736941,0,0,0.0136833,0,0,0.0358316,0.0726442,0.0203921,0.0114706,0.0168396,0.0240639,0.0357355,0.0391803,0.0523184,0.0351943,0.013311,0.0139952,0.0270575,0.0293581,0.0108141,0.014945,0.00753214,0.0180136,0.0341331,0,0.0157722,0.0672341,0.0321651,0,0,0.0166678,0,0,0.0430781,0.0598997,0.0252009,0.0237508,0.0150954,0.0407676,0.0363546,0.0437598,0.0760569,0.0712912,0.0285825,0.0650256,0.0508742,0.0836808,0.0156818,0.0156858,0.0225491,0.0281581,0.027001,0.0416226,0.00645357
711,0.0219819,0,0,0,0,0.0486552,0,0,0,0,0,0,0.0343801,0,0.0195982,0.0736135,0,0,0.0135979,0,0,0.0357995,0.0726942,0.0203659,0.0114384,0.0169073,0.0240424,0.035833,0.0391209,0.0523,0.0352448,0.0134152,0.0141025,0.0270231,0.0293168,0.0109103,0.0150699,0.00747292,0.0179672,0.0342044,0,0.0158176,0.0673054,0.0321328,0,0,0.0165265,0,0,0.0432747,0.0598706,0.0252017,0.0237242,0.0150852,0.0406315,0.0362071,0.0437614,0.0760528,0.0712787,0.0285599,0.0649529,0.050647,0.0836682,0.0156262,0.0162957,0.02253,0.0281931,0.0270333,0.0416549,0.00665669
712,0.0218836,0,0,0,0,0.0486039,0,0,0,0,0,0,0.0343255,0,0.0196844,0.0736441,0,0,0.0136609,0,0,0.0356564,0.0727165,0.0202029,0.0114177,0.0168316,0.0240661,0.0358946,0.0390452,0.0522641,0.0352282,0.0134155,0.0141058,0.0270667,0.0293908,0.0108387,0.0150371,0.00755312,0.0180438,0.0340536,0,0.0158563,0.0672262,0.0321133,0,0,0.0163395,0,0,0.0433159,0.0599348,0.0251287,0.0237023,0.0150122,0.0407082,0.0362369,0.0437008,0.0760062,0.0713226,0.0286867,0.0649323,0.0507468,0.0837209,0.0157311,0.0167344,0.0226956,0.0281458,0.0270262,0.0416444,0.00666033
