Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,RTIBA,RWRA
1561,0.0215835,0,0,0,0,0.0496893,0,0,0,0,0,0,0.0339613,0,0.0192228,0.0689803,0,0,0.0273304,0,0,0.0277923,0.0691201,0.0167887,0.00400476,0.0201347,0.038125,0.0393411,0.0433731,0.0572282,0.0357377,0.00948764,0.0102599,0.0277918,0.0272716,0.0107616,0.0118211,0,0.0188804,0.0356546,0,0.0163038,0.0649802,0.0301587,0,0,0.0263591,0,0,0.0498123,0.0568121,0.0285907,0.0232535,0.0144387,0.0489534,0.0595574,0.0482538,0.0793741,0.072305,0.0287163,0.0617988,0.047944,0.0806488,0.0152621,0.0305727,0.015667,0.0304855,0.0322319,0.037897,0.0271375
1562,0.0215997,0,0,0,0,0.0497336,0,0,0,0,0,0,0.0341685,0,0.0191733,0.068929,0,0,0.0271778,0,0,0.0276768,0.0691749,0.0167675,0.00405792,0.0201855,0.0381594,0.0390153,0.0431897,0.0571883,0.0357298,0.00953873,0.0103267,0.0277588,0.0272386,0.0104117,0.011575,0,0.0187631,0.0355507,0,0.0162827,0.0650322,0.0302044,0,0,0.0263575,0,0,0.0496631,0.0568205,0.0286424,0.023129,0.014363,0.0489371,0.0598655,0.048342,0.0787946,0.0722532,0.0286896,0.0617991,0.0479168,0.0806656,0.0152654,0.030779,0.0157999,0.0306464,0.0321857,0.0378252,0.0269461
1563,0.0216142,0,0,0,0,0.0497977,0,0,0,0,0,0,0.0343918,0,0.0191382,0.0688409,0,0,0.0270735,0,0,0.0275322,0.0692167,0.0167257,0.00413599,0.02021,0.0381608,0.0386889,0.0431637,0.057055,0.035728,0.00961788,0.0104611,0.0277252,0.0272139,0.0100867,0.0113442,0,0.0186313,0.0355941,0,0.0162303,0.0650451,0.0302751,0,0,0.0262921,0,0,0.0495968,0.0568071,0.0287196,0.0230181,0.0141963,0.0489421,0.060227,0.0485067,0.0779898,0.072203,0.0286193,0.0617638,0.0478761,0.0806622,0.0152762,0.0308223,0.015806,0.0307896,0.0321229,0.0377973,0.0268019
1564,0.0216099,0,0,0,0,0.0498804,0,0,0,0,0,0,0.034548,0,0.0191146,0.0688773,0,0,0.027032,0,0,0.0274622,0.0692188,0.0167105,0.00406107,0.0202042,0.0381404,0.0383442,0.0433249,0.0569096,0.0356818,0.00965225,0.0105844,0.0277056,0.0272,0.0100018,0.0111633,0,0.0185602,0.0353514,0,0.0162811,0.064931,0.030345,0,0,0.0262113,0,0,0.0495373,0.0569283,0.0288372,0.0228285,0.0141102,0.048897,0.0605839,0.0484634,0.0786637,0.0721715,0.0285894,0.061807,0.0479021,0.0807013,0.0155184,0.0308941,0.0157971,0.0308247,0.032086,0.0378078,0.0266303
1565,0.0226525,0,0,0,0,0.0503203,0,0,0,0,0,0,0.0402334,0,0.0176473,0.070453,0,0,0.0265046,0,0,0.0273179,0.0666465,0.0164367,0.00593726,0.0217528,0.0386593,0.0376489,0,0.0591059,0.0363311,0.00947634,0.00940577,0.0269503,0.0267326,0.00950751,0.0108218,0,0.0184718,0.0350681,0,0.0164536,0.0644313,0.0307238,0,0,0.0255948,0,0,0.0492095,0.0570574,0.029099,0.0219796,0.0140068,0.0483651,0.059689,0.0487056,0.0793587,0.0721045,0.0285218,0.061767,0.0478197,0.0806029,0.0157371,0.0303873,0.0158159,0.0313221,0.0310649,0.0377688,0.0262997
1566,0.0226788,0,0,0,0,0.0504397,0,0,0,0,0,0,0.0406408,0,0.0175428,0.0704312,0,0,0.026396,0,0,0.0272732,0.0666035,0.0165157,0.00590737,0.0216239,0.0388527,0.0373561,0,0.0591463,0.0363259,0.00958138,0.0094205,0.0269266,0.0267751,0.00968606,0.0105876,0,0.0183956,0.0351277,0,0.0163985,0.0645108,0.0308195,0,0,0.025514,0,0,0.0491752,0.0571394,0.029062,0.0218126,0.0138936,0.0484497,0.0598763,0.0486761,0.0794383,0.0720943,0.0285143,0.0617899,0.0478465,0.0806294,0.0156745,0.0306381,0.0158294,0.0315106,0.0310693,0.03782,0.0260204
1567,0.0226893,0,0,0,0,0.0505493,0,0,0,0,0,0,0.0405485,0,0.0175476,0.0702485,0,0,0.0263015,0,0,0.0271476,0.0666071,0.0165099,0.00599312,0.0215581,0.0388807,0.0370295,0,0.0590996,0.0362606,0.00961509,0.00945954,0.0268478,0.0267353,0.00972647,0.0103263,0,0.0183146,0.0351252,0,0.0163711,0.0644736,0.0308744,0,0,0.0254553,0,0,0.0491206,0.0571796,0.0291103,0.0217578,0.0138563,0.0484492,0.0602216,0.0486896,0.0793788,0.0720903,0.028468,0.0617852,0.0478771,0.0806424,0.0156627,0.0307407,0.0158703,0.0316592,0.031067,0.0378076,0.0257642
1568,0.0226944,0,0,0,0,0.0506596,0,0,0,0,0,0,0.0405672,0,0.0175675,0.0703158,0,0,0.0262273,0,0,0.0270142,0.0666067,0.0164702,0.0059222,0.0215282,0.0388526,0.0367123,0,0.0590305,0.0362248,0.00962576,0.00951667,0.0267896,0.0266896,0.00976189,0.0100207,0,0.0182912,0.0350938,0,0.0163483,0.0643984,0.0309371,0,0,0.0253562,0,0,0.0490908,0.0572026,0.0291706,0.0217065,0.0137846,0.0484102,0.0606042,0.0486955,0.0793869,0.0720931,0.028367,0.0618153,0.047963,0.0806396,0.0157173,0.0305373,0.0159541,0.031724,0.0310354,0.0378176,0.0255196
1569,0.0227105,0,0,0,0,0.050791,0,0,0,0,0,0,0.0410115,0,0.0176031,0.0703708,0,0,0.0261408,0,0,0.0268893,0.0666139,0.0163648,0.0058942,0.021559,0.0388229,0.0363992,0,0.0589623,0.0362013,0.00964467,0.0095932,0.0267986,0.0266681,0.00979296,0.00979711,0,0.0182985,0.0350855,0,0.0163231,0.0643096,0.0310106,0,0,0.025225,0,0,0.0490616,0.0572393,0.0292038,0.0216154,0.0136978,0.0483543,0.060913,0.048612,0.079435,0.0721064,0.0282677,0.061875,0.0480344,0.0806259,0.015758,0.0306989,0.016028,0.0317712,0.0309751,0.0378398,0.0253142
1570,0.0227472,0,0,0,0,0.0508685,0,0,0,0,0,0,0.0411729,0,0.0176343,0.070328,0,0,0.026037,0,0,0.0268539,0.06662,0.0163006,0.00593758,0.0215382,0.0387476,0.0360838,0,0.0589418,0.0361634,0.00965821,0.00961733,0.0268198,0.0266462,0.00977902,0.00958897,0,0.0182605,0.0349598,0,0.016286,0.0641809,0.0311056,0,0,0.0251826,0,0,0.0490008,0.0572803,0.0292237,0.0215277,0.0136363,0.048272,0.0612432,0.0484699,0.0794949,0.072084,0.0281396,0.0619029,0.0480434,0.0806293,0.0158431,0.030928,0.0160373,0.0319301,0.0308799,0.0378673,0.0250797
1571,0.0227181,0,0,0,0,0.0501145,0,0,0,0,0,0,0.0426972,0,0.017407,0.0627869,0,0,0.0276102,0,0,0.0274816,0.0675963,0.0165867,0.00233324,0.0235193,0.0368236,0.0372833,0,0.060248,0.0398323,0.0111191,0.0110879,0.0275904,0.0276266,0.0107329,0.0104776,0,0.0183317,0.0303244,0,0.0161758,0,0.031091,0,0,0.0257751,0,0,0.0492411,0.0540669,0.0313461,0.026276,0.0141814,0.0449107,0.0619489,0.0505364,0.0816424,0.0727749,0.0268222,0.0604909,0.0467864,0.0793134,0.0207106,0.0314484,0.0161637,0.0310147,0.0302277,0.0361973,0.024909
1572,0.0228625,0,0,0,0,0.0510559,0,0,0,0,0,0,0.0411686,0,0.0177124,0.0707196,0,0,0.0258023,0,0,0.0268241,0.0666788,0.0162426,0.00578601,0.0213272,0.0387823,0.0353946,0,0.0588911,0.0361184,0.00966478,0.00967285,0.026798,0.0266389,0.00984622,0.00915448,0,0.0180785,0.0349225,0,0.016228,0.0642892,0.0313285,0,0,0.0251114,0,0,0.0488918,0.0574365,0.0292113,0.0213036,0.0136267,0.0482098,0.0618469,0.0486299,0.0795282,0.0720928,0.0281144,0.0618895,0.0480145,0.0806557,0.015896,0.0312521,0.0163762,0.0321912,0.0307151,0.0380119,0.0246472
1573,0.0229218,0,0,0,0,0.0511305,0,0,0,0,0,0,0.0411944,0,0.0177774,0.0707407,0,0,0.0257019,0,0,0.0267036,0.0667008,0.0161989,0.00576902,0.0211974,0.0387405,0.0350907,0,0.0588279,0.0360867,0.0097375,0.00969968,0.0267413,0.0266259,0.00990929,0.00891398,0,0.0180227,0.0348787,0,0.0161487,0.0642684,0.0314409,0,0,0.0250571,0,0,0.0488839,0.0575464,0.0292198,0.0211847,0.0136568,0.0481511,0.0620863,0.0485988,0.0795072,0.0720749,0.0280743,0.0619186,0.0480499,0.0806964,0.0159377,0.0314058,0.016514,0.0322805,0.0306117,0.0379873,0.0244118
1574,0.0229924,0,0,0,0,0.0512236,0,0,0,0,0,0,0.0411548,0,0.0178566,0.0705861,0,0,0.0255651,0,0,0.0266201,0.0667226,0.0161427,0.00586595,0.0211483,0.0387018,0.03482,0,0.0587577,0.0360458,0.00986551,0.00971453,0.0266696,0.0266135,0.00989113,0.00874414,0,0.0180032,0.0349259,0,0.0161352,0.0642323,0.0315399,0,0,0.0249151,0,0,0.048851,0.0576577,0.029256,0.0211098,0.013664,0.0481202,0.0622849,0.0485011,0.0795121,0.0720927,0.0280621,0.0619403,0.0480612,0.0807069,0.0159018,0.0315496,0.0165143,0.0323638,0.0304894,0.0380435,0.0240642
1575,0.0230705,0,0,0,0,0.0513105,0,0,0,0,0,0,0.0411087,0,0.0179202,0.0706262,0,0,0.0253899,0,0,0.0266511,0.0667143,0.016099,0.005862,0.0211532,0.0386614,0.0345706,0,0.0587772,0.0360554,0.00997182,0.00973913,0.0266203,0.0266007,0.00985287,0.00861273,0,0.0179351,0.0349939,0,0.0161248,0.0642268,0.0316044,0,0,0.0247616,0,0,0.0487798,0.0577639,0.0292839,0.0210401,0.0137296,0.0481043,0.0624586,0.0483486,0.0795537,0.0721106,0.0280321,0.0619392,0.048132,0.0807173,0.0158311,0.0316743,0.0165184,0.0325358,0.0303918,0.0381001,0.0236951
1576,0.0231233,0,0,0,0,0.0514091,0,0,0,0,0,0,0.0411837,0,0.0179729,0.0708539,0,0,0.0251965,0,0,0.0266609,0.0666911,0.0160421,0.0057573,0.0211742,0.0386008,0.0343244,0,0.0587929,0.0361501,0.0101124,0.00979099,0.0265887,0.0265987,0.00986361,0.00850699,0,0.0178169,0.0351123,0,0.0160553,0.0642278,0.0316504,0,0,0.0247091,0,0,0.0487244,0.057878,0.0292677,0.0209685,0.0139053,0.0480923,0.0626422,0.0481613,0.0795862,0.0721208,0.0280192,0.0619294,0.0481576,0.0807363,0.0157334,0.031801,0.0166385,0.0326347,0.0303153,0.0381106,0.0233823
1577,0.0231453,0,0,0,0,0.0515068,0,0,0,0,0,0,0.041222,0,0.0180181,0.0709081,0,0,0.025011,0,0,0.0265671,0.0666586,0.0159723,0.00574045,0.0212049,0.0384907,0.0340888,0,0.0587244,0.036232,0.010256,0.00987673,0.0265547,0.0265976,0.00987034,0.00842823,0,0.0177618,0.0352269,0,0.0159856,0.0641545,0.0317255,0,0,0.0247297,0,0,0.0486664,0.0579849,0.0292356,0.0209156,0.0139921,0.0480555,0.0628782,0.048048,0.0795842,0.072107,0.0280103,0.0619704,0.0481535,0.0807756,0.0156569,0.0319216,0.0168673,0.0327096,0.0302228,0.0380727,0.0231282
1578,0.0231724,0,0,0,0,0.0515473,0,0,0,0,0,0,0.0411754,0,0.01802,0.0707386,0,0,0.0247743,0,0,0.026428,0.0666303,0.0158802,0.00580817,0.0212297,0.0383488,0.033868,0,0.0586956,0.0362662,0.0103667,0.0100017,0.0265295,0.0266144,0.00982411,0.00839774,0,0.0177069,0.035336,0,0.0160117,0.0640351,0.0318286,0,0,0.024653,0,0,0.0486176,0.0580852,0.0293693,0.0208866,0.0139969,0.0480032,0.063071,0.0480301,0.0795175,0.072064,0.0279825,0.0620691,0.0482054,0.0808288,0.0155992,0.0320498,0.0170254,0.0329372,0.0301264,0.0381137,0.0229025
1579,0.0232298,0,0,0,0,0.0515643,0,0,0,0,0,0,0.0411826,0,0.0180904,0.0707133,0,0,0.0244918,0,0,0.0262911,0.0666319,0.0157971,0.00583721,0.021254,0.0382994,0.0336415,0,0.0586452,0.0362875,0.0104887,0.0101443,0.0264855,0.0266177,0.00975281,0.00841063,0,0.0176628,0.0355714,0,0.0160389,0.0640615,0.0319355,0,0,0.024539,0,0,0.0485799,0.0581604,0.0294635,0.0208466,0.0139562,0.0479783,0.063187,0.0479933,0.0794126,0.0720479,0.0279935,0.0621584,0.0486239,0.0808144,0.0154129,0.0320745,0.0170713,0.0332002,0.0300346,0.0382263,0.0226884
1580,0.0232821,0,0,0,0,0.0516273,0,0,0,0,0,0,0.0412598,0,0.0181719,0.0707378,0,0,0.0241597,0,0,0.0261673,0.0666456,0.015755,0.00582836,0.0212748,0.0382491,0.0334023,0,0.0586363,0.0362901,0.0106387,0.0103011,0.0264927,0.0266377,0.00971183,0.0083846,0,0.0176884,0.0358683,0,0.0160778,0.0640726,0.0320772,0,0,0.0246038,0,0,0.0485103,0.0582032,0.029546,0.0207877,0.0139927,0.0479392,0.0633097,0.0480445,0.0793872,0.0720405,0.0280175,0.0621534,0.049425,0.0807566,0.0151782,0.0321754,0.0170649,0.0332213,0.029934,0.0382261,0.022431
1581,0.0231078,0,0,0,0,0.0515837,0,0,0,0,0,0,0.0391038,0,0,0.0705733,0,0,0.0239042,0,0,0.0261727,0.0673726,0.0135534,0.00577925,0.0216359,0.0380075,0.0332272,0,0.0582652,0.035558,0.00888775,0.00962288,0.0276039,0.0263571,0.0103142,0.00843463,0,0.0176444,0.0356648,0,0.0161047,0.0639102,0.0321403,0,0,0.0247285,0,0,0.0485261,0.0581977,0.0295451,0.0210481,0.0140151,0.047994,0.0637106,0.0480756,0.0793834,0.0719795,0.0278982,0.0622005,0.0495087,0.0808143,0.0153126,0.0323859,0.0170729,0.0331634,0.030043,0.0382191,0.0222147
1582,0.0233761,0,0,0,0,0.0516947,0,0,0,0,0,0,0.0409406,0,0.018409,0.0708032,0,0,0.0234372,0,0,0.0261531,0.0666608,0.0156973,0.00580502,0.0215488,0.0380387,0.032908,0,0.0585774,0.036285,0.0110157,0.0108404,0.0265383,0.0266004,0.00954417,0.0084936,0,0.0175149,0.0357969,0,0.0161137,0.0638951,0.0322919,0,0,0.0246164,0,0,0.0485061,0.0583903,0.0294651,0.0206852,0.0140161,0.0478107,0.0636321,0.0479663,0.0793713,0.071982,0.0280479,0.0622289,0.0487913,0.0808721,0.0151489,0.0322887,0.0170884,0.0333021,0.0297086,0.038216,0.0219727
1583,0.0234215,0,0,0,0,0.0517739,0,0,0,0,0,0,0.0414238,0,0.0183325,0.0708159,0,0,0.0230737,0,0,0.0260807,0.0666235,0.0157654,0.00576856,0.0214608,0.0380106,0.0327035,0,0.0585489,0.0363404,0.0111068,0.010873,0.026522,0.0266946,0.00973505,0.00857479,0,0.0174484,0.0357126,0,0.0160872,0.0639578,0.0323634,0,0,0.0245837,0,0,0.0485312,0.0584992,0.0293899,0.0206217,0.0140927,0.0478093,0.0637781,0.0477563,0.0793362,0.0719768,0.0280451,0.0622836,0.0484848,0.0809554,0.0152096,0.032319,0.0170336,0.0334026,0.0296101,0.0383622,0.0218311
1584,0.0234705,0,0,0,0,0.0518255,0,0,0,0,0,0,0.0415076,0,0.018366,0.0708506,0,0,0.0227707,0,0,0.02587,0.0666191,0.0157277,0.00576698,0.0214904,0.0379891,0.0325442,0,0.0585581,0.0363688,0.0111621,0.0109209,0.02653,0.0267275,0.00974027,0.00868697,0,0.0173732,0.0356721,0,0.0160949,0.0640068,0.0324329,0,0,0.0245669,0,0,0.048558,0.0585959,0.0293508,0.020592,0.0141995,0.0478243,0.0639346,0.0476969,0.0792773,0.071968,0.0280699,0.0623343,0.0484869,0.0810269,0.0152758,0.0322353,0.0171018,0.033617,0.0295313,0.0384579,0.0216809
1585,0.0223125,0,0,0,0,0.0513765,0,0,0,0,0,0,0.0413468,0,0.0184884,0.0700668,0,0,0.0240658,0,0,0.0263293,0.06658,0.0156116,0.00516391,0.0211707,0.0387973,0.0336878,0,0.0582686,0.035717,0.0110224,0.0107481,0.0263364,0.0265001,0.0096483,0.00931971,0,0.0174965,0.0335916,0,0.0171039,0.0628188,0.0318344,0,0,0.0247847,0,0,0.0486866,0.0615773,0.0258044,0.0166862,0.0160676,0.0469422,0.0646261,0.0456099,0.0759887,0.0690516,0.0261217,0,0.0517892,0.0843778,0.0163714,0.0322846,0.0172595,0.0328975,0.0307421,0.0407607,0.0216006
1586,0.0235855,0,0,0,0,0.0519646,0,0,0,0,0,0,0.0415439,0,0.0183998,0.0707853,0,0,0.0224364,0,0,0.0258285,0.0665346,0.0157114,0.0056852,0.0215854,0.0379746,0.032257,0,0.0586204,0.0363897,0.0112174,0.011044,0.0265267,0.0267712,0.00976168,0.00876763,0,0.0173337,0.0354416,0,0.0161858,0.0639357,0.0325471,0,0,0.0246226,0,0,0.0485478,0.0586892,0.0293165,0.0205362,0.0143898,0.0478983,0.064284,0.0477655,0.0790748,0.0718827,0.0282106,0.0624492,0.0486948,0.0811647,0.0154993,0.0321519,0.0174301,0.0338491,0.0293228,0.0384771,0.0213466
1587,0.023638,0,0,0,0,0.051992,0,0,0,0,0,0,0.0414985,0,0.0184315,0.070842,0,0,0.022313,0,0,0.025751,0.0665519,0.0156738,0.00577954,0.0215856,0.037808,0.0321738,0,0.0585896,0.0364309,0.0111803,0.0110355,0.0265121,0.0267564,0.00971753,0.00881777,0,0.0172932,0.0353876,0,0.0161586,0.0638863,0.0326073,0,0,0.0247413,0,0,0.0484975,0.0586817,0.0293201,0.0206217,0.01444,0.0478723,0.0644732,0.0477834,0.0791101,0.071894,0.0282401,0.0624042,0.0486677,0.0811564,0.0155382,0.0323809,0.0175462,0.0338579,0.0292257,0.0384617,0.0212518
1588,0.0236972,0,0,0,0,0.0520237,0,0,0,0,0,0,0.0415296,0,0.0184443,0.0708937,0,0,0.022215,0,0,0.0256754,0.066555,0.0156929,0.00579808,0.0215705,0.0378558,0.0320863,0,0.0586114,0.0364316,0.0112243,0.0110669,0.0265037,0.0267431,0.00972788,0.00901297,0,0.0172635,0.0353962,0,0.0161556,0.0639445,0.0326235,0,0,0.0248235,0,0,0.0485092,0.0587255,0.0292852,0.0206281,0.0144592,0.0479057,0.0646141,0.0477183,0.0790952,0.0719088,0.0281406,0.0623989,0.0486584,0.0811864,0.0155486,0.0324689,0.0174604,0.034012,0.0291643,0.0385049,0.0212218
1589,0.0237432,0,0,0,0,0.0520645,0,0,0,0,0,0,0.0415592,0,0.0184567,0.0709427,0,0,0.0221388,0,0,0.0256365,0.066569,0.0157214,0.00576636,0.021571,0.0378824,0.0320036,0,0.0586468,0.0364361,0.0113046,0.0110845,0.0265067,0.0267401,0.00974847,0.0092145,0,0.0172674,0.0353857,0,0.016159,0.0639889,0.0326342,0,0,0.0248876,0,0,0.0485159,0.0587393,0.0292788,0.0206301,0.0144804,0.0479116,0.0648161,0.0476575,0.0790847,0.0719115,0.0280769,0.0624093,0.0486399,0.0812049,0.0155608,0.0324457,0.0174375,0.0341038,0.0290987,0.0385333,0.0212518
1590,0.0237753,0,0,0,0,0.0520897,0,0,0,0,0,0,0.0415508,0,0.0184621,0.0709505,0,0,0.022079,0,0,0.0255975,0.0665909,0.0157158,0.00576182,0.0215622,0.0378604,0.0319594,0,0.0587577,0.0364076,0.0112806,0.0111174,0.026519,0.0267581,0.00973679,0.00924376,0,0.0173002,0.0353682,0,0.0162017,0.0640088,0.032641,0,0,0.0248055,0,0,0.048514,0.0587545,0.0293235,0.0205984,0.014521,0.0478954,0.0649637,0.0475602,0.079115,0.0718968,0.0280509,0.0624106,0.0486211,0.0811814,0.0155673,0.0324427,0.0175203,0.0340934,0.0290287,0.0385755,0.0211647
1591,0.0237971,0,0,0,0,0.0520995,0,0,0,0,0,0,0.0415444,0,0.0184694,0.0708598,0,0,0.0220016,0,0,0.0255529,0.0666093,0.0157115,0.00585062,0.0215763,0.0378105,0.0319421,0,0.0587309,0.0363673,0.0112943,0.0111253,0.026519,0.0267452,0.00974916,0.00916694,0,0.0173542,0.0353985,0,0.0162649,0.0639632,0.0326475,0,0,0.0247363,0,0,0.0484537,0.0587671,0.0293897,0.0205655,0.0145545,0.0478744,0.0650495,0.0475152,0.0791679,0.0718883,0.0280476,0.062442,0.0486187,0.0811617,0.0155522,0.0324968,0.0175245,0.0341521,0.0289662,0.0386512,0.0210055
1592,0.0238125,0,0,0,0,0.0521481,0,0,0,0,0,0,0.0415305,0,0.0184943,0.070675,0,0,0.0219405,0,0,0.0255224,0.0665957,0.0156932,0.00596306,0.0216264,0.0377454,0.0318859,0,0.0586446,0.0363194,0.0113534,0.0111444,0.0264927,0.026721,0.0097417,0.00931088,0,0.0173755,0.0354249,0,0.0163169,0.0638748,0.0326739,0,0,0.0248377,0,0,0.0483544,0.0587831,0.0294428,0.0205596,0.0145631,0.0478673,0.0652058,0.0475641,0.0791951,0.071869,0.0280275,0.0624812,0.0486325,0.081126,0.0155467,0.0325318,0.0175177,0.0342434,0.0289073,0.0387386,0.0208436
1593,0.023837,0,0,0,0,0.0521971,0,0,0,0,0,0,0.0415589,0,0.0185146,0.0706329,0,0,0.0218971,0,0,0.0254867,0.0665603,0.0156469,0.00599684,0.0216556,0.0376956,0.0318231,0,0.0584499,0.0363112,0.0113043,0.0111611,0.0264777,0.0267191,0.0097445,0.00942498,0,0.0174185,0.0353958,0,0.0163703,0.0638359,0.0326914,0,0,0.0248479,0,0,0.0482928,0.0588331,0.0295032,0.0205063,0.0145421,0.047856,0.0653436,0.0478121,0.0791952,0.0718435,0.0280001,0.0625116,0.0486592,0.081115,0.0155864,0.0325412,0.0175347,0.0342803,0.0288596,0.0387824,0.020709
1594,0.0238797,0,0,0,0,0.0522331,0,0,0,0,0,0,0.0415813,0,0.0185237,0.0707092,0,0,0.0218513,0,0,0.0254545,0.0665313,0.0156546,0.00596888,0.0216807,0.0376499,0.0317828,0,0.0584013,0.0363171,0.0113328,0.011137,0.0264588,0.0267326,0.0098056,0.00961767,0,0.0174822,0.0353501,0,0.0164102,0.0638393,0.032703,0,0,0.0247847,0,0,0.0482707,0.0588909,0.0295475,0.0204578,0.0145289,0.0478374,0.0654282,0.0479712,0.0792188,0.0718068,0.0279782,0.0625338,0.0486291,0.0811349,0.0156311,0.0325561,0.0175601,0.0343144,0.028817,0.0388276,0.0205971
1595,0.0238989,0,0,0,0,0.0522315,0,0,0,0,0,0,0.0416025,0,0.0185214,0.07074,0,0,0.0218417,0,0,0.0253791,0.0665398,0.0156587,0.00594186,0.021716,0.0375944,0.0317561,0,0.0585271,0.0362879,0.0114013,0.0111601,0.0264601,0.0267502,0.00981506,0.00973558,0,0.0175009,0.0353209,0,0.0163861,0.0637902,0.0327209,0,0,0.0247853,0,0,0.0483032,0.0589148,0.0296145,0.0204345,0.0145402,0.0478296,0.0654722,0.0478513,0.0791937,0.0717784,0.0279324,0.062536,0.0486114,0.081156,0.0156591,0.032588,0.0175625,0.0344019,0.028802,0.0388149,0.0205071
1596,0.0239132,0,0,0,0,0.0522275,0,0,0,0,0,0,0.0416582,0,0.0185274,0.0708698,0,0,0.0218383,0,0,0.0252614,0.0665555,0.015643,0.00588133,0.0217262,0.037549,0.0317329,0,0.0585447,0.0362723,0.0114118,0.0112411,0.026474,0.0267474,0.0098356,0.00982345,0,0.0175091,0.0352814,0,0.0163516,0.0636634,0.0327249,0,0,0.0247017,0,0,0.0483383,0.0589318,0.0296848,0.0204239,0.0145584,0.0478193,0.065567,0.0475932,0.0791364,0.0717198,0.0278428,0.0625426,0.0486289,0.081163,0.0156626,0.0325391,0.01753,0.0345334,0.028806,0.0386931,0.0204334
1597,0.0239161,0,0,0,0,0.0522844,0,0,0,0,0,0,0.0416781,0,0.0185477,0.0711788,0,0,0.021814,0,0,0.0252529,0.0665764,0.0156314,0.00571946,0.0216866,0.0375124,0.0316587,0,0.0586417,0.036297,0.0114953,0.0113049,0.0264757,0.0267357,0.00981247,0.00983891,0,0.0175661,0.0352237,0,0.0163721,0.0635739,0.0327079,0,0,0.0245373,0,0,0.0483414,0.0589772,0.02974,0.0203909,0.0145107,0.0478152,0.0656932,0.0478651,0.0790718,0.0716793,0.0277991,0.062561,0.0486255,0.0811696,0.015629,0.0323547,0.01754,0.0344324,0.0288217,0.0386817,0.0203601
1598,0.0237015,0,0,0,0,0.0522698,0,0,0,0,0,0,0.0400216,0,0,0.070929,0,0,0.0218237,0,0,0.0252617,0.0673431,0.0149829,0.00587863,0.0218704,0.037278,0.0316714,0,0.0582392,0.0355176,0.00953822,0.0102046,0.0270245,0.0260501,0.0089389,0.00970306,0,0.0176107,0.0350122,0,0.01634,0.0633666,0.032661,0,0,0.0246833,0,0,0.0484437,0.058913,0.0297217,0.0206767,0.0144026,0.0478805,0.0660514,0.0479919,0.0790729,0.0716152,0.0276097,0.0626071,0.0486907,0.0811808,0.01578,0.0325752,0.0175929,0.034394,0.0290427,0.038751,0.0203281
1599,0.0239554,0,0,0,0,0.0523334,0,0,0,0,0,0,0.0412919,0,0.0186977,0.0710762,0,0,0.0216684,0,0,0.0252321,0.0665638,0.0155811,0.00596334,0.0217951,0.0373189,0.0315428,0,0.0581967,0.0362433,0.0115857,0.0114024,0.0264853,0.0266452,0.00957641,0.00960992,0,0.0175892,0.0352025,0,0.0163442,0.0633748,0.0327557,0,0,0.0247937,0,0,0.0484622,0.0590703,0.029777,0.0202947,0.0144203,0.0477011,0.0658665,0.0480701,0.0791002,0.0715725,0.0276813,0.0626423,0.0487332,0.0811764,0.0156293,0.0323892,0.0176028,0.0345416,0.0288103,0.0387155,0.0202018
1600,0.0239863,0,0,0,0,0.0523645,0,0,0,0,0,0,0.0417556,0,0.0185758,0.071068,0,0,0.0215889,0,0,0.0252204,0.0664359,0.0156318,0.0060542,0.0217117,0.0372631,0.0314276,0,0.057668,0.0362659,0.0116019,0.0112836,0.0264627,0.0266935,0.00989101,0.00983014,0,0.0175151,0.0351684,0,0.016375,0.0633484,0.0327835,0,0,0.0247318,0,0,0.0484929,0.0591443,0.0299636,0.0202092,0.0143856,0.0476759,0.0659224,0.0481996,0.0791143,0.0714948,0.0276231,0.0626849,0.0487784,0.0812139,0.0156846,0.032448,0.0176117,0.0346437,0.0287756,0.0387413,0.0200114
1601,0.0239945,0,0,0,0,0.0524322,0,0,0,0,0,0,0.0417249,0,0.0185857,0.0710661,0,0,0.0214849,0,0,0.0251799,0.0664355,0.0155874,0.00609887,0.0216986,0.0372262,0.0312692,0,0.0577278,0.0363337,0.0115891,0.0113132,0.0264903,0.0267315,0.0098097,0.00990263,0,0.017434,0.0352315,0,0.0163866,0.0633627,0.0327732,0,0,0.0245597,0,0,0.0484617,0.0591961,0.0300489,0.0201766,0.0143127,0.0476304,0.0659679,0.0481991,0.0791478,0.0714739,0.0276174,0.0626899,0.0487432,0.0812348,0.0156932,0.0325709,0.0176928,0.0347252,0.0287732,0.0387931,0.0197926
