Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LANK,LTHI,RTIB
34,0,0.0236498,0,0,0,0,0.0457751,0,0,0,0,0,0,0.0342903,0,0.0732974,0,0,0.0159812,0,0,0.0355975,0.0737683,0.0221947,0.0128219,0.0159933,0.0238348,0.030998,0.0365771,0.0478796,0.0335129,0.0143823,0.0156442,0.0290658,0.0308564,0.0127223,0.0125587,0.00815305,0.0139292,0.0365498,0,0.0134401,0.070254,0.0304969,0,0,0.0160688,0,0,0.0364769,0.055685,0.0278231,0.0257366,0.0145397,0.0414808,0.0395007,0.034879,0,0.0607431,0.0246765,0.0389274,0.0470839,0.0804148,0.0148731,0.0177086,0,0.0229089,0.0273045,0.0239157,0.0212299,0.0293994,0
35,0,0.0236167,0,0,0,0,0.0457436,0,0,0,0,0,0,0.0343281,0,0.0732898,0,0,0.0160177,0,0,0.0356068,0.0737402,0.0221954,0.0128043,0.015981,0.0238172,0.0309692,0.036613,0.0478925,0.0334781,0.0143441,0.0156046,0.0291601,0.0308541,0.0126795,0.0125606,0.00814436,0.0139351,0.0365071,0,0.0134476,0.0702784,0.0304588,0,0,0.0159588,0,0,0.0365765,0.0556868,0.0278184,0.0256951,0.0145725,0.0415018,0.0394181,0.0350773,0,0.0607465,0.0247,0.0389399,0.0470833,0.0804046,0.0148857,0.0175753,0,0.0229892,0.0272458,0.0239266,0.0212648,0.0294135,0
36,0,0.0226975,0,0,0,0,0.0453597,0,0,0,0,0,0,0.0341778,0,0.0729234,0,0,0.0163481,0,0,0.0355027,0.0735215,0.0222846,0.0113815,0.0155239,0.0248641,0.0323451,0.0365151,0.0477438,0.0329613,0.0142818,0.015596,0.0291139,0.0308972,0.013139,0.011853,0.00801106,0.0146902,0.0307082,0,0.0172835,0.0682989,0.0297621,0,0,0.0157907,0,0,0.0366761,0.0597764,0.0234826,0.0218231,0.0200876,0.0408378,0.0395239,0.0334333,0.0603469,0.0573735,0.02387,0.0407385,0.0504463,0.0837696,0.0181336,0.01711,0,0.0230059,0.026453,0.0251227,0.0211155,0.028535,0
37,0,0.0234973,0,0,0,0,0.0456424,0,0,0,0,0,0,0.0343206,0,0.0733249,0,0,0.0161148,0,0,0.0355877,0.073725,0.0221058,0.0128228,0.0159667,0.023807,0.0308914,0.0366219,0.047882,0.0334819,0.0143841,0.0155746,0.0290689,0.0308575,0.0126385,0.0124962,0.00817122,0.0139219,0.0360535,0,0.0137315,0.0703106,0.0303987,0,0,0.0157418,0,0,0.0366019,0.0557482,0.0276589,0.0257347,0.0148282,0.0415133,0.0395051,0.0357404,0,0.0606236,0.0246376,0.0389285,0.0470573,0.080422,0.0150494,0.0173629,0,0.0229687,0.027149,0.024013,0.0212416,0.0293495,0
38,0,0.0234421,0,0,0,0,0.0456476,0,0,0,0,0,0,0.0342594,0,0.0734041,0,0,0.0160877,0,0,0.0355833,0.073706,0.022059,0.0128443,0.0159461,0.0238321,0.0308329,0.0366851,0.0478664,0.0334372,0.0143567,0.0154678,0.0290362,0.0307955,0.0127338,0.0125033,0.00815063,0.013945,0.0364084,0,0.0134589,0.0702528,0.0303741,0,0,0.01575,0,0,0.0366242,0.055728,0.027754,0.0256305,0.0145949,0.0415062,0.0394953,0.0358565,0,0.0607172,0.0247273,0.0389789,0.0470308,0.0804139,0.0149591,0.01746,0,0.0230276,0.0271423,0.0240627,0.0212318,0.0293287,0
39,0,0.0234024,0,0,0,0,0.045647,0,0,0,0,0,0,0.0342128,0,0.0734175,0,0,0.0161077,0,0,0.0355784,0.0737069,0.0220027,0.0128194,0.0159587,0.0238861,0.0308001,0.036741,0.0478821,0.0334413,0.0142828,0.0154464,0.0290142,0.0307698,0.0127517,0.012514,0.00813201,0.013989,0.0363884,0,0.0134655,0.0702644,0.03039,0,0,0.0157266,0,0,0.0366064,0.0557117,0.0277742,0.0255975,0.0145693,0.041507,0.0395819,0.0358687,0,0.0607079,0.0246985,0.0389879,0.0470155,0.0804069,0.0149825,0.0174417,0,0.0230725,0.0271636,0.0240928,0.0212465,0.029342,0
40,0,0.0233312,0,0,0,0,0.0456439,0,0,0,0,0,0,0.0341635,0,0.0734253,0,0,0.0161463,0,0,0.0356055,0.0737058,0.0219605,0.0127864,0.0159582,0.0239179,0.0307925,0.0367888,0.0478784,0.033444,0.0142154,0.0153484,0.0290179,0.0307366,0.0127585,0.0125363,0.00810623,0.0140445,0.036338,0,0.0135087,0.0702646,0.0303841,0,0,0.0156904,0,0,0.0365556,0.0557141,0.0277882,0.0255413,0.014565,0.0414976,0.0396382,0.0360001,0,0.0607029,0.0246652,0.0390028,0.0469808,0.0803935,0.0150061,0.017559,0,0.0229916,0.0271587,0.024138,0.0212594,0.0294159,0
41,0,0.0232645,0,0,0,0,0.0456245,0,0,0,0,0,0,0.0341031,0,0.0734469,0,0,0.0161586,0,0,0.03563,0.0736925,0.0219393,0.0127681,0.0159575,0.0239382,0.0307703,0.0368425,0.0478714,0.0334288,0.0141655,0.0152584,0.0289984,0.0306906,0.0127738,0.0125455,0.00807615,0.0140762,0.036297,0,0.0135244,0.0702551,0.0303795,0,0,0.0156496,0,0,0.0366124,0.0556735,0.0277868,0.0255098,0.0145738,0.041512,0.0396313,0.0360824,0,0.0606957,0.0246351,0.0390574,0.0469355,0.0803769,0.0150281,0.0176661,0,0.0230032,0.0271591,0.0241754,0.0212699,0.0294548,0
42,0,0.0231794,0,0,0,0,0.0456066,0,0,0,0,0,0,0.0340191,0,0.0734626,0,0,0.0161315,0,0,0.0355873,0.0736775,0.0219037,0.0127608,0.0159739,0.0239806,0.0307631,0.0368501,0.047894,0.0334425,0.0141351,0.0151989,0.0289628,0.0306495,0.0128377,0.0125315,0.0080156,0.0140735,0.0362257,0,0.0135613,0.0702359,0.0303754,0,0,0.0156138,0,0,0.0367267,0.055527,0.0277674,0.0254965,0.0145875,0.0415285,0.0396859,0.0361954,0,0.0606901,0.0246338,0.0390547,0.0469411,0.0803638,0.0150671,0.0177014,0,0.0231269,0.0271442,0.0242297,0.0212674,0.0294753,0
43,0,0.0230827,0,0,0,0,0.0455879,0,0,0,0,0,0,0.0339372,0,0.073452,0,0,0.0161264,0,0,0.0355674,0.0736841,0.0218396,0.0127563,0.0159668,0.0240269,0.0307449,0.0368445,0.0479254,0.033437,0.0140324,0.0151815,0.028959,0.0306069,0.0128716,0.0124889,0.00797375,0.0140586,0.0361435,0,0.0135934,0.0702166,0.0303946,0,0,0.0155712,0,0,0.0367335,0.0553696,0.0277548,0.0254492,0.0145882,0.0415466,0.0397966,0.0363917,0,0.0606952,0.0246435,0.0390491,0.0469541,0.0803523,0.0151058,0.0176852,0,0.0231682,0.0271134,0.0242683,0.0212744,0.0295262,0
44,0,0.0230088,0,0,0,0,0.0455957,0,0,0,0,0,0,0.0338925,0,0.0734016,0,0,0.0161849,0,0,0.0356152,0.0737012,0.0217191,0.0127284,0.0159585,0.0240815,0.0306998,0.0368641,0.0479617,0.0334518,0.0139623,0.015207,0.0289795,0.0305621,0.0128542,0.0124781,0.00804755,0.0140461,0.0361698,0,0.0136046,0.070238,0.0304267,0,0,0.0155216,0,0,0.036703,0.0552454,0.0277757,0.0254372,0.0146025,0.0415665,0.0399675,0.0359764,0,0.0606749,0.0246359,0.0390775,0.0469797,0.080336,0.0151119,0.0176579,0,0.0231737,0.0271078,0.0242923,0.0213228,0.0296235,0
45,0,0.0229753,0,0,0,0,0.0456238,0,0,0,0,0,0,0.0338795,0,0.0733304,0,0,0.0161784,0,0,0.0355591,0.0737247,0.0216665,0.0127082,0.0159955,0.0241285,0.0306631,0.0368997,0.0480429,0.0334956,0.0139387,0.0151662,0.0290141,0.0305252,0.0128016,0.0125177,0.00805909,0.0139932,0.0363184,0,0.0135487,0.0702906,0.0304632,0,0,0.0154709,0,0,0.0367345,0.0550918,0.0278311,0.0255124,0.0146169,0.0416029,0.0400522,0.0345888,0,0.0606421,0.0245603,0.0390799,0.046942,0.0802859,0.0150657,0.0176542,0,0.0232198,0.0271306,0.0243064,0.0213713,0.0297382,0
46,0,0.0229342,0,0,0,0,0.0456188,0,0,0,0,0,0,0.0338232,0,0.0732948,0,0,0.0160822,0,0,0.0354019,0.0737304,0.021693,0.0126844,0.016032,0.0241683,0.0306817,0.0369181,0.0480442,0.0335163,0.0139493,0.0151043,0.0289917,0.0305009,0.0128208,0.012574,0.00795984,0.0139419,0.0363382,0,0.013525,0.070308,0.0304651,0,0,0.0154691,0,0,0.0367554,0.0550198,0.0278517,0.025524,0.0146332,0.0416098,0.0401083,0.0339918,0,0.0606261,0.024519,0.039043,0.0467916,0.0802657,0.0150659,0.0176741,0,0.0232552,0.027149,0.0243617,0.0213921,0.0298263,0
47,0,0.022875,0,0,0,0,0.0456143,0,0,0,0,0,0,0.033767,0,0.0732954,0,0,0.0159789,0,0,0.0352171,0.073718,0.0216391,0.012668,0.0160427,0.024198,0.0307013,0.0369427,0.0480473,0.0334951,0.0139018,0.0150106,0.0289681,0.0304509,0.0128967,0.0126135,0.00790813,0.0138771,0.0362741,0,0.0135107,0.070328,0.0304444,0,0,0.0154603,0,0,0.0367617,0.0550192,0.0278672,0.0255233,0.0146678,0.0416002,0.0401264,0.03395,0,0.0606181,0.0245036,0.0389863,0.0466021,0.0802841,0.0151169,0.0176829,0,0.0232652,0.0271294,0.0244292,0.0213865,0.0298648,0
48,0,0.0228122,0,0,0,0,0.0456271,0,0,0,0,0,0,0.0337296,0,0.0733164,0,0,0.0159472,0,0,0.0351514,0.0736872,0.0214753,0.0126185,0.0160481,0.024229,0.0307087,0.0370046,0.0480788,0.0334725,0.0138071,0.0150339,0.0289497,0.0304157,0.0128917,0.0126405,0.00792509,0.0138506,0.0362564,0,0.0135489,0.0703595,0.0304445,0,0,0.0154325,0,0,0.0367938,0.0550491,0.0278612,0.0255435,0.0147045,0.0415989,0.040118,0.0339596,0,0.0606174,0.0244806,0.0390192,0.0466695,0.0802676,0.0151332,0.0176905,0,0.0233106,0.0270766,0.0244854,0.0214124,0.0298721,0
49,0,0.0212766,0,0,0,0,0.0450913,0,0,0,0,0,0,0.0332625,0,0.0719033,0,0,0.0164499,0,0,0.0349895,0.0735028,0.0215887,0.00975879,0.0152605,0.0261299,0.033147,0.0369506,0.0477202,0.0324226,0.0136247,0.0149889,0.0288909,0.0303215,0.0137323,0.011492,0.00773572,0.01519,0.0285086,0,0.0187435,0.0675008,0.0293153,0,0,0.015402,0,0,0.036932,0.0614708,0.020077,0.0188137,0.0232301,0.0403662,0.0402593,0.0312553,0.0575092,0.0545796,0.0232696,0.0425947,0,0.0867784,0.0198948,0.0172595,0,0.0234576,0.0257336,0.0265759,0.0214154,0.0287693,0
50,0,0.0227355,0,0,0,0,0.0456853,0,0,0,0,0,0,0.0336091,0,0.0731187,0,0,0.0160193,0,0,0.0351548,0.0737073,0.0214967,0.0124192,0.0161396,0.024376,0.0306208,0.0370565,0.0481777,0.0335499,0.0137823,0.0149474,0.0289925,0.0303804,0.0129238,0.0126388,0.00802409,0.0137899,0.0354869,0,0.014192,0.0704623,0.0305128,0,0,0.0153472,0,0,0.0368879,0.0552067,0.0275358,0.0255717,0.0153172,0.0417111,0.0401326,0.0340221,0,0.0603106,0.0241505,0.0391019,0.0473601,0.0803221,0.0153649,0.0177387,0,0.0235257,0.0270412,0.0245426,0.0214457,0.0300778,0
51,0,0.0227112,0,0,0,0,0.0456636,0,0,0,0,0,0,0.0335673,0,0.0733043,0,0,0.0159746,0,0,0.0351702,0.0736978,0.0214415,0.0125647,0.0160932,0.0243066,0.0306008,0.0371568,0.0481546,0.0334549,0.0137542,0.0148766,0.0289985,0.0303224,0.0130143,0.0126792,0.00796627,0.0138068,0.0364221,0,0.0135746,0.0704126,0.0304806,0,0,0.0154058,0,0,0.0370391,0.0550852,0.0279487,0.0255615,0.0147621,0.0416698,0.0402047,0.0340256,0,0.0606274,0.0243732,0.0391384,0.0478695,0.0801003,0.0150218,0.0178185,0,0.023792,0.0270146,0.0245996,0.0214793,0.0301572,0
52,0,0.0226789,0,0,0,0,0.0456938,0,0,0,0,0,0,0.0334881,0,0.0732829,0,0,0.0159627,0,0,0.0351763,0.0736849,0.0213013,0.0124963,0.016005,0.0243653,0.0306042,0.0372324,0.0481721,0.0334131,0.0137014,0.0148381,0.0289804,0.0302853,0.0131194,0.0126901,0.00795522,0.0138207,0.0363566,0,0.0135309,0.0704441,0.0305042,0,0,0.015378,0,0,0.0371812,0.0551221,0.0279552,0.0255478,0.0146591,0.0417364,0.04028,0.0339329,0,0.0606572,0.0243543,0.0391215,0.0472104,0.0801206,0.0150946,0.0178996,0,0.0240208,0.0269948,0.0246441,0.0214736,0.0301782,0
53,0,0.0226361,0,0,0,0,0.045717,0,0,0,0,0,0,0.0334184,0,0.0732699,0,0,0.0159495,0,0,0.0351868,0.073672,0.0212183,0.0124499,0.0159875,0.0244087,0.0306193,0.0372963,0.0482097,0.0333897,0.013662,0.0148426,0.0289541,0.0302918,0.0130988,0.0126831,0.00794863,0.0138427,0.0362557,0,0.0135331,0.0704622,0.0305151,0,0,0.0153108,0,0,0.0371301,0.0551549,0.0279551,0.02553,0.0146209,0.0417903,0.0403677,0.0338996,0,0.0606425,0.0243232,0.0390841,0.0467772,0.0801404,0.0151634,0.0179169,0,0.0239348,0.0269772,0.0246871,0.0214935,0.030217,0
54,0,0.0226047,0,0,0,0,0.0457208,0,0,0,0,0,0,0.0333591,0,0.0732561,0,0,0.0159043,0,0,0.0351801,0.0736534,0.0212904,0.0124124,0.0160494,0.0244587,0.0306713,0.0373532,0.0482525,0.0333837,0.0136507,0.0148439,0.0289701,0.0302891,0.0131199,0.0126995,0.00795138,0.0138545,0.0362523,0,0.0135161,0.0704751,0.0305183,0,0,0.0152724,0,0,0.0370856,0.0551687,0.0279691,0.0255036,0.0145825,0.0418189,0.0403902,0.0339327,0,0.0606512,0.0242952,0.0390652,0.0467265,0.0801235,0.0151867,0.0178907,0,0.0238528,0.0269731,0.0247293,0.0215052,0.0302446,0
55,0,0.0225611,0,0,0,0,0.0457037,0,0,0,0,0,0,0.0333018,0,0.0732551,0,0,0.0158652,0,0,0.0351811,0.0736434,0.0213894,0.0123944,0.0160678,0.024493,0.0306454,0.0373887,0.0482572,0.0333837,0.0136489,0.0148461,0.0289841,0.0302758,0.0131841,0.0127189,0.00794748,0.0138471,0.0362555,0,0.0135037,0.0704858,0.0305224,0,0,0.0152625,0,0,0.0370815,0.0551708,0.0279766,0.0255023,0.0145811,0.0418413,0.0403288,0.0339711,0,0.0606703,0.0242642,0.0390959,0.0467752,0.0800933,0.0151953,0.0178405,0,0.0238505,0.0269516,0.0247713,0.0214967,0.0302438,0
56,0,0.0225212,0,0,0,0,0.0457074,0,0,0,0,0,0,0.0332774,0,0.0732623,0,0,0.0158354,0,0,0.0351447,0.0736379,0.0212989,0.0123739,0.0160581,0.0245382,0.0306603,0.0374299,0.0482828,0.0333897,0.0136181,0.0148433,0.0289592,0.0302586,0.0132251,0.0127221,0.00792386,0.013835,0.0362311,0,0.0135233,0.0704715,0.0305387,0,0,0.0152447,0,0,0.03709,0.0551868,0.0280066,0.0255183,0.0145899,0.0418832,0.0403404,0.0339874,0,0.0606814,0.0242749,0.0390893,0.0467918,0.0800773,0.0152156,0.0178145,0,0.0238678,0.0269469,0.0248115,0.0215025,0.0301612,0
57,0,0.02249,0,0,0,0,0.0457348,0,0,0,0,0,0,0.0332431,0,0.0732436,0,0,0.0157959,0,0,0.0351207,0.073648,0.0212498,0.012374,0.0160749,0.0246005,0.0307333,0.0374246,0.0483054,0.0334091,0.0136019,0.0148183,0.028916,0.0302229,0.0132786,0.0127579,0.00790157,0.0138346,0.0361893,0,0.0135319,0.070406,0.0305434,0,0,0.0152272,0,0,0.0370135,0.0552008,0.0280292,0.0255541,0.0146086,0.0419163,0.0404434,0.0340124,0,0.0606749,0.0242683,0.0390696,0.0467898,0.0800756,0.0152509,0.0177891,0,0.023746,0.026963,0.0248638,0.0215099,0.0300664,0
58,0,0.0224632,0,0,0,0,0.0457604,0,0,0,0,0,0,0.0332139,0,0.0732254,0,0,0.0157661,0,0,0.0351216,0.0736329,0.0212218,0.0123582,0.0160949,0.0246403,0.0308012,0.0374297,0.0483248,0.0334289,0.013581,0.0147595,0.0288634,0.0301907,0.0133529,0.0127805,0.00789817,0.0138351,0.0362015,0,0.0134901,0.0703643,0.0305728,0,0,0.0152218,0,0,0.0369794,0.0552348,0.0280287,0.0255942,0.0146248,0.0419577,0.0405198,0.0339992,0,0.0606734,0.024244,0.0390547,0.0467636,0.0800944,0.0152525,0.0177741,0,0.0237225,0.0270092,0.0248954,0.0214851,0.0301419,0
59,0,0.0224506,0,0,0,0,0.0457791,0,0,0,0,0,0,0.0331922,0,0.0732268,0,0,0.0157449,0,0,0.0351276,0.0736113,0.0212341,0.012346,0.0161058,0.0246603,0.0308668,0.0374613,0.0483273,0.0334395,0.013561,0.0147261,0.0288451,0.0301876,0.0133951,0.0127999,0.0079161,0.0137814,0.0362088,0,0.0134796,0.070359,0.0305952,0,0,0.0152265,0,0,0.0369699,0.0552706,0.0280199,0.025644,0.0146495,0.0419865,0.0405492,0.0339969,0,0.0606415,0.0242272,0.0390406,0.0467606,0.080106,0.0152485,0.0177691,0,0.0237889,0.027035,0.0249313,0.0214751,0.0302071,0
60,0,0.022443,0,0,0,0,0.0458049,0,0,0,0,0,0,0.0332183,0,0.0732374,0,0,0.0157285,0,0,0.0351637,0.0735921,0.0212353,0.0123518,0.0161286,0.0246871,0.0309251,0.0374875,0.0483439,0.033436,0.0135336,0.0147201,0.0288963,0.0301722,0.0133965,0.0128194,0.00794988,0.0137302,0.0362263,0,0.0134988,0.0703847,0.0306134,0,0,0.0152235,0,0,0.0369784,0.0552761,0.028031,0.0256684,0.0146519,0.0420143,0.040576,0.0340177,0,0.0606287,0.0242117,0.0390249,0.0467786,0.0800841,0.0152418,0.0177393,0,0.0238173,0.0270585,0.0249517,0.021461,0.0302257,0
61,0,0.0224441,0,0,0,0,0.0458213,0,0,0,0,0,0,0.0332067,0,0.0732254,0,0,0.0157063,0,0,0.0352015,0.0735905,0.0212416,0.0123606,0.0161552,0.0247135,0.0309701,0.0374691,0.0483789,0.0334311,0.0135288,0.0147551,0.0288929,0.0301624,0.0133717,0.0128467,0.00799068,0.0137175,0.0361999,0,0.0134848,0.0704102,0.030633,0,0,0.015227,0,0,0.0369721,0.0552742,0.0280569,0.0256765,0.0146611,0.042051,0.0406456,0.0340128,0,0.0606166,0.0242063,0.0390005,0.0468041,0.0800863,0.0152505,0.0177138,0,0.0238238,0.0270595,0.0249616,0.0214441,0.0302319,0
62,0,0.0224502,0,0,0,0,0.0458398,0,0,0,0,0,0,0.0331784,0,0.0731966,0,0,0.0156967,0,0,0.0352243,0.0735879,0.0212808,0.0123591,0.0161576,0.02475,0.0309707,0.0374423,0.0483985,0.0334259,0.0135346,0.0147686,0.0288422,0.0301735,0.0133656,0.0128481,0.00799626,0.0137897,0.0361633,0,0.0134856,0.0703878,0.0306816,0,0,0.0152064,0,0,0.0369533,0.0552599,0.0280735,0.0256812,0.0146555,0.0420957,0.0407911,0.0339884,0,0.0606319,0.0242096,0.0389972,0.0467942,0.0800945,0.0152888,0.017761,0,0.0238026,0.0270433,0.024966,0.0214332,0.0302563,0
63,0,0.0224502,0,0,0,0,0.0458395,0,0,0,0,0,0,0.0331755,0,0.0731922,0,0,0.0157135,0,0,0.0351963,0.0735984,0.0212511,0.0123481,0.0161686,0.0247912,0.0309589,0.0374455,0.048393,0.0334068,0.0135359,0.0147433,0.0288508,0.0301594,0.0133669,0.0128343,0.00803989,0.0138426,0.0361037,0,0.0134852,0.0703658,0.0307209,0,0,0.0151983,0,0,0.0369185,0.0552492,0.0280628,0.0256898,0.0146918,0.0421196,0.0408405,0.034002,0,0.0606189,0.0241893,0.0390173,0.0467676,0.0800941,0.0153251,0.0177733,0,0.0237485,0.0270234,0.0249826,0.0214322,0.0302749,0
64,0,0.0224602,0,0,0,0,0.0458177,0,0,0,0,0,0,0.0331962,0,0.0731776,0,0,0.0157354,0,0,0.0351633,0.0735955,0.0212301,0.0123394,0.0161848,0.0248137,0.0309541,0.0374551,0.0483931,0.0333774,0.0135132,0.0147155,0.0289041,0.0301407,0.0133418,0.0128099,0.00812218,0.0138829,0.036052,0,0.0134841,0.0703528,0.0307445,0,0,0.0151942,0,0,0.0368902,0.0552762,0.0280649,0.0257001,0.014729,0.0421522,0.0407757,0.0340625,0,0.0605843,0.0241739,0.0390268,0.0467583,0.0800941,0.0153582,0.0177898,0,0.0236786,0.0270125,0.0250084,0.0214359,0.0302731,0
65,0,0.0224636,0,0,0,0,0.0458092,0,0,0,0,0,0,0.0332123,0,0.0731714,0,0,0.0156902,0,0,0.0351714,0.0735646,0.0212096,0.0123351,0.0162017,0.0248258,0.030945,0.0374585,0.0484346,0.0333552,0.0135065,0.0146673,0.0289173,0.0301288,0.0133142,0.0128298,0.00808735,0.0139054,0.0360338,0,0.0134786,0.0703816,0.0307671,0,0,0.0152,0,0,0.0368812,0.0553047,0.0280794,0.0257146,0.0147347,0.0422074,0.0406635,0.0340997,0,0.0605718,0.0241576,0.0390144,0.0467244,0.0800973,0.015375,0.0178133,0,0.0236802,0.0269775,0.0250309,0.0214372,0.030255,0
66,0,0.0215989,0,0,0,0,0.0454914,0,0,0,0,0,0,0.0330569,0,0.0727722,0,0,0.0159631,0,0,0.0350774,0.0733672,0.0213096,0.0109443,0.0157636,0.0258747,0.0323171,0.0372947,0.0482765,0.0328763,0.0134325,0.0146287,0.0288933,0.0301608,0.0137196,0.0121803,0.00793243,0.0146753,0.0305667,0,0.0171057,0.0684813,0.0301887,0,0,0.0151878,0,0,0.0369862,0.0592712,0.023715,0.021923,0.0197002,0.0415922,0.0406744,0.0321759,0.0593838,0.0574129,0.0234152,0.0406835,0.0500416,0.0833693,0.018516,0.0175481,0,0.0237676,0.026227,0.0261982,0.0213196,0.0294356,0
67,0,0.0216064,0,0,0,0,0.0454929,0,0,0,0,0,0,0.0330598,0,0.0727416,0,0,0.0159611,0,0,0.0350882,0.0733388,0.0213138,0.0109333,0.0157369,0.0258632,0.0323332,0.0372878,0.0482714,0.032871,0.0134005,0.0146228,0.0289071,0.0301643,0.0137329,0.0121975,0.00793648,0.0146635,0.0303469,0,0.0172357,0.0682951,0.0302254,0,0,0.0151876,0,0,0.0370774,0.0593313,0.0236374,0.0219358,0.0199007,0.0416214,0.0406255,0.0321858,0.0601708,0.0572732,0.0232943,0.0406747,0.0501198,0.0834514,0.0186939,0.0175575,0,0.0238642,0.0262389,0.0262301,0.0212987,0.0294078,0
68,0,0.0216157,0,0,0,0,0.0454763,0,0,0,0,0,0,0.033067,0,0.0726624,0,0,0.0159683,0,0,0.0350131,0.0733259,0.0212987,0.0108434,0.0157413,0.0258632,0.0323765,0.0373006,0.0482821,0.0328896,0.0133864,0.0146812,0.0289229,0.0301869,0.0137236,0.0122009,0.00797201,0.0146475,0.0302302,0,0.0173158,0.0678733,0.0302531,0,0,0.0151872,0,0,0.0371373,0.0593453,0.0235946,0.0219656,0.0199916,0.0416089,0.0405387,0.0321996,0.0604934,0.0572024,0.0232018,0.0406481,0.0501763,0.083514,0.0187994,0.0175901,0,0.0239285,0.0262514,0.0262514,0.0212583,0.0293345,0
69,0,0.0216177,0,0,0,0,0.0454504,0,0,0,0,0,0,0.0330941,0,0.0726361,0,0,0.0159909,0,0,0.0348707,0.0733143,0.0212787,0.0108111,0.0157524,0.0258736,0.032388,0.0373242,0.0482965,0.0329164,0.0133801,0.0147615,0.0288958,0.0301731,0.0137176,0.012175,0.0080192,0.01461,0.0302316,0,0.0173193,0.0676972,0.0302773,0,0,0.0151935,0,0,0.037163,0.0593087,0.0235984,0.0220154,0.0200106,0.0415928,0.0403916,0.0321923,0.0604759,0.0572056,0.0231596,0.0406456,0.0501983,0.0835227,0.0188144,0.0176091,0,0.0239333,0.0262508,0.0262612,0.0212166,0.0292017,0
70,0,0.0216027,0,0,0,0,0.0454263,0,0,0,0,0,0,0.0330973,0,0.0726655,0,0,0.016008,0,0,0.0348811,0.0733228,0.0212661,0.0108461,0.0157401,0.0258787,0.0323525,0.037325,0.048311,0.0329142,0.0133559,0.0147238,0.0288679,0.0301408,0.0137291,0.01215,0.0080348,0.0146489,0.0302148,0,0.0173124,0.0677194,0.0303169,0,0,0.0152172,0,0,0.0371589,0.0592672,0.0236078,0.022044,0.020022,0.0416046,0.0402659,0.032183,0.0604268,0.057209,0.0231449,0.0406484,0.0501787,0.0835202,0.0188267,0.0176148,0,0.0239123,0.0262231,0.0262736,0.0212096,0.0291489,0
71,0,0.0215989,0,0,0,0,0.045419,0,0,0,0,0,0,0.0330512,0,0.0726759,0,0,0.0160085,0,0,0.0350384,0.073329,0.02125,0.0108751,0.0157548,0.0258937,0.0323562,0.037311,0.0483294,0.0329193,0.0133232,0.0146809,0.0288444,0.0301361,0.0137432,0.0121556,0.00804821,0.0147335,0.0301771,0,0.0173429,0.0676904,0.030346,0,0,0.0152384,0,0,0.0371299,0.0592627,0.023601,0.0220597,0.0200513,0.0416169,0.0402302,0.0322022,0.0604648,0.0571934,0.0231081,0.040657,0.0501643,0.0835132,0.0188451,0.0175945,0,0.0238667,0.0262405,0.0263013,0.0212089,0.0291556,0
72,0,0.0224656,0,0,0,0,0.0457512,0,0,0,0,0,0,0.0332119,0,0.0729562,0,0,0.0156591,0,0,0.0351881,0.0735232,0.0211114,0.0122961,0.016246,0.0248724,0.0310206,0.0374208,0.0484948,0.033466,0.0134157,0.0146501,0.0288834,0.0301245,0.0132708,0.0128279,0.00820738,0.0139132,0.0354851,0,0.0138295,0.0696485,0.0309899,0,0,0.0152611,0,0,0.037049,0.0552373,0.0278827,0.0260013,0.0150089,0.0423074,0.0402056,0.0341505,0,0.0603879,0.0237307,0.0388913,0.0467246,0.0801511,0.0155809,0.0178206,0,0.0238401,0.0270175,0.025157,0.021355,0.0300662,0
73,0,0.0216255,0,0,0,0,0.0454384,0,0,0,0,0,0,0.0330371,0,0.072594,0,0,0.0157682,0,0,0.0350048,0.0732839,0.0212558,0.0108445,0.0157767,0.0260083,0.0323833,0.0373161,0.0483222,0.032901,0.0133168,0.0145731,0.0288662,0.0301135,0.0137723,0.0122345,0.00817727,0.0143862,0.0301749,0,0.0173196,0.0674684,0.030409,0,0,0.0152753,0,0,0.0371817,0.0592182,0.0236133,0.0221247,0.0200185,0.0417027,0.0403937,0.0322066,0.060381,0.057195,0.0230439,0.0406409,0.0501111,0.0835114,0.0188551,0.0175314,0,0.0239184,0.0263304,0.0262937,0.0212231,0.0293511,0
