Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LANK,LTHI,RTIB
1539,0,0.0251396,0,0,0,0,0.0479565,0,0,0,0,0,0,0.024696,0,0.0676696,0,0,0.0258656,0,0,0.0275183,0.0700027,0.0201049,0.00224348,0.0172072,0.0356925,0.0384123,0.0438283,0.0538768,0.0342923,0.00946985,0.0100065,0.0290841,0.0288588,0.0230561,0.0143328,0,0.0247229,0.0336966,0,0.0188735,0.0632691,0.0290105,0,0,0.0283256,0,0,0.0516843,0.0615486,0.0189696,0.0154173,0,0.0454817,0.0485528,0.036028,0.157661,0.0529727,0.0197402,0.0414456,0.0543138,0.088124,0.0158028,0.0236495,0.0291808,0.0202266,0.0256367,0.0292373,0.0208032,0.0330445,0.0670631
1540,0,0.0251296,0,0,0,0,0.0479468,0,0,0,0,0,0,0.0247722,0,0.0677384,0,0,0.0257139,0,0,0.0274797,0.0700269,0.0200839,0.00223871,0.0170743,0.0356491,0.0383657,0.0438441,0.0538364,0.0342513,0.0094777,0.0100227,0.0291152,0.028894,0.0231091,0.0142886,0,0.0247066,0.0338085,0,0.0188632,0.0632514,0.0290317,0,0,0.02829,0,0,0.0517496,0.0616405,0.0188668,0.0153479,0,0.0454743,0.048423,0.0359287,0.157608,0.0530572,0.0198092,0.0413599,0.05406,0.0881396,0.0157889,0.02345,0.0291756,0.020224,0.0256241,0.0291767,0.0208377,0.0330432,0.0670857
1541,0,0.0257116,0,0,0,0,0.0480922,0,0,0,0,0,0,0.0246245,0,0.0680009,0,0,0.0248077,0,0,0.0272445,0.0699296,0.0202374,0.00162456,0.0171752,0.0351792,0.0372209,0.0440344,0.0539714,0.0342666,0.00962654,0.0101793,0.0292168,0.0290032,0.0232543,0.0135857,0,0.0244545,0.0333978,0,0.0196441,0.0638486,0.0295297,0,0,0.0281308,0,0,0.0517133,0.0603202,0.0176593,0.0175569,0,0.0463613,0.0481911,0,0.157587,0.0513539,0.018619,0.0408759,0.0532362,0.0889304,0.0167747,0.0231952,0.0291752,0.0202254,0.0260341,0.0282895,0.0208129,0.0333027,0.0673595
1542,0,0.025161,0,0,0,0,0.0478411,0,0,0,0,0,0,0.024969,0,0.067822,0,0,0.0253841,0,0,0.0274106,0.0701287,0.0201617,0.00203872,0.0173446,0.0354701,0.0382707,0.0437626,0.0537662,0.0342086,0.00980015,0.0100594,0.0291424,0.0289454,0.0227251,0.0142766,0,0.0247093,0.0326091,0,0.0194989,0.0632993,0.0290706,0,0,0.0281415,0,0,0.0517278,0.0619691,0.0185769,0.0155154,0,0.0454883,0.0481032,0.0359508,0.157286,0.0529091,0.0197154,0.0412878,0.0532033,0.088404,0.0166975,0.0230876,0.0292352,0.0203289,0.0254394,0.029015,0.0208205,0.0330423,0.0673004
1543,0,0.0251791,0,0,0,0,0.0478018,0,0,0,0,0,0,0.0249861,0,0.0677935,0,0,0.0252074,0,0,0.0273299,0.0701027,0.0202068,0.00193632,0.0174289,0.0353784,0.0382744,0.0437903,0.0537017,0.0340984,0.00984318,0.0100484,0.0291639,0.0289768,0.0229464,0.0142303,0,0.024669,0.03333,0,0.0191216,0.0632504,0.0290764,0,0,0.028027,0,0,0.0515926,0.0619401,0.0185933,0.0155251,0,0.0455147,0.0478958,0.0357711,0.157411,0.0531676,0.0199243,0.0414444,0.0534657,0.0882666,0.0162621,0.0229473,0.0291527,0.0203866,0.0253006,0.0289606,0.0208268,0.0330239,0.0672192
1544,0,0.0251844,0,0,0,0,0.0477604,0,0,0,0,0,0,0.0250237,0,0.0678436,0,0,0.0249788,0,0,0.0272676,0.0701021,0.020224,0.00184706,0.0174064,0.0352814,0.0383129,0.0437788,0.0535923,0.034022,0.00983758,0.0100321,0.0292043,0.0290184,0.023018,0.014229,0,0.024634,0.0336125,0,0.0190261,0.0631779,0.0290752,0,0,0.0279127,0,0,0.0514503,0.0619513,0.0186065,0.015596,0,0.0455586,0.0477093,0.0356872,0.157202,0.053315,0.020025,0.0414092,0.0538441,0.0881991,0.0159784,0.0226182,0.0293246,0.020607,0.0251642,0.028914,0.0208232,0.0329557,0.067176
1545,0,0.0251813,0,0,0,0,0.0477521,0,0,0,0,0,0,0.0249614,0,0.0678984,0,0,0.0247428,0,0,0.0272439,0.0701112,0.0202202,0.00179502,0.0173855,0.0351808,0.0384164,0.04377,0.0535222,0.0339686,0.00985753,0.0100477,0.0292131,0.0290303,0.0229608,0.0142462,0,0.0246076,0.0334646,0,0.0190132,0.0629613,0.0290442,0,0,0.0278483,0,0,0.0514725,0.0620252,0.0184977,0.0156297,0,0.0455721,0.047467,0.0356216,0.157273,0.0533904,0.0200816,0.0414219,0.0534496,0.08823,0.015994,0.0223625,0.0294845,0.0207611,0.0250257,0.0288768,0.0207875,0.0329221,0.0671706
1546,0,0.0251376,0,0,0,0,0.0477107,0,0,0,0,0,0,0.0249062,0,0.067895,0,0,0.0246563,0,0,0.0271961,0.0701305,0.0201761,0.00167712,0.0173484,0.035119,0.038654,0.0437967,0.0534974,0.0338892,0.00981195,0.0101253,0.0292328,0.0290271,0.0228666,0.0143723,0,0.0246198,0.0332268,0,0.0191728,0.0625723,0.0289856,0,0,0.027761,0,0,0.0515177,0.0622101,0.0183683,0.015571,0,0.0455203,0.0472413,0.0355326,0.159112,0.05334,0.0200774,0.0416041,0.053291,0.0883687,0.0162164,0.0221809,0.0296183,0.0207926,0.0248269,0.0288788,0.0207408,0.032887,0.0672907
1547,0,0.0251242,0,0,0,0,0.0476534,0,0,0,0,0,0,0.0248465,0,0.0678891,0,0,0.0245869,0,0,0.0271237,0.0701573,0.0201829,0.00144645,0.0172823,0.0350793,0.0389652,0.0438198,0.0534417,0.0337898,0.00976418,0.0101074,0.0292735,0.0290722,0.02281,0.0146256,0,0.0246763,0.0329535,0,0.0193634,0.0625645,0.0289275,0,0,0.0276612,0,0,0.0515307,0.0623429,0.01831,0.0156595,0,0.0454713,0.046971,0.0354432,0.160915,0.0533317,0.0200666,0.0418234,0.053309,0.0884504,0.0165099,0.0221514,0.0296977,0.0208637,0.0246688,0.0288475,0.0207789,0.032886,0.0673472
1548,0,0.025453,0,0,0,0,0.0476388,0,0,0,0,0,0,0.0248787,0,0.0679341,0,0,0.0241573,0,0,0.0269743,0.0702411,0.0202689,0.00119952,0.0173671,0.0348603,0.0387701,0.0437797,0.0534198,0.033888,0.00983804,0.0101132,0.0293152,0.0291819,0.0227939,0.0146159,0,0.0246569,0.0325166,0,0.0189191,0.063204,0.0290847,0,0,0.027464,0,0,0.0514961,0.0614958,0.0193795,0.0170529,0,0.0458227,0.046653,0.0355962,0.150178,0.0545646,0.0203347,0.0411589,0.052259,0.0872553,0.0168504,0.0219529,0.0296257,0.0209327,0.0247951,0.0283984,0.0207782,0.0330485,0.0662162
1549,0,0.0280671,0,0,0,0,0.0482182,0,0,0,0,0,0,0.0282513,0,0.0719539,0,0,0.021367,0,0,0.0261696,0.0679893,0.0176788,0.00414042,0.019816,0.0333874,0.0348745,0,0.0561179,0.0347562,0.00744301,0.0081773,0.0300218,0.0288381,0.0157538,0.0124545,0,0.0236853,0.0361463,0,0.0153504,0.0638504,0.0308754,0,0,0.026767,0,0,0.051258,0,0.0293,0.0246092,0,0.0487187,0.045776,0.0374798,0,0.0641252,0.0253739,0.0362001,0.0439689,0.0779792,0.0158728,0.0214525,0.0293309,0.0208805,0.0264569,0.0250869,0,0.0356109,0.0577203
1550,0,0.0273567,0,0,0,0,0.0480536,0,0,0,0,0,0,0.0250456,0,0.068511,0,0,0.021829,0,0,0.0263746,0.0700655,0.0205966,0.00212937,0.0178082,0.0336296,0.0362879,0.0440555,0.0537418,0.0342509,0.0106418,0.0104527,0.0295261,0.0295144,0.0223929,0.0134554,0,0.0240994,0.03363,0,0.0147457,0.0657061,0.030197,0,0,0.0270557,0,0,0.0513715,0.0559387,0.0295321,0.0245573,0.0138001,0.0486812,0.0459158,0.0364809,0.0772298,0.0638455,0.0246035,0.036609,0.0449214,0.0787739,0.0171832,0.0213903,0.0292094,0.0211219,0.0259576,0.0258328,0.0207095,0.0338122,0.0585855
1551,0,0.0276409,0,0,0,0,0.0481159,0,0,0,0,0,0,0.0252072,0,0.0686016,0,0,0.0216521,0,0,0.0262903,0.0699839,0.020677,0.0023351,0.0178695,0.0334679,0.0364385,0.0441264,0.0537634,0.0341684,0.0108396,0.0107223,0.0295236,0.0295589,0.0223149,0.0136419,0,0.0242002,0.0328889,0,0.0148427,0.0659539,0.0301695,0,0,0.0270105,0,0,0.0512634,0.0554862,0.0308538,0.025575,0.0129371,0.0491823,0.0457083,0.0368261,0.0671347,0.0646255,0.0249665,0.036216,0.0440274,0.0781413,0.0178189,0.021202,0.0292019,0.0212525,0.0260519,0.0254382,0.020646,0.0338841,0.0578569
1552,0,0.0287001,0,0,0,0,0.0483375,0,0,0,0,0,0,0.0255212,0,0.0686302,0,0,0.0208458,0,0,0.0259614,0.0701264,0.0209428,0.00350913,0.0182032,0.0329268,0.0354115,0.0441369,0.0539428,0.0346421,0.0111048,0.0110785,0.0296508,0.0297306,0.0217509,0.0130955,0,0.0239925,0.0390245,0,0.0137035,0.0677656,0.0307432,0,0,0.0268101,0,0,0.0512045,0.051084,0.0352811,0.0296968,0.0121126,0.0507063,0.0453035,0.0401657,0,0.067357,0.0252484,0.0356008,0.0400187,0.0744851,0.0167373,0.0208264,0.029217,0.0213207,0.0266639,0.02415,0.0206322,0.0344737,0.0541752
1553,0,0.0288359,0,0,0,0,0.0483873,0,0,0,0,0,0,0.02562,0,0.0687514,0,0,0.0210016,0,0,0.0259805,0.070081,0.0211116,0.00360292,0.0182216,0.032861,0.0360227,0.0441737,0.0538531,0.0344202,0.0111974,0.011423,0.0296777,0.0297799,0.0215217,0.0133937,0,0.0241386,0.0390795,0,0.0135101,0.0675918,0.0306028,0,0,0.0267926,0,0,0.0513532,0.0512162,0.0357197,0.0296486,0.0121759,0.0508727,0.045079,0.0401504,0,0.0675722,0.0254069,0.0356355,0.0399107,0.0741759,0.0168511,0.0204291,0.0292049,0.0214265,0.0265913,0.0240448,0.0205966,0.0343854,0.0540039
1554,0,0.0290015,0,0,0,0,0.0484068,0,0,0,0,0,0,0.0260321,0,0.0688279,0,0,0.0211401,0,0,0.0260219,0.070039,0.0212148,0.00368263,0.0183104,0.032788,0.0365878,0.0442508,0.0537379,0.0342602,0.0112337,0.0118535,0.0296633,0.0297856,0.0212691,0.013612,0,0.0241924,0.0387166,0,0.013551,0.0674788,0.0304608,0,0,0.0267319,0,0,0.0513229,0.0514661,0.035933,0.0296535,0.0122176,0.0510508,0.0448165,0.0401465,0,0.0676651,0.0254986,0.0356011,0.039872,0.073871,0.0169122,0.0201047,0.0292635,0.021625,0.0265321,0.0239455,0.0206064,0.0342778,0.0538982
1555,0,0.0281656,0,0,0,0,0.0481991,0,0,0,0,0,0,0.0259957,0,0.0688139,0,0,0.022261,0,0,0.0263807,0.0698478,0.0211735,0.00251902,0.0181165,0.0332283,0.0388232,0.0442109,0.0533957,0.0335528,0.0111326,0.012035,0.029517,0.0296316,0.0213215,0.0147217,0,0.0246782,0.0318737,0,0.0149423,0.0655269,0.0295073,0,0,0.0267516,0,0,0.0512388,0.0563818,0.031426,0.0255627,0.0129071,0.0497472,0.0447547,0.036897,0.0685585,0.0648944,0.0252871,0.0362645,0.0438181,0.0775524,0.0182153,0.0198654,0.0293386,0.0218529,0.025887,0.0251113,0.0205153,0.0335309,0.0576309
1556,0,0.0282693,0,0,0,0,0.048161,0,0,0,0,0,0,0.0262135,0,0.0689831,0,0,0.0223619,0,0,0.0263837,0.0698054,0.0213032,0.00268713,0.0181474,0.0330713,0.0392852,0.0440073,0.0532613,0.033425,0.0113166,0.0120017,0.0294944,0.0296993,0.0208529,0.0149842,0,0.0248283,0.0320835,0,0.0149931,0.0653595,0.0293693,0,0,0.0266733,0,0,0.0511588,0.0566266,0.0315426,0.0255778,0.0128555,0.049854,0.0445028,0.0371792,0.0684051,0.0649679,0.0253103,0.0360915,0.043755,0.0774719,0.0181638,0.0195292,0.0293093,0.0219125,0.0258038,0.0250369,0.0204633,0.0334981,0.0575767
1557,0,0.0283584,0,0,0,0,0.0482017,0,0,0,0,0,0,0.0266039,0,0.0691317,0,0,0.0224005,0,0,0.0263829,0.0697319,0.0214383,0.00283034,0.0182164,0.0329212,0.039659,0.0435384,0.0531407,0.0333246,0.0116738,0.0118809,0.0295298,0.0297724,0.0204058,0.0151635,0,0.024962,0.0324741,0,0.0150434,0.0652554,0.0292738,0,0,0.0265489,0,0,0.0510828,0.0568088,0.0316,0.0255478,0.0127922,0.0499482,0.0442339,0.0368597,0.0685563,0.0650622,0.0252765,0.0358391,0.043593,0.0773817,0.0179966,0.0194242,0.0292987,0.0219439,0.0257942,0.0249237,0.0204419,0.0335687,0.0575226
1558,0,0.0278747,0,0,0,0,0.0482233,0,0,0,0,0,0,0.0267082,0,0.068936,0,0,0.0230169,0,0,0.0265425,0.0696631,0.0215297,0.00218483,0.0180606,0.0330864,0.0409842,0.0432941,0.052858,0.0328925,0.0118848,0.0118585,0.029514,0.0297357,0.020307,0.0158786,0,0.0252767,0.0370065,0,0.014767,0.0644754,0.0287915,0,0,0.0265534,0,0,0.0510523,0.0577851,0.0300227,0.0232594,0.0141213,0.0492396,0.044116,0.0358713,0.0680067,0.064064,0.024319,0,0.0444145,0.077979,0.0154054,0.0193111,0.0293099,0.0219588,0.0254742,0.0255234,0.0204805,0.0332994,0.0587418
1559,0,0.0279545,0,0,0,0,0.0483987,0,0,0,0,0,0,0.0268893,0,0.0690496,0,0,0.0230626,0,0,0.0265448,0.0696263,0.0217036,0.00224911,0.0180965,0.0330168,0.0412597,0.0434227,0.0527228,0.0328182,0.0121336,0.0120698,0.0295563,0.0297845,0.0201903,0.0158178,0,0.0252715,0.0373504,0,0.0145268,0.064336,0.0288241,0,0,0.0264335,0,0,0.0509846,0.0579656,0.0300899,0.023172,0.014031,0.0493237,0.0438459,0.0358498,0.0680219,0.0641429,0.0244782,0,0.044465,0.0779531,0.015398,0.0190771,0.0293005,0.0219131,0.0254978,0.0254525,0.0205556,0.0333004,0.0587607
1560,0,0.0280194,0,0,0,0,0.0481128,0,0,0,0,0,0,0.0270466,0,0.0692273,0,0,0.0230411,0,0,0.0265918,0.0696394,0.0218565,0.00240034,0.0181919,0.0328546,0.0415166,0.0435302,0.0525343,0.0327608,0.0121545,0.0124156,0.0295724,0.0298013,0.0200845,0.0157292,0,0.0252589,0.0373136,0,0.0144777,0.0642328,0.0288681,0,0,0.0263584,0,0,0.0509146,0.0582036,0.030204,0.0231666,0.0139855,0.0493653,0.0436318,0.0361103,0.06799,0.0642221,0.0243862,0,0.0445882,0.0779491,0.0154249,0.0188695,0.0292345,0.0218499,0.025561,0.0254054,0.0205748,0.033261,0.0587766
1561,0,0.0280552,0,0,0,0,0.0478996,0,0,0,0,0,0,0.0271335,0,0.0694429,0,0,0.0230437,0,0,0.0266006,0.0696538,0.0219959,0.00257636,0.0183467,0.0326966,0.0417797,0.0435092,0.0523543,0.0327252,0.0121057,0.0125862,0.0295852,0.0298006,0.0200961,0.0156819,0,0.0252421,0.0371356,0,0.014546,0.0639572,0.0289155,0,0,0.0262804,0,0,0.0508216,0.0585153,0.03035,0.0231287,0.0139246,0.0493916,0.0434312,0.0366026,0.0679018,0.0643056,0.0240797,0,0.0446371,0.0779374,0.0154192,0.0185979,0.0291487,0.0218078,0.0256117,0.025406,0.0205027,0.0331747,0.0588125
1562,0,0.0280727,0,0,0,0,0.0478378,0,0,0,0,0,0,0.0272186,0,0.0696096,0,0,0.0230386,0,0,0.0265633,0.0696779,0.0221765,0.00275205,0.018498,0.032534,0.0420188,0.0434441,0.0522333,0.0327035,0.0125081,0.012611,0.0296176,0.0298684,0.0200183,0.0156747,0,0.0252382,0.0370512,0,0.0146429,0.0636985,0.0289449,0,0,0.0261932,0,0,0.0507316,0.0587747,0.0305137,0.0231055,0.0138803,0.0494149,0.043212,0.0367173,0.0678279,0.0643692,0.0239218,0,0.0446099,0.0779029,0.0154503,0.0183167,0.029093,0.0218081,0.0255843,0.0254291,0.020471,0.0330963,0.0587349
1563,0,0.0280642,0,0,0,0,0.0477377,0,0,0,0,0,0,0.027306,0,0.0697088,0,0,0.0229845,0,0,0.0265311,0.0697111,0.0223359,0.00290305,0.0185686,0.0323788,0.042243,0.0433341,0.0521155,0.032624,0.0129141,0.0125769,0.0296598,0.0299999,0.0198665,0.0156596,0,0.0252461,0.0369612,0,0.0146083,0.0635197,0.0289646,0,0,0.0260751,0,0,0.0506344,0.0590023,0.030701,0.0230679,0.0138581,0.0494419,0.0429679,0.036629,0.0677646,0.0643953,0.0238862,0,0.0445724,0.077919,0.0156466,0.0181081,0.0290534,0.0218117,0.0254911,0.0254909,0.0204886,0.0330253,0.0585442
1564,0,0.028035,0,0,0,0,0.0476393,0,0,0,0,0,0,0.0273548,0,0.0698474,0,0,0.0228987,0,0,0.0265041,0.069714,0.0224696,0.00300894,0.0185776,0.0322564,0.0424792,0.0432559,0.0519917,0.0325596,0.0132605,0.012491,0.029655,0.0299445,0.0197228,0.0156499,0,0.0252103,0.0369574,0,0.0145594,0.0633555,0.0290404,0,0,0.0259167,0,0,0.0505549,0.0592022,0.0308442,0.0230169,0.0138208,0.0494904,0.0426943,0.0365916,0.0677597,0.0644105,0.0238915,0,0.0445928,0.0779169,0.0157934,0.0178326,0.0290689,0.0218493,0.025348,0.0255549,0.0205186,0.0329319,0.0585146
1565,0,0.0286522,0,0,0,0,0.0478623,0,0,0,0,0,0,0.0307055,0,0.0726874,0,0,0.0223314,0,0,0.0263443,0.0676167,0.0205749,0.00468286,0.0196082,0.032128,0.0419904,0,0.0539812,0.0321565,0.0101611,0.00976202,0.0300519,0.0291276,0.0134489,0.0152238,0,0.0249504,0.0434954,0,0.0134215,0.061199,0.0295843,0,0,0.0255665,0,0,0.0503647,0,0.0314753,0.0223613,0,0.0497529,0.0420711,0.0376042,0,0.0647656,0.0238917,0,0.0436317,0.0766669,0.0165066,0.0174773,0.0291189,0.0217771,0.025521,0.0249507,0,0.034537,0.0579045
1566,0,0.0279827,0,0,0,0,0.0482826,0,0,0,0,0,0,0.0274774,0,0.0701105,0,0,0.022645,0,0,0.0265171,0.0697209,0.0227194,0.00320616,0.0187651,0.032138,0.0430273,0.0431348,0.0518119,0.032418,0.0125248,0.0128982,0.0296984,0.0299208,0.0194744,0.0156315,0,0.0251369,0.0368913,0,0.0144652,0.0632365,0.0293325,0,0,0.0257045,0,0,0.0504161,0.0594891,0.0310609,0.0230622,0.0137584,0.0496731,0.0421559,0.0364096,0.0677792,0.0644528,0.023923,0,0.0446367,0.0776249,0.015869,0.0172321,0.0289798,0.0216656,0.0251178,0.0256701,0.0204847,0.032734,0.0586608
1567,0,0.0279608,0,0,0,0,0.0484542,0,0,0,0,0,0,0.0277283,0,0.0701833,0,0,0.0225389,0,0,0.0264699,0.0697051,0.0227923,0.00332752,0.018821,0.03209,0.0433126,0.0430436,0.0517493,0.032336,0.01226,0.0132382,0.029715,0.0299537,0.0193104,0.0156882,0,0.0251559,0.0368889,0,0.0144901,0.0632253,0.0295116,0,0,0.0256628,0,0,0.0503243,0.0596262,0.0311735,0.0231022,0.0137935,0.0497616,0.0419692,0.036329,0.0677905,0.0644989,0.0239386,0,0.0445952,0.0776003,0.0159135,0.0167653,0.0290542,0.0217862,0.0249499,0.0257217,0.0204684,0.0326799,0.0586644
1568,0,0.027951,0,0,0,0,0.04839,0,0,0,0,0,0,0.0279616,0,0.0702637,0,0,0.022386,0,0,0.0264151,0.0696325,0.0228882,0.00342129,0.0187874,0.0320387,0.0435888,0.0429876,0.0516705,0.0322371,0.0123832,0.0134595,0.0296835,0.0299058,0.01908,0.0157502,0,0.0252087,0.036884,0,0.0145033,0.0631405,0.0296762,0,0,0.0255785,0,0,0.0502574,0.059801,0.0313116,0.023095,0.0138187,0.0498461,0.0418145,0.0362001,0.0677899,0.064553,0.023931,0,0.0445641,0.0775626,0.0159728,0.01637,0.0291161,0.0219001,0.024875,0.0257205,0.020483,0.032669,0.0586741
1569,0,0.0279321,0,0,0,0,0.0482804,0,0,0,0,0,0,0.0281879,0,0.0703469,0,0,0.0222415,0,0,0.0263811,0.0695403,0.0229988,0.00354508,0.0189839,0.0319771,0.0438858,0.0429783,0.0515833,0.0321302,0.0126468,0.0135929,0.0296869,0.0299049,0.0187844,0.0157862,0,0.0250319,0.0367109,0,0.0144959,0.0629975,0.0298114,0,0,0.025443,0,0,0.0502019,0.0600068,0.0314502,0.0230863,0.0138527,0.049933,0.0417085,0.0361842,0.0677949,0.0645918,0.0239376,0,0.0445846,0.0775209,0.016049,0.0159835,0.0291531,0.0219547,0.0248628,0.0256928,0.0205009,0.0325536,0.0586677
1570,0,0.0279051,0,0,0,0,0.0481907,0,0,0,0,0,0,0.0283178,0,0.0704057,0,0,0.0221175,0,0,0.0263638,0.0694334,0.0231167,0.00365557,0.0191338,0.0319192,0.0441894,0.0429505,0.0515122,0.0320427,0.0129233,0.0135926,0.0297054,0.0299282,0.0185351,0.015846,0,0.0248724,0.0363836,0,0.014515,0.0628364,0.0299332,0,0,0.0252742,0,0,0.0501768,0.0602052,0.0315685,0.0230823,0.0139185,0.0500009,0.0416513,0.0362013,0.06783,0.0646658,0.0239626,0,0.0445591,0.0774806,0.0160688,0.0155184,0.0291879,0.0219902,0.0247897,0.0256662,0.0205046,0.0324924,0.0586233
1571,0,0.0278614,0,0,0,0,0.0481113,0,0,0,0,0,0,0.0283737,0,0.0704472,0,0,0.0219868,0,0,0.0263138,0.0693156,0.0232061,0.00369489,0.0192117,0.0319063,0.044497,0.0429636,0.0514838,0.0319915,0.0131157,0.0135418,0.0297085,0.0299395,0.0184526,0.0158591,0,0.0248123,0.0360215,0,0.01454,0.0626233,0.0300828,0,0,0.0251524,0,0,0.050209,0.060387,0.0317103,0.0230613,0.014049,0.0500538,0.041558,0.036168,0.0678298,0.0647651,0.0240087,0,0.0445011,0.0774205,0.0162111,0.0154156,0.029156,0.0219955,0.024745,0.0256073,0.0204639,0.0324637,0.0585662
1572,0,0.0278289,0,0,0,0,0.0480584,0,0,0,0,0,0,0.028368,0,0.0704561,0,0,0.0219012,0,0,0.0262341,0.0691731,0.0232883,0.00369907,0.0192723,0.031933,0.0448574,0.0430169,0.0514749,0.0319802,0.0132496,0.0135829,0.0296854,0.0299591,0.0184833,0.0159663,0,0.0248194,0.0356858,0,0.0145446,0.0624726,0.0302653,0,0,0.0250816,0,0,0.0502369,0.0605966,0.0318972,0.0230265,0.0142076,0.0501126,0.0414226,0.0360603,0.067796,0.0648518,0.0240703,0,0.0444461,0.0773299,0.0164332,0.0155656,0.0290247,0.0219775,0.024718,0.0255258,0.0204118,0.032464,0.0585319
1573,0,0.0278169,0,0,0,0,0.0480647,0,0,0,0,0,0,0.0283098,0,0.070408,0,0,0.0218253,0,0,0.0262297,0.0690474,0.0234403,0.0037031,0.019302,0.03198,0.0452786,0.0431264,0.0514984,0.0320004,0.0133197,0.0137386,0.0296578,0.0299828,0.0185173,0.0161309,0,0.0248552,0.0352956,0,0.0145081,0.0623423,0.0304356,0,0,0.0249423,0,0,0.0502604,0.0608635,0.0321225,0.0229235,0.0143416,0.0501805,0.0413121,0.0359976,0.0677589,0.0649276,0.0241315,0,0.0443749,0.0771878,0.0166751,0.0153976,0.0288663,0.0219241,0.0246575,0.0254805,0.0204743,0.0324959,0.0584742
1574,0,0.027819,0,0,0,0,0.047982,0,0,0,0,0,0,0.0281919,0,0.0703933,0,0,0.021795,0,0,0.0262254,0.0689412,0.0235843,0.00374583,0.0193345,0.031997,0.0457291,0.0432344,0.0515282,0.0320466,0.0133691,0.0138817,0.0296819,0.0300231,0.0185697,0.0162939,0,0.0247637,0.0348094,0,0.0144592,0.0622873,0.0305523,0,0,0.0247903,0,0,0.0501741,0.0611887,0.0322802,0.0227914,0.0143662,0.0502496,0.0412775,0.035988,0.0677696,0.0649801,0.0241757,0,0.0442556,0.0770199,0.0169329,0.015134,0.0286688,0.0217871,0.0244956,0.0254992,0.0205105,0.0325597,0.0583807
1575,0,0.0278151,0,0,0,0,0.0478953,0,0,0,0,0,0,0.0281184,0,0.0704507,0,0,0.0218007,0,0,0.0261722,0.0688404,0.0236675,0.00379184,0.0194083,0.0319853,0.0462096,0.0432683,0.051537,0.0321074,0.0134493,0.013992,0.0297237,0.030075,0.018594,0.0163907,0,0.024586,0.0343443,0,0.0143177,0.0621323,0.0306629,0,0,0.0247492,0,0,0.0500709,0.0615261,0.0325308,0.0227136,0.0142732,0.0502973,0.0412217,0.0359315,0.0678138,0.0649781,0.0241763,0,0.0441492,0.0768356,0.0172247,0.0149325,0.0286481,0.0220004,0.0243192,0.025559,0.020482,0.0326381,0.058268
1576,0,0.027768,0,0,0,0,0.0478002,0,0,0,0,0,0,0.0280205,0,0.0705453,0,0,0.0217652,0,0,0.0261402,0.0687224,0.0237406,0.00388499,0.0194566,0.0319425,0.046664,0.0432933,0.0515662,0.0321534,0.0135421,0.0141684,0.0297794,0.030112,0.0185421,0.0165084,0,0.0247231,0.0339411,0,0.01442,0.0619004,0.030746,0,0,0.024759,0,0,0.0499597,0.0618376,0.0329389,0.0226908,0.0141974,0.0503572,0.0411703,0.0359159,0.0678427,0.0649582,0.0240831,0,0.0440555,0.0766492,0.0174747,0.014747,0.0285969,0.022183,0.0241618,0.0256889,0.020386,0.0326378,0.058172
1577,0,0.0276364,0,0,0,0,0.0476975,0,0,0,0,0,0,0.0279428,0,0.0706544,0,0,0.0217015,0,0,0.0261095,0.0686043,0.0237772,0.00397873,0.0195106,0.0319123,0.0470991,0.0433853,0.0516141,0.0322087,0.0136026,0.0142642,0.0298343,0.0301423,0.0185229,0.0166369,0,0.0248309,0.0334221,0,0.0145673,0.0617042,0.0308297,0,0,0.0246669,0,0,0.0498477,0.0621765,0.0332926,0.0226211,0.0143109,0.0504428,0.0411255,0.0358798,0.0677664,0.0649332,0.0239629,0,0.0439815,0.0765092,0.0178084,0.014428,0.0285372,0.0222558,0.0240709,0.0258747,0.020258,0.0325502,0.0581186
1578,0,0.0274735,0,0,0,0,0.0476128,0,0,0,0,0,0,0.0278662,0,0.0707691,0,0,0.0215556,0,0,0.0260516,0.0684535,0.0238441,0.00408518,0.0195821,0.0318921,0.0475159,0.0434718,0.0516966,0.032257,0.0136082,0.0142064,0.0298852,0.0301674,0.0185796,0.0167492,0,0.0247994,0.0328854,0,0.014716,0.0615169,0.0309232,0,0,0.0246037,0,0,0.0498093,0.0625133,0.0335954,0.022595,0.0144084,0.050549,0.0410744,0.0359871,0.0676919,0.0648856,0.0238068,0,0.0439598,0.0764081,0.0182071,0.0141861,0.0285285,0.0223474,0.0239712,0.026058,0.0202286,0.0325377,0.0581326
