Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA
139,0.0338174,0,0,0,0,0.036521,0,0,0,0,0,0,0.023004,0,0.0229124,0.066705,0,0,0.0136389,0,0,0.0246576,0.0734739,0.0175598,0.00956891,0.0138163,0.0424532,0.0506235,0,0.0443403,0.0513334,0.0374321,0.00964211,0.0104644,0.02536,0.0264635,0.0271358,0.016393,0.0199203,0.0505194,0,0.0177295,0.0682562,0.0392863,0,0,0.0227452,0,0,0.0448743,0.0536895,0.0373166,0.0226981,0.0143193,0.0488719,0.0554402,0.0343547,0.061012,0.0558739,0.0238117,0.057109,0.0318637,0.0430015,0.0756963,0.0156803,0.0139294,0.0151481,0.020125,0.0211324,0.0270684,0
140,0.0332771,0,0,0,0,0.0370055,0,0,0,0,0,0,0.0230949,0,0.0230082,0.0666877,0,0,0.0213284,0,0,0.0378831,0.0735186,0.0175219,0.00935965,0.0137786,0.0423045,0.0544801,0,0.0442947,0.0512734,0.0374747,0.00967847,0.0104427,0.0253444,0.0264337,0.0272199,0.0125733,0.0166388,0.0505582,0,0.0176317,0.0684952,0.0399257,0,0,0.02259,0,0,0.0449246,0.0537891,0.0372042,0.0225076,0.0144024,0.0485394,0.0546385,0.0341033,0.060977,0.0558523,0.0237839,0.057193,0.0319686,0.0431064,0.0757785,0.0156852,0.0145412,0.0151894,0.0202384,0.0216225,0.0268322,0.0189878
141,0.0333521,0,0,0,0,0.0370579,0,0,0,0,0,0,0.0229033,0,0.0230688,0.0666575,0,0,0.0209269,0,0,0.0379938,0.0734962,0.0175053,0.00941015,0.0137617,0.0424427,0.0545448,0,0.044327,0.0512998,0.0374721,0.00962429,0.0104497,0.0252847,0.026359,0.027475,0.0128196,0.0167564,0.0505313,0,0.017624,0.0684835,0.039872,0,0,0.0226498,0,0,0.0448829,0.053739,0.037243,0.0226542,0.0144257,0.0486935,0.0546669,0.033959,0.0610368,0.0558844,0.0237059,0.0571706,0.0319336,0.0431222,0.0757605,0.0157295,0.0144622,0.0150119,0.0203852,0.0215246,0.0267407,0.0193491
142,0.0334038,0,0,0,0,0.0371544,0,0,0,0,0,0,0.022673,0,0.0231474,0.0666457,0,0,0.0209136,0,0,0.038027,0.0734692,0.0174718,0.00946334,0.0137138,0.042544,0.0547506,0,0.0443042,0.0513205,0.0374261,0.00960693,0.0104002,0.0251797,0.0262511,0.0277348,0.0129378,0.0167579,0.0505087,0,0.0175858,0.0684482,0.0398127,0,0,0.0227284,0,0,0.0448341,0.0537034,0.037276,0.0227352,0.0144559,0.0487984,0.0545919,0.0340447,0.0610373,0.0559003,0.0236478,0.0571902,0.0319075,0.0431734,0.0757676,0.0157609,0.014409,0.0147542,0.0204027,0.0215109,0.0266228,0.0192922
143,0.0334492,0,0,0,0,0.0372608,0,0,0,0,0,0,0.022436,0,0.0232099,0.0666009,0,0,0.020985,0,0,0.0380214,0.0734591,0.0174351,0.00945575,0.013689,0.0426184,0.054969,0,0.0442191,0.0513204,0.0373541,0.00958469,0.0102666,0.025063,0.0261537,0.0280145,0.013049,0.0167793,0.0505419,0,0.0175276,0.0684317,0.0397556,0,0,0.022772,0,0,0.0447806,0.0536548,0.0372688,0.022813,0.0144932,0.0488704,0.0544691,0.0341485,0.0610422,0.055909,0.0235968,0.0572086,0.0318853,0.0432031,0.0757578,0.0157906,0.0143684,0.0144969,0.020285,0.0215534,0.0264953,0.0192794
144,0.0335104,0,0,0,0,0.0373071,0,0,0,0,0,0,0.0222165,0,0.0232675,0.0665198,0,0,0.0210406,0,0,0.0378986,0.0734804,0.0174195,0.00947704,0.0136927,0.0426617,0.0551146,0,0.0443293,0.0513125,0.0372792,0.00947372,0.0102253,0.0249793,0.0261043,0.028358,0.0132053,0.0168209,0.0506528,0,0.0174113,0.0684509,0.0396922,0,0,0.022787,0,0,0.044714,0.0536269,0.0372399,0.0228891,0.0145112,0.0488869,0.0543562,0.0342061,0.0609943,0.0559276,0.0235393,0.057209,0.0318721,0.0432088,0.0757304,0.0158701,0.0144514,0.0142224,0.0200136,0.0215883,0.0263692,0.0190479
145,0.0335657,0,0,0,0,0.03738,0,0,0,0,0,0,0.0220636,0,0.0233355,0.0664319,0,0,0.0211448,0,0,0.0378215,0.0734792,0.0174538,0.00958958,0.0136586,0.0426661,0.0552446,0,0.0444925,0.0513338,0.0372668,0.00949665,0.0102211,0.0249232,0.0260606,0.0285961,0.0132962,0.0168852,0.0507777,0,0.0172689,0.0684989,0.039638,0,0,0.0227837,0,0,0.0446913,0.0536646,0.0371801,0.0229541,0.0145088,0.0488709,0.0543017,0.0341962,0.0609608,0.0559522,0.0235305,0.0571867,0.0318457,0.0431686,0.0757105,0.0159556,0.0144716,0.0140449,0.0200719,0.0216256,0.0262171,0.0188763
146,0.033604,0,0,0,0,0.0374723,0,0,0,0,0,0,0.0220528,0,0.0233896,0.0663928,0,0,0.0212638,0,0,0.0377984,0.0734839,0.017522,0.00974589,0.0136223,0.0426455,0.0553873,0,0.0446318,0.0513919,0.0372747,0.00967086,0.0102006,0.0248952,0.0260611,0.0286523,0.0133076,0.0170016,0.0509194,0,0.0171704,0.0685334,0.0396089,0,0,0.0227967,0,0,0.0447563,0.053731,0.0371805,0.0229917,0.0145468,0.0488792,0.0542273,0.034224,0.0609459,0.0559586,0.0235461,0.0571857,0.0318001,0.0431176,0.075688,0.0160866,0.0143689,0.0139343,0.0204767,0.0216895,0.0260578,0.0187712
147,0.0336432,0,0,0,0,0.0375746,0,0,0,0,0,0,0.0220368,0,0.0233886,0.0663926,0,0,0.0213803,0,0,0.0377529,0.073509,0.017552,0.00987206,0.0136334,0.0426183,0.0554918,0,0.0447034,0.051466,0.0372453,0.00983543,0.0101464,0.0248892,0.026086,0.0286423,0.013329,0.0171353,0.0510404,0,0.0170931,0.0685148,0.0395623,0,0,0.022814,0,0,0.0448497,0.0537927,0.0372274,0.0230381,0.0146247,0.0488997,0.054056,0.0343092,0.0609505,0.0559737,0.023573,0.057205,0.0317664,0.0431153,0.0756453,0.0162104,0.0142993,0.0137996,0.0207066,0.0218705,0.0259479,0.0186948
148,0.0330873,0,0,0,0,0.0376718,0,0,0,0,0,0,0.0215497,0,0.0236913,0.0672021,0,0,0.02168,0,0,0.0376981,0.0734175,0.0186953,0.0115823,0.0123834,0.0425332,0.0554126,0.0335747,0.0426987,0.0503422,0.0362607,0.0101731,0.010687,0.0257915,0.0272864,0.0303737,0.0132006,0.0172916,0.052646,0,0.0168498,0.0676347,0.0392594,0,0,0.0226613,0,0,0.0449048,0.0547986,0.0369115,0.0223837,0.0147121,0.0497154,0.0546643,0.0340905,0.0605624,0.0561333,0.0246424,0.0573092,0.0319924,0.0432088,0.0757325,0.0173567,0.0144329,0.0136575,0.0207267,0.0223031,0.0262502,0.0185092
149,0.0330375,0,0,0,0,0.0376531,0,0,0,0,0,0,0.0215697,0,0.0237228,0.0672468,0,0,0.0217618,0,0,0.0376595,0.0733723,0.0186683,0.0116114,0.0124785,0.0424927,0.0554401,0.0334984,0.0427789,0.0503343,0.0362664,0.0103199,0.0107231,0.0257233,0.0272145,0.0302347,0.0132468,0.0174236,0.0527191,0,0.0166396,0.0676357,0.0391786,0,0,0.0226519,0,0,0.0448499,0.0548282,0.0369189,0.0223788,0.0147662,0.0497293,0.0546628,0.0341216,0.0605331,0.0561748,0.0245726,0.0572679,0.0319923,0.0432324,0.0757186,0.0174748,0.0145281,0.0133685,0.02048,0.0232437,0.0262499,0.0185415
150,0.0329744,0,0,0,0,0.0375895,0,0,0,0,0,0,0.0213897,0,0.0237242,0.0672655,0,0,0.0219578,0,0,0.0375631,0.0733205,0.0186263,0.0115867,0.0125313,0.0424963,0.0554885,0.0335244,0.0429115,0.050361,0.0362323,0.01036,0.010718,0.0256654,0.0271339,0.030198,0.0131796,0.0175805,0.0526421,0,0.0163022,0.0675929,0.0391278,0,0,0.0224376,0,0,0.0448177,0.0548194,0.0369085,0.0224051,0.014816,0.0497836,0.0546811,0.0341158,0.0604833,0.0561869,0.0244829,0.0572411,0.0320083,0.0432535,0.075735,0.0175072,0.0147086,0.0132285,0.020073,0.0237583,0.026265,0.0183994
151,0.0335045,0,0,0,0,0.0375683,0,0,0,0,0,0,0.0217407,0,0.0233892,0.0664159,0,0,0.0220447,0,0,0.0375253,0.0733689,0.017435,0.00991114,0.0138964,0.0425983,0.055623,0,0.0450738,0.0514973,0.0371601,0.00998985,0.0100868,0.0247295,0.0259385,0.028482,0.0132054,0.0177418,0.0509948,0,0.0162112,0.0683303,0.039322,0,0,0.0221914,0,0,0.0447468,0.053787,0.0372295,0.0231268,0.0148221,0.0490848,0.0539725,0.0343627,0.0607798,0.0560286,0.0232528,0.0571147,0.0318119,0.043212,0.075578,0.0164327,0.0146362,0.0132216,0.0199967,0.0237236,0.0258525,0.0183646
152,0.0334208,0,0,0,0,0.0376096,0,0,0,0,0,0,0.0217062,0,0.0233682,0.0664605,0,0,0.0223735,0,0,0.0374642,0.0733411,0.0174412,0.00994403,0.013959,0.0426214,0.055627,0,0.0451769,0.051508,0.0371064,0.00993885,0.0100641,0.0247246,0.0259466,0.0284586,0.0130673,0.0178685,0.0508781,0,0.0160935,0.0682876,0.0392808,0,0,0.0218863,0,0,0.0447374,0.0537663,0.0372121,0.0231045,0.0148514,0.0491293,0.0540937,0.0343246,0.0607048,0.0560289,0.0230688,0.0571552,0.0318231,0.0432165,0.0755552,0.0164347,0.0146763,0.0132909,0.0203709,0.022857,0.0258103,0.0182314
153,0.0333381,0,0,0,0,0.0376012,0,0,0,0,0,0,0.0216856,0,0.0233517,0.0664817,0,0,0.0226599,0,0,0.0374261,0.0733216,0.017471,0.00995727,0.0139894,0.0426247,0.0554252,0,0.0453055,0.0515372,0.0369759,0.009976,0.0101017,0.0247397,0.0259715,0.0284092,0.0129158,0.0179596,0.0507365,0,0.0159686,0.0682514,0.0392654,0,0,0.0216616,0,0,0.0446897,0.0537829,0.0372153,0.0230592,0.0148469,0.0491798,0.0543069,0.0341934,0.0606878,0.0560482,0.0228762,0.0571917,0.0318321,0.0432024,0.0755542,0.0164263,0.0147979,0.0131999,0.0205715,0.0227895,0.0258079,0.0181969
154,0.0332274,0,0,0,0,0.0375668,0,0,0,0,0,0,0.0216961,0,0.0233014,0.0664636,0,0,0.0228404,0,0,0.0374107,0.0733047,0.0174938,0.00996467,0.0140195,0.0425796,0.0551319,0,0.0454239,0.0515785,0.0367382,0.00999329,0.0101487,0.0247597,0.0259992,0.0283884,0.012737,0.0179828,0.0505029,0,0.0158489,0.0681886,0.0392776,0,0,0.0214877,0,0,0.0446738,0.0538021,0.0372348,0.0229631,0.0148,0.0491793,0.0545514,0.0340972,0.0606926,0.056084,0.0227686,0.0571755,0.0318612,0.0431832,0.0755435,0.0163569,0.014983,0.0130009,0.0206207,0.0230212,0.0258322,0.0182635
155,0.0331122,0,0,0,0,0.037561,0,0,0,0,0,0,0.021721,0,0.0232356,0.0664393,0,0,0.0228992,0,0,0.0374242,0.0732953,0.0175113,0.00994904,0.014028,0.0424962,0.0548119,0,0.0454425,0.0515961,0.0365145,0.00991843,0.0102015,0.0248073,0.0260196,0.028358,0.0125746,0.0180829,0.0502215,0,0.0157568,0.0680455,0.0392886,0,0,0.021318,0,0,0.0446558,0.0538229,0.0373019,0.0228216,0.0147694,0.0491639,0.0548064,0.0341331,0.0607356,0.0561259,0.0227356,0.0571569,0.031916,0.0431686,0.0754908,0.0162761,0.0151296,0.0127519,0.0206383,0.023143,0.0258985,0.0184009
156,0.033031,0,0,0,0,0.0375957,0,0,0,0,0,0,0.0216611,0,0.023209,0.0664459,0,0,0.0228739,0,0,0.0374076,0.0733005,0.017491,0.00992892,0.0140206,0.0424166,0.0545242,0,0.0454315,0.0515769,0.0365701,0.00995713,0.0102463,0.02486,0.0260591,0.0284234,0.0124247,0.0181984,0.0499662,0,0.015684,0.0678436,0.0392882,0,0,0.0211526,0,0,0.0446254,0.0538362,0.0374265,0.0226818,0.0147372,0.0491308,0.0550752,0.0341511,0.0607545,0.0561473,0.0226127,0.0571747,0.0319678,0.0432184,0.0754206,0.0162435,0.0152927,0.0124892,0.0206769,0.0232086,0.0259645,0.0185377
157,0.0329659,0,0,0,0,0.0376297,0,0,0,0,0,0,0.0215795,0,0.0232006,0.0664982,0,0,0.0228297,0,0,0.0374333,0.0732942,0.0174954,0.00990044,0.0140271,0.0423351,0.0542761,0,0.0454517,0.0515303,0.0366039,0.0100405,0.0102125,0.0248829,0.0261002,0.0284773,0.0122742,0.0183029,0.0497749,0,0.0155783,0.0677752,0.0392846,0,0,0.0210214,0,0,0.0446196,0.053816,0.0374674,0.0225635,0.0146748,0.0490976,0.0553338,0.0340793,0.0607175,0.0561205,0.0224602,0.0571858,0.0320238,0.0432481,0.0753672,0.0161968,0.0154214,0.0122555,0.020727,0.0232766,0.0259967,0.0186455
158,0.0323588,0,0,0,0,0.0376849,0,0,0,0,0,0,0.0209615,0,0.0235118,0.067426,0,0,0.022884,0,0,0.0374986,0.0731423,0.0187456,0.0114517,0.01275,0.0421756,0.0539435,0.0334344,0.0434909,0.050469,0.0355386,0.0101263,0.0107309,0.0258242,0.0272744,0.030391,0.0120829,0.0184182,0.0510065,0,0.0153271,0.0669476,0.0390388,0,0,0.0209318,0,0,0.0446554,0.0547478,0.0371121,0.0218007,0.0145753,0.049875,0.0563534,0.033858,0.0603613,0.0562204,0.0233971,0.0572904,0.0322872,0.0432994,0.0754427,0.0169875,0.0156645,0.0120569,0.0208543,0.0232925,0.0264008,0.0187086
159,0.0322811,0,0,0,0,0.0376983,0,0,0,0,0,0,0.0209268,0,0.0235082,0.0675783,0,0,0.0228732,0,0,0.0375233,0.0731181,0.0187569,0.0113295,0.0127838,0.042026,0.0538785,0.0337112,0.0434948,0.0504929,0.0354824,0.0100477,0.0107441,0.0258257,0.0272386,0.0305099,0.012162,0.0185384,0.050828,0,0.015198,0.0669131,0.0389489,0,0,0.0210451,0,0,0.0446257,0.0547281,0.0371368,0.0216945,0.0145037,0.0498153,0.0566048,0.0339384,0.0603658,0.056252,0.0232269,0.0572673,0.0323223,0.0432799,0.0754205,0.016892,0.0156823,0.0118659,0.0209062,0.0233681,0.0264625,0.018832
160,0.0322369,0,0,0,0,0.0377082,0,0,0,0,0,0,0.0209717,0,0.0235159,0.0676014,0,0,0.022901,0,0,0.0375483,0.0731042,0.0187449,0.0112656,0.0128067,0.0419453,0.0538221,0.0337924,0.0434875,0.050471,0.0354228,0.0100431,0.0107356,0.0258306,0.0272373,0.0305621,0.012312,0.0186275,0.0506509,0,0.0150996,0.0667451,0.0388518,0,0,0.0211765,0,0,0.0446114,0.0546948,0.0371856,0.0216705,0.0144578,0.0498681,0.056738,0.0339384,0.0604111,0.0562561,0.0230945,0.0572671,0.0323424,0.0432732,0.075382,0.0167879,0.015634,0.0117505,0.0207803,0.0233109,0.0265462,0.018944
161,0.032173,0,0,0,0,0.0377622,0,0,0,0,0,0,0.0209304,0,0.0234634,0.0676461,0,0,0.0228752,0,0,0.0375992,0.0730937,0.0187375,0.0111853,0.0128217,0.0418477,0.0537803,0.0337808,0.0435,0.0504344,0.0353608,0.010098,0.010694,0.0258229,0.0272501,0.0305947,0.0124044,0.018622,0.0504749,0,0.0150247,0.0665124,0.0387189,0,0,0.0212368,0,0,0.0445932,0.0546369,0.0372087,0.0216915,0.0144247,0.0499035,0.056778,0.0338544,0.0604361,0.0562459,0.0230916,0.0572767,0.0323764,0.0432684,0.0753125,0.0167016,0.0155214,0.0116872,0.0205835,0.0232044,0.0265986,0.0190496
162,0.0320866,0,0,0,0,0.0378212,0,0,0,0,0,0,0.0209393,0,0.0233427,0.0676139,0,0,0.0228085,0,0,0.0376504,0.0730949,0.018714,0.0111707,0.0128534,0.0417557,0.0537989,0.033667,0.0434172,0.0503306,0.0353108,0.0100523,0.0107274,0.025824,0.0272662,0.0305933,0.0124326,0.0185245,0.0503852,0,0.0149902,0.0664718,0.0386015,0,0,0.0212999,0,0,0.0446646,0.0545871,0.0372071,0.0216782,0.0143922,0.0499538,0.0566885,0.0338364,0.0604235,0.0562637,0.0230945,0.0572711,0.0323843,0.0432601,0.07525,0.0166714,0.0153304,0.0117136,0.0207769,0.0229616,0.0266026,0.0191168
163,0.0320059,0,0,0,0,0.0378277,0,0,0,0,0,0,0.0209202,0,0.0232911,0.0676267,0,0,0.0226714,0,0,0.0376524,0.0731084,0.0187256,0.0110735,0.0128649,0.0416179,0.0538723,0.0335255,0.0433005,0.050262,0.035254,0.00997916,0.0107728,0.0258194,0.0272721,0.0305986,0.012502,0.0184261,0.0503436,0,0.0149763,0.0664215,0.0384972,0,0,0.0213623,0,0,0.0447295,0.0545373,0.0371983,0.0216645,0.0143322,0.0499851,0.0564838,0.0339099,0.0604437,0.0563026,0.0230272,0.057239,0.0323565,0.0432106,0.0752202,0.0166397,0.0152509,0.0117493,0.0207673,0.0227519,0.0266469,0.0191228
164,0.0319535,0,0,0,0,0.0378113,0,0,0,0,0,0,0.0208621,0,0.0233112,0.0676885,0,0,0.0224861,0,0,0.0376185,0.0731262,0.0187806,0.0109044,0.0128863,0.041434,0.054013,0.0334121,0.0432111,0.0502223,0.0351867,0.00995872,0.0107961,0.0258307,0.0272639,0.0306048,0.0126636,0.0183973,0.0503564,0,0.0149841,0.0663291,0.0384034,0,0,0.0214151,0,0,0.0447575,0.0544916,0.0372188,0.0216483,0.0142597,0.0499746,0.0561962,0.033875,0.0605387,0.0563441,0.0229658,0.0571809,0.0323026,0.0431383,0.075177,0.0166369,0.0152785,0.0117881,0.0205323,0.0226137,0.0267195,0.019068
165,0.0319007,0,0,0,0,0.0377893,0,0,0,0,0,0,0.0208913,0,0.0233333,0.0676591,0,0,0.0223066,0,0,0.037639,0.0731639,0.0188567,0.0108651,0.0129231,0.0413114,0.0541904,0.0335263,0.0431358,0.0501768,0.035132,0.0100191,0.0108445,0.0258512,0.0272559,0.0305896,0.0128224,0.0183877,0.0504344,0,0.015006,0.066311,0.0383488,0,0,0.0214888,0,0,0.044845,0.0544849,0.0372753,0.0216048,0.0141822,0.0499831,0.0558634,0.0337222,0.0606465,0.0563569,0.0230548,0.0571219,0.0322919,0.0430427,0.0750895,0.0166997,0.0152431,0.0119186,0.0207001,0.0224182,0.0267976,0.0190263
166,0.0318736,0,0,0,0,0.0377691,0,0,0,0,0,0,0.0208931,0,0.0233697,0.0676564,0,0,0.022166,0,0,0.0376563,0.0732326,0.0189433,0.0108233,0.0129293,0.0411722,0.054441,0.0336747,0.0431684,0.0501806,0.0350751,0.0100475,0.0109206,0.0258707,0.0272595,0.0306265,0.013047,0.0183443,0.050532,0,0.0150225,0.0663258,0.0383143,0,0,0.0215936,0,0,0.0449301,0.0544376,0.037364,0.0215835,0.014106,0.0499124,0.055523,0.0335336,0.0606296,0.0563518,0.0231955,0.0570437,0.0323032,0.0429468,0.0749997,0.0168016,0.0151467,0.0120812,0.0208735,0.0222621,0.026887,0.0189913
167,0.0312604,0,0,0,0,0.0377813,0,0,0,0,0,0,0.0206619,0,0.0235628,0.0667953,0,0,0.0221126,0,0,0.0375851,0.0733871,0.0191641,0.0106257,0.012597,0.0414698,0.055942,0.033684,0.0432912,0.0499471,0.0345479,0.0101064,0.011137,0.0259376,0.0273129,0.0311663,0.0137415,0.018485,0.0476271,0,0.0135169,0.0656133,0.0379603,0,0,0.0216916,0,0,0.0450068,0.0561897,0.0340633,0.0190656,0.0163786,0.0490699,0.0550228,0.0328559,0.0579916,0.0542347,0.0232929,0.0595337,0.0338324,0,0.0778014,0.0160723,0.0150341,0.0123194,0.020933,0.0219834,0.0275953,0.018626
168,0.0323909,0,0,0,0,0.0378046,0,0,0,0,0,0,0.0215138,0,0.02303,0.0669377,0,0,0.0219129,0,0,0.037528,0.0733831,0.0177655,0.00894195,0.0142615,0.0410049,0.0551042,0,0.045316,0.051146,0.0358963,0.00976532,0.0104197,0.0250615,0.0261769,0.0286526,0.0137126,0.0183134,0.0491649,0,0.0151921,0.0669572,0.0384666,0,0,0.0217419,0,0,0.04496,0.0533912,0.0376835,0.0220703,0.0139052,0.0490097,0.0540111,0.0340887,0.0604683,0.0562797,0.0223049,0.0568441,0.0321372,0.0427818,0.0747284,0.0160218,0.0148554,0.0124583,0.0208013,0.0220607,0.0267427,0.0186346
169,0.0323131,0,0,0,0,0.0378092,0,0,0,0,0,0,0.0215364,0,0.0230008,0.066943,0,0,0.0217107,0,0,0.0375064,0.0734171,0.0178469,0.00891243,0.0142457,0.0408815,0.0552754,0,0.0453358,0.0510972,0.0358006,0.00985287,0.0104466,0.025143,0.0262125,0.0287161,0.0139798,0.0182872,0.0490463,0,0.0152889,0.0668787,0.0383629,0,0,0.0217713,0,0,0.0449582,0.0533491,0.0377814,0.0220608,0.0137757,0.0489995,0.053759,0.0339983,0.0607179,0.0563528,0.0223172,0.0567627,0.0321116,0.0426648,0.0746254,0.0159449,0.0146699,0.0125659,0.0207604,0.0218544,0.0268625,0.0186735
170,0.0316068,0,0,0,0,0.0377972,0,0,0,0,0,0,0.0208127,0,0.0232762,0.0677192,0,0,0.0216431,0,0,0.0374953,0.0733549,0.0192165,0.0105793,0.0128325,0.0406593,0.0553714,0.0336944,0.0432804,0.0499508,0.0346798,0.0100325,0.0111266,0.0261807,0.0274497,0.0309478,0.0140184,0.0182767,0.0503246,0,0.015212,0.0659988,0.0380247,0,0,0.0217602,0,0,0.0450269,0.0542399,0.0375294,0.0214436,0.0136707,0.0497408,0.0542812,0.0335347,0.0604512,0.0564711,0.0234063,0.0567916,0.0323421,0.04262,0.0746037,0.0167457,0.0144864,0.0126589,0.0208224,0.0214969,0.0273473,0.0186533
171,0.0314848,0,0,0,0,0.0378054,0,0,0,0,0,0,0.0208027,0,0.0231854,0.0678037,0,0,0.0214937,0,0,0.0375576,0.0733546,0.0192009,0.0104584,0.0128453,0.0404582,0.0555649,0.0335653,0.0433481,0.0498892,0.0345488,0.00993193,0.0111009,0.0262412,0.027497,0.0310274,0.0141519,0.0182024,0.0501819,0,0.0152279,0.0659492,0.0379099,0,0,0.021864,0,0,0.0450464,0.0542209,0.037591,0.0213539,0.0136304,0.0496314,0.0540589,0.0337072,0.0603184,0.0564782,0.0236689,0.0567287,0.0323804,0.0425338,0.074448,0.0167325,0.0143069,0.0127369,0.0208462,0.021266,0.0274368,0.0187661
172,0.0313791,0,0,0,0,0.0378689,0,0,0,0,0,0,0.0208542,0,0.0231555,0.0678373,0,0,0.0214152,0,0,0.0376842,0.0733465,0.0192249,0.010387,0.012878,0.0403465,0.055672,0.0334632,0.0434093,0.0499021,0.0343948,0.0099575,0.0110426,0.0262831,0.0275199,0.0311249,0.0142693,0.0181406,0.0497811,0,0.0152761,0.0658948,0.037811,0,0,0.0219034,0,0,0.0450605,0.0542763,0.0376817,0.0212884,0.0135937,0.0496366,0.053817,0.033831,0.0605508,0.0565318,0.0239412,0.0566498,0.0323964,0.0424968,0.0743742,0.0165469,0.0142506,0.0128132,0.0208543,0.0211699,0.0275488,0.0188875
173,0.0312544,0,0,0,0,0.0379632,0,0,0,0,0,0,0.0208572,0,0.0231114,0.0678019,0,0,0.0213883,0,0,0.0377591,0.0733229,0.0192914,0.0103577,0.0128843,0.0402751,0.0557363,0.033364,0.043426,0.0499622,0.034272,0.0100461,0.0110263,0.0263043,0.0275118,0.0311273,0.0143767,0.0181874,0.0494264,0,0.0153232,0.065883,0.0377294,0,0,0.0219016,0,0,0.0450753,0.0543498,0.037745,0.0212542,0.0135639,0.049677,0.0535964,0.033791,0.0606855,0.0566281,0.0237899,0.0566048,0.0323998,0.0424481,0.074313,0.0164048,0.0142874,0.0128452,0.020842,0.0210965,0.0276842,0.0189493
174,0.0311244,0,0,0,0,0.0380435,0,0,0,0,0,0,0.0208393,0,0.0231207,0.0678402,0,0,0.0214049,0,0,0.0377119,0.0733146,0.0193904,0.0103739,0.0128249,0.0401489,0.0557778,0.0332794,0.0434652,0.0499445,0.0341937,0.0101105,0.0110242,0.0263431,0.0275418,0.0312317,0.0144755,0.0184067,0.0490612,0,0.0153433,0.0658018,0.0376684,0,0,0.0218801,0,0,0.0450883,0.0543764,0.0377611,0.0211349,0.0135499,0.0496803,0.0534251,0.0336488,0.0607375,0.0567076,0.023618,0.0565753,0.0323792,0.0423898,0.0742274,0.0162547,0.0145366,0.0128469,0.0208135,0.0210761,0.0278364,0.018881
175,0.0310057,0,0,0,0,0.0381142,0,0,0,0,0,0,0.0208053,0,0.0232002,0.0679285,0,0,0.0214236,0,0,0.0376949,0.0733,0.0194842,0.0102167,0.0127114,0.0400151,0.0558087,0.0332535,0.0435677,0.0499466,0.0340271,0.00995776,0.011004,0.026358,0.0275795,0.0314649,0.0145163,0.018558,0.0486398,0,0.0153529,0.0657166,0.0375917,0,0,0.0218587,0,0,0.0451126,0.0543715,0.0377594,0.0210348,0.0135489,0.0496882,0.0532798,0.0334346,0.0607872,0.0567794,0.0234929,0.0564914,0.0323366,0.0423154,0.074106,0.0161427,0.0146204,0.0128592,0.0208549,0.0210403,0.0279094,0.0188579
176,0.0308878,0,0,0,0,0.0381931,0,0,0,0,0,0,0.0207148,0,0.0232464,0.0679877,0,0,0.0214348,0,0,0.0376948,0.0732545,0.0194963,0.0100573,0.0126397,0.0399632,0.0557703,0.0332531,0.0436664,0.049903,0.0338764,0.0098193,0.0110139,0.026382,0.0276012,0.0317988,0.0145397,0.0186432,0.0481373,0,0.0153124,0.0656227,0.0374911,0,0,0.0218187,0,0,0.0451528,0.0544248,0.0377511,0.0208964,0.0135607,0.0497289,0.053148,0.0333157,0.0607922,0.0568963,0.0234543,0.0563832,0.032297,0.0422118,0.0739603,0.0160283,0.0145456,0.0128782,0.0209061,0.0210113,0.0279466,0.0188727
177,0.0307938,0,0,0,0,0.038278,0,0,0,0,0,0,0.0206883,0,0.0233779,0.0680341,0,0,0.0214727,0,0,0.0377353,0.0731791,0.0195875,0.00996374,0.0125353,0.0398896,0.0556827,0.0331998,0.0438197,0.0499183,0.0337791,0.00994865,0.0109629,0.0263784,0.0275772,0.0320508,0.01456,0.0187181,0.0475498,0,0.0152443,0.0655427,0.0373823,0,0,0.0217359,0,0,0.0451933,0.0544971,0.0377967,0.0207323,0.0136127,0.0497688,0.0530582,0.0331403,0.0606792,0.0570256,0.0233663,0.0563048,0.0323185,0.042099,0.0738422,0.0159584,0.0145368,0.0128651,0.0209131,0.0209869,0.0279539,0.0189339
178,0.0306989,0,0,0,0,0.0383852,0,0,0,0,0,0,0.020557,0,0.0234173,0.0681035,0,0,0.0215435,0,0,0.0377652,0.0731018,0.0196924,0.00988156,0.0124599,0.0398005,0.0555675,0.0331724,0.0439834,0.0499266,0.0337076,0.0100013,0.0109174,0.0264042,0.0275729,0.0323448,0.0145804,0.018755,0.0468413,0,0.0151536,0.065395,0.0372721,0,0,0.0216307,0,0,0.0451959,0.0545744,0.0378929,0.0205512,0.0137127,0.0497677,0.053002,0.0329912,0.0604808,0.0571832,0.0232508,0.0562255,0.0323621,0.0420042,0.0737199,0.0159555,0.0146164,0.0128041,0.0208668,0.020966,0.027977,0.0190186
