Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA
300,0.0261407,0,0,0,0,0.0487283,0,0,0,0,0,0,0.0281545,0,0.0229685,0.0704957,0,0,0.0157483,0,0,0.033866,0.0742247,0.0202868,0.0129712,0.0171787,0.0280723,0.0373039,0.0335872,0.0410576,0.0492892,0.0327067,0.0128506,0.0146651,0.0283546,0.0293956,0.0180233,0.0131049,0.0189675,0.0485983,0,0.0135498,0.0707086,0.0318257,0,0,0.0142198,0,0,0.0452015,0.0509985,0.0340029,0.0338823,0.0125759,0.0492093,0.0425998,0.0336216,0,0.0604933,0.0215387,0.0564155,0.0353262,0.0422599,0.0755114,0.0187985,0.0205803,0.00634002,0.0267633,0.0296849,0.0228442,0.00661681
301,0.0261581,0,0,0,0,0.0488011,0,0,0,0,0,0,0.0280172,0,0.0230709,0.0706405,0,0,0.0156536,0,0,0.0340547,0.0742043,0.0202804,0.0129887,0.0172776,0.0279672,0.037246,0.0333821,0.0408116,0.04921,0.0326882,0.0128674,0.0145971,0.0282416,0.0293266,0.0181287,0.0132231,0.0186876,0.0483727,0,0.0135776,0.0705822,0.0319181,0,0,0.0142827,0,0,0.0450302,0.0509402,0.0339921,0.0338874,0.0126774,0.04914,0.0428168,0.0338102,0,0.060548,0.0215395,0.0564838,0.0354094,0.0424971,0.0755398,0.0186422,0.020696,0.00631286,0.0267745,0.0298313,0.022687,0.00680874
302,0.0262079,0,0,0,0,0.0488572,0,0,0,0,0,0,0.0293221,0,0.0224883,0.0707206,0,0,0.015609,0,0,0.0342818,0.074179,0.0221237,0.0129975,0.0173626,0.0278169,0.0371798,0.0331437,0.0406248,0.0491427,0.0326526,0.0126912,0.0143679,0.0272728,0.0286088,0.0181512,0.0132386,0.0182795,0.0482119,0,0.0135521,0.0704739,0.032038,0,0,0.0143164,0,0,0.0448902,0.0509874,0.0339996,0.0338852,0.0127655,0.0490925,0.043034,0.0338924,0,0.0605548,0.0215071,0.0565481,0.0355137,0.0426153,0.0755877,0.0185676,0.0206893,0.00621944,0.0266042,0.0299638,0.0225313,0.0071139
303,0.0253838,0,0,0,0,0.0485781,0,0,0,0,0,0,0.0320179,0,0.0214965,0.0707654,0,0,0.0163546,0,0,0.0344186,0.0738757,0.0253832,0.0116417,0.0171312,0.0286346,0.0385077,0.0322601,0.040444,0.0488496,0.0320649,0.0123071,0.0140814,0.0255468,0.0273248,0.0187857,0.0129961,0.018589,0.0428469,0,0.0146297,0.0682572,0.0314613,0,0,0.0149792,0,0,0.0447403,0.0549782,0.0302071,0.0298303,0.0167192,0.0478783,0.0434546,0.0314805,0.0583294,0.0580596,0.02177,0.0598797,0.0370515,0.0459033,0.0789394,0.0149309,0.0203924,0.00670891,0.0262535,0.0293047,0.023524,0.00723406
304,0.0248861,0,0,0,0,0.0483491,0,0,0,0,0,0,0.0336312,0,0.0212434,0.0701029,0,0,0.0166407,0,0,0.0343525,0.0737768,0.0273716,0.0104041,0.016928,0.0293185,0.0394573,0.0318545,0.0404438,0.0485318,0.0314995,0.0122296,0.0141998,0.0245447,0.0266417,0.0197017,0.0128904,0.0192711,0.0404264,0,0.0149165,0.0672668,0.0311481,0,0,0.015229,0,0,0.0446011,0.0571176,0.0270558,0.026937,0.019207,0.0470467,0.0436148,0.0303973,0.0557375,0.055992,0.021827,0.0624799,0.0386614,0,0.0817939,0.0146428,0.0202578,0.00682601,0.0262026,0.0288226,0.0241383,0.007084
305,0.0254671,0,0,0,0,0.0479606,0,0,0,0,0,0,0.0353891,0,0.0211667,0.070844,0,0,0.0119933,0,0,0.0289345,0.0737807,0.0290066,0.0115605,0.0174012,0.0287776,0.0358116,0.0320868,0.0403469,0.0487476,0.0321395,0.0123303,0.0143339,0.0239535,0.0263402,0.0197393,0.0139805,0.0219917,0.0424368,0,0.0147432,0.0681372,0.0318033,0,0,0.0157374,0,0,0.0445903,0.0550059,0.0301063,0.0295434,0.016802,0.0475203,0.043752,0.0312079,0.0581993,0.0580262,0.0218089,0.0600031,0.0373477,0.0460475,0.0790416,0.014817,0.0199281,0.00715056,0.0263024,0.0286337,0.0232577,0
306,0.0265999,0,0,0,0,0.0494859,0,0,0,0,0,0,0.0304956,0,0.0224913,0.07155,0,0,0.0158096,0,0,0.0349138,0.0738281,0.0220039,0.0133675,0.0168865,0.0276521,0.0365145,0.0321149,0.0400246,0.0487164,0.0327039,0.0143421,0.0159206,0.028893,0.0305505,0.0165264,0.0132216,0.0168841,0.0422811,0,0.0120014,0.0699527,0.0321116,0,0,0.0156433,0,0,0.0445352,0.0518039,0.0349177,0.0332181,0.0124586,0.0479723,0.0437335,0.0326409,0,0.0610578,0.0229105,0.0572158,0.0346813,0.0436861,0.0766495,0.0150031,0.0206914,0.00723025,0.0256935,0.0305556,0.0219562,0.00694915
307,0.0266963,0,0,0,0,0.049567,0,0,0,0,0,0,0.0306979,0,0.0224143,0.0716233,0,0,0.0155891,0,0,0.0351738,0.0738067,0.0221106,0.0134589,0.0170163,0.0276957,0.0364243,0.0322682,0.0401218,0.0486887,0.0326986,0.0143536,0.0159273,0.0286821,0.0303646,0.0163447,0.0132938,0.0166465,0.0421966,0,0.0120406,0.0699333,0.0322296,0,0,0.0156318,0,0,0.0447177,0.0517038,0.0351191,0.0332335,0.0124595,0.0478534,0.0435919,0.032786,0,0.0610128,0.0227449,0.0571089,0.0348866,0.0442209,0.0764578,0.0147098,0.0205764,0.0071326,0.0254658,0.0306031,0.0218036,0.00706579
308,0.026719,0,0,0,0,0.0495508,0,0,0,0,0,0,0.0305681,0,0.0223872,0.0715612,0,0,0.0155028,0,0,0.0352095,0.0738474,0.0220186,0.013424,0.0172163,0.0277619,0.0364372,0.0323662,0.0401097,0.0486608,0.0327398,0.0143628,0.0158793,0.0285371,0.0302064,0.0163395,0.01341,0.0166983,0.0422986,0,0.0121775,0.0697824,0.0322808,0,0,0.0156849,0,0,0.0447219,0.0516586,0.0352816,0.0331437,0.0124463,0.0478328,0.0434739,0.0330133,0,0.0609914,0.0226139,0.0569645,0.0351835,0.045588,0.0762408,0.0146316,0.0205521,0.00717951,0.0255339,0.030495,0.0217604,0.00707293
309,0.0259414,0,0,0,0,0.0489185,0,0,0,0,0,0,0.033975,0,0.021591,0.0703974,0,0,0.0164745,0,0,0.0343182,0.0738976,0.0272492,0.0117338,0.0174844,0.0287041,0.0377786,0.0322389,0.0402969,0.0485139,0.0319279,0.0127586,0.0144434,0.0248311,0.0269055,0.0184083,0.0130052,0.0179083,0.0436815,0,0.0134966,0.0683333,0.0323722,0,0,0.0153425,0,0,0.0446651,0.0533467,0.0310888,0.0306055,0.0152568,0.0480814,0.0432,0.0328152,0,0.0582862,0.0213172,0.0591296,0.0377091,0,0.0783982,0.0163714,0.0205891,0.00713342,0.0260588,0.0295456,0.0225439,0.0073932
310,0.0259958,0,0,0,0,0.0488991,0,0,0,0,0,0,0.0330107,0,0.0217726,0.0703786,0,0,0.016437,0,0,0.033631,0.0738955,0.025835,0.0116725,0.0174019,0.0286737,0.0377728,0.0322396,0.0403225,0.048556,0.0318188,0.0128161,0.0144358,0.0254734,0.0273188,0.0177567,0.0129687,0.018548,0.0432375,0,0.0135988,0.0683504,0.0324625,0,0,0.0154697,0,0,0.0448795,0.0533703,0.0312074,0.0304946,0.0152045,0.0481529,0.0432261,0.032832,0,0.0582765,0.0213565,0.0590827,0.0378334,0,0.0782829,0.0162197,0.0204601,0.00723203,0.0259423,0.0294482,0.0225013,0.00644344
311,0.025071,0,0,0,0,0.0483945,0,0,0,0,0,0,0.0326062,0,0.0215635,0.0705256,0,0,0.0168964,0,0,0.0336322,0.0735841,0.0250243,0.0103696,0.0169228,0.0295323,0.0393329,0.0314977,0.0403361,0.0483341,0.0310088,0.0126928,0.0142991,0.0255656,0.0273423,0.0177971,0.0127705,0.0194277,0.0373856,0,0.0154093,0.066948,0.0319236,0,0,0.0158477,0,0,0.0449426,0.0574328,0.0273632,0.0262404,0.0190306,0.0471276,0.0433971,0.0304953,0.0573023,0.0558158,0.0221494,0.0623615,0.0393812,0,0.0816036,0.0149416,0.0200619,0.00717877,0.0259833,0.0284675,0.0236895,0.00668702
312,0.0260575,0,0,0,0,0.0487578,0,0,0,0,0,0,0.0318515,0,0.0220101,0.0705368,0,0,0.0163646,0,0,0.0342839,0.0738498,0.0236094,0.0116416,0.0172247,0.0286918,0.0379378,0.032209,0.0403363,0.0485162,0.0315369,0.0129206,0.0144565,0.0264561,0.0280018,0.0169015,0.0130898,0.0180812,0.0421964,0,0.0139823,0.0693163,0.0328287,0,0,0.0157141,0,0,0.0446868,0.0534896,0.0312022,0.0302505,0.0153225,0.0482578,0.0431817,0.0328884,0,0.0581943,0.0214722,0.0589526,0.0379122,0,0.0781852,0.0159425,0.0201981,0.00707875,0.0259297,0.0291487,0.0224921,0.00757774
313,0.0260629,0,0,0,0,0.0487016,0,0,0,0,0,0,0.0316354,0,0.0220943,0.0706116,0,0,0.0164601,0,0,0.0343028,0.0738388,0.023025,0.0116659,0.0171217,0.0286284,0.0378709,0.0322134,0.0403637,0.048493,0.03132,0.0129952,0.0145516,0.0267751,0.0282198,0.0166184,0.0131546,0.0178221,0.0425535,0,0.013741,0.0692306,0.0329373,0,0,0.0157538,0,0,0.0445693,0.053391,0.03148,0.0301795,0.0151223,0.0482828,0.043302,0.0328968,0,0.0583007,0.0215399,0.0588322,0.0379848,0,0.0780361,0.0160389,0.0200557,0.00694775,0.0260199,0.0290436,0.0225139,0.00777518
314,0.0260522,0,0,0,0,0.0486143,0,0,0,0,0,0,0.0317597,0,0.0220852,0.0706514,0,0,0.0165235,0,0,0.0343038,0.0738051,0.0228938,0.0116063,0.0170865,0.0286192,0.0377545,0.0322268,0.040408,0.0485031,0.0311315,0.0130576,0.0145844,0.0268825,0.0282814,0.0163825,0.0130921,0.0178289,0.0425041,0,0.0137233,0.0691284,0.0330336,0,0,0.0157813,0,0,0.0445856,0.0533763,0.0315484,0.0301042,0.0150872,0.0482933,0.0433316,0.0328555,0,0.0582869,0.0215578,0.0587836,0.03803,0,0.0780016,0.0160224,0.0200573,0.0068638,0.0261339,0.0289258,0.0225339,0.00766731
315,0.0260603,0,0,0,0,0.0485632,0,0,0,0,0,0,0.0321098,0,0.0219714,0.0706868,0,0,0.0166032,0,0,0.0343928,0.0737615,0.0231192,0.0115778,0.017113,0.0286329,0.0376496,0.0322327,0.0404139,0.0484978,0.0309871,0.013068,0.014591,0.0268498,0.028211,0.0162135,0.0130013,0.0178995,0.0424796,0,0.0137198,0.0690584,0.0331328,0,0,0.0159306,0,0,0.044688,0.0533822,0.0315732,0.0300832,0.0150756,0.0482971,0.0434302,0.0328915,0,0.0582831,0.021548,0.0587625,0.0380438,0,0.0779952,0.0159894,0.0199996,0.00691603,0.0263593,0.0288543,0.022553,0.00751831
316,0.0260531,0,0,0,0,0.0485137,0,0,0,0,0,0,0.0326406,0,0.0218086,0.0707222,0,0,0.0166127,0,0,0.0341734,0.0737486,0.0236754,0.0115879,0.0171689,0.0286769,0.0374436,0.032259,0.0403649,0.0484794,0.0309047,0.0130534,0.0145672,0.0266212,0.0280425,0.01612,0.012973,0.0177969,0.0424782,0,0.0137299,0.0690474,0.0332494,0,0,0.0160875,0,0,0.0447263,0.0533688,0.0315622,0.0300723,0.0150836,0.04828,0.0435399,0.0328283,0,0.0582783,0.0214905,0.0588039,0.0380493,0,0.0780356,0.0159761,0.01997,0.00692175,0.0264499,0.0287904,0.0225598,0.00738516
317,0.0260489,0,0,0,0,0.0484807,0,0,0,0,0,0,0.0332837,0,0.0216672,0.0707814,0,0,0.0166009,0,0,0.033903,0.0737649,0.0243722,0.0115996,0.0172088,0.0287146,0.0372343,0.0323069,0.0402706,0.0484394,0.0308719,0.0130082,0.0144963,0.0262433,0.0277869,0.0161473,0.0130196,0.0176445,0.0425133,0,0.0137403,0.0690447,0.0333774,0,0,0.0162233,0,0,0.0447517,0.0533226,0.0315241,0.030043,0.0151067,0.0482452,0.0436847,0.0327177,0,0.0582552,0.021417,0.0588474,0.0380376,0,0.0781068,0.015987,0.0199607,0.00688208,0.026304,0.028748,0.022529,0.00731305
318,0.0260827,0,0,0,0,0.0484497,0,0,0,0,0,0,0.0340044,0,0.0215507,0.0708177,0,0,0.0166398,0,0,0.0339979,0.0738094,0.0251844,0.0116381,0.01725,0.0287164,0.0370561,0.0322726,0.0401739,0.0483936,0.0308486,0.0129649,0.0144027,0.0257305,0.0274551,0.0162662,0.0130769,0.0175348,0.0426216,0,0.0137226,0.0690524,0.0335052,0,0,0.0163308,0,0,0.0447175,0.0532804,0.0314844,0.030022,0.0151369,0.0482014,0.0438456,0.0324924,0,0.0582062,0.0212899,0.0588746,0.0380405,0,0.0781576,0.0160205,0.0199909,0.00688101,0.0260995,0.0287338,0.0224587,0.00741872
319,0.0261372,0,0,0,0,0.0484116,0,0,0,0,0,0,0.0347602,0,0.0214596,0.0708267,0,0,0.0166951,0,0,0.0341367,0.0738568,0.0261287,0.0116747,0.0172951,0.0287108,0.0369175,0.0324006,0.0400072,0.048338,0.0308484,0.0129114,0.014343,0.0251647,0.0271313,0.016541,0.0130851,0.0175051,0.0427372,0,0.0136957,0.0690512,0.0336049,0,0,0.0164179,0,0,0.0447347,0.0532531,0.0314311,0.0300018,0.0151531,0.0481299,0.0439716,0.0323032,0,0.0581825,0.0210858,0.0588863,0.0380376,0,0.0782072,0.0160528,0.0199963,0.00691883,0.0260088,0.0287246,0.0223944,0.00746102
320,0.0252259,0,0,0,0,0.0479716,0,0,0,0,0,0,0.0359894,0,0.0210822,0.0708631,0,0,0.017142,0,0,0.0341866,0.0735935,0.0276166,0.0103634,0.016979,0.0295525,0.0382704,0.0314419,0.0398636,0.048084,0.0302077,0.0126881,0.014206,0.0241694,0.0264535,0.0175247,0.012819,0.0184366,0.0369883,0,0.015526,0.0669986,0.0329524,0,0,0.0168011,0,0,0.0447884,0.0573195,0.0274131,0.0258447,0.0189954,0.0469914,0.0441978,0.0303231,0.0573911,0.0556985,0.0214967,0.0623107,0.0394748,0,0.0817062,0.0150181,0.019774,0.00695776,0.0261819,0.027892,0.0235446,0.00750764
321,0.0252675,0,0,0,0,0.0474444,0,0,0,0,0,0,0.0369907,0,0.0210861,0.0709933,0,0,0.0172379,0,0,0.0340812,0.0736832,0.0286715,0.010523,0.0169865,0.0293883,0.0377783,0.0307805,0.0397019,0.0479718,0.0301446,0.0126554,0.0141919,0.0235404,0.0260059,0.018013,0.0126532,0.0183158,0.037101,0,0.0155366,0.0669492,0.0327097,0,0,0.0142674,0,0,0.0379547,0.0573736,0.0273872,0.0258772,0.0189872,0.0470258,0.0432854,0.0305403,0.0574317,0.0557107,0.021416,0.0623204,0.0394624,0,0.0818031,0.0149739,0.0201657,0,0.0263956,0.0277538,0.0237759,0.0075496
322,0.0255121,0,0,0,0,0.0482031,0,0,0,0,0,0,0.0314492,0,0.0220552,0.0712792,0,0,0.0165761,0,0,0.0346486,0.0734629,0.021472,0.010758,0.0160994,0.0291547,0.0378736,0.0292987,0.0390731,0.0478537,0.0303984,0.0145472,0.0158458,0.0287089,0.0305047,0.0155645,0.0129876,0.01782,0.0344162,0,0.0148205,0.067113,0.0329474,0,0,0.0175021,0,0,0.0446655,0.0579042,0.027714,0.0255391,0.0189208,0.0462512,0.0440766,0.03007,0.0569963,0.0559144,0.0222831,0.0626858,0.0389238,0,0.0824764,0.0160338,0.0196091,0.00742167,0.0256487,0.028201,0.023217,0.00721201
323,0.0265309,0,0,0,0,0.0486606,0,0,0,0,0,0,0.031752,0,0.0222359,0.0713995,0,0,0.0160572,0,0,0.0347598,0.0737958,0.0215348,0.0121103,0.0165704,0.0283532,0.0362825,0.0301476,0.0389994,0.0480257,0.0310955,0.0146949,0.0159674,0.028743,0.0305972,0.0150964,0.0131735,0.0168279,0.038102,0,0.0129163,0.0691414,0.0337263,0,0,0.0172844,0,0,0.0445654,0.0542386,0.0318561,0.0295019,0.0149724,0.0471247,0.0438995,0.0320725,0,0.0583633,0.0224006,0.0596096,0.0369484,0,0.0793776,0.0151989,0.019886,0.00741882,0.0254933,0.0290526,0.0219426,0.00708804
324,0.0265907,0,0,0,0,0.0487004,0,0,0,0,0,0,0.0318504,0,0.0222194,0.0715649,0,0,0.0160672,0,0,0.0347947,0.0738253,0.0216179,0.0122936,0.0164807,0.0284606,0.0361345,0.0303745,0.0389249,0.047969,0.0310883,0.0147307,0.0159469,0.0287138,0.0306248,0.0150007,0.0131548,0.0168076,0.0383953,0,0.0127016,0.0690604,0.0338046,0,0,0.0172451,0,0,0.0445876,0.0542068,0.0319933,0.0294113,0.0147728,0.0470066,0.0437548,0.0322203,0,0.0584699,0.0226938,0.0595846,0.0370259,0,0.0792544,0.0151767,0.0198527,0.00732689,0.0254664,0.0290672,0.021869,0.00702052
325,0.0273295,0,0,0,0,0.0491558,0,0,0,0,0,0,0.0324949,0,0.0220136,0.0723624,0,0,0.015604,0,0,0.0349868,0.0739834,0.0219376,0.0137695,0.016855,0.0277854,0.0348797,0.0313964,0.039052,0.0482195,0.0316707,0.0147011,0.0157293,0.0284483,0.0303906,0.0144738,0.0133986,0.0161811,0.0408407,0,0.0123981,0.0702159,0.0343733,0,0,0.0170624,0,0,0.0448951,0.0519247,0.0354191,0.0321648,0.0123128,0.0474748,0.0434325,0.033529,0,0.0605901,0.022754,0.0569767,0.0357735,0.0432215,0.0762864,0.014578,0.0198864,0.00716589,0.0249352,0.0298164,0.0209135,0.00660994
326,0.0266879,0,0,0,0,0.0486672,0,0,0,0,0,0,0.0320623,0,0.0221789,0.0716033,0,0,0.0160066,0,0,0.0345,0.0740097,0.0216006,0.01253,0.0164348,0.0286817,0.0358983,0.0308917,0.0387635,0.047875,0.0312165,0.0147738,0.015875,0.028763,0.030598,0.0147989,0.0131017,0.0172452,0.0383463,0,0.0127593,0.0690497,0.0339744,0,0,0.0170785,0,0,0.0445888,0.0542181,0.0319906,0.029279,0.0147445,0.046842,0.0432439,0.0322616,0,0.0584105,0.0227308,0.0595227,0.0370931,0,0.0792781,0.0151672,0.0199548,0.00709156,0.0253472,0.0290958,0.0217839,0.00652827
327,0.0264849,0,0,0,0,0.0486533,0,0,0,0,0,0,0.0323301,0,0.0217441,0.0722377,0,0,0.0160263,0,0,0.0347661,0.0738069,0.0218783,0.0124958,0.0164504,0.028807,0.0361569,0.030505,0.0386547,0.0479335,0.0312598,0.0146889,0.0158254,0.0284596,0.0304487,0.0149154,0.0130355,0.0171417,0.0363807,0,0.014244,0.068176,0.0338165,0,0,0.0171495,0,0,0.0447736,0.0557776,0.0310642,0.0281471,0.016381,0.0463988,0.0431265,0.0312304,0.0596674,0.057761,0.0227494,0.0601826,0.037554,0.0460486,0.079428,0.0151437,0.0196305,0.0069792,0.0252175,0.0289725,0.0220321,0.00643018
328,0.0274404,0,0,0,0,0.0490478,0,0,0,0,0,0,0.0326442,0,0.0219952,0.0723123,0,0,0.0156272,0,0,0.0348829,0.0741608,0.0217513,0.0139141,0.0169196,0.0278066,0.0346857,0.0313954,0.0387418,0.0481623,0.0319163,0.0146573,0.0156903,0.028358,0.0303319,0.0142624,0.0132474,0.0162188,0.0402379,0,0.0127063,0.0702973,0.0345944,0,0,0.0169903,0,0,0.0447089,0.051945,0.0352841,0.032045,0.0125289,0.0472518,0.0429298,0.0334594,0,0.0602765,0.0226459,0.0570038,0.0357631,0.0427863,0.0763845,0.014568,0.0198451,0.00684482,0.0249542,0.029777,0.0208561,0.00648042
329,0.0274203,0,0,0,0,0.0490181,0,0,0,0,0,0,0.032579,0,0.0219574,0.0723404,0,0,0.0156776,0,0,0.0348418,0.0741986,0.02162,0.0139922,0.0168807,0.0277269,0.0346134,0.0313412,0.0386902,0.0481362,0.0318534,0.0146699,0.0156485,0.0283582,0.0303138,0.0142329,0.0132315,0.0162665,0.0405648,0,0.01254,0.0701857,0.0346166,0,0,0.0170851,0,0,0.0446212,0.0519042,0.0354279,0.0318571,0.0123159,0.047169,0.0430131,0.0335416,0,0.0604202,0.0228398,0.0569813,0.0358538,0.042731,0.0763234,0.0146077,0.0198088,0.00688971,0.0250085,0.0296763,0.0208889,0.00647255
330,0.0274098,0,0,0,0,0.0490453,0,0,0,0,0,0,0.0326113,0,0.0218935,0.0723325,0,0,0.0156793,0,0,0.0348316,0.0742113,0.0214608,0.0139886,0.0168531,0.0276588,0.0345493,0.0312717,0.0387051,0.0481399,0.0317549,0.014647,0.0156095,0.0283215,0.0302423,0.0141292,0.0132383,0.0161643,0.04055,0,0.0125685,0.0701815,0.0346506,0,0,0.0171084,0,0,0.044639,0.0519005,0.0354526,0.0317769,0.0122908,0.0471171,0.042983,0.0336135,0,0.060402,0.0228404,0.0569814,0.0358733,0.0427264,0.0762917,0.0145942,0.0197077,0.00689346,0.0249838,0.0295024,0.0208951,0.00652899
331,0.0264251,0,0,0,0,0.0485903,0,0,0,0,0,0,0.0323758,0,0.0217248,0.0722306,0,0,0.0162049,0,0,0.0345409,0.0738674,0.0212497,0.0125054,0.016299,0.0286391,0.0359726,0.0301126,0.0384891,0.0479334,0.0310613,0.0145671,0.0156874,0.0284732,0.0303798,0.0144657,0.0127928,0.0168757,0.0359278,0,0.0145048,0.0680751,0.0340499,0,0,0.0172185,0,0,0.0446304,0.0558063,0.0310628,0.0278218,0.01635,0.0462779,0.0430352,0.0313491,0.059559,0.0576894,0.0228811,0.0602053,0.0375569,0.0459697,0.0794028,0.0153745,0.0194665,0.00690987,0.0252842,0.0285713,0.0221023,0.0066725
332,0.0264185,0,0,0,0,0.0485595,0,0,0,0,0,0,0.0323465,0,0.021734,0.0722771,0,0,0.0162283,0,0,0.0344479,0.0738571,0.0211529,0.0123746,0.0163114,0.0289549,0.0359748,0.0302733,0.0385244,0.047921,0.0309145,0.0145263,0.0157041,0.0285048,0.0303401,0.0144274,0.0127792,0.0168902,0.0359363,0,0.0145633,0.0681042,0.0340959,0,0,0.0172618,0,0,0.0446159,0.0557331,0.031085,0.0278068,0.0163667,0.0462083,0.0429488,0.0313545,0.0595785,0.0577052,0.0228842,0.0601788,0.0375606,0.0459343,0.0793913,0.0153663,0.0194341,0.00689718,0.0252596,0.0285587,0.0221304,0.00665986
333,0.0263964,0,0,0,0,0.0485572,0,0,0,0,0,0,0.0322843,0,0.0217596,0.0723169,0,0,0.016275,0,0,0.0345023,0.0738637,0.0210413,0.012347,0.016292,0.0292829,0.0359541,0.0305011,0.038539,0.047912,0.0307753,0.0145105,0.0156667,0.0284869,0.0303112,0.0144212,0.0127183,0.0170374,0.0359252,0,0.0146156,0.0681123,0.0341494,0,0,0.0172836,0,0,0.0446131,0.0556528,0.0310957,0.0278188,0.0163771,0.0461921,0.042894,0.0313311,0.0596454,0.0577194,0.0229022,0.0601754,0.0375399,0.0459607,0.0793855,0.0153623,0.0194659,0.00689719,0.0252198,0.028407,0.0221603,0.00664748
334,0.0263822,0,0,0,0,0.0485989,0,0,0,0,0,0,0.0323655,0,0.0217105,0.0722585,0,0,0.0162362,0,0,0.0347672,0.0738898,0.0210344,0.0123575,0.0163295,0.0291207,0.0358862,0.0306828,0.0385583,0.0479145,0.0307214,0.0144711,0.0155715,0.0283347,0.0301788,0.0144096,0.0126955,0.0170156,0.0360594,0,0.0145771,0.0681806,0.0341459,0,0,0.0173138,0,0,0.0446941,0.0555847,0.0311388,0.0278346,0.0164259,0.0461737,0.0427691,0.0313639,0.0597392,0.0576774,0.022807,0.0601545,0.0375565,0.0459635,0.0793347,0.0152481,0.0192905,0.00691014,0.0250683,0.0284449,0.0221921,0.00664086
335,0.0272272,0,0,0,0,0.0489249,0,0,0,0,0,0,0.0326389,0,0.0219735,0.0722767,0,0,0.0158311,0,0,0.0349719,0.0742272,0.0209826,0.0137219,0.0168311,0.0280576,0.0344866,0.0313894,0.0386655,0.0481054,0.0313324,0.0145118,0.0155653,0.0283332,0.0301311,0.0137218,0.0130168,0.016152,0.0400094,0,0.0130711,0.0703245,0.0348514,0,0,0.017195,0,0,0.044724,0.0518088,0.0352253,0.0317323,0.0125151,0.0470987,0.0425483,0.0335394,0,0.060287,0.0227851,0.0569603,0.0357517,0.0428236,0.0763209,0.0145509,0.0193162,0.00692084,0.0249478,0.029292,0.0211261,0.0068295
336,0.0260541,0,0,0,0,0.0481679,0,0,0,0,0,0,0.0380054,0,0.0210016,0.0718552,0,0,0.0168439,0,0,0.0340103,0.0740451,0.0282318,0.0120165,0.0171187,0.0291826,0.0361172,0.0309639,0.0390709,0.0480242,0.0304621,0.0125835,0.0138591,0.0235419,0.0260253,0.0161087,0.0125113,0.0172856,0.0386947,0,0.0155641,0.0680026,0.0344484,0,0,0.017159,0,0,0.044514,0.0553155,0.0306188,0.0279046,0.0164747,0.0469448,0.0427167,0.0317907,0.0599644,0.057581,0.0224218,0.0598653,0.0381765,0.0456095,0.0788604,0.0145712,0.0193012,0.00710426,0.0253674,0.0282139,0.0224947,0.0072286
337,0.026261,0,0,0,0,0.0484764,0,0,0,0,0,0,0.0323453,0,0.0217676,0.0721286,0,0,0.0162088,0,0,0.0344788,0.0739103,0.0208913,0.0123588,0.0163317,0.0286255,0.0359217,0.030515,0.0385271,0.0478836,0.0306839,0.0143734,0.0155816,0.0283953,0.0301257,0.0141962,0.0127533,0.0168707,0.0361563,0,0.0144779,0.0681989,0.0341954,0,0,0.0173359,0,0,0.0445649,0.0555857,0.031195,0.0277155,0.0162746,0.0462607,0.0425697,0.0314464,0.059124,0.057804,0.0229732,0.0600492,0.037526,0.0459767,0.0792374,0.0151908,0.018942,0.00681934,0.0250879,0.0285026,0.0223508,0.00665473
338,0.0262576,0,0,0,0,0.0484562,0,0,0,0,0,0,0.0322565,0,0.0217828,0.072117,0,0,0.016168,0,0,0.0345265,0.0739431,0.0207629,0.0123618,0.0163598,0.0285019,0.0359681,0.0305819,0.0385453,0.0478585,0.0307336,0.0143415,0.0155369,0.0283183,0.0300731,0.0142503,0.012791,0.01683,0.0361907,0,0.0144953,0.0682096,0.0341966,0,0,0.0173375,0,0,0.0444991,0.0555495,0.0312156,0.027707,0.0163086,0.0462484,0.0425195,0.031511,0.0590126,0.0578049,0.0229323,0.0599993,0.0375344,0.045872,0.0792915,0.0151604,0.0190283,0.00684989,0.0251516,0.0284563,0.0223837,0.00670806
339,0.0254715,0,0,0,0,0.0479012,0,0,0,0,0,0,0.0369861,0,0.0211044,0.0710329,0,0,0.0170272,0,0,0.0340403,0.0740234,0.0271551,0.0108243,0.0167677,0.0294223,0.0371825,0.030743,0.0391662,0.0477582,0.0300413,0.0125037,0.0137866,0.0238663,0.0261489,0.0161722,0.0124093,0.0177977,0.0366273,0,0.0159177,0.067155,0.0339914,0,0,0.0172129,0,0,0.0442848,0.057351,0.0275505,0.0250921,0.0190298,0.0462472,0.0425377,0.0309746,0.0570843,0.0554512,0.0223417,0.0622685,0.0396246,0,0.0818,0.0149965,0.0191998,0.00698807,0.0255016,0.0276285,0.0233109,0.00728882
