Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHIA,LTHI,
1483,0.0303164,0,0,0,0,0.0412752,0,0,0,0,0,0,0.0270057,0,0.0187274,0.0676542,0,0,0.019121,0,0,0.0379491,0.0668265,0.0223591,0.00615171,0.017343,0.0345018,0.0431628,0.0485282,0.0595771,0.0379958,0.00949915,0.0137348,0.0311746,0.031143,0.0207629,0.0129993,0.0171529,0.0161991,0.0319833,0,0.0157416,0.0686831,0.0409958,0,0,0.0180957,0,0,0.0460438,0.0523836,0.0352817,0.0299488,0.0129337,0.0512289,0.0399511,0.0329146,0.0589954,0.022074,0.054532,0.0342488,0.0399367,0.0722641,0.0195831,0.0180166,0.0227929,0.0220896,0.0219464,0.0254816,0.0618797,0.0346485,0
1484,0.0303044,0,0,0,0,0.0413497,0,0,0,0,0,0,0.0270452,0,0.0187553,0.0677274,0,0,0.0192046,0,0,0.0380787,0.0667604,0.0223689,0.00608376,0.0171477,0.0343062,0.0430542,0.0487477,0.059629,0.0378623,0.00945013,0.0137378,0.0312118,0.0312015,0.0208009,0.0129455,0.0173122,0.016095,0.0315456,0,0.0157024,0.0685399,0.0409355,0,0,0.0180272,0,0,0.0460791,0.0524039,0.0353651,0.029844,0.012945,0.0511932,0.0398296,0.0329249,0.0589862,0.0219797,0.0545206,0.0342725,0.0399559,0.0722104,0.0199841,0.0180853,0.0228133,0.022038,0.0220405,0.0254453,0.0619204,0.0347083,0
1485,0.0302936,0,0,0,0,0.0414082,0,0,0,0,0,0,0.0272167,0,0.0186875,0.0678301,0,0,0.0193013,0,0,0.0380894,0.0667079,0.0223698,0.0059415,0.0171017,0.0341333,0.0429439,0.0487907,0.0596287,0.0376825,0.00944001,0.0138053,0.0312557,0.0313026,0.0205231,0.0128719,0.0174336,0.0161889,0.0311071,0,0.0156847,0.0683646,0.0409098,0,0,0.0180131,0,0,0.0461283,0.0524088,0.0354242,0.0297417,0.0129471,0.0512133,0.0397413,0.0329139,0.0589902,0.0218951,0.0545244,0.0342777,0.0399649,0.0721446,0.0203786,0.0181608,0.022893,0.0220079,0.0221295,0.025403,0.0619638,0.0347828,0
1486,0.030301,0,0,0,0,0.0414422,0,0,0,0,0,0,0.0276039,0,0.0186249,0.0679821,0,0,0.0193585,0,0,0.0379917,0.0666889,0.022362,0.00575219,0.0171509,0.033977,0.0428147,0.0487187,0.0595959,0.037486,0.00947742,0.0138722,0.0312507,0.0313226,0.0198511,0.0128015,0.0174088,0.0163761,0.0306595,0,0.0156935,0.0681583,0.0408873,0,0,0.01794,0,0,0.046185,0.0523915,0.0354146,0.0296506,0.0129623,0.0512674,0.0396915,0.0328949,0.059024,0.0217999,0.0545376,0.0342678,0.039913,0.0720765,0.0207453,0.0182101,0.0230085,0.0219995,0.0222069,0.025339,0.0619789,0.0347064,0
1487,0.030331,0,0,0,0,0.0414663,0,0,0,0,0,0,0.0282839,0,0.0185622,0.0681557,0,0,0.0193777,0,0,0.037936,0.0666669,0.0222829,0.00557948,0.0170459,0.0338397,0.0426591,0.0485972,0.0595954,0.0372747,0.00944486,0.01381,0.0312197,0.0312325,0.0188781,0.0127571,0.0174133,0.0164922,0.0302061,0,0.0157631,0.067988,0.0408947,0,0,0.0179127,0,0,0.0462378,0.052353,0.0354162,0.0295588,0.0129748,0.0513142,0.0396482,0.032967,0.0590907,0.0217037,0.0545281,0.0342654,0.0398325,0.0720016,0.0211315,0.0182318,0.0231123,0.0219937,0.022293,0.0253142,0.0620328,0.0345856,0
1488,0.0303554,0,0,0,0,0.0415619,0,0,0,0,0,0,0.029063,0,0.0184246,0.0683085,0,0,0.0193652,0,0,0.0379328,0.0666391,0.0221679,0.00538146,0.0169789,0.0337367,0.0424898,0.0484309,0.0594991,0.0369944,0.00939813,0.0138097,0.0311333,0.0311333,0.0176309,0.0127295,0.0174338,0.0164705,0.0297929,0,0.0157933,0.0678009,0.0409329,0,0,0.0178419,0,0,0.0462326,0.0523032,0.035676,0.0294563,0.0129899,0.0513609,0.0396062,0.0330494,0.0591397,0.0216169,0.0544995,0.0344182,0.0398235,0.0719381,0.0215413,0.0182999,0.023082,0.0219664,0.0223502,0.0253019,0.0620924,0.0343664,0
1489,0.030368,0,0,0,0,0.0417362,0,0,0,0,0,0,0.0299962,0,0.0182208,0.0684188,0,0,0.0193448,0,0,0.0379693,0.0666027,0.0219938,0.00515033,0.0169185,0.0336388,0.0423152,0.0482278,0.0593177,0.0366668,0.00936362,0.0139552,0.0309919,0.0310145,0.0159818,0.0127028,0.017448,0.0163675,0.0293934,0,0.0157702,0.0675936,0.0409857,0,0,0.017814,0,0,0.0462393,0.0522659,0.0358576,0.0293126,0.0130117,0.0514352,0.0395722,0.0330601,0.0591738,0.021574,0.0545239,0.0345562,0.0397618,0.0718744,0.0219546,0.018354,0.0230456,0.0219552,0.0223706,0.025264,0.0620882,0.0341257,0
1490,0.0303744,0,0,0,0,0.0418249,0,0,0,0,0,0,0.031022,0,0.0180324,0.0684766,0,0,0.0193473,0,0,0.0380204,0.0665728,0.0218671,0.00497493,0.0168789,0.0335213,0.0421122,0.0479454,0.0591,0.0363154,0.0093126,0.0138324,0.0308012,0.0308826,0.0142866,0.012669,0.017571,0.0163085,0.0290016,0,0.0157648,0.0673365,0.0410535,0,0,0.0178022,0,0,0.0462709,0.052241,0.0359616,0.0291894,0.0130593,0.0515265,0.0395726,0.0330114,0.0591939,0.0215276,0.0545531,0.0346433,0.0397649,0.0718092,0.0223718,0.0183591,0.0230396,0.0219486,0.0224132,0.0251933,0.062028,0.0338743,0
1491,0.0304013,0,0,0,0,0.0418911,0,0,0,0,0,0,0.0322354,0,0.0178772,0.0686713,0,0,0.0193505,0,0,0.038107,0.0666127,0.0217705,0.00483963,0.016969,0.0334123,0.0418961,0.0475271,0.0588449,0.0359881,0.00931917,0.0132653,0.0305732,0.0307071,0.0125585,0.0126301,0.017818,0.0162974,0.0285641,0,0.0157498,0.0670968,0.0411119,0,0,0.0177995,0,0,0.0462772,0.0522177,0.0360463,0.0290566,0.0131383,0.0516095,0.0395727,0.0330105,0.0591933,0.0214225,0.0545968,0.0346913,0.039763,0.071771,0.0228435,0.0183536,0.0231042,0.0219777,0.0224993,0.0251185,0.0621024,0.0335499,0
1492,0.03044,0,0,0,0,0.0419643,0,0,0,0,0,0,0.0336708,0,0.0176231,0.0690053,0,0,0.0193506,0,0,0.0381506,0.0667231,0.0215465,0.00472561,0.0171624,0.0333266,0.0416654,0.0470099,0.0585894,0.0356764,0.00942529,0.0125714,0.0303701,0.0305577,0.0106939,0.0125999,0.0179938,0.0163521,0.0281314,0,0.01579,0.0668181,0.0411712,0,0,0.0178243,0,0,0.046291,0.0521965,0.0361049,0.0288878,0.0132062,0.0516708,0.0395679,0.0330824,0.0591364,0.021262,0.054663,0.0347147,0.0395621,0.0717775,0.0233396,0.0183245,0.023253,0.0220434,0.0225993,0.0250318,0.0622614,0.0331697,0
1493,0.030493,0,0,0,0,0.04206,0,0,0,0,0,0,0.0352735,0,0.0172682,0.0693562,0,0,0.0193291,0,0,0.038153,0.0668593,0.0212327,0.0046611,0.0172513,0.0332716,0.0414337,0.0465414,0.0583848,0.0353517,0.00951962,0.0121243,0.03014,0.0303913,0.00888487,0.0125513,0.0180181,0.0162918,0.0278309,0,0.0159269,0.0665369,0.0412381,0,0,0.0178401,0,0,0.046316,0.0521589,0.0361752,0.0287317,0.0132282,0.0517304,0.0395617,0.0331827,0.0591075,0.021146,0.0546647,0.0347155,0.0395591,0.0717645,0.0237346,0.0183024,0.0233266,0.0220962,0.022689,0.0249259,0.0622343,0.032809,0
1494,0.030559,0,0,0,0,0.0421497,0,0,0,0,0,0,0.0369488,0,0.0169408,0.0696582,0,0,0.0193086,0,0,0.0380917,0.0669746,0.0210973,0.00462054,0.0172503,0.0332154,0.041235,0.0461036,0.0581804,0.0350406,0.00961604,0.0119595,0.0299138,0.0302347,0.00761921,0.0124767,0.0180608,0.0162748,0.0276143,0,0.01599,0.0663083,0.041299,0,0,0.017822,0,0,0.0463731,0.0521106,0.0362504,0.0285824,0.0132026,0.051775,0.0395322,0.0332769,0.0591677,0.0210596,0.0546598,0.0347091,0.0397799,0.0717118,0.0240188,0.0183252,0.0231973,0.0220262,0.0228006,0.0248152,0.0620612,0.0325333,0
1495,0.0306088,0,0,0,0,0.0422165,0,0,0,0,0,0,0.0386703,0,0.0166932,0.0698758,0,0,0.0192841,0,0,0.0379891,0.0671237,0.0210831,0.00460584,0.01727,0.0331521,0.0410656,0.0456964,0.0579557,0.034766,0.00969233,0.0118424,0.0296912,0.0300578,0.00696148,0.0124498,0.0180822,0.0165098,0.0273483,0,0.0159309,0.0661459,0.0413381,0,0,0.017789,0,0,0.0464086,0.0520569,0.0362411,0.028427,0.013225,0.0517986,0.0395006,0.0333561,0.0592037,0.0209913,0.0546632,0.03469,0.0399063,0.0716985,0.0243513,0.0183539,0.0230438,0.0219674,0.0229032,0.0247296,0.0620941,0.0322832,0
1496,0.0306506,0,0,0,0,0.0422623,0,0,0,0,0,0,0.0402039,0,0.016445,0.0700905,0,0,0.0192942,0,0,0.0378949,0.0672545,0.0210385,0.00460151,0.0173069,0.0330832,0.0409095,0.0453355,0.0576956,0.0345,0.00983504,0.0117004,0.029494,0.0298948,0.00687302,0.0124686,0.0181353,0.0166122,0.0270779,0,0.0158939,0.0659613,0.0413926,0,0,0.0177671,0,0,0.0463611,0.0520115,0.0362067,0.0282653,0.0132624,0.0518401,0.0394856,0.0333447,0.0592322,0.0209662,0.0547084,0.0346647,0.0399472,0.0716437,0.0246861,0.0183713,0.0231264,0.0219926,0.0229551,0.0246739,0.0621917,0.031966,0
1497,0.0307062,0,0,0,0,0.0422858,0,0,0,0,0,0,0.0414373,0,0.0161955,0.0702628,0,0,0.0193043,0,0,0.0378642,0.0673679,0.0209979,0.00464206,0.0173882,0.033012,0.0407572,0.0450264,0.0575302,0.0343092,0.0102211,0.0115105,0.0293612,0.0297748,0.00725144,0.0124688,0.0181968,0.0166244,0.0268265,0,0.0159148,0.0657878,0.0414359,0,0,0.0177833,0,0,0.0463145,0.0519572,0.0362019,0.0281324,0.0133079,0.0518978,0.0394665,0.0332554,0.059278,0.0209377,0.0547468,0.034764,0.0399482,0.0715652,0.0250105,0.0184007,0.0231869,0.0220339,0.0229572,0.0246325,0.062256,0.0316936,0
1498,0.0307234,0,0,0,0,0.0422911,0,0,0,0,0,0,0.0422792,0,0.0159428,0.0703727,0,0,0.0192938,0,0,0.0378704,0.0675432,0.0210132,0.00475709,0.0175087,0.0329449,0.040624,0.0447599,0.0572814,0.0341645,0.0107854,0.0113057,0.0292269,0.0297053,0.00778502,0.0124427,0.0182831,0.0165698,0.0265786,0,0.015877,0.0656508,0.0414563,0,0,0.0177535,0,0,0.0463095,0.0518874,0.0362496,0.0280497,0.0133544,0.0519465,0.0394566,0.0334082,0.0593384,0.0209006,0.0547637,0.0348471,0.0399441,0.0714649,0.0253553,0.0184027,0.023086,0.022003,0.0229717,0.0246183,0.0623103,0.0314914,0
1499,0.0307007,0,0,0,0,0.0422806,0,0,0,0,0,0,0.0427192,0,0.0156781,0.0704465,0,0,0.0192969,0,0,0.0379013,0.0677205,0.0209894,0.00488145,0.0174469,0.0328625,0.040489,0.0445256,0.0569338,0.0340048,0.0106199,0.0113547,0.029043,0.0296095,0.00827581,0.0124467,0.0183951,0.0165221,0.0263355,0,0.0157754,0.065553,0.0414657,0,0,0.0176892,0,0,0.0463186,0.0518391,0.0362348,0.0279983,0.0133955,0.0519952,0.0394745,0.0335399,0.0593594,0.0208513,0.0547631,0.0348651,0.0399985,0.0714437,0.0256808,0.0183952,0.0228958,0.0219338,0.0229777,0.0246445,0.0623534,0.0312604,0
1500,0.0306775,0,0,0,0,0.0422656,0,0,0,0,0,0,0.0426011,0,0.0153109,0.0705174,0,0,0.0192806,0,0,0.0378204,0.0678932,0.0209689,0.00505789,0.0172898,0.0327538,0.040354,0.0442858,0.0566554,0.0337794,0.0104296,0.0114617,0.0287684,0.0295511,0.00857244,0.0124251,0.0183686,0.0166342,0.0261203,0,0.0155745,0.0654354,0.0415057,0,0,0.0176683,0,0,0.0462921,0.0518011,0.0361726,0.027951,0.0134268,0.0520432,0.0395418,0.0336072,0.0593553,0.0207732,0.054781,0.034871,0.0400425,0.0714898,0.0259616,0.0184204,0.0228747,0.0219121,0.02294,0.0246858,0.0623853,0.0310703,0
1501,0.0306727,0,0,0,0,0.0422416,0,0,0,0,0,0,0.0421053,0,0.0148509,0.0705802,0,0,0.0192773,0,0,0.0377123,0.0680351,0.0211428,0.00525487,0.017032,0.0326485,0.0402357,0.0440324,0.0564,0.0335744,0.0102415,0.0114365,0.0283513,0.029423,0.00891627,0.01241,0.0183299,0.0168137,0.0260219,0,0.015492,0.065314,0.0415587,0,0,0.0176901,0,0,0.0462718,0.0517691,0.0361248,0.0279255,0.0134341,0.0520736,0.0396362,0.0336436,0.0593718,0.0207056,0.054827,0.0348798,0.0400292,0.0715327,0.0260989,0.0184187,0.0229066,0.0219538,0.0229044,0.0247124,0.0624226,0.0309502,0
1502,0.0306788,0,0,0,0,0.0422378,0,0,0,0,0,0,0.0415488,0,0.0141726,0.0706449,0,0,0.0192831,0,0,0.0376456,0.0682072,0.0215542,0.00548755,0.0167733,0.0325571,0.0401304,0.0438418,0.0560678,0.0333629,0.0100795,0.011427,0.027979,0.0291923,0.00985356,0.0124253,0.0183412,0.0169501,0.0260378,0,0.0155275,0.0651746,0.041611,0,0,0.0177264,0,0,0.0462803,0.051708,0.0360483,0.0279159,0.0134364,0.0520878,0.0397538,0.0336985,0.0594114,0.0206357,0.054883,0.0348824,0.0400676,0.0715342,0.0261314,0.0183739,0.0228948,0.0219737,0.0228974,0.0246877,0.0624749,0.0308226,0
1503,0.0307237,0,0,0,0,0.042251,0,0,0,0,0,0,0.0414226,0,0.013574,0.0705949,0,0,0.0193078,0,0,0.0376411,0.0683831,0.0218908,0.00557323,0.0166435,0.0325073,0.0400498,0.0436702,0.055766,0.0332262,0.0101268,0.0116459,0.027863,0.0291265,0.0106604,0.0124142,0.0184472,0.0170643,0.0260705,0,0.0154891,0.0651248,0.041666,0,0,0.017758,0,0,0.0463083,0.0516237,0.0359208,0.0279231,0.0134281,0.0521096,0.0398614,0.0337157,0.0594795,0.0205927,0.0549224,0.0348866,0.0401266,0.0715577,0.026114,0.0183331,0.0227484,0.0218869,0.0229411,0.0246359,0.0625032,0.0307601,0
1504,0.0307838,0,0,0,0,0.0422757,0,0,0,0,0,0,0.041755,0,0.0132219,0.070597,0,0,0.0193734,0,0,0.0376932,0.0685612,0.0218869,0.00564639,0.0166494,0.0324936,0.0399654,0.0434622,0.0554833,0.0331248,0.0103616,0.0122025,0.0280294,0.0293336,0.0110037,0.0123576,0.0185611,0.0170534,0.0261248,0,0.0153702,0.0651022,0.041726,0,0,0.0177208,0,0,0.0463125,0.0515638,0.0357757,0.0279353,0.0134167,0.0521638,0.0399798,0.0337419,0.0595376,0.020584,0.0549749,0.034916,0.0401855,0.0716147,0.0260069,0.0183068,0.0225355,0.0217768,0.0230158,0.0245641,0.0625104,0.0307588,0
1505,0.0308498,0,0,0,0,0.0422896,0,0,0,0,0,0,0.0422417,0,0.0131194,0.0706283,0,0,0.019461,0,0,0.0377562,0.0687481,0.021703,0.00572183,0.0165911,0.0325488,0.0398504,0.0433135,0.0551819,0.0330254,0.0107001,0.0129292,0.0281465,0.029498,0.0113888,0.0122657,0.0187234,0.0170059,0.0262431,0,0.0152164,0.0650657,0.0417876,0,0,0.0176391,0,0,0.0462574,0.0515156,0.0356334,0.027907,0.0133994,0.0522707,0.0400772,0.0337856,0.0595807,0.0206101,0.0550266,0.0349191,0.040226,0.0716752,0.0257905,0.0182936,0.0223588,0.0217392,0.0230846,0.0244878,0.0625055,0.0308422,0
1506,0.0309111,0,0,0,0,0.0422655,0,0,0,0,0,0,0.0428364,0,0.013381,0.0706823,0,0,0.0195667,0,0,0.0377386,0.0689232,0.0214843,0.00583429,0.0164405,0.0326341,0.0397171,0.0430858,0.0548623,0.0328851,0.0110019,0.0135035,0.0281598,0.029483,0.011812,0.012191,0.0187432,0.0170047,0.0265392,0,0.0150027,0.0649917,0.0418584,0,0,0.0175741,0,0,0.0461745,0.0514823,0.0355093,0.0278556,0.0133918,0.0523907,0.0401563,0.033855,0.0596301,0.0206475,0.0550969,0.0349225,0.0402887,0.0717478,0.0255172,0.0182885,0.0222644,0.0217441,0.0231041,0.0244358,0.0624968,0.0307805,0
1507,0.0309415,0,0,0,0,0.0421982,0,0,0,0,0,0,0.0435248,0,0.0137464,0.0707072,0,0,0.0196941,0,0,0.0377578,0.0691024,0.0213805,0.00590105,0.0162981,0.0327158,0.0395768,0.0427447,0.0545101,0.0326861,0.0112429,0.013645,0.0283046,0.0293826,0.0121498,0.0120952,0.0188555,0.0169047,0.0269432,0,0.0148046,0.0649582,0.0419168,0,0,0.0174646,0,0,0.04612,0.0514225,0.035394,0.0277961,0.0133992,0.0524957,0.0401948,0.0339291,0.059721,0.0206795,0.0551465,0.0349217,0.0403737,0.0718499,0.0252795,0.0183094,0.0221156,0.0216403,0.0230557,0.0244395,0.0624677,0.0307125,0
1508,0.0309599,0,0,0,0,0.0421058,0,0,0,0,0,0,0.0441535,0,0.0139758,0.0706787,0,0,0.0198209,0,0,0.0377973,0.0692942,0.0213934,0.00589842,0.0162588,0.0328176,0.0394201,0.0423002,0.0541413,0.0324405,0.0110719,0.0133536,0.0284879,0.0293088,0.0123711,0.012021,0.0190621,0.0168374,0.0272696,0,0.0146481,0.0650058,0.0419727,0,0,0.0174211,0,0,0.0460917,0.0513125,0.0353201,0.0277119,0.0134412,0.0525765,0.0402233,0.0339934,0.0598164,0.0207318,0.0552065,0.0348975,0.0404579,0.0719647,0.0250623,0.0183192,0.022043,0.0215793,0.0229694,0.0244695,0.0623925,0.0306253,0
1509,0.0309828,0,0,0,0,0.041985,0,0,0,0,0,0,0.0446259,0,0.0142512,0.0705546,0,0,0.0199188,0,0,0.0377403,0.0695104,0.0214621,0.00582897,0.0162787,0.0329302,0.0392435,0.0418196,0.0537437,0.0321198,0.0109286,0.0131848,0.0284625,0.0293958,0.0126097,0.0119445,0.0191924,0.0169303,0.0275165,0,0.0144999,0.0651284,0.0420362,0,0,0.0173681,0,0,0.0460384,0.0511793,0.0353105,0.0276069,0.0134492,0.052615,0.0402452,0.0340662,0.0599173,0.0208008,0.0552859,0.0349868,0.0405067,0.072029,0.0248357,0.0182895,0.0220349,0.0216079,0.0228522,0.0245235,0.0623226,0.0304483,0
1510,0.0310241,0,0,0,0,0.0419026,0,0,0,0,0,0,0.0448355,0,0.0144915,0.0703742,0,0,0.0200264,0,0,0.0377136,0.0698147,0.0213146,0.00571074,0.0161664,0.0330392,0.0390645,0.0414094,0.0533304,0.0317396,0.010839,0.0132407,0.0283409,0.0293937,0.0127288,0.0118516,0.0193705,0.0170079,0.0276826,0,0.0143362,0.0652414,0.0421243,0,0,0.0172312,0,0,0.0459478,0.0510545,0.0352138,0.02746,0.0133833,0.0525837,0.0402429,0.0341417,0.0600135,0.020838,0.0553377,0.0351104,0.0405848,0.0720717,0.0246662,0.0182546,0.0219737,0.0216361,0.0227417,0.0245368,0.0624889,0.0300582,0
1511,0.0310791,0,0,0,0,0.0418207,0,0,0,0,0,0,0.0446976,0,0.0145969,0.0701918,0,0,0.0201616,0,0,0.0377657,0.0702212,0.0209817,0.0056134,0.015962,0.0331354,0.038887,0.0409895,0.052842,0.0313504,0.010746,0.0131443,0.0282763,0.0293108,0.0124443,0.011765,0.0196247,0.0170176,0.0277042,0,0.0142024,0.0653176,0.0422069,0,0,0.0171575,0,0,0.0458653,0.0509361,0.0351303,0.027289,0.013338,0.0524778,0.0402788,0.0341701,0.0600831,0.0208193,0.0554097,0.0352263,0.0407409,0.0721351,0.0246293,0.0182309,0.0219076,0.0216402,0.0226887,0.0245002,0.0630193,0.029553,0
1512,0.0311435,0,0,0,0,0.0417572,0,0,0,0,0,0,0.0443449,0,0.0147159,0.069992,0,0,0.0202868,0,0,0.0378729,0.0705571,0.0204536,0.00550741,0.0156825,0.0332108,0.0387039,0.0405662,0.0524192,0.0310306,0.0106571,0.0128429,0.0282023,0.0290547,0.0119468,0.0116858,0.0199622,0.0169625,0.0276443,0,0.0139327,0.0653903,0.0422939,0,0,0.0171717,0,0,0.0458001,0.0508326,0.0350337,0.0271368,0.0133488,0.0523083,0.040376,0.0341979,0.0600696,0.0208016,0.0555343,0.0351056,0.0409551,0.0724062,0.0247238,0.0182195,0.0218233,0.0216198,0.0226641,0.0244485,0.0632612,0.0290856,0
1513,0.0312254,0,0,0,0,0.0417153,0,0,0,0,0,0,0.0439452,0,0.0150343,0.0697918,0,0,0.0203948,0,0,0.0378597,0.070775,0.0200791,0.00535683,0.0153955,0.0332484,0.0384756,0.040241,0.0521247,0.0308087,0.0106158,0.0124138,0.0280488,0.0288005,0.0114604,0.0115886,0.0201398,0.0170343,0.0277199,0,0.0135774,0.0654487,0.0423844,0,0,0.0171909,0,0,0.0457383,0.0506984,0.0350162,0.027065,0.0133546,0.052156,0.0405176,0.0342223,0.0601449,0.0208238,0.0556154,0.0350055,0.041076,0.0725803,0.0245747,0.0182694,0.0216211,0.0215441,0.0226479,0.0243912,0.0633548,0.0287595,0
1514,0.031332,0,0,0,0,0.0416992,0,0,0,0,0,0,0.0435713,0,0.0153683,0.0695912,0,0,0.0205111,0,0,0.0377471,0.0709775,0.0199093,0.00521035,0.015301,0.0332923,0.0382184,0.0399838,0.0519124,0.0307398,0.0106549,0.0121505,0.0279853,0.0286904,0.0110917,0.0114778,0.020192,0.0171848,0.0280428,0,0.0133171,0.0654736,0.0424997,0,0,0.0172035,0,0,0.0457213,0.0505707,0.0349609,0.0270024,0.0133501,0.05201,0.0406677,0.0342281,0.0602141,0.0208344,0.0556594,0.0349919,0.0411458,0.0726909,0.0241498,0.0182427,0.0213617,0.0214588,0.0226674,0.0243377,0.0634229,0.0285709,0
1515,0.0314515,0,0,0,0,0.0417026,0,0,0,0,0,0,0.0435472,0,0.0156533,0.0694273,0,0,0.0206603,0,0,0.0377042,0.0711629,0.019855,0.00504478,0.0154458,0.0333289,0.0379889,0.0398501,0.0517767,0.0307926,0.0107493,0.0122764,0.0280202,0.0287572,0.0109037,0.011333,0.0203265,0.0172565,0.0285415,0,0.0129705,0.0654624,0.0426152,0,0,0.0171943,0,0,0.0456945,0.0504533,0.0348113,0.0269479,0.0133402,0.0518786,0.040848,0.0341946,0.0602369,0.0208487,0.0557219,0.0349539,0.0412214,0.0727861,0.0235031,0.0181733,0.0210853,0.0214514,0.0227246,0.0242665,0.0634866,0.0284634,0
1516,0.0315693,0,0,0,0,0.0417111,0,0,0,0,0,0,0.0437688,0,0.0158641,0.0693174,0,0,0.0208402,0,0,0.0377233,0.0713328,0.0196714,0.00493158,0.0156967,0.0334099,0.0377589,0.0397003,0.0516446,0.0308977,0.0109374,0.0125579,0.0280731,0.028849,0.0108718,0.0112003,0.0205463,0.0173036,0.0292813,0,0.0126295,0.06545,0.0427346,0,0,0.0171083,0,0,0.0456555,0.0503363,0.0346122,0.0269018,0.0132877,0.0517791,0.0410337,0.034201,0.0602966,0.0209511,0.055784,0.0349068,0.0413154,0.0728751,0.022575,0.0180695,0.0208119,0.0214377,0.0227982,0.0241847,0.0635773,0.0284479,0
1517,0.0317058,0,0,0,0,0.0417171,0,0,0,0,0,0,0.0439987,0,0.0161473,0.0692584,0,0,0.0209889,0,0,0.0377583,0.0714902,0.0195006,0.00488078,0.0158916,0.0335321,0.0374952,0.0395267,0.0515149,0.030999,0.0111618,0.0128185,0.0280541,0.0288714,0.0112239,0.0110844,0.0208102,0.0173319,0.0302064,0,0.0123894,0.0654459,0.0428107,0,0,0.0169997,0,0,0.0455932,0.0502145,0.0343526,0.0268541,0.0131982,0.0516961,0.0411657,0.0342997,0.0604211,0.0211221,0.0558696,0.0348253,0.0414408,0.0730058,0.0214241,0.0180654,0.0205254,0.021402,0.0228596,0.0240913,0.0636615,0.0285863,0
1518,0.0318241,0,0,0,0,0.0416911,0,0,0,0,0,0,0.0442685,0,0.0164062,0.0692392,0,0,0.0211204,0,0,0.0378163,0.0716527,0.0191914,0.00480295,0.0160182,0.0336727,0.0372324,0.0393299,0.0513816,0.0310764,0.0113409,0.0130296,0.0280365,0.0288618,0.0116111,0.0110059,0.0211214,0.0173336,0.0312426,0,0.0122141,0.0654594,0.042869,0,0,0.0169756,0,0,0.0454857,0.050085,0.0340595,0.0268295,0.013098,0.0515834,0.0412763,0.0344632,0.0606345,0.0212805,0.0559865,0.0348053,0.0415848,0.0731984,0.0201858,0.0181791,0.0203509,0.0214154,0.0228742,0.0240262,0.0636978,0.0288468,0
1519,0.0319122,0,0,0,0,0.0416105,0,0,0,0,0,0,0.0445611,0,0.0166528,0.0692006,0,0,0.0212263,0,0,0.0377979,0.0718135,0.0189114,0.00471659,0.0160585,0.0337982,0.0369448,0.0390727,0.0512287,0.0311801,0.0114693,0.0130743,0.0279739,0.0287535,0.0118768,0.0109716,0.0213249,0.0173878,0.0324938,0,0.0120262,0.0655424,0.042921,0,0,0.016905,0,0,0.0453335,0.0499496,0.0336749,0.0268394,0.0129948,0.0514853,0.0413634,0.0346519,0.0608073,0.0214632,0.0561032,0.0348143,0.0417228,0.0733901,0.0188568,0.0182856,0.0201396,0.021376,0.0228262,0.0239945,0.0637246,0.0291613,0
1520,0.0319877,0,0,0,0,0.0414951,0,0,0,0,0,0,0.0448995,0,0.0169223,0.0691226,0,0,0.0213027,0,0,0.0377198,0.0719012,0.0186317,0.00463345,0.0160541,0.0339068,0.0366218,0.0387886,0.0510386,0.0312949,0.0116073,0.0128947,0.0279362,0.0286803,0.0118978,0.0109731,0.021448,0.017486,0.0337974,0,0.0118181,0.0656569,0.0429702,0,0,0.0167937,0,0,0.0452256,0.0498267,0.0333437,0.0268773,0.0129438,0.051421,0.0414331,0.0348278,0.0608946,0.021628,0.0562538,0.0348258,0.0418842,0.0735885,0.0175676,0.0183448,0.0198408,0.0212386,0.0227681,0.0240116,0.0637749,0.0294573,0
1521,0.0320456,0,0,0,0,0.0413596,0,0,0,0,0,0,0.0452417,0,0.0171721,0.0690229,0,0,0.0213494,0,0,0.0377112,0.0719766,0.018328,0.00458726,0.0160343,0.0340066,0.0362621,0.0385721,0.0508867,0.031415,0.0116489,0.0126452,0.0278238,0.0286548,0.0118919,0.0110078,0.0216645,0.0175252,0.0351179,0,0.0117501,0.0658051,0.0429864,0,0,0.0166439,0,0,0.045131,0.0497035,0.0331206,0.0269371,0.0129668,0.0513845,0.0414561,0.0349259,0.0609415,0.0218441,0.0564263,0.0348364,0.0420597,0.0738087,0.0163927,0.0183996,0.0194735,0.0210993,0.02268,0.0240359,0.0638084,0.029663,0
