Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHIA,LTHI,
39,0.0294322,0,0,0,0,0.0490277,0,0,0,0,0,0,0.0357721,0,0.0193357,0.073408,0,0,0.0167619,0,0,0.0344702,0.0735796,0.0204298,0.0145709,0.019407,0.023897,0.0309455,0.038605,0.0494277,0.0347982,0.0160329,0.0161769,0.0290511,0.031057,0.00909786,0.0130313,0.00741848,0.0142189,0.0394609,0,0.0144389,0.0741397,0.0355554,0,0,0.0166785,0,0,0.0428373,0.0492515,0.0387949,0.0345752,0.014126,0.0443194,0.0370644,0.0322431,0.0590583,0.0218542,0.053223,0.0333661,0.0390655,0.0729873,0.0159969,0.0218747,0.00692475,0.022176,0.0307226,0.0194578,0,0,0
40,0.0294199,0,0,0,0,0.0490228,0,0,0,0,0,0,0.0357721,0,0.0193347,0.07336,0,0,0.0167505,0,0,0.0346885,0.0735773,0.0204368,0.0145131,0.0193875,0.0239206,0.0309573,0.0386233,0.0494398,0.0347984,0.0160085,0.0162005,0.0291082,0.0310536,0.00910483,0.013056,0.00746446,0.0142784,0.0394866,0,0.0145038,0.0741888,0.035535,0,0,0.016689,0,0,0.0429025,0.0492273,0.0387829,0.0345909,0.0141174,0.0443738,0.0370044,0.0322503,0.059072,0.0219074,0.0531915,0.0333603,0.0391851,0.0729312,0.0159941,0.0218824,0.00696715,0.0221888,0.0306887,0.0195184,0,0,0
41,0.0294038,0,0,0,0,0.0489992,0,0,0,0,0,0,0.035755,0,0.0193642,0.0733277,0,0,0.0167339,0,0,0.0348073,0.0735567,0.0204078,0.014454,0.0194078,0.0239332,0.030926,0.038672,0.0494438,0.0347642,0.0159874,0.0162249,0.0290946,0.0310332,0.00912436,0.0130804,0.00746707,0.0143721,0.0394744,0,0.0145351,0.0741982,0.0355267,0,0,0.0166648,0,0,0.0428449,0.0492184,0.038785,0.0346022,0.0140982,0.0444312,0.0369078,0.03229,0.0590804,0.0219006,0.0531547,0.0333571,0.0392591,0.0728989,0.0159999,0.0218579,0.00695547,0.022276,0.0306481,0.01955,0,0,0
42,0.0293885,0,0,0,0,0.0489736,0,0,0,0,0,0,0.035696,0,0.0194075,0.0733519,0,0,0.0166989,0,0,0.0348688,0.0735233,0.0203967,0.0144236,0.0193711,0.0239485,0.0308676,0.0387252,0.0494505,0.0347455,0.015944,0.0161969,0.0290366,0.0310092,0.00920655,0.0131501,0.00743668,0.0144956,0.0394238,0,0.0145122,0.0741953,0.0355179,0,0,0.0166586,0,0,0.0427729,0.04922,0.038795,0.0345994,0.0140748,0.0444731,0.0367624,0.0322834,0.0590666,0.0218588,0.0531441,0.0333283,0.0391747,0.0728854,0.0160149,0.0218591,0.0069411,0.0222813,0.0306299,0.0195783,0,0,0
43,0.0293577,0,0,0,0,0.0489657,0,0,0,0,0,0,0.0356486,0,0.019352,0.0733164,0,0,0.0166672,0,0,0.0348859,0.0735092,0.0204108,0.0143674,0.0193312,0.0239896,0.0308641,0.0387128,0.0494541,0.0347552,0.0159331,0.0161246,0.0290489,0.0310028,0.00926748,0.013176,0.00745307,0.0144805,0.0393432,0,0.0144727,0.0742302,0.0354924,0,0,0.0166434,0,0,0.0427525,0.0492059,0.0388153,0.0346073,0.0140619,0.0445073,0.0367568,0.0322913,0.0590565,0.021833,0.0531468,0.0332994,0.038982,0.0729004,0.0160308,0.0218453,0.00692607,0.0223042,0.0306148,0.0196308,0,0,0
44,0.0293496,0,0,0,0,0.0489643,0,0,0,0,0,0,0.035574,0,0.0193063,0.0732886,0,0,0.0166266,0,0,0.0348606,0.0734966,0.0204133,0.0143481,0.0193173,0.0240384,0.0308672,0.0387163,0.0494708,0.0347598,0.0159214,0.016008,0.0290521,0.0309939,0.00934064,0.0132108,0.00753353,0.0143196,0.0393514,0,0.0144753,0.0742392,0.0354792,0,0,0.0166327,0,0,0.0427723,0.0492054,0.0388188,0.0346224,0.0140591,0.0445503,0.0368549,0.0323111,0.0590642,0.0218391,0.053112,0.0333164,0.0389086,0.0729239,0.016016,0.0218637,0.00694037,0.0224007,0.0306125,0.019664,0,0,0
45,0.0293569,0,0,0,0,0.0489723,0,0,0,0,0,0,0.0355163,0,0.0193342,0.0732937,0,0,0.0165871,0,0,0.0348619,0.0734777,0.0203789,0.0143211,0.0193164,0.0240453,0.0308439,0.0387537,0.0494776,0.0347445,0.0158805,0.0159302,0.0289982,0.0309636,0.00938299,0.013216,0.00757387,0.0142364,0.0393799,0,0.0144932,0.0742399,0.0354852,0,0,0.0166304,0,0,0.0427644,0.0492068,0.0388186,0.0346405,0.0140562,0.0445834,0.0368866,0.0323246,0.0590745,0.021896,0.0530915,0.0332861,0.0389655,0.0729333,0.0160076,0.0218854,0.00693638,0.022292,0.0306082,0.0196756,0,0,0
46,0.0293651,0,0,0,0,0.048977,0,0,0,0,0,0,0.0354781,0,0.019423,0.0733336,0,0,0.0165476,0,0,0.0349045,0.0734708,0.020349,0.0143059,0.0193321,0.0240468,0.0307968,0.0388236,0.049506,0.0347365,0.0158171,0.0159171,0.0290038,0.0309283,0.00941045,0.0132446,0.00760104,0.014241,0.0394028,0,0.0145054,0.0742289,0.0354788,0,0,0.0166402,0,0,0.0427849,0.0491641,0.0388049,0.034653,0.0140515,0.0446047,0.0368374,0.0323637,0.0591136,0.0219917,0.0531065,0.0332853,0.0390825,0.0729421,0.0160091,0.0218986,0.00695855,0.0220306,0.030583,0.0196922,0,0,0
47,0.029337,0,0,0,0,0.0489907,0,0,0,0,0,0,0.0354969,0,0.0194426,0.0732674,0,0,0.0164963,0,0,0.0349737,0.0734636,0.0203447,0.0142547,0.0193374,0.0241002,0.0307486,0.0388578,0.0495506,0.0347719,0.0157973,0.0160003,0.0290695,0.030948,0.00938992,0.0132743,0.00761827,0.014257,0.039403,0,0.0144224,0.0742882,0.0354649,0,0,0.0165972,0,0,0.0427987,0.0491245,0.0388085,0.0346931,0.0140595,0.0446204,0.0368889,0.0323769,0.0591361,0.0220492,0.0531081,0.033272,0.0390771,0.0729467,0.0160259,0.0218736,0.00696532,0.0219757,0.0305922,0.0197002,0,0,0
48,0.0293162,0,0,0,0,0.0489953,0,0,0,0,0,0,0.0354491,0,0.0193979,0.0732572,0,0,0.0164368,0,0,0.0350465,0.073452,0.0203325,0.014214,0.0192986,0.0241842,0.0306983,0.0388881,0.0495752,0.0347805,0.0158159,0.0160127,0.0290758,0.0309701,0.00944693,0.0133195,0.00763464,0.0142544,0.0394083,0,0.0143851,0.0743112,0.0354616,0,0,0.0165669,0,0,0.0428051,0.0491104,0.0387935,0.0347107,0.0140776,0.0446336,0.0369546,0.0323986,0.0591355,0.0220556,0.0531187,0.0332837,0.0391492,0.0729367,0.0160382,0.0218486,0.00697259,0.0220116,0.0306132,0.0196925,0,0,0
49,0.0293327,0,0,0,0,0.0490321,0,0,0,0,0,0,0.0354317,0,0.0193954,0.0733215,0,0,0.0163728,0,0,0.0351173,0.0734315,0.0203786,0.0141655,0.0192909,0.0242656,0.0306783,0.0389287,0.0495839,0.0347441,0.0158247,0.0159278,0.0290497,0.0309553,0.0095112,0.013367,0.00765984,0.0142263,0.0393924,0,0.0143898,0.0743002,0.0354595,0,0,0.0165368,0,0,0.0427933,0.0491148,0.0387863,0.0347039,0.0141036,0.0446249,0.0369763,0.0324186,0.0591186,0.0220343,0.0531423,0.033278,0.0391035,0.0729324,0.0160399,0.0218633,0.00696306,0.0220403,0.0306491,0.0196662,0,0,0
50,0.0293839,0,0,0,0,0.0490792,0,0,0,0,0,0,0.0353935,0,0.0194299,0.0734101,0,0,0.0163021,0,0,0.0351337,0.0734112,0.0204005,0.0141345,0.0192904,0.024345,0.0306476,0.0389689,0.0495641,0.0347044,0.0157974,0.0159079,0.0290382,0.0309397,0.00955913,0.0133935,0.00767939,0.0141982,0.0394053,0,0.0144357,0.0742663,0.0354638,0,0,0.0165002,0,0,0.0427752,0.0491382,0.0387813,0.0346823,0.0141184,0.044598,0.0369792,0.0323967,0.0591083,0.0220484,0.0531639,0.0332586,0.0390761,0.0729623,0.0160261,0.0218828,0.00694633,0.0220664,0.0306879,0.019606,0,0,0
51,0.0294124,0,0,0,0,0.049106,0,0,0,0,0,0,0.0354144,0,0.01941,0.07335,0,0,0.0162255,0,0,0.0351321,0.0734066,0.0204115,0.0140507,0.019318,0.0244089,0.0305914,0.0389562,0.0495766,0.0347694,0.0157934,0.0160051,0.0290763,0.0309676,0.00951337,0.0134069,0.00766043,0.014238,0.0394655,0,0.0144393,0.0743479,0.0354555,0,0,0.0164679,0,0,0.0427784,0.0491343,0.0387854,0.0346836,0.0141194,0.0445822,0.037073,0.0321809,0.0591022,0.0220264,0.0531718,0.0332528,0.0390399,0.0730023,0.0160109,0.0218628,0.00694068,0.0221204,0.0307208,0.0195637,0,0,0
52,0.0294541,0,0,0,0,0.0491017,0,0,0,0,0,0,0.0353921,0,0.0193581,0.0732888,0,0,0.0161611,0,0,0.0351764,0.0734165,0.020414,0.0140415,0.0193371,0.0244075,0.0305099,0.0389321,0.049634,0.0348166,0.0157909,0.0160574,0.0290971,0.0309898,0.0095077,0.0134262,0.00763906,0.0143245,0.0395245,0,0.0144021,0.0744407,0.0354678,0,0,0.0164307,0,0,0.0427645,0.0491009,0.0387759,0.034723,0.0141134,0.0446077,0.0370357,0.0318573,0.0591008,0.0219896,0.0531615,0.0332416,0.0390233,0.0730163,0.01601,0.0218594,0.00690721,0.0223354,0.0307453,0.0195176,0,0,0
53,0.0294815,0,0,0,0,0.0491053,0,0,0,0,0,0,0.0353813,0,0.0193289,0.0732723,0,0,0.0161244,0,0,0.0351649,0.073427,0.0204019,0.0140588,0.019328,0.0243722,0.0304444,0.0389079,0.049654,0.0348441,0.0158049,0.0160595,0.0290855,0.03102,0.00952767,0.0134409,0.00767905,0.0141527,0.0395315,0,0.0143807,0.0744536,0.0354928,0,0,0.0164202,0,0,0.0427838,0.0491154,0.0387245,0.0347129,0.0141025,0.0446247,0.0370484,0.0320699,0.0591397,0.0220476,0.0531621,0.0332014,0.0390638,0.0730076,0.0160047,0.0218905,0.00692213,0.0225579,0.0307567,0.0194609,0,0,0
54,0.0295433,0,0,0,0,0.0490988,0,0,0,0,0,0,0.035366,0,0.0193614,0.0732888,0,0,0.0160819,0,0,0.035222,0.0734166,0.0203659,0.0141207,0.0193079,0.0245231,0.0303971,0.0389311,0.0496585,0.0348222,0.0157764,0.016055,0.0290436,0.0310117,0.0095727,0.0134824,0.00765782,0.0142334,0.0395456,0,0.0144157,0.0744362,0.0355271,0,0,0.0164448,0,0,0.0428013,0.0491303,0.038688,0.0347306,0.0141185,0.0446557,0.0371003,0.0322379,0.0591653,0.0221332,0.0531777,0.0332281,0.0392275,0.0729913,0.0159959,0.0219243,0.00693519,0.0225885,0.0308025,0.0193576,0,0,0
55,0.0295705,0,0,0,0,0.0490901,0,0,0,0,0,0,0.0354282,0,0.0194075,0.0732087,0,0,0.0160603,0,0,0.0352418,0.0734156,0.0203565,0.0140695,0.0193023,0.0246963,0.0303967,0.0389252,0.0496815,0.0348628,0.0157612,0.0160409,0.0290439,0.0310142,0.00949449,0.01348,0.00764694,0.0143066,0.0395424,0,0.0144662,0.074491,0.0355383,0,0,0.0164674,0,0,0.0427927,0.049125,0.0386767,0.0347782,0.0141533,0.0446758,0.0371612,0.0322649,0.0591871,0.0221736,0.0531874,0.0332503,0.0393009,0.0729804,0.0160096,0.0219498,0.00692323,0.0225215,0.0308529,0.0192915,0,0,0
56,0.0295897,0,0,0,0,0.0490928,0,0,0,0,0,0,0.0354606,0,0.0194085,0.0731515,0,0,0.016045,0,0,0.0351944,0.0734098,0.0203496,0.0140374,0.0192983,0.0248042,0.0303757,0.0389547,0.0497023,0.0349154,0.0157822,0.0159837,0.0290778,0.0310143,0.00945173,0.0134453,0.00766296,0.0142584,0.0395382,0,0.0144703,0.0745362,0.0355422,0,0,0.016502,0,0,0.04274,0.0490977,0.0386618,0.0348198,0.0141661,0.0446758,0.0372499,0.0322214,0.0592095,0.022195,0.0531916,0.0332673,0.0393067,0.0729653,0.016024,0.0219329,0.00690931,0.0224267,0.030872,0.0192542,0,0,0
57,0.0295987,0,0,0,0,0.0490962,0,0,0,0,0,0,0.0354335,0,0.0193783,0.0731341,0,0,0.016027,0,0,0.0351603,0.0734249,0.0203898,0.0140339,0.0192977,0.0248682,0.0303381,0.0389591,0.0497073,0.03494,0.0157765,0.0158321,0.0291074,0.0309931,0.00949912,0.0134441,0.00772097,0.0141241,0.0395411,0,0.0144685,0.0745682,0.0355498,0,0,0.0164922,0,0,0.0426936,0.0490789,0.0386211,0.0348427,0.0141843,0.0446681,0.0373856,0.0321699,0.0591997,0.0222231,0.0532039,0.0332635,0.039221,0.0729756,0.0159975,0.0218901,0.00690633,0.0224473,0.0308818,0.0192163,0,0,0
58,0.0296088,0,0,0,0,0.0490819,0,0,0,0,0,0,0.035394,0,0.0193424,0.0731443,0,0,0.015998,0,0,0.0351652,0.0734199,0.0203895,0.0140526,0.0192912,0.0249247,0.0303002,0.0389557,0.0497091,0.0349414,0.0157186,0.0157851,0.0291105,0.0309666,0.00955396,0.0134639,0.00773765,0.0141,0.0395196,0,0.0144523,0.0745548,0.0355712,0,0,0.0164304,0,0,0.0426287,0.0491001,0.0386047,0.0348501,0.0141944,0.0446793,0.0374516,0.0321519,0.0591685,0.0222424,0.0531918,0.0332386,0.0390604,0.0730124,0.0159849,0.0218805,0.00689632,0.0224832,0.0309007,0.019171,0,0,0
59,0.0295787,0,0,0,0,0.0490658,0,0,0,0,0,0,0.035373,0,0.0192716,0.0730289,0,0,0.0159693,0,0,0.0352002,0.0734295,0.020316,0.0139943,0.0193001,0.0249933,0.0302907,0.0389067,0.0497185,0.0350134,0.0157264,0.0158519,0.0290709,0.0310081,0.00954407,0.0134876,0.00768709,0.014179,0.0394969,0,0.0144651,0.0746066,0.0355764,0,0,0.0163442,0,0,0.0425055,0.0491157,0.0386204,0.0348595,0.0141862,0.0446849,0.0374874,0.0321416,0.0591655,0.0222459,0.0531717,0.0332195,0.0389455,0.0730161,0.0160012,0.0218668,0.00689624,0.0224832,0.0308898,0.0191823,0,0,0
60,0.0295526,0,0,0,0,0.0490613,0,0,0,0,0,0,0.0354131,0,0.019291,0.0729395,0,0,0.0159543,0,0,0.0351981,0.0734223,0.0202701,0.0139551,0.0193057,0.0250356,0.0302922,0.0389354,0.049736,0.0350582,0.0157325,0.0159363,0.0290659,0.031029,0.00947675,0.0134952,0.00767704,0.0141863,0.0394812,0,0.0144356,0.0746396,0.0355861,0,0,0.016268,0,0,0.0425188,0.0491048,0.0386164,0.0348937,0.0141552,0.0446958,0.0375087,0.0321606,0.059166,0.02227,0.053173,0.033211,0.0389499,0.0730064,0.0160053,0.0218872,0.00691366,0.0225311,0.0308879,0.0191966,0,0,0
61,0.0295427,0,0,0,0,0.0490571,0,0,0,0,0,0,0.035457,0,0.0193087,0.0728867,0,0,0.015936,0,0,0.0351894,0.0734177,0.0202538,0.0139118,0.0193452,0.0250441,0.0303036,0.0389755,0.0497513,0.0350756,0.0156965,0.0159584,0.0290819,0.0310168,0.00942625,0.0134837,0.00770272,0.0141455,0.0394745,0,0.0143668,0.0746754,0.0355953,0,0,0.0162331,0,0,0.0426484,0.0490961,0.0386235,0.0349267,0.0141483,0.0447076,0.0375092,0.0322028,0.059163,0.0223192,0.0531548,0.0331696,0.0389282,0.0730174,0.0160114,0.0218798,0.00694493,0.0226923,0.0308761,0.0192145,0,0,0
62,0.0295348,0,0,0,0,0.0490428,0,0,0,0,0,0,0.0354033,0,0.0193217,0.072863,0,0,0.0159306,0,0,0.0351939,0.0734107,0.0202088,0.0138703,0.0193385,0.0250965,0.0303143,0.0390205,0.0497474,0.0350732,0.0156565,0.0159398,0.0290765,0.0310148,0.00945971,0.0134904,0.00770725,0.0142258,0.0394848,0,0.0143999,0.0746805,0.03561,0,0,0.0162137,0,0,0.042692,0.0490933,0.0386451,0.0349524,0.0141554,0.0447286,0.0375323,0.0321801,0.0591645,0.0223349,0.0531254,0.0331536,0.0389184,0.0730147,0.0160126,0.0218384,0.00694813,0.0227102,0.0308549,0.0192372,0,0,0
63,0.0295061,0,0,0,0,0.0490445,0,0,0,0,0,0,0.0353865,0,0.0192702,0.0727511,0,0,0.015931,0,0,0.0352381,0.073425,0.0201741,0.013757,0.0193499,0.0251943,0.0303541,0.0390049,0.0497778,0.0351548,0.01568,0.015883,0.0290812,0.0310338,0.00945892,0.0134879,0.00767005,0.0144417,0.0395308,0,0.0145444,0.0747584,0.0356014,0,0,0.0161875,0,0,0.0426847,0.0490621,0.0386939,0.034995,0.0141535,0.0447484,0.0376194,0.0321804,0.0591893,0.0223157,0.0530883,0.0331356,0.0391499,0.0729695,0.016009,0.0217887,0.00694569,0.0225748,0.0308109,0.0192848,0,0,0
64,0.02948,0,0,0,0,0.0490577,0,0,0,0,0,0,0.0353791,0,0.019208,0.0726652,0,0,0.0159329,0,0,0.0352532,0.0734278,0.0201388,0.0136734,0.019375,0.025283,0.0303663,0.0390039,0.0498069,0.0352025,0.0157052,0.0157703,0.0290749,0.0310376,0.00947663,0.0134564,0.00765386,0.014499,0.0396559,0,0.0146174,0.0748196,0.0356047,0,0,0.0161518,0,0,0.0426639,0.0490081,0.0387454,0.0350583,0.0141646,0.0447675,0.0376997,0.0322409,0.0592301,0.0222772,0.0530518,0.0331431,0.0398492,0.0728877,0.0159693,0.0217623,0.00696011,0.0224233,0.0307736,0.0193175,0,0,0
65,0.0294583,0,0,0,0,0.0490348,0,0,0,0,0,0,0.0353921,0,0.0192142,0.0725878,0,0,0.0159235,0,0,0.0352359,0.0734271,0.0201034,0.0136038,0.0194344,0.0253517,0.0303303,0.0390158,0.0498267,0.035257,0.0156898,0.0156892,0.0290847,0.0310222,0.00945014,0.0134327,0.00766368,0.0144091,0.0398162,0,0.0146542,0.0748598,0.0356189,0,0,0.0161147,0,0,0.0425883,0.0489476,0.0387937,0.0351237,0.014171,0.0447758,0.0377377,0.0323103,0.0592773,0.0222371,0.0529982,0.0331865,0.0407954,0.0728088,0.0159173,0.0217193,0.00690778,0.0224046,0.030699,0.0193551,0,0,0
66,0.029419,0,0,0,0,0.0489956,0,0,0,0,0,0,0.0353888,0,0.0192277,0.0725087,0,0,0.0159047,0,0,0.0352205,0.0734269,0.0200624,0.0135183,0.0194757,0.0254207,0.0303379,0.039041,0.0498435,0.0352829,0.0156671,0.0156544,0.0290824,0.0309907,0.0094475,0.0134241,0.00767187,0.0143705,0.0396513,0,0.0146556,0.074874,0.0356283,0,0,0.0161011,0,0,0.0425873,0.0489733,0.0387635,0.0351327,0.0141553,0.0447902,0.0377113,0.0322767,0.0592904,0.0223074,0.05301,0.0331557,0.0399391,0.0728789,0.0159863,0.0217053,0.0068764,0.0224825,0.030638,0.019405,0,0,0
67,0.0293788,0,0,0,0,0.0489714,0,0,0,0,0,0,0.0353808,0,0.0192672,0.0724247,0,0,0.0158837,0,0,0.0352228,0.073444,0.020038,0.0134711,0.0195192,0.0254764,0.0303908,0.03906,0.0498541,0.0352974,0.0156571,0.0156352,0.0290328,0.0309336,0.00945247,0.0134469,0.00769527,0.0143416,0.0395104,0,0.0146287,0.0749418,0.0356299,0,0,0.0161181,0,0,0.0427652,0.0489947,0.0387366,0.0351528,0.0141596,0.0447985,0.0376187,0.0322051,0.059292,0.0223364,0.0530247,0.0331062,0.0392538,0.0729172,0.0160407,0.021753,0.00690544,0.0224976,0.0306327,0.0194534,0,0,0
68,0.0293432,0,0,0,0,0.0489517,0,0,0,0,0,0,0.0353291,0,0.0192611,0.0723488,0,0,0.0158499,0,0,0.0351941,0.073459,0.0199941,0.0134399,0.0195515,0.0255398,0.0304083,0.0391173,0.049847,0.0353058,0.0156439,0.0156121,0.0290192,0.0309077,0.00948653,0.0134767,0.00771089,0.0142803,0.0394963,0,0.0145861,0.0749881,0.0356395,0,0,0.0160947,0,0,0.042808,0.0489912,0.0387366,0.035179,0.0141661,0.044794,0.0376472,0.0321998,0.0592878,0.0223101,0.0530348,0.0330692,0.0391996,0.0729005,0.0160765,0.0217498,0.0069466,0.0224296,0.0306357,0.0194712,0,0,0
69,0.029339,0,0,0,0,0.0489484,0,0,0,0,0,0,0.0353244,0,0.0192981,0.0723214,0,0,0.0158218,0,0,0.0351762,0.0734511,0.0199763,0.0134128,0.0195646,0.0255916,0.0303779,0.0391415,0.0498558,0.0353114,0.0156272,0.015566,0.0290205,0.0308916,0.00948415,0.0134896,0.00771322,0.0142751,0.0395945,0,0.0146244,0.0749933,0.0356638,0,0,0.0160268,0,0,0.0427249,0.0489492,0.038793,0.0352048,0.0142032,0.0448039,0.0377123,0.032245,0.0592757,0.0222628,0.0530022,0.0330782,0.03993,0.0728258,0.0160212,0.0217297,0.00692986,0.0224912,0.0306147,0.0194727,0,0,0
70,0.0293403,0,0,0,0,0.048958,0,0,0,0,0,0,0.035314,0,0.0193051,0.0723356,0,0,0.0158057,0,0,0.035184,0.0734582,0.0199583,0.0134147,0.0195937,0.0256361,0.0303219,0.0391142,0.0498792,0.0353216,0.0156282,0.0155329,0.029006,0.0308791,0.00949502,0.0135066,0.00770065,0.014291,0.0398406,0,0.0146696,0.0750076,0.0356849,0,0,0.0160045,0,0,0.0428167,0.0488941,0.0388609,0.0352511,0.0142473,0.0448089,0.0377372,0.0322922,0.0592794,0.0221653,0.0529169,0.0331507,0.0413695,0.0726972,0.0159174,0.0217306,0.00695197,0.022389,0.0305932,0.0194837,0,0,0
71,0.0292917,0,0,0,0,0.0489483,0,0,0,0,0,0,0.0353058,0,0.0193134,0.0723066,0,0,0.0158073,0,0,0.0351879,0.0734552,0.0199455,0.013368,0.0196095,0.0256953,0.0302653,0.0391643,0.0499049,0.0353509,0.0156012,0.0155045,0.0290013,0.0308742,0.00950133,0.0134958,0.0077108,0.0142992,0.0397996,0,0.0146748,0.0750185,0.0357155,0,0,0.0160148,0,0,0.042973,0.0489085,0.0388579,0.0352458,0.0142416,0.0448049,0.0377386,0.0323322,0.0592831,0.0221591,0.0529134,0.0331856,0.0413719,0.0727172,0.0159173,0.021722,0.0069358,0.0223611,0.0305865,0.0195,0,0,0
72,0.0292254,0,0,0,0,0.0489411,0,0,0,0,0,0,0.0352585,0,0.0193126,0.0722248,0,0,0.0158109,0,0,0.0351791,0.0734508,0.0199104,0.0132901,0.0196131,0.0257457,0.0302999,0.0392272,0.0499179,0.0353663,0.0155846,0.015477,0.0289713,0.0308778,0.00954875,0.0134768,0.00773081,0.0142981,0.0395221,0,0.0146705,0.0749997,0.035718,0,0,0.0160281,0,0,0.0430367,0.0489659,0.0387877,0.035187,0.0142091,0.0447968,0.0377217,0.0323015,0.0593012,0.0222137,0.0529407,0.0331754,0.039967,0.0728317,0.0160234,0.021711,0.00689292,0.0224922,0.030583,0.0195391,0,0,0
73,0.0291488,0,0,0,0,0.0489334,0,0,0,0,0,0,0.0352161,0,0.0192994,0.0721953,0,0,0.0157889,0,0,0.0351295,0.0734554,0.0198532,0.0132653,0.0196005,0.0257558,0.0303013,0.0392666,0.0499249,0.0353523,0.0155673,0.0154571,0.0289507,0.0308651,0.00958381,0.0134816,0.00774561,0.0142665,0.0393848,0,0.0146818,0.0749915,0.0356762,0,0,0.0159071,0,0,0.0427344,0.0489945,0.0387577,0.0351658,0.0142182,0.0447822,0.0377308,0.0322492,0.0593142,0.0222275,0.0529427,0.0331663,0.0393551,0.0728664,0.016079,0.0217261,0.00681136,0.0229481,0.0305547,0.0196071,0,0,0
74,0.0290876,0,0,0,0,0.0489062,0,0,0,0,0,0,0.0352053,0,0.0192794,0.0722294,0,0,0.0157374,0,0,0.0350653,0.0734725,0.0198157,0.0132956,0.0195833,0.0257366,0.0302924,0.0392471,0.0498959,0.0353169,0.0155819,0.0154363,0.0289215,0.0308528,0.00959787,0.0134992,0.00776277,0.0142017,0.0393689,0,0.0146867,0.0750031,0.0356101,0,0,0.0156475,0,0,0.0421315,0.0489878,0.0387613,0.0351858,0.0142187,0.0447593,0.037723,0.0322137,0.0593084,0.0221946,0.0529435,0.0331649,0.0393593,0.0728412,0.0160923,0.0217845,0.00713481,0.0235902,0.0305081,0.0197086,0,0,0
75,0.029056,0,0,0,0,0.0489304,0,0,0,0,0,0,0.0352261,0,0.0193126,0.0722388,0,0,0.015722,0,0,0.0351018,0.073469,0.0198158,0.0132802,0.0196031,0.0257659,0.0302964,0.0392124,0.0498839,0.0353236,0.0155825,0.015402,0.028924,0.0308416,0.00957616,0.0134857,0.00777411,0.014207,0.0393658,0,0.0146945,0.075033,0.0356042,0,0,0.015632,0,0,0.0421056,0.0489779,0.0387834,0.0351921,0.0142312,0.0447421,0.037716,0.0322004,0.0593018,0.0221739,0.0529544,0.0331575,0.0394787,0.0728322,0.016099,0.021801,0.00734411,0.0236911,0.0305184,0.0197719,0,0,0
76,0.0290336,0,0,0,0,0.0489762,0,0,0,0,0,0,0.0352249,0,0.019357,0.0722116,0,0,0.0157132,0,0,0.0350325,0.0734656,0.0198076,0.0132229,0.019625,0.0258308,0.0302524,0.0391915,0.049929,0.0353363,0.0155774,0.0153955,0.0289371,0.0308348,0.00957771,0.0134548,0.00776933,0.0141672,0.0393459,0,0.0147026,0.0750462,0.0356612,0,0,0.0158929,0,0,0.0425913,0.048968,0.0387951,0.035176,0.0142487,0.0447367,0.0377738,0.0321329,0.0592925,0.0221376,0.0529717,0.0331532,0.0394712,0.072834,0.0161148,0.0217648,0.00715876,0.0231667,0.0305624,0.0197786,0,0,0
77,0.0290034,0,0,0,0,0.0490207,0,0,0,0,0,0,0.0352033,0,0.0193865,0.0721537,0,0,0.0157044,0,0,0.0350876,0.0734767,0.0198005,0.0131803,0.0196355,0.0258719,0.0302081,0.0392437,0.0499567,0.0353794,0.0155846,0.0153928,0.0289497,0.0308266,0.00961937,0.0134441,0.00778143,0.0141701,0.0393278,0,0.0146961,0.0750534,0.0357066,0,0,0.0161459,0,0,0.0429763,0.0489696,0.038799,0.0351466,0.0142726,0.0447291,0.0379033,0.0321173,0.0593052,0.022108,0.0529758,0.0331478,0.039405,0.0728434,0.0161268,0.0217326,0.00710178,0.0226591,0.0305712,0.0197775,0,0,0
78,0.0283789,0,0,0,0,0.048857,0,0,0,0,0,0,0.0384839,0,0.0195356,0.0723768,0,0,0.0162693,0,0,0.0347146,0.0733528,0.025119,0.0125127,0.0189697,0.0257833,0.0301339,0.038919,0.0498282,0.0345545,0.0134784,0.0134227,0.0264033,0.0285886,0.0102283,0.0132069,0.00810455,0.014416,0.0444236,0,0.0158377,0.0741046,0.0357905,0,0,0.0159489,0,0,0.0429786,0.0490489,0.0376172,0.0350103,0.0149625,0.0461572,0.0386075,0.0326836,0.0589299,0.0216916,0.0528454,0.0349153,0.0388044,0.0722246,0.0173095,0.0217908,0.00704264,0.0231922,0.0304156,0.0201517,0,0.0315326,0
