Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_M,IMU_R,L5FT,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,IMU_L,STRN,LTIBP,LANK,LFHD,RHEE,L5HD,LTIBI,RILC,LWRB,LILC
146,0,0,0,0,0,0,0.00288988,0.00859574,0,0,0.104525,0,0,0.00724764,0.0226768,0.00233219,0.0408769,0.0776807,0.0181496,0.0105992,0.00443066,0.0125632,0.0179296,0.00948166,0.02654,0.0134742,0.0133897,0.207476,0.00408281,0.0146023,0.0248341,0.0153715,0.0242148,0.00187694,0,0,0.00631483,0,0.0127215,0.00264304,0.0360204,0.0114866,0.0195579,0.00645844,0.00398695,0.022134,0.0113142,0.00700168,0.0215891,0.0380693,0.0192333,0.0191795,0.0275863,0.00521817,0.00349174,0.00295393,0.00386601,0,0,0,0,0.00839077,0.0108781,0.0178066,0,0.0337289,0.0214076,0.00412629,0.0234859,0.00285916,0.0435217
147,0,0,0,0,0,0,0.00233012,0.00815116,0,0,0.104126,0,0,0.00728212,0.0226865,0.00240176,0.041462,0.0764862,0.0185911,0.00998937,0.00427633,0.0133744,0.0192163,0.0102579,0.0269403,0.0139256,0.0136244,0.206789,0.00401893,0.0146097,0.024394,0.0154005,0.0232583,0.00226023,0,0,0.00607989,0,0.0127654,0.00266324,0.0354482,0.00997983,0.0191886,0.00638549,0.00436827,0.0207107,0.0122413,0.00792616,0.0216799,0.0378802,0.020194,0.0200654,0.0231665,0.00499173,0.00369376,0.00307942,0.00352531,0,0,0,0,0.00835172,0.011357,0.0179106,0,0.036713,0.021369,0.00370472,0.0237315,0.00286767,0.0438712
148,0,0,0,0,0,0,0.00178607,0.00800465,0,0,0.103944,0,0,0.00723072,0.0226905,0.0023063,0.0421655,0.074663,0.0188159,0.00958637,0.00417058,0.0140542,0.0203666,0.0109286,0.0272918,0.0141963,0.0137434,0.205811,0.00395552,0.0146629,0.0259951,0.0152818,0.0231576,0.00260977,0,0,0.00611073,0,0.0126498,0.00269559,0.0351241,0.00989172,0.0189267,0.00622067,0.00513146,0.0195435,0.0139698,0.00954129,0.022218,0.0376577,0.0209843,0.0214451,0.0192867,0.00497189,0.00342755,0.00294058,0.00324401,0,0,0,0,0.00850303,0.0121133,0.0173498,0,0.0402431,0.0213383,0.00343819,0.0240498,0.00289283,0.0441532
149,0,0,0,0,0,0,0.00140646,0.00804542,0,0,0.104422,0,0,0.00706227,0.0227529,0.00214922,0.0429953,0.0727237,0.0186035,0.00954718,0.0041623,0.0143357,0.021049,0.0116533,0.0278674,0.0142284,0.0138213,0.204248,0.00397907,0.0147315,0.0286823,0.015143,0.0230752,0.00310238,0,0,0.00583486,0,0.0125318,0.00264357,0.034816,0.011931,0.0186493,0.00607408,0.00579083,0.0188646,0.0149316,0.0109778,0.0227359,0.0373731,0.0213214,0.0224069,0.0171004,0.00484899,0.00322537,0.00278037,0.00315335,0,0,0,0,0.00872918,0.0131039,0.0161991,0,0.042861,0.0212595,0.00350644,0.0244992,0.00293976,0.0444338
150,0,0,0,0,0,0,0.00115194,0.0081859,0,0,0.10546,0,0,0.00708781,0.0230388,0.00250315,0.0438348,0.0702998,0.0181238,0.00985968,0.00443327,0.0143852,0.0213971,0.01243,0.0284171,0.0141196,0.0141344,0.202428,0.00437163,0.0148352,0.0302939,0.0150001,0.0220192,0.00353375,0,0,0.00530132,0,0.0124183,0.00263139,0.0343495,0.0119895,0.0183044,0.00584767,0.00635273,0.0184048,0.0142711,0.0112042,0.0219504,0.0366559,0.0204766,0.0215069,0.0177123,0.00457678,0.00306961,0.00259691,0.00320653,0,0,0,0,0.00900826,0.0143107,0.0144481,0,0.0427818,0.0209864,0.00416289,0.0250717,0,0.0447533
151,0,0,0,0,0,0,0.000932922,0.00844909,0,0,0.107447,0,0,0.006722,0.0231534,0.00228557,0.044706,0.0679601,0.0170524,0.0104836,0.00450511,0.0141428,0.0210635,0.0130772,0.0287231,0.0137793,0.0146695,0.200433,0.00463512,0.0149195,0.0303266,0.014868,0.0199557,0.00388002,0,0,0.0046389,0,0.0123244,0.00267771,0.033904,0.0104571,0.0179746,0.00556673,0.00666739,0.0183192,0.0126954,0.0106785,0.0195965,0.0352035,0.0184465,0.0187232,0.0199964,0.00419801,0.00300139,0.00247446,0.00328002,0,0,0,0,0.00937253,0.015154,0.0126044,0,0.0401642,0.0208312,0.00518784,0.0256244,0,0.0450366
152,0,0,0,0,0,0,0.000733319,0.00875378,0,0,0.10982,0,0,0.0063493,0.0232771,0.00205817,0.0456971,0.0659988,0.0160988,0.0111397,0.00446711,0.0139811,0.0206029,0.0137111,0.0288291,0.0134812,0.0153982,0.198678,0.0048824,0.0150096,0.0295508,0.0147505,0.0175795,0.00416482,0,0,0.00399188,0,0.0122426,0.00245676,0.0336564,0.00983003,0.017684,0.00527505,0.00662769,0.0187786,0.0106677,0.00977899,0.0169983,0.0332217,0.0159037,0.0157295,0.021622,0.0037503,0.00296056,0.00239302,0.00335636,0,0,0,0,0.00974301,0.0160421,0.0115506,0,0.0369042,0.0206516,0.00627081,0.0261581,0,0.0453917
153,0,0,0,0,0,0,0.00073324,0.00912738,0,0,0.112354,0,0,0.00595891,0.0233952,0.00186241,0.0467156,0.0647945,0.0147881,0.0116831,0.00422739,0.0136754,0.0195171,0.0142107,0.0291564,0.0130824,0.0158543,0.197752,0.00500917,0.0150972,0.0287049,0.0146324,0.0153555,0.00444639,0,0,0.00351384,0,0.0121436,0.0020955,0.0335467,0.00944065,0.0173633,0.00499817,0.00634735,0.0193318,0.00908848,0.00900827,0.0148438,0.0312133,0.0136916,0.0134616,0.0217509,0.00339568,0.00290898,0.00236662,0.00352138,0,0,0,0,0.0100481,0.0167337,0.0118973,0,0.0341713,0.0204662,0.00723204,0.0264998,0,0.0457191
154,0,0,0,0,0,0,0.000920905,0.00934113,0,0,0.114623,0,0,0.00557192,0.0234959,0.00175404,0.0475894,0.0647171,0.0132171,0.0123064,0.00386384,0.0133994,0.0181288,0.0146297,0.0295555,0.0125901,0.0157374,0.197702,0.00498766,0.0151658,0.02812,0.0146007,0.0135024,0.00479659,0,0,0.00281279,0,0.0121087,0.00200211,0.0332822,0.00880896,0.0171121,0.00496089,0.00590826,0.0195802,0.00859783,0.00872576,0.0132311,0.0295576,0.012172,0.0120346,0.0206046,0.00297359,0.00316285,0.00254599,0.00379381,0,0,0,0,0.0103391,0.0173167,0.0134523,0,0.0319928,0.0202997,0.00808114,0.0265207,0,0.0458068
155,0,0,0,0,0,0,0.00133539,0.00926155,0,0,0.115733,0,0,0.00503596,0.0233938,0.00123698,0.0481481,0.0651608,0.0116165,0.0129521,0.00335835,0.0136273,0.0171046,0.0150744,0.0297297,0.0121697,0.0154776,0.198673,0.00475792,0.0151732,0.027225,0.0144135,0.0122834,0.00493288,0,0,0.00319084,0,0.0118907,0.00216961,0.0330923,0.00802954,0.016716,0.00477202,0.00537568,0.0195996,0.00853264,0.00858043,0.0119974,0.0283684,0.0112354,0.0111791,0.0187591,0.00304965,0.00256581,0.00231818,0.00397503,0,0,0,0,0.0104159,0.0172697,0.0156047,0,0.0303287,0.0202817,0.0086674,0.0261876,0.00200215,0.0457232
156,0,0,0,0,0,0,0.0015589,0.00897899,0,0,0.114648,0,0,0.00501065,0.0236217,0.00160067,0.0483964,0.066843,0.0111082,0.0136114,0.00312843,0.0141081,0.0169879,0.0153938,0.0298393,0.0124828,0.0157034,0.200713,0.00460504,0.0152522,0.0257523,0.0143232,0.0118079,0.00512312,0,0,0.00303846,0,0.0117911,0.00229946,0.0329212,0.00728832,0.0162395,0.00499397,0.00485288,0.0195431,0.00843622,0.00836526,0.0110726,0.0276127,0.0106103,0.0104142,0.0173966,0.00285227,0.00247684,0.00235631,0.00395651,0,0,0,0,0.0103216,0.0170489,0.0170048,0,0.0291319,0.0200263,0.00934513,0.0254821,0,0.045458
157,0,0,0,0,0,0,0.00171781,0.00854629,0,0,0.112545,0,0,0.00451454,0.0235185,0.0010664,0.0484769,0.0705176,0.0112857,0.0143086,0.00256863,0.0144594,0.0171788,0.0155216,0.0298528,0.0130949,0.0157575,0.203505,0.00409958,0.0152572,0.024414,0.0142346,0.0119709,0.0052909,0,0,0.00294366,0,0.0117014,0.00236271,0.0327668,0.0066956,0.0156325,0.00533972,0.00428264,0.0196446,0.00829618,0.00793754,0.0106648,0.0271373,0.0101676,0.0100432,0.0168607,0.0028078,0.00243188,0.00232889,0.00375537,0,0,0,0,0.0100746,0.0166913,0.0177561,0,0.0284451,0.0200406,0.00985406,0.0246299,0.00174711,0.0449236
158,0,0,0,0,0,0,0.00187318,0.00796742,0,0,0.11075,0,0,0.00427897,0.0235648,0.000970644,0.0484924,0.0745437,0.0115174,0.0148692,0.00218164,0.014616,0.0173035,0.0154294,0.0297612,0.013522,0.014818,0.205905,0.0036739,0.0153081,0.0237483,0.0141484,0.0123106,0.00545017,0,0,0.00284187,0,0.0116146,0.00240986,0.0327507,0.00641885,0.0148674,0.00570779,0.00384352,0.0198278,0.00824033,0.00752072,0.0105932,0.0269026,0.0100305,0.0100327,0.0163315,0.00282737,0.0024196,0.00227446,0.00350051,0,0,0,0,0.00964128,0.0163395,0.0186089,0,0.0280645,0.0199534,0.00999994,0.0238293,0.00171561,0.0441255
159,0,0,0,0,0,0,0.00200977,0.00730429,0,0,0.109233,0,0,0.00410499,0.0236195,0.000963828,0.048547,0.075055,0.0114567,0.0152391,0.00191077,0.0145141,0.0172784,0.0151181,0.0293802,0.0135917,0.0130577,0.207195,0.00332799,0.0153786,0.0234553,0.0140934,0.012477,0.00554617,0,0,0.00267586,0,0.0115634,0.00245362,0.0330314,0.00634244,0.0140941,0.0059974,0.00395028,0.0199539,0.00811925,0.00744912,0.0105533,0.0268604,0.0100015,0.0100542,0.0160171,0.00282948,0.00241576,0.00225039,0.00330128,0,0,0,0,0.00908967,0.0160031,0.0198263,0,0.027577,0.0199104,0.0098558,0.023199,0.00174199,0.0430869
160,0,0,0,0,0,0,0.00230342,0.00666772,0,0,0.110971,0,0,0.00401405,0.0236877,0.0010203,0.0485091,0,0.0119163,0.0153707,0.00182932,0.0140874,0.0176162,0.0139268,0.0285072,0.0155042,0.0144954,0.199194,0.0030742,0.0154645,0.0231834,0.0140251,0.0124224,0.00566801,0,0,0.00256277,0,0.0115021,0.00252215,0.0335349,0.00625772,0.0135544,0.00625644,0.00446278,0.0199319,0.00786224,0.00742368,0.0103911,0.0268253,0.00992474,0.00996455,0.0160042,0.00282789,0.0024248,0.00222504,0.00335916,0,0,0,0,0.00851665,0.0155252,0.0114797,0,0.0270965,0.0198505,0.012271,0.0227866,0.00174461,0.0422259
161,0,0,0,0,0,0,0.00255829,0.00611964,0,0,0.107929,0,0,0.00393251,0.0237488,0.00124626,0.0489028,0.0714133,0.0105989,0.0152223,0.00190742,0.0134593,0.0163857,0.0140981,0.0281193,0.0130358,0.00969107,0.206979,0.00282213,0.0155428,0.0231355,0.0140743,0.0121802,0.00555155,0,0,0.00224468,0,0.0115619,0.0026251,0.0340978,0.00583418,0.0123162,0.00657693,0.0047529,0.0200125,0.00729167,0.00712043,0.00995926,0.0262234,0.00949067,0.00987185,0.0153,0.00278075,0.00267809,0.00233129,0.00340924,0,0,0,0,0.00788781,0.0155569,0.022362,0,0.0265252,0.0197857,0.0088448,0.0227558,0.00172724,0.0407101
162,0,0,0,0,0,0,0.00298662,0.00579642,0,0,0.109512,0,0,0.00378107,0.0238213,0.0013122,0.0490117,0.070283,0.0105257,0.0151073,0.00214533,0.0126472,0.0153878,0.0135096,0.0275132,0.0123423,0.00869921,0.205792,0.00275766,0.0156167,0.0228688,0.0140031,0.0117574,0.00549796,0,0,0.00205659,0,0.0115216,0.0027189,0.0343849,0.00534906,0.0113685,0.00663292,0.00477603,0.0200943,0.00693749,0.00696043,0.00942822,0.0255635,0.00892013,0.00961383,0.0149469,0.002604,0.00262098,0.00230214,0.00363936,0,0,0,0,0.00727638,0.0154983,0.0226765,0,0.025516,0.019734,0.00824349,0.0229529,0.00167253,0.0395141
163,0,0,0,0,0,0,0.00338555,0.00564889,0,0,0.111708,0,0,0.00352453,0.0239332,0.00128623,0.0489398,0.0704951,0.0109496,0.0149764,0.00235793,0.0118477,0.0141784,0.0128969,0.0271281,0.0116322,0.00840665,0.204553,0.00273391,0.0156898,0.0222431,0.0139145,0.0111269,0.0054447,0,0,0.0018521,0,0.0114797,0.0027086,0.0343448,0.0048088,0.0104291,0.00661346,0.00468586,0.0202493,0.00670061,0.00673747,0.00893997,0.0250996,0.00841219,0.0093789,0.0151379,0.00240391,0.00266206,0.00233372,0.00388686,0,0,0,0,0.00665387,0.0156251,0.0228686,0,0.024253,0.0196453,0.00802112,0.0233205,0.00154963,0.0385496
164,0,0,0,0,0,0,0.00364752,0.00559787,0,0,0.11452,0,0,0.00321079,0.024086,0.00120072,0.0486139,0.0719519,0.0117135,0.0149253,0.0024907,0.011086,0.012979,0.0122394,0.0265387,0.0109815,0.00846683,0.203051,0.002829,0.015789,0.020969,0.0138075,0.01043,0.00538089,0,0,0.00165461,0,0.0114176,0.0025284,0.0340936,0.00436074,0.0096038,0.00653365,0.0045877,0.020422,0.00647022,0.00646094,0.00849638,0.0247298,0.0080161,0.00904845,0.0159327,0.0022821,0.00274171,0.00233732,0.00403313,0,0,0,0,0.00612535,0.0158652,0.0229131,0,0.0228229,0.0195153,0.00809166,0.0235692,0.001668,0.037861
165,0,0,0,0,0,0,0.00368518,0.0055844,0,0,0.117852,0,0,0.00283039,0.0242247,0.00105418,0.0482039,0.0744574,0.0125854,0.0149705,0.00255471,0.0104271,0.0118618,0.0115664,0.0257468,0.0103422,0.00851069,0.201022,0.00317298,0.0158735,0.0191701,0.0137444,0.00959392,0.00528509,0,0,0.00140609,0,0.0113972,0.00238658,0.0336706,0.00404129,0.00894836,0.00637187,0.00457274,0.0205868,0.00617781,0.00628156,0.00794507,0.0243202,0.00757353,0.00844657,0.0172628,0.00221896,0.00281396,0.00232608,0.0039951,0,0,0,0,0.00577248,0.0161174,0.0225712,0,0.0212352,0.0194071,0.00827336,0.0236543,0.00165728,0.0373997
166,0,0,0,0,0,0,0.00346651,0.00553005,0,0,0.121317,0,0,0.00242426,0.024323,0.000858331,0.0478137,0.0777964,0.0135018,0.0150774,0.0026018,0.010022,0.0109284,0.0109119,0.0249317,0.00961357,0.00862503,0.198726,0.00369716,0.0159259,0.0169637,0.0137269,0.0086638,0.00513294,0,0,0.00112034,0,0.0114294,0.00239454,0.0331458,0.00387861,0.00852868,0.00612008,0.00467672,0.020724,0.00579894,0.00642446,0.00725684,0.0237994,0.00699897,0.00775327,0.0191063,0.00222761,0.00286087,0.00228777,0.00378271,0,0,0,0,0.00565191,0.0163443,0.0221113,0,0.0197006,0.0193184,0.00841615,0.0236384,0.00148739,0.0370686
167,0,0,0,0,0,0,0.00306564,0.00540711,0,0,0.124661,0,0,0.0020985,0.0244047,0.000725174,0.0474052,0.0803349,0.0142218,0.0152292,0.00260923,0.009994,0.0102736,0.0103089,0.0244042,0.00878773,0.00885581,0.196607,0.0042423,0.0159697,0.0147555,0.0136762,0.00776725,0.00492701,0,0,0.00116887,0,0.0114458,0.00237911,0.0327499,0.00398774,0.00832767,0.00583037,0.00481979,0.0207843,0.00543107,0.00609154,0.00657284,0.0232259,0.006415,0.00744658,0.0210747,0.00234645,0.00290162,0.00231065,0.00344832,0,0,0,0,0.00568348,0.0165064,0.0219279,0,0.0183849,0.0192147,0.00845607,0.0235211,0.00135212,0.0367483
168,0,0,0,0,0,0,0.0025091,0.00522335,0,0,0.126824,0,0,0.00186239,0.024427,0.00067627,0.0470258,0.0829584,0.0149556,0.015448,0.00255789,0.010168,0.00998045,0.00983356,0.0241756,0.00811682,0.00922179,0.195456,0.00466122,0.01598,0.012949,0.0137296,0.0070056,0.00464888,0,0,0.00181285,0,0.0115612,0.00240964,0.0326313,0.00441663,0.00825369,0.00580488,0.00508342,0.0207731,0.00521009,0.00584617,0.00602797,0.0226252,0.00590232,0.00738525,0.0232212,0.0023628,0.00337837,0.00260812,0.00315978,0,0,0,0,0.0057965,0.0166076,0.0217276,0,0.017598,0.0190871,0.00848015,0.0234098,0.00130397,0.03638
169,0,0,0,0,0,0,0.00200075,0.00507108,0,0,0.129085,0,0,0.0019247,0.0244375,0.000701934,0.0466759,0.0852707,0.0155935,0.0156708,0.00260281,0.0106295,0.0101921,0.00954056,0.0240995,0.00736065,0.00939111,0.194508,0.00508714,0.0159847,0.0113878,0.0136007,0.00631544,0.00426318,0,0,0.00199124,0,0.0115138,0.00234917,0.0329464,0.00512019,0.00829067,0.00552411,0.00544194,0.0207568,0.00521787,0.00581734,0.00577551,0.0220257,0.00552492,0.00746892,0.0253101,0.00268289,0.00332266,0.00260748,0.00291233,0,0,0,0,0.00598786,0.0166326,0.0218021,0,0.0170565,0.0189972,0.00837474,0.0235059,0.00119907,0.0360088
170,0,0,0,0,0,0,0.00151204,0.00503132,0,0,0.130418,0,0,0.00207402,0.0244869,0.000747759,0.0462618,0.0863863,0.0161063,0.0159238,0.00257887,0.0111768,0.0107011,0.00928271,0.0241412,0.00671745,0.00957786,0.194154,0.00537617,0.0160061,0.0102944,0.0135408,0.00570226,0.0038374,0,0,0.00242202,0,0.0115176,0.00227224,0.033597,0.0059603,0.00837209,0.00534319,0.00590703,0.0207835,0.00548325,0.00599349,0.00569213,0.0214623,0.00527484,0.00780019,0.0272668,0.00297488,0.0033433,0.00252093,0.0027792,0,0,0,0,0.00621257,0.0166037,0.021916,0,0.0168308,0.0189447,0.00836321,0.0238378,0.00101112,0.0357034
171,0,0,0,0,0,0,0.00110228,0.00514715,0,0,0.131025,0,0,0.00226196,0.0245438,0.00075356,0.0457759,0.0866433,0.0162939,0.0162047,0.00250153,0.011783,0.0114181,0.00905223,0.0243038,0.006101,0.00957877,0.194182,0.00551817,0.0160397,0.00973469,0.0134699,0.00524571,0.00338605,0,0,0.00300604,0,0.0115141,0.00219423,0.0343173,0.00688064,0.00829491,0.00522898,0.00653968,0.0208514,0.00574594,0.00622138,0.00581697,0.020898,0.00514158,0.00835201,0.0289391,0.00327667,0.00342187,0.00247566,0.00273482,0,0,0,0,0.00643065,0.0164985,0.0221365,0,0.0174673,0.0188849,0.00822896,0.0244472,0.0010531,0.0355316
172,0,0,0,0,0,0,0.000901398,0.00541664,0,0,0.131219,0,0,0.00244453,0.0246086,0.000705647,0.0451831,0.0867308,0.0161128,0.016549,0.00235871,0.0123214,0.0122351,0.00885413,0.0245343,0.00552153,0.00932919,0.194096,0.00552507,0.0160783,0.00961989,0.0133848,0.00503695,0.00295673,0,0,0.00358591,0,0.0114991,0.00218716,0.0350743,0.00781205,0.00821939,0.00514586,0.00718625,0.020876,0.00587138,0.00641317,0.00617714,0.0203358,0.00514854,0.00904951,0.0300763,0.00350405,0.00354205,0.00248164,0.00283615,0,0,0,0,0.00662973,0.0162941,0.0221595,0,0.0185763,0.0187746,0.00786689,0.0252299,0.00129923,0.035503
173,0,0,0,0,0,0,0.00101932,0.00583156,0,0,0.131092,0,0,0.00255575,0.0247051,0.000607529,0.0445102,0.086652,0.0156683,0.0169506,0.0021455,0.0127356,0.0130237,0.00871025,0.024814,0.00494004,0.00880354,0.193685,0.00543391,0.0161514,0.00977208,0.0133435,0.0050278,0.00259597,0,0,0.00403221,0,0.0115009,0.00226006,0.035804,0.00874643,0.00808927,0.00512471,0.00720853,0.020869,0.00580679,0.00650482,0.00653875,0.0198228,0.00525913,0.0097029,0.0310116,0.00364594,0.00371906,0.00246347,0.00303419,0,0,0,0,0.00681133,0.0160365,0.0217194,0,0.0197809,0.0185998,0.00729512,0.0260607,0.0015002,0.035563
174,0,0,0,0,0,0,0.00134056,0.00634431,0,0,0.130914,0,0,0.0026282,0.0248139,0.000523501,0.0437819,0.0867175,0.0150671,0.0173724,0.00190608,0.0130547,0.0137294,0.00856231,0.0251171,0.00431112,0.00802682,0.193032,0.00526813,0.0162721,0.00979399,0.0133362,0.00486461,0.00237299,0,0,0.00443549,0,0.0115074,0.00234092,0.0364482,0.00937361,0.00796811,0.00516519,0.00720976,0.0210622,0.0057135,0.00672123,0.00652359,0.0195337,0.00535754,0.00992049,0.032042,0.00368795,0.00387849,0.00246113,0.00329666,0,0,0,0,0.0069655,0.0157616,0.0208415,0,0.0205635,0.0185639,0.00655849,0.0267912,0.0018021,0.0356828
175,0,0,0,0,0,0,0.00171461,0.00689298,0,0,0.130679,0,0,0.00254833,0.0248819,0.000430005,0.0430157,0.0871672,0.014305,0.0177657,0.00165233,0.0132262,0.0142682,0.00838558,0.0254495,0.00375025,0.0071328,0.192203,0.00501527,0.0163354,0.00937325,0.0134556,0.00456998,0.00231648,0,0,0.00518077,0,0.0115946,0.00265965,0.0368953,0.00962711,0.00781489,0.00536976,0.0073598,0.0213866,0.00553923,0.00693886,0.006176,0.0193941,0.00552914,0.00979808,0.0330817,0.00347818,0.00432056,0.00256162,0.00364447,0,0,0,0,0.00712613,0.0155186,0.0196921,0,0.0209877,0.018594,0.0056658,0.0273558,0.00191655,0.0358483
176,0,0,0,0,0,0,0.00183124,0.00733931,0,0,0.130612,0,0,0.00253186,0.0248571,0.0004007,0.0422779,0.0881148,0.0134291,0.0179781,0.00150653,0.0132516,0.0146023,0.00820028,0.0258219,0.00339563,0.00630636,0.191111,0.00480375,0.0163512,0.00844725,0.0133172,0.0045387,0.00180431,0,0,0.00488158,0,0.0114835,0.0024776,0.0371435,0.00963581,0.00764259,0.0053865,0.00741023,0.0216825,0.0053519,0.00710785,0.00584676,0.0192216,0.0056401,0.00981564,0.0337747,0.00372989,0.00381187,0.00234513,0.00372314,0,0,0,0,0.00714553,0.0153856,0.0186312,0,0.0214168,0.0186466,0.00472277,0.0278122,0.00200022,0.0359832
177,0,0,0,0,0,0,0.0020052,0.00765652,0,0,0.130549,0,0,0.00228059,0.0249535,0.000665954,0.0416693,0.089143,0.0123765,0.018201,0.00145491,0.0131668,0.0147662,0.00798457,0.0262968,0.00334001,0.00582037,0.189998,0.00442447,0.0163997,0.00778583,0.0132431,0.00467049,0.00167951,0,0,0.0048741,0,0.0114212,0.00251074,0.0371497,0.00952134,0.00750182,0.00550813,0.00738208,0.0219209,0.00513686,0.00718534,0.0055958,0.019113,0.00568625,0.00973587,0.0340794,0.00352839,0.0038378,0.00229144,0.00396522,0,0,0,0,0.00718197,0.0154325,0.0176678,0,0.02169,0.0185849,0.00392819,0.0280837,0,0.0360881
178,0,0,0,0,0,0,0.00212375,0.0078099,0,0,0.1309,0,0,0.00232232,0.024968,0.000715774,0.0412029,0.0904256,0.011223,0.0184235,0.00137309,0.0130696,0.0149282,0.00772203,0.0268363,0.00354848,0.0056525,0.188516,0.00425838,0.0164107,0.00751795,0.0132451,0.00487336,0.00172312,0,0,0.00470761,0,0.0114169,0.00248237,0.0368991,0.00937335,0.0074122,0.00563329,0.00729625,0.0220864,0.0048781,0.00722271,0.00541582,0.0191431,0.00579265,0.00971969,0.0338527,0.00329991,0.00381897,0.00227248,0.00415833,0,0,0,0,0.00724179,0.0155827,0.0166332,0,0.0218839,0.0186704,0.00331007,0.0281657,0,0.0361546
179,0,0,0,0,0,0,0.00216848,0.0077624,0,0,0.131712,0,0,0.00233685,0.0250236,0.000786949,0.0409639,0.091972,0.00996872,0.0186378,0.00134537,0.0128799,0.0149186,0.00735141,0.0274808,0.00419427,0.00589385,0.186553,0.00412195,0.0164235,0.007002,0.0133207,0.00504995,0.0017056,0,0,0.00456599,0,0.011458,0.00239842,0.0364229,0.00915457,0.0073164,0.00572861,0.00724231,0.0221827,0.00460119,0.0073704,0.00517968,0.0190858,0.00588656,0.009784,0.0335654,0.00311263,0.00378386,0.00226247,0.00430602,0,0,0,0,0.0072483,0.0160239,0.015532,0,0.0220512,0.0187642,0.00289926,0.0281421,0,0.0361503
180,0,0,0,0,0,0,0.00214867,0.00753429,0,0,0.132914,0,0,0.00230526,0.0248344,0.000993629,0.0409717,0.0938249,0.00885848,0.018839,0.00147731,0.0124218,0.0147185,0.00686687,0.0281872,0.00519747,0.00652529,0.184128,0.0039838,0.0163634,0.00651697,0.0134478,0.00516982,0.00162485,0,0,0.00440979,0,0.0115433,0.00235811,0.0358478,0.00891944,0.00721271,0.00578298,0.00736401,0.0222673,0.00437691,0.00763292,0.00491936,0.0189624,0.00592581,0.00968169,0.0334001,0.00293276,0.00373948,0.00225808,0.00443446,0,0,0,0,0.00718092,0.0166669,0.0144338,0,0.0223275,0.0187714,0.00284592,0.0280033,0,0.0360642
181,0,0,0,0,0,0,0.00211789,0.00714213,0,0,0.134051,0,0,0.00229885,0.024655,0.00129027,0.0411493,0.0956882,0.00796496,0.0190459,0.00165524,0.0120444,0.0144196,0.00641889,0.0289261,0.00630042,0.00738207,0.181711,0.00391754,0.0162914,0.00623002,0.0134802,0.00529847,0.00152956,0,0,0.004163,0,0.0115602,0.00231748,0.035432,0.00876536,0.00724458,0.00573206,0.00752013,0.0222877,0.00419112,0.00789093,0.00481773,0.0188208,0.00592882,0.0094255,0.0332675,0.00267064,0.0037912,0.00224915,0.00452204,0,0,0,0,0.00705026,0.0175229,0.0133458,0,0.0226407,0.0187737,0.00308646,0.0277224,0,0.0358614
182,0,0,0,0,0,0,0.00213347,0.00669382,0,0,0.135011,0,0,0.00232091,0.0245489,0.00148917,0.0414953,0.0975424,0.00742798,0.0192845,0.0018177,0.0114761,0.0138631,0.00577904,0.0296615,0.00743016,0.00841235,0.179589,0.00391207,0.0162477,0.00609341,0.0136136,0.00549819,0.00164188,0,0,0.00402683,0,0.0116652,0.00237335,0.0353163,0.00861587,0.0073614,0.00566755,0.00763324,0.0222469,0.00404836,0.00813412,0.00467524,0.0186139,0.00579571,0.00908868,0.0331568,0.00245853,0.00391135,0.00233915,0.00453997,0,0,0,0,0.00687573,0.0184312,0.0124141,0,0.0229876,0.018807,0.00359992,0.0273372,0,0.0356151
183,0,0,0,0,0,0,0.00207589,0.00632374,0,0,0.13534,0,0,0.00235337,0.0244496,0.00153948,0.0419629,0.0991289,0.00698954,0.019466,0.00203228,0.010568,0.0128243,0.004873,0.0303178,0.00840925,0.00941731,0.177896,0.00397901,0.0162114,0.00486197,0.0136665,0.00589727,0.00164656,0,0,0.00354669,0,0.0116958,0.00234242,0.0354233,0.00834571,0.0074696,0.00558011,0.00771848,0.0221292,0.00399555,0.00855523,0.00451717,0.0183442,0.00570369,0.00893281,0.0333563,0.00282278,0.00358006,0.00221496,0.00433669,0,0,0,0,0.00669507,0.01943,0.0115492,0,0.0235663,0.0188537,0.00443402,0.0269692,0,0.0354739
184,0,0,0,0,0,0,0.00205764,0.00616588,0,0,0.135613,0,0,0.00242545,0.024385,0.0015511,0.0425233,0.100387,0.00649,0.0198223,0.00223035,0.00965117,0.011851,0.00373939,0.0307122,0.00910765,0.0100367,0.176341,0.00409126,0.0161971,0.00468952,0.0136549,0.0061242,0.00186623,0,0,0.00332221,0,0.0117224,0.00232197,0.0354222,0.00809189,0.00755689,0.00548103,0.00773709,0.0219662,0.00393017,0.0090235,0.00448649,0.0180639,0.00565024,0.00908043,0.0335324,0.0030325,0.00369104,0.00227003,0.00421716,0,0,0,0,0.00655591,0.0202411,0.0108901,0,0.024345,0.01889,0.0053562,0.0266024,0,0.0353932
