Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,RASI,LILC,RILC
All Timesteps RMSE,0,0,0,0,0,0,0.00821561,0.0112684,0,0,0,0.123485,0.0181128,0.0152224,0,0,0.00446401,0,0.0281193,0.00247715,0.0449581,0.0844314,0.020037,0.0159869,0.00836561,0.0196478,0.0249639,0.0149206,0.0289161,0.0136368,0.0152734,0.0102036,0.02052,0.190311,0.00783975,0.0173084,0.00251331,0.10385,0.0120183,0.0208638,0.00915993,0,0,0.0212607,0,0.0091652,0.0132117,0.0353403,0.033313,0.0206616,0.0144216,0.0144964,0.008412,0.0267895,0.0164265,0.0116896,0.0156882,0.0208007,0.0124611,0.0179945,0.065618,0.0166331,0.0124937,0.00602283,0.0134233,0.00744975,0,0,0,0.0081044,0.0404643,0.0251365
0,0,0,0,0,0,0,0.00938818,0.0157717,0,0,0,0.118642,0.0185254,0.0115744,0,0,0.00684901,0,0.0271189,0.00280021,0.0457696,0.0605004,0.0113656,0.0352027,0.00403182,0.00991899,0.00933413,0.0139514,0.0153409,0.00931581,0.0106049,0.00827556,0.0137881,0.20027,0.00839203,0.0167309,0.00117728,0.0981958,0.0124296,0.0217738,0.00890192,0,0,0.0105216,0,0.00945366,0.00448134,0.0340213,0.0313613,0.0169026,0.0035642,0.0177832,0.00681053,0.0301945,0.0270001,0.0121318,0.0108591,0.0288369,0.00781637,0.00491584,0.0636105,0.0155397,0.00694228,0.00355047,0.019631,0.00631483,0,0,0,0,0,0
1,0,0,0,0,0,0,0.00825183,0.0158465,0,0,0,0.12204,0.0185337,0.00355517,0,0,0.00714368,0,0.026901,0.00281952,0.0424672,0.0508622,0.0155878,0.0347785,0.00476199,0.0121945,0.0233238,0.007108,0.0229305,0.013371,0.0196088,0.00354761,0.0141403,0.186264,0.00819838,0.016669,0.00142321,0.100097,0.012196,0.0215527,0.00545844,0,0,0.0105592,0,0.00943629,0.00412229,0.0355484,0.0292885,0.0187792,0.00730686,0.0152753,0.00620205,0.0282356,0.0256031,0.0119445,0.0104794,0.027072,0.00594183,0.00542921,0.0620627,0.0144757,0.00695533,0.00329383,0.0192067,0.00369595,0,0,0,0,0,0
2,0,0,0,0,0,0,0.00962933,0.0169708,0,0,0,0.124106,0.0184335,0.0105411,0,0,0.00721627,0,0.0268589,0.00278902,0.0468368,0.0477948,0.0098113,0.0343257,0.00523252,0.0112712,0.0107791,0.0138012,0.0173389,0.00630771,0.00769631,0.00586175,0.0154788,0.192066,0.00818005,0.0166617,0.00161954,0.0998261,0.0124404,0.0205497,0.0102782,0,0,0.0126619,0,0.00950349,0.00527217,0.0343136,0.0275149,0.0193084,0.00659288,0.0192321,0.00615556,0.0276404,0.024724,0.0118892,0.00969521,0.0258591,0.00487522,0.0055777,0.0620862,0.0170576,0.00677393,0.0032006,0.0199241,0.00759233,0,0,0,0,0,0
3,0,0,0,0,0,0,0.00886516,0.0164001,0,0,0,0.126797,0.018317,0.0065615,0,0,0.00726229,0,0.0269263,0.00284242,0.0440483,0.0490361,0.0181257,0.0323888,0.00541269,0.0108995,0.0228163,0.00948443,0.0251852,0.0140121,0.0223137,0.00400973,0.0156852,0.179757,0.00826966,0.0166644,0.00163562,0.100149,0.0123159,0.0188412,0.00668302,0,0,0.012772,0,0.00951298,0.00505122,0.0362818,0.0246129,0.0189661,0.00822514,0.0166105,0.00522354,0.026681,0.0238248,0.011724,0.00820654,0.0240891,0.00396991,0.00623526,0.0607769,0.0159901,0.0066109,0.00305257,0.0202557,0.0046158,0,0,0,0,0,0
4,0,0,0,0,0,0,0.00926397,0.016497,0,0,0,0.127978,0.0182071,0.00840102,0,0,0.00738165,0,0.0270715,0.00286013,0.044637,0.0523362,0.0190325,0.0309922,0.0057435,0.0106874,0.0222592,0.0106688,0.0264099,0.0142428,0.0230964,0.00426561,0.0163851,0.178637,0.00818454,0.0166856,0.00154936,0.100135,0.0123835,0.0173346,0.00729263,0,0,0.0134759,0,0.00949773,0.00546801,0.0367498,0.0223409,0.018089,0.0090352,0.0173095,0.00472425,0.0261205,0.023312,0.0118982,0.00699045,0.0228545,0.00353026,0.00664526,0.0598846,0.0166414,0.0065002,0.00301259,0.0204988,0.00504391,0,0,0,0,0,0
5,0,0,0,0,0,0,0.010028,0.0168542,0,0,0,0.12868,0.018074,0.0116919,0,0,0.00795267,0,0.0272292,0.00281705,0.0461466,0.0570108,0.012814,0.0296566,0.00597842,0.00889721,0.0137101,0.00939071,0.0243516,0.00781251,0.0157668,0.00215883,0.016751,0.182248,0.00830082,0.0167333,0,0.100714,0.0124281,0.0165748,0.00948519,0,0,0.0138723,0,0.00943553,0.00584573,0.0362052,0.0207449,0.0172742,0.0096517,0.0192244,0.00435913,0.0257067,0.0227191,0.0119371,0.00631409,0.0219686,0.00325796,0.00710596,0.0586273,0.0177476,0.00688356,0.00313692,0.0203917,0.00678863,0,0,0,0,0,0
6,0,0,0,0,0,0,0.00969249,0.0166205,0,0,0,0.124705,0.0182243,0.00901604,0,0,0.00787299,0,0.0269534,0.00280595,0.0455366,0.0694106,0.0202526,0.027873,0.00659799,0.0109035,0.021299,0.0123818,0.0284519,0.0141324,0.0225434,0.0044376,0.0173017,0.178904,0.00817946,0.0166482,0.00150889,0.102589,0.0122865,0.0162113,0.00840638,0,0,0.0133656,0,0.00934332,0.00539263,0.0369785,0.0194332,0.0168723,0.01093,0.0183948,0.00386662,0.0249749,0.021644,0.0117632,0.00637859,0.0210974,0.00355507,0.00811775,0.0560977,0.0170466,0.0069179,0.00320806,0.0197563,0.00595575,0,0,0,0,0,0
7,0,0,0,0,0,0,0.009961,0.0167787,0,0,0,0.121361,0.0182194,0.00834216,0,0,0.00812764,0,0.0269384,0.00283615,0.0460219,0.0810324,0.0204152,0.0259144,0.00696994,0.0112067,0.0208721,0.012806,0.0291536,0.0140295,0.0218376,0.0044961,0.017538,0.180462,0.0082157,0.0166442,0.00197951,0.104251,0.0123028,0.0161403,0.00864302,0,0,0.0138288,0,0.00931219,0.00558574,0.0370108,0.0188287,0.0168117,0.0114922,0.0188489,0.00360762,0.024588,0.0205963,0.0114718,0.00673679,0.0204649,0.00380539,0.00879348,0.0539443,0.0173807,0.00700961,0.00326057,0.0196388,0.00616441,0,0,0,0,0,0
8,0,0,0,0,0,0,0.0102482,0.0169287,0,0,0,0.119677,0.0181867,0.00831798,0,0,0.00827039,0,0.0269785,0.00291958,0.0464681,0.0870942,0.0199007,0.023736,0.00715697,0.0113951,0.0205338,0.0130014,0.0295612,0.0137992,0.0206016,0.00449083,0.0174928,0.18232,0.0082478,0.0166433,0.00218031,0.105872,0.0123401,0.0162677,0.00873105,0,0,0.0141043,0,0.00930902,0.00580878,0.0369467,0.0185931,0.0168501,0.0118354,0.0191324,0.0033097,0.0241907,0.0196533,0.0110807,0.00702506,0.0200668,0.00391868,0.0092382,0.0519446,0.0176516,0.00708686,0.00332771,0.0198364,0.00630283,0,0,0,0,0,0
9,0,0,0,0,0,0,0.0105202,0.0170157,0,0,0,0.119375,0.0182168,0.00941782,0,0,0.00836447,0,0.0268264,0.00301387,0.046834,0.0860784,0.0201358,0.0215981,0.00727875,0.0114557,0.0202526,0.0131426,0.0297011,0.0135463,0.0191855,0.00436099,0.0172128,0.184272,0.00832961,0.0166125,0.002122,0.107358,0.0123678,0.0164668,0.00881315,0,0,0.0144236,0,0.00929985,0.00610519,0.0368003,0.0185496,0.0169581,0.0121997,0.0193649,0.00291377,0.0239017,0.0189329,0.0109377,0.0072103,0.0198513,0.00385971,0.00953971,0.0501382,0.0179735,0.00717027,0.00334224,0.0201885,0.0064783,0,0,0,0,0,0
10,0,0,0,0,0,0,0.0107779,0.0171277,0,0,0,0.119807,0.0183028,0.0104919,0,0,0.00843694,0,0.0266976,0.00309862,0.0470695,0.0832167,0.0205384,0.0195117,0.00732009,0.0114754,0.019731,0.0130862,0.029639,0.0129008,0.0178664,0.00411877,0.0168483,0.186469,0.00839154,0.0166045,0.00195721,0.108702,0.0123788,0.0167641,0.00893449,0,0,0.0147031,0,0.00927001,0.00638481,0.0365402,0.0186704,0.017068,0.0124746,0.0195432,0.00252549,0.0236551,0.0183771,0.0110266,0.00723193,0.019797,0.00371365,0.00982175,0.0485959,0.0182474,0.00726785,0.00327553,0.0207916,0.00672082,0,0,0,0,0,0
11,0,0,0,0,0,0,0.0117779,0.0178643,0,0,0,0.120152,0.0182663,0.0107439,0,0,0.00866254,0,0.0267806,0.00317709,0.0471643,0.0809015,0.0203975,0.0172543,0.00752562,0.0114446,0.0188251,0.013034,0.0295474,0.0119379,0.0168422,0.00389234,0.0165295,0.188784,0.00849626,0.0166147,0.00166887,0.110005,0.0125734,0.0173327,0.00987151,0,0,0.016789,0,0.00941323,0.007766,0.0362228,0.0189562,0.0173731,0.0124699,0.0206909,0.00236498,0.0233064,0.0179756,0.0111685,0.00717377,0.0198106,0.00364327,0.0102004,0.0471616,0.0195837,0.00725648,0.00300701,0.0220392,0.00748927,0,0,0,0,0,0
12,0,0,0,0,0,0,0.0119157,0.017954,0,0,0,0.120498,0.0182584,0.0110323,0,0,0.00875181,0,0.0268259,0.00321269,0.0470703,0.0785869,0.0197373,0.01567,0.00760435,0.0113685,0.0175529,0.012766,0.0293835,0.0111889,0.0160463,0.00397926,0.0163005,0.190774,0.00852254,0.0166244,0.00157315,0.111041,0.0125469,0.0174541,0.0100555,0,0,0.0165678,0,0.00934834,0.0077006,0.0361028,0.0192454,0.0173652,0.012668,0.0207439,0.00238502,0.0229511,0.0175913,0.0111034,0.00712723,0.0196939,0.00366184,0.0105766,0.0459351,0.019343,0.0074363,0.00297001,0.0224727,0.00777516,0,0,0,0,0,0
13,0,0,0,0,0,0,0.0123875,0.0181007,0,0,0,0.120309,0.0183017,0.0113866,0,0,0.00885639,0,0.0268438,0.00323395,0.0468532,0.0759139,0.019173,0.0141953,0.00755651,0.011324,0.0165638,0.0124225,0.0291785,0.010811,0.0155307,0.00434638,0.015956,0.192789,0.0086375,0.0166322,0.00183794,0.112076,0.012491,0.0174631,0.0105799,0,0,0.0166928,0,0.00928504,0.00787843,0.0361273,0.0193348,0.0173331,0.0128137,0.0210957,0.00247812,0.0226052,0.0172089,0.0111371,0.00728095,0.0195117,0.00370754,0.0108247,0.0447632,0.0193439,0.00767891,0.00281174,0.0231297,0.0082134,0,0,0,0,0,0
14,0,0,0,0,0,0,0.0130971,0.0184919,0,0,0,0.119987,0.0183533,0.01152,0,0,0.00888889,0,0.026753,0.00324064,0.0465971,0.0733827,0.0188272,0.0128217,0.00759511,0.011271,0.0156297,0.0120265,0.028933,0.0104731,0.0147465,0.00473653,0.0154036,0.19443,0.00875825,0.016616,0.00205199,0.113357,0.0124164,0.0177713,0.0115219,0,0,0.0170338,0,0.0092045,0.0082683,0.0361892,0.0194499,0.0172155,0.0129723,0.021867,0.00266545,0.0222514,0.0167519,0.0112601,0.00749825,0.0194711,0.00374667,0.0109123,0.0433811,0.0196293,0.00795741,0.00258724,0.0236892,0.0087926,0,0,0,0,0,0
15,0,0,0,0,0,0,0.0139356,0.0192646,0,0,0,0.11981,0.0183485,0.0118845,0,0,0.00891589,0,0.0267822,0.0032797,0.0463811,0.0719938,0.0182516,0.0115751,0.00786801,0.0113291,0.014621,0.0115865,0.0287644,0.00985488,0.0135574,0.00494546,0.0147916,0.195735,0.00886798,0.0166145,0.0018335,0.114875,0.0124404,0.0182863,0.0128877,0,0,0.0175095,0,0.00918246,0.00884287,0.0361556,0.0196162,0.0171765,0.0132518,0.0231229,0.0030074,0.0219107,0.0162393,0.0112552,0.00764963,0.0195212,0.00380339,0.0109047,0.0417805,0.0201147,0.00820572,0.00234694,0.0242078,0.00946506,0,0,0,0,0,0
16,0,0,0,0,0,0,0.015044,0.0202508,0,0,0,0.119467,0.0183569,0.0120696,0,0,0.00897959,0,0.0268051,0.00336313,0.0462508,0.0717908,0.0171215,0.010375,0.00818765,0.0116033,0.013583,0.0111714,0.0286571,0.00914154,0.0122751,0.00483768,0.0141517,0.196956,0.00903558,0.0166315,0.00149991,0.116533,0.0125008,0.0187196,0.0147564,0,0,0.0185185,0,0.00924948,0.00961449,0.0359052,0.0197378,0.0174469,0.0137368,0.0250071,0.0033246,0.0215484,0.0158335,0.011323,0.0079909,0.0194542,0.00392623,0.0110601,0.0400908,0.0209521,0.00847976,0.00210188,0.0248372,0.0103739,0,0,0,0,0,0
17,0,0,0,0,0,0,0.0161107,0.0209755,0,0,0,0.119052,0.0183897,0.0124951,0,0,0.00908412,0,0.0268766,0.00347166,0.0461985,0.0718771,0.0158753,0.00929739,0.00828393,0.0120293,0.0129132,0.0109731,0.0286351,0.00833214,0.0109676,0.00444649,0.0135049,0.197989,0.0091106,0.016657,0.00144825,0.118153,0.012558,0.019125,0.0164241,0,0,0.0193441,0,0.00932031,0.0100313,0.0355174,0.019975,0.0176484,0.0143165,0.02669,0.00357123,0.0211048,0.0154147,0.0114126,0.0082649,0.0193626,0.00406457,0.0113099,0.0384641,0.0216747,0.00866537,0.00182332,0.0253953,0.0112309,0,0,0,0,0,0
18,0,0,0,0,0,0,0.0186302,0.0229319,0,0,0,0.118403,0.0184544,0.0132215,0,0,0.00911232,0,0.0269582,0.00350904,0.0461622,0.0711361,0.0147583,0.00796376,0.00858878,0.0125177,0.0126073,0.0107941,0.0286693,0.00764841,0.00982173,0.00396563,0.0127939,0.199251,0.00924757,0.0167006,0.00162761,0.119617,0.0128521,0.0196495,0.0203519,0,0,0.022755,0,0.00969802,0.0115641,0.0349374,0.0203355,0.0178715,0.0146841,0.0308893,0.00386352,0.020627,0.0150941,0.0114641,0.00848116,0.0193282,0.00415973,0.0115946,0.0370363,0.0242997,0.00859756,0.00145201,0.0271888,0.013531,0,0,0,0,0,0
19,0,0,0,0,0,0,0.0199378,0.0237289,0,0,0,0.118256,0.0184314,0.013386,0,0,0.0089382,0,0.0268344,0.0034163,0.0459654,0.0708584,0.0138486,0.00714542,0.00845342,0.0131996,0.0127511,0.0105297,0.0284801,0.00698436,0.00870864,0.00355996,0.0119889,0.200265,0.00911296,0.0166179,0.00194551,0.120691,0.0127822,0.0198914,0.0220838,0,0,0.0215278,0,0.00941003,0,0.0343622,0.0207044,0.0178622,0.0155855,0.032675,0.00415995,0.0202882,0.0148304,0.0115583,0.00860293,0.01925,0.00429175,0.0118935,0.0359563,0.0242824,0.00959582,0.00257303,0.0279798,0.0145851,0,0,0,0,0,0
20,0,0,0,0,0,0,0.0206177,0.0243042,0,0,0,0.11796,0.0184176,0.0142526,0,0,0.00884614,0,0.0267557,0.0033667,0.0457174,0.0708291,0.0130498,0.00627556,0.00828067,0.0148031,0.0138495,0.0103862,0.028212,0.00634936,0.00773038,0.00362004,0.0112718,0.201948,0.00915337,0.0165174,0.00194171,0.121446,0.0127476,0.0200152,0.022985,0,0,0.0215566,0,0.00937602,0,0.0338944,0.0211833,0.0177833,0.0164596,0.0335513,0.00442922,0.0200406,0.0146095,0.0113762,0.00856632,0.0191122,0.0044686,0.0121739,0.0352704,0.0245667,0.00995773,0.00269529,0.0283839,0.0152151,0,0,0,0,0,0
21,0,0,0,0,0,0,0.0209378,0.0248863,0,0,0,0.117894,0.0184029,0.0245562,0,0,0.00871152,0,0.0267318,0.00331478,0.0472353,0.0669733,0.0271152,0.00514912,0.00817464,0.0358695,0.040426,0.0268484,0.0251578,0.016385,0.0174291,0.00784637,0.0121594,0.21273,0.00911671,0.0164769,0.00162323,0.121114,0.0128385,0.0198852,0.0240283,0,0,0.023272,0,0.00941441,0,0.0322979,0.0216654,0.017383,0.0191534,0.0352438,0.00526498,0.0201379,0.0140977,0.0113664,0.00817001,0.019204,0.00430123,0.0118601,0.0357328,0.026195,0.0105451,0.00304448,0.029103,0.015851,0,0,0,0,0,0
22,0,0,0,0,0,0,0.0214935,0.0250663,0,0,0,0.118201,0.0184188,0.02528,0,0,0.00864079,0,0.0267338,0.00335559,0.0470712,0.0678647,0.0282514,0.00464046,0.00812688,0.0371548,0.0425221,0.0283459,0.0256288,0.0172076,0.0188368,0.00897544,0.0121728,0.212009,0.00903441,0.0164579,0.00143238,0.121657,0.0128151,0.0200545,0.0247505,0,0,0.0232726,0,0.00938343,0,0.0322457,0.0221345,0.0172627,0.0200464,0.0358449,0.00534049,0.020127,0.0136327,0.0111942,0.00818493,0.0191152,0.00447744,0.012028,0.0353216,0.0262236,0.0107306,0.0031573,0.0292693,0.0165709,0,0,0,0,0,0
23,0,0,0,0,0,0,0.0219711,0.0253199,0,0,0,0.118502,0.0184265,0.0254493,0,0,0.00854896,0,0.0267136,0.00339283,0.0468584,0.0690211,0.0290324,0.00432396,0.00811251,0.0379777,0.0442279,0.028916,0.0260385,0.0180768,0.0198746,0.0100121,0.0122515,0.211433,0.00897703,0.0164538,0.0014012,0.122007,0.0128243,0.0200703,0.0253902,0,0,0.0234168,0,0.00938919,0,0.0321853,0.0223936,0.0171913,0.0209458,0.0363679,0.00548512,0.0202617,0.0134889,0.0110429,0.00830997,0.0190119,0.0046704,0.0120997,0.0351149,0.026283,0.0108876,0.00318678,0.0294263,0.0171983,0,0,0,0,0,0
24,0,0,0,0,0,0,0.0253017,0.0275025,0,0,0,0.118815,0.018376,0.0249551,0,0,0.00819812,0,0.0267429,0.00322872,0.0468284,0.0707347,0.0292028,0.00359672,0.00801229,0.0383244,0.0454209,0.0287409,0.0265469,0.0186209,0.0207123,0.0109905,0.0124389,0.210942,0.00872615,0.0164687,0.00160053,0.122337,0.0129366,0.0203227,0.030001,0,0,0.0254891,0,0.00939204,0,0.0320919,0.0228151,0.0169304,0.0207602,0.041279,0.00560992,0.0204034,0.0131385,0.0108367,0.00822608,0.0189802,0.00476321,0.0120491,0.034877,0.0285933,0.0117685,0.00343576,0.0315054,0.0205387,0,0,0,0,0,0
25,0,0,0,0,0,0,0.0190585,0.0207914,0,0,0,0.119117,0.0182846,0.0241287,0,0,0.00694335,0,0.026934,0.00248974,0.0467093,0.0725031,0.0290778,0.00349423,0.00616425,0.0385834,0.0464661,0.0284607,0.0269201,0.018963,0.0214094,0.0118285,0.0127926,0.210414,0.00774414,0.0166264,0.00203284,0.122589,0.0127382,0.0204478,0.0207673,0,0,0.0206033,0,0.00936493,0,0.032059,0.0231804,0.0167014,0.0217052,0.0298178,0.00566625,0.0204437,0.0126526,0.0106298,0.0081431,0.0188754,0.00480248,0.0120045,0.0348254,0.0226918,0.00938339,0.002434,0.0244371,0.0151335,0,0,0,0,0,0
26,0,0,0,0,0,0,0.0120083,0.0144014,0,0,0,0.119883,0.0182629,0.0230344,0,0,0.00573221,0,0.0271814,0.00204874,0.0465011,0.0744973,0.0289427,0.00356183,0.00440269,0.0389367,0.0473641,0.0282368,0.0271909,0.0191674,0.0217575,0.0125711,0.0134151,0.209105,0.00670319,0.0168082,0.00197578,0.122354,0.0121515,0.0199883,0.0104358,0,0,0.0131536,0,0.00886396,0,0.0321909,0.0231697,0.0164305,0.0230567,0.0181792,0.00570717,0.0204107,0.0121364,0.0104293,0.00816475,0.0187385,0.00485819,0.012015,0.0352952,0.0158206,0.00792593,0.00222925,0.0179002,0.00880863,0,0,0,0,0,0
27,0,0,0,0,0,0,0.00989866,0.012865,0,0,0,0.120885,0.0182095,0.0216619,0,0,0.00530502,0,0.0272315,0.00196075,0.0462936,0.0764144,0.028643,0.00369973,0.00398799,0.0395938,0.0479366,0.027969,0.027442,0.019176,0.0217229,0.0131229,0.0142122,0.206921,0.0062806,0.0168639,0.00169935,0.122127,0.0120455,0.019701,0.00779951,0,0,0.0120157,0,0.00884934,0,0.0323622,0.0233023,0.0165711,0.0237925,0.0157522,0.00592112,0.0204699,0.0120177,0.0104935,0.00859363,0.0185248,0.00514191,0.012202,0.0356277,0.0145469,0.0071956,0.00209272,0.0164358,0.00706472,0,0,0,0,0,0
28,0,0,0,0,0,0,0.00808589,0.0119394,0,0,0,0.122309,0.0181661,0.0200079,0,0,0.00495144,0,0.0273021,0.0018136,0.0460811,0.0782833,0.0280623,0.00376541,0.00366074,0.039787,0.0480763,0.0274394,0.0277481,0.0189758,0.0212625,0.0135156,0.015168,0.204399,0.0058299,0.0168769,0.00169799,0.122129,0.011988,0.0197836,0.00616646,0,0,0.0116851,0,0.00890203,0,0.0325395,0.0235872,0.0166459,0.0242133,0.0145188,0.00617057,0.020614,0.011931,0.0106243,0.00888904,0.0183673,0.00538057,0.0123661,0.0357452,0.0140505,0.00642544,0.00193232,0.0154225,0.00562544,0,0,0,0,0,0
29,0,0,0,0,0,0,0.00629427,0.0114135,0,0,0,0.12352,0.0181608,0.0179336,0,0,0.00477314,0,0.0272648,0.00175556,0.0458831,0.0797812,0.0270901,0.00371929,0.00336706,0.0391621,0.0477209,0.0266715,0.0280671,0.0187528,0.0204316,0.0137316,0.016157,0.202112,0.00550442,0.0168168,0.00132145,0.122358,0.0119213,0.0200855,0.00566952,0,0,0.0137778,0,0.00913006,0.00689196,0.0326629,0.0240082,0.0165601,0.024341,0.0145072,0.0062631,0.0205252,0.0116315,0.0105876,0.00889283,0.0181892,0.00556362,0.0125745,0.0357211,0.0150828,0.00518197,0.00138329,0.0147984,0.00434047,0,0,0,0,0,0
30,0,0,0,0,0,0,0.00547469,0.0114128,0,0,0,0.124992,0.018152,0.0160064,0,0,0.00466543,0,0.0272061,0.0017195,0.0457721,0.0816658,0.0261852,0.0036983,0.00315784,0.0380964,0.0471194,0.0258387,0.028308,0.0181923,0.0196163,0.0138978,0.0170954,0.199569,0.0052802,0.0167863,0.00149592,0.122531,0.0118591,0.0200407,0.00620322,0,0,0.0140819,0,0.00915439,0.00706034,0.0326683,0.0243638,0.016356,0.0242729,0.0148218,0.00627512,0.0202008,0.0112079,0.0104721,0.00882222,0.0179763,0.00579667,0.0127575,0.0357723,0.0150845,0.00484969,0.0014814,0.0147644,0.00380744,0,0,0,0,0,0
31,0,0,0,0,0,0,0.00525972,0.0115922,0,0,0,0.126737,0.018151,0.0139298,0,0,0.00457425,0,0.0271627,0.00171503,0.0457868,0.083981,0.0251968,0.00368981,0.00298297,0.037295,0.0462133,0.0247801,0.0284816,0.0174871,0.0188766,0.0139347,0.0179271,0.196244,0.00516636,0.0167723,0.00124544,0.122685,0.0118266,0.020001,0.0063834,0,0,0.0140335,0,0.00921989,0.00718946,0.0326881,0.0248489,0.0163326,0.0239965,0.0149663,0.00635591,0.0199572,0.0109522,0.0104504,0.00894925,0.0177338,0.00605017,0.0129658,0.0358062,0.0150656,0.00482997,0.00149535,0.0149365,0.00352684,0,0,0,0,0,0
32,0,0,0,0,0,0,0.00481126,0.0118669,0,0,0,0.128131,0.0181435,0.0117033,0,0,0.00435812,0,0.0270901,0.0016624,0.0458422,0.0859775,0.0239691,0.00364483,0.00283173,0.0364076,0.0445471,0.0232633,0.0285169,0.0166823,0.0178802,0.0136154,0.0186664,0.193286,0.00501236,0.0167424,0.000701655,0.122848,0.0117945,0.0199332,0.00685381,0,0,0.0141014,0,0.00921555,0.00698188,0.0328051,0.0251375,0.0162252,0.0235659,0.0151837,0.00644113,0.0197774,0.0107134,0.0103529,0.00909415,0.0174679,0.00638321,0.0131354,0.0359274,0.0149326,0.00469386,0.00156805,0.0151626,0.00316273,0,0,0,0,0,0
33,0,0,0,0,0,0,0.00439758,0.011954,0,0,0,0.129223,0.0181965,0.00971304,0,0,0.00432824,0,0.0270058,0.00170841,0.0460348,0.0878094,0.0224893,0.003745,0.00281762,0.0347274,0.0422018,0.0213749,0.0285476,0.0160384,0.0165785,0.0130484,0.0194041,0.190689,0.0048508,0.0167149,0.000693527,0.122887,0.0118583,0.0199332,0.00732485,0,0,0.0146773,0,0.00929255,0.00694124,0.0329615,0.0254704,0.016171,0.022972,0.0155998,0.00649754,0.0196837,0.0104506,0.0102962,0.0092893,0.0171706,0.00665928,0.0133212,0.036155,0.0153717,0.00403094,0.00149549,0.015276,0.00286887,0,0,0,0,0,0
34,0,0,0,0,0,0,0.00390982,0.0110341,0,0,0,0.130907,0.0182588,0.0084292,0,0,0.00424473,0,0.026966,0.00165705,0.0460414,0.0899594,0.0210418,0.00415028,0.00258193,0.0326594,0.0392188,0.0192339,0.0282038,0.0153332,0.0148622,0.0121521,0.0203879,0.187353,0.00468879,0.0167469,0.000691148,0.123819,0.011695,0.0201976,0.00701426,0,0,0.0141898,0,0.00931066,0.00585873,0.0338956,0.0265262,0.0162753,0.0201773,0.0147255,0.00665149,0.0195391,0.0104598,0.0103694,0.00935596,0.0171852,0.00676347,0.013705,0.0355975,0.0146906,0.00400476,0.00170413,0.0141584,0.00242373,0,0,0,0.00919014,0,0
35,0,0,0,0,0,0,0.00248851,0.00592125,0,0,0,0.133306,0.0179709,0.0110081,0,0,0.00169261,0,0.0275699,0.00196428,0.0451981,0.099829,0.0280242,0.0242734,0.00254951,0.0342905,0.046484,0.0201454,0.0276386,0.0183792,0.0223422,0.0108628,0.018386,0.187276,0.00541546,0.0171522,0.00172551,0.12085,0.0118281,0.0211807,0.00966051,0,0,0.0146583,0,0.00925217,0.00661845,0.0297103,0.0257027,0.0182141,0.0286911,0.0164531,0.00880457,0.0196578,0.0111048,0.013465,0.0103655,0.0181048,0.0056957,0.0121553,0.0375809,0.0162398,0.00327641,0.00156154,0.00817028,0.00666757,0,0,0,0,0.0298025,0
36,0,0,0,0,0,0,0.003562,0.0113137,0,0,0,0.132731,0.0183832,0.00981014,0,0,0.00444193,0,0.0268235,0.00155447,0.0465737,0.0941799,0.0183358,0.00607596,0.00286201,0.0275176,0.0334746,0.0152448,0.0283488,0.0142171,0.0134858,0.0102682,0.0213193,0.182943,0.00452542,0.0168362,0.00116858,0.123705,0.011653,0.0199953,0.0078315,0,0,0.01436,0,0.00925636,0.00641753,0.0341138,0.0281061,0.0159283,0.0192985,0.0152294,0.00671499,0.0196934,0.00982729,0.0101919,0.00971107,0.0164586,0.00726583,0.0141189,0.0364731,0.0140274,0.00387788,0.00221111,0.0145341,0.00240338,0,0,0,0.00637412,0,0
37,0,0,0,0,0,0,0.0017265,0.00450561,0,0,0,0.136172,0.0180495,0.0170058,0,0,0.0011781,0,0.0275552,0.00200688,0.0443602,0.105528,0.0250872,0.0221683,0.00314747,0.0290151,0.0403773,0.0157291,0.0283196,0.0178134,0.0219919,0.00996194,0.0194572,0.182628,0.00548288,0.0171959,0.00165304,0.122265,0.0117662,0.0212952,0.00862142,0,0,0.0150648,0,0.00928356,0.00662279,0.0312926,0.0280798,0.0182829,0.0247999,0.0149699,0.00911141,0.0197288,0.0111567,0.0136785,0.0102724,0.0178329,0.00593676,0.0126952,0.0366904,0.0148495,0.00346803,0.00199113,0.00671338,0.00599413,0,0,0,0.0200274,0.0305131,0
