Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LWRB,LILC
107,0,0,0,0,0,0,0.00469813,0.00628869,0,0,0,0.0195686,0.0157428,0,0,0.0128067,0,0.0270939,0.00397144,0.0494056,0.206715,0.00875118,0.0120947,0.00745447,0.00680469,0.00957498,0.0113218,0.0309331,0.0106036,0.015233,0.0102406,0.0105269,0.12773,0.00616977,0.0165119,0.0159307,0.0154754,0.0139452,0.00672553,0,0,0.00434462,0,0.0124805,0.00504098,0.0316548,0.0292177,0.0226442,0.00445311,0.00907926,0.010986,0.00641199,0.0186997,0.00791452,0.00807613,0.0134624,0.0290914,0.011267,0.0132066,0.0259158,0.00453902,0.00702828,0.00487655,0.00729621,0.00509058,0,0,0,0,0.000869411,0.043351
108,0,0,0,0,0,0,0.00474225,0.00620652,0,0,0,0.0196041,0.0157488,0,0,0.0126952,0,0.0270362,0.00396584,0.0493256,0.207938,0.0098114,0.0123702,0.00735618,0.00681034,0.00932951,0.0112168,0.0311487,0.0104002,0.0150562,0.00981215,0.0111262,0.133857,0.00599506,0.0165088,0.0142575,0.0155037,0.0133724,0.00683851,0,0,0.00428583,0,0.0124788,0.00504455,0.0316968,0.027746,0.022352,0.00392901,0.00868861,0.0110481,0.00617544,0.0187827,0.00750744,0.00770812,0.0129338,0.0286125,0.0105687,0.0125887,0.0260481,0.00466555,0.00701146,0.00490257,0.00704081,0.00519186,0,0,0,0,0.00060534,0.042432
109,0,0,0,0,0,0,0.00474151,0.00606055,0,0,0,0.0196396,0.0153051,0,0,0.0124801,0,0.0270403,0.00395321,0.0494222,0.207679,0.0107252,0.0125576,0.0072967,0.00678472,0.00914289,0.0111114,0.03131,0.0101716,0.0147108,0.00942553,0.0116171,0.1397,0.0059123,0.0165166,0.0130836,0.0155408,0.012632,0.00686591,0,0,0.00424114,0,0.0124955,0.00495788,0.0314159,0.026362,0.0222407,0.00357658,0.00820056,0.011031,0.00613077,0.0188186,0.00723727,0.00755669,0.0121804,0.0281743,0.0100475,0.0117155,0.0259675,0.00473247,0.00698257,0.00492166,0.0066981,0.00519515,0,0,0,0,0.000765422,0.0414812
110,0,0,0,0,0,0,0.00472279,0.00583542,0,0,0,0.0196599,0.0150795,0,0,0.012373,0,0.0270468,0.00395075,0.0497397,0.206549,0.0113055,0.0126705,0.0072014,0.00677747,0.00901059,0.0110131,0.0315287,0.00989428,0.0143354,0.00914945,0.0119709,0.143629,0.00585994,0.016519,0.0122894,0.0155314,0.0117687,0.00683414,0,0,0.00418373,0,0.0124772,0.00493275,0.0309023,0.0250503,0.0223774,0.00339478,0.00767031,0.0109485,0.006172,0.0188561,0.00709671,0.00747276,0.011351,0.027654,0.00977314,0.0107897,0.0256294,0.00473918,0.00694021,0.00496228,0.00630266,0.00514165,0,0,0,0,0.0011746,0.0405419
111,0,0,0,0,0,0,0.00480552,0.00556506,0,0,0,0.0196663,0.0158367,0,0,0.0123513,0,0.0270491,0.0039683,0.0497796,0.204366,0.0117318,0.0128091,0.00717434,0.00662735,0.00864119,0.0108481,0.0315891,0.0093376,0.0138445,0.00876986,0.0122249,0.146398,0.00583387,0.0165221,0.0112547,0.0155122,0.0110161,0.00700783,0,0,0.00434893,0,0.0124331,0.00509751,0.0307572,0.0237106,0.0223707,0.00317036,0.00745112,0.011023,0.00620681,0.0188957,0.00704469,0.00737433,0.0104693,0.0271427,0.00933189,0.00973116,0.0254782,0.00469317,0.00694582,0.00497372,0.00592432,0.00527844,0,0,0,0,0.00118532,0.039694
112,0,0,0,0,0,0,0.00479893,0.00554399,0,0,0,0.0196352,0.0173304,0,0,0.0123558,0,0.0270378,0.00397901,0.0498477,0.202306,0.0122747,0.0129412,0.00729242,0.00652802,0.00835366,0.0107959,0.0317104,0.00864636,0.013535,0.00855272,0.0124875,0.147894,0.00593105,0.0165158,0.01047,0.0155934,0.0103566,0.00697303,0,0,0.00374975,0,0.012532,0.0049593,0.0307033,0.0224428,0.0224846,0.00309591,0.00739111,0.0108675,0.00613743,0.0190329,0.00679475,0.00712496,0.00974529,0.0266249,0.00886124,0.00902159,0.0253907,0.00485361,0.00675126,0.00493609,0.00590101,0.00532094,0,0,0,0,0.00111484,0.0389683
113,0,0,0,0,0,0,0.00488394,0.00538205,0,0,0,0.0195975,0.0191613,0,0,0.012405,0,0.0270419,0.0040512,0.0498387,0.200412,0.0131133,0.0130949,0.00738958,0.00652214,0.0080411,0.0107205,0.0317217,0.0077656,0.0134284,0.00837723,0.0127599,0.149633,0.00601759,0.0165233,0.00963715,0.0155681,0.00991773,0.00709604,0,0,0.00404206,0,0.0125019,0.00504599,0.0308564,0.0212043,0.0226435,0.00319635,0.00747768,0.0110109,0.00600586,0.0191833,0.00641802,0.00675558,0.00913155,0.0262121,0.00844306,0.00840476,0.0257456,0.00474572,0.00681717,0.00493451,0.00575268,0.00548479,0,0,0,0,0.00116086,0.0383801
114,0,0,0,0,0,0,0.00495176,0.00533532,0,0,0,0.0195601,0.0208484,0,0,0.012525,0,0.0270731,0.00414421,0.0495868,0.199088,0.0140986,0.0132795,0.00751697,0.00656069,0.00779978,0.0105919,0.0316399,0.00719312,0.013679,0.00851079,0.0130211,0.150051,0.00613644,0.0165429,0.008745,0.0155722,0.00962076,0.00719664,0,0,0.00424925,0,0.0125094,0.0050772,0.0311752,0.0201139,0.0226831,0.00363233,0.00775939,0.0111376,0.00579754,0.0194046,0.00597713,0.00622626,0.00877378,0.025884,0.00808979,0.00785518,0.0264642,0.0046681,0.00687389,0.00495055,0.00573308,0.00566232,0,0,0,0,0.00132161,0.0379588
115,0,0,0,0,0,0,0.00502609,0.00536616,0,0,0,0.0195009,0.0221254,0,0,0.0127366,0,0.0271157,0.00423958,0.0491001,0.19788,0.0150132,0.013511,0.00764052,0.00672362,0.00773095,0.0103571,0.0314264,0.00690507,0.0139346,0.00883183,0.0131331,0.149186,0.00631186,0.0165525,0.00786151,0.0155334,0.00948907,0.00728209,0,0,0.00427868,0,0.0124809,0.00506326,0.031483,0.0190676,0.0226964,0.00415805,0.008157,0.0112433,0.00552139,0.0196339,0.00547959,0.00548525,0.00866196,0.0255699,0.00773445,0.00757489,0.0275634,0.00466757,0.0068982,0.00494891,0.00577618,0.00581298,0,0,0,0,0.00150165,0.0376862
116,0,0,0,0,0,0,0.0051005,0.0054045,0,0,0,0.0194308,0.0225162,0,0,0.0129552,0,0.027145,0.00434667,0.0486458,0.196686,0.0156915,0.0137692,0.0077749,0.00711273,0.0079859,0.0102254,0.0312229,0.00666175,0.0137758,0.00911207,0.012969,0.147821,0.00649756,0.0165555,0.00731374,0.0154855,0.00956984,0.00728616,0,0,0.00428537,0,0.0124546,0.00506859,0.0315451,0.0181194,0.0229388,0.0047402,0.00851516,0.0112791,0.00521778,0.019834,0.00492109,0.00488055,0.00835392,0.0252474,0.0073689,0.00767399,0.0288102,0.00464886,0.00692143,0.00493518,0.00583412,0.00589662,0,0,0,0,0.00149128,0.037523
117,0,0,0,0,0,0,0.0051819,0.00550222,0,0,0,0.0193752,0.0222337,0,0,0.0131542,0,0.0271825,0.00447508,0.0480873,0.195813,0.0160301,0.0140175,0.00787337,0.00767041,0.00848104,0.0101449,0.0309461,0.00636494,0.0131764,0.00919352,0.0125819,0.146705,0.00665287,0.016557,0.00663527,0.0154651,0.00954922,0.00727247,0,0,0.00427616,0,0.0124556,0.0050638,0.0317102,0.0173492,0.0231177,0.00535396,0.00898029,0.0113024,0.00501053,0.0200254,0.00438071,0.00461673,0.00803832,0.0249763,0.00714124,0.00754698,0.0300517,0.00462412,0.00695452,0.00488411,0.00596623,0.0060117,0,0,0,0,0.00110136,0.0374359
118,0,0,0,0,0,0,0.00526225,0.00561115,0,0,0,0.0193213,0.0214913,0,0,0.0132996,0,0.0272038,0.00463847,0.0476619,0.195288,0.0159917,0.0142427,0.00795027,0.00840833,0.00928261,0.0101935,0.030733,0.00607653,0.0122192,0.00912067,0.0120128,0.146259,0.00675945,0.0165517,0.00632729,0.0154679,0.0095311,0.00721023,0,0,0.004319,0,0.0124777,0.00504179,0.0317816,0.0165284,0.0233995,0.00591723,0.00938073,0.0112873,0.00503159,0.0201222,0.00396522,0.00445475,0.00772054,0.0247434,0.00689421,0.00714395,0.0313214,0.00461503,0.00697008,0.00486079,0.00611755,0.00607832,0,0,0,0,0.000719913,0.0373628
119,0,0,0,0,0,0,0.00524555,0.00587005,0,0,0,0.0192615,0.0202027,0,0,0.0133553,0,0.0272294,0.00473743,0.0473156,0.195434,0.015662,0.0144461,0.00798658,0.00920844,0.0102373,0.0103055,0.0306768,0.00585773,0.0110722,0.00890586,0.0113395,0.145083,0.00674165,0.0165529,0.00622417,0.0155748,0.00943208,0.00700741,0,0,0.00345431,0,0.0126327,0.00466884,0.0317505,0.0156134,0.0237262,0.00650294,0.00967407,0.0110157,0.00519926,0.0201383,0.0037336,0.00430353,0.00741618,0.024553,0.00667058,0.00669888,0.0323772,0.00486451,0.0066866,0.00479872,0.00647813,0.00599122,0,0,0,0,0.0011739,0.037303
120,0,0,0,0,0,0,0.00526728,0.00589944,0,0,0,0.0192092,0.0184976,0,0,0.0134244,0,0.0272438,0.00484742,0.0469561,0.195418,0.0153386,0.0146149,0.00800811,0.010187,0.0113765,0.0104361,0.0307289,0.00572965,0.00981073,0.00864351,0.0106085,0.143892,0.0067979,0.0165544,0.00624891,0.0155116,0.00936672,0.00694139,0,0,0.00373606,0,0.0125889,0.00463354,0.0316617,0.0147124,0.0240881,0.00701067,0.00995206,0.0110099,0.00548193,0.0200321,0.00368751,0.00432083,0.00705342,0.0243898,0.00649532,0.00636017,0.0334814,0.00480186,0.00672218,0.0047781,0.00656595,0.00595834,0,0,0,0,0.00128449,0.0372263
121,0,0,0,0,0,0,0.00527817,0.00594466,0,0,0,0.0191878,0.0165751,0,0,0.0134411,0,0.0272329,0.00496819,0.0465485,0.195592,0.015065,0.0147607,0.0079896,0.0112735,0.0126524,0.010634,0.0308836,0.0057891,0.00866192,0.008501,0.00990417,0.142732,0.00678681,0.0165527,0.00650857,0.0154251,0.00927848,0.00683467,0,0,0.00383981,0,0.012515,0.00465587,0.0316021,0.0141041,0.0243922,0.00753163,0.0101728,0.0109265,0.00575529,0.0198668,0.00373437,0.00441303,0.00668722,0.024239,0.00654237,0.00659516,0.0346553,0.0048436,0.00672388,0.00473788,0.00660092,0.00591686,0,0,0,0,0.00083537,0.0371166
122,0,0,0,0,0,0,0.00528106,0.00598413,0,0,0,0.019153,0.0147017,0,0,0.013413,0,0.0272342,0.00505171,0.0460743,0.195956,0.0148999,0.0148925,0.00797213,0.0123714,0.01399,0.0108723,0.0310845,0.00596746,0.00773614,0.00852366,0.0092924,0.141867,0.00671869,0.0165421,0.00696489,0.0154256,0.00920274,0.0067239,0,0,0.00392155,0,0.0125384,0.00460797,0.0316204,0.0135117,0.0246518,0.00796461,0.0103533,0.0108686,0.00589063,0.0197211,0.00375584,0.00457036,0.00660016,0.024024,0.00637555,0.00653719,0.0358266,0.00488079,0.00661122,0.0045945,0.00659256,0.00587549,0,0,0,0,0.00091246,0.0369812
123,0,0,0,0,0,0,0.0052903,0.00599942,0,0,0,0.0191279,0.0131479,0,0,0.0133418,0,0.0272115,0.00513374,0.0455477,0.196302,0.0148337,0.0149868,0.00795519,0.0133685,0.0153416,0.011079,0.0313078,0.00616413,0.00711054,0.00863541,0.00885635,0.141173,0.00664156,0.0165307,0.00764203,0.0154294,0.00923652,0.00661657,0,0,0.00396054,0,0.012554,0.00452008,0.0316776,0.0128012,0.02487,0.00838798,0.010522,0.0107918,0.0059656,0.0196815,0.00359864,0.00471139,0.00676252,0.0238437,0.00612554,0.0063846,0.0370354,0.00488161,0.00654703,0.00449067,0.00655846,0.00580253,0,0,0,0,0.000749979,0.0367845
124,0,0,0,0,0,0,0.00530587,0.00597312,0,0,0,0.0191118,0.0118078,0,0,0.0132374,0,0.0271389,0.00520406,0.045029,0.196423,0.0148516,0.0150881,0.00790624,0.0143074,0.0166744,0.011255,0.0315461,0.00636533,0.00677097,0.00877368,0.00861722,0.140795,0.00655432,0.0165153,0.00867389,0.0153876,0.0095472,0.0065104,0,0,0.00392671,0,0.0125231,0.00454099,0.0317576,0.0121615,0.0250694,0.00871749,0.0107363,0.0106998,0.00607811,0.019756,0.00330571,0.00472287,0.00658206,0.0236897,0.00583477,0.00606466,0.0384615,0.00486336,0.00655092,0.00443299,0.00647885,0.00570233,0,0,0,0,0.000758495,0.0365372
125,0,0,0,0,0,0,0.00531229,0.00591498,0,0,0,0.0191029,0.0107272,0,0,0.0130849,0,0.0270246,0.00522409,0.044584,0.196152,0.0148379,0.0152115,0.00785052,0.0152896,0.0180135,0.0114766,0.0317861,0.00656513,0.00663149,0.00893163,0.00853822,0.14087,0.0064282,0.0165069,0.00934141,0.0153395,0.00972285,0.00640984,0,0,0.00390276,0,0.0124838,0.00453756,0.0319017,0.0117594,0.025264,0.00894165,0.0109377,0.0105956,0.00616652,0.0197796,0.00309212,0.0046496,0.00631125,0.0234738,0.00571413,0.00593934,0.0393949,0.00488701,0.0065492,0.00442626,0.00642296,0.00562092,0,0,0,0,0.0013995,0.0362745
126,0,0,0,0,0,0,0.00529351,0.00585001,0,0,0,0.0191109,0.0101663,0,0,0.0129096,0,0.0269219,0.00514333,0.0441635,0.195337,0.0147916,0.0153318,0.00774592,0.0163301,0.0192966,0.0117325,0.0320719,0.00669208,0.0065254,0.00911366,0.0086608,0.141363,0.00620947,0.0165081,0.00963762,0.0153099,0.00963206,0.00635986,0,0,0.00386491,0,0.012455,0.00447807,0.0321295,0.0113269,0.0254621,0.009188,0.0111695,0.0105001,0.00613941,0.0198004,0.00292619,0.00471299,0.00611958,0.0232851,0.0056851,0.00596111,0.0399414,0.00490194,0.00655345,0.00439886,0.00651899,0.00559249,0,0,0,0,0.00147037,0.036051
127,0,0,0,0,0,0,0.00524887,0.0059294,0,0,0,0.0191585,0.0100843,0,0,0.0127023,0,0.0268415,0.00481657,0.0437309,0.194147,0.0147205,0.0154776,0.00759541,0.0171835,0.0204245,0.0119507,0.032396,0.00668774,0.00627964,0.00927726,0.00898963,0.142095,0.00582206,0.0165239,0.00989934,0.0154413,0.00943526,0.00621182,0,0,0.00301026,0,0.0126128,0.00409467,0.032409,0.0107715,0.0256121,0.00940324,0.0114195,0.0102052,0.00611617,0.0198598,0.00273864,0.00483022,0.00597365,0.0230647,0.00560213,0.0059035,0.0404973,0.00510915,0.00620799,0.00431817,0.00698012,0.00553875,0,0,0,0,0.000685815,0.0358931
128,0,0,0,0,0,0,0.0052883,0.00577335,0,0,0,0.0191507,0.010586,0,0,0.0125165,0,0.0268137,0.00465153,0.0433061,0.192397,0.0147144,0.0156775,0.00759323,0.0178794,0.0214419,0.0121007,0.032719,0.00658584,0.00590296,0.00931141,0.00948984,0.143504,0.00570943,0.0165183,0.0102219,0.0153643,0.00944913,0.00624383,0,0,0.00324717,0,0.012517,0.00416158,0.0326894,0.0102334,0.0257214,0.00957161,0.0116513,0.0102468,0.0061177,0.0199644,0.00256896,0.00492253,0.00579597,0.0227898,0.00543977,0.00574192,0.0411311,0.00498072,0.00632029,0.00429098,0.00695404,0.00558782,0,0,0,0,0.000731406,0.0357168
129,0,0,0,0,0,0,0.00531501,0.00565848,0,0,0,0.0191284,0.011743,0,0,0.0123495,0,0.0267963,0.00457282,0.0429697,0.190306,0.0146701,0.0159151,0.00763732,0.018334,0.0221815,0.0121063,0.0330515,0.00638212,0.00531631,0.00919361,0.0101239,0.145285,0.00564964,0.0165228,0.0106049,0.0152958,0.00948354,0.00622844,0,0,0.0032936,0,0.0124526,0.00409013,0.0329152,0.00983374,0.0257633,0.00975114,0.0118222,0.0102492,0.00610741,0.0200982,0.00234229,0.00493133,0.00554614,0.0225515,0.00527339,0.00580655,0.0417133,0.00488299,0.00631612,0.00421462,0.00682068,0.00564039,0,0,0,0,0.000651212,0.0355424
130,0,0,0,0,0,0,0.00533865,0.00558353,0,0,0,0.0191191,0.0135455,0,0,0.0122305,0,0.0267713,0.00450494,0.0427299,0.188024,0.0144751,0.0161168,0.00768569,0.0185894,0.0225868,0.0119692,0.033387,0.00608692,0.00439944,0.00907034,0.0108593,0.147311,0.00556884,0.0165391,0.011011,0.0152508,0.00942508,0.00619917,0,0,0.00319636,0,0.0124382,0.00398042,0.0330856,0.00950027,0.0257765,0.00988784,0.012003,0.0102191,0.00612535,0.020227,0.00211479,0.00499843,0.00526344,0.0223489,0.00503453,0.00572656,0.0422363,0.00482653,0.00619206,0.00407302,0.00669051,0.00571108,0,0,0,0,0.000895467,0.035411
131,0,0,0,0,0,0,0.00538621,0.00551325,0,0,0,0.0191122,0.0157357,0,0,0.0121228,0,0.0267547,0.00446159,0.042615,0.185673,0.0141722,0.0162161,0.00772486,0.0186195,0.0227125,0.0116944,0.033689,0.00581333,0.00336572,0.00881558,0.011622,0.149483,0.00546648,0.0165574,0.0112716,0.0152572,0.00924084,0.0062145,0,0,0.00322189,0,0.0124573,0.00398392,0.0332045,0.0091159,0.0257987,0.00994322,0.0121151,0.0101524,0.00606212,0.0203572,0.00194642,0.00515938,0.00501168,0.0220913,0.00480892,0.00551494,0.0425832,0.00478197,0.00611498,0.00402553,0.00660876,0.00582394,0,0,0,0,0.000730461,0.0353289
132,0,0,0,0,0,0,0.00547481,0.00546254,0,0,0,0.0190993,0.0180176,0,0,0.012014,0,0.0268613,0.00440356,0.0426294,0.183286,0.0138727,0.0162363,0.00782917,0.0184591,0.0226074,0.0112923,0.0339515,0.00569782,0.00253625,0.00839299,0.0123489,0.151693,0.00547368,0.0166133,0.0112593,0.0152921,0.00899782,0.00625821,0,0,0.00332646,0,0.0124821,0.00404386,0.0333058,0.00870107,0.0258367,0.00994908,0.0121817,0.0101643,0.00597103,0.0204323,0.00174664,0.00527879,0.00483604,0.0217273,0.00482334,0.00554281,0.0428332,0.00472388,0.00603894,0.00407227,0.00660567,0.00597685,0,0,0,0,0.00106998,0.0352833
133,0,0,0,0,0,0,0.00554172,0.00542529,0,0,0,0.0190944,0.0200541,0,0,0.0119818,0,0.0269238,0.00439025,0.0427436,0.181005,0.0137242,0.0162289,0.0078882,0.0180993,0.0222726,0.0107482,0.0341345,0.00582365,0.00227695,0.00774362,0.0129624,0.153716,0.00549469,0.0166599,0.0110598,0.0152925,0.00873153,0.00629308,0,0,0.00336283,0,0.0124842,0.00404467,0.0334104,0.00839372,0.0258758,0.00992691,0.0122279,0.0101536,0.00592143,0.0204468,0.00159508,0.00536415,0.0047268,0.0212802,0.00527209,0.00544298,0.042885,0.00468269,0.00599741,0.00407732,0.00664867,0.00612674,0,0,0,0,0.00130716,0.0352926
134,0,0,0,0,0,0,0.00555828,0.00550684,0,0,0,0.01913,0.0219499,0,0,0.0119392,0,0.0269279,0.00441176,0.0428666,0.179574,0.013539,0.0161845,0.00784512,0.0174187,0.0215574,0.0100175,0.0342523,0.00599437,0.00273047,0.00695796,0.0134061,0.154984,0.00535296,0.0167146,0.0109438,0.0153562,0.008784,0.00623938,0,0,0.00259671,0,0.0125834,0.00365983,0.0334441,0.00814716,0.0258754,0.00986613,0.0121977,0.00986509,0.00594189,0.0204746,0.00146653,0.0054895,0.00461908,0.0209487,0.0050758,0.0053195,0.0430733,0.00490551,0.00557849,0.00398781,0.00683755,0.00620178,0,0,0,0,0.000896414,0.0353775
135,0,0,0,0,0,0,0.00557705,0.00541994,0,0,0,0.0191338,0.0234006,0,0,0.0119643,0,0.026901,0.00448014,0.043017,0.177989,0.0134129,0.0160416,0.00783184,0.0166537,0.0208186,0.00916086,0.0342947,0.00626096,0.00316593,0.00621869,0.0136927,0.156746,0.00536239,0.0167418,0.0111387,0.0152688,0.00903853,0.00626457,0,0,0.00287617,0,0.0124895,0.00375896,0.0333748,0.00783883,0.0258808,0.00987368,0.0121884,0.00985683,0.00599133,0.0206315,0.00128334,0.00570585,0.00439251,0.020848,0.0045373,0.00498827,0.0432987,0.00481288,0.00561596,0.00397438,0.00680301,0.00628999,0,0,0,0,0.000562072,0.0355194
136,0,0,0,0,0,0,0.00557739,0.00538408,0,0,0,0.019105,0.024534,0,0,0.0119754,0,0.0268817,0.00452405,0.0432194,0.176781,0.0132881,0.015941,0.00783018,0.0156792,0.0198858,0.00809401,0.0343256,0.00647135,0.00353222,0.00570738,0.0137649,0.157969,0.00538557,0.0167578,0.0111392,0.0152226,0.0091809,0.00621127,0,0,0.00304629,0,0.0124523,0.00380126,0.0331663,0.00778997,0.0259806,0.00977889,0.0120374,0.00978423,0.00612692,0.0207077,0.00119741,0.00601746,0.0043091,0.0206275,0.00426099,0.0051011,0.0432672,0.00476728,0.00554467,0.0039367,0.00679496,0.00631531,0,0,0,0,0.000562868,0.0357077
137,0,0,0,0,0,0,0.00560759,0.00537746,0,0,0,0.0190691,0.0252807,0,0,0.0120012,0,0.0268946,0.00451997,0.0433696,0.176383,0.0128675,0.0158693,0.00781135,0.0143237,0.0185333,0.00680073,0.0343672,0.00647638,0.0041021,0.00514022,0.0137344,0.15849,0.00538032,0.0167846,0.0109599,0.0151733,0.00919888,0.00616146,0,0,0.00318706,0,0.0124187,0.00380021,0.032904,0.00796572,0.0260801,0.00962666,0.0117968,0.00971812,0.00633834,0.0206366,0.00129682,0.00633039,0.00434482,0.0202443,0.00411614,0.00541476,0.0431758,0.00476714,0.0053967,0.0038663,0.00680616,0.00632807,0,0,0,0,0.000841723,0.0360053
138,0,0,0,0,0,0,0.0056467,0.00541093,0,0,0,0.0190296,0.0260266,0,0,0.0120433,0,0.0269045,0.00451642,0.0432748,0.176058,0.0123678,0.0158345,0.00781713,0.0128898,0.0171931,0.00546802,0.0342894,0.00642127,0.00499688,0.00461408,0.0136161,0.158901,0.00537816,0.0168147,0.0109722,0.0151373,0.00953143,0.00614114,0,0,0.00323668,0,0.0123992,0.00376987,0.0328255,0.00835088,0.0260225,0.00950134,0.0116681,0.00966687,0.00646295,0.0204814,0.0015281,0.00650811,0.00443612,0.0199238,0.00402463,0.0055149,0.0433541,0.00476738,0.00527474,0.00378205,0.00689906,0.00637841,0,0,0,0,0.00118146,0.0363584
139,0,0,0,0,0,0,0.00567878,0.00553285,0,0,0,0.0190077,0.026866,0,0,0.0120415,0,0.0269031,0.00454399,0.0431681,0.17573,0.0118707,0.0158051,0.00783769,0.0113514,0.0159182,0.00425452,0.0342977,0.00660403,0.00627173,0.0043598,0.0135808,0.159272,0.00533995,0.0168374,0.0110755,0.0150975,0.00994549,0.00604479,0,0,0.00325607,0,0.0123746,0.00368412,0.0326751,0.00896084,0.0260166,0.00944542,0.0114897,0.00958275,0.00657672,0.0203199,0.00178741,0.00669354,0.00451361,0.0196481,0.00432243,0.00571774,0.0435848,0.00477823,0.0051771,0.00373572,0.00699534,0.00640333,0,0,0,0,0.000829097,0.0367521
140,0,0,0,0,0,0,0.0057175,0.00565589,0,0,0,0.0189789,0.0280537,0,0,0.0120012,0,0.0268656,0.00459237,0.0432012,0.175369,0.01142,0.0158617,0.00786682,0.00970074,0.0147916,0.00363035,0.0345537,0.0071675,0.00784832,0.00480828,0.0137794,0.159771,0.00528001,0.0168492,0.0110468,0.0150983,0.0102559,0.0058733,0,0,0.00332899,0,0.0123989,0.00359448,0.0323544,0.00985911,0.0261157,0.00943852,0.011183,0.00946291,0.00677548,0.0201561,0.00205779,0.00696766,0.00469858,0.0193132,0.00524422,0.00595123,0.0435997,0.00481587,0.00504764,0.00367538,0.00705677,0.00636831,0,0,0,0,0.000510163,0.0371158
141,0,0,0,0,0,0,0.00578898,0.00588729,0,0,0,0.0189532,0.0297047,0,0,0.0118968,0,0.0268473,0.00458232,0.043411,0.17501,0.0109173,0.0160225,0.00793962,0.00792404,0.0137236,0.00419554,0.0351179,0.00806285,0.00960632,0.00571012,0.0143612,0.160212,0.00516298,0.0168701,0.0108822,0.015242,0.0106092,0.0055987,0,0,0.00280693,0,0.012581,0.00320497,0.0319473,0.0110409,0.0262993,0.0095185,0.0107659,0.00906395,0.00707944,0.0200006,0.0023187,0.00733421,0.00510046,0.01892,0.00511377,0.00654387,0.0434165,0.00513001,0.00444006,0.00354171,0.00726876,0.0062811,0,0,0,0,0.000790057,0.037431
142,0,0,0,0,0,0,0.00586401,0.00591584,0,0,0,0.0189243,0.0319049,0,0,0.0118182,0,0.0268571,0.00462136,0.0435895,0.173827,0.010789,0.0161486,0.00799359,0.00648016,0.0134088,0.00577179,0.0357299,0.00925713,0.0113775,0.00678271,0.0151689,0.161287,0.00510636,0.0168831,0.0109241,0.01515,0.0109387,0.00550143,0,0,0.00310749,0,0.0125079,0.00334689,0.0317759,0.0124516,0.0264621,0.00972626,0.0105267,0.00912773,0.0072173,0.0198858,0.00253012,0.00759895,0.00558675,0.0185633,0.00469657,0.00704845,0.0434794,0.00511834,0.00448794,0.00348215,0.0072479,0.00630537,0,0,0,0,0.00122124,0.0376705
143,0,0,0,0,0,0,0.00593583,0.00599926,0,0,0,0.018906,0.0341531,0,0,0.0117889,0,0.0268542,0.00465429,0.0436787,0.172625,0.0107495,0.0163199,0.0080769,0.00534033,0.0134917,0.007751,0.036295,0.0105375,0.0130943,0.00798777,0.0161408,0.162277,0.00502859,0.0169007,0.0115313,0.0150969,0.0116811,0.00541971,0,0,0.00323616,0,0.0124721,0.00335786,0.0317871,0.0140828,0.0265283,0.00995891,0.0103908,0.00915963,0.00732084,0.0197839,0.00276928,0.00782973,0.00602418,0.01836,0.00472819,0.00731301,0.0441634,0.00517955,0.00446149,0.00344413,0.00725924,0.00636469,0,0,0,0,0.00115653,0.0378961
144,0,0,0,0,0,0,0.005988,0.00607119,0,0,0,0.018899,0.0360497,0,0,0.0117635,0,0.026837,0.00468682,0.0437862,0.171755,0.0108823,0.0164752,0.00815806,0.00470261,0.0139891,0.00977703,0.036786,0.0117711,0.0147763,0.0092453,0.0171027,0.163103,0.00495152,0.0169172,0.0117933,0.0150757,0.0122677,0.00534732,0,0,0.00329988,0,0.0124589,0.00332703,0.0318561,0.01588,0.0265768,0.0102527,0.0102723,0.00913663,0.0074761,0.0196124,0.0030697,0.00790793,0.00662855,0.0180616,0.00531842,0.00796142,0.04453,0.00522647,0.00442098,0.00342309,0.00728058,0.00642474,0,0,0,0,0.000772451,0.0380859
145,0,0,0,0,0,0,0.00604738,0.00614095,0,0,0,0.0189013,0.0370174,0,0,0.0117072,0,0.0268134,0.00473588,0.044052,0.171724,0.0103192,0.0166027,0.00823527,0.00425645,0.0142217,0.0114885,0.0371648,0.0127417,0.0162377,0.0106556,0.0180515,0.163219,0.00486287,0.0169334,0.0116733,0.0150271,0.0128527,0.00522718,0,0,0.00343022,0,0.0124253,0.00333627,0.0317303,0.0178901,0.026801,0.0106504,0.0100435,0.00907233,0.00765718,0.0193942,0.00343013,0.00818089,0.00731238,0.0176732,0.0058125,0.00885343,0.0444677,0.00530512,0.00434445,0.00338699,0.00731587,0.00643734,0,0,0,0,0.000529963,0.0382818
