Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LANK,x73,LILC
116,0,0,0,0,0,0,0.0026788,0.00541481,0,0,0,0.119596,0.0189356,0,0,0.00572803,0,0.0242301,0.00171409,0.0483342,0.0322094,0.0119496,0.00896183,0.00502515,0.00445812,0.0119124,0.0111395,0.0268603,0.0131076,0.0125538,0.00620018,0.00831959,0.0651705,0.00423543,0.016917,0.0351332,0.0158744,0.020273,0.00383476,0,0,0.00516345,0,0.0138884,0.00213081,0.03218,0.0401681,0.0263628,0.00928442,0.012341,0.00769045,0.00592815,0.0203678,0.0123263,0.0101882,0.0190024,0.0352348,0.0175872,0.0175244,0.0273061,0.00541428,0.0020066,0.00104902,0.00642905,0.00347651,0,0,0,0.0193359,0,0.0442689
117,0,0,0,0,0,0,0.00275174,0.00561576,0,0,0,0.116432,0.0188229,0,0,0.00609449,0,0.0243202,0.00173436,0.0489862,0.0356929,0.0101559,0.00922054,0.00491314,0.00361327,0.0117706,0.0116298,0.0271209,0.0118374,0.0117569,0.00586892,0.00945289,0.0646296,0.00425469,0.016957,0.0346404,0.0157754,0.0185981,0.00413832,0,0,0.0051743,0,0.0138217,0.00218668,0.0323192,0.0376848,0.0267534,0.00923883,0.0119768,0.00758163,0.00680656,0.0208454,0.0108474,0.00984907,0.0170116,0.0335971,0.0155426,0.0153085,0.0279082,0.00532259,0.00207916,0.00114891,0.00689319,0.00364155,0,0,0,0.0181138,0,0.0443862
118,0,0,0,0,0,0,0.00280791,0.0057782,0,0,0,0.113872,0.0187364,0,0,0.00640123,0,0.0243871,0.00170173,0.0495844,0.0397924,0.00793462,0.00945309,0.00468363,0.00287955,0.011465,0.0118732,0.0269753,0.0105326,0.0113264,0.00582238,0.0105683,0.0653223,0.00422962,0.0169926,0.0342765,0.0156798,0.0167529,0.00437031,0,0,0.00520317,0,0.0137469,0.00218585,0.0323306,0.0350328,0.0270038,0.00870637,0.0114764,0.00743411,0.00734986,0.0212793,0.00978322,0.00969534,0.015111,0.0316946,0.0135157,0.0132939,0.0277726,0.00518713,0.00220006,0.00128848,0.00731546,0.00373736,0,0,0,0.0178196,0,0.0443184
119,0,0,0,0,0,0,0.00288432,0.00586499,0,0,0,0.11195,0.0186554,0,0,0.00662134,0,0.0244265,0.00165211,0.0501118,0.0448049,0.00586073,0.00963318,0.00438947,0.00211695,0.010881,0.0120008,0.0266744,0.00932361,0.0111613,0.00586356,0.0116105,0.0676683,0.00414421,0.0170159,0.0338201,0.0156074,0.014952,0.00449374,0,0,0.00520931,0,0.0136688,0.00229673,0.0321515,0.0326529,0.0270328,0.00776213,0.0109137,0.00722505,0.00731385,0.0214369,0.00912182,0.00961496,0.0134347,0.0300248,0.0119907,0.0117484,0.0265584,0.00512168,0.0024365,0.00135755,0.00764534,0.00379395,0,0,0,0.0184854,0,0.0440758
120,0,0,0,0,0,0,0.00283661,0.00584569,0,0,0,0.111922,0.0186029,0,0,0.00657854,0,0.024448,0.00159912,0.0504775,0.0484671,0.0043359,0.00972979,0.00403499,0.00168318,0.0101803,0.0119836,0.0266655,0.00847682,0.0110891,0.00594862,0.0125473,0.0707794,0.00398794,0.0170316,0.0332855,0.0155447,0.0135739,0.00452132,0,0,0.0050053,0,0.0136106,0.00229385,0.0319394,0.0307069,0.0267484,0.00674778,0.0103136,0.00687514,0.00676275,0.021318,0.00868255,0.00945946,0.0120605,0.0287416,0.0109292,0.0106792,0.0244648,0.00482201,0.00261929,0.00143696,0.00792289,0.00371625,0,0,0,0.0190478,0,0.0437355
121,0,0,0,0,0,0,0.00278377,0.00574974,0,0,0,0.113298,0.0186021,0,0,0.00623527,0,0.0244528,0.00154684,0.0506857,0.0516335,0.00323457,0.0098223,0.00366052,0.00184546,0.00941643,0.0115719,0.0266672,0.00805406,0.0111225,0.00605461,0.0131025,0.0748061,0.00378856,0.0170449,0.0324138,0.0155551,0.012716,0.00448309,0,0,0.00464404,0,0.0136115,0.00223614,0.0317385,0.0290457,0.0262309,0.0059501,0.00968377,0.00637434,0.00593588,0.0211093,0.00858913,0.00904395,0.0110475,0.0276186,0.0100651,0.00995495,0.0221982,0.00430022,0.00281089,0.00148382,0.00834215,0.00351787,0,0,0,0.0194737,0,0.0432982
122,0,0,0,0,0,0,0.00301208,0.00542788,0,0,0,0.116105,0.0185768,0,0,0.00592851,0,0.0244544,0.00155297,0.0509042,0.0546672,0.00256269,0.00997236,0.00333555,0.00234627,0.00859238,0.0111444,0.0266852,0.00789499,0.0108112,0.00587067,0.0134504,0.0798123,0.00362059,0.0170457,0.0313307,0.0154214,0.0122084,0.00441931,0,0,0.00526939,0,0.0134492,0.00272876,0.0317036,0.027666,0.0256748,0.00556201,0.00900014,0.00612438,0.00516997,0.0210253,0.00833665,0.00839222,0.0102976,0.0266852,0.00933648,0.00937776,0.0203801,0.00432694,0.0026357,0.00169438,0.0087324,0.00346298,0,0,0,0.0201161,0,0.0427979
123,0,0,0,0,0,0,0.00311991,0.0051775,0,0,0,0.12071,0.0185801,0,0,0.00564844,0,0.0244426,0.00150053,0.050932,0.0561987,0.00279813,0.0102144,0.00299255,0.00280466,0.0078931,0.0107742,0.0267722,0.00809638,0.0101754,0.00561699,0.0136215,0.0869618,0.00343951,0.0170616,0.0300871,0.0154065,0.0118886,0.00447649,0,0,0.00515604,0,0.0134144,0.00273611,0.0321217,0.0267386,0.0249745,0.00545759,0.00844303,0.00571131,0.00441237,0.021125,0.00770346,0.00786236,0.00968376,0.0260853,0.00887241,0.00883748,0.0192583,0.00389522,0.00272726,0.00171575,0.00855491,0.00340109,0,0,0,0.0208862,0,0.0422495
124,0,0,0,0,0,0,0.0031695,0.00495196,0,0,0,0.125255,0.0186196,0,0,0.0053917,0,0.0244274,0.00146407,0.0508326,0.0570433,0.00331879,0.0105124,0.00267139,0.00325821,0.00736612,0.0106347,0.0270675,0.00850727,0.00910685,0.00526891,0.013698,0.0955776,0.00336368,0.0170798,0.0289894,0.0154254,0.0117284,0.004539,0,0,0.00491634,0,0.0134106,0.00266995,0.0328382,0.0258856,0.0243287,0.0051626,0.00797242,0.00535798,0.00393316,0.0212693,0.00702438,0.00748649,0.00923307,0.0258382,0.00852474,0.00851315,0.0185239,0.00344819,0.00278132,0.00170562,0.00788095,0.00341615,0,0,0,0.0221687,0,0.0416008
125,0,0,0,0,0,0,0.00316947,0.00476566,0,0,0,0.127569,0.0186672,0,0,0.00514027,0,0.0244036,0.00143309,0.0508291,0.0585798,0.00362761,0.0107625,0.00238626,0.00362524,0.00700157,0.0106144,0.0273006,0.00903173,0.00793253,0.00500165,0.0135963,0.101068,0.00336188,0.0170872,0.0282614,0.0154183,0.0115374,0.00449065,0,0,0.00474392,0,0.0133983,0.00263112,0.0333952,0.025116,0.0240133,0.00496884,0.00759667,0.00511651,0.00399705,0.0213638,0.00655241,0.00721489,0.00888962,0.025577,0.00824949,0.0082804,0.0179624,0.00316135,0.00283023,0.00168725,0.00708887,0.00346839,0,0,0,0.0240137,0,0.0409219
126,0,0,0,0,0,0,0.003186,0.00466,0,0,0,0.128042,0.018705,0,0,0.00490515,0,0.0243681,0.00137437,0.0508439,0.0611484,0.00391626,0.0109368,0.00218612,0.00383343,0.00678119,0.0104387,0.0273475,0.00951841,0.00712705,0.00480334,0.0134078,0.102504,0.00336451,0.0170899,0.0275341,0.0154114,0.0113509,0.00437737,0,0,0.0045919,0,0.0134017,0.0026041,0.0337334,0.0244188,0.0239562,0.00483355,0.00730519,0.00495772,0.00442258,0.0213984,0.00633061,0.00703862,0.00852576,0.025325,0.00804234,0.00811431,0.0175082,0.0030317,0.00295529,0.00171303,0.0063011,0.0036029,0,0,0,0.0260493,0,0.0402919
127,0,0,0,0,0,0,0.00324498,0.00453628,0,0,0,0.127174,0.0187297,0,0,0.00472165,0,0.0243169,0.00131064,0.0508665,0.0642966,0.00466841,0.0110475,0.00203929,0.00408544,0.00669425,0.0102971,0.027322,0.00967549,0.00659339,0.00424352,0.013266,0.102789,0.00331896,0.0170832,0.026894,0.0154191,0.011065,0.00427693,0,0,0.00443712,0,0.0134215,0.00258681,0.0338689,0.0237094,0.0240473,0.00454362,0.00701031,0.00481931,0.00485277,0.0213655,0.00632484,0.00707829,0.00824026,0.0249798,0.00802029,0.00794311,0.0168784,0.00296544,0.00311595,0.00175375,0.00554635,0.00378089,0,0,0,0.026826,0,0.0396878
128,0,0,0,0,0,0,0.00327451,0.00438333,0,0,0,0.125515,0.0187554,0,0,0.00466529,0,0.0242509,0.00128023,0.0508939,0.067886,0.00601772,0.0111032,0.00194101,0.00463532,0.00693955,0.0102328,0.0272966,0.00933037,0.00617126,0.00344484,0.0133444,0.104652,0.00324472,0.0170727,0.0262772,0.0154339,0.0106693,0.00416947,0,0,0.00434747,0,0.0134642,0.0025717,0.0337173,0.0228671,0.0242216,0.00407633,0.00668503,0.00472556,0.00506726,0.0212912,0.00631194,0.00709336,0.00800954,0.0245721,0.00771421,0.00788836,0.0162197,0.00295126,0.00329053,0.00176398,0.00491353,0.00387859,0,0,0,0.0265894,0,0.0390933
129,0,0,0,0,0,0,0.00326247,0.0041502,0,0,0,0.123714,0.0187844,0,0,0.00470366,0,0.0242213,0.00130021,0.0508319,0.071409,0.00759374,0.0111334,0.00189255,0.00553567,0.0077467,0.0101811,0.0272483,0.00874354,0.00579168,0.00300158,0.0136331,0.107932,0.00314294,0.0170759,0.0251522,0.0153807,0.0101562,0.00403267,0,0,0.00470282,0,0.0134577,0.00278377,0.0333778,0.021725,0.0244544,0.00375209,0.00639333,0.00488131,0.00499497,0.0212854,0.00599977,0.00685468,0.00777182,0.0243366,0.00730492,0.00787631,0.0162196,0.00325006,0.00333713,0.00184469,0.0043816,0.00387094,0,0,0,0.0265027,0,0.0385957
130,0,0,0,0,0,0,0.00317846,0.00387605,0,0,0,0.12198,0.018806,0,0,0.00477395,0,0.0241905,0.0013126,0.0506473,0.0741721,0.00911689,0.0111743,0.00189346,0.0067327,0.00897125,0.0102027,0.0271559,0.00818874,0.00546586,0.0029755,0.0139846,0.111124,0.00301138,0.0170786,0.023913,0.01533,0.00960923,0.00384779,0,0,0.00505462,0,0.0134551,0.0029826,0.0330003,0.0207986,0.0246778,0.00379705,0.00619491,0.0051421,0.00475726,0.0212959,0.00552616,0.00641689,0.00754874,0.0241043,0.00705406,0.00761927,0.0165829,0.00367044,0.0034397,0.00193612,0.00409747,0.00377078,0,0,0,0.0268241,0,0.0382098
131,0,0,0,0,0,0,0.00304239,0.00358351,0,0,0,0.119927,0.0188117,0,0,0.00492146,0,0.0241691,0.00129484,0.050403,0.0761793,0.0104847,0.0112334,0.00192698,0.00815817,0.0105375,0.01048,0.0270557,0.00756649,0.00507745,0.00306333,0.0142754,0.113829,0.00289242,0.0170736,0.0226842,0.0152837,0.00908457,0.00363494,0,0,0.00539383,0,0.0134632,0.00315758,0.0326253,0.0198148,0.024849,0.00407487,0.00616311,0.0054699,0.00446413,0.0212907,0.005184,0.00597128,0.00704936,0.0238015,0.00671472,0.00723238,0.0170417,0.00418062,0.00356727,0.00201408,0.00405539,0.0036011,0,0,0,0.0269832,0,0.0378942
132,0,0,0,0,0,0,0.00288972,0.00342059,0,0,0,0.117547,0.0187991,0,0,0.00515969,0,0.0241415,0.00125373,0.0501316,0.0773861,0.011794,0.0113301,0.00195323,0.00978095,0.0125351,0.0110971,0.027042,0.00663553,0.00445964,0.00308839,0.014454,0.116291,0.00279113,0.0170586,0.0213888,0.0152374,0.00857865,0.00343372,0,0,0.00572221,0,0.0134744,0.0032721,0.032331,0.0188322,0.0249908,0.00454131,0.00634356,0.00578959,0.00422149,0.0212986,0.00512928,0.00565793,0.00651831,0.0233334,0.00628372,0.00682379,0.0174603,0.00463215,0.00368649,0.00206574,0.00420494,0.00337573,0,0,0,0.0264586,0,0.0376053
133,0,0,0,0,0,0,0.00273283,0.00343559,0,0,0,0.115004,0.0187718,0,0,0.00542614,0,0.0241237,0.00120731,0.0497885,0.0778089,0.0131565,0.0114482,0.00197066,0.0115822,0.014758,0.0119273,0.0271049,0.00549388,0.00367136,0.00310471,0.014527,0.118059,0.00271751,0.0170402,0.0196154,0.0151928,0.00799445,0.0032709,0,0,0.006031,0,0.0134846,0.00333479,0.0323447,0.0178065,0.0250905,0.00534098,0.00682964,0.00600333,0.00399864,0.0213293,0.00484361,0.00529738,0.0058912,0.0228705,0.00569807,0.00632979,0.0182107,0.0049527,0.00380017,0.00213192,0.00451715,0.00312777,0,0,0,0.0255237,0,0.0373722
134,0,0,0,0,0,0,0.00253542,0.00334107,0,0,0,0.112786,0.018749,0,0,0.00566042,0,0.0241214,0.00119105,0.0493192,0.0776054,0.0145449,0.0116191,0.00199753,0.0134415,0.0170412,0.0128703,0.027188,0.0044566,0.00294089,0.00326641,0.014505,0.118739,0.00269223,0.0170358,0.017963,0.015169,0.0076005,0.00315348,0,0,0.00627895,0,0.0134966,0.0033476,0.0327986,0.0173433,0.0251647,0.00604371,0.0075642,0.00614317,0.00369318,0.0212473,0.00430978,0.00480968,0.00551097,0.0223773,0.0052931,0.00638163,0.0188684,0.00517473,0.00392507,0.00220039,0.00491654,0.00289227,0,0,0,0.0246906,0,0.0371987
135,0,0,0,0,0,0,0.00227848,0.00328815,0,0,0,0.111286,0.0187404,0,0,0.00585174,0,0.0241341,0.00120894,0.0488948,0.0767227,0.0158603,0.0117935,0.00201012,0.0151249,0.0191989,0.0137834,0.0274157,0.00378917,0.00245235,0.00335869,0.0143786,0.118372,0.00268537,0.0170503,0.0168264,0.0151264,0.0072938,0.00299088,0,0,0.00652693,0,0.0134793,0.00343756,0.0333521,0.017396,0.0254768,0.0067627,0.00825201,0.00626886,0.00352298,0.0211678,0.0037943,0.00440355,0.00533032,0.0219172,0.00499609,0.00684746,0.0195728,0.00538837,0.00405096,0.0022742,0.00532459,0.00262624,0,0,0,0.0240994,0,0.0370573
136,0,0,0,0,0,0,0.00193636,0.00342062,0,0,0,0.110497,0.0187249,0,0,0.00600135,0,0.024174,0.00124625,0.0484307,0.0752024,0.0169957,0.0119752,0.00205259,0.0165729,0.0211128,0.014596,0.0277248,0.00343308,0.00220761,0.00346019,0.0141742,0.117259,0.00264066,0.0170755,0.0160715,0.0152098,0.00694858,0.00284915,0,0,0.00651676,0,0.0135773,0.00349513,0.0339323,0.017779,0.0259249,0.0074727,0.00874907,0.00620684,0.00355927,0.0212094,0.00355983,0.00422083,0.00527984,0.0214143,0.00483848,0.00750071,0.0200621,0.0052953,0.00447861,0.00219256,0.00574709,0.00235096,0,0,0,0.0236061,0,0.0369553
137,0,0,0,0,0,0,0.00181813,0.00349739,0,0,0,0.110063,0.0187087,0,0,0.00614944,0,0.0242335,0.00127813,0.0478873,0.0738676,0.0178984,0.0121101,0.00208619,0.0178525,0.0228714,0.0153236,0.0280074,0.00344532,0.00222775,0.00351856,0.0139836,0.116009,0.00264165,0.0171112,0.0151015,0.0150833,0.0067417,0.00268899,0,0,0.00705935,0,0.013477,0.00381464,0.0345919,0.0183355,0.0265005,0.00811558,0.00919863,0.00650989,0.00371322,0.021311,0.00329575,0.00413922,0.00531832,0.0209675,0.00495786,0.00809401,0.0207731,0.00577581,0.00434448,0.00235668,0.00601603,0.00217553,0,0,0,0.0233165,0,0.036926
138,0,0,0,0,0,0,0.00167842,0.00377899,0,0,0,0.109944,0.0187089,0,0,0.00620875,0,0.0242779,0.00130744,0.0472866,0.0726469,0.0184213,0.0121977,0.00210359,0.0189482,0.0243961,0.0158878,0.0282803,0.00382118,0.00262586,0.00352483,0.0137698,0.115013,0.00265111,0.0171533,0.0142828,0.0150547,0.00678363,0.00263414,0,0,0.00727199,0,0.0134547,0.00390268,0.0352156,0.0189698,0.027066,0.00863575,0.00956182,0.00664447,0.00381997,0.0214098,0.00292258,0.00396506,0.00535017,0.0205848,0.00491894,0.00850444,0.0215134,0.00589482,0.00444098,0.00243723,0.00629437,0.00205825,0,0,0,0.0229914,0,0.0369659
139,0,0,0,0,0,0,0.00160108,0.00413659,0,0,0,0.109913,0.0187188,0,0,0.00619353,0,0.0242925,0.0013408,0.0466265,0.0714521,0.0184368,0.0122168,0.00208084,0.0198907,0.0257202,0.0163649,0.0285587,0.00444665,0.00323317,0.00368404,0.0135549,0.114342,0.00267458,0.0171882,0.0134898,0.0150329,0.0068357,0.00267067,0,0,0.0073941,0,0.0134276,0.00398197,0.0357288,0.019373,0.027527,0.00901266,0.00983337,0.00669214,0.00382675,0.0216477,0.00257146,0.00375288,0.00528204,0.020284,0.00479352,0.00865882,0.0222103,0.00592525,0.00451023,0.00250204,0.00641403,0.00206546,0,0,0,0.0222506,0,0.037069
140,0,0,0,0,0,0,0.00151396,0.00452115,0,0,0,0.109802,0.0187285,0,0,0.00613316,0,0.0242871,0.00136237,0.0459434,0.070432,0.01801,0.0122011,0.00209054,0.0206465,0.0267626,0.0167541,0.0289254,0.00509181,0.00396115,0.00383928,0.0133895,0.114121,0.00272947,0.017203,0.0126829,0.0150021,0.00678448,0.00274022,0,0,0.00745742,0,0.0134031,0.0040955,0.0360444,0.0192958,0.0278711,0.00926208,0.0100281,0.00666818,0.00379524,0.021989,0.00234492,0.00354038,0.00507806,0.0200701,0.00457611,0.00861766,0.0228767,0.00591937,0.00456781,0.0025232,0.00637043,0.00215463,0,0,0,0.0213892,0,0.0371894
141,0,0,0,0,0,0,0.00138367,0.00492719,0,0,0,0.109672,0.0187398,0,0,0.00605203,0,0.0242799,0.00135342,0.04529,0.0695525,0.0173659,0.0121861,0.00206941,0.0211758,0.0274944,0.0169888,0.0293857,0.00564,0.00478327,0.00393009,0.0132859,0.114595,0.00279806,0.0172049,0.0122107,0.0149836,0.00669312,0.00278857,0,0,0.00747208,0,0.0134015,0.00424494,0.0361269,0.0192038,0.0281133,0.00940243,0.0101311,0.00660132,0.00372155,0.0223223,0.00207518,0.00341226,0.00480326,0.0199052,0.0044058,0.0087071,0.0232771,0.00582834,0.00465685,0.00254788,0.00623524,0.00231671,0,0,0,0.0203986,0,0.0372878
142,0,0,0,0,0,0,0.00121135,0.00532994,0,0,0,0.109587,0.0187453,0,0,0.00594277,0,0.0242521,0.0013474,0.0447237,0.0687679,0.0166845,0.0122389,0.00202761,0.0214952,0.0280029,0.0170931,0.029864,0.00609771,0.00560779,0.00407116,0.0132019,0.115693,0.00288134,0.0171998,0.0120479,0.0149848,0.00664941,0.00279235,0,0,0.0074412,0,0.0134265,0.00436161,0.0359694,0.0192902,0.028241,0.00945037,0.0102251,0.00648141,0.00359256,0.0226005,0.00191057,0.00342871,0.00452471,0.0197207,0.00433481,0.00871345,0.023473,0.00565167,0.00476977,0.00259979,0.00604958,0.00256496,0,0,0,0.0190551,0,0.0373495
143,0,0,0,0,0,0,0.00100878,0.00566685,0,0,0,0.109355,0.0187541,0,0,0.00583085,0,0.02419,0.00133331,0.0443537,0.0681893,0.0158149,0.012377,0.00195878,0.0215739,0.0281933,0.0170655,0.030387,0.00643912,0.00622547,0.00420566,0.0132594,0.117103,0.00297102,0.0171876,0.0121179,0.0149691,0.00668561,0.00275775,0,0,0.0074766,0,0.013438,0.00445649,0.0356547,0.0195848,0.0283206,0.00944518,0.0102725,0.0063344,0.00357586,0.0227579,0.00190492,0.00369338,0.0042634,0.019406,0.00426865,0.00863603,0.0235527,0.00547309,0.00494238,0.00263495,0.00590462,0.0028714,0,0,0,0.0174632,0,0.0374095
144,0,0,0,0,0,0,0.00105272,0.00568334,0,0,0,0.108852,0.0187508,0,0,0.00572752,0,0.0241405,0.00132631,0.0442558,0.0678511,0.0147989,0.0124367,0.00182827,0.0214199,0.0281691,0.0168966,0.0310036,0.0067162,0.00664421,0.00435061,0.013563,0.119163,0.00304954,0.0171828,0.0116059,0.0147731,0.00687553,0.00258637,0,0,0.00802101,0,0.0132807,0.00487799,0.0353632,0.0201088,0.0284209,0.00945182,0.0102481,0.00661501,0.0038815,0.0228021,0.00213179,0.00424416,0.00399442,0.0189463,0.00419213,0.00861949,0.0236655,0.00589198,0.00492526,0.00285808,0.00562642,0.00306562,0,0,0,0.015643,0,0.0374048
145,0,0,0,0,0,0,0.000956244,0.00569199,0,0,0,0.107961,0.0187439,0,0,0.00568401,0,0.0240883,0.00131046,0.0442994,0.0675671,0.0137291,0.0125083,0.00171803,0.021155,0.027973,0.0166205,0.031634,0.00695582,0.00674841,0.00440071,0.0140739,0.12167,0.0030885,0.0171785,0.0114246,0.0147312,0.00683125,0.00243391,0,0,0.0082061,0,0.0132812,0.00502112,0.0352772,0.0204241,0.0284271,0.00957737,0.0102185,0.00662413,0.00431089,0.022836,0.00218337,0.00474513,0.00387082,0.018639,0.00420817,0.00864984,0.0237215,0.00598728,0.00506241,0.00290186,0.00547169,0.00333216,0,0,0,0.0136369,0,0.0373224
146,0,0,0,0,0,0,0.000902309,0.00555328,0,0,0,0.106649,0.0187146,0,0,0.00573998,0,0.0240313,0.00131056,0.0443736,0.0675266,0.012626,0.0125892,0.00159482,0.0208068,0.0275795,0.0162396,0.032202,0.00723925,0.00662343,0.00435031,0.0147994,0.124228,0.00311415,0.0171682,0.0110582,0.0146953,0.00661554,0.00233558,0,0,0.00833478,0,0.0132905,0.0051603,0.035281,0.020537,0.0283214,0.00969505,0.0102296,0.00664127,0.00468544,0.0227976,0.00215389,0.00518502,0.00381793,0.0184026,0.00426767,0.00848634,0.0239476,0.00600298,0.00521144,0.00296572,0.00538831,0.00350527,0,0,0,0.0115883,0,0.0372407
147,0,0,0,0,0,0,0.000878809,0.00532455,0,0,0,0.105139,0.018684,0,0,0.00587985,0,0.0239705,0.00133957,0.0444695,0.0673792,0.011576,0.0127348,0.00151274,0.020314,0.0270007,0.0156606,0.0326913,0.00764609,0.00654085,0.00430527,0.0156507,0.126793,0.00313433,0.0171479,0.010658,0.014642,0.00634459,0.00231674,0,0,0.00844017,0,0.0132842,0.00529023,0.0352725,0.0205418,0.0281886,0.00978456,0.0102635,0.00669099,0.00497902,0.0227856,0.00216133,0.00554097,0.003651,0.0181275,0.00413091,0.00819296,0.0240217,0.0059556,0.00538777,0.00304779,0.00538913,0.0035631,0,0,0,0.00965154,0,0.037202
148,0,0,0,0,0,0,0.000855156,0.00509213,0,0,0,0.103523,0.0186666,0,0,0.00611451,0,0.0239133,0.00138449,0.0446126,0.0669172,0.0107519,0.0129495,0.00148093,0.0196225,0.0262108,0.0147631,0.0330062,0.008203,0.00676457,0.00431889,0.016473,0.129237,0.00313821,0.0171384,0.0106292,0.0146227,0.00602431,0.00244376,0,0,0.00858507,0,0.0133214,0.0053314,0.0352486,0.0204731,0.0281137,0.00978783,0.0102918,0.00678756,0.00521125,0.0228233,0.00217684,0.00585784,0.00348274,0.0178008,0.00397649,0.00786586,0.0237086,0.00599036,0.00557166,0.00315187,0.00550799,0.00352032,0,0,0,0.00793816,0,0.0371875
149,0,0,0,0,0,0,0.000833944,0.00482002,0,0,0,0.102493,0.0186317,0,0,0.00637616,0,0.0238686,0.0014203,0.0447902,0.0659601,0.00985492,0.0130461,0.00145793,0.0185543,0.0249278,0.0134552,0.0331116,0.00874194,0.00735552,0.00454273,0.0172325,0.131292,0.00310727,0.0171398,0.0102134,0.0146238,0.00585883,0.00268743,0,0,0.00882905,0,0.0133852,0.00544524,0.0351033,0.0206561,0.0280634,0.00975009,0.010245,0.00695165,0.00544348,0.0227506,0.00227377,0.00613293,0.0034345,0.01735,0.00393667,0.0077516,0.0237743,0.00616999,0.00587022,0.00321221,0.00567146,0.00341543,0,0,0,0.00635302,0,0.0372893
150,0,0,0,0,0,0,0.000826669,0.00459073,0,0,0,0.101998,0.0185907,0,0,0.00667767,0,0.0238407,0.00149505,0.0449234,0.064244,0.00880537,0.0130524,0.00146336,0.0171904,0.0232094,0.0117471,0.0329972,0.00929697,0.00828147,0.00495799,0.017831,0.132802,0.0030953,0.017151,0.00977663,0.0146453,0.00562238,0.00297592,0,0,0.00907777,0,0.0134708,0.00561078,0.0349688,0.0208621,0.0280291,0.0097052,0.0101562,0.00712657,0.00558785,0.0226345,0.00213421,0.00630929,0.00350016,0.0168069,0.00392083,0.00778001,0.0241022,0.00636358,0.00623655,0.00324007,0.00594484,0.00331463,0,0,0,0.00522181,0,0.0374675
151,0,0,0,0,0,0,0.000912151,0.00438114,0,0,0,0.102223,0.0185541,0,0,0.00699542,0,0.0238196,0.00161712,0.0450259,0.0620048,0.00731178,0.0129322,0.00141129,0.0153684,0.0210341,0.0096964,0.0329379,0.00990443,0.00944079,0.00579491,0.0184659,0.133436,0.00311851,0.0171548,0.00893488,0.0144558,0.00544669,0.00318105,0,0,0.00941993,0,0.0133747,0.00594655,0.0348689,0.0211862,0.0280653,0.00960878,0.0100727,0.00755325,0.00563831,0.0225206,0.00185617,0.00649152,0.00365356,0.0161906,0.00394579,0.00779135,0.0247887,0.00689788,0.0062035,0.0035012,0.0062657,0.00318116,0,0,0,0.00512805,0,0.0378385
152,0,0,0,0,0,0,0.000960116,0.00442166,0,0,0,0.10291,0.0185249,0,0,0.00737749,0,0.0238083,0.00175041,0.0451289,0.0594337,0.00598373,0.0128568,0.00136998,0.0133292,0.0187669,0.00744231,0.0331597,0.0106791,0.0108205,0.00687416,0.0191304,0.133599,0.00316988,0.0171567,0.00876209,0.0143643,0.0052453,0.00343489,0,0,0.00977224,0,0.0133543,0.00622415,0.034758,0.0217602,0.0281262,0.00956321,0.00990991,0.00782988,0.00559476,0.0223788,0.00155212,0.0065487,0.00395682,0.0156385,0.00414291,0.00803014,0.0253308,0.00721595,0.00638307,0.00367845,0.00675311,0.00317632,0,0,0,0.00641856,0,0.038298
153,0,0,0,0,0,0,0.000995359,0.00455152,0,0,0,0.103752,0.0185067,0,0,0.0077672,0,0.0237836,0.00188132,0.0451684,0.0569431,0.00472692,0.0127205,0.00133277,0.0111087,0.0164549,0.00561704,0.0338207,0.0115437,0.0121583,0.00833852,0.0201207,0.133708,0.00327782,0.0171692,0.00848506,0.0143162,0.00544235,0.00367445,0,0,0.0101408,0,0.0133784,0.00643126,0.0346763,0.0227505,0.0282036,0.00959934,0.00970019,0.00812121,0.00555806,0.0222242,0.00137523,0.00654881,0.00451051,0.0151661,0.0046374,0.00873555,0.0259112,0.00756059,0.00661085,0.00390826,0.00720523,0.00321493,0,0,0,0.00799259,0,0.0388331
154,0,0,0,0,0,0,0.000999858,0.004772,0,0,0,0.104517,0.0184789,0,0,0.00811638,0,0.0237508,0.00200142,0.0451743,0.0545127,0.00341647,0.0125265,0.00130251,0.00884608,0.0143615,0.00559723,0.0348739,0.0123801,0.01333,0.0100557,0.021424,0.134039,0.00340027,0.017193,0.00830392,0.0143117,0.00589868,0.00386184,0,0,0.0104639,0,0.0134345,0.00663419,0.0346397,0.0241902,0.028305,0.00955384,0.00942255,0.00839889,0.00556055,0.0220679,0.00133239,0.00654269,0.00519553,0.0145965,0.00532976,0.00958574,0.0264215,0.00792145,0.00686759,0.00405469,0.00765032,0.00327852,0,0,0,0.00965382,0,0.0394053
