Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LANK,x73,LILC
233,0,0,0,0,0,0,0.00804963,0.0126708,0,0,0,0.116676,0.0194379,0,0,0.00389515,0,0.0231017,0.00236639,0.048246,0.0362798,0.00982351,0.0348677,0.00831963,0.00910774,0.0184937,0.0103236,0.0223543,0.01143,0.0130422,0.00492865,0.0108554,0.0846739,0.00498342,0.0163315,0.0288123,0.015959,0.0156838,0.00421323,0,0,0.00819982,0,0.0141773,0.00397495,0.0353843,0.0372735,0.0145607,0.00902415,0.0143388,0.00121783,0.00277625,0.021898,0.00857204,0.00567895,0.0156374,0.0316834,0.0149598,0.0159728,0.0202051,0.00550058,0.00363269,0.00191734,0.0148044,0.00832531,0,0,0,0.0138728,0,0
234,0,0,0,0,0,0,0.0078044,0.0120823,0,0,0,0.115044,0.0193723,0,0,0.00426697,0,0.0232656,0.00228841,0.0505977,0.04363,0.0172412,0.0352588,0.00863328,0.0140368,0.0250617,0.0148463,0,0.0151545,0.0181733,0.00839604,0.0113631,0.0824868,0.00540234,0.0163714,0.0290856,0.0157309,0.0137182,0.00404834,0,0,0.00912258,0,0.0140997,0.00404489,0.0337982,0.0350305,0.014095,0.00822372,0.0155185,0.00287846,0.00301017,0.0221604,0.00685124,0.0044931,0.0134627,0.0298232,0.0128258,0.013619,0.0209705,0.00633693,0.00390362,0.00210102,0.0143195,0.00829069,0,0,0,0.0144972,0,0
235,0,0,0,0,0,0,0.00803465,0.0119129,0,0,0,0.112962,0.0192708,0,0,0.00436088,0,0.023378,0.0023496,0.0515401,0.0462485,0.0168458,0.0353921,0.00869369,0.0138567,0.0250617,0.0152653,0,0.0149194,0.0189816,0.00878884,0.0124098,0.0832609,0.00535159,0.0163871,0.0278361,0.0157494,0.011988,0.00419553,0,0,0.00815461,0,0.014113,0.00375527,0.0337724,0.0324035,0.0142178,0.00703507,0.015125,0.00265161,0.00264517,0.0219037,0.00522082,0.00412484,0.0114431,0.028013,0.0108089,0.0113738,0.021167,0.00597632,0.00409211,0.0022494,0.0141463,0.00836885,0,0,0,0.0145619,0,0
236,0,0,0,0,0,0,0.00836116,0.0116621,0,0,0,0.112064,0.0191665,0,0,0.00446532,0,0.0234599,0.00238584,0.052253,0.0492429,0.0162638,0.0351102,0.00866574,0.0137008,0.0248883,0.0155015,0,0.0149265,0.0197678,0.0091878,0.0133068,0.0855938,0.00523116,0.0163034,0.0270574,0.0157965,0.0101196,0.00426204,0,0,0.00713179,0,0.0141521,0.00352998,0.0337618,0.029912,0.0141429,0.00691838,0.0148132,0.00229592,0.00245721,0.0216116,0.00501104,0.00482567,0.00971018,0.0261823,0.00904478,0.00965099,0.0199039,0.00518119,0.00469533,0.00234072,0.0138039,0.00848426,0,0,0,0.0153256,0,0
237,0,0,0,0,0,0,0.00864243,0.0115085,0,0,0,0.112829,0.0191161,0,0,0.00470684,0,0.023539,0.0023305,0.052663,0.0517292,0.0159874,0.0344844,0.00877979,0.013665,0.024722,0.015579,0,0.0152545,0.0204748,0.0097299,0.0140416,0.089246,0.00538796,0.016264,0.026186,0.0157377,0.00881957,0.00442967,0,0,0.00726252,0,0.0140877,0.00370966,0.0337913,0.0282677,0.0138491,0.00779854,0.0145682,0.0019466,0.00271906,0.0210053,0.00557526,0.00588996,0.00842292,0.024576,0.00783582,0.00852662,0.0174492,0.00497745,0.00474753,0.00254816,0.0134222,0.00874131,0,0,0,0.0157291,0,0
238,0,0,0,0,0,0,0.00882944,0.0113799,0,0,0,0.114623,0.0190514,0,0,0.0048803,0,0.023602,0.00221553,0.0529395,0.0536464,0.0159867,0.0334603,0.00893399,0.0134919,0.0243272,0.015503,0,0.0156176,0.0207282,0.0101338,0.0145862,0.0942579,0.00565367,0.0163086,0.0253364,0.0155856,0.00821094,0.00460516,0,0,0.00710761,0,0.0139264,0.00369102,0.0339397,0.0266678,0.0132756,0.00859687,0.014338,0.00167783,0.00360608,0.0204947,0.00687104,0.00687158,0.00735614,0.0232629,0.00682748,0.00767241,0.0156749,0.00461412,0.00484045,0.0025362,0.013026,0.00898192,0,0,0,0.0158313,0,0
239,0,0,0,0,0,0,0.00897479,0.0112655,0,0,0,0.117351,0.0190267,0,0,0.00508739,0,0.0235983,0.00203456,0.0530905,0.0549297,0.016063,0.0321809,0.00914454,0.0132928,0.0238192,0.0153998,0,0.0159047,0.0204643,0.010098,0.0149565,0.100059,0.00603194,0.0164172,0.0247009,0.0152501,0.00792849,0.00480977,0,0,0.00665926,0,0.0136523,0.00341157,0.0341365,0.0252587,0.0125401,0.00924758,0.01419,0.00156908,0.00447267,0.0200966,0.00769219,0.00729712,0.00665078,0.0222983,0.00602277,0.00703497,0.01467,0.00390726,0.00509522,0.00231561,0.0127066,0.0090929,0,0,0,0.0156146,0,0
240,0,0,0,0,0,0,0.00909547,0.0111654,0,0,0,0.120508,0.0190487,0,0,0.00528943,0,0.023554,0.00192024,0.0531504,0.0558507,0.0163155,0.0306816,0.00932832,0.0131894,0.0234452,0.0153494,0,0.0160559,0.0197282,0.00972011,0.0152857,0.105703,0.00632011,0.0164574,0.024263,0.0150627,0.00776707,0.00498379,0,0,0.00646545,0,0.0135173,0.0032967,0.0343576,0.0241648,0.0118573,0.00970017,0.0140671,0.00172535,0.00505886,0.0198967,0.00786008,0.00704258,0.00614509,0.021621,0.00540213,0.0066056,0.0141851,0.00334241,0.00531905,0.00227096,0.0124955,0.00916861,0,0,0,0.0156997,0,0
241,0,0,0,0,0,0,0.00923118,0.011025,0,0,0,0.122666,0.0190531,0,0,0.00546877,0,0.0235395,0.00188902,0.0531152,0.0573903,0.0167578,0.0291373,0.00950062,0.0131064,0.0232204,0.0153877,0,0.0160445,0.0186101,0.00952619,0.0156403,0.110139,0.00654946,0.0165063,0.0240096,0.0149528,0.00767542,0.00511902,0,0,0.00628856,0,0.0134448,0.00333592,0.0346541,0.0230897,0.0114666,0.00980633,0.0141163,0.00212583,0.00539204,0.0198636,0.00751221,0.00650948,0.00574848,0.0211545,0.00493772,0.00624712,0.0139677,0.00284106,0.00551228,0.0023289,0.0123606,0.00920041,0,0,0,0.0166827,0,0
242,0,0,0,0,0,0,0.00944449,0.0108403,0,0,0,0.124172,0.0190536,0,0,0.00563625,0,0.0235791,0.00195413,0.0530882,0.0598768,0.0170232,0.027741,0.00969199,0.0130445,0.0230672,0.0155577,0,0.0160299,0.0175887,0.00964841,0.0159976,0.112338,0.00680916,0.0165699,0.0240644,0.0150361,0.0076004,0.0052489,0,0,0.00596466,0,0.0134669,0.00344672,0.0349673,0.0221372,0.0114029,0.00955168,0.014329,0.00246078,0.00550014,0.0198561,0.00704593,0.00603867,0.00542972,0.0208876,0.00466563,0.00602313,0.0137742,0.00235856,0.00564425,0.00244218,0.0123304,0.00929476,0,0,0,0.0189267,0,0
243,0,0,0,0,0,0,0.00998359,0.0105795,0,0,0,0.124991,0.0204861,0,0,0.013565,0,0.0164466,0.0138921,0.0531168,0.0626292,0.0170668,0.0256228,0.00704617,0.0130188,0.0230379,0.0160007,0,0.0160943,0.0168222,0.0095352,0.0162032,0.113246,0.00655235,0,0.023522,0.0152943,0.00713581,0.0067957,0,0,0.00549673,0,0.0136009,0.00326019,0.0350455,0.0212338,0.0115757,0.00826899,0.0139605,0.00399138,0.00534005,0.0198307,0.00700103,0.00575281,0.00494322,0.0205682,0.00420291,0.00550879,0.0143562,0.00232208,0.00561267,0.00246525,0.0119547,0.0104145,0,0,0,0.0211093,0,0
244,0,0,0,0,0,0,0.0106944,0.0135081,0,0,0,0.124903,0.0190761,0,0,0.00614165,0,0.0236609,0.0025115,0.0524832,0.0663441,0.0167964,0.0225964,0.0100468,0.012074,0.0221398,0.0162732,0,0.0161,0.0164403,0.00887708,0.0157712,0.113777,0.00769486,0.0164406,0.0241762,0.0153711,0.00449768,0.00742568,0,0,0.00564987,0,0.0136218,0.00320874,0.0337069,0.017901,0,0.00494537,0.0155056,0.00486192,0.00484024,0.0203926,0.00978442,0.00628832,0.00284503,0.019678,0.00236152,0.00265457,0.0187427,0.00303654,0.0053377,0.00231924,0.0163101,0.010851,0,0,0,0.0207832,0,0
