Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,LTHIA,RTHI,IMUR_M,RTHIA,RTHII
All Timesteps RMSE,0.0100392,0.0140818,0,0,0,0,0,0.040282,0.0375646,0.0320886,0.014645,0,0,0.0162506,0,0.01323,0.00551376,0.0374576,0.0340282,0.0109007,0.0143533,0.0180039,0.0196254,0.0270863,0.0123677,0.0428452,0.0175388,0.02216,0.0188879,0.0255617,0.0420108,0.0136604,0.0127086,0.00614087,0.0255092,0.0209813,0.0234627,0.0129534,0.00951099,0,0,0.0307479,0,0.0141563,0.0128415,0.0342914,0.0297682,0.0227772,0.0242921,0.0174342,0.0135139,0.0149143,0.0190845,0.0322826,0.0146353,0.0208411,0.0279087,0.0144014,0.0088726,0.00738098,0.0138275,0.00851631,0,0,0,0,0,0,0,0,0,0.0171444,0.022185,0,0.0441017,0.0194909
0,0.00961985,0.0162747,0,0,0,0,0,0.0300133,0.0380201,0.0243336,0.0176004,0,0,0.0232018,0,0.0124557,0.00785993,0.0388327,0.0363688,0.0141434,0.0134716,0.0233603,0.0185307,0.0119267,0.0164537,0.0381826,0.0103369,0.00922374,0.0147613,0.0139564,0.0413397,0.0189537,0.0129906,0.00810065,0.0193623,0.0220593,0.0179086,0.0118344,0.012546,0,0,0.0283387,0,0.0142266,0.0141288,0.0315287,0.0255564,0.0225617,0.0202509,0.0248954,0.0179261,0.0107285,0.0117104,0.0305915,0.00685924,0.0136689,0.0221269,0.0134011,0.0100065,0.00769417,0.0168088,0.00874252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.00962679,0.0165227,0,0,0,0,0,0.0290075,0.0381134,0.0236106,0.0169548,0,0,0.0240432,0,0.0125493,0.00770491,0.0383226,0.0340783,0.014257,0.0177943,0.0229585,0.0189334,0.0154949,0.0197011,0.0379,0.0139979,0.0130918,0.0162636,0.0126457,0.037255,0.0193074,0.0132585,0.00829932,0.0205847,0.0219386,0.0192091,0.011886,0.0126657,0,0,0.0300893,0,0.014157,0.0148748,0.0314233,0.0270173,0.022688,0.0220269,0.0246595,0.0176884,0.0118693,0.0124205,0.0303042,0.00693241,0.0141256,0.0221064,0.0134942,0.0110243,0.00809944,0.0169088,0.00881635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.00957744,0.016437,0,0,0,0,0,0.0282742,0.0381685,0.0239815,0.0170836,0,0,0.0243783,0,0.0124854,0.0076982,0.0375591,0.0329,0.0144301,0.0214003,0.0229011,0.0189628,0.0184299,0.0229814,0.0379983,0.0169664,0.0159962,0.0169505,0.0120459,0.0339137,0.0193353,0.0134471,0.00839189,0.02123,0.0219305,0.0199546,0.0120204,0.0125399,0,0,0.0312659,0,0.0141299,0.0152644,0.0313007,0.0274853,0.0225315,0.0231768,0.0247258,0.0173767,0.0127233,0.0127954,0.0300716,0.00688864,0.0144242,0.0224247,0.013754,0.0115271,0.008305,0.0166937,0.00891244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0093618,0.016175,0,0,0,0,0,0.02831,0.0382756,0.0250695,0.01743,0,0,0.0244687,0,0.0124752,0.00781224,0.0370447,0.0322293,0.014438,0.0244339,0.0230754,0.0189763,0.0210354,0,0.0379909,0.0195114,0.0182091,0.0171345,0.0119011,0.0312949,0.0193675,0.0135648,0.00820236,0.0214326,0.0218525,0.0202651,0.0123733,0.0121317,0,0,0.0320152,0,0.0140653,0.0154396,0.0312471,0.0275147,0.0222345,0.023969,0.0248043,0.016987,0.0132388,0.0128214,0.029745,0.00667477,0.0143907,0.0232673,0.0138856,0.0117995,0.0084239,0.0163563,0.00881879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.00915188,0.0159158,0,0,0,0,0,0.0296707,0.0384018,0.0267142,0.0177342,0,0,0.0245599,0,0.0124978,0.00775803,0.0368927,0.0326396,0.0144099,0.0258879,0.0229298,0.0189835,0.0223421,0,0.0373542,0.0207599,0.0191896,0.0169212,0.0121469,0.030245,0.0194622,0.0136414,0.00819511,0.0213902,0.0218025,0.0202559,0.0126924,0.0117069,0,0,0.0325095,0,0.0140322,0.0154907,0.0311974,0.0275138,0.0219185,0.0245397,0.0248414,0.0166655,0.0132878,0.0126493,0.0294376,0.00647159,0.0141843,0.0237164,0.0140054,0.0119145,0.00852969,0.016063,0.00871875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.00909117,0.0158114,0,0,0,0,0,0.0320797,0.0382209,0.0284001,0.017459,0,0,0.0246633,0,0.0124548,0.00756505,0.0370735,0.0340645,0.0144237,0.0262175,0.0228402,0.0188165,0.0223985,0,0.0374199,0.0210858,0.0197592,0.0168258,0.0126337,0.0308314,0.019493,0.01356,0.00814046,0.0212741,0.0217807,0.0199373,0.0127613,0.011462,0,0,0.0327884,0,0.0140369,0.0154562,0.0312091,0.0274025,0.0215685,0.0248369,0.0249132,0.0164883,0.013472,0.012357,0.0292102,0.0061643,0.0138087,0.0238314,0.0140943,0.0118888,0.0085738,0.0159378,0.00870281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.00914533,0.0157608,0,0,0,0,0,0.0350059,0.0380093,0.0301025,0.0168117,0,0,0.0249081,0,0.0124844,0.00731855,0.0375839,0.0350959,0.0142918,0.0256885,0.0229179,0.0187951,0.0213931,0,0.0381368,0.0208981,0.0201817,0.0164936,0.0132805,0.0327003,0.0195711,0.0133805,0.00814713,0.0214684,0.021665,0.0196252,0.0126585,0.0113828,0,0,0.0329427,0,0.0139829,0.0154277,0.0312613,0.0268247,0.0212025,0.0249086,0.0249408,0.01639,0.0138514,0.0119036,0.0290663,0.00592969,0.0133141,0.0241628,0.0140887,0.0119304,0.00862424,0.015857,0.00879089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.00917955,0.0156183,0,0,0,0,0,0.038412,0.0379558,0.0318909,0.0162016,0,0,0.0251228,0,0.0125367,0.00739182,0.0383622,0.035257,0.0138383,0.0245163,0.0228482,0.018959,0.019861,0,0.0386309,0.0204345,0.0208345,0.0163606,0.014191,0.0359137,0.0196886,0.0134043,0.00816173,0.0216044,0.0215636,0.019332,0.0125049,0.0112697,0,0,0.0330801,0,0.013926,0.0154031,0.0313476,0.0258593,0.0208944,0.0249209,0.0247958,0.0161712,0.0142041,0.0113316,0.0290626,0.00584185,0.0127727,0.0247611,0.0140924,0.0121416,0.00873087,0.0156297,0.00887079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.0102114,0.014897,0,0,0,0,0,0.0429262,0.0381271,0.034368,0.0165701,0,0,0.0260263,0,0.0126433,0.00719411,0.0384601,0.0369961,0.0144047,0.0231373,0.0207012,0.0199705,0.0179469,0,0.0376228,0.0195024,0.0208348,0.0161125,0.0160156,0.0402128,0.0199238,0.0137269,0.00834556,0.0329094,0.0215403,0.0193668,0.00875813,0.011909,0,0,0.0329613,0,0.0139393,0.0153389,0.0314705,0.0137046,0.0156232,0.0255156,0.0239131,0.0157909,0.0148765,0.0178673,0,0.0154841,0.0159603,0.0401778,0.0142529,0.012338,0.00883545,0.0143309,0.0102258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.00885559,0.0148985,0,0,0,0,0,0.0463294,0.0377839,0.0354367,0.0142947,0,0,0.0252788,0,0.0123024,0.00804157,0.0401041,0.0371652,0.0123159,0.0200337,0.0211974,0.0190047,0.0141688,0,0.0400426,0.0179878,0.0209312,0.0162261,0.0173225,0.0438246,0.0200328,0.0134682,0.00814802,0.0196576,0.0214548,0.0178269,0.0117262,0.0107184,0,0,0.032728,0,0.0138653,0.0149771,0.0320629,0.0237151,0.0206192,0.024651,0.0230845,0.0154499,0.0140358,0.0107704,0.029385,0.00589733,0.012281,0.0240862,0.0138594,0.0120906,0.00887132,0.0147073,0.00873784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.00800969,0.0142841,0,0,0,0,0,0.0468611,0.0374953,0.0366824,0.0119006,0,0,0.0246785,0,0.0121336,0.00863787,0.0407397,0.0402541,0.0105006,0.0150269,0.0185303,0.0186962,0.00853561,0.0117725,0.0419395,0.0149288,0.018702,0.015787,0.0200341,0.0447989,0.0199266,0.0132726,0.00803979,0.0200391,0.0212623,0.0178452,0.0111616,0.00965057,0,0,0.0318781,0,0.0138432,0.0144387,0.0329093,0.0227863,0.0207871,0.0241736,0.0209973,0.0149738,0.0138811,0.010561,0.0293805,0.00612292,0.0121695,0.0242708,0.0134638,0.0120424,0.00886414,0.0141561,0.00800464,0,0,0,0,0,0,0,0,0,0.0500996,0,0,0,0
11,0.00756711,0.0140343,0,0,0,0,0,0.0455986,0.0372401,0.0369782,0.0105665,0,0,0.0244636,0,0.0119659,0.00899178,0.0409141,0.0441063,0.0101323,0.00888032,0.0170334,0.0185584,0.00288411,0.00761364,0.0435311,0.0133082,0.0180858,0.0163807,0.0246602,0.0438287,0.019887,0.0130999,0.00801808,0.0202665,0.0211728,0.0177981,0.0110699,0.00913204,0,0,0.0313866,0,0.0138206,0.0141462,0.0334299,0.0227888,0.0208048,0.0238777,0.0201015,0.0147219,0.0136514,0.0102208,0.0291533,0.00610047,0.0119153,0.0249566,0.0131854,0.0119973,0.00882456,0.0139353,0.00766123,0,0,0,0,0,0,0,0,0,0.039577,0.0113401,0,0,0
12,0.00796209,0.0143023,0,0,0,0,0,0.0499958,0.0372872,0.0392378,0.0109344,0,0,0.0247159,0,0.01196,0.00885551,0.041586,0.0458258,0.0105812,0.00982705,0.0177959,0.0187583,0.00303166,0.00878578,0.044381,0.015528,0.0206468,0.0181492,0.027575,0.0475588,0.0199625,0.0131126,0.00815725,0.0207895,0.0212024,0.0178988,0.011141,0.0097199,0,0,0.0317789,0,0.0138126,0.0143659,0.0334306,0.0231716,0.020583,0.0239738,0.0206711,0.0150559,0.0134538,0.0101403,0.0290739,0.00610481,0.0118758,0.0260978,0.0132836,0.0120658,0.00885839,0.0142135,0.00803264,0,0,0,0,0,0,0,0,0,0,0.0115047,0,0,0
13,0.00784797,0.014358,0,0,0,0,0,0.0515337,0.0374037,0.0406939,0.0105012,0,0,0.0246528,0,0.0119192,0.00878142,0.0422646,0.0459113,0.0103786,0.0102883,0.0173241,0.0189201,0.00518335,0.0104102,0.0456222,0.0173128,0.0224986,0.0198221,0.0301855,0.0495089,0.0200085,0.0131191,0.00808858,0.0211464,0.0211744,0.0180216,0.0111915,0.00964092,0,0,0.0317641,0,0.0138483,0.014342,0.0336498,0.0233325,0.0204354,0.0239196,0.0205156,0.015197,0.0136767,0.00998085,0.0290471,0.00603474,0.0117849,0.0267073,0.0130609,0.0122207,0.00896825,0.014425,0.00785615,0,0,0,0,0,0,0,0,0,0,0.0115522,0,0,0
14,0.0075914,0.0142889,0,0,0,0,0,0.0514889,0.0374323,0.0412396,0.010121,0,0,0.0245195,0,0.0117602,0.00877933,0.0428182,0.0445959,0.0101569,0.0104264,0.0165973,0.0188715,0.00714419,0.0119393,0.0465993,0.0189827,0.024468,0.0215149,0.0322364,0.0502522,0.0200632,0.0130755,0.00787432,0.0210423,0.0210681,0.0176803,0.0112462,0.00937933,0,0,0.0315922,0,0.0138002,0.0142954,0.0337757,0.0234475,0.0203591,0.0238042,0.020173,0.0150935,0.0139175,0.00983801,0.0291557,0.00575404,0.0115176,0.026864,0.0129458,0.0122667,0.00903578,0.0145329,0.00750755,0,0,0,0,0,0,0,0,0,0,0.0116452,0,0,0
15,0.0072832,0.0142789,0,0,0,0,0,0.0503755,0.0371114,0.0408797,0.00977588,0,0,0.0243214,0,0.0116414,0.0089755,0.0431643,0.0438294,0.0100057,0.00997841,0.0158205,0.0186588,0.00844652,0.0127807,0.0472095,0.0202191,0.0262103,0.0230546,0.0337831,0.0498367,0.0201314,0.0129082,0.00778057,0.0211624,0.021037,0.0179482,0.0113302,0.00908378,0,0,0.0314201,0,0.0137978,0.0142313,0.0338129,0.024164,0.0202804,0.0232954,0.0199045,0.0149802,0.0139004,0.00939625,0.0290601,0.00589965,0.0112484,0.0273972,0.0128716,0.0121944,0.0090587,0.014594,0.00711915,0,0,0,0,0,0,0,0,0,0,0.0117628,0,0,0
16,0.00694648,0.0142525,0,0,0,0,0,0.0487274,0.0368221,0.0399895,0.00971861,0,0,0.0240408,0,0.0115358,0.00929283,0.0432174,0.0436388,0.00990854,0.00949478,0.0151072,0.0184841,0.00892518,0.0129578,0.0474778,0.021352,0.027242,0.0241289,0.0345382,0.0486736,0.0201598,0.0127611,0.00776154,0.0217192,0.0209734,0.0188884,0.0113586,0.00883288,0,0,0.031112,0,0.0137873,0.0140674,0.0337587,0.0254929,0.0202162,0.0223374,0.0196577,0.0148962,0.0136086,0.00868682,0.0287933,0.00660631,0.0111591,0.0284438,0.0127427,0.0121173,0.00908532,0.0144771,0.00671781,0,0,0,0,0,0,0,0,0,0,0.0118324,0,0,0
17,0.00670639,0.0143453,0,0,0,0,0,0.0472278,0.0367547,0.0392054,0.00978843,0,0,0.0237472,0,0.0114762,0.00950518,0.0428955,0.0442499,0.00986248,0.00933858,0.0146794,0.018468,0.0088688,0.0128198,0.0475709,0.021843,0.0276671,0.0244548,0.0346098,0.0473075,0.0201543,0.0126729,0.00773587,0.022185,0.0209101,0.0195835,0.0114386,0.00871513,0,0,0.0307805,0,0.0137938,0.0139552,0.0336898,0.0263384,0.0201168,0.02137,0.0195212,0.0148986,0.0133356,0.00801042,0.0285406,0.0073546,0.0110235,0.029449,0.0126468,0.012115,0.00911829,0.0143916,0.00643188,0,0,0,0,0,0,0,0,0,0,0.0118909,0,0,0
18,0.00655459,0.0144395,0,0,0,0,0,0.0468316,0.0367794,0.0391449,0.00995671,0,0,0.0234909,0,0.0113879,0.00951068,0.0421785,0.0447459,0.00989986,0.00956118,0.0145456,0.01856,0.0084252,0.012514,0.0474546,0.0216487,0.0274563,0.0240956,0.0341385,0.0468695,0.0202118,0.0126127,0.00762077,0.0228442,0.0208781,0.0200791,0.0115451,0.00867163,0,0,0.0304817,0,0.0138296,0.0138496,0.0335915,0.0268587,0.0199588,0.0203441,0.019456,0.0149196,0.0130397,0.00733099,0.0283325,0.00801498,0.010853,0.0305354,0.0126325,0.0120755,0.00908529,0.0143745,0.0062238,0,0,0,0,0,0,0,0,0,0,0.0119141,0,0,0
19,0.00642493,0.0144902,0,0,0,0,0,0.048075,0.0366052,0.0396067,0.0100122,0,0,0.0230802,0,0.0113721,0.00933119,0.0412406,0.0442073,0.0100828,0.010039,0.0146803,0.0185686,0.00742601,0.0117844,0.0468735,0.0209711,0.0266706,0.0232676,0.0332421,0.0480564,0.0200951,0.0124673,0.00744708,0.0230674,0.020857,0.0199921,0.0117001,0.00859247,0,0,0.0300562,0,0.0138914,0.0136203,0.0333924,0.0273227,0.0197704,0.0192872,0.019479,0.0149003,0.0127637,0.00659233,0.028165,0.00820029,0.0104743,0.031599,0.012603,0.0120448,0.00903831,0.0143863,0.00606975,0,0,0,0,0,0,0,0,0,0,0.0119758,0,0,0
20,0.0062442,0.0145264,0,0,0,0,0,0.0504306,0.0364525,0.0402438,0.010116,0,0,0.0226523,0,0.0113146,0.00913275,0.0404687,0.0436472,0.0104157,0.0105281,0.0149647,0.0186474,0.00601298,0.0108095,0.0457946,0.0199199,0.0253861,0.0220062,0.0322868,0.049785,0.0199908,0.0123036,0.00728861,0.0228467,0.0208102,0.018967,0.0121845,0.0083492,0,0,0.0295337,0,0.0139364,0.0133073,0.03306,0.0270467,0.0196747,0.0183094,0.0195379,0.0147988,0.012533,0.00559671,0.028014,0.00779109,0.00956224,0.0324444,0.012613,0.0120174,0.00902646,0.014451,0.00593183,0,0,0,0,0,0,0,0,0,0,0.0121823,0,0,0
21,0.00644553,0.014151,0,0,0,0,0,0.0528664,0.0364044,0.0414127,0.0109954,0,0,0.0224433,0,0.0112218,0.00869224,0.0397426,0.0448606,0.0116427,0.0117859,0.0138565,0.01918,0.00398607,0.00989025,0.0435987,0.0190279,0.0240584,0.0206974,0.0317906,0.0516917,0.0198756,0.012299,0.00719412,0.015639,0.0207274,0.0124323,0.0114984,0.00828304,0,0,0.0287111,0,0.0139476,0.0128231,0.0350682,0.0170386,0.0173939,0.016424,0.0190244,0.0145461,0.0111943,0.00792822,0.0303252,0.0063651,0.0100959,0.021099,0.0126111,0.0116638,0.00884342,0.0138786,0.00634508,0,0,0,0,0,0,0,0,0,0,0.00982904,0,0.0248813,0
22,0.006278,0.0140364,0,0,0,0,0,0.0548486,0.0362818,0.0421623,0.0112891,0,0,0.0221053,0,0.0110569,0.00875873,0.0393891,0.0460651,0.0120713,0.0124218,0.0140463,0.0193674,0.002743,0.0089728,0.0422546,0.017997,0.0227162,0.0194277,0.0310777,0.0532703,0.0197703,0.012213,0.00709434,0.015687,0.0206484,0.0115422,0.0120321,0.00799989,0,0,0.0281498,0,0.0139465,0.012437,0.0348347,0.0166591,0.0174126,0.0155485,0.0190856,0.014376,0.0109844,0.00697225,0.0299589,0.00575288,0.00894445,0.0218502,0.012582,0.0112943,0.00872951,0.0138189,0.00615165,0,0,0,0,0,0,0,0,0,0,0.00998527,0,0.0251462,0
23,0.00630589,0.0139839,0,0,0,0,0,0.0553637,0.0362334,0.0431054,0.0116464,0,0,0.0217655,0,0.0109419,0.0088293,0.0389781,0.0465936,0.0122936,0.0132775,0.0141102,0.0195982,0.00242485,0.00875053,0.0411878,0.0176871,0.0224141,0.0190591,0.0303865,0.053221,0.019627,0.0122459,0.00701449,0.0157982,0.0205874,0.0108595,0.0122282,0.00789176,0,0,0.0277391,0,0.0139653,0.0122552,0.0346661,0.0163675,0.0172285,0.0149276,0.0191785,0.0142241,0.010949,0.00614661,0.0295825,0.00523765,0.00804041,0.0226797,0.0126123,0.0111024,0.00872342,0.0137927,0.00609611,0,0,0,0,0,0,0,0,0,0,0.01005,0,0.025299,0
24,0.00639141,0.0139658,0,0,0,0,0,0.0530987,0.0362245,0.0428635,0.0119409,0,0,0.0213145,0,0.0108749,0.00878307,0.0385321,0.0457327,0.0123538,0.0138269,0.0138724,0.0197961,0.00184384,0.00942713,0.0406345,0.0183168,0.0234593,0.0198753,0.0301672,0.0507827,0.0194888,0.0122834,0.00682113,0.0160102,0.0205615,0.0101885,0.0122367,0.00791318,0,0,0.027321,0,0.0140148,0.0121028,0.0344373,0.0157563,0.0170507,0.0141369,0.0190971,0.0140947,0.0109505,0.00534765,0.0291282,0.00484175,0.00723622,0.0235354,0.0127472,0.011077,0.00876497,0.0137766,0.00601347,0,0,0,0,0,0,0,0,0,0,0.0100744,0,0.0254571,0
25,0.00641121,0.0139225,0,0,0,0,0,0.0492102,0.0361713,0.040841,0.0121367,0,0,0.0209408,0,0.0108407,0.00836765,0.0382023,0.0433777,0.0123016,0.0136073,0.0134316,0.0199099,0.00234149,0.0107473,0.040784,0.019611,0.0252047,0.0212953,0.0309151,0.0473586,0.0192026,0.0121392,0.00665261,0.0164098,0.020528,0.00973191,0.0123548,0.00798473,0,0,0.0269172,0,0.0140358,0.011886,0.0341587,0.0148217,0.0168736,0.0131012,0.0187919,0.0140926,0.0108192,0.00465651,0.0285721,0.0046245,0.00667567,0.0244902,0.012779,0.0108813,0.0086563,0.0138291,0.00595105,0,0,0,0,0,0,0,0,0,0,0.0101485,0,0.0255688,0
26,0.00636552,0.013821,0,0,0,0,0,0.0450519,0.0360708,0.038316,0.0122704,0,0,0.02042,0,0.0108185,0.008102,0.0380525,0.041355,0.0121009,0.0130696,0.0129706,0.0201416,0.00394761,0.0121605,0.0416736,0.0210941,0.0267592,0.0225252,0.0321478,0.0442958,0.0190246,0.0120689,0.00651617,0.0168671,0.0205467,0.00924038,0.0124792,0.0081196,0,0,0.0265337,0,0.0140937,0.011816,0.0340205,0.0141919,0.0166976,0.0121518,0.0184153,0.0140686,0.0103622,0.0040351,0.027988,0.00434411,0.00608861,0.0259502,0.0127342,0.0106355,0.00852168,0.01388,0.00594082,0,0,0,0,0,0,0,0,0,0,0.0103014,0,0.0254913,0
27,0.00647984,0.0137864,0,0,0,0,0,0.0416955,0.0359632,0.0369519,0.0125144,0,0,0.0199801,0,0.0108071,0.00783248,0.0379362,0.0400323,0.0115536,0.0135434,0.0127723,0.020514,0.00626957,0.0134699,0.0430608,0.0225168,0.0281849,0.023334,0.0329178,0.0414467,0.0191503,0.0119698,0.00635236,0.0175802,0.0205381,0.00871998,0.0124138,0.008535,0,0,0.0263519,0,0.0141464,0.0118511,0.0340644,0.0134871,0.0165001,0.0112368,0.0180918,0.0142397,0.0102796,0.00343253,0.0274142,0.00409778,0.00539372,0.0280331,0.0126692,0.0105739,0.00856277,0.0139197,0.00619732,0,0,0,0,0,0,0,0,0,0,0.010891,0,0.0251939,0
28,0.00688747,0.0137508,0,0,0,0,0,0.0393608,0.0358829,0.0365059,0.0128674,0,0,0.0193228,0,0.0108015,0.00737708,0.0378786,0.0396887,0.0109539,0.0147358,0.0128018,0.0207522,0.00889058,0.0143981,0.0442615,0.0236358,0.0294752,0.0239781,0.0331218,0.0388359,0.0189877,0.0118302,0.00611238,0.0182828,0.0205508,0.00854439,0.0121976,0.00909957,0,0,0.0260196,0,0.0142255,0.0117891,0.0341138,0.0121181,0.0161925,0.0100935,0.0177499,0.0144869,0.0107702,0.00294073,0.0267718,0.00413415,0.00494543,0.0304209,0.0125936,0.0105237,0.0085513,0.0138802,0.00671021,0,0,0,0,0,0,0,0,0,0,0.0112687,0,0.025226,0
29,0.0074857,0.0138214,0,0,0,0,0,0.0380663,0.0360519,0.0363017,0.0132085,0,0,0.0186613,0,0.0108258,0.00689857,0.0379031,0.0395308,0.0108355,0.0160888,0.0130637,0.0210509,0.0106209,0.0149022,0.0444938,0.0242166,0.0302658,0.0242307,0.0328304,0.0370522,0.0185916,0.0119112,0.0059181,0.0195345,0.0204487,0.00865791,0.0120836,0.00959782,0,0,0.0258416,0,0.0141479,0.0117264,0.0341161,0.0107052,0.0157551,0.00861632,0.0176121,0.014641,0.010993,0.00310806,0.02581,0.00473107,0.00531634,0.032756,0.0127332,0.010185,0.00841984,0.0139207,0.00727184,0,0,0,0,0,0,0,0,0,0,0,0,0.0261289,0
30,0.00789123,0.0139749,0,0,0,0,0,0.037035,0.0361825,0.0359019,0.0134415,0,0,0.0181726,0,0.0108984,0.00646825,0.0377626,0.0393041,0.0111327,0.0171369,0.0135366,0.0212478,0.0108125,0.0149782,0.0437015,0.0240864,0.0302663,0.0238628,0.0321483,0.0358844,0.018199,0.0119382,0.00582459,0.0211766,0.0202117,0.00916751,0.0121371,0.00985251,0,0,0.0257518,0,0.0139543,0.0116882,0.0339113,0.00992001,0.0153728,0.00700699,0.0177856,0.0145993,0.010843,0.00322622,0.024498,0.00530005,0.00539203,0.0356504,0.0128959,0.00973156,0.00842092,0.0140611,0.00763204,0,0,0,0,0,0,0,0,0,0,0.011482,0,0.0260608,0
31,0.00818187,0.0142538,0,0,0,0,0,0.0362855,0.0360212,0.0354734,0.0137922,0,0,0.0177517,0,0.0109703,0.00578587,0.0373739,0.0381376,0.0115573,0.0179223,0.0142349,0.0213149,0.0108807,0.0149663,0.0424533,0.023467,0.0297879,0.0231468,0.0310414,0.035244,0.0174894,0.0117955,0.00568903,0.0224052,0.0201627,0.00939906,0.0121362,0.00997707,0,0,0.0254761,0,0.0139303,0.0115703,0.0334761,0.00882675,0.0150523,0.00572189,0.0182151,0.0146196,0.0106637,0.00354729,0.023311,0.00562203,0.00521545,0.0381354,0.0127653,0.009352,0.00833512,0.0142904,0.00789842,0,0,0,0,0,0,0,0,0,0,0.0121314,0,0.0260297,0
32,0.00850632,0.0145972,0,0,0,0,0,0.0358532,0.0359868,0.0349951,0.0143616,0,0,0.0175374,0,0.0110858,0.0051487,0.0368561,0.0365149,0.0119915,0.0186354,0.0149851,0.0215135,0.0112351,0.0152279,0.0413708,0.0227828,0.0292457,0.0224094,0.0297262,0.0347453,0.0168374,0.0117092,0.00567982,0.0234388,0.0202849,0.00993899,0.0120276,0.0100716,0,0,0.0251445,0,0.0140472,0.011507,0.0330969,0.00793949,0.014605,0.00441434,0.018796,0.0145662,0.0105812,0.00414725,0.0219666,0.00629457,0.00521917,0.0403482,0.0126506,0.0091417,0.00818512,0.0145936,0.00821431,0,0,0,0,0,0,0,0,0,0,0.0127406,0,0.026176,0
33,0.00890309,0.014986,0,0,0,0,0,0.0357563,0.0361141,0.0343464,0.0150965,0,0,0.0174586,0,0.0112472,0.00458815,0.0361315,0.0349322,0.0123857,0.0191559,0.0155449,0.0219003,0.0114329,0.015592,0.0408063,0.0222497,0.0286817,0.0218084,0.0286391,0.0346266,0.0162455,0.0117356,0.00566759,0.0236641,0.0204875,0.010473,0.0119522,0.0101772,0,0,0.0248466,0,0.0142223,0.0114806,0.0327142,0.00712388,0.0139214,0.00322011,0.0193073,0.0144359,0.0106901,0.00484072,0.0205574,0.00718563,0.0052396,0.0422339,0.0125129,0.00896759,0.00801336,0.0150429,0.00864706,0,0,0,0,0,0,0,0,0,0,0.0133987,0,0.0265216,0
34,0.00948321,0.0154574,0,0,0,0,0,0.0360799,0.0363274,0.033951,0.0160333,0,0,0.0176875,0,0.0114452,0.00424364,0.0353484,0.0337533,0.0127669,0.0193134,0.0158987,0.0224776,0.0111996,0.0156836,0.040593,0.0218395,0.0280646,0.0214245,0.0281466,0.0348902,0.0156299,0.0118479,0.005695,0.0231504,0.020493,0.0110278,0.0121522,0.0104274,0,0,0.0247556,0,0.0141982,0.0115187,0.0324242,0.00649608,0.0128971,0.00215925,0.0196512,0.0143562,0.0105073,0.00589561,0.0192627,0.00823543,0.00595216,0.0429138,0.0124779,0.00864816,0.00786656,0.0156075,0.00923542,0,0,0,0,0,0,0,0,0,0,0.0136402,0,0.027362,0.0155017
35,0.0102558,0.0160193,0,0,0,0,0,0.03684,0.0365033,0.0340107,0.0168345,0,0,0.0179328,0,0.0116541,0.00410783,0.0349017,0.0329972,0.0130107,0.0193042,0.0162202,0.0230353,0.0108288,0.0156238,0.0406063,0.0215152,0.0274633,0.0212417,0.0280725,0.0355709,0.0150379,0.011983,0.00573368,0.0215865,0.0204207,0.0120714,0.0124705,0.010782,0,0,0.0246915,0,0.014101,0.0115293,0.0320731,0.00678977,0.0120574,0.00349906,0.0197105,0.0141938,0.0109687,0.00680511,0.0182973,0.00908025,0.0064789,0.0429688,0.0124561,0.00837868,0.00774981,0.0162908,0.00983709,0,0,0,0,0,0,0,0,0,0,0.0136157,0,0.027857,0.0152733
36,0.0111176,0.0166306,0,0,0,0,0,0.0375824,0.036638,0.0341681,0.0172969,0,0,0.0182539,0,0.011824,0.00406574,0.0349096,0.032896,0.0131887,0.0193741,0.0166112,0.0234471,0.0106658,0.0156769,0.0407136,0.021334,0.0269576,0.0211734,0.0281837,0.0359925,0.0145892,0.0121685,0.00577242,0.0203039,0.0204896,0.0133067,0.0126535,0.0113098,0,0,0.0250065,0,0.0141462,0.0117011,0.0320426,0.00832406,0.0113591,0.00549088,0.0196853,0.0142106,0.0114136,0.00785721,0.0174639,0.00992391,0.00715889,0.041698,0.0126352,0.00824619,0.0076638,0.0170199,0.0104403,0,0,0,0,0,0,0,0,0,0,0,0,0.0280662,0.0159227
