Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII,x75
105,0.011745,0.0187927,0,0,0,0,0,0,0.0288758,0.0334646,0.0286067,0.0111398,0,0,0.00858184,0,0.0108759,0.00429844,0.0349919,0.0330803,0.0114837,0.00889785,0.0124859,0.0256903,0.00909052,0,0.00580843,0.0444976,0.0168945,0.0215767,0.019013,0.0344388,0.0386531,0.00897613,0.0111908,0.00360054,0.013695,0.0212359,0.0111647,0.00846605,0.0107926,0,0,0.0365514,0,0.0137986,0.0149321,0.0373027,0.0135924,0.00829119,0.0126587,0.0177474,0.0113007,0.00967273,0.030078,0.0140927,0.00879094,0.0147395,0.0107194,0.00863844,0.0246054,0.0168772,0.011624,0.0078681,0.0204128,0.0110063,0,0,0,0,0,0,0,0,0.020137,0
106,0.0124428,0.0194816,0,0,0,0,0,0,0.0286242,0.0337005,0.0284487,0.011005,0,0,0.00934836,0,0.0109741,0.00451774,0.034555,0.0327268,0.0115897,0.00891933,0.0129703,0.0263116,0.00895221,0,0.00561582,0.0444224,0.0169055,0.0214441,0.0189896,0.0345457,0.037914,0.00911836,0.0113294,0.00367859,0.0148625,0.0213604,0.0124681,0.00865437,0.0112432,0,0,0.0371204,0,0.0138253,0.0152979,0.0370222,0.0157524,0.00863201,0.0146227,0.0175098,0.0115426,0.0111116,0.0306811,0.0155051,0.00842833,0.0146966,0.0106807,0.00834189,0.0198653,0.0173654,0.0115182,0.00782563,0.0211566,0.0115541,0,0,0,0,0,0,0,0,0.0211511,0
107,0.0129826,0.0199863,0,0,0,0,0,0,0.0283383,0.0338574,0.0282511,0.0108321,0,0,0.0101202,0,0.0110306,0.00475109,0.0337616,0.0324249,0.0115114,0.00908948,0.0134868,0.0267701,0.00888362,0,0.0052958,0.0442298,0.0169535,0.0213031,0.0189668,0.0346022,0.0368009,0.00926696,0.011405,0.0036559,0.0166103,0.0214426,0.0142897,0.00864238,0.0115927,0,0,0.0375305,0,0.0138441,0.0155702,0.0366746,0.0175718,0.00928971,0.0164149,0.0171554,0.0116984,0.0123429,0.030646,0.0163512,0.00775455,0.0149704,0.0104744,0.00761056,0.0160534,0.0177973,0.0113467,0.00770779,0.0216599,0.0118943,0,0,0,0,0,0,0,0,0.0218547,0
108,0.0133468,0.0203189,0,0,0,0,0,0,0.0275631,0.0339419,0.0279147,0.0107038,0,0,0.0105989,0,0.0110745,0.00486732,0.0329892,0.0320415,0.0112481,0.00937606,0.0140198,0.0271162,0.00882778,0,0.00495009,0.0440547,0.0169068,0.0210673,0.0188966,0.0345348,0.0354269,0.00943658,0.0114697,0.00367016,0.0186204,0.0215013,0.015632,0.00861256,0.0117671,0,0,0.0377832,0,0.013864,0.0157407,0.0363937,0.0184779,0.00988455,0.0181624,0.0167139,0.0118487,0.01242,0.0306049,0.0164169,0.00735187,0.0151476,0.0104449,0.00697238,0.0164542,0.0181214,0.0112509,0.0075195,0.021947,0.0120865,0,0,0,0,0,0,0,0,0.0219869,0
109,0.013469,0.0203954,0,0,0,0,0,0,0.0263492,0.0338627,0.0273051,0.010554,0,0,0.0107852,0,0.011011,0.0049226,0.0325021,0.0313387,0.0108995,0.00935128,0.014557,0.0271006,0.00856895,0,0.00460426,0.0440422,0.0167691,0.0206931,0.0187626,0.0342971,0.0337261,0.00947128,0.0114576,0.00376024,0.021184,0.021483,0.0165379,0.00856041,0.0117658,0,0,0.0378786,0,0.0138299,0.0158065,0.0362156,0.0181041,0.0102755,0.0195581,0.0162473,0.0118855,0.0114383,0.0304898,0.015823,0.00708756,0.0153631,0.0103811,0.00635121,0.0202909,0.0181946,0.0111231,0.00739099,0.0219152,0.0121344,0,0,0,0,0,0,0,0,0.0217624,0
110,0.013371,0.0202359,0,0,0,0,0,0,0.0251465,0.0338212,0.0264574,0.0103794,0,0,0.0107655,0,0.0108332,0.00483262,0.0323834,0.0303972,0.0105375,0.00901664,0.0151352,0.0267844,0.00837868,0,0.00435007,0.0442007,0.016468,0.0201512,0.0185712,0.0340074,0.0320107,0.00933671,0.011476,0.00378765,0.0235402,0.0215196,0.0175862,0.00844418,0.0116857,0,0,0.0379301,0,0.0138289,0.0158202,0.036217,0.0173138,0.0106666,0.0207094,0.0158657,0.0117977,0.0106414,0.0302501,0.0152821,0.00684189,0.0156619,0.0102331,0.00575362,0.0235888,0.018197,0.0109247,0.00731742,0.0216358,0.012013,0,0,0,0,0,0,0,0,0.0215291,0
111,0.0131545,0.0200703,0,0,0,0,0,0,0.0243872,0.0339277,0.0256593,0.0101956,0,0,0.0103611,0,0.0108082,0.00445329,0.032562,0.029433,0.0102394,0.00852307,0.0156875,0.0263105,0.00836892,0,0.00418101,0.0444833,0.0163183,0.0196207,0.01833,0.0338322,0.0304807,0.00905692,0.0114985,0.00369491,0.0245874,0.0215946,0.0180895,0.00840714,0.0114975,0,0,0.0381356,0,0.0138554,0.0158542,0.036438,0.0165725,0.0110492,0.0219853,0.0155971,0.011763,0.0100481,0.030162,0.014787,0.00674583,0.0158004,0.0101855,0.00550024,0.0246924,0.0182553,0.0108227,0.00730403,0.0212857,0.0117447,0,0,0,0,0,0,0,0,0.0212554,0
112,0.0129033,0.0199732,0,0,0,0,0,0,0.0242057,0.0340659,0.0250651,0.00998377,0,0,0.00981535,0,0.0108717,0.00401251,0.0328393,0.028717,0.00998397,0.00814913,0.0162742,0.0257709,0.00820273,0,0.00400779,0.0447824,0.0163477,0.0192525,0.0181566,0.0337744,0.0291457,0.00876199,0.0115128,0.00376157,0.0240465,0.0216203,0.017637,0.0085318,0.0112676,0,0,0.0384144,0,0.0138462,0.01591,0.0368435,0.0157653,0.0113595,0.023477,0.0155793,0.011748,0.00955884,0.0305671,0.0141008,0.0069324,0.01566,0.0104195,0.00590668,0.0241428,0.0183064,0.0108998,0.00731276,0.0209898,0.0114418,0,0,0,0,0,0,0,0,0.0209524,0
113,0.0126033,0.0198912,0,0,0,0,0,0,0.0233879,0.0341593,0.0242542,0.0098597,0,0,0.00928267,0,0.0109026,0.00368562,0.0330851,0.0277035,0.00968208,0.00809139,0.0169814,0.0251972,0.00788322,0.0079004,0.00376213,0.0448684,0.0165174,0.0190294,0.0180883,0.0337099,0.0273223,0.00845509,0.0115229,0.00381745,0.0231418,0.0216113,0.016913,0.00874377,0.011062,0,0,0.0387653,0,0.0137974,0.0160086,0.037154,0.0147042,0.0116309,0.0248133,0.0158705,0.0117131,0.00976726,0.0307591,0.0136528,0.00688013,0.0157243,0.0104035,0.00610543,0.0230956,0.018434,0.0109435,0.00729684,0.0207059,0.0111871,0,0,0,0,0,0,0,0,0.020215,0
114,0.0120955,0.0194887,0,0,0,0,0,0,0.0232059,0.0340956,0.02372,0.0098185,0,0,0.00875597,0,0.0108315,0.00345455,0.033216,0.026918,0.00919813,0.00793651,0.0175306,0.0244066,0.00781379,0.00723253,0.00375107,0.044986,0.0164736,0.0188229,0.0180159,0.0335464,0.0261986,0.0081138,0.0114534,0.00378443,0.0222153,0.0216368,0.0163972,0.00902083,0.0108002,0,0,0.0389054,0,0.013793,0.0159218,0.0372972,0.0137334,0.0119161,0.0256787,0.0160806,0.011468,0.00999363,0.030607,0.01341,0.00669338,0.0159212,0.0102667,0.00607666,0.0218819,0.0183605,0.0108161,0.00725707,0.0201385,0.0107936,0,0,0,0,0,0,0,0,0.0188149,0
115,0.0114809,0.0189384,0,0,0,0,0,0,0.0233634,0.0339487,0.0233906,0.00978857,0,0,0.00824679,0,0.0107397,0.00331166,0.0332768,0.0263492,0.00865529,0.00808622,0.0180141,0.0234666,0.00775114,0.00652549,0.00381275,0.0450187,0.0165098,0.018747,0.0180287,0.0334419,0.0256139,0.00777985,0.0113033,0.00369986,0.0212801,0.0215895,0.0162872,0.00923533,0.0105678,0,0,0.038978,0,0.013746,0.0157152,0.0372967,0.0132829,0.0122345,0.0259791,0.0162688,0.0111726,0.009055,0.0301697,0.0130555,0.00660016,0.0159929,0.0102433,0.00602386,0.0205685,0.0181436,0.0105487,0.00717723,0.0194661,0.0102668,0,0,0,0,0,0,0,0,0.0180012,0
116,0.00723003,0.0149233,0,0,0,0,0,0,0.0222323,0.0330419,0.0219929,0.00724928,0,0,0.00352569,0,0.0103475,0.00237207,0.0339601,0.0249645,0.00795053,0.00741486,0.0152527,0.0173903,0.00784532,0.00653457,0.00521594,0.0459747,0.0154439,0.0176336,0.0168935,0.0320906,0.0256529,0.00706815,0.0104596,0.00325616,0.0262021,0.0213805,0.0207686,0.00453234,0.00852963,0,0,0.037788,0,0.0137272,0.014323,0.0366672,0.0179399,0.0192659,0.0214185,0.0113666,0.0095297,0.0140504,0,0.0195904,0.00496757,0.0167817,0.00903268,0.00225937,0.0244824,0.0161939,0.00991458,0.00732378,0.0152541,0.00617197,0,0,0,0,0,0,0,0,0.0227384,0
117,0.00980131,0.0167354,0,0,0,0,0,0,0.0234276,0.033819,0.0229469,0.0098145,0,0,0.00544911,0,0.0104088,0.00300278,0.0333595,0.0253447,0.00778538,0.00815004,0.0180874,0.0191515,0.0074752,0.00599697,0.00422054,0.045129,0.0165438,0.0184413,0.0179139,0.0332871,0.0252587,0.00669726,0.0105778,0.00373071,0.0206057,0.0215832,0.0172569,0.00942902,0.0101697,0,0,0.0401625,0,0.0137138,0.0161982,0.0369448,0.0136881,0.0134588,0.025799,0.0156588,0.0115254,0.0068758,0.0290351,0.0122754,0.00691509,0.0154558,0.0107075,0.00601973,0.0197133,0.0186438,0.0106449,0.0075541,0.0170007,0.00848437,0,0,0,0,0,0,0,0,0.0176892,0
118,0.00973735,0.0166243,0,0,0,0,0,0,0.0236971,0.033803,0.0227222,0.00962569,0,0,0.00607539,0,0.0106566,0.00284302,0.0333862,0.0246723,0.00728591,0.00811982,0.0185506,0.0199003,0.00713534,0.00597009,0.00445465,0.0451434,0.0164976,0.0180492,0.0177375,0.0331455,0.0247865,0.00674482,0.0109059,0.00364277,0.0196821,0.0216571,0.0169464,0.00957242,0.00992282,0,0,0.0395733,0,0.0138162,0.0159467,0.036902,0.0139843,0.0133667,0.0258008,0.0159748,0.010822,0.00684143,0.0283981,0.0121835,0.00724744,0.0154994,0.0105862,0.00590022,0.0184248,0.0181059,0.0107317,0.00747183,0.0172707,0.00850487,0,0,0,0,0,0,0,0,0.017412,0
119,0.0095334,0.0165685,0,0,0,0,0,0,0.0241081,0.0338596,0.022518,0.00942943,0,0,0.00610788,0,0.0108046,0.00274548,0.0335152,0.0243929,0.00690922,0.00794161,0.0187069,0.0199702,0.00705411,0.0054353,0.0048562,0.0451567,0.0163899,0.0176353,0.0175616,0.0329698,0.024613,0.00677164,0.0109396,0.00366356,0.0192253,0.0217318,0.0168598,0.00949327,0.00989037,0,0,0.0395369,0,0.0138245,0.0158725,0.0369627,0.0145321,0.0135771,0.0254732,0.0157182,0.0104533,0.0081006,0.0277157,0.012483,0.00750311,0.0157425,0.0104983,0.00581192,0.0175013,0.0179742,0.0106156,0.00739219,0.0173856,0.00828246,0,0,0,0,0,0,0,0,0.0175479,0
120,0.00930764,0.0164761,0,0,0,0,0,0,0.0246919,0.0339819,0.0223133,0.00929195,0,0,0.00601848,0,0.0109535,0.00271342,0.0336839,0.0239998,0.00662226,0.00772943,0.0186251,0.0197239,0.00716231,0.00541903,0.00551767,0.0451822,0.0163113,0.0173997,0.0173687,0.0328192,0.0248194,0.00673201,0.0109047,0.00369501,0.0189664,0.0217575,0.0168391,0.0094884,0.00985861,0,0,0.0396581,0,0.0138319,0.0158207,0.0370621,0.0145124,0.013958,0.0248709,0.0151857,0.0103063,0.00848509,0.0272542,0.0122038,0.00810637,0.0157365,0.0108983,0.00640731,0.0165293,0.0179698,0.0106672,0.00733442,0.0173636,0.00794764,0,0,0,0,0,0,0,0,0.0170774,0
121,0.00902859,0.0163107,0,0,0,0,0,0,0.0254631,0.033962,0.0221202,0.00919212,0,0,0.00576893,0,0.0109385,0.00271566,0.0339407,0.0234695,0.00632458,0.00769618,0.0182979,0.019388,0.0073562,0.0058251,0.00567199,0.0454109,0.0163164,0.0172174,0.0172292,0.0325826,0.0254003,0.00665084,0.0109713,0.00370743,0.0183526,0.0217486,0.0162274,0.00944813,0.00977727,0,0,0.0397426,0,0.013819,0.0156848,0.037119,0.0139624,0.0146072,0.0242986,0.0143109,0.0102667,0.00883029,0.0271131,0.0119943,0.00855102,0.0155196,0.0109911,0.00689725,0.01533,0.0180048,0.0105877,0.00722066,0.0172284,0.00764164,0,0,0,0,0,0,0,0,0,0
122,0.00890093,0.0162103,0,0,0,0,0,0,0.0263116,0.0339163,0.0221121,0.00908061,0,0,0.005771,0,0.0109137,0.00272966,0.0341078,0.0230586,0.00607629,0.00780223,0.0178779,0.019097,0.00760646,0.00638243,0.00603478,0.0457666,0.016334,0.0171512,0.0171843,0.0324345,0.0262993,0.00655452,0.010973,0.00373287,0.0174289,0.021721,0.0154237,0.00948366,0.0098318,0,0,0.039848,0,0.0137958,0.0156015,0.0371819,0.0134246,0.0149892,0.0238077,0.0134676,0.010303,0.00977764,0.0263932,0.0118562,0.00912432,0.0153877,0.0111597,0.00769384,0.0143198,0.0180607,0.0104874,0.00711781,0.017113,0.00749964,0,0,0,0,0,0,0,0,0,0
123,0.00883028,0.0161635,0,0,0,0,0,0,0.0270184,0.0339057,0.0222149,0.00898528,0,0,0.00576648,0,0.0109402,0.0027457,0.0342589,0.0226964,0.00593788,0.00781634,0.0173964,0.0187769,0.00800643,0.00701152,0.00642556,0.0460772,0.0163233,0.0170976,0.0171337,0.0323083,0.0269838,0.00644818,0.0109419,0.00375254,0.0166149,0.0217167,0.0144793,0.00949518,0.00989594,0,0,0.0399256,0,0.0137944,0.0156137,0.0373139,0.0131448,0.015334,0.0234162,0.0126281,0.0104186,0.0103289,0.0254686,0.0119572,0.00951694,0.0155441,0.011132,0.00828328,0.0146963,0.0181788,0.0104545,0.00705067,0.0170405,0.00734443,0,0,0,0,0,0,0,0,0,0
124,0.00881831,0.0161903,0,0,0,0,0,0,0.0276039,0.0339788,0.0222247,0.00894674,0,0,0.00583838,0,0.0109273,0.00276135,0.0344785,0.0222223,0.0058533,0.00787609,0.0169757,0.0185144,0.00842122,0.00757748,0.00680615,0.0464197,0.0163535,0.0170353,0.0170046,0.0322914,0.0273815,0.00632683,0.0109619,0.00373644,0.0161905,0.0217276,0.0135432,0.00956738,0.00994391,0,0,0.0401467,0,0.0137991,0.0157359,0.0374878,0.0129891,0.0156743,0.0229855,0.0118946,0.0105828,0.0104906,0.0247052,0.0120375,0.0099483,0.0157396,0.0111034,0.00884961,0.0147362,0.0184174,0.0105218,0.00700881,0.0170247,0.00719547,0,0,0,0,0,0,0,0,0,0
125,0.0087612,0.016164,0,0,0,0,0,0,0.028291,0.0340971,0.0221286,0.00892614,0,0,0.00598101,0,0.0109261,0.00275821,0.0346997,0.0217585,0.00573204,0.0081132,0.016543,0.0182903,0.00870277,0.00796251,0.00723993,0.0466431,0.0164617,0.0169808,0.0168385,0.0324321,0.0278316,0.00621563,0.0110132,0.00371912,0.0158365,0.0217194,0.0126514,0.00961074,0.00991419,0,0,0.0403996,0,0.0137889,0.0159019,0.0377004,0.0131332,0.0159929,0.0224901,0.0111339,0.0106846,0.0103587,0.02395,0.0119786,0.0105843,0.0158422,0.0111681,0.00952377,0.0148166,0.0186486,0.0106617,0.00705263,0.0169557,0.00705962,0,0,0,0,0,0,0,0,0,0
126,0.00869188,0.0161285,0,0,0,0,0,0,0.0293072,0.0341543,0.0219243,0.00877552,0,0,0.00622442,0,0.0108893,0.00279568,0.0347008,0.0211888,0.00557927,0.00842986,0.0161588,0.0180173,0.00860397,0.00800188,0.00771213,0.0466404,0.0166758,0.017003,0.0168375,0.0325597,0.0283029,0.00610847,0.0110501,0.00378689,0.0154908,0.0217201,0.0120106,0.0095423,0.00990572,0,0,0.0407077,0,0.0137785,0.0160845,0.0379608,0.0140185,0.0163303,0.0219693,0.0104742,0.0107518,0.0101487,0.0230623,0.0116609,0.0114742,0.0156837,0.0114672,0.0104933,0.0152149,0.0188407,0.0107241,0.00715669,0.0168856,0.00690314,0,0,0,0,0,0,0,0,0.0131937,0
127,0.00857778,0.0161269,0,0,0,0,0,0,0.0299426,0.0341986,0.0217489,0.00862501,0,0,0.00630293,0,0.0109163,0.00285455,0.0344476,0.0207077,0.005524,0.00867329,0.0159288,0.0177024,0.00853582,0.00813293,0.00799816,0.0466474,0.0167678,0.0169711,0.0169045,0.0325587,0.0287714,0.00601402,0.0110651,0.00384049,0.0155277,0.0217388,0.0117188,0.00936627,0.00988894,0,0,0.0410464,0,0.013765,0.0162973,0.0382021,0.0157171,0.0166584,0.0213462,0.00996691,0.0108852,0.0102389,0.0227842,0.0113134,0.0118784,0.0157788,0.0113609,0.011021,0.0166038,0.0190295,0.0105221,0.00724711,0.0167583,0.00665036,0,0,0,0,0,0,0,0,0.0127051,0
128,0.00833397,0.0159075,0,0,0,0,0,0,0.0303807,0.034198,0.0216851,0.00848311,0,0,0.0062716,0,0.0109342,0.00284522,0.0342351,0.0203868,0.00545736,0.00882434,0.0157579,0.0173665,0.00859865,0.00853462,0.00813846,0.0466906,0.0166795,0.0168414,0.0169351,0.0324643,0.0292735,0.00588078,0.0110432,0.00380623,0.0155398,0.0217465,0.0115914,0.00936712,0.00969195,0,0,0.0410847,0,0.0137732,0.0163576,0.0382474,0.0177634,0.0168315,0.0205364,0.00950636,0.0108835,0.00978178,0.0228742,0.0106673,0.0122723,0.0160014,0.0111534,0.0117285,0.0182344,0.0190522,0.0105379,0.00733764,0.0163498,0.00634746,0,0,0,0,0,0,0,0,0.0114438,0
129,0.00799492,0.0156101,0,0,0,0,0,0,0.0307555,0.0341888,0.0217467,0.00828759,0,0,0.0061955,0,0.0108776,0.00281172,0.0340567,0.0201924,0.00540892,0.00870647,0.0155445,0.0169423,0.00860386,0.00914193,0.00820458,0.0467199,0.0164851,0.0167068,0.016675,0.0322835,0.0297167,0.00572285,0.0110352,0.00375144,0.0157431,0.0217471,0.0113239,0.00923753,0.00943034,0,0,0.0409856,0,0.0137818,0.0162952,0.0382538,0.0196544,0.0170498,0.0193043,0.00904584,0.0108014,0.00915445,0.0228805,0.00999696,0.0123759,0.0166833,0.010511,0.0123038,0.0199055,0.0189742,0.0106289,0.0073405,0.015883,0.00600894,0,0,0,0,0,0,0,0,0.0103151,0
130,0.00761609,0.0151891,0,0,0,0,0,0,0.0308105,0.0341827,0.0218054,0.00808328,0,0,0.00591551,0,0.0108049,0.00290764,0.0338937,0.0200244,0.00537081,0.00848047,0.0152717,0.0163661,0.00848433,0.00944462,0.00825607,0.0466669,0.0162645,0.0166042,0.0165638,0.0320846,0.0299646,0.00562798,0.0109962,0.00374211,0.0161041,0.0217312,0.0108261,0.00894455,0.00913712,0,0,0.0408513,0,0.0137734,0.0161595,0.038256,0.0213721,0.0173578,0.0179755,0.00856008,0.0107049,0.00841258,0.0228798,0.00913421,0.012237,0.017898,0.00954163,0.0126277,0.0218027,0.0188874,0.010636,0.00736776,0.0153177,0.00566003,0,0,0,0,0,0,0,0,0.00919546,0
131,0.00727843,0.0146703,0,0,0,0,0,0,0.0302904,0.0340697,0.0217711,0.00791261,0,0,0.00560402,0,0.0106831,0.0030594,0.0337006,0.0197654,0.00532128,0.00823749,0.0150089,0.0157206,0.0082557,0.00932239,0.00829887,0.0465618,0.0160795,0.0165761,0.0166657,0.0319241,0.0299683,0.00557633,0.0109108,0.00375174,0.016491,0.0216905,0.01034,0.00862543,0.00885671,0,0,0.0405666,0,0.0137554,0.0158914,0.0382356,0.0229228,0.017656,0.0164015,0.00809278,0.0105403,0.00743548,0.0229588,0.00799253,0.0119085,0.0195138,0.00833667,0.0127818,0.0237244,0.01875,0.0105761,0.00741602,0.014664,0.00536014,0,0,0,0,0,0,0,0,0.00848206,0
132,0.00699883,0.0141439,0,0,0,0,0,0,0.0298322,0.034032,0.0217736,0.00772618,0,0,0.00523235,0,0.0105903,0.00329438,0.0334842,0.0194778,0.00534172,0.0079942,0.0147126,0.0150818,0.00791692,0.00903373,0.00823684,0.0464154,0.0159646,0.0164452,0.0165905,0.0318408,0.0299594,0.00559605,0.0108015,0.00365848,0.0166902,0.0216069,0.00999653,0.00834008,0.00857252,0,0,0.0401433,0,0.0137215,0.0155389,0.0380321,0.0243923,0.0179102,0.0149303,0.00765604,0.0104012,0.00624077,0.0231908,0.00663551,0.0114553,0.0214652,0.0071197,0.0128214,0.0254006,0.0185506,0.010585,0.00748681,0.0139747,0.00510845,0,0,0,0,0,0,0,0,0.00759372,0
133,0.00677012,0.0136308,0,0,0,0,0,0,0.0298624,0.0339948,0.0218398,0.00755021,0,0,0.00499467,0,0.0105457,0.00355901,0.0332556,0.0192359,0.00544942,0.0077711,0.0143793,0.0144593,0.00752028,0.00869097,0.00804687,0.0462366,0.0159126,0.0164057,0.0165834,0.0318518,0.0301487,0.00562702,0.0106741,0.00358382,0.016481,0.0215087,0.00974861,0.00812856,0.00831122,0,0,0.0395696,0,0.0136944,0.0151571,0.0378084,0.0249697,0.0180697,0.0134683,0.00729135,0.0102428,0.00500339,0.0235881,0.00510131,0.0110624,0.0236368,0.00617262,0.0128299,0.0265112,0.0183039,0.0107498,0.00753196,0.0133469,0.0049292,0,0,0,0,0,0,0,0,0.00716946,0
134,0.00659944,0.0131799,0,0,0,0,0,0,0.0300979,0.033796,0.02193,0.00740247,0,0,0.00482097,0,0.0104463,0.00380391,0.0329906,0.0191637,0.00561007,0.00753942,0.0139596,0.0139217,0.00711356,0.00828026,0.00783129,0.0460507,0.0158505,0.0163947,0.0166108,0.0318904,0.0305841,0.00566755,0.0105974,0.00352165,0.0159667,0.0214756,0.00947944,0.00798793,0.00807127,0,0,0.0390871,0,0.0137051,0.0149122,0.0375591,0.0246735,0.0182241,0.0120597,0.00701506,0.0100937,0.00371642,0.0241665,0.00352667,0.0110457,0.0260478,0.00587207,0.0128384,0.0267515,0.0180866,0.0110108,0.00756378,0.0127815,0.00481108,0,0,0,0,0,0,0,0,0.00710807,0
135,0.00646605,0.0127638,0,0,0,0,0,0,0.0300752,0.0336392,0.0216356,0.00726243,0,0,0.00477645,0,0.0103776,0.0041274,0.0326571,0.0187292,0.00580681,0.00738878,0.0135283,0.0134906,0.00675575,0.00784886,0.00757443,0.0458336,0.0157164,0.0162562,0.0166116,0.0318727,0.0307362,0.00576019,0.010531,0.00348324,0.0148629,0.0214641,0.00937885,0.007862,0.00789128,0,0,0.0386489,0,0.0137266,0.0146943,0.0373108,0.023648,0.0183986,0.0104238,0.00681074,0.00996812,0.00239309,0.0248322,0.00224829,0.0113155,0.0287667,0.00662809,0.0128996,0.0257028,0.0178512,0.0109777,0.00759355,0.012213,0.00473116,0,0,0,0,0,0,0,0,0.00734991,0
136,0.0063224,0.0123718,0,0,0,0,0,0,0.0304052,0.0335126,0.0213954,0.00715442,0,0,0.00485981,0,0.0103357,0.00446836,0.0323012,0.0185072,0.0060228,0.00730144,0.0130774,0.0131883,0.00643789,0.00739621,0.00727296,0.0456136,0.0156147,0.0161699,0.0167174,0.0318776,0.0308831,0.0058936,0.0104557,0.00340331,0.0136376,0.0213987,0.00949672,0.00775253,0.00767466,0,0,0.0381766,0,0.0137092,0.0144166,0.0370951,0.022035,0.0186624,0.00823409,0.00660817,0.0099029,0.00175223,0.02558,0.00213518,0.0119241,0.0317394,0.00840826,0.0132929,0.0234542,0.0175807,0.0108726,0.0075857,0.0117099,0.00463104,0,0,0,0,0,0,0,0,0.00761229,0
137,0.00617221,0.0118905,0,0,0,0,0,0,0.0312903,0.033444,0.0216091,0.00717452,0,0,0.00503752,0,0.0102294,0.00476342,0.0319522,0.0184372,0.00623123,0.00721665,0.0124573,0.0129676,0.00625107,0.00698912,0.00715278,0.0454258,0.0155929,0.0161646,0.016642,0.0318819,0.0312597,0.00608578,0.0104194,0.00334742,0.0123912,0.0213461,0.0101114,0.00779361,0.00739024,0,0,0.0375867,0,0.013717,0.0141306,0.0368903,0.0202151,0.0190088,0.00517578,0.00628085,0.00978974,0.002484,0.0263589,0.00316816,0.0132156,0.0347529,0.0110064,0.0146717,0.0202131,0.0172829,0.0108715,0.00761538,0.0111564,0.00451557,0,0,0,0,0,0,0,0,0,0
138,0.00609468,0.0113653,0,0,0,0,0,0,0.0320262,0.0333457,0.0216448,0.00729507,0,0,0.00524618,0,0.0101834,0.00517221,0.0316657,0.0182033,0.00642886,0.00712562,0.0118117,0.012706,0.00622927,0.00668726,0.00702665,0.0453005,0.0155144,0.0160804,0.0166265,0.0318672,0.0319357,0.00632307,0.0103391,0.00335338,0.0117156,0.0213025,0.0118765,0.00793638,0.00717249,0,0,0.0369358,0,0.013738,0.0138129,0.0367323,0.0190996,0.0194112,0.0027347,0.00592339,0.00973366,0.00346081,0.0270089,0.00439011,0.0156701,0.0377032,0.0140899,0.0175239,0.0168145,0.0170289,0.0108118,0.0076639,0.0105563,0.00448046,0,0,0,0,0,0,0,0,0,0
139,0.00605816,0.011,0,0,0,0,0,0,0.0325133,0.0332206,0.0215167,0.00738697,0,0,0.00543627,0,0.0101411,0.00545912,0.0314593,0.0179683,0.00660682,0.00703192,0.0113848,0.0125174,0.00634134,0.00654893,0.00675736,0.0452041,0.0153549,0.0159678,0.0166708,0.0317797,0.032605,0.00648336,0.0102586,0.00332527,0.0121035,0.0212455,0.0148194,0.00804165,0.00707569,0,0,0.0363587,0,0.0137445,0.0135584,0.0367941,0.0198773,0.0199103,0.00528995,0.00583411,0.00974943,0.00465256,0.0274143,0.00573497,0.0189162,0.0404264,0.017147,0.02135,0.0138436,0.0168361,0.0107083,0.00767224,0.0101532,0.00447618,0,0,0,0,0,0,0,0,0,0
140,0.00606982,0.0108012,0,0,0,0,0,0,0.0329957,0.033141,0.0215246,0.00749914,0,0,0.00550494,0,0.0100939,0.00559406,0.0313836,0.0179142,0.00667572,0.00707022,0.0111473,0.0124249,0.00653339,0.00657139,0.00650909,0.0451978,0.0151413,0.0158705,0.016591,0.0316025,0.0332139,0.00656937,0.0102031,0.0032864,0.0146602,0.0211951,0.0188186,0.00811016,0.00699626,0,0,0.0358958,0,0.013745,0.013342,0.0371712,0.0230402,0.0205393,0.0102255,0.00595362,0.00976554,0.006099,0.0271973,0.00720877,0.0226386,0.0427199,0.019967,0.0257102,0.0127744,0.0167625,0.0106057,0.00762363,0.00993591,0.00449535,0,0,0,0,0,0,0,0,0,0
