Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x76,,x78,x82,x83,x84
34,0.00686131,0.00174713,0,0,0,0,0,0,0.0225523,0.0286242,0.00350535,0.0108692,0,0,0.00568894,0,0.0131902,0.00193923,0.0367376,0.00791849,0.0179519,0.00671856,0.0044511,0.00963466,0.00746823,0.00619101,0.00749116,0.0363518,0.00578892,0.00448632,0.00486209,0.0319788,0.0285954,0.0054928,0.0106856,0.0025988,0.0131322,0.0225625,0.0174528,0.00263157,0.0082888,0,0,0.00385393,0,0.0161221,0.00301549,0.0406816,0.0228036,0.0269716,0.019967,0.0077902,0.00557387,0.00581786,0.0201756,0,0.00290784,0.0222205,0.0406285,0.0174583,0.0256112,0.0112369,0.00487952,0.00246497,0.000750925,0.00216804,0.00810563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.00714527,0.00183857,0,0,0,0,0,0,0.0223695,0.0285325,0.00312307,0.0111601,0,0,0.00599617,0,0.0132251,0.00210255,0.0367444,0.00856093,0.0180371,0.00664958,0.00452691,0.00947637,0.00734839,0.00596819,0.00725404,0.0364547,0.00550611,0.00409987,0.00475824,0.0317843,0.0287653,0.00531341,0.0106936,0.00273763,0.0117257,0.0225534,0.0158349,0.0027228,0.00853559,0,0,0.00381431,0,0.0161286,0.00308362,0.0405176,0.0210168,0.0272648,0.0163311,0.00782192,0.00564906,0.005613,0.0199154,0,0.00204546,0.0202818,0.0398454,0.0163612,0.0238021,0.0121483,0.00480707,0.00234674,0.000691228,0.00208211,0.00841455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.00733568,0.00187414,0,0,0,0,0,0,0.0221919,0.0284253,0.00286916,0.0113506,0,0,0.00626267,0,0.0132585,0.00227034,0.036742,0.00918935,0.0179401,0.00656271,0.0045143,0.00938604,0.00727744,0.00567759,0.00698858,0.036544,0.0052839,0.00392073,0.00466888,0.0316218,0.0287904,0.00509019,0.0106943,0.00282287,0.0116502,0.0225324,0.0144125,0.0026263,0.00869235,0,0,0.00371349,0,0.0161408,0.00316169,0.0406624,0.0197072,0.0274757,0.0130307,0.00768862,0.00570059,0.00552326,0.0197218,0,0.00163564,0.0180856,0.0387314,0.0148762,0.0215647,0.0146935,0.00460261,0.00233273,0.000664056,0.00199953,0.00858743,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.00752399,0.00193945,0,0,0,0,0,0,0.0219783,0.0282743,0.0027356,0.0115327,0,0,0.00654393,0,0.0133316,0.00244015,0.0367471,0.00976706,0.0178153,0.00651653,0.00446194,0.0092613,0.00720508,0.00539185,0.00669011,0.036741,0.005103,0.00372284,0.00479271,0.0314256,0.0286971,0.00490308,0.0106542,0.00286637,0.0130233,0.0225183,0.0134606,0.002564,0.00888294,0,0,0.00361742,0,0.0161549,0.0032521,0.0409819,0.0190243,0.0276515,0.0111509,0.00748268,0.00574259,0.00548823,0.0193253,0,0.00179205,0.0163706,0.0375758,0.0135243,0.0198146,0.0183862,0.00447399,0.00208133,0.000645341,0.00194919,0.00877033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.00768185,0.00202777,0,0,0,0,0,0,0.0215469,0.0281406,0.0027083,0.0116548,0,0,0.00672536,0,0.0134506,0.00248581,0.0368301,0.0104864,0.0178326,0.00639268,0.0043386,0.00913625,0.00714194,0.00511102,0.00636291,0.0369408,0.00496046,0.00348152,0.0051639,0.0311803,0.0286586,0.00494325,0.0105381,0.00295319,0.0146013,0.022537,0.0128504,0.00261564,0.00905325,0,0,0.00356049,0,0.0161921,0.00327247,0.041175,0.0191651,0.0278465,0.00949321,0.00721621,0.0056822,0.00541671,0.0192076,0,0.00197474,0.0153325,0.0369462,0.0127204,0.0185673,0.0217278,0.00441657,0.00188091,0.000607911,0.00193153,0.00893539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.00754975,0.00238383,0,0,0,0,0,0,0.0204741,0.0280088,0.00271602,0.0118422,0,0,0.00702607,0,0.0133972,0.00268635,0.036978,0.011133,0.0177039,0.00623168,0.00435633,0.00952167,0.00704757,0.00507662,0.00596067,0.0371619,0.00494919,0.00331758,0.00527697,0.0309583,0.0281298,0.00500934,0.0104415,0.00313257,0.0154531,0.0224884,0.0128251,0.00280169,0.00901449,0,0,0.00364012,0,0.0161572,0.00320612,0.0411682,0.0205641,0.0281086,0.00807628,0.006929,0.00554252,0.00506033,0.0195386,0,0.00219274,0.0152092,0.0371434,0.0126372,0.0181162,0.0232054,0.00425076,0.00155753,0.000718613,0.00219557,0.00893881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.00762508,0.00235022,0,0,0,0,0,0,0.0196773,0.0279372,0.00325595,0.0119404,0,0,0.00744198,0,0.0133508,0.00291006,0.0371344,0.0118651,0.0175931,0.00607824,0.00450198,0.00921644,0.00691706,0.00490997,0.00560207,0.0373447,0.00478654,0.00310466,0.00595049,0.0307896,0.0278298,0.00493875,0.0104703,0.0032668,0.015269,0.0224675,0.0126712,0.00285601,0.00919652,0,0,0.00363202,0,0.0161618,0.00316045,0.0410114,0.0220498,0.0283241,0.00685996,0.00687007,0.0055914,0.00454411,0.0197108,0,0.00260828,0.0150639,0.0376784,0.0126991,0.0175982,0.0228658,0.0042278,0.00148255,0.000710744,0.00221214,0.00918647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.00774826,0.00236834,0,0,0,0,0,0,0.0190225,0.0278129,0.0039746,0.0120993,0,0,0.00789255,0,0.0134005,0.00314881,0.0373242,0.0124766,0.0175733,0.0058918,0.00474734,0.00905848,0.00679978,0.00471057,0.00520108,0.0374902,0.00453248,0.00291365,0.00755648,0.0306184,0.0275747,0.00504598,0.0104866,0.00338954,0.0152816,0.022423,0.0124235,0.00303814,0.00933074,0,0,0.00378728,0,0.016164,0.00326932,0.0407594,0.0233379,0.0285482,0.00765104,0.00697141,0.00568198,0.00405549,0.0191989,0,0.00306196,0.0149146,0.037795,0.0127368,0.0175383,0.0212189,0.00434101,0.00145618,0.000742066,0.00235396,0.00922924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.00742666,0.00319472,0,0,0,0,0,0,0.018337,0.0276723,0.00485267,0.0123016,0,0,0.00845472,0,0.0133693,0.00342535,0.0375271,0.0133209,0.017567,0.00571791,0.00505284,0.0104598,0.00672176,0.00449127,0.00483899,0.037576,0.00429794,0.00277864,0.00752978,0.0303753,0.0273838,0.0053082,0.0104215,0.00349321,0.0166331,0.0224328,0.0131408,0.00324459,0.00868822,0,0,0.0046076,0,0.0162682,0.00363641,0.0404336,0.0249232,0.028744,0.0108444,0.00695236,0.00580824,0.0038199,0.018721,0,0.00298054,0.0155091,0.0374622,0.0128348,0.0184145,0.0191833,0.00466315,0.00165631,0.000590757,0.00356276,0.00879237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.00833329,0.00201699,0,0,0,0,0,0,0.0173662,0.0275801,0.00603029,0.0125393,0,0,0.00834082,0,0.0133897,0.00331705,0.0375772,0.0144038,0.0172801,0.00553505,0.00554555,0.00841296,0.00671004,0.00432079,0.00448313,0.0374637,0.00406407,0.00270451,0.00580681,0.0301286,0.0270842,0.00501169,0.010492,0.00339114,0.0179074,0.0223644,0.0140769,0.00326914,0.00968718,0,0,0.00419161,0,0.0160868,0.00366849,0.0400753,0.0264606,0.0286825,0.0138607,0.00668061,0.00578533,0.00397846,0.0184214,0,0.00239474,0.0163234,0.0372003,0.0129819,0.0191353,0.0182058,0.0048896,0.00174079,0.00072326,0.0021098,0.00961806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.0084549,0.00214675,0,0,0,0,0,0,0.0161624,0.0275833,0.00719512,0.0127516,0,0,0.0085936,0,0.0134481,0.00351709,0.0375035,0.0151617,0.0169462,0.00544125,0.00599647,0.00832179,0.00662816,0.00423442,0.00395779,0.0372874,0.00385196,0.00279005,0.00503875,0.029834,0.0265476,0.00507011,0.0105184,0.00351359,0.0186549,0.0223429,0.0143871,0.00321318,0.00966676,0,0,0.00468609,0,0.0161185,0.004015,0.0395689,0.0275858,0.0284848,0.015282,0.00641571,0.00587313,0.00425083,0.0182338,0,0.00197664,0.016627,0.0373453,0.013129,0.0190312,0.0185721,0.00513281,0.00184124,0.00075597,0.00230452,0.00953727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.00859137,0.00238003,0,0,0,0,0,0,0.0149375,0.0275176,0.00814728,0.0127909,0,0,0.00888073,0,0.0135949,0.00375012,0.0373456,0.0155256,0.01674,0.0054528,0.0063789,0.00823385,0.00639496,0.00410095,0.00361986,0.0371831,0.00357987,0.00288887,0.004954,0.0295243,0.0258544,0.00526497,0.0105355,0.00370444,0.0198512,0.0223399,0.0144558,0.00325459,0.00973878,0,0,0.00522131,0,0.0161695,0.0043783,0.0389179,0.0283282,0.0283616,0.0150764,0.00618336,0.00603925,0.00426558,0.0180576,0,0.00216011,0.0164494,0.037674,0.0132208,0.018491,0.0205857,0.00538405,0.0018894,0.000861818,0.00250077,0.00953271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0.00872841,0.00263806,0,0,0,0,0,0,0.0136286,0.0272759,0.00876143,0.0125726,0,0,0.0091848,0,0.0136303,0.00392277,0.0370349,0.0153563,0.0167178,0.00570331,0.00651407,0.00823301,0.00608814,0.00412523,0.0034348,0.0372796,0.00342331,0.00304101,0.00488005,0.0291965,0.0250485,0.00545129,0.0105057,0.00381177,0.0208922,0.022323,0.0142249,0.00344724,0.00978604,0,0,0.00567812,0,0.0162043,0.00468965,0.0382888,0.0286787,0.0283978,0.0138917,0.00592023,0.0062205,0.00403702,0.0179629,0,0.00320772,0.0158439,0.0377712,0.013049,0.0177192,0.0230675,0.00574182,0.0018716,0.000974898,0.00264337,0.00965644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0.00889162,0.00278898,0,0,0,0,0,0,0.0119307,0.0271118,0.00918791,0.0123375,0,0,0.00945602,0,0.0136655,0.00408904,0.0366316,0.0148257,0.0165308,0.00617748,0.00659888,0.00817958,0.00571684,0.00443887,0.00350955,0.0374048,0.00354425,0.00377828,0.00489622,0.0285327,0.0240429,0.00563004,0.0104945,0.00390786,0.0215151,0.0223117,0.0141807,0.00369738,0.00975781,0,0,0.00594943,0,0.0162274,0.00487548,0.0379068,0.0291091,0.0286371,0.0135176,0.00567382,0.00634475,0.00376018,0.0173682,0,0.00445878,0.0154615,0.0375425,0.012779,0.017426,0.0247342,0.00600885,0.00194113,0.00109289,0.0027845,0.00983305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0.00903736,0.00285846,0,0,0,0,0,0,0.0105467,0.0270662,0.00944984,0.0121186,0,0,0.00963179,0,0.0137473,0.00426872,0.0365582,0.0139201,0.0162746,0.00672994,0.00677941,0.00796938,0.00528556,0.00492818,0.00400382,0.0374249,0.00387371,0.00490275,0.00472431,0.0278044,0.0233471,0.00583381,0.0105255,0.00395917,0.0215275,0.0223343,0.0145305,0.00381122,0.00970905,0,0,0.00602382,0,0.0162603,0.00492169,0.0377445,0.0297688,0.0289349,0.0141417,0.00556317,0.00639345,0.00367186,0.0165235,0,0.00537517,0.0155544,0.0372695,0.0125816,0.0177546,0.0248411,0.00609111,0.00208996,0.00106949,0.00287506,0.00999286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.00891042,0.00288758,0,0,0,0,0,0,0.0113556,0.0271335,0.00942347,0.0116881,0,0,0.00957718,0,0.0138312,0.00429152,0.0365986,0.0116501,0.0159945,0.00756665,0.0069483,0.00775266,0.00511578,0.00597992,0.00485212,0.0374014,0.00473294,0.00666608,0.00464061,0.027062,0.0220246,0.00593259,0.0105433,0.003903,0.0209869,0.022401,0.0148576,0.00373339,0.0094281,0,0,0.00577027,0,0.0162889,0.00479058,0.0376455,0.0300577,0.0290884,0.0145217,0.00546575,0.00625328,0.00396637,0.0161904,0,0.00574633,0.0155871,0.0370381,0.0123771,0.0179376,0.0239113,0.00595166,0.00183693,0.000994115,0.00297646,0.00985134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.00868897,0.0027803,0,0,0,0,0,0,0.0110018,0.0271562,0.00932396,0.0109226,0,0,0.00929593,0,0.0138256,0.00408186,0.0367703,0.00987959,0.0155775,0.0084823,0.00699498,0.0074791,0.00512928,0.00720837,0.00581155,0.0373972,0.00578626,0.0085627,0.00417867,0.0262921,0.0215893,0.0059169,0.0105644,0.00381655,0.0214551,0.0224911,0.0155171,0.00354826,0.00899549,0,0,0.00529862,0,0.0163551,0.00447189,0.0376563,0.0301636,0.0291861,0.0153947,0.00538233,0.00600011,0.00413749,0.0163179,0,0.00591077,0.0157812,0.0369037,0.0122781,0.0181796,0.023316,0.00569502,0.00173691,0.000964314,0.00293708,0.00964727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0.00836215,0.002583,0,0,0,0,0,0,0.0117462,0.027178,0.00836764,0.0100377,0,0,0.00885407,0,0.0137313,0.00382195,0.037001,0.00771293,0.0151047,0.00980637,0.00698525,0.00728576,0.00553582,0.00954781,0.0072117,0.0375664,0.00665784,0.0102785,0.00322143,0.0252885,0.0207246,0.0057612,0.0105853,0.00372124,0.0222764,0.0225711,0.0159896,0.00332276,0.00843108,0,0,0.00466315,0,0.0163722,0.00404965,0.0378204,0.0299635,0.0293121,0.0162281,0.00547915,0.00565142,0.00419555,0.0163756,0,0.00616157,0.0157964,0.0367426,0.0120422,0.0180956,0.0233805,0.0053318,0.00156227,0.000893524,0.00292547,0.00934599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0.00820623,0.00238594,0,0,0,0,0,0,0.0167245,0.0271613,0.0155043,0.00941368,0,0,0.00844939,0,0.0137323,0.00361005,0.0374429,0.0242537,0.0149256,0.0126273,0.00721376,0.00699293,0.00803329,0.0166844,0.00979115,0.038458,0.00501554,0.00995737,0.00667525,0.0246068,0.0210135,0.00564854,0.0106174,0.00364755,0.0230164,0.0225384,0.0161763,0.00301785,0.00806207,0,0,0.00433909,0,0.0163494,0.00380077,0.0378389,0.0294105,0.0295536,0.0165515,0.00644568,0.00538543,0.00436256,0.0167596,0,0.00691113,0.0155313,0.0364906,0.0116415,0.0177296,0.0237939,0.00527647,0.00146657,0.000806636,0.00275371,0.00919476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.00542779,0.00538964,0,0,0,0,0,0,0.0133953,0.0278553,0.0129622,0.00797111,0,0,0.0105438,0,0.0125414,0.00692914,0.0381255,0.0205952,0.0141771,0.0129775,0.00659585,0.0066743,0.00817519,0.0171125,0.0104681,0.0382281,0.0073928,0.0119119,0.00535125,0.0239441,0.0194894,0.00816288,0.0115022,0.00410401,0.0228031,0.0226287,0.0163741,0.00251565,0.00420241,0,0,0.00428068,0,0.0164728,0.00327188,0.0381953,0.0290062,0.0294917,0.0166357,0.0058306,0.00651699,0.00463517,0.0167204,0,0.0074109,0.015453,0.0365979,0.0115713,0.0174229,0.0229896,0.00548954,0.00121657,0.000395133,0.0071206,0.00608925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.00807534,0.00150338,0,0,0,0,0,0,0.0186118,0.0274482,0.023549,0.00702117,0,0,0.00744718,0,0.0137987,0.00315698,0.0391811,0.0382643,0.0140337,0.0153432,0.00662434,0.00575347,0.0116385,0.023938,0.0124831,0.038925,0.00685768,0.0113181,0.0120165,0.0254523,0.0216542,0.00519285,0.0107351,0.00344527,0.0225187,0.0225198,0.0164149,0.00205896,0.00819775,0,0,0.00438887,0,0.0161071,0.00234863,0.0383589,0.0286797,0.0297202,0.0168252,0.00641918,0.00402385,0.00481312,0.0166867,0,0.00811698,0.0153727,0.0365272,0.0114563,0.0173087,0.0225614,0.00354692,0.0012778,0.00159396,0.00223914,0.00935214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.00793894,0.00166806,0,0,0,0,0,0,0.0189978,0.0275559,0.025341,0.00557021,0,0,0.00688983,0,0.0138215,0.00290921,0.0402394,0.0418306,0.0136201,0.0164315,0.00597146,0.00553437,0.0134655,0.0263959,0.0136197,0.0393045,0.0083458,0.0120756,0.0139498,0.0255415,0.0208781,0.00485382,0.0107664,0.00340243,0.0222332,0.0226473,0.0168037,0.00165681,0.00805897,0,0,0.00449947,0,0.0161411,0.00175443,0.0384265,0.0287003,0.0298266,0.0172189,0.0060671,0.00385408,0.00499817,0.0164039,0,0.00858407,0.015588,0.036621,0.0115502,0.0175352,0.0216066,0.00277896,0.00125228,0.00152963,0.00261008,0.00926039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.00766444,0.00219603,0,0,0,0,0,0,0.011546,0.0277108,0.0136871,0.00323164,0,0,0.00597783,0,0.0138245,0.00249877,0.0413957,0.0240139,0.0128147,0.0145301,0.00421162,0.00526445,0.010997,0.0209356,0.0125946,0.0396421,0.0114711,0.014364,0.0100951,0.0233635,0.0152159,0.00416862,0.0108144,0.00329789,0.0219927,0.0228326,0.0172115,0.00134944,0.00800308,0,0,0.00533347,0,0.0161421,0.00112076,0.0382829,0.0286383,0.029892,0.0173253,0.00462816,0.00399054,0.00528888,0.0158339,0.00751067,0.00868018,0.0158074,0.0367536,0.0116874,0.0176958,0.0207376,0.00172333,0.000822438,0.0014076,0.00327002,0.00932903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.00768886,0.00243897,0,0,0,0,0,0,0.0187209,0.0277294,0.0276364,0.00262593,0,0,0.00572966,0,0.0139226,0.00241083,0.0423166,0.0449598,0.0131194,0.0181073,0.00387801,0.00523918,0.0160846,0.0288857,0.0151998,0.04083,0.0112101,0.0128039,0.0163384,0.0253409,0.0181536,0.0039019,0.0108253,0.00320041,0.0222061,0.0228531,0.0179095,0.00113704,0.00812964,0,0,0.00555334,0,0.0161416,0.00100732,0.0383421,0.0288538,0.0300609,0.0176723,0.00498164,0.00413289,0.00549394,0.0156318,0.00838271,0.00886317,0.0159537,0.036762,0.0117067,0.0179259,0.0202637,0.00155694,0.000413395,0.00142435,0.00366201,0.00933959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.00740911,0.00324772,0,0,0,0,0,0,0.00871716,0.0281135,0.0138942,0.000935291,0,0,0.00435288,0,0.0139364,0.0017836,0.0435335,0.024172,0.0116085,0.0148807,0.00260767,0.00477432,0.0120878,0.0211927,0.0127675,0.0414991,0.0141703,0.0151438,0.0129062,0.0234826,0.00816382,0.00293829,0.010942,0.00280009,0.0228904,0.0230537,0.01859,0.00124325,0.00817539,0,0,0.00683635,0,0.0161618,0.00172484,0.0380168,0.0291815,0.030148,0.0187459,0.00318217,0.00462958,0.00582235,0.0151742,0.0089131,0.00875851,0.016343,0.0368627,0.0118586,0.0182202,0.0198499,0.00107587,0.000650344,0.00151436,0.00450195,0.00924786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.00722922,0.00365076,0,0,0,0,0,0,0.00714683,0.028317,0.0143323,0.00038425,0,0,0.00348075,0,0.0139214,0.0014278,0.044343,0.0235502,0.0110799,0.0146922,0.00191825,0.00460803,0.0121401,0.0207573,0.0123511,0.0422443,0.0151801,0.0154858,0.0141588,0.0238398,0.0057363,0.00239188,0.0110144,0.0025287,0.0238492,0.0231977,0.0188529,0.00161789,0.00815797,0,0,0.00741524,0,0.0162012,0.00235635,0.0378114,0.0293891,0.0301737,0.019783,0.00237772,0.00500667,0.00587834,0.0149311,0.00939305,0.00871245,0.0166066,0.0368123,0.0119026,0.018412,0.0201225,0.00151932,0.000959023,0.00166288,0.00486854,0.00936977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.00701421,0.00419951,0,0,0,0,0,0,0.00875722,0.028596,0.0107955,0.00109527,0,0,0.00228311,0,0.0138697,0.00108774,0.0455291,0.0142543,0.0101069,0.012716,0.00189199,0.00424778,0.00992588,0.0165254,0.0102237,0.0425447,0.0167063,0.0174811,0.0147826,0.0242376,0.00849141,0.00157465,0.0111533,0.00229105,0.0249829,0.0233507,0.0192521,0.00241668,0.00804645,0,0,0.00807827,0,0.0162525,0.0031213,0.0375327,0.0296047,0.0301009,0.021006,0.00166397,0.00549617,0.00563389,0.0147667,0.00999739,0.00872264,0.0169074,0.0366363,0.0117242,0.0186327,0.0208325,0.00218423,0.00154755,0.00178983,0.00529758,0.0093306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.00655579,0.00451662,0,0,0,0,0,0,0.0114999,0.0288516,0.0110297,0.00113441,0,0,0.00157434,0,0.0138207,0.000916366,0.0459658,0.0132298,0.00944389,0.0125023,0.0019892,0.00399967,0.00980125,0.0160423,0.00942827,0.0424636,0.0175097,0.0184288,0.0155908,0.0242327,0.0118273,0.000827865,0.0111244,0.00219346,0.0246803,0.023555,0.0187772,0.00295068,0.00759898,0,0,0.00758893,0,0.0162714,0.00338077,0.0373954,0.0288972,0.0299883,0.0211162,0.00194942,0.00592374,0.00529148,0.0146602,0.00998902,0.0084747,0.0166269,0.0363725,0.011286,0.0182502,0.0209195,0.00278139,0.00123696,0.00176935,0.00544631,0.0087431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.00749497,0.00644909,0,0,0,0,0,0,0.0145965,0.029437,0.0173302,0.00499454,0,0,0.00158032,0,0.0138327,0.00197748,0.0506114,0.0210958,0.00569253,0.0215562,0.00577732,0.00390597,0.0138379,0.0197378,0.0175077,0.0439733,0.0226965,0.0219696,0.0201588,0.019422,0.0133139,0.00119561,0.0114411,0.00170294,0.0268496,0.0238063,0.0199302,0.00429547,0.00909227,0,0,0.0114172,0,0.0163628,0.00574272,0.035882,0.029738,0.0303811,0.0226509,0.00465975,0.00755453,0.00594741,0.013775,0.0111892,0.00970754,0.017791,0.0364717,0.0115645,0.0194464,0.0230721,0.00471619,0.00243151,0.00213147,0.00685691,0.00969996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.00193529,0.0053862,0,0,0,0,0,0,0.0134763,0.0299218,0.0117723,0.00351977,0,0,0.00573606,0,0.0124544,0.00295197,0.0443651,0.0148952,0.00942427,0.0115544,0.00153138,0.00288858,0.00912277,0.0153333,0.00755136,0.0407121,0.0180289,0.018345,0.0161599,0.0232583,0.0160124,0.00449403,0.0122003,0.002406,0.0130736,0.023595,0.0102811,0.00190097,0.00439344,0,0,0.0068451,0,0.0164932,0.00385794,0.035354,0.00665338,0.0263006,0.0126565,0.00356779,0.00729058,0.0104153,0.0232595,0.0163414,0.0148316,0.00568643,0.0350976,0.00395111,0.00558931,0.0158282,0.00257076,0.00174342,0.00155432,0.00677698,0.00339272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.00748163,0.00640336,0,0,0,0,0,0,0.0165023,0.0296139,0.0171892,0.00666124,0,0,0.00230231,0,0.0138537,0.0022773,0.0492731,0.0215337,0.00544448,0.0195571,0.00638125,0.00363937,0.0120591,0.0184365,0.016431,0.0431875,0.0220513,0.0212681,0.020031,0.0190585,0.0157086,0.00165731,0.0114934,0.00138515,0.0270471,0.023655,0.0204297,0.00499872,0.00932636,0,0,0.0131245,0,0.0161683,0.00602353,0.0350745,0.0296252,0.0298495,0.024379,0.00609499,0.00671727,0.00593168,0.0132373,0.0120809,0.0104946,0.0179613,0.0360456,0.0109552,0.0194329,0.0220431,0.00453206,0.00279247,0.00242005,0.00644242,0.00989589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.00727702,0.00673785,0,0,0,0,0,0,0.0184367,0.0297969,0.0167562,0.00783692,0,0,0.00285123,0,0.0137812,0.00259686,0.0483436,0.0208943,0.00623877,0.018258,0.00609757,0.00343608,0.0114535,0.0175056,0.0159415,0.0421133,0.0215712,0.0205741,0.0198645,0.0192216,0.0184381,0.00207817,0.0115625,0.00118943,0.00555386,0.0237058,0.00573109,0.00373779,0.00888272,0,0,0.0123929,0,0.0162085,0.00591877,0.0334061,0.00886221,0.0276851,0.00424729,0.00662182,0.00671344,0.00944073,0.018795,0.00870363,0.010005,0.0050001,0.03577,0.0064128,0.00395911,0.0081795,0.00443443,0.00273646,0.00232753,0.00667095,0.00953142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0.007101,0.00705922,0,0,0,0,0,0,0.0209355,0.0299028,0.0169536,0.00867732,0,0,0.00315427,0,0.0137454,0.00285539,0.0478655,0.0213143,0.00674572,0.0174525,0.00659306,0.00325394,0.0112903,0.0170244,0.0157867,0.041468,0.02128,0.0201845,0.0196318,0.0194993,0.0216396,0.00242893,0.0115844,0.00110737,0.00948482,0.0236841,0.0073136,0.00361181,0.00853321,0,0,0.012296,0,0.0161647,0.00594799,0.0332737,0.00623064,0.026632,0.00820721,0.00748097,0.00641513,0.0108694,0.0220176,0.0133638,0.0127822,0.00414239,0.0347849,0.00418978,0.00480433,0.0110445,0.00418248,0.00307799,0.00231753,0.00691079,0.00909689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.00689964,0.0071597,0,0,0,0,0,0,0.0229438,0.0299357,0.0172137,0.00945458,0,0,0.0032538,0,0.013728,0.00303245,0.0475245,0.0213687,0.00711185,0.0168039,0.0071269,0.00300475,0.0111708,0.016196,0.0155142,0.0408313,0.0209452,0.019799,0.0193951,0.0196316,0.0245951,0.00281921,0.0115836,0.0011311,0.0121141,0.0236454,0.00965392,0.00355138,0.00827884,0,0,0.0123823,0,0.0160886,0.00598453,0.0332851,0.00870871,0.0258612,0.0111562,0.00822247,0.00592407,0.0110963,0.0240396,0.0159954,0.0141916,0.0051665,0.0342405,0.0029435,0.00747018,0.0136825,0.00396661,0.00318569,0.0023759,0.0069384,0.00899777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0.00662667,0.00710789,0,0,0,0,0,0,0.024611,0.0300129,0.0173656,0.0100732,0,0,0.0030995,0,0.0136775,0.00304728,0.0473019,0.0216381,0.00738824,0.0163609,0.00771456,0.00272112,0.0112412,0.0152179,0.0152438,0.0401527,0.0206703,0.0194685,0.0192141,0.0197313,0.027222,0.00293366,0.0116256,0.00104737,0.0120672,0.0236323,0.0100626,0.00349939,0.00798657,0,0,0.01227,0,0.0160458,0.00596836,0.0334744,0.010024,0.0253792,0.0113133,0.00889252,0.00544524,0.0108991,0.0242917,0.0160805,0.0141052,0.00540725,0.0338852,0.00270417,0.00837049,0.0136573,0.00380617,0.00353964,0.00244921,0.00683002,0.00872924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
