Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LHEE,,x75,RTHII
138,0.0494821,0.0291415,0,0,0,0,0,0,0.069603,0.0424884,0.0486476,0.0121742,0,0,0.0606082,0,0.0195464,0.0411237,0.0233713,0.0141592,0.0402892,0.0156115,0.0709725,0.0310288,0.0439682,0.0348585,0.0451508,0.0207996,0.0269662,0.0163828,0.0179425,0.0648767,0.0284212,0.0150153,0.0245405,0.0727269,0.0239346,0.0495933,0.0241734,0.0546611,0,0,0.0128269,0,0.0165923,0.0110442,0.0560306,0.0581609,0.0198369,0.0636161,0.0159106,0.0502612,0.0197652,0.0524059,0.0522472,0.0343752,0.0421026,0.0102059,0.0397263,0.0706268,0.0232514,0.00747747,0.00390022,0.0438695,0.0520251,0,0,0,0,0,0,0,0,0,0,0,0
139,0.0496696,0.0290127,0,0,0,0,0,0,0.0677933,0.042455,0.048358,0.0118114,0,0,0.0606296,0,0.019564,0.0411027,0.0236382,0.0140973,0.0397373,0.0155092,0.0711654,0.0305913,0.0427001,0.034392,0.0452281,0.0202973,0.0259795,0.0163219,0.0180128,0.0627338,0.0285049,0.0150106,0.0245968,0.0747882,0.02389,0.0495272,0.0237343,0.054529,0,0,0.0133375,0,0.0165347,0.0113938,0.0561377,0.0562717,0.0198877,0.0640555,0.0156265,0.0501324,0.0208106,0.0523203,0.0533298,0.0350391,0.0427535,0.0105691,0.0394873,0.0720409,0.0233096,0.00750964,0.00395742,0.0436778,0.0520119,0,0,0,0,0,0,0,0,0,0,0,0
140,0.0498137,0.0286928,0,0,0,0,0,0,0.0659259,0.0423229,0.0480869,0.0117654,0,0,0.0608071,0,0.0193851,0.0410953,0.0238646,0.014204,0.039298,0.015282,0.0710565,0.0303861,0.0415704,0.0339903,0.0453848,0.0198965,0.0250693,0.0162774,0.0180742,0.0604768,0.0286476,0.0149447,0.0245685,0.0749202,0.0238416,0.0492567,0.0238123,0.0546421,0,0,0.0138392,0,0.0164849,0.0115462,0.055689,0.0543913,0.0198739,0.0645362,0.0156088,0.050091,0.0216574,0.051208,0.0533115,0.0355639,0.0425439,0.0104932,0.0386268,0.070985,0.0234396,0.00767596,0.00410077,0.0433452,0.0520872,0,0,0,0,0,0,0,0,0,0,0,0
141,0.0499201,0.0284591,0,0,0,0,0,0,0.0636825,0.042166,0.0476321,0.0117342,0,0,0.0610562,0,0.0191624,0.0411166,0.024039,0.014435,0.0388037,0.015323,0.0708722,0.0303327,0.0405795,0.0335603,0.0455565,0.0193941,0.0240749,0.0161898,0.0180359,0.0579442,0.0287997,0.0148798,0.0243822,0.0729955,0.0237916,0.0486445,0.0237905,0.0549589,0,0,0.0139982,0,0.0164376,0.0116093,0.0548837,0.0531158,0.0199897,0.0647279,0.0157733,0.0500617,0.0220081,0.0494731,0.052296,0.0357577,0.0417105,0.0101483,0.0371714,0.0678586,0.0236125,0.00784952,0.00417875,0.0431213,0.0520738,0,0,0,0,0,0,0,0,0,0,0,0
142,0.0499932,0.0283084,0,0,0,0,0,0,0.0614964,0.0419946,0.0470763,0.0116503,0,0,0.0611257,0,0.0189835,0.0411634,0.0240699,0.014699,0.0382349,0.0156424,0.0706969,0.0304427,0.0397031,0.0330897,0.045749,0.0188547,0.0231584,0.0160866,0.0180335,0.0554466,0.0289539,0.0148362,0.0242805,0.0692729,0.02373,0.0474806,0.0236365,0.0553567,0,0,0.0140565,0,0.0163812,0.0116164,0.0539287,0.0525314,0.0201912,0.0644913,0.016076,0.0500505,0.0210647,0.0472653,0.0506119,0.035688,0.0403524,0.00991748,0.0355707,0.0633159,0.0237614,0.00809595,0.00419891,0.0429607,0.0521187,0,0,0,0,0,0,0,0,0,0,0,0
143,0.0500762,0.0281327,0,0,0,0,0,0,0.0596022,0.0419705,0.0465576,0.0115652,0,0,0.0611713,0,0.0189328,0.0411938,0.0239249,0.0149282,0.0376255,0.0160708,0.0705847,0.030539,0.0389217,0.0325923,0.045966,0.018354,0.0222731,0.0160281,0.0181029,0.0530483,0.0290432,0.0147729,0.0243162,0.0647132,0.0236836,0.0456381,0.0234463,0.0554613,0,0,0.0141363,0,0.0163242,0.0116718,0.053148,0.0517494,0.0203623,0.0638477,0.016445,0.0501063,0.0200545,0.0446308,0.048519,0.0355058,0.0386088,0.00998628,0.0342937,0.0582628,0.0238403,0.0083795,0.00422694,0.0428061,0.0522683,0,0,0,0,0,0,0,0,0,0,0,0
144,0.0502972,0.028125,0,0,0,0,0,0,0.057577,0.0420065,0.0460416,0.0114038,0,0,0.061131,0,0.0189767,0.0411127,0.0236448,0.0151089,0.0369558,0.0167414,0.070738,0.0304943,0.0382145,0.032071,0.0461676,0.0178662,0.0213667,0.0159755,0.0181688,0.0506445,0.0290442,0.0147487,0.0243995,0.0606803,0.0236633,0.0437119,0.0229508,0.0556338,0,0,0.0142354,0,0.016258,0.0117291,0.0527935,0.0509668,0.0206746,0.0629098,0.0168067,0.0502613,0.0195091,0.0418149,0.0461368,0.0354806,0.0367629,0.0103913,0.0335982,0.0537947,0.0237713,0.00857338,0.00423194,0.0428271,0.0523188,0,0,0,0,0,0,0,0,0,0,0,0
145,0.0506494,0.0283731,0,0,0,0,0,0,0.055296,0.0421444,0.0455612,0.0111103,0,0,0.0610432,0,0.0190117,0.0410485,0.0232533,0.0153402,0.0361405,0.0179374,0.0710627,0.0303053,0.0374944,0.0314506,0.0463433,0.0172007,0.0202638,0.0159236,0.0181736,0.0478824,0.0289649,0.0147874,0.0245909,0.0580647,0.0236629,0.0425252,0.0219954,0.0559315,0,0,0.0145696,0,0.0162035,0.0119946,0.0526721,0.0502896,0.0212888,0.0621903,0.0172922,0.0506159,0.019482,0.0393801,0.0437146,0.0358522,0.0353928,0.0107257,0.0334361,0.0510795,0.0237229,0.00885144,0.00434415,0.0431501,0.05246,0,0,0,0,0,0,0,0,0,0,0,0
146,0.0508227,0.0281458,0,0,0,0,0,0,0.0528473,0.0419535,0.0452499,0.0111497,0,0,0.0611689,0,0.018616,0.0410518,0.0228838,0.0156242,0.0353373,0.0188379,0.0706801,0.0300815,0.0367746,0.0308719,0.0464732,0.0165936,0.0191347,0.0159179,0.0182267,0.0448307,0.0290764,0.0146865,0.0244197,0.0564043,0.0236153,0.0428947,0.0216075,0.0563221,0,0,0.0146875,0,0.0162288,0.0124041,0.0524437,0.0493775,0.0215485,0.0622796,0.0176938,0.0510607,0.0196375,0.0381958,0.0424651,0.0366062,0.0350253,0.0105964,0.0337293,0.0504046,0.023822,0.00929886,0.00446338,0.0432242,0.0526024,0,0,0,0,0,0,0,0,0,0,0,0
147,0.0504653,0.0274832,0,0,0,0,0,0,0.0502738,0.041395,0.0450909,0.0114208,0,0,0.0614196,0,0.0176552,0.0410293,0.0224731,0.0159781,0.0344903,0.0188759,0.0694317,0.0298088,0.0359633,0.0304341,0.0465286,0.0159857,0.0179152,0.0159243,0.0182836,0.0414206,0.0292204,0.0143977,0.0239833,0.0545599,0.0236279,0.0433615,0.0218432,0.056168,0,0,0.0142305,0,0.0162431,0.0124442,0.0522271,0.0482661,0.0217083,0.0623027,0.0174881,0.0508949,0.0200852,0.0383226,0.0425631,0.0370653,0.0352264,0.0100124,0.0337559,0.0496117,0.023687,0.009267,0.00449619,0.0428689,0.0522571,0,0,0,0,0,0,0,0,0,0,0,0
148,0.0501599,0.0266878,0,0,0,0,0,0,0.0477452,0.0408131,0.0449072,0.0116714,0,0,0.0616941,0,0.0168843,0.0409557,0.0219585,0.016346,0.0334415,0.0187153,0.0682048,0.0295385,0.0351217,0.0300328,0.0465341,0.0153041,0.0166212,0.0159406,0.0183288,0.0378256,0.0293824,0.0141059,0.0236442,0.0525233,0.0236413,0.0422425,0.022135,0.0561083,0,0,0.0137577,0,0.0162545,0.012251,0.0520491,0.0464019,0.0218058,0.0605713,0.0171347,0.0506726,0.0210184,0.0390116,0.0434079,0.0365968,0.0353841,0.00952079,0.0331992,0.0480231,0.0235021,0.00925045,0.00447313,0.0423502,0.05176,0,0,0,0,0,0,0,0,0,0,0,0
149,0.0500099,0.0259258,0,0,0,0,0,0,0.0452517,0.0403647,0.0446901,0.0118861,0,0,0.0619154,0,0.0163981,0.0409104,0.0213331,0.0167257,0.0320397,0.01849,0.0672209,0.0291517,0.0341217,0.029481,0.0464606,0.0145435,0.0152748,0.0160266,0.0183309,0.0341552,0.0296234,0.0138691,0.0234381,0.0505136,0.0236787,0.0408534,0.0222031,0.0562418,0,0,0.0134104,0,0.0162883,0.0122103,0.0517261,0.0439645,0.0220176,0.0587203,0.0168957,0.0505384,0.0219621,0.0396319,0.0441971,0.0353357,0.0352805,0.00946839,0.0321548,0.0464258,0.0234914,0.00924105,0.00448776,0.041759,0.0513313,0,0,0,0,0,0,0,0,0,0,0,0
150,0.0499483,0.0250585,0,0,0,0,0,0,0.0427959,0.0400296,0.0445372,0.0120581,0,0,0.0621618,0,0.0160897,0.0408877,0.0205733,0.0170451,0.0304984,0.0183185,0.0664269,0.0285918,0.032932,0.0287855,0.0462117,0.0136413,0.0137256,0.0161918,0.0182755,0.0304981,0.0298927,0.0136254,0.0232276,0.0489468,0.0237461,0.0396842,0.0220413,0.0564565,0,0,0.013049,0,0.0163469,0.0121465,0.0512574,0.0419635,0.0223129,0.0587501,0.0167857,0.0504975,0.0224695,0.0401525,0.0443773,0.0338828,0.0351807,0.00962129,0.0311981,0.0454945,0.0235823,0.00917937,0.00443221,0.0410169,0.0511441,0,0,0,0,0,0,0,0,0,0,0,0
151,0.0498116,0.0237974,0,0,0,0,0,0,0.0408988,0.0396874,0.0446565,0.0122863,0,0,0.0625556,0,0.0158595,0.0409538,0.0197005,0.0171963,0.0290391,0.0177463,0.0653381,0.0277652,0.0314243,0.0279051,0.0457076,0.0124778,0.0119606,0.0163951,0.0181668,0.0271508,0.0302612,0.0133327,0.0230237,0.0479226,0.0238216,0.0393819,0.0220291,0.056539,0,0,0.0124899,0,0.0164081,0.0120478,0.0507012,0.0412395,0.0225204,0.0588831,0.0164543,0.0502177,0.0224571,0.0404845,0.0444408,0.0330461,0.0352872,0.0096829,0.0311986,0.0451345,0.0236219,0.00900644,0.00438892,0.0398763,0.0509588,0,0,0,0,0,0,0,0,0,0,0,0
152,0.0497154,0.022513,0,0,0,0,0,0,0.0395394,0.0391303,0.0449657,0.0125953,0,0,0.0629941,0,0.0153613,0.040993,0.0188187,0.0173456,0.0277939,0.0168683,0.0640003,0.0267449,0.0295976,0.0268874,0.045058,0.0112313,0.0101655,0.0166241,0.0179526,0.0243976,0.0307507,0.0130608,0.0225636,0.047075,0.0238821,0.039332,0.0220195,0.0566154,0,0,0.0119029,0,0.0164632,0.0118874,0.0502123,0.0408454,0.0227092,0.0591824,0.0159866,0.0498916,0.0223594,0.0404822,0.0443896,0.0329013,0.0354039,0.00951327,0.0319066,0.0443613,0.0235685,0.00884209,0.00423705,0.0387592,0.0507816,0,0,0,0,0,0,0,0,0,0,0,0
153,0.0494975,0.0215565,0,0,0,0,0,0,0.0386778,0.038468,0.0452952,0.0129387,0,0,0.0634611,0,0.0148384,0.0410816,0.0180231,0.0175778,0.0259051,0.016106,0.062629,0.0253072,0.0269753,0.0253821,0.0443063,0.00979117,0.00831409,0.0168567,0.0176542,0.0226473,0.0313452,0.0128301,0.0221057,0.0461411,0.0239792,0.0391622,0.0218155,0.0566143,0,0,0.0115889,0,0.0165478,0.0117811,0.0499231,0.0404581,0.023042,0.0596033,0.0155979,0.0496274,0.0225396,0.039959,0.0441925,0.0331059,0.0351632,0.00945036,0.0329534,0.0434053,0.0234652,0.00865568,0.00415465,0.0379717,0.050426,0,0,0,0,0,0,0,0,0,0,0,0
154,0.0493093,0.0212959,0,0,0,0,0,0,0.0381198,0.0379668,0.0454392,0.0132018,0,0,0.063731,0,0.0144579,0.0411559,0.0175574,0.0181089,0.0230223,0.0161899,0.0617708,0.0233138,0.0232746,0.0230876,0.0436832,0.00823023,0.00686819,0.0172189,0.0172167,0.0220015,0.0318116,0.0126261,0.0218229,0.0460953,0.0239751,0.0378938,0.0211442,0.0566366,0,0,0.0114682,0,0.0165444,0.0117104,0.0501145,0.0395921,0.0240443,0.0580481,0.0158609,0.0496797,0.0198991,0.0405824,0.0416208,0.0318791,0.0346138,0.00806256,0.0341899,0.043469,0.0234199,0.00859952,0.00409474,0.037911,0.049861,0,0,0,0,0,0,0,0,0,0,0,0.142019
155,0.0492905,0.0207118,0,0,0,0,0,0,0.0389229,0.0374832,0.0458485,0.0136332,0,0,0.0641276,0,0.0141175,0.0412129,0.0171225,0.0183278,0.019574,0.0151547,0.0609493,0.0207931,0.0184004,0.0204008,0.042582,0.0065831,0.00629073,0.0174645,0.0165481,0.0239988,0.0323445,0.0123832,0.0214091,0.0434331,0.0239368,0.037921,0.0214622,0.0568915,0,0,0.0110991,0,0.0165224,0.0116384,0.0499307,0.0396151,0.024092,0.0592747,0.0154417,0.0496968,0.0235229,0.0377825,0.043693,0.0332423,0.0336764,0.0101613,0.034682,0.0410432,0.0233588,0.00859828,0.00396476,0.0375433,0.0495062,0,0,0,0,0,0,0,0,0,0,0,0
156,0.0490635,0.0209509,0,0,0,0,0,0,0.0401669,0.0373233,0.0458389,0.0140454,0,0,0.0643376,0,0.0139213,0.0412635,0.0171416,0.0189005,0.0152537,0.0152211,0.0605462,0.0178146,0.0129948,0.0166177,0.0418181,0.00569005,0.00818782,0.0177394,0.015846,0.0265729,0.0324937,0.0122058,0.0212319,0.043561,0.02396,0.0366522,0.0214445,0.0569144,0,0,0.0109318,0,0.0164777,0.0115475,0.0503121,0.039235,0.0252612,0.0565798,0.0159129,0.0500559,0.0209632,0.0382342,0.0411395,0.0317768,0.0331307,0.00883242,0.0350901,0.0411018,0.0234964,0.00859749,0.00398117,0.0380687,0.0491356,0,0,0,0,0,0,0,0,0,0,0,0.141037
157,0.0495791,0.0207729,0,0,0,0,0,0,0.0427634,0.0371865,0.0462004,0.0146662,0,0,0.064722,0,0.0138439,0.0414319,0.0170321,0.0192182,0.0111747,0.0150672,0.0603262,0.0145519,0.0074196,0.0125486,0.0405656,0.00618016,0.0117682,0.0176461,0.0150611,0.0312197,0.0330159,0.012172,0.0212091,0.0413271,0.0240192,0.0366215,0.0219889,0.0578825,0,0,0.0114025,0,0.0165817,0.0119797,0.0506669,0.0390911,0.0251155,0.0571562,0.0160245,0.0509949,0.0236957,0.0357775,0.0430824,0.0329473,0.0323863,0.0106885,0.034781,0.0388161,0.0239092,0.00889369,0.00417562,0.0382938,0.0497442,0,0,0,0,0,0,0,0,0,0,0,0
158,0.0498631,0.0208645,0,0,0,0,0,0,0.0457475,0.0370869,0.0466079,0.0154411,0,0,0.064912,0,0.0137678,0.0415047,0.0173103,0.0195105,0.00851429,0.0150414,0.0601325,0.0112066,0.00441444,0.00829697,0.0394285,0.00828804,0.0161138,0.0174011,0.0143847,0.0358954,0.033304,0.0121686,0.0210893,0.040801,0.0241051,0.0360803,0.0225526,0.0585078,0,0,0.0116825,0,0.016622,0.0122163,0.0512417,0.0386567,0.0253201,0.0565291,0.0162287,0.0518338,0.0233207,0.0350497,0.0431044,0.0327468,0.0319512,0.010714,0.0343637,0.0384197,0.0242649,0.00899271,0.00433881,0.0388098,0.049985,0,0,0,0,0,0,0,0,0,0,0,0
159,0.0505616,0.0207599,0,0,0,0,0,0,0.0481457,0.0372312,0.0471664,0.0163261,0,0,0.0651214,0,0.013776,0.0416198,0.0178921,0.0195979,0.00915996,0.0154441,0.0601585,0.00894484,0.0082431,0.00522798,0.0383243,0.0109094,0.0203899,0.0170025,0.0137954,0.0405859,0.0337192,0.0122414,0.021047,0.0406583,0.0241757,0.0357878,0.0232713,0.0595231,0,0,0.0121502,0,0.0166672,0.0125983,0.0518657,0.038507,0.0253839,0.056511,0.0166556,0.0528226,0,0.0346397,0.0440951,0.0327613,0.0317044,0.0107485,0.0341626,0.0382325,0.0246017,0.00923738,0.00432214,0.039188,0.050366,0,0,0,0,0,0,0,0,0,0,0,0
160,0.0514605,0.0207077,0,0,0,0,0,0,0.0495247,0.037462,0.04759,0.0173525,0,0,0.0653669,0,0.0138365,0.0417487,0.0187778,0.0196542,0.0120909,0.0157472,0.0603711,0.00852484,0.0133669,0.00556281,0.0375417,0.0133502,0.0241723,0.0165597,0.0133091,0.0445058,0.0340503,0.0123607,0.0211172,0.0406256,0.0243052,0.0356382,0.0238838,0.0605177,0,0,0.0127168,0,0.0167104,0.0130431,0.0526175,0.0388221,0.025577,0.0562182,0.0173617,0.0535568,0,0.034283,0.0445183,0.0325846,0.0316185,0.0108874,0.0340937,0.0380307,0.0249108,0.0094548,0.00436867,0.0396292,0.0508201,0,0,0,0,0,0,0,0,0,0,0,0
161,0.0527219,0.0207,0,0,0,0,0,0,0.0498755,0.0377167,0.0476314,0.018371,0,0,0.0657099,0,0.0139732,0.041895,0.0198833,0.0196786,0.0156736,0.016138,0.0609497,0.00991579,0.0179667,0.00842796,0.0371357,0.0156336,0.0271741,0.0161728,0.012918,0.0479049,0.0342459,0.0125817,0.0212447,0.04089,0.0244277,0.0358645,0.0243638,0.0618825,0,0,0.0135201,0,0.0167677,0.0136472,0.0531705,0.039848,0.0258095,0.0562752,0.0183448,0.0545378,0,0.0337592,0.0449602,0.0325675,0.0316494,0.0111747,0.034522,0.0380693,0.0252349,0.00966162,0.00454524,0.0401216,0.051816,0,0,0,0,0,0,0,0,0,0,0,0
162,0.0538624,0.020854,0,0,0,0,0,0,0.0494285,0.0379365,0.0467438,0.0192466,0,0,0.0658534,0,0.0141535,0.0420688,0.0210612,0.0198854,0.0191488,0.0166576,0.0616649,0.0121638,0.0224777,0.011558,0.0371557,0.0177408,0.0293571,0.015704,0.0127541,0.0515062,0.0343798,0.0128015,0.0213849,0.0409425,0.0244725,0.0360223,0.0245981,0.063135,0,0,0.0141521,0,0.0168212,0.0140239,0.0534741,0.0410242,0.0261038,0.0557839,0.0194336,0.0554987,0.0241145,0.0335901,0.0450654,0.0321781,0.0318937,0.0114341,0.0351132,0.0379949,0.025504,0.00987975,0.00460925,0.0407511,0.0526498,0,0,0,0,0,0,0,0,0,0,0,0
163,0.0549696,0.0210983,0,0,0,0,0,0,0.0485887,0.0381609,0.0449395,0.0198379,0,0,0.065978,0,0.0143827,0.0422621,0.0222526,0.0200757,0.0225933,0.0171932,0.0625613,0.014231,0.0269924,0.0146677,0.0375047,0.0194424,0.0307199,0.0151799,0.0128529,0.0558332,0.0345326,0.0130221,0.0215579,0.0406972,0.0245261,0.0363478,0.0245852,0.0641442,0,0,0.0147195,0,0.0168957,0.0144252,0.0537184,0.0422646,0.0262556,0.0550532,0.0204848,0.0564755,0.0235498,0.0340781,0.0452486,0.0318329,0.0322545,0.0118478,0.0359461,0.0376424,0.0259766,0.0100996,0.00468822,0.0413793,0.0536321,0,0,0,0,0,0,0,0,0,0,0,0
164,0.0561365,0.0213688,0,0,0,0,0,0,0.047349,0.0384424,0.0430752,0.020094,0,0,0.0661061,0,0.0146251,0.0424355,0.0232658,0.0202091,0.0259922,0.0177316,0.0635491,0.0157585,0.0308462,0.0176349,0.0379879,0.0207623,0.0314081,0.0145446,0.0131814,0.0610744,0.0347244,0.0132442,0.0217274,0.0404103,0.0245714,0.0365438,0.0243757,0.0651431,0,0,0.0151034,0,0.0169661,0.014838,0.0539834,0.0433132,0.0263106,0.0543201,0.0215962,0.0573935,0.0239222,0.0341853,0.0455522,0.0317758,0.0324368,0.0122661,0.0369725,0.0371762,0.0265928,0.010355,0.00476348,0.0419034,0.0547101,0,0,0,0,0,0,0,0,0,0,0,0
165,0.0573901,0.0216335,0,0,0,0,0,0,0.0457808,0.0387222,0.0424391,0.0200393,0,0,0.0661665,0,0.0148682,0.0425684,0.0239265,0.0203241,0.0292977,0.0182554,0.0645227,0.0177378,0.0339029,0.0201732,0.0383516,0.021603,0.0315984,0.0139689,0.0135754,0.0654733,0.0349591,0.013458,0.0219328,0.0401424,0.0245619,0.0364894,0.0240608,0.0661543,0,0,0.0152545,0,0.0170097,0.0151248,0.054044,0.0439379,0.0261969,0.0534592,0.0228859,0.05825,0.0237845,0.0340842,0.0458253,0.0318659,0.0325065,0.0126283,0.0378646,0.0369122,0.0269954,0.0105807,0.00474206,0.0422815,0.0556758,0,0,0,0,0,0,0,0,0,0,0,0
166,0.0582281,0.0219345,0,0,0,0,0,0,0.0440542,0.0389722,0.0431201,0.0197783,0,0,0.0661523,0,0.0150877,0.0426072,0.0240419,0.020403,0.032178,0.0188412,0.0654454,0.0197835,0.0369879,0.0222274,0.0384724,0.0220611,0.0314547,0.0137048,0.0138238,0.0666767,0.0351911,0.0136492,0.0221158,0.0399061,0.0245406,0.0361877,0.0237063,0.0670836,0,0,0.015292,0,0.0170499,0.0152571,0.0537421,0.0440201,0.026025,0.0526172,0.0241513,0.0589669,0.0237407,0.0342667,0.0457371,0.0318476,0.0326296,0.0130165,0.0382373,0.0367316,0.027394,0.0107444,0.00474375,0.0425809,0.0567025,0,0,0,0,0,0,0,0,0,0,0,0
167,0.0588562,0.0220995,0,0,0,0,0,0,0.0420654,0.0391324,0.043714,0.0193693,0,0,0.0661173,0,0.0151294,0.0425972,0.0234517,0.0203621,0.0344128,0.0193196,0.0661258,0.0213867,0.0396437,0.0238834,0.0383249,0.0223205,0.0310504,0.0135113,0.014104,0.06581,0.0354417,0.0137347,0.0222343,0.0401229,0.0245436,0.0360352,0.0233263,0.0676942,0,0,0.0152377,0,0.0170851,0.0153129,0.05324,0.0439738,0.0257155,0.0526077,0.0251833,0.0592572,0,0.0343077,0.0457708,0.0321308,0.0325963,0.0133885,0.0383498,0.0367218,0.0276468,0.0108347,0.0047302,0.0425405,0.0575644,0,0,0,0,0,0,0,0,0,0,0,0
168,0.0589541,0.022555,0,0,0,0,0,0,0.0407019,0.039207,0.043863,0.0191006,0,0,0.0659274,0,0.0151493,0.0424986,0.0223857,0.0204875,0.0363184,0.0197944,0.066616,0.0226331,0.0414559,0.0254084,0.0379804,0.022648,0.0306782,0.0135273,0.0142195,0.065457,0.0354005,0.0137168,0.0222536,0.0405189,0.0245594,0.0360687,0.0229057,0.0677749,0,0,0.0149077,0,0.0172024,0.0151758,0.0526978,0.0440218,0.0256866,0.0524854,0.0260438,0.0593796,0.0247224,0.0327163,0.0452459,0.0324412,0.0319767,0.0132614,0.0385229,0.0371746,0.0277427,0.010782,0.0047377,0.0427335,0.0578954,0,0,0,0,0,0,0,0,0,0,0,0
169,0.0591161,0.0228965,0,0,0,0,0,0,0.0399226,0.039414,0.0441695,0.0188563,0,0,0.0657533,0,0.0154016,0.042507,0.0212511,0.020367,0.0379217,0.0201882,0.0671288,0.02368,0.0425752,0.0267067,0.0373079,0.0227946,0.0302321,0.0134677,0.0142343,0.0657187,0.0353238,0.0138047,0.0223235,0.0403611,0.0245941,0.0359522,0.0225623,0.0679568,0,0,0.0146793,0,0.0173483,0.0150165,0.0522852,0.0436604,0.0254968,0.0512718,0.026949,0.0594879,0.0242084,0.031354,0.0441201,0.0319916,0.0318703,0.0132731,0.0379545,0.037189,0.027765,0.0106241,0.00474865,0.0427141,0.0582471,0,0,0,0,0,0,0,0,0,0,0,0.0452737
170,0.0650303,0.0230301,0,0,0,0,0,0,0.0447151,0.0414139,0.0358919,0.0207794,0,0,0.0659862,0,0.0169805,0.0432447,0.0246691,0.0185861,0.0129687,0.0241335,0.0711437,0.00785719,0,0.00703323,0.0359727,0.0153173,0.015489,0.0207032,0.0099259,0.0615447,0.0366326,0.0152877,0.0236616,0.0368051,0.0247861,0.0338702,0.0232312,0.0746414,0,0,0.0171973,0,0.0174577,0.0167016,0.051057,0.0410351,0.0250573,0.0454036,0.0296258,0.06395,0.023274,0.0451804,0.0412798,0.0282638,0.0374731,0.014597,0.0343106,0.0346173,0.0300545,0.0113964,0.00517265,0.0431212,0.0639238,0,0,0,0,0,0,0,0,0,0,0,0
171,0.0642148,0.0216504,0,0,0,0,0,0,0.0417707,0.0408411,0.0497014,0.0203227,0,0,0.0659242,0,0.0169181,0.0430833,0.0186006,0.018825,0.0431895,0.0192409,0.0708159,0.028137,0,0.0313931,0.0333484,0.0244883,0.0308416,0.013715,0.0142831,0.0704069,0.0367807,0.0148054,0.023325,0.0279799,0.0244996,0.0318062,0.0265258,0.0735705,0,0,0.0144193,0,0.0175837,0.0154267,0.0572775,0.0411514,0.0233697,0.0315332,0.0284239,0.0620923,0.0239572,0.0796477,0.0366481,0.0286555,0.0491534,0.0243683,0.0357267,0.0320455,0.0292893,0.0113385,0.0046527,0.040978,0.0639256,0,0,0,0,0,0,0,0,0,0,0,0
172,0.0649653,0.0213737,0,0,0,0,0,0,0.0433058,0.0415043,0.0514075,0.0214437,0,0,0.065804,0,0.0173229,0.0433454,0.0180963,0.0183245,0.044666,0.0189145,0.07145,0.0285008,0,0.0329609,0.0319595,0.0248658,0.0311368,0.0141653,0.0139786,0.0715964,0.0368115,0.0152017,0.0238456,0.0242546,0.0246809,0.0348455,0.0280936,0.0741769,0,0,0.0137369,0,0.01743,0.015117,0.0590936,0.0485817,0.0233027,0.0279518,0.0288821,0.0618074,0.0270356,0.0930522,0.0363879,0.0349236,0.0547258,0.0308079,0.0419373,0.0334176,0.029135,0.010977,0.0046174,0.0403118,0.0650711,0,0,0,0,0,0,0,0,0,0,0,0
173,0.0649783,0.0214686,0,0,0,0,0,0,0.0440102,0.0417193,0.0493542,0.0221008,0,0,0.0656397,0,0.0174671,0.0433086,0.0181462,0.0183746,0.0415877,0.0198678,0.0714787,0.0259024,0.0446009,0.0307698,0.0310939,0.0228926,0.0293281,0.0143663,0.0135133,0.0718069,0.0365226,0.0152884,0.0241004,0.0249996,0.0247635,0.034774,0.0279871,0.0741545,0,0,0.0137244,0,0.0174757,0.0153699,0.0589222,0.0494845,0.0229883,0.0278301,0.029971,0.0616201,0.0269363,0.0929379,0.0363841,0.0356262,0.0546692,0.0311546,0.0428555,0.0345956,0.0288571,0.0109966,0.00452222,0.0402377,0.0651835,0,0,0,0,0,0,0,0,0,0,0,0
174,0.0642963,0.0218106,0,0,0,0,0,0,0.0444209,0.0416057,0.050741,0.0223017,0,0,0.0652759,0,0.0174874,0.043057,0.0183224,0.0185295,0.0442451,0.0195338,0.0713007,0.027862,0,0.0328646,0.0309118,0.024315,0.0309495,0.0143189,0.0136987,0.0741913,0.036028,0.0151349,0.0241398,0.0253813,0.0247352,0.0337835,0.0275401,0.0734663,0,0,0.0131122,0,0.017575,0.0154972,0.0586827,0.0487916,0.0225413,0.0273979,0.0300345,0.0612543,0.0262319,0.0907246,0.035755,0.0352921,0.053975,0.0307285,0.0426451,0.035094,0.0284884,0.0109692,0.00451535,0.0405194,0.0644702,0,0,0,0,0,0,0,0,0,0,0,0
