Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_T,RTHII,RTHIP,IMUL_R,IMUR_M,RTHIA,LTHIA,RTHI
75,0.00665016,0.0128894,0,0,0,0.0452221,0.0346087,0.0300288,0.00659147,0,0,0.00503017,0,0.0126279,0.003655,0.034664,0.0233685,0.00635629,0.00340671,0.0133611,0.0154917,0.0095792,0.00670979,0.0369935,0.0158326,0.020635,0.0180283,0.0255686,0.0471361,0.00578065,0.0101872,0.00367775,0.0198447,0.0227658,0.0180994,0.00805281,0.00624361,0,0,0.041334,0,0.0144338,0.017728,0.0356838,0.0188079,0.0245343,0.0153676,0.00655162,0.00882295,0.00498891,0.0214063,0.00817922,0.00431886,0.0164244,0.0203723,0.00774761,0.00842356,0.0139469,0.00535026,0,0,0,0,0,0,0,0,0,0.0717695,0.0974999,0,0,0,0.00684697,0.101319
76,0.00617136,0.0125352,0,0,0,0.0455914,0.0345889,0.0300651,0.00650018,0,0,0.00502599,0,0.0124714,0.0037293,0.0346643,0.0231865,0.00648947,0.00347129,0.0130611,0.0148304,0.0095567,0.00659318,0.0370728,0.0156854,0.0206538,0.0178846,0.0254362,0.0475888,0.00544039,0.0101669,0.00366246,0.019278,0.0227347,0.0169554,0.007991,0.00606492,0,0,0.0411938,0,0.0144195,0.0176237,0.0358749,0.0167418,0.0250117,0.013922,0.00577607,0.0088625,0.00489263,0.021602,0.00806948,0.00408427,0.0156614,0.0203139,0.00767502,0.00838046,0.0134635,0.00464779,0,0,0,0,0,0,0,0,0,0.0726224,0.0976338,0,0,0,0.00667603,0.100926
77,0.0055867,0.0120756,0,0,0,0.0458242,0.0345493,0.0300777,0.00637854,0,0,0.00504063,0,0.0123508,0.00387633,0.0346706,0.0228092,0.00672216,0.00367132,0.0126896,0.0138642,0.00952014,0.00648193,0.0371406,0.0155026,0.0207433,0.0175745,0.0252448,0.0480364,0.00512221,0.0101227,0.003634,0.0187118,0.022721,0.0155985,0.00777276,0.00581699,0,0,0.041019,0,0.0144118,0.0174361,0.0359732,0.0142405,0.0254422,0.0121818,0.00535053,0.00887511,0.00475689,0.0220059,0.00785408,0.00400093,0.0147571,0.0202329,0.00748423,0.0083279,0.0128736,0.00415774,0,0,0,0,0,0,0,0,0,0.0736502,0.097591,0,0,0,0.00675856,0.100313
78,0.00496472,0.0115108,0,0,0,0.045611,0.0345114,0.0300147,0.00628677,0,0,0.00515492,0,0.0122799,0.00404191,0.0346093,0.022642,0.00693021,0.00378233,0.0123812,0.0131413,0.0094694,0.00631291,0.0371804,0.0153207,0.0206065,0.0174038,0.0250891,0.0482862,0.0049651,0.0100742,0.00360203,0.0177972,0.0227112,0.0140096,0.00748941,0.00561087,0,0,0.0407409,0,0.0144094,0.0171949,0.0359705,0.0129476,0.0258635,0.01053,0.00517566,0.00876683,0.0046408,0.0224863,0.00741858,0.00443048,0.0136647,0.0200999,0.00734608,0.00832084,0.0122247,0.003697,0,0,0,0,0,0,0,0,0,0.074874,0.0972792,0,0,0,0.00701504,0.0992883
79,0.00437298,0.0109302,0,0,0,0.0450482,0.0344717,0.0298173,0.00619271,0,0,0.00526868,0,0.0122374,0.0042256,0.0344948,0.0226491,0.0071371,0.00370996,0.0121037,0.0127211,0.00940122,0.00609861,0.037171,0.0151409,0.0202669,0.0172912,0.0250087,0.0482201,0.00485601,0.0100281,0.00354777,0.0168013,0.0226728,0.0126425,0.00717895,0.0054623,0,0,0.0404239,0,0.0143923,0.0169488,0.0358855,0.0135748,0.0263495,0.00914163,0.00462544,0.00861143,0.0047204,0.0230991,0.00688916,0.00534363,0.013094,0.0199042,0.00725954,0.00831472,0.011602,0.00321757,0,0,0,0,0,0,0,0,0,0.0763387,0.0966285,0,0,0,0.00641443,0.0979318
80,0.00371021,0.0102617,0,0,0,0.0449658,0.0343892,0.0296673,0.0060354,0,0,0.00544095,0,0.0121537,0.00453112,0.0344038,0.022736,0.00740285,0.00366346,0.0115323,0.011956,0.00934659,0.00602759,0.037069,0.0149728,0.019848,0.0172111,0.0249871,0.0481794,0.00489413,0.00994612,0.00352623,0.0160612,0.0225985,0.0120135,0.00671832,0.00529653,0,0,0.0400956,0,0.014349,0.0166345,0.0358228,0.016239,0.0268657,0.00797258,0.00427201,0.0085108,0.00521273,0.0238182,0.00651502,0.00680251,0.0134563,0.0197859,0.00721076,0.00835602,0.0108805,0.00263996,0,0,0,0,0,0,0,0,0,0.0776466,0.0956702,0,0,0,0.00613153,0.0964555
81,0.00301863,0.00950794,0,0,0,0.045277,0.0342447,0.029685,0.00585545,0,0,0.00575647,0,0.0120416,0.0049304,0.0343058,0.0228824,0.0077522,0.0036771,0.0106867,0.0109791,0.00931722,0.0061081,0.036877,0.0148154,0.0195263,0.0171533,0.0249465,0.0479868,0.0050833,0.00982596,0.00349046,0.0158841,0.0225396,0.0124701,0.00611161,0.00513101,0,0,0.0396258,0,0.0143369,0.0162564,0.0358366,0.0191572,0.027429,0.00684298,0.00396465,0.00842318,0.00626091,0.0248605,0.00653012,0.0089896,0.0147365,0.0196223,0.00712282,0.00841143,0.0100501,0.0020891,0,0,0,0,0,0,0,0,0,0.0787772,0.0943766,0,0,0,0.00618938,0.0947089
82,0.0024215,0.00883407,0,0,0,0.0454774,0.0340536,0.0297717,0.00569418,0,0,0.00614511,0,0.0119553,0.00528506,0.034243,0.0230571,0.00813677,0.00360603,0.00993925,0.0100896,0.00935376,0.0062035,0.036729,0.0145816,0.019391,0.017064,0.0249735,0.047624,0.00530543,0.00967744,0.0034275,0.016238,0.0224649,0.0134381,0.00561956,0.00496522,0,0,0.0390441,0,0.0143235,0.015827,0.0358928,0.0223061,0.0281083,0.0058077,0.00389223,0.00820619,0.00761401,0.0264811,0.00688302,0.0114649,0.0168372,0.0193327,0.00710431,0.00847835,0.00936269,0.0018003,0,0,0,0,0,0,0,0,0,0.0797778,0.0928341,0,0,0,0.00627289,0.0928557
83,0.00192181,0.00819309,0,0,0,0.0454895,0.0338371,0.0298928,0.00566408,0,0,0.00664519,0,0.0118228,0.00570137,0.0341722,0.0232413,0.00853973,0.00334345,0.00929697,0.00917165,0.00939756,0.00630726,0.036619,0.0143552,0.0192658,0.0170532,0.0249991,0.0475236,0.00557702,0.0095376,0.00336551,0.0165401,0.0223495,0.0143139,0.00533334,0.00494292,0,0,0.0383819,0,0.0142777,0.0153657,0.0360729,0.024837,0.0288364,0.00489234,0.00424552,0.00803315,0.00913305,0.028226,0.00755978,0.0139201,0.0188792,0.0189517,0.00705416,0.00852672,0.00859635,0.001827,0,0,0,0,0,0,0,0,0,0.0807256,0.0912623,0,0,0,0.0063258,0.0912428
84,0.0016786,0.00761907,0,0,0,0.0454157,0.0336688,0.0299907,0.00577241,0,0,0.00736998,0,0.0117086,0.00622135,0.0341253,0.0233871,0.00896561,0.0030181,0.00869689,0.00827678,0.00944401,0.00639563,0.0365362,0.0142634,0.0190695,0.0169628,0.0249867,0.0475242,0.00594843,0.0094193,0.00329438,0.0171537,0.0222439,0.0152212,0.00521614,0.00499695,0,0,0.0376689,0,0.0142457,0.0149253,0.0363823,0.0269081,0.0296127,0.00460196,0.00481631,0.00797337,0.0108852,0.0301677,0.00884632,0.0163892,0.0205167,0.0184389,0.00688996,0.00852883,0.00786737,0.0021569,0,0,0,0,0,0,0,0,0,0.0818612,0.0897111,0,0,0,0.00624925,0.0898856
85,0.00184123,0.00710685,0,0,0,0.0455166,0.0335131,0.0300466,0.00596394,0,0,0.00825225,0,0.0116042,0.00679873,0.0340905,0.023498,0.00939555,0.00277613,0.00812765,0.00739886,0.00951947,0.00647769,0.0365091,0.014108,0.0188221,0.016818,0.024987,0.0475529,0.00638252,0.00929821,0.00326825,0.0186325,0.0221063,0.0163134,0.00525569,0.00508073,0,0,0.036961,0,0.0141885,0.0145271,0.0367576,0.0285314,0.0303782,0.00610512,0.00527322,0.0079626,0.012897,0.0322041,0.0105882,0.0188973,0.0218665,0.0178806,0.00677628,0.00851035,0.00720694,0.00269543,0,0,0,0,0,0,0,0,0,0.0831291,0.0883283,0,0,0,0.0061047,0.0888532
86,0.00224902,0.00667672,0,0,0,0.0458928,0.0333329,0.0300934,0.00618801,0,0,0.00897788,0,0.011519,0.00731759,0.0340503,0.0234415,0.00981473,0.0025188,0.00773895,0.00672962,0.00961778,0.00658532,0.036496,0.0139701,0.0186435,0.0167674,0.0249763,0.047791,0.00671107,0.00916047,0.00330036,0.0205094,0.0219858,0.017239,0.00536151,0.00518565,0,0,0.036333,0,0.0141357,0.0142263,0.0370859,0.0281415,0.0309475,0.00944275,0.0056139,0.007898,0.0149569,0.0335642,0.0122505,0.0210898,0.0228325,0.0177024,0.00676407,0.00854512,0.00664131,0.00310187,0,0,0,0,0,0,0,0,0,0.0833351,0.0874649,0,0,0,0.00615493,0.0882891
87,0.0026943,0.00635412,0,0,0,0.0463099,0.0331857,0.0300339,0.00641625,0,0,0.00945335,0,0.0114387,0.00766866,0.0340707,0.0234126,0.0102395,0.00230197,0.00753293,0.00632785,0.00973528,0.00665773,0.0364854,0.0139112,0.018527,0.016711,0.0248977,0.0482587,0.00685987,0.00906938,0.00331836,0.0225467,0.0218904,0.018243,0.00554596,0.00524907,0,0,0.0357894,0,0.0141043,0.0140335,0.0373811,0.0264743,0.0314553,0.0133389,0.00599735,0.00783466,0.0171597,0.0347397,0.013903,0.0232208,0.0233773,0.017631,0.00678619,0.00859348,0.00619183,0.00341234,0,0,0,0,0,0,0,0,0,0.083154,0.0867932,0,0,0,0.00679942,0.0881949
88,0.00312077,0.00606686,0,0,0,0.0465797,0.0330962,0.029858,0.0067283,0,0,0.00991165,0,0.0113566,0.00795597,0.0342145,0.023638,0.0105927,0.00222989,0.00733383,0.00575233,0.00978745,0.00667597,0.0365923,0.0138564,0.0183987,0.0165972,0.0247399,0.0487295,0.00707347,0.00902252,0.00336357,0.0246382,0.0218426,0.0206986,0.00602192,0.00534285,0,0,0.035263,0,0.0141097,0.0138312,0.0376275,0.0248098,0.0322651,0.019364,0.00628177,0.0078535,0.019573,0.0356986,0.0154295,0.0248258,0.0222542,0.0174748,0.00665271,0.00858043,0.00583557,0.00381669,0,0,0,0,0,0,0,0,0,0.0810922,0.0871523,0,0,0,0.00741168,0
89,0.00344115,0.00594439,0,0,0,0.0468946,0.0330711,0.0297764,0.00691537,0,0,0.00999886,0,0.0112745,0.00806011,0.0342761,0.024045,0.0107231,0.00217659,0.00707268,0.00548107,0.00992841,0.00678487,0.0367324,0.0138516,0.0183724,0.0165381,0.0246731,0.0492011,0.00715017,0.00901942,0.00340722,0.026091,0.0218676,0.0223304,0.00627966,0.00544481,0,0,0.035035,0,0.0141779,0.0137675,0.0381665,0.0250312,0.0326905,0.0227345,0.00618884,0.00796285,0.0217585,0.0365446,0.0166754,0.0266582,0.0229008,0.0174559,0.00668999,0.00861526,0.0056771,0.00399462,0,0,0,0,0,0,0,0,0,0.080802,0.0866067,0,0,0,0.00751402,0
90,0.00365525,0.00598865,0,0,0,0.0472043,0.0330961,0.0298668,0.00706264,0,0,0.00977015,0,0.0112281,0.0080318,0.0342446,0.0239462,0.0107582,0.00218756,0.00702345,0.00556954,0.0100416,0.00680343,0.0368931,0.0137984,0.018315,0.0165011,0.0245625,0.0495905,0.0070764,0.00900974,0.00341978,0.0276899,0.0219008,0.024262,0.0065155,0.00555793,0,0,0.0349576,0,0.0142335,0.0138487,0.0387565,0.0254501,0.0330564,0.0258475,0.00616097,0.00796845,0.0235832,0.0371016,0.017656,0.0281634,0.0240733,0.0175203,0.0069485,0.00877977,0.00568948,0.00407736,0,0,0,0,0,0,0,0,0,0.0803064,0.0862651,0,0,0,0.00727242,0
91,0.00383093,0.00614343,0,0,0,0.0473438,0.0331665,0.0298862,0.00718518,0,0,0.00941874,0,0.0112387,0.00786166,0.0342076,0.023723,0.0107225,0.0022605,0.00708488,0.0058901,0.0100765,0.00672504,0.0368845,0.0137344,0.0182622,0.0164452,0.0244695,0.0498027,0.00695618,0.00902988,0.00340805,0.0291681,0.0219256,0.025884,0.00671337,0.00562852,0,0,0.0350193,0,0.0142871,0.0140132,0.0392179,0.0256567,0.0333169,0.0282515,0.00608518,0.00801659,0.0248264,0.0374318,0.0183228,0.029226,0.0255147,0.0176527,0.00716797,0.00891972,0.00584625,0.00410445,0,0,0,0,0,0,0,0,0,0.0799714,0.0859384,0,0,0,0.00737288,0
92,0.00399016,0.00640258,0,0,0,0.0474429,0.0332733,0.0295024,0.00732007,0,0,0.00890191,0,0.0112098,0.00758038,0.0340375,0.0235765,0.0106799,0.00242389,0.00731787,0.00629404,0.0100957,0.00667399,0.0367892,0.0136322,0.0182909,0.0163823,0.0243863,0.0499647,0.00665152,0.00906133,0.0034192,0.0304112,0.0219333,0.0258622,0.006731,0.00572762,0,0,0.0352728,0,0.0142711,0.0142859,0.0393079,0.0259279,0.033309,0.028097,0.00562727,0.00814135,0.0253202,0.0378993,0.0189455,0.0299274,0.0280327,0.0179004,0.00721018,0.0089861,0.00610146,0.00412013,0,0,0,0,0,0,0,0,0,0.0811259,0.0847207,0,0,0,0.0076517,0.0887459
93,0.00386276,0.00639465,0,0,0,0.0472642,0.0332425,0.0289973,0.00774665,0,0,0.00869993,0,0.0112379,0.00741862,0.0340431,0.0236449,0.0107657,0.00269452,0.00754478,0.00662086,0.00994424,0.00657187,0.0367356,0.013444,0.0181828,0.0162078,0.0241825,0.0498443,0.00662138,0.00912298,0.00335246,0.0310997,0.0218375,0.0271852,0.00724438,0.00568166,0,0,0.035081,0,0.0142294,0.0142912,0.0389059,0.0290669,0.0338165,0.0304316,0.00595542,0.00810591,0.0258533,0.0375321,0.0186397,0.0300584,0.0282951,0.0178149,0.00714511,0.00897828,0.00619314,0.00407883,0,0,0,0,0,0,0,0,0,0.0795933,0.0858789,0,0,0,0.00784584,0
94,0.00379186,0.00655585,0,0,0,0.0470361,0.0332918,0.0283958,0.00809189,0,0,0.00830719,0,0.0112251,0.00720718,0.0339082,0.0237576,0.0108373,0.00289281,0.00807867,0.00700207,0.00981665,0.00653876,0.036683,0.0133035,0.017948,0.016107,0.0239778,0.0497171,0.00646423,0.00915325,0.00332852,0.0314422,0.0218049,0.0262259,0.00747842,0.00568796,0,0,0.0349982,0,0.0141674,0.0143965,0.0383602,0.0282886,0.0339464,0.0287385,0.00572621,0.00811565,0.0255607,0.0376925,0.0188428,0.0303751,0.0303247,0.0179501,0.00723632,0.00899207,0.00639786,0.0039714,0,0,0,0,0,0,0,0,0,0.0805967,0.0854649,0,0,0,0.0074716,0.0880898
95,0.00357818,0.00657654,0,0,0,0.0465302,0.0332389,0.0279928,0.00848036,0,0,0.00813103,0,0.0112499,0.00711689,0.0338926,0.023856,0.0108636,0.00309644,0.0085981,0.00740271,0.00970076,0.00644777,0.0366252,0.0131157,0.0174952,0.0159499,0.0237789,0.0492918,0.00648789,0.00916936,0.00329339,0.0306653,0.0217887,0.025547,0.00780444,0.00553675,0,0,0.0347678,0,0.014165,0.0144083,0.037893,0.0264823,0.0341742,0.0276187,0.0055817,0.00800992,0.0250825,0.0373339,0.0185189,0.0304682,0.0300118,0.017826,0.0071916,0.00891543,0.00652242,0.00385305,0,0,0,0,0,0,0,0,0,0.0803859,0.0862447,0,0,0,0.0070451,0.0878371
96,0.00336482,0.00656619,0,0,0,0.0460458,0.0331738,0.0276759,0.00879845,0,0,0.00810867,0,0.0112072,0.00717746,0.0339281,0.023907,0.0108468,0.00337536,0.00912542,0.0077621,0.00959025,0.0063212,0.0366192,0.0129927,0.0171888,0.0157549,0.02359,0.0489046,0.00660738,0.00919354,0.00330158,0.0285257,0.0218166,0.0246189,0.00804304,0.00531464,0,0,0.0344509,0,0.0142122,0.0143603,0.037584,0.0266627,0.0343535,0.026038,0.00529163,0.00784512,0.0242698,0.0367112,0.0179696,0.0303583,0.0282825,0.0176601,0.00715484,0.00883336,0.00661305,0.00383529,0,0,0,0,0,0,0,0,0,0.0800781,0.0872538,0,0,0,0.00702302,0.0867266
97,0.00314989,0.00638842,0,0,0,0.0455508,0.0330828,0.0273304,0.00902886,0,0,0.00843588,0,0.0111955,0.0074094,0.0341081,0.023925,0.0107601,0.00371077,0.0095497,0.00794718,0.00952204,0.0062347,0.0366922,0.0128578,0.0169338,0.0156037,0.0233389,0.0485499,0.00699813,0.00925718,0.00337063,0.0252539,0.0218034,0.0241174,0.00831242,0.00500364,0,0,0.0339932,0,0.0142487,0.0142251,0.0373702,0.0266964,0.0347021,0.0256332,0.00504156,0.00760336,0.0233808,0.0358471,0.0172309,0.0296222,0.0239846,0.0173731,0.00713157,0.00881119,0.00657689,0.00377037,0,0,0,0,0,0,0,0,0,0.0782061,0.0893983,0,0,0,0.0073021,0
98,0.00302941,0.0062043,0,0,0,0.0448741,0.0330417,0.0269009,0.00919523,0,0,0.00885671,0,0.011155,0.00763903,0.0342969,0.0238498,0.0106498,0.0039251,0.0100666,0.00805104,0.00947878,0.0061602,0.0368406,0.0127229,0.0166607,0.0155442,0.0231096,0.0479766,0.00747408,0.00931711,0.00347267,0.023506,0.0218034,0.022732,0.00841701,0.00482291,0,0,0.0337345,0,0.014268,0.0141856,0.0373267,0.0257511,0.034927,0.0233936,0.0045265,0.00744003,0.0227725,0.0355545,0.0169852,0.0291625,0.0220214,0.0171461,0.00712414,0.00879687,0.00646976,0.00369772,0,0,0,0,0,0,0,0,0,0.0772579,0.090461,0,0,0,0.00753153,0
99,0.00278083,0.00592417,0,0,0,0.0438303,0.0328777,0.026368,0.00916138,0,0,0.00916037,0,0.0111368,0.0076969,0.0343731,0.0237514,0.010562,0.00414195,0.0105614,0.00810233,0.00947002,0.00609707,0.0369865,0.012651,0.0163494,0.0155544,0.0229953,0.047067,0.00791717,0.00924664,0.00338991,0.0239125,0.0218189,0.0223972,0.00809363,0.00464392,0,0,0.0335336,0,0.0143141,0.0140993,0.0375221,0.0272467,0.0346787,0.0227563,0.00407614,0.00727267,0.0228304,0.0363676,0.0173457,0.0282605,0.0207357,0.0168712,0.0071326,0.00882161,0.0061952,0.00354692,0,0,0,0,0,0,0,0,0,0.0759821,0,0,0,0,0.00765338,0
100,0.00247911,0.00555981,0,0,0,0.0425348,0.0326198,0.0260708,0.00960061,0,0,0.00989109,0,0.0111884,0.00804839,0.0348806,0.0241033,0.0106121,0.00439718,0.0111597,0.0080877,0.00923153,0.00587056,0.0372781,0.0124495,0.0159443,0.0152665,0.022653,0.0459228,0.00870854,0.00913614,0.00336072,0.0259348,0.0218192,0.0217574,0.00885627,0.00448473,0,0,0.0330839,0,0.0143357,0.0138404,0.0370343,0.0294475,0.0355456,0.020765,0.00391255,0.00697863,0.0220905,0.0365707,0.0167132,0.0275826,0.0224846,0.0164195,0.00673173,0.00879028,0.00592687,0.00367152,0,0,0,0,0,0,0,0,0,0.0770003,0.0909453,0,0,0,0.0073662,0
101,0.00216398,0.00519221,0,0,0,0.0411939,0.0324085,0.0258238,0.00968341,0,0,0.0104468,0,0.0112048,0.00833843,0.0351645,0.0238719,0.010576,0.00461458,0.0115505,0.00804423,0.0091306,0.00578844,0.0374578,0.0122691,0.0155912,0.0150836,0.0224198,0.0445639,0.0093387,0.00902732,0.00337188,0.0293274,0.0217891,0.0233812,0.00896095,0.00422074,0,0,0.0327674,0,0.0143383,0.0136481,0.0366381,0.0317276,0.0356786,0.0208916,0.00377904,0.006874,0.0214376,0.036819,0.016158,0.0265914,0.0247739,0.0161986,0.00629667,0.00884318,0.00557999,0.00366169,0,0,0,0,0,0,0,0,0,0.0787474,0.0904548,0,0,0,0.0073043,0
102,0.00184767,0.00490077,0,0,0,0.0399914,0.0321983,0.0256276,0.0096288,0,0,0.0109329,0,0.0111769,0.00861885,0.0352917,0.0239285,0.0105148,0.00480309,0.011869,0.00817923,0.00909297,0.00596846,0.0374203,0.0120754,0.0151617,0.0149052,0.0222151,0.0432978,0.00988254,0.0089615,0.00339373,0.0325787,0.0217358,0.0245567,0.00880025,0.00393548,0,0,0.0323919,0,0.0143361,0.0134655,0.0361652,0.0327973,0.0355183,0.0219088,0.00354261,0.00683004,0.0209657,0.0364003,0.0156368,0.0258103,0.0274632,0.0160185,0.00618112,0.00867484,0.00524726,0.00349819,0,0,0,0,0,0,0,0,0,0.0808139,0.0895984,0,0,0,0.0075868,0
103,0.00156946,0.00462166,0,0,0,0.0387795,0.0320308,0.0256024,0.00951729,0,0,0.0113759,0,0.0111883,0.00887751,0.0353341,0.0239341,0.0105381,0.00503136,0.0121166,0.00846928,0.00906479,0.00633871,0.0372306,0.0118325,0.0146238,0.0146524,0.0219976,0.0420808,0.0104594,0.00891649,0.00343356,0.0355976,0.0217088,0.0250507,0.00851408,0.00371332,0,0,0.0318972,0,0.0143753,0.0132908,0.0356485,0.033663,0.0352019,0.0229124,0.00328192,0.00685721,0.020951,0.0360946,0.0155838,0.0253505,0.0305275,0.0156291,0.00620125,0.00856396,0.0049087,0.00325972,0,0,0,0,0,0,0,0,0,0.082166,0.0888745,0,0,0,0.00786694,0
104,0.00133106,0.00439276,0,0,0,0.0374292,0.0319184,0.0257786,0.00920424,0,0,0.0115675,0,0.0112024,0.008928,0.0352312,0.0241465,0.0104843,0.00516489,0.0122629,0.00885587,0.00913586,0.00681052,0.0369568,0.0115027,0.0141114,0.0144203,0.0218242,0.0406896,0.0108546,0.00888739,0.00344657,0.0381971,0.0217286,0.026557,0.0078812,0.00346,0,0,0.0315316,0,0.0144244,0.0131684,0.0352082,0.0353158,0.0343855,0.0243019,0.00302412,0.00712354,0.0218661,0.0368186,0.0162935,0.025417,0.03332,0.0153938,0.00587378,0.00842065,0.00464555,0.00288501,0,0,0,0,0,0,0,0,0,0.0818847,0,0,0,0,0.008156,0
105,0.00108111,0.00410684,0,0,0,0.035961,0.0317222,0.0260065,0.00921736,0,0,0.0119135,0,0.0111637,0.00901053,0.0353383,0.0244097,0.0105702,0.00532399,0.0124877,0.00909484,0.00896228,0.00704746,0.0368247,0.0110279,0.0134896,0.0141835,0.0214428,0.0388608,0.0112907,0.00885606,0.00341205,0.0397533,0.0217515,0.0272597,0.0080942,0.00326335,0,0,0.0310763,0,0.0144519,0.0129416,0.0346445,0.0359158,0.0344058,0.0239574,0.00304616,0.00711154,0.021807,0.0375883,0.0164833,0.0251321,0.0355681,0.0150825,0.00554795,0.00828269,0.0045657,0.00290905,0,0,0,0,0,0,0,0,0,0.081251,0,0,0,0,0.00823143,0
106,0.000971088,0.00383279,0,0,0,0.0343933,0.0315426,0.0262787,0.00941451,0,0,0.0123462,0,0.0111846,0.00917067,0.035646,0.0247949,0.0107143,0.00558636,0.0128337,0.00917757,0.00857985,0.00712931,0.036782,0.0104263,0.0128533,0.0139242,0.0208286,0.0368604,0.0117046,0.00877706,0.00338748,0.0394644,0.0217768,0.026238,0.00880669,0.00314935,0,0,0.0307333,0,0.0144674,0.0127193,0.034035,0.0355682,0.0350326,0.0220654,0.00317515,0.00698935,0.02047,0.0371713,0.0157072,0.0239543,0.0360174,0.0146575,0.00534179,0.00817721,0.00468994,0.00320786,0,0,0,0,0,0,0,0,0,0.0811616,0.0888399,0,0,0,0.00816271,0
107,0.00101769,0.00372902,0,0,0,0.0331007,0.0314359,0.0268259,0.00928056,0,0,0.0125236,0,0.0112601,0.00920014,0.0358199,0.0253874,0.010778,0.00574995,0.0131632,0.0092011,0.00830369,0.00737495,0.0366602,0.00971875,0.0122886,0.0137473,0.020158,0.0351071,0.0119536,0.00869583,0.00337911,0.0388337,0.0217962,0.0260269,0.00886793,0.00310551,0,0,0.0306257,0,0.0144722,0.012657,0.0335828,0.0358049,0.0350611,0.0210596,0.00316549,0.00703751,0.0196452,0.036853,0.0151722,0.0231833,0.0348943,0.0143817,0.00514855,0.00816259,0.00485031,0.00335015,0,0,0,0,0,0,0,0,0,0.0809829,0.0894086,0,0,0,0.00846085,0
108,0.00126121,0.00369943,0,0,0,0.0320073,0.0313218,0.0276937,0.0089801,0,0,0.0126021,0,0.0113546,0.00912654,0.0359828,0.0261313,0.0108863,0.00598464,0.0135053,0.00927249,0.00803446,0.00767481,0.0365216,0.00895352,0.0119594,0.0136588,0.0194072,0.0335026,0.0121613,0.00864026,0.00329975,0.0379796,0.0218114,0.0257242,0.00874599,0.00323636,0,0,0.0305024,0,0.0144828,0.0126029,0.0332629,0.0355809,0.0349627,0.0201795,0.00310106,0.00715228,0.0187197,0.0364902,0.0145653,0.022396,0.0339455,0.0141711,0.00503586,0.00820508,0.00498701,0.00361804,0,0,0,0,0,0,0,0,0,0.0812997,0.0900458,0,0,0,0.00889237,0
109,0.00168387,0.00387967,0,0,0,0.0310696,0.0312645,0.0287828,0.00836789,0,0,0.01255,0,0.0114689,0.00896424,0.0361003,0.0271378,0.0109064,0.00623507,0.0138166,0.00940834,0.00786599,0.00807338,0.036294,0.00813527,0.0120084,0.0135625,0.0186179,0.0322782,0.0123212,0.00862443,0.00325496,0.0366418,0.0218864,0.0251555,0.00834487,0.00357144,0,0,0.0304933,0,0.0145443,0.0126496,0.0332229,0.0348697,0.0346678,0.0194972,0.00295781,0.00732691,0.0180253,0.0359619,0.0139412,0.0217464,0.0329318,0.014092,0.00504246,0.00799079,0.00514742,0.00390361,0,0,0,0,0,0,0,0,0,0.0818471,0.0903824,0,0,0,0.00940772,0
110,0.00216404,0.00423688,0,0,0,0.0306197,0.0313355,0.0298828,0.00743526,0,0,0.0123897,0,0.0115746,0.00884645,0.0362463,0.0279827,0.0108167,0.00664324,0.0142365,0.00968179,0.00779481,0.00853733,0.0361057,0.00748941,0.0124434,0.0133516,0.0178624,0.0309422,0.0124199,0.00862757,0.00326408,0.0353999,0.0219972,0.0246281,0.0078489,0.00422269,0,0,0.0306865,0,0.0145872,0.0127833,0.0334781,0.0338859,0.0342934,0.0188945,0.00286679,0.00766398,0.0176162,0.0354379,0.0134745,0.0212919,0.0316449,0.0140882,0.00514044,0.00782797,0.00543787,0.00424305,0,0,0,0,0,0,0,0,0,0.0824696,0.0903016,0,0,0,0.0100094,0
111,0.00278998,0.00488536,0,0,0,0.0305087,0.0314299,0.0306863,0.00621392,0,0,0.011963,0,0.0116642,0.00855949,0.0364726,0.0288354,0.0106417,0.00731223,0.0147352,0.0100318,0.00780484,0.00918161,0.0360242,0.00718225,0.0130827,0.0131519,0.0171092,0.0294879,0.012258,0.00866539,0.0032424,0.0341093,0.0220476,0.024129,0.00728458,0.00517122,0,0,0.0313174,0,0.0145817,0.0131532,0.0339536,0.0330605,0.0339432,0.0181717,0.00320953,0.00823035,0.017272,0.0350113,0.0130137,0.0208758,0.0301392,0.0142243,0.00527674,0.00795576,0.00604857,0.00480755,0,0,0,0,0,0,0,0,0,0.0830693,0.0897439,0,0,0,0.0109656,0
