Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTIBA,IMUR_M,RTHII,LTHIA,RTHIA
276,0.0158989,0.0148811,0,0,0,0,0,0.0194506,0.0366112,0.0260173,0.00735203,0,0,0.0132569,0,0.0139534,0.00824743,0.036634,0.0330721,0.00889455,0.00784371,0.0149794,0.0225086,0.0114216,0.0067105,0.0356475,0.0183004,0.0216816,0.020046,0.0335811,0.0246382,0.00978155,0.0120834,0.00484893,0.0162507,0.0212401,0.0199385,0.00488573,0.0145983,0,0,0.033123,0,0.0142234,0.00918191,0.0342064,0.0178572,0.0161155,0.0110349,0.0172966,0.00460025,0.0134085,0.0182498,0.00651749,0.00742797,0.00393287,0.0427722,0.0117802,0.00677656,0.00768571,0.0183122,0.013532,0,0,0,0,0,0,0,0,0.0188601,0,0,0.0096905,0
277,0.0165781,0.0163745,0,0,0,0,0,0.0211106,0.037059,0.0271633,0.00933734,0,0,0.0158708,0,0.0143099,0.00969127,0.036652,0.0338003,0.00928765,0.00868926,0.015195,0.0240845,0.0120216,0.00796121,0.0348048,0.0189407,0.0223758,0.0207253,0.0343583,0.0253633,0.0116162,0.0124149,0.00534914,0.0140808,0.0213326,0.0157553,0.00624409,0.014695,0,0,0.034028,0,0.014262,0.00961633,0.0349364,0.011882,0.012138,0.00823016,0.0183389,0.00490129,0.00803553,0.0128266,0.0054801,0.00817529,0.00373559,0.0361406,0.0126466,0.00678645,0.00765494,0.020115,0.0139241,0,0,0,0,0,0,0,0,0.0181429,0,0,0.0103094,0.0235412
278,0.0167455,0.015752,0,0,0,0,0,0.0207298,0.0367751,0.0260762,0.00800653,0,0,0.0145545,0,0.0142541,0.00905247,0.0366377,0.0321991,0.00921898,0.00800084,0.0149035,0.0235564,0.0112714,0.00707522,0.0356444,0.0182731,0.021569,0.0198906,0.0334309,0.0248657,0.01068,0.0123162,0.00502671,0.014436,0.0213761,0.0215152,0.00579908,0.0153508,0,0,0.0333675,0,0.0142923,0.00924497,0.03396,0.0194002,0.0154723,0.00841797,0.0164846,0.00421665,0.0149883,0.0190364,0.00730352,0.00940488,0.00500325,0.0357687,0.0119694,0.0064967,0.00772402,0.0193654,0.0138827,0,0,0,0,0,0,0,0,0.0174484,0,0,0.00937981,0
279,0.0170342,0.0161352,0,0,0,0,0,0.0212308,0.0369238,0.0258915,0.0082257,0,0,0.0153337,0,0.0144122,0.00950162,0.035939,0.031726,0.00921482,0.00799126,0.0153019,0.023916,0.0113564,0.0074917,0.0354266,0.0183857,0.0215867,0.0198776,0.0334165,0.0245241,0.0112372,0.0123946,0.00513441,0.0147304,0.0214838,0.0228317,0.00636073,0.0155055,0,0,0.0338914,0,0.0142688,0.00977888,0.0336461,0.0212148,0.0154777,0.00798931,0.0151987,0.00421178,0.015655,0.0192531,0.007589,0.010398,0.00532682,0.0295425,0.0122884,0.00644439,0.0076214,0.0197937,0.0140773,0,0,0,0,0,0,0,0,0.0169159,0,0,0.00966402,0
280,0.017781,0.0174317,0,0,0,0,0,0.0226002,0.0373708,0.0267138,0.00964023,0,0,0.0178557,0,0.0147858,0.010861,0.0345966,0.032293,0.00938937,0.00874542,0.0161839,0.0254474,0.0121897,0.00877283,0.0344013,0.019095,0.0223372,0.0206221,0.0341663,0.0247439,0.0130301,0.0126972,0.00562199,0.0114251,0.0215809,0.0185905,0.00811783,0.0156948,0,0,0.0352005,0,0.0142923,0.0105344,0.0341727,0.0130213,0.0127116,0.0117387,0.0156173,0.00471786,0.00784566,0.0120478,0.00953022,0.012514,0.00819072,0.0175282,0.0132965,0.00652008,0.00746701,0.0212751,0.0146932,0,0,0,0,0,0,0,0,0.015017,0,0,0.0106994,0.0238758
281,0.0176937,0.0166415,0,0,0,0,0,0.0222197,0.0370372,0.0257462,0.00832976,0,0,0.0163127,0,0.0146492,0.00998296,0.0340868,0.0310098,0.00880545,0.00810465,0.0156117,0.0247589,0.0115293,0.00791747,0.0348014,0.0184432,0.0216131,0.0199585,0.0333169,0.0243138,0.0118971,0.0125749,0.00529909,0.0173964,0.0215659,0.0254642,0.00661221,0.0160771,0,0,0.0344011,0,0.014308,0.00995133,0.0331441,0.0231918,0.015894,0.0107756,0.0135682,0.00429526,0.0162035,0.018762,0.00788636,0.0113237,0.00610062,0.0164051,0.0124826,0.00629581,0.00732813,0.0203166,0.0146372,0,0,0,0,0,0,0,0,0.0165005,0,0,0.0100451,0
282,0.0181941,0.0177923,0,0,0,0,0,0.0236932,0.0374643,0.0265845,0.00958464,0,0,0.018424,0,0.0148915,0.0111928,0.0328005,0.0315839,0.00877078,0.0088461,0.0172661,0.025903,0.0124074,0.00898175,0.0338833,0.0190776,0.0224361,0.0206578,0.0339615,0.0248744,0.013421,0.01281,0.0057315,0.0125346,0.0216516,0.020253,0.00830104,0.0162492,0,0,0.0352144,0,0.0143266,0.010505,0.033683,0.0124971,0.0134224,0.0154043,0.0154468,0.0047894,0.0076748,0.0112389,0.00967474,0.0132508,0.00864649,0.0108832,0.0131758,0.00639355,0.00728902,0.021477,0.0152359,0,0,0,0,0,0,0,0,0.0149194,0,0,0.0109277,0.0246543
283,0.0184909,0.0179163,0,0,0,0,0,0.0241844,0.0374681,0.0263576,0.00954542,0,0,0.01858,0,0.0150071,0.0113242,0.0321075,0.0309805,0.00843335,0.00865714,0.0182958,0.026124,0.0122561,0.00903949,0.0338322,0.0188935,0.0223978,0.020559,0.0336015,0.025138,0.0134305,0.0129177,0.00577919,0.01472,0.021694,0.0210268,0.00816347,0.0166747,0,0,0.0350666,0,0.0143307,0.010262,0.0336574,0.0125715,0.0137749,0.0166394,0.01564,0.0044833,0,0.0108109,0.00965413,0.0133391,0.00858206,0.0133031,0.0127675,0.00638414,0.00740832,0.0214425,0.0157923,0,0,0,0,0,0,0,0,0.015096,0,0,0.0108432,0.0247417
284,0.0188331,0.0183765,0,0,0,0,0,0.0256027,0.0376267,0.0264016,0.00974504,0,0,0.0190328,0,0.01508,0.0116953,0.0316922,0.030466,0.00783351,0.00840551,0,0.0261918,0.0121372,0.00865758,0.0340396,0.0186954,0.0221034,0.0204626,0.0331541,0.0260885,0.0138127,0.0130181,0.00595019,0.0174654,0.0217971,0.0222426,0.00824017,0.016973,0,0,0.0355743,0,0.0142842,0.0104913,0.0334394,0.0136447,0.0143803,0.0177758,0.0166801,0.00436453,0,0.0101677,0.0096605,0.0133457,0.00837029,0.0165814,0.0128626,0.00639636,0.00727249,0.021706,0.0162029,0,0,0,0,0,0,0,0,0.0152228,0,0,0.0108508,0.0245343
285,0.0190077,0.0186939,0,0,0,0,0,0.0271577,0.0376535,0.0264479,0.00966912,0,0,0.0189751,0,0.0151407,0.0117824,0.031465,0.0300464,0.00735771,0.00808817,0,0.0260298,0.0118478,0.00835795,0.0341942,0.0185795,0.0213384,0.0201157,0.032673,0.027056,0.0138235,0.0130673,0.0060032,0.0189063,0.0218158,0.0225691,0.00815797,0.0170567,0,0,0.0357951,0,0.0143435,0.0106274,0.0334447,0.0147849,0.01447,0.0192088,0.0172971,0.00434048,0,0.00976862,0.00952906,0.0129626,0.00821726,0.0179391,0.0129275,0.00640819,0.00711204,0.021789,0.0163093,0,0,0,0,0,0,0,0,0.0152744,0,0,0.0107559,0.0244241
286,0.0185575,0.0180643,0,0,0,0,0,0.0277698,0.0375013,0.0265173,0.00930501,0,0,0.0179829,0,0.01504,0.0114339,0.0313296,0.0299876,0.00721604,0.00790835,0.019439,0.0248579,0.01155,0.00833387,0.0340631,0.0183631,0.0207831,0.0198171,0.0322724,0.0275853,0.0130914,0.0129258,0.00581216,0.019069,0.0217881,0.0221323,0.00818857,0.0167778,0,0,0.0351777,0,0.0144003,0.0101313,0.0336776,0.0155085,0.0143834,0.0201392,0.0163893,0.00423909,0,0.00984296,0.00939088,0.0127016,0.00815789,0.0175789,0.0125068,0.00624091,0.00702776,0.0209746,0.0160796,0,0,0,0,0,0,0,0,0.0153953,0,0,0.0106242,0.0244209
287,0.0184167,0.0181129,0,0,0,0,0,0.0282716,0.0375263,0.0264617,0.00943862,0,0,0.0183249,0,0.0150336,0.011821,0.0312672,0.0298083,0.00665126,0.00817843,0,0.0243292,0.0113786,0.00827709,0.0340149,0.0184183,0.0207466,0.0198482,0.0321131,0.0280049,0.0131447,0.0129506,0.00590232,0.0194999,0.0218598,0.0216932,0.00841545,0.0169863,0,0,0.0351745,0,0.0144564,0.00996328,0.033571,0.0162491,0.014328,0.0192671,0.0174262,0.00364431,0,0.0104365,0.00840179,0.0122765,0.00732454,0.0175792,0.0123518,0.00611353,0.00681259,0.0209117,0.0163864,0,0,0,0,0,0,0,0,0.0159443,0,0,0.0107191,0.0240915
