Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTIBA,IMUR_M,RTHII,LTHIA,RTHIA
37,0.0168292,0.0156268,0,0,0,0,0,0.0244719,0.0351267,0.0241709,0.00853399,0,0,0.0124622,0,0.0119089,0.0073952,0.0339193,0.0244888,0.00620879,0.0071597,0.0176507,0.020617,0.0100781,0.00745139,0.0361394,0.0177428,0.0206827,0.0188007,0.0302882,0.0253732,0.00838857,0.0110741,0.00353547,0.0318532,0.0206413,0.0250631,0.00548244,0.015568,0,0,0.03022,0,0.0140762,0.00842764,0.0331137,0.0210342,0.0186505,0.0202715,0.0124568,0.00174946,0,0.0164602,0.0070448,0.0115702,0.00495459,0.0292761,0.00893946,0.00746236,0.00893811,0.017558,0.016978,0,0,0,0,0,0,0,0,0.0159786,0,0,0,0
38,0.0167686,0.0155976,0,0,0,0,0,0.0251765,0.0351557,0.0240671,0.00871,0,0,0.0122782,0,0.0119053,0.0074056,0.0340083,0.0241642,0.00580889,0.00693432,0.0185456,0.0203661,0.0102058,0.00712557,0.0363964,0.0178416,0.0207106,0.0188013,0.0301403,0.0258611,0.00814354,0.0109583,0.00352829,0.0311962,0.0207363,0.0250198,0.00584886,0.0155887,0,0,0.0303892,0,0.0141233,0.00831448,0.0326516,0.022592,0.0187833,0.0215047,0.0131132,0.0018128,0,0.0166816,0.00716414,0.0115712,0.00491414,0.0284337,0.00892778,0.00750662,0.00883481,0.0174631,0.016955,0,0,0,0,0,0,0,0,0.0161768,0,0,0,0
39,0.0166896,0.0154958,0,0,0,0,0,0.0258205,0.0349408,0.0240226,0.00900466,0,0,0.0119046,0,0.0117924,0.00719914,0.0341558,0.0239629,0.00544199,0.00669797,0.0192712,0.0199301,0.0100565,0.00668394,0.0367152,0.0180592,0.0207438,0.0188543,0.0300355,0.0263221,0.00791276,0.0109313,0.00359286,0.0301281,0.0207798,0.0253388,0.00638357,0.0156181,0,0,0.0306353,0,0.0141266,0.00845172,0.032324,0.0243108,0.0189585,0.0221316,0.0135622,0.00188961,0,0.0168273,0.00727241,0.0115323,0.00488552,0.0273027,0.00894363,0.00726383,0.008772,0.0173557,0.016954,0,0,0,0,0,0,0,0,0.0163805,0,0,0,0
40,0.0165522,0.0153872,0,0,0,0,0,0.0259287,0.0348414,0.0238447,0.00934739,0,0,0.0115235,0,0.0116597,0.00706764,0.0343958,0.0236609,0.00518708,0.00641569,0.0197023,0.0195932,0.00984701,0.00598873,0.0369323,0.0182467,0.0206983,0.0188797,0.0300059,0.0267748,0.00767898,0.0109162,0.00358177,0.0288429,0.0208172,0.025714,0.00702842,0.0155713,0,0,0.0307206,0,0.0141417,0.00842011,0.0321497,0.0259378,0.0190113,0.0224148,0.013794,0.00190765,0.0124339,0.0167733,0.0073618,0.011538,0.00491623,0.0258864,0.00891858,0.00701117,0.00870262,0.017295,0.0168613,0,0,0,0,0,0,0,0,0.0166031,0,0,0.00859638,0
41,0.0163765,0.0154106,0,0,0,0,0,0.0260215,0.0347479,0.0236812,0.00909851,0,0,0.0113671,0,0.0116043,0.00708781,0.0347781,0.0233488,0.00484719,0.00592362,0.0199255,0.0193103,0.00985842,0.00526772,0.0371707,0.0182188,0.0205169,0.0187694,0.0297127,0.0269652,0.00759786,0.0108517,0.0036309,0.028014,0.0208555,0.0262612,0.00730523,0.0155169,0,0,0.0308271,0,0.0141346,0.00833884,0.0321172,0.0279637,0.019499,0.022424,0.013833,0.00194227,0.0133016,0.0168704,0.00734697,0.0114762,0.00477226,0.0250174,0.00885041,0.00692439,0.00862254,0.017386,0.0166206,0,0,0,0,0,0,0,0,0.0168388,0,0,0.00797574,0
42,0.0161221,0.0157155,0,0,0,0,0,0.0261175,0.034977,0.0235494,0.00819777,0,0,0.0116824,0,0.0117342,0.0072121,0.0352731,0.0232893,0.00481687,0.00545898,0.0198152,0.0190916,0.00955187,0.0049364,0.0372719,0.018041,0.02022,0.0186123,0.029326,0.0269979,0.00789026,0.0109143,0.00369693,0.0270551,0.0209183,0.0264914,0.00738282,0.015372,0,0,0.0310363,0,0.0141458,0.00847272,0.0322511,0.0293705,0.0198296,0.0221358,0.0136368,0.00192955,0.0139921,0.0167865,0.00721919,0.0114419,0.00484077,0.0240689,0.00893186,0.00696385,0.00856685,0.0178517,0.0161707,0,0,0,0,0,0,0,0,0.0170179,0,0,0.00773172,0
43,0.0160945,0.0158145,0,0,0,0,0,0.0264923,0.0350446,0.0236312,0.00808831,0,0,0.0117614,0,0.0117978,0.00722618,0.0355312,0.0230863,0.0047296,0.00524607,0.0198137,0.0190092,0.00924004,0.0047111,0.0374347,0.0180359,0.0201526,0.0185866,0.0290751,0.0277424,0.00794552,0.010881,0.00371314,0.0258913,0.0209643,0.0264368,0.00785343,0.0154859,0,0,0.0312927,0,0.0141506,0.00859664,0.0322788,0.0303776,0.0202191,0.0216191,0.0132496,0.00189722,0.0139549,0.0165918,0.00699614,0.0113071,0.00510023,0.0229409,0.00901474,0.00692307,0.00846338,0.0180543,0.0160799,0,0,0,0,0,0,0,0,0.0173443,0,0,0.00814551,0
44,0.0161674,0.0162881,0,0,0,0,0,0.0279287,0.0354432,0.0240559,0.0091337,0,0,0.0132979,0,0.0119353,0.00798834,0.035023,0.0227923,0.00460908,0.00542053,0.0212693,0.0194754,0.00973978,0.00501474,0.0374341,0.0185489,0.0207575,0.0190128,0.0294394,0.0295945,0.00908061,0.0110411,0.00404939,0.0188917,0.0210787,0.0201296,0.0097006,0.0155032,0,0,0.0322201,0,0.0141087,0.00910379,0.0333171,0.0205492,0.0186578,0.0226456,0.0150794,0.00199616,0.00850574,0.0106113,0.00861995,0.0124105,0.00809304,0.0170399,0.00963392,0.00694311,0.00833166,0.0185019,0.0161924,0,0,0,0,0,0,0,0,0.0165264,0,0,0.00847667,0.0195703
45,0.0161587,0.0157425,0,0,0,0,0,0.0272258,0.0349919,0.0236993,0.00847931,0,0,0.0116745,0,0.0118259,0.00718827,0.0358099,0.0223626,0.00424626,0.0051809,0.0192937,0.0188057,0.00935655,0.00471139,0.0378239,0.0180453,0.0201758,0.0185307,0.0287856,0.0293168,0.00787896,0.0108612,0.00372032,0.0232124,0.0210285,0.025385,0.00883396,0.0158868,0,0,0.0318562,0,0.0141693,0.00871299,0.0323121,0.0303734,0.0212603,0.0202029,0.0119648,0.00194928,0.0135865,0.0154528,0.00653348,0.0107915,0.00605531,0.0208613,0.00906172,0.0067998,0.00836464,0.01806,0.0162566,0,0,0,0,0,0,0,0,0.0182376,0,0,0.00677482,0
46,0.0161493,0.0162058,0,0,0,0,0,0.0287802,0.0353703,0.0239469,0.00911143,0,0,0.0132982,0,0.011959,0.00810809,0.0352306,0.0220176,0.00398418,0.00535477,0.0203569,0.0192128,0.00948895,0.0049176,0.0378427,0.0183218,0.0206815,0.0189161,0.0291476,0.0307352,0.0091928,0.0109483,0.0040689,0.0165444,0.0211303,0.0183072,0.0102516,0.0158193,0,0,0.0326114,0,0.0141305,0.00916448,0.0334767,0.0189263,0.0199582,0.020996,0.0136557,0.00206372,0.00841921,0.0105849,0.00861579,0.0118742,0.00864025,0.0151724,0.00958058,0.00683865,0.00830547,0.0184865,0.0161058,0,0,0,0,0,0,0,0,0.0173449,0,0,0.00658184,0.01884
47,0.0164237,0.016462,0,0,0,0,0,0.0294267,0.0355304,0.0237912,0.00905988,0,0,0.0136146,0,0.0121333,0.00833738,0.0352062,0.0215096,0.00378024,0.00534497,0.020012,0.0195463,0.00901007,0.00466771,0.0379777,0.0183228,0.0206515,0.0189829,0.0290715,0.031169,0.00951711,0.0111456,0.00407568,0.0158471,0.0211234,0.017134,0.0104285,0.0160706,0,0,0.0326934,0,0.014131,0.00926112,0.033565,0.0173739,0.0203805,0.0200803,0.0132234,0.00232318,0.00850048,0.0108091,0.00871183,0.0115663,0.00883616,0.0138357,0.0096134,0.00693973,0.00827385,0.0187402,0.0162949,0,0,0,0,0,0,0,0,0.0178404,0,0,0.00634389,0.0187103
48,0.0163477,0.0164858,0,0,0,0,0,0.0299035,0.0355054,0.0236412,0.00890457,0,0,0.0137146,0,0.0121709,0.00839129,0.0351689,0.0211951,0.00360884,0.00524687,0.0193975,0.0194372,0.00869084,0.0045654,0.0379663,0.0183342,0.0206563,0.0188156,0.0288907,0.0316696,0.00966997,0.0111966,0.00413014,0.015595,0.021108,0.0162296,0.0104476,0.0161386,0,0,0.0327212,0,0.0141387,0.00925991,0.0335708,0.0158676,0.0208561,0.0189598,0.0124583,0.00251179,0.00871878,0.0109026,0.00884746,0.0113788,0.00898356,0.0131701,0.00963922,0.00709505,0.0082754,0.0187144,0.0161664,0,0,0,0,0,0,0,0,0.0183789,0,0,0.00713641,0.0185733
49,0.0161275,0.0163406,0,0,0,0,0,0.0302105,0.0355668,0.0235045,0.00864848,0,0,0.0135824,0,0.0121444,0.00828934,0.0351075,0.021034,0.00346701,0.00513682,0.0186335,0.019085,0.00851293,0.00458026,0.0378728,0.0181891,0.0206544,0.0185211,0.0286789,0.0320361,0.00969746,0.0112618,0.00412219,0.0155924,0.0211014,0.0156362,0.0103025,0.0161084,0,0,0.032666,0,0.0141354,0.00912924,0.0336128,0.014813,0.0213408,0.0176585,0.0115088,0.00241979,0.00899843,0.0109914,0.00892829,0.011187,0.00906932,0.013279,0.00956879,0.00729072,0.00832497,0.0184938,0.0158527,0,0,0,0,0,0,0,0,0.0188787,0,0,0.00663756,0.0183702
50,0.0158833,0.0161421,0,0,0,0,0,0.0309049,0.0354784,0.0236314,0.0083415,0,0,0.013443,0,0.0120263,0.00822799,0.0349507,0.0208327,0.00333183,0.00499252,0.0179793,0.0186333,0.00833398,0.00463811,0.0377486,0.0180115,0.0206822,0.0182329,0.02843,0.032598,0.00966771,0.01115,0.00412735,0.0155957,0.0210684,0.0147934,0.0101113,0.0160447,0,0,0.0326642,0,0.0141199,0.00895083,0.0337343,0.0139451,0.0217728,0.0162621,0.0106351,0.00220307,0.0092751,0.0110508,0.00880164,0.0107603,0.00896262,0.0137545,0.00949599,0.00739362,0.00841699,0.0182114,0.0156087,0,0,0,0,0,0,0,0,0.0191414,0,0,0.00742495,0.0181239
51,0.0156047,0.015847,0,0,0,0,0,0.0314955,0.0353883,0.0238213,0.00805476,0,0,0.0131982,0,0.0119137,0.00818149,0.034667,0.0206124,0.00322717,0.00484785,0.0173769,0.0180792,0.00820408,0.0047655,0.0375688,0.0178654,0.0206415,0.0182234,0.0281917,0.0333864,0.00953526,0.0110632,0.00411107,0.015486,0.0210249,0.0136595,0.00985435,0.0159544,0,0,0.0326747,0,0.0141188,0.00891124,0.0339181,0.013393,0.0222152,0.0148523,0.00972606,0.00193022,0.00931153,0.0108005,0.00879654,0.0102257,0.00910378,0.0141651,0.0094425,0.00737448,0.00851108,0.017846,0.0153008,0,0,0,0,0,0,0,0,0.0194929,0,0,0.00769162,0.0178392
52,0.015292,0.0154283,0,0,0,0,0,0.0319987,0.0353235,0.0239802,0.00779436,0,0,0.0127002,0,0.0118512,0.00795234,0.0343755,0.0206369,0.00322489,0.00474483,0.0167905,0.0175596,0.0081192,0.00495352,0.0374056,0.0177591,0.0205435,0.0183313,0.0279775,0.0341076,0.00921959,0.0110071,0.00406207,0.0150993,0.0209587,0.0122261,0.00955675,0.0158291,0,0,0.0326443,0,0.0141047,0.00880461,0.0340905,0.0140503,0.0226784,0.0135469,0.00873604,0.00161834,0.00899585,0.0102132,0.00905235,0.00952449,0.00960233,0.0146713,0.00946218,0.00731854,0.00860376,0.0173844,0.0150764,0,0,0,0,0,0,0,0,0.0201304,0,0,0.0073658,0.0174376
53,0.0149713,0.014971,0,0,0,0,0,0.0323347,0.0353014,0.0241581,0.00756776,0,0,0.0121457,0,0.0117642,0.00764738,0.0341915,0.0206801,0.00328962,0.00461462,0.0162384,0.016972,0.00807076,0.00514187,0.0372784,0.0176419,0.0205307,0.0182513,0.0278323,0.0347739,0.00884356,0.0109654,0.00397571,0.0147433,0.0208795,0.010874,0.0091664,0.0156958,0,0,0.0325485,0,0.0140885,0.00863272,0.0341974,0.015536,0.0230976,0.0124604,0.0079018,0.00126141,0.008387,0.00936294,0.00945035,0.00858379,0.0105409,0.016066,0.00947426,0.00740851,0.00872352,0.016909,0.0147943,0,0,0,0,0,0,0,0,0.0210774,0,0,0.00707735,0.0170799
54,0.0147035,0.0144688,0,0,0,0,0,0.0326639,0.0352253,0.0244098,0.00730563,0,0,0.0115769,0,0.0116462,0.00737124,0.0341141,0.0207632,0.00341914,0.00449935,0.0155612,0.0164169,0.00803753,0.00528632,0.0371243,0.0175248,0.0206736,0.018157,0.0277578,0.0351573,0.00841277,0.0108889,0.00385278,0.0148864,0.0208487,0.0100608,0.00867717,0.015598,0,0,0.0323947,0,0.0141253,0.00841881,0.0342663,0.0173722,0.023483,0.0113999,0.00742832,0.000919793,0.00749315,0.00826393,0.00984121,0.00756477,0.0116422,0.0180414,0.00919717,0.00744127,0.00883532,0.0164303,0.0145188,0,0,0,0,0,0,0,0,0.0222518,0,0,0.00697672,0.016626
55,0.0145154,0.013974,0,0,0,0,0,0.0328923,0.0351133,0.024641,0.00715589,0,0,0.0109104,0,0.0115704,0.00707727,0.0340262,0.0208324,0.00363492,0.00449804,0.0149281,0.0159293,0.00803981,0.00533489,0.0370368,0.0174661,0.0208526,0.018038,0.0276968,0.0353593,0.00787766,0.0107931,0.00376505,0.0155326,0.0207845,0.00966766,0.00819064,0.015556,0,0,0.0321405,0,0.0141397,0.00825916,0.0342972,0.0191525,0.0238791,0.0101514,0.00611406,0.000640581,0.00633848,0.00693027,0.0101622,0.00672558,0.0126433,0.020327,0.00877648,0.00758061,0.00902377,0.0159426,0.0143188,0,0,0,0,0,0,0,0,0.0239618,0,0,0.00700854,0.0162484
56,0.0143209,0.0134995,0,0,0,0,0,0.0330515,0.0349696,0.0248243,0.00706488,0,0,0.0101205,0,0.0114908,0.00675299,0.0339632,0.0208711,0.00389852,0.00448432,0.0142721,0.0154469,0.0081132,0.00536218,0.037053,0.0174266,0.0211572,0.018019,0.027626,0.0354947,0.00732101,0.010677,0.0036727,0.0166791,0.0206944,0.00914686,0.00769968,0.0155323,0,0,0.0317669,0,0.0141522,0.00808857,0.0344153,0.0202026,0.024289,0.00856605,0.00498124,0.000463386,0.00510054,0.00551322,0.0103074,0.00631612,0.0132745,0.0225654,0.00869771,0.00782388,0.009225,0.0154236,0.0141241,0,0,0,0,0,0,0,0,0.0263097,0,0,0.00711467,0.0160169
57,0.0140408,0.0130466,0,0,0,0,0,0.0332292,0.0347993,0.0250088,0.00700749,0,0,0.00932344,0,0.0113773,0.00631721,0.0339844,0.0209074,0.00414988,0.00451319,0.0136544,0.0150175,0.00823659,0.00544179,0.0371541,0.0174032,0.0211204,0.0180338,0.0275869,0.0358021,0.00681163,0.0105444,0.00360599,0.0177569,0.0205592,0.00890412,0.00727071,0.0154163,0,0,0.0314079,0,0.0141245,0.00790289,0.0345884,0.0201142,0.0246644,0.00671529,0.00430212,0.000466153,0.00405896,0.00441597,0.0104217,0.00689443,0.0135185,0.023978,0.00864465,0.0078975,0.00934704,0.0149162,0.0139776,0,0,0,0,0,0,0,0,0.0288985,0,0,0.00714365,0.0162882
58,0.0137598,0.0126044,0,0,0,0,0,0.0335103,0.0346663,0.0251812,0.00692594,0,0,0.00852665,0,0.0112514,0.00593424,0.0340623,0.0209828,0.00439855,0.0045094,0.0130299,0.0145949,0.008395,0.00556694,0.0372868,0.0173861,0.0210065,0.0181044,0.0275619,0.036038,0.00622232,0.01044,0.00357642,0.0188695,0.0204659,0.00982785,0.00688081,0.0152598,0,0,0.0310312,0,0.0141237,0.00770531,0.0348637,0.0191034,0.025059,0.00535704,0.00389559,0.000512369,0.00326778,0.0038032,0.0111863,0.008903,0.0141873,0.0244164,0.00845286,0.0078081,0.00937398,0.0144222,0.0138644,0,0,0,0,0,0,0,0,0.0316034,0,0,0.0068092,0.0169187
59,0.0135576,0.0121878,0,0,0,0,0,0.0338361,0.0345412,0.0253035,0.0068702,0,0,0.00773308,0,0.0111106,0.00558711,0.0341793,0.0210265,0.00468861,0.0044837,0.0124833,0.0142529,0.00853969,0.00564407,0.0373885,0.0173476,0.0208232,0.0181167,0.0274968,0.0361053,0.00562492,0.0103477,0.00345746,0.0202629,0.020403,0.0123206,0.00658741,0.0151581,0,0,0.0305744,0,0.0141547,0.00758665,0.0351984,0.0183157,0.0255551,0.00657218,0.00356418,0.000602825,0.00270202,0.00343714,0.0131327,0.0117747,0.016037,0.0239959,0.00823181,0.00788188,0.00945523,0.013963,0.0138268,0,0,0,0,0,0,0,0,0.0344453,0,0,0.0063636,0.0176332
60,0.0133824,0.0118119,0,0,0,0,0,0.03423,0.0344066,0.0254355,0.00686335,0,0,0.00701366,0,0.0109591,0.00526821,0.0342979,0.0208143,0.00497357,0.00439417,0.0121198,0.0139187,0.00866785,0.00551352,0.0375827,0.01728,0.020607,0.0181055,0.0273502,0.03629,0.00509809,0.0102478,0.00330193,0.0224909,0.0203333,0.0165865,0.00644113,0.0150877,0,0,0.0301958,0,0.0141657,0.00757664,0.0355399,0.0190709,0.0261466,0.0105228,0.00311854,0.000790487,0.00235723,0.0031316,0.0162088,0.014847,0.0192112,0.0233114,0.00809585,0.00800181,0.0095828,0.0135461,0.0138322,0,0,0,0,0,0,0,0,0.0371742,0,0,0.00703317,0.0181905
61,0.0131953,0.0115021,0,0,0,0,0,0.0345078,0.0342863,0.0255265,0.00693385,0,0,0.00649696,0,0.0108278,0.00502771,0.0344391,0.0205927,0.00522466,0.00431641,0.0119478,0.0135848,0.00881008,0.00541841,0.0377739,0.0172487,0.0206889,0.0180897,0.0272144,0.036554,0.004723,0.0101562,0.00319945,0.0252247,0.0202794,0.0215816,0.00643034,0.0149821,0,0,0.0299265,0,0.0141765,0.00763114,0.035806,0.0222169,0.0267126,0.0156612,0.00297099,0.00102829,0.00207983,0.00346368,0.0200124,0.0176505,0.0230749,0.0232536,0.00802952,0.00804959,0.0096991,0.0132063,0.013732,0,0,0,0,0,0,0,0,0.0390152,0,0,0.00701216,0.0184656
62,0.0130534,0.0112324,0,0,0,0,0,0.0348134,0.0341854,0.0255202,0.00704625,0,0,0.00618707,0,0.0107701,0.00491873,0.0346272,0.0204621,0.00541162,0.00429693,0.0118475,0.0133226,0.00890951,0.00537868,0.0378656,0.0172364,0.0209179,0.0180917,0.0270821,0.0370659,0.00447475,0.0100757,0.00314383,0.0272883,0.0202556,0.0262623,0.00647614,0.0148891,0,0,0.0296854,0,0.0142011,0.0077428,0.036037,0.027212,0.0271839,0.0208866,0.00287475,0.00127131,0.0021019,0.00432153,0.0240751,0.0200561,0.0270303,0.0241105,0.0080328,0.00806694,0.00979432,0.0129087,0.0136202,0,0,0,0,0,0,0,0,0.040021,0,0,0.00643109,0.0186251
63,0.0129043,0.0110259,0,0,0,0,0,0.0354249,0.0341365,0.0254439,0.00717331,0,0,0.00601491,0,0.010729,0.00490397,0.0348899,0.0202238,0.00552496,0.00425994,0.0119229,0.0130576,0.00886522,0.00529954,0.0378794,0.0172417,0.0211022,0.0181033,0.0268988,0.0378251,0.00438499,0.010026,0.00314449,0.0292216,0.0202367,0.0305863,0.00662277,0.0147646,0,0,0.0295328,0,0.0142082,0.00787718,0.0363158,0.0331454,0.0276134,0.0259547,0.0027999,0.00147782,0.00265801,0.0056016,0.0277494,0.0219387,0.0306965,0.0258615,0.00815582,0.00808946,0.00984081,0.0126831,0.0134396,0,0,0,0,0,0,0,0,0.0408147,0,0,0.00686113,0.0189253
64,0.0127282,0.0109524,0,0,0,0,0,0.0359265,0.0341398,0.0253742,0.00733687,0,0,0.00605151,0,0.0106691,0.00490222,0.0351256,0.0199321,0.0054811,0.00423816,0.0122417,0.0128767,0.00876076,0.00522554,0.0379387,0.017198,0.021191,0.0180882,0.0267007,0.0380748,0.00451628,0.0100258,0.00314961,0.0311359,0.0202059,0.0338829,0.00685975,0.0145941,0,0,0.0294335,0,0.0141995,0.00791772,0.0365943,0.0377301,0.0278978,0.0303231,0.00278829,0.00156821,0.00351111,0.00687918,0.0304513,0.0230324,0.0334621,0.0281011,0.00829089,0.00816588,0.00987863,0.0125858,0.0132123,0,0,0,0,0,0,0,0,0.0412885,0,0,0.00684595,0.0193524
65,0.0126026,0.0109344,0,0,0,0,0,0.0359764,0.0341181,0.0253838,0.00754325,0,0,0.00613404,0,0.0106352,0.00483434,0.0353195,0.0196679,0.0053878,0.00409359,0.012482,0.0128019,0.0086493,0.0051944,0.0380025,0.0171111,0.0211905,0.0180391,0.0265473,0.0379842,0.00462122,0.0100216,0.00311831,0.0321402,0.0201661,0.035202,0.00711724,0.0144625,0,0,0.0293407,0,0.0141959,0.00794186,0.0367229,0.0392838,0.0280498,0.0327861,0.00274393,0.001602,0.00404484,0.00752605,0.0316992,0.023334,0.0347221,0.0295327,0.00834373,0.00819585,0.00994258,0.012579,0.0130507,0,0,0,0,0,0,0,0,0.041375,0,0,0.00635421,0.0194323
66,0.012517,0.0109545,0,0,0,0,0,0.0358366,0.034089,0.0253161,0.00781349,0,0,0.00618499,0,0.0105899,0.00478783,0.0354904,0.0193055,0.00539622,0.00400149,0.0126021,0.0128234,0.00853561,0.00511038,0.0380454,0.0170836,0.0211658,0.0179233,0.0264398,0.0376724,0.00466567,0.0100124,0.00306857,0.0324651,0.0201422,0.035014,0.00740538,0.0143562,0,0,0.0292265,0,0.0142095,0.00802776,0.0365654,0.038383,0.0281655,0.0333689,0.00270088,0.00156776,0.00412268,0.00776464,0.0316358,0.023152,0.0346831,0.030097,0.00829696,0.00825957,0.0100241,0.0126459,0.0129296,0,0,0,0,0,0,0,0,0.0412036,0,0,0.00686508,0.0190923
67,0.0124429,0.0110608,0,0,0,0,0,0.0355778,0.0340427,0.0247251,0.00810111,0,0,0.00624889,0,0.0105493,0.00484057,0.0356082,0.0186611,0.00557798,0.00397801,0.0127277,0.0128916,0.00844297,0.00492045,0.0381168,0.0171058,0.0210951,0.0177905,0.0263861,0.0370814,0.00475342,0.00998167,0.00302506,0.0323329,0.0201263,0.0342145,0.00772133,0.014256,0,0,0.0290744,0,0.0142232,0.00813058,0.0361503,0.0366482,0.0283118,0.0327402,0.00271562,0.00144848,0.00377813,0.00795615,0.0308778,0.0227934,0.0339919,0.0302872,0.00825197,0.00836582,0.0100674,0.0127832,0.0128511,0,0,0,0,0,0,0,0,0.0409673,0,0,0.0069694,0.0188612
68,0.0123918,0.0112588,0,0,0,0,0,0.0348946,0.0340105,0.0238735,0.00834284,0,0,0.00633302,0,0.0105273,0.00489146,0.0356373,0.0178562,0.00583979,0.00411854,0.0129322,0.0130375,0.00833479,0.00477763,0.0382234,0.0171485,0.0210238,0.0176512,0.0263983,0.0362543,0.00462015,0.00994632,0.00301012,0.0314372,0.0200843,0.0327633,0.00799121,0.0142021,0,0,0.0289759,0,0.0141892,0.0082252,0.0356737,0.0342546,0.0285328,0.0310296,0.00289614,0.00125493,0.00332342,0.00794004,0.029631,0.0223341,0.0329232,0.0296518,0.00822639,0.00847062,0.0100817,0.0130023,0.0128629,0,0,0,0,0,0,0,0,0.0407132,0,0,0.00672302,0.0188869
69,0.0123505,0.011589,0,0,0,0,0,0.0341548,0.0340006,0.0230024,0.00853858,0,0,0.00639896,0,0.0105254,0.00488505,0.0356051,0.0170508,0.00606905,0.00438063,0.0131915,0.013198,0.00831683,0.00471275,0.0383226,0.0171963,0.0209926,0.0174957,0.0263862,0.0355474,0.00453522,0.00994866,0.00300495,0.0293712,0.020023,0.0305593,0.00811965,0.0140216,0,0,0.0289661,0,0.0141419,0.00831396,0.0352301,0.0314677,0.0287824,0.0283456,0.00294008,0.000946882,0.0031393,0.0076407,0.0280201,0.0216882,0.0315797,0.0277234,0.00817689,0.00841112,0.0100291,0.0132681,0.012864,0,0,0,0,0,0,0,0,0.0403995,0,0,0.00662403,0.0189866
70,0.0123384,0.0118487,0,0,0,0,0,0.0334809,0.0339386,0.0220659,0.00859478,0,0,0.00642771,0,0.0105042,0.00485724,0.035572,0.0162965,0.00622312,0.00478031,0.0133989,0.0133436,0.00837882,0.00467582,0.0384248,0.0172232,0.0209774,0.0173293,0.0263434,0.034888,0.00449641,0.00994527,0.00297548,0.0268631,0.0200116,0.0281726,0.00809227,0.0137886,0,0,0.0287545,0,0.0141726,0.00843227,0.0349379,0.0290092,0.0290537,0.0252574,0.00289265,0.000711054,0.0032441,0.00733664,0.0263117,0.0209628,0.0302341,0.0255552,0.00803726,0.00847441,0.0100007,0.0134304,0.0128436,0,0,0,0,0,0,0,0,0.0400394,0,0,0.00696893,0.0189867
71,0.0123825,0.0119724,0,0,0,0,0,0.0326718,0.0338505,0.0213596,0.00860882,0,0,0.00633788,0,0.0105039,0.00476712,0.0355539,0.0156203,0.00635334,0.00510056,0.0135452,0.0134244,0.00844332,0.00462502,0.0385956,0.0171978,0.0208735,0.0171535,0.0262537,0.034019,0.00435632,0.00993114,0.00292636,0.0251737,0.0200345,0.0259531,0.0079345,0.0135989,0,0,0.0284437,0,0.0142134,0.00846734,0.0348075,0.0270457,0.0293947,0.0222122,0.00283047,0.000631248,0.00326345,0.00722195,0.0247995,0.0203852,0.0290663,0.024752,0.00790955,0.00848316,0.00995691,0.0135151,0.012858,0,0,0,0,0,0,0,0,0.0398798,0,0,0.00710977,0.0188331
72,0.0124701,0.0120091,0,0,0,0,0,0.0317442,0.0337072,0.020719,0.0085687,0,0,0.00608967,0,0.0104803,0.00459634,0.0356003,0.0154026,0.00650329,0.00557444,0.0136616,0.0134443,0.00849536,0.00460541,0.0387305,0.0171495,0.0207097,0.0170053,0.0261479,0.0328822,0.00413817,0.00990845,0.00286608,0.024586,0.0200192,0.0238972,0.00775501,0.0134704,0,0,0.0280019,0,0.0142111,0.00837827,0.0347716,0.0267666,0.0297551,0.0194148,0.00271056,0.000725549,0.00284837,0.00714947,0.0237869,0.019901,0.0280792,0.0250083,0.00775716,0.0083592,0.00991592,0.0135973,0.012943,0,0,0,0,0,0,0,0,0.0399234,0,0,0.007147,0.0185252
73,0.0125732,0.0120105,0,0,0,0,0,0.0307398,0.0335662,0.0201545,0.0085655,0,0,0.00567605,0,0.0104646,0.00431462,0.0357732,0.0155336,0.00666922,0.00600799,0.0138267,0.0134066,0.00852468,0.00473954,0.0388072,0.0171206,0.0205446,0.0168222,0.0260175,0.0315724,0.00385979,0.00984295,0.00284975,0.0255581,0.0199761,0.0227799,0.00772929,0.0133734,0,0,0.0273759,0,0.0141829,0.00816835,0.0347048,0.0281363,0.0301478,0.0175548,0.00254144,0.00103026,0.00211866,0.00703662,0.0232291,0.0195215,0.0272369,0.025837,0.00755919,0.00818508,0.00983448,0.0136845,0.0130522,0,0,0,0,0,0,0,0,0.0401916,0,0,0.00703988,0.0180756
