Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHII,IMUR_M,RTHII,LTHIA,RTHIA
225,0.0100789,0.0063372,0,0,0,0,0,0.0254793,0.0340966,0.0292105,0.00417139,0,0,0.022094,0,0.0134972,0.0153718,0.0393792,0.0326925,0.00641185,0.0090252,0.0115358,0.0225745,0.0111465,0.0347209,0.00666396,0.0151275,0.0141695,0.0144834,0.0196122,0.0266754,0.0100764,0.00639937,0.00637547,0.0218851,0.00620015,0.00454735,0.0105907,0,0,0.0362398,0,0.0144053,0.0128904,0.0336742,0.010121,0.0275353,0.00853288,0.00511483,0.0150441,0.013396,0.016725,0.0104929,0.0350615,0.00872165,0.00832867,0.00720652,0.0186961,0.00340109,0.00671087,0.00606626,0.011199,0,0,0,0,0,0,0,0,0.0142782,0,0,0.0164132,0.0148251
226,0.0105791,0.00654603,0,0,0,0,0,0.0259267,0.034266,0.0292317,0.00401644,0,0,0.0220367,0,0.0135669,0.0149714,0.0405157,0.0337139,0.00649619,0.0102155,0.011975,0.0229349,0.0119906,0.0352713,0.0069303,0.0161458,0.0143187,0.0144188,0.0248021,0.0264251,0.0101991,0.00649116,0.00652354,0.0219758,0.00675018,0.00403601,0.0113013,0,0,0.037361,0,0.0143871,0.013455,0.033747,0.00972918,0.0275577,0.00919543,0.00611515,0.0152638,0.0138619,0.0170107,0.0102728,0.034967,0.00883843,0.00825978,0.00639892,0.0189616,0.00344249,0.00666859,0.00643821,0.0115064,0,0,0,0,0,0,0,0,0.0153262,0,0,0.0181774,0.0145314
227,0.0112141,0.00687837,0,0,0,0,0,0.0266255,0.0344176,0.0289167,0.0042126,0,0,0.022001,0,0.0136806,0.0145953,0.0416045,0.0349375,0.0066598,0.0115325,0.012449,0.0232836,0.0130228,0.0360439,0.00726843,0.0167786,0.0142226,0.0145917,0.0314545,0.026232,0.0103276,0.00655696,0.00653285,0.0220651,0.00678251,0.00376134,0.0121242,0,0,0.0384769,0,0.0143974,0.0140761,0.0338257,0.00946283,0.0275902,0.00961397,0.00724329,0.0156191,0.0141354,0.0173472,0.010024,0.0351343,0.00884401,0.00834969,0.0052938,0.0193412,0.0035907,0.00676058,0.00694913,0.0119722,0,0,0,0,0,0,0,0,0.0163533,0,0,0.0199642,0.0144497
228,0.0119221,0.00732658,0,0,0,0,0,0.0273265,0.0345489,0.0288742,0.00471548,0,0,0.0219311,0,0.0138443,0.0142131,0.0426391,0.0373501,0.00680225,0.0129961,0.0129161,0.0236389,0.014143,0.0368187,0.00740641,0.0170097,0.01392,0.0150345,0.0389487,0.0260311,0.0104508,0.00670144,0.00675323,0.0221724,0.00665959,0.0037434,0.0128345,0,0,0.0395229,0,0.0144614,0.0146789,0.0339,0.0093336,0.0274002,0.00959762,0.00845985,0.0161077,0,0.0176327,0.00977303,0.0353002,0.00888287,0.00851592,0.00460562,0.0197766,0.00376113,0.0068725,0.00749949,0.0125383,0,0,0,0,0,0,0,0,0.0172439,0,0,0.0215666,0.0143833
229,0.0124695,0.00770078,0,0,0,0,0,0.0279579,0.0346964,0.0294173,0.00528935,0,0,0.0218242,0,0.013861,0.0138635,0.0434519,0.0410499,0.00702467,0.0146004,0.0133729,0.0237741,0.0152177,0.0373331,0.00761962,0.0171915,0.0136071,0.015525,0.0448497,0.0257198,0.0105537,0.0068236,0.00657652,0.0222654,0.00650674,0.00406634,0.0133945,0,0,0.040248,0,0.0145431,0.0150431,0.0338787,0.00976385,0.0273194,0.0087555,0.00982627,0.0165563,0.0143094,0.0172149,0.00937882,0.0351574,0.00884248,0.00890442,0.00391325,0.0201515,0.0039397,0.00688994,0.00788799,0.0129944,0,0,0,0,0,0,0,0,0.0177839,0,0,0.0228808,0.0143285
230,0.0129713,0.00812956,0,0,0,0,0,0.0285351,0.0348648,0.0302768,0.00588967,0,0,0.0216745,0,0.013911,0.0135359,0.0440176,0.0444269,0.0072113,0.0159751,0.0140771,0.0239019,0.0161953,0.0376153,0.00771924,0.0173204,0.0135814,0.0159268,0.0475581,0.0254055,0.0106548,0.00692142,0.00635601,0.022311,0.00656087,0.0046823,0.0138739,0,0,0.040865,0,0.0145718,0.0154096,0.0337017,0.0101338,0.0270356,0.00775507,0.0113443,0.0169332,0.0136702,0.0165497,0.00910178,0.0349512,0.00870201,0.00918301,0.00331938,0.0206089,0.00412984,0.00702401,0.0082372,0.013416,0,0,0,0,0,0,0,0,0.0180156,0,0,0.024499,0.0142815
231,0.0134718,0.00855031,0,0,0,0,0,0.0283727,0.0349917,0.0305079,0.00638788,0,0,0.0215441,0,0.014011,0.0132262,0.0439283,0.0461046,0.00730821,0.0171346,0.0146308,0.024047,0.017178,0.0375882,0.00764255,0.0174514,0.0136248,0.0162828,0.0486411,0.0251327,0.0107457,0.00697302,0.00619726,0.022304,0.00668532,0.0054127,0.0141873,0,0,0.041353,0,0.0145649,0.0157588,0.0334228,0.0103074,0.02669,0.00686041,0.0127055,0.017227,0.0125373,0.0156618,0.00884474,0.0346806,0.00843702,0.00917731,0.00287314,0.0210393,0.0043324,0.0070499,0.00856648,0.0137615,0,0,0,0,0,0,0,0,0.0181645,0,0,0.0259215,0.0142079
232,0.0138587,0.00906444,0,0,0,0,0,0.0281988,0.0350977,0.0303514,0.00688884,0,0,0.0214383,0,0.0141065,0.0130153,0.0431659,0.0471397,0.00730239,0.0182132,0.01512,0.0242582,0.0181185,0.037259,0.00761087,0.0175686,0.0136761,0.016545,0.0494935,0.0248754,0.0108481,0.00700712,0.00619092,0.0222579,0.00687813,0.00602569,0.0143747,0,0,0.0417106,0,0.0145373,0.0159899,0.0330668,0.0103582,0.0262755,0.00596346,0.0139525,0.0174445,0,0.0147551,0.00864181,0.0344671,0.00840347,0.00879803,0.00260721,0.0212763,0.00460473,0.007015,0.00898579,0.0140741,0,0,0,0,0,0,0,0,0.0184565,0,0,0.0269805,0.0141473
233,0.0140911,0.00951762,0,0,0,0,0,0.0286888,0.0352321,0.0305926,0.00729003,0,0,0.0214474,0,0.0142108,0.0129002,0.0420409,0.0480379,0.00729553,0.01916,0.0155721,0.0244471,0.0187929,0.0367937,0.00780194,0.0176555,0.0134915,0.0166616,0.0505375,0.0246502,0.0109686,0.0070836,0.00626557,0.0222206,0.00749042,0.00654753,0.0144359,0,0,0.0419509,0,0.0144873,0.0160829,0.0327224,0.0109268,0.0261098,0.0046953,0.0150232,0.0175183,0.0117709,0.01361,0.00843807,0.0341553,0.00833623,0.00862019,0.00246917,0.0212945,0.00483016,0.00714922,0.00937649,0.014304,0,0,0,0,0,0,0,0,0.0187859,0,0,0.0275256,0.0141347
234,0.014292,0.00991753,0,0,0,0,0,0.0295571,0.0353578,0.031313,0.00769236,0,0,0.021497,0,0.0143549,0.0129018,0.0407758,0.0486488,0.00723029,0.019799,0.0159722,0.0246324,0.0192412,0.0362591,0.00789295,0.0175672,0.0134325,0.0167569,0.0516379,0.0245326,0.0110699,0.00711124,0.00664448,0.022175,0.00783145,0.00679519,0.014457,0,0,0.0419503,0,0.0144463,0.0160214,0.0323854,0.0114295,0.0258945,0.0039756,0.015799,0.0175894,0.0119056,0.0127831,0.0082986,0.0339054,0.00819252,0.0085415,0.00229453,0.0212604,0.00500765,0.00727526,0.00969717,0.0145805,0,0,0,0,0,0,0,0,0.0191462,0,0,0.0279065,0.0141576
235,0.0144183,0.0100934,0,0,0,0,0,0.0304531,0.0354651,0.0319598,0.00811478,0,0,0.0216029,0,0.014486,0.0130288,0.0398928,0.0489601,0.00726049,0.0201772,0.0163787,0.0246389,0.0195388,0.035796,0.0079911,0.0174341,0.0134474,0.0167718,0.0524221,0.0244005,0.011149,0.00714974,0.00696489,0.0221681,0.00836535,0.0069826,0.0144447,0,0,0.041914,0,0.0144068,0.0159824,0.0321327,0.012153,0.0258016,0.00357214,0.0164577,0.0175637,0.0116278,0.0118455,0.00812848,0.0336393,0.00814895,0.00864372,0.00244183,0.0212643,0.00515247,0.00727731,0.00984806,0.0147775,0,0,0,0,0,0,0,0,0.019474,0,0.00921127,0.0284754,0.0142188
236,0.0146101,0.01023,0,0,0,0,0,0.0309096,0.0356066,0.0318472,0.00860801,0,0,0.0217674,0,0.014424,0.0131558,0.0396848,0.0483958,0.00700248,0.0202201,0.0174477,0.0244117,0.0195018,0.0358073,0.00791506,0.0174301,0.0133161,0.0166725,0.0523041,0.0241406,0.0112028,0.00727827,0.0105648,0.0221809,0.00576759,0.00824588,0.0145549,0,0,0.0422736,0,0.0143376,0.0161621,0.0303009,0.0123796,0.0266447,0.0118099,0.0174037,0.017641,0.0116335,0.0139856,0.00908909,0.0309682,0.00527651,0.0112262,0.0116139,0.0213664,0.0054934,0.00731134,0.0100358,0.0149717,0,0,0,0,0,0,0,0,0.0195593,0,0.0140955,0.0286465,0
237,0.014723,0.010048,0,0,0,0,0,0.0312057,0.0356822,0.0319517,0.00914065,0,0,0.0220665,0,0.0143931,0.013386,0.039017,0.0483487,0.00766168,0.0202377,0.0170741,0.0244927,0.0195414,0.0347937,0.00786771,0.0171954,0.0133999,0.0165931,0.0525475,0.0241502,0.0112211,0.00739135,0.00706244,0.0221648,0.00861562,0.00700495,0.0146021,0,0,0.0422829,0,0.0142783,0.0161604,0.032061,0.0127064,0.025162,0.00416298,0.0176696,0.0175825,0.0113784,0.0109968,0.00800251,0.0332059,0.00798759,0.00893658,0.00393645,0.0212804,0.00561531,0.00738019,0.00985137,0.0151519,0,0,0,0,0,0,0,0,0.0197637,0,0.00783052,0.0284124,0.0143111
238,0.0147641,0.0101707,0,0,0,0,0,0.0307174,0.035751,0.0313919,0.00964873,0,0,0.0221594,0,0.0144303,0.0134751,0.0388785,0.047303,0.00794563,0.0196613,0.0175414,0.0244429,0.0191553,0.0343141,0.0074377,0.0164322,0.013583,0.0164414,0.0516838,0.0239645,0.0112432,0.00744633,0.00754273,0.0222098,0.0087728,0.0070669,0.0145677,0,0,0.0425747,0,0.0142814,0.0162658,0.032138,0.0129097,0.0247393,0.00464271,0.0183283,0.0176717,0.0105791,0.0106186,0.00789646,0.0329464,0.00786552,0.00911487,0.0045634,0.0214439,0.00547101,0.00753479,0.00996082,0.0153249,0,0,0,0,0,0,0,0,0.0194824,0,0.00742298,0.0273658,0.0143446
239,0.014839,0.0102608,0,0,0,0,0,0.0307249,0.0358116,0.0306469,0.0101678,0,0,0.0223333,0,0.0145198,0.0135864,0.0389659,0.0460605,0.00833059,0.0185904,0.0178465,0.0243893,0.0184944,0.0338821,0.00667966,0.0153805,0.013811,0.0162256,0.0505393,0.023885,0.0112742,0.00743867,0.00802304,0.0222517,0.00910676,0.00716926,0.0145015,0,0,0.0426981,0,0.0142564,0.016204,0.0323328,0.0135219,0.0243409,0.00524672,0.019004,0.017664,0.010105,0.00992981,0.0078084,0.0327507,0.00780914,0.00922548,0.00570001,0.0213999,0.00544465,0.00764083,0.0100372,0.0153679,0,0,0,0,0,0,0,0,0.0189143,0,0.00678782,0.0258731,0.0144773
240,0.0149703,0.0103844,0,0,0,0,0,0.0307002,0.0358725,0.0299172,0.0107882,0,0,0.0225629,0,0.0145693,0.0137214,0.0393381,0.0448275,0.00876521,0.0172604,0.0181499,0.0243895,0.0178287,0.0335311,0.0059013,0.0142354,0.0140115,0.01594,0.0492369,0.0238096,0.0113134,0.00751957,0.00878121,0.0222982,0.00945076,0.00728861,0.0144672,0,0,0.0428896,0,0.0142511,0.0161989,0.032603,0.0141839,0.0239084,0.0058507,0.0196597,0.0176437,0,0.00905228,0.00769805,0.0326932,0.00766128,0.0093487,0.00692354,0.0213093,0.00567201,0.00780174,0.0101983,0.0153219,0,0,0,0,0,0,0,0,0.0181823,0,0.00619589,0.0242959,0.0146133
241,0.0150334,0.0105042,0,0,0,0,0,0.0301882,0.0359522,0.0291699,0.0113317,0,0,0.0228667,0,0.0145236,0.013806,0.0398944,0.0435948,0.00928134,0.0156728,0.018404,0.024393,0.0170266,0.033282,0.00523228,0.0131193,0.0142813,0.0156516,0.0482047,0.0237506,0.0113612,0.00768245,0.00899307,0.022343,0.00947179,0.00749727,0.0144508,0,0,0.0431042,0,0.0142339,0.0162978,0.0329513,0.0149404,0.0236137,0.00663385,0.020267,0.0175696,0.00915698,0.00825494,0.00784745,0.0322079,0.0077567,0.0097983,0.00756886,0.0214037,0.00582116,0.00782489,0.0103565,0.0153678,0,0,0,0,0,0,0,0,0.0174429,0,0.00567811,0.0223457,0.0146175
242,0.0150278,0.0106037,0,0,0,0,0,0.0299049,0.036014,0.0281918,0.0118063,0,0,0.0232327,0,0.0144997,0.0139119,0.0404344,0.0420813,0.00969786,0.0136959,0.0182342,0.0244895,0.0160822,0.032988,0.00465097,0.0119862,0.0143672,0.0153979,0.0473103,0.0237715,0.0114106,0.00779376,0.00900797,0.0223668,0.00950694,0.00760496,0.01442,0,0,0.0432571,0,0.0142276,0.0163996,0.0331567,0.0155014,0.0232913,0.00718414,0.0205103,0.0175345,0.00890976,0.00772289,0.00820398,0.0317531,0.0081347,0.0101618,0.0079501,0.0215597,0.00562816,0.0078432,0.0105388,0.0155355,0,0,0,0,0,0,0,0,0.0166307,0,0.00545867,0.0203765,0.0145789
243,0.0151286,0.010697,0,0,0,0,0,0.029776,0.0360592,0.0271855,0.0121463,0,0,0.0235603,0,0.0145213,0.0140224,0.0408653,0.0402933,0.00997739,0.0112822,0.0178756,0.024615,0.0147737,0.0325747,0.00436981,0.0110929,0.0145525,0.0151077,0.0464362,0.0238711,0.0114607,0.00786274,0.00924847,0.022376,0.00951553,0.00773692,0.0144846,0,0,0.0433045,0,0.0142304,0.0163916,0.0333284,0.0158798,0.023019,0.00761662,0.0204706,0.0175524,0.00870056,0.00735512,0.00826671,0.0315888,0.00823676,0.0102074,0.00871336,0.0216475,0.00579421,0.00781598,0.0107377,0.0156703,0,0,0,0,0,0,0,0,0.0156885,0,0.00551808,0.0186355,0.0147357
244,0.0153771,0.0108284,0,0,0,0,0,0.0298768,0.0361233,0.0260219,0.0125427,0,0,0.0238439,0,0.0145285,0.014067,0.0412251,0.0377473,0.0102455,0.00775432,0.0177589,0.0247923,0.01297,0.0319603,0.00538584,0.0102631,0.0151215,0.0146769,0.0452856,0.0239758,0.0115229,0.00797764,0.00974804,0.0223999,0.00967659,0.00792189,0.0146948,0,0,0.0434811,0,0.0142395,0.0164907,0.0334225,0.016201,0.0228264,0.00800024,0.0203605,0.0176389,0.00850432,0.00704275,0.00827818,0.0316207,0.00817903,0.0101375,0.00981969,0.0217739,0.00607651,0.00782039,0.0108919,0.0159897,0,0,0,0,0,0,0,0,0.0144376,0,0.00543552,0.0158778,0.0149334
245,0.01592,0.0111463,0,0,0,0,0,0.0299922,0.0362891,0.0239532,0.0133902,0,0,0.0241863,0,0.0145843,0.0139236,0.0417505,0.0336723,0.0108074,0.0075035,0.0183886,0.0251553,0.0118062,0.0316454,0.0100696,0.0110013,0.0165728,0.0137557,0.0428661,0.0240691,0.0116535,0.00814312,0.00989801,0.0225024,0.0102098,0.00827278,0.015254,0,0,0.0440375,0,0.0142483,0.016786,0.0333987,0.016973,0.0226648,0.00856283,0.0206724,0.017892,0.00832407,0.00656148,0.00864615,0.0314085,0.00837175,0.0106423,0.0104383,0.0221616,0.00621967,0.00777531,0.0111566,0.0168474,0,0,0,0,0,0,0,0,0.0142825,0,0.00530303,0.0141647,0.0150066
246,0.0162682,0.0113367,0,0,0,0,0,0.0301983,0.0364039,0.0234527,0.0139529,0,0,0.0246113,0,0.0147075,0.0138189,0.0417842,0.0328275,0.0111819,0.0116107,0.0186868,0.0256047,0.0137758,0.0320792,0.0132689,0.0124434,0.017509,0.0130867,0.0418111,0.0243032,0.0117764,0.00832221,0.0102813,0.0225608,0.0108683,0.0085859,0.0156108,0,0,0.0445104,0,0.0142852,0.0170373,0.033438,0.0174709,0.0225398,0.00914953,0.0207729,0.0180641,0.00806136,0.00589586,0.00882385,0.0313199,0.00838836,0.0109591,0.0112066,0.0225054,0.00629364,0.00780513,0.0113016,0.0173463,0,0,0,0,0,0,0,0,0.015696,0,0.00473185,0.0164645,0.0150975
247,0.0164699,0.0114176,0,0,0,0,0,0.0300795,0.0364331,0.0232086,0.0142973,0,0,0.0249611,0,0.0147929,0.0137976,0.0416844,0.032917,0.0113275,0.0148627,0.0185391,0.0259842,0.0153681,0.03226,0.0154988,0.0136862,0.0180492,0.0125924,0.0410284,0.0246239,0.0118295,0.00845231,0.0108522,0.0225668,0.0110422,0.00889485,0.0157826,0,0,0.0446032,0,0.0143063,0.0171105,0.0334342,0.0175799,0.0224208,0.00968783,0.0206478,0.0181069,0.00781258,0.00529124,0.00871702,0.0313339,0.00817695,0.0109975,0.0122194,0.0226486,0.00637296,0.0078132,0.0113537,0.0175071,0,0,0,0,0,0,0,0,0.017062,0,0.00394357,0.0195116,0.0150746
248,0.0166373,0.0114331,0,0,0,0,0,0.0295696,0.0364463,0.0229967,0.0144369,0,0,0.0252186,0,0.0147769,0.0138206,0.0415738,0.0332775,0.0114862,0.0177132,0.0181803,0.026246,0.0162216,0.0319872,0.017341,0.0151803,0.0185702,0.0121788,0.0400726,0.0249027,0.0118826,0.00850841,0.0111701,0.0225486,0.0110424,0.00913416,0.0158722,0,0,0.0444818,0,0.0143102,0.0170304,0.0333829,0.0178716,0.0222509,0.0102914,0.0204623,0.01816,0.00746672,0.00465085,0.00874572,0.0311501,0.00801406,0.0111772,0.0129605,0.0226529,0.00643601,0.00776334,0.0113474,0.0176576,0,0,0,0,0,0,0,0,0.0181804,0,0.00360451,0.0229552,0.0149504
249,0.0167193,0.011338,0,0,0,0,0,0.029141,0.0364539,0.0230368,0.0144998,0,0,0.0255783,0,0.0146776,0.0140246,0.0412285,0.0323937,0.0115385,0.0200049,0.017763,0.0264746,0.0181336,0.0314967,0.0187477,0.0166781,0.0195475,0.0118667,0.0390152,0.0252192,0.0119515,0.00860387,0.0117588,0.0225358,0.0111249,0.00928861,0.0158982,0,0,0.0443696,0,0.0143005,0.0168378,0.0332554,0.0180267,0.0221294,0.0109951,0.0202564,0.0181144,0.0070841,0.00388691,0.00871282,0.0311244,0.007777,0.011138,0.0139387,0.0225214,0.00642347,0.007713,0.0111661,0.0177476,0,0,0,0,0,0,0,0,0.0189659,0,0.00343651,0.026255,0.0149712
250,0.0180893,0.0109159,0,0,0,0,0,0.0291275,0.0363247,0.0231107,0.0144766,0,0,0.0289942,0,0.0140825,0.0159719,0.0406379,0.0317505,0.0113753,0.0217733,0.0174997,0.0277663,0.0200801,0.0310173,0.019684,0.0177349,0.0199859,0.0117008,0.0378131,0.0276877,0.0119875,0.00935287,0.0121798,0.0223767,0.0111349,0.00938638,0.0168742,0,0,0.0449632,0,0.0141469,0.0166651,0.0331968,0.0180616,0.0219903,0.0115015,0.0202812,0.0180581,0.00679291,0.00327461,0.0086203,0.030992,0.00773146,0.0110163,0.0145607,0.0224628,0.00671014,0.00795605,0.00979003,0.0190444,0,0,0,0,0,0,0,0,0.0202344,0,0.00338553,0.0291654,0.014991
251,0.0180771,0.0106975,0,0,0,0,0,0.029187,0.0362702,0.0234026,0.0143888,0,0,0.0292347,0,0.014034,0.0162174,0.0398844,0.0318108,0.0112653,0.0231578,0.0172888,0.0277004,0.0216517,0.0306843,0.0200032,0.0182966,0.0197808,0.0116567,0.0369294,0.0277167,0.0119535,0.00942169,0.0124532,0.0223697,0.0110032,0.00941631,0.0167455,0,0,0.0446163,0,0.0141663,0.0164011,0.0332509,0.0180329,0.0220279,0.0119863,0.0202907,0.017962,0.00650524,0.00268115,0.00838108,0.0308977,0.00760161,0.0108577,0.0150543,0.0222079,0.00656783,0.00797156,0.0093392,0.0191421,0,0,0,0,0,0,0,0,0.022214,0,0.00343336,0.0315877,0.015086
252,0.018126,0.0105134,0,0,0,0,0,0.0292344,0.0361936,0.024201,0.0142158,0,0,0.0296244,0,0.0139233,0.0165828,0.0392857,0.0320574,0.0112355,0.024027,0.0170726,0.0276748,0.0224332,0.0304514,0.0203877,0.0185673,0.0195041,0.011784,0.0358367,0.0277873,0.0119075,0.00950414,0.0127143,0.0223964,0.0108381,0.00945645,0.0166517,0,0,0.0442297,0,0.0141826,0.0161374,0.0332773,0.0177756,0.0220799,0.0125464,0.0203374,0.0177297,0.00621508,0.00215217,0.00828472,0.0307458,0.00745827,0.0107057,0.015515,0.0219887,0.0063675,0.00797569,0.00890449,0.0192482,0,0,0,0,0,0,0,0,0.0225511,0,0.00357589,0.0333591,0.0151387
253,0.0181915,0.0104143,0,0,0,0,0,0.0295542,0.0361601,0.0252802,0.0139063,0,0,0.0299409,0,0.0138409,0.0168894,0.0389818,0.0322521,0.0112963,0.0242075,0.016882,0.0276383,0.0222734,0.0302524,0.0211712,0.0184035,0.019192,0.0120389,0.0349771,0.0277955,0.0119008,0.00957495,0.0127018,0.0223921,0.0105142,0.00952613,0.0165415,0,0,0.0440073,0,0.0141791,0.0160629,0.0332558,0.0172772,0.0219483,0.0129915,0.0205187,0.0176021,0.00590252,0.0017547,0.00817851,0.0305716,0.00743858,0.0104645,0.0155868,0.0218779,0.00627027,0.00794857,0.00861396,0.0192763,0,0,0,0,0,0,0,0,0.0223927,0,0.0036976,0.0343134,0.0151834
254,0.0182929,0.0102143,0,0,0,0,0,0.029698,0.0361076,0.025983,0.0135904,0,0,0.0303764,0,0.0137154,0.0173156,0.039026,0.0319605,0.0112517,0.023803,0.0168192,0.0275457,0.0218003,0.0301183,0.0207716,0.0181951,0.0186522,0.0122979,0.0339317,0.0279618,0.0118749,0.00969592,0.0126148,0.0223491,0.0104981,0.00959582,0.0164295,0,0,0.0437642,0,0.0141437,0.0159551,0.0332883,0.0169037,0.0218316,0.0135687,0.0207508,0.0174902,0.00559971,0.00137896,0.00809178,0.0304699,0.00739434,0.0103406,0.0153761,0.0216365,0.00621317,0.00797177,0.00813705,0.0192576,0,0,0,0,0,0,0,0,0.0210037,0,0.00396302,0.034639,0.015222
255,0.0200482,0.0100338,0,0,0,0,0,0.029451,0.0357834,0.0261125,0.0131045,0,0,0.0332457,0,0.0132194,0.0193637,0.0393264,0.0313804,0.0109505,0.0227347,0.0169522,0.0283939,0.0212131,0.0300399,0.0199107,0.0182902,0.0178621,0.0125165,0.0324925,0.0299,0.0117464,0.0104699,0.0126121,0.022271,0.0104781,0.00961111,0.0173536,0,0,0.0432378,0,0.0141598,0.0156429,0.0333833,0.0164135,0.0217097,0.01403,0.0209863,0.0173527,0.00544626,0.00121559,0.00807844,0.0304707,0.00737861,0.0101922,0.0154514,0.0213557,0.00624566,0.00813666,0.00642083,0.0208164,0,0,0,0,0,0,0,0,0.0198106,0,0.00423563,0.0342538,0.0151634
256,0.0201583,0.00982759,0,0,0,0,0,0.0305646,0.0356742,0.0273466,0.0125177,0,0,0.0335703,0,0.0131267,0.0197773,0.0398598,0.0319826,0.0107081,0.0213502,0.0167199,0.0283401,0.0196231,0.0302717,0.0191619,0.0185893,0.0175772,0.0133114,0.0325777,0.0301585,0.0116891,0.0105197,0.0127355,0.0222602,0.0101665,0.00947492,0.0172124,0,0,0.0428329,0,0.014191,0.0153706,0.0334375,0.01566,0.0217006,0.0141949,0.0207499,0.0171371,0.00548357,0.00113513,0.0080263,0.0305596,0.00741908,0.0100992,0.0159,0.0212812,0.00620647,0.00805248,0.00599042,0.0208962,0,0,0,0,0,0,0,0,0.0185218,0,0.00429848,0.0330189,0.0149876
257,0.0202834,0.00976002,0,0,0,0,0,0.0324004,0.0355442,0.028754,0.0117625,0,0,0.033851,0,0.0130486,0.0201634,0.0405212,0.0326754,0.01055,0.0193011,0.016224,0.0283671,0.0174125,0.030632,0.018033,0.0185467,0.0174532,0.0143893,0.0338505,0.0304561,0.0116362,0.0105713,0.0130803,0.0222119,0.010059,0.00930125,0.0172014,0,0,0.0423333,0,0.0141925,0.0150455,0.0335127,0.0152171,0.021686,0.0145129,0.0204347,0.0169426,0.00540241,0.00110228,0.00803626,0.0306305,0.00753773,0.00999461,0.0163886,0.0213246,0.0061266,0.00786569,0.00570436,0.0210527,0,0,0,0,0,0,0,0,0.0164737,0,0.00451566,0.0306451,0.0148257
258,0.0196532,0.0100728,0,0,0,0,0,0.0282443,0.0350515,0.0285602,0.00928135,0,0,0.0337221,0,0.0128155,0.021581,0.0395164,0.036802,0.0107271,0.00283453,0.0124195,0.0280388,0,0.0321786,0.00773804,0.0124253,0.0147103,0.0216717,0.0370799,0.0310906,0.0112954,0.0103879,0.0130759,0.0220046,0.00974256,0.00888616,0.0161537,0,0,0.0396395,0,0.0142005,0.0134404,0.0339445,0.0141564,0.021966,0.0145935,0.0176232,0.0163346,0.00515521,0.00139521,0.00774468,0.0306187,0.00759657,0.00968182,0.0161746,0.0201567,0.00568955,0.00766256,0.00609135,0.0203996,0,0,0,0,0,0,0,0,0.00797193,0,0.00481492,0.011406,0.0146706
259,0.0198219,0.0100658,0,0,0,0,0,0.030012,0.034948,0.0304392,0.00872715,0,0,0.0339538,0,0.0127455,0.0218103,0.0404003,0.0382845,0.010778,0.0014887,0.0121209,0.0280875,0.00782332,0.0329871,0.0087871,0.0136351,0.015121,0.0232203,0.0372544,0.0312507,0.0112519,0.0104354,0.0133225,0.0220079,0.00966806,0.00888423,0.0161882,0,0,0.0393285,0,0.0142238,0.013322,0.0341801,0.0140695,0.02203,0.0148162,0.0173736,0.016316,0.00518629,0.00132964,0.00776235,0.0305956,0.00771645,0.00986777,0.0168612,0.0199063,0.00553342,0.00766502,0.00596209,0.0204881,0,0,0,0,0,0,0,0,0.00621788,0,0.00499608,0.00966616,0.0143972
260,0.0199276,0.0100324,0,0,0,0,0,0.0327109,0.0348922,0.0323333,0.00830868,0,0,0.0342159,0,0.0126754,0.0219051,0.0412574,0.0397203,0.0107569,0.00163074,0.0119259,0.0281914,0.00741151,0.0339043,0.0102004,0.014934,0.0159919,0.0245826,0.0380306,0.0313627,0.0112498,0.0105049,0.0136441,0.0220343,0.00948522,0.00893813,0.0162072,0,0,0.0391236,0,0.0142662,0.0132449,0.0344913,0.0140476,0.0219663,0.014809,0.0172317,0.0164696,0.00524113,0.00112709,0.00785324,0.0305543,0.00778483,0.00996421,0.0176026,0.0197816,0.00538933,0.00762452,0.0058133,0.0206215,0,0,0,0,0,0,0,0,0.0057252,0,0.0049189,0.00918778,0.0140439
261,0.0199817,0.0100241,0,0,0,0,0,0.0355294,0.0348214,0.0339893,0.00782192,0,0,0.0344436,0,0.0126321,0.0220204,0.0419771,0.0409087,0.0107682,0.00330544,0.0116606,0.0282785,0.00715738,0.0349296,0.0116194,0.0163823,0.0170029,0.0260894,0.0394989,0.0314735,0.0112498,0.0105426,0.0144815,0.0220563,0.00948735,0.00894681,0.0161747,0,0,0.0388961,0,0.0143177,0.0132869,0.0347544,0.0142254,0.0218545,0.0148167,0.0170651,0.0163037,0.00519549,0.00108676,0.00790156,0.0306335,0.00773305,0.0100003,0.0189771,0.019676,0.00527359,0.00748888,0.00570946,0.0206154,0,0,0,0,0,0,0,0,0.00560767,0,0.00502428,0.00933822,0.013785
