Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,RTHIA,LTHI
29,0.0203406,0,0,0,0,0.0249337,0,0,0,0,0,0,0.0503619,0.0198701,0.0335632,0.00859564,0,0,0.0210372,0,0.0309156,0.0120194,0.0338391,0.0263815,0.022784,0.00940145,0.0278046,0.0428384,0.0119824,0.010269,0.0273912,0.0135474,0.0152438,0.0187455,0.0177537,0.0484415,0.0113063,0.0138751,0.0246139,0.0377351,0.0156688,0.0177757,0.00943511,0.0120497,0,0,0.0150513,0,0.0280381,0.00550754,0.0549523,0.0320915,0.0328837,0.00723376,0.0290159,0.0555212,0.0140394,0.0110847,0.0165878,0.0172202,0.0264744,0.0193246,0.0314768,0.0510529,0.0200798,0.0201764,0.0104578,0.0219536,0.0112462,0,0,0,0,0,0,0
30,0.0206047,0,0,0,0,0.0251117,0,0,0,0,0,0,0.0503745,0.0198763,0.0335174,0.00847908,0,0,0.0209421,0,0.0309703,0.0120207,0.0339519,0.0263131,0.0229645,0.00940654,0.0276864,0.0431299,0.0120123,0.01031,0.0273939,0.0135626,0.0152747,0.018734,0.0177948,0.0485063,0.0112451,0.0138324,0.0246414,0.0377935,0.015648,0.0178418,0.00939378,0.0125435,0,0,0.0153833,0,0.0278658,0.00557769,0.0549166,0.0320929,0.0328581,0.00730128,0.0289259,0.0564777,0.0140874,0.0111767,0.0166196,0.0173285,0.0264936,0.0193735,0.0314987,0.0510028,0.0204735,0.0200762,0.0108104,0.0222565,0.0116113,0,0,0,0,0,0,0
31,0.0208024,0,0,0,0,0.0252289,0,0,0,0,0,0,0.0502365,0.0196993,0.0333685,0.00844339,0,0,0.0208747,0,0.0311302,0.0119424,0.0339737,0.0261528,0.0228944,0.00938753,0.0275233,0.0433935,0.0119789,0.0102871,0.0273938,0.0134998,0.0152157,0.0185769,0.0178172,0.0483889,0.0112008,0.0137721,0.0246408,0.0377817,0.0156569,0.017865,0.0092983,0.0129657,0,0,0.0156487,0,0.0278879,0.00584555,0.0548693,0.0320652,0.0328219,0.00740182,0.0288008,0.0571809,0.0141321,0.0112482,0.0166817,0.0174282,0.0265796,0.0194229,0.0314962,0.0508991,0.0207589,0.0200139,0.0111349,0.0231026,0.0119134,0,0,0,0,0,0,0
32,0.020719,0,0,0,0,0.0248874,0,0,0,0,0,0,0.0497935,0.0199512,0.033074,0.00841626,0,0,0.0200612,0,0.0308734,0.0116631,0.033995,0.0258602,0.0224871,0.00919596,0.0266874,0.0441224,0.0117167,0.0101061,0.027211,0.0134117,0.0150381,0.0183723,0.0176555,0.0479271,0.010441,0.0140547,0.0246682,0.0374796,0.0157139,0.0176164,0.00914728,0.0138209,0,0,0.0157058,0,0.0281743,0.0085317,0.0549489,0.0318947,0.0323417,0.00718183,0.0279614,0.0565315,0.0141206,0.0110979,0.0166388,0.0173747,0.0264792,0.0192944,0.031392,0.0506623,0.0197479,0.022431,0.0112904,0.0227116,0.0128865,0,0,0,0,0,0,0
33,0.0215682,0,0,0,0,0.0260124,0,0,0,0,0,0,0.0504439,0.0196159,0.0334751,0.00874869,0,0,0.0208975,0,0.0312893,0.0121672,0.0340781,0.026071,0.0230579,0.00924285,0.0279968,0.043998,0.0119433,0.0102292,0.027374,0.0135784,0.0152586,0.0186063,0.0177502,0.0485759,0.0113584,0.0138048,0.0245954,0.037894,0.0156222,0.0176726,0.00965353,0.0137717,0,0,0.0179212,0,0.0279812,0.00614637,0.0550005,0.031982,0.0329051,0.00725321,0.0291731,0.0603454,0.0141461,0.0111845,0.0168109,0.0174338,0.0264507,0.0193484,0.0315859,0.0511743,0.022867,0.0190413,0.0119957,0.0237217,0.0124286,0,0,0,0,0,0,0
34,0.0218943,0,0,0,0,0.0262188,0,0,0,0,0,0,0.0505248,0.01969,0.0336043,0.00871287,0,0,0.0208672,0,0.0312456,0.0122502,0.0340106,0.0261551,0.0231128,0.0092543,0.0280619,0.0441058,0.0119575,0.0102734,0.0274042,0.013577,0.0152961,0.018694,0.0177629,0.0486557,0.0113596,0.0137721,0.0245201,0.0381749,0.0156901,0.0175444,0.00962321,0.0142911,0,0,0.0187042,0,0.0280353,0.00654564,0.0549409,0.0317038,0.032962,0.00727374,0.0292524,0.0614918,0.0142449,0.0112904,0.0168915,0.01756,0.026099,0.0193009,0.0315688,0.0514918,0.0235733,0.0185874,0.0123238,0.0230314,0.0127298,0,0,0,0,0,0,0
35,0.0228686,0,0,0,0,0.0268089,0,0,0,0,0,0,0.0504634,0.0197483,0.0337704,0.00869634,0,0,0.0207391,0,0.0308809,0.0122649,0.0336366,0.026479,0.0230312,0.00927898,0.02802,0.0440179,0.0119787,0.0103603,0.0274046,0.013564,0.0152994,0.0188909,0.0178008,0.0484888,0.0112319,0.0138293,0.0244587,0.0383786,0.0161563,0.0174976,0.00965219,0.0159545,0,0,0.017509,0,0.0276627,0.00653055,0.0548701,0.0315715,0.0329626,0.00725712,0.0292635,0.0619995,0.0143897,0.0113359,0.0169509,0.0176315,0.0257747,0.0192877,0.0315759,0.0516599,0.0233046,0.0211772,0.0128651,0.0233345,0.0137345,0,0,0,0,0,0,0
36,0.0231461,0,0,0,0,0.0270136,0,0,0,0,0,0,0.0506078,0.0199648,0.0341978,0.00869675,0,0,0.0207639,0,0.0308706,0.0123875,0.0331082,0.0271779,0.0228932,0.0093379,0.0281735,0.0439537,0.0120699,0.0104973,0.0274438,0.0136942,0.0154451,0.0191713,0.017913,0.0484387,0.0112606,0.0139302,0.0243855,0.0384964,0.0161405,0.0175223,0.0098803,0.0163375,0,0,0.0180673,0,0.0277117,0.00672828,0.0548136,0.0316515,0.0329863,0.0072389,0.0294136,0.0629926,0.0144739,0.0113243,0.0169513,0.017615,0.0257334,0.0193332,0.0316508,0.0517484,0.0237954,0.0211346,0.013247,0.0238227,0.0139324,0,0,0,0,0,0,0
37,0.0224254,0,0,0,0,0.0266542,0,0,0,0,0,0,0.0510099,0.0200641,0.0345858,0.00879744,0,0,0.0209346,0,0.0311429,0.0124993,0.0329645,0.0276764,0.0228915,0.009379,0.0285743,0.0440764,0.01215,0.010583,0.0274744,0.0138486,0.0156458,0.0193351,0.0179972,0.0487699,0.0115051,0.0139053,0.024362,0.0386592,0.0154464,0.0175413,0.0101209,0.0148836,0,0,0.0217712,0,0.0283353,0.00797443,0.0548241,0.0317574,0.03305,0.00723558,0.0297581,0.0647687,0.0145092,0.0112921,0.0169879,0.0176301,0.0257633,0.0193957,0.0318127,0.051998,0.0255429,0.0182132,0.0136813,0.0240471,0.0129482,0,0,0,0,0,0,0
38,0.0228061,0,0,0,0,0.0269762,0,0,0,0,0,0,0.0511105,0.019926,0.0346705,0.0088954,0,0,0.0209072,0,0.031133,0.0124762,0.0329399,0.0277503,0.0228672,0.00937152,0.02873,0.0443594,0.0121224,0.0106199,0.0274845,0.0138585,0.0156627,0.0193787,0.0179821,0.0489038,0.0115616,0.0139279,0.0244513,0.0388335,0.0154207,0.0174912,0.0102779,0.0152992,0,0,0.0225547,0,0.0284772,0.00839358,0.0547941,0.0316814,0.0330919,0.00725184,0.0299118,0.065779,0.0145608,0.0113155,0.0170342,0.0176081,0.0256275,0.0193745,0.0318257,0.0522107,0.0263951,0.0181637,0.0140885,0.0242942,0.0132472,0,0,0,0,0,0,0
39,0.0232663,0,0,0,0,0.0273549,0,0,0,0,0,0,0.0513391,0.0199317,0.0348906,0.00886543,0,0,0.0207875,0,0.0311382,0.0124418,0.0329461,0.0279801,0.0230629,0.00939505,0.0288095,0.0447689,0.012131,0.0106591,0.0275685,0.0139275,0.0157629,0.0196387,0.0180314,0.0490882,0.0115551,0.0138825,0.0245637,0.0389683,0.0154816,0.0174692,0.0103914,0.0158614,0,0,0.0229488,0,0.028641,0.00861838,0.0547346,0.0316681,0.0331331,0.00729447,0.0300002,0.0666175,0.0146345,0.0113654,0.0170857,0.0175906,0.0255599,0.0193768,0.0318321,0.0523765,0.0270338,0.0181646,0.0143539,0.0244155,0.0136993,0,0,0,0,0,0,0
40,0.0236281,0,0,0,0,0.0276954,0,0,0,0,0,0,0.0514462,0.0200434,0.0349817,0.00889719,0,0,0.0206326,0,0.0311741,0.0123688,0.032919,0.0281023,0.0231198,0.00943186,0.0288508,0.0452266,0.0121733,0.0106771,0.0275915,0.0139308,0.015814,0.019774,0.0180762,0.0491421,0.0115422,0.0138408,0.0246723,0.039033,0.0154632,0.0174622,0.0104225,0.0163177,0,0,0.0233251,0,0.0287465,0.00882271,0.0546841,0.0316244,0.03316,0.00734957,0.0300484,0.0673519,0.0146876,0.0114015,0.0171226,0.017638,0.0254877,0.0194108,0.0318257,0.0523883,0.0275102,0.0182155,0.0146097,0.0246125,0.0140522,0,0,0,0,0,0,0
41,0.0235694,0,0,0,0,0.0276164,0,0,0,0,0,0,0.051545,0.0199926,0.0350108,0.0089359,0,0,0.0207093,0,0.0311761,0.012321,0.0328871,0.0281608,0.0231494,0.00943749,0.0289055,0.044976,0.0122307,0.0106964,0.0275886,0.0139603,0.0158468,0.0198169,0.018116,0.0491804,0.0114834,0.0138558,0.0246834,0.039203,0.0154518,0.0174309,0.0104731,0.0164116,0,0,0.0234832,0,0.028844,0.00891744,0.054633,0.0315284,0.03318,0.00738269,0.0301267,0.0681956,0.0147315,0.0114962,0.0171775,0.0176673,0.0254266,0.0194265,0.0318093,0.0525682,0.0277643,0.0181676,0.0148857,0.0244905,0.0139361,0,0,0,0,0,0,0
42,0.0235763,0,0,0,0,0.0275996,0,0,0,0,0,0,0.0516084,0.0199266,0.0350218,0.00896462,0,0,0.020767,0,0.0310989,0.0121951,0.0328233,0.0281822,0.0230774,0.00937481,0.0289342,0.0448296,0.0122477,0.0107019,0.0275998,0.0139882,0.0158764,0.0198299,0.018142,0.0491622,0.0114471,0.0138844,0.0246836,0.0393718,0.0154291,0.017416,0.0105421,0.0165328,0,0,0.0236539,0,0.0289346,0.00901824,0.0545956,0.0314983,0.0331604,0.00740406,0.0301855,0.0689704,0.0148242,0.0115937,0.0172621,0.0177779,0.0253565,0.0194399,0.0318243,0.0527408,0.0279999,0.0181845,0.0151573,0.0244114,0.0138885,0,0,0,0,0,0,0
43,0.0237049,0,0,0,0,0.0277324,0,0,0,0,0,0,0.051445,0.019894,0.0349078,0.00907753,0,0,0.0206732,0,0.0311017,0.0121034,0.0327497,0.0280305,0.0228801,0.00926619,0.0290208,0.0448674,0.0121875,0.0106386,0.0275908,0.013977,0.0158853,0.0197857,0.0181325,0.0490044,0.0113797,0.0138392,0.0247618,0.0395319,0.0153826,0.0173968,0.0106365,0.0167727,0,0,0.02376,0,0.0290295,0.00910164,0.054588,0.0314949,0.0331446,0.00741603,0.0302923,0.0696237,0.0149561,0.0116844,0.0173792,0.0178375,0.0252383,0.0194444,0.031856,0.0529152,0.0282426,0.0183353,0.0154103,0.0243965,0.0139415,0,0,0,0,0,0,0
44,0.0238745,0,0,0,0,0.0279022,0,0,0,0,0,0,0.0512381,0.0198705,0.0347479,0.00914252,0,0,0.0204212,0,0.0313377,0.0119032,0.0327087,0.0278822,0.0227868,0.00922727,0.0291129,0.0450045,0.0121366,0.0106267,0.0275829,0.0139758,0.0159189,0.0197835,0.0181114,0.0488324,0.0112733,0.0137665,0.0249185,0.0397327,0.0153181,0.0173965,0.0106927,0.0170376,0,0,0.0238075,0,0.0291333,0.00920524,0.0545764,0.0314728,0.0331728,0.00744588,0.0304255,0.0701768,0.0151075,0.0118002,0.0175178,0.0177988,0.0250985,0.0194554,0.0318979,0.0531541,0.0285012,0.0186039,0.0156974,0.0244746,0.01405,0,0,0,0,0,0,0
45,0.0240246,0,0,0,0,0.0280218,0,0,0,0,0,0,0.0511466,0.019907,0.0346969,0.00903794,0,0,0.0202368,0,0.0314397,0.0116881,0.0327078,0.0278385,0.022918,0.00947267,0.0291564,0.0450804,0.012169,0.0106547,0.0275827,0.0140235,0.0159558,0.0198281,0.0181342,0.0487468,0.0111933,0.0137553,0.0250404,0.0399869,0.0155075,0.017399,0.0106935,0.0173063,0,0,0.0237601,0,0.0294009,0.00920537,0.0545366,0.0314149,0.0332332,0.0074854,0.0304969,0.0707141,0.0152468,0.0119432,0.0176208,0.0176647,0.0249878,0.0194194,0.0318851,0.0533999,0.0287188,0.0189012,0.0158915,0.0245408,0.0141878,0,0,0,0,0,0,0
46,0.0243408,0,0,0,0,0.0282796,0,0,0,0,0,0,0.0507884,0.020011,0.0344717,0.0090391,0,0,0.0199323,0,0.0313424,0.0117028,0.0326736,0.0275711,0.0229258,0.00989075,0.0291861,0.0452703,0.0121775,0.0106274,0.0274861,0.0139787,0.0158502,0.0196988,0.0181264,0.0484012,0.0110983,0.0137911,0.0252213,0.0401644,0.0157235,0.0175307,0.0107233,0.017758,0,0,0.0237246,0,0.029695,0.00922571,0.0544917,0.0315014,0.0332831,0.00754745,0.0305607,0.0712757,0.0153876,0.0120785,0.0177454,0.0176632,0.0249608,0.0194395,0.0319373,0.0535211,0.0289811,0.0190759,0.016024,0.024722,0.0144688,0,0,0,0,0,0,0
47,0.0246164,0,0,0,0,0.0285223,0,0,0,0,0,0,0.0501523,0.0199623,0.0340522,0.00901136,0,0,0.0192348,0,0.0313176,0.0115365,0.0326146,0.0271054,0.0228005,0.00959044,0.0291518,0.0457031,0.0121783,0.0105952,0.0273978,0.013848,0.0156661,0.0194425,0.0180757,0.0479031,0.0109216,0.0135441,0.0255127,0.0402827,0.0157148,0.0177258,0.0107613,0.0181503,0,0,0.0234614,0,0.0295807,0.00910534,0.0544139,0.0316609,0.0332989,0.00764542,0.0305611,0.0716288,0.0155704,0.0122454,0.0178642,0.0176586,0.0249332,0.0194933,0.0319907,0.0535903,0.0289882,0.0191549,0.0162076,0.024858,0.014752,0,0,0,0,0,0,0
48,0.0246148,0,0,0,0,0.0283899,0,0,0,0,0,0,0.0492263,0.0198353,0.0335417,0.00872781,0,0,0.0178407,0,0.0314409,0.0111984,0.0324829,0.0266955,0.0225893,0.00945369,0.0288171,0.0459797,0.0122264,0.0106512,0.0275481,0.0136615,0.0154857,0.0191543,0.0181207,0.0469755,0.0106534,0.0135713,0.0246847,0.0407287,0.015784,0.0182756,0.0105436,0.0184218,0,0,0.022757,0,0.0295456,0.00881602,0.0541526,0.0318955,0.0333703,0.00809382,0.0303668,0.0715986,0.0158478,0.0126075,0.0179759,0.0172722,0.0248306,0.0195176,0.0319135,0.0537298,0.0287221,0.0195756,0.0163499,0.024596,0.0148609,0,0,0,0,0,0,0
49,0.0234968,0,0,0,0,0.0270604,0,0,0,0,0,0,0.0479843,0.019676,0.0326295,0.00809912,0,0,0.0169543,0,0.0317489,0.0110876,0.0322077,0.0260042,0.0220689,0.00993291,0.0279522,0.044822,0.0123949,0.0108848,0.0278248,0.0131963,0.01508,0.0185355,0.0182573,0.045724,0.0103454,0.0136069,0.0234897,0.0414971,0.0159158,0.0192563,0.0099102,0.0178681,0,0,0.0215916,0,0.0298432,0.00837361,0.0536466,0.032168,0.0334618,0.00929152,0.0298061,0.0707153,0.0161848,0.0132692,0.0181232,0.0165193,0.0247791,0.0194085,0.0315488,0.0537554,0.0278921,0.0200298,0.0164542,0.0232794,0.0140751,0,0,0,0,0,0,0
50,0.0245667,0,0,0,0,0.0282093,0,0,0,0,0,0,0.0487797,0.0199544,0.0331388,0.00876603,0,0,0.0177536,0,0.0315275,0.0109727,0.0323379,0.0265702,0.0225425,0.00993288,0.0288781,0.0454354,0.0121524,0.0106168,0.0275703,0.013632,0.015421,0.0190012,0.018121,0.0465964,0.0104638,0.0135852,0.0245524,0.0408689,0.0158996,0.0184089,0.0105758,0.0184199,0,0,0.0225499,0,0.0297762,0.00870475,0.0541449,0.0321145,0.0334525,0.00817671,0.0304861,0.0719306,0.0160148,0.0127896,0.0181932,0.0171271,0.0247137,0.0193697,0.0320301,0.0538378,0.0286687,0.0199522,0.0166117,0.0243935,0.0146936,0,0,0,0,0,0,0
51,0.0241088,0,0,0,0,0.0282705,0,0,0,0,0,0,0.050076,0.0199111,0.0336002,0.00931068,0,0,0.0207665,0,0.0313144,0.0119523,0.0324344,0.0267845,0.0228064,0.00932451,0.0297635,0.0453727,0.0120092,0.0104119,0.0273826,0.0140353,0.0157486,0.01943,0.0180571,0.0480748,0.0112519,0.0139267,0.0247902,0.040226,0.0152617,0.0176226,0.0112385,0.0166407,0,0,0.0263671,0,0.0303068,0.0105633,0.054621,0.0321306,0.033418,0.00740666,0.0311001,0.073103,0.0158198,0.0124134,0.018285,0.0178879,0.02482,0.0194493,0.0325046,0.0538889,0.0299268,0.017176,0.0167672,0.024903,0.0138042,0,0,0,0,0,0,0
52,0.024293,0,0,0,0,0.0283766,0,0,0,0,0,0,0.0500223,0.0198449,0.0334204,0.00936179,0,0,0.0207948,0,0.0312644,0.011948,0.0323672,0.0264855,0.0228502,0.00910793,0.029873,0.0453275,0.0120124,0.0103667,0.027358,0.014013,0.0157236,0.0193758,0.0180477,0.0479621,0.0112863,0.013965,0.0248326,0.0402685,0.0152748,0.0176661,0.0113443,0.0167488,0,0,0.0263057,0,0.0303598,0.0104843,0.0546271,0.0322244,0.0334554,0.00738091,0.0311971,0.0733937,0.0159328,0.012485,0.018339,0.0179593,0.024821,0.0194679,0.032553,0.0539739,0.0299077,0.017139,0.0168482,0.024997,0.0139152,0,0,0,0,0,0,0
53,0.0245589,0,0,0,0,0.0285368,0,0,0,0,0,0,0.0499913,0.0197942,0.0332931,0.00940795,0,0,0.0208248,0,0.0312313,0.0120423,0.0322955,0.0262475,0.022916,0.00911193,0.0300155,0.045407,0.0120186,0.0103712,0.0272879,0.0139838,0.0156754,0.0193342,0.0180189,0.0478747,0.0112862,0.0139505,0.0248443,0.040291,0.0152913,0.0177388,0.0114603,0.0169283,0,0,0.0262053,0,0.0304257,0.0103724,0.0546466,0.0323781,0.0334965,0.00736499,0.0313204,0.0737338,0.0160592,0.0125463,0.0183704,0.0180051,0.024831,0.0195014,0.0326141,0.0540137,0.0299087,0.0171837,0.0168828,0.0251405,0.0140946,0,0,0,0,0,0,0
54,0.0248676,0,0,0,0,0.0287743,0,0,0,0,0,0,0.0496069,0.0196144,0.0330247,0.00950647,0,0,0.0208285,0,0.0311561,0.0120164,0.0322158,0.0259619,0.0228542,0.00917713,0.0301684,0.0455059,0.0120265,0.0103823,0.0271331,0.0139132,0.0155519,0.0191657,0.017966,0.0476811,0.0112681,0.0139288,0.0249576,0.0402869,0.0153087,0.0177512,0.0115595,0.0171827,0,0,0.0261101,0,0.030477,0.010273,0.054693,0.0324562,0.0335379,0.00735446,0.0314314,0.074031,0.0161118,0.0125654,0.018377,0.0179858,0.0248016,0.0195221,0.0326407,0.0540313,0.0299183,0.0172531,0.0168753,0.0253476,0.0143184,0,0,0,0,0,0,0
55,0.0252653,0,0,0,0,0.0291269,0,0,0,0,0,0,0.049452,0.0194652,0.0329434,0.0096026,0,0,0.0207084,0,0.0312578,0.0118935,0.0321527,0.0259878,0.0228524,0.00937804,0.0303121,0.0457844,0.0120288,0.0103046,0.0271199,0.0139165,0.0155651,0.0191051,0.0179766,0.0476268,0.0112215,0.0138698,0.0250575,0.0402988,0.0153012,0.0177907,0.0116461,0.0175305,0,0,0.0259702,0,0.0305149,0.010177,0.0547442,0.0325168,0.0336089,0.00735306,0.0315645,0.0743134,0.0161706,0.0125736,0.018402,0.0179713,0.0247406,0.0195441,0.0326726,0.0540553,0.0299246,0.017285,0.016864,0.0256325,0.0146303,0,0,0,0,0,0,0
56,0.0261682,0,0,0,0,0.0298074,0,0,0,0,0,0,0.0494627,0.0196673,0.0329829,0.00962916,0,0,0.0205538,0,0.0313812,0.011919,0.0320551,0.0261601,0.0228747,0.00976287,0.0303244,0.0462558,0.0120123,0.0102359,0.0272079,0.0139828,0.0156272,0.0191515,0.018026,0.0475915,0.0111827,0.013788,0.0249745,0.0403185,0.0155141,0.0178407,0.0116692,0.0186674,0,0,0.0242272,0,0.0303123,0.00918485,0.0547644,0.0325429,0.0336638,0.0073815,0.0315926,0.0741659,0.0162156,0.0125928,0.0184415,0.0178478,0.0247213,0.0195525,0.0326664,0.0540448,0.0293773,0.0183963,0.0167598,0.0260827,0.01551,0,0,0,0,0,0,0
57,0.0262356,0,0,0,0,0.0298769,0,0,0,0,0,0,0.0494913,0.0198113,0.0329531,0.00972509,0,0,0.0207672,0,0.0313202,0.012178,0.0319739,0.0259376,0.0229291,0.00970371,0.0305331,0.0460541,0.0120003,0.0102393,0.0272371,0.0140296,0.0156314,0.0191848,0.0180303,0.0475706,0.0113238,0.0138109,0.0247687,0.0404339,0.0154436,0.0178773,0.0117516,0.0186517,0,0,0.0242312,0,0.0304289,0.00915738,0.0547725,0.0326207,0.0337503,0.00740038,0.0318042,0.0744233,0.0162682,0.0126072,0.0185137,0.0177567,0.0247036,0.0195828,0.032729,0.0541771,0.0293488,0.0182487,0.0167875,0.0261501,0.0154508,0,0,0,0,0,0,0
58,0.0262778,0,0,0,0,0.0299311,0,0,0,0,0,0,0.0493807,0.0195598,0.0327682,0.0098584,0,0,0.0210198,0,0.0311138,0.012359,0.0318882,0.0256299,0.0228613,0.00921394,0.0307426,0.0457874,0.0119684,0.0102165,0.0272128,0.0139933,0.0155651,0.0191268,0.0179981,0.0474762,0.0114585,0.0138711,0.0246432,0.0404964,0.015405,0.0179119,0.0118403,0.0186388,0,0,0.0242607,0,0.0305646,0.00914948,0.0548031,0.0326713,0.0338272,0.00740844,0.0320122,0.0745964,0.0162628,0.0125912,0.0185327,0.0178155,0.0246918,0.0196042,0.0327614,0.0542033,0.0293882,0.0181034,0.0168336,0.0262253,0.0153709,0,0,0,0,0,0,0
59,0.0263603,0,0,0,0,0.0300022,0,0,0,0,0,0,0.0493038,0.019358,0.0326845,0.00994367,0,0,0.0212453,0,0.030978,0.012348,0.0317986,0.0256037,0.0228741,0.00899954,0.0309074,0.0455943,0.0119784,0.0102161,0.027223,0.0139889,0.015558,0.0191185,0.0180116,0.04744,0.0115701,0.0139245,0.0245933,0.0405175,0.0153796,0.0179803,0.0119014,0.0186737,0,0,0.0242799,0,0.0306983,0.00915571,0.0548398,0.0327276,0.0338919,0.00742838,0.0321728,0.0747097,0.016246,0.0125659,0.0185036,0.0178372,0.0246833,0.0196059,0.0327906,0.0542268,0.0294254,0.018013,0.0168541,0.0262996,0.0153555,0,0,0,0,0,0,0
60,0.0265988,0,0,0,0,0.0301844,0,0,0,0,0,0,0.0492832,0.0194665,0.0326831,0.0100125,0,0,0.0213836,0,0.0311352,0.0123066,0.0317192,0.0256956,0.0229522,0.00902396,0.0310791,0.0456257,0.0120232,0.010252,0.0272765,0.0140284,0.0156005,0.0191323,0.0180608,0.0474429,0.0117178,0.0138886,0.0245385,0.0405959,0.0153163,0.0180021,0.0119625,0.0187876,0,0,0.0242904,0,0.0307603,0.00913453,0.0548699,0.0327707,0.0339662,0.00745453,0.0323388,0.0747927,0.0162622,0.0125777,0.018472,0.0177093,0.0246716,0.0195805,0.0327764,0.0543474,0.0294821,0.0180712,0.0168636,0.0264577,0.0154297,0,0,0,0,0,0,0
61,0.0269856,0,0,0,0,0.0304941,0,0,0,0,0,0,0.0492797,0.0197105,0.0327391,0.010064,0,0,0.0214984,0,0.0312957,0.0125158,0.0316518,0.0256974,0.0230903,0.00911467,0.0312678,0.0457651,0.0120724,0.0102878,0.0273334,0.0140417,0.0156679,0.0191187,0.0181025,0.0474807,0.0119109,0.0138449,0.0243882,0.0407369,0.0152504,0.0180045,0.012053,0.018996,0,0,0.0243203,0,0.0308068,0.00896796,0.0548848,0.0327924,0.0340557,0.00745923,0.0325356,0.0748674,0.0162408,0.012602,0.0184244,0.0177332,0.0246732,0.0195421,0.0327243,0.0544875,0.0295462,0.0181991,0.0168345,0.0267638,0.015616,0,0,0,0,0,0,0
62,0.0275203,0,0,0,0,0.0309788,0,0,0,0,0,0,0.0493093,0.0197163,0.0327573,0.0100721,0,0,0.0215457,0,0.0313336,0.01276,0.0315879,0.0256765,0.0232512,0.00915931,0.0314963,0.046074,0.0121118,0.010315,0.0273617,0.0140607,0.0156856,0.019125,0.0181236,0.0475262,0.0120843,0.0138437,0.0242556,0.0408585,0.0151913,0.0180619,0.0121786,0.0193088,0,0,0.0243233,0,0.0309175,0.00869912,0.0548866,0.032818,0.0341615,0.00746742,0.0327793,0.0749626,0.0161893,0.0126233,0.0183799,0.0176269,0.024695,0.0195252,0.0326931,0.0545559,0.0295477,0.018248,0.0167271,0.0271903,0.0159505,0,0,0,0,0,0,0
63,0.0281903,0,0,0,0,0.0315993,0,0,0,0,0,0,0.0493466,0.0199249,0.0327735,0.0100249,0,0,0.0215434,0,0.0314446,0.0128558,0.0315345,0.025709,0.023457,0.00912604,0.0317296,0.0465857,0.0121334,0.0103305,0.0273893,0.0141012,0.0156967,0.0191592,0.018149,0.0475657,0.0122256,0.0138838,0.0241787,0.0408956,0.0151469,0.0181416,0.0122799,0.0197385,0,0,0.0243358,0,0.0310452,0.00870507,0.0548889,0.0328747,0.034281,0.00749194,0.0330174,0.0749003,0.0161245,0.0126184,0.0183371,0.0173898,0.0247395,0.019527,0.0326718,0.0545807,0.0296244,0.0181181,0.0165696,0.0277203,0.0164344,0,0,0,0,0,0,0
64,0.0290623,0,0,0,0,0.0324102,0,0,0,0,0,0,0.0493636,0.0201167,0.0328204,0.00997125,0,0,0.0214739,0,0.0315927,0.0128614,0.0314673,0.0257644,0.0236006,0.00912144,0.0320403,0.0474333,0.0121187,0.0103324,0.0274074,0.0141292,0.0157114,0.019185,0.0181757,0.0475878,0.0123732,0.0138422,0.0240481,0.0409591,0.0150203,0.0182023,0.0124129,0.020271,0,0,0.0243092,0,0.0311271,0.00874092,0.0548826,0.0329333,0.0344391,0.00748598,0.0333262,0.0748321,0.0160678,0.0125953,0.0183245,0.0174569,0.0247473,0.0195175,0.0326645,0.0546457,0.0297915,0.0180966,0.0164114,0.0284911,0.0170597,0,0,0,0,0,0,0
65,0.0296049,0,0,0,0,0.032943,0,0,0,0,0,0,0.0494296,0.020234,0.0329031,0.00989759,0,0,0.0216139,0,0.0317094,0.0129264,0.0314406,0.025838,0.0237386,0.00910803,0.0324544,0.0476638,0.0121116,0.0103374,0.0274412,0.0141503,0.015759,0.0192203,0.0182021,0.0476376,0.0125526,0.0138357,0.0237787,0.041079,0.0149027,0.0182342,0.0125872,0.0205228,0,0,0.0242415,0,0.0312663,0.00868882,0.0548992,0.0329737,0.0346202,0.0074672,0.0337072,0.0747978,0.0160417,0.0125594,0.0183249,0.0172269,0.024736,0.019542,0.0326835,0.0547904,0.0298324,0.0182652,0.0163061,0.0290299,0.0173067,0,0,0,0,0,0,0
