Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,RTHIA
341,0.0400696,0,0,0,0,0.0531103,0,0,0,0,0,0,0.00999743,0.0582155,0.0136281,0.0137084,0,0,0.0165891,0,0.030328,0.00838998,0.0383356,0.021034,0.0156051,0.0105713,0.0360152,0.0611672,0.0107913,0.0134907,0.00981219,0.012002,0.0136565,0.0132445,0.0135951,0.00780769,0.011514,0.032657,0.051518,0.0236248,0.0215582,0.0383252,0.004792,0.0198625,0.0234789,0,0,0.0300008,0,0.0430423,0.0238751,0.059425,0.00841004,0.0114159,0.00978679,0.0450266,0.054818,0.0161644,0.016097,0.0123931,0.0100446,0.00543835,0.0094125,0.0163956,0.0298026,0.031331,0.016703,0.0176271,0.0466649,0.030114,0,0,0,0,0,0.0222969
342,0.0397351,0,0,0,0,0.052607,0,0,0,0,0,0,0.00938725,0.0582559,0.013494,0.0134902,0,0,0.0168551,0,0.0303936,0.00869042,0.0388579,0.0213181,0.0152968,0.0111163,0.0358579,0.061355,0.0110273,0.0139363,0.0101221,0.0118209,0.0134179,0.0129562,0.0134876,0.00793253,0.010465,0.0327604,0.0516481,0.0238786,0.021942,0.0383562,0.00583654,0.0198795,0.0231827,0,0,0.0298441,0,0.0432109,0.0240755,0.0588888,0.00728084,0.0111723,0.00856212,0.045058,0.0541056,0.0154507,0.0155738,0.0121432,0.00908281,0.00477451,0.00898102,0.0140488,0.0279247,0.0310275,0.0167483,0.0178118,0.0461664,0.0298491,0,0,0,0,0,0.0219206
343,0.0394172,0,0,0,0,0.0521342,0,0,0,0,0,0,0.00887801,0.0582849,0.0134107,0.0132956,0,0,0.0169609,0,0.0304753,0.00890714,0.0392558,0.0216572,0.0150509,0.0114849,0.0357711,0.0614336,0.0113633,0.0144945,0.0104937,0.0115566,0.0131581,0.0126014,0.0133959,0.00806769,0.0094569,0.0328929,0.0517399,0.0240517,0.0217245,0.0383737,0.00712273,0.0198064,0.0230471,0,0,0.0299753,0,0.0433746,0.0244043,0.0582066,0.00659392,0.0108808,0.0093022,0.044972,0.0536607,0.0150046,0.0149773,0.0120479,0.00887854,0.0039564,0.00908612,0.0129709,0.0275933,0.0308921,0.0168254,0.0180193,0.0457904,0.0295966,0,0,0,0,0,0.0221905
344,0.0392224,0,0,0,0,0.0518515,0,0,0,0,0,0,0.00881755,0.0582668,0.0134141,0.0132749,0,0,0.0169061,0,0.0305172,0.00907204,0.0395649,0.0220143,0.0148662,0.0120242,0.0357675,0.0614097,0.0117875,0.015102,0.0109163,0.0112053,0.0128351,0.0121545,0.0132418,0.0081577,0.00876137,0.0329743,0.0517595,0.0242149,0.0212609,0.0383887,0.00819152,0.0197317,0.0231788,0,0,0.03026,0,0.0435382,0.0247881,0.0576544,0.00639347,0.0106896,0.0111641,0.0448428,0.053467,0.0148396,0.0144893,0.0122033,0.00963861,0.00318151,0.00985679,0.0134529,0.0280143,0.0308861,0.0169323,0.0182192,0.04566,0.0296278,0,0,0,0,0,0.0231016
345,0.0391041,0,0,0,0,0.0518097,0,0,0,0,0,0,0.00899248,0.0582798,0.0135239,0.0133924,0,0,0.0167458,0,0.0305623,0.00923685,0.0397945,0.0222812,0.0146618,0.012583,0.0357191,0.0613342,0.0122428,0.0155756,0.0113953,0.010685,0.0125293,0.0117647,0.0130746,0.0082296,0.00827332,0.0329758,0.0517788,0.0244222,0.0220009,0.0384437,0.00918861,0.019713,0.0234977,0,0,0.0305673,0,0.0437165,0.0250903,0.0572114,0.00668625,0.0106747,0.0118308,0.0447527,0.0534095,0.0148653,0.0141242,0.0125843,0.0107665,0.00249188,0.0108734,0.0144421,0.0290883,0.0309509,0.0169586,0.0183673,0.0457522,0.0296821,0,0,0,0,0,0.0244832
346,0.0390164,0,0,0,0,0.0518827,0,0,0,0,0,0,0.00950836,0.0583051,0.0137778,0.0136217,0,0,0.0165072,0,0.0306483,0.00945619,0.0399129,0.0226258,0.0145111,0.0133491,0.0356849,0.0612857,0.0127521,0.0161101,0.0120112,0.0100446,0.0122279,0.011342,0.0129542,0.00825423,0.0082339,0.0328238,0.051839,0.0246634,0.0241123,0.0384916,0.0103903,0.0197357,0.023866,0,0,0.0308537,0,0.0438685,0.0253536,0.0566276,0.0079033,0.0107891,0.0115202,0.0447672,0.0534109,0.0147888,0.0139268,0.0130198,0.0120799,0.00214802,0.0121308,0.0156686,0.0311543,0.0310745,0.0168783,0.0185325,0.0458631,0.0296737,0,0,0,0,0,0.0258959
347,0.0389864,0,0,0,0,0.0519435,0,0,0,0,0,0,0.0102306,0.0583427,0.0141013,0.0138459,0,0,0.0162606,0,0.0307404,0.00976697,0.0399391,0.0228964,0.0145205,0.0139352,0.0356135,0.0612758,0.0133065,0.0166974,0.0127383,0.00930388,0.0118404,0.0108486,0.0128052,0.00831186,0.00848011,0.0324719,0.0519549,0.0249404,0.0265324,0.0385267,0.0112752,0.0196797,0.0241028,0,0,0.031118,0,0.0439846,0.0256375,0.055672,0.00961362,0.0110338,0.011125,0.0448078,0.0533794,0.0144643,0.0137474,0.0132889,0.0131086,0.00211661,0.0131864,0.0167968,0.0339734,0.0312232,0.0167215,0.0186751,0.0458378,0.0296679,0,0,0,0,0,0.0269645
348,0.0389882,0,0,0,0,0.0519953,0,0,0,0,0,0,0.0112675,0.0583869,0.0145558,0.0140613,0,0,0.01611,0,0.0308421,0.0101502,0.0400895,0.0232501,0.0145169,0.0144685,0.035644,0.0614152,0.0139546,0.0172924,0.0135336,0.00850992,0.0113208,0.0101966,0.0125805,0.00841785,0.00918596,0.0319781,0.052105,0.025254,0.0286228,0.0385803,0.0117094,0.019577,0.0242075,0,0,0.0312985,0,0.044085,0.0258536,0.0545932,0.0112198,0.0112678,0.0107298,0.0448532,0.0532704,0.0139179,0.0133788,0.0130765,0.013609,0.00219049,0.0137635,0.0177357,0.0363356,0.0313119,0.0167441,0.018723,0.0457759,0.0298735,0,0,0,0,0,0.0275875
349,0.0389518,0,0,0,0,0.0520481,0,0,0,0,0,0,0.0127236,0.0584191,0.0151817,0.014266,0,0,0.0160798,0,0.0309582,0.0105306,0.0404711,0.0236937,0.0143033,0.0156613,0.0356474,0.0615713,0.0145889,0.0177861,0.0143302,0.00774235,0.0106041,0.00931727,0.0121934,0.00866812,0.0105633,0.0315028,0.0522541,0.0255461,0.0297746,0.0386309,0.0119355,0.0194404,0.0243433,0,0,0.0314131,0,0.044165,0.0259539,0.0539139,0.0122874,0.0113469,0.0103609,0.0448411,0.0530627,0.0133304,0.0128287,0.0124703,0.0135294,0.00221146,0.0138142,0.0179616,0.036672,0.0313559,0.0168436,0.0186845,0.0456958,0.0300769,0,0,0,0,0,0.0275399
350,0.0388612,0,0,0,0,0.0520403,0,0,0,0,0,0,0.0146126,0.0583964,0.0161204,0.0144357,0,0,0.0161531,0,0.0310748,0.0108839,0.0410456,0.0243396,0.0139193,0.0168623,0.0355262,0.0617217,0.0151243,0.0182797,0.0151027,0.00699523,0.00972641,0.0082069,0.0116333,0.00906954,0.0126654,0.031202,0.0523542,0.0257742,0.0295522,0.0386394,0.0117514,0.0192672,0.0244994,0,0,0.0314494,0,0.0441902,0.0260009,0.0538889,0.0118007,0.0112076,0.0102259,0.0447105,0.0527869,0.0128813,0.0123687,0.011776,0.0128992,0.00234441,0.0133116,0.0171674,0.0355698,0.0313813,0.0169909,0.0186353,0.0455871,0.0303051,0,0,0,0,0,0.0271153
351,0.0388747,0,0,0,0,0.0519671,0,0,0,0,0,0,0.0170245,0.0583471,0.0174484,0.0146102,0,0,0.0162935,0,0.0311774,0.0111364,0.0416811,0.0252112,0.0135246,0.0179162,0.0353518,0.0619172,0.0156309,0.0187786,0.0158529,0.00635896,0.00872112,0.00683389,0.0109336,0.00963026,0.0154747,0.0309066,0.0524191,0.0259337,0.029039,0.0386268,0.0115074,0.0191238,0.0245663,0,0,0.0315012,0,0.0441663,0.0260832,0.0543428,0.0107418,0.0108985,0.0103898,0.0444795,0.0525089,0.0126132,0.0121234,0.0113615,0.0123186,0.00256002,0.0127448,0.0160722,0.0341429,0.0314315,0.0172813,0.0186324,0.0454379,0.0303869,0,0,0,0,0,0.0266843
352,0.0388136,0,0,0,0,0.0518342,0,0,0,0,0,0,0.0201215,0.0583085,0.0192844,0.0148099,0,0,0.0164313,0,0.0312556,0.0112909,0.0422392,0.0264492,0.0131932,0.0187708,0.0351717,0.0621614,0.0161715,0.0192282,0.016508,0.00582096,0.00777021,0.00533057,0.0101974,0.0103259,0.0191093,0.0306143,0.0524636,0.0260632,0.0291894,0.0386438,0.0112065,0.0189853,0.0245284,0,0,0.0315837,0,0.04417,0.0261603,0.0549903,0.00963915,0.0105657,0.0105849,0.0442184,0.0522325,0.0124732,0.0119634,0.0111912,0.0119901,0.00277179,0.0123558,0.0153403,0.0334205,0.0315145,0.0174681,0.0186673,0.0452813,0.0304679,0,0,0,0,0,0.0265521
353,0.0386537,0,0,0,0,0.0516514,0,0,0,0,0,0,0.023913,0.0582626,0.0215807,0.0150348,0,0,0.0165152,0,0.031326,0.011486,0.0426015,0.0281035,0.0129407,0.0194048,0.0352029,0.0623954,0.0166515,0.019508,0.0170202,0.00529227,0.00700006,0.00396111,0.00956331,0.0110993,0.0236866,0.0305558,0.0524959,0.0261838,0.0297156,0.0386999,0.0111667,0.0188334,0.0244718,0,0,0.0317094,0,0.0442233,0.0262113,0.0556045,0.00903274,0.0102724,0.0106724,0.0439723,0.0519561,0.0123855,0.0117902,0.0111343,0.0120496,0.00284498,0.0123814,0.0153313,0.0333104,0.0316067,0.0175119,0.0186543,0.0451155,0.0304339,0,0,0,0,0,0.0267074
354,0.0384664,0,0,0,0,0.0514909,0,0,0,0,0,0,0.0283318,0.0582271,0.0240912,0.0152799,0,0,0.0165584,0,0.0314032,0.0117324,0.0427324,0.0297874,0.0127412,0.0198494,0.0351888,0.0625748,0.0170208,0.0196547,0.0174243,0.00480465,0.0065557,0.00330829,0.00904098,0.0118668,0.0289206,0.0306561,0.05256,0.0262781,0.0299581,0.0387609,0.0111281,0.0187105,0.0243652,0,0,0.0318482,0,0.044298,0.0262561,0.0559204,0.00890715,0.0101233,0.0106899,0.0437936,0.0518361,0.0122013,0.0115493,0.0110271,0.0121865,0.00276777,0.0125377,0.0155964,0.0332141,0.0317187,0.0174729,0.0186739,0.0449813,0.0302446,0,0,0,0,0,0.02701
355,0.0383259,0,0,0,0,0.0513644,0,0,0,0,0,0,0.0329861,0.0582293,0.0265209,0.0155111,0,0,0.0164832,0,0.0315072,0.0119912,0.0426981,0.0311721,0.0126199,0.0198054,0.0352359,0.0627239,0.0173391,0.0196814,0.0177178,0.00444557,0.00658684,0.00382493,0.00862698,0.0125732,0.0345816,0.0306855,0.0526988,0.026429,0.0297774,0.0388031,0.0109452,0.0186318,0.0241712,0,0,0.032041,0,0.044349,0.0263963,0.0558014,0.00872413,0.0101302,0.0106643,0.043638,0.0518755,0.0119145,0.0112711,0.010798,0.0122057,0.00269936,0.0125361,0.0156863,0.0328871,0.0318876,0.0174056,0.0187825,0.0449245,0.029957,0,0,0,0,0,0.0273085
356,0.0383012,0,0,0,0,0.051325,0,0,0,0,0,0,0.037783,0.0582404,0.0288911,0.0157825,0,0,0.0162547,0,0.0316531,0.0122984,0.0425906,0.0324663,0.0125521,0.019435,0.0353239,0.0628865,0.017662,0.0196364,0.0179644,0.00422549,0.00705468,0.00514968,0.00830666,0.0132113,0.0405753,0.0308058,0.0528993,0.0266516,0.0294747,0.0388154,0.0107873,0.0186316,0.0240369,0,0,0.0322528,0,0.0443516,0.0265661,0.0554307,0.00868214,0.0102385,0.0105922,0.0435476,0.0519041,0.0115461,0.011032,0.0105817,0.0120983,0.00266095,0.0123994,0.015491,0.0325476,0.0320739,0.0173621,0.0188823,0.0449455,0.0297397,0,0,0,0,0,0.0275668
357,0.0383883,0,0,0,0,0.0514077,0,0,0,0,0,0,0.0427531,0.0582538,0.0310242,0.0161091,0,0,0.0159339,0,0.0318191,0.012629,0.0424678,0.0337421,0.0125271,0.019447,0.0355221,0.0630931,0.0178922,0.0193795,0.0181363,0.00406515,0.00774731,0.00681492,0.00811025,0.0138892,0.0467357,0.0307895,0.0531399,0.0269483,0.0293458,0.038853,0.0107249,0.0184768,0.0239678,0,0,0.0324548,0,0.0443748,0.0267159,0.0550336,0.0085954,0.0103448,0.0104962,0.0434166,0.0518843,0.0112239,0.0108616,0.010489,0.0119622,0.0026754,0.0122347,0.0151017,0.0323037,0.0322345,0.017315,0.018968,0.0450128,0.0295739,0,0,0,0,0,0.027828
358,0.038481,0,0,0,0,0.0515689,0,0,0,0,0,0,0.0477111,0.058308,0.0326838,0.0163668,0,0,0.0156455,0,0.0319514,0.0129189,0.0424105,0.0348284,0.0124769,0.019879,0.0358598,0.0632229,0.0179278,0.0190553,0.0182268,0.00389136,0.00844575,0.00845756,0.00806856,0.0145767,0.0528453,0.0306249,0.0534317,0.0272704,0.0293911,0.0389121,0.0109864,0.0184254,0.0238157,0,0,0.0326656,0,0.0444188,0.0268761,0.0547596,0.00857594,0.0103805,0.0104795,0.0431393,0.0518913,0.0110237,0.0107669,0.0105118,0.0119722,0.00271516,0.0122309,0.0147725,0.0321393,0.0324471,0.0172987,0.0190158,0.0451138,0.0293805,0,0,0,0,0,0.0280819
359,0.0385618,0,0,0,0,0.0517675,0,0,0,0,0,0,0.0525575,0.0583756,0.0338673,0.016461,0,0,0.0154272,0,0.0320665,0.0131233,0.0424608,0.0357109,0.0123955,0.0200623,0.0363486,0.063217,0.0179502,0.0188659,0.0183796,0.00357966,0.00911969,0.00985132,0.00803366,0.0152704,0.059196,0.0303558,0.0536945,0.0276023,0.0294208,0.038951,0.0111599,0.0185957,0.0236723,0,0,0.0328034,0,0.0444348,0.0269845,0.0546448,0.00829836,0.010339,0.0105776,0.0427736,0.0519151,0.0109533,0.0106891,0.010523,0.0119177,0.00281607,0.0121596,0.014282,0.0319862,0.0326419,0.0173587,0.019052,0.0452589,0.0292365,0,0,0,0,0,0.028353
360,0.038579,0,0,0,0,0.0519957,0,0,0,0,0,0,0.057361,0.0584158,0.0348063,0.0165372,0,0,0.0152459,0,0.0321874,0.013263,0.0425432,0.0368286,0.012328,0.0200409,0.0369287,0.0631596,0.0180589,0.0188022,0.0186729,0.00310248,0.0098034,0.01098,0.00784443,0.0159849,0.0659616,0.0300566,0.0538758,0.0279112,0.0294104,0.0389789,0.0113448,0.0185606,0.0235192,0,0,0.0328477,0,0.0444363,0.0270378,0.0546872,0.00822554,0.0102888,0.0106818,0.0425288,0.0519755,0.0109031,0.0106339,0.0104569,0.0117425,0.00293071,0.0121121,0.0137749,0.0317015,0.0327839,0.0173707,0.0191321,0.0454255,0.0292894,0,0,0,0,0,0.0285665
361,0.0386702,0,0,0,0,0.0521972,0,0,0,0,0,0,0.0624935,0.0584529,0.036084,0.0167329,0,0,0.0151157,0,0.032302,0.0133805,0.0426551,0.0390084,0.0122675,0.0200403,0.0373998,0.063126,0.0182521,0.0187887,0.0189865,0.00268273,0.0106675,0.0121056,0.00750085,0.0167694,0.0729801,0.0297421,0.0540407,0.0281707,0.0292893,0.0389962,0.0116752,0.0183707,0.0233514,0,0,0.0327813,0,0.0444177,0.0270595,0.0548234,0.00846654,0.010317,0.0107157,0.0423662,0.0519995,0.0107916,0.0105722,0.0102571,0.0115966,0.00302604,0.0121256,0.0133585,0.0311454,0.0328299,0.0173228,0.0192406,0.0455795,0.0294144,0,0,0,0,0,0.028732
362,0.0387315,0,0,0,0,0.052369,0,0,0,0,0,0,0.0681481,0.0584859,0.0382896,0.0170452,0,0,0.0150628,0,0.0324135,0.0135064,0.0427529,0.0421921,0.0122596,0.0198839,0.0377137,0.0631444,0.0183992,0.018804,0.0191644,0.0025729,0.0120643,0.0139419,0.00739979,0.017694,0.0801054,0.0294669,0.0542316,0.0283927,0.0290907,0.039027,0.0120117,0.0181607,0.0232022,0,0,0.0326029,0,0.0444199,0.0270029,0.0549934,0.00899846,0.0103929,0.0107013,0.0422473,0.0518586,0.0106289,0.0104549,0.00999984,0.0117051,0.00304048,0.012168,0.0131039,0.0304246,0.0327416,0.0172917,0.0193246,0.0457287,0.0295863,0,0,0,0,0,0.0288873
363,0.0388839,0,0,0,0,0.0525353,0,0,0,0,0,0,0.0735893,0.0584887,0.0412965,0.0171932,0,0,0.015042,0,0.0325247,0.0136595,0.0428151,0.0458954,0.0122932,0.0194826,0.0379603,0.0632082,0.0184415,0.0188145,0.0192208,0.00281109,0.0140884,0.0165179,0.00775318,0.0187299,0.086646,0.0292288,0.0544272,0.028638,0.0288605,0.0390612,0.0120333,0.0179594,0.0231261,0,0,0.032286,0,0.0444335,0.0268472,0.0551508,0.00916122,0.0104806,0.0106547,0.0421825,0.0516302,0.0104085,0.0103456,0.00967825,0.0116537,0.00304837,0.0120821,0.0129185,0.0299405,0.0324714,0.0172619,0.0193624,0.0459301,0.0298197,0,0,0,0,0,0.0290786
364,0.0389343,0,0,0,0,0.052717,0,0,0,0,0,0,0.0782335,0.0584986,0.0446265,0.0173348,0,0,0.0150442,0,0.0326487,0.0138215,0.0428377,0.0496228,0.0123825,0.0189279,0.03822,0.0632663,0.0183403,0.0187809,0.0191648,0.00317477,0.0162912,0.0194348,0.0086802,0.0197358,0.0921111,0.0289746,0.0546189,0.0289196,0.0286839,0.0390823,0.0118923,0.0177203,0.023169,0,0,0.0318695,0,0.0444362,0.0266442,0.0553502,0.00917748,0.0105081,0.0106133,0.0421456,0.0512705,0.0101998,0.010265,0.0094531,0.0114883,0.00312864,0.0119576,0.0125968,0.0296557,0.0320926,0.0172392,0.0193866,0.0461205,0.0300958,0,0,0,0,0,0.029266
365,0.0389512,0,0,0,0,0.0528368,0,0,0,0,0,0,0.0819175,0.0585427,0.0478671,0.0175138,0,0,0.0150324,0,0.0327951,0.0139762,0.0427085,0.0532064,0.012506,0.0182656,0.0384885,0.0633122,0.0181734,0.0187171,0.0190337,0.0036111,0.0181796,0.0221476,0.00987959,0.0206314,0.0962653,0.028726,0.0548454,0.0291816,0.0284528,0.039085,0.0118501,0.017418,0.0233245,0,0,0.0314082,0,0.0444088,0.0264368,0.0556355,0.00942618,0.0105612,0.0106162,0.0419969,0.0507878,0.010036,0.0102484,0.00923381,0.0115385,0.00324972,0.0119227,0.012196,0.0291949,0.0316542,0.0172812,0.0193367,0.0462766,0.0303447,0,0,0,0,0,0.0293638
366,0.0389672,0,0,0,0,0.0528626,0,0,0,0,0,0,0.0846379,0.0586041,0.0506161,0.0177048,0,0,0.0150426,0,0.0329626,0.0141361,0.042513,0.056468,0.012658,0.017828,0.0386588,0.0633334,0.0180568,0.0186968,0.018869,0.00403338,0.0196288,0.024424,0.0109745,0.021367,0.099153,0.0285918,0.0550969,0.029445,0.0282713,0.0390648,0.0120169,0.0171539,0.0235436,0,0,0.0309424,0,0.0443364,0.0261856,0.0559609,0.00978554,0.0105758,0.0106333,0.041744,0.0502441,0.00997079,0.0102098,0.0090805,0.0115805,0.00337149,0.0118605,0.0116759,0.028618,0.031177,0.0174049,0.0191843,0.0464039,0.0305344,0,0,0,0,0,0.0293418
367,0.0390273,0,0,0,0,0.0528021,0,0,0,0,0,0,0.0866312,0.0586589,0.0527365,0.0178905,0,0,0.0150956,0,0.0331236,0.0142975,0.0422798,0.0590741,0.0128281,0.0174051,0.0389314,0.0633576,0.017965,0.018745,0.0187184,0.00433919,0.0207291,0.0262808,0.0119233,0.0219488,0.101255,0.0285221,0.0553124,0.0297293,0.0281657,0.0390484,0.0122999,0.0169212,0.0237645,0,0,0.0305575,0,0.0442715,0.025937,0.0563349,0.0101643,0.010506,0.0106801,0.0415091,0.0497047,0.00992434,0.0101283,0.00897696,0.0115525,0.00349896,0.0117293,0.0111314,0.0280775,0.0307072,0.0175321,0.0190017,0.0464534,0.0305936,0,0,0,0,0,0.0292568
368,0.0391581,0,0,0,0,0.0527007,0,0,0,0,0,0,0.0878893,0.0587129,0.0540775,0.0179712,0,0,0.0151595,0,0.0332459,0.0145043,0.0419582,0.060975,0.0129965,0.01758,0.0394042,0.0633437,0.0179446,0.0188542,0.018635,0.00446342,0.0214955,0.0274951,0.0125293,0.0224105,0.102734,0.0285173,0.0555237,0.0299961,0.0281008,0.0390455,0.0126033,0.0167278,0.023945,0,0,0.030278,0,0.0442431,0.0257721,0.0567473,0.0106105,0.0103731,0.010769,0.0412385,0.0492356,0.00992675,0.0100513,0.00890881,0.0114968,0.00359013,0.0116093,0.010621,0.0276583,0.0302988,0.0176114,0.0188373,0.0464247,0.030543,0,0,0,0,0,0.0291408
369,0.0391913,0,0,0,0,0.0526218,0,0,0,0,0,0,0.0883297,0.0587413,0.0545205,0.0180593,0,0,0.0152035,0,0.0333557,0.0146824,0.041466,0.0621526,0.0131534,0.0176025,0.0396018,0.0633403,0.0179563,0.0190192,0.0186522,0.00436989,0.0219549,0.027934,0.0126068,0.0226278,0.103493,0.0285157,0.05573,0.0302512,0.0279458,0.0390345,0.0129267,0.0165856,0.0240566,0,0,0.030023,0,0.0442148,0.0256395,0.0571295,0.0111213,0.0102459,0.0108777,0.0409199,0.0488338,0.00998043,0.0100005,0.00885552,0.0114674,0.00361748,0.0115301,0.0101902,0.0272371,0.0299527,0.0176731,0.018726,0.0463689,0.0306744,0,0,0,0,0,0.0289914
370,0.039201,0,0,0,0,0.0525953,0,0,0,0,0,0,0.0882755,0.0587616,0.0542523,0.0181765,0,0,0.015214,0,0.0334901,0.0148586,0.040826,0.0626493,0.0133342,0.0175044,0.0395766,0.0633441,0.0179568,0.019193,0.0186847,0.00402694,0.0221929,0.0278473,0.012366,0.0226639,0.103963,0.0284544,0.0559334,0.0305254,0.0278613,0.039011,0.0132695,0.0164166,0.0241182,0,0,0.0297958,0,0.0441821,0.0254832,0.0574471,0.0115668,0.0101272,0.0110283,0.0405963,0.0485302,0.010025,0.00999657,0.00879626,0.0113647,0.00362481,0.0113392,0.00973372,0.0268528,0.0296399,0.0177299,0.0186529,0.0462896,0.0309339,0,0,0,0,0,0.0288652
371,0.0392265,0,0,0,0,0.0526398,0,0,0,0,0,0,0.0880398,0.0588204,0.0534508,0.018361,0,0,0.015187,0,0.0336323,0.0151189,0.0399748,0.0627072,0.0134523,0.0178083,0.0394451,0.0633657,0.0179815,0.01931,0.018636,0.00347887,0.0223298,0.0274512,0.0119533,0.0226267,0.104488,0.0283795,0.0561936,0.0308377,0.027669,0.0389838,0.0135376,0.0162412,0.0241897,0,0,0.0295463,0,0.0441439,0.0253029,0.0576637,0.0120992,0.0100124,0.0111436,0.0403245,0.0484103,0.0100107,0.00996407,0.00882103,0.0113017,0.00363831,0.0111833,0.00943258,0.0263775,0.0293952,0.0178114,0.018547,0.046256,0.03113,0,0,0,0,0,0.0287664
372,0.0392647,0,0,0,0,0.052686,0,0,0,0,0,0,0.0876308,0.0589331,0.052492,0.0185519,0,0,0.0151685,0,0.0337857,0.0154158,0.0388947,0.062682,0.0135194,0.0176042,0.0393678,0.0634393,0.0180145,0.019426,0.0185236,0.00281104,0.0225392,0.02698,0.0115002,0.0225525,0.10487,0.0283535,0.0565238,0.0311285,0.0274691,0.0389734,0.0136911,0.0160634,0.0243183,0,0,0.0292952,0,0.0440952,0.0251969,0.0578173,0.0126961,0.00990919,0.0112893,0.0400688,0.0483206,0.00998295,0.00994624,0.00891605,0.0111952,0.00363742,0.0109953,0.00912234,0.0259549,0.0291874,0.0179789,0.0183545,0.0462216,0.0312632,0,0,0,0,0,0.0286492
373,0.0393856,0,0,0,0,0.0527434,0,0,0,0,0,0,0.0870483,0.0590176,0.051725,0.0187251,0,0,0.0151579,0,0.0339299,0.0156392,0.0376691,0.062696,0.0135323,0.0174495,0.0395645,0.0635178,0.0180615,0.0195374,0.018355,0.00220349,0.022821,0.0266702,0.0111938,0.0225035,0.105314,0.0283058,0.0567869,0.0313694,0.0271447,0.0389997,0.013811,0.0159458,0.0244466,0,0,0.0290387,0,0.0440539,0.0253059,0.0578957,0.0133151,0.00981028,0.011384,0.0397745,0.0482325,0.0099334,0.0099164,0.00900962,0.0111544,0.00372959,0.0108904,0.00883494,0.0255959,0.0289723,0.018135,0.0181965,0.0462365,0.0314033,0,0,0,0,0,0.028613
374,0.0396153,0,0,0,0,0.0528052,0,0,0,0,0,0,0.0869871,0.0590611,0.0511708,0.0189181,0,0,0.0151544,0,0.0340189,0.0157876,0.0364433,0.0629426,0.0135781,0.0182116,0.0398821,0.0635727,0.0181356,0.0196302,0.0181335,0.00199801,0.0230699,0.0263756,0.0108041,0.0225463,0.105722,0.028227,0.0569683,0.0315877,0.0268896,0.039007,0.0139752,0.0158748,0.0245223,0,0,0.0288015,0,0.0440026,0.0253669,0.0579954,0.0139971,0.00974475,0.0114852,0.0395844,0.0481894,0.00987977,0.00991647,0.00898523,0.011057,0.00386927,0.0107281,0.00854425,0.0254231,0.0287893,0.0182344,0.018115,0.0463487,0.0316518,0,0,0,0,0,0.0285776
375,0.0398449,0,0,0,0,0.0528192,0,0,0,0,0,0,0.0869747,0.0590716,0.0507163,0.0190494,0,0,0.0151728,0,0.034082,0.0158936,0.0354204,0.0633456,0.0137976,0.0186331,0.0401483,0.0635914,0.0182713,0.0198025,0.0179724,0.00233756,0.0233038,0.0261462,0.0103489,0.02261,0.105947,0.0282041,0.0570916,0.0317581,0.0268039,0.0390028,0.0143106,0.0156934,0.0246123,0,0,0.0286046,0,0.0439847,0.0253227,0.0582271,0.0147336,0.00972464,0.0116209,0.0394264,0.0481478,0.00986672,0.00993346,0.00894603,0.0110028,0.00390425,0.0105774,0.00834945,0.025158,0.0286796,0.0182484,0.0181094,0.0463992,0.0318703,0,0,0,0,0,0.0284483
376,0.0400402,0,0,0,0,0.052801,0,0,0,0,0,0,0.086763,0.0590676,0.0502937,0.0191415,0,0,0.0152291,0,0.0341523,0.0160422,0.0347779,0.0634166,0.0141698,0.0183561,0.0404985,0.0635798,0.0184873,0.0200828,0.0178763,0.00301074,0.0236416,0.0261839,0.0102623,0.0226551,0.106048,0.0282657,0.0571806,0.0318813,0.026643,0.0389741,0.0147513,0.0154667,0.0247285,0,0,0.0284412,0,0.0439684,0.0250753,0.0585482,0.0154773,0.00965188,0.0116196,0.0392884,0.0480662,0.00982258,0.00990335,0.00884588,0.0110386,0.00389275,0.0105256,0.00836828,0.0247118,0.0286781,0.0182131,0.0180423,0.0463832,0.0320358,0,0,0,0,0,0.0283419
