Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,LTHI,RTHIA
628,0.00483223,0,0,0,0,0.0141201,0,0,0,0,0,0,0.0060408,0.0578459,0.00634221,0.00221538,0,0,0.0202165,0,0.0293796,0.0145421,0.0364966,0.00773128,0.0136104,0.00562351,0.00468193,0.0174681,0.004568,0.00534406,0.0150571,0.00295299,0.00111269,0.00289215,0.0240362,0.00810095,0.00903166,0.049031,0.0218786,0.00784255,0.0344061,0.00397407,0.0163435,0.0130639,0,0,0.0239299,0,0.0318917,0.0111919,0.0629739,0.00561961,0.0177451,0.00852809,0.00307896,0.0263116,0.0150225,0.00663837,0.00656398,0.0053412,0.0171874,0.00480878,0.00840015,0.0111041,0.0216465,0.00713247,0.00474711,0.0155796,0.00778678,0,0,0,0,0,0.00261653,0.0398839
629,0.00485328,0,0,0,0,0.0143889,0,0,0,0,0,0,0.00620127,0.0577777,0.00640341,0.00219484,0,0,0.0203362,0,0.0293162,0.0146314,0.0365875,0.00782913,0.0135964,0.00545527,0.0047836,0.0174416,0.0045044,0.00526807,0.0150757,0.00293598,0.00109132,0.00294487,0.0239554,0.00853678,0.00899615,0.0489656,0.0218417,0.00792738,0.0344113,0.00407216,0.0164369,0.0131505,0,0,0.0239153,0,0.0319289,0.0111767,0.063138,0.00558648,0.0177358,0.00866035,0.00318195,0.0264197,0.0153756,0.00670104,0.0066568,0.00542252,0.017322,0.00485249,0.00830646,0.011196,0.0214039,0.00733341,0.00485971,0.0158794,0.00765567,0,0,0,0,0,0.00251871,0.0400546
630,0.00497626,0,0,0,0,0.0144267,0,0,0,0,0,0,0.00641087,0.0576647,0.00638974,0.00225114,0,0,0.0205981,0,0.0293466,0.0147559,0.0366547,0.00788216,0.0135549,0.00529526,0.00491615,0.017344,0.00443517,0.00517273,0.0151254,0.00290922,0.00107734,0.00294396,0.0238838,0.00898643,0.00892409,0.0489114,0.0217422,0.00794967,0.0344251,0.00434885,0.0163749,0.0132444,0,0,0.0238836,0,0.0319653,0.0111683,0.063319,0.00565872,0.0177523,0.00870237,0.00331699,0.0263456,0.0155476,0.00674659,0.00665647,0.00551243,0.0174818,0.0050792,0.00834768,0.0112075,0.0213324,0.00734525,0.00499474,0.015969,0.00762706,0,0,0,0,0,0.00244152,0.0401608
631,0.00509044,0,0,0,0,0.0143986,0,0,0,0,0,0,0.00657464,0.0574198,0.00640847,0.00221944,0,0,0.0206421,0,0.0296782,0.0147481,0.0366822,0.0081237,0.0135929,0.00529157,0.00488277,0.0171241,0.0043929,0.00515208,0.0151422,0.00288686,0.00111426,0.00290222,0.0238261,0.00933776,0.00873207,0.0488612,0.0213965,0.00774924,0.034449,0.00458367,0.0162398,0.0132668,0,0,0.0238994,0,0.0319489,0.011217,0.0634283,0.00583271,0.0177554,0.00833264,0.00326827,0.0262839,0.0157035,0.00653206,0.006527,0.00556613,0.0176946,0.00537573,0.00846663,0.0110059,0.0213905,0.00742978,0.00516097,0.015992,0.00762984,0,0,0,0,0,0.0023555,0.0401278
632,0.00517706,0,0,0,0,0.0143957,0,0,0,0,0,0,0.00697304,0.0570762,0.00640503,0.00216977,0,0,0.0204569,0,0.0302247,0.0146224,0.0367151,0.0083224,0.0136358,0.00533601,0.00483077,0.0168482,0.00432962,0.00514266,0.0151407,0.00291006,0.00119699,0.00285964,0.0237583,0.00965911,0.00859007,0.0488352,0.0208734,0.00767358,0.0344826,0.00460991,0.0160768,0.0132671,0,0,0.0240089,0,0.0319094,0.0113552,0.0634575,0.00573772,0.0177177,0.00814347,0.00322286,0.0262616,0.0159141,0.00639754,0.00643465,0.00559959,0.0177907,0.00547804,0.00851343,0.010929,0.0213779,0.00779217,0.00530825,0.0159935,0.00773681,0,0,0,0,0,0.00225539,0.0401002
633,0.0052941,0,0,0,0,0.0141211,0,0,0,0,0,0,0.00728248,0.0568728,0.00644,0.0022013,0,0,0.0196228,0,0.0301067,0.0142499,0.0367172,0.00844294,0.0136591,0.00543133,0.00475545,0.0154367,0.00425621,0.00514416,0.0151069,0.00298909,0.00130421,0.00281345,0.0237258,0.00999433,0.00796189,0.0486108,0.0204849,0.00770373,0.0345012,0.00471043,0.0158267,0.0131048,0,0,0.0239399,0,0.0318352,0.0114572,0.0635586,0.00572646,0.0177175,0.00808877,0.00324792,0.0261442,0.0161355,0.00633993,0.00641791,0.0056436,0.0178371,0.00547832,0.00855767,0.011007,0.0211372,0.00796231,0.00552357,0.0156968,0.00729476,0,0,0,0,0,0.00219731,0.0401022
634,0.00509854,0,0,0,0,0.0145168,0,0,0,0,0,0,0.00753195,0.0563808,0.00642976,0.00221754,0,0,0.0192046,0,0.0304166,0.0141186,0.0366939,0.00849265,0.0137077,0.00544185,0.00471957,0.0152844,0.00416465,0.00506274,0.0150388,0.00302074,0.00138655,0.00275977,0.0236635,0.0103854,0.00747261,0.0482351,0.0201061,0.00783194,0.0344481,0.00472257,0.0154092,0.012948,0,0,0.0239226,0,0.0318661,0.0114874,0.0636499,0.00581244,0.0177057,0.00806185,0.00320627,0.0262988,0.0162525,0.00630497,0.00640563,0.00572815,0.017838,0.00545975,0.00859499,0.0111317,0.0209779,0.00759803,0.00564734,0.0160482,0.00688423,0,0,0,0,0,0.002107,0.0400809
635,0.00526673,0,0,0,0,0.0149757,0,0,0,0,0,0,0.00778322,0.0560108,0.00644182,0.00226258,0,0,0.0183726,0,0.0301122,0.0138096,0.0366522,0.00864374,0.0137334,0.00545751,0.00473275,0.0145431,0.00409608,0.00498985,0.0149761,0.00305888,0.0014921,0.00274049,0.0236083,0.0107863,0.00683628,0.0476767,0.0198487,0.00791326,0.0344263,0.00466984,0.014864,0.0126301,0,0,0.0238576,0,0.0318278,0.0114926,0.0636615,0.00605591,0.0176415,0.00801313,0.00317248,0.0265531,0.0163911,0.00625502,0.00641099,0.00591808,0.0178168,0.0054839,0.008599,0.0112346,0.0206852,0.00749766,0.00587863,0.016434,0.00662757,0,0,0,0,0,0.00199666,0.0400183
636,0.00556643,0,0,0,0,0.0154674,0,0,0,0,0,0,0.00804914,0.0556411,0.00647257,0.00231568,0,0,0.0174626,0,0.0300919,0.0134047,0.0365924,0.00881194,0.0137444,0.00544536,0.00473656,0.013883,0.00404319,0.00490987,0.0149622,0.00310007,0.00160045,0.00271878,0.0235605,0.0111623,0.00628879,0.0473452,0.0192681,0.00797555,0.0344184,0.00468364,0.0144291,0.0122855,0,0,0.0237496,0,0.0317936,0.0114866,0.0636331,0.0062016,0.0175596,0.00796797,0.00325854,0.026754,0.0164614,0.00620175,0.00638762,0.00600187,0.0177968,0.00551902,0.00862324,0.0113327,0.0204242,0.00755588,0.006076,0.0168276,0.00698422,0,0,0,0,0,0.00188574,0.0399465
637,0.00614537,0,0,0,0,0.0160409,0,0,0,0,0,0,0.00814095,0.0551532,0.00654231,0.00233361,0,0,0.0163623,0,0.030182,0.0128765,0.0365174,0.00889483,0.013809,0.00547674,0.0048581,0.013117,0.00403414,0.00484583,0.0149646,0.00315016,0.00169223,0.00268549,0.023523,0.0115138,0.00572018,0.0469707,0.0184904,0.00796489,0.0344002,0.00462201,0.0140233,0.0121141,0,0,0.0237355,0,0.0317346,0.0115735,0.0635869,0.00616754,0.0175097,0.00799963,0.00337892,0.0272013,0.0165777,0.00617319,0.00638191,0.00603653,0.0177718,0.00555146,0.00868161,0.0113364,0.0201489,0.00767775,0.00625126,0.0172837,0.00708403,0,0,0,0,0,0.00179889,0.0398503
638,0.00723782,0,0,0,0,0.0163813,0,0,0,0,0,0,0.00799342,0.0545639,0.00658074,0.00231124,0,0,0.0151027,0,0.0302002,0.0122253,0.0364208,0.00898707,0.0138837,0.00552521,0.00500156,0.0116917,0.00397132,0.00480151,0.0149554,0.00317382,0.00177827,0.00264472,0.0235025,0.0117894,0.0052524,0.0464132,0.0175729,0.00790228,0.0344216,0.00464009,0.0135854,0.0122193,0,0,0.0237668,0,0.0316155,0.0117361,0.0635282,0.00614973,0.0174757,0.0080454,0.00342406,0.0278203,0.0165693,0.00601789,0.00631693,0.00607121,0.0177421,0.00554679,0.00871575,0.0112942,0.0198723,0.00774899,0.00650329,0.0175202,0.00693224,0,0,0,0,0,0.00169515,0.0397279
639,0.0086416,0,0,0,0,0.016815,0,0,0,0,0,0,0.00807069,0.0539075,0.0065636,0.00225709,0,0,0.0137701,0,0.030148,0.0114935,0.0363417,0.00889278,0.0139669,0.00554379,0.00510246,0.0103944,0.00395068,0.00476892,0.0149331,0.00318202,0.0018852,0.00258014,0.0234713,0.0118912,0.00535963,0.0457195,0.0165159,0.00787584,0.0344568,0.00460582,0.0132245,0.0125115,0,0,0.0236976,0,0.0315094,0.0118282,0.0634799,0.00613561,0.0174179,0.00770879,0.0034751,0.0285168,0.0164489,0.0058323,0.00621236,0.00603602,0.0176858,0.00543434,0.00869291,0.0112615,0.019612,0.0078304,0.00680933,0.0178231,0.0069911,0,0,0,0,0,0.00159324,0.0395807
640,0.0103183,0,0,0,0,0.0173534,0,0,0,0,0,0,0.00836313,0.0532201,0.00659798,0.00217982,0,0,0.0126299,0,0.0300191,0.0108049,0.0362902,0.00868785,0.0140557,0.00554292,0.00514063,0.00970243,0.00399589,0.00474937,0.0149399,0.00320389,0.00198536,0.00251203,0.0234424,0.0118471,0.00623152,0.0449506,0.0153351,0.008035,0.0344906,0.00460184,0.0129595,0.0129591,0,0,0.023595,0,0.0313945,0.0118369,0.0634406,0.00603926,0.0173716,0.00794645,0.0035596,0.0292928,0.0164405,0.00590939,0.0062392,0.00585403,0.017544,0.00529493,0.00857317,0.0114108,0.0193731,0.00798572,0.0071615,0.0181664,0.00740395,0,0,0,0,0,0.00151696,0.0395753
641,0.01214,0,0,0,0,0.0179968,0,0,0,0,0,0,0.00850396,0.0524988,0.00671622,0.00208182,0,0,0.0120639,0,0.0298457,0.0102301,0.0362807,0.00844274,0.0141532,0.00554801,0.00517849,0.0100335,0.00398684,0.00472894,0.0149674,0.00324855,0.00205575,0.00248621,0.0234218,0.0118279,0.00776205,0.0441037,0.0141144,0.00844044,0.0345213,0.00456078,0.0127373,0.0135746,0,0,0.0236415,0,0.0312609,0.0118709,0.0634186,0.00572864,0.0173556,0.00893542,0.00361504,0.0300813,0.0164596,0.00622013,0.00632995,0.00552689,0.0172992,0.00495206,0.00840954,0.0118019,0.0192769,0.00822519,0.00749699,0.0185452,0.00808507,0,0,0,0,0,0.00145634,0.0397384
642,0.014025,0,0,0,0,0.0187166,0,0,0,0,0,0,0.00841232,0.0517509,0.00686369,0.00200682,0,0,0.0122267,0,0.0296928,0.00987257,0.0363023,0.00851653,0.0142751,0.00553704,0.00518972,0.0113379,0.00394536,0.00471793,0.015005,0.00327385,0.00209093,0.002551,0.023384,0.0118286,0.00972039,0.0432458,0.0129041,0.00862967,0.0345556,0.00452578,0.0125154,0.0143742,0,0,0.0237794,0,0.0311307,0.0120164,0.0634176,0.00555597,0.0173671,0.00924867,0.00361855,0.0308763,0.0164819,0.00636472,0.00633527,0.00535852,0.0171732,0.00478215,0.00831628,0.0119932,0.0191746,0.00860894,0.00775745,0.0190161,0.00899434,0,0,0,0,0,0.00140476,0.039761
643,0.0158515,0,0,0,0,0.0194437,0,0,0,0,0,0,0.00826505,0.0510473,0.00701534,0.00193516,0,0,0.013068,0,0.0296272,0.00973049,0.0363251,0.00868606,0.0143962,0.00548942,0.00517082,0.0132936,0.00391664,0.00470075,0.0150487,0.0032811,0.00212694,0.00266487,0.0233221,0.0118921,0.0118888,0.0424763,0.011708,0.00857392,0.0345661,0.00451885,0.012337,0.0152228,0,0,0.0238426,0,0.0310251,0.0121384,0.0634059,0.00546012,0.0173617,0.00876868,0.0036183,0.0315581,0.0165477,0.0062759,0.00628451,0.00534634,0.0171681,0.00474666,0.00827708,0.0119508,0.0190005,0.00878868,0.00799291,0.0195187,0.0100688,0,0,0,0,0,0.00133707,0.0396248
644,0.0176517,0,0,0,0,0.0202017,0,0,0,0,0,0,0.00837538,0.0504058,0.00710391,0.0018972,0,0,0.0144915,0,0.0296407,0.00986481,0.0363401,0.00875041,0.0144832,0.00549769,0.00515449,0.015595,0.00392547,0.00471803,0.0150586,0.00329942,0.00222007,0.0027194,0.0232652,0.0119499,0.014095,0.0418055,0.0105874,0.00834364,0.0345522,0.00449786,0.0121674,0.0161317,0,0,0.0238657,0,0.0309432,0.012273,0.0633824,0.00559019,0.0173426,0.00819216,0.00358603,0.0321004,0.016626,0.00602081,0.00615679,0.00547143,0.017253,0.00482546,0.0082548,0.0117447,0.0188057,0.00870331,0.00816089,0.0200542,0.011282,0,0,0,0,0,0.00129161,0.0394053
645,0.0194161,0,0,0,0,0.020993,0,0,0,0,0,0,0.00842309,0.0498905,0.0070639,0.0018679,0,0,0.0163426,0,0.0294663,0.0102926,0.0363554,0.0088438,0.0145542,0.00555607,0.00513887,0.0179817,0.00391714,0.00474326,0.0150109,0.00331623,0.00233325,0.00266233,0.0232336,0.0121152,0.0162511,0.0410685,0.00960614,0.00823224,0.0345258,0.00446277,0.0119702,0.0170974,0,0,0.0239458,0,0.0308444,0.0124909,0.063383,0.00558841,0.0173151,0.00793066,0.00352876,0.0325899,0.0167051,0.00587246,0.006075,0.00558557,0.0173216,0.00485358,0.00824856,0.0116528,0.0186439,0.00866436,0.00825346,0.0206091,0.0125847,0,0,0,0,0,0.00124755,0.0393023
646,0.0209453,0,0,0,0,0.0214601,0,0,0,0,0,0,0.00861092,0.0494234,0.00701286,0.00185,0,0,0.0181711,0,0.0293341,0.0107769,0.0363664,0.00902273,0.014629,0.00563198,0.00503061,0.0201091,0.00390926,0.00473637,0.0149686,0.00335037,0.00243833,0.00257645,0.0232168,0.0123505,0.0179866,0.0404985,0.00874281,0.00824654,0.0344741,0.00442287,0.0117931,0.0180173,0,0,0.0240644,0,0.0307019,0.0126911,0.0633904,0.00533213,0.0173038,0.00789655,0.00347392,0.0328137,0.0168161,0.00584964,0.00607032,0.00565447,0.0173779,0.00487943,0.00825055,0.0117055,0.0184965,0.00862969,0.00826134,0.0209261,0.013831,0,0,0,0,0,0.00119124,0.0393239
647,0.0220635,0,0,0,0,0.0218586,0,0,0,0,0,0,0.00873294,0.0489335,0.00708613,0.00183934,0,0,0.0195982,0,0.0293134,0.011118,0.0363787,0.00887565,0.0147024,0.00566278,0.00494584,0.0217219,0.00382242,0.00465033,0.014959,0.00335764,0.00247078,0.00253921,0.023186,0.0128173,0.0192176,0.0401909,0.0080127,0.00846187,0.0343497,0.00440207,0.0115705,0.0187233,0,0,0.0240739,0,0.0304513,0.0126359,0.0634052,0.00506638,0.0173631,0.00823032,0.00337404,0.0329542,0.016937,0.00595843,0.00609645,0.0056401,0.0173814,0.00490527,0.0082246,0.0118979,0.0183024,0.00853372,0.00817014,0.0212178,0.0147537,0,0,0,0,0,0.00111715,0.0394242
648,0.0228751,0,0,0,0,0.0219554,0,0,0,0,0,0,0.00895618,0.0483288,0.00725541,0.0018095,0,0,0.0207363,0,0.0294573,0.0114046,0.0364202,0.00867304,0.0147676,0.00568376,0.00484243,0.0229571,0.00368578,0.00454099,0.0149867,0.00341918,0.00248041,0.00258109,0.0231395,0.0133534,0.0200413,0.0400819,0.00744841,0.00886917,0.0341909,0.00446985,0.0112708,0.0191659,0,0,0.0238939,0,0.0301588,0.012292,0.0634172,0.00479391,0.0174808,0.00908505,0.00318155,0.0327227,0.0170701,0.0061973,0.0061727,0.00543442,0.0173245,0.00489901,0.00820513,0.0122678,0.0180899,0.008412,0.00800366,0.0212685,0.0154256,0,0,0,0,0,0.00100783,0.0396298
649,0.0235127,0,0,0,0,0.0219154,0,0,0,0,0,0,0.0091885,0.0476749,0.00730026,0.00178173,0,0,0.0216611,0,0.0296368,0.0115589,0.0364587,0.00863767,0.0148573,0.00572537,0.00478103,0.023905,0.00361419,0.00445103,0.0149735,0.00350097,0.00250647,0.00263886,0.0231085,0.0137743,0.0205427,0.0400897,0.00703843,0.00918156,0.0340175,0.00461807,0.0110742,0.0194615,0,0,0.0237701,0,0.0299185,0.0122352,0.0634231,0.00465799,0.0175055,0.009564,0.00308805,0.0324629,0.0172427,0.00635384,0.00626036,0.00525501,0.0173414,0.00489824,0.00820638,0.0125356,0.0179416,0.00824355,0.00779057,0.0212217,0.0159557,0,0,0,0,0,0.000885397,0.0397309
650,0.0241251,0,0,0,0,0.0219442,0,0,0,0,0,0,0.0094607,0.0470526,0.00727814,0.00174559,0,0,0.0226179,0,0.0297957,0.0116168,0.0364991,0.00876413,0.0149417,0.00575614,0.00478003,0.0248894,0.00358333,0.00438878,0.0149403,0.0035998,0.00254757,0.00264159,0.0230926,0.0142141,0.0209404,0.040043,0.00675143,0.00939317,0.033834,0.00474211,0.0109726,0.0197374,0,0,0.0237043,0,0.0296619,0.0123189,0.0634631,0.00478236,0.0174645,0.00937193,0.00306464,0.0322713,0.0174114,0.00643,0.00631692,0.00530546,0.0174082,0.00492733,0.00821245,0.0127191,0.0179883,0.00831239,0.00763118,0.0212461,0.0164936,0,0,0,0,0,0.000787647,0.0397402
651,0.024495,0,0,0,0,0.0218314,0,0,0,0,0,0,0.00983138,0.0464739,0.00729277,0.00169802,0,0,0.0235114,0,0.029917,0.0115707,0.0365764,0.00880778,0.0149924,0.00575078,0.00474809,0.0258373,0.00355044,0.00432602,0.0149471,0.00369669,0.0025871,0.00257657,0.0230814,0.0147602,0.0213352,0.0398722,0.00652551,0.0095523,0.0335529,0.00485369,0.0109815,0.0197773,0,0,0.0235039,0,0.0294698,0.0122016,0.0634989,0.00496581,0.0174609,0.00872275,0.00310952,0.0316462,0.0175665,0.00645298,0.00631555,0.00528069,0.0174563,0.00499257,0.00822663,0.0129047,0.0179148,0.00818968,0.00745143,0.021171,0.0169157,0,0,0,0,0,0.000729272,0.0397784
652,0.0248471,0,0,0,0,0.0217989,0,0,0,0,0,0,0.0101444,0.0459048,0.00724886,0.00166426,0,0,0.0241822,0,0.0300542,0.0114078,0.0366568,0.00893868,0.0150627,0.00577124,0.00456264,0.0266222,0.00350702,0.00425652,0.0149392,0.00376563,0.00262938,0.00247861,0.0230729,0.0151822,0.0217677,0.039658,0.00631191,0.00968925,0.0332058,0.00497088,0.0109245,0.0197754,0,0,0.0233956,0,0.0292498,0.0120918,0.0634363,0.00508071,0.0175271,0.00850843,0.00307979,0.0310604,0.0177087,0.0064013,0.00630605,0.00529473,0.0175335,0.00503593,0.00819072,0.0130775,0.0178956,0.00792042,0.00726834,0.0211662,0.0172973,0,0,0,0,0,0.000769687,0.0398082
653,0.0248551,0,0,0,0,0.021476,0,0,0,0,0,0,0.0103641,0.0453246,0.00708391,0.00165211,0,0,0.0241579,0,0.0302044,0.0109726,0.036645,0.00912903,0.0151442,0.00585606,0.00441188,0.0267575,0.00349715,0.00421165,0.0148862,0.00383701,0.00268399,0.00234126,0.0230961,0.0154201,0.0217649,0.0394939,0.00604805,0.00970442,0.0328287,0.00514741,0.0106747,0.019537,0,0,0.0233277,0,0.0290133,0.0120853,0.0633818,0.00516214,0.0175465,0.00846701,0.00290348,0.0302689,0.0178019,0.00623157,0.00626335,0.00542639,0.0176871,0.00515609,0.00820258,0.013125,0.0179707,0.00810963,0.00707353,0.0209591,0.0173967,0,0,0,0,0,0.000776412,0.0397469
654,0.0243738,0,0,0,0,0.0207838,0,0,0,0,0,0,0.0106684,0.0448088,0.0070534,0.00167078,0,0,0.0231864,0,0.0303059,0.0101182,0.0365897,0.00910067,0.0152225,0.00589124,0.00436451,0.0259239,0.00351327,0.00419115,0.0148364,0.00386391,0.00272868,0.00230761,0.023113,0.015709,0.0209686,0.0395188,0.00576485,0.00954579,0.0323679,0.00524082,0.0102547,0.0189526,0,0,0.0232637,0,0.0286968,0.0122266,0.0633846,0.00534684,0.0175773,0.00842367,0.00260824,0.0291557,0.0178932,0.00603017,0.00617277,0.00573047,0.0179232,0.00539564,0.0083143,0.0129658,0.0181753,0.0082342,0.00670304,0.0205148,0.0171102,0,0,0,0,0,0.000738878,0.0396309
655,0.0236105,0,0,0,0,0.0198936,0,0,0,0,0,0,0.0108036,0.0443407,0.00710172,0.00170571,0,0,0.021545,0,0.0302161,0.00901339,0.0365684,0.0091301,0.0152877,0.00589995,0.00428965,0.0243724,0.00355746,0.00417406,0.0148505,0.00390225,0.00278372,0.00234677,0.023083,0.0160394,0.0195299,0.0396866,0.00568865,0.00962085,0.0318059,0.00530255,0.00992643,0.0181351,0,0,0.0231142,0,0.028235,0.0121609,0.0634048,0.00545927,0.0175974,0.00881971,0.00241727,0.0279222,0.017983,0.00610038,0.0061532,0.00591501,0.0180373,0.00547457,0.00835724,0.012996,0.0184322,0.00797828,0.00618694,0.0199585,0.0165953,0,0,0,0,0,0.000698094,0.039686
656,0.022544,0,0,0,0,0.0188038,0,0,0,0,0,0,0.0109578,0.0439583,0.00716445,0.00173566,0,0,0.0194022,0,0.0300216,0.00762934,0.0365724,0.0093068,0.015317,0.00590553,0.00417805,0.0222458,0.00358313,0.00414889,0.0148777,0.00396929,0.00282859,0.00245242,0.0230043,0.0163255,0.0176156,0.0400666,0.00597468,0.010057,0.0311061,0.00536551,0.00967394,0.0169995,0,0,0.0228485,0,0.0277547,0.0118464,0.0633996,0.00534979,0.0175735,0.00902029,0.00231892,0.0265501,0.0181182,0.00646802,0.00627429,0.00572984,0.0179893,0.00535245,0.00834114,0.0133476,0.0187123,0.00733128,0.00563139,0.0192612,0.0158624,0,0,0,0,0,0.000639074,0.039875
657,0.0220334,0,0,0,0,0.018095,0,0,0,0,0,0,0.0111145,0.0437517,0.0071263,0.00176939,0,0,0.0177516,0,0.0299215,0.00649459,0.0365651,0.00961441,0.0153229,0.00586153,0.00406052,0.0207784,0.00357236,0.00410527,0.0148651,0.00397159,0.00285021,0.00252489,0.0229635,0.0164638,0.0161176,0.0405111,0.00645885,0.0103403,0.0302866,0.00555749,0.00936029,0.0162424,0,0,0.0228016,0,0.0271757,0.0115941,0.0634297,0.00532563,0.0175539,0.00911536,0.00225113,0.0255622,0.0182663,0.00667246,0.00640091,0.00577574,0.0180296,0.00536814,0.00840681,0.0135869,0.019051,0.00680031,0.00529708,0.0188426,0.0155264,0,0,0,0,0,0.000616752,0.0399736
658,0.022326,0,0,0,0,0.0179963,0,0,0,0,0,0,0.0111322,0.043703,0.00705309,0.00176143,0,0,0.0168148,0,0.0298938,0.00570103,0.0365592,0.0097155,0.0153345,0.00584073,0.00396723,0.0202754,0.00357709,0.00410242,0.0148374,0.00395622,0.00287732,0.0024686,0.0229708,0.0165745,0.0152631,0.0408865,0.00702979,0.0103567,0.0294391,0.00566219,0.00902861,0.0161476,0,0,0.0232127,0,0.0264985,0.0115644,0.0634288,0.00543207,0.0175411,0.00908418,0.00218312,0.0251426,0.0183848,0.00663782,0.0064167,0.00599824,0.0181677,0.0055077,0.00847283,0.0136109,0.0194967,0.00661389,0.00518593,0.0188641,0.0157793,0,0,0,0,0,0.000633011,0.0399351
659,0.0225501,0,0,0,0,0.0179298,0,0,0,0,0,0,0.0111575,0.0437226,0.00700905,0.00171452,0,0,0.0158934,0,0.0298578,0.00486568,0.0365728,0.00965352,0.0153552,0.0059187,0.00394733,0.0196684,0.0036092,0.0041296,0.014797,0.00396479,0.00295005,0.0023204,0.0229966,0.0166611,0.014453,0.0412007,0.00778178,0.0102279,0.0287012,0.00576875,0.00870669,0.0160381,0,0,0.0235932,0,0.0259732,0.0115813,0.0633736,0.00546273,0.0175038,0.00887005,0.00214492,0.0246428,0.018476,0.00645563,0.0063362,0.00607508,0.0183503,0.0057026,0.00855048,0.013517,0.0199405,0.0061017,0.00525512,0.0188912,0.0159228,0,0,0,0,0,0.000579398,0.0397923
660,0.0229662,0,0,0,0,0.0180286,0,0,0,0,0,0,0.0111716,0.0436269,0.00708539,0.00169528,0,0,0.0150898,0,0.0298015,0.0041425,0.0366015,0.00970693,0.0153703,0.00598234,0.00386513,0.0192924,0.00360539,0.0040805,0.0148235,0.00400099,0.00302312,0.0023179,0.0229583,0.0167162,0.0137003,0.0413679,0.00838724,0.0103186,0.0281995,0.00588781,0.00837918,0.0159843,0,0,0.0239066,0,0.0256435,0.0116967,0.0633529,0.00515988,0.0174702,0.00887142,0.00212811,0.0241408,0.0185731,0.00639557,0.00631447,0.00606951,0.018447,0.0057751,0.00859381,0.0136526,0.0204729,0.006068,0.00586632,0.0190214,0.0161841,0,0,0,0,0,0.000632612,0.0397292
661,0.0234401,0,0,0,0,0.0182457,0,0,0,0,0,0,0.0112212,0.04343,0.00718869,0.00170056,0,0,0.0145191,0,0.0297973,0.00357076,0.0366281,0.00985087,0.0153884,0.0059737,0.00382973,0.0188014,0.00355683,0.00397544,0.014914,0.00404896,0.00305388,0.00245038,0.0229021,0.0168391,0.0131347,0.0412882,0.00873026,0.0104347,0.0278562,0.00591665,0.00806097,0.0160262,0,0,0.023764,0,0.0253119,0.0115932,0.0633831,0.00505527,0.017445,0.00890874,0.00210728,0.0237568,0.0186826,0.00644728,0.00630269,0.00618579,0.0185453,0.00582017,0.0086195,0.0138403,0.0207569,0.00644793,0.00614024,0.0192186,0.0164902,0,0,0,0,0,0.000585873,0.0397489
662,0.0231674,0,0,0,0,0.0179893,0,0,0,0,0,0,0.0113992,0.0430614,0.00721606,0.00169405,0,0,0.0138061,0,0.0297777,0.00301841,0.0366426,0.00974021,0.0154016,0.00600115,0.00366576,0.0179666,0.0035645,0.00389871,0.014952,0.00408689,0.0031236,0.00243833,0.0228775,0.0169437,0.0124027,0.0411445,0.00917246,0.0105865,0.0274188,0.00601402,0.00774328,0.0154702,0,0,0.02236,0,0.0249461,0.010697,0.0634035,0.0052515,0.0174549,0.00900883,0.00209211,0.0224479,0.0188326,0.00653559,0.00632449,0.00645512,0.0186297,0.0058788,0.00868075,0.0139914,0.020104,0.00591185,0.0061069,0.0190554,0.0162768,0,0,0,0,0,0.000433241,0.0397717
663,0.0222118,0,0,0,0,0.0173007,0,0,0,0,0,0,0.0116144,0.0426055,0.00717052,0.00169609,0,0,0.0126751,0,0.0298037,0.00257442,0.0366478,0.00980501,0.0154384,0.00608138,0.0035127,0.0170044,0.00360556,0.00387806,0.0149408,0.00411583,0.00324655,0.00226457,0.0228504,0.0170403,0.0113492,0.0409956,0.00978085,0.0108141,0.0268472,0.00613227,0.0073824,0.0142446,0,0,0.0199914,0,0.0245141,0.00923628,0.0633708,0.0056428,0.0174581,0.00912018,0.00203489,0.0202588,0.0189837,0.006588,0.00634357,0.00661362,0.0187303,0.00592702,0.0087048,0.014143,0.0187729,0.00424941,0.00607918,0.0185972,0.0155746,0,0,0,0,0,0.000373919,0.0397835
