Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68
146,0.0129866,0.0250342,0.0153526,0.0112336,0.0154438,0.0158092,0,0,0.020924,0,0.0235898,0.0134278,0.0409837,0.0220957,0.0221711,0.00852241,0.0343789,0.018075,0.00641582,0.00689688,0.00619013,0.04736,0.0135215,0.0136602,0.0131581,0.0132761,0.00961698,0.01946,0.0112313,0.00735839,0.00383934,0.0125817,0.0116395,0.0145774,0.00603679,0,0,0.0477427,0,0.0252782,0.0311498,0.0568915,0.0184972,0.0188075,0.0122824,0.0314594,0.0154172,0.00965544,0.056318,0.0112992,0.00692536,0.00802955,0.0130156,0.00780117,0.00982328,0.0131365,0.0310791,0.01177,0.0127493,0.0282166,0.00673016,0,0,0,0,0,0,0,0
147,0.0130302,0.0249135,0.0146653,0.0109852,0.0172768,0.0162726,0,0,0.0221261,0,0.0236812,0.0137996,0.0403178,0.0226544,0.0220436,0.0102069,0.0345581,0.0187972,0.00735381,0.00869613,0.00759779,0.0486011,0.0136858,0.0150779,0.0135218,0.0126974,0.00451983,0.0200248,0.0112072,0.00768451,0.0036511,0.0127012,0.0105969,0.0140117,0.0062822,0,0,0.0482878,0,0.0251934,0.0314876,0.0570429,0.0196228,0.019433,0.0130189,0.0314489,0.0154318,0.00830709,0.0557723,0.011434,0.00609155,0.00956454,0.0133131,0.00842838,0.0102853,0.0113123,0.0321142,0.0115442,0.0126822,0.0282031,0.00733,0,0,0,0,0,0,0,0
148,0.0133469,0.0246784,0.0171005,0.0108187,0.0201959,0.0169007,0,0,0.0231512,0,0.0238475,0.0141503,0.0398487,0.0239039,0.0221964,0.0126282,0.0346998,0.0192301,0.00856312,0.0108711,0.00994504,0.0502084,0.0140103,0.017427,0.0140508,0.0123216,0.00610358,0.0206146,0.0111559,0.00795867,0.00784268,0.0128405,0.0110629,0.0137816,0.00677656,0,0,0.0486302,0,0.0250226,0.0317715,0.0574239,0.0214799,0.0198434,0.0142621,0.0315388,0.0153202,0.00773723,0.0551236,0.0122949,0.0061339,0.0111907,0.0133981,0.00906722,0.0105404,0.0125339,0.0330902,0.0113321,0.0126185,0.0280034,0.00785529,0,0,0,0,0,0,0,0
149,0.0141905,0.0244177,0.0224318,0.0106578,0.024171,0.017674,0,0,0.0238977,0,0.0239074,0.0142931,0.039507,0.0258475,0.0224984,0.0153171,0.0349149,0.019304,0.00961672,0.0133963,0.0126004,0.0520833,0.0147547,0.0210897,0.0147457,0.0120589,0.0134359,0.0212846,0.0110748,0.00807121,0.0104988,0.0130061,0.0125457,0.0138874,0.00719935,0,0,0.048687,0,0.0247044,0.0318883,0.0578254,0.0233855,0.0200807,0.0152062,0.03185,0.0151826,0.00760814,0.0546705,0.0129601,0.00664959,0.0121168,0.0132825,0.00944289,0.0106955,0.01388,0.0333478,0.0110445,0.0124728,0.027627,0.00833772,0,0,0,0,0,0,0,0
150,0.014645,0.024293,0.0288967,0.0105024,0.0285617,0.0186773,0,0,0.0244859,0,0.023913,0.0142849,0.0391027,0.0276608,0.0228624,0.0177609,0.0353163,0.0193393,0.0107098,0.0162541,0.015066,0.0540593,0.0160803,0.0256971,0.015565,0.0118831,0.0216812,0.021478,0.0110019,0.00808297,0.0118161,0.0132302,0.014277,0.0140455,0.00770889,0,0,0.0484381,0,0.0243025,0.0317213,0.0581313,0.0252551,0.0203187,0.0154985,0.0323516,0.0148419,0.00745808,0.0544332,0.0129141,0.00697579,0.012166,0.0130333,0.00948161,0.0104299,0.0145329,0.0334033,0.0106856,0.0121478,0.0272823,0.0089701,0,0,0,0,0,0,0,0
151,0.0148115,0.0242312,0.0354085,0.0104454,0.0323775,0.0198179,0,0,0.0249111,0,0.024002,0.0141972,0.0384964,0.0287531,0.0232319,0.0198423,0.0358115,0.0193545,0.0120374,0.0194058,0.0171984,0.055937,0.0175637,0.0301769,0.0164549,0.0117964,0.0299378,0.0212256,0.0109581,0.00815351,0.0128597,0.0135203,0.0156013,0.014177,0.00821754,0,0,0.0479764,0,0.0237881,0.0313025,0.0584238,0.0269496,0.020643,0.0153864,0.0328947,0.0144227,0.00713675,0.0541816,0.0125001,0.00736056,0.0118589,0.0127634,0.00947917,0.0099235,0.0164306,0.0331652,0.0104322,0.0117,0.0269928,0.00968098,0,0,0,0,0,0,0,0
152,0.0149819,0.024075,0.0412656,0.0104515,0.0350107,0.0210491,0,0,0.0250891,0,0.0240928,0.0139156,0.0378358,0.029044,0.0235246,0.0216237,0.0363162,0.0190636,0.0135556,0.0225373,0.0190683,0.0577528,0.0187344,0.0336291,0.0170588,0.0116719,0.0382666,0.0208306,0.010932,0.00811443,0.014275,0.013889,0.0165199,0.0142885,0.00867687,0,0,0.0473222,0,0.0231747,0.0307065,0.0587677,0.0283174,0.021066,0.0152303,0.0334691,0.0140537,0.00665282,0.0537876,0.0123465,0.00802278,0.0112893,0.0124165,0.00969185,0.00955232,0.0197549,0.0325897,0.01031,0.0111677,0.0266526,0.0102723,0,0,0,0,0,0,0,0
153,0.0150742,0.0237433,0.046065,0.0105809,0.0363352,0.0222425,0,0,0.0250409,0,0.0241545,0.0134309,0.0372119,0.0289755,0.0237145,0.0231559,0.0367641,0.0185106,0.0152432,0.0254331,0.0206852,0.0596202,0.0195683,0.0358558,0.0173876,0.0114087,0.0462055,0.02041,0.0108872,0.00795704,0.0156402,0.0142872,0.0170054,0.01437,0.00884845,0,0,0.0466055,0,0.022563,0.0301787,0.0592032,0.0294031,0.0215164,0.0151927,0.0341042,0.0137076,0.00726023,0.0534459,0.0127643,0.00885883,0.0105508,0.0120145,0.00994562,0.00966287,0.0229333,0.0317063,0.0103842,0.010643,0.0262217,0.0105634,0,0,0,0,0,0,0,0
154,0.0149015,0.0233148,0.0497144,0.0108733,0.036802,0.0231752,0,0,0.024802,0,0.0241876,0.0128496,0.0364776,0.0290719,0.0238346,0.0245971,0.0370899,0.0180059,0.0168423,0.0280637,0.0219907,0.0615041,0.0203265,0.0371419,0.0175636,0.011029,0.0531615,0.0197731,0.0108024,0.00772615,0.0160696,0.0146841,0.0172996,0.0143589,0.00898229,0,0,0.0458291,0,0.0219499,0.0296219,0.0596537,0.0299097,0.0219181,0.0151726,0.0346537,0.0132654,0.00800535,0.0534409,0.0133371,0.00961443,0.0100116,0.0116851,0.0101476,0.0101013,0.0249104,0.0310657,0.0105703,0.0102158,0.0257952,0.0105681,0,0,0,0,0,0,0,0
155,0.0145407,0.0226912,0.0520864,0.0112664,0.0365843,0.0238237,0,0,0.0243764,0,0.024167,0.0122865,0.0355482,0.0295125,0.0239372,0.0258892,0.03713,0.0176245,0.0182124,0.0304403,0.0229551,0.0632558,0.0209996,0.0378113,0.0176561,0.0105948,0.0591907,0.01907,0.0106836,0.00745441,0.0154005,0.0151005,0.0176201,0.014389,0.00908953,0,0,0.0448823,0,0.0213705,0.0289073,0.0598618,0.029913,0.0221745,0.0150684,0.0350468,0.0128974,0.00916125,0.0537648,0.0136997,0.0101429,0.00960332,0.0114997,0.0103136,0.0108391,0.0256096,0.0304935,0.0107338,0.00978669,0.0253393,0.0103879,0,0,0,0,0,0,0,0
156,0.0139541,0.0218771,0.0539472,0.0116849,0.0359558,0.0240997,0,0,0.0239242,0,0.024114,0.0118765,0.0344979,0.0305771,0.0239887,0.0271545,0.0367978,0.0173504,0.0193239,0.0325698,0.0234777,0.0647278,0.0215966,0.0380477,0.0177092,0.0102107,0.0649811,0.0184692,0.010606,0.0071879,0.0143631,0.0155235,0.0179626,0.0144181,0.00899886,0,0,0.0439105,0,0.0208334,0.0282307,0.0597858,0.0296188,0.0223052,0.0150641,0.0351666,0.0127186,0.00954854,0.0543072,0.0137785,0.0103237,0.00931729,0.0114722,0.010427,0.0117332,0.0253351,0.0296568,0.0107982,0.00939374,0.0248168,0.01003,0,0,0,0,0,0,0,0
157,0.0131686,0.0212692,0.0557109,0.0120265,0.0352239,0.0241865,0,0,0.0234754,0,0.0241125,0.0116991,0.0336079,0.0323538,0.0239677,0.0283505,0.0363247,0.0170653,0.0202273,0.0345208,0.0234487,0.0657183,0.022078,0.037939,0.0177307,0.00988481,0.0705018,0.0180306,0.0106145,0.00694918,0.0135505,0.0158644,0.0183224,0.0144611,0.00856919,0,0,0.0428379,0,0.0203703,0.0277199,0.0595656,0.0292273,0.0223033,0.0152889,0.0348762,0.0127692,0.00934507,0.0549039,0.0137455,0.0105191,0.00918122,0.0115499,0.0103992,0.0125214,0.0248061,0.0288289,0.0106588,0.009077,0.0243671,0.00970563,0,0,0,0,0,0,0,0
158,0.0123296,0.0209232,0.0574997,0.0122014,0.034627,0.0241735,0,0,0.0231438,0,0.0241822,0.011629,0.0330529,0.0348713,0.0238854,0.0292353,0.0359724,0.0168552,0.0209136,0.0363023,0.0231445,0.0663072,0.0225284,0.0377887,0.0178994,0.00952305,0.0746801,0.0176917,0.0106484,0.00675794,0.0130744,0.0160524,0.018545,0.0145561,0.00821608,0,0,0.0420382,0,0.019991,0.0273609,0.0593489,0.0287692,0.0221499,0.0155787,0.034613,0.0129739,0.00918688,0.0554217,0.0137452,0.0106331,0.00921547,0.0117045,0.0102677,0.0127667,0.0242629,0.0280841,0.0103039,0.00887225,0.0241221,0.00956246,0,0,0,0,0,0,0,0
159,0.0115606,0.0207409,0.0595813,0.0122074,0.0338243,0.0240895,0,0,0.0232049,0,0.024327,0.0120014,0.0328711,0.0372928,0.0237277,0.0300841,0.0358049,0.0167766,0.0213996,0.0379975,0.0231006,0.06655,0.0231426,0.0378914,0.0182274,0.00921213,0.0782286,0.017852,0.0107221,0.00672223,0.0129558,0.0161018,0.0183979,0.0146134,0.00785515,0,0,0.0416857,0,0.0197486,0.0271116,0.0591263,0.0281768,0.0219364,0.0157073,0.0346519,0.0135296,0.00899373,0.0556577,0.0136298,0.0105541,0.00941751,0.0118506,0.0101196,0.0122283,0.0237838,0.0277286,0.00952936,0.00880544,0.0240704,0.00958805,0,0,0,0,0,0,0,0
160,0.0113161,0.0208216,0.0616598,0.0121695,0.033108,0.023985,0,0,0.0232749,0,0.0245705,0.0122887,0.0330255,0.0395862,0.0235691,0.0310128,0.0357653,0.0165975,0.0218506,0.0395801,0.022899,0.0667451,0.0239941,0.0384253,0.0186361,0.00920671,0.0820717,0.0179811,0.0108257,0.00662332,0.0130035,0.0160601,0.0181226,0.0145371,0.00771694,0,0,0.0416443,0,0.0195215,0.0272363,0.0589792,0.0273369,0.0217877,0.0157158,0.034553,0.014141,0.0088847,0.0556936,0.0135458,0.0105038,0.00969384,0.0119159,0.0100482,0.0115366,0.0232673,0.0276558,0.00874373,0.00907025,0.0241765,0.00975908,0,0,0,0,0,0,0,0
161,0.0110614,0.0210533,0.0641053,0.0119631,0.0328867,0.0238062,0,0,0.0235331,0,0.0248404,0.0127001,0.0334814,0.0416208,0.0234347,0.0319149,0.0355811,0.0164943,0.0223763,0.0412489,0.0225041,0.06713,0.0247935,0.039252,0.0189065,0.00955041,0.0867682,0.0183474,0.0109038,0.0065509,0.0128015,0.0160103,0.0179282,0.0141696,0.00775403,0,0,0.0415744,0,0.0193351,0.027229,0.0589614,0.0268095,0.0218648,0.0156428,0.0340287,0.014979,0.00879165,0.0556585,0.013515,0.0103389,0.00998775,0.011888,0.0100856,0.0111743,0.0228443,0.0278249,0.00791101,0.00944206,0.0242625,0.00993021,0,0,0,0,0,0,0,0
162,0.0110371,0.0214022,0.0672221,0.0117355,0.0333783,0.0237478,0,0,0.0238603,0,0.0251683,0.0128382,0.0340287,0.0434515,0.0233131,0.0328035,0.0354102,0.0165015,0.0230024,0.0429479,0.0224276,0.0677686,0.0255013,0.0402551,0.0191087,0.0102238,0.0920436,0.0185062,0.0109611,0.0064019,0.0122547,0.0159447,0.0178873,0.0138802,0.00795975,0,0,0.0413518,0,0.0191284,0.0272344,0.0589811,0.0263485,0.0219377,0.0155433,0.0335888,0.0156691,0.00875897,0.055546,0.013562,0.0101565,0.0101769,0.0117435,0.0102018,0.0111876,0.0222714,0.02792,0.00728991,0.0098405,0.0243798,0.0101499,0,0,0,0,0,0,0,0
163,0.0109568,0.0217024,0.0708277,0.0115176,0.0344277,0.0236881,0,0,0.0242884,0,0.0254466,0.013016,0.0344626,0.0455463,0.0231564,0.0335945,0.0353054,0.0163767,0.0235672,0.0445389,0.0225434,0.0682288,0.0262567,0.0414662,0.0193113,0.0110409,0.0971332,0.018757,0.0110331,0.00633233,0.011319,0.0158986,0.0178305,0.0137044,0.00825121,0,0,0.0409274,0,0.0189953,0.0271116,0.0590911,0.0257419,0.0218964,0.0154513,0.0332611,0.0164046,0.00904895,0.055448,0.013603,0.0100371,0.0102672,0.0114493,0.0103193,0.0111614,0.0215146,0.0280482,0.00661655,0.0102167,0.0245122,0.0103416,0,0,0,0,0,0,0,0
164,0.0110404,0.0219765,0.074795,0.0113467,0.0356874,0.0236924,0,0,0.0246205,0,0.0257028,0.0131292,0.0347716,0.0473808,0.0229558,0.0342758,0.0352607,0.0162084,0.0242253,0.0458459,0.0227041,0.0685817,0.0270591,0.0429513,0.0194442,0.0119651,0.102057,0.0191144,0.0110868,0.00626299,0.0101027,0.0159255,0.0174574,0.0136248,0.00857591,0,0,0.0405822,0,0.0188712,0.0271247,0.059317,0.024636,0.0217579,0.015335,0.0329093,0.0170254,0.00895492,0.0555719,0.0136273,0.010153,0.0103094,0.0111251,0.0103267,0.0110398,0.0203811,0.0281089,0.00638343,0.0107467,0.0246064,0.0104829,0,0,0,0,0,0,0,0
165,0.0111057,0.0221692,0.0790051,0.0112317,0.037015,0.0235419,0,0,0.0249735,0,0.0258781,0.0132573,0.0349447,0.0490075,0.0226166,0.0348482,0.035071,0.0160739,0.0246057,0.0467537,0.022791,0.0688108,0.027779,0.044594,0.0195926,0.0128805,0.106736,0.0194986,0.0110818,0.00623977,0.00893358,0.0159216,0.0170684,0.0135119,0.00892866,0,0,0.0399595,0,0.0186211,0.026836,0.0593697,0.0235795,0.0215967,0.0151427,0.0324197,0.017569,0.00837549,0.0557466,0.013671,0.0101715,0.010389,0.0107858,0.0103396,0.0110187,0.0192851,0.0278828,0.00656996,0.0111993,0.0245699,0.0105243,0,0,0,0,0,0,0,0
166,0.0111416,0.0222201,0.0827314,0.0112034,0.0386194,0.0232406,0,0,0.0251442,0,0.0259123,0.0135264,0.0350206,0.0503418,0.0223581,0.0350676,0.0349611,0.0158829,0.0246742,0.0471372,0.0228327,0.0688009,0.0282032,0.0459298,0.0197296,0.0136896,0.110839,0.0199034,0.0110718,0.00629957,0.00799937,0.0158715,0.0164809,0.0132974,0.00930705,0,0,0.0387731,0,0.0182463,0.0262979,0.0593123,0.0225156,0.0214493,0.0149847,0.0318177,0.0180934,0.0088877,0.0558978,0.0137474,0.0102391,0.0105011,0.0104034,0.0103982,0.0109213,0.0184002,0.0273682,0.0071044,0.0114566,0.0246093,0.0105687,0,0,0,0,0,0,0,0
167,0.0112311,0.0223596,0.0856114,0.0112413,0.0398058,0.0228525,0,0,0.0253289,0,0.0259014,0.0139233,0.0350334,0.0510512,0.0221597,0.0350028,0.0349506,0.0156669,0.0247264,0.0470332,0.022454,0.0685987,0.0282863,0.0468243,0.0196757,0.014314,0.114048,0.0202301,0.0110851,0.0064128,0.00707592,0.0159032,0.0159182,0.013051,0.0096268,0,0,0.0376698,0,0.0179317,0.0259736,0.0592506,0.02133,0.0213229,0.0147985,0.0312232,0.0184563,0.00929616,0.0560686,0.0137433,0.0102713,0.0106979,0.010074,0.0104611,0.0106173,0.0175064,0.0268608,0.00792545,0.0117095,0.0247386,0.0106709,0,0,0,0,0,0,0,0
168,0.011227,0.0224984,0.0878233,0.0112829,0.0404249,0.0225643,0,0,0.0254895,0,0.0258289,0.0145064,0.035076,0.051233,0.0220001,0.0346432,0.0348982,0.0154453,0.024857,0.0464172,0.0226805,0.0683217,0.0280979,0.0473127,0.0196148,0.0146985,0.11623,0.0204278,0.0110997,0.00657828,0.00618134,0.016087,0.0156124,0.0127825,0.0099301,0,0,0.0364356,0,0.0177286,0.0254999,0.0591761,0.0198997,0.0212563,0.0145503,0.030661,0.0187989,0.0094039,0.0562541,0.0136257,0.0101777,0.0110659,0.00982476,0.0104399,0.0101936,0.0164511,0.0263712,0.00879619,0.0116984,0.0248434,0.0109032,0,0,0,0,0,0,0,0
169,0.0114024,0.0226484,0.0897421,0.0113684,0.0406921,0.0222747,0,0,0.0255253,0,0.0256836,0.014941,0.0351072,0.0511147,0.0218356,0.0339043,0.0348782,0.0152785,0.0249462,0.0454237,0.0228979,0.0679362,0.0276275,0.0473852,0.0197209,0.0150285,0.117896,0.0205325,0.0110551,0.00682335,0.00520298,0.0163961,0.0150203,0.0125559,0.0101579,0,0,0.0350615,0,0.0175413,0.0249758,0.0590162,0.0185768,0.0212231,0.0143356,0.030156,0.019092,0.00937619,0.0563815,0.0135064,0.0100177,0.0114129,0.00963174,0.0103802,0.00984254,0.0152233,0.0258369,0.00965646,0.0114865,0.024985,0.0111985,0,0,0,0,0,0,0,0
170,0.0114938,0.0228327,0.0911853,0.0114044,0.0407124,0.0218479,0,0,0.0255559,0,0.0255245,0.0151233,0.035048,0.0507293,0.0216778,0.0327241,0.0348319,0.0151976,0.0245648,0.0441177,0.0228854,0.0673787,0.0268201,0.0468901,0.0195896,0.0153286,0.119215,0.0205209,0.0110251,0.00707636,0.00447805,0.0168225,0.0144204,0.0122188,0.0103411,0,0,0.0337522,0,0.0173669,0.0246098,0.0588122,0.0173914,0.0212045,0.0141639,0.0296574,0.0193206,0.00930549,0.0564536,0.0134219,0.00987834,0.0116743,0.00940698,0.0103986,0.0095743,0.0140558,0.0254017,0.010451,0.0110773,0.0251149,0.0114509,0,0,0,0,0,0,0,0
171,0.0117001,0.0230261,0.0920545,0.0114131,0.0403981,0.0214334,0,0,0.0254556,0,0.0253812,0.0152085,0.0348888,0.0499175,0.0216005,0.0312325,0.0350795,0.0151983,0.0238145,0.0423821,0.022908,0.0667953,0.025661,0.0460269,0.0191354,0.0155741,0.120108,0.0204226,0.0110438,0.00729175,0.0044099,0.0173631,0.014098,0.0118875,0.0104879,0,0,0.032594,0,0.0172757,0.0242303,0.0586419,0.0162594,0.0211908,0.0139587,0.0291496,0.0194722,0.00920708,0.0564084,0.0132967,0.00967209,0.0118513,0.00915341,0.0104431,0.00937021,0.0131727,0.0251059,0.0111169,0.0106862,0.0252769,0.0115962,0,0,0,0,0,0,0,0
172,0.0119124,0.0232006,0.0925284,0.0114385,0.0400647,0.0211616,0,0,0.0253265,0,0.0252377,0.0151867,0.0347712,0.0486367,0.0216116,0.0294071,0.0352639,0.0151707,0.0228313,0.0399837,0.0230112,0.0662357,0.0242585,0.0449268,0.0185711,0.0157495,0.120153,0.0202083,0.0110587,0.00743047,0.00525538,0.0179844,0.0138122,0.0115065,0.010713,0,0,0.0314852,0,0.0172735,0.0239733,0.0586089,0.0153493,0.021189,0.0138086,0.0286467,0.0196653,0.00922265,0.056275,0.013198,0.00941555,0.0121642,0.00888112,0.0105394,0.00932822,0.0127849,0.0248676,0.0116232,0.0102798,0.0254185,0.0116884,0,0,0,0,0,0,0,0
173,0.0120149,0.0233848,0.0924775,0.0114545,0.0400773,0.0209202,0,0,0.0251044,0,0.0251114,0.0151228,0.0347853,0.0471045,0.0216406,0.0273521,0.0353122,0.0151274,0.0219919,0.0371295,0.0227393,0.0657667,0.0227364,0.0433623,0.017924,0.0158263,0.119396,0.0199044,0.0110775,0.00752768,0.00660209,0.0186174,0.0135884,0.0111635,0.0108462,0,0,0.0306672,0,0.0173045,0.0234527,0.0585925,0.0145166,0.0211776,0.0137413,0.0282965,0.0197512,0.00929076,0.0561445,0.0131211,0.00916638,0.0125884,0.00864152,0.0107135,0.00947029,0.0127923,0.0247139,0.0119842,0.00981553,0.0255409,0.0116604,0,0,0,0,0,0,0,0
174,0.0122846,0.0235898,0.0918759,0.0114517,0.0396685,0.0207634,0,0,0.0248392,0,0.0249806,0.0150237,0.0347994,0.0456824,0.0216345,0.0252792,0.0353423,0.0151213,0.0212107,0.0342054,0.0223963,0.0653879,0.0211133,0.041412,0.0172603,0.0158269,0.118075,0.0195015,0.0110928,0.00756197,0.00824106,0.0192264,0.0135857,0.0109018,0.0108427,0,0,0.0302796,0,0.0173574,0.022941,0.0584713,0.0134966,0.0211394,0.0137725,0.0280974,0.0197384,0.00904884,0.0560512,0.0130843,0.00901334,0.013088,0.00843666,0.0108418,0.00972495,0.0131676,0.0246632,0.0122744,0.00941341,0.0256751,0.0115773,0,0,0,0,0,0,0,0
175,0.0124423,0.0237612,0.0908205,0.0114345,0.0388125,0.0206501,0,0,0.0246164,0,0.0248504,0.0148715,0.0348319,0.0442304,0.0217062,0.0232018,0.035309,0.01507,0.0201027,0.0312096,0.0220204,0.0650633,0.0193613,0.0392396,0.0165219,0.0157938,0.116183,0.0190689,0.011087,0.00754938,0.0098677,0.0197734,0.0135671,0.0106252,0.0107687,0,0,0.030053,0,0.0174219,0.0228544,0.0582799,0.0123322,0.0211242,0.0138542,0.0277685,0.0197243,0.00868367,0.0559853,0.0131438,0.00898659,0.0136314,0.00826045,0.0109354,0.01006,0.0138614,0.0246339,0.0124826,0.00897196,0.0257748,0.011513,0,0,0,0,0,0,0,0
176,0.0128178,0.0238792,0.0890907,0.0114388,0.03759,0.0205752,0,0,0.0242389,0,0.0247448,0.0145992,0.0349381,0.0423194,0.0218496,0.0211199,0.0353234,0.0149911,0.0188448,0.0279289,0.0216022,0.0646906,0.0173792,0.0367822,0.0156055,0.0156719,0.113268,0.0185667,0.0110731,0.00752842,0.0113764,0.0202673,0.0135246,0.0102673,0.0107194,0,0,0.0296246,0,0.0175097,0.0228969,0.0580998,0.0117505,0.0211613,0.0139843,0.0272954,0.0196117,0.00887011,0.055867,0.0132531,0.00909435,0.0139289,0.00814543,0.0110614,0.0104428,0.0147751,0.0246283,0.0125045,0.00855751,0.0258465,0.0114521,0,0,0,0,0,0,0,0
177,0.0131648,0.0240226,0.0864249,0.011422,0.0360607,0.0205774,0,0,0.0238056,0,0.0246408,0.014368,0.0351242,0.0400305,0.0219853,0.0191366,0.0352285,0.0150154,0.0175479,0.0244833,0.0210871,0.0642362,0.0151006,0.0338594,0.014484,0.0154538,0.109122,0.0180663,0.0110526,0.00753855,0.0127685,0.0206703,0.0135653,0.00991856,0.0106789,0,0,0.0288825,0,0.0175929,0.0227065,0.0579723,0.0114885,0.0212557,0.014193,0.0269078,0.0193736,0.00957556,0.0556678,0.0133646,0.00948492,0.0142489,0.00807771,0.0112306,0.0108247,0.015885,0.024605,0.0125024,0.00815767,0.0259613,0.0114018,0,0,0,0,0,0,0,0
178,0.0133769,0.0241506,0.0829759,0.0113798,0.0345339,0.0206643,0,0,0.0234195,0,0.0244451,0.0142225,0.0352643,0.0376843,0.0222118,0.0174453,0.0352479,0.015048,0.0162455,0.0210997,0.0204836,0.063724,0.0126322,0.0306507,0.013518,0.0153171,0.103988,0.0176713,0.0110253,0.00760174,0.0143193,0.0209596,0.0136777,0.00974924,0.0106186,0,0,0.0281755,0,0.0176724,0.0223913,0.0579145,0.0113976,0.0213341,0.0144109,0.0266988,0.0189602,0.00987654,0.0555526,0.0134657,0.010164,0.0145849,0.00777361,0.0114118,0.011271,0.0173179,0.024254,0.0124508,0.00774839,0.0260889,0.0113477,0,0,0,0,0,0,0,0
179,0.0132943,0.0242933,0.0788204,0.0113474,0.0330627,0.0207803,0,0,0.0233202,0,0.0242148,0.0140894,0.0354104,0.0353077,0.0225595,0.0163704,0.0354535,0.015074,0.0151767,0.0182171,0.0200112,0.0632305,0.0102844,0.027396,0.0128022,0.0152351,0.097993,0.0173858,0.0110008,0.00766634,0.0159792,0.0211138,0.0137678,0.00960083,0.010604,0,0,0.0274611,0,0.0176918,0.0218188,0.0578949,0.0114006,0.0214473,0.0146895,0.0266052,0.018588,0.0100207,0.055538,0.0135965,0.0107012,0.0148453,0.00745183,0.0116468,0.0118817,0.0189207,0.0237204,0.0122865,0.00740847,0.0262749,0.0113746,0,0,0,0,0,0,0,0
180,0.0128132,0.0243341,0.0740086,0.0113729,0.0314016,0.0208864,0,0,0.0232288,0,0.024101,0.0139069,0.0358079,0.0327716,0.0228294,0.0160326,0.0356028,0.0150222,0.014501,0.0163741,0.0196171,0.0626813,0.00851406,0.0244752,0.0124022,0.0151865,0.0912841,0.0170515,0.0109892,0.00771,0.0176403,0.021162,0.0137545,0.00927776,0.0105013,0,0,0.0265655,0,0.0176627,0.0211113,0.0578292,0.0111182,0.0216046,0.0149487,0.0263501,0.0181932,0.0101914,0.0555479,0.0136234,0.0111598,0.0151669,0.00728989,0.0118305,0.0125028,0.0205499,0.0230375,0.0120444,0.00707875,0.026358,0.0114144,0,0,0,0,0,0,0,0
181,0.0126403,0.0241885,0.0684518,0.0113961,0.0293011,0.0207431,0,0,0.0227,0,0.0240978,0.0135971,0.0366277,0.0297216,0.0229967,0.0160254,0.0355159,0.0148945,0.0140297,0.0152162,0.0190464,0.0619958,0.00761114,0.0219866,0.0120609,0.0150925,0.0840044,0.0165661,0.0109786,0.00767488,0.0190032,0.0211582,0.0138127,0.008593,0.01048,0,0,0.0256942,0,0.0176165,0.0205493,0.057613,0.0108831,0.0215979,0.0151331,0.0255454,0.0177751,0.0102291,0.0554559,0.0134184,0.0114389,0.0152245,0.00723558,0.0118239,0.0127831,0.0218597,0.0223428,0.0118653,0.00685678,0.0262115,0.011415,0,0,0,0,0,0,0,0
182,0.0126768,0.0241532,0.0623109,0.0114109,0.0270895,0.020582,0,0,0.0223819,0,0.0241659,0.0133706,0.0374049,0.0266661,0.0231073,0.0159292,0.0353001,0.0149145,0.0136312,0.0145249,0.0183774,0.0610958,0.00780796,0.0200665,0.0120109,0.0151016,0.0762114,0.0162195,0.0109402,0.00766038,0.0198868,0.0211196,0.0140411,0.00810463,0.0106982,0,0,0.0246641,0,0.017585,0.0198628,0.0575997,0.0109752,0.0215506,0.0154006,0.0249728,0.0172965,0.0102519,0.0553743,0.0132518,0.0117314,0.0152538,0.00716833,0.0118289,0.0128388,0.0228299,0.0215045,0.0116102,0.00659691,0.0261592,0.011509,0,0,0,0,0,0,0,0
183,0.01281,0.02414,0.0555553,0.0114315,0.0248306,0.020481,0,0,0.0222758,0,0.0242244,0.0131861,0.0381327,0.0239967,0.0232394,0.0155966,0.0350537,0.0150082,0.0131929,0.0140444,0.0175271,0.0602254,0.00898231,0.018772,0.0123354,0.0152634,0.067746,0.0159332,0.0108896,0.00764598,0.0205322,0.021001,0.0143936,0.00797594,0.0109,0,0,0.0235015,0,0.0175323,0.0192138,0.0577041,0.0112885,0.0215238,0.0156535,0.0246849,0.0169648,0.010202,0.0551947,0.0131124,0.0118195,0.0152872,0.0071198,0.0118967,0.0128973,0.0234543,0.0205605,0.011293,0.00639161,0.0262146,0.0117377,0,0,0,0,0,0,0,0
