Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LHEE
All Timesteps RMSE,0.0127689,0.0267885,0.0467113,0.0117471,0.0249272,0.0256047,0,0,0.0233831,0,0.0240829,0.0119709,0.0436141,0.0207966,0.0199463,0.0439365,0.0201436,0.0161882,0.0233132,0.0162279,0.0511415,0.0171338,0.0239138,0.0148453,0.0155835,0.0583391,0.0209762,0.0107039,0.00741374,0.0300405,0.0157429,0.0190233,0.0287235,0.0128514,0,0,0.0386607,0,0.0200721,0.024488,0.0586291,0.0254351,0.0175879,0.00944893,0.0438109,0.0156198,0.00948319,0.0522815,0.0101436,0.0124611,0.0121746,0.014335,0.0094882,0.0155632,0.0379614,0.0231984,0.0109065,0.0111137,0.0331143,0.0194434,0,0,0,0,0,0,0,0.0295763
0,0.00948724,0.0316276,0.0220068,0.0131981,0.0150776,0.0204222,0,0,0.0175737,0,0.0220902,0.0122897,0.0443457,0.0178459,0.0181982,0.0422255,0.0175417,0.00789573,0.00960513,0.0155204,0.0397672,0.0108232,0.00929504,0.0125488,0.0150006,0.0215713,0.0175785,0.0104624,0.00770761,0.0464961,0.0127422,0.032239,0.029211,0.00415693,0,0,0.0488056,0,0.0240021,0.0293382,0.0573213,0.0357776,0.0170651,0.0155825,0.044081,0.01794,0.020493,0.0548059,0.0222917,0.0227634,0.0158244,0.0160805,0.0166334,0.0160639,0.0456151,0.0245135,0.00765098,0.0150454,0.0374932,0.0125534,0,0,0,0,0,0,0,0
1,0.010109,0.0318234,0.0214858,0.0127862,0,0.0198996,0,0,0.0182746,0,0.0220501,0.0123492,0.0441831,0.0173953,0.0172489,0.0422367,0.0182165,0.00810918,0.0102226,0.0143711,0.0393984,0.0110264,0.0100104,0.0128179,0.0136686,0.0206527,0.0180796,0.0104666,0.00776976,0.0384992,0.0122112,0.0275812,0.0291915,0.00463135,0,0,0.0483656,0,0.0244634,0.0288794,0.0572202,0.03206,0.017098,0.013808,0.0440134,0.0181385,0.017623,0.0539721,0.0186968,0.017706,0.0135619,0.0142728,0.0140001,0.0124598,0.0389271,0.0244991,0.00789869,0.0146562,0.0375394,0.0118463,0,0,0,0,0,0,0,0
2,0.0106396,0.0321959,0.0200225,0.0125736,0.0130513,0.019881,0,0,0.0188286,0,0.0220911,0.0126596,0.043879,0.0174862,0.0164694,0.0422293,0.018861,0.00789039,0.0100416,0.0132277,0.0395135,0.0110148,0.00988357,0.0123031,0.0134232,0.0180477,0.0185863,0.0104502,0.00781615,0.0262143,0.0122188,0.018221,0.0291269,0.00490339,0,0,0.0477446,0,0.0248103,0.0283914,0.0572592,0.0219089,0.0172136,0.0125871,0.0441326,0.0183587,0.0151036,0.0530214,0.0157104,0.0139606,0.0103732,0.0127526,0.00854252,0.00833579,0.0268456,0.0241542,0.00814981,0.0145568,0.0380137,0.0112312,0,0,0,0,0,0,0,0
3,0.011213,0.0326592,0.0206305,0.012295,0.0127856,0.0199996,0,0,0.0194289,0,0.0220917,0.012917,0.0435126,0.0176643,0.0155335,0.0422034,0.019511,0.00755752,0.00928396,0.0118096,0.0398318,0.0112267,0.0101981,0.012594,0.0132808,0.0172712,0.0190053,0.0104408,0.00785551,0.0164727,0.0123147,0.0104514,0.0288386,0.0050333,0,0,0.0471114,0,0.0250745,0.0279539,0.0579589,0.0134742,0.0172804,0.0116399,0.0444268,0.0185632,0.0127362,0.0523418,0.0130047,0.0108358,0.00759883,0.0128433,0.00411009,0.00536311,0.0166352,0.0236775,0.00828185,0.0145328,0.0385268,0.0106384,0,0,0,0,0,0,0,0
4,0.0116321,0.0331216,0.0218908,0.0121257,0.0131071,0.0200819,0,0,0.0199802,0,0.0221868,0.0131152,0.043122,0.0178366,0.0144249,0.0421262,0.0201619,0.00749222,0.00833565,0.0104671,0.0402564,0.0114186,0.0105753,0.0130255,0.0133186,0.0172941,0.0192843,0.0104785,0.00784122,0.0171928,0.0122635,0.0106125,0.0283497,0.00514507,0,0,0.0464945,0,0.0252454,0.0275125,0.0583154,0.014738,0.017298,0.0107707,0.0448264,0.0186856,0.010668,0.0518817,0.0108746,0.00819839,0.00653534,0.0131035,0.00415236,0.00435609,0.0186947,0.0232399,0.00845052,0.0144427,0.0390175,0.010182,0,0,0,0,0,0,0,0
5,0.0118944,0.0335953,0.023857,0.0120238,0.0142806,0.0202055,0,0,0.0205154,0,0.0223149,0.0132873,0.0426535,0.0180174,0.0133169,0.04216,0.0207204,0.00685481,0.00753024,0.00900179,0.0406974,0.0117213,0.0113657,0.0135759,0.0134389,0.0183108,0.0196037,0.010511,0.0079262,0.0181687,0.0122211,0.0120256,0.0278654,0.00528585,0,0,0.0459311,0,0.0253562,0.0270731,0.058307,0.0151041,0.0173043,0.0101241,0.0454093,0.0186831,0.00880988,0.051764,0.00912305,0.00593909,0.00509063,0.0139648,0.00431208,0.00342535,0.0215594,0.0229268,0.00890691,0.0142134,0.0392012,0.00997984,0,0,0,0,0,0,0,0
6,0.0122023,0.0341697,0.024583,0.0118828,0.0141463,0.0207517,0,0,0.0211524,0,0.0224262,0.0134085,0.0421627,0.0183059,0.0120481,0.0423543,0.0212403,0.0059288,0.00686567,0.00725272,0.0412722,0.0115664,0.0118194,0.0130128,0.0138606,0.0179667,0.0200158,0.010551,0.00812624,0.0165106,0.0122719,0.0127,0.0274895,0.00565335,0,0,0.045386,0,0.0254732,0.0266507,0.0581077,0.012324,0.0174182,0.00990673,0.0459218,0.01868,0.00710559,0.0520679,0.00810406,0.00413165,0.00427145,0.0151608,0.00553556,0.00338908,0.0214865,0.0225822,0.0093484,0.0140989,0.0393908,0.00993619,0,0,0,0,0,0,0,0.0259314
7,0.0126574,0.0346916,0.0285339,0.0116928,0.0165702,0.0216259,0,0,0.0219126,0,0.022509,0.0135549,0.041704,0.0184793,0.0112274,0.0426196,0.0216699,0.00521763,0.00642506,0.00556355,0.0419479,0.011906,0.0134066,0.0136505,0.0141256,0.0218571,0.0204836,0.0105935,0.00839782,0.0140348,0.0123005,0.0106721,0.0272783,0.00634511,0,0,0.0448924,0,0.0255175,0.0262578,0.0580465,0.00814599,0.0175567,0.00996736,0.0461636,0.0186928,0.00585771,0.0525369,0.00851409,0.0035015,0.00542699,0.0157897,0.00731097,0.0050002,0.0197273,0.0222705,0.00963046,0.0140483,0.039629,0.00991193,0,0,0,0,0,0,0,0.0277442
8,0.0133947,0.0347297,0.0333314,0.0114574,0.0192447,0.0223229,0,0,0.0227036,0,0.0224516,0.0137669,0.0413456,0.018581,0.0107562,0.0427794,0.0220587,0.00470392,0.00668479,0.00428747,0.0428804,0.0124547,0.0151485,0.0143678,0.0144778,0.0268288,0.0207336,0.0105643,0.00862958,0.0143799,0.0123584,0.00809722,0.0272347,0.00730683,0,0,0.044339,0,0.0255067,0.0258691,0.058221,0.00579988,0.0177678,0.0100161,0.0462026,0.0186363,0.00559774,0.0528229,0.0102122,0.0045928,0.0074119,0.0155307,0.00814873,0.00709388,0.0197974,0.0218595,0.00984752,0.0138975,0.039646,0.00973206,0,0,0,0,0,0,0,0.0289266
9,0.0141718,0.0344248,0.0385795,0.0112039,0.0222016,0.0234708,0,0,0.0231882,0,0.0222945,0.0138995,0.0411885,0.0188095,0.0105545,0.042847,0.0222472,0.00442307,0.00783303,0.00350462,0.044103,0.0130564,0.0174992,0.0150858,0.0147852,0.032673,0.0206811,0.010485,0.0087191,0.017637,0.0124563,0.00707613,0.027391,0.00827761,0,0,0.0437546,0,0.0254502,0.0255001,0.0585255,0.00616779,0.0180589,0.00992691,0.0462581,0.0185284,0.00629273,0.0524756,0.0115772,0.0059398,0.0090451,0.014848,0.00816491,0.00867932,0.022501,0.0213492,0.01001,0.0136434,0.0393574,0.00947668,0,0,0,0,0,0,0,0.0299662
10,0.0145025,0.0337961,0.0440454,0.0112139,0.0254595,0.0246819,0,0,0.0231485,0,0.022469,0.013893,0.0410494,0.0193009,0.0109231,0.0428823,0.0219854,0.00437592,0.00948504,0.00357741,0.0455562,0.0141633,0.0205356,0.0157736,0.0150186,0.0392956,0.0204512,0.0104944,0.00867955,0.0208356,0.0125448,0.00607418,0.0278098,0.00898227,0,0,0.0431535,0,0.0252513,0.0251398,0.0587219,0.00683827,0.018173,0.00926098,0.0462509,0.018127,0.00659023,0.0521114,0.0117496,0.00627118,0.00941772,0.0142782,0.00775648,0.00887653,0.025803,0.0209333,0.0101781,0.0133094,0.0388075,0.00929667,0,0,0,0,0,0,0,0.0311855
11,0.0143594,0.0330999,0.0492565,0.0112454,0.0286994,0.0257677,0,0,0.0226755,0,0.0225706,0.0136567,0.0408423,0.0200208,0.0118909,0.0429405,0.0213735,0.00482397,0.0116816,0.00439745,0.0470778,0.0154737,0.023762,0.0164206,0.0151676,0.0462897,0.0199167,0.0105002,0.00845862,0.0228803,0.0126934,0.00451704,0.0284079,0.00929095,0,0,0.0425491,0,0.0249505,0.0247061,0.058677,0.00835817,0.0183934,0.00849727,0.046247,0.0173262,0.00553779,0.0517133,0.0105816,0.00518926,0.00824862,0.0138575,0.00696542,0.00745776,0.0289439,0.0206409,0.0103406,0.012887,0.0380153,0.00919876,0,0,0,0,0,0,0,0.0321253
12,0.0139238,0.0322446,0.0545576,0.0113201,0.0316117,0.0269453,0,0,0.0218689,0,0.0225601,0.013153,0.040543,0.0207904,0.0131323,0.043025,0.0205259,0.00585199,0.0142979,0.00557038,0.0486571,0.0167608,0.0269028,0.016855,0.0152457,0.05355,0.0191144,0.0104904,0.00814564,0.0238871,0.0129787,0.00376569,0.0288313,0.00929432,0,0,0.0420124,0,0.0246226,0.0242621,0.0589882,0.0110765,0.0187173,0.00776877,0.0462259,0.0162388,0.00350774,0.0513563,0.00859318,0.00310179,0.00647447,0.0132804,0.00604899,0.00551978,0.0318779,0.0204852,0.0104873,0.0123285,0.0370761,0.00914489,0,0,0,0,0,0,0,0.0323111
13,0.0133434,0.0312909,0.0600177,0.0115583,0.0341477,0.028228,0,0,0.0207119,0,0.0225008,0.0124197,0.0401972,0.021367,0.0145294,0.0431445,0.0194924,0.00731079,0.0166879,0.00695369,0.0502591,0.0176702,0.0297162,0.0171422,0.0153418,0.0604889,0.0180649,0.0104596,0.00785364,0.0244266,0.0134009,0.00448066,0.0291447,0.00924508,0,0,0.0416558,0,0.0243397,0.0238904,0.059415,0.0137854,0.0189472,0.00704943,0.0464823,0.0150077,0.00195548,0.0507754,0.00672957,0.00119858,0.00521533,0.0126896,0.00583035,0.00454113,0.0342135,0.0203942,0.010713,0.0115819,0.0361109,0.00934622,0,0,0,0,0,0,0,0.0320988
14,0.012423,0.0300742,0.065031,0.0119692,0.0362793,0.0293999,0,0,0.0192142,0,0.0223878,0.0115452,0.0397576,0.0216835,0.015971,0.0430182,0.0183098,0.00885175,0.0188202,0.00836898,0.0519274,0.0182468,0.0321221,0.01736,0.0155803,0.066992,0.0168223,0.0104119,0.00750639,0.0244718,0.0138118,0.0047689,0.0291576,0.00898616,0,0,0.0413582,0,0.0238567,0.0235297,0.0596788,0.0154098,0.0190474,0.00652641,0.046707,0.0137293,0.0016706,0.0501568,0.00591235,0.000941353,0.0048483,0.0122044,0.00602727,0.00474254,0.0353323,0.0204144,0.0111542,0.0108662,0.0351105,0.00974577,0,0,0,0,0,0,0,0.0315894
15,0.0111744,0.0287188,0.0689743,0.0125642,0.0376815,0.0303007,0,0,0.0176944,0,0.022287,0.0105948,0.0390991,0.021878,0.017279,0.0425311,0.0171031,0.0101893,0.020827,0.0100405,0.0535801,0.0189255,0.0341671,0.0174939,0.0158073,0.0734393,0.0156369,0.0103208,0.0070767,0.0242047,0.0142888,0.00474972,0.0290095,0.00871153,0,0,0.0411574,0,0.0232929,0.023257,0.0597364,0.0159504,0.0190966,0.00617964,0.0468175,0.0124144,0.00181304,0.0497834,0.00597264,0.0012538,0.00472868,0.012022,0.00617686,0.00499102,0.0355088,0.0204841,0.0117044,0.0101843,0.0341681,0.0103702,0,0,0,0,0,0,0,0.0308571
16,0.00649883,0.0251058,0.0721148,0.013592,0.0380922,0.0311358,0,0,0.0149212,0,0.0219883,0.00876153,0.0384763,0.0224875,0.0182733,0.0414727,0.0197305,0.0113551,0.0224967,0.0110262,0.0549035,0.0196393,0.0357925,0.0174255,0.0157456,0.0806184,0.0171479,0.01005,0.00612017,0.0237325,0.0138666,0.00426825,0.0285932,0.00969401,0,0,0.0422649,0,0.0237709,0.0239756,0.0600206,0.0153123,0.0186604,0.0060584,0.046569,0.0108866,0.00194222,0.0499594,0.00642258,0.00141402,0.0046156,0.0120646,0.00605963,0.00491402,0.035274,0.0221733,0.0123227,0.010764,0.0331028,0.017537,0,0,0,0,0,0,0,0.0303842
17,0.00803142,0.0244561,0.0747015,0.0142148,0.0378733,0.0312803,0,0,0.0141997,0,0.0219418,0.00782999,0.0377062,0.0225738,0.0195102,0.0407382,0.0203692,0.0129572,0.0245722,0.0119441,0.0564365,0.020126,0.0365912,0.0173073,0.0156329,0.0880582,0.0166569,0.0099443,0.00569698,0.0239735,0.0144048,0.00349322,0.0281875,0.0110356,0,0,0.0418435,0,0.0229925,0.0238653,0.0606579,0.0137657,0.0183314,0.00609115,0.0461308,0.0101335,0.00164927,0.0505731,0.00671089,0.00161412,0.00437818,0.0123097,0.00572903,0.00463841,0.0348737,0.0221705,0.0130289,0.0102075,0.0326835,0.0191061,0,0,0,0,0,0,0,0.0307289
18,0.0093909,0.0240043,0.0766248,0.0146317,0.0372504,0.0310212,0,0,0.0139692,0,0.0219785,0.00730664,0.0371256,0.022651,0.020611,0.0400943,0.021239,0.0143698,0.0265582,0.0124803,0.0577586,0.0205708,0.0365761,0.0171254,0.0153653,0.0941415,0.0166095,0.00988364,0.00544078,0.024203,0.0148388,0.00313368,0.0277613,0.01236,0,0,0.0415722,0,0.0223004,0.0238555,0.0609376,0.0125256,0.0179591,0.00591473,0.0454232,0.00963136,0.00102142,0.0510947,0.00658183,0.00227824,0.00396255,0.0128028,0.00547127,0.00422533,0.0344833,0.0221127,0.0134315,0.00983815,0.0325312,0.020631,0,0,0,0,0,0,0,0.0312792
19,0.0105986,0.02372,0.0780789,0.0149835,0.0364221,0.0308524,0,0,0.0142397,0,0.0220664,0.00715775,0.0367072,0.0227223,0.021351,0.0395133,0.0223987,0.0153798,0.0284366,0.0127448,0.0587049,0.0209889,0.0361146,0.0170065,0.0149914,0.0975995,0.0169881,0.00980108,0.00535201,0.0243377,0.0150915,0.00321712,0.027412,0.0134662,0,0,0.0414951,0,0.0217924,0.0239333,0.060895,0.0118811,0.017554,0.00563043,0.0445818,0.00934603,0.000662428,0.0514929,0.00637193,0.00306172,0.00367584,0.0133843,0.00526293,0.00363165,0.0344016,0.0220573,0.0133911,0.00953886,0.0326972,0.0220108,0,0,0,0,0,0,0,0.0317699
20,0.011677,0.0237745,0.0790673,0.0152418,0.0353057,0.0306365,0,0,0.0149498,0,0.022172,0.00733354,0.0365097,0.0227787,0.0216429,0.0389256,0.0237179,0.0159357,0.0300479,0.0127663,0.0593758,0.0217608,0.0358635,0.0168766,0.0145814,0.0994532,0.0177543,0.00974373,0.00539664,0.0246439,0.0152403,0.00361341,0.0269325,0.0142786,0,0,0.0414265,0,0.0213934,0.0240565,0.0607769,0.0121109,0.0174426,0.00545137,0.0437572,0.00931648,0.00080058,0.0516407,0.0062905,0.00370687,0.00325056,0.0138375,0.00511217,0.00331616,0.0346866,0.0220146,0.0130203,0.00944117,0.0329587,0.0231132,0,0,0,0,0,0,0,0.0321012
21,0.012627,0.0240449,0.0799364,0.0150493,0.0345787,0.0305482,0,0,0.0161139,0,0.0221728,0.00772594,0.0365418,0.0227992,0.0218342,0.0386008,0.0252258,0.0162548,0.0315407,0.0126659,0.0599419,0.0220758,0.0360469,0.0167794,0.0144754,0.100935,0.018933,0.00979414,0.0055082,0.0246435,0.0152747,0.00395027,0.0265175,0.0148477,0,0,0.0412191,0,0.0210448,0.0241749,0.0608035,0.0124335,0.0175631,0.00545631,0.0432172,0.00945987,0.000851533,0.051573,0.00624184,0.00389971,0.0031277,0.0141093,0.00510949,0.00322895,0.0347711,0.0219736,0.0124199,0.00964735,0.0331996,0.0240028,0,0,0,0,0,0,0,0.0329147
22,0.0133281,0.0246393,0.0809632,0.0147362,0.0346224,0.0306483,0,0,0.0174855,0,0.0222148,0.00818025,0.0367835,0.022766,0.0222021,0.0385702,0.0268649,0.0166013,0.0331011,0.0126117,0.0605357,0.0221767,0.0363496,0.0167206,0.0147582,0.1026,0.0202926,0.00987302,0.00559447,0.0239934,0.0151171,0.00383922,0.0261057,0.0152076,0,0,0.0409469,0,0.0206841,0.0244027,0.060911,0.0120941,0.0177587,0.00558682,0.0428953,0.00975679,0.000690614,0.0512414,0.00610384,0.00373274,0.00336844,0.0140332,0.0050413,0.00304706,0.0341129,0.0220888,0.011694,0.0100677,0.0333682,0.0246674,0,0,0,0,0,0,0,0.0343783
23,0.0138437,0.0253833,0.0824757,0.0144473,0.0353584,0.0307183,0,0,0.0190077,0,0.0223537,0.00872247,0.0371228,0.0227245,0.0227985,0.0386889,0.0285925,0.0172238,0.0348157,0.0126202,0.061132,0.0217766,0.0369171,0.0166041,0.0152371,0.104665,0.0218737,0.0099516,0.00573137,0.0232259,0.0149387,0.0035382,0.025804,0.0154147,0,0,0.0411705,0,0.0204823,0.024715,0.0611101,0.0115053,0.0179406,0.00574346,0.0426974,0.0100768,0.000520163,0.0507606,0.0060697,0.00338161,0.00401358,0.013736,0.00516727,0.00314085,0.0332425,0.0223256,0.0107804,0.0102778,0.03357,0.0251515,0,0,0,0,0,0,0,0.0363822
24,0.0143232,0.0260739,0.0844275,0.0141861,0.0363912,0.0308367,0,0,0.0205334,0,0.022511,0.00926529,0.0374603,0.0226529,0.0234687,0.0388926,0.030189,0.0179699,0.0364688,0.0125707,0.0617175,0.0223413,0.0378391,0.0166096,0.0156688,0.106806,0.0234407,0.0100078,0.00589198,0.0225759,0.0148436,0.00318501,0.0256905,0.0155349,0,0,0.0416202,0,0.0203831,0.0249762,0.0612775,0.0108795,0.0180914,0.00582739,0.0424465,0.0103973,0.000464506,0.0504505,0.00615994,0.00294361,0.00465373,0.0133642,0.00548871,0.00339025,0.0323911,0.0225654,0.00969762,0.0102904,0.0337278,0.025463,0,0,0,0,0,0,0,0.03854
25,0.0148892,0.0265647,0.0864059,0.0137148,0.0376346,0.0309051,0,0,0.0220244,0,0.0225912,0.0097779,0.0377219,0.0224815,0.024103,0.0391292,0.0315405,0.0186984,0.0379683,0.012473,0.0621637,0.0229862,0.0389754,0.0167466,0.016084,0.109216,0.0248622,0.0100982,0.00602004,0.0220279,0.014928,0.00281966,0.0256846,0.0156745,0,0,0.0418295,0,0.0202904,0.0249689,0.0613436,0.0103928,0.0181969,0.00594387,0.042026,0.0108015,0.000567903,0.050426,0.00627289,0.00234536,0.00509463,0.0131269,0.00564771,0.00368321,0.0315769,0.0227218,0.00848546,0.0103044,0.0338114,0.0256364,0,0,0,0,0,0,0,0.0406162
26,0.0154246,0.0268806,0.0883201,0.0132855,0.0389054,0.0308143,0,0,0.0233917,0,0.0226932,0.0101984,0.0380296,0.0222233,0.0245882,0.0393544,0.0327229,0.0193294,0.039218,0.0124088,0.0624117,0.0235741,0.0401981,0.0170803,0.0165056,0.111475,0.0260589,0.0101824,0.00617555,0.0215381,0.0149599,0.00253708,0.0257975,0.0158492,0,0,0.0417604,0,0.0200804,0.0248814,0.061322,0.0101732,0.0182422,0.00592495,0.041562,0.0111891,0.000963831,0.0505655,0.00640879,0.00176145,0.00533575,0.0130334,0.00562235,0.00388928,0.0308628,0.0227472,0.00759498,0.0104779,0.0338987,0.0257519,0,0,0,0,0,0,0,0.0425992
27,0.0157624,0.027254,0.0899315,0.0129506,0.0400269,0.0306271,0,0,0.0245654,0,0.022824,0.0105461,0.0384489,0.0219009,0.0249008,0.03941,0.0335301,0.0197189,0.0398407,0.0124085,0.0624921,0.0239739,0.0412114,0.0174014,0.0168195,0.113188,0.0269548,0.0102294,0.0063679,0.020717,0.0150205,0.00266791,0.0258461,0.0159318,0,0,0.0414269,0,0.0198279,0.0247702,0.0612318,0.0102626,0.0182614,0.00583982,0.0410672,0.0115444,0.00134992,0.0507222,0.00650807,0.0015555,0.00525876,0.0129559,0.00571015,0.00373909,0.0299013,0.022684,0.00702115,0.010659,0.0339813,0.0257435,0,0,0,0,0,0,0,0.0442436
