Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LHEE
134,0.0103037,0.0203991,0.0487898,0.0130602,0.0359936,0.0308148,0,0,0.0169063,0,0.0229985,0.00866546,0.0351916,0.0217586,0.0238426,0.0422614,0.0192576,0.0171322,0.0323598,0.0142366,0.0603152,0.0212943,0.0346908,0.0188816,0.0132996,0.0628433,0.0179586,0.0107672,0.00542092,0.0226317,0.0174641,0.00352494,0.0276762,0.0145659,0,0,0.0379702,0,0.0189384,0.022459,0.060036,0.0116816,0.0173149,0.00572947,0.047359,0.00853916,0.000974313,0.0515288,0.00587353,0.00319296,0.00466625,0.0133994,0.00503939,0.00278403,0.0331198,0.0210088,0.0140811,0.00677857,0.0285799,0.024218,0,0,0,0,0,0,0,0.0241441
135,0.0110128,0.0203742,0.0507837,0.0127181,0.0345363,0.031041,0,0,0.0172852,0,0.0230852,0.00883048,0.035134,0.0218125,0.0238549,0.0419815,0.0199014,0.0175159,0.0333914,0.0139029,0.0608676,0.0214662,0.0344507,0.0188213,0.0129615,0.0661876,0.0182704,0.010819,0.0053529,0.0220765,0.0174931,0.00350996,0.0271936,0.0152622,0,0,0.0376266,0,0.0187142,0.0224943,0.0602203,0.0107775,0.0177844,0.00600022,0.0465763,0.00886058,0.00105396,0.0513985,0.00603973,0.00324911,0.00564784,0.0133785,0.00534647,0.00331791,0.032083,0.0209734,0.0133628,0.00688933,0.0285045,0.0244665,0,0,0,0,0,0,0,0.0237298
136,0.0114489,0.0205185,0.0530854,0.0122378,0.033782,0.0312767,0,0,0.0177658,0,0.0232035,0.00903901,0.0353205,0.0218542,0.0238977,0.04178,0.0206122,0.0179572,0.0344457,0.013713,0.0615387,0.0216507,0.034506,0.0186799,0.012959,0.0699209,0.0187491,0.0108946,0.00540207,0.0212143,0.0173981,0.00341558,0.0267562,0.0159534,0,0,0.0373925,0,0.0185547,0.0224876,0.0604006,0.0102414,0.0181745,0.00613257,0.0462452,0.00928532,0.00119097,0.0509911,0.00618786,0.00304882,0.00634203,0.0132413,0.00565705,0.00409158,0.030924,0.0210645,0.01207,0.00718892,0.0286825,0.0245912,0,0,0,0,0,0,0,0.0243232
137,0.0118134,0.0207473,0.0560842,0.0116824,0.0338812,0.0313511,0,0,0.0182506,0,0.0233641,0.00918575,0.0354248,0.022097,0.0240602,0.0415265,0.0211544,0.0185713,0.0357163,0.0136646,0.0622706,0.0218628,0.0348181,0.0184933,0.013272,0.0740753,0.0191967,0.0109902,0.00556954,0.0200881,0.0172594,0.0033151,0.0264283,0.0163131,0,0,0.037249,0,0.0184379,0.0225186,0.0603779,0.010132,0.0184191,0.0061622,0.04598,0.00981843,0.00134991,0.0504791,0.00637071,0.00292624,0.00641693,0.0130824,0.00565519,0.00428827,0.0296694,0.0211827,0.0107511,0.00759076,0.0288205,0.0245081,0,0,0,0,0,0,0,0.0259948
138,0.0121951,0.0209912,0.0596387,0.0110971,0.0346568,0.0315166,0,0,0.0188537,0,0.0234987,0.00929437,0.03522,0.022292,0.0243529,0.0413161,0.0213908,0.0193338,0.0370923,0.0136209,0.062877,0.0220989,0.0354945,0.0183498,0.0137823,0.0787022,0.0195436,0.0110654,0.00581135,0.0188287,0.0171301,0.00327557,0.0262144,0.0163753,0,0,0.037116,0,0.0183367,0.0226168,0.0602552,0.00981517,0.0185741,0.00612206,0.0455544,0.0103238,0.00122117,0.0500785,0.00642716,0.00275037,0.00623049,0.0128603,0.00548314,0.00420604,0.0282657,0.0213123,0.00943415,0.00800367,0.0288183,0.024289,0,0,0,0,0,0,0,0.0285128
139,0.0126692,0.0212348,0.0635544,0.0105937,0.0357702,0.0315231,0,0,0.0195797,0,0.023647,0.00936291,0.035159,0.0223756,0.0246692,0.0413249,0.0216046,0.0200898,0.0383045,0.0135997,0.0633409,0.0224773,0.0365323,0.0182453,0.0143852,0.0835397,0.0198808,0.0110718,0.00609256,0.0177116,0.0169967,0.00314178,0.02617,0.0164232,0,0,0.0371526,0,0.0182244,0.0229193,0.0602724,0.00931676,0.018592,0.00613827,0.0451464,0.0109524,0.00153904,0.049933,0.00636283,0.0024132,0.00629851,0.0125863,0.00556683,0.00427868,0.026848,0.0213481,0.00839038,0.00844675,0.0288889,0.0242298,0,0,0,0,0,0,0,0.0309595
140,0.0125165,0.0214766,0.0678556,0.0102934,0.0372243,0.0314597,0,0,0.0201914,0,0.0237946,0.00942468,0.035246,0.0223396,0.0250157,0.0413496,0.0213334,0.0206776,0.0392482,0.0135633,0.0636301,0.0229315,0.0378654,0.0181902,0.0148924,0.0883056,0.0200071,0.0110839,0.00643848,0.0166156,0.0169331,0.0030224,0.0261286,0.0160648,0,0,0.0368306,0,0.0181344,0.0228792,0.0603242,0.00870467,0.0184094,0.00624821,0.0447307,0.0114522,0.00208226,0.0499521,0.00626135,0.00214574,0.0063729,0.0123228,0.00564884,0.00444307,0.0253416,0.0213055,0.00731522,0.00878522,0.0290379,0.0240115,0,0,0,0,0,0,0,0.0340792
141,0.0125542,0.021713,0.0718927,0.0100681,0.0384856,0.0312908,0,0,0.0204992,0,0.0239909,0.00954355,0.0354813,0.0221315,0.0253694,0.041469,0.0210948,0.0211525,0.0399131,0.0135079,0.0637783,0.0232549,0.0391674,0.018089,0.0154977,0.0931722,0.0202254,0.0110828,0.00687948,0.0156055,0.0168791,0.00264843,0.0261085,0.0159456,0,0,0.0366518,0,0.017991,0.0229269,0.0602869,0.00805462,0.0182715,0.00645939,0.0443617,0.012033,0.00238921,0.0501094,0.00618187,0.00211919,0.00666719,0.0120849,0.00573177,0.00481215,0.0239774,0.0210675,0.00660219,0.00922199,0.0292433,0.024004,0,0,0,0,0,0,0,0.0365941
142,0.0126022,0.0219545,0.0758325,0.00993614,0.0395896,0.0310481,0,0,0.0208693,0,0.0241275,0.00974582,0.0360214,0.0219828,0.02558,0.0415845,0.020601,0.0213177,0.0401262,0.013433,0.0637323,0.0235468,0.0404089,0.0181344,0.0158694,0.0978032,0.0203375,0.0110267,0.00733796,0.0146155,0.016878,0.00224682,0.0260008,0.015578,0,0,0.036221,0,0.0178306,0.0228814,0.0602411,0.00712967,0.0182088,0.00680697,0.0439174,0.0125601,0.00262512,0.050308,0.00624286,0.00221505,0.00716359,0.0119139,0.00593,0.00538899,0.0224311,0.0209058,0.00604226,0.00960491,0.0293306,0.0238796,0,0,0,0,0,0,0,0.0385661
143,0.0127192,0.0222323,0.0794682,0.00985581,0.0403516,0.0307843,0,0,0.0212425,0,0.0241781,0.00993908,0.0365354,0.0218918,0.0255067,0.0418103,0.020085,0.021323,0.0399754,0.0133345,0.0635863,0.0237497,0.0414239,0.0182761,0.0161573,0.102094,0.0203937,0.0109258,0.00769658,0.0135569,0.0169242,0.00177193,0.0258112,0.0151584,0,0,0.0355507,0,0.0176355,0.0226961,0.060234,0.00602125,0.018228,0.0071261,0.0435042,0.0130603,0.00290039,0.0504943,0.00640598,0.00241112,0.00777774,0.0117826,0.00629282,0.0062061,0.0206234,0.0207305,0.00572815,0.0099151,0.029352,0.0237262,0,0,0,0,0,0,0,0.0400305
144,0.012756,0.022584,0.0824876,0.0098531,0.0407409,0.0305191,0,0,0.0215354,0,0.0241984,0.0100135,0.0366212,0.0219009,0.0254011,0.0420324,0.0195339,0.0212931,0.0396184,0.0132031,0.0632334,0.0238533,0.0421305,0.0183129,0.016389,0.105819,0.0203098,0.0108138,0.00791716,0.0123935,0.0170343,0.00121281,0.025484,0.0147961,0,0,0.0345604,0,0.0174518,0.0222833,0.0603215,0.0048707,0.0183015,0.00739406,0.0430724,0.0135332,0.00315434,0.0506956,0.00654578,0.00268358,0.00849904,0.0116405,0.00679429,0.00720317,0.018391,0.020587,0.00564829,0.0100614,0.0293042,0.0235549,0,0,0,0,0,0,0,0.0413443
145,0.0128359,0.0229995,0.0848052,0.00990582,0.0406628,0.0303133,0,0,0.0218505,0,0.0242034,0.0100937,0.0365007,0.0219669,0.0251874,0.0424146,0.0191213,0.0211728,0.0391266,0.0131725,0.0627254,0.0238083,0.0424208,0.0180601,0.0166443,0.108982,0.0203613,0.0107092,0.00815593,0.0110438,0.0171726,0.000671271,0.0251742,0.0146001,0,0,0.0335802,0,0.017258,0.0218761,0.0605739,0.00437172,0.0184132,0.00762919,0.0427952,0.0140469,0.00356478,0.0508856,0.00666727,0.00311936,0.00936259,0.0114485,0.0073478,0.00838129,0.0157875,0.0203962,0.00572126,0.0101884,0.0292765,0.023342,0,0,0,0,0,0,0,0.0424371
146,0.0131192,0.0233617,0.0867316,0.00994358,0.0404572,0.0300262,0,0,0.0223222,0,0.0242595,0.0103008,0.0369829,0.0218848,0.0246695,0.0429836,0.0188392,0.0208442,0.0381505,0.0133219,0.0621417,0.0235236,0.042421,0.0178935,0.0167584,0.111651,0.0204476,0.0106191,0.00851575,0.00997147,0.0173055,0.000722773,0.0249431,0.0144375,0,0,0.032645,0,0.0170836,0.0214664,0.0606298,0.00454591,0.0184646,0.00789703,0.0427355,0.014538,0.00383488,0.0509037,0.0069571,0.00358147,0.0100994,0.0112691,0.0077756,0.00927487,0.0136398,0.0202104,0.00582596,0.0102579,0.0293868,0.0230289,0,0,0,0,0,0,0,0.0429563
147,0.0135144,0.0236987,0.0882833,0.0100389,0.0400989,0.0296758,0,0,0.0228879,0,0.0243197,0.0104994,0.0373576,0.0217988,0.0240609,0.0434813,0.0186511,0.0204751,0.0369675,0.013447,0.0613802,0.022953,0.0420698,0.0176066,0.0168647,0.11368,0.0205667,0.0105109,0.00879054,0.00932867,0.0174498,0.00117941,0.0246565,0.0144134,0,0,0.0316258,0,0.016918,0.0210541,0.0604726,0.00493926,0.0185027,0.00829311,0.0427269,0.0149145,0.00393556,0.050742,0.00732574,0.00411764,0.0108423,0.0110902,0.00807154,0.0101471,0.0121062,0.0200884,0.0059118,0.0101967,0.0295529,0.0227228,0,0,0,0,0,0,0,0.0432659
148,0.01398,0.0240184,0.0894003,0.0100559,0.0395662,0.029329,0,0,0.0233002,0,0.024297,0.0105776,0.0375236,0.0218201,0.0233469,0.0439094,0.0185353,0.0201154,0.0355261,0.0135057,0.0606068,0.0222206,0.0413858,0.0172031,0.0169925,0.115023,0.0207033,0.0104712,0.00888246,0.00918047,0.0176117,0.00176547,0.0243847,0.0144826,0,0,0.0305918,0,0.0167745,0.0206518,0.0600907,0.00526179,0.0185125,0.00872974,0.0427638,0.0152341,0.00383439,0.0504322,0.00769254,0.00460152,0.0115954,0.0108734,0.00822448,0.0107179,0.0113394,0.0200657,0.00602388,0.0100991,0.0297275,0.0224437,0,0,0,0,0,0,0,0.0436075
149,0.014427,0.0243261,0.0900095,0.00998698,0.0389266,0.0290786,0,0,0.0236011,0,0.024258,0.0105331,0.0376132,0.0220354,0.0224398,0.0441561,0.0184625,0.01971,0.0338882,0.0136491,0.0599002,0.0213679,0.0404422,0.0167947,0.0171508,0.115729,0.0209276,0.0104964,0.0088526,0.00950633,0.0177445,0.00235327,0.0242752,0.0145686,0,0,0.0295062,0,0.0166526,0.0202545,0.0599313,0.00558442,0.0186067,0.00912177,0.0428698,0.0156114,0.00390193,0.0501671,0.00807885,0.00490579,0.0122025,0.0106298,0.00845428,0.0113285,0.0111498,0.0199656,0.00613997,0.009953,0.0299414,0.0222217,0,0,0,0,0,0,0,0.0439509
150,0.0147233,0.0246879,0.0901021,0.010041,0.0381922,0.0291699,0,0,0.0238461,0,0.0243317,0.0104437,0.0377935,0.0223554,0.0214881,0.0447261,0.0183789,0.0193345,0.0323231,0.0138721,0.0593669,0.0204251,0.0393522,0.0164039,0.0172947,0.115843,0.021005,0.01052,0.00881211,0.0104887,0.0178474,0.00273168,0.0243505,0.0145904,0,0,0.0284313,0,0.0165334,0.0198834,0.0608567,0.00688371,0.0188106,0.00945409,0.0430478,0.0159531,0.0047273,0.0503452,0.00852083,0.00560923,0.0130765,0.0103491,0.0089373,0.0126689,0.0117247,0.0197675,0.00624288,0.00980708,0.030232,0.0220368,0,0,0,0,0,0,0,0.0439193
151,0.0148326,0.0250399,0.0897739,0.0101374,0.0374755,0.0292108,0,0,0.023981,0,0.0243824,0.0103089,0.0379725,0.0223581,0.0205041,0.0453646,0.0181656,0.0188481,0.0306903,0.0139533,0.0590038,0.0195206,0.0382011,0.0159973,0.0173956,0.11548,0.0207071,0.0105365,0.00868941,0.0119796,0.0179549,0.00317997,0.0245503,0.0144634,0,0,0.0272728,0,0.0164392,0.019464,0.061307,0.00788846,0.0189328,0.00987744,0.0430702,0.0162232,0.0053511,0.0503956,0.00886773,0.00634146,0.0135761,0.0101988,0.00930178,0.0135875,0.0132442,0.0195026,0.00627722,0.00969878,0.0305221,0.0217688,0,0,0,0,0,0,0,0.043584
152,0.0149715,0.0253095,0.088871,0.010185,0.0367712,0.0291072,0,0,0.0240559,0,0.0243708,0.010161,0.0381287,0.0223075,0.0195156,0.0457612,0.017882,0.0180719,0.0288216,0.0139142,0.0585613,0.0186785,0.0370553,0.0156818,0.0174475,0.114396,0.0204567,0.0105547,0.00853583,0.0135351,0.0180836,0.00363965,0.0245883,0.0143042,0,0,0.0260182,0,0.0163822,0.0190131,0.0612444,0.00842232,0.0189831,0.0104177,0.0429933,0.016407,0.00567645,0.0503291,0.00917561,0.00691067,0.0139281,0.010042,0.00944464,0.0141136,0.0150048,0.0192842,0.00625238,0.00956802,0.0307232,0.0214548,0,0,0,0,0,0,0,0.0428989
153,0.0152115,0.0254706,0.0873883,0.0102989,0.0358078,0.0289043,0,0,0.0240686,0,0.0243489,0.00997829,0.0382749,0.0223673,0.0185984,0.04596,0.0177482,0.0169933,0.0267617,0.0138737,0.0580303,0.0178773,0.0358135,0.0154103,0.0173715,0.112217,0.0202961,0.0105747,0.00845634,0.0149999,0.0181713,0.00411905,0.0244706,0.014275,0,0,0.0248285,0,0.0163546,0.0185984,0.0611151,0.00879485,0.019041,0.0110019,0.0428549,0.016623,0.00585278,0.0502803,0.00947866,0.00737882,0.0142519,0.00992523,0.009582,0.0144687,0.0166684,0.019078,0.00631704,0.00947827,0.030861,0.021246,0,0,0,0,0,0,0,0.0415997
154,0.0153891,0.0256097,0.0850661,0.0103465,0.0345586,0.0286746,0,0,0.0240761,0,0.0243487,0.00983804,0.0385287,0.0225251,0.0177867,0.0460837,0.0175978,0.0161148,0.0247729,0.0137977,0.0574088,0.0171011,0.0343591,0.0151864,0.017241,0.108972,0.0201116,0.0106108,0.0083817,0.0164403,0.0182111,0.00468667,0.0242507,0.0142365,0,0,0.0237455,0,0.0163099,0.0181813,0.0610171,0.00910635,0.0192093,0.0115227,0.0427132,0.0168303,0.00603378,0.0502551,0.00983843,0.00787915,0.0145922,0.00983728,0.0096788,0.0147918,0.0182564,0.0188628,0.00639503,0.00937026,0.030975,0.0210281,0,0,0,0,0,0,0,0.0398925
155,0.0154179,0.0257599,0.0817989,0.0103553,0.0330738,0.0283888,0,0,0.0241904,0,0.0243373,0.00978188,0.0389994,0.0227375,0.017087,0.0461638,0.0174066,0.0154254,0.0229272,0.013618,0.0567406,0.0162899,0.0326593,0.0149335,0.0171072,0.104573,0.0198653,0.01063,0.00829634,0.0178534,0.0182027,0.00526759,0.0238956,0.0142158,0,0,0.0227025,0,0.0162655,0.0178103,0.0609032,0.00921301,0.0193615,0.0119535,0.0425367,0.016982,0.00636325,0.0502051,0.0101257,0.00843072,0.0147939,0.00980123,0.00977867,0.0149861,0.0199008,0.0186762,0.00648063,0.00928846,0.0310886,0.0207795,0,0,0,0,0,0,0,0.0379967
156,0.0155045,0.0258666,0.0777731,0.0105322,0.0314207,0.0281485,0,0,0.0243089,0,0.0242926,0.00977603,0.0394558,0.0228504,0.0164793,0.0462603,0.0171865,0.0145972,0.0212778,0.0133245,0.0562762,0.0155156,0.0308103,0.0147478,0.0169631,0.0989415,0.0196649,0.0106007,0.00821364,0.019152,0.0182059,0.00574651,0.0236941,0.014196,0,0,0.0216921,0,0.0162179,0.0173719,0.0608181,0.00956523,0.0193218,0.0123362,0.0424807,0.0170731,0.00670894,0.050039,0.0103876,0.00898733,0.0149822,0.00979792,0.00983014,0.0151703,0.0215598,0.0184334,0.00655925,0.00919383,0.0312039,0.0206366,0,0,0,0,0,0,0,0.0358208
157,0.0156185,0.025975,0.0727719,0.0106733,0.0297592,0.0279744,0,0,0.0244603,0,0.0242447,0.00976305,0.0398684,0.0229867,0.0159038,0.0462993,0.0169754,0.0136296,0.0197058,0.013015,0.0557949,0.015,0.0289306,0.014727,0.0168237,0.0918639,0.0196044,0.010537,0.0081277,0.0202938,0.018225,0.00613244,0.0234947,0.0141959,0,0,0.0207607,0,0.0161913,0.0169827,0.0607491,0.00976973,0.0192973,0.0127126,0.0424081,0.0171818,0.00703544,0.049853,0.0106292,0.00945503,0.0151111,0.00980573,0.00989556,0.0153969,0.0230512,0.0181836,0.00664198,0.00916181,0.0312934,0.0205901,0,0,0,0,0,0,0,0.0331347
158,0.0156262,0.0260871,0.0663207,0.0106953,0.027969,0.0278741,0,0,0.0245779,0,0.0242923,0.0096564,0.0403148,0.0231566,0.0153706,0.0462348,0.0167609,0.0127028,0.0182418,0.0126477,0.0552697,0.0147282,0.0269272,0.0147125,0.0167205,0.0831579,0.0195451,0.0104483,0.00804535,0.0213349,0.0182385,0.00650916,0.0232389,0.0142876,0,0,0.0199443,0,0.0161666,0.016625,0.0606973,0.00978492,0.019317,0.0130072,0.0422426,0.0173374,0.00733524,0.0496788,0.0107752,0.00992298,0.0152115,0.00981813,0.00984808,0.0156894,0.0243995,0.0179477,0.00673975,0.00915301,0.0314124,0.0205845,0,0,0,0,0,0,0,0.030108
159,0.0156369,0.026147,0.0585391,0.0108058,0.025956,0.0277884,0,0,0.0247194,0,0.0243613,0.00959848,0.0408486,0.0233363,0.0149629,0.04609,0.0165871,0.0118655,0.0168976,0.0121494,0.05474,0.0147384,0.0247505,0.0145871,0.0167107,0.0730436,0.0194822,0.0103575,0.0080945,0.0221512,0.018244,0.00688761,0.0229459,0.0143824,0,0,0.0192035,0,0.0161347,0.0162861,0.0606841,0.00988142,0.019315,0.0132608,0.0419784,0.0174386,0.00762529,0.0495082,0.0108701,0.0104591,0.0153288,0.00978648,0.0099345,0.0159063,0.0253736,0.0178415,0.00682155,0.00912574,0.0315507,0.0206508,0,0,0,0,0,0,0,0.0272056
160,0.0156114,0.0261588,0.0500382,0.0109573,0.0240857,0.0277211,0,0,0.0249651,0,0.024382,0.00966575,0.0415661,0.0235382,0.0147876,0.0458929,0.0164885,0.0110873,0.0157577,0.0115616,0.0541975,0.0151792,0.0227735,0.0145303,0.0168831,0.0621688,0.0194718,0.0102787,0.00821045,0.0228134,0.0182373,0.00714455,0.0226793,0.0144469,0,0,0.018622,0,0.0161107,0.0160064,0.0607549,0.00984952,0.0192198,0.0134487,0.0416913,0.0175222,0.00793781,0.049327,0.0109526,0.0110232,0.0154941,0.00977328,0.0099952,0.0160647,0.0261138,0.0177727,0.00687769,0.00906411,0.0316754,0.0208356,0,0,0,0,0,0,0,0.0251549
161,0.0155286,0.0261962,0.0411702,0.0110869,0.0225363,0.0277172,0,0,0.0252806,0,0.0243672,0.00978929,0.0423794,0.0237459,0.0149872,0.0456394,0.0164633,0.0104372,0.0150239,0.0111246,0.0537086,0.0157171,0.0210925,0.0145058,0.0171868,0.0509569,0.0195313,0.0102267,0.00826764,0.0234036,0.0182209,0.00727557,0.0224347,0.0145416,0,0,0.0181122,0,0.0160774,0.015775,0.0608704,0.00968952,0.0190586,0.0135433,0.0414326,0.0176248,0.00817845,0.0491289,0.0110461,0.0115752,0.0155168,0.00981297,0.00992265,0.0160692,0.0267493,0.0177451,0.00697204,0.00902101,0.0317924,0.0210802,0,0,0,0,0,0,0,0.0245098
162,0.0153816,0.0262272,0.0320611,0.0111248,0.0214599,0.027942,0,0,0.0255001,0,0.0243747,0.00982442,0.0424649,0.0236351,0.0156159,0.0453785,0.0164755,0.0101866,0.0146875,0.0114071,0.0534018,0.0163155,0.0196016,0.0146847,0.0174823,0.0390966,0.0195377,0.0102057,0.00824315,0.0237464,0.0182215,0.00742953,0.0223071,0.0146772,0,0,0.0176123,0,0.0160565,0.0156033,0.0609337,0.00962166,0.0189759,0.0136214,0.0413932,0.0176411,0.00829902,0.0489094,0.0110984,0.0119954,0.0154024,0.00992265,0.00973742,0.0159454,0.0269592,0.0176748,0.00705663,0.00903561,0.0318849,0.0213317,0,0,0,0,0,0,0,0.0240806
163,0.0152898,0.0262694,0.0244069,0.0111524,0.0208468,0.0283501,0,0,0.0257087,0,0.0244308,0.00991662,0.0424757,0.0233206,0.0168394,0.0452066,0.0165575,0.0107584,0.0152581,0.013017,0.0534527,0.0169729,0.0184812,0.0146978,0.0178081,0.0283364,0.0194419,0.0101869,0.00818924,0.0239525,0.0182323,0.0076342,0.0222708,0.0149058,0,0,0.0171674,0,0.0160402,0.015385,0.0609747,0.00939485,0.0188008,0.0136318,0.0415617,0.0176102,0.00841718,0.0486316,0.0111332,0.0123527,0.0151776,0.0101123,0.00958785,0.0156922,0.0272022,0.0175974,0.0071096,0.00910583,0.0320103,0.0216098,0,0,0,0,0,0,0,0.0241319
164,0.015154,0.0262406,0.0203919,0.0111523,0.0209919,0.0286841,0,0,0.0258939,0,0.0244966,0.0100425,0.0426493,0.023345,0.0188038,0.0449104,0.0167015,0.0126767,0.0172709,0.0161757,0.0540276,0.0176644,0.0178899,0.0145734,0.0181392,0.0212368,0.0191976,0.0101807,0.00806251,0.0240711,0.0182361,0.00776693,0.0223299,0.0151648,0,0,0.0167869,0,0.0160264,0.015149,0.061086,0.00910692,0.0184766,0.0135462,0.0417559,0.0176164,0.00873396,0.0482769,0.0111009,0.0127219,0.0148367,0.0103516,0.00934112,0.015322,0.0273711,0.0175549,0.00713897,0.00915572,0.0320701,0.0217791,0,0,0,0,0,0,0,0.0249435
165,0.0149719,0.0261508,0.020483,0.0110781,0.0218344,0.0289541,0,0,0.0260849,0,0.0245509,0.0102789,0.042813,0.0236243,0.0213302,0.0446504,0.0168385,0.0161579,0.0208336,0.020304,0.0552253,0.0184366,0.0178664,0.0145276,0.0184891,0.019069,0.0190969,0.0101968,0.00797101,0.0241454,0.0182212,0.00788355,0.0224396,0.0153781,0,0,0.0164618,0,0.0160077,0.0149458,0.0612239,0.00895554,0.0180701,0.0134412,0.0419845,0.017669,0.00903034,0.0478619,0.0109728,0.0130619,0.0144187,0.0106615,0.00904959,0.0148392,0.0274736,0.0175441,0.00717067,0.00919699,0.0320735,0.0218378,0,0,0,0,0,0,0,0.0262897
166,0.0148079,0.0260712,0.0230244,0.0109764,0.0230879,0.0292441,0,0,0.0262631,0,0.0246244,0.0105719,0.0427764,0.0238882,0.024125,0.0444334,0.016942,0.0209159,0.025522,0.0245293,0.0569387,0.0193678,0.0181817,0.0144945,0.018775,0.0206464,0.0189928,0.0102112,0.00801183,0.0243084,0.0181628,0.00819108,0.0225786,0.0155091,0,0,0.0161944,0,0.0159438,0.0147918,0.0613317,0.00897594,0.0176535,0.0132226,0.0423286,0.0176903,0.00921184,0.0474751,0.0107949,0.0133181,0.0140022,0.0110844,0.00873142,0.0143416,0.0275376,0.0175197,0.00717368,0.00922497,0.0320669,0.0217957,0,0,0,0,0,0,0,0.0280227
167,0.0148895,0.0260055,0.0311042,0.0109084,0.0291614,0.0294667,0,0,0.0264356,0,0.0247266,0.0108876,0.0426259,0.024046,0.0268884,0.044259,0.0170646,0.0262206,0.0304911,0.0282183,0.0588854,0.0216738,0.0200887,0.0176898,0.0180459,0.0312702,0.0189076,0.010206,0.00814477,0.0244968,0.0180514,0.00849226,0.0226477,0.0156598,0,0,0.016056,0,0.0158301,0.0146972,0.0613957,0.00945652,0.0172782,0.0129228,0.0427503,0.0177103,0.00951537,0.0471121,0.0105926,0.0134703,0.0135911,0.0115901,0.00857539,0.0139405,0.027631,0.0175244,0.00718077,0.0092332,0.0320443,0.0216426,0,0,0,0,0,0,0,0.0354704
168,0.0147101,0.0259655,0.0436886,0.0109196,0.0392829,0.0295622,0,0,0.0267063,0,0.0248611,0.011331,0.0426287,0.0241556,0.0293721,0.0441616,0.01713,0.0308822,0.0346346,0.0309141,0.0605508,0.0243427,0.0234815,0.0235751,0.0185566,0.0466278,0.0190442,0.010192,0.00837842,0.0245487,0.017998,0.00868091,0.0226656,0.0156704,0,0,0.0159101,0,0.0157902,0.014648,0.0613824,0.0102481,0.0169386,0.0126506,0.0432213,0.0177106,0.00981879,0.0467884,0.0103855,0.01357,0.0133714,0.0119317,0.00849184,0.0137778,0.0278725,0.0174788,0.00719797,0.00932411,0.0320571,0.0213204,0,0,0,0,0,0,0,0.0478249
169,0.0143501,0.0260309,0.0525997,0.0109479,0.0461907,0.0293717,0,0,0.0269114,0,0.0250403,0.0117952,0.0427733,0.0242189,0.0312797,0.0441485,0.0170911,0.0338169,0.0370908,0.0325523,0.0614858,0.0250492,0.0255243,0.0269571,0.019472,0.0564959,0.0193061,0.0101775,0.00861903,0.0243656,0.0179621,0.00872465,0.0225091,0.015558,0,0,0.0159481,0,0.0158062,0.0146925,0.0613408,0.0112184,0.0167084,0.0123076,0.0435337,0.0178195,0.0100823,0.0465747,0.0101867,0.0136309,0.0133413,0.0121332,0.0086344,0.013897,0.0277479,0.0176159,0.00737992,0.00946655,0.0321419,0.0208577,0,0,0,0,0,0,0,0.0567411
170,0.0142006,0.0262465,0.056016,0.0107894,0.0483799,0.0288628,0,0,0.0271845,0,0.0252101,0.0121972,0.0434805,0.0242355,0.0322824,0.0442715,0.0171064,0.0347171,0.0380246,0.0332671,0.0614962,0.0240897,0.0259385,0.0272145,0.0193406,0.0601579,0.019644,0.0101758,0.00875817,0.024106,0.0178851,0.00855611,0.022277,0.0153575,0,0,0.0163298,0,0.0158357,0.0148955,0.0613209,0.0120128,0.0164799,0.0118368,0.0437206,0.0179821,0.0102204,0.0465978,0.00984937,0.0135963,0.013282,0.0123416,0.00876668,0.0140762,0.0276495,0.0178786,0.00763949,0.00968744,0.0323601,0.0203242,0,0,0,0,0,0,0,0.0606536
171,0.0141285,0.0265399,0.053488,0.0105404,0.0456743,0.0281504,0,0,0.0275158,0,0.0253179,0.0124786,0.0442291,0.024162,0.032266,0.0445494,0.01715,0.0341362,0.0378575,0.0329307,0.0605859,0.0225426,0.0248902,0.0246852,0.0182648,0.057295,0.0198938,0.0101746,0.00877228,0.0235793,0.0177864,0.00845572,0.0220944,0.0150149,0,0,0.0169097,0,0.0158582,0.0152664,0.0612365,0.012993,0.0163517,0.0113361,0.0438362,0.0181893,0.0102024,0.0467588,0.00934604,0.0134475,0.0132431,0.012424,0.00897103,0.0143535,0.0271705,0.018249,0.00786994,0.00996295,0.0326667,0.0196997,0,0,0,0,0,0,0,0.0586724
