Timestep,C7,CLAV,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LANK
148,0.0186531,0.0238076,0.0155583,0.0127285,0.0121553,0,0,0.0244199,0,0.0257588,0.0140552,0.0401696,0.0161986,0.014836,0.0204406,0.02109,0.0150074,0.00620243,0.0110915,0.0136475,0.0543427,0.0168093,0.0158021,0.0108045,0.00845231,0.0105316,0.0198362,0.0116776,0.00692696,0.0204597,0.0185981,0.0133893,0.00800051,0.013985,0,0,0.0237271,0,0.0168363,0.017593,0.0574308,0.0247885,0.023844,0.0175016,0.00855518,0.0191887,0.0116392,0.0525231,0.0117825,0.0188799,0.0220554,0.00607686,0.015689,0.026499,0.0249876,0.0119279,0.00584164,0.00794173,0.0230886,0.00773447,0,0,0,0,0,0,0,0.014443
149,0.0186431,0.023789,0.01922,0.0127207,0.0111387,0,0,0.0245435,0,0.0257518,0.0140705,0.0406232,0.0198633,0.0154639,0.0172783,0.0207949,0.0154009,0.00519464,0.00820724,0.0109801,0.0534115,0.0170257,0.0161221,0.0114261,0.0108683,0.0141356,0.0199933,0.0116689,0.00696086,0.0214082,0.0186988,0.0130993,0.00812649,0.0140104,0,0,0.0223035,0,0.016711,0.0168245,0.0573942,0.0241101,0.0232881,0.0174332,0.00941228,0.0190286,0.0118574,0.0519769,0.0115477,0.0188374,0.0216532,0.00648427,0.0152278,0.0260317,0.0258239,0.0114246,0.00565572,0.00771937,0.0230946,0.00826222,0,0,0,0,0,0,0,0.0169321
150,0.0186933,0.0237781,0.0249743,0.0126647,0.0102463,0,0,0.0246009,0,0.0256944,0.0140258,0.0408464,0.0235626,0.0161817,0.0149471,0.0207086,0.0157707,0.00595262,0.00672737,0.0102241,0.0531708,0.017196,0.0165167,0.0123127,0.0130197,0.0209266,0.0201574,0.011665,0.00695819,0.022312,0.0187931,0.0128025,0.00812464,0.014135,0,0,0.0209765,0,0.0166124,0.0161326,0.0573908,0.0234514,0.0226587,0.0172308,0.0103252,0.0189234,0.0121688,0.0512965,0.0112809,0.0187817,0.021199,0.00700091,0.0147807,0.0254419,0.0265977,0.0109422,0.00548023,0.00755031,0.0231389,0.00885006,0,0,0,0,0,0,0,0.0199983
151,0.018833,0.023684,0.0309675,0.0126374,0.00950751,0,0,0.0245804,0,0.0256293,0.0139162,0.0407231,0.0268561,0.0168015,0.0143868,0.0203893,0.0160524,0.00916122,0.00902686,0.0125468,0.0538515,0.0174119,0.016865,0.0131278,0.0145125,0.0277317,0.0202554,0.0116782,0.00691344,0.0229317,0.0189045,0.0125194,0.00805995,0.0144026,0,0,0.0196092,0,0.0165083,0.015403,0.0574376,0.0227483,0.0219958,0.0168669,0.0111137,0.0188707,0.012251,0.050646,0.0109361,0.0186438,0.0206495,0.00767961,0.0141928,0.0246478,0.0271144,0.0104207,0.00527349,0.00735486,0.0231117,0.00946608,0,0,0,0,0,0,0,0.0229613
152,0.0190118,0.0235894,0.0363051,0.012615,0.00922356,0,0,0.0246184,0,0.025556,0.0138481,0.0403559,0.0295795,0.0174628,0.0156117,0.0202451,0.0163634,0.0138391,0.0138421,0.0165126,0.0553034,0.0177441,0.0170939,0.0136537,0.0152056,0.0334715,0.0204057,0.0116687,0.00686352,0.0229629,0.0190451,0.0122084,0.00795561,0.0147364,0,0,0.0184342,0,0.0164569,0.014762,0.0574629,0.0223092,0.0214059,0.0164857,0.0119202,0.0188945,0.012164,0.05007,0.0106048,0.0184212,0.0201688,0.00814413,0.0138216,0.0239073,0.027008,0.010014,0.00509694,0.00718243,0.0231214,0.0101237,0,0,0,0,0,0,0,0.0254492
153,0.0192434,0.0235228,0.0409272,0.0126033,0.00913209,0,0,0.0247523,0,0.0254765,0.0138333,0.0401568,0.0331452,0.0179923,0.0176962,0.0199891,0.0167239,0.0190498,0.0193768,0.0205381,0.0570298,0.0185308,0.0174249,0.0148127,0.0152584,0.0384312,0.020696,0.0116349,0.00685687,0.0226223,0.0191116,0.0119354,0.0079816,0.015211,0,0,0.0176123,0,0.0163728,0.0143542,0.057549,0.0219984,0.0208351,0.0160577,0.0126833,0.0191271,0.0120922,0.0495752,0.0104011,0.0181583,0.0197329,0.00850375,0.0135096,0.0233824,0.0267462,0.00972419,0.00509202,0.00710523,0.0231664,0.0108965,0,0,0,0,0,0,0,0.0283282
154,0.0193117,0.023501,0.0475568,0.0125086,0.00927603,0,0,0.0249664,0,0.0254777,0.0138189,0.0401458,0.0412369,0.0184581,0.0196341,0.0198294,0.0171502,0.023736,0.0242254,0.0239666,0.0585543,0.0203156,0.0190863,0.0191423,0.0154426,0.0461114,0.0209523,0.0116056,0.00682636,0.0220261,0.0190928,0.0119379,0.00809963,0.0154231,0,0,0.0168818,0,0.0163178,0.0140298,0.0578529,0.0220493,0.0203205,0.015479,0.0134711,0.0192443,0.0119953,0.0492163,0.0100669,0.0177632,0.0192119,0.00887038,0.0132448,0.0230409,0.0262932,0.00959432,0.00499695,0.00715881,0.0233337,0.0115327,0,0,0,0,0,0,0,0.0347356
155,0.0192779,0.0236251,0.0532734,0.0124006,0.00949091,0,0,0.0252257,0,0.0255324,0.0138162,0.0400488,0.0477781,0.0186148,0.0212866,0.0198053,0.0175629,0.0269364,0.0274301,0.0261885,0.0595195,0.0209515,0.0200327,0.0218766,0.0159464,0.0518688,0.0211229,0.0116232,0.00689041,0.0212405,0.0189854,0.0120578,0.00804412,0.015368,0,0,0.0165686,0,0.0162571,0.0138876,0.0585152,0.0225858,0.0201092,0.0148054,0.0142047,0.0192956,0.0117577,0.0490126,0.0095171,0.0172113,0.0188314,0.00920114,0.0130766,0.0227951,0.0254939,0.00982879,0.00493069,0.00729068,0.0237007,0.0119319,0,0,0,0,0,0,0,0.0399019
156,0.0194232,0.0237634,0.0556477,0.0122384,0.0092052,0,0,0.0256803,0,0.0255489,0.0140013,0.0400504,0.0511834,0.0185004,0.0223269,0.019663,0.0179529,0.0283211,0.0288281,0.0270789,0.0596646,0.0208154,0.020153,0.0226675,0.015961,0.0545224,0.0216153,0.0115619,0.00706139,0.020027,0.0189097,0.0119981,0.00786099,0.0155734,0,0,0.0168613,0,0.0162478,0.0140922,0.0589137,0.0232245,0.0200725,0.0140467,0.0145473,0.019685,0.0115438,0.0489131,0.00894036,0.0167179,0.0186693,0.00940023,0.0130936,0.0228156,0.0246297,0.0102537,0.00505521,0.00744379,0.0240316,0.0124395,0,0,0,0,0,0,0,0.0421546
157,0.0194959,0.0240105,0.053964,0.0120252,0.00878767,0,0,0.0261233,0,0.0255431,0.014172,0.040324,0.0501058,0.0182111,0.0225215,0.0200481,0.0182618,0.0282178,0.0287726,0.0265509,0.0588997,0.0201389,0.0194102,0.0214681,0.0153798,0.052935,0.0220745,0.011435,0.00718779,0.0184927,0.0187448,0.0120812,0.00773041,0.0155027,0,0,0.0174388,0,0.0162604,0.01449,0.0587701,0.0233056,0.0200527,0.013359,0.0147021,0.0200128,0.011176,0.0488912,0.008475,0.0160684,0.0184758,0.00944579,0.0132234,0.0227031,0.0234039,0.0108415,0.00522171,0.0076993,0.0245081,0.0126757,0,0,0,0,0,0,0,0.0407926
158,0.0194178,0.0242407,0.048388,0.0118626,0.00826565,0,0,0.0264607,0,0.0255199,0.014309,0.0408959,0.0443229,0.0178457,0.02202,0.0205105,0.0183556,0.0272687,0.027899,0.0246919,0.0575659,0.0190617,0.0180405,0.0186282,0.0146516,0.0472202,0.0223839,0.0112513,0.0073382,0.0164998,0.0185299,0.0122956,0.00792935,0.0152075,0,0,0.0182013,0,0.0162839,0.0150479,0.0582377,0.0232226,0.0201022,0.0126086,0.0145464,0.0203348,0.0107536,0.0489531,0.00801583,0.0152976,0.0184396,0.00931991,0.0134711,0.0224119,0.0220561,0.0114872,0.00537725,0.00809237,0.0250037,0.0125808,0,0,0,0,0,0,0,0.0362869
159,0.0192531,0.0244322,0.0400229,0.0117322,0.00761986,0,0,0.0266489,0,0.025453,0.0143862,0.0416556,0.0351301,0.0174679,0.0209778,0.0208776,0.0181885,0.0258415,0.0265195,0.0218115,0.0561598,0.0177096,0.0164293,0.0148729,0.014555,0.0381855,0.0223849,0.0111287,0.00746344,0.014398,0.018298,0.0129035,0.00805953,0.0147461,0,0,0.0190077,0,0.0162949,0.0156129,0.0579171,0.0233793,0.0204864,0.0116833,0.0140672,0.0205991,0.0100574,0.049115,0.00735408,0.0142641,0.0181521,0.00909974,0.0136113,0.0218062,0.0205006,0.0121048,0.00557915,0.008495,0.0253116,0.0121587,0,0,0,0,0,0,0,0.0299649
160,0.0191765,0.0245489,0.0320981,0.0116588,0.00703611,0,0,0.0267409,0,0.0253579,0.0143339,0.04226,0.0281086,0.0169492,0.0193657,0.0210544,0.0179207,0.0237666,0.0243795,0.0188794,0.0549245,0.016678,0.0155354,0.0123725,0.0148482,0.0304184,0.0221813,0.0110598,0.00751141,0.0123551,0.0180408,0.0136879,0.0073178,0.014551,0,0,0.0198421,0,0.0162194,0.0160692,0.0575937,0.0234282,0.0210549,0.0106635,0.0132946,0.0209973,0.00911406,0.0493472,0.00660569,0.0128815,0.0174682,0.00883684,0.0136134,0.0206856,0.018182,0.0126608,0.00599494,0.00873914,0.0252992,0.0118409,0,0,0,0,0,0,0,0.0250135
161,0.0189233,0.0244985,0.02695,0.0115887,0.00655517,0,0,0.0265082,0,0.0252717,0.0141573,0.0427185,0.0253528,0.0164959,0.017247,0.0213123,0.0174594,0.0211029,0.0217652,0.0163292,0.0537022,0.0162809,0.0155259,0.0124281,0.0144164,0.0268161,0.0217873,0.0109294,0.00745991,0.00994599,0.0178126,0.0141241,0.00666367,0.0141109,0,0,0.0206074,0,0.0162146,0.0164693,0.0572626,0.0226868,0.021578,0.00967188,0.0127186,0.021139,0.00815878,0.0496963,0.00639984,0.0112813,0.0166355,0.00858446,0.0135382,0.0193473,0.0156798,0.0131361,0.00639094,0.00903974,0.025105,0.011348,0,0,0,0,0,0,0,0.0228625
162,0.0186626,0.024573,0.0219129,0.0114967,0.00625101,0,0,0.0262892,0,0.0251673,0.0139618,0.0430065,0.0214311,0.0159173,0.0159237,0.0217819,0.0169403,0.0187074,0.0200221,0.0144548,0.0523346,0.0153358,0.0152349,0.0124609,0.0137635,0.0231679,0.0213925,0.0108452,0.00743597,0.00795333,0.0175568,0.0147657,0.00616193,0.0135318,0,0,0.0218221,0,0.0162622,0.017108,0.0570181,0.0214147,0.021941,0.0088513,0.0125533,0.0213842,0.0071701,0.05022,0.00646494,0.00954423,0.0155423,0.00852701,0.0133563,0.0175742,0.0133789,0.0137907,0.00681371,0.00946626,0.025149,0.0107877,0,0,0,0,0,0,0,0.0203274
163,0.0183818,0.0247744,0.0171428,0.0115102,0.00590748,0,0,0.0263198,0,0.025155,0.0138205,0.0429488,0.016073,0.0152264,0.0152965,0.0223317,0.0164342,0.0169176,0.0191594,0.0134429,0.0509044,0.0144926,0.0148209,0.0125371,0.0124557,0.0192294,0.0211795,0.0107561,0.00751153,0.00738651,0.0172124,0.0155424,0.00581546,0.012692,0,0,0.0238592,0,0.0163847,0.0182075,0.0568755,0.0198259,0.0221886,0.00827571,0.0128083,0.0217502,0.00627792,0.0509337,0.00687268,0.00791182,0.0137393,0.00894653,0.0127074,0.0149588,0.0112722,0.0148987,0.00740941,0.00996574,0.0254718,0.0100594,0,0,0,0,0,0,0,0.017212
164,0.0179683,0.0249578,0.0134418,0.011495,0.00553761,0,0,0.0264354,0,0.0251592,0.0137595,0.0426327,0.011922,0.0146516,0.0144127,0.0227501,0.0159025,0.0154673,0.0183937,0.0127129,0.0498817,0.014802,0.0149761,0.0126744,0.0104591,0.0158303,0.0210447,0.010652,0.00764442,0.00870599,0.0168152,0.0164222,0.00552751,0.0116884,0,0,0.0264969,0,0.0165489,0.0196754,0.0568113,0.0181873,0.0224519,0.00802153,0.0132368,0.0221992,0.00595414,0.0518289,0.00785514,0.00728772,0.0108949,0.00998587,0.0114536,0.0112245,0.00942396,0.0163651,0.00815346,0.0106817,0.0259124,0.00904585,0,0,0,0,0,0,0,0.0134147
165,0.0174171,0.0249503,0.0107761,0.0114674,0.00536157,0,0,0.0263838,0,0.0251076,0.0137323,0.0426268,0.0101916,0.0144659,0.0126954,0.0229116,0.0153032,0.013496,0.0161824,0.0114841,0.0497742,0.0157493,0.0155654,0.0126639,0.0086744,0.0133274,0.020842,0.0105388,0.00770526,0.0107478,0.0164605,0.0171529,0.00548085,0.0107324,0,0,0.029101,0,0.016742,0.0210888,0.0566506,0.0170771,0.0226997,0.00819077,0.0135538,0.0226549,0.00658165,0.0527851,0.00931075,0.00836982,0.0073269,0.0113524,0.00976463,0.00719039,0.00798899,0.0178133,0.0088343,0.0113789,0.0261588,0.00764978,0,0,0,0,0,0,0,0.0106563
166,0.016752,0.0246141,0.00820284,0.0115266,0.00549912,0,0,0.0258934,0,0.0249954,0.0136063,0.0432087,0.00992547,0.0146181,0.0110281,0.0228794,0.0145965,0.0106075,0.0120666,0.00952687,0.0501898,0.0162855,0.0159239,0.0125288,0.00787512,0.0112788,0.0203592,0.0104554,0.0076836,0.0128659,0.0162062,0.0180202,0.00574862,0.0100855,0,0,0.030968,0,0.0169169,0.0220392,0.056552,0.016919,0.0230064,0.00870897,0.0133801,0.0229036,0.0077636,0.0536356,0.0109042,0.0104884,0.0045142,0.0124805,0.00812611,0.00651229,0.0072092,0.0187015,0.009344,0.0118718,0.0259723,0.00600746,0,0,0,0,0,0,0,0.00938174
167,0.0162516,0.0241804,0.00710924,0.0116533,0.00568912,0,0,0.0249718,0,0.0248905,0.0133707,0.0436746,0.00986008,0.0148751,0.00979136,0.0229709,0.0138807,0.00730241,0.00720648,0.00729102,0.0502925,0.0161821,0.0158198,0.012361,0.00797558,0.0107683,0.0194296,0.0104494,0.0076167,0.0148337,0.0160282,0.0186273,0.00636742,0.0098494,0,0,0.0319751,0,0.0170454,0.0225084,0.0564955,0.0172022,0.0233377,0.00931116,0.0129583,0.0229493,0.00893445,0.0543777,0.0123052,0.0126192,0.00390286,0.0133116,0.00682916,0.00944408,0.00784936,0.0188616,0.00967952,0.0121401,0.0255756,0.00471184,0,0,0,0,0,0,0,0.00909421
168,0.016133,0.0238212,0.00737242,0.0117817,0.00593253,0,0,0.0238963,0,0.0248139,0.0130487,0.0438436,0.00979693,0.0150271,0.0090493,0.0232806,0.0132177,0.0048428,0.00381021,0.00545225,0.0500801,0.0158393,0.0155614,0.0122761,0.00854694,0.0111383,0.0183104,0.010507,0.00744808,0.0167835,0.0159608,0.0187439,0.00724321,0.00993813,0,0,0.0322473,0,0.0171457,0.0224883,0.0565302,0.0173935,0.0235686,0.00995921,0.0127334,0.0228037,0.00990677,0.0551005,0.0134098,0.0143958,0.00467417,0.0139909,0.00588009,0.0123071,0.0102523,0.0184592,0.00978778,0.0122006,0.025178,0.00400325,0,0,0,0,0,0,0,0.0091957
169,0.0162579,0.0235014,0.00769418,0.0119202,0.00633567,0,0,0.0228689,0,0.0247511,0.0126243,0.0438992,0.00983569,0.0150324,0.00882294,0.0236574,0.0125548,0.00423794,0.00342201,0.0048235,0.049909,0.0156777,0.0155799,0.0124352,0.00922099,0.0112511,0.0171886,0.0106146,0.00716442,0.0189549,0.0160026,0.0183588,0.00815146,0.0100999,0,0,0.0320471,0,0.017221,0.0220836,0.0565729,0.0173113,0.023639,0.0105065,0.0127552,0.022522,0.0106257,0.0559514,0.0140628,0.0157339,0.00554366,0.0146895,0.00500273,0.014168,0.0140941,0.017681,0.00958313,0.0120734,0.0248189,0.00355645,0,0,0,0,0,0,0,0.00904874
170,0.0162727,0.023206,0.00719739,0.0121403,0.00683964,0,0,0.0219442,0,0.0246949,0.0122034,0.0439499,0.00952321,0.0148301,0.00893763,0.0240441,0.0119401,0.00478621,0.00450284,0.00520677,0.0498651,0.0156637,0.015814,0.0126861,0.00969916,0.0107129,0.0162289,0.0107362,0.00691617,0.0214565,0.0161626,0.017442,0.00897439,0.0101522,0,0,0.0315425,0,0.0172581,0.0214205,0.0566385,0.0170561,0.0236469,0.010825,0.0128686,0.0221391,0.0113506,0.0566465,0.0143172,0.016744,0.00627865,0.0154273,0.00429924,0.0153363,0.0186528,0.016645,0.0090293,0.0117024,0.0244924,0.0035482,0,0,0,0,0,0,0,0.00825496
171,0.0160342,0.02288,0.0067006,0.0123828,0.00722156,0,0,0.021259,0,0.0246356,0.0119258,0.0441805,0.0093031,0.0146175,0.00913179,0.0243317,0.0115151,0.0055051,0.00542079,0.00557227,0.0498029,0.0155821,0.0159459,0.0128286,0.00993469,0.0106499,0.0154531,0.0108485,0.00671149,0.0240284,0.016403,0.0163041,0.00958621,0.0100712,0,0,0.0309861,0,0.017261,0.020679,0.0566774,0.0168227,0.0235721,0.0109435,0.0130653,0.0217622,0.0120515,0.057213,0.0144997,0.0176339,0.00685972,0.0161023,0.00383394,0.0160049,0.0235964,0.0156186,0.00823126,0.0111807,0.0241891,0.00417644,0,0,0,0,0,0,0,0.00721758
172,0.0155523,0.0225242,0.00694776,0.0125623,0.00741918,0,0,0.0208529,0,0.024589,0.0118365,0.044147,0.00928917,0.0144424,0.00938124,0.0245836,0.011292,0.00616256,0.00597867,0.00574152,0.049837,0.0154105,0.015893,0.0127431,0.00996378,0.0115867,0.0150427,0.0109634,0.0065554,0.0268981,0.016637,0.0149564,0.0101513,0.00982798,0,0,0.0306484,0,0.0172541,0.0201502,0.0566024,0.017329,0.0234749,0.0108447,0.013448,0.0212859,0.0126794,0.0576338,0.0144321,0.0184766,0.00734143,0.0167908,0.00366109,0.0163056,0.029933,0.0148682,0.00721519,0.0106864,0.0239447,0.00483841,0,0,0,0,0,0,0,0.0064575
173,0.0150763,0.0221552,0.00796498,0.0127328,0.00748216,0,0,0.0206965,0,0.0245329,0.011797,0.0439024,0.00948202,0.0142633,0.00965975,0.0246687,0.0113179,0.00643398,0.00627752,0.00579846,0.0500574,0.0149775,0.0154668,0.0125114,0.00989112,0.0130346,0.0149276,0.0110163,0.00642081,0.0303129,0.016831,0.0136833,0.0107252,0.00929049,0,0,0.0306065,0,0.017291,0.0198657,0.0565674,0.0190193,0.0234825,0.0106456,0.0138252,0.0205563,0.0132138,0.0577873,0.0140974,0.0193341,0.007705,0.0174734,0.00384438,0.0165076,0.037236,0.0144618,0.0062453,0.0101492,0.0237404,0.0049839,0,0,0,0,0,0,0,0.00602815
174,0.0147965,0.0218471,0.00941266,0.0127053,0.0075685,0,0,0.0208823,0,0.0243991,0.0118891,0.0437413,0.00952211,0.0140794,0.00982204,0.0244674,0.0116436,0.00629337,0.00634058,0.00573546,0.050361,0.0142665,0.0146255,0.0121429,0.00984407,0.0148555,0.0151069,0.0109929,0.00636727,0.0336619,0.0169836,0.0126988,0.0109145,0.00875284,0,0,0.0309727,0,0.0173954,0.0198852,0.0564141,0.0220564,0.0235099,0.0103184,0.013829,0.0196554,0.0137847,0.0578089,0.0136443,0.0202493,0.00800046,0.0181086,0.00436301,0.0168422,0.0431846,0.014373,0.00550244,0.00956299,0.0235143,0.00480841,0,0,0,0,0,0,0,0.00568274
175,0.0146361,0.0217905,0.0109809,0.0125579,0.0078021,0,0,0.0213743,0,0.0243496,0.0121802,0.0435551,0.00958235,0.0139834,0.00986773,0.0243909,0.0121833,0.00661946,0.00661564,0.00576602,0.0506323,0.0135514,0.0137197,0.0117076,0.00987646,0.0169676,0.0156413,0.0109742,0.00645677,0.0368686,0.0170396,0.0115895,0.0109832,0.00820286,0,0,0.0318286,0,0.017572,0.0203265,0.0572258,0.0249485,0.0237019,0.00986924,0.0138664,0.0186876,0.0146076,0.0579742,0.0133327,0.0215011,0.00838082,0.0187329,0.00485878,0.0171209,0.0474409,0.0147166,0.00522865,0.00909289,0.0234031,0.00451239,0,0,0,0,0,0,0,0.00543916
176,0.0146457,0.0219855,0.0122028,0.0123963,0.00787107,0,0,0.0219494,0,0.0242861,0.0125653,0.0435684,0.00974642,0.0140068,0.00976485,0.0243058,0.0127581,0.00691445,0.00704185,0.00582213,0.0507315,0.013065,0.0131262,0.0113671,0.00991572,0.0186474,0.0162655,0.010945,0.00654964,0.0390682,0.0170647,0.0105185,0.0111076,0.00783399,0,0,0.032897,0,0.0177899,0.0209943,0.0578155,0.0277345,0.0238338,0.00951505,0.0138777,0.0178563,0.0155715,0.0581247,0.0132174,0.0230052,0.00906681,0.0193611,0.00520638,0.0177135,0.0507108,0.0153396,0.00558339,0.00879914,0.0234411,0.00394536,0,0,0,0,0,0,0,0.00534746
177,0.0147739,0.0223313,0.0127769,0.0121785,0.00776183,0,0,0.0224365,0,0.0241842,0.0128209,0.0437705,0.00993458,0.0141785,0.00976325,0.0240939,0.0131972,0.00696042,0.00743403,0.00591808,0.05075,0.012837,0.012877,0.0111244,0.00994997,0.0194978,0.0167486,0.0109103,0.00660256,0.0403793,0.0170553,0.0102307,0.0113253,0.00763639,0,0,0.0341796,0,0.0180735,0.0217937,0.0579969,0.0297778,0.0238811,0.00920717,0.0139372,0.0171891,0.0165243,0.0581965,0.0132521,0.0244898,0.0100995,0.0200276,0.00544824,0.0186229,0.0532298,0.0162602,0.00651678,0.00864024,0.023544,0.00305897,0,0,0,0,0,0,0,0.00532248
178,0.0150934,0.0227289,0.0127691,0.0120101,0.0076393,0,0,0.0228619,0,0.0241102,0.0129692,0.0440775,0.0102323,0.0142944,0.00996537,0.023873,0.0135717,0.00691818,0.00776279,0.00606439,0.0506533,0.0128872,0.0128638,0.0110487,0.0100066,0.0195894,0.0170955,0.0108886,0.00667098,0.0410079,0.0170333,0.0105835,0.0116661,0.00751271,0,0,0.0354407,0,0.018388,0.022602,0.0579718,0.030978,0.0238576,0.00898235,0.0142216,0.016622,0.017343,0.0582661,0.0133581,0.0257033,0.0114099,0.02082,0.00566644,0.0199177,0.0550261,0.0173761,0.00769245,0.00851478,0.0236513,0.00209785,0,0,0,0,0,0,0,0.00536048
179,0.015506,0.0230528,0.0122366,0.0119126,0.00745848,0,0,0.0231123,0,0.0240434,0.0130073,0.0444287,0.0106861,0.0144615,0.0102711,0.0236036,0.0138099,0.00693824,0.00812744,0.00637598,0.0504373,0.013172,0.0130504,0.0111076,0.0101565,0.0191425,0.0173532,0.0108619,0.0067737,0.041325,0.0170394,0.0112001,0.0120103,0.00760519,0,0,0.0364741,0,0.0186566,0.0232686,0.0578509,0.0314835,0.0237442,0.00881036,0.0145043,0.0162423,0.0179312,0.0584013,0.0134414,0.026607,0.0127985,0.0214934,0.00596211,0.0214017,0.0561564,0.0184915,0.00897199,0.00840494,0.0237014,0.00144595,0,0,0,0,0,0,0,0.00555961
180,0.0159642,0.0232602,0.0113802,0.011838,0.00731018,0,0,0.0230767,0,0.0239919,0.0129314,0.0447151,0.0114381,0.0147247,0.0105636,0.0231975,0.0139035,0.00710677,0.00855219,0.00686361,0.050102,0.0135616,0.0134069,0.0112867,0.0104886,0.0183323,0.0173295,0.0108419,0.00686807,0.0413677,0.0171189,0.0118398,0.0121782,0.00791932,0,0,0.0372529,0,0.0188669,0.0236917,0.0576387,0.0315125,0.0235047,0.00862982,0.0146013,0.0160085,0.0182027,0.0585872,0.0135473,0.0271861,0.0141207,0.0219732,0.00627546,0.0229386,0.0567161,0.0195969,0.01015,0.00835369,0.0237014,0.00119098,0,0,0,0,0,0,0,0.00607601
181,0.016393,0.0233648,0.0106839,0.0118717,0.00717343,0,0,0.0228135,0,0.0238985,0.0127578,0.044905,0.0124329,0.0149725,0.0108066,0.022651,0.013885,0.00755179,0.00909176,0.00746985,0.0498076,0.013897,0.0137544,0.0115201,0.0110038,0.0176195,0.0171209,0.0108266,0.00693579,0.041168,0.0172774,0.012398,0.0121823,0.00819751,0,0,0.0377165,0,0.0190091,0.0238323,0.0573962,0.0311267,0.0231771,0.00842817,0.0143871,0.0158042,0.0181665,0.0587266,0.013628,0.0273346,0.0152381,0.0222641,0.00646258,0.0244019,0.0568568,0.0205015,0.0110149,0.00823361,0.0235851,0.001194,0,0,0,0,0,0,0,0.00689115
182,0.0167458,0.0234639,0.0104749,0.0119568,0.00703964,0,0,0.0223934,0,0.0237755,0.012455,0.044993,0.0136302,0.0151896,0.0110579,0.0222124,0.0137463,0.00819556,0.00970802,0.0082304,0.0495088,0.0140784,0.0139807,0.0117945,0.0116586,0.0172871,0.0168031,0.0107973,0.00698723,0.0410939,0.0174319,0.0128627,0.0121028,0.00862992,0,0,0.038101,0,0.0190673,0.0239994,0.0572478,0.0306191,0.0228421,0.00828045,0.0141118,0.0156947,0.0179317,0.0587962,0.0136292,0.0270869,0.0161614,0.0223886,0.00643594,0.0255904,0.0567355,0.0213083,0.0116783,0.00809186,0.0234683,0.00178181,0,0,0,0,0,0,0,0.00794217
183,0.0169337,0.0237295,0.0107517,0.012027,0.00692515,0,0,0.0219713,0,0.0236898,0.0122219,0.0450405,0.0148697,0.0153905,0.0114296,0.0221462,0.0137023,0.0088394,0.010496,0.00916958,0.0491803,0.0141243,0.0140606,0.0121408,0.012463,0.0174878,0.0164073,0.0107966,0.00708955,0.0413253,0.0175351,0.0131041,0.0122269,0.00877567,0,0,0.038487,0,0.0191243,0.0242239,0.0572839,0.0300335,0.0226897,0.00814526,0.0142237,0.0156415,0.0175734,0.0588098,0.0135214,0.0265066,0.0169234,0.0223709,0.00630805,0.0263424,0.056588,0.0220826,0.0119423,0.00802766,0.0235674,0.00234253,0,0,0,0,0,0,0,0.00909554
184,0.0171056,0.0240573,0.0111626,0.0120866,0.0068163,0,0,0.0215498,0,0.0236727,0.0121712,0.0451326,0.0161075,0.0156147,0.0120068,0.0223613,0.0135695,0.00961557,0.0113707,0.010248,0.048822,0.0141409,0.0140793,0.0123858,0.013312,0.0178543,0.0161085,0.0108673,0.00719549,0.0415709,0.0175794,0.0133512,0.01264,0.00897908,0,0,0.0389677,0,0.0191547,0.0245785,0.0574468,0.0297461,0.0228285,0.00799562,0.0148017,0.0157205,0.0170406,0.0586711,0.0133219,0.0256451,0.0174836,0.0222595,0.0061669,0.0267089,0.0564694,0.0227279,0.0121758,0.00797388,0.0238479,0.0028929,0,0,0,0,0,0,0,0.0102024
185,0.0174512,0.0242211,0.0117376,0.0122025,0.00658579,0,0,0.0210827,0,0.0236557,0.0120839,0.0451245,0.0172424,0.0158417,0.0125708,0.0221253,0.0134133,0.0102983,0.0120344,0.0112764,0.0484744,0.0142518,0.0141824,0.0126717,0.0140701,0.01803,0.0157948,0.0109223,0.0071616,0.0416203,0.0176733,0.0134308,0.0125568,0.00956936,0,0,0.0391261,0,0.0191238,0.0248003,0.0573678,0.0298879,0.0225823,0.00795153,0.0151062,0.0158603,0.016234,0.0585658,0.0132469,0.0245393,0.0176853,0.0220048,0.00597769,0.0268165,0.0564625,0.022917,0.0123806,0.00790421,0.0239393,0.00334005,0,0,0,0,0,0,0,0.0113744
