Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LILC,LTHIP
110,0.0022011,0.00212477,0.00913854,0.0144845,0.00503114,0.00629021,0,0,0.0116903,0,0.0235807,0.00458975,0.0486101,0.014972,0.0177762,0.00399252,0.00499314,0.0174386,0.0194384,0.0163865,0.0108161,0.00769812,0.00845411,0.0127498,0.00890512,0.00969497,0.00994788,0.00148089,0.0367734,0.0189956,0.0200791,0.00424191,0.00309028,0,0,0.0159248,0,0.017203,0.00669774,0.0632744,0.0342004,0.0252186,0.00419109,0.00815194,0.00638708,0.00277051,0.0486536,0.00340448,0.00532194,0.0114012,0.0136516,0.0114696,0.0167631,0.0550392,0.0131888,0.003331,0.00304866,0.00379422,0.00302564,0,0,0,0,0,0,0,0.0213764,0.0411061
111,0.00188222,0.00179404,0.00852978,0.0141947,0.00721343,0.00642007,0,0,0.0122443,0,0.0235687,0.00498634,0.0487206,0.0166362,0.0150955,0.00363144,0.00510709,0.0160178,0.0174876,0.0157919,0.0113351,0.00789795,0.0087592,0.0122523,0.0061828,0.0101559,0.00985627,0.00171252,0.0369896,0.0187373,0.0204512,0.00315172,0.0031673,0,0,0.0154624,0,0.0171928,0.00664424,0.063691,0.0306706,0.0257491,0.00415888,0.00862119,0.00572545,0.00155193,0.0492061,0.00388733,0.000963824,0.00717163,0.0147445,0.00876954,0.0104567,0.0546577,0.0124115,0.00396337,0.00347831,0.00349443,0.00246476,0,0,0,0,0,0,0,0.0214987,0.0412506
112,0.0017563,0.0016313,0.00805324,0.0138839,0.0082305,0.00580157,0,0,0.0126152,0,0.0235381,0.00531245,0.0494056,0.0169784,0.0125233,0.00297822,0.00531899,0.0143397,0.0148208,0.0141074,0.0108351,0.00730605,0.00805823,0.0124087,0.00419098,0.0104915,0.00982599,0.00192068,0.0385229,0.0184854,0.0199072,0.00142309,0.00357284,0,0,0.0152527,0,0.0171673,0.00675725,0.0645217,0.0249989,0.0263065,0.00526058,0.00886515,0.00533679,0.00365912,0.0495013,0.00528851,0.00447383,0.00410536,0.0159113,0.00482501,0.00479751,0.0549096,0.0115924,0.00466202,0.00387428,0.00311592,0.00245242,0,0,0,0,0,0,0,0.0217956,0.0418712
113,0.00212414,0.00171152,0.00774194,0.0136555,0.00806486,0.00465693,0,0,0.0127279,0,0.0235425,0.00548765,0.0499211,0.0158808,0.0100087,0.00202153,0.00557891,0.011189,0.0107327,0.0120882,0.00952961,0.00622482,0.00708293,0.0128851,0.0039806,0.010578,0.00983345,0.00209402,0.0416214,0.0183435,0.0190049,0.000583081,0.00402538,0,0,0.0149987,0,0.0171912,0.00673913,0.0656293,0.0181926,0.0269554,0.00661381,0.00883646,0.00508406,0.00596467,0.0495477,0.00655385,0.00909962,0.00760451,0.0173472,0.00298307,0.00999492,0.056342,0.0107822,0.00532504,0.00408422,0.00294915,0.00329336,0,0,0,0,0,0,0,0.0219713,0.0419966
114,0.00281486,0.00177,0.00789789,0.0135926,0.007587,0.00376059,0,0,0.0124697,0,0.0236416,0.00550898,0.050006,0.0141701,0.00698015,0.00164161,0.00559501,0.00751575,0.00680829,0.0103119,0.00783072,0.00507526,0.00601693,0.013449,0.00501625,0.0102246,0.00989737,0.00212459,0.0435608,0.0183098,0.0179195,0.00251545,0.00433369,0,0,0.0143249,0,0.0172329,0.00652629,0.0663637,0.0150764,0.0275581,0.007617,0.0085566,0.00486612,0.00764128,0.0498105,0.0071399,0.0123751,0.0118937,0.0189222,0.00670264,0.0160714,0.0568574,0.00998229,0.00590474,0.0039657,0.00314469,0.00368875,0,0,0,0,0,0,0,0.0217669,0.0413342
115,0.00338512,0.00172825,0.00862592,0.0135603,0.00770201,0.00322929,0,0,0.0119713,0,0.0236837,0.00520245,0.0499443,0.0127114,0.00405278,0.00247514,0.00531843,0.00610141,0.0060327,0.0086903,0.00619753,0.00438151,0.00490663,0.0139061,0.00692926,0.00945608,0.0099955,0.00201855,0.0436067,0.0184286,0.0161106,0.00435303,0.00435683,0,0,0.0129341,0,0.0172615,0.00578788,0.0666657,0.0158746,0.0280448,0.00815732,0.00814738,0.00458395,0.00910413,0.0502188,0.00712168,0.0146493,0.0145315,0.0204961,0.00950341,0.0194093,0.0552827,0.00908381,0.00645589,0.00350773,0.00358304,0.00332634,0,0,0,0,0,0,0,0.021226,0.0407579
116,0.00351712,0.00173763,0.0101923,0.0137436,0.00883203,0.00344161,0,0,0.0112499,0,0.023695,0.00475003,0.0498923,0.0119164,0.00327547,0.0035389,0.00484856,0.00626921,0.00706156,0.00724563,0.00495381,0.00452444,0.00395265,0.0141578,0.00895253,0.00837527,0.010066,0.00177546,0.0427178,0.01879,0.0143698,0.00579027,0.00426906,0,0,0.0105072,0,0.0172916,0.00428667,0.0667704,0.0178307,0.0284327,0.00831395,0.00779384,0.00417678,0.0105526,0.050697,0.0068201,0.0165431,0.0157644,0.021871,0.011182,0.0207429,0.0519124,0.00774514,0.00648968,0.00286935,0.00378915,0.00335825,0,0,0,0,0,0,0,0.0205823,0.040929
117,0.00303773,0.00196593,0.0110965,0.0142154,0.00994537,0.00402313,0,0,0.0103607,0,0.0237003,0.00414634,0.0498851,0.0118178,0.00501538,0.00438409,0.00432393,0.00617523,0.00786969,0.00594914,0.00427841,0.00535225,0.00339468,0.0143384,0.0113861,0.00725936,0.0100977,0.00146145,0.040283,0.0192058,0.0126624,0.00703734,0.00444045,0,0,0.0102817,0,0.0175409,0.00441045,0.0661889,0.0240826,0.0286624,0.0102025,0.00742122,0.00463156,0.0129648,0.0520246,0.00798552,0.0189425,0.0169995,0.0232531,0.0127471,0.0211497,0.0473799,0.00858331,0.00557405,0.00180634,0.00371229,0.00350866,0,0,0,0,0,0,0,0.019769,0.0414526
118,0.00210333,0.0023085,0.0118624,0.0147777,0.0105477,0.00429387,0,0,0.00935167,0,0.0234916,0.00356558,0.049669,0.0121781,0.00763053,0.00435126,0.00373241,0.00629018,0.00892753,0.0050647,0.00431338,0.00651071,0.00309962,0.0145467,0.0118005,0.00626343,0.00998081,0.00115295,0.0283002,0.0197806,0.00750895,0.00727707,0.00509709,0,0,0.00950062,0,0.017854,0.00462333,0.0639547,0.029293,0.0283063,0.0132549,0.00685485,0.00514353,0.0146643,0.0549824,0.011294,0.0187007,0.0128144,0.0217977,0.00814418,0.0133873,0.0317399,0.00864983,0.00446352,0.000838135,0.00369917,0.00348625,0,0,0,0,0,0,0,0.0190929,0.0419733
119,0.00183113,0.00263253,0.0120032,0.0151425,0.0107355,0.00475372,0,0,0.0089217,0,0.0233203,0.00330173,0.0491886,0.0122615,0.00968939,0.00437677,0.00365568,0.00662282,0.0101429,0.00476435,0.00431513,0.00694027,0.0028848,0.0149532,0.012095,0.00580381,0.00981682,0.00111765,0.0277294,0.020306,0.00993699,0.00752945,0.00592139,0,0,0.00822832,0,0.0182071,0.00454256,0.0637917,0.0311602,0.0285102,0.0141245,0.00653912,0.00542912,0.0163108,0.0559111,0.0124039,0.020124,0.012319,0.0221111,0.00878739,0.01238,0.0246581,0.00783795,0.00335714,0.000719565,0.00379008,0.00398373,0,0,0,0,0,0,0,0.0185808,0.0424883
120,0.00207071,0.00269733,0.0119525,0.015326,0.0108799,0.0056248,0,0,0.00882951,0,0.0231732,0.00335252,0.0486412,0.0123176,0.0107713,0.00465605,0.00364453,0.00701803,0.0112988,0.00490171,0.00384925,0.00639305,0.00282782,0.0155451,0.0124952,0.00566331,0.00971691,0.00119617,0.0328998,0.0207807,0.0125084,0.00883649,0.00638232,0,0,0.00676117,0,0.018583,0.00389101,0.066213,0.0336523,0.0295779,0.0136133,0.00661586,0.00529312,0.0189418,0.0544071,0.0113725,0.0252062,0.0189801,0.0259742,0.0160492,0.021563,0.0277469,0.00605366,0.00262421,0.000995869,0.00378306,0.00459936,0,0,0,0,0,0,0,0.0180365,0.0429395
121,0.00256147,0.00304337,0.0114531,0.0156996,0.0113008,0.00467318,0,0,0.00800169,0,0.0228343,0.00315768,0.0478164,0.0130924,0.0113608,0.00309387,0.00293785,0.00708682,0.0129039,0.005742,0.00357858,0.00577171,0.00314195,0.0157941,0.0117539,0.00491644,0.00961927,0.00117392,0.0201637,0.0214035,0.0137683,0.00768953,0.00674414,0,0,0.00754784,0,0.0190897,0.00412907,0.0637807,0.0347843,0.0284958,0.0181039,0.00603171,0.00548332,0.0206168,0.0580098,0.0164284,0.0255234,0.0138298,0.0229122,0.00996946,0.0130929,0.0148739,0.00517555,0.00259541,0.00161003,0.00361941,0.00514613,0,0,0,0,0,0,0,0.0180935,0.0434238
122,0.00311345,0.00320006,0.0110659,0.0158631,0.0117507,0.00439764,0,0,0.00696021,0,0.0225697,0.002764,0.0473951,0.0132653,0.0104696,0.00232614,0.00224343,0.00719133,0.013064,0.00641636,0.00311293,0.0045844,0.00385179,0.015947,0.0117526,0.0041401,0.00947898,0.00103384,0.0190896,0.022004,0.0150108,0.00759118,0.00693439,0,0,0.0090153,0,0.0193868,0.00454033,0.0627685,0.0329914,0.0283535,0.0238541,0.00602956,0.00528353,0.0244587,0.0609855,0.0221027,0.0301636,0.0159841,0.0238542,0.0101303,0.0137937,0.0142754,0.00467732,0.00278061,0.00227309,0.00349392,0.00533732,0,0,0,0,0,0,0,0.0182411,0.0437046
123,0.00351615,0.00315157,0.0106952,0.0158736,0.0120623,0.00430933,0,0,0.00585975,0,0.0223969,0.00226558,0.0472395,0.0133676,0.00923447,0.00203283,0.00179594,0.00720365,0.0124568,0.00650571,0.00294324,0.00362323,0.0042794,0.0159206,0.0112143,0.00337494,0.00931413,0.000854969,0.0197668,0.0225459,0.0148405,0.00771558,0.00693713,0,0,0.0102111,0,0.0196737,0.00540185,0.0628779,0.0275071,0.0285317,0.0254559,0.00611651,0.00486501,0.025962,0.0615677,0.0235809,0.0324527,0.017816,0.0242394,0.0104291,0.0154741,0.0152943,0.00538763,0.00343717,0.00305702,0.0034784,0.00490266,0,0,0,0,0,0,0,0.0185849,0.0437804
124,0.00402537,0.00306392,0.00953737,0.0158922,0.011963,0.00419965,0,0,0.00389738,0,0.0223596,0.00106852,0.0472344,0.0134048,0.00840524,0.00172073,0.0014604,0.0072279,0.0118476,0.00609035,0.0031358,0.00366305,0.00419711,0.0156314,0.0100244,0.00194233,0.00923867,0.000854501,0.0229255,0.022993,0.0151272,0.00795434,0.00699922,0,0,0.0118818,0,0.0195743,0.00707362,0.0627284,0.0212709,0.0282518,0.0268502,0.00618476,0.0044647,0.0270691,0.0620069,0.0247452,0.0341083,0.0197127,0.0243319,0.0104335,0.0173115,0.0196064,0.00723366,0.0044756,0.00437205,0.00341462,0.00427982,0,0,0,0,0,0,0,0.0189793,0.0437379
125,0.00417713,0.003007,0.00840179,0.0158713,0.0117697,0.0040908,0,0,0.00320636,0,0.0221773,0.00102916,0.0471618,0.0136327,0.0082273,0.00131673,0.00115969,0.00744463,0.0117283,0.00573133,0.0035494,0.0046797,0.00383785,0.0151179,0.00832884,0.00151015,0.00921207,0.00100607,0.0331462,0.0232928,0.0235528,0.00781192,0.00699432,0,0,0.0117174,0,0.0198522,0.00773252,0.0612465,0.0253533,0.0272272,0.0297071,0.00632969,0.00424742,0.0280654,0.0637397,0.0274488,0.0348321,0.0198551,0.0235141,0.0103157,0.0167469,0.0330397,0.00741062,0.00678103,0.00500136,0.00360407,0.00385009,0,0,0,0,0,0,0,0.0195529,0.043776
126,0.004162,0.00250551,0.00763885,0.0158041,0.0115547,0.00377475,0,0,0.00255566,0,0.022018,0.000889979,0.0473161,0.0138202,0.00798938,0.00108466,0.00100923,0.00708625,0.0114446,0.00500494,0.00390203,0.00568524,0.0033999,0.0147295,0.00765263,0.00119098,0.00908914,0.0010957,0.0367785,0.0234776,0.0237429,0.00787187,0.00693188,0,0,0.0118657,0,0.019785,0.00880572,0.0607967,0.0226535,0.0266529,0.0305361,0.00639358,0.00404867,0.0282892,0.0636379,0.0279401,0.0356695,0.0219083,0.0236349,0.0103952,0.0189373,0.0382063,0.0075749,0.00937061,0.00591233,0.00364646,0.00380971,0,0,0,0,0,0,0,0.0200597,0.0437672
127,0.00407104,0.00234978,0.00705853,0.0157494,0.0112008,0.00334292,0,0,0.0022066,0,0.0219801,0.000810851,0.0475129,0.0138488,0.00787785,0.00102739,0.000925208,0.00679723,0.0114221,0.00414797,0.00397532,0.00636779,0.00307928,0.0146393,0.0075922,0.00114183,0.00902843,0.00105065,0.0393314,0.0235729,0.0233728,0.00779571,0.0067867,0,0,0.0121807,0,0.0195731,0.00977289,0.0607535,0.0208814,0.02617,0.0310821,0.00645636,0.00389719,0.0282055,0.0634384,0.0281847,0.0360113,0.0239258,0.0236982,0.0104678,0.0213453,0.0423773,0.00737577,0.0118879,0.00689072,0.00364027,0.00413961,0,0,0,0,0,0,0,0.0205798,0.0437363
128,0.00388815,0.00232619,0.00685183,0.0156406,0.0106554,0.00288626,0,0,0.00194056,0,0.0220385,0.000667457,0.0477418,0.0137225,0.00716749,0.00110365,0.00112635,0.0069704,0.0109428,0.00300409,0.00359572,0.00608123,0.00305897,0.0148886,0.00765296,0.00120654,0.00902994,0.000993245,0.0408927,0.0234856,0.0226255,0.00773655,0.00650467,0,0,0.0118693,0,0.0192915,0.0103199,0.0609101,0.0188315,0.0259217,0.0313281,0.00646088,0.0037628,0.0278308,0.0631215,0.0281706,0.0360514,0.0255433,0.023733,0.0102662,0.0235178,0.0449228,0.00655229,0.0143614,0.00773712,0.00359094,0.0045089,0,0,0,0,0,0,0,0.0210832,0.0437173
129,0.00364375,0.00230321,0.00665055,0.0156103,0.0100462,0.00257241,0,0,0.00187691,0,0.0220909,0.000606677,0.0480023,0.013247,0.00589799,0.00119878,0.00129593,0.00704229,0.0101435,0.00257994,0.00314484,0.00525134,0.00317332,0.0153291,0.00771734,0.00143313,0.00904016,0.000956781,0.0412457,0.0232799,0.0214749,0.00761385,0.0061284,0,0,0.0113695,0,0.0189558,0.0106019,0.0613495,0.0172082,0.0256549,0.0313162,0.00648906,0.00377903,0.0271011,0.0626927,0.0277219,0.0354923,0.0267747,0.0237669,0.0100663,0.0253981,0.0457443,0.00558317,0.0168475,0.00851005,0.00359073,0.00463351,0,0,0,0,0,0,0,0.0215453,0.0437278
130,0.00334837,0.00222788,0.00638759,0.0156861,0.00945524,0.00236174,0,0,0.00180514,0,0.0220818,0.000607254,0.0479191,0.0127243,0.00448005,0.00127054,0.00130809,0.00734457,0.00951492,0.00318775,0.00306864,0.00462144,0.00333519,0.015752,0.0079078,0.00164234,0.00900115,0.000956321,0.040571,0.0230357,0.0199449,0.00751953,0.00567335,0,0,0.010879,0,0.0186134,0.010589,0.0619347,0.0163082,0.0253073,0.0310708,0.00634583,0.00401062,0.0260459,0.0621424,0.0271373,0.034383,0.0278063,0.0238549,0.00999494,0.0270718,0.0455371,0.00486383,0.0184185,0.00917498,0.00361669,0.00442967,0,0,0,0,0,0,0,0.0220174,0.0436178
131,0.00300545,0.00216176,0.00677683,0.0157434,0.00883667,0.00229362,0,0,0.001497,0,0.0220975,0.000619038,0.04763,0.012589,0.0030779,0.00128273,0.0012342,0.00745742,0.00897899,0.00400191,0.00335994,0.00447842,0.00363582,0.0160288,0.00824556,0.00160392,0.00900463,0.00099146,0.0394933,0.0227921,0.0184788,0.00747973,0.00512615,0,0,0.0100433,0,0.018537,0.0098724,0.0622844,0.015999,0.0248893,0.0306322,0.00620025,0.00460964,0.0246113,0.0614308,0.0263405,0.0328147,0.02864,0.0239816,0.0100211,0.028523,0.0450695,0.00480336,0.0198297,0.00929254,0.00367655,0.00394746,0,0,0,0,0,0,0,0.0224831,0.0433966
132,0.00202423,0.00145295,0.00654545,0.0154653,0.00832054,0.00205163,0,0,0.0025684,0,0.0223147,0.000405659,0.0475604,0.0121016,0.000998387,0.00140691,0.00135383,0.0069165,0.00722027,0.00501007,0.00412195,0.00446159,0.0040158,0.0163471,0.00868146,0.00115333,0.00910532,0.000739405,0.0401781,0.0223863,0.011621,0.00588957,0.00418615,0,0,0.00927109,0,0.0179314,0.00958042,0.0650419,0.0127393,0.025564,0.0143368,0.00657348,0.0046579,0.0147138,0.0542362,0.0104994,0.0223303,0.0253386,0.0257601,0.0109498,0.0281896,0.0496135,0.00457144,0.0196765,0.0103522,0.00347676,0.00286096,0,0,0,0,0,0,0,0.0228669,0.0432448
133,0.00260746,0.00190188,0.00787071,0.0159715,0.0078149,0.00241188,0,0,0.000658869,0,0.0223061,0.000807725,0.047001,0.0127002,0.0011536,0.00157798,0.000664344,0.00687631,0.00719342,0.00520471,0.00461977,0.00474583,0.00440445,0.0162528,0.0108121,0.000883541,0.00909839,0.00112277,0.0373796,0.0223942,0.0178176,0.00690522,0.00452999,0,0,0.00966759,0,0.017747,0.00926371,0.0623818,0.0199059,0.0236261,0.0297044,0.00656653,0.00566049,0.0211478,0.0602664,0.0248037,0.0290548,0.0295347,0.0242528,0.0106122,0.0296855,0.0434117,0.00587285,0.0193309,0.010583,0.00355287,0.00311159,0,0,0,0,0,0,0,0.0231396,0.042866
134,0.00176726,0.00133263,0.00818882,0.0157815,0.0077691,0.00249284,0,0,0.00195657,0,0.0225705,0.000410484,0.0469264,0.012359,0.00274683,0.00226735,0.00129562,0.00638922,0.00506183,0.00608528,0.00537266,0.00493791,0.00477964,0.0165524,0.0109259,0.000598022,0.00920354,0.000883016,0.0392081,0.0221307,0.0122504,0.00494494,0.00348721,0,0,0.00826753,0,0.0177141,0.00797026,0.0646923,0.0162828,0.0243979,0.0133163,0.00729018,0.00628965,0.0112765,0.0532676,0.00892771,0.0181237,0.0255469,0.0260481,0.0111208,0.0279152,0.0486862,0.00713198,0.0187064,0.0104305,0.00334654,0.00179696,0,0,0,0,0,0,0,0.0235496,0.0427048
135,0.00225907,0.00179081,0.0100954,0.0162872,0.00742847,0.00338685,0,0,0.000368316,0,0.0226041,0.00123934,0.0465375,0.012812,0.00385258,0.00207337,0.00116083,0.0062971,0.00476766,0.00685867,0.00576314,0.00535286,0.00519605,0.0165705,0.0136505,0.000986554,0.00918589,0.00134577,0.0366406,0.0221819,0.0194034,0.00598802,0.00376066,0,0,0.00889901,0,0.0175709,0.00769889,0.0626096,0.0233512,0.0225049,0.0287651,0.00669645,0.00707936,0.0178813,0.0594214,0.0236475,0.0242617,0.0287612,0.024122,0.0100209,0.0282726,0.0411774,0.00868479,0.017273,0.0102672,0.00329791,0.00241257,0,0,0,0,0,0,0,0.0238498,0.0423265
136,0.00206344,0.00167757,0.0114436,0.0163867,0.0074568,0.00367597,0,0,0.000658243,0,0.0226568,0.00141301,0.0463853,0.0130869,0.00545704,0.0022175,0.00136665,0.00588506,0.00342874,0.00828932,0.00637201,0.00557211,0.00556496,0.0167894,0.0148068,0.00121226,0.009227,0.00152034,0.0363175,0.0221247,0.020256,0.00553679,0.00325772,0,0,0.00937932,0,0.0176844,0.00698016,0.0629666,0.023865,0.0221999,0.0279969,0.00669428,0.00796648,0.0161746,0.0589794,0.0229704,0.0217486,0.0275456,0.0238925,0.0099277,0.0267409,0.0398096,0.011028,0.0161568,0.00946285,0.00309183,0.00211842,0,0,0,0,0,0,0,0.0241606,0.0420782
137,0.00183573,0.00108094,0.0115398,0.0160374,0.00761183,0.00288222,0,0,0.00141917,0,0.0227567,0.000845018,0.0464792,0.0124825,0.00763811,0.00306779,0.00220703,0.00534349,0.00179075,0.0100042,0.00705674,0.00569802,0.00587934,0.0172237,0.0151899,0.00126337,0.00929557,0.00112218,0.0379466,0.0218819,0.0140959,0.00338774,0.00233088,0,0,0.00857113,0,0.0175359,0.00607319,0.0651538,0.0152245,0.0237126,0.0108244,0.00795044,0.00808975,0.00602292,0.0517419,0.00661477,0.0110276,0.0228326,0.0261108,0.011469,0.0237544,0.0450459,0.0115285,0.0142445,0.00926502,0.00263552,0.000747733,0,0,0,0,0,0,0,0.0245493,0.041959
138,0.00187951,0.00104272,0.012892,0.0160681,0.0075992,0.00281059,0,0,0.00132919,0,0.0228311,0.000819514,0.0463249,0.0123075,0.00930162,0.00329883,0.002363,0.00505138,0.00143486,0.0110818,0.00752452,0.00579423,0.00623617,0.0175412,0.016842,0.0015979,0.00937951,0.00112775,0.0368179,0.0217351,0.0142585,0.00303155,0.00194312,0,0,0.00920087,0,0.017436,0.00591858,0.0650521,0.0148084,0.0236125,0.0093817,0.00816617,0.00843453,0.00430383,0.0509871,0.00554466,0.00851443,0.0213295,0.026042,0.0118149,0.0215664,0.0433632,0.0124309,0.0125983,0.00875334,0.0023616,0.000623168,0,0,0,0,0,0,0,0.0249249,0.0418771
139,0.00197747,0.000962155,0.0141474,0.0161492,0.00762134,0.00300478,0,0,0.00125977,0,0.022868,0.000844634,0.0461906,0.0121362,0.0110625,0.00352259,0.00242563,0.00499569,0.00196662,0.0121283,0.00815025,0.00579852,0.00650245,0.0178941,0.0183821,0.0018733,0.00936504,0.00115302,0.0354501,0.021648,0.0139939,0.00266958,0.0017085,0,0,0.00512947,0,0.0173995,0.00496593,0.0650417,0.0137258,0.0235592,0.00779263,0.00833707,0.00660122,0.00272537,0.0501827,0.00459084,0.0061477,0.019745,0.0259396,0.0120218,0.0193498,0.0414621,0.00801996,0.0138872,0.00905382,0.00209533,0.000595308,0,0,0,0,0,0,0,0.0253418,0.0418446
140,0.00227022,0.00110304,0.0151711,0.0162063,0.0078476,0.00335048,0,0,0.0013703,0,0.0229331,0.000761247,0.0459993,0.0119487,0.0128732,0.00382436,0.00225964,0.00515647,0.00298254,0.0133334,0.00883852,0.00592201,0.00672128,0.0183142,0.0198236,0.00169599,0.00935845,0.00125985,0.0340364,0.0215497,0.0134699,0.0022644,0.00118238,0,0,0.00855034,0,0.017379,0.00521401,0.0651,0.0121722,0.023405,0.00600717,0.00856789,0.00823169,0.00164461,0.0494931,0.00395843,0.00417573,0.0181758,0.0258519,0.0122397,0.0175547,0.0395854,0.0124473,0.0107185,0.00764054,0.00194016,0.00123184,0,0,0,0,0,0,0,0.025644,0.0418779
141,0.00252244,0.00118404,0.0166102,0.0162042,0.00802556,0.00354426,0,0,0.00108132,0,0.0229006,0.000713381,0.0458913,0.0115089,0.0146055,0.00421414,0.0022781,0.00542093,0.00384577,0.014651,0.00944726,0.00603441,0.00692928,0.0186637,0.0214617,0.0020639,0.00933998,0.00119118,0.0327001,0.0213819,0.012717,0.0019696,0.00102479,0,0,0.00694053,0,0.0173795,0.00439082,0.0652063,0.0107103,0.0232982,0.00403256,0.00895243,0.00758755,0.00256784,0.0488756,0.0040057,0.00316576,0.0167825,0.0258428,0.0125561,0.0160816,0.0381099,0.0111599,0.0102332,0.00719342,0.00175346,0.00179665,0,0,0,0,0,0,0,0.0258822,0.0417806
142,0.00288929,0.00139452,0.017987,0.0161892,0.00836042,0.00388964,0,0,0.00105206,0,0.0229085,0.00067536,0.0457436,0.0112762,0.0162263,0.00460186,0.00221273,0.0058569,0.00488345,0.0159732,0.0101208,0.00629902,0.00709911,0.0190011,0.0228256,0.00223423,0.00933682,0.00118128,0.0310464,0.0212373,0.0117162,0.00181037,0.00111318,0,0,0.00776604,0,0.0174014,0.00445195,0.0653449,0.00906077,0.0232671,0.00232735,0.00929369,0.00773376,0.00426557,0.0484069,0.00506068,0.00407333,0.0155159,0.0258883,0.0127669,0.0149241,0.0365025,0.0119424,0.00875585,0.00635245,0.00156048,0.00230822,0,0,0,0,0,0,0,0.0260925,0.0416589
143,0.00335858,0.0016506,0.0193662,0.0161868,0.0089017,0.00429259,0,0,0.00101687,0,0.0229099,0.000692578,0.0456169,0.0111474,0.0177152,0.00492856,0.00217623,0.00649336,0.00591627,0.0172267,0.0107693,0.00654469,0.00720393,0.0193418,0.0242654,0.00226219,0.00932722,0.00116932,0.0291334,0.0210823,0.0104278,0.00196368,0.00152362,0,0,0.0083287,0,0.0174414,0.00445712,0.0654888,0.00757754,0.0232692,0.00283963,0.00956595,0.00771487,0.00590724,0.0481118,0.00684555,0.00615702,0.0144476,0.0258972,0.0126864,0.0141006,0.0346815,0.0122775,0.00736512,0.00564564,0.00137155,0.00267144,0,0,0,0,0,0,0,0.0262783,0.041487
144,0.00380478,0.00190101,0.0208045,0.0161813,0.009464,0.0049191,0,0,0.00103915,0,0.0229217,0.000730213,0.0454866,0.0111168,0.0191238,0.00528979,0.00218642,0.00716997,0.00699122,0.0181835,0.0113955,0.00678288,0.00731987,0.0195388,0.0257628,0.00237503,0.00932723,0.00115977,0.0271775,0.0209429,0.00915958,0.00240261,0.00209474,0,0,0.00882794,0,0.0174995,0.00440762,0.0655243,0.00766343,0.023281,0.00526831,0.00975396,0.0076359,0.00781797,0.0478407,0.009026,0.008391,0.0134278,0.0258939,0.0125716,0.013663,0.0328684,0.0124137,0.00610573,0.00499882,0.00119783,0.00301035,0,0,0,0,0,0,0,0.026531,0.0413835
145,0.00425409,0.00226168,0.0224959,0.0161396,0.0099521,0.00533061,0,0,0.00120185,0,0.0229684,0.000711515,0.0453534,0.0110559,0.0203789,0.00556138,0.00225364,0.00779381,0.00805735,0.0188881,0.011899,0.00693438,0.0073793,0.0196726,0.02769,0.00255923,0.00935509,0.00111741,0.0252979,0.0207961,0.0082499,0.00281793,0.00262574,0,0,0.00924956,0,0.0175837,0.00433005,0.0656006,0.00937103,0.0233668,0.00791443,0.0100843,0.00754401,0.00994307,0.0475124,0.0112114,0.0103543,0.0124094,0.0256529,0.012343,0.0135854,0.0311239,0.0123725,0.00508742,0.00445806,0.00120192,0.0033814,0,0,0,0,0,0,0,0.0269096,0.0413339
146,0.00456026,0.00257801,0.0242292,0.0161342,0.0104475,0.00561527,0,0,0.00153349,0,0.0230839,0.000737658,0.0452313,0.0109709,0.021482,0.00573793,0.00227268,0.00855779,0.00914305,0.0202626,0.0122792,0.00698003,0.00738031,0.0197668,0.0298098,0.00267488,0.00940868,0.0011039,0.0234179,0.0206671,0.00769677,0.00323552,0.00310723,0,0,0.0096973,0,0.0176625,0.00425333,0.0656898,0.0119213,0.023389,0.0105644,0.010301,0.00746142,0.0117538,0.0473002,0.0133578,0.0122631,0.0114213,0.0251211,0.0119438,0.0138949,0.0291707,0.0122482,0.00434692,0.0040327,0.00136833,0.00385415,0,0,0,0,0,0,0,0.0272175,0.04127
147,0.00451434,0.00272544,0.0258512,0.0161188,0.0109296,0.00597341,0,0,0.00206078,0,0.0230678,0.000865968,0.0451562,0.0107021,0.0224263,0.00592411,0.00226902,0.0094521,0.0102147,0.0214259,0.0125009,0.00684808,0.00729801,0.0197558,0.0319087,0.00277225,0.00939583,0.00116107,0.0211046,0.0204841,0.00772526,0.00369652,0.00344287,0,0,0.00358657,0,0.0178454,0.00201421,0.0657884,0.0146902,0.0233095,0.0129969,0.0103143,0.00372723,0.0131178,0.0471173,0.0152152,0.0139087,0.0103162,0.024179,0.0113035,0.0142255,0.0271313,0.00313187,0.00761017,0.00511061,0.00153226,0.00418776,0,0,0,0,0,0,0,0.0274674,0.0411621
