Timestep,C7,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,CLAV
143,0.0198379,0.0844104,0.0104396,0.0379507,0.010144,0,0,0.0268657,0,0.0258978,0.0146558,0.0362262,0.0425521,0.0189072,0.0226889,0.0209264,0.0141757,0.0179227,0.0314973,0.0198644,0.0652754,0.0199992,0.0384535,0.0182383,0.0142857,0.106936,0.0212719,0.0106947,0.00834449,0.0130524,0.0201042,0.00258283,0.0074825,0.0145679,0,0,0.0193993,0,0.0162565,0.0141515,0.0632601,0.00708365,0.0215722,0.010252,0.0138593,0.0174712,0.00841983,0.0509271,0.00989055,0.00942497,0.00968666,0.011887,0.00779221,0.00749941,0.0175983,0.00842642,0.00267504,0.00589568,0.0217515,0.0109214,0,0,0,0,0,0,0,0,0.0234137
144,0.0203794,0.0825917,0.0104244,0.0367293,0.0100972,0,0,0.0267433,0,0.0260215,0.01452,0.0362667,0.0408178,0.0186958,0.0213389,0.0209346,0.0141476,0.0168647,0.0286506,0.0195745,0.0646523,0.0182966,0.0361734,0.0174398,0.0139917,0.104134,0.020999,0.0107868,0.00821362,0.0115307,0.0202451,0.00285021,0.00733687,0.015046,0,0,0.0188382,0,0.0162709,0.013925,0.0630677,0.0066285,0.0217126,0.0103336,0.0135943,0.0177775,0.0082455,0.0508557,0.00981017,0.00941754,0.0100922,0.0117198,0.008018,0.00818625,0.0151516,0.00843167,0.00240423,0.00574012,0.0219947,0.0116544,0,0,0,0,0,0,0,0,0.0238847
145,0.0210221,0.0802405,0.0103667,0.0352269,0.0101452,0,0,0.0265279,0,0.0261041,0.0144189,0.03637,0.0386203,0.0184724,0.020441,0.0210589,0.0141505,0.0158643,0.0261877,0.0194457,0.0640012,0.016656,0.0338046,0.0165361,0.0136037,0.100633,0.0207431,0.0108578,0.00808956,0.0100149,0.0203747,0.00322334,0.0074142,0.0154922,0,0,0.0184099,0,0.0163259,0.0137747,0.063098,0.00676444,0.0219765,0.0104193,0.013645,0.0181728,0.00810739,0.0508081,0.00998046,0.00954057,0.0105655,0.0115023,0.00829091,0.00893443,0.0128823,0.00854599,0.00244289,0.00567172,0.0224165,0.0121497,0,0,0,0,0,0,0,0,0.0244917
146,0.0217724,0.0773754,0.010318,0.0333825,0.0102063,0,0,0.0261915,0,0.0261759,0.0143396,0.0365269,0.036089,0.0182732,0.0201682,0.0212461,0.0142029,0.015124,0.0243034,0.019415,0.0633876,0.0152017,0.0317029,0.0156846,0.0131042,0.0966413,0.0204668,0.0109086,0.00798843,0.00875967,0.0204638,0.00361867,0.00764488,0.0159557,0,0,0.0180059,0,0.0163707,0.0136986,0.0631121,0.00718969,0.022321,0.0106181,0.0138002,0.0186944,0.00806365,0.0507188,0.0101152,0.00971312,0.0110829,0.0114041,0.0085806,0.00972083,0.0109912,0.00871532,0.00248463,0.00560255,0.0229269,0.0123882,0,0,0,0,0,0,0,0,0.0251147
147,0.0224996,0.0741218,0.0103585,0.0313206,0.0101388,0,0,0.0258456,0,0.0262241,0.0142751,0.0368634,0.0333923,0.0180708,0.0206748,0.0214033,0.0142424,0.0147329,0.0232814,0.0197636,0.0628025,0.0143694,0.0300683,0.0151068,0.0125067,0.0926255,0.0199707,0.0109306,0.00793404,0.00821807,0.0205029,0.00416964,0.00766413,0.0165338,0,0,0.0174374,0,0.0163448,0.0136487,0.062982,0.00785701,0.0225245,0.0108893,0.0137428,0.0193402,0.00806385,0.0506704,0.0102128,0.0098829,0.0116631,0.0111062,0.00916342,0.0105378,0.00993317,0.00886033,0.0024069,0.00538254,0.023373,0.0124777,0,0,0,0,0,0,0,0,0.0257283
148,0.0230738,0.0702752,0.0103703,0.0287396,0.00988368,0,0,0.0255743,0,0.0262684,0.0142608,0.0374068,0.030243,0.017811,0.0219692,0.021505,0.0143469,0.0146606,0.0231735,0.0206561,0.0622736,0.0142052,0.0286668,0.0146139,0.0117582,0.0881731,0.0195952,0.0109522,0.00790905,0.00819472,0.0205576,0.00467217,0.00743456,0.0170285,0,0,0.0167625,0,0.0163499,0.0135327,0.0627817,0.00865292,0.0226559,0.0112185,0.0136138,0.0199158,0.00828768,0.0506719,0.0101795,0.0100849,0.0121879,0.0109471,0.00962341,0.0113422,0.00948506,0.00897062,0.00236427,0.00528517,0.0237134,0.0124003,0,0,0,0,0,0,0,0,0.0262328
149,0.0235909,0.0657225,0.0103527,0.0257212,0.00970462,0,0,0.0252859,0,0.0262782,0.0142249,0.0378681,0.0267086,0.0175464,0.0235851,0.0216276,0.0144602,0.0147822,0.0234424,0.0218641,0.0617922,0.0146176,0.0272972,0.0139731,0.0108512,0.0826732,0.0192651,0.0109333,0.00784429,0.00857969,0.020584,0.00521184,0.00721408,0.0175166,0,0,0.015988,0,0.0163335,0.0132908,0.0627171,0.00954574,0.0228144,0.0114363,0.013636,0.0205233,0.0085157,0.0505956,0.0100841,0.0103396,0.012731,0.0106236,0.0100092,0.0121976,0.0096952,0.00896329,0.0024244,0.00520552,0.0240758,0.0122551,0,0,0,0,0,0,0,0,0.0267073
150,0.0240772,0.0601475,0.0102831,0.0224508,0.00969239,0,0,0.0249461,0,0.0262774,0.0141662,0.0383002,0.0227435,0.0173976,0.0248681,0.0216627,0.0145695,0.0147954,0.0234059,0.0227916,0.0613478,0.0150706,0.025639,0.0131009,0.00996404,0.0756208,0.0188417,0.0108687,0.00776738,0.00940072,0.0206086,0.0056817,0.00695412,0.0178958,0,0,0.0151388,0,0.0162982,0.0129104,0.0628461,0.0103661,0.0230024,0.0115121,0.0134796,0.0209946,0.00875748,0.0505019,0.0100989,0.0106786,0.0132541,0.0104134,0.0103012,0.0130412,0.0105511,0.00898855,0.00246545,0.00516181,0.0243715,0.0120708,0,0,0,0,0,0,0,0,0.027122
151,0.0243879,0.0536117,0.0103403,0.0195609,0.00974771,0,0,0.0245172,0,0.026276,0.0140883,0.0388615,0.018629,0.0174329,0.025267,0.0215164,0.0146256,0.0144008,0.0227404,0.0229335,0.0608126,0.0155443,0.0238633,0.0122949,0.0093951,0.0671716,0.0183938,0.0108508,0.00772718,0.0104353,0.0206837,0.00601172,0.00668661,0.0180953,0,0,0.0140741,0,0.0162985,0.012386,0.0628543,0.0110093,0.023082,0.0117313,0.0130129,0.0212299,0.00892146,0.0503543,0.0101838,0.0111031,0.0137591,0.0101604,0.0105454,0.013721,0.0118225,0.00894146,0.00250848,0.00515883,0.0244679,0.0118602,0,0,0,0,0,0,0,0,0.0273058
152,0.0244925,0.0458602,0.0103958,0.0175132,0.00991267,0,0,0.0240292,0,0.0262624,0.0139678,0.0394156,0.0152037,0.0176135,0.0245462,0.0211983,0.0146151,0.0136191,0.0212759,0.0220552,0.0601607,0.0159602,0.0220935,0.0118814,0.00950688,0.0572576,0.017899,0.0108768,0.00761523,0.0116342,0.0207346,0.00626338,0.00641245,0.0180741,0,0,0.0127427,0,0.0162757,0.0117081,0.0627133,0.011598,0.0230996,0.0121385,0.0124653,0.0212371,0.00902069,0.0501715,0.010273,0.0115152,0.0142345,0.0100884,0.0109083,0.0143392,0.013294,0.0087972,0.00257043,0.00513282,0.0243681,0.0116358,0,0,0,0,0,0,0,0,0.0272784
153,0.0243804,0.0373422,0.0104714,0.0164164,0.0102314,0,0,0.023457,0,0.0262277,0.01383,0.0400425,0.0134799,0.0178905,0.0228941,0.0208134,0.0145302,0.0124963,0.0191938,0.0201976,0.0592979,0.0164484,0.0206402,0.0120633,0.010467,0.0463375,0.0174019,0.0109132,0.00745107,0.0128156,0.0207248,0.00644732,0.00618796,0.0178966,0,0,0.0113704,0,0.0162035,0.0109425,0.0627823,0.0119672,0.0231141,0.0125094,0.0119821,0.0210461,0.00904058,0.0499531,0.0103935,0.0119521,0.0147127,0.0098478,0.0111866,0.0150277,0.0147271,0.00865469,0.00262365,0.00506842,0.0241468,0.0114386,0,0,0,0,0,0,0,0,0.0271199
154,0.0243208,0.0287996,0.0105878,0.0163387,0.0106815,0,0,0.0230227,0,0.0262517,0.0136895,0.0407295,0.0139803,0.0182157,0.0207646,0.0204423,0.014511,0.0111032,0.0168813,0.0176713,0.0582827,0.0169217,0.0195952,0.0125856,0.0120324,0.0351952,0.0170074,0.0109647,0.00729995,0.0138441,0.0207082,0.0064276,0.00603128,0.0178579,0,0,0.0101321,0,0.0161388,0.0102137,0.063275,0.0121988,0.0231242,0.0128448,0.0116069,0.020951,0.0090965,0.0498656,0.0105539,0.0124232,0.0150566,0.00969674,0.0112425,0.0155196,0.0159648,0.00853234,0.00276085,0.00508476,0.0239509,0.0114657,0,0,0,0,0,0,0,0,0.0269951
155,0.0240782,0.0207887,0.0107335,0.0171388,0.0110562,0,0,0.0227229,0,0.0263235,0.013552,0.0413505,0.0158992,0.0186099,0.0186435,0.0199289,0.0145382,0.00980494,0.0146746,0.0151593,0.0573252,0.0173045,0.0188014,0.0132238,0.0138671,0.024484,0.0166883,0.011023,0.00719222,0.0148326,0.0206538,0.00631067,0.0059513,0.0176186,0,0,0.00897973,0,0.0160691,0.00944685,0.0634882,0.0123379,0.0230242,0.0131943,0.0113056,0.020545,0.00931862,0.0496215,0.0107598,0.0130449,0.015326,0.00979186,0.0113453,0.0158754,0.0171825,0.00842956,0.0028558,0.00509842,0.0236567,0.0114865,0,0,0,0,0,0,0,0,0.0267187
156,0.0237306,0.0160327,0.0107809,0.0185716,0.0113424,0,0,0.0224998,0,0.0263829,0.0134584,0.0419215,0.0185081,0.019139,0.0172412,0.0193408,0.0146296,0.00933098,0.0133362,0.0139588,0.0566667,0.0176431,0.018196,0.0138513,0.015695,0.0169146,0.0164772,0.0110799,0.0071174,0.015819,0.0205932,0.00619285,0.00597974,0.0172509,0,0,0.00797218,0,0.0160281,0.0087561,0.0634263,0.0123328,0.0227422,0.0135498,0.0111251,0.0199792,0.00970694,0.0492266,0.0109968,0.0138313,0.0155412,0.0101503,0.0113953,0.0161099,0.0184052,0.00825985,0.00292667,0.00511008,0.0233664,0.0115025,0,0,0,0,0,0,0,0,0.0263943
157,0.0235251,0.0175067,0.0107511,0.0206713,0.0116222,0,0,0.0223627,0,0.0264153,0.0134673,0.042458,0.021745,0.0197839,0.0172101,0.0190182,0.0147587,0.0107438,0.0141105,0.0153055,0.0566268,0.0179334,0.0177519,0.0144221,0.0173515,0.0165179,0.0162751,0.0111046,0.00696097,0.0168154,0.0205336,0.00605402,0.00618081,0.0171531,0,0,0.00721748,0,0.0159788,0.0081012,0.0633711,0.0121161,0.0223147,0.0138269,0.01108,0.019698,0.01014,0.0488205,0.0112286,0.0147396,0.0155235,0.0105087,0.011194,0.0160996,0.0194194,0.00815866,0.00297335,0.00516046,0.0231806,0.0117027,0,0,0,0,0,0,0,0,0.0261471
158,0.0235534,0.0226724,0.0107943,0.0234594,0.0118674,0,0,0.0222714,0,0.0264452,0.0135299,0.0429747,0.0259458,0.0205123,0.0185088,0.0188782,0.0149141,0.0144009,0.017323,0.0188994,0.0574518,0.0181882,0.0174039,0.0149691,0.018788,0.0215839,0.0161403,0.011131,0.00671457,0.0177845,0.0204372,0.00591111,0.00646805,0.0173133,0,0,0.00664045,0,0.0158598,0.00752043,0.063368,0.0118734,0.0218212,0.0140012,0.0111601,0.019743,0.0105591,0.0483977,0.0114093,0.0155386,0.0153481,0.0108843,0.0109573,0.0160269,0.0202545,0.00808035,0.00302884,0.0052433,0.0230407,0.0121249,0,0,0,0,0,0,0,0,0.0259687
159,0.0231665,0.0274423,0.0106425,0.0259119,0.0122215,0,0,0.0223209,0,0.0265836,0.0136134,0.0433905,0.029545,0.0212526,0.0209943,0.0188125,0.0152917,0.0196661,0.0223593,0.0232562,0.0589123,0.0185306,0.0172463,0.0151884,0.0196681,0.0263871,0.0160394,0.0111197,0.00654163,0.01872,0.0203375,0.00585088,0.00676592,0.0167551,0,0,0.00653881,0,0.0158743,0.00685796,0.0633611,0.0117532,0.0213435,0.0140483,0.0112433,0.01904,0.0111871,0.0478615,0.0115051,0.0162533,0.0151018,0.0113796,0.0108417,0.0158213,0.0211086,0.0080039,0.00305371,0.00534693,0.022762,0.0121001,0,0,0,0,0,0,0,0,0.0254953
160,0.0232021,0.0331243,0.0105647,0.0298852,0.012395,0,0,0.0224624,0,0.0266831,0.0137704,0.0436106,0.0349476,0.0216966,0.0237816,0.0187146,0.015718,0.0253782,0.0277495,0.0272098,0.0606175,0.0191185,0.0173449,0.016338,0.0197272,0.0329155,0.0160253,0.0111586,0.00655416,0.0195309,0.0202296,0.00581668,0.00696543,0.0167573,0,0,0.00638468,0,0.0158174,0.00648459,0.0632867,0.0120509,0.0209576,0.013997,0.0112679,0.0191032,0.0117779,0.047336,0.0115549,0.0168672,0.0149993,0.0117756,0.0107559,0.0157521,0.0218605,0.00799579,0.00313097,0.0054362,0.0227542,0.0124155,0,0,0,0,0,0,0,0,0.0253876
161,0.0225979,0.041658,0.0104406,0.0366328,0.012523,0,0,0.0226843,0,0.026833,0.0140398,0.0438454,0.043432,0.0219224,0.0264124,0.0186175,0.0165027,0.0300908,0.0321786,0.030303,0.0618924,0.0195932,0.0180799,0.0192828,0.0194182,0.0427471,0.0161031,0.0111621,0.00661607,0.0198896,0.0200485,0.00594818,0.00710331,0.0155496,0,0,0.00652117,0,0.0158235,0.00593577,0.0632549,0.0124,0.0206865,0.0138889,0.0111331,0.0179117,0.0122207,0.0470624,0.0115496,0.0172915,0.0149399,0.0121657,0.0107355,0.0157181,0.0222228,0.0077391,0.00323257,0.00540107,0.0227024,0.0118503,0,0,0,0,0,0,0,0,0.0250588
162,0.0224223,0.0479089,0.0102796,0.0414947,0.0122147,0,0,0.0230389,0,0.0269328,0.0143602,0.0441314,0.0501247,0.0218109,0.028509,0.0185688,0.0171066,0.0329371,0.0348845,0.0322484,0.0625539,0.0189479,0.0185118,0.0210988,0.0194014,0.0496795,0.0163536,0.0111282,0.0067196,0.0199472,0.0197823,0.00602259,0.00701471,0.0151803,0,0,0.00664815,0,0.0156755,0.00584651,0.0632133,0.0130061,0.0205468,0.0136867,0.0110554,0.0177699,0.0126007,0.046959,0.011464,0.0176408,0.0150714,0.0125046,0.0108503,0.0160007,0.0222851,0.00774075,0.00330169,0.0054551,0.0229186,0.0118519,0,0,0,0,0,0,0,0,0.0250815
163,0.0223686,0.0505517,0.0100794,0.0431807,0.0114993,0,0,0.023538,0,0.0270541,0.0147773,0.0446659,0.0534676,0.0214606,0.0297066,0.0186138,0.0176348,0.0338236,0.0359017,0.0329945,0.0624361,0.0181345,0.0185893,0.0212709,0.019235,0.0525217,0.0167374,0.0110876,0.00690878,0.0197795,0.0195451,0.00628933,0.00676864,0.0149078,0,0,0.00681943,0,0.0155579,0.00601092,0.063154,0.0136085,0.0205051,0.0134456,0.0109974,0.0179332,0.0128523,0.0469245,0.0112716,0.0177793,0.0153684,0.0127733,0.011076,0.0164818,0.0221266,0.00792328,0.00346202,0.00561436,0.0233026,0.0119932,0,0,0,0,0,0,0,0,0.0252442
164,0.022376,0.0488625,0.0099048,0.0416702,0.0105655,0,0,0.0240838,0,0.027174,0.0152262,0.0453272,0.0526744,0.020957,0.0298369,0.0187613,0.0180788,0.0331929,0.0356503,0.032501,0.0615544,0.0175988,0.0183938,0.0199109,0.0189187,0.0509537,0.0172667,0.0110073,0.00711355,0.0193952,0.0193915,0.00672669,0.00642115,0.0147699,0,0,0.00706113,0,0.0155199,0.00639094,0.0629798,0.0144488,0.020594,0.0131556,0.0108925,0.0184222,0.0130054,0.0469483,0.0110082,0.0177703,0.0158381,0.0129699,0.011359,0.0170156,0.0217538,0.00829793,0.00372619,0.00590218,0.0238363,0.0123247,0,0,0,0,0,0,0,0,0.025499
165,0.0224421,0.042941,0.00965704,0.0371893,0.00959596,0,0,0.0245388,0,0.0272746,0.0156054,0.0459052,0.0478919,0.0203631,0.0290088,0.0190112,0.0184508,0.0316869,0.0345598,0.0308063,0.0601444,0.0171266,0.0180344,0.017424,0.0186739,0.0450085,0.0177727,0.0109134,0.0072833,0.018924,0.019255,0.00745918,0.00599849,0.0146508,0,0,0.00741262,0,0.0154986,0.00695805,0.0627404,0.0155258,0.0208225,0.0127599,0.0107381,0.0190436,0.0128975,0.0470873,0.0105844,0.0177326,0.0160004,0.0130543,0.0116124,0.0173519,0.0212604,0.00877116,0.00401879,0.00620939,0.0243594,0.0127855,0,0,0,0,0,0,0,0,0.0258124
166,0.0225888,0.0339074,0.00947476,0.0307758,0.00874937,0,0,0.0248705,0,0.0273397,0.0158109,0.0463892,0.0403184,0.0198027,0.027429,0.0193253,0.018702,0.0298961,0.0329315,0.0282506,0.0586071,0.0164915,0.0173719,0.0143733,0.018868,0.0353804,0.0181131,0.0107966,0.00739165,0.0184206,0.0191373,0.00845347,0.00555553,0.0145847,0,0,0.00769457,0,0.0155056,0.00760752,0.0624552,0.0167741,0.021171,0.0122023,0.0104864,0.0196417,0.0124552,0.0472656,0.0100011,0.0173389,0.0157926,0.0130312,0.0119776,0.0174077,0.0207885,0.00919243,0.00435612,0.00652163,0.0247448,0.0132792,0,0,0,0,0,0,0,0,0.0261
167,0.022728,0.0264517,0.00941335,0.0260134,0.00811933,0,0,0.0250355,0,0.0273186,0.0159399,0.0468586,0.0340838,0.0193296,0.0251613,0.0197385,0.0187482,0.0280112,0.0307854,0.0252489,0.057244,0.0160463,0.0169052,0.0127017,0.0192187,0.0273861,0.0183031,0.0106675,0.0074971,0.0178779,0.0189985,0.00963826,0.00516257,0.0144809,0,0,0.00788306,0,0.0155122,0.00812438,0.0622054,0.017863,0.0215863,0.0115576,0.0103218,0.0201774,0.011723,0.047458,0.00934525,0.0164234,0.0153497,0.0128653,0.0122878,0.017221,0.0202168,0.00961702,0.004784,0.00678986,0.0250503,0.0136624,0,0,0,0,0,0,0,0,0.0263616
168,0.02288,0.0236914,0.00940718,0.023816,0.00780386,0,0,0.0250036,0,0.027199,0.0159651,0.0471995,0.0309828,0.0189178,0.0224464,0.0202619,0.0185653,0.0260653,0.0282206,0.0221397,0.0561321,0.0159859,0.0168736,0.0127119,0.0189663,0.0253522,0.0182933,0.0105619,0.00750989,0.0172236,0.0188249,0.0108698,0.00486428,0.0144292,0,0,0.00805455,0,0.0154678,0.00843732,0.0620412,0.0188449,0.0219971,0.0108085,0.0102548,0.0208051,0.0107029,0.047747,0.00865083,0.0150422,0.0149244,0.0125947,0.0124399,0.0168291,0.0195498,0.0100591,0.00521511,0.00691298,0.0253135,0.013933,0,0,0,0,0,0,0,0,0.0267183
169,0.02315,0.0230564,0.00943119,0.0213251,0.00772082,0,0,0.0249488,0,0.0271595,0.0159455,0.0472586,0.0286897,0.0185935,0.020052,0.0208396,0.01825,0.0243042,0.025925,0.0194483,0.0552322,0.0156063,0.0164728,0.0124611,0.0188653,0.0252527,0.0182287,0.010547,0.00743423,0.0164311,0.0187293,0.012163,0.00465226,0.0144206,0,0,0.00813165,0,0.0154479,0.00870297,0.0619321,0.0196572,0.0223431,0.00979122,0.0102333,0.0214767,0.00949289,0.0479915,0.00789626,0.0132766,0.0144715,0.0123356,0.0125077,0.0162194,0.0187718,0.0104482,0.00544748,0.00704598,0.0256455,0.0140185,0,0,0,0,0,0,0,0,0.0272596
170,0.0236998,0.0233735,0.00948278,0.0197986,0.00771287,0,0,0.024947,0,0.0271647,0.0159889,0.0470869,0.0264806,0.0182651,0.018484,0.0215059,0.0180192,0.0227199,0.0242321,0.0177596,0.0544625,0.0143004,0.0153451,0.0120316,0.0187886,0.0264715,0.018269,0.0105632,0.00742504,0.0153472,0.018687,0.0136039,0.0044987,0.0146414,0,0,0.0081397,0,0.0154607,0.00904417,0.0618755,0.020495,0.0225655,0.008471,0.0103238,0.022418,0.0081809,0.0482578,0.00708649,0.0110967,0.0137547,0.0122731,0.0125458,0.0152163,0.0176343,0.010769,0.0055145,0.00721034,0.0262538,0.0139821,0,0,0,0,0,0,0,0,0.0281272
171,0.0245588,0.0214888,0.00953624,0.0189525,0.0076542,0,0,0.0250629,0,0.0271459,0.016147,0.0466606,0.0221743,0.0178406,0.0180131,0.0220721,0.018026,0.0213495,0.0231536,0.0170351,0.053713,0.0120959,0.0138856,0.0114136,0.0179936,0.0261182,0.0184721,0.0105051,0.00758561,0.0139019,0.0186204,0.015268,0.0044509,0.0149318,0,0,0.00829736,0,0.0154701,0.00964061,0.0618765,0.0212715,0.0226935,0.00698515,0.0104958,0.0236505,0.00681077,0.0486707,0.00624168,0.00862533,0.0125562,0.0125864,0.0122948,0.0135979,0.0158399,0.011158,0.00555568,0.00743807,0.0272429,0.0138597,0,0,0,0,0,0,0,0,0.0293111
172,0.0259652,0.01629,0.009499,0.0154296,0.00748367,0,0,0.0254069,0,0.0271038,0.0164596,0.0459388,0.0160945,0.0172955,0.0181177,0.0226396,0.0182365,0.0201866,0.0225316,0.016646,0.0531297,0.0112067,0.0138993,0.0111685,0.0156491,0.0224211,0.018888,0.0103841,0.0078434,0.0124802,0.0185375,0.0170402,0.00467542,0.0155778,0,0,0.00909662,0,0.0155184,0.0106749,0.0618768,0.0218839,0.0228075,0.00564758,0.0108713,0.0254635,0.00549194,0.0492376,0.00561612,0.00614028,0.010828,0.0133435,0.0116453,0.0111773,0.0133437,0.0117316,0.00575892,0.00779736,0.0286562,0.0139313,0,0,0,0,0,0,0,0,0.0308102
173,0.0273798,0.0108264,0.0094716,0.00987347,0.00725449,0,0,0.0256316,0,0.0270206,0.0167805,0.0451604,0.0119608,0.0169208,0.017357,0.0229769,0.0186605,0.0190867,0.0219042,0.0160228,0.0531906,0.013133,0.0147068,0.011482,0.0125525,0.0185104,0.0191515,0.0102688,0.0080717,0.0117474,0.0184403,0.0186734,0.00532823,0.0163273,0,0,0.0104068,0,0.0155783,0.0118196,0.0618318,0.0223229,0.0229571,0.00481259,0.0114595,0.0272252,0.00457775,0.0498443,0.00555244,0.0043348,0.00886338,0.0143712,0.0106212,0.00824006,0.0107939,0.0122104,0.00597681,0.00813191,0.029869,0.014292,0,0,0,0,0,0,0,0,0.0320684
174,0.0287388,0.00967532,0.0094963,0.00659925,0.00722874,0,0,0.0254646,0,0.0268851,0.0169314,0.0447731,0.013456,0.0170051,0.0158694,0.0229819,0.0189962,0.0178456,0.0202889,0.0148153,0.0541704,0.0154519,0.0152454,0.0117726,0.0101183,0.0182545,0.019057,0.0102046,0.00814766,0.0118639,0.0183828,0.0203492,0.00640534,0.0172083,0,0,0.0116843,0,0.0156256,0.0127192,0.0617769,0.0230903,0.0230286,0.00436902,0.0119686,0.0287641,0.00451225,0.0504472,0.00603971,0.00436881,0.00720716,0.0154628,0.00931488,0.00638033,0.00899466,0.0123887,0.00609242,0.00832833,0.030592,0.0151425,0,0,0,0,0,0,0,0,0.0329406
175,0.0295785,0.012294,0.00955876,0.00765594,0.00738764,0,0,0.0248224,0,0.0267283,0.0168089,0.0448013,0.0173967,0.0173783,0.0152164,0.0228204,0.0191665,0.0160091,0.0173168,0.0132629,0.0553181,0.0166811,0.0157232,0.0118693,0.00882834,0.0215811,0.0185383,0.0102213,0.00803193,0.0127948,0.018366,0.022406,0.00778557,0.0178462,0,0,0.0125279,0,0.015677,0.0131956,0.0617898,0.0242613,0.0230846,0.0042085,0.0123054,0.0295534,0.00504216,0.0510565,0.00684147,0.00587449,0.00670497,0.0163663,0.00801647,0.00792644,0.00829389,0.0120562,0.00615341,0.00835593,0.0308305,0.0160397,0,0,0,0,0,0,0,0,0.0334066
176,0.0301057,0.0148895,0.00964116,0.00935589,0.00761216,0,0,0.0238548,0,0.0265931,0.0164834,0.0447991,0.0208418,0.0175904,0.0152071,0.0230983,0.019104,0.0132666,0.0137372,0.0120512,0.0554556,0.0167512,0.0157181,0.0118176,0.00862411,0.025646,0.0177091,0.0103494,0.00776942,0.0140811,0.0183792,0.0243985,0.00943395,0.0183379,0,0,0.0129712,0,0.0157357,0.0133699,0.061825,0.0250531,0.0233312,0.00444109,0.0130212,0.0298459,0.00566578,0.0517862,0.00781136,0.00751371,0.00735396,0.0169708,0.00695162,0.0111139,0.00828261,0.0114457,0.0061167,0.00825263,0.031012,0.0165059,0,0,0,0,0,0,0,0,0.0338327
177,0.0302468,0.0167415,0.00978837,0.0103946,0.0078156,0,0,0.0227869,0,0.0265201,0.0159893,0.0446081,0.0231101,0.0174939,0.0151019,0.0236713,0.0188309,0.0102525,0.011014,0.0115805,0.0544766,0.0162029,0.0153339,0.0119094,0.00931412,0.0290303,0.0166941,0.0105569,0.00729111,0.0154412,0.0184393,0.025809,0.011043,0.0187157,0,0,0.0131164,0,0.0157987,0.0132848,0.0618079,0.0250645,0.0233937,0.00492946,0.0134873,0.0297053,0.00608093,0.0526242,0.00872509,0.00874289,0.00838007,0.0174557,0.00616759,0.0140928,0.00869995,0.0108278,0.00595726,0.00806364,0.0311194,0.0163237,0,0,0,0,0,0,0,0,0.0341037
178,0.0302722,0.019152,0.00999091,0.0105561,0.00810904,0,0,0.0218254,0,0.0264464,0.0153486,0.0446276,0.0238482,0.0172706,0.0145359,0.0244107,0.0183656,0.00884274,0.0101916,0.0118576,0.0531984,0.0157381,0.0150759,0.0123207,0.0106282,0.0321956,0.0157066,0.0107606,0.00673939,0.0165346,0.0186193,0.0264981,0.0125372,0.0189484,0,0,0.0130986,0,0.0158874,0.012926,0.0617729,0.0242859,0.0234975,0.00564865,0.0137374,0.0292541,0.00642113,0.0534937,0.00946725,0.00956902,0.00920477,0.0179082,0.00560618,0.0161167,0.00945932,0.0102552,0.00561498,0.00774157,0.0310483,0.0156634,0,0,0,0,0,0,0,0,0.0341142
179,0.0300179,0.0219073,0.0102155,0.00974962,0.00843492,0,0,0.0210223,0,0.0263248,0.0146162,0.0450743,0.0231772,0.0170277,0.0135123,0.0250424,0.0178875,0.00945669,0.0107071,0.0125024,0.0523805,0.0154207,0.0150004,0.0128582,0.0119632,0.0353618,0.0147888,0.0109397,0.00629994,0.017276,0.0188756,0.0264351,0.0138809,0.0190808,0,0,0.0129781,0,0.0159657,0.0124016,0.0616476,0.0226823,0.023741,0.00657891,0.0137805,0.0286054,0.00692851,0.054363,0.0100382,0.0101601,0.00959325,0.0183378,0.00522212,0.0169333,0.0104837,0.00969118,0.00505505,0.00732008,0.0307473,0.0148817,0,0,0,0,0,0,0,0,0.0337172
180,0.0295725,0.0241195,0.0105079,0.00846459,0.00871519,0,0,0.0203568,0,0.02616,0.0139692,0.0456373,0.0216599,0.0167724,0.012246,0.0254444,0.0174826,0.0105158,0.0111928,0.0126885,0.0519834,0.0148943,0.0148186,0.01315,0.0128981,0.0379229,0.0139711,0.0110652,0.00609315,0.0178111,0.0191122,0.025637,0.0149679,0.0191071,0,0,0.0130834,0,0.0160028,0.011888,0.0614509,0.0202107,0.0241742,0.00754788,0.0136482,0.0280495,0.0077122,0.0551569,0.0106353,0.0108784,0.00941954,0.0187062,0.00496171,0.0166814,0.0120143,0.00913911,0.00430698,0.00684344,0.0302371,0.0141465,0,0,0,0,0,0,0,0,0.0330029
